"","Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_hydrogen","Year"
"3061","Portugal","PRT",1,2045
"3062","Qatar","QAT",1,2045
"3063","Romania","ROU",1,2045
"3064","Russian Federation","RUS",1,2045
"3065","Saudi Arabia","SAU",1,2045
"3066","Senegal","SEN",1,2045
"3067","Serbia","SRB",1,2045
"3068","Singapore","SGP",1,2045
"3069","Slovak Republic","SVK",1,2045
"3070","Slovenia","SVN",1,2045
"3071","South Africa","ZAF",1,2045
"3072","South Sudan","SSD",1,2045
"3073","Spain","ESP",1,2045
"3074","Sri Lanka","LKA",1,2045
"3075","Sudan","SDN",1,2045
"3076","Suriname","SUR",1,2045
"3077","Sweden","SWE",1,2045
"3078","Switzerland","CHE",1,2045
"3079","Syrian Arab Republic","SYR",1,2045
"3080","Tajikistan","TJK",1,2045
"3081","Thailand","THA",1,2045
"3082","Togo","TGO",1,2045
"3083","Trinidad and Tobago","TTO",1,2045
"3084","Tunisia","TUN",1,2045
"3085","Turkey","TUR",1,2045
"3086","Turkmenistan","TKM",1,2045
"3087","Ukraine","UKR",1,2045
"3088","United Arab Emirates","ARE",1,2045
"3089","United Kingdom","GBR",1,2045
"3090","United States","USA",1,2045
"3091","Uruguay","URY",1,2045
"3092","Uzbekistan","UZB",1,2045
"3093","Venezuela","VEN",1,2045
"3094","Vietnam","VNM",1,2045
"3095","Zambia","ZMB",1,2045
"3096","Zimbabwe","ZWE",1,2045
"3097","Albania","ALB",1,2046
"3098","Algeria","DZA",1,2046
"3099","Angola","AGO",1,2046
"3100","Argentina","ARG",1,2046
"3101","Armenia","ARM",1,2046
"3102","Australia","AUS",1,2046
"3103","Austria","AUT",1,2046
"3104","Azerbaijan","AZE",1,2046
"3105","Bahrain","BHR",1,2046
"3106","Bangladesh","BGD",1,2046
"3107","Belarus","BLR",1,2046
"3108","Belgium","BEL",1,2046
"3109","Benin","BEN",1,2046
"3110","Bolivia","BOL",1,2046
"3111","Bosnia and Herzegovina","BIH",1,2046
"3112","Botswana","BWA",1,2046
"3113","Brazil","BRA",1,2046
"3114","Brunei Darussalam","BRN",1,2046
"3115","Bulgaria","BGR",1,2046
"3116","Cambodia","KHM",1,2046
"3117","Cameroon","CMR",1,2046
"3118","Canada","CAN",1,2046
"3119","Chile","CHL",1,2046
"3120","China","CHN",1,2046
"3121","Colombia","COL",1,2046
"3122","Costa Rica","CRI",1,2046
"3123","Croatia","HRV",1,2046
"3124","Cuba","CUB",1,2046
"3125","Cyprus","CYP",1,2046
"3126","Denmark","DNK",1,2046
"3127","Dominican Republic","DOM",1,2046
"3128","Ecuador","ECU",1,2046
"3129","Egypt","EGY",1,2046
"3130","El Salvador","SLV",1,2046
"3131","Eritrea","ERI",1,2046
"3132","Estonia","EST",1,2046
"3133","Ethiopia","ETH",1,2046
"3134","Finland","FIN",1,2046
"3135","France","FRA",1,2046
"3136","Gabon","GAB",1,2046
"3137","Georgia","GEO",1,2046
"3138","Germany","DEU",1,2046
"3139","Ghana","GHA",1,2046
"3140","Gibraltar","GIB",1,2046
"3141","Greece","GRC",1,2046
"3142","Guatemala","GTM",1,2046
"3143","Haiti","HTI",1,2046
"3144","Honduras","HND",1,2046
"3145","Hungary","HUN",1,2046
"3146","Iceland","ISL",1,2046
"3147","India","IND",1,2046
"3148","Indonesia","IDN",1,2046
"3149","Iraq","IRQ",1,2046
"3150","Ireland","IRL",1,2046
"3151","Israel","ISR",1,2046
"3152","Italy","ITA",1,2046
"3153","Jamaica","JAM",1,2046
"3154","Japan","JPN",1,2046
"3155","Jordan","JOR",1,2046
"3156","Kazakhstan","KAZ",1,2046
"3157","Kenya","KEN",1,2046
"3158","Korea","KOR",1,2046
"3159","Kosovo","XKX",1,2046
"3160","Kuwait","KWT",1,2046
"3161","Latvia","LVA",1,2046
"3162","Lebanon","LBN",1,2046
"3163","Libya","LBY",1,2046
"3164","Lithuania","LTU",1,2046
"3165","Luxembourg","LUX",1,2046
"3166","Malaysia","MYS",1,2046
"3167","Malta","MLT",1,2046
"3168","Mauritius","MUS",1,2046
"3169","Mexico","MEX",1,2046
"3170","Mongolia","MNG",1,2046
"3171","Montenegro","MNE",1,2046
"3172","Morocco","MAR",1,2046
"3173","Mozambique","MOZ",1,2046
"3174","Myanmar","MMR",1,2046
"3175","Namibia","NAM",1,2046
"3176","Nepal","NPL",1,2046
"3177","Netherlands","NLD",1,2046
"3178","New Zealand","NZL",1,2046
"3179","Nicaragua","NIC",1,2046
"3180","Niger","NER",1,2046
"3181","Nigeria","NGA",1,2046
"3182","Norway","NOR",1,2046
"3183","Oman","OMN",1,2046
"3184","Pakistan","PAK",1,2046
"3185","Panama","PAN",1,2046
"3186","Paraguay","PRY",1,2046
"3187","Peru","PER",1,2046
"3188","Philippines","PHL",1,2046
"3189","Poland","POL",1,2046
"3190","Portugal","PRT",1,2046
"3191","Qatar","QAT",1,2046
"3192","Romania","ROU",1,2046
"3193","Russian Federation","RUS",1,2046
"3194","Saudi Arabia","SAU",1,2046
"3195","Senegal","SEN",1,2046
"3196","Serbia","SRB",1,2046
"3197","Singapore","SGP",1,2046
"3198","Slovak Republic","SVK",1,2046
"3199","Slovenia","SVN",1,2046
"3200","South Africa","ZAF",1,2046
"3201","South Sudan","SSD",1,2046
"3202","Spain","ESP",1,2046
"3203","Sri Lanka","LKA",1,2046
"3204","Sudan","SDN",1,2046
"3205","Suriname","SUR",1,2046
"3206","Sweden","SWE",1,2046
"3207","Switzerland","CHE",1,2046
"3208","Syrian Arab Republic","SYR",1,2046
"3209","Tajikistan","TJK",1,2046
"3210","Thailand","THA",1,2046
"3211","Togo","TGO",1,2046
"3212","Trinidad and Tobago","TTO",1,2046
"3213","Tunisia","TUN",1,2046
"3214","Turkey","TUR",1,2046
"3215","Turkmenistan","TKM",1,2046
"3216","Ukraine","UKR",1,2046
"3217","United Arab Emirates","ARE",1,2046
"3218","United Kingdom","GBR",1,2046
"3219","United States","USA",1,2046
"3220","Uruguay","URY",1,2046
"3221","Uzbekistan","UZB",1,2046
"3222","Venezuela","VEN",1,2046
"3223","Vietnam","VNM",1,2046
"3224","Zambia","ZMB",1,2046
"3225","Zimbabwe","ZWE",1,2046
"3226","Albania","ALB",1,2047
"3227","Algeria","DZA",1,2047
"3228","Angola","AGO",1,2047
"3229","Argentina","ARG",1,2047
"3230","Armenia","ARM",1,2047
"3231","Australia","AUS",1,2047
"3232","Austria","AUT",1,2047
"3233","Azerbaijan","AZE",1,2047
"3234","Bahrain","BHR",1,2047
"3235","Bangladesh","BGD",1,2047
"3236","Belarus","BLR",1,2047
"3237","Belgium","BEL",1,2047
"3238","Benin","BEN",1,2047
"3239","Bolivia","BOL",1,2047
"3240","Bosnia and Herzegovina","BIH",1,2047
"3241","Botswana","BWA",1,2047
"3242","Brazil","BRA",1,2047
"3243","Brunei Darussalam","BRN",1,2047
"3244","Bulgaria","BGR",1,2047
"3245","Cambodia","KHM",1,2047
"3246","Cameroon","CMR",1,2047
"3247","Canada","CAN",1,2047
"3248","Chile","CHL",1,2047
"3249","China","CHN",1,2047
"3250","Colombia","COL",1,2047
"3251","Costa Rica","CRI",1,2047
"3252","Croatia","HRV",1,2047
"3253","Cuba","CUB",1,2047
"3254","Cyprus","CYP",1,2047
"3255","Denmark","DNK",1,2047
"3256","Dominican Republic","DOM",1,2047
"3257","Ecuador","ECU",1,2047
"3258","Egypt","EGY",1,2047
"3259","El Salvador","SLV",1,2047
"3260","Eritrea","ERI",1,2047
"3261","Estonia","EST",1,2047
"3262","Ethiopia","ETH",1,2047
"3263","Finland","FIN",1,2047
"3264","France","FRA",1,2047
"3265","Gabon","GAB",1,2047
"3266","Georgia","GEO",1,2047
"3267","Germany","DEU",1,2047
"3268","Ghana","GHA",1,2047
"3269","Gibraltar","GIB",1,2047
"3270","Greece","GRC",1,2047
"3271","Guatemala","GTM",1,2047
"3272","Haiti","HTI",1,2047
"3273","Honduras","HND",1,2047
"3274","Hungary","HUN",1,2047
"3275","Iceland","ISL",1,2047
"3276","India","IND",1,2047
"3277","Indonesia","IDN",1,2047
"3278","Iraq","IRQ",1,2047
"3279","Ireland","IRL",1,2047
"3280","Israel","ISR",1,2047
"3281","Italy","ITA",1,2047
"3282","Jamaica","JAM",1,2047
"3283","Japan","JPN",1,2047
"3284","Jordan","JOR",1,2047
"3285","Kazakhstan","KAZ",1,2047
"3286","Kenya","KEN",1,2047
"3287","Korea","KOR",1,2047
"3288","Kosovo","XKX",1,2047
"3289","Kuwait","KWT",1,2047
"3290","Latvia","LVA",1,2047
"3291","Lebanon","LBN",1,2047
"3292","Libya","LBY",1,2047
"3293","Lithuania","LTU",1,2047
"3294","Luxembourg","LUX",1,2047
"3295","Malaysia","MYS",1,2047
"3296","Malta","MLT",1,2047
"3297","Mauritius","MUS",1,2047
"3298","Mexico","MEX",1,2047
"3299","Mongolia","MNG",1,2047
"3300","Montenegro","MNE",1,2047
"3301","Morocco","MAR",1,2047
"3302","Mozambique","MOZ",1,2047
"3303","Myanmar","MMR",1,2047
"3304","Namibia","NAM",1,2047
"3305","Nepal","NPL",1,2047
"3306","Netherlands","NLD",1,2047
"3307","New Zealand","NZL",1,2047
"3308","Nicaragua","NIC",1,2047
"3309","Niger","NER",1,2047
"3310","Nigeria","NGA",1,2047
"3311","Norway","NOR",1,2047
"3312","Oman","OMN",1,2047
"3313","Pakistan","PAK",1,2047
"3314","Panama","PAN",1,2047
"3315","Paraguay","PRY",1,2047
"3316","Peru","PER",1,2047
"3317","Philippines","PHL",1,2047
"3318","Poland","POL",1,2047
"3319","Portugal","PRT",1,2047
"3320","Qatar","QAT",1,2047
"3321","Romania","ROU",1,2047
"3322","Russian Federation","RUS",1,2047
"3323","Saudi Arabia","SAU",1,2047
"3324","Senegal","SEN",1,2047
"3325","Serbia","SRB",1,2047
"3326","Singapore","SGP",1,2047
"3327","Slovak Republic","SVK",1,2047
"3328","Slovenia","SVN",1,2047
"3329","South Africa","ZAF",1,2047
"3330","South Sudan","SSD",1,2047
"3331","Spain","ESP",1,2047
"3332","Sri Lanka","LKA",1,2047
"3333","Sudan","SDN",1,2047
"3334","Suriname","SUR",1,2047
"3335","Sweden","SWE",1,2047
"3336","Switzerland","CHE",1,2047
"3337","Syrian Arab Republic","SYR",1,2047
"3338","Tajikistan","TJK",1,2047
"3339","Thailand","THA",1,2047
"3340","Togo","TGO",1,2047
"3341","Trinidad and Tobago","TTO",1,2047
"3342","Tunisia","TUN",1,2047
"3343","Turkey","TUR",1,2047
"3344","Turkmenistan","TKM",1,2047
"3345","Ukraine","UKR",1,2047
"3346","United Arab Emirates","ARE",1,2047
"3347","United Kingdom","GBR",1,2047
"3348","United States","USA",1,2047
"3349","Uruguay","URY",1,2047
"3350","Uzbekistan","UZB",1,2047
"3351","Venezuela","VEN",1,2047
"3352","Vietnam","VNM",1,2047
"3353","Zambia","ZMB",1,2047
"3354","Zimbabwe","ZWE",1,2047
"3355","Albania","ALB",1,2048
"3356","Algeria","DZA",1,2048
"3357","Angola","AGO",1,2048
"3358","Argentina","ARG",1,2048
"3359","Armenia","ARM",1,2048
"3360","Australia","AUS",1,2048
"3361","Austria","AUT",1,2048
"3362","Azerbaijan","AZE",1,2048
"3363","Bahrain","BHR",1,2048
"3364","Bangladesh","BGD",1,2048
"3365","Belarus","BLR",1,2048
"3366","Belgium","BEL",1,2048
"3367","Benin","BEN",1,2048
"3368","Bolivia","BOL",1,2048
"3369","Bosnia and Herzegovina","BIH",1,2048
"3370","Botswana","BWA",1,2048
"3371","Brazil","BRA",1,2048
"3372","Brunei Darussalam","BRN",1,2048
"3373","Bulgaria","BGR",1,2048
"3374","Cambodia","KHM",1,2048
"3375","Cameroon","CMR",1,2048
"3376","Canada","CAN",1,2048
"3377","Chile","CHL",1,2048
"3378","China","CHN",1,2048
"3379","Colombia","COL",1,2048
"3380","Costa Rica","CRI",1,2048
"3381","Croatia","HRV",1,2048
"3382","Cuba","CUB",1,2048
"3383","Cyprus","CYP",1,2048
"3384","Denmark","DNK",1,2048
"3385","Dominican Republic","DOM",1,2048
"3386","Ecuador","ECU",1,2048
"3387","Egypt","EGY",1,2048
"3388","El Salvador","SLV",1,2048
"3389","Eritrea","ERI",1,2048
"3390","Estonia","EST",1,2048
"3391","Ethiopia","ETH",1,2048
"3392","Finland","FIN",1,2048
"3393","France","FRA",1,2048
"3394","Gabon","GAB",1,2048
"3395","Georgia","GEO",1,2048
"3396","Germany","DEU",1,2048
"3397","Ghana","GHA",1,2048
"3398","Gibraltar","GIB",1,2048
"3399","Greece","GRC",1,2048
"3400","Guatemala","GTM",1,2048
"3401","Haiti","HTI",1,2048
"3402","Honduras","HND",1,2048
"3403","Hungary","HUN",1,2048
"3404","Iceland","ISL",1,2048
"3405","India","IND",1,2048
"3406","Indonesia","IDN",1,2048
"3407","Iraq","IRQ",1,2048
"3408","Ireland","IRL",1,2048
"3409","Israel","ISR",1,2048
"3410","Italy","ITA",1,2048
"3411","Jamaica","JAM",1,2048
"3412","Japan","JPN",1,2048
"3413","Jordan","JOR",1,2048
"3414","Kazakhstan","KAZ",1,2048
"3415","Kenya","KEN",1,2048
"3416","Korea","KOR",1,2048
"3417","Kosovo","XKX",1,2048
"3418","Kuwait","KWT",1,2048
"3419","Latvia","LVA",1,2048
"3420","Lebanon","LBN",1,2048
"3421","Libya","LBY",1,2048
"3422","Lithuania","LTU",1,2048
"3423","Luxembourg","LUX",1,2048
"3424","Malaysia","MYS",1,2048
"3425","Malta","MLT",1,2048
"3426","Mauritius","MUS",1,2048
"3427","Mexico","MEX",1,2048
"3428","Mongolia","MNG",1,2048
"3429","Montenegro","MNE",1,2048
"3430","Morocco","MAR",1,2048
"3431","Mozambique","MOZ",1,2048
"3432","Myanmar","MMR",1,2048
"3433","Namibia","NAM",1,2048
"3434","Nepal","NPL",1,2048
"3435","Netherlands","NLD",1,2048
"3436","New Zealand","NZL",1,2048
"3437","Nicaragua","NIC",1,2048
"3438","Niger","NER",1,2048
"3439","Nigeria","NGA",1,2048
"3440","Norway","NOR",1,2048
"3441","Oman","OMN",1,2048
"3442","Pakistan","PAK",1,2048
"3443","Panama","PAN",1,2048
"3444","Paraguay","PRY",1,2048
"3445","Peru","PER",1,2048
"3446","Philippines","PHL",1,2048
"3447","Poland","POL",1,2048
"3448","Portugal","PRT",1,2048
"3449","Qatar","QAT",1,2048
"3450","Romania","ROU",1,2048
"3451","Russian Federation","RUS",1,2048
"3452","Saudi Arabia","SAU",1,2048
"3453","Senegal","SEN",1,2048
"3454","Serbia","SRB",1,2048
"3455","Singapore","SGP",1,2048
"3456","Slovak Republic","SVK",1,2048
"3457","Slovenia","SVN",1,2048
"3458","South Africa","ZAF",1,2048
"3459","South Sudan","SSD",1,2048
"3460","Spain","ESP",1,2048
"3461","Sri Lanka","LKA",1,2048
"3462","Sudan","SDN",1,2048
"3463","Suriname","SUR",1,2048
"3464","Sweden","SWE",1,2048
"3465","Switzerland","CHE",1,2048
"3466","Syrian Arab Republic","SYR",1,2048
"3467","Tajikistan","TJK",1,2048
"3468","Thailand","THA",1,2048
"3469","Togo","TGO",1,2048
"3470","Trinidad and Tobago","TTO",1,2048
"3471","Tunisia","TUN",1,2048
"3472","Turkey","TUR",1,2048
"3473","Turkmenistan","TKM",1,2048
"3474","Ukraine","UKR",1,2048
"3475","United Arab Emirates","ARE",1,2048
"3476","United Kingdom","GBR",1,2048
"3477","United States","USA",1,2048
"3478","Uruguay","URY",1,2048
"3479","Uzbekistan","UZB",1,2048
"3480","Venezuela","VEN",1,2048
"3481","Vietnam","VNM",1,2048
"3482","Zambia","ZMB",1,2048
"3483","Zimbabwe","ZWE",1,2048
"3484","Albania","ALB",1,2049
"3485","Algeria","DZA",1,2049
"3486","Angola","AGO",1,2049
"3487","Argentina","ARG",1,2049
"3488","Armenia","ARM",1,2049
"3489","Australia","AUS",1,2049
"3490","Austria","AUT",1,2049
"3491","Azerbaijan","AZE",1,2049
"3492","Bahrain","BHR",1,2049
"3493","Bangladesh","BGD",1,2049
"3494","Belarus","BLR",1,2049
"3495","Belgium","BEL",1,2049
"3496","Benin","BEN",1,2049
"3497","Bolivia","BOL",1,2049
"3498","Bosnia and Herzegovina","BIH",1,2049
"3499","Botswana","BWA",1,2049
"3500","Brazil","BRA",1,2049
"3501","Brunei Darussalam","BRN",1,2049
"3502","Bulgaria","BGR",1,2049
"3503","Cambodia","KHM",1,2049
"3504","Cameroon","CMR",1,2049
"3505","Canada","CAN",1,2049
"3506","Chile","CHL",1,2049
"3507","China","CHN",1,2049
"3508","Colombia","COL",1,2049
"3509","Costa Rica","CRI",1,2049
"3510","Croatia","HRV",1,2049
"3511","Cuba","CUB",1,2049
"3512","Cyprus","CYP",1,2049
"3513","Denmark","DNK",1,2049
"3514","Dominican Republic","DOM",1,2049
"3515","Ecuador","ECU",1,2049
"3516","Egypt","EGY",1,2049
"3517","El Salvador","SLV",1,2049
"3518","Eritrea","ERI",1,2049
"3519","Estonia","EST",1,2049
"3520","Ethiopia","ETH",1,2049
"3521","Finland","FIN",1,2049
"3522","France","FRA",1,2049
"3523","Gabon","GAB",1,2049
"3524","Georgia","GEO",1,2049
"3525","Germany","DEU",1,2049
"3526","Ghana","GHA",1,2049
"3527","Gibraltar","GIB",1,2049
"3528","Greece","GRC",1,2049
"3529","Guatemala","GTM",1,2049
"3530","Haiti","HTI",1,2049
"3531","Honduras","HND",1,2049
"3532","Hungary","HUN",1,2049
"3533","Iceland","ISL",1,2049
"3534","India","IND",1,2049
"3535","Indonesia","IDN",1,2049
"3536","Iraq","IRQ",1,2049
"3537","Ireland","IRL",1,2049
"3538","Israel","ISR",1,2049
"3539","Italy","ITA",1,2049
"3540","Jamaica","JAM",1,2049
"3541","Japan","JPN",1,2049
"3542","Jordan","JOR",1,2049
"3543","Kazakhstan","KAZ",1,2049
"3544","Kenya","KEN",1,2049
"3545","Korea","KOR",1,2049
"3546","Kosovo","XKX",1,2049
"3547","Kuwait","KWT",1,2049
"3548","Latvia","LVA",1,2049
"3549","Lebanon","LBN",1,2049
"3550","Libya","LBY",1,2049
"3551","Lithuania","LTU",1,2049
"3552","Luxembourg","LUX",1,2049
"3553","Malaysia","MYS",1,2049
"3554","Malta","MLT",1,2049
"3555","Mauritius","MUS",1,2049
"3556","Mexico","MEX",1,2049
"3557","Mongolia","MNG",1,2049
"3558","Montenegro","MNE",1,2049
"3559","Morocco","MAR",1,2049
"3560","Mozambique","MOZ",1,2049
"3561","Myanmar","MMR",1,2049
"3562","Namibia","NAM",1,2049
"3563","Nepal","NPL",1,2049
"3564","Netherlands","NLD",1,2049
"3565","New Zealand","NZL",1,2049
"3566","Nicaragua","NIC",1,2049
"3567","Niger","NER",1,2049
"3568","Nigeria","NGA",1,2049
"3569","Norway","NOR",1,2049
"3570","Oman","OMN",1,2049
"3571","Pakistan","PAK",1,2049
"3572","Panama","PAN",1,2049
"3573","Paraguay","PRY",1,2049
"3574","Peru","PER",1,2049
"3575","Philippines","PHL",1,2049
"3576","Poland","POL",1,2049
"3577","Portugal","PRT",1,2049
"3578","Qatar","QAT",1,2049
"3579","Romania","ROU",1,2049
"3580","Russian Federation","RUS",1,2049
"3581","Saudi Arabia","SAU",1,2049
"3582","Senegal","SEN",1,2049
"3583","Serbia","SRB",1,2049
"3584","Singapore","SGP",1,2049
"3585","Slovak Republic","SVK",1,2049
"3586","Slovenia","SVN",1,2049
"3587","South Africa","ZAF",1,2049
"3588","South Sudan","SSD",1,2049
"3589","Spain","ESP",1,2049
"3590","Sri Lanka","LKA",1,2049
"3591","Sudan","SDN",1,2049
"3592","Suriname","SUR",1,2049
"3593","Sweden","SWE",1,2049
"3594","Switzerland","CHE",1,2049
"3595","Syrian Arab Republic","SYR",1,2049
"3596","Tajikistan","TJK",1,2049
"3597","Thailand","THA",1,2049
"3598","Togo","TGO",1,2049
"3599","Trinidad and Tobago","TTO",1,2049
"3600","Tunisia","TUN",1,2049
"3601","Turkey","TUR",1,2049
"3602","Turkmenistan","TKM",1,2049
"3603","Ukraine","UKR",1,2049
"3604","United Arab Emirates","ARE",1,2049
"3605","United Kingdom","GBR",1,2049
"3606","United States","USA",1,2049
"3607","Uruguay","URY",1,2049
"3608","Uzbekistan","UZB",1,2049
"3609","Venezuela","VEN",1,2049
"3610","Vietnam","VNM",1,2049
"3611","Zambia","ZMB",1,2049
"3612","Zimbabwe","ZWE",1,2049
"3613","Albania","ALB",1,2050
"3614","Algeria","DZA",1,2050
"3615","Angola","AGO",1,2050
"3616","Argentina","ARG",1,2050
"3617","Armenia","ARM",1,2050
"3618","Australia","AUS",1,2050
"3619","Austria","AUT",1,2050
"3620","Azerbaijan","AZE",1,2050
"3621","Bahrain","BHR",1,2050
"3622","Bangladesh","BGD",1,2050
"3623","Belarus","BLR",1,2050
"3624","Belgium","BEL",1,2050
"3625","Benin","BEN",1,2050
"3626","Bolivia","BOL",1,2050
"3627","Bosnia and Herzegovina","BIH",1,2050
"3628","Botswana","BWA",1,2050
"3629","Brazil","BRA",1,2050
"3630","Brunei Darussalam","BRN",1,2050
"3631","Bulgaria","BGR",1,2050
"3632","Cambodia","KHM",1,2050
"3633","Cameroon","CMR",1,2050
"3634","Canada","CAN",1,2050
"3635","Chile","CHL",1,2050
"3636","China","CHN",1,2050
"3637","Colombia","COL",1,2050
"3638","Costa Rica","CRI",1,2050
"3639","Croatia","HRV",1,2050
"3640","Cuba","CUB",1,2050
"3641","Cyprus","CYP",1,2050
"3642","Denmark","DNK",1,2050
"3643","Dominican Republic","DOM",1,2050
"3644","Ecuador","ECU",1,2050
"3645","Egypt","EGY",1,2050
"3646","El Salvador","SLV",1,2050
"3647","Eritrea","ERI",1,2050
"3648","Estonia","EST",1,2050
"3649","Ethiopia","ETH",1,2050
"3650","Finland","FIN",1,2050
"3651","France","FRA",1,2050
"3652","Gabon","GAB",1,2050
"3653","Georgia","GEO",1,2050
"3654","Germany","DEU",1,2050
"3655","Ghana","GHA",1,2050
"3656","Gibraltar","GIB",1,2050
"3657","Greece","GRC",1,2050
"3658","Guatemala","GTM",1,2050
"3659","Haiti","HTI",1,2050
"3660","Honduras","HND",1,2050
"3661","Hungary","HUN",1,2050
"3662","Iceland","ISL",1,2050
"3663","India","IND",1,2050
"3664","Indonesia","IDN",1,2050
"3665","Iraq","IRQ",1,2050
"3666","Ireland","IRL",1,2050
"3667","Israel","ISR",1,2050
"3668","Italy","ITA",1,2050
"3669","Jamaica","JAM",1,2050
"3670","Japan","JPN",1,2050
"3671","Jordan","JOR",1,2050
"3672","Kazakhstan","KAZ",1,2050
"3673","Kenya","KEN",1,2050
"3674","Korea","KOR",1,2050
"3675","Kosovo","XKX",1,2050
"3676","Kuwait","KWT",1,2050
"3677","Latvia","LVA",1,2050
"3678","Lebanon","LBN",1,2050
"3679","Libya","LBY",1,2050
"3680","Lithuania","LTU",1,2050
"3681","Luxembourg","LUX",1,2050
"3682","Malaysia","MYS",1,2050
"3683","Malta","MLT",1,2050
"3684","Mauritius","MUS",1,2050
"3685","Mexico","MEX",1,2050
"3686","Mongolia","MNG",1,2050
"3687","Montenegro","MNE",1,2050
"3688","Morocco","MAR",1,2050
"3689","Mozambique","MOZ",1,2050
"3690","Myanmar","MMR",1,2050
"3691","Namibia","NAM",1,2050
"3692","Nepal","NPL",1,2050
"3693","Netherlands","NLD",1,2050
"3694","New Zealand","NZL",1,2050
"3695","Nicaragua","NIC",1,2050
"3696","Niger","NER",1,2050
"3697","Nigeria","NGA",1,2050
"3698","Norway","NOR",1,2050
"3699","Oman","OMN",1,2050
"3700","Pakistan","PAK",1,2050
"3701","Panama","PAN",1,2050
"3702","Paraguay","PRY",1,2050
"3703","Peru","PER",1,2050
"3704","Philippines","PHL",1,2050
"3705","Poland","POL",1,2050
"3706","Portugal","PRT",1,2050
"3707","Qatar","QAT",1,2050
"3708","Romania","ROU",1,2050
"3709","Russian Federation","RUS",1,2050
"3710","Saudi Arabia","SAU",1,2050
"3711","Senegal","SEN",1,2050
"3712","Serbia","SRB",1,2050
"3713","Singapore","SGP",1,2050
"3714","Slovak Republic","SVK",1,2050
"3715","Slovenia","SVN",1,2050
"3716","South Africa","ZAF",1,2050
"3717","South Sudan","SSD",1,2050
"3718","Spain","ESP",1,2050
"3719","Sri Lanka","LKA",1,2050
"3720","Sudan","SDN",1,2050
"3721","Suriname","SUR",1,2050
"3722","Sweden","SWE",1,2050
"3723","Switzerland","CHE",1,2050
"3724","Syrian Arab Republic","SYR",1,2050
"3725","Tajikistan","TJK",1,2050
"3726","Thailand","THA",1,2050
"3727","Togo","TGO",1,2050
"3728","Trinidad and Tobago","TTO",1,2050
"3729","Tunisia","TUN",1,2050
"3730","Turkey","TUR",1,2050
"3731","Turkmenistan","TKM",1,2050
"3732","Ukraine","UKR",1,2050
"3733","United Arab Emirates","ARE",1,2050
"3734","United Kingdom","GBR",1,2050
"3735","United States","USA",1,2050
"3736","Uruguay","URY",1,2050
"3737","Uzbekistan","UZB",1,2050
"3738","Venezuela","VEN",1,2050
"3739","Vietnam","VNM",1,2050
"3740","Zambia","ZMB",1,2050
"3741","Zimbabwe","ZWE",1,2050
