,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_nuclear_mm_usd_per_gw
3451,Kenya,KEN,2022,5153.583333333334
3452,Kenya,KEN,2023,5153.583333333334
3453,Kenya,KEN,2024,5153.583333333334
3454,Kenya,KEN,2025,5153.583333333334
3455,Kenya,KEN,2026,5153.583333333334
3456,Kenya,KEN,2027,5153.583333333334
3457,Kenya,KEN,2028,5153.583333333334
3458,Kenya,KEN,2029,5153.583333333334
3459,Kenya,KEN,2030,5153.583333333334
3460,Kenya,KEN,2031,5153.583333333334
3461,Kenya,KEN,2032,5153.583333333334
3462,Kenya,KEN,2033,5153.583333333334
3463,Kenya,KEN,2034,5153.583333333334
3464,Kenya,KEN,2035,5153.583333333334
3465,Kenya,KEN,2036,5153.583333333334
3466,Kenya,KEN,2037,5153.583333333334
3467,Kenya,KEN,2038,5153.583333333334
3468,Kenya,KEN,2039,5153.583333333334
3469,Kenya,KEN,2040,5153.583333333334
3470,Kenya,KEN,2041,5153.583333333334
3471,Kenya,KEN,2042,5153.583333333334
3472,Kenya,KEN,2043,5153.583333333334
3473,Kenya,KEN,2044,5153.583333333334
3474,Kenya,KEN,2045,5153.583333333334
3475,Kenya,KEN,2046,5153.583333333334
3476,Kenya,KEN,2047,5153.583333333334
3477,Kenya,KEN,2048,5153.583333333334
3478,Kenya,KEN,2049,5153.583333333334
3479,Kenya,KEN,2050,5153.583333333334
3480,Kiribati,KIR,2021,5153.583333333334
3481,Kiribati,KIR,2022,5153.583333333334
3482,Kiribati,KIR,2023,5153.583333333334
3483,Kiribati,KIR,2024,5153.583333333334
3484,Kiribati,KIR,2025,5153.583333333334
3485,Kiribati,KIR,2026,5153.583333333334
3486,Kiribati,KIR,2027,5153.583333333334
3487,Kiribati,KIR,2028,5153.583333333334
3488,Kiribati,KIR,2029,5153.583333333334
3489,Kiribati,KIR,2030,5153.583333333334
3490,Kiribati,KIR,2031,5153.583333333334
3491,Kiribati,KIR,2032,5153.583333333334
3492,Kiribati,KIR,2033,5153.583333333334
3493,Kiribati,KIR,2034,5153.583333333334
3494,Kiribati,KIR,2035,5153.583333333334
3495,Kiribati,KIR,2036,5153.583333333334
3496,Kiribati,KIR,2037,5153.583333333334
3497,Kiribati,KIR,2038,5153.583333333334
3498,Kiribati,KIR,2039,5153.583333333334
3499,Kiribati,KIR,2040,5153.583333333334
3500,Kiribati,KIR,2041,5153.583333333334
3501,Kiribati,KIR,2042,5153.583333333334
3502,Kiribati,KIR,2043,5153.583333333334
3503,Kiribati,KIR,2044,5153.583333333334
3504,Kiribati,KIR,2045,5153.583333333334
3505,Kiribati,KIR,2046,5153.583333333334
3506,Kiribati,KIR,2047,5153.583333333334
3507,Kiribati,KIR,2048,5153.583333333334
3508,Kiribati,KIR,2049,5153.583333333334
3509,Kiribati,KIR,2050,5153.583333333334
3510,"Korea, Democratic People's Republic of",PRK,2021,4050.5
3511,"Korea, Democratic People's Republic of",PRK,2022,4050.5
3512,"Korea, Democratic People's Republic of",PRK,2023,4050.5
3513,"Korea, Democratic People's Republic of",PRK,2024,4050.5
3514,"Korea, Democratic People's Republic of",PRK,2025,4050.5
3515,"Korea, Democratic People's Republic of",PRK,2026,4050.5
3516,"Korea, Democratic People's Republic of",PRK,2027,4050.5
3517,"Korea, Democratic People's Republic of",PRK,2028,4050.5
3518,"Korea, Democratic People's Republic of",PRK,2029,4050.5
3519,"Korea, Democratic People's Republic of",PRK,2030,4050.5
3520,"Korea, Democratic People's Republic of",PRK,2031,4050.5
3521,"Korea, Democratic People's Republic of",PRK,2032,4050.5
3522,"Korea, Democratic People's Republic of",PRK,2033,4050.5
3523,"Korea, Democratic People's Republic of",PRK,2034,4050.5
3524,"Korea, Democratic People's Republic of",PRK,2035,4050.5
3525,"Korea, Democratic People's Republic of",PRK,2036,4050.5
3526,"Korea, Democratic People's Republic of",PRK,2037,4050.5
3527,"Korea, Democratic People's Republic of",PRK,2038,4050.5
3528,"Korea, Democratic People's Republic of",PRK,2039,4050.5
3529,"Korea, Democratic People's Republic of",PRK,2040,4050.5
3530,"Korea, Democratic People's Republic of",PRK,2041,4050.5
3531,"Korea, Democratic People's Republic of",PRK,2042,4050.5
3532,"Korea, Democratic People's Republic of",PRK,2043,4050.5
3533,"Korea, Democratic People's Republic of",PRK,2044,4050.5
3534,"Korea, Democratic People's Republic of",PRK,2045,4050.5
3535,"Korea, Democratic People's Republic of",PRK,2046,4050.5
3536,"Korea, Democratic People's Republic of",PRK,2047,4050.5
3537,"Korea, Democratic People's Republic of",PRK,2048,4050.5
3538,"Korea, Democratic People's Republic of",PRK,2049,4050.5
3539,"Korea, Democratic People's Republic of",PRK,2050,4050.5
3540,"Korea, Republic of",KOR,2021,3066.0
3541,"Korea, Republic of",KOR,2022,3066.0
3542,"Korea, Republic of",KOR,2023,3066.0
3543,"Korea, Republic of",KOR,2024,3066.0
3544,"Korea, Republic of",KOR,2025,3066.0
3545,"Korea, Republic of",KOR,2026,3066.0
3546,"Korea, Republic of",KOR,2027,3066.0
3547,"Korea, Republic of",KOR,2028,3066.0
3548,"Korea, Republic of",KOR,2029,3066.0
3549,"Korea, Republic of",KOR,2030,3066.0
3550,"Korea, Republic of",KOR,2031,3066.0
3551,"Korea, Republic of",KOR,2032,3066.0
3552,"Korea, Republic of",KOR,2033,3066.0
3553,"Korea, Republic of",KOR,2034,3066.0
3554,"Korea, Republic of",KOR,2035,3066.0
3555,"Korea, Republic of",KOR,2036,3066.0
3556,"Korea, Republic of",KOR,2037,3066.0
3557,"Korea, Republic of",KOR,2038,3066.0
3558,"Korea, Republic of",KOR,2039,3066.0
3559,"Korea, Republic of",KOR,2040,3066.0
3560,"Korea, Republic of",KOR,2041,3066.0
3561,"Korea, Republic of",KOR,2042,3066.0
3562,"Korea, Republic of",KOR,2043,3066.0
3563,"Korea, Republic of",KOR,2044,3066.0
3564,"Korea, Republic of",KOR,2045,3066.0
3565,"Korea, Republic of",KOR,2046,3066.0
3566,"Korea, Republic of",KOR,2047,3066.0
3567,"Korea, Republic of",KOR,2048,3066.0
3568,"Korea, Republic of",KOR,2049,3066.0
3569,"Korea, Republic of",KOR,2050,3066.0
3570,Kuwait,KWT,2021,4050.5
3571,Kuwait,KWT,2022,4050.5
3572,Kuwait,KWT,2023,4050.5
3573,Kuwait,KWT,2024,4050.5
3574,Kuwait,KWT,2025,4050.5
3575,Kuwait,KWT,2026,4050.5
3576,Kuwait,KWT,2027,4050.5
3577,Kuwait,KWT,2028,4050.5
3578,Kuwait,KWT,2029,4050.5
3579,Kuwait,KWT,2030,4050.5
3580,Kuwait,KWT,2031,4050.5
3581,Kuwait,KWT,2032,4050.5
3582,Kuwait,KWT,2033,4050.5
3583,Kuwait,KWT,2034,4050.5
3584,Kuwait,KWT,2035,4050.5
3585,Kuwait,KWT,2036,4050.5
3586,Kuwait,KWT,2037,4050.5
3587,Kuwait,KWT,2038,4050.5
3588,Kuwait,KWT,2039,4050.5
3589,Kuwait,KWT,2040,4050.5
3590,Kuwait,KWT,2041,4050.5
3591,Kuwait,KWT,2042,4050.5
3592,Kuwait,KWT,2043,4050.5
3593,Kuwait,KWT,2044,4050.5
3594,Kuwait,KWT,2045,4050.5
3595,Kuwait,KWT,2046,4050.5
3596,Kuwait,KWT,2047,4050.5
3597,Kuwait,KWT,2048,4050.5
3598,Kuwait,KWT,2049,4050.5
3599,Kuwait,KWT,2050,4050.5
3600,Kyrgyzstan,KGZ,2021,4050.5
3601,Kyrgyzstan,KGZ,2022,4050.5
3602,Kyrgyzstan,KGZ,2023,4050.5
3603,Kyrgyzstan,KGZ,2024,4050.5
3604,Kyrgyzstan,KGZ,2025,4050.5
3605,Kyrgyzstan,KGZ,2026,4050.5
3606,Kyrgyzstan,KGZ,2027,4050.5
3607,Kyrgyzstan,KGZ,2028,4050.5
3608,Kyrgyzstan,KGZ,2029,4050.5
3609,Kyrgyzstan,KGZ,2030,4050.5
3610,Kyrgyzstan,KGZ,2031,4050.5
3611,Kyrgyzstan,KGZ,2032,4050.5
3612,Kyrgyzstan,KGZ,2033,4050.5
3613,Kyrgyzstan,KGZ,2034,4050.5
3614,Kyrgyzstan,KGZ,2035,4050.5
3615,Kyrgyzstan,KGZ,2036,4050.5
3616,Kyrgyzstan,KGZ,2037,4050.5
3617,Kyrgyzstan,KGZ,2038,4050.5
3618,Kyrgyzstan,KGZ,2039,4050.5
3619,Kyrgyzstan,KGZ,2040,4050.5
3620,Kyrgyzstan,KGZ,2041,4050.5
3621,Kyrgyzstan,KGZ,2042,4050.5
3622,Kyrgyzstan,KGZ,2043,4050.5
3623,Kyrgyzstan,KGZ,2044,4050.5
3624,Kyrgyzstan,KGZ,2045,4050.5
3625,Kyrgyzstan,KGZ,2046,4050.5
3626,Kyrgyzstan,KGZ,2047,4050.5
3627,Kyrgyzstan,KGZ,2048,4050.5
3628,Kyrgyzstan,KGZ,2049,4050.5
3629,Kyrgyzstan,KGZ,2050,4050.5
3630,Lao People's Democratic Republic,LAO,2021,4050.5
3631,Lao People's Democratic Republic,LAO,2022,4050.5
3632,Lao People's Democratic Republic,LAO,2023,4050.5
3633,Lao People's Democratic Republic,LAO,2024,4050.5
3634,Lao People's Democratic Republic,LAO,2025,4050.5
3635,Lao People's Democratic Republic,LAO,2026,4050.5
3636,Lao People's Democratic Republic,LAO,2027,4050.5
3637,Lao People's Democratic Republic,LAO,2028,4050.5
3638,Lao People's Democratic Republic,LAO,2029,4050.5
3639,Lao People's Democratic Republic,LAO,2030,4050.5
3640,Lao People's Democratic Republic,LAO,2031,4050.5
3641,Lao People's Democratic Republic,LAO,2032,4050.5
3642,Lao People's Democratic Republic,LAO,2033,4050.5
3643,Lao People's Democratic Republic,LAO,2034,4050.5
3644,Lao People's Democratic Republic,LAO,2035,4050.5
3645,Lao People's Democratic Republic,LAO,2036,4050.5
3646,Lao People's Democratic Republic,LAO,2037,4050.5
3647,Lao People's Democratic Republic,LAO,2038,4050.5
3648,Lao People's Democratic Republic,LAO,2039,4050.5
3649,Lao People's Democratic Republic,LAO,2040,4050.5
3650,Lao People's Democratic Republic,LAO,2041,4050.5
3651,Lao People's Democratic Republic,LAO,2042,4050.5
3652,Lao People's Democratic Republic,LAO,2043,4050.5
3653,Lao People's Democratic Republic,LAO,2044,4050.5
3654,Lao People's Democratic Republic,LAO,2045,4050.5
3655,Lao People's Democratic Republic,LAO,2046,4050.5
3656,Lao People's Democratic Republic,LAO,2047,4050.5
3657,Lao People's Democratic Republic,LAO,2048,4050.5
3658,Lao People's Democratic Republic,LAO,2049,4050.5
3659,Lao People's Democratic Republic,LAO,2050,4050.5
3660,Latvia,LVA,2021,6256.666666666667
3661,Latvia,LVA,2022,6256.666666666667
3662,Latvia,LVA,2023,6256.666666666667
3663,Latvia,LVA,2024,6256.666666666667
3664,Latvia,LVA,2025,6256.666666666667
3665,Latvia,LVA,2026,6256.666666666667
3666,Latvia,LVA,2027,6256.666666666667
3667,Latvia,LVA,2028,6256.666666666667
3668,Latvia,LVA,2029,6256.666666666667
3669,Latvia,LVA,2030,6256.666666666667
3670,Latvia,LVA,2031,6256.666666666667
3671,Latvia,LVA,2032,6256.666666666667
3672,Latvia,LVA,2033,6256.666666666667
3673,Latvia,LVA,2034,6256.666666666667
3674,Latvia,LVA,2035,6256.666666666667
3675,Latvia,LVA,2036,6256.666666666667
3676,Latvia,LVA,2037,6256.666666666667
3677,Latvia,LVA,2038,6256.666666666667
3678,Latvia,LVA,2039,6256.666666666667
3679,Latvia,LVA,2040,6256.666666666667
3680,Latvia,LVA,2041,6256.666666666667
3681,Latvia,LVA,2042,6256.666666666667
3682,Latvia,LVA,2043,6256.666666666667
3683,Latvia,LVA,2044,6256.666666666667
3684,Latvia,LVA,2045,6256.666666666667
3685,Latvia,LVA,2046,6256.666666666667
3686,Latvia,LVA,2047,6256.666666666667
3687,Latvia,LVA,2048,6256.666666666667
3688,Latvia,LVA,2049,6256.666666666667
3689,Latvia,LVA,2050,6256.666666666667
3690,Lebanon,LBN,2021,4050.5
3691,Lebanon,LBN,2022,4050.5
3692,Lebanon,LBN,2023,4050.5
3693,Lebanon,LBN,2024,4050.5
3694,Lebanon,LBN,2025,4050.5
3695,Lebanon,LBN,2026,4050.5
3696,Lebanon,LBN,2027,4050.5
3697,Lebanon,LBN,2028,4050.5
3698,Lebanon,LBN,2029,4050.5
3699,Lebanon,LBN,2030,4050.5
3700,Lebanon,LBN,2031,4050.5
3701,Lebanon,LBN,2032,4050.5
3702,Lebanon,LBN,2033,4050.5
3703,Lebanon,LBN,2034,4050.5
3704,Lebanon,LBN,2035,4050.5
3705,Lebanon,LBN,2036,4050.5
3706,Lebanon,LBN,2037,4050.5
3707,Lebanon,LBN,2038,4050.5
3708,Lebanon,LBN,2039,4050.5
3709,Lebanon,LBN,2040,4050.5
3710,Lebanon,LBN,2041,4050.5
3711,Lebanon,LBN,2042,4050.5
3712,Lebanon,LBN,2043,4050.5
3713,Lebanon,LBN,2044,4050.5
3714,Lebanon,LBN,2045,4050.5
3715,Lebanon,LBN,2046,4050.5
3716,Lebanon,LBN,2047,4050.5
3717,Lebanon,LBN,2048,4050.5
3718,Lebanon,LBN,2049,4050.5
3719,Lebanon,LBN,2050,4050.5
3720,Lesotho,LSO,2021,5153.583333333334
3721,Lesotho,LSO,2022,5153.583333333334
3722,Lesotho,LSO,2023,5153.583333333334
3723,Lesotho,LSO,2024,5153.583333333334
3724,Lesotho,LSO,2025,5153.583333333334
3725,Lesotho,LSO,2026,5153.583333333334
3726,Lesotho,LSO,2027,5153.583333333334
3727,Lesotho,LSO,2028,5153.583333333334
3728,Lesotho,LSO,2029,5153.583333333334
3729,Lesotho,LSO,2030,5153.583333333334
3730,Lesotho,LSO,2031,5153.583333333334
3731,Lesotho,LSO,2032,5153.583333333334
3732,Lesotho,LSO,2033,5153.583333333334
3733,Lesotho,LSO,2034,5153.583333333334
3734,Lesotho,LSO,2035,5153.583333333334
3735,Lesotho,LSO,2036,5153.583333333334
3736,Lesotho,LSO,2037,5153.583333333334
3737,Lesotho,LSO,2038,5153.583333333334
3738,Lesotho,LSO,2039,5153.583333333334
3739,Lesotho,LSO,2040,5153.583333333334
3740,Lesotho,LSO,2041,5153.583333333334
3741,Lesotho,LSO,2042,5153.583333333334
3742,Lesotho,LSO,2043,5153.583333333334
3743,Lesotho,LSO,2044,5153.583333333334
3744,Lesotho,LSO,2045,5153.583333333334
3745,Lesotho,LSO,2046,5153.583333333334
3746,Lesotho,LSO,2047,5153.583333333334
3747,Lesotho,LSO,2048,5153.583333333334
3748,Lesotho,LSO,2049,5153.583333333334
3749,Lesotho,LSO,2050,5153.583333333334
3750,Liberia,LBR,2021,5153.583333333334
3751,Liberia,LBR,2022,5153.583333333334
3752,Liberia,LBR,2023,5153.583333333334
3753,Liberia,LBR,2024,5153.583333333334
3754,Liberia,LBR,2025,5153.583333333334
3755,Liberia,LBR,2026,5153.583333333334
3756,Liberia,LBR,2027,5153.583333333334
3757,Liberia,LBR,2028,5153.583333333334
3758,Liberia,LBR,2029,5153.583333333334
3759,Liberia,LBR,2030,5153.583333333334
3760,Liberia,LBR,2031,5153.583333333334
3761,Liberia,LBR,2032,5153.583333333334
3762,Liberia,LBR,2033,5153.583333333334
3763,Liberia,LBR,2034,5153.583333333334
3764,Liberia,LBR,2035,5153.583333333334
3765,Liberia,LBR,2036,5153.583333333334
3766,Liberia,LBR,2037,5153.583333333334
3767,Liberia,LBR,2038,5153.583333333334
3768,Liberia,LBR,2039,5153.583333333334
3769,Liberia,LBR,2040,5153.583333333334
3770,Liberia,LBR,2041,5153.583333333334
3771,Liberia,LBR,2042,5153.583333333334
3772,Liberia,LBR,2043,5153.583333333334
3773,Liberia,LBR,2044,5153.583333333334
3774,Liberia,LBR,2045,5153.583333333334
3775,Liberia,LBR,2046,5153.583333333334
3776,Liberia,LBR,2047,5153.583333333334
3777,Liberia,LBR,2048,5153.583333333334
3778,Liberia,LBR,2049,5153.583333333334
3779,Liberia,LBR,2050,5153.583333333334
3780,Libyan Arab Jamahiriya,LBY,2021,5153.583333333334
3781,Libyan Arab Jamahiriya,LBY,2022,5153.583333333334
3782,Libyan Arab Jamahiriya,LBY,2023,5153.583333333334
3783,Libyan Arab Jamahiriya,LBY,2024,5153.583333333334
3784,Libyan Arab Jamahiriya,LBY,2025,5153.583333333334
3785,Libyan Arab Jamahiriya,LBY,2026,5153.583333333334
3786,Libyan Arab Jamahiriya,LBY,2027,5153.583333333334
3787,Libyan Arab Jamahiriya,LBY,2028,5153.583333333334
3788,Libyan Arab Jamahiriya,LBY,2029,5153.583333333334
3789,Libyan Arab Jamahiriya,LBY,2030,5153.583333333334
3790,Libyan Arab Jamahiriya,LBY,2031,5153.583333333334
3791,Libyan Arab Jamahiriya,LBY,2032,5153.583333333334
3792,Libyan Arab Jamahiriya,LBY,2033,5153.583333333334
3793,Libyan Arab Jamahiriya,LBY,2034,5153.583333333334
3794,Libyan Arab Jamahiriya,LBY,2035,5153.583333333334
3795,Libyan Arab Jamahiriya,LBY,2036,5153.583333333334
3796,Libyan Arab Jamahiriya,LBY,2037,5153.583333333334
3797,Libyan Arab Jamahiriya,LBY,2038,5153.583333333334
3798,Libyan Arab Jamahiriya,LBY,2039,5153.583333333334
3799,Libyan Arab Jamahiriya,LBY,2040,5153.583333333334
3800,Libyan Arab Jamahiriya,LBY,2041,5153.583333333334
3801,Libyan Arab Jamahiriya,LBY,2042,5153.583333333334
3802,Libyan Arab Jamahiriya,LBY,2043,5153.583333333334
3803,Libyan Arab Jamahiriya,LBY,2044,5153.583333333334
3804,Libyan Arab Jamahiriya,LBY,2045,5153.583333333334
3805,Libyan Arab Jamahiriya,LBY,2046,5153.583333333334
3806,Libyan Arab Jamahiriya,LBY,2047,5153.583333333334
3807,Libyan Arab Jamahiriya,LBY,2048,5153.583333333334
3808,Libyan Arab Jamahiriya,LBY,2049,5153.583333333334
3809,Libyan Arab Jamahiriya,LBY,2050,5153.583333333334
3810,Liechtenstein,LIE,2021,6256.666666666667
3811,Liechtenstein,LIE,2022,6256.666666666667
3812,Liechtenstein,LIE,2023,6256.666666666667
3813,Liechtenstein,LIE,2024,6256.666666666667
3814,Liechtenstein,LIE,2025,6256.666666666667
3815,Liechtenstein,LIE,2026,6256.666666666667
3816,Liechtenstein,LIE,2027,6256.666666666667
3817,Liechtenstein,LIE,2028,6256.666666666667
3818,Liechtenstein,LIE,2029,6256.666666666667
3819,Liechtenstein,LIE,2030,6256.666666666667
3820,Liechtenstein,LIE,2031,6256.666666666667
3821,Liechtenstein,LIE,2032,6256.666666666667
3822,Liechtenstein,LIE,2033,6256.666666666667
3823,Liechtenstein,LIE,2034,6256.666666666667
3824,Liechtenstein,LIE,2035,6256.666666666667
3825,Liechtenstein,LIE,2036,6256.666666666667
3826,Liechtenstein,LIE,2037,6256.666666666667
3827,Liechtenstein,LIE,2038,6256.666666666667
3828,Liechtenstein,LIE,2039,6256.666666666667
3829,Liechtenstein,LIE,2040,6256.666666666667
3830,Liechtenstein,LIE,2041,6256.666666666667
3831,Liechtenstein,LIE,2042,6256.666666666667
3832,Liechtenstein,LIE,2043,6256.666666666667
3833,Liechtenstein,LIE,2044,6256.666666666667
3834,Liechtenstein,LIE,2045,6256.666666666667
3835,Liechtenstein,LIE,2046,6256.666666666667
3836,Liechtenstein,LIE,2047,6256.666666666667
3837,Liechtenstein,LIE,2048,6256.666666666667
3838,Liechtenstein,LIE,2049,6256.666666666667
3839,Liechtenstein,LIE,2050,6256.666666666667
3840,Lithuania,LTU,2021,6256.666666666667
3841,Lithuania,LTU,2022,6256.666666666667
3842,Lithuania,LTU,2023,6256.666666666667
3843,Lithuania,LTU,2024,6256.666666666667
3844,Lithuania,LTU,2025,6256.666666666667
3845,Lithuania,LTU,2026,6256.666666666667
3846,Lithuania,LTU,2027,6256.666666666667
3847,Lithuania,LTU,2028,6256.666666666667
3848,Lithuania,LTU,2029,6256.666666666667
3849,Lithuania,LTU,2030,6256.666666666667
3850,Lithuania,LTU,2031,6256.666666666667
3851,Lithuania,LTU,2032,6256.666666666667
3852,Lithuania,LTU,2033,6256.666666666667
3853,Lithuania,LTU,2034,6256.666666666667
3854,Lithuania,LTU,2035,6256.666666666667
3855,Lithuania,LTU,2036,6256.666666666667
3856,Lithuania,LTU,2037,6256.666666666667
3857,Lithuania,LTU,2038,6256.666666666667
3858,Lithuania,LTU,2039,6256.666666666667
3859,Lithuania,LTU,2040,6256.666666666667
3860,Lithuania,LTU,2041,6256.666666666667
3861,Lithuania,LTU,2042,6256.666666666667
3862,Lithuania,LTU,2043,6256.666666666667
3863,Lithuania,LTU,2044,6256.666666666667
3864,Lithuania,LTU,2045,6256.666666666667
3865,Lithuania,LTU,2046,6256.666666666667
3866,Lithuania,LTU,2047,6256.666666666667
3867,Lithuania,LTU,2048,6256.666666666667
3868,Lithuania,LTU,2049,6256.666666666667
3869,Lithuania,LTU,2050,6256.666666666667
3870,Luxembourg,LUX,2021,6256.666666666667
3871,Luxembourg,LUX,2022,6256.666666666667
3872,Luxembourg,LUX,2023,6256.666666666667
3873,Luxembourg,LUX,2024,6256.666666666667
3874,Luxembourg,LUX,2025,6256.666666666667
3875,Luxembourg,LUX,2026,6256.666666666667
3876,Luxembourg,LUX,2027,6256.666666666667
3877,Luxembourg,LUX,2028,6256.666666666667
3878,Luxembourg,LUX,2029,6256.666666666667
3879,Luxembourg,LUX,2030,6256.666666666667
3880,Luxembourg,LUX,2031,6256.666666666667
3881,Luxembourg,LUX,2032,6256.666666666667
3882,Luxembourg,LUX,2033,6256.666666666667
3883,Luxembourg,LUX,2034,6256.666666666667
3884,Luxembourg,LUX,2035,6256.666666666667
3885,Luxembourg,LUX,2036,6256.666666666667
3886,Luxembourg,LUX,2037,6256.666666666667
3887,Luxembourg,LUX,2038,6256.666666666667
3888,Luxembourg,LUX,2039,6256.666666666667
3889,Luxembourg,LUX,2040,6256.666666666667
3890,Luxembourg,LUX,2041,6256.666666666667
3891,Luxembourg,LUX,2042,6256.666666666667
3892,Luxembourg,LUX,2043,6256.666666666667
3893,Luxembourg,LUX,2044,6256.666666666667
3894,Luxembourg,LUX,2045,6256.666666666667
3895,Luxembourg,LUX,2046,6256.666666666667
3896,Luxembourg,LUX,2047,6256.666666666667
3897,Luxembourg,LUX,2048,6256.666666666667
3898,Luxembourg,LUX,2049,6256.666666666667
3899,Luxembourg,LUX,2050,6256.666666666667
3900,Macao,MAC,2021,4050.5
3901,Macao,MAC,2022,4050.5
3902,Macao,MAC,2023,4050.5
3903,Macao,MAC,2024,4050.5
3904,Macao,MAC,2025,4050.5
3905,Macao,MAC,2026,4050.5
3906,Macao,MAC,2027,4050.5
3907,Macao,MAC,2028,4050.5
3908,Macao,MAC,2029,4050.5
3909,Macao,MAC,2030,4050.5
3910,Macao,MAC,2031,4050.5
3911,Macao,MAC,2032,4050.5
3912,Macao,MAC,2033,4050.5
3913,Macao,MAC,2034,4050.5
3914,Macao,MAC,2035,4050.5
3915,Macao,MAC,2036,4050.5
3916,Macao,MAC,2037,4050.5
3917,Macao,MAC,2038,4050.5
3918,Macao,MAC,2039,4050.5
3919,Macao,MAC,2040,4050.5
3920,Macao,MAC,2041,4050.5
3921,Macao,MAC,2042,4050.5
3922,Macao,MAC,2043,4050.5
3923,Macao,MAC,2044,4050.5
3924,Macao,MAC,2045,4050.5
3925,Macao,MAC,2046,4050.5
3926,Macao,MAC,2047,4050.5
3927,Macao,MAC,2048,4050.5
3928,Macao,MAC,2049,4050.5
3929,Macao,MAC,2050,4050.5
3930,"Macedonia, the Former Yugoslav Republic of",MKD,2021,6256.666666666667
3931,"Macedonia, the Former Yugoslav Republic of",MKD,2022,6256.666666666667
3932,"Macedonia, the Former Yugoslav Republic of",MKD,2023,6256.666666666667
3933,"Macedonia, the Former Yugoslav Republic of",MKD,2024,6256.666666666667
3934,"Macedonia, the Former Yugoslav Republic of",MKD,2025,6256.666666666667
3935,"Macedonia, the Former Yugoslav Republic of",MKD,2026,6256.666666666667
3936,"Macedonia, the Former Yugoslav Republic of",MKD,2027,6256.666666666667
3937,"Macedonia, the Former Yugoslav Republic of",MKD,2028,6256.666666666667
3938,"Macedonia, the Former Yugoslav Republic of",MKD,2029,6256.666666666667
3939,"Macedonia, the Former Yugoslav Republic of",MKD,2030,6256.666666666667
3940,"Macedonia, the Former Yugoslav Republic of",MKD,2031,6256.666666666667
3941,"Macedonia, the Former Yugoslav Republic of",MKD,2032,6256.666666666667
3942,"Macedonia, the Former Yugoslav Republic of",MKD,2033,6256.666666666667
3943,"Macedonia, the Former Yugoslav Republic of",MKD,2034,6256.666666666667
3944,"Macedonia, the Former Yugoslav Republic of",MKD,2035,6256.666666666667
3945,"Macedonia, the Former Yugoslav Republic of",MKD,2036,6256.666666666667
3946,"Macedonia, the Former Yugoslav Republic of",MKD,2037,6256.666666666667
3947,"Macedonia, the Former Yugoslav Republic of",MKD,2038,6256.666666666667
3948,"Macedonia, the Former Yugoslav Republic of",MKD,2039,6256.666666666667
3949,"Macedonia, the Former Yugoslav Republic of",MKD,2040,6256.666666666667
3950,"Macedonia, the Former Yugoslav Republic of",MKD,2041,6256.666666666667
3951,"Macedonia, the Former Yugoslav Republic of",MKD,2042,6256.666666666667
3952,"Macedonia, the Former Yugoslav Republic of",MKD,2043,6256.666666666667
3953,"Macedonia, the Former Yugoslav Republic of",MKD,2044,6256.666666666667
3954,"Macedonia, the Former Yugoslav Republic of",MKD,2045,6256.666666666667
3955,"Macedonia, the Former Yugoslav Republic of",MKD,2046,6256.666666666667
3956,"Macedonia, the Former Yugoslav Republic of",MKD,2047,6256.666666666667
3957,"Macedonia, the Former Yugoslav Republic of",MKD,2048,6256.666666666667
3958,"Macedonia, the Former Yugoslav Republic of",MKD,2049,6256.666666666667
3959,"Macedonia, the Former Yugoslav Republic of",MKD,2050,6256.666666666667
3960,Madagascar,MDG,2021,5153.583333333334
3961,Madagascar,MDG,2022,5153.583333333334
3962,Madagascar,MDG,2023,5153.583333333334
3963,Madagascar,MDG,2024,5153.583333333334
3964,Madagascar,MDG,2025,5153.583333333334
3965,Madagascar,MDG,2026,5153.583333333334
3966,Madagascar,MDG,2027,5153.583333333334
3967,Madagascar,MDG,2028,5153.583333333334
3968,Madagascar,MDG,2029,5153.583333333334
3969,Madagascar,MDG,2030,5153.583333333334
3970,Madagascar,MDG,2031,5153.583333333334
3971,Madagascar,MDG,2032,5153.583333333334
3972,Madagascar,MDG,2033,5153.583333333334
3973,Madagascar,MDG,2034,5153.583333333334
3974,Madagascar,MDG,2035,5153.583333333334
3975,Madagascar,MDG,2036,5153.583333333334
3976,Madagascar,MDG,2037,5153.583333333334
3977,Madagascar,MDG,2038,5153.583333333334
3978,Madagascar,MDG,2039,5153.583333333334
3979,Madagascar,MDG,2040,5153.583333333334
3980,Madagascar,MDG,2041,5153.583333333334
3981,Madagascar,MDG,2042,5153.583333333334
3982,Madagascar,MDG,2043,5153.583333333334
3983,Madagascar,MDG,2044,5153.583333333334
3984,Madagascar,MDG,2045,5153.583333333334
3985,Madagascar,MDG,2046,5153.583333333334
3986,Madagascar,MDG,2047,5153.583333333334
3987,Madagascar,MDG,2048,5153.583333333334
3988,Madagascar,MDG,2049,5153.583333333334
3989,Madagascar,MDG,2050,5153.583333333334
3990,Malawi,MWI,2021,5153.583333333334
3991,Malawi,MWI,2022,5153.583333333334
3992,Malawi,MWI,2023,5153.583333333334
3993,Malawi,MWI,2024,5153.583333333334
3994,Malawi,MWI,2025,5153.583333333334
3995,Malawi,MWI,2026,5153.583333333334
3996,Malawi,MWI,2027,5153.583333333334
3997,Malawi,MWI,2028,5153.583333333334
