Year,iso_code3,cost_enfu_fuel_electricity_usd_per_mmbtu
2035,ARM,47.812849014214365
2036,ARM,47.812849014214365
2037,ARM,47.812849014214365
2038,ARM,47.812849014214365
2039,ARM,47.812849014214365
2040,ARM,47.812849014214365
2041,ARM,47.812849014214365
2042,ARM,47.812849014214365
2043,ARM,47.812849014214365
2044,ARM,47.812849014214365
2045,ARM,47.812849014214365
2046,ARM,47.812849014214365
2047,ARM,47.812849014214365
2048,ARM,47.812849014214365
2049,ARM,47.812849014214365
2050,ARM,47.812849014214365
2021,ASM,60.6868329613944
2022,ASM,60.6868329613944
2023,ASM,60.6868329613944
2024,ASM,60.6868329613944
2025,ASM,60.6868329613944
2026,ASM,60.6868329613944
2027,ASM,60.6868329613944
2028,ASM,60.6868329613944
2029,ASM,60.6868329613944
2030,ASM,60.6868329613944
2031,ASM,60.6868329613944
2032,ASM,60.6868329613944
2033,ASM,60.6868329613944
2034,ASM,60.6868329613944
2035,ASM,60.6868329613944
2036,ASM,60.6868329613944
2037,ASM,60.6868329613944
2038,ASM,60.6868329613944
2039,ASM,60.6868329613944
2040,ASM,60.6868329613944
2041,ASM,60.6868329613944
2042,ASM,60.6868329613944
2043,ASM,60.6868329613944
2044,ASM,60.6868329613944
2045,ASM,60.6868329613944
2046,ASM,60.6868329613944
2047,ASM,60.6868329613944
2048,ASM,60.6868329613944
2049,ASM,60.6868329613944
2050,ASM,60.6868329613944
2021,ATG,60.6868329613944
2022,ATG,60.6868329613944
2023,ATG,60.6868329613944
2024,ATG,60.6868329613944
2025,ATG,60.6868329613944
2026,ATG,60.6868329613944
2027,ATG,60.6868329613944
2028,ATG,60.6868329613944
2029,ATG,60.6868329613944
2030,ATG,60.6868329613944
2031,ATG,60.6868329613944
2032,ATG,60.6868329613944
2033,ATG,60.6868329613944
2034,ATG,60.6868329613944
2035,ATG,60.6868329613944
2036,ATG,60.6868329613944
2037,ATG,60.6868329613944
2038,ATG,60.6868329613944
2039,ATG,60.6868329613944
2040,ATG,60.6868329613944
2041,ATG,60.6868329613944
2042,ATG,60.6868329613944
2043,ATG,60.6868329613944
2044,ATG,60.6868329613944
2045,ATG,60.6868329613944
2046,ATG,60.6868329613944
2047,ATG,60.6868329613944
2048,ATG,60.6868329613944
2049,ATG,60.6868329613944
2050,ATG,60.6868329613944
2021,AUS,57.90667503110419
2022,AUS,57.90667503110419
2023,AUS,57.90667503110419
2024,AUS,57.90667503110419
2025,AUS,57.90667503110419
2026,AUS,57.90667503110419
2027,AUS,57.90667503110419
2028,AUS,57.90667503110419
2029,AUS,57.90667503110419
2030,AUS,57.90667503110419
2031,AUS,57.90667503110419
2032,AUS,57.90667503110419
2033,AUS,57.90667503110419
2034,AUS,57.90667503110419
2035,AUS,57.90667503110419
2036,AUS,57.90667503110419
2037,AUS,57.90667503110419
2038,AUS,57.90667503110419
2039,AUS,57.90667503110419
2040,AUS,57.90667503110419
2041,AUS,57.90667503110419
2042,AUS,57.90667503110419
2043,AUS,57.90667503110419
2044,AUS,57.90667503110419
2045,AUS,57.90667503110419
2046,AUS,57.90667503110419
2047,AUS,57.90667503110419
2048,AUS,57.90667503110419
2049,AUS,57.90667503110419
2050,AUS,57.90667503110419
2021,AUT,59.97576492011194
2022,AUT,59.97576492011194
2023,AUT,59.97576492011194
2024,AUT,59.97576492011194
2025,AUT,59.97576492011194
2026,AUT,59.97576492011194
2027,AUT,59.97576492011194
2028,AUT,59.97576492011194
2029,AUT,59.97576492011194
2030,AUT,59.97576492011194
2031,AUT,59.97576492011194
2032,AUT,59.97576492011194
2033,AUT,59.97576492011194
2034,AUT,59.97576492011194
2035,AUT,59.97576492011194
2036,AUT,59.97576492011194
2037,AUT,59.97576492011194
2038,AUT,59.97576492011194
2039,AUT,59.97576492011194
2040,AUT,59.97576492011194
2041,AUT,59.97576492011194
2042,AUT,59.97576492011194
2043,AUT,59.97576492011194
2044,AUT,59.97576492011194
2045,AUT,59.97576492011194
2046,AUT,59.97576492011194
2047,AUT,59.97576492011194
2048,AUT,59.97576492011194
2049,AUT,59.97576492011194
2050,AUT,59.97576492011194
2021,AZE,52.75593072525275
2022,AZE,52.75593072525275
2023,AZE,52.75593072525275
2024,AZE,52.75593072525275
2025,AZE,52.75593072525275
2026,AZE,52.75593072525275
2027,AZE,52.75593072525275
2028,AZE,52.75593072525275
2029,AZE,52.75593072525275
2030,AZE,52.75593072525275
2031,AZE,52.75593072525275
2032,AZE,52.75593072525275
2033,AZE,52.75593072525275
2034,AZE,52.75593072525275
2035,AZE,52.75593072525275
2036,AZE,52.75593072525275
2037,AZE,52.75593072525275
2038,AZE,52.75593072525275
2039,AZE,52.75593072525275
2040,AZE,52.75593072525275
2041,AZE,52.75593072525275
2042,AZE,52.75593072525275
2043,AZE,52.75593072525275
2044,AZE,52.75593072525275
2045,AZE,52.75593072525275
2046,AZE,52.75593072525275
2047,AZE,52.75593072525275
2048,AZE,52.75593072525275
2049,AZE,52.75593072525275
2050,AZE,52.75593072525275
2021,BDI,60.6868329613944
2022,BDI,60.6868329613944
2023,BDI,60.6868329613944
2024,BDI,60.6868329613944
2025,BDI,60.6868329613944
2026,BDI,60.6868329613944
2027,BDI,60.6868329613944
2028,BDI,60.6868329613944
2029,BDI,60.6868329613944
2030,BDI,60.6868329613944
2031,BDI,60.6868329613944
2032,BDI,60.6868329613944
2033,BDI,60.6868329613944
2034,BDI,60.6868329613944
2035,BDI,60.6868329613944
2036,BDI,60.6868329613944
2037,BDI,60.6868329613944
2038,BDI,60.6868329613944
2039,BDI,60.6868329613944
2040,BDI,60.6868329613944
2041,BDI,60.6868329613944
2042,BDI,60.6868329613944
2043,BDI,60.6868329613944
2044,BDI,60.6868329613944
2045,BDI,60.6868329613944
2046,BDI,60.6868329613944
2047,BDI,60.6868329613944
2048,BDI,60.6868329613944
2049,BDI,60.6868329613944
2050,BDI,60.6868329613944
2021,BEL,62.50330349543547
2022,BEL,62.50330349543547
2023,BEL,62.50330349543547
2024,BEL,62.50330349543547
2025,BEL,62.50330349543547
2026,BEL,62.50330349543547
2027,BEL,62.50330349543547
2028,BEL,62.50330349543547
2029,BEL,62.50330349543547
2030,BEL,62.50330349543547
2031,BEL,62.50330349543547
2032,BEL,62.50330349543547
2033,BEL,62.50330349543547
2034,BEL,62.50330349543547
2035,BEL,62.50330349543547
2036,BEL,62.50330349543547
2037,BEL,62.50330349543547
2038,BEL,62.50330349543547
2039,BEL,62.50330349543547
2040,BEL,62.50330349543547
2041,BEL,62.50330349543547
2042,BEL,62.50330349543547
2043,BEL,62.50330349543547
2044,BEL,62.50330349543547
2045,BEL,62.50330349543547
2046,BEL,62.50330349543547
2047,BEL,62.50330349543547
2048,BEL,62.50330349543547
2049,BEL,62.50330349543547
2050,BEL,62.50330349543547
2021,BEN,60.6868329613944
2022,BEN,60.6868329613944
2023,BEN,60.6868329613944
2024,BEN,60.6868329613944
2025,BEN,60.6868329613944
2026,BEN,60.6868329613944
2027,BEN,60.6868329613944
2028,BEN,60.6868329613944
2029,BEN,60.6868329613944
2030,BEN,60.6868329613944
2031,BEN,60.6868329613944
2032,BEN,60.6868329613944
2033,BEN,60.6868329613944
2034,BEN,60.6868329613944
2035,BEN,60.6868329613944
2036,BEN,60.6868329613944
2037,BEN,60.6868329613944
2038,BEN,60.6868329613944
2039,BEN,60.6868329613944
2040,BEN,60.6868329613944
2041,BEN,60.6868329613944
2042,BEN,60.6868329613944
2043,BEN,60.6868329613944
2044,BEN,60.6868329613944
2045,BEN,60.6868329613944
2046,BEN,60.6868329613944
2047,BEN,60.6868329613944
2048,BEN,60.6868329613944
2049,BEN,60.6868329613944
2050,BEN,60.6868329613944
2021,BFA,60.6868329613944
2022,BFA,60.6868329613944
2023,BFA,60.6868329613944
2024,BFA,60.6868329613944
2025,BFA,60.6868329613944
2026,BFA,60.6868329613944
2027,BFA,60.6868329613944
2028,BFA,60.6868329613944
2029,BFA,60.6868329613944
2030,BFA,60.6868329613944
2031,BFA,60.6868329613944
2032,BFA,60.6868329613944
2033,BFA,60.6868329613944
2034,BFA,60.6868329613944
2035,BFA,60.6868329613944
2036,BFA,60.6868329613944
2037,BFA,60.6868329613944
2038,BFA,60.6868329613944
2039,BFA,60.6868329613944
2040,BFA,60.6868329613944
2041,BFA,60.6868329613944
2042,BFA,60.6868329613944
2043,BFA,60.6868329613944
2044,BFA,60.6868329613944
2045,BFA,60.6868329613944
2046,BFA,60.6868329613944
2047,BFA,60.6868329613944
2048,BFA,60.6868329613944
2049,BFA,60.6868329613944
2050,BFA,60.6868329613944
2021,BGD,60.6868329613944
2022,BGD,60.6868329613944
2023,BGD,60.6868329613944
2024,BGD,60.6868329613944
2025,BGD,60.6868329613944
2026,BGD,60.6868329613944
2027,BGD,60.6868329613944
2028,BGD,60.6868329613944
2029,BGD,60.6868329613944
2030,BGD,60.6868329613944
2031,BGD,60.6868329613944
2032,BGD,60.6868329613944
2033,BGD,60.6868329613944
2034,BGD,60.6868329613944
2035,BGD,60.6868329613944
2036,BGD,60.6868329613944
2037,BGD,60.6868329613944
2038,BGD,60.6868329613944
2039,BGD,60.6868329613944
2040,BGD,60.6868329613944
2041,BGD,60.6868329613944
2042,BGD,60.6868329613944
2043,BGD,60.6868329613944
2044,BGD,60.6868329613944
2045,BGD,60.6868329613944
2046,BGD,60.6868329613944
2047,BGD,60.6868329613944
2048,BGD,60.6868329613944
2049,BGD,60.6868329613944
2050,BGD,60.6868329613944
2021,BGR,81.08931583467869
2022,BGR,81.08931583467869
2023,BGR,81.08931583467869
2024,BGR,81.08931583467869
2025,BGR,81.08931583467869
2026,BGR,81.08931583467869
2027,BGR,81.08931583467869
2028,BGR,81.08931583467869
2029,BGR,81.08931583467869
2030,BGR,81.08931583467869
2031,BGR,81.08931583467869
2032,BGR,81.08931583467869
2033,BGR,81.08931583467869
2034,BGR,81.08931583467869
2035,BGR,81.08931583467869
2036,BGR,81.08931583467869
2037,BGR,81.08931583467869
2038,BGR,81.08931583467869
2039,BGR,81.08931583467869
2040,BGR,81.08931583467869
2041,BGR,81.08931583467869
2042,BGR,81.08931583467869
2043,BGR,81.08931583467869
2044,BGR,81.08931583467869
2045,BGR,81.08931583467869
2046,BGR,81.08931583467869
2047,BGR,81.08931583467869
2048,BGR,81.08931583467869
2049,BGR,81.08931583467869
2050,BGR,81.08931583467869
2021,BHR,60.6868329613944
2022,BHR,60.6868329613944
2023,BHR,60.6868329613944
2024,BHR,60.6868329613944
2025,BHR,60.6868329613944
2026,BHR,60.6868329613944
2027,BHR,60.6868329613944
2028,BHR,60.6868329613944
2029,BHR,60.6868329613944
2030,BHR,60.6868329613944
2031,BHR,60.6868329613944
2032,BHR,60.6868329613944
2033,BHR,60.6868329613944
2034,BHR,60.6868329613944
2035,BHR,60.6868329613944
2036,BHR,60.6868329613944
2037,BHR,60.6868329613944
2038,BHR,60.6868329613944
2039,BHR,60.6868329613944
2040,BHR,60.6868329613944
2041,BHR,60.6868329613944
2042,BHR,60.6868329613944
2043,BHR,60.6868329613944
2044,BHR,60.6868329613944
2045,BHR,60.6868329613944
2046,BHR,60.6868329613944
2047,BHR,60.6868329613944
2048,BHR,60.6868329613944
2049,BHR,60.6868329613944
2050,BHR,60.6868329613944
2021,BHS,60.6868329613944
2022,BHS,60.6868329613944
2023,BHS,60.6868329613944
2024,BHS,60.6868329613944
2025,BHS,60.6868329613944
2026,BHS,60.6868329613944
2027,BHS,60.6868329613944
2028,BHS,60.6868329613944
2029,BHS,60.6868329613944
2030,BHS,60.6868329613944
2031,BHS,60.6868329613944
2032,BHS,60.6868329613944
2033,BHS,60.6868329613944
2034,BHS,60.6868329613944
2035,BHS,60.6868329613944
2036,BHS,60.6868329613944
2037,BHS,60.6868329613944
2038,BHS,60.6868329613944
2039,BHS,60.6868329613944
2040,BHS,60.6868329613944
2041,BHS,60.6868329613944
2042,BHS,60.6868329613944
2043,BHS,60.6868329613944
2044,BHS,60.6868329613944
2045,BHS,60.6868329613944
2046,BHS,60.6868329613944
2047,BHS,60.6868329613944
2048,BHS,60.6868329613944
2049,BHS,60.6868329613944
2050,BHS,60.6868329613944
2021,BIH,80.10396514349041
2022,BIH,80.10396514349041
2023,BIH,80.10396514349041
2024,BIH,80.10396514349041
2025,BIH,80.10396514349041
2026,BIH,80.10396514349041
2027,BIH,80.10396514349041
2028,BIH,80.10396514349041
2029,BIH,80.10396514349041
2030,BIH,80.10396514349041
2031,BIH,80.10396514349041
2032,BIH,80.10396514349041
2033,BIH,80.10396514349041
2034,BIH,80.10396514349041
2035,BIH,80.10396514349041
2036,BIH,80.10396514349041
2037,BIH,80.10396514349041
2038,BIH,80.10396514349041
2039,BIH,80.10396514349041
2040,BIH,80.10396514349041
2041,BIH,80.10396514349041
2042,BIH,80.10396514349041
2043,BIH,80.10396514349041
2044,BIH,80.10396514349041
2045,BIH,80.10396514349041
2046,BIH,80.10396514349041
2047,BIH,80.10396514349041
2048,BIH,80.10396514349041
2049,BIH,80.10396514349041
2050,BIH,80.10396514349041
2021,BLR,43.77829122142426
2022,BLR,43.77829122142426
2023,BLR,43.77829122142426
2024,BLR,43.77829122142426
2025,BLR,43.77829122142426
2026,BLR,43.77829122142426
2027,BLR,43.77829122142426
2028,BLR,43.77829122142426
2029,BLR,43.77829122142426
2030,BLR,43.77829122142426
2031,BLR,43.77829122142426
2032,BLR,43.77829122142426
2033,BLR,43.77829122142426
2034,BLR,43.77829122142426
2035,BLR,43.77829122142426
2036,BLR,43.77829122142426
2037,BLR,43.77829122142426
2038,BLR,43.77829122142426
2039,BLR,43.77829122142426
2040,BLR,43.77829122142426
2041,BLR,43.77829122142426
2042,BLR,43.77829122142426
2043,BLR,43.77829122142426
2044,BLR,43.77829122142426
2045,BLR,43.77829122142426
2046,BLR,43.77829122142426
2047,BLR,43.77829122142426
2048,BLR,43.77829122142426
2049,BLR,43.77829122142426
2050,BLR,43.77829122142426
2021,BLZ,60.6868329613944
2022,BLZ,60.6868329613944
2023,BLZ,60.6868329613944
2024,BLZ,60.6868329613944
2025,BLZ,60.6868329613944
2026,BLZ,60.6868329613944
2027,BLZ,60.6868329613944
2028,BLZ,60.6868329613944
2029,BLZ,60.6868329613944
2030,BLZ,60.6868329613944
2031,BLZ,60.6868329613944
2032,BLZ,60.6868329613944
2033,BLZ,60.6868329613944
2034,BLZ,60.6868329613944
2035,BLZ,60.6868329613944
2036,BLZ,60.6868329613944
2037,BLZ,60.6868329613944
2038,BLZ,60.6868329613944
2039,BLZ,60.6868329613944
2040,BLZ,60.6868329613944
2041,BLZ,60.6868329613944
2042,BLZ,60.6868329613944
2043,BLZ,60.6868329613944
2044,BLZ,60.6868329613944
2045,BLZ,60.6868329613944
2046,BLZ,60.6868329613944
2047,BLZ,60.6868329613944
2048,BLZ,60.6868329613944
2049,BLZ,60.6868329613944
2050,BLZ,60.6868329613944
2021,BMU,60.6868329613944
2022,BMU,60.6868329613944
2023,BMU,60.6868329613944
2024,BMU,60.6868329613944
2025,BMU,60.6868329613944
2026,BMU,60.6868329613944
2027,BMU,60.6868329613944
2028,BMU,60.6868329613944
2029,BMU,60.6868329613944
2030,BMU,60.6868329613944
2031,BMU,60.6868329613944
2032,BMU,60.6868329613944
2033,BMU,60.6868329613944
2034,BMU,60.6868329613944
2035,BMU,60.6868329613944
2036,BMU,60.6868329613944
2037,BMU,60.6868329613944
2038,BMU,60.6868329613944
2039,BMU,60.6868329613944
2040,BMU,60.6868329613944
2041,BMU,60.6868329613944
2042,BMU,60.6868329613944
2043,BMU,60.6868329613944
2044,BMU,60.6868329613944
2045,BMU,60.6868329613944
2046,BMU,60.6868329613944
2047,BMU,60.6868329613944
2048,BMU,60.6868329613944
2049,BMU,60.6868329613944
2050,BMU,60.6868329613944
2021,BOL,60.6868329613944
2022,BOL,60.6868329613944
2023,BOL,60.6868329613944
2024,BOL,60.6868329613944
2025,BOL,60.6868329613944
2026,BOL,60.6868329613944
2027,BOL,60.6868329613944
2028,BOL,60.6868329613944
2029,BOL,60.6868329613944
2030,BOL,60.6868329613944
2031,BOL,60.6868329613944
2032,BOL,60.6868329613944
2033,BOL,60.6868329613944
2034,BOL,60.6868329613944
2035,BOL,60.6868329613944
2036,BOL,60.6868329613944
2037,BOL,60.6868329613944
2038,BOL,60.6868329613944
2039,BOL,60.6868329613944
2040,BOL,60.6868329613944
2041,BOL,60.6868329613944
2042,BOL,60.6868329613944
2043,BOL,60.6868329613944
2044,BOL,60.6868329613944
2045,BOL,60.6868329613944
2046,BOL,60.6868329613944
2047,BOL,60.6868329613944
2048,BOL,60.6868329613944
2049,BOL,60.6868329613944
2050,BOL,60.6868329613944
2021,BRA,75.50796467431697
2022,BRA,75.50796467431697
2023,BRA,75.50796467431697
2024,BRA,75.50796467431697
2025,BRA,75.50796467431697
2026,BRA,75.50796467431697
2027,BRA,75.50796467431697
2028,BRA,75.50796467431697
2029,BRA,75.50796467431697
2030,BRA,75.50796467431697
2031,BRA,75.50796467431697
2032,BRA,75.50796467431697
2033,BRA,75.50796467431697
2034,BRA,75.50796467431697
2035,BRA,75.50796467431697
2036,BRA,75.50796467431697
2037,BRA,75.50796467431697
2038,BRA,75.50796467431697
2039,BRA,75.50796467431697
2040,BRA,75.50796467431697
2041,BRA,75.50796467431697
2042,BRA,75.50796467431697
2043,BRA,75.50796467431697
2044,BRA,75.50796467431697
2045,BRA,75.50796467431697
2046,BRA,75.50796467431697
2047,BRA,75.50796467431697
2048,BRA,75.50796467431697
2049,BRA,75.50796467431697
2050,BRA,75.50796467431697
2021,BRB,60.6868329613944
2022,BRB,60.6868329613944
2023,BRB,60.6868329613944
2024,BRB,60.6868329613944
2025,BRB,60.6868329613944
2026,BRB,60.6868329613944
2027,BRB,60.6868329613944
2028,BRB,60.6868329613944
2029,BRB,60.6868329613944
2030,BRB,60.6868329613944
2031,BRB,60.6868329613944
2032,BRB,60.6868329613944
2033,BRB,60.6868329613944
2034,BRB,60.6868329613944
2035,BRB,60.6868329613944
2036,BRB,60.6868329613944
2037,BRB,60.6868329613944
2038,BRB,60.6868329613944
2039,BRB,60.6868329613944
2040,BRB,60.6868329613944
2041,BRB,60.6868329613944
2042,BRB,60.6868329613944
2043,BRB,60.6868329613944
2044,BRB,60.6868329613944
2045,BRB,60.6868329613944
2046,BRB,60.6868329613944
2047,BRB,60.6868329613944
2048,BRB,60.6868329613944
2049,BRB,60.6868329613944
2050,BRB,60.6868329613944
2021,BRN,60.6868329613944
2022,BRN,60.6868329613944
2023,BRN,60.6868329613944
2024,BRN,60.6868329613944
2025,BRN,60.6868329613944
2026,BRN,60.6868329613944
2027,BRN,60.6868329613944
2028,BRN,60.6868329613944
2029,BRN,60.6868329613944
2030,BRN,60.6868329613944
2031,BRN,60.6868329613944
2032,BRN,60.6868329613944
2033,BRN,60.6868329613944
2034,BRN,60.6868329613944
2035,BRN,60.6868329613944
2036,BRN,60.6868329613944
2037,BRN,60.6868329613944
2038,BRN,60.6868329613944
2039,BRN,60.6868329613944
2040,BRN,60.6868329613944
2041,BRN,60.6868329613944
2042,BRN,60.6868329613944
2043,BRN,60.6868329613944
2044,BRN,60.6868329613944
2045,BRN,60.6868329613944
2046,BRN,60.6868329613944
2047,BRN,60.6868329613944
2048,BRN,60.6868329613944
2049,BRN,60.6868329613944
2050,BRN,60.6868329613944
2021,BTN,60.6868329613944
2022,BTN,60.6868329613944
2023,BTN,60.6868329613944
2024,BTN,60.6868329613944
2025,BTN,60.6868329613944
2026,BTN,60.6868329613944
2027,BTN,60.6868329613944
2028,BTN,60.6868329613944
2029,BTN,60.6868329613944
2030,BTN,60.6868329613944
2031,BTN,60.6868329613944
2032,BTN,60.6868329613944
2033,BTN,60.6868329613944
2034,BTN,60.6868329613944
2035,BTN,60.6868329613944
2036,BTN,60.6868329613944
2037,BTN,60.6868329613944
2038,BTN,60.6868329613944
2039,BTN,60.6868329613944
2040,BTN,60.6868329613944
2041,BTN,60.6868329613944
2042,BTN,60.6868329613944
2043,BTN,60.6868329613944
2044,BTN,60.6868329613944
2045,BTN,60.6868329613944
2046,BTN,60.6868329613944
2047,BTN,60.6868329613944
2048,BTN,60.6868329613944
2049,BTN,60.6868329613944
2050,BTN,60.6868329613944
2021,BWA,39.68867767225933
2022,BWA,39.68867767225933
2023,BWA,39.68867767225933
2024,BWA,39.68867767225933
2025,BWA,39.68867767225933
2026,BWA,39.68867767225933
2027,BWA,39.68867767225933
2028,BWA,39.68867767225933
2029,BWA,39.68867767225933
2030,BWA,39.68867767225933
2031,BWA,39.68867767225933
2032,BWA,39.68867767225933
2033,BWA,39.68867767225933
2034,BWA,39.68867767225933
2035,BWA,39.68867767225933
2036,BWA,39.68867767225933
2037,BWA,39.68867767225933
2038,BWA,39.68867767225933
2039,BWA,39.68867767225933
2040,BWA,39.68867767225933
2041,BWA,39.68867767225933
2042,BWA,39.68867767225933
2043,BWA,39.68867767225933
2044,BWA,39.68867767225933
2045,BWA,39.68867767225933
2046,BWA,39.68867767225933
2047,BWA,39.68867767225933
2048,BWA,39.68867767225933
