,Nation,iso_code3,Year,frac_trns_mtkm_dem_freight_water_borne
2531,Fragile and conflict affected situations,FCS,2032,0.09697775308733297
2532,Fragile and conflict affected situations,FCS,2033,0.09697775308733297
2533,Fragile and conflict affected situations,FCS,2034,0.09697775308733297
2534,Fragile and conflict affected situations,FCS,2035,0.09697775308733297
2535,Fragile and conflict affected situations,FCS,2036,0.09697775308733297
2536,Fragile and conflict affected situations,FCS,2037,0.09697775308733297
2537,Fragile and conflict affected situations,FCS,2038,0.09697775308733297
2538,Fragile and conflict affected situations,FCS,2039,0.09697775308733297
2539,Fragile and conflict affected situations,FCS,2040,0.09697775308733297
2540,Fragile and conflict affected situations,FCS,2041,0.09697775308733297
2541,Fragile and conflict affected situations,FCS,2042,0.09697775308733297
2542,Fragile and conflict affected situations,FCS,2043,0.09697775308733297
2543,Fragile and conflict affected situations,FCS,2044,0.09697775308733297
2544,Fragile and conflict affected situations,FCS,2045,0.09697775308733297
2545,Fragile and conflict affected situations,FCS,2046,0.09697775308733297
2546,Fragile and conflict affected situations,FCS,2047,0.09697775308733297
2547,Fragile and conflict affected situations,FCS,2048,0.09697775308733297
2548,Fragile and conflict affected situations,FCS,2049,0.09697775308733297
2549,Fragile and conflict affected situations,FCS,2050,0.09697775308733297
2550,Finland,FIN,2017,0.05639586257081969
2551,Finland,FIN,2018,0.05639586257081969
2552,Finland,FIN,2019,0.05639586257081969
2553,Finland,FIN,2020,0.05639586257081969
2554,Finland,FIN,2021,0.05639586257081969
2555,Finland,FIN,2022,0.05639586257081969
2556,Finland,FIN,2023,0.05639586257081969
2557,Finland,FIN,2024,0.05639586257081969
2558,Finland,FIN,2025,0.05639586257081969
2559,Finland,FIN,2026,0.05639586257081969
2560,Finland,FIN,2027,0.05639586257081969
2561,Finland,FIN,2028,0.05639586257081969
2562,Finland,FIN,2029,0.05639586257081969
2563,Finland,FIN,2030,0.05639586257081969
2564,Finland,FIN,2031,0.05639586257081969
2565,Finland,FIN,2032,0.05639586257081969
2566,Finland,FIN,2033,0.05639586257081969
2567,Finland,FIN,2034,0.05639586257081969
2568,Finland,FIN,2035,0.05639586257081969
2569,Finland,FIN,2036,0.05639586257081969
2570,Finland,FIN,2037,0.05639586257081969
2571,Finland,FIN,2038,0.05639586257081969
2572,Finland,FIN,2039,0.05639586257081969
2573,Finland,FIN,2040,0.05639586257081969
2574,Finland,FIN,2041,0.05639586257081969
2575,Finland,FIN,2042,0.05639586257081969
2576,Finland,FIN,2043,0.05639586257081969
2577,Finland,FIN,2044,0.05639586257081969
2578,Finland,FIN,2045,0.05639586257081969
2579,Finland,FIN,2046,0.05639586257081969
2580,Finland,FIN,2047,0.05639586257081969
2581,Finland,FIN,2048,0.05639586257081969
2582,Finland,FIN,2049,0.05639586257081969
2583,Finland,FIN,2050,0.05639586257081969
2584,Fiji,FJI,2017,0.09697775308733297
2585,Fiji,FJI,2018,0.09697775308733297
2586,Fiji,FJI,2019,0.09697775308733297
2587,Fiji,FJI,2020,0.09697775308733297
2588,Fiji,FJI,2021,0.09697775308733297
2589,Fiji,FJI,2022,0.09697775308733297
2590,Fiji,FJI,2023,0.09697775308733297
2591,Fiji,FJI,2024,0.09697775308733297
2592,Fiji,FJI,2025,0.09697775308733297
2593,Fiji,FJI,2026,0.09697775308733297
2594,Fiji,FJI,2027,0.09697775308733297
2595,Fiji,FJI,2028,0.09697775308733297
2596,Fiji,FJI,2029,0.09697775308733297
2597,Fiji,FJI,2030,0.09697775308733297
2598,Fiji,FJI,2031,0.09697775308733297
2599,Fiji,FJI,2032,0.09697775308733297
2600,Fiji,FJI,2033,0.09697775308733297
2601,Fiji,FJI,2034,0.09697775308733297
2602,Fiji,FJI,2035,0.09697775308733297
2603,Fiji,FJI,2036,0.09697775308733297
2604,Fiji,FJI,2037,0.09697775308733297
2605,Fiji,FJI,2038,0.09697775308733297
2606,Fiji,FJI,2039,0.09697775308733297
2607,Fiji,FJI,2040,0.09697775308733297
2608,Fiji,FJI,2041,0.09697775308733297
2609,Fiji,FJI,2042,0.09697775308733297
2610,Fiji,FJI,2043,0.09697775308733297
2611,Fiji,FJI,2044,0.09697775308733297
2612,Fiji,FJI,2045,0.09697775308733297
2613,Fiji,FJI,2046,0.09697775308733297
2614,Fiji,FJI,2047,0.09697775308733297
2615,Fiji,FJI,2048,0.09697775308733297
2616,Fiji,FJI,2049,0.09697775308733297
2617,Fiji,FJI,2050,0.09697775308733297
2618,France,FRA,2017,0.0
2619,France,FRA,2018,0.0
2620,France,FRA,2019,0.0
2621,France,FRA,2020,0.0
2622,France,FRA,2021,0.0
2623,France,FRA,2022,0.0
2624,France,FRA,2023,0.0
2625,France,FRA,2024,0.0
2626,France,FRA,2025,0.0
2627,France,FRA,2026,0.0
2628,France,FRA,2027,0.0
2629,France,FRA,2028,0.0
2630,France,FRA,2029,0.0
2631,France,FRA,2030,0.0
2632,France,FRA,2031,0.0
2633,France,FRA,2032,0.0
2634,France,FRA,2033,0.0
2635,France,FRA,2034,0.0
2636,France,FRA,2035,0.0
2637,France,FRA,2036,0.0
2638,France,FRA,2037,0.0
2639,France,FRA,2038,0.0
2640,France,FRA,2039,0.0
2641,France,FRA,2040,0.0
2642,France,FRA,2041,0.0
2643,France,FRA,2042,0.0
2644,France,FRA,2043,0.0
2645,France,FRA,2044,0.0
2646,France,FRA,2045,0.0
2647,France,FRA,2046,0.0
2648,France,FRA,2047,0.0
2649,France,FRA,2048,0.0
2650,France,FRA,2049,0.0
2651,France,FRA,2050,0.0
2652,Faroe Islands,FRO,2017,0.09697775308733297
2653,Faroe Islands,FRO,2018,0.09697775308733297
2654,Faroe Islands,FRO,2019,0.09697775308733297
2655,Faroe Islands,FRO,2020,0.09697775308733297
2656,Faroe Islands,FRO,2021,0.09697775308733297
2657,Faroe Islands,FRO,2022,0.09697775308733297
2658,Faroe Islands,FRO,2023,0.09697775308733297
2659,Faroe Islands,FRO,2024,0.09697775308733297
2660,Faroe Islands,FRO,2025,0.09697775308733297
2661,Faroe Islands,FRO,2026,0.09697775308733297
2662,Faroe Islands,FRO,2027,0.09697775308733297
2663,Faroe Islands,FRO,2028,0.09697775308733297
2664,Faroe Islands,FRO,2029,0.09697775308733297
2665,Faroe Islands,FRO,2030,0.09697775308733297
2666,Faroe Islands,FRO,2031,0.09697775308733297
2667,Faroe Islands,FRO,2032,0.09697775308733297
2668,Faroe Islands,FRO,2033,0.09697775308733297
2669,Faroe Islands,FRO,2034,0.09697775308733297
2670,Faroe Islands,FRO,2035,0.09697775308733297
2671,Faroe Islands,FRO,2036,0.09697775308733297
2672,Faroe Islands,FRO,2037,0.09697775308733297
2673,Faroe Islands,FRO,2038,0.09697775308733297
2674,Faroe Islands,FRO,2039,0.09697775308733297
2675,Faroe Islands,FRO,2040,0.09697775308733297
2676,Faroe Islands,FRO,2041,0.09697775308733297
2677,Faroe Islands,FRO,2042,0.09697775308733297
2678,Faroe Islands,FRO,2043,0.09697775308733297
2679,Faroe Islands,FRO,2044,0.09697775308733297
2680,Faroe Islands,FRO,2045,0.09697775308733297
2681,Faroe Islands,FRO,2046,0.09697775308733297
2682,Faroe Islands,FRO,2047,0.09697775308733297
2683,Faroe Islands,FRO,2048,0.09697775308733297
2684,Faroe Islands,FRO,2049,0.09697775308733297
2685,Faroe Islands,FRO,2050,0.09697775308733297
2686,"Micronesia, Fed. Sts.",FSM,2017,0.09697775308733297
2687,"Micronesia, Fed. Sts.",FSM,2018,0.09697775308733297
2688,"Micronesia, Fed. Sts.",FSM,2019,0.09697775308733297
2689,"Micronesia, Fed. Sts.",FSM,2020,0.09697775308733297
2690,"Micronesia, Fed. Sts.",FSM,2021,0.09697775308733297
2691,"Micronesia, Fed. Sts.",FSM,2022,0.09697775308733297
2692,"Micronesia, Fed. Sts.",FSM,2023,0.09697775308733297
2693,"Micronesia, Fed. Sts.",FSM,2024,0.09697775308733297
2694,"Micronesia, Fed. Sts.",FSM,2025,0.09697775308733297
2695,"Micronesia, Fed. Sts.",FSM,2026,0.09697775308733297
2696,"Micronesia, Fed. Sts.",FSM,2027,0.09697775308733297
2697,"Micronesia, Fed. Sts.",FSM,2028,0.09697775308733297
2698,"Micronesia, Fed. Sts.",FSM,2029,0.09697775308733297
2699,"Micronesia, Fed. Sts.",FSM,2030,0.09697775308733297
2700,"Micronesia, Fed. Sts.",FSM,2031,0.09697775308733297
2701,"Micronesia, Fed. Sts.",FSM,2032,0.09697775308733297
2702,"Micronesia, Fed. Sts.",FSM,2033,0.09697775308733297
2703,"Micronesia, Fed. Sts.",FSM,2034,0.09697775308733297
2704,"Micronesia, Fed. Sts.",FSM,2035,0.09697775308733297
2705,"Micronesia, Fed. Sts.",FSM,2036,0.09697775308733297
2706,"Micronesia, Fed. Sts.",FSM,2037,0.09697775308733297
2707,"Micronesia, Fed. Sts.",FSM,2038,0.09697775308733297
2708,"Micronesia, Fed. Sts.",FSM,2039,0.09697775308733297
2709,"Micronesia, Fed. Sts.",FSM,2040,0.09697775308733297
2710,"Micronesia, Fed. Sts.",FSM,2041,0.09697775308733297
2711,"Micronesia, Fed. Sts.",FSM,2042,0.09697775308733297
2712,"Micronesia, Fed. Sts.",FSM,2043,0.09697775308733297
2713,"Micronesia, Fed. Sts.",FSM,2044,0.09697775308733297
2714,"Micronesia, Fed. Sts.",FSM,2045,0.09697775308733297
2715,"Micronesia, Fed. Sts.",FSM,2046,0.09697775308733297
2716,"Micronesia, Fed. Sts.",FSM,2047,0.09697775308733297
2717,"Micronesia, Fed. Sts.",FSM,2048,0.09697775308733297
2718,"Micronesia, Fed. Sts.",FSM,2049,0.09697775308733297
2719,"Micronesia, Fed. Sts.",FSM,2050,0.09697775308733297
2720,Gabon,GAB,2017,0.09697775308733297
2721,Gabon,GAB,2018,0.09697775308733297
2722,Gabon,GAB,2019,0.09697775308733297
2723,Gabon,GAB,2020,0.09697775308733297
2724,Gabon,GAB,2021,0.09697775308733297
2725,Gabon,GAB,2022,0.09697775308733297
2726,Gabon,GAB,2023,0.09697775308733297
2727,Gabon,GAB,2024,0.09697775308733297
2728,Gabon,GAB,2025,0.09697775308733297
2729,Gabon,GAB,2026,0.09697775308733297
2730,Gabon,GAB,2027,0.09697775308733297
2731,Gabon,GAB,2028,0.09697775308733297
2732,Gabon,GAB,2029,0.09697775308733297
2733,Gabon,GAB,2030,0.09697775308733297
2734,Gabon,GAB,2031,0.09697775308733297
2735,Gabon,GAB,2032,0.09697775308733297
2736,Gabon,GAB,2033,0.09697775308733297
2737,Gabon,GAB,2034,0.09697775308733297
2738,Gabon,GAB,2035,0.09697775308733297
2739,Gabon,GAB,2036,0.09697775308733297
2740,Gabon,GAB,2037,0.09697775308733297
2741,Gabon,GAB,2038,0.09697775308733297
2742,Gabon,GAB,2039,0.09697775308733297
2743,Gabon,GAB,2040,0.09697775308733297
2744,Gabon,GAB,2041,0.09697775308733297
2745,Gabon,GAB,2042,0.09697775308733297
2746,Gabon,GAB,2043,0.09697775308733297
2747,Gabon,GAB,2044,0.09697775308733297
2748,Gabon,GAB,2045,0.09697775308733297
2749,Gabon,GAB,2046,0.09697775308733297
2750,Gabon,GAB,2047,0.09697775308733297
2751,Gabon,GAB,2048,0.09697775308733297
2752,Gabon,GAB,2049,0.09697775308733297
2753,Gabon,GAB,2050,0.09697775308733297
2754,United Kingdom,GBR,2017,0.14278014100827388
2755,United Kingdom,GBR,2018,0.14278014100827388
2756,United Kingdom,GBR,2019,0.14278014100827388
2757,United Kingdom,GBR,2020,0.14278014100827388
2758,United Kingdom,GBR,2021,0.14278014100827388
2759,United Kingdom,GBR,2022,0.14278014100827388
2760,United Kingdom,GBR,2023,0.14278014100827388
2761,United Kingdom,GBR,2024,0.14278014100827388
2762,United Kingdom,GBR,2025,0.14278014100827388
2763,United Kingdom,GBR,2026,0.14278014100827388
2764,United Kingdom,GBR,2027,0.14278014100827388
2765,United Kingdom,GBR,2028,0.14278014100827388
2766,United Kingdom,GBR,2029,0.14278014100827388
2767,United Kingdom,GBR,2030,0.14278014100827388
2768,United Kingdom,GBR,2031,0.14278014100827388
2769,United Kingdom,GBR,2032,0.14278014100827388
2770,United Kingdom,GBR,2033,0.14278014100827388
2771,United Kingdom,GBR,2034,0.14278014100827388
2772,United Kingdom,GBR,2035,0.14278014100827388
2773,United Kingdom,GBR,2036,0.14278014100827388
2774,United Kingdom,GBR,2037,0.14278014100827388
2775,United Kingdom,GBR,2038,0.14278014100827388
2776,United Kingdom,GBR,2039,0.14278014100827388
2777,United Kingdom,GBR,2040,0.14278014100827388
2778,United Kingdom,GBR,2041,0.14278014100827388
2779,United Kingdom,GBR,2042,0.14278014100827388
2780,United Kingdom,GBR,2043,0.14278014100827388
2781,United Kingdom,GBR,2044,0.14278014100827388
2782,United Kingdom,GBR,2045,0.14278014100827388
2783,United Kingdom,GBR,2046,0.14278014100827388
2784,United Kingdom,GBR,2047,0.14278014100827388
2785,United Kingdom,GBR,2048,0.14278014100827388
2786,United Kingdom,GBR,2049,0.14278014100827388
2787,United Kingdom,GBR,2050,0.14278014100827388
2788,Georgia,GEO,2017,0.0
2789,Georgia,GEO,2018,0.0
2790,Georgia,GEO,2019,0.0
2791,Georgia,GEO,2020,0.0
2792,Georgia,GEO,2021,0.0
2793,Georgia,GEO,2022,0.0
2794,Georgia,GEO,2023,0.0
2795,Georgia,GEO,2024,0.0
2796,Georgia,GEO,2025,0.0
2797,Georgia,GEO,2026,0.0
2798,Georgia,GEO,2027,0.0
2799,Georgia,GEO,2028,0.0
2800,Georgia,GEO,2029,0.0
2801,Georgia,GEO,2030,0.0
2802,Georgia,GEO,2031,0.0
2803,Georgia,GEO,2032,0.0
2804,Georgia,GEO,2033,0.0
2805,Georgia,GEO,2034,0.0
2806,Georgia,GEO,2035,0.0
2807,Georgia,GEO,2036,0.0
2808,Georgia,GEO,2037,0.0
2809,Georgia,GEO,2038,0.0
2810,Georgia,GEO,2039,0.0
2811,Georgia,GEO,2040,0.0
2812,Georgia,GEO,2041,0.0
2813,Georgia,GEO,2042,0.0
2814,Georgia,GEO,2043,0.0
2815,Georgia,GEO,2044,0.0
2816,Georgia,GEO,2045,0.0
2817,Georgia,GEO,2046,0.0
2818,Georgia,GEO,2047,0.0
2819,Georgia,GEO,2048,0.0
2820,Georgia,GEO,2049,0.0
2821,Georgia,GEO,2050,0.0
2822,Ghana,GHA,2017,0.09697775308733297
2823,Ghana,GHA,2018,0.09697775308733297
2824,Ghana,GHA,2019,0.09697775308733297
2825,Ghana,GHA,2020,0.09697775308733297
2826,Ghana,GHA,2021,0.09697775308733297
2827,Ghana,GHA,2022,0.09697775308733297
2828,Ghana,GHA,2023,0.09697775308733297
2829,Ghana,GHA,2024,0.09697775308733297
2830,Ghana,GHA,2025,0.09697775308733297
2831,Ghana,GHA,2026,0.09697775308733297
2832,Ghana,GHA,2027,0.09697775308733297
2833,Ghana,GHA,2028,0.09697775308733297
2834,Ghana,GHA,2029,0.09697775308733297
2835,Ghana,GHA,2030,0.09697775308733297
2836,Ghana,GHA,2031,0.09697775308733297
2837,Ghana,GHA,2032,0.09697775308733297
2838,Ghana,GHA,2033,0.09697775308733297
2839,Ghana,GHA,2034,0.09697775308733297
2840,Ghana,GHA,2035,0.09697775308733297
2841,Ghana,GHA,2036,0.09697775308733297
2842,Ghana,GHA,2037,0.09697775308733297
2843,Ghana,GHA,2038,0.09697775308733297
2844,Ghana,GHA,2039,0.09697775308733297
2845,Ghana,GHA,2040,0.09697775308733297
2846,Ghana,GHA,2041,0.09697775308733297
2847,Ghana,GHA,2042,0.09697775308733297
2848,Ghana,GHA,2043,0.09697775308733297
2849,Ghana,GHA,2044,0.09697775308733297
2850,Ghana,GHA,2045,0.09697775308733297
2851,Ghana,GHA,2046,0.09697775308733297
2852,Ghana,GHA,2047,0.09697775308733297
2853,Ghana,GHA,2048,0.09697775308733297
2854,Ghana,GHA,2049,0.09697775308733297
2855,Ghana,GHA,2050,0.09697775308733297
2856,Gibraltar,GIB,2017,0.09697775308733297
2857,Gibraltar,GIB,2018,0.09697775308733297
2858,Gibraltar,GIB,2019,0.09697775308733297
2859,Gibraltar,GIB,2020,0.09697775308733297
2860,Gibraltar,GIB,2021,0.09697775308733297
2861,Gibraltar,GIB,2022,0.09697775308733297
2862,Gibraltar,GIB,2023,0.09697775308733297
2863,Gibraltar,GIB,2024,0.09697775308733297
2864,Gibraltar,GIB,2025,0.09697775308733297
2865,Gibraltar,GIB,2026,0.09697775308733297
2866,Gibraltar,GIB,2027,0.09697775308733297
2867,Gibraltar,GIB,2028,0.09697775308733297
2868,Gibraltar,GIB,2029,0.09697775308733297
2869,Gibraltar,GIB,2030,0.09697775308733297
2870,Gibraltar,GIB,2031,0.09697775308733297
2871,Gibraltar,GIB,2032,0.09697775308733297
2872,Gibraltar,GIB,2033,0.09697775308733297
2873,Gibraltar,GIB,2034,0.09697775308733297
2874,Gibraltar,GIB,2035,0.09697775308733297
2875,Gibraltar,GIB,2036,0.09697775308733297
2876,Gibraltar,GIB,2037,0.09697775308733297
2877,Gibraltar,GIB,2038,0.09697775308733297
2878,Gibraltar,GIB,2039,0.09697775308733297
2879,Gibraltar,GIB,2040,0.09697775308733297
2880,Gibraltar,GIB,2041,0.09697775308733297
2881,Gibraltar,GIB,2042,0.09697775308733297
2882,Gibraltar,GIB,2043,0.09697775308733297
2883,Gibraltar,GIB,2044,0.09697775308733297
2884,Gibraltar,GIB,2045,0.09697775308733297
2885,Gibraltar,GIB,2046,0.09697775308733297
2886,Gibraltar,GIB,2047,0.09697775308733297
2887,Gibraltar,GIB,2048,0.09697775308733297
2888,Gibraltar,GIB,2049,0.09697775308733297
2889,Gibraltar,GIB,2050,0.09697775308733297
2890,Guinea,GIN,2017,0.09697775308733297
2891,Guinea,GIN,2018,0.09697775308733297
2892,Guinea,GIN,2019,0.09697775308733297
2893,Guinea,GIN,2020,0.09697775308733297
2894,Guinea,GIN,2021,0.09697775308733297
2895,Guinea,GIN,2022,0.09697775308733297
2896,Guinea,GIN,2023,0.09697775308733297
2897,Guinea,GIN,2024,0.09697775308733297
2898,Guinea,GIN,2025,0.09697775308733297
2899,Guinea,GIN,2026,0.09697775308733297
2900,Guinea,GIN,2027,0.09697775308733297
2901,Guinea,GIN,2028,0.09697775308733297
2902,Guinea,GIN,2029,0.09697775308733297
2903,Guinea,GIN,2030,0.09697775308733297
2904,Guinea,GIN,2031,0.09697775308733297
2905,Guinea,GIN,2032,0.09697775308733297
2906,Guinea,GIN,2033,0.09697775308733297
2907,Guinea,GIN,2034,0.09697775308733297
2908,Guinea,GIN,2035,0.09697775308733297
2909,Guinea,GIN,2036,0.09697775308733297
2910,Guinea,GIN,2037,0.09697775308733297
2911,Guinea,GIN,2038,0.09697775308733297
2912,Guinea,GIN,2039,0.09697775308733297
2913,Guinea,GIN,2040,0.09697775308733297
2914,Guinea,GIN,2041,0.09697775308733297
2915,Guinea,GIN,2042,0.09697775308733297
2916,Guinea,GIN,2043,0.09697775308733297
2917,Guinea,GIN,2044,0.09697775308733297
2918,Guinea,GIN,2045,0.09697775308733297
2919,Guinea,GIN,2046,0.09697775308733297
2920,Guinea,GIN,2047,0.09697775308733297
2921,Guinea,GIN,2048,0.09697775308733297
2922,Guinea,GIN,2049,0.09697775308733297
2923,Guinea,GIN,2050,0.09697775308733297
2924,"Gambia, The",GMB,2017,0.09697775308733297
2925,"Gambia, The",GMB,2018,0.09697775308733297
2926,"Gambia, The",GMB,2019,0.09697775308733297
2927,"Gambia, The",GMB,2020,0.09697775308733297
2928,"Gambia, The",GMB,2021,0.09697775308733297
2929,"Gambia, The",GMB,2022,0.09697775308733297
2930,"Gambia, The",GMB,2023,0.09697775308733297
2931,"Gambia, The",GMB,2024,0.09697775308733297
2932,"Gambia, The",GMB,2025,0.09697775308733297
2933,"Gambia, The",GMB,2026,0.09697775308733297
2934,"Gambia, The",GMB,2027,0.09697775308733297
2935,"Gambia, The",GMB,2028,0.09697775308733297
2936,"Gambia, The",GMB,2029,0.09697775308733297
2937,"Gambia, The",GMB,2030,0.09697775308733297
2938,"Gambia, The",GMB,2031,0.09697775308733297
2939,"Gambia, The",GMB,2032,0.09697775308733297
2940,"Gambia, The",GMB,2033,0.09697775308733297
2941,"Gambia, The",GMB,2034,0.09697775308733297
2942,"Gambia, The",GMB,2035,0.09697775308733297
2943,"Gambia, The",GMB,2036,0.09697775308733297
2944,"Gambia, The",GMB,2037,0.09697775308733297
2945,"Gambia, The",GMB,2038,0.09697775308733297
2946,"Gambia, The",GMB,2039,0.09697775308733297
2947,"Gambia, The",GMB,2040,0.09697775308733297
2948,"Gambia, The",GMB,2041,0.09697775308733297
2949,"Gambia, The",GMB,2042,0.09697775308733297
2950,"Gambia, The",GMB,2043,0.09697775308733297
2951,"Gambia, The",GMB,2044,0.09697775308733297
2952,"Gambia, The",GMB,2045,0.09697775308733297
2953,"Gambia, The",GMB,2046,0.09697775308733297
2954,"Gambia, The",GMB,2047,0.09697775308733297
2955,"Gambia, The",GMB,2048,0.09697775308733297
2956,"Gambia, The",GMB,2049,0.09697775308733297
2957,"Gambia, The",GMB,2050,0.09697775308733297
2958,Guinea-Bissau,GNB,2017,0.09697775308733297
2959,Guinea-Bissau,GNB,2018,0.09697775308733297
2960,Guinea-Bissau,GNB,2019,0.09697775308733297
2961,Guinea-Bissau,GNB,2020,0.09697775308733297
2962,Guinea-Bissau,GNB,2021,0.09697775308733297
2963,Guinea-Bissau,GNB,2022,0.09697775308733297
2964,Guinea-Bissau,GNB,2023,0.09697775308733297
2965,Guinea-Bissau,GNB,2024,0.09697775308733297
2966,Guinea-Bissau,GNB,2025,0.09697775308733297
2967,Guinea-Bissau,GNB,2026,0.09697775308733297
2968,Guinea-Bissau,GNB,2027,0.09697775308733297
2969,Guinea-Bissau,GNB,2028,0.09697775308733297
2970,Guinea-Bissau,GNB,2029,0.09697775308733297
2971,Guinea-Bissau,GNB,2030,0.09697775308733297
2972,Guinea-Bissau,GNB,2031,0.09697775308733297
2973,Guinea-Bissau,GNB,2032,0.09697775308733297
2974,Guinea-Bissau,GNB,2033,0.09697775308733297
2975,Guinea-Bissau,GNB,2034,0.09697775308733297
2976,Guinea-Bissau,GNB,2035,0.09697775308733297
2977,Guinea-Bissau,GNB,2036,0.09697775308733297
2978,Guinea-Bissau,GNB,2037,0.09697775308733297
2979,Guinea-Bissau,GNB,2038,0.09697775308733297
2980,Guinea-Bissau,GNB,2039,0.09697775308733297
2981,Guinea-Bissau,GNB,2040,0.09697775308733297
2982,Guinea-Bissau,GNB,2041,0.09697775308733297
2983,Guinea-Bissau,GNB,2042,0.09697775308733297
2984,Guinea-Bissau,GNB,2043,0.09697775308733297
2985,Guinea-Bissau,GNB,2044,0.09697775308733297
2986,Guinea-Bissau,GNB,2045,0.09697775308733297
2987,Guinea-Bissau,GNB,2046,0.09697775308733297
2988,Guinea-Bissau,GNB,2047,0.09697775308733297
2989,Guinea-Bissau,GNB,2048,0.09697775308733297
2990,Guinea-Bissau,GNB,2049,0.09697775308733297
2991,Guinea-Bissau,GNB,2050,0.09697775308733297
2992,Equatorial Guinea,GNQ,2017,0.09697775308733297
2993,Equatorial Guinea,GNQ,2018,0.09697775308733297
2994,Equatorial Guinea,GNQ,2019,0.09697775308733297
2995,Equatorial Guinea,GNQ,2020,0.09697775308733297
2996,Equatorial Guinea,GNQ,2021,0.09697775308733297
2997,Equatorial Guinea,GNQ,2022,0.09697775308733297
2998,Equatorial Guinea,GNQ,2023,0.09697775308733297
2999,Equatorial Guinea,GNQ,2024,0.09697775308733297
3000,Equatorial Guinea,GNQ,2025,0.09697775308733297
3001,Equatorial Guinea,GNQ,2026,0.09697775308733297
3002,Equatorial Guinea,GNQ,2027,0.09697775308733297
3003,Equatorial Guinea,GNQ,2028,0.09697775308733297
3004,Equatorial Guinea,GNQ,2029,0.09697775308733297
3005,Equatorial Guinea,GNQ,2030,0.09697775308733297
3006,Equatorial Guinea,GNQ,2031,0.09697775308733297
3007,Equatorial Guinea,GNQ,2032,0.09697775308733297
3008,Equatorial Guinea,GNQ,2033,0.09697775308733297
3009,Equatorial Guinea,GNQ,2034,0.09697775308733297
3010,Equatorial Guinea,GNQ,2035,0.09697775308733297
3011,Equatorial Guinea,GNQ,2036,0.09697775308733297
3012,Equatorial Guinea,GNQ,2037,0.09697775308733297
3013,Equatorial Guinea,GNQ,2038,0.09697775308733297
3014,Equatorial Guinea,GNQ,2039,0.09697775308733297
3015,Equatorial Guinea,GNQ,2040,0.09697775308733297
3016,Equatorial Guinea,GNQ,2041,0.09697775308733297
3017,Equatorial Guinea,GNQ,2042,0.09697775308733297
3018,Equatorial Guinea,GNQ,2043,0.09697775308733297
3019,Equatorial Guinea,GNQ,2044,0.09697775308733297
3020,Equatorial Guinea,GNQ,2045,0.09697775308733297
3021,Equatorial Guinea,GNQ,2046,0.09697775308733297
3022,Equatorial Guinea,GNQ,2047,0.09697775308733297
3023,Equatorial Guinea,GNQ,2048,0.09697775308733297
3024,Equatorial Guinea,GNQ,2049,0.09697775308733297
3025,Equatorial Guinea,GNQ,2050,0.09697775308733297
3026,Greece,GRC,2017,0.0
3027,Greece,GRC,2018,0.0
3028,Greece,GRC,2019,0.0
3029,Greece,GRC,2020,0.0
3030,Greece,GRC,2021,0.0
3031,Greece,GRC,2022,0.0
3032,Greece,GRC,2023,0.0
3033,Greece,GRC,2024,0.0
3034,Greece,GRC,2025,0.0
3035,Greece,GRC,2026,0.0
3036,Greece,GRC,2027,0.0
3037,Greece,GRC,2028,0.0
3038,Greece,GRC,2029,0.0
3039,Greece,GRC,2030,0.0
3040,Greece,GRC,2031,0.0
3041,Greece,GRC,2032,0.0
3042,Greece,GRC,2033,0.0
3043,Greece,GRC,2034,0.0
3044,Greece,GRC,2035,0.0
3045,Greece,GRC,2036,0.0
3046,Greece,GRC,2037,0.0
3047,Greece,GRC,2038,0.0
3048,Greece,GRC,2039,0.0
3049,Greece,GRC,2040,0.0
3050,Greece,GRC,2041,0.0
3051,Greece,GRC,2042,0.0
3052,Greece,GRC,2043,0.0
3053,Greece,GRC,2044,0.0
3054,Greece,GRC,2045,0.0
3055,Greece,GRC,2046,0.0
3056,Greece,GRC,2047,0.0
3057,Greece,GRC,2048,0.0
3058,Greece,GRC,2049,0.0
3059,Greece,GRC,2050,0.0
3060,Grenada,GRD,2017,0.09697775308733297
3061,Grenada,GRD,2018,0.09697775308733297
3062,Grenada,GRD,2019,0.09697775308733297
3063,Grenada,GRD,2020,0.09697775308733297
3064,Grenada,GRD,2021,0.09697775308733297
3065,Grenada,GRD,2022,0.09697775308733297
3066,Grenada,GRD,2023,0.09697775308733297
3067,Grenada,GRD,2024,0.09697775308733297
3068,Grenada,GRD,2025,0.09697775308733297
3069,Grenada,GRD,2026,0.09697775308733297
3070,Grenada,GRD,2027,0.09697775308733297
3071,Grenada,GRD,2028,0.09697775308733297
3072,Grenada,GRD,2029,0.09697775308733297
3073,Grenada,GRD,2030,0.09697775308733297
3074,Grenada,GRD,2031,0.09697775308733297
3075,Grenada,GRD,2032,0.09697775308733297
3076,Grenada,GRD,2033,0.09697775308733297
3077,Grenada,GRD,2034,0.09697775308733297
3078,Grenada,GRD,2035,0.09697775308733297
3079,Grenada,GRD,2036,0.09697775308733297
3080,Grenada,GRD,2037,0.09697775308733297
3081,Grenada,GRD,2038,0.09697775308733297
3082,Grenada,GRD,2039,0.09697775308733297
3083,Grenada,GRD,2040,0.09697775308733297
3084,Grenada,GRD,2041,0.09697775308733297
3085,Grenada,GRD,2042,0.09697775308733297
3086,Grenada,GRD,2043,0.09697775308733297
3087,Grenada,GRD,2044,0.09697775308733297
3088,Grenada,GRD,2045,0.09697775308733297
