,Nation,iso_code3,Year,frac_trns_mtkm_dem_freight_water_borne
4181,Kyrgyz Republic,KGZ,2050,0.09697775308733297
4182,Cambodia,KHM,2017,0.09697775308733297
4183,Cambodia,KHM,2018,0.09697775308733297
4184,Cambodia,KHM,2019,0.09697775308733297
4185,Cambodia,KHM,2020,0.09697775308733297
4186,Cambodia,KHM,2021,0.09697775308733297
4187,Cambodia,KHM,2022,0.09697775308733297
4188,Cambodia,KHM,2023,0.09697775308733297
4189,Cambodia,KHM,2024,0.09697775308733297
4190,Cambodia,KHM,2025,0.09697775308733297
4191,Cambodia,KHM,2026,0.09697775308733297
4192,Cambodia,KHM,2027,0.09697775308733297
4193,Cambodia,KHM,2028,0.09697775308733297
4194,Cambodia,KHM,2029,0.09697775308733297
4195,Cambodia,KHM,2030,0.09697775308733297
4196,Cambodia,KHM,2031,0.09697775308733297
4197,Cambodia,KHM,2032,0.09697775308733297
4198,Cambodia,KHM,2033,0.09697775308733297
4199,Cambodia,KHM,2034,0.09697775308733297
4200,Cambodia,KHM,2035,0.09697775308733297
4201,Cambodia,KHM,2036,0.09697775308733297
4202,Cambodia,KHM,2037,0.09697775308733297
4203,Cambodia,KHM,2038,0.09697775308733297
4204,Cambodia,KHM,2039,0.09697775308733297
4205,Cambodia,KHM,2040,0.09697775308733297
4206,Cambodia,KHM,2041,0.09697775308733297
4207,Cambodia,KHM,2042,0.09697775308733297
4208,Cambodia,KHM,2043,0.09697775308733297
4209,Cambodia,KHM,2044,0.09697775308733297
4210,Cambodia,KHM,2045,0.09697775308733297
4211,Cambodia,KHM,2046,0.09697775308733297
4212,Cambodia,KHM,2047,0.09697775308733297
4213,Cambodia,KHM,2048,0.09697775308733297
4214,Cambodia,KHM,2049,0.09697775308733297
4215,Cambodia,KHM,2050,0.09697775308733297
4216,Kiribati,KIR,2017,0.09697775308733297
4217,Kiribati,KIR,2018,0.09697775308733297
4218,Kiribati,KIR,2019,0.09697775308733297
4219,Kiribati,KIR,2020,0.09697775308733297
4220,Kiribati,KIR,2021,0.09697775308733297
4221,Kiribati,KIR,2022,0.09697775308733297
4222,Kiribati,KIR,2023,0.09697775308733297
4223,Kiribati,KIR,2024,0.09697775308733297
4224,Kiribati,KIR,2025,0.09697775308733297
4225,Kiribati,KIR,2026,0.09697775308733297
4226,Kiribati,KIR,2027,0.09697775308733297
4227,Kiribati,KIR,2028,0.09697775308733297
4228,Kiribati,KIR,2029,0.09697775308733297
4229,Kiribati,KIR,2030,0.09697775308733297
4230,Kiribati,KIR,2031,0.09697775308733297
4231,Kiribati,KIR,2032,0.09697775308733297
4232,Kiribati,KIR,2033,0.09697775308733297
4233,Kiribati,KIR,2034,0.09697775308733297
4234,Kiribati,KIR,2035,0.09697775308733297
4235,Kiribati,KIR,2036,0.09697775308733297
4236,Kiribati,KIR,2037,0.09697775308733297
4237,Kiribati,KIR,2038,0.09697775308733297
4238,Kiribati,KIR,2039,0.09697775308733297
4239,Kiribati,KIR,2040,0.09697775308733297
4240,Kiribati,KIR,2041,0.09697775308733297
4241,Kiribati,KIR,2042,0.09697775308733297
4242,Kiribati,KIR,2043,0.09697775308733297
4243,Kiribati,KIR,2044,0.09697775308733297
4244,Kiribati,KIR,2045,0.09697775308733297
4245,Kiribati,KIR,2046,0.09697775308733297
4246,Kiribati,KIR,2047,0.09697775308733297
4247,Kiribati,KIR,2048,0.09697775308733297
4248,Kiribati,KIR,2049,0.09697775308733297
4249,Kiribati,KIR,2050,0.09697775308733297
4250,St. Kitts and Nevis,KNA,2017,0.09697775308733297
4251,St. Kitts and Nevis,KNA,2018,0.09697775308733297
4252,St. Kitts and Nevis,KNA,2019,0.09697775308733297
4253,St. Kitts and Nevis,KNA,2020,0.09697775308733297
4254,St. Kitts and Nevis,KNA,2021,0.09697775308733297
4255,St. Kitts and Nevis,KNA,2022,0.09697775308733297
4256,St. Kitts and Nevis,KNA,2023,0.09697775308733297
4257,St. Kitts and Nevis,KNA,2024,0.09697775308733297
4258,St. Kitts and Nevis,KNA,2025,0.09697775308733297
4259,St. Kitts and Nevis,KNA,2026,0.09697775308733297
4260,St. Kitts and Nevis,KNA,2027,0.09697775308733297
4261,St. Kitts and Nevis,KNA,2028,0.09697775308733297
4262,St. Kitts and Nevis,KNA,2029,0.09697775308733297
4263,St. Kitts and Nevis,KNA,2030,0.09697775308733297
4264,St. Kitts and Nevis,KNA,2031,0.09697775308733297
4265,St. Kitts and Nevis,KNA,2032,0.09697775308733297
4266,St. Kitts and Nevis,KNA,2033,0.09697775308733297
4267,St. Kitts and Nevis,KNA,2034,0.09697775308733297
4268,St. Kitts and Nevis,KNA,2035,0.09697775308733297
4269,St. Kitts and Nevis,KNA,2036,0.09697775308733297
4270,St. Kitts and Nevis,KNA,2037,0.09697775308733297
4271,St. Kitts and Nevis,KNA,2038,0.09697775308733297
4272,St. Kitts and Nevis,KNA,2039,0.09697775308733297
4273,St. Kitts and Nevis,KNA,2040,0.09697775308733297
4274,St. Kitts and Nevis,KNA,2041,0.09697775308733297
4275,St. Kitts and Nevis,KNA,2042,0.09697775308733297
4276,St. Kitts and Nevis,KNA,2043,0.09697775308733297
4277,St. Kitts and Nevis,KNA,2044,0.09697775308733297
4278,St. Kitts and Nevis,KNA,2045,0.09697775308733297
4279,St. Kitts and Nevis,KNA,2046,0.09697775308733297
4280,St. Kitts and Nevis,KNA,2047,0.09697775308733297
4281,St. Kitts and Nevis,KNA,2048,0.09697775308733297
4282,St. Kitts and Nevis,KNA,2049,0.09697775308733297
4283,St. Kitts and Nevis,KNA,2050,0.09697775308733297
4284,"Korea, Rep.",KOR,2017,0.20494828702499598
4285,"Korea, Rep.",KOR,2018,0.20494828702499598
4286,"Korea, Rep.",KOR,2019,0.20494828702499598
4287,"Korea, Rep.",KOR,2020,0.20494828702499598
4288,"Korea, Rep.",KOR,2021,0.20494828702499598
4289,"Korea, Rep.",KOR,2022,0.20494828702499598
4290,"Korea, Rep.",KOR,2023,0.20494828702499598
4291,"Korea, Rep.",KOR,2024,0.20494828702499598
4292,"Korea, Rep.",KOR,2025,0.20494828702499598
4293,"Korea, Rep.",KOR,2026,0.20494828702499598
4294,"Korea, Rep.",KOR,2027,0.20494828702499598
4295,"Korea, Rep.",KOR,2028,0.20494828702499598
4296,"Korea, Rep.",KOR,2029,0.20494828702499598
4297,"Korea, Rep.",KOR,2030,0.20494828702499598
4298,"Korea, Rep.",KOR,2031,0.20494828702499598
4299,"Korea, Rep.",KOR,2032,0.20494828702499598
4300,"Korea, Rep.",KOR,2033,0.20494828702499598
4301,"Korea, Rep.",KOR,2034,0.20494828702499598
4302,"Korea, Rep.",KOR,2035,0.20494828702499598
4303,"Korea, Rep.",KOR,2036,0.20494828702499598
4304,"Korea, Rep.",KOR,2037,0.20494828702499598
4305,"Korea, Rep.",KOR,2038,0.20494828702499598
4306,"Korea, Rep.",KOR,2039,0.20494828702499598
4307,"Korea, Rep.",KOR,2040,0.20494828702499598
4308,"Korea, Rep.",KOR,2041,0.20494828702499598
4309,"Korea, Rep.",KOR,2042,0.20494828702499598
4310,"Korea, Rep.",KOR,2043,0.20494828702499598
4311,"Korea, Rep.",KOR,2044,0.20494828702499598
4312,"Korea, Rep.",KOR,2045,0.20494828702499598
4313,"Korea, Rep.",KOR,2046,0.20494828702499598
4314,"Korea, Rep.",KOR,2047,0.20494828702499598
4315,"Korea, Rep.",KOR,2048,0.20494828702499598
4316,"Korea, Rep.",KOR,2049,0.20494828702499598
4317,"Korea, Rep.",KOR,2050,0.20494828702499598
4318,Kuwait,KWT,2017,0.09697775308733297
4319,Kuwait,KWT,2018,0.09697775308733297
4320,Kuwait,KWT,2019,0.09697775308733297
4321,Kuwait,KWT,2020,0.09697775308733297
4322,Kuwait,KWT,2021,0.09697775308733297
4323,Kuwait,KWT,2022,0.09697775308733297
4324,Kuwait,KWT,2023,0.09697775308733297
4325,Kuwait,KWT,2024,0.09697775308733297
4326,Kuwait,KWT,2025,0.09697775308733297
4327,Kuwait,KWT,2026,0.09697775308733297
4328,Kuwait,KWT,2027,0.09697775308733297
4329,Kuwait,KWT,2028,0.09697775308733297
4330,Kuwait,KWT,2029,0.09697775308733297
4331,Kuwait,KWT,2030,0.09697775308733297
4332,Kuwait,KWT,2031,0.09697775308733297
4333,Kuwait,KWT,2032,0.09697775308733297
4334,Kuwait,KWT,2033,0.09697775308733297
4335,Kuwait,KWT,2034,0.09697775308733297
4336,Kuwait,KWT,2035,0.09697775308733297
4337,Kuwait,KWT,2036,0.09697775308733297
4338,Kuwait,KWT,2037,0.09697775308733297
4339,Kuwait,KWT,2038,0.09697775308733297
4340,Kuwait,KWT,2039,0.09697775308733297
4341,Kuwait,KWT,2040,0.09697775308733297
4342,Kuwait,KWT,2041,0.09697775308733297
4343,Kuwait,KWT,2042,0.09697775308733297
4344,Kuwait,KWT,2043,0.09697775308733297
4345,Kuwait,KWT,2044,0.09697775308733297
4346,Kuwait,KWT,2045,0.09697775308733297
4347,Kuwait,KWT,2046,0.09697775308733297
4348,Kuwait,KWT,2047,0.09697775308733297
4349,Kuwait,KWT,2048,0.09697775308733297
4350,Kuwait,KWT,2049,0.09697775308733297
4351,Kuwait,KWT,2050,0.09697775308733297
4352,Latin America & Caribbean (excluding high income),LAC,2017,0.09697775308733297
4353,Latin America & Caribbean (excluding high income),LAC,2018,0.09697775308733297
4354,Latin America & Caribbean (excluding high income),LAC,2019,0.09697775308733297
4355,Latin America & Caribbean (excluding high income),LAC,2020,0.09697775308733297
4356,Latin America & Caribbean (excluding high income),LAC,2021,0.09697775308733297
4357,Latin America & Caribbean (excluding high income),LAC,2022,0.09697775308733297
4358,Latin America & Caribbean (excluding high income),LAC,2023,0.09697775308733297
4359,Latin America & Caribbean (excluding high income),LAC,2024,0.09697775308733297
4360,Latin America & Caribbean (excluding high income),LAC,2025,0.09697775308733297
4361,Latin America & Caribbean (excluding high income),LAC,2026,0.09697775308733297
4362,Latin America & Caribbean (excluding high income),LAC,2027,0.09697775308733297
4363,Latin America & Caribbean (excluding high income),LAC,2028,0.09697775308733297
4364,Latin America & Caribbean (excluding high income),LAC,2029,0.09697775308733297
4365,Latin America & Caribbean (excluding high income),LAC,2030,0.09697775308733297
4366,Latin America & Caribbean (excluding high income),LAC,2031,0.09697775308733297
4367,Latin America & Caribbean (excluding high income),LAC,2032,0.09697775308733297
4368,Latin America & Caribbean (excluding high income),LAC,2033,0.09697775308733297
4369,Latin America & Caribbean (excluding high income),LAC,2034,0.09697775308733297
4370,Latin America & Caribbean (excluding high income),LAC,2035,0.09697775308733297
4371,Latin America & Caribbean (excluding high income),LAC,2036,0.09697775308733297
4372,Latin America & Caribbean (excluding high income),LAC,2037,0.09697775308733297
4373,Latin America & Caribbean (excluding high income),LAC,2038,0.09697775308733297
4374,Latin America & Caribbean (excluding high income),LAC,2039,0.09697775308733297
4375,Latin America & Caribbean (excluding high income),LAC,2040,0.09697775308733297
4376,Latin America & Caribbean (excluding high income),LAC,2041,0.09697775308733297
4377,Latin America & Caribbean (excluding high income),LAC,2042,0.09697775308733297
4378,Latin America & Caribbean (excluding high income),LAC,2043,0.09697775308733297
4379,Latin America & Caribbean (excluding high income),LAC,2044,0.09697775308733297
4380,Latin America & Caribbean (excluding high income),LAC,2045,0.09697775308733297
4381,Latin America & Caribbean (excluding high income),LAC,2046,0.09697775308733297
4382,Latin America & Caribbean (excluding high income),LAC,2047,0.09697775308733297
4383,Latin America & Caribbean (excluding high income),LAC,2048,0.09697775308733297
4384,Latin America & Caribbean (excluding high income),LAC,2049,0.09697775308733297
4385,Latin America & Caribbean (excluding high income),LAC,2050,0.09697775308733297
4386,Lao PDR,LAO,2017,0.09697775308733297
4387,Lao PDR,LAO,2018,0.09697775308733297
4388,Lao PDR,LAO,2019,0.09697775308733297
4389,Lao PDR,LAO,2020,0.09697775308733297
4390,Lao PDR,LAO,2021,0.09697775308733297
4391,Lao PDR,LAO,2022,0.09697775308733297
4392,Lao PDR,LAO,2023,0.09697775308733297
4393,Lao PDR,LAO,2024,0.09697775308733297
4394,Lao PDR,LAO,2025,0.09697775308733297
4395,Lao PDR,LAO,2026,0.09697775308733297
4396,Lao PDR,LAO,2027,0.09697775308733297
4397,Lao PDR,LAO,2028,0.09697775308733297
4398,Lao PDR,LAO,2029,0.09697775308733297
4399,Lao PDR,LAO,2030,0.09697775308733297
4400,Lao PDR,LAO,2031,0.09697775308733297
4401,Lao PDR,LAO,2032,0.09697775308733297
4402,Lao PDR,LAO,2033,0.09697775308733297
4403,Lao PDR,LAO,2034,0.09697775308733297
4404,Lao PDR,LAO,2035,0.09697775308733297
4405,Lao PDR,LAO,2036,0.09697775308733297
4406,Lao PDR,LAO,2037,0.09697775308733297
4407,Lao PDR,LAO,2038,0.09697775308733297
4408,Lao PDR,LAO,2039,0.09697775308733297
4409,Lao PDR,LAO,2040,0.09697775308733297
4410,Lao PDR,LAO,2041,0.09697775308733297
4411,Lao PDR,LAO,2042,0.09697775308733297
4412,Lao PDR,LAO,2043,0.09697775308733297
4413,Lao PDR,LAO,2044,0.09697775308733297
4414,Lao PDR,LAO,2045,0.09697775308733297
4415,Lao PDR,LAO,2046,0.09697775308733297
4416,Lao PDR,LAO,2047,0.09697775308733297
4417,Lao PDR,LAO,2048,0.09697775308733297
4418,Lao PDR,LAO,2049,0.09697775308733297
4419,Lao PDR,LAO,2050,0.09697775308733297
4420,Lebanon,LBN,2017,0.09697775308733297
4421,Lebanon,LBN,2018,0.09697775308733297
4422,Lebanon,LBN,2019,0.09697775308733297
4423,Lebanon,LBN,2020,0.09697775308733297
4424,Lebanon,LBN,2021,0.09697775308733297
4425,Lebanon,LBN,2022,0.09697775308733297
4426,Lebanon,LBN,2023,0.09697775308733297
4427,Lebanon,LBN,2024,0.09697775308733297
4428,Lebanon,LBN,2025,0.09697775308733297
4429,Lebanon,LBN,2026,0.09697775308733297
4430,Lebanon,LBN,2027,0.09697775308733297
4431,Lebanon,LBN,2028,0.09697775308733297
4432,Lebanon,LBN,2029,0.09697775308733297
4433,Lebanon,LBN,2030,0.09697775308733297
4434,Lebanon,LBN,2031,0.09697775308733297
4435,Lebanon,LBN,2032,0.09697775308733297
4436,Lebanon,LBN,2033,0.09697775308733297
4437,Lebanon,LBN,2034,0.09697775308733297
4438,Lebanon,LBN,2035,0.09697775308733297
4439,Lebanon,LBN,2036,0.09697775308733297
4440,Lebanon,LBN,2037,0.09697775308733297
4441,Lebanon,LBN,2038,0.09697775308733297
4442,Lebanon,LBN,2039,0.09697775308733297
4443,Lebanon,LBN,2040,0.09697775308733297
4444,Lebanon,LBN,2041,0.09697775308733297
4445,Lebanon,LBN,2042,0.09697775308733297
4446,Lebanon,LBN,2043,0.09697775308733297
4447,Lebanon,LBN,2044,0.09697775308733297
4448,Lebanon,LBN,2045,0.09697775308733297
4449,Lebanon,LBN,2046,0.09697775308733297
4450,Lebanon,LBN,2047,0.09697775308733297
4451,Lebanon,LBN,2048,0.09697775308733297
4452,Lebanon,LBN,2049,0.09697775308733297
4453,Lebanon,LBN,2050,0.09697775308733297
4454,Liberia,LBR,2017,0.09697775308733297
4455,Liberia,LBR,2018,0.09697775308733297
4456,Liberia,LBR,2019,0.09697775308733297
4457,Liberia,LBR,2020,0.09697775308733297
4458,Liberia,LBR,2021,0.09697775308733297
4459,Liberia,LBR,2022,0.09697775308733297
4460,Liberia,LBR,2023,0.09697775308733297
4461,Liberia,LBR,2024,0.09697775308733297
4462,Liberia,LBR,2025,0.09697775308733297
4463,Liberia,LBR,2026,0.09697775308733297
4464,Liberia,LBR,2027,0.09697775308733297
4465,Liberia,LBR,2028,0.09697775308733297
4466,Liberia,LBR,2029,0.09697775308733297
4467,Liberia,LBR,2030,0.09697775308733297
4468,Liberia,LBR,2031,0.09697775308733297
4469,Liberia,LBR,2032,0.09697775308733297
4470,Liberia,LBR,2033,0.09697775308733297
4471,Liberia,LBR,2034,0.09697775308733297
4472,Liberia,LBR,2035,0.09697775308733297
4473,Liberia,LBR,2036,0.09697775308733297
4474,Liberia,LBR,2037,0.09697775308733297
4475,Liberia,LBR,2038,0.09697775308733297
4476,Liberia,LBR,2039,0.09697775308733297
4477,Liberia,LBR,2040,0.09697775308733297
4478,Liberia,LBR,2041,0.09697775308733297
4479,Liberia,LBR,2042,0.09697775308733297
4480,Liberia,LBR,2043,0.09697775308733297
4481,Liberia,LBR,2044,0.09697775308733297
4482,Liberia,LBR,2045,0.09697775308733297
4483,Liberia,LBR,2046,0.09697775308733297
4484,Liberia,LBR,2047,0.09697775308733297
4485,Liberia,LBR,2048,0.09697775308733297
4486,Liberia,LBR,2049,0.09697775308733297
4487,Liberia,LBR,2050,0.09697775308733297
4488,Libya,LBY,2017,0.09697775308733297
4489,Libya,LBY,2018,0.09697775308733297
4490,Libya,LBY,2019,0.09697775308733297
4491,Libya,LBY,2020,0.09697775308733297
4492,Libya,LBY,2021,0.09697775308733297
4493,Libya,LBY,2022,0.09697775308733297
4494,Libya,LBY,2023,0.09697775308733297
4495,Libya,LBY,2024,0.09697775308733297
4496,Libya,LBY,2025,0.09697775308733297
4497,Libya,LBY,2026,0.09697775308733297
4498,Libya,LBY,2027,0.09697775308733297
4499,Libya,LBY,2028,0.09697775308733297
4500,Libya,LBY,2029,0.09697775308733297
4501,Libya,LBY,2030,0.09697775308733297
4502,Libya,LBY,2031,0.09697775308733297
4503,Libya,LBY,2032,0.09697775308733297
4504,Libya,LBY,2033,0.09697775308733297
4505,Libya,LBY,2034,0.09697775308733297
4506,Libya,LBY,2035,0.09697775308733297
4507,Libya,LBY,2036,0.09697775308733297
4508,Libya,LBY,2037,0.09697775308733297
4509,Libya,LBY,2038,0.09697775308733297
4510,Libya,LBY,2039,0.09697775308733297
4511,Libya,LBY,2040,0.09697775308733297
4512,Libya,LBY,2041,0.09697775308733297
4513,Libya,LBY,2042,0.09697775308733297
4514,Libya,LBY,2043,0.09697775308733297
4515,Libya,LBY,2044,0.09697775308733297
4516,Libya,LBY,2045,0.09697775308733297
4517,Libya,LBY,2046,0.09697775308733297
4518,Libya,LBY,2047,0.09697775308733297
4519,Libya,LBY,2048,0.09697775308733297
4520,Libya,LBY,2049,0.09697775308733297
4521,Libya,LBY,2050,0.09697775308733297
4522,St. Lucia,LCA,2017,0.09697775308733297
4523,St. Lucia,LCA,2018,0.09697775308733297
4524,St. Lucia,LCA,2019,0.09697775308733297
4525,St. Lucia,LCA,2020,0.09697775308733297
4526,St. Lucia,LCA,2021,0.09697775308733297
4527,St. Lucia,LCA,2022,0.09697775308733297
4528,St. Lucia,LCA,2023,0.09697775308733297
4529,St. Lucia,LCA,2024,0.09697775308733297
4530,St. Lucia,LCA,2025,0.09697775308733297
4531,St. Lucia,LCA,2026,0.09697775308733297
4532,St. Lucia,LCA,2027,0.09697775308733297
4533,St. Lucia,LCA,2028,0.09697775308733297
4534,St. Lucia,LCA,2029,0.09697775308733297
4535,St. Lucia,LCA,2030,0.09697775308733297
4536,St. Lucia,LCA,2031,0.09697775308733297
4537,St. Lucia,LCA,2032,0.09697775308733297
4538,St. Lucia,LCA,2033,0.09697775308733297
4539,St. Lucia,LCA,2034,0.09697775308733297
4540,St. Lucia,LCA,2035,0.09697775308733297
4541,St. Lucia,LCA,2036,0.09697775308733297
4542,St. Lucia,LCA,2037,0.09697775308733297
4543,St. Lucia,LCA,2038,0.09697775308733297
4544,St. Lucia,LCA,2039,0.09697775308733297
4545,St. Lucia,LCA,2040,0.09697775308733297
4546,St. Lucia,LCA,2041,0.09697775308733297
4547,St. Lucia,LCA,2042,0.09697775308733297
4548,St. Lucia,LCA,2043,0.09697775308733297
4549,St. Lucia,LCA,2044,0.09697775308733297
4550,St. Lucia,LCA,2045,0.09697775308733297
4551,St. Lucia,LCA,2046,0.09697775308733297
4552,St. Lucia,LCA,2047,0.09697775308733297
4553,St. Lucia,LCA,2048,0.09697775308733297
4554,St. Lucia,LCA,2049,0.09697775308733297
4555,St. Lucia,LCA,2050,0.09697775308733297
4556,Latin America & Caribbean,LCN,2017,0.09697775308733297
4557,Latin America & Caribbean,LCN,2018,0.09697775308733297
4558,Latin America & Caribbean,LCN,2019,0.09697775308733297
4559,Latin America & Caribbean,LCN,2020,0.09697775308733297
4560,Latin America & Caribbean,LCN,2021,0.09697775308733297
4561,Latin America & Caribbean,LCN,2022,0.09697775308733297
4562,Latin America & Caribbean,LCN,2023,0.09697775308733297
4563,Latin America & Caribbean,LCN,2024,0.09697775308733297
4564,Latin America & Caribbean,LCN,2025,0.09697775308733297
4565,Latin America & Caribbean,LCN,2026,0.09697775308733297
4566,Latin America & Caribbean,LCN,2027,0.09697775308733297
4567,Latin America & Caribbean,LCN,2028,0.09697775308733297
4568,Latin America & Caribbean,LCN,2029,0.09697775308733297
4569,Latin America & Caribbean,LCN,2030,0.09697775308733297
4570,Latin America & Caribbean,LCN,2031,0.09697775308733297
4571,Latin America & Caribbean,LCN,2032,0.09697775308733297
4572,Latin America & Caribbean,LCN,2033,0.09697775308733297
4573,Latin America & Caribbean,LCN,2034,0.09697775308733297
4574,Latin America & Caribbean,LCN,2035,0.09697775308733297
4575,Latin America & Caribbean,LCN,2036,0.09697775308733297
4576,Latin America & Caribbean,LCN,2037,0.09697775308733297
4577,Latin America & Caribbean,LCN,2038,0.09697775308733297
4578,Latin America & Caribbean,LCN,2039,0.09697775308733297
4579,Latin America & Caribbean,LCN,2040,0.09697775308733297
4580,Latin America & Caribbean,LCN,2041,0.09697775308733297
4581,Latin America & Caribbean,LCN,2042,0.09697775308733297
4582,Latin America & Caribbean,LCN,2043,0.09697775308733297
4583,Latin America & Caribbean,LCN,2044,0.09697775308733297
4584,Latin America & Caribbean,LCN,2045,0.09697775308733297
4585,Latin America & Caribbean,LCN,2046,0.09697775308733297
4586,Latin America & Caribbean,LCN,2047,0.09697775308733297
4587,Latin America & Caribbean,LCN,2048,0.09697775308733297
4588,Latin America & Caribbean,LCN,2049,0.09697775308733297
4589,Latin America & Caribbean,LCN,2050,0.09697775308733297
4590,Least developed countries: UN classification,LDC,2017,0.09697775308733297
4591,Least developed countries: UN classification,LDC,2018,0.09697775308733297
4592,Least developed countries: UN classification,LDC,2019,0.09697775308733297
4593,Least developed countries: UN classification,LDC,2020,0.09697775308733297
4594,Least developed countries: UN classification,LDC,2021,0.09697775308733297
4595,Least developed countries: UN classification,LDC,2022,0.09697775308733297
4596,Least developed countries: UN classification,LDC,2023,0.09697775308733297
4597,Least developed countries: UN classification,LDC,2024,0.09697775308733297
4598,Least developed countries: UN classification,LDC,2025,0.09697775308733297
4599,Least developed countries: UN classification,LDC,2026,0.09697775308733297
4600,Least developed countries: UN classification,LDC,2027,0.09697775308733297
4601,Least developed countries: UN classification,LDC,2028,0.09697775308733297
4602,Least developed countries: UN classification,LDC,2029,0.09697775308733297
4603,Least developed countries: UN classification,LDC,2030,0.09697775308733297
4604,Least developed countries: UN classification,LDC,2031,0.09697775308733297
4605,Least developed countries: UN classification,LDC,2032,0.09697775308733297
4606,Least developed countries: UN classification,LDC,2033,0.09697775308733297
4607,Least developed countries: UN classification,LDC,2034,0.09697775308733297
4608,Least developed countries: UN classification,LDC,2035,0.09697775308733297
4609,Least developed countries: UN classification,LDC,2036,0.09697775308733297
4610,Least developed countries: UN classification,LDC,2037,0.09697775308733297
4611,Least developed countries: UN classification,LDC,2038,0.09697775308733297
4612,Least developed countries: UN classification,LDC,2039,0.09697775308733297
4613,Least developed countries: UN classification,LDC,2040,0.09697775308733297
4614,Least developed countries: UN classification,LDC,2041,0.09697775308733297
4615,Least developed countries: UN classification,LDC,2042,0.09697775308733297
4616,Least developed countries: UN classification,LDC,2043,0.09697775308733297
4617,Least developed countries: UN classification,LDC,2044,0.09697775308733297
4618,Least developed countries: UN classification,LDC,2045,0.09697775308733297
4619,Least developed countries: UN classification,LDC,2046,0.09697775308733297
4620,Least developed countries: UN classification,LDC,2047,0.09697775308733297
4621,Least developed countries: UN classification,LDC,2048,0.09697775308733297
4622,Least developed countries: UN classification,LDC,2049,0.09697775308733297
4623,Least developed countries: UN classification,LDC,2050,0.09697775308733297
4624,Low income,LIC,2017,0.09697775308733297
4625,Low income,LIC,2018,0.09697775308733297
4626,Low income,LIC,2019,0.09697775308733297
4627,Low income,LIC,2020,0.09697775308733297
4628,Low income,LIC,2021,0.09697775308733297
4629,Low income,LIC,2022,0.09697775308733297
4630,Low income,LIC,2023,0.09697775308733297
4631,Low income,LIC,2024,0.09697775308733297
4632,Low income,LIC,2025,0.09697775308733297
4633,Low income,LIC,2026,0.09697775308733297
4634,Low income,LIC,2027,0.09697775308733297
4635,Low income,LIC,2028,0.09697775308733297
4636,Low income,LIC,2029,0.09697775308733297
4637,Low income,LIC,2030,0.09697775308733297
4638,Low income,LIC,2031,0.09697775308733297
4639,Low income,LIC,2032,0.09697775308733297
4640,Low income,LIC,2033,0.09697775308733297
4641,Low income,LIC,2034,0.09697775308733297
4642,Low income,LIC,2035,0.09697775308733297
4643,Low income,LIC,2036,0.09697775308733297
4644,Low income,LIC,2037,0.09697775308733297
4645,Low income,LIC,2038,0.09697775308733297
4646,Low income,LIC,2039,0.09697775308733297
4647,Low income,LIC,2040,0.09697775308733297
4648,Low income,LIC,2041,0.09697775308733297
4649,Low income,LIC,2042,0.09697775308733297
4650,Low income,LIC,2043,0.09697775308733297
4651,Low income,LIC,2044,0.09697775308733297
4652,Low income,LIC,2045,0.09697775308733297
4653,Low income,LIC,2046,0.09697775308733297
4654,Low income,LIC,2047,0.09697775308733297
4655,Low income,LIC,2048,0.09697775308733297
4656,Low income,LIC,2049,0.09697775308733297
4657,Low income,LIC,2050,0.09697775308733297
4658,Liechtenstein,LIE,2017,0.0
4659,Liechtenstein,LIE,2018,0.0
4660,Liechtenstein,LIE,2019,0.0
4661,Liechtenstein,LIE,2020,0.0
4662,Liechtenstein,LIE,2021,0.0
4663,Liechtenstein,LIE,2022,0.0
4664,Liechtenstein,LIE,2023,0.0
4665,Liechtenstein,LIE,2024,0.0
4666,Liechtenstein,LIE,2025,0.0
4667,Liechtenstein,LIE,2026,0.0
4668,Liechtenstein,LIE,2027,0.0
4669,Liechtenstein,LIE,2028,0.0
4670,Liechtenstein,LIE,2029,0.0
4671,Liechtenstein,LIE,2030,0.0
4672,Liechtenstein,LIE,2031,0.0
4673,Liechtenstein,LIE,2032,0.0
4674,Liechtenstein,LIE,2033,0.0
4675,Liechtenstein,LIE,2034,0.0
4676,Liechtenstein,LIE,2035,0.0
4677,Liechtenstein,LIE,2036,0.0
4678,Liechtenstein,LIE,2037,0.0
4679,Liechtenstein,LIE,2038,0.0
4680,Liechtenstein,LIE,2039,0.0
4681,Liechtenstein,LIE,2040,0.0
4682,Liechtenstein,LIE,2041,0.0
4683,Liechtenstein,LIE,2042,0.0
4684,Liechtenstein,LIE,2043,0.0
4685,Liechtenstein,LIE,2044,0.0
4686,Liechtenstein,LIE,2045,0.0
4687,Liechtenstein,LIE,2046,0.0
4688,Liechtenstein,LIE,2047,0.0
4689,Liechtenstein,LIE,2048,0.0
4690,Liechtenstein,LIE,2049,0.0
4691,Liechtenstein,LIE,2050,0.0
4692,Sri Lanka,LKA,2017,0.09697775308733297
4693,Sri Lanka,LKA,2018,0.09697775308733297
4694,Sri Lanka,LKA,2019,0.09697775308733297
4695,Sri Lanka,LKA,2020,0.09697775308733297
4696,Sri Lanka,LKA,2021,0.09697775308733297
4697,Sri Lanka,LKA,2022,0.09697775308733297
4698,Sri Lanka,LKA,2023,0.09697775308733297
4699,Sri Lanka,LKA,2024,0.09697775308733297
4700,Sri Lanka,LKA,2025,0.09697775308733297
4701,Sri Lanka,LKA,2026,0.09697775308733297
4702,Sri Lanka,LKA,2027,0.09697775308733297
