Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/03/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cuba,CUB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,9.100000382,9.100000382,10.39999962,12.39999962,10.30000019,13.60000038,12.39999962,9.399999619,10.39999962,11.60000038,10.39999962,12.30000019,12.69999981,15.80000019,15.5,17.10000038,22,25.5,27.79999924,22,19,18,22.20000076,23.79999924,29.79999924,33.20000076,44.40000153,56.20000076,73.19999695,62.70000076,49.294,54.26,40.22,40.577,31.942,30.879,30.15,30.617,31.692,26.785,0,18.42691393,17.1757346,16.930008,17.313204,20.91964511,26.0034145,47.76014,17.76123,13.708525,13.421754,
Curacao,CUW,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,2.200000048,2.400000095,2.900000095,2.400000095,1.899999976,1.100000024,6.199999809,16.20000076,20,23.70000076,18.89999962,17.20000076,19,17.89999962,25.5,24.60000038,26.79999924,30.39999962,26.60000038,33,34.29999924,33.90000153,33,32.20000076,35.40000153,36.20000076,35.40000153,35.70000076,38.20000076,40.70000076,43.118,39.982,40.887,44.208,49.159,47.964,47.815,49.376,47.549,38.312,36.2141,16.9749,9.1093,11.592996,6.588588,0.23060058,0.285895447,0.340319502,0.021,0.14,0.328962,
Czechia,CZE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,11.60000038,12.39999962,15.39999962,14.60000038,14.5,14.30000019,13.89999962,14,15.10000038,15.10000038,12.10000038,11.89999962,13.60000038,13.69999981,13.5,17.20000076,17,16.29999924,17.20000076,17.29999924,15,22.39999962,26.10000038,24,21.79999924,25.60000038,22.20000076,23.10000038,24.70000076,26.20000076,32.224,25.98,27.317,36.231,40.565,38.757,39.363,32.61,27.174,22.379,17.987,16.721,11.102,19.929,30.81553,26.71765,25.294469,27.81465,25.22637,22.73254,4.323665454,
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,484.5,532.9000244,656.5999756,826.7999878,941,920.7000122,1040.5,1204.199951,1344.800049,1513.5,1506,1495.199951,1592.099976,1941,2235.5,2378.5,2826.899902,3247.699951,3470,3840.300049,3994.199951,4108.700195,4287.5,4639.899902,5373.299805,5835.899902,6036.299805,6183.899902,6233.799805,6610.700195,7127.713,7026.248,7195.804,7295.67,8065.6,7722.133,8133.987,8528.959,8352.882,10187.719,7487.481001,7716.761903,7236.98063,7335.699402,7184.146208,6986.405445,6942.706332,7901.652344,7969.86364,7763.619214,5454.642249,
Djibouti,DJI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,0.100000002,0.100000002,0.200000003,0.200000003,0.300000012,0.300000012,0.400000006,0.400000006,0.300000012,0.300000012,0.300000012,0.100000002,0.100000002,0.100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,62.70000076,64.40000153,77.90000153,83.30000305,93.80000305,87.90000153,101.4000015,113.1999969,124.5,120.1999969,115.9000015,120.5,114.5,110.3000031,115.6999969,115.6999969,116.5,108,113.5999985,121.8000031,123.9000015,119.1999969,114.6999969,121.0999985,130.8000031,133.5,172.1999969,202.6000061,201.1000061,199,198.887,184.191,185.061,170.974,174.539,,,,,,,,,,,,,,,985.6556717,304.4184966,
Dominican Republic,DOM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,4.199999809,3.299999952,3.299999952,3.5,3.5,7.699999809,9.5,17.5,20.60000038,17.5,10.80000019,11,,7.099999905,9.699999809,8.5,5.599999905,3,4,,70.40000153,0.699999988,0.800000012,2.799999952,2.5,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,
Algeria,DZA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,3.099999905,3.700000048,4.199999809,5.199999809,6.599999905,7.199999809,9.100000382,9,11.19999981,12.30000019,12.89999962,14.19999981,15.89999962,28.20000076,14.89999962,21,7.699999809,13.30000019,13.89999962,23.10000038,14.60000038,24.29999924,20.20000076,21.29999924,24.20000076,21,16,16.79999924,18.79999924,15.39999962,12.647,18.346,17.89,19.091,21.44,31.624,23.694,16.572,16.985,4.317,15.906,14.826,14.926,17.50241863,21.66233319,21.90164517,21.591025,24.80375,28.28048,25.641745,15.638799,
East Asia & Pacific (excluding high income),EAP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,222.5999995,326.3999952,386.0000062,402.2999923,497.5000001,568.3999969,756.4000141,920.8000026,1007.400013,1155.800012,1329.600021,1420,1669.499991,2086.800006,2485.200012,2505.500006,2856.400006,3421.799994,3885.500048,4320.000032,4956.099904,5285.200047,5778.19993,6480.900102,6136.199864,7219.499846,8423.739,8617.874,9708.185,10566.154,12562.301,13284.68,13538.228,17479.306,17224.466,17877.874,24366.02728,23662.53406,22329.88089,22571.5277,24608.09233,25827.61742,26840.40505,29703.03835,32170.21899,32192.14234,22440.67011,
Early-demographic dividend,EAR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,631.6000029,709.7000128,772.5000059,965.1999992,1106.500005,1247.400003,1478.200013,1784.40001,2008.300028,2162.300001,2526.09999,2892.799993,2979.200017,3291.000005,3873.499962,3926.399987,4062.800049,4509.500064,4814.300017,5065.2,5118.300012,4746.599976,5148.700017,5498.499934,6385.700021,6615.200091,6603.300055,7061.200074,6515.499983,6758.200074,6946.396,6645.036,6888.411,7341.228,7997.579,7525.127,8063.393,7803.411,7711.138,9211.525,10943.95342,11551.58115,12402.72419,12791.78105,13271.76874,12668.69272,13940.65465,17221.32402,19057.04451,20155.29795,15512.02676,
East Asia & Pacific,EAS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,1698.100015,2060.500032,2437.500083,2708.999989,3379.099976,4124.300037,4709.599935,5348.300033,5812.099872,6584.700006,7531.500101,7906.09986,9023.000082,10622.09982,11930.50024,13090.60022,13594.39977,14609.39982,16374.70009,18872.20018,21147.79959,23599.19974,25932.19959,31943.40032,32666.4001,36237.69952,38573.525,36488.609,40720.428,40567.062,46352.984,48131.62,49776.649,56456.284,53813.636,67952.876,73279.54053,71129.55913,61896.59554,60230.74438,64344.04257,66620.26558,68376.17397,72869.46267,76282.13644,73216.73098,55870.12169,
Europe & Central Asia (excluding high income),ECA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.500006,1130.000029,1229.999974,1180.599979,1168.999982,1242.200003,1381.999984,1615.797,1481.482,1634.529,1749.348,1976.118,2098.178,2567.718,1837.842,3079.155,3353.873,4976.193554,5758.482095,6334.205076,6742.991826,7620.668063,8537.278187,10301.01521,11971.72678,13061.28192,15152.2752,13290.31883,
Europe & Central Asia,ECS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19901.50004,22543.30005,25777.10004,27975.60005,29574.79992,31775.80004,29670.57385,31304.21941,34864.484,32576.112,32960.843,33998.28,37192.491,37481.492,39366.256,39949.088,40790.377,45222.186,40845.05747,42284.65872,41214.66661,41942.48206,43264.98871,43350.45113,45660.97102,51164.81753,52990.41345,57233.18341,43297.96393,
Ecuador,ECU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,9.300000191,4.699999809,4.5,9.600000382,9.800000191,6.400000095,6.900000095,9.5,12.89999962,30.89999962,39.79999924,38.79999924,36.59999847,33,42.5,50.70000076,58.59999847,70,73.59999847,68.40000153,63.20000076,68,54.09999847,85.40000153,38,32.20000076,32.90000153,53.79999924,82.19999695,33,15.456,6.354,7.989,4.291,4.99,5.439,5.874,5.615,4.662,3.229,129.7315,126.4039,121.4025906,112.059962,82.101,64.037777,60.17416,57.68029,64.20469,50.80511,10.60435382,
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,15.30000019,17.39999962,17.79999924,13.89999962,17.10000038,20.70000076,20.70000076,23.70000076,24.70000076,28,29.39999962,39,53.5,69.69999695,88.19999695,98.5,111.5,112,118.8000031,138.1000061,144,128.1999969,109.1999969,122.8000031,185.1999969,164.1000061,198,208.6000061,255.1000061,269.5,278.061,239.036,249.206,238.885,241.872,286.954,309.434,206.828,195.482,180.31,416.9850987,333.3066751,356.2654538,386.6834746,418.6916074,377.3600145,374.3571623,403.828739,437.625328,483.4138791,438.9089033,
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,2043.600016,2242.100047,2607.899985,3171.799969,3627.999997,3602.600025,4219.800044,4937.200004,5371.700067,5909.599978,6085.200068,6351.999888,6635.600084,7520.899924,8528.000015,8943.200041,9793.399862,10795.6001,11804.60012,12764.90005,13342.60019,13067.60023,13409.59988,14222.39999,16226.69978,17768.89998,18483.99978,21413.7,20890.99981,22222.10019,25164.862,24043.929,24508.79,25032.953,27564.471,28024.167,29269.73,30571.642,30003.59,33975.319,28324.3551,28745.85673,27061.64869,27503.62577,27910.07009,27729.32333,28003.22858,31278.96535,31430.99049,31155.71682,24298.04803,
Eritrea,ERI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
Spain,ESP,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,90.80000305,131.6000061,154.8999939,172,199.5,214.6999969,264.2999878,324.2000122,358.6000061,376.6000061,389.7000122,425.8999939,448,442.8999939,483.2000122,522.2999878,532.5999756,526.4000244,597.9000244,732.5999756,759.7000122,622.7999878,584.5999756,553.7999878,580.9000244,689.5999756,739.5999756,740.2000122,767.0999756,816,879.499,878.871,807.417,872.739,1043.562,1021.743,1100.205,1203.877,1306.438,1079.589,1235.864885,1313.293168,1131.85052,957.9977542,962.636446,1035.487113,1068.160641,1078.63356,1118.73285,1191.466578,494.2605878,
Estonia,EST,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000003,0.300000012,0.400000006,0.400000006,0.699999988,1,1,1.399999976,1.434,1.454,1.247,1.455,1.335,1.302,1.083,1.04,0.974,0.576,4.148,4.871,2.252,0.108996,0.900996,0.870362136,0.003,,0,0,0,
Ethiopia,ETH,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,14.5,14.69999981,15.30000019,18.70000076,17.39999962,17.10000038,17.70000076,20.70000076,25,22.5,24.79999924,21,24.5,27.10000038,43.79999924,66.40000153,82.30000305,86.30000305,88.69999695,92.69999695,66.59999847,68.40000153,94.40000153,92.5,110.3000031,114.6999969,118.0999985,137.3999939,126.6999969,101.5,78.254,79.223,83.493,93.469,117.155,132.601,157.184,160.322,227.762,424.472,407.062,505.565,703.644,790.74339,950.1573,1228.73832,1500.14753,2076.18502,2089.27754,2450.27296,2897.1341,
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,2239.900015,2444.500046,2845.499985,3424.799971,3908.8,3870.30002,4523.000046,5273.400003,5740.500073,6271.49998,6432.40007,6705.499891,6969.900087,7841.399924,8868.200012,9283.800042,10137.69986,11127.9001,12151.50012,13146.10006,13748.6002,13458.30022,13806.59987,14663.59999,16699.39979,18264.89998,19068.39978,22106.00001,21585.67383,22885.81919,25835.769,24634.249,25092.52,25603.637,28148.217,28167.902,29420.617,30725.412,30132.465,34070.615,28433.37207,28817.91725,27174.34441,27629.6599,28069.72754,27877.85674,28190.72463,31533.70021,31732.31965,33472.6583,25053.8589,
Fragile and conflict affected situations,FCS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,289.1000053,360.3000054,437.3000055,585.3000171,664.9999885,725.899996,859.4999994,881.2000132,872.9999967,982.3000238,1005.399984,959.199989,967.200001,1062.799976,996.8000078,712.6000046,556.9000072,825.4000089,941.1000069,955.3999935,739.1000068,697.5000059,754.899992,698.2999924,860.6000007,734.4999912,711.3999881,730.5000026,684.8999913,670.499996,600.67,568.7460001,403.354,365.592,432.292,479.53,490.28,443.163,530.297,730.256,747.1341565,904.836016,1096.260296,1089.39895,1159.89082,1438.4434,1696.18371,2299.299613,2342.406359,2650.994995,3014.827637,
Finland,FIN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,21.29999924,23.79999924,24.60000038,29.70000076,29.79999924,28.60000038,30.10000038,35.5,38.09999847,41.79999924,48,51.70000076,61,70.5,72.30000305,76.80000305,85.90000153,90.19999695,100.0999985,129.3999939,135.1000061,128.1000061,113.1999969,157.1000061,190.8999939,211.5,236.8000031,294,276,251.8999939,280.735,171.092,215.579,255.699,325.203,353.576,408.775,489.674,542.623,484.365,728.8239967,740.085265,690.8663208,660.802462,667.07538,713.484,761.85394,852.01263,957.63859,1067.31511,480.37919,
Fiji,FJI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,0.699999988,0.899999976,1,1,1.200000048,2.099999905,2.799999952,2.799999952,3.099999905,3.400000095,3.400000095,3.700000048,3.799999952,6,10.30000019,15,20.39999962,5.099999905,23.29999924,33.79999924,37.70000076,55.90000153,82.59999847,75.40000153,17.5,17.5,83.59999847,90.819,84.478,67.15,68,74.769,92.108,95.792,101.54,96.057,65.564,77.08470314,84.64073328,90.94055215,69.333,78.513996,83.6865043,86.955,102.59573,106.8282,108.9135,21.804,
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,474.6000061,487.7000122,619,757.5999756,871.2999878,995.2999878,1278.900024,1557.400024,1697,1912.199951,1985.800049,2128.399902,2186.100098,2483.699951,2797.699951,2873.300049,3079.5,3385.600098,3681.600098,3819.300049,3995.800049,3778.800049,3840.5,3717.100098,4385.899902,4577.700195,4842.600098,5132,4773.600098,4968.399902,5224.34,4825.202,5030.16,5067.323,5584.213,5802.442,6135.028,6424.966,6187.796,6624.89,5079.718148,5068.762264,4626.15381,4327.126,4151.293,4098.31,4155.407,4260.597,4443.789,4522.586,2467.943,
Faroe Islands,FRO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,5.900000095,7.300000191,8.100000382,8.399999619,10.89999962,11.60000038,13.69999981,7.800000191,0.699999988,0.800000012,26.5,26.70000076,27.29999924,30.89999962,31.79999924,36,37.40000153,29.10000038,27.20000076,29.39999962,26.10000038,26.89999962,28.10000038,30.60000038,32.20000076,32.20000076,34.59999847,38.09999847,34.70000076,53.5,58.174,48.832,49.31,54.251,61.267,65.542,77.975,70.174,67.986,61.742,0,0,0,0,,,,,,,,
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,516.9000244,564.9000244,714.0999756,843.9000244,847.2999878,797.7000122,866.4000244,984.0999756,1153.199951,1263.900024,1428.400024,1579,1511.400024,1729.800049,2193.399902,2299.100098,2547.300049,2862.5,3134.300049,3447.199951,3825.399902,4023.399902,4639.200195,5405,6405.200195,6830.600098,7618.100098,6450.600098,4663.5,4925.200195,5160.872,4548.547,4940.527,5159.695,5698.49,5998.434,6215.321,6154.451,6283.831,6615.125,6082.739413,6280.250983,6243.542853,6031.574712,5974.825151,5423.173139,5512.672996,5915.641,6198.37,5851.19,3675.244847,
Georgia,GEO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799999952,1.899999976,1.799999952,1.100000024,8.699999809,2.900000095,1.974,1.973,4.484,4.491,2.724,2.751,2.889,2.946,2.913,2.43,0.879364,0.929,0.43518,0.4,0.4162,0.18504,0.18050796,0.4784,0.7509,0.640604,0.1347,
Ghana,GHA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,3.099999905,3.099999905,2.400000095,2.5,3.099999905,2.900000095,2.799999952,2.700000048,2.5,2.799999952,3.599999905,6.5,4.599999905,6.599999905,7.5,9.399999619,10.10000038,12.10000038,13.39999962,13.60000038,15.69999981,19.10000038,20.10000038,22.5,23.79999924,24.10000038,29.5,32.79999924,29.89999962,31.39999962,39.949,32.97,18.901,16.63,6.652,,,,,,5.229804849,3.566035116,2.418016395,1.31802,1.332792,0.844630332,0.846429394,0.262714068,0,0,0,
Gibraltar,GIB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,0.100000002,0.100000002,0.100000002,0.100000002,,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.600000024,0.699999988,0.600000024,0.699999988,0.600000024,,,,0.400000006,0.400000006,2.099999905,0.699999988,0.699999988,1.399999976,0.699999988,0.699999988,0.699999988,,1.399999976,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.15528396,2.172012,2.24586,0.07411338,,,0,0,0,
Guinea-Bissau,GNB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,0.100000002,,,,,,,,,,,,,,0,0.225400162,0.767627569,0.36126,0.31788,0.461650208,0.358277746,0.418783315,0,0.288954,2.781249,
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,31.10000038,32.40000153,42.20000076,53.90000153,47.79999924,32.5,52.79999924,52.90000153,54.90000153,62.09999847,61.40000153,67.59999847,58.20000076,65.59999847,68.59999847,103.0999985,91.69999695,104.3000031,101.9000015,103.0999985,112.6999969,114.1999969,107,127,135,117,118.6999969,129.1000061,112.5999985,103.4000015,129.804,96.944,80.854,62.748,58.245,64.075,70.649,72.242,78.109,31.396,4.851698323,4.185685267,2.314030468,0.593232,19.359432,26.10771098,23.993,23.525,21.909,23.90576,10.09844,
Grenada,GRD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,6.300000191,5.300000191,3.799999952,3.700000048,4.800000191,4.699999809,7.099999905,6.699999809,7.099999905,7.5,6.400000095,4.900000095,5.199999809,6.300000191,8.100000382,9,7.199999809,11.39999962,11.89999962,23.39999962,9,9.199999809,19.20000076,21,21,24.60000038,25.79999924,44.29999924,2.5,2.599999905,,,,,,,,,,,4.090865359,4.186798666,3.712225445,0,0.09123,0.45552,0.63203,0.546373,0.107366,0.0273,0.000643636,
Guam,GUM,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.96,48.607,,,,,,,,,,,,
Guyana,GUY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,1.200000048,1.299999952,1.299999952,1.299999952,1.399999976,0.699999988,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,2,2.200000048,2.200000048,2.299999952,2.299999952,2.400000095,2.5,2.599999905,2.799999952,2.799999952,2.799999952,3,3,3,3.099999905,3.299999952,3.299999952,3.299999952,2.200000048,2.323,1.603,,,,,,,,,0.925987427,1.231496766,0.941436372,0,0,,,,0.100011,0.047589212,0.10855,
High income,HIC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,9354.800235,10209.29987,11727.79992,13676.2001,14679.89991,14630.10014,16260.80035,18006.5001,19886.59978,21656.19968,22479.30038,23541.4003,23931.19975,26919.59995,30692.69956,30975.00014,33982.90003,38143.60011,42677.20002,46448.20028,47888.80029,47753.70014,51777.99966,56833.10013,65003.90042,70423.10032,76161.39999,88198.50111,87508.47443,93342.41834,101086.218,94143.582,99879.587,105241.614,116717.872,118283.662,124633.453,131017.556,129934.423,144617.2827,143473.0924,144464.5213,136967.0507,135955.4375,142047.2534,143107.3034,147410.2597,158647.7439,162887.2686,161777.4246,135649.0148,
"Hong Kong SAR, China",HKG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325.300049,4151.100098,4545.700195,5111.511,5066.022,5714.644,5780.75,6931.629,7763.873,8325.969,10028.957,8985.895,13293.176,10373.43477,10053.89845,9468.41801,9396.48053,10826.12281,11294.27249,11409.11876,12415.19932,12676.72175,11739.48957,8084.89962,
Honduras,HND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,3.599999905,3.700000048,3.200000048,3,3,3,5.099999905,4.199999809,3.400000095,3.299999952,3.799999952,3,2.700000048,1.899999976,2.200000048,2,2.200000048,2.5,2.299999952,2.799999952,4.300000191,3.099999905,1.799999952,17.5,,,,,,,,,,,,,,,,,2.248762813,1.830218417,2.046473554,1.97274,0.851628,0.50237232,0.399566257,0.229947,0.44987,1.149492,0.3671,
Heavily indebted poor countries (HIPC),HPC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,145.7000007,160.1999982,164.5999998,189.2000023,245.200003,263.7000008,296.1000011,317.7000005,355.7999991,435.5000034,441.0000011,466.6000016,472.8000008,435.6999998,473.5999947,508.7000011,463.8000063,507.7000013,488.1999928,513.0000008,480.4000028,401.7000051,408.6999993,422.1000023,481.2999979,488.2999998,496.1999955,504.2999965,453.9999955,427.8999992,402.358,318.9290001,,,,,,,,,664.2063852,772.9139217,981.1705138,1105.341816,1205.641573,1409.540223,1656.109421,2232.620657,2251.870402,2628.862083,3034.797888,
Croatia,HRV,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.100000024,1.799999952,2.299999952,2.400000095,2.299999952,2,3.374,3.219,3.775,3.997,3.953,3.906,3.582,3.999,3.336,2.218,2.326,1.921,1.516001,1.67474,1.738189,1.47223,0.97639,0.77532,0.65658,0.58275,0.52979,0.4406,0.17935,
Haiti,HTI,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,1.799999952,1.899999976,1.899999976,2,1.799999952,1.899999976,1.899999976,2.799999952,2.799999952,2.799999952,5,4.800000191,4.800000191,4.800000191,4.800000191,3.900000095,3.900000095,3.900000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
Hungary,HUN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,6.199999809,7.599999905,5.900000095,5.800000191,6,5.599999905,5.199999809,5.5,5.900000095,7.800000191,9.199999809,9.699999809,9.199999809,8.800000191,8.600000382,10.30000019,8.800000191,7.300000191,5.800000191,5.800000191,6.300000191,5,6.5,10.5,17.70000076,28.5,29.29999924,34.90000153,37,39.90000153,50.852,32.294,25.151,28.37,23.996,21.429,20,27.161,11.755,9.804,5.608955707,5.85295,0.467678757,0,,,,,0,0,0,
IBRD only,IBD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,,,,,1987.599993,2264.699994,2667.60002,2958.199982,3253.099995,3411.600035,3803.199979,4236.400006,4495.200031,4837.999959,5390.70005,5249.600036,5544.900046,6353.900032,6826.099994,7162.600003,7556.400057,7763.199938,8676.700075,10221.90009,11542.9999,12144.70011,12525.5,14466.20004,14299.47384,15180.51894,17167.824,16727.489,17723.792,19075.058,22228.608,22979.967,23965.826,27357.005,28692.881,30844.416,38431.29738,38401.62454,37859.08883,39556.69956,42547.56819,44193.13046,46825.70186,52670.04407,56808.09011,57882.83007,43118.36521,
