,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_natural_gas
230,Armenia,ARM,2041,0.2783762856769427
231,Armenia,ARM,2042,0.2783762856769427
232,Armenia,ARM,2043,0.2783762856769427
233,Armenia,ARM,2044,0.2783762856769427
234,Armenia,ARM,2045,0.2783762856769427
235,Armenia,ARM,2046,0.2783762856769427
236,Armenia,ARM,2047,0.2783762856769427
237,Armenia,ARM,2048,0.2783762856769427
238,Armenia,ARM,2049,0.2783762856769427
239,Armenia,ARM,2050,0.2783762856769427
249,Aruba,ABW,2020,0.2783762856769427
250,Aruba,ABW,2021,0.2783762856769427
251,Aruba,ABW,2022,0.2783762856769427
252,Aruba,ABW,2023,0.2783762856769427
253,Aruba,ABW,2024,0.2783762856769427
254,Aruba,ABW,2025,0.2783762856769427
255,Aruba,ABW,2026,0.2783762856769427
256,Aruba,ABW,2027,0.2783762856769427
257,Aruba,ABW,2028,0.2783762856769427
258,Aruba,ABW,2029,0.2783762856769427
259,Aruba,ABW,2030,0.2783762856769427
260,Aruba,ABW,2031,0.2783762856769427
261,Aruba,ABW,2032,0.2783762856769427
262,Aruba,ABW,2033,0.2783762856769427
263,Aruba,ABW,2034,0.2783762856769427
264,Aruba,ABW,2035,0.2783762856769427
265,Aruba,ABW,2036,0.2783762856769427
266,Aruba,ABW,2037,0.2783762856769427
267,Aruba,ABW,2038,0.2783762856769427
268,Aruba,ABW,2039,0.2783762856769427
269,Aruba,ABW,2040,0.2783762856769427
270,Aruba,ABW,2041,0.2783762856769427
271,Aruba,ABW,2042,0.2783762856769427
272,Aruba,ABW,2043,0.2783762856769427
273,Aruba,ABW,2044,0.2783762856769427
274,Aruba,ABW,2045,0.2783762856769427
275,Aruba,ABW,2046,0.2783762856769427
276,Aruba,ABW,2047,0.2783762856769427
277,Aruba,ABW,2048,0.2783762856769427
278,Aruba,ABW,2049,0.2783762856769427
279,Aruba,ABW,2050,0.2783762856769427
289,Australia,AUS,2020,0.4961024498886415
290,Australia,AUS,2021,0.4961024498886415
291,Australia,AUS,2022,0.4961024498886415
292,Australia,AUS,2023,0.4961024498886415
293,Australia,AUS,2024,0.4961024498886415
294,Australia,AUS,2025,0.4961024498886415
295,Australia,AUS,2026,0.4961024498886415
296,Australia,AUS,2027,0.4961024498886415
297,Australia,AUS,2028,0.4961024498886415
298,Australia,AUS,2029,0.4961024498886415
299,Australia,AUS,2030,0.4961024498886415
300,Australia,AUS,2031,0.4961024498886415
301,Australia,AUS,2032,0.4961024498886415
302,Australia,AUS,2033,0.4961024498886415
303,Australia,AUS,2034,0.4961024498886415
304,Australia,AUS,2035,0.4961024498886415
305,Australia,AUS,2036,0.4961024498886415
306,Australia,AUS,2037,0.4961024498886415
307,Australia,AUS,2038,0.4961024498886415
308,Australia,AUS,2039,0.4961024498886415
309,Australia,AUS,2040,0.4961024498886415
310,Australia,AUS,2041,0.4961024498886415
311,Australia,AUS,2042,0.4961024498886415
312,Australia,AUS,2043,0.4961024498886415
313,Australia,AUS,2044,0.4961024498886415
314,Australia,AUS,2045,0.4961024498886415
315,Australia,AUS,2046,0.4961024498886415
316,Australia,AUS,2047,0.4961024498886415
317,Australia,AUS,2048,0.4961024498886415
318,Australia,AUS,2049,0.4961024498886415
319,Australia,AUS,2050,0.4961024498886415
329,Austria,AUT,2020,0.6999615581752947
330,Austria,AUT,2021,0.6999615581752947
331,Austria,AUT,2022,0.6999615581752947
332,Austria,AUT,2023,0.6999615581752947
333,Austria,AUT,2024,0.6999615581752947
334,Austria,AUT,2025,0.6999615581752947
335,Austria,AUT,2026,0.6999615581752947
336,Austria,AUT,2027,0.6999615581752947
337,Austria,AUT,2028,0.6999615581752947
338,Austria,AUT,2029,0.6999615581752947
339,Austria,AUT,2030,0.6999615581752947
340,Austria,AUT,2031,0.6999615581752947
341,Austria,AUT,2032,0.6999615581752947
342,Austria,AUT,2033,0.6999615581752947
343,Austria,AUT,2034,0.6999615581752947
344,Austria,AUT,2035,0.6999615581752947
345,Austria,AUT,2036,0.6999615581752947
346,Austria,AUT,2037,0.6999615581752947
347,Austria,AUT,2038,0.6999615581752947
348,Austria,AUT,2039,0.6999615581752947
349,Austria,AUT,2040,0.6999615581752947
350,Austria,AUT,2041,0.6999615581752947
351,Austria,AUT,2042,0.6999615581752947
352,Austria,AUT,2043,0.6999615581752947
353,Austria,AUT,2044,0.6999615581752947
354,Austria,AUT,2045,0.6999615581752947
355,Austria,AUT,2046,0.6999615581752947
356,Austria,AUT,2047,0.6999615581752947
357,Austria,AUT,2048,0.6999615581752947
358,Austria,AUT,2049,0.6999615581752947
359,Austria,AUT,2050,0.6999615581752947
369,Azerbaijan,AZE,2020,0.8625177883447295
370,Azerbaijan,AZE,2021,0.8625177883447295
371,Azerbaijan,AZE,2022,0.8625177883447295
372,Azerbaijan,AZE,2023,0.8625177883447295
373,Azerbaijan,AZE,2024,0.8625177883447295
374,Azerbaijan,AZE,2025,0.8625177883447295
375,Azerbaijan,AZE,2026,0.8625177883447295
376,Azerbaijan,AZE,2027,0.8625177883447295
377,Azerbaijan,AZE,2028,0.8625177883447295
378,Azerbaijan,AZE,2029,0.8625177883447295
379,Azerbaijan,AZE,2030,0.8625177883447295
380,Azerbaijan,AZE,2031,0.8625177883447295
381,Azerbaijan,AZE,2032,0.8625177883447295
382,Azerbaijan,AZE,2033,0.8625177883447295
383,Azerbaijan,AZE,2034,0.8625177883447295
384,Azerbaijan,AZE,2035,0.8625177883447295
385,Azerbaijan,AZE,2036,0.8625177883447295
386,Azerbaijan,AZE,2037,0.8625177883447295
387,Azerbaijan,AZE,2038,0.8625177883447295
388,Azerbaijan,AZE,2039,0.8625177883447295
389,Azerbaijan,AZE,2040,0.8625177883447295
390,Azerbaijan,AZE,2041,0.8625177883447295
391,Azerbaijan,AZE,2042,0.8625177883447295
392,Azerbaijan,AZE,2043,0.8625177883447295
393,Azerbaijan,AZE,2044,0.8625177883447295
394,Azerbaijan,AZE,2045,0.8625177883447295
395,Azerbaijan,AZE,2046,0.8625177883447295
396,Azerbaijan,AZE,2047,0.8625177883447295
397,Azerbaijan,AZE,2048,0.8625177883447295
398,Azerbaijan,AZE,2049,0.8625177883447295
399,Azerbaijan,AZE,2050,0.8625177883447295
409,"Bahamas, The",BHS,2020,0.5567525713538855
410,"Bahamas, The",BHS,2021,0.5567525713538855
411,"Bahamas, The",BHS,2022,0.5567525713538855
412,"Bahamas, The",BHS,2023,0.5567525713538855
413,"Bahamas, The",BHS,2024,0.5567525713538855
414,"Bahamas, The",BHS,2025,0.5567525713538855
415,"Bahamas, The",BHS,2026,0.5567525713538855
416,"Bahamas, The",BHS,2027,0.5567525713538855
417,"Bahamas, The",BHS,2028,0.5567525713538855
418,"Bahamas, The",BHS,2029,0.5567525713538855
419,"Bahamas, The",BHS,2030,0.5567525713538855
420,"Bahamas, The",BHS,2031,0.5567525713538855
421,"Bahamas, The",BHS,2032,0.5567525713538855
422,"Bahamas, The",BHS,2033,0.5567525713538855
423,"Bahamas, The",BHS,2034,0.5567525713538855
424,"Bahamas, The",BHS,2035,0.5567525713538855
425,"Bahamas, The",BHS,2036,0.5567525713538855
426,"Bahamas, The",BHS,2037,0.5567525713538855
427,"Bahamas, The",BHS,2038,0.5567525713538855
428,"Bahamas, The",BHS,2039,0.5567525713538855
429,"Bahamas, The",BHS,2040,0.5567525713538855
430,"Bahamas, The",BHS,2041,0.5567525713538855
431,"Bahamas, The",BHS,2042,0.5567525713538855
432,"Bahamas, The",BHS,2043,0.5567525713538855
433,"Bahamas, The",BHS,2044,0.5567525713538855
434,"Bahamas, The",BHS,2045,0.5567525713538855
435,"Bahamas, The",BHS,2046,0.5567525713538855
436,"Bahamas, The",BHS,2047,0.5567525713538855
437,"Bahamas, The",BHS,2048,0.5567525713538855
438,"Bahamas, The",BHS,2049,0.5567525713538855
439,"Bahamas, The",BHS,2050,0.5567525713538855
449,Bahrain,BHR,2020,0.5567525713538855
450,Bahrain,BHR,2021,0.5567525713538855
451,Bahrain,BHR,2022,0.5567525713538855
452,Bahrain,BHR,2023,0.5567525713538855
453,Bahrain,BHR,2024,0.5567525713538855
454,Bahrain,BHR,2025,0.5567525713538855
455,Bahrain,BHR,2026,0.5567525713538855
456,Bahrain,BHR,2027,0.5567525713538855
457,Bahrain,BHR,2028,0.5567525713538855
458,Bahrain,BHR,2029,0.5567525713538855
459,Bahrain,BHR,2030,0.5567525713538855
460,Bahrain,BHR,2031,0.5567525713538855
461,Bahrain,BHR,2032,0.5567525713538855
462,Bahrain,BHR,2033,0.5567525713538855
463,Bahrain,BHR,2034,0.5567525713538855
464,Bahrain,BHR,2035,0.5567525713538855
465,Bahrain,BHR,2036,0.5567525713538855
466,Bahrain,BHR,2037,0.5567525713538855
467,Bahrain,BHR,2038,0.5567525713538855
468,Bahrain,BHR,2039,0.5567525713538855
469,Bahrain,BHR,2040,0.5567525713538855
470,Bahrain,BHR,2041,0.5567525713538855
471,Bahrain,BHR,2042,0.5567525713538855
472,Bahrain,BHR,2043,0.5567525713538855
473,Bahrain,BHR,2044,0.5567525713538855
474,Bahrain,BHR,2045,0.5567525713538855
475,Bahrain,BHR,2046,0.5567525713538855
476,Bahrain,BHR,2047,0.5567525713538855
477,Bahrain,BHR,2048,0.5567525713538855
478,Bahrain,BHR,2049,0.5567525713538855
479,Bahrain,BHR,2050,0.5567525713538855
489,Bangladesh,BGD,2020,0.2783762856769427
490,Bangladesh,BGD,2021,0.2783762856769427
491,Bangladesh,BGD,2022,0.2783762856769427
492,Bangladesh,BGD,2023,0.2783762856769427
493,Bangladesh,BGD,2024,0.2783762856769427
494,Bangladesh,BGD,2025,0.2783762856769427
495,Bangladesh,BGD,2026,0.2783762856769427
496,Bangladesh,BGD,2027,0.2783762856769427
497,Bangladesh,BGD,2028,0.2783762856769427
498,Bangladesh,BGD,2029,0.2783762856769427
499,Bangladesh,BGD,2030,0.2783762856769427
500,Bangladesh,BGD,2031,0.2783762856769427
501,Bangladesh,BGD,2032,0.2783762856769427
502,Bangladesh,BGD,2033,0.2783762856769427
503,Bangladesh,BGD,2034,0.2783762856769427
504,Bangladesh,BGD,2035,0.2783762856769427
505,Bangladesh,BGD,2036,0.2783762856769427
506,Bangladesh,BGD,2037,0.2783762856769427
507,Bangladesh,BGD,2038,0.2783762856769427
508,Bangladesh,BGD,2039,0.2783762856769427
509,Bangladesh,BGD,2040,0.2783762856769427
510,Bangladesh,BGD,2041,0.2783762856769427
511,Bangladesh,BGD,2042,0.2783762856769427
512,Bangladesh,BGD,2043,0.2783762856769427
513,Bangladesh,BGD,2044,0.2783762856769427
514,Bangladesh,BGD,2045,0.2783762856769427
515,Bangladesh,BGD,2046,0.2783762856769427
516,Bangladesh,BGD,2047,0.2783762856769427
517,Bangladesh,BGD,2048,0.2783762856769427
518,Bangladesh,BGD,2049,0.2783762856769427
519,Bangladesh,BGD,2050,0.2783762856769427
529,Barbados,BRB,2020,0.5567525713538855
530,Barbados,BRB,2021,0.5567525713538855
531,Barbados,BRB,2022,0.5567525713538855
532,Barbados,BRB,2023,0.5567525713538855
533,Barbados,BRB,2024,0.5567525713538855
534,Barbados,BRB,2025,0.5567525713538855
535,Barbados,BRB,2026,0.5567525713538855
536,Barbados,BRB,2027,0.5567525713538855
537,Barbados,BRB,2028,0.5567525713538855
538,Barbados,BRB,2029,0.5567525713538855
539,Barbados,BRB,2030,0.5567525713538855
540,Barbados,BRB,2031,0.5567525713538855
541,Barbados,BRB,2032,0.5567525713538855
542,Barbados,BRB,2033,0.5567525713538855
543,Barbados,BRB,2034,0.5567525713538855
544,Barbados,BRB,2035,0.5567525713538855
545,Barbados,BRB,2036,0.5567525713538855
546,Barbados,BRB,2037,0.5567525713538855
547,Barbados,BRB,2038,0.5567525713538855
548,Barbados,BRB,2039,0.5567525713538855
549,Barbados,BRB,2040,0.5567525713538855
550,Barbados,BRB,2041,0.5567525713538855
551,Barbados,BRB,2042,0.5567525713538855
552,Barbados,BRB,2043,0.5567525713538855
553,Barbados,BRB,2044,0.5567525713538855
554,Barbados,BRB,2045,0.5567525713538855
555,Barbados,BRB,2046,0.5567525713538855
556,Barbados,BRB,2047,0.5567525713538855
557,Barbados,BRB,2048,0.5567525713538855
558,Barbados,BRB,2049,0.5567525713538855
559,Barbados,BRB,2050,0.5567525713538855
569,Belarus,BLR,2020,0.8372584331924915
570,Belarus,BLR,2021,0.8372584331924915
571,Belarus,BLR,2022,0.8372584331924915
572,Belarus,BLR,2023,0.8372584331924915
573,Belarus,BLR,2024,0.8372584331924915
574,Belarus,BLR,2025,0.8372584331924915
575,Belarus,BLR,2026,0.8372584331924915
576,Belarus,BLR,2027,0.8372584331924915
577,Belarus,BLR,2028,0.8372584331924915
578,Belarus,BLR,2029,0.8372584331924915
579,Belarus,BLR,2030,0.8372584331924915
580,Belarus,BLR,2031,0.8372584331924915
581,Belarus,BLR,2032,0.8372584331924915
582,Belarus,BLR,2033,0.8372584331924915
583,Belarus,BLR,2034,0.8372584331924915
584,Belarus,BLR,2035,0.8372584331924915
585,Belarus,BLR,2036,0.8372584331924915
586,Belarus,BLR,2037,0.8372584331924915
587,Belarus,BLR,2038,0.8372584331924915
588,Belarus,BLR,2039,0.8372584331924915
589,Belarus,BLR,2040,0.8372584331924915
590,Belarus,BLR,2041,0.8372584331924915
591,Belarus,BLR,2042,0.8372584331924915
592,Belarus,BLR,2043,0.8372584331924915
593,Belarus,BLR,2044,0.8372584331924915
594,Belarus,BLR,2045,0.8372584331924915
595,Belarus,BLR,2046,0.8372584331924915
596,Belarus,BLR,2047,0.8372584331924915
597,Belarus,BLR,2048,0.8372584331924915
598,Belarus,BLR,2049,0.8372584331924915
599,Belarus,BLR,2050,0.8372584331924915
609,Belgium,BEL,2020,0.6658855532249607
610,Belgium,BEL,2021,0.6658855532249607
611,Belgium,BEL,2022,0.6658855532249607
612,Belgium,BEL,2023,0.6658855532249607
613,Belgium,BEL,2024,0.6658855532249607
614,Belgium,BEL,2025,0.6658855532249607
615,Belgium,BEL,2026,0.6658855532249607
616,Belgium,BEL,2027,0.6658855532249607
617,Belgium,BEL,2028,0.6658855532249607
618,Belgium,BEL,2029,0.6658855532249607
619,Belgium,BEL,2030,0.6658855532249607
620,Belgium,BEL,2031,0.6658855532249607
621,Belgium,BEL,2032,0.6658855532249607
622,Belgium,BEL,2033,0.6658855532249607
623,Belgium,BEL,2034,0.6658855532249607
624,Belgium,BEL,2035,0.6658855532249607
625,Belgium,BEL,2036,0.6658855532249607
626,Belgium,BEL,2037,0.6658855532249607
627,Belgium,BEL,2038,0.6658855532249607
628,Belgium,BEL,2039,0.6658855532249607
629,Belgium,BEL,2040,0.6658855532249607
630,Belgium,BEL,2041,0.6658855532249607
631,Belgium,BEL,2042,0.6658855532249607
632,Belgium,BEL,2043,0.6658855532249607
633,Belgium,BEL,2044,0.6658855532249607
634,Belgium,BEL,2045,0.6658855532249607
635,Belgium,BEL,2046,0.6658855532249607
636,Belgium,BEL,2047,0.6658855532249607
637,Belgium,BEL,2048,0.6658855532249607
638,Belgium,BEL,2049,0.6658855532249607
639,Belgium,BEL,2050,0.6658855532249607
649,Belize,BLZ,2020,0.2783762856769427
650,Belize,BLZ,2021,0.2783762856769427
651,Belize,BLZ,2022,0.2783762856769427
652,Belize,BLZ,2023,0.2783762856769427
653,Belize,BLZ,2024,0.2783762856769427
654,Belize,BLZ,2025,0.2783762856769427
655,Belize,BLZ,2026,0.2783762856769427
656,Belize,BLZ,2027,0.2783762856769427
657,Belize,BLZ,2028,0.2783762856769427
658,Belize,BLZ,2029,0.2783762856769427
659,Belize,BLZ,2030,0.2783762856769427
660,Belize,BLZ,2031,0.2783762856769427
661,Belize,BLZ,2032,0.2783762856769427
662,Belize,BLZ,2033,0.2783762856769427
663,Belize,BLZ,2034,0.2783762856769427
664,Belize,BLZ,2035,0.2783762856769427
665,Belize,BLZ,2036,0.2783762856769427
666,Belize,BLZ,2037,0.2783762856769427
667,Belize,BLZ,2038,0.2783762856769427
668,Belize,BLZ,2039,0.2783762856769427
669,Belize,BLZ,2040,0.2783762856769427
670,Belize,BLZ,2041,0.2783762856769427
671,Belize,BLZ,2042,0.2783762856769427
672,Belize,BLZ,2043,0.2783762856769427
673,Belize,BLZ,2044,0.2783762856769427
674,Belize,BLZ,2045,0.2783762856769427
675,Belize,BLZ,2046,0.2783762856769427
676,Belize,BLZ,2047,0.2783762856769427
677,Belize,BLZ,2048,0.2783762856769427
678,Belize,BLZ,2049,0.2783762856769427
679,Belize,BLZ,2050,0.2783762856769427
689,Benin,BEN,2020,0.2783762856769427
690,Benin,BEN,2021,0.2783762856769427
691,Benin,BEN,2022,0.2783762856769427
692,Benin,BEN,2023,0.2783762856769427
693,Benin,BEN,2024,0.2783762856769427
694,Benin,BEN,2025,0.2783762856769427
695,Benin,BEN,2026,0.2783762856769427
696,Benin,BEN,2027,0.2783762856769427
697,Benin,BEN,2028,0.2783762856769427
698,Benin,BEN,2029,0.2783762856769427
699,Benin,BEN,2030,0.2783762856769427
700,Benin,BEN,2031,0.2783762856769427
701,Benin,BEN,2032,0.2783762856769427
702,Benin,BEN,2033,0.2783762856769427
703,Benin,BEN,2034,0.2783762856769427
704,Benin,BEN,2035,0.2783762856769427
705,Benin,BEN,2036,0.2783762856769427
706,Benin,BEN,2037,0.2783762856769427
707,Benin,BEN,2038,0.2783762856769427
708,Benin,BEN,2039,0.2783762856769427
709,Benin,BEN,2040,0.2783762856769427
710,Benin,BEN,2041,0.2783762856769427
711,Benin,BEN,2042,0.2783762856769427
712,Benin,BEN,2043,0.2783762856769427
713,Benin,BEN,2044,0.2783762856769427
714,Benin,BEN,2045,0.2783762856769427
715,Benin,BEN,2046,0.2783762856769427
716,Benin,BEN,2047,0.2783762856769427
717,Benin,BEN,2048,0.2783762856769427
718,Benin,BEN,2049,0.2783762856769427
719,Benin,BEN,2050,0.2783762856769427
729,Bhutan,BTN,2020,0.2783762856769427
730,Bhutan,BTN,2021,0.2783762856769427
731,Bhutan,BTN,2022,0.2783762856769427
732,Bhutan,BTN,2023,0.2783762856769427
733,Bhutan,BTN,2024,0.2783762856769427
734,Bhutan,BTN,2025,0.2783762856769427
735,Bhutan,BTN,2026,0.2783762856769427
736,Bhutan,BTN,2027,0.2783762856769427
737,Bhutan,BTN,2028,0.2783762856769427
738,Bhutan,BTN,2029,0.2783762856769427
739,Bhutan,BTN,2030,0.2783762856769427
740,Bhutan,BTN,2031,0.2783762856769427
741,Bhutan,BTN,2032,0.2783762856769427
742,Bhutan,BTN,2033,0.2783762856769427
743,Bhutan,BTN,2034,0.2783762856769427
744,Bhutan,BTN,2035,0.2783762856769427
745,Bhutan,BTN,2036,0.2783762856769427
746,Bhutan,BTN,2037,0.2783762856769427
747,Bhutan,BTN,2038,0.2783762856769427
748,Bhutan,BTN,2039,0.2783762856769427
749,Bhutan,BTN,2040,0.2783762856769427
750,Bhutan,BTN,2041,0.2783762856769427
751,Bhutan,BTN,2042,0.2783762856769427
752,Bhutan,BTN,2043,0.2783762856769427
753,Bhutan,BTN,2044,0.2783762856769427
754,Bhutan,BTN,2045,0.2783762856769427
755,Bhutan,BTN,2046,0.2783762856769427
756,Bhutan,BTN,2047,0.2783762856769427
757,Bhutan,BTN,2048,0.2783762856769427
758,Bhutan,BTN,2049,0.2783762856769427
759,Bhutan,BTN,2050,0.2783762856769427
769,Bolivia,BOL,2020,0.2783762856769427
770,Bolivia,BOL,2021,0.2783762856769427
771,Bolivia,BOL,2022,0.2783762856769427
772,Bolivia,BOL,2023,0.2783762856769427
773,Bolivia,BOL,2024,0.2783762856769427
774,Bolivia,BOL,2025,0.2783762856769427
775,Bolivia,BOL,2026,0.2783762856769427
776,Bolivia,BOL,2027,0.2783762856769427
777,Bolivia,BOL,2028,0.2783762856769427
778,Bolivia,BOL,2029,0.2783762856769427
779,Bolivia,BOL,2030,0.2783762856769427
780,Bolivia,BOL,2031,0.2783762856769427
