Year,iso_code3,nemomod_entc_frac_min_share_production_pp_wind
2016,HKG,0.0400147890942174
2017,HKG,0.0463295775316818
2018,HKG,0.0536060590072837
2019,HKG,0.0565394176748276
2020,HKG,0.0628302473583998
2010,HND,0.1258237353980827
2011,HND,0.1258237353980827
2012,HND,0.1258237353980827
2013,HND,0.1258237353980827
2014,HND,0.1258237353980827
2015,HND,0.1258237353980827
2016,HND,0.1258237353980827
2017,HND,0.1258237353980827
2018,HND,0.1258237353980827
2019,HND,0.1258237353980827
2020,HND,0.1258237353980827
2010,HRV,0.0721115228787174
2011,HRV,0.0721115228787174
2012,HRV,0.0721115228787174
2013,HRV,0.0721115228787174
2014,HRV,0.0721115228787174
2015,HRV,0.0721115228787174
2016,HRV,0.082220795071832
2017,HRV,0.1040016926296064
2018,HRV,0.1008678749033823
2019,HRV,0.1192888211582859
2020,HRV,0.1330319785171684
2010,HTI,0.0010065873071429
2011,HTI,0.0010065873071429
2012,HTI,0.0010065873071429
2013,HTI,0.0010065873071429
2014,HTI,0.0010065873071429
2015,HTI,0.0008866951120592
2016,HTI,0.000679843360179
2017,HTI,3.940003604799625e-05
2018,HTI,0.0005443030851918
2019,HTI,0.0007892779603101
2020,HTI,0.000127221078261
2010,HUN,0.0151708754742512
2011,HUN,0.0182586815166618
2012,HUN,0.0231069714446218
2013,HUN,0.0248298147960043
2014,HUN,0.0234931118198663
2015,HUN,0.0240048696867826
2016,HUN,0.0226970454914079
2017,HUN,0.0242134370119633
2018,HUN,0.019941245497023
2019,HUN,0.022290405792053
2020,HUN,0.0195350731114508
2010,IDN,0.0331445729004343
2011,IDN,0.0331445729004343
2012,IDN,0.0331445729004343
2013,IDN,0.0331445729004343
2014,IDN,0.0331445729004343
2015,IDN,0.0331445729004343
2016,IDN,0.0400147890942174
2017,IDN,0.0463295775316818
2018,IDN,0.0536060590072837
2019,IDN,0.0565394176748276
2020,IDN,0.0628302473583998
2010,IMN,0.1025691949723108
2011,IMN,0.1661397545245458
2012,IMN,0.1517324666318215
2013,IMN,0.1812742538083433
2014,IMN,0.2036014530633514
2015,IMN,0.2385500219006625
2016,IMN,0.2075208877444578
2017,IMN,0.2486430169529648
2018,IMN,0.2874029844065439
2019,IMN,0.3340979200514993
2020,IMN,0.369787866828815
2010,IND,0.0251011631132644
2011,IND,0.0251011631132644
2012,IND,0.0251011631132644
2013,IND,0.0251011631132644
2014,IND,0.0251011631132644
2015,IND,0.0251011631132644
2016,IND,0.0333998128669756
2017,IND,0.0388500102242266
2018,IND,0.0417129997371405
2019,IND,0.044098538270812
2020,IND,0.0452217416354929
2010,IRL,0.1025691949723108
2011,IRL,0.1661397545245458
2012,IRL,0.1517324666318215
2013,IRL,0.1812742538083433
2014,IRL,0.2036014530633514
2015,IRL,0.2385500219006625
2016,IRL,0.2075208877444578
2017,IRL,0.2486430169529648
2018,IRL,0.2874029844065439
2019,IRL,0.3340979200514993
2020,IRL,0.369787866828815
2010,IRN,0.0
2011,IRN,0.0
2012,IRN,0.0
2013,IRN,0.0
2014,IRN,0.0
2015,IRN,0.0
2016,IRN,0.0
2017,IRN,0.0
2018,IRN,0.0
2019,IRN,0.0
2020,IRN,0.0
2010,IRQ,0.0
2011,IRQ,0.0
2012,IRQ,0.0
2013,IRQ,0.0
2014,IRQ,0.0
2015,IRQ,0.0
2016,IRQ,0.0
2017,IRQ,0.0
2018,IRQ,0.0
2019,IRQ,0.0
2020,IRQ,0.0
2010,ISL,0.0
2011,ISL,0.0
2012,ISL,0.0
2013,ISL,0.0001666111296234
2014,ISL,0.0004494186373083
2015,ISL,0.0005388511402709
2016,ISL,0.0004953331592889
2017,ISL,0.0004312253416387
2018,ISL,0.000224515655293
2019,ISL,0.0003435811255906
2020,ISL,0.0003546572514574
2010,ISR,0.0
2011,ISR,0.0
2012,ISR,0.0
2013,ISR,0.0
2014,ISR,0.0
2015,ISR,0.0
2016,ISR,0.0
2017,ISR,0.0
2018,ISR,0.0
2019,ISR,0.0
2020,ISR,0.0
2010,ITA,0.0314215265294365
2011,ITA,0.0338863418514898
2012,ITA,0.0467950890082568
2013,ITA,0.053679813747717
2014,ITA,0.0566855863699034
2015,ITA,0.0545520717055243
2016,ITA,0.0633379934578492
2017,ITA,0.0622183959997382
2018,ITA,0.0633901935585273
2019,ITA,0.0712826127755768
2020,ITA,0.0691967094504798
2010,JAM,0.1258237353980827
2011,JAM,0.1258237353980827
2012,JAM,0.1258237353980827
2013,JAM,0.1258237353980827
2014,JAM,0.1258237353980827
2015,JAM,0.1258237353980827
2016,JAM,0.1258237353980827
2017,JAM,0.1258237353980827
2018,JAM,0.1258237353980827
2019,JAM,0.1258237353980827
2020,JAM,0.1258237353980827
2010,JOR,0.0
2011,JOR,0.0
2012,JOR,0.0
2013,JOR,0.0
2014,JOR,0.0
2015,JOR,0.0
2016,JOR,0.0
2017,JOR,0.0
2018,JOR,0.0
2019,JOR,0.0
2020,JOR,0.0
2010,JPN,0.0031603064853181
2011,JPN,0.0053735070391748
2012,JPN,0.0044956747297388
2013,JPN,0.0050020953619583
2014,JPN,0.0045970857246601
2015,JPN,0.0061201843484228
2016,JPN,0.0060714919534788
2017,JPN,0.0065149191817918
2018,JPN,0.0082068605326817
2019,JPN,0.007818816104205
2020,JPN,0.0091402101930049
2010,KAZ,0.014330509941981
2011,KAZ,0.0216892130207658
2012,KAZ,0.025648013966789
2013,KAZ,0.0329475454874425
2014,KAZ,0.0354846244366759
2015,KAZ,0.0464734448664298
2016,KAZ,0.0588786844812258
2017,KAZ,0.0627801513260186
2018,KAZ,0.0687512185146983
2019,KAZ,0.0750246533244724
2020,KAZ,0.0720981522461448
2010,KEN,0.0299246634320335
2011,KEN,0.0300586454645584
2012,KEN,0.031380566016454
2013,KEN,0.0319397539103643
2014,KEN,0.035317249457345
2015,KEN,0.0377928757752335
2016,KEN,0.0423716324204656
2017,KEN,0.0469497680670738
2018,KEN,0.0504389505472602
2019,KEN,0.0610130545504447
2020,KEN,0.0695904575571665
2010,KGZ,0.014330509941981
2011,KGZ,0.0216892130207658
2012,KGZ,0.025648013966789
2013,KGZ,0.0329475454874425
2014,KGZ,0.0354846244366759
2015,KGZ,0.0464734448664298
2016,KGZ,0.0588786844812258
2017,KGZ,0.0627801513260186
2018,KGZ,0.0687512185146983
2019,KGZ,0.0750246533244724
2020,KGZ,0.0720981522461448
2010,KHM,0.0331445729004343
2011,KHM,0.0331445729004343
2012,KHM,0.0331445729004343
2013,KHM,0.0331445729004343
2014,KHM,0.0331445729004343
2015,KHM,0.0331445729004343
2016,KHM,0.0400147890942174
2017,KHM,0.0463295775316818
2018,KHM,0.0536060590072837
2019,KHM,0.0565394176748276
2020,KHM,0.0628302473583998
2010,KIR,0.0208807566476978
2011,KIR,0.0284025384037817
2012,KIR,0.0312412541721051
2013,KIR,0.0412490545160635
2014,KIR,0.0437033433123478
2015,KIR,0.0518134096606609
2016,KIR,0.0557177419944154
2017,KIR,0.0550094175764054
2018,KIR,0.0679909626967565
2019,KIR,0.0783148241654169
2020,KIR,0.0906028175968648
2010,KNA,0.0010065873071429
2011,KNA,0.0010065873071429
2012,KNA,0.0010065873071429
2013,KNA,0.0010065873071429
2014,KNA,0.0010065873071429
2015,KNA,0.0008866951120592
2016,KNA,0.000679843360179
2017,KNA,3.940003604799625e-05
2018,KNA,0.0005443030851918
2019,KNA,0.0007892779603101
2020,KNA,0.000127221078261
2010,KOR,0.0017025754117427
2011,KOR,0.0017164921275142
2012,KOR,0.0017786619651859
2013,KOR,0.0022065996154498
2014,KOR,0.0021666243791632
2015,KOR,0.0025431399071249
2016,KOR,0.0031255690881548
2017,KOR,0.0039892888711893
2018,KOR,0.0043675452036313
2019,KOR,0.0048195047545475
2020,KOR,0.0057016743026164
2010,KWT,0.0
2011,KWT,0.0
2012,KWT,0.0
2013,KWT,0.0
2014,KWT,0.0
2015,KWT,0.0
2016,KWT,0.0
2017,KWT,0.0
2018,KWT,0.0
2019,KWT,0.0
2020,KWT,0.0
2010,LAO,0.0331445729004343
2011,LAO,0.0331445729004343
2012,LAO,0.0331445729004343
2013,LAO,0.0331445729004343
2014,LAO,0.0331445729004343
2015,LAO,0.0331445729004343
2016,LAO,0.0400147890942174
2017,LAO,0.0463295775316818
2018,LAO,0.0536060590072837
2019,LAO,0.0565394176748276
2020,LAO,0.0628302473583998
2010,LBN,0.0
2011,LBN,0.0
2012,LBN,0.0
2013,LBN,0.0
2014,LBN,0.0
2015,LBN,0.0
2016,LBN,0.0
2017,LBN,0.0
2018,LBN,0.0
2019,LBN,0.0
2020,LBN,0.0
2010,LBR,0.0299246634320335
2011,LBR,0.0300586454645584
2012,LBR,0.031380566016454
2013,LBR,0.0319397539103643
2014,LBR,0.035317249457345
2015,LBR,0.0377928757752335
2016,LBR,0.0423716324204656
2017,LBR,0.0469497680670738
2018,LBR,0.0504389505472602
2019,LBR,0.0610130545504447
2020,LBR,0.0695904575571665
2010,LBY,0.0
2011,LBY,0.0
2012,LBY,0.0
2013,LBY,0.0
2014,LBY,0.0
2015,LBY,0.0
2016,LBY,0.0
2017,LBY,0.0
2018,LBY,0.0
2019,LBY,0.0
2020,LBY,0.0
2010,LCA,0.0010065873071429
2011,LCA,0.0010065873071429
2012,LCA,0.0010065873071429
2013,LCA,0.0010065873071429
2014,LCA,0.0010065873071429
2015,LCA,0.0008866951120592
2016,LCA,0.000679843360179
2017,LCA,3.940003604799625e-05
2018,LCA,0.0005443030851918
2019,LCA,0.0007892779603101
2020,LCA,0.000127221078261
2010,LIE,0.0005688027205485
2011,LIE,0.0011312277525289
2012,LIE,0.0013130560410933
2013,LIE,0.001336574715128
2014,LIE,0.0014694315209908
2015,LIE,0.0016928171241369
2016,LIE,0.0018014015153681
2017,LIE,0.0021930944228377
2018,LIE,0.0018382497761274
2019,LIE,0.0020682214790524
2020,LIE,0.0021129196998864
2010,LKA,0.0251011631132644
2011,LKA,0.0251011631132644
2012,LKA,0.0251011631132644
2013,LKA,0.0251011631132644
2014,LKA,0.0251011631132644
2015,LKA,0.0251011631132644
2016,LKA,0.0333998128669756
2017,LKA,0.0388500102242266
2018,LKA,0.0417129997371405
2019,LKA,0.044098538270812
2020,LKA,0.0452217416354929
2010,LSO,0.0299246634320335
2011,LSO,0.0300586454645584
2012,LSO,0.031380566016454
2013,LSO,0.0319397539103643
2014,LSO,0.035317249457345
2015,LSO,0.0377928757752335
2016,LSO,0.0423716324204656
2017,LSO,0.0469497680670738
2018,LSO,0.0504389505472602
2019,LSO,0.0610130545504447
2020,LSO,0.0695904575571665
2010,LTU,0.0436733768194792
2011,LTU,0.1126995204432879
2012,LTU,0.1200987627814605
2013,LTU,0.1428776560063266
2014,LTU,0.1642957484150393
2015,LTU,0.1846354270466954
2016,LTU,0.3057017106024563
2017,LTU,0.3685712398871947
2018,LTU,0.3767662387242559
2019,LTU,0.4285802543490498
2020,LTU,0.3134325554128736
2010,LUX,0.0122012697861422
2011,LUX,0.017633569082615
2012,LUX,0.0207816873921085
2013,LUX,0.0296309831278124
2014,LUX,0.0277093429446597
2015,LUX,0.0381102409345521
2016,LUX,0.0483125409999171
2017,LUX,0.110217545684406
2018,LUX,0.1213841690821516
2019,LUX,0.1560807329634631
2020,LUX,0.1640510046386626
2010,LVA,0.0080252772422429
2011,LVA,0.012593756717449
2012,LVA,0.0197746390904991
2013,LVA,0.0204984207646985
2014,LVA,0.0291625344271115
2015,LVA,0.02858351848052
2016,LVA,0.021388557987912
2017,LVA,0.0211454012930811
2018,LVA,0.0194810439479389
2019,LVA,0.0256416680717251
2020,LVA,0.032174630725657
2010,MAC,0.0331445729004343
2011,MAC,0.0331445729004343
2012,MAC,0.0331445729004343
2013,MAC,0.0331445729004343
2014,MAC,0.0331445729004343
2015,MAC,0.0331445729004343
2016,MAC,0.0400147890942174
2017,MAC,0.0463295775316818
2018,MAC,0.0536060590072837
2019,MAC,0.0565394176748276
2020,MAC,0.0628302473583998
2010,MAF,0.0010065873071429
2011,MAF,0.0010065873071429
2012,MAF,0.0010065873071429
2013,MAF,0.0010065873071429
2014,MAF,0.0010065873071429
2015,MAF,0.0008866951120592
2016,MAF,0.000679843360179
2017,MAF,3.940003604799625e-05
2018,MAF,0.0005443030851918
2019,MAF,0.0007892779603101
2020,MAF,0.000127221078261
2010,MAR,0.0
2011,MAR,0.0
2012,MAR,0.0
2013,MAR,0.0
2014,MAR,0.0
2015,MAR,0.0
2016,MAR,0.0
2017,MAR,0.0
2018,MAR,0.0
2019,MAR,0.0
2020,MAR,0.0
2010,MCO,0.0005688027205485
2011,MCO,0.0011312277525289
2012,MCO,0.0013130560410933
2013,MCO,0.001336574715128
2014,MCO,0.0014694315209908
2015,MCO,0.0016928171241369
2016,MCO,0.0018014015153681
2017,MCO,0.0021930944228377
2018,MCO,0.0018382497761274
2019,MCO,0.0020682214790524
2020,MCO,0.0021129196998864
2010,MDA,0.1140885016252183
2011,MDA,0.1140885016252183
2012,MDA,0.1140885016252183
2013,MDA,0.1140885016252183
2014,MDA,0.1140885016252183
2015,MDA,0.1140885016252183
2016,MDA,0.1083211464418481
2017,MDA,0.1235144765121124
2018,MDA,0.1039875552710249
2019,MDA,0.1214876410429498
2020,MDA,0.1323971047758387
2010,MDG,0.0299246634320335
2011,MDG,0.0300586454645584
2012,MDG,0.031380566016454
2013,MDG,0.0319397539103643
2014,MDG,0.035317249457345
2015,MDG,0.0377928757752335
2016,MDG,0.0423716324204656
2017,MDG,0.0469497680670738
2018,MDG,0.0504389505472602
2019,MDG,0.0610130545504447
2020,MDG,0.0695904575571665
2010,MDV,0.0251011631132644
2011,MDV,0.0251011631132644
2012,MDV,0.0251011631132644
2013,MDV,0.0251011631132644
2014,MDV,0.0251011631132644
2015,MDV,0.0251011631132644
2016,MDV,0.0333998128669756
2017,MDV,0.0388500102242266
2018,MDV,0.0417129997371405
2019,MDV,0.044098538270812
2020,MDV,0.0452217416354929
2010,MEX,0.0046794030210504
2011,MEX,0.0058365761256194
2012,MEX,0.0129051180958507
2013,MEX,0.0145245892640355
2014,MEX,0.0219017919939241
2015,MEX,0.0283893883947864
2016,MEX,0.0328095797320147
2017,MEX,0.0320995221056954
2018,MEX,0.0388757150501258
2019,MEX,0.0515718023679762
2020,MEX,0.0627677304032576
2010,MHL,0.0031603064853181
2011,MHL,0.0053735070391748
2012,MHL,0.0044956747297388
2013,MHL,0.0050020953619583
2014,MHL,0.0045970857246601
2015,MHL,0.0061201843484228
2016,MHL,0.0060714919534788
2017,MHL,0.0065149191817918
2018,MHL,0.0082068605326817
2019,MHL,0.007818816104205
2020,MHL,0.0091402101930049
2010,MKD,0.0229253418244252
2011,MKD,0.0229253418244252
2012,MKD,0.0229253418244252
2013,MKD,0.0229253418244252
2014,MKD,0.0229253418244252
2015,MKD,0.0229253418244252
2016,MKD,0.0207187161257895
2017,MKD,0.0211369611179784
2018,MKD,0.0184256208240521
2019,MKD,0.0185076248443889
2020,MKD,0.0232246058527243
2010,MLI,0.0299246634320335
2011,MLI,0.0300586454645584
2012,MLI,0.031380566016454
2013,MLI,0.0319397539103643
2014,MLI,0.035317249457345
2015,MLI,0.0377928757752335
2016,MLI,0.0423716324204656
2017,MLI,0.0469497680670738
2018,MLI,0.0504389505472602
2019,MLI,0.0610130545504447
2020,MLI,0.0695904575571665
2010,MLT,0.0
2011,MLT,0.0
2012,MLT,0.0
2013,MLT,0.0
2014,MLT,0.0
2015,MLT,0.0
2016,MLT,0.0
2017,MLT,0.0
2018,MLT,0.0
2019,MLT,0.0
2020,MLT,0.0
2010,MMR,0.0331445729004343
2011,MMR,0.0331445729004343
2012,MMR,0.0331445729004343
2013,MMR,0.0331445729004343
2014,MMR,0.0331445729004343
2015,MMR,0.0331445729004343
2016,MMR,0.0400147890942174
2017,MMR,0.0463295775316818
2018,MMR,0.0536060590072837
2019,MMR,0.0565394176748276
2020,MMR,0.0628302473583998
2010,MNE,0.0229253418244252
2011,MNE,0.0229253418244252
2012,MNE,0.0229253418244252
2013,MNE,0.0229253418244252
2014,MNE,0.0229253418244252
2015,MNE,0.0229253418244252
2016,MNE,0.0207187161257895
2017,MNE,0.0211369611179784
2018,MNE,0.0184256208240521
2019,MNE,0.0185076248443889
2020,MNE,0.0232246058527243
2010,MNG,0.0331445729004343
2011,MNG,0.0331445729004343
2012,MNG,0.0331445729004343
2013,MNG,0.0331445729004343
2014,MNG,0.0331445729004343
2015,MNG,0.0331445729004343
2016,MNG,0.0400147890942174
2017,MNG,0.0463295775316818
2018,MNG,0.0536060590072837
2019,MNG,0.0565394176748276
2020,MNG,0.0628302473583998
2010,MNP,0.0031603064853181
2011,MNP,0.0053735070391748
2012,MNP,0.0044956747297388
2013,MNP,0.0050020953619583
2014,MNP,0.0045970857246601
2015,MNP,0.0061201843484228
2016,MNP,0.0060714919534788
2017,MNP,0.0065149191817918
2018,MNP,0.0082068605326817
2019,MNP,0.007818816104205
2020,MNP,0.0091402101930049
2010,MOZ,0.0299246634320335
2011,MOZ,0.0300586454645584
2012,MOZ,0.031380566016454
2013,MOZ,0.0319397539103643
2014,MOZ,0.035317249457345
2015,MOZ,0.0377928757752335
2016,MOZ,0.0423716324204656
2017,MOZ,0.0469497680670738
2018,MOZ,0.0504389505472602
2019,MOZ,0.0610130545504447
2020,MOZ,0.0695904575571665
2010,MRT,0.0299246634320335
2011,MRT,0.0300586454645584
2012,MRT,0.031380566016454
2013,MRT,0.0319397539103643
2014,MRT,0.035317249457345
2015,MRT,0.0377928757752335
2016,MRT,0.0423716324204656
2017,MRT,0.0469497680670738
2018,MRT,0.0504389505472602
2019,MRT,0.0610130545504447
2020,MRT,0.0695904575571665
2010,MUS,0.0299246634320335
2011,MUS,0.0300586454645584
2012,MUS,0.031380566016454
2013,MUS,0.0319397539103643
2014,MUS,0.035317249457345
2015,MUS,0.0377928757752335
2016,MUS,0.0423716324204656
2017,MUS,0.0469497680670738
2018,MUS,0.0504389505472602
2019,MUS,0.0610130545504447
2020,MUS,0.0695904575571665
2010,MWI,0.0299246634320335
2011,MWI,0.0300586454645584
2012,MWI,0.031380566016454
2013,MWI,0.0319397539103643
2014,MWI,0.035317249457345
2015,MWI,0.0377928757752335
2016,MWI,0.0423716324204656
2017,MWI,0.0469497680670738
2018,MWI,0.0504389505472602
2019,MWI,0.0610130545504447
2020,MWI,0.0695904575571665
2010,MYS,0.0331445729004343
2011,MYS,0.0331445729004343
2012,MYS,0.0331445729004343
2013,MYS,0.0331445729004343
2014,MYS,0.0331445729004343
2015,MYS,0.0331445729004343
2016,MYS,0.0400147890942174
2017,MYS,0.0463295775316818
2018,MYS,0.0536060590072837
2019,MYS,0.0565394176748276
2020,MYS,0.0628302473583998
2010,NAM,0.0299246634320335
2011,NAM,0.0300586454645584
2012,NAM,0.031380566016454
2013,NAM,0.0319397539103643
2014,NAM,0.035317249457345
2015,NAM,0.0377928757752335
2016,NAM,0.0423716324204656
2017,NAM,0.0469497680670738
2018,NAM,0.0504389505472602
2019,NAM,0.0610130545504447
2020,NAM,0.0695904575571665
2010,NCL,0.0373558046566357
2011,NCL,0.0450444936092815
2012,NCL,0.048126719731613
2013,NCL,0.0478559508270883
2014,NCL,0.0518989211085825
2015,NCL,0.0546252195931082
2016,NCL,0.0542270550957182
2017,NCL,0.0480671400128497
2018,NCL,0.0474893350691248
2019,NCL,0.051359783407098
2020,NCL,0.0528881696954533
2010,NER,0.0299246634320335
2011,NER,0.0300586454645584
2012,NER,0.031380566016454
2013,NER,0.0319397539103643
2014,NER,0.035317249457345
2015,NER,0.0377928757752335
2016,NER,0.0423716324204656
2017,NER,0.0469497680670738
2018,NER,0.0504389505472602
2019,NER,0.0610130545504447
2020,NER,0.0695904575571665
2010,NGA,0.0299246634320335
2011,NGA,0.0300586454645584
2012,NGA,0.031380566016454
2013,NGA,0.0319397539103643
2014,NGA,0.035317249457345
2015,NGA,0.0377928757752335
2016,NGA,0.0423716324204656
2017,NGA,0.0469497680670738
2018,NGA,0.0504389505472602
2019,NGA,0.0610130545504447
2020,NGA,0.0695904575571665
2010,NIC,0.1258237353980827
2011,NIC,0.1258237353980827
2012,NIC,0.1258237353980827
2013,NIC,0.1258237353980827
2014,NIC,0.1258237353980827
2015,NIC,0.1258237353980827
2016,NIC,0.1258237353980827
2017,NIC,0.1258237353980827
2018,NIC,0.1258237353980827
2019,NIC,0.1258237353980827
2020,NIC,0.1258237353980827
2010,NLD,0.035285365039364
2011,NLD,0.0475142438501837
2012,NLD,0.0511775167376872
2013,NLD,0.0587983951160918
2014,NLD,0.0597530239060023
2015,NLD,0.0724624995317453
2016,NLD,0.0756467695540615
2017,NLD,0.0958756896649681
2018,NLD,0.0975154657487613
2019,NLD,0.0999038078591142
2020,NLD,0.1312145215401305
2010,NOR,0.0071506767097756
2011,NOR,0.0101102571866539
2012,NOR,0.0105317584871022
2013,NOR,0.0141399789956927
2014,NOR,0.0157294112906722
2015,NOR,0.0175302751269602
2016,NOR,0.0142993200778213
2017,NOR,0.0192386954058216
2018,NOR,0.026586434064316
2019,NOR,0.0410992987810289
2020,NOR,0.0653317656994406
2010,NPL,0.0251011631132644
2011,NPL,0.0251011631132644
2012,NPL,0.0251011631132644
2013,NPL,0.0251011631132644
2014,NPL,0.0251011631132644
2015,NPL,0.0251011631132644
2016,NPL,0.0333998128669756
2017,NPL,0.0388500102242266
2018,NPL,0.0417129997371405
2019,NPL,0.044098538270812
2020,NPL,0.0452217416354929
2010,NRU,0.0208807566476978
2011,NRU,0.0284025384037817
2012,NRU,0.0312412541721051
2013,NRU,0.0412490545160635
2014,NRU,0.0437033433123478
2015,NRU,0.0518134096606609
2016,NRU,0.0557177419944154
2017,NRU,0.0550094175764054
2018,NRU,0.0679909626967565
2019,NRU,0.0783148241654169
2020,NRU,0.0906028175968648
2010,NZL,0.0373558046566357
2011,NZL,0.0450444936092815
2012,NZL,0.048126719731613
2013,NZL,0.0478559508270883
2014,NZL,0.0518989211085825
2015,NZL,0.0546252195931082
2016,NZL,0.0542270550957182
2017,NZL,0.0480671400128497
2018,NZL,0.0474893350691248
2019,NZL,0.051359783407098
2020,NZL,0.0528881696954533
2010,OMN,0.0
2011,OMN,0.0
2012,OMN,0.0
2013,OMN,0.0
2014,OMN,0.0
2015,OMN,0.0
2016,OMN,0.0
2017,OMN,0.0
2018,OMN,0.0
2019,OMN,0.0
2020,OMN,0.0
2010,PAK,0.0251011631132644
2011,PAK,0.0251011631132644
2012,PAK,0.0251011631132644
2013,PAK,0.0251011631132644
2014,PAK,0.0251011631132644
2015,PAK,0.0251011631132644
2016,PAK,0.0333998128669756
2017,PAK,0.0388500102242266
2018,PAK,0.0417129997371405
2019,PAK,0.044098538270812
2020,PAK,0.0452217416354929
2010,PAN,0.1258237353980827
2011,PAN,0.1258237353980827
2012,PAN,0.1258237353980827
2013,PAN,0.1258237353980827
2014,PAN,0.1258237353980827
2015,PAN,0.1258237353980827
2016,PAN,0.1258237353980827
2017,PAN,0.1258237353980827
2018,PAN,0.1258237353980827
2019,PAN,0.1258237353980827
2020,PAN,0.1258237353980827
2010,PER,0.0010065873071429
2011,PER,0.0010065873071429
2012,PER,0.0010065873071429
2013,PER,0.0010065873071429
2014,PER,0.0010065873071429
2015,PER,0.0008866951120592
2016,PER,0.000679843360179
2017,PER,3.940003604799625e-05
2018,PER,0.0005443030851918
2019,PER,0.0007892779603101
2020,PER,0.000127221078261
2010,PHL,0.0331445729004343
2011,PHL,0.0331445729004343
2012,PHL,0.0331445729004343
2013,PHL,0.0331445729004343
2014,PHL,0.0331445729004343
2015,PHL,0.0331445729004343
2016,PHL,0.0400147890942174
2017,PHL,0.0463295775316818
2018,PHL,0.0536060590072837
2019,PHL,0.0565394176748276
2020,PHL,0.0628302473583998
2010,PLW,0.0031603064853181
2011,PLW,0.0053735070391748
2012,PLW,0.0044956747297388
2013,PLW,0.0050020953619583
2014,PLW,0.0045970857246601
2015,PLW,0.0061201843484228
2016,PLW,0.0060714919534788
2017,PLW,0.0065149191817918
2018,PLW,0.0082068605326817
2019,PLW,0.007818816104205
2020,PLW,0.0091402101930049
2010,PNG,0.0208807566476978
2011,PNG,0.0284025384037817
2012,PNG,0.0312412541721051
2013,PNG,0.0412490545160635
2014,PNG,0.0437033433123478
2015,PNG,0.0518134096606609
2016,PNG,0.0557177419944154
2017,PNG,0.0550094175764054
2018,PNG,0.0679909626967565
2019,PNG,0.0783148241654169
2020,PNG,0.0906028175968648
2010,POL,0.0116090779307026
2011,POL,0.0214203008124963
2012,POL,0.0319157170957373
2013,POL,0.0396086154586377
2014,POL,0.052257209807402
2015,POL,0.0712748255289868
2016,POL,0.0809158465176795
2017,POL,0.0943155464403044
2018,POL,0.081456407008507
2019,POL,0.0980035807862002
2020,POL,0.1059604572873298
2010,PRI,0.0010065873071429
2011,PRI,0.0010065873071429
2012,PRI,0.0010065873071429
2013,PRI,0.0010065873071429
2014,PRI,0.0010065873071429
2015,PRI,0.0008866951120592
2016,PRI,0.000679843360179
2017,PRI,3.940003604799625e-05
2018,PRI,0.0005443030851918
2019,PRI,0.0007892779603101
2020,PRI,0.000127221078261
2010,PRK,0.0017025754117427
2011,PRK,0.0017164921275142
2012,PRK,0.0017786619651859
2013,PRK,0.0022065996154498
2014,PRK,0.0021666243791632
2015,PRK,0.0025431399071249
2016,PRK,0.0031255690881548
2017,PRK,0.0039892888711893
2018,PRK,0.0043675452036313
2019,PRK,0.0048195047545475
2020,PRK,0.0057016743026164
2010,PRT,0.1734441829148852
2011,PRT,0.179132996445977
2012,PRT,0.2256755252455834
2013,PRT,0.2373568145575429
2014,PRT,0.2336337185539889
2015,PRT,0.2267089749101482
2016,PRT,0.2107961365130422
2017,PRT,0.2110314916344784
2018,PRT,0.2160880144487291
2019,PRT,0.2614892545220998
2020,PRT,0.2348177607509155
2010,PRY,0.0042779739548491
2011,PRY,0.0042779739548491
2012,PRY,0.0042779739548491
2013,PRY,0.0042779739548491
2014,PRY,0.0042779739548491
2015,PRY,0.0042779739548491
2016,PRY,0.0039084107959603
2017,PRY,0.0044023346805135
2018,PRY,0.0100765527492764
2019,PRY,0.0373456970451943
2020,PRY,0.0677320387903084
2010,PYF,0.0373558046566357
2011,PYF,0.0450444936092815
2012,PYF,0.048126719731613
2013,PYF,0.0478559508270883
2014,PYF,0.0518989211085825
2015,PYF,0.0546252195931082
2016,PYF,0.0542270550957182
2017,PYF,0.0480671400128497
2018,PYF,0.0474893350691248
2019,PYF,0.051359783407098
2020,PYF,0.0528881696954533
2010,QAT,0.0
2011,QAT,0.0
2012,QAT,0.0
2013,QAT,0.0
2014,QAT,0.0
2015,QAT,0.0
2016,QAT,0.0
2017,QAT,0.0
2018,QAT,0.0
2019,QAT,0.0
2020,QAT,0.0
2010,ROU,0.1140885016252183
2011,ROU,0.1140885016252183
2012,ROU,0.1140885016252183
2013,ROU,0.1140885016252183
2014,ROU,0.1140885016252183
2015,ROU,0.1140885016252183
2016,ROU,0.1083211464418481
2017,ROU,0.1235144765121124
2018,ROU,0.1039875552710249
2019,ROU,0.1214876410429498
2020,ROU,0.1323971047758387
2010,RUS,0.0236108120713965
2011,RUS,0.0315420362489009
2012,RUS,0.0412273163078449
2013,RUS,0.0449453361906898
2014,RUS,0.055165682180071
2015,RUS,0.079872989658291
2016,RUS,0.0572318624616214
2017,RUS,0.0646820172093529
2018,RUS,0.0586292649930677
2019,RUS,0.1049568411969076
2020,RUS,0.1630338632663481
2010,RWA,0.0299246634320335
2011,RWA,0.0300586454645584
2012,RWA,0.031380566016454
2013,RWA,0.0319397539103643
2014,RWA,0.035317249457345
2015,RWA,0.0377928757752335
2016,RWA,0.0423716324204656
2017,RWA,0.0469497680670738
2018,RWA,0.0504389505472602
