,Nation,iso_code3,Year,cost_enfu_fuel_oil_usd_per_m3
1530,Cayman Islands,CYM,2044.0,445.9649123840332
1531,Cayman Islands,CYM,2045.0,445.9649123840332
1532,Cayman Islands,CYM,2046.0,445.9649123840332
1533,Cayman Islands,CYM,2047.0,445.9649123840332
1534,Cayman Islands,CYM,2048.0,445.9649123840332
1535,Cayman Islands,CYM,2049.0,445.9649123840332
1536,Cayman Islands,CYM,2050.0,445.9649123840332
1537,Cyprus,CYP,2022.0,445.9649123840332
1538,Cyprus,CYP,2023.0,445.9649123840332
1539,Cyprus,CYP,2024.0,445.9649123840332
1540,Cyprus,CYP,2025.0,445.9649123840332
1541,Cyprus,CYP,2026.0,445.9649123840332
1542,Cyprus,CYP,2027.0,445.9649123840332
1543,Cyprus,CYP,2028.0,445.9649123840332
1544,Cyprus,CYP,2029.0,445.9649123840332
1545,Cyprus,CYP,2030.0,445.9649123840332
1546,Cyprus,CYP,2031.0,445.9649123840332
1547,Cyprus,CYP,2032.0,445.9649123840332
1548,Cyprus,CYP,2033.0,445.9649123840332
1549,Cyprus,CYP,2034.0,445.9649123840332
1550,Cyprus,CYP,2035.0,445.9649123840332
1551,Cyprus,CYP,2036.0,445.9649123840332
1552,Cyprus,CYP,2037.0,445.9649123840332
1553,Cyprus,CYP,2038.0,445.9649123840332
1554,Cyprus,CYP,2039.0,445.9649123840332
1555,Cyprus,CYP,2040.0,445.9649123840332
1556,Cyprus,CYP,2041.0,445.9649123840332
1557,Cyprus,CYP,2042.0,445.9649123840332
1558,Cyprus,CYP,2043.0,445.9649123840332
1559,Cyprus,CYP,2044.0,445.9649123840332
1560,Cyprus,CYP,2045.0,445.9649123840332
1561,Cyprus,CYP,2046.0,445.9649123840332
1562,Cyprus,CYP,2047.0,445.9649123840332
1563,Cyprus,CYP,2048.0,445.9649123840332
1564,Cyprus,CYP,2049.0,445.9649123840332
1565,Cyprus,CYP,2050.0,445.9649123840332
1566,Czechia,CZE,2022.0,445.9649123840332
1567,Czechia,CZE,2023.0,445.9649123840332
1568,Czechia,CZE,2024.0,445.9649123840332
1569,Czechia,CZE,2025.0,445.9649123840332
1570,Czechia,CZE,2026.0,445.9649123840332
1571,Czechia,CZE,2027.0,445.9649123840332
1572,Czechia,CZE,2028.0,445.9649123840332
1573,Czechia,CZE,2029.0,445.9649123840332
1574,Czechia,CZE,2030.0,445.9649123840332
1575,Czechia,CZE,2031.0,445.9649123840332
1576,Czechia,CZE,2032.0,445.9649123840332
1577,Czechia,CZE,2033.0,445.9649123840332
1578,Czechia,CZE,2034.0,445.9649123840332
1579,Czechia,CZE,2035.0,445.9649123840332
1580,Czechia,CZE,2036.0,445.9649123840332
1581,Czechia,CZE,2037.0,445.9649123840332
1582,Czechia,CZE,2038.0,445.9649123840332
1583,Czechia,CZE,2039.0,445.9649123840332
1584,Czechia,CZE,2040.0,445.9649123840332
1585,Czechia,CZE,2041.0,445.9649123840332
1586,Czechia,CZE,2042.0,445.9649123840332
1587,Czechia,CZE,2043.0,445.9649123840332
1588,Czechia,CZE,2044.0,445.9649123840332
1589,Czechia,CZE,2045.0,445.9649123840332
1590,Czechia,CZE,2046.0,445.9649123840332
1591,Czechia,CZE,2047.0,445.9649123840332
1592,Czechia,CZE,2048.0,445.9649123840332
1593,Czechia,CZE,2049.0,445.9649123840332
1594,Czechia,CZE,2050.0,445.9649123840332
1595,Germany,DEU,2022.0,445.9649123840332
1596,Germany,DEU,2023.0,445.9649123840332
1597,Germany,DEU,2024.0,445.9649123840332
1598,Germany,DEU,2025.0,445.9649123840332
1599,Germany,DEU,2026.0,445.9649123840332
1600,Germany,DEU,2027.0,445.9649123840332
1601,Germany,DEU,2028.0,445.9649123840332
1602,Germany,DEU,2029.0,445.9649123840332
1603,Germany,DEU,2030.0,445.9649123840332
1604,Germany,DEU,2031.0,445.9649123840332
1605,Germany,DEU,2032.0,445.9649123840332
1606,Germany,DEU,2033.0,445.9649123840332
1607,Germany,DEU,2034.0,445.9649123840332
1608,Germany,DEU,2035.0,445.9649123840332
1609,Germany,DEU,2036.0,445.9649123840332
1610,Germany,DEU,2037.0,445.9649123840332
1611,Germany,DEU,2038.0,445.9649123840332
1612,Germany,DEU,2039.0,445.9649123840332
1613,Germany,DEU,2040.0,445.9649123840332
1614,Germany,DEU,2041.0,445.9649123840332
1615,Germany,DEU,2042.0,445.9649123840332
1616,Germany,DEU,2043.0,445.9649123840332
1617,Germany,DEU,2044.0,445.9649123840332
1618,Germany,DEU,2045.0,445.9649123840332
1619,Germany,DEU,2046.0,445.9649123840332
1620,Germany,DEU,2047.0,445.9649123840332
1621,Germany,DEU,2048.0,445.9649123840332
1622,Germany,DEU,2049.0,445.9649123840332
1623,Germany,DEU,2050.0,445.9649123840332
1624,Djibouti,DJI,2022.0,445.9649123840332
1625,Djibouti,DJI,2023.0,445.9649123840332
1626,Djibouti,DJI,2024.0,445.9649123840332
1627,Djibouti,DJI,2025.0,445.9649123840332
1628,Djibouti,DJI,2026.0,445.9649123840332
1629,Djibouti,DJI,2027.0,445.9649123840332
1630,Djibouti,DJI,2028.0,445.9649123840332
1631,Djibouti,DJI,2029.0,445.9649123840332
1632,Djibouti,DJI,2030.0,445.9649123840332
1633,Djibouti,DJI,2031.0,445.9649123840332
1634,Djibouti,DJI,2032.0,445.9649123840332
1635,Djibouti,DJI,2033.0,445.9649123840332
1636,Djibouti,DJI,2034.0,445.9649123840332
1637,Djibouti,DJI,2035.0,445.9649123840332
1638,Djibouti,DJI,2036.0,445.9649123840332
1639,Djibouti,DJI,2037.0,445.9649123840332
1640,Djibouti,DJI,2038.0,445.9649123840332
1641,Djibouti,DJI,2039.0,445.9649123840332
1642,Djibouti,DJI,2040.0,445.9649123840332
1643,Djibouti,DJI,2041.0,445.9649123840332
1644,Djibouti,DJI,2042.0,445.9649123840332
1645,Djibouti,DJI,2043.0,445.9649123840332
1646,Djibouti,DJI,2044.0,445.9649123840332
1647,Djibouti,DJI,2045.0,445.9649123840332
1648,Djibouti,DJI,2046.0,445.9649123840332
1649,Djibouti,DJI,2047.0,445.9649123840332
1650,Djibouti,DJI,2048.0,445.9649123840332
1651,Djibouti,DJI,2049.0,445.9649123840332
1652,Djibouti,DJI,2050.0,445.9649123840332
1653,Dominica,DMA,2022.0,445.9649123840332
1654,Dominica,DMA,2023.0,445.9649123840332
1655,Dominica,DMA,2024.0,445.9649123840332
1656,Dominica,DMA,2025.0,445.9649123840332
1657,Dominica,DMA,2026.0,445.9649123840332
1658,Dominica,DMA,2027.0,445.9649123840332
1659,Dominica,DMA,2028.0,445.9649123840332
1660,Dominica,DMA,2029.0,445.9649123840332
1661,Dominica,DMA,2030.0,445.9649123840332
1662,Dominica,DMA,2031.0,445.9649123840332
1663,Dominica,DMA,2032.0,445.9649123840332
1664,Dominica,DMA,2033.0,445.9649123840332
1665,Dominica,DMA,2034.0,445.9649123840332
1666,Dominica,DMA,2035.0,445.9649123840332
1667,Dominica,DMA,2036.0,445.9649123840332
1668,Dominica,DMA,2037.0,445.9649123840332
1669,Dominica,DMA,2038.0,445.9649123840332
1670,Dominica,DMA,2039.0,445.9649123840332
1671,Dominica,DMA,2040.0,445.9649123840332
1672,Dominica,DMA,2041.0,445.9649123840332
1673,Dominica,DMA,2042.0,445.9649123840332
1674,Dominica,DMA,2043.0,445.9649123840332
1675,Dominica,DMA,2044.0,445.9649123840332
1676,Dominica,DMA,2045.0,445.9649123840332
1677,Dominica,DMA,2046.0,445.9649123840332
1678,Dominica,DMA,2047.0,445.9649123840332
1679,Dominica,DMA,2048.0,445.9649123840332
1680,Dominica,DMA,2049.0,445.9649123840332
1681,Dominica,DMA,2050.0,445.9649123840332
1682,Denmark,DNK,2022.0,445.9649123840332
1683,Denmark,DNK,2023.0,445.9649123840332
1684,Denmark,DNK,2024.0,445.9649123840332
1685,Denmark,DNK,2025.0,445.9649123840332
1686,Denmark,DNK,2026.0,445.9649123840332
1687,Denmark,DNK,2027.0,445.9649123840332
1688,Denmark,DNK,2028.0,445.9649123840332
1689,Denmark,DNK,2029.0,445.9649123840332
1690,Denmark,DNK,2030.0,445.9649123840332
1691,Denmark,DNK,2031.0,445.9649123840332
1692,Denmark,DNK,2032.0,445.9649123840332
1693,Denmark,DNK,2033.0,445.9649123840332
1694,Denmark,DNK,2034.0,445.9649123840332
1695,Denmark,DNK,2035.0,445.9649123840332
1696,Denmark,DNK,2036.0,445.9649123840332
1697,Denmark,DNK,2037.0,445.9649123840332
1698,Denmark,DNK,2038.0,445.9649123840332
1699,Denmark,DNK,2039.0,445.9649123840332
1700,Denmark,DNK,2040.0,445.9649123840332
1701,Denmark,DNK,2041.0,445.9649123840332
1702,Denmark,DNK,2042.0,445.9649123840332
1703,Denmark,DNK,2043.0,445.9649123840332
1704,Denmark,DNK,2044.0,445.9649123840332
1705,Denmark,DNK,2045.0,445.9649123840332
1706,Denmark,DNK,2046.0,445.9649123840332
1707,Denmark,DNK,2047.0,445.9649123840332
1708,Denmark,DNK,2048.0,445.9649123840332
1709,Denmark,DNK,2049.0,445.9649123840332
1710,Denmark,DNK,2050.0,445.9649123840332
1711,Dominican Republic,DOM,2022.0,445.9649123840332
1712,Dominican Republic,DOM,2023.0,445.9649123840332
1713,Dominican Republic,DOM,2024.0,445.9649123840332
1714,Dominican Republic,DOM,2025.0,445.9649123840332
1715,Dominican Republic,DOM,2026.0,445.9649123840332
1716,Dominican Republic,DOM,2027.0,445.9649123840332
1717,Dominican Republic,DOM,2028.0,445.9649123840332
1718,Dominican Republic,DOM,2029.0,445.9649123840332
1719,Dominican Republic,DOM,2030.0,445.9649123840332
1720,Dominican Republic,DOM,2031.0,445.9649123840332
1721,Dominican Republic,DOM,2032.0,445.9649123840332
1722,Dominican Republic,DOM,2033.0,445.9649123840332
1723,Dominican Republic,DOM,2034.0,445.9649123840332
1724,Dominican Republic,DOM,2035.0,445.9649123840332
1725,Dominican Republic,DOM,2036.0,445.9649123840332
1726,Dominican Republic,DOM,2037.0,445.9649123840332
1727,Dominican Republic,DOM,2038.0,445.9649123840332
1728,Dominican Republic,DOM,2039.0,445.9649123840332
1729,Dominican Republic,DOM,2040.0,445.9649123840332
1730,Dominican Republic,DOM,2041.0,445.9649123840332
1731,Dominican Republic,DOM,2042.0,445.9649123840332
1732,Dominican Republic,DOM,2043.0,445.9649123840332
1733,Dominican Republic,DOM,2044.0,445.9649123840332
1734,Dominican Republic,DOM,2045.0,445.9649123840332
1735,Dominican Republic,DOM,2046.0,445.9649123840332
1736,Dominican Republic,DOM,2047.0,445.9649123840332
1737,Dominican Republic,DOM,2048.0,445.9649123840332
1738,Dominican Republic,DOM,2049.0,445.9649123840332
1739,Dominican Republic,DOM,2050.0,445.9649123840332
1740,Algeria,DZA,2022.0,445.9649123840332
1741,Algeria,DZA,2023.0,445.9649123840332
1742,Algeria,DZA,2024.0,445.9649123840332
1743,Algeria,DZA,2025.0,445.9649123840332
1744,Algeria,DZA,2026.0,445.9649123840332
1745,Algeria,DZA,2027.0,445.9649123840332
1746,Algeria,DZA,2028.0,445.9649123840332
1747,Algeria,DZA,2029.0,445.9649123840332
1748,Algeria,DZA,2030.0,445.9649123840332
1749,Algeria,DZA,2031.0,445.9649123840332
1750,Algeria,DZA,2032.0,445.9649123840332
1751,Algeria,DZA,2033.0,445.9649123840332
1752,Algeria,DZA,2034.0,445.9649123840332
1753,Algeria,DZA,2035.0,445.9649123840332
1754,Algeria,DZA,2036.0,445.9649123840332
1755,Algeria,DZA,2037.0,445.9649123840332
1756,Algeria,DZA,2038.0,445.9649123840332
1757,Algeria,DZA,2039.0,445.9649123840332
1758,Algeria,DZA,2040.0,445.9649123840332
1759,Algeria,DZA,2041.0,445.9649123840332
1760,Algeria,DZA,2042.0,445.9649123840332
1761,Algeria,DZA,2043.0,445.9649123840332
1762,Algeria,DZA,2044.0,445.9649123840332
1763,Algeria,DZA,2045.0,445.9649123840332
1764,Algeria,DZA,2046.0,445.9649123840332
1765,Algeria,DZA,2047.0,445.9649123840332
1766,Algeria,DZA,2048.0,445.9649123840332
1767,Algeria,DZA,2049.0,445.9649123840332
1768,Algeria,DZA,2050.0,445.9649123840332
1769,East Asia & Pacific (excluding high income),EAP,2022.0,445.9649123840332
1770,East Asia & Pacific (excluding high income),EAP,2023.0,445.9649123840332
1771,East Asia & Pacific (excluding high income),EAP,2024.0,445.9649123840332
1772,East Asia & Pacific (excluding high income),EAP,2025.0,445.9649123840332
1773,East Asia & Pacific (excluding high income),EAP,2026.0,445.9649123840332
1774,East Asia & Pacific (excluding high income),EAP,2027.0,445.9649123840332
1775,East Asia & Pacific (excluding high income),EAP,2028.0,445.9649123840332
1776,East Asia & Pacific (excluding high income),EAP,2029.0,445.9649123840332
1777,East Asia & Pacific (excluding high income),EAP,2030.0,445.9649123840332
1778,East Asia & Pacific (excluding high income),EAP,2031.0,445.9649123840332
1779,East Asia & Pacific (excluding high income),EAP,2032.0,445.9649123840332
1780,East Asia & Pacific (excluding high income),EAP,2033.0,445.9649123840332
1781,East Asia & Pacific (excluding high income),EAP,2034.0,445.9649123840332
1782,East Asia & Pacific (excluding high income),EAP,2035.0,445.9649123840332
1783,East Asia & Pacific (excluding high income),EAP,2036.0,445.9649123840332
1784,East Asia & Pacific (excluding high income),EAP,2037.0,445.9649123840332
1785,East Asia & Pacific (excluding high income),EAP,2038.0,445.9649123840332
1786,East Asia & Pacific (excluding high income),EAP,2039.0,445.9649123840332
1787,East Asia & Pacific (excluding high income),EAP,2040.0,445.9649123840332
1788,East Asia & Pacific (excluding high income),EAP,2041.0,445.9649123840332
1789,East Asia & Pacific (excluding high income),EAP,2042.0,445.9649123840332
1790,East Asia & Pacific (excluding high income),EAP,2043.0,445.9649123840332
1791,East Asia & Pacific (excluding high income),EAP,2044.0,445.9649123840332
1792,East Asia & Pacific (excluding high income),EAP,2045.0,445.9649123840332
1793,East Asia & Pacific (excluding high income),EAP,2046.0,445.9649123840332
1794,East Asia & Pacific (excluding high income),EAP,2047.0,445.9649123840332
1795,East Asia & Pacific (excluding high income),EAP,2048.0,445.9649123840332
1796,East Asia & Pacific (excluding high income),EAP,2049.0,445.9649123840332
1797,East Asia & Pacific (excluding high income),EAP,2050.0,445.9649123840332
1798,Early-demographic dividend,EAR,2022.0,445.9649123840332
1799,Early-demographic dividend,EAR,2023.0,445.9649123840332
1800,Early-demographic dividend,EAR,2024.0,445.9649123840332
1801,Early-demographic dividend,EAR,2025.0,445.9649123840332
1802,Early-demographic dividend,EAR,2026.0,445.9649123840332
1803,Early-demographic dividend,EAR,2027.0,445.9649123840332
1804,Early-demographic dividend,EAR,2028.0,445.9649123840332
1805,Early-demographic dividend,EAR,2029.0,445.9649123840332
1806,Early-demographic dividend,EAR,2030.0,445.9649123840332
1807,Early-demographic dividend,EAR,2031.0,445.9649123840332
1808,Early-demographic dividend,EAR,2032.0,445.9649123840332
1809,Early-demographic dividend,EAR,2033.0,445.9649123840332
1810,Early-demographic dividend,EAR,2034.0,445.9649123840332
1811,Early-demographic dividend,EAR,2035.0,445.9649123840332
1812,Early-demographic dividend,EAR,2036.0,445.9649123840332
1813,Early-demographic dividend,EAR,2037.0,445.9649123840332
1814,Early-demographic dividend,EAR,2038.0,445.9649123840332
1815,Early-demographic dividend,EAR,2039.0,445.9649123840332
1816,Early-demographic dividend,EAR,2040.0,445.9649123840332
1817,Early-demographic dividend,EAR,2041.0,445.9649123840332
1818,Early-demographic dividend,EAR,2042.0,445.9649123840332
1819,Early-demographic dividend,EAR,2043.0,445.9649123840332
1820,Early-demographic dividend,EAR,2044.0,445.9649123840332
1821,Early-demographic dividend,EAR,2045.0,445.9649123840332
1822,Early-demographic dividend,EAR,2046.0,445.9649123840332
1823,Early-demographic dividend,EAR,2047.0,445.9649123840332
1824,Early-demographic dividend,EAR,2048.0,445.9649123840332
1825,Early-demographic dividend,EAR,2049.0,445.9649123840332
1826,Early-demographic dividend,EAR,2050.0,445.9649123840332
1827,East Asia & Pacific,EAS,2022.0,445.9649123840332
1828,East Asia & Pacific,EAS,2023.0,445.9649123840332
1829,East Asia & Pacific,EAS,2024.0,445.9649123840332
1830,East Asia & Pacific,EAS,2025.0,445.9649123840332
1831,East Asia & Pacific,EAS,2026.0,445.9649123840332
1832,East Asia & Pacific,EAS,2027.0,445.9649123840332
1833,East Asia & Pacific,EAS,2028.0,445.9649123840332
1834,East Asia & Pacific,EAS,2029.0,445.9649123840332
1835,East Asia & Pacific,EAS,2030.0,445.9649123840332
1836,East Asia & Pacific,EAS,2031.0,445.9649123840332
1837,East Asia & Pacific,EAS,2032.0,445.9649123840332
1838,East Asia & Pacific,EAS,2033.0,445.9649123840332
1839,East Asia & Pacific,EAS,2034.0,445.9649123840332
1840,East Asia & Pacific,EAS,2035.0,445.9649123840332
1841,East Asia & Pacific,EAS,2036.0,445.9649123840332
1842,East Asia & Pacific,EAS,2037.0,445.9649123840332
1843,East Asia & Pacific,EAS,2038.0,445.9649123840332
1844,East Asia & Pacific,EAS,2039.0,445.9649123840332
1845,East Asia & Pacific,EAS,2040.0,445.9649123840332
1846,East Asia & Pacific,EAS,2041.0,445.9649123840332
1847,East Asia & Pacific,EAS,2042.0,445.9649123840332
1848,East Asia & Pacific,EAS,2043.0,445.9649123840332
1849,East Asia & Pacific,EAS,2044.0,445.9649123840332
1850,East Asia & Pacific,EAS,2045.0,445.9649123840332
1851,East Asia & Pacific,EAS,2046.0,445.9649123840332
1852,East Asia & Pacific,EAS,2047.0,445.9649123840332
1853,East Asia & Pacific,EAS,2048.0,445.9649123840332
1854,East Asia & Pacific,EAS,2049.0,445.9649123840332
1855,East Asia & Pacific,EAS,2050.0,445.9649123840332
1856,Europe & Central Asia (excluding high income),ECA,2022.0,445.9649123840332
1857,Europe & Central Asia (excluding high income),ECA,2023.0,445.9649123840332
1858,Europe & Central Asia (excluding high income),ECA,2024.0,445.9649123840332
1859,Europe & Central Asia (excluding high income),ECA,2025.0,445.9649123840332
1860,Europe & Central Asia (excluding high income),ECA,2026.0,445.9649123840332
1861,Europe & Central Asia (excluding high income),ECA,2027.0,445.9649123840332
1862,Europe & Central Asia (excluding high income),ECA,2028.0,445.9649123840332
1863,Europe & Central Asia (excluding high income),ECA,2029.0,445.9649123840332
1864,Europe & Central Asia (excluding high income),ECA,2030.0,445.9649123840332
1865,Europe & Central Asia (excluding high income),ECA,2031.0,445.9649123840332
1866,Europe & Central Asia (excluding high income),ECA,2032.0,445.9649123840332
1867,Europe & Central Asia (excluding high income),ECA,2033.0,445.9649123840332
1868,Europe & Central Asia (excluding high income),ECA,2034.0,445.9649123840332
1869,Europe & Central Asia (excluding high income),ECA,2035.0,445.9649123840332
1870,Europe & Central Asia (excluding high income),ECA,2036.0,445.9649123840332
1871,Europe & Central Asia (excluding high income),ECA,2037.0,445.9649123840332
1872,Europe & Central Asia (excluding high income),ECA,2038.0,445.9649123840332
1873,Europe & Central Asia (excluding high income),ECA,2039.0,445.9649123840332
1874,Europe & Central Asia (excluding high income),ECA,2040.0,445.9649123840332
1875,Europe & Central Asia (excluding high income),ECA,2041.0,445.9649123840332
1876,Europe & Central Asia (excluding high income),ECA,2042.0,445.9649123840332
1877,Europe & Central Asia (excluding high income),ECA,2043.0,445.9649123840332
1878,Europe & Central Asia (excluding high income),ECA,2044.0,445.9649123840332
1879,Europe & Central Asia (excluding high income),ECA,2045.0,445.9649123840332
1880,Europe & Central Asia (excluding high income),ECA,2046.0,445.9649123840332
1881,Europe & Central Asia (excluding high income),ECA,2047.0,445.9649123840332
1882,Europe & Central Asia (excluding high income),ECA,2048.0,445.9649123840332
1883,Europe & Central Asia (excluding high income),ECA,2049.0,445.9649123840332
1884,Europe & Central Asia (excluding high income),ECA,2050.0,445.9649123840332
1885,Europe & Central Asia,ECS,2022.0,445.9649123840332
1886,Europe & Central Asia,ECS,2023.0,445.9649123840332
1887,Europe & Central Asia,ECS,2024.0,445.9649123840332
1888,Europe & Central Asia,ECS,2025.0,445.9649123840332
1889,Europe & Central Asia,ECS,2026.0,445.9649123840332
1890,Europe & Central Asia,ECS,2027.0,445.9649123840332
1891,Europe & Central Asia,ECS,2028.0,445.9649123840332
1892,Europe & Central Asia,ECS,2029.0,445.9649123840332
1893,Europe & Central Asia,ECS,2030.0,445.9649123840332
1894,Europe & Central Asia,ECS,2031.0,445.9649123840332
1895,Europe & Central Asia,ECS,2032.0,445.9649123840332
1896,Europe & Central Asia,ECS,2033.0,445.9649123840332
1897,Europe & Central Asia,ECS,2034.0,445.9649123840332
1898,Europe & Central Asia,ECS,2035.0,445.9649123840332
1899,Europe & Central Asia,ECS,2036.0,445.9649123840332
1900,Europe & Central Asia,ECS,2037.0,445.9649123840332
1901,Europe & Central Asia,ECS,2038.0,445.9649123840332
1902,Europe & Central Asia,ECS,2039.0,445.9649123840332
1903,Europe & Central Asia,ECS,2040.0,445.9649123840332
1904,Europe & Central Asia,ECS,2041.0,445.9649123840332
1905,Europe & Central Asia,ECS,2042.0,445.9649123840332
1906,Europe & Central Asia,ECS,2043.0,445.9649123840332
1907,Europe & Central Asia,ECS,2044.0,445.9649123840332
1908,Europe & Central Asia,ECS,2045.0,445.9649123840332
1909,Europe & Central Asia,ECS,2046.0,445.9649123840332
1910,Europe & Central Asia,ECS,2047.0,445.9649123840332
1911,Europe & Central Asia,ECS,2048.0,445.9649123840332
1912,Europe & Central Asia,ECS,2049.0,445.9649123840332
1913,Europe & Central Asia,ECS,2050.0,445.9649123840332
1914,Ecuador,ECU,2022.0,445.9649123840332
1915,Ecuador,ECU,2023.0,445.9649123840332
1916,Ecuador,ECU,2024.0,445.9649123840332
1917,Ecuador,ECU,2025.0,445.9649123840332
1918,Ecuador,ECU,2026.0,445.9649123840332
1919,Ecuador,ECU,2027.0,445.9649123840332
1920,Ecuador,ECU,2028.0,445.9649123840332
1921,Ecuador,ECU,2029.0,445.9649123840332
1922,Ecuador,ECU,2030.0,445.9649123840332
1923,Ecuador,ECU,2031.0,445.9649123840332
1924,Ecuador,ECU,2032.0,445.9649123840332
1925,Ecuador,ECU,2033.0,445.9649123840332
1926,Ecuador,ECU,2034.0,445.9649123840332
1927,Ecuador,ECU,2035.0,445.9649123840332
1928,Ecuador,ECU,2036.0,445.9649123840332
1929,Ecuador,ECU,2037.0,445.9649123840332
1930,Ecuador,ECU,2038.0,445.9649123840332
1931,Ecuador,ECU,2039.0,445.9649123840332
1932,Ecuador,ECU,2040.0,445.9649123840332
1933,Ecuador,ECU,2041.0,445.9649123840332
1934,Ecuador,ECU,2042.0,445.9649123840332
1935,Ecuador,ECU,2043.0,445.9649123840332
1936,Ecuador,ECU,2044.0,445.9649123840332
1937,Ecuador,ECU,2045.0,445.9649123840332
1938,Ecuador,ECU,2046.0,445.9649123840332
1939,Ecuador,ECU,2047.0,445.9649123840332
1940,Ecuador,ECU,2048.0,445.9649123840332
1941,Ecuador,ECU,2049.0,445.9649123840332
1942,Ecuador,ECU,2050.0,445.9649123840332
1943,"Egypt, Arab Rep.",EGY,2022.0,445.9649123840332
1944,"Egypt, Arab Rep.",EGY,2023.0,445.9649123840332
1945,"Egypt, Arab Rep.",EGY,2024.0,445.9649123840332
1946,"Egypt, Arab Rep.",EGY,2025.0,445.9649123840332
1947,"Egypt, Arab Rep.",EGY,2026.0,445.9649123840332
1948,"Egypt, Arab Rep.",EGY,2027.0,445.9649123840332
1949,"Egypt, Arab Rep.",EGY,2028.0,445.9649123840332
1950,"Egypt, Arab Rep.",EGY,2029.0,445.9649123840332
1951,"Egypt, Arab Rep.",EGY,2030.0,445.9649123840332
1952,"Egypt, Arab Rep.",EGY,2031.0,445.9649123840332
1953,"Egypt, Arab Rep.",EGY,2032.0,445.9649123840332
1954,"Egypt, Arab Rep.",EGY,2033.0,445.9649123840332
1955,"Egypt, Arab Rep.",EGY,2034.0,445.9649123840332
1956,"Egypt, Arab Rep.",EGY,2035.0,445.9649123840332
1957,"Egypt, Arab Rep.",EGY,2036.0,445.9649123840332
1958,"Egypt, Arab Rep.",EGY,2037.0,445.9649123840332
1959,"Egypt, Arab Rep.",EGY,2038.0,445.9649123840332
1960,"Egypt, Arab Rep.",EGY,2039.0,445.9649123840332
1961,"Egypt, Arab Rep.",EGY,2040.0,445.9649123840332
1962,"Egypt, Arab Rep.",EGY,2041.0,445.9649123840332
1963,"Egypt, Arab Rep.",EGY,2042.0,445.9649123840332
1964,"Egypt, Arab Rep.",EGY,2043.0,445.9649123840332
1965,"Egypt, Arab Rep.",EGY,2044.0,445.9649123840332
1966,"Egypt, Arab Rep.",EGY,2045.0,445.9649123840332
1967,"Egypt, Arab Rep.",EGY,2046.0,445.9649123840332
1968,"Egypt, Arab Rep.",EGY,2047.0,445.9649123840332
1969,"Egypt, Arab Rep.",EGY,2048.0,445.9649123840332
1970,"Egypt, Arab Rep.",EGY,2049.0,445.9649123840332
1971,"Egypt, Arab Rep.",EGY,2050.0,445.9649123840332
1972,Euro area,EMU,2022.0,445.9649123840332
1973,Euro area,EMU,2023.0,445.9649123840332
1974,Euro area,EMU,2024.0,445.9649123840332
1975,Euro area,EMU,2025.0,445.9649123840332
1976,Euro area,EMU,2026.0,445.9649123840332
1977,Euro area,EMU,2027.0,445.9649123840332
1978,Euro area,EMU,2028.0,445.9649123840332
1979,Euro area,EMU,2029.0,445.9649123840332
1980,Euro area,EMU,2030.0,445.9649123840332
1981,Euro area,EMU,2031.0,445.9649123840332
1982,Euro area,EMU,2032.0,445.9649123840332
1983,Euro area,EMU,2033.0,445.9649123840332
1984,Euro area,EMU,2034.0,445.9649123840332
1985,Euro area,EMU,2035.0,445.9649123840332
1986,Euro area,EMU,2036.0,445.9649123840332
1987,Euro area,EMU,2037.0,445.9649123840332
1988,Euro area,EMU,2038.0,445.9649123840332
1989,Euro area,EMU,2039.0,445.9649123840332
1990,Euro area,EMU,2040.0,445.9649123840332
1991,Euro area,EMU,2041.0,445.9649123840332
1992,Euro area,EMU,2042.0,445.9649123840332
1993,Euro area,EMU,2043.0,445.9649123840332
1994,Euro area,EMU,2044.0,445.9649123840332
1995,Euro area,EMU,2045.0,445.9649123840332
1996,Euro area,EMU,2046.0,445.9649123840332
1997,Euro area,EMU,2047.0,445.9649123840332
1998,Euro area,EMU,2048.0,445.9649123840332
1999,Euro area,EMU,2049.0,445.9649123840332
2000,Euro area,EMU,2050.0,445.9649123840332
2001,Eritrea,ERI,2022.0,445.9649123840332
2002,Eritrea,ERI,2023.0,445.9649123840332
2003,Eritrea,ERI,2024.0,445.9649123840332
2004,Eritrea,ERI,2025.0,445.9649123840332
2005,Eritrea,ERI,2026.0,445.9649123840332
2006,Eritrea,ERI,2027.0,445.9649123840332
2007,Eritrea,ERI,2028.0,445.9649123840332
2008,Eritrea,ERI,2029.0,445.9649123840332
2009,Eritrea,ERI,2030.0,445.9649123840332
2010,Eritrea,ERI,2031.0,445.9649123840332
2011,Eritrea,ERI,2032.0,445.9649123840332
2012,Eritrea,ERI,2033.0,445.9649123840332
2013,Eritrea,ERI,2034.0,445.9649123840332
2014,Eritrea,ERI,2035.0,445.9649123840332
2015,Eritrea,ERI,2036.0,445.9649123840332
2016,Eritrea,ERI,2037.0,445.9649123840332
2017,Eritrea,ERI,2038.0,445.9649123840332
2018,Eritrea,ERI,2039.0,445.9649123840332
2019,Eritrea,ERI,2040.0,445.9649123840332
2020,Eritrea,ERI,2041.0,445.9649123840332
2021,Eritrea,ERI,2042.0,445.9649123840332
2022,Eritrea,ERI,2043.0,445.9649123840332
2023,Eritrea,ERI,2044.0,445.9649123840332
2024,Eritrea,ERI,2045.0,445.9649123840332
2025,Eritrea,ERI,2046.0,445.9649123840332
2026,Eritrea,ERI,2047.0,445.9649123840332
