Year,prodinit_ippu_mining_tonne,iso_code3
2037,1244937.80517765,"ISR"
2038,1295855.41842905,"ISR"
2039,1348855.54803463,"ISR"
2040,1404023.36833955,"ISR"
2041,1461447.5372962,"ISR"
2042,1521220.33894281,"ISR"
2043,1583437.83170937,"ISR"
2044,1648200.00278916,"ISR"
2045,1715610.92882414,"ISR"
2046,1785778.94316223,"ISR"
2047,1858816.80995547,"ISR"
2048,1934841.90537862,"ISR"
2049,2013976.40625966,"ISR"
2050,2096347.48642518,"ISR"
2021,44934450,"ITA"
2022,42393472.2635789,"ITA"
2023,39996183.1192511,"ITA"
2024,37734457.1863012,"ITA"
2025,35600628.5624652,"ITA"
2026,33587464.8410928,"ITA"
2027,31688142.5976015,"ITA"
2028,29896224.2621363,"ITA"
2029,28205636.3000462,"ITA"
2030,26610648.6262233,"ITA"
2031,25105855.1835316,"ITA"
2032,23686155.6194963,"ITA"
2033,22346737.9991505,"ITA"
2034,21083062.4954451,"ITA"
2035,19890846.0019417,"ITA"
2036,18766047.6156364,"ITA"
2037,17704854.9407077,"ITA"
2038,16703671.166768,"ITA"
2039,15759102.8778214,"ITA"
2040,14867948.5506067,"ITA"
2041,14027187.7033426,"ITA"
2042,13233970.6580957,"ITA"
2043,12485608.8820715,"ITA"
2044,11779565.8750912,"ITA"
2045,11113448.5723688,"ITA"
2046,10484999.2334484,"ITA"
2047,9892087.78981031,"ITA"
2048,9332704.62520874,"ITA"
2049,8804953.76427131,"ITA"
2050,8307046.44627296,"ITA"
2021,2648717,"JAM"
2022,2843299.8916517,"JAM"
2023,3052177.44057465,"JAM"
2024,3276399.77622663,"JAM"
2025,3517094.17380295,"JAM"
2026,3775470.72159945,"JAM"
2027,4052828.40471741,"JAM"
2028,4350561.63569606,"JAM"
2029,4670167.26490548,"JAM"
2030,5013252.10594452,"JAM"
2031,5381541.01387755,"JAM"
2032,5776885.5569233,"JAM"
2033,6201273.32519265,"JAM"
2034,6656837.92327486,"JAM"
2035,7145869.69690999,"JAM"
2036,7670827.24767551,"JAM"
2037,8234349.7935773,"JAM"
2038,8839270.43768758,"JAM"
2039,9488630.4115378,"JAM"
2040,10185694.3648749,"JAM"
2041,10933966.7786503,"JAM"
2042,11737209.5837568,"JAM"
2043,12599461.0740932,"JAM"
2044,13525056.2090397,"JAM"
2045,14518648.4074161,"JAM"
2046,15585232.9424907,"JAM"
2047,16730172.0556595,"JAM"
2048,17959221.9150521,"JAM"
2049,19278561.5546004,"JAM"
2050,20694823.9390603,"JAM"
2021,1777520,"JOR"
2022,4006659.13292906,"JOR"
2023,9031300.58029379,"JOR"
2024,20357207.205692,"JOR"
2025,45886623.031873,"JOR"
2026,103431779.811156,"JOR"
2027,233142741.13117,"JOR"
2028,525520665.325463,"JOR"
2029,1184561733.91535,"JOR"
2030,2670088150.74386,"JOR"
2031,6018572547.65265,"JOR"
2032,13566299487.628,"JOR"
2033,30579423996.4421,"JOR"
2034,68928241839.7849,"JOR"
2035,155369261490.232,"JOR"
2036,350213595642.401,"JOR"
2037,789406871065.613,"JOR"
2038,1779380400531.07,"JOR"
2039,4010852610796.38,"JOR"
2040,9040752983864.96,"JOR"
2041,20378513609612.4,"JOR"
2042,45934649213214.2,"JOR"
2043,103540034310735,"JOR"
2044,233386754632799,"JOR"
2045,526070689474198,"JOR"
2046,1185801528279896,"JOR"
2047,2672882737254083,"JOR"
2048,6024871748541499,"JOR"
2049,13580498343771124,"JOR"
2050,30611429249065268,"JOR"
2021,892486100,"JPN"
2022,833388827.806076,"JPN"
2023,778204767.908414,"JPN"
2024,726674801.232526,"JPN"
2025,678556966.652352,"JPN"
2026,633625324.851615,"JPN"
2027,591668897.416252,"JPN"
2028,552490676.176407,"JPN"
2029,515906698.14627,"JPN"
2030,481745181.71815,"JPN"
2031,449845720.054703,"JPN"
2032,420058527.891885,"JPN"
2033,392243738.215938,"JPN"
2034,366270745.511952,"JPN"
2035,342017592.500167,"JPN"
2036,319370397.480443,"JPN"
2037,298222819.595943,"JPN"
2038,278475559.505168,"JPN"
2039,260035893.117723,"JPN"
2040,242817236.204446,"JPN"
2041,226738737.837525,"JPN"
2042,211724900.751557,"JPN"
2043,197705226.84297,"JPN"
2044,184613886.143209,"JPN"
2045,172389407.711351,"JPN"
2046,160974390.994713,"JPN"
2047,150315236.302146,"JPN"
2048,140361893.12443,"JPN"
2049,131067625.119999,"JPN"
2050,122388790.66249,"JPN"
2021,102327400,"KAZ"
2022,111911488.177009,"KAZ"
2023,122393231.783402,"KAZ"
2024,133856706.138083,"KAZ"
2025,146393861.13969,"KAZ"
2026,160105258.807721,"KAZ"
2027,175100879.902521,"KAZ"
2028,191501006.094115,"KAZ"
2029,209437184.755861,"KAZ"
2030,229053284.121668,"KAZ"
2031,250506647.270303,"KAZ"
2032,273969354.193039,"KAZ"
2033,299629602.067844,"KAZ"
2034,327693214.811453,"KAZ"
2035,358385294.017615,"KAZ"
2036,391952024.523894,"KAZ"
2037,428662649.089692,"KAZ"
2038,468811628.02462,"KAZ"
2039,512721001.089852,"KAZ"
2040,560742970.61756,"KAZ"
2041,613262726.567939,"KAZ"
2042,670701536.183938,"KAZ"
2043,733520123.026195,"KAZ"
2044,802222362.49181,"KAZ"
2045,877359323.459157,"KAZ"
2046,959533688.477263,"KAZ"
2047,1049404587.9546,"KAZ"
2048,1147692887.1229,"KAZ"
2049,1255186968.18342,"KAZ"
2050,1372749054.01481,"KAZ"
2021,15555220,"KEN"
2022,29640389.8382106,"KEN"
2023,56479606.8304464,"KEN"
2024,107621593.546301,"KEN"
2025,205072380.057743,"KEN"
2026,390764340.842572,"KEN"
2027,744599394.765566,"KEN"
2028,1418830227.67579,"KEN"
2029,2703573531.10708,"KEN"
2030,5151645133.80598,"KEN"
2031,9816432687.81347,"KEN"
2032,18705160819.7984,"KEN"
2033,35642585491.2529,"KEN"
2034,67916759055.9622,"KEN"
2035,129415026914.858,"KEN"
2036,246599652636.151,"KEN"
2037,469894340170.234,"KEN"
2038,895381191999.5,"KEN"
2039,1706144148695.22,"KEN"
2040,3251048695390.24,"KEN"
2041,6194856177821.51,"KEN"
2042,11804265841452.4,"KEN"
2043,22492966431495.1,"KEN"
2044,42860229147983.7,"KEN"
2045,81669941055238.8,"KEN"
2046,155621642827357,"KEN"
2047,296536221324136,"KEN"
2048,565048208974047,"KEN"
2049,1076696388181808,"KEN"
2050,2051639300704335,"KEN"
2021,3079610,"KGZ"
2022,6160551.0382381,"KGZ"
2023,12323764.7282404,"KGZ"
2024,24652855.9108341,"KGZ"
2025,49316367.0325214,"KGZ"
2026,98654049.0920379,"KGZ"
2027,197350737.450634,"KGZ"
2028,394786771.863501,"KGZ"
2029,789744174.517669,"KGZ"
2030,1579829684.36501,"KGZ"
2031,3160342186.91789,"KGZ"
2032,6322050305.3324,"KGZ"
2033,12646833064.0273,"KGZ"
2034,25299132215.7731,"KGZ"
2035,50609198969.4812,"KGZ"
2036,101240271740.849,"KGZ"
2037,202524300539.547,"KGZ"
2038,405136134107.031,"KGZ"
2039,810447372102.584,"KGZ"
2040,1621245027663.86,"KGZ"
2041,3243190773641.13,"KGZ"
2042,6487783286766.54,"KGZ"
2043,12978370658347.5,"KGZ"
2044,25962350698277.2,"KGZ"
2045,51935922584149.6,"KGZ"
2046,103894292393399,"KGZ"
2047,207833488938914,"KGZ"
2048,415756805590083,"KGZ"
2049,831693305429109,"KGZ"
2050,1663746077021758,"KGZ"
2021,304990.7,"KHM"
2022,478316.92694863,"KHM"
2023,750144.45557055,"KHM"
2024,1176451.57952704,"KHM"
2025,1845029.05899503,"KHM"
2026,2893559.14665407,"KHM"
2027,4537968.92486123,"KHM"
2028,7116896.84547103,"KHM"
2029,11161429.6060047,"KHM"
2030,17504470.4953221,"KHM"
2031,27452261.7744915,"KHM"
2032,43053383.2335351,"KHM"
2033,67520622.6386778,"KHM"
2034,105892595.171559,"KHM"
2035,166071361.222081,"KHM"
2036,260449722.414231,"KHM"
2037,408463310.028137,"KHM"
2038,640593025.373967,"KHM"
2039,1004642067.18959,"KHM"
2040,1575580193.95819,"KHM"
2041,2470982480.89273,"KHM"
2042,3875241923.12917,"KHM"
2043,6077542062.2781,"KHM"
2044,9531409458.15693,"KHM"
2045,14948109832.5776,"KHM"
2046,23443121245.3662,"KHM"
2047,36765847982.1441,"KHM"
2048,57659880853.6773,"KHM"
2049,90427993437.6854,"KHM"
2050,141818225707.356,"KHM"
2021,0,"KIR"
2022,NA,"KIR"
2023,NA,"KIR"
2024,NA,"KIR"
2025,NA,"KIR"
2026,NA,"KIR"
2027,NA,"KIR"
2028,NA,"KIR"
2029,NA,"KIR"
2030,NA,"KIR"
2031,NA,"KIR"
2032,NA,"KIR"
2033,NA,"KIR"
2034,NA,"KIR"
2035,NA,"KIR"
2036,NA,"KIR"
2037,NA,"KIR"
2038,NA,"KIR"
2039,NA,"KIR"
2040,NA,"KIR"
2041,NA,"KIR"
2042,NA,"KIR"
2043,NA,"KIR"
2044,NA,"KIR"
2045,NA,"KIR"
2046,NA,"KIR"
2047,NA,"KIR"
2048,NA,"KIR"
2049,NA,"KIR"
2050,NA,"KIR"
2021,319953600,"KOR"
2022,328640901.790563,"KOR"
2023,337564079.071824,"KOR"
2024,346729536.277339,"KOR"
2025,356143851.732278,"KOR"
2026,365813782.374883,"KOR"
2027,375746268.606131,"KOR"
2028,385948439.271064,"KOR"
2029,396427616.775379,"KOR"
2030,407191322.34094,"KOR"
2031,418247281.403987,"KOR"
2032,429603429.159909,"KOR"
2033,441267916.258579,"KOR"
2034,453249114.654319,"KOR"
2035,465555623.614705,"KOR"
2036,478196275.892519,"KOR"
2037,491180144.065285,"KOR"
2038,504516547.046928,"KOR"
2039,518215056.776244,"KOR"
2040,532285505.086965,"KOR"
2041,546737990.764366,"KOR"
2042,561582886.793466,"KOR"
2043,576830847.804034,"KOR"
2044,592492817.717734,"KOR"
2045,608580037.602915,"KOR"
2046,625104053.742658,"KOR"
2047,642076725.921896,"KOR"
2048,659510235.939537,"KOR"
2049,677417096.351711,"KOR"
2050,695810159.452405,"KOR"
2021,376199.5,"KWT"
2022,439793.078177637,"KWT"
2023,514136.652528675,"KWT"
2024,601047.425686457,"KWT"
2025,702649.784152801,"KWT"
2026,821427.225324363,"KWT"
2027,960283.062375993,"KWT"
2028,1122611.39082903,"KWT"
2029,1312380.051462,"KWT"
2030,1534227.61745137,"KWT"
2031,1793576.77642868,"KWT"
2032,2096766.87888605,"KWT"
2033,2451208.89285131,"KWT"
2034,2865566.55243687,"KWT"
2035,3349968.12813172,"KWT"
2036,3916253.99520209,"KWT"
2037,4578266.0515907,"KWT"
2038,5352186.05964455,"KWT"
2039,6256931.181861,"KWT"
2040,7314616.37885295,"KWT"
2041,8551094.97206749,"KWT"
2042,9996590.58439705,"KWT"
2043,11686435.9054001,"KWT"
2044,13661936.3389945,"KWT"
2045,15971379.6440275,"KWT"
2046,18671216.2466737,"KWT"
2047,21827439.0753973,"KWT"
2048,25517196.6462045,"KWT"
2049,29830678.82732,"KWT"
2050,34873321.3776082,"KWT"
2021,11765050,"LAO"
2022,12066566.940289,"LAO"
2023,12375811.2141024,"LAO"
2024,12692980.8590143,"LAO"
2025,13018278.9879434,"LAO"
2026,13351913.9192249,"LAO"
2027,13694099.310016,"LAO"
2028,14045054.2931202,"LAO"
2029,14405003.6173181,"LAO"
2030,14774177.7912949,"LAO"
2031,15152813.2312563,"LAO"
2032,15541152.4123273,"LAO"
2033,15939444.0238317,"LAO"
2034,16347943.1285507,"LAO"
2035,16766911.3260627,"LAO"
2036,17196616.9202703,"LAO"
2037,17637335.0912192,"LAO"
2038,18089348.0713218,"LAO"
2039,18552945.3260966,"LAO"
2040,19028423.7395393,"LAO"
2041,19516087.8042452,"LAO"
2042,20016249.8164039,"LAO"
2043,20529230.0757911,"LAO"
2044,21055357.0908859,"LAO"
2045,21594967.7892456,"LAO"
2046,22148407.7332708,"LAO"
2047,22716031.341501,"LAO"
2048,23298202.1155818,"LAO"
2049,23895292.8730478,"LAO"
2050,24507685.9860725,"LAO"
2021,387583.5,"LBN"
2022,602415.151036329,"LBN"
2023,936324.725376912,"LBN"
2024,1455315.30846123,"LBN"
2025,2261974.49414681,"LBN"
2026,3515752.62242013,"LBN"
2027,5464480.93647328,"LBN"
2028,8493359.77584364,"LBN"
2029,13201100.1814337,"LBN"
2030,20518269.6364631,"LBN"
2031,31891235.0552953,"LBN"
2032,49568062.578956,"LBN"
2033,77042887.2877198,"LBN"
2034,119746590.30043,"LBN"
2035,186120307.706388,"LBN"
2036,289283969.203724,"LBN"
2037,449629682.378764,"LBN"
2038,698852590.527253,"LBN"
2039,1086215973.78269,"LBN"
2040,1688289000.70404,"LBN"
2041,2624081967.76203,"LBN"
2042,4078570772.33957,"LBN"
2043,6339260644.0452,"LBN"
2044,9853016597.30392,"LBN"
2045,15314394141.2065,"LBN"
2046,23802930361.0829,"LBN"
2047,36996533362.692,"LBN"
2048,57503150246.3512,"LBN"
2049,89376273604.8371,"LBN"
2050,138916185448.354,"LBN"
2021,3681621,"LBY"
2022,6070296.41071432,"LBY"
2023,10008770.1895255,"LBY"
2024,16502568.2320753,"LBY"
2025,27209612.4795939,"LBY"
2026,44863502.5093041,"LBY"
2027,73971426.7857288,"LBY"
2028,121964886.25875,"LBY"
2029,201097019.842529,"LBY"
2030,331570935.127612,"LBY"
2031,546697733.797784,"LBY"
2032,901401119.566176,"LBY"
2033,1486239887.46165,"LBY"
2034,2450528355.39532,"LBY"
2035,4040457581.07907,"LBY"
2036,6661950035.61414,"LBY"
2037,10984295067.1855,"LBY"
2038,18111024171.2994,"LBY"
2039,29861651979.223,"LBY"
2040,49236213838.2733,"LBY"
2041,81181200384.1876,"LBY"
2042,133852438724.577,"LBY"
2043,220697344554.248,"LBY"
2044,363888161899.836,"LBY"
2045,599982725837.887,"LBY"
2046,989257989115.207,"LBY"
2047,1631099241501.64,"LBY"
2048,2689374020630.11,"LBY"
2049,4434268889844.81,"LBY"
2050,7311270368722.67,"LBY"
2021,682291.1,"LKA"
2022,675510.049196484,"LKA"
2023,668796.392867261,"LKA"
2024,662149.461202402,"LKA"
2025,655568.591048982,"LKA"
2026,649053.125844917,"LKA"
2027,642602.415553466,"LKA"
2028,636215.816598372,"LKA"
2029,629892.691799654,"LKA"
2030,623632.410310042,"LKA"
2031,617434.347552032,"LKA"
2032,611297.885155577,"LKA"
2033,605222.41089639,"LKA"
2034,599207.318634868,"LKA"
2035,593252.008255616,"LKA"
2036,587355.885607571,"LKA"
2037,581518.362444731,"LKA"
2038,575738.856367464,"LKA"
2039,570016.790764401,"LKA"
2040,564351.594754911,"LKA"
2041,558742.703132143,"LKA"
2042,553189.556306642,"LKA"
2043,547691.60025051,"LKA"
2044,542248.28644214,"LKA"
2045,536859.071811488,"LKA"
2046,531523.41868589,"LKA"
2047,526240.794736424,"LKA"
2048,521010.672924795,"LKA"
2049,515832.531450756,"LKA"
2050,510705.853700051,"LKA"
2021,3929.907,"LSO"
2022,5995.31119283428,"LSO"
2023,9146.21040623201,"LSO"
2024,13953.0980301824,"LSO"
2025,21286.2962902345,"LSO"
2026,32473.5344634949,"LSO"
2027,49540.3439928428,"LSO"
2028,75576.795796224,"LSO"
2029,115296.980248045,"LSO"
2030,175892.527782743,"LSO"
2031,268334.706279765,"LSO"
2032,409360.849502285,"LSO"
2033,624504.774013533,"LSO"
2034,952719.863758042,"LSO"
2035,1453431.86564571,"LSO"
2036,2217298.35645672,"LSO"
2037,3382622.96138764,"LSO"
2038,5160396.23877755,"LSO"
2039,7872497.06667435,"LSO"
2040,12009971.17219,"LSO"
2041,18321938.5584056,"LSO"
2042,27951227.1699129,"LSO"
2043,42641290.2659611,"LSO"
2044,65051871.4077489,"LSO"
2045,99240570.5187663,"LSO"
2046,151397502.081963,"LSO"
2047,230966060.723356,"LSO"
2048,352352717.00312,"LSO"
2049,537535414.470209,"LSO"
2050,820042837.379627,"LSO"
2021,850555.7,"LTU"
2022,1354172.46884441,"LTU"
2023,2155982.34821795,"LTU"
2024,3432546.43907656,"LTU"
2025,5464968.23879658,"LTU"
2026,8700793.53073226,"LTU"
2027,13852561.3977041,"LTU"
2028,22054707.6079176,"LTU"
2029,35113371.0009296,"LTU"
2030,55904111.039146,"LTU"
2031,89005115.2022523,"LTU"
2032,141705330.518877,"LTU"
2033,225609513.024439,"LTU"
2034,359193632.171403,"LTU"
2035,571873338.419506,"LTU"
2036,910481383.587032,"LTU"
2037,1449580342.65002,"LTU"
2038,2307881531.32675,"LTU"
2039,3674385617.63464,"LTU"
2040,5850001173.72524,"LTU"
2041,9313805706.27674,"LTU"
2042,14828540056.349,"LTU"
2043,23608566373.095,"LTU"
2044,37587274544.5491,"LTU"
2045,59842820837.1594,"LTU"
2046,95275947754.7089,"LTU"
2047,151689143218.351,"LTU"
2048,241504773372.147,"LTU"
2049,384500527355.317,"LTU"
2050,612164527732.548,"LTU"
2021,372937.9,"LUX"
2022,348572.689590756,"LUX"
2023,325799.335300954,"LUX"
2024,304513.836144661,"LUX"
2025,284618.985848698,"LUX"
2026,266023.928932602,"LUX"
2027,248643.745791289,"LUX"
2028,232399.064885575,"LUX"
2029,217215.700269512,"LUX"
2030,203024.312799218,"LUX"
2031,189760.093475987,"LUX"
2032,177362.46747761,"LUX"
2033,165774.817526251,"LUX"
2034,154944.225329585,"LUX"
2035,144821.229914389,"LUX"
2036,135359.601748977,"LUX"
2037,126516.131622918,"LUX"
2038,118250.433319914,"LUX"
2039,110524.759182681,"LUX"
2040,103303.827727559,"LUX"
2041,96554.6625216029,"LUX"
2042,90246.4415863415,"LUX"
2043,84350.3566404651,"LUX"
2044,78839.4815386326,"LUX"
2045,73688.6493055866,"LUX"
2046,68874.3372040179,"LUX"
2047,64374.5593113094,"LUX"
2048,60168.7661145803,"LUX"
2049,56237.7506655033,"LUX"
2050,52563.5608663234,"LUX"
2021,655880.5,"LVA"
2022,1100009.99992347,"LVA"
2023,1844881.80382195,"LVA"
2024,3094143.571704,"LVA"
2025,5189342.98256059,"LVA"
2026,8703306.73628712,"LVA"
2027,14596751.1495115,"LVA"
2028,24480941.6210073,"LVA"
2029,41058211.9618603,"LVA"
2030,68860781.4030512,"LVA"
2031,115489861.56152,"LVA"
2032,193693824.724855,"LVA"
2033,324853603.851258,"LVA"
2034,544828231.282318,"LVA"
2035,913758684.167573,"LVA"
2036,1532510404.10753,"LVA"
2037,2570249869.45799,"LVA"
2038,4310694644.38385,"LVA"
2039,7229681649.99386,"LVA"
2040,12125260792.5628,"LVA"
2041,20335881495.9419,"LVA"
2042,34106324250.8275,"LVA"
2043,57201422723.4119,"LVA"
2044,95935367808.0122,"LVA"
2045,160898004949.301,"LVA"
2046,269850093747.211,"LVA"
2047,452579092688.713,"LVA"
2048,759043038653.958,"LVA"
2049,1273029054670.26,"LVA"
2050,2135060716594.58,"LVA"
2021,108733.7,"MAC"
2022,249501.567120498,"MAC"
2023,572509.093276364,"MAC"
2024,1313685.7842894,"MAC"
2025,3014398.12941273,"MAC"
2026,6916871.74457939,"MAC"
2027,15871531.4556945,"MAC"
2028,36418994.026673,"MAC"
2029,83567432.016081,"MAC"
2030,191754766.445434,"MAC"
2031,440002637.001783,"MAC"
2032,1009634984.08586,"MAC"
2033,2316719754.30892,"MAC"
2034,5315971122.83579,"MAC"
2035,12198086940.064,"MAC"
2036,27989867055.1821,"MAC"
2037,64225862761.6123,"MAC"
2038,147373384780.324,"MAC"
2039,338164621037.846,"MAC"
2040,775956330867.54,"MAC"
2041,1780518096675.85,"MAC"
2042,4085596787445.19,"MAC"
2043,9374856195365.8,"MAC"
2044,21511650134899.1,"MAC"
2045,49360873583858.4,"MAC"
2046,113264013949764,"MAC"
2047,259896876302600,"MAC"
2048,596362286275743,"MAC"
2049,1368419588383002,"MAC"
2050,3139990929950376,"MAC"
2021,5471531,"MAR"
2022,5525943.37759188,"MAR"
2023,5580896.86640751,"MAR"
2024,5636396.8476004,"MAR"
2025,5692448.75583765,"MAR"
2026,5749058.07983217,"MAR"
2027,5806230.3628801,"MAR"
2028,5863971.20340361,"MAR"
2029,5922286.25549918,"MAR"
2030,5981181.22949118,"MAR"
2031,6040661.89249108,"MAR"
2032,6100734.06896218,"MAR"
2033,6161403.64128993,"MAR"
2034,6222676.55035795,"MAR"
2035,6284558.79612978,"MAR"
2036,6347056.43823642,"MAR"
2037,6410175.59656967,"MAR"
2038,6473922.45188143,"MAR"
2039,6538303.24638891,"MAR"
2040,6603324.2843859,"MAR"
2041,6668991.93286009,"MAR"
2042,6735312.62211653,"MAR"
2043,6802292.84640731,"MAR"
2044,6869939.16456749,"MAR"
2045,6938258.20065733,"MAR"
2046,7007256.64461097,"MAR"
2047,7076941.2528915,"MAR"
2048,7147318.84915256,"MAR"
2049,7218396.32490654,"MAR"
2050,7290180.6401994,"MAR"
2021,8142.251,"MDA"
2022,9003.03138237499,"MDA"
2023,9954.81152227178,"MDA"
2024,11007.2117084871,"MDA"
2025,12170.8692650171,"MDA"
2026,13457.5460697211,"MDA"
2027,14880.2474396154,"MDA"
2028,16453.3535844526,"MDA"
2029,18192.7649572752,"MDA"
2030,20116.0629711023,"MDA"
2031,22242.687706221,"MDA"
2032,24594.1344042911,"MDA"
2033,27194.1707353632,"MDA"
2034,30069.0770338741,"MDA"
2035,33247.9119318502,"MDA"
2036,36762.8060742524,"MDA"
2037,40649.2868852434,"MDA"
2038,44946.6376680123,"MDA"
2039,49698.29466782,"MDA"
2040,54952.2861116543,"MDA"
2041,60761.7176621641,"MDA"
2042,67185.3091926879,"MDA"
2043,74287.9883089254,"MDA"
2044,82141.5466163794,"MDA"
2045,90825.3653669092,"MDA"
2046,100427.217818999,"MDA"
2047,111044.156421738,"MDA"
2048,122783.493789895,"MDA"
2049,135763.88738545,"MDA"
2050,150116.538869218,"MDA"
2021,4292955,"MDG"
2022,4671049.54746414,"MDG"
2023,5082444.1148032,"MDG"
2024,5530071.5433689,"MDG"
2025,6017122.97941573,"MDG"
2026,6547070.62385604,"MDG"
2027,7123692.48566047,"MDG"
2028,7751099.31537089,"MDG"
2029,8433763.9107358,"MDG"
2030,9176553.00338855,"MDG"
2031,9984761.95388929,"MDG"
2032,10864152.5024725,"MDG"
2033,11820993.8446258,"MDG"
2034,12862107.3243292,"MDG"
2035,13994915.0635735,"MDG"
2036,15227492.8748389,"MDG"
2037,16568627.8337485,"MDG"
2038,18027880.9223327,"MDG"
2039,19615655.1894905,"MDG"
2040,21343269.9145652,"MDG"
2041,23223041.3027472,"MDG"
2042,25268370.2875847,"MDG"
2043,27493838.0665483,"MDG"
2044,29915310.0507233,"MDG"
2045,32550048.9696912,"MDG"
2046,35416837.9379266,"MDG"
2047,38536114.3600533,"MDG"
2048,41930115.629573,"MDG"
2049,45623037.6597556,"MDG"
2050,49641207.376863,"MDG"
2021,3167.629,"MDV"
2022,7198.34309696832,"MDV"
2023,16358.0215175677,"MDV"
2024,37173.119475495,"MDV"
2025,84474.8131707368,"MDV"
2026,191966.511310277,"MDV"
2027,436238.212094732,"MDV"
2028,991338.418314114,"MDV"
2029,2252787.19832117,"MDV"
2030,5119392.19459533,"MDV"
2031,11633667.1575613,"MDV"
2032,26437164.0984656,"MDV"
2033,60077672.508873,"MDV"
2034,136524731.648236,"MDV"
2035,310248409.654518,"MDV"
2036,705030323.305537,"MDV"
2037,1602160531.08485,"MDV"
2038,3640862360.82878,"MDV"
2039,8273751895.21361,"MDV"
2040,18801856164.6391,"MDV"
2041,42726661339.7342,"MDV"
2042,97095072595.7424,"MDV"
2043,220645677119.764,"MDV"
2044,501410767097.71,"MDV"
2045,1139441119551.37,"MDV"
2046,2589346200999.07,"MDV"
2047,5884212561389.85,"MDV"
2048,13371698791864.5,"MDV"
2049,30386789517698.4,"MDV"
2050,69053079310662.1,"MDV"
2021,139177700,"MEX"
2022,149866929.555882,"MEX"
2023,161377121.295349,"MEX"
2024,173771327.368545,"MEX"
2025,187117442.503891,"MEX"
2026,201488575.931399,"MEX"
2027,216963451.870708,"MEX"
2028,233626840.777714,"MEX"
2029,251570023.71211,"MEX"
2030,270891292.369642,"MEX"
2031,291696487.518209,"MEX"
2032,314099578.787331,"MEX"
2033,338223288.987052,"MEX"
2034,364199766.376231,"MEX"
2035,392171308.562904,"MEX"
2036,422291142.002166,"MEX"
2037,454724261.361637,"MEX"
2038,489648333.352505,"MEX"
2039,527254669.977265,"MEX"
2040,567749276.525569,"MEX"
2041,611353980.059021,"MEX"
2042,658307644.566718,"MEX"
2043,708867479.448065,"MEX"
2044,763310448.490662,"MEX"
2045,821934787.061567,"MEX"
2046,885061635.823014,"MEX"
2047,953036799.92198,"MEX"
2048,1026232643.29034,"MEX"
2049,1105050128.4325,"MEX"
2050,1189921012.87428,"MEX"
2021,4229.703,"MHL"
2022,Inf,"MHL"
2023,Inf,"MHL"
2024,Inf,"MHL"
2025,Inf,"MHL"
2026,Inf,"MHL"
2027,Inf,"MHL"
2028,Inf,"MHL"
2029,Inf,"MHL"
2030,Inf,"MHL"
2031,Inf,"MHL"
2032,Inf,"MHL"
2033,Inf,"MHL"
2034,Inf,"MHL"
2035,Inf,"MHL"
2036,Inf,"MHL"
2037,Inf,"MHL"
2038,Inf,"MHL"
2039,Inf,"MHL"
2040,Inf,"MHL"
2041,Inf,"MHL"
2042,Inf,"MHL"
2043,Inf,"MHL"
2044,Inf,"MHL"
2045,Inf,"MHL"
2046,Inf,"MHL"
2047,Inf,"MHL"
2048,Inf,"MHL"
2049,Inf,"MHL"
2050,Inf,"MHL"
2021,3482255,"MKD"
2022,3389550.8962986,"MKD"
2023,3299314.74823029,"MKD"
2024,3211480.85422669,"MKD"
2025,3125985.26181738,"MKD"
2026,3042765.72106561,"MKD"
2027,2961761.63924371,"MKD"
2028,2882914.0367151,"MKD"
2029,2806165.5039908,"MKD"
2030,2731460.15992919,"MKD"
2031,2658743.61104856,"MKD"
2032,2587962.91192283,"MKD"
2033,2519066.52663161,"MKD"
2034,2452004.29123657,"MKD"
2035,2386727.37725667,"MKD"
2036,2323188.25611587,"MKD"
2037,2261340.66453718,"MKD"
2038,2201139.5708581,"MKD"
2039,2142541.14224271,"MKD"
2040,2085502.7127667,"MKD"
2041,2029982.75235201,"MKD"
2042,1975940.83652847,"MKD"
2043,1923337.61700051,"MKD"
2044,1872134.79299732,"MKD"
2045,1822295.08338587,"MKD"
2046,1773782.1995262,"MKD"
2047,1726560.81884944,"MKD"
2048,1680596.55913917,"MKD"
2049,1635855.95349752,"MKD"
2050,1592306.42597768,"MKD"
2021,160390.4,"MLI"
2022,2214443.63039701,"MLI"
2023,30573903.3770469,"MLI"
2024,422121184.245911,"MLI"
2025,5828051851.6632,"MLI"
2026,80465491080.1339,"MLI"
2027,1110953611869.35,"MLI"
2028,15338475055057.2,"MLI"
2029,211771953843091,"MLI"
2030,2923847401618571,"MLI"
2031,40368346576647384,"MLI"
2032,557348993121258624,"MLI"
2033,7695086038351175680,"MLI"
2034,1.06242856573609e+20,"MLI"
2035,1.4668509899259e+21,"MLI"
2036,2.02522023224767e+22,"MLI"
2037,2.79613745177518e+23,"MLI"
2038,3.86051083468717e+24,"MLI"
2039,5.3300469529047e+25,"MLI"
2040,7.35897443025071e+26,"MLI"
2041,1.01602303213429e+28,"MLI"
2042,1.40278079725872e+29,"MLI"
2043,1.93676117855733e+30,"MLI"
2044,2.67400571072613e+31,"MLI"
2045,3.69188861288626e+32,"MLI"
2046,5.09723725543501e+33,"MLI"
2047,7.03754375132204e+34,"MLI"
2048,9.71644433442114e+35,"MLI"
2049,1.34150910942713e+37,"MLI"
2050,1.85216590425017e+38,"MLI"
2021,88063.44,"MLT"
2022,262698.232982198,"MLT"
