Year,iso_code3,frac_lndu_initial_croplands
2004,AFG,0.09446934418701355
2005,AFG,0.10666423746027233
2006,AFG,0.10501592577985384
2007,AFG,0.10616316530623318
2008,AFG,0.09761102175745974
2009,AFG,0.11110892412096217
2010,AFG,0.1049992673756575
2011,AFG,0.09925053485160239
2012,AFG,0.10819651132009069
2013,AFG,0.10909138873140385
2014,AFG,0.11512161661399181
2019,AFG,0.10237544548390774
2020,AFG,0.11466499088035721
2021,AFG,0.11466499088035721
2022,AFG,0.11466499088035721
2023,AFG,0.11466499088035721
2024,AFG,0.11466499088035721
2025,AFG,0.11466499088035721
2026,AFG,0.11466499088035721
2027,AFG,0.11466499088035721
2028,AFG,0.11466499088035721
2029,AFG,0.11466499088035721
2030,AFG,0.11466499088035721
2031,AFG,0.11466499088035721
2032,AFG,0.11466499088035721
2033,AFG,0.11466499088035721
2034,AFG,0.11466499088035721
2035,AFG,0.11466499088035721
2036,AFG,0.11466499088035721
2037,AFG,0.11466499088035721
2038,AFG,0.11466499088035721
2039,AFG,0.11466499088035721
2040,AFG,0.11466499088035721
2041,AFG,0.11466499088035721
2042,AFG,0.11466499088035721
2043,AFG,0.11466499088035721
2044,AFG,0.11466499088035721
2045,AFG,0.11466499088035721
2046,AFG,0.11466499088035721
2047,AFG,0.11466499088035721
2048,AFG,0.11466499088035721
2049,AFG,0.11466499088035721
2050,AFG,0.11466499088035721
1992,AGO,0.02612468466802618
1993,AGO,0.02878174582309234
1994,AGO,0.025921196676856148
1995,AGO,0.02269151076650986
1996,AGO,0.02311179163956867
1997,AGO,0.023268843428408435
1998,AGO,0.025342356681201494
1999,AGO,0.024662567359516982
2000,AGO,0.026188454293660787
2001,AGO,0.02957619732736597
2002,AGO,0.03241257271062988
2003,AGO,0.035069911325747785
2004,AGO,0.04249287063374499
2005,AGO,0.04447472316693449
2006,AGO,0.044781601632276895
2007,AGO,0.049084416407212283
2008,AGO,0.04034385409864847
2009,AGO,0.05635270549691271
2010,AGO,0.057461494452957146
2011,AGO,0.06420482244102656
2012,AGO,0.043002818563527216
2013,AGO,0.06550601107761128
2014,AGO,0.06268182389521608
2019,AGO,0.07865659333882982
2020,AGO,0.08043348418932444
2021,AGO,0.08043348418932444
2022,AGO,0.08043348418932444
2023,AGO,0.08043348418932444
2024,AGO,0.08043348418932444
2025,AGO,0.08043348418932444
2026,AGO,0.08043348418932444
2027,AGO,0.08043348418932444
2028,AGO,0.08043348418932444
2029,AGO,0.08043348418932444
2030,AGO,0.08043348418932444
2031,AGO,0.08043348418932444
2032,AGO,0.08043348418932444
2033,AGO,0.08043348418932444
2034,AGO,0.08043348418932444
2035,AGO,0.08043348418932444
2036,AGO,0.08043348418932444
2037,AGO,0.08043348418932444
2038,AGO,0.08043348418932444
2039,AGO,0.08043348418932444
2040,AGO,0.08043348418932444
2041,AGO,0.08043348418932444
2042,AGO,0.08043348418932444
2043,AGO,0.08043348418932444
2044,AGO,0.08043348418932444
2045,AGO,0.08043348418932444
2046,AGO,0.08043348418932444
2047,AGO,0.08043348418932444
2048,AGO,0.08043348418932444
2049,AGO,0.08043348418932444
2050,AGO,0.08043348418932444
1992,ALB,0.26756745137352633
1993,ALB,0.29013554801551134
1994,ALB,0.2952866225926196
1995,ALB,0.2711746563090921
1996,ALB,0.25891801885846166
1997,ALB,0.26349003393382975
1998,ALB,0.2636526588986076
1999,ALB,0.23998750403177552
2000,ALB,0.2327569016042948
2001,ALB,0.2196940132058319
2002,ALB,0.214214091675612
2003,ALB,0.21772577712638738
2004,ALB,0.21277417873767726
2005,ALB,0.2111444082358503
2006,ALB,0.21076415966007006
2007,ALB,0.19804858921818413
2008,ALB,0.22346971314222666
2009,ALB,0.21856457786216404
2010,ALB,0.2164469527010691
2011,ALB,0.2165107997111094
2012,ALB,0.22038986705701047
2013,ALB,0.2193019186985436
2014,ALB,0.2207440795891405
2019,ALB,0.21922682408904792
2020,ALB,0.21999637032119493
2021,ALB,0.21999637032119493
2022,ALB,0.21999637032119493
2023,ALB,0.21999637032119493
2024,ALB,0.21999637032119493
2025,ALB,0.21999637032119493
2026,ALB,0.21999637032119493
2027,ALB,0.21999637032119493
2028,ALB,0.21999637032119493
2029,ALB,0.21999637032119493
2030,ALB,0.21999637032119493
2031,ALB,0.21999637032119493
2032,ALB,0.21999637032119493
2033,ALB,0.21999637032119493
2034,ALB,0.21999637032119493
2035,ALB,0.21999637032119493
2036,ALB,0.21999637032119493
2037,ALB,0.21999637032119493
2038,ALB,0.21999637032119493
2039,ALB,0.21999637032119493
2040,ALB,0.21999637032119493
2041,ALB,0.21999637032119493
2042,ALB,0.21999637032119493
2043,ALB,0.21999637032119493
2044,ALB,0.21999637032119493
2045,ALB,0.21999637032119493
2046,ALB,0.21999637032119493
2047,ALB,0.21999637032119493
2048,ALB,0.21999637032119493
2049,ALB,0.21999637032119493
2050,ALB,0.21999637032119493
1992,AND,0.37755067439025214
1993,AND,0.37736666368799615
1994,AND,0.37526274209417826
1995,AND,0.3712746079589207
1996,AND,0.36585476513226134
1997,AND,0.37287403276531456
1998,AND,0.37579605353206424
1999,AND,0.3729399579719278
2000,AND,0.3671634681145393
2001,AND,0.3635925670039883
2002,AND,0.3595112462728653
2003,AND,0.3684243673894831
2004,AND,0.35830661224148797
2005,AND,0.353370614455602
2006,AND,0.3467601975218368
2007,AND,0.3388265070566028
2008,AND,0.3550914646216772
2009,AND,0.34010759866636003
2010,AND,0.335806711471846
2011,AND,0.3369743175734611
2012,AND,0.34520986444548324
2013,AND,0.34712953496535986
2014,AND,0.3420541279667671
2019,AND,0.2543783027508841
2020,AND,0.2562501499912371
2021,AND,0.2562501499912371
2022,AND,0.2562501499912371
2023,AND,0.2562501499912371
2024,AND,0.2562501499912371
2025,AND,0.2562501499912371
2026,AND,0.2562501499912371
2027,AND,0.2562501499912371
2028,AND,0.2562501499912371
2029,AND,0.2562501499912371
2030,AND,0.2562501499912371
2031,AND,0.2562501499912371
2032,AND,0.2562501499912371
2033,AND,0.2562501499912371
2034,AND,0.2562501499912371
2035,AND,0.2562501499912371
2036,AND,0.2562501499912371
2037,AND,0.2562501499912371
2038,AND,0.2562501499912371
2039,AND,0.2562501499912371
2040,AND,0.2562501499912371
2041,AND,0.2562501499912371
2042,AND,0.2562501499912371
2043,AND,0.2562501499912371
2044,AND,0.2562501499912371
2045,AND,0.2562501499912371
2046,AND,0.2562501499912371
2047,AND,0.2562501499912371
2048,AND,0.2562501499912371
2049,AND,0.2562501499912371
2050,AND,0.2562501499912371
1992,ARE,0.013452571006053288
1993,ARE,0.013929879649213274
1994,ARE,0.013450440773811726
1995,ARE,0.014205200944096478
1996,ARE,0.01455453134192946
1997,ARE,0.016593702793810314
1998,ARE,0.024110208941424533
1999,ARE,0.05689792449128333
2000,ARE,0.06187902675163698
2001,ARE,0.054660952416393245
2002,ARE,0.054758949654378435
2003,ARE,0.05399364631347289
2004,ARE,0.05487809499477522
2005,ARE,0.055986218539813226
2006,ARE,0.05363959933527938
2007,ARE,0.053502104999947564
2008,ARE,0.05405265622295488
2009,ARE,0.05402978676568556
2010,ARE,0.05703623421635105
2011,ARE,0.014752221192808985
2012,ARE,0.013972786045562005
2013,ARE,0.011405968433301529
2014,ARE,0.013212582175500195
2019,ARE,0.013743838095216086
2020,ARE,0.014043588678152722
2021,ARE,0.014043588678152722
2022,ARE,0.014043588678152722
2023,ARE,0.014043588678152722
2024,ARE,0.014043588678152722
2025,ARE,0.014043588678152722
2026,ARE,0.014043588678152722
2027,ARE,0.014043588678152722
2028,ARE,0.014043588678152722
2029,ARE,0.014043588678152722
2030,ARE,0.014043588678152722
2031,ARE,0.014043588678152722
2032,ARE,0.014043588678152722
2033,ARE,0.014043588678152722
2034,ARE,0.014043588678152722
2035,ARE,0.014043588678152722
2036,ARE,0.014043588678152722
2037,ARE,0.014043588678152722
2038,ARE,0.014043588678152722
2039,ARE,0.014043588678152722
2040,ARE,0.014043588678152722
2041,ARE,0.014043588678152722
2042,ARE,0.014043588678152722
2043,ARE,0.014043588678152722
2044,ARE,0.014043588678152722
2045,ARE,0.014043588678152722
2046,ARE,0.014043588678152722
2047,ARE,0.014043588678152722
2048,ARE,0.014043588678152722
2049,ARE,0.014043588678152722
2050,ARE,0.014043588678152722
1992,ARG,0.1693577387692059
1993,ARG,0.157663470131599
1994,ARG,0.168107618482032
1995,ARG,0.18364445133152948
1996,ARG,0.18961297186447484
1997,ARG,0.2093748819122112
1998,ARG,0.20920391794922547
1999,ARG,0.21677435598039083
2000,ARG,0.2188431203507449
2001,ARG,0.220592974290333
2002,ARG,0.22646669117988036
2003,ARG,0.2315334131437788
2004,ARG,0.2414688689379338
2005,ARG,0.24703168867371625
2006,ARG,0.2484745950145808
2007,ARG,0.2631832732975113
2008,ARG,0.27226398498162
2009,ARG,0.2564441294570029
2010,ARG,0.26535399867693776
2011,ARG,0.2873580906101677
2012,ARG,0.28184456232469735
2013,ARG,0.2874617602213129
2014,ARG,0.285361236432272
2019,ARG,0.29123462052082305
2020,ARG,0.29548139266644774
2021,ARG,0.29548139266644774
2022,ARG,0.29548139266644774
2023,ARG,0.29548139266644774
2024,ARG,0.29548139266644774
2025,ARG,0.29548139266644774
2026,ARG,0.29548139266644774
2027,ARG,0.29548139266644774
2028,ARG,0.29548139266644774
2029,ARG,0.29548139266644774
2030,ARG,0.29548139266644774
2031,ARG,0.29548139266644774
2032,ARG,0.29548139266644774
2033,ARG,0.29548139266644774
2034,ARG,0.29548139266644774
2035,ARG,0.29548139266644774
2036,ARG,0.29548139266644774
2037,ARG,0.29548139266644774
2038,ARG,0.29548139266644774
2039,ARG,0.29548139266644774
2040,ARG,0.29548139266644774
2041,ARG,0.29548139266644774
2042,ARG,0.29548139266644774
2043,ARG,0.29548139266644774
2044,ARG,0.29548139266644774
2045,ARG,0.29548139266644774
2046,ARG,0.29548139266644774
2047,ARG,0.29548139266644774
2048,ARG,0.29548139266644774
2049,ARG,0.29548139266644774
2050,ARG,0.29548139266644774
1992,ARM,0.19577844196171787
1993,ARM,0.20263570483026752
1994,ARM,0.1915875577824909
1995,ARM,0.1750446597300946
1996,ARM,0.19567189832494547
1997,ARM,0.20003021133236576
1998,ARM,0.19286674318429742
1999,ARM,0.18156776267055716
2000,ARM,0.17691829077448104
2001,ARM,0.19987862604811504
2002,ARM,0.1939242247353029
2003,ARM,0.20217461783486998
2004,ARM,0.2111493882714438
2005,ARM,0.2142918985412626
2006,ARM,0.187681710394036
2007,ARM,0.1998759236998781
2008,ARM,0.19768294079412196
2009,ARM,0.19261140613952452
2010,ARM,0.18583770865769997
2011,ARM,0.189136193291147
2012,ARM,0.20066046486558392
2013,ARM,0.2061942102115019
2014,ARM,0.20956109157459843
2019,ARM,0.15871637011876444
2020,ARM,0.16028592772827685
2021,ARM,0.16028592772827685
2022,ARM,0.16028592772827685
2023,ARM,0.16028592772827685
2024,ARM,0.16028592772827685
2025,ARM,0.16028592772827685
2026,ARM,0.16028592772827685
2027,ARM,0.16028592772827685
2028,ARM,0.16028592772827685
2029,ARM,0.16028592772827685
2030,ARM,0.16028592772827685
2031,ARM,0.16028592772827685
2032,ARM,0.16028592772827685
2033,ARM,0.16028592772827685
2034,ARM,0.16028592772827685
2035,ARM,0.16028592772827685
2036,ARM,0.16028592772827685
2037,ARM,0.16028592772827685
2038,ARM,0.16028592772827685
2039,ARM,0.16028592772827685
2040,ARM,0.16028592772827685
2041,ARM,0.16028592772827685
2042,ARM,0.16028592772827685
2043,ARM,0.16028592772827685
2044,ARM,0.16028592772827685
2045,ARM,0.16028592772827685
2046,ARM,0.16028592772827685
2047,ARM,0.16028592772827685
2048,ARM,0.16028592772827685
2049,ARM,0.16028592772827685
2050,ARM,0.16028592772827685
1992,ASM,0.38789874519789447
1993,ASM,0.40677301317179193
1994,ASM,0.3855165832995265
1995,ASM,0.3977962442597184
1996,ASM,0.40177318225249486
1997,ASM,0.3996173918450762
1998,ASM,0.3915685989618049
1999,ASM,0.38440272720919744
2000,ASM,0.4034294256716342
2001,ASM,0.39204841190605844
2002,ASM,0.404841559150368
2003,ASM,0.4047194380688958
2004,ASM,0.4006371074933953
2005,ASM,0.4089202983293967
2006,ASM,0.4142470892271424
2007,ASM,0.4172015343417528
2008,ASM,0.41918346964515296
2009,ASM,0.4229705136376918
2010,ASM,0.4233632273000738
2011,ASM,0.4269097340201797
2012,ASM,0.4313972318184146
2013,ASM,0.43160945701323117
2014,ASM,0.4098672406752861
2019,ASM,0.409983460155471
2020,ASM,0.41218094337896405
2021,ASM,0.41218094337896405
2022,ASM,0.41218094337896405
2023,ASM,0.41218094337896405
2024,ASM,0.41218094337896405
2025,ASM,0.41218094337896405
2026,ASM,0.41218094337896405
2027,ASM,0.41218094337896405
2028,ASM,0.41218094337896405
2029,ASM,0.41218094337896405
2030,ASM,0.41218094337896405
2031,ASM,0.41218094337896405
2032,ASM,0.41218094337896405
2033,ASM,0.41218094337896405
2034,ASM,0.41218094337896405
2035,ASM,0.41218094337896405
2036,ASM,0.41218094337896405
2037,ASM,0.41218094337896405
2038,ASM,0.41218094337896405
2039,ASM,0.41218094337896405
2040,ASM,0.41218094337896405
2041,ASM,0.41218094337896405
2042,ASM,0.41218094337896405
2043,ASM,0.41218094337896405
2044,ASM,0.41218094337896405
2045,ASM,0.41218094337896405
2046,ASM,0.41218094337896405
2047,ASM,0.41218094337896405
2048,ASM,0.41218094337896405
2049,ASM,0.41218094337896405
2050,ASM,0.41218094337896405
1992,ATG,0.1833970442163561
1993,ATG,0.1825358563336146
1994,ATG,0.18238235825751647
1995,ATG,0.16822401274470758
1996,ATG,0.17038167938931295
1997,ATG,0.17230244318527996
1998,ATG,0.17151827353918378
1999,ATG,0.1736341248365815
2000,ATG,0.17957596743818724
2001,ATG,0.17901591455436203
2002,ATG,0.1878050250045189
2003,ATG,0.19720557680146947
2004,ATG,0.2019844510996158
2005,ATG,0.18206622845094875
2006,ATG,0.1869066699543829
2007,ATG,0.19253137434955614
2008,ATG,0.19651855245075586
2009,ATG,0.200812107788852
2010,ATG,0.20433664094083057
2011,ATG,0.20545599119212182
2012,ATG,0.197751976284585
2013,ATG,0.1974050046339203
2014,ATG,0.18737486750677187
2019,ATG,0.16940473018974042
2020,ATG,0.1654744873628994
2021,ATG,0.1654744873628994
2022,ATG,0.1654744873628994
2023,ATG,0.1654744873628994
2024,ATG,0.1654744873628994
2025,ATG,0.1654744873628994
2026,ATG,0.1654744873628994
2027,ATG,0.1654744873628994
2028,ATG,0.1654744873628994
2029,ATG,0.1654744873628994
2030,ATG,0.1654744873628994
2031,ATG,0.1654744873628994
2032,ATG,0.1654744873628994
2033,ATG,0.1654744873628994
2034,ATG,0.1654744873628994
2035,ATG,0.1654744873628994
2036,ATG,0.1654744873628994
2037,ATG,0.1654744873628994
2038,ATG,0.1654744873628994
2039,ATG,0.1654744873628994
2040,ATG,0.1654744873628994
2041,ATG,0.1654744873628994
2042,ATG,0.1654744873628994
2043,ATG,0.1654744873628994
2044,ATG,0.1654744873628994
2045,ATG,0.1654744873628994
2046,ATG,0.1654744873628994
2047,ATG,0.1654744873628994
2048,ATG,0.1654744873628994
2049,ATG,0.1654744873628994
2050,ATG,0.1654744873628994
1992,AUS,0.03834069268674623
1993,AUS,0.04119296993267239
1994,AUS,0.043601115373551345
1995,AUS,0.04060080257938275
1996,AUS,0.04692004299263519
1997,AUS,0.052824016974293016
1998,AUS,0.052379788544293156
1999,AUS,0.0577975633944995
2000,AUS,0.05972312945983471
2001,AUS,0.059961224213128765
2002,AUS,0.058410739348734336
2003,AUS,0.055946628632807145
2004,AUS,0.06279766187808143
2005,AUS,0.06446218629015955
2006,AUS,0.060657062785571175
2007,AUS,0.056899226570135276
2008,AUS,0.06221915205244512
2009,AUS,0.06599080961894678
2010,AUS,0.06539078937443822
2011,AUS,0.06531234342763438
2012,AUS,0.0677534585905245
2013,AUS,0.06706641261901641
2014,AUS,0.06371709159909787
2019,AUS,0.05789182084903727
2020,AUS,0.055011617240603106
2021,AUS,0.055011617240603106
2022,AUS,0.055011617240603106
2023,AUS,0.055011617240603106
2024,AUS,0.055011617240603106
2025,AUS,0.055011617240603106
2026,AUS,0.055011617240603106
2027,AUS,0.055011617240603106
2028,AUS,0.055011617240603106
2029,AUS,0.055011617240603106
2030,AUS,0.055011617240603106
2031,AUS,0.055011617240603106
2032,AUS,0.055011617240603106
2033,AUS,0.055011617240603106
2034,AUS,0.055011617240603106
2035,AUS,0.055011617240603106
2036,AUS,0.055011617240603106
2037,AUS,0.055011617240603106
2038,AUS,0.055011617240603106
2039,AUS,0.055011617240603106
2040,AUS,0.055011617240603106
2041,AUS,0.055011617240603106
2042,AUS,0.055011617240603106
2043,AUS,0.055011617240603106
2044,AUS,0.055011617240603106
2045,AUS,0.055011617240603106
2046,AUS,0.055011617240603106
2047,AUS,0.055011617240603106
2048,AUS,0.055011617240603106
2049,AUS,0.055011617240603106
2050,AUS,0.055011617240603106
1992,AUT,0.2726808769861142
1993,AUT,0.2720386957489061
1994,AUT,0.27271202954854296
1995,AUT,0.26340976741358063
1996,AUT,0.261189168966958
1997,AUT,0.2639747842126262
1998,AUT,0.2636472109033896
1999,AUT,0.2619955946616616
2000,AUT,0.25882656878566945
2001,AUT,0.2592245996172335
2002,AUT,0.2566144358800947
2003,AUT,0.2535428679910587
2004,AUT,0.2531296390381872
2005,AUT,0.25249504100813813
2006,AUT,0.2528598517032921
2007,AUT,0.25604631905043485
2008,AUT,0.26112844373943433
2009,AUT,0.2626313301601942
2010,AUT,0.26190359778480166
2011,AUT,0.260584038935929
2012,AUT,0.25993386949336056
2013,AUT,0.2560754669208664
2014,AUT,0.2608589867800406
2019,AUT,0.22734492739477558
2020,AUT,0.22588917953707321
2021,AUT,0.22588917953707321
2022,AUT,0.22588917953707321
2023,AUT,0.22588917953707321
2024,AUT,0.22588917953707321
2025,AUT,0.22588917953707321
2026,AUT,0.22588917953707321
2027,AUT,0.22588917953707321
2028,AUT,0.22588917953707321
2029,AUT,0.22588917953707321
2030,AUT,0.22588917953707321
2031,AUT,0.22588917953707321
2032,AUT,0.22588917953707321
2033,AUT,0.22588917953707321
2034,AUT,0.22588917953707321
2035,AUT,0.22588917953707321
2036,AUT,0.22588917953707321
2037,AUT,0.22588917953707321
2038,AUT,0.22588917953707321
2039,AUT,0.22588917953707321
2040,AUT,0.22588917953707321
2041,AUT,0.22588917953707321
2042,AUT,0.22588917953707321
2043,AUT,0.22588917953707321
2044,AUT,0.22588917953707321
2045,AUT,0.22588917953707321
2046,AUT,0.22588917953707321
2047,AUT,0.22588917953707321
2048,AUT,0.22588917953707321
2049,AUT,0.22588917953707321
2050,AUT,0.22588917953707321
1992,AZE,0.17558012397492379
1993,AZE,0.18079012068258224
1994,AZE,0.16721121647486994
1995,AZE,0.16169120577505564
1996,AZE,0.16344012505011252
1997,AZE,0.16211509935097387
1998,AZE,0.13889021379689626
1999,AZE,0.11859394592292588
2000,AZE,0.13941871922171042
2001,AZE,0.15139896406588177
2002,AZE,0.15336468169827858
2003,AZE,0.1506076899039556
2004,AZE,0.15857220017682588
2005,AZE,0.16656320184152254
2006,AZE,0.1623749036171811
2007,AZE,0.1523049083091194
2008,AZE,0.1634231736215678
2009,AZE,0.182184163108108
2010,AZE,0.16781141182052836
2011,AZE,0.171713691386126
2012,AZE,0.17500073168084754
2013,AZE,0.17870763559934696
2014,AZE,0.1698090252524638
2019,AZE,0.19714709160473945
2020,AZE,0.18735341615536663
2021,AZE,0.18735341615536663
2022,AZE,0.18735341615536663
2023,AZE,0.18735341615536663
2024,AZE,0.18735341615536663
2025,AZE,0.18735341615536663
2026,AZE,0.18735341615536663
2027,AZE,0.18735341615536663
2028,AZE,0.18735341615536663
2029,AZE,0.18735341615536663
2030,AZE,0.18735341615536663
2031,AZE,0.18735341615536663
2032,AZE,0.18735341615536663
2033,AZE,0.18735341615536663
2034,AZE,0.18735341615536663
2035,AZE,0.18735341615536663
2036,AZE,0.18735341615536663
2037,AZE,0.18735341615536663
2038,AZE,0.18735341615536663
2039,AZE,0.18735341615536663
2040,AZE,0.18735341615536663
2041,AZE,0.18735341615536663
2042,AZE,0.18735341615536663
2043,AZE,0.18735341615536663
2044,AZE,0.18735341615536663
2045,AZE,0.18735341615536663
2046,AZE,0.18735341615536663
2047,AZE,0.18735341615536663
2048,AZE,0.18735341615536663
2049,AZE,0.18735341615536663
2050,AZE,0.18735341615536663
1992,BDI,0.5857241530133146
1993,BDI,0.5781807045090419
1994,BDI,0.5470465732677017
1995,BDI,0.5693639460512154
1996,BDI,0.5769539619526011
1997,BDI,0.5783586969565001
1998,BDI,0.5768404612449488
1999,BDI,0.5744217001365389
2000,BDI,0.5702736001756826
2001,BDI,0.5920745421864747
2002,BDI,0.6121172217652545
2003,BDI,0.5933661191024241
2004,BDI,0.6118960638666264
2005,BDI,0.5951724297576922
2006,BDI,0.6041965091324318
2007,BDI,0.583133334584722
2008,BDI,0.595499514630606
2009,BDI,0.5891689147047251
2010,BDI,0.6124372755613187
2011,BDI,0.6099057953912053
2012,BDI,0.6029326480726402
2013,BDI,0.6021032709361245
2014,BDI,0.5961049265685281
2019,BDI,0.6874401179504842
2020,BDI,0.6645434558965325
2021,BDI,0.6645434558965325
2022,BDI,0.6645434558965325
2023,BDI,0.6645434558965325
2024,BDI,0.6645434558965325
2025,BDI,0.6645434558965325
2026,BDI,0.6645434558965325
2027,BDI,0.6645434558965325
2028,BDI,0.6645434558965325
2029,BDI,0.6645434558965325
2030,BDI,0.6645434558965325
2031,BDI,0.6645434558965325
2032,BDI,0.6645434558965325
2033,BDI,0.6645434558965325
2034,BDI,0.6645434558965325
2035,BDI,0.6645434558965325
2036,BDI,0.6645434558965325
2037,BDI,0.6645434558965325
2038,BDI,0.6645434558965325
2039,BDI,0.6645434558965325
2040,BDI,0.6645434558965325
2041,BDI,0.6645434558965325
2042,BDI,0.6645434558965325
2043,BDI,0.6645434558965325
2044,BDI,0.6645434558965325
2045,BDI,0.6645434558965325
2046,BDI,0.6645434558965325
2047,BDI,0.6645434558965325
2048,BDI,0.6645434558965325
2049,BDI,0.6645434558965325
2050,BDI,0.6645434558965325
2000,BEL,0.39826362373583696
2001,BEL,0.3908969265056895
2002,BEL,0.3990272320837865
2003,BEL,0.39456845615732955
2004,BEL,0.40266789381104845
2005,BEL,0.4023810838164595
2006,BEL,0.398015142953547
2007,BEL,0.394440681627637
2008,BEL,0.39707723554531865
2009,BEL,0.39089982341378227
2010,BEL,0.38919380270068776
2011,BEL,0.38828265931750094
2012,BEL,0.391582380997904
2013,BEL,0.3899318621054885
2014,BEL,0.3917719111628956
2019,BEL,0.36657095506207754
2020,BEL,0.3627716859240627
2021,BEL,0.3627716859240627
2022,BEL,0.3627716859240627
2023,BEL,0.3627716859240627
2024,BEL,0.3627716859240627
2025,BEL,0.3627716859240627
2026,BEL,0.3627716859240627
2027,BEL,0.3627716859240627
2028,BEL,0.3627716859240627
2029,BEL,0.3627716859240627
2030,BEL,0.3627716859240627
2031,BEL,0.3627716859240627
2032,BEL,0.3627716859240627
2033,BEL,0.3627716859240627
2034,BEL,0.3627716859240627
2035,BEL,0.3627716859240627
2036,BEL,0.3627716859240627
2037,BEL,0.3627716859240627
2038,BEL,0.3627716859240627
2039,BEL,0.3627716859240627
2040,BEL,0.3627716859240627
2041,BEL,0.3627716859240627
2042,BEL,0.3627716859240627
2043,BEL,0.3627716859240627
2044,BEL,0.3627716859240627
2045,BEL,0.3627716859240627
2046,BEL,0.3627716859240627
2047,BEL,0.3627716859240627
2048,BEL,0.3627716859240627
2049,BEL,0.3627716859240627
2050,BEL,0.3627716859240627
1992,BEN,0.25454350841667495
1993,BEN,0.2664947087288899
1994,BEN,0.2801998185573345
1995,BEN,0.30674520242444764
1996,BEN,0.33728599938188136
1997,BEN,0.35553738579723093
1998,BEN,0.3618620431139094
1999,BEN,0.36536637419966794
2000,BEN,0.36766678889926685
2001,BEN,0.3648506557412003
2002,BEN,0.3793497070265898
2003,BEN,0.3738053063109
2004,BEN,0.38021988492550535
2005,BEN,0.36142167260800956
2006,BEN,0.350851264367342
2007,BEN,0.35890233110785513
2008,BEN,0.3920175796226865
2009,BEN,0.3879787422684283
2010,BEN,0.38994412513860477
2011,BEN,0.3902336730563864
2012,BEN,0.43445117353749607
2013,BEN,0.45160839600504776
2014,BEN,0.4612597457373831
2019,BEN,0.53679543760902
2020,BEN,0.5201257625488893
2021,BEN,0.5201257625488893
2022,BEN,0.5201257625488893
2023,BEN,0.5201257625488893
2024,BEN,0.5201257625488893
2025,BEN,0.5201257625488893
2026,BEN,0.5201257625488893
2027,BEN,0.5201257625488893
2028,BEN,0.5201257625488893
2029,BEN,0.5201257625488893
2030,BEN,0.5201257625488893
2031,BEN,0.5201257625488893
2032,BEN,0.5201257625488893
2033,BEN,0.5201257625488893
2034,BEN,0.5201257625488893
2035,BEN,0.5201257625488893
2036,BEN,0.5201257625488893
2037,BEN,0.5201257625488893
2038,BEN,0.5201257625488893
2039,BEN,0.5201257625488893
2040,BEN,0.5201257625488893
2041,BEN,0.5201257625488893
2042,BEN,0.5201257625488893
2043,BEN,0.5201257625488893
2044,BEN,0.5201257625488893
2045,BEN,0.5201257625488893
2046,BEN,0.5201257625488893
2047,BEN,0.5201257625488893
2048,BEN,0.5201257625488893
2049,BEN,0.5201257625488893
2050,BEN,0.5201257625488893
1992,BFA,0.35945441404214706
1993,BFA,0.33770668122510134
1994,BFA,0.3561391907691665
1995,BFA,0.3457424627308911
1996,BFA,0.35307886931846527
