,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_solid_biomass
92,Afghanistan,AFG,2050,0.0040331276370672
93,Africa Western and Central,AFW,2020,0.0040331276370672
94,Africa Western and Central,AFW,2021,0.0040331276370672
95,Africa Western and Central,AFW,2022,0.0040331276370672
96,Africa Western and Central,AFW,2023,0.0040331276370672
97,Africa Western and Central,AFW,2024,0.0040331276370672
98,Africa Western and Central,AFW,2025,0.0040331276370672
99,Africa Western and Central,AFW,2026,0.0040331276370672
100,Africa Western and Central,AFW,2027,0.0040331276370672
101,Africa Western and Central,AFW,2028,0.0040331276370672
102,Africa Western and Central,AFW,2029,0.0040331276370672
103,Africa Western and Central,AFW,2030,0.0040331276370672
104,Africa Western and Central,AFW,2031,0.0040331276370672
105,Africa Western and Central,AFW,2032,0.0040331276370672
106,Africa Western and Central,AFW,2033,0.0040331276370672
107,Africa Western and Central,AFW,2034,0.0040331276370672
108,Africa Western and Central,AFW,2035,0.0040331276370672
109,Africa Western and Central,AFW,2036,0.0040331276370672
110,Africa Western and Central,AFW,2037,0.0040331276370672
111,Africa Western and Central,AFW,2038,0.0040331276370672
112,Africa Western and Central,AFW,2039,0.0040331276370672
113,Africa Western and Central,AFW,2040,0.0040331276370672
114,Africa Western and Central,AFW,2041,0.0040331276370672
115,Africa Western and Central,AFW,2042,0.0040331276370672
116,Africa Western and Central,AFW,2043,0.0040331276370672
117,Africa Western and Central,AFW,2044,0.0040331276370672
118,Africa Western and Central,AFW,2045,0.0040331276370672
119,Africa Western and Central,AFW,2046,0.0040331276370672
120,Africa Western and Central,AFW,2047,0.0040331276370672
121,Africa Western and Central,AFW,2048,0.0040331276370672
122,Africa Western and Central,AFW,2049,0.0040331276370672
123,Africa Western and Central,AFW,2050,0.0040331276370672
124,Angola,AGO,2020,0.0040331276370672
125,Angola,AGO,2021,0.0040331276370672
126,Angola,AGO,2022,0.0040331276370672
127,Angola,AGO,2023,0.0040331276370672
128,Angola,AGO,2024,0.0040331276370672
129,Angola,AGO,2025,0.0040331276370672
130,Angola,AGO,2026,0.0040331276370672
131,Angola,AGO,2027,0.0040331276370672
132,Angola,AGO,2028,0.0040331276370672
133,Angola,AGO,2029,0.0040331276370672
134,Angola,AGO,2030,0.0040331276370672
135,Angola,AGO,2031,0.0040331276370672
136,Angola,AGO,2032,0.0040331276370672
137,Angola,AGO,2033,0.0040331276370672
138,Angola,AGO,2034,0.0040331276370672
139,Angola,AGO,2035,0.0040331276370672
140,Angola,AGO,2036,0.0040331276370672
141,Angola,AGO,2037,0.0040331276370672
142,Angola,AGO,2038,0.0040331276370672
143,Angola,AGO,2039,0.0040331276370672
144,Angola,AGO,2040,0.0040331276370672
145,Angola,AGO,2041,0.0040331276370672
146,Angola,AGO,2042,0.0040331276370672
147,Angola,AGO,2043,0.0040331276370672
148,Angola,AGO,2044,0.0040331276370672
149,Angola,AGO,2045,0.0040331276370672
150,Angola,AGO,2046,0.0040331276370672
151,Angola,AGO,2047,0.0040331276370672
152,Angola,AGO,2048,0.0040331276370672
153,Angola,AGO,2049,0.0040331276370672
154,Angola,AGO,2050,0.0040331276370672
155,Albania,ALB,2020,0.0040331276370672
156,Albania,ALB,2021,0.0040331276370672
157,Albania,ALB,2022,0.0040331276370672
158,Albania,ALB,2023,0.0040331276370672
159,Albania,ALB,2024,0.0040331276370672
160,Albania,ALB,2025,0.0040331276370672
161,Albania,ALB,2026,0.0040331276370672
162,Albania,ALB,2027,0.0040331276370672
163,Albania,ALB,2028,0.0040331276370672
164,Albania,ALB,2029,0.0040331276370672
165,Albania,ALB,2030,0.0040331276370672
166,Albania,ALB,2031,0.0040331276370672
167,Albania,ALB,2032,0.0040331276370672
168,Albania,ALB,2033,0.0040331276370672
169,Albania,ALB,2034,0.0040331276370672
170,Albania,ALB,2035,0.0040331276370672
171,Albania,ALB,2036,0.0040331276370672
172,Albania,ALB,2037,0.0040331276370672
173,Albania,ALB,2038,0.0040331276370672
174,Albania,ALB,2039,0.0040331276370672
175,Albania,ALB,2040,0.0040331276370672
176,Albania,ALB,2041,0.0040331276370672
177,Albania,ALB,2042,0.0040331276370672
178,Albania,ALB,2043,0.0040331276370672
179,Albania,ALB,2044,0.0040331276370672
180,Albania,ALB,2045,0.0040331276370672
181,Albania,ALB,2046,0.0040331276370672
182,Albania,ALB,2047,0.0040331276370672
183,Albania,ALB,2048,0.0040331276370672
184,Albania,ALB,2049,0.0040331276370672
185,Albania,ALB,2050,0.0040331276370672
186,Andorra,AND,2020,0.0040331276370672
187,Andorra,AND,2021,0.0040331276370672
188,Andorra,AND,2022,0.0040331276370672
189,Andorra,AND,2023,0.0040331276370672
190,Andorra,AND,2024,0.0040331276370672
191,Andorra,AND,2025,0.0040331276370672
192,Andorra,AND,2026,0.0040331276370672
193,Andorra,AND,2027,0.0040331276370672
194,Andorra,AND,2028,0.0040331276370672
195,Andorra,AND,2029,0.0040331276370672
196,Andorra,AND,2030,0.0040331276370672
197,Andorra,AND,2031,0.0040331276370672
198,Andorra,AND,2032,0.0040331276370672
199,Andorra,AND,2033,0.0040331276370672
200,Andorra,AND,2034,0.0040331276370672
201,Andorra,AND,2035,0.0040331276370672
202,Andorra,AND,2036,0.0040331276370672
203,Andorra,AND,2037,0.0040331276370672
204,Andorra,AND,2038,0.0040331276370672
205,Andorra,AND,2039,0.0040331276370672
206,Andorra,AND,2040,0.0040331276370672
207,Andorra,AND,2041,0.0040331276370672
208,Andorra,AND,2042,0.0040331276370672
209,Andorra,AND,2043,0.0040331276370672
210,Andorra,AND,2044,0.0040331276370672
211,Andorra,AND,2045,0.0040331276370672
212,Andorra,AND,2046,0.0040331276370672
213,Andorra,AND,2047,0.0040331276370672
214,Andorra,AND,2048,0.0040331276370672
215,Andorra,AND,2049,0.0040331276370672
216,Andorra,AND,2050,0.0040331276370672
217,Arab World,ARB,2020,0.0040331276370672
218,Arab World,ARB,2021,0.0040331276370672
219,Arab World,ARB,2022,0.0040331276370672
220,Arab World,ARB,2023,0.0040331276370672
221,Arab World,ARB,2024,0.0040331276370672
222,Arab World,ARB,2025,0.0040331276370672
223,Arab World,ARB,2026,0.0040331276370672
224,Arab World,ARB,2027,0.0040331276370672
225,Arab World,ARB,2028,0.0040331276370672
226,Arab World,ARB,2029,0.0040331276370672
227,Arab World,ARB,2030,0.0040331276370672
228,Arab World,ARB,2031,0.0040331276370672
229,Arab World,ARB,2032,0.0040331276370672
230,Arab World,ARB,2033,0.0040331276370672
231,Arab World,ARB,2034,0.0040331276370672
232,Arab World,ARB,2035,0.0040331276370672
233,Arab World,ARB,2036,0.0040331276370672
234,Arab World,ARB,2037,0.0040331276370672
235,Arab World,ARB,2038,0.0040331276370672
236,Arab World,ARB,2039,0.0040331276370672
237,Arab World,ARB,2040,0.0040331276370672
238,Arab World,ARB,2041,0.0040331276370672
239,Arab World,ARB,2042,0.0040331276370672
240,Arab World,ARB,2043,0.0040331276370672
241,Arab World,ARB,2044,0.0040331276370672
242,Arab World,ARB,2045,0.0040331276370672
243,Arab World,ARB,2046,0.0040331276370672
244,Arab World,ARB,2047,0.0040331276370672
245,Arab World,ARB,2048,0.0040331276370672
246,Arab World,ARB,2049,0.0040331276370672
247,Arab World,ARB,2050,0.0040331276370672
248,United Arab Emirates,ARE,2020,0.0040331276370672
249,United Arab Emirates,ARE,2021,0.0040331276370672
250,United Arab Emirates,ARE,2022,0.0040331276370672
251,United Arab Emirates,ARE,2023,0.0040331276370672
252,United Arab Emirates,ARE,2024,0.0040331276370672
253,United Arab Emirates,ARE,2025,0.0040331276370672
254,United Arab Emirates,ARE,2026,0.0040331276370672
255,United Arab Emirates,ARE,2027,0.0040331276370672
256,United Arab Emirates,ARE,2028,0.0040331276370672
257,United Arab Emirates,ARE,2029,0.0040331276370672
258,United Arab Emirates,ARE,2030,0.0040331276370672
259,United Arab Emirates,ARE,2031,0.0040331276370672
260,United Arab Emirates,ARE,2032,0.0040331276370672
261,United Arab Emirates,ARE,2033,0.0040331276370672
262,United Arab Emirates,ARE,2034,0.0040331276370672
263,United Arab Emirates,ARE,2035,0.0040331276370672
264,United Arab Emirates,ARE,2036,0.0040331276370672
265,United Arab Emirates,ARE,2037,0.0040331276370672
266,United Arab Emirates,ARE,2038,0.0040331276370672
267,United Arab Emirates,ARE,2039,0.0040331276370672
268,United Arab Emirates,ARE,2040,0.0040331276370672
269,United Arab Emirates,ARE,2041,0.0040331276370672
270,United Arab Emirates,ARE,2042,0.0040331276370672
271,United Arab Emirates,ARE,2043,0.0040331276370672
272,United Arab Emirates,ARE,2044,0.0040331276370672
273,United Arab Emirates,ARE,2045,0.0040331276370672
274,United Arab Emirates,ARE,2046,0.0040331276370672
275,United Arab Emirates,ARE,2047,0.0040331276370672
276,United Arab Emirates,ARE,2048,0.0040331276370672
277,United Arab Emirates,ARE,2049,0.0040331276370672
278,United Arab Emirates,ARE,2050,0.0040331276370672
279,Argentina,ARG,2020,0.0040331276370672
280,Argentina,ARG,2021,0.0040331276370672
281,Argentina,ARG,2022,0.0040331276370672
282,Argentina,ARG,2023,0.0040331276370672
283,Argentina,ARG,2024,0.0040331276370672
284,Argentina,ARG,2025,0.0040331276370672
285,Argentina,ARG,2026,0.0040331276370672
286,Argentina,ARG,2027,0.0040331276370672
287,Argentina,ARG,2028,0.0040331276370672
288,Argentina,ARG,2029,0.0040331276370672
289,Argentina,ARG,2030,0.0040331276370672
290,Argentina,ARG,2031,0.0040331276370672
291,Argentina,ARG,2032,0.0040331276370672
292,Argentina,ARG,2033,0.0040331276370672
293,Argentina,ARG,2034,0.0040331276370672
294,Argentina,ARG,2035,0.0040331276370672
295,Argentina,ARG,2036,0.0040331276370672
296,Argentina,ARG,2037,0.0040331276370672
297,Argentina,ARG,2038,0.0040331276370672
298,Argentina,ARG,2039,0.0040331276370672
299,Argentina,ARG,2040,0.0040331276370672
300,Argentina,ARG,2041,0.0040331276370672
301,Argentina,ARG,2042,0.0040331276370672
302,Argentina,ARG,2043,0.0040331276370672
303,Argentina,ARG,2044,0.0040331276370672
304,Argentina,ARG,2045,0.0040331276370672
305,Argentina,ARG,2046,0.0040331276370672
306,Argentina,ARG,2047,0.0040331276370672
307,Argentina,ARG,2048,0.0040331276370672
308,Argentina,ARG,2049,0.0040331276370672
309,Argentina,ARG,2050,0.0040331276370672
310,Armenia,ARM,2020,0.0040331276370672
311,Armenia,ARM,2021,0.0040331276370672
312,Armenia,ARM,2022,0.0040331276370672
313,Armenia,ARM,2023,0.0040331276370672
314,Armenia,ARM,2024,0.0040331276370672
315,Armenia,ARM,2025,0.0040331276370672
316,Armenia,ARM,2026,0.0040331276370672
317,Armenia,ARM,2027,0.0040331276370672
318,Armenia,ARM,2028,0.0040331276370672
319,Armenia,ARM,2029,0.0040331276370672
320,Armenia,ARM,2030,0.0040331276370672
321,Armenia,ARM,2031,0.0040331276370672
322,Armenia,ARM,2032,0.0040331276370672
323,Armenia,ARM,2033,0.0040331276370672
324,Armenia,ARM,2034,0.0040331276370672
325,Armenia,ARM,2035,0.0040331276370672
326,Armenia,ARM,2036,0.0040331276370672
327,Armenia,ARM,2037,0.0040331276370672
328,Armenia,ARM,2038,0.0040331276370672
329,Armenia,ARM,2039,0.0040331276370672
330,Armenia,ARM,2040,0.0040331276370672
331,Armenia,ARM,2041,0.0040331276370672
332,Armenia,ARM,2042,0.0040331276370672
333,Armenia,ARM,2043,0.0040331276370672
334,Armenia,ARM,2044,0.0040331276370672
335,Armenia,ARM,2045,0.0040331276370672
336,Armenia,ARM,2046,0.0040331276370672
337,Armenia,ARM,2047,0.0040331276370672
338,Armenia,ARM,2048,0.0040331276370672
339,Armenia,ARM,2049,0.0040331276370672
340,Armenia,ARM,2050,0.0040331276370672
341,American Samoa,ASM,2020,0.0040331276370672
342,American Samoa,ASM,2021,0.0040331276370672
343,American Samoa,ASM,2022,0.0040331276370672
344,American Samoa,ASM,2023,0.0040331276370672
345,American Samoa,ASM,2024,0.0040331276370672
346,American Samoa,ASM,2025,0.0040331276370672
347,American Samoa,ASM,2026,0.0040331276370672
348,American Samoa,ASM,2027,0.0040331276370672
349,American Samoa,ASM,2028,0.0040331276370672
350,American Samoa,ASM,2029,0.0040331276370672
351,American Samoa,ASM,2030,0.0040331276370672
352,American Samoa,ASM,2031,0.0040331276370672
353,American Samoa,ASM,2032,0.0040331276370672
354,American Samoa,ASM,2033,0.0040331276370672
355,American Samoa,ASM,2034,0.0040331276370672
356,American Samoa,ASM,2035,0.0040331276370672
357,American Samoa,ASM,2036,0.0040331276370672
358,American Samoa,ASM,2037,0.0040331276370672
359,American Samoa,ASM,2038,0.0040331276370672
360,American Samoa,ASM,2039,0.0040331276370672
361,American Samoa,ASM,2040,0.0040331276370672
362,American Samoa,ASM,2041,0.0040331276370672
363,American Samoa,ASM,2042,0.0040331276370672
364,American Samoa,ASM,2043,0.0040331276370672
365,American Samoa,ASM,2044,0.0040331276370672
366,American Samoa,ASM,2045,0.0040331276370672
367,American Samoa,ASM,2046,0.0040331276370672
368,American Samoa,ASM,2047,0.0040331276370672
369,American Samoa,ASM,2048,0.0040331276370672
370,American Samoa,ASM,2049,0.0040331276370672
371,American Samoa,ASM,2050,0.0040331276370672
372,Antigua and Barbuda,ATG,2020,0.0040331276370672
373,Antigua and Barbuda,ATG,2021,0.0040331276370672
374,Antigua and Barbuda,ATG,2022,0.0040331276370672
375,Antigua and Barbuda,ATG,2023,0.0040331276370672
376,Antigua and Barbuda,ATG,2024,0.0040331276370672
377,Antigua and Barbuda,ATG,2025,0.0040331276370672
378,Antigua and Barbuda,ATG,2026,0.0040331276370672
379,Antigua and Barbuda,ATG,2027,0.0040331276370672
380,Antigua and Barbuda,ATG,2028,0.0040331276370672
381,Antigua and Barbuda,ATG,2029,0.0040331276370672
382,Antigua and Barbuda,ATG,2030,0.0040331276370672
383,Antigua and Barbuda,ATG,2031,0.0040331276370672
384,Antigua and Barbuda,ATG,2032,0.0040331276370672
385,Antigua and Barbuda,ATG,2033,0.0040331276370672
386,Antigua and Barbuda,ATG,2034,0.0040331276370672
387,Antigua and Barbuda,ATG,2035,0.0040331276370672
388,Antigua and Barbuda,ATG,2036,0.0040331276370672
389,Antigua and Barbuda,ATG,2037,0.0040331276370672
390,Antigua and Barbuda,ATG,2038,0.0040331276370672
391,Antigua and Barbuda,ATG,2039,0.0040331276370672
392,Antigua and Barbuda,ATG,2040,0.0040331276370672
393,Antigua and Barbuda,ATG,2041,0.0040331276370672
394,Antigua and Barbuda,ATG,2042,0.0040331276370672
395,Antigua and Barbuda,ATG,2043,0.0040331276370672
396,Antigua and Barbuda,ATG,2044,0.0040331276370672
397,Antigua and Barbuda,ATG,2045,0.0040331276370672
398,Antigua and Barbuda,ATG,2046,0.0040331276370672
399,Antigua and Barbuda,ATG,2047,0.0040331276370672
400,Antigua and Barbuda,ATG,2048,0.0040331276370672
401,Antigua and Barbuda,ATG,2049,0.0040331276370672
402,Antigua and Barbuda,ATG,2050,0.0040331276370672
403,Australia,AUS,2020,7.684518303207548e-06
404,Australia,AUS,2021,7.684518303207548e-06
405,Australia,AUS,2022,7.684518303207548e-06
406,Australia,AUS,2023,7.684518303207548e-06
407,Australia,AUS,2024,7.684518303207548e-06
408,Australia,AUS,2025,7.684518303207548e-06
409,Australia,AUS,2026,7.684518303207548e-06
410,Australia,AUS,2027,7.684518303207548e-06
411,Australia,AUS,2028,7.684518303207548e-06
412,Australia,AUS,2029,7.684518303207548e-06
413,Australia,AUS,2030,7.684518303207548e-06
414,Australia,AUS,2031,7.684518303207548e-06
415,Australia,AUS,2032,7.684518303207548e-06
416,Australia,AUS,2033,7.684518303207548e-06
417,Australia,AUS,2034,7.684518303207548e-06
418,Australia,AUS,2035,7.684518303207548e-06
419,Australia,AUS,2036,7.684518303207548e-06
420,Australia,AUS,2037,7.684518303207548e-06
421,Australia,AUS,2038,7.684518303207548e-06
422,Australia,AUS,2039,7.684518303207548e-06
423,Australia,AUS,2040,7.684518303207548e-06
424,Australia,AUS,2041,7.684518303207548e-06
425,Australia,AUS,2042,7.684518303207548e-06
426,Australia,AUS,2043,7.684518303207548e-06
427,Australia,AUS,2044,7.684518303207548e-06
428,Australia,AUS,2045,7.684518303207548e-06
429,Australia,AUS,2046,7.684518303207548e-06
430,Australia,AUS,2047,7.684518303207548e-06
431,Australia,AUS,2048,7.684518303207548e-06
432,Australia,AUS,2049,7.684518303207548e-06
433,Australia,AUS,2050,7.684518303207548e-06
434,Austria,AUT,2020,0.0002729422307405
435,Austria,AUT,2021,0.0002729422307405
436,Austria,AUT,2022,0.0002729422307405
437,Austria,AUT,2023,0.0002729422307405
438,Austria,AUT,2024,0.0002729422307405
439,Austria,AUT,2025,0.0002729422307405
440,Austria,AUT,2026,0.0002729422307405
441,Austria,AUT,2027,0.0002729422307405
442,Austria,AUT,2028,0.0002729422307405
443,Austria,AUT,2029,0.0002729422307405
444,Austria,AUT,2030,0.0002729422307405
445,Austria,AUT,2031,0.0002729422307405
446,Austria,AUT,2032,0.0002729422307405
447,Austria,AUT,2033,0.0002729422307405
448,Austria,AUT,2034,0.0002729422307405
449,Austria,AUT,2035,0.0002729422307405
450,Austria,AUT,2036,0.0002729422307405
451,Austria,AUT,2037,0.0002729422307405
452,Austria,AUT,2038,0.0002729422307405
453,Austria,AUT,2039,0.0002729422307405
454,Austria,AUT,2040,0.0002729422307405
455,Austria,AUT,2041,0.0002729422307405
456,Austria,AUT,2042,0.0002729422307405
457,Austria,AUT,2043,0.0002729422307405
458,Austria,AUT,2044,0.0002729422307405
459,Austria,AUT,2045,0.0002729422307405
460,Austria,AUT,2046,0.0002729422307405
461,Austria,AUT,2047,0.0002729422307405
462,Austria,AUT,2048,0.0002729422307405
463,Austria,AUT,2049,0.0002729422307405
464,Austria,AUT,2050,0.0002729422307405
465,Azerbaijan,AZE,2020,0.0040331276370672
466,Azerbaijan,AZE,2021,0.0040331276370672
467,Azerbaijan,AZE,2022,0.0040331276370672
468,Azerbaijan,AZE,2023,0.0040331276370672
469,Azerbaijan,AZE,2024,0.0040331276370672
470,Azerbaijan,AZE,2025,0.0040331276370672
471,Azerbaijan,AZE,2026,0.0040331276370672
472,Azerbaijan,AZE,2027,0.0040331276370672
473,Azerbaijan,AZE,2028,0.0040331276370672
474,Azerbaijan,AZE,2029,0.0040331276370672
475,Azerbaijan,AZE,2030,0.0040331276370672
476,Azerbaijan,AZE,2031,0.0040331276370672
477,Azerbaijan,AZE,2032,0.0040331276370672
478,Azerbaijan,AZE,2033,0.0040331276370672
479,Azerbaijan,AZE,2034,0.0040331276370672
480,Azerbaijan,AZE,2035,0.0040331276370672
481,Azerbaijan,AZE,2036,0.0040331276370672
482,Azerbaijan,AZE,2037,0.0040331276370672
483,Azerbaijan,AZE,2038,0.0040331276370672
484,Azerbaijan,AZE,2039,0.0040331276370672
485,Azerbaijan,AZE,2040,0.0040331276370672
486,Azerbaijan,AZE,2041,0.0040331276370672
487,Azerbaijan,AZE,2042,0.0040331276370672
488,Azerbaijan,AZE,2043,0.0040331276370672
489,Azerbaijan,AZE,2044,0.0040331276370672
490,Azerbaijan,AZE,2045,0.0040331276370672
491,Azerbaijan,AZE,2046,0.0040331276370672
492,Azerbaijan,AZE,2047,0.0040331276370672
493,Azerbaijan,AZE,2048,0.0040331276370672
494,Azerbaijan,AZE,2049,0.0040331276370672
495,Azerbaijan,AZE,2050,0.0040331276370672
496,Burundi,BDI,2020,0.0040331276370672
497,Burundi,BDI,2021,0.0040331276370672
498,Burundi,BDI,2022,0.0040331276370672
499,Burundi,BDI,2023,0.0040331276370672
500,Burundi,BDI,2024,0.0040331276370672
501,Burundi,BDI,2025,0.0040331276370672
502,Burundi,BDI,2026,0.0040331276370672
503,Burundi,BDI,2027,0.0040331276370672
504,Burundi,BDI,2028,0.0040331276370672
505,Burundi,BDI,2029,0.0040331276370672
506,Burundi,BDI,2030,0.0040331276370672
507,Burundi,BDI,2031,0.0040331276370672
508,Burundi,BDI,2032,0.0040331276370672
509,Burundi,BDI,2033,0.0040331276370672
510,Burundi,BDI,2034,0.0040331276370672
511,Burundi,BDI,2035,0.0040331276370672
512,Burundi,BDI,2036,0.0040331276370672
513,Burundi,BDI,2037,0.0040331276370672
514,Burundi,BDI,2038,0.0040331276370672
515,Burundi,BDI,2039,0.0040331276370672
516,Burundi,BDI,2040,0.0040331276370672
517,Burundi,BDI,2041,0.0040331276370672
518,Burundi,BDI,2042,0.0040331276370672
519,Burundi,BDI,2043,0.0040331276370672
520,Burundi,BDI,2044,0.0040331276370672
521,Burundi,BDI,2045,0.0040331276370672
522,Burundi,BDI,2046,0.0040331276370672
523,Burundi,BDI,2047,0.0040331276370672
524,Burundi,BDI,2048,0.0040331276370672
525,Burundi,BDI,2049,0.0040331276370672
526,Burundi,BDI,2050,0.0040331276370672
527,Belgium,BEL,2020,0.0003937400091661
528,Belgium,BEL,2021,0.0003937400091661
529,Belgium,BEL,2022,0.0003937400091661
530,Belgium,BEL,2023,0.0003937400091661
531,Belgium,BEL,2024,0.0003937400091661
532,Belgium,BEL,2025,0.0003937400091661
533,Belgium,BEL,2026,0.0003937400091661
534,Belgium,BEL,2027,0.0003937400091661
535,Belgium,BEL,2028,0.0003937400091661
536,Belgium,BEL,2029,0.0003937400091661
537,Belgium,BEL,2030,0.0003937400091661
538,Belgium,BEL,2031,0.0003937400091661
539,Belgium,BEL,2032,0.0003937400091661
540,Belgium,BEL,2033,0.0003937400091661
541,Belgium,BEL,2034,0.0003937400091661
542,Belgium,BEL,2035,0.0003937400091661
543,Belgium,BEL,2036,0.0003937400091661
544,Belgium,BEL,2037,0.0003937400091661
545,Belgium,BEL,2038,0.0003937400091661
546,Belgium,BEL,2039,0.0003937400091661
547,Belgium,BEL,2040,0.0003937400091661
548,Belgium,BEL,2041,0.0003937400091661
549,Belgium,BEL,2042,0.0003937400091661
550,Belgium,BEL,2043,0.0003937400091661
551,Belgium,BEL,2044,0.0003937400091661
552,Belgium,BEL,2045,0.0003937400091661
553,Belgium,BEL,2046,0.0003937400091661
554,Belgium,BEL,2047,0.0003937400091661
555,Belgium,BEL,2048,0.0003937400091661
556,Belgium,BEL,2049,0.0003937400091661
557,Belgium,BEL,2050,0.0003937400091661
558,Benin,BEN,2020,0.0040331276370672
559,Benin,BEN,2021,0.0040331276370672
560,Benin,BEN,2022,0.0040331276370672
561,Benin,BEN,2023,0.0040331276370672
562,Benin,BEN,2024,0.0040331276370672
563,Benin,BEN,2025,0.0040331276370672
564,Benin,BEN,2026,0.0040331276370672
565,Benin,BEN,2027,0.0040331276370672
566,Benin,BEN,2028,0.0040331276370672
567,Benin,BEN,2029,0.0040331276370672
568,Benin,BEN,2030,0.0040331276370672
569,Benin,BEN,2031,0.0040331276370672
570,Benin,BEN,2032,0.0040331276370672
571,Benin,BEN,2033,0.0040331276370672
572,Benin,BEN,2034,0.0040331276370672
