"iso_code3","frac_waso_initial_composition_mun_food","Year"
"SRB",0.3762,2019
"SRB",0.3762,2020
"SSD",0.491223584303926,2010
"SSD",0.491223584303926,2011
"SSD",0.491223584303926,2012
"SSD",0.491223584303926,2013
"SSD",0.491223584303926,2014
"SSD",0.491223584303926,2015
"SSD",0.491223584303926,2016
"SSD",0.491223584303926,2017
"SSD",0.491223584303926,2018
"SSD",0.491223584303926,2019
"SSD",0.491223584303926,2020
"STP",0.483112905612478,2010
"STP",0.483112905612478,2011
"STP",0.483112905612478,2012
"STP",0.483112905612478,2013
"STP",0.483112905612478,2014
"STP",0.483112905612478,2015
"STP",0.483112905612478,2016
"STP",0.483112905612478,2017
"STP",0.483112905612478,2018
"STP",0.483112905612478,2019
"STP",0.483112905612478,2020
"SUR",0.57,2010
"SUR",0.57,2011
"SUR",0.57,2012
"SUR",0.57,2013
"SUR",0.57,2014
"SUR",0.57,2015
"SUR",0.57,2016
"SUR",0.57,2017
"SUR",0.57,2018
"SUR",0.57,2019
"SUR",0.57,2020
"SVK",0.42,2010
"SVK",0.42,2011
"SVK",0.42,2012
"SVK",0.42,2013
"SVK",0.42,2014
"SVK",0.42,2015
"SVK",0.42,2016
"SVK",0.42,2017
"SVK",0.42,2018
"SVK",0.42,2019
"SVK",0.42,2020
"SVN",0.36680281562311,2010
"SVN",0.36680281562311,2011
"SVN",0.36680281562311,2012
"SVN",0.36680281562311,2013
"SVN",0.36680281562311,2014
"SVN",0.36680281562311,2015
"SVN",0.36680281562311,2016
"SVN",0.36680281562311,2017
"SVN",0.36680281562311,2018
"SVN",0.36680281562311,2019
"SVN",0.36680281562311,2020
"SWE",0.2334,2010
"SWE",0.2334,2011
"SWE",0.2334,2012
"SWE",0.2334,2013
"SWE",0.2334,2014
"SWE",0.2334,2015
"SWE",0.2334,2016
"SWE",0.2334,2017
"SWE",0.2334,2018
"SWE",0.2334,2019
"SWE",0.2334,2020
"SWZ",0.468107208827885,2010
"SWZ",0.468107208827885,2011
"SWZ",0.468107208827885,2012
"SWZ",0.468107208827885,2013
"SWZ",0.468107208827885,2014
"SWZ",0.468107208827885,2015
"SWZ",0.468107208827885,2016
"SWZ",0.468107208827885,2017
"SWZ",0.468107208827885,2018
"SWZ",0.468107208827885,2019
"SWZ",0.468107208827885,2020
"SXM",0.46,2010
"SXM",0.46,2011
"SXM",0.46,2012
"SXM",0.46,2013
"SXM",0.46,2014
"SXM",0.46,2015
"SXM",0.46,2016
"SXM",0.46,2017
"SXM",0.46,2018
"SXM",0.46,2019
"SXM",0.46,2020
"SYC",0.485,2010
"SYC",0.485,2011
"SYC",0.485,2012
"SYC",0.485,2013
"SYC",0.485,2014
"SYC",0.485,2015
"SYC",0.485,2016
"SYC",0.485,2017
"SYC",0.485,2018
"SYC",0.485,2019
"SYC",0.485,2020
"SYR",0.57,2010
"SYR",0.57,2011
"SYR",0.57,2012
"SYR",0.57,2013
"SYR",0.57,2014
"SYR",0.57,2015
"SYR",0.57,2016
"SYR",0.57,2017
"SYR",0.57,2018
"SYR",0.57,2019
"SYR",0.57,2020
"TCA",0.218,2010
"TCA",0.218,2011
"TCA",0.218,2012
"TCA",0.218,2013
"TCA",0.218,2014
"TCA",0.218,2015
"TCA",0.218,2016
"TCA",0.218,2017
"TCA",0.218,2018
"TCA",0.218,2019
"TCA",0.218,2020
"TCD",0.7,2010
"TCD",0.7,2011
"TCD",0.7,2012
"TCD",0.7,2013
"TCD",0.7,2014
"TCD",0.7,2015
"TCD",0.7,2016
"TCD",0.7,2017
"TCD",0.7,2018
"TCD",0.7,2019
"TCD",0.7,2020
"TGO",0.38,2010
"TGO",0.38,2011
"TGO",0.38,2012
"TGO",0.38,2013
"TGO",0.38,2014
"TGO",0.38,2015
"TGO",0.38,2016
"TGO",0.38,2017
"TGO",0.38,2018
"TGO",0.38,2019
"TGO",0.38,2020
"THA",0.6552,2010
"THA",0.6552,2011
"THA",0.6552,2012
"THA",0.6552,2013
"THA",0.6552,2014
"THA",0.6552,2015
"THA",0.6552,2016
"THA",0.6552,2017
"THA",0.6552,2018
"THA",0.6552,2019
"THA",0.6552,2020
"TJK",0.488035194395723,2010
"TJK",0.488035194395723,2011
"TJK",0.488035194395723,2012
"TJK",0.488035194395723,2013
"TJK",0.488035194395723,2014
"TJK",0.488035194395723,2015
"TJK",0.488035194395723,2016
"TJK",0.488035194395723,2017
"TJK",0.488035194395723,2018
"TJK",0.488035194395723,2019
"TJK",0.488035194395723,2020
"TKM",0.1618,2010
"TKM",0.1618,2011
"TKM",0.1618,2012
"TKM",0.1618,2013
"TKM",0.1618,2014
"TKM",0.1618,2015
"TKM",0.1618,2016
"TKM",0.1618,2017
"TKM",0.1618,2018
"TKM",0.1618,2019
"TKM",0.1618,2020
"TLS",0.436,2010
"TLS",0.436,2011
"TLS",0.436,2012
"TLS",0.436,2013
"TLS",0.436,2014
"TLS",0.436,2015
"TLS",0.436,2016
"TLS",0.436,2017
"TLS",0.436,2018
"TLS",0.436,2019
"TLS",0.436,2020
"TON",0.513,2010
"TON",0.513,2011
"TON",0.513,2012
"TON",0.513,2013
"TON",0.513,2014
"TON",0.513,2015
"TON",0.513,2016
"TON",0.513,2017
"TON",0.513,2018
"TON",0.513,2019
"TON",0.513,2020
"TTO",0.2715,2010
"TTO",0.2715,2011
"TTO",0.2715,2012
"TTO",0.2715,2013
"TTO",0.2715,2014
"TTO",0.2715,2015
"TTO",0.2715,2016
"TTO",0.2715,2017
"TTO",0.2715,2018
"TTO",0.2715,2019
"TTO",0.2715,2020
"TUN",0.68,2010
"TUN",0.68,2011
"TUN",0.68,2012
"TUN",0.68,2013
"TUN",0.68,2014
"TUN",0.68,2015
"TUN",0.68,2016
"TUN",0.68,2017
"TUN",0.68,2018
"TUN",0.68,2019
"TUN",0.68,2020
"TUR",0.64,2010
"TUR",0.64,2011
"TUR",0.64,2012
"TUR",0.64,2013
"TUR",0.64,2014
"TUR",0.64,2015
"TUR",0.64,2016
"TUR",0.64,2017
"TUR",0.64,2018
"TUR",0.64,2019
"TUR",0.64,2020
"TUV",0.436,2010
"TUV",0.436,2011
"TUV",0.436,2012
"TUV",0.436,2013
"TUV",0.436,2014
"TUV",0.436,2015
"TUV",0.436,2016
"TUV",0.436,2017
"TUV",0.436,2018
"TUV",0.436,2019
"TUV",0.436,2020
"TWN",0.2334,2010
"TWN",0.2334,2011
"TWN",0.2334,2012
"TWN",0.2334,2013
"TWN",0.2334,2014
"TWN",0.2334,2015
"TWN",0.2334,2016
"TWN",0.2334,2017
"TWN",0.2334,2018
"TWN",0.2334,2019
"TWN",0.2334,2020
"TZA",0.496181529421084,2010
"TZA",0.496181529421084,2011
"TZA",0.496181529421084,2012
"TZA",0.496181529421084,2013
"TZA",0.496181529421084,2014
"TZA",0.496181529421084,2015
"TZA",0.496181529421084,2016
"TZA",0.496181529421084,2017
"TZA",0.496181529421084,2018
"TZA",0.496181529421084,2019
"TZA",0.496181529421084,2020
"UGA",0.745,2010
"UGA",0.745,2011
"UGA",0.745,2012
"UGA",0.745,2013
"UGA",0.745,2014
"UGA",0.745,2015
"UGA",0.745,2016
"UGA",0.745,2017
"UGA",0.745,2018
"UGA",0.745,2019
"UGA",0.745,2020
"UKR",0.37,2010
"UKR",0.37,2011
"UKR",0.37,2012
"UKR",0.37,2013
"UKR",0.37,2014
"UKR",0.37,2015
"UKR",0.37,2016
"UKR",0.37,2017
"UKR",0.37,2018
"UKR",0.37,2019
"UKR",0.37,2020
"URY",0.535,2010
"URY",0.535,2011
"URY",0.535,2012
"URY",0.535,2013
"URY",0.535,2014
"URY",0.535,2015
"URY",0.535,2016
"URY",0.535,2017
"URY",0.535,2018
"URY",0.535,2019
"URY",0.535,2020
"USA",0.149,2010
"USA",0.149,2011
"USA",0.149,2012
"USA",0.149,2013
"USA",0.149,2014
"USA",0.149,2015
"USA",0.149,2016
"USA",0.149,2017
"USA",0.149,2018
"USA",0.149,2019
"USA",0.149,2020
"UZB",0.4,2010
"UZB",0.4,2011
"UZB",0.4,2012
"UZB",0.4,2013
"UZB",0.4,2014
"UZB",0.4,2015
"UZB",0.4,2016
"UZB",0.4,2017
"UZB",0.4,2018
"UZB",0.4,2019
"UZB",0.4,2020
"VCT",0.496,2010
"VCT",0.496,2011
"VCT",0.496,2012
"VCT",0.496,2013
"VCT",0.496,2014
"VCT",0.496,2015
"VCT",0.496,2016
"VCT",0.496,2017
"VCT",0.496,2018
"VCT",0.496,2019
"VCT",0.496,2020
"VEN",0.453027058225024,2010
"VEN",0.453027058225024,2011
"VEN",0.453027058225024,2012
"VEN",0.453027058225024,2013
"VEN",0.453027058225024,2014
"VEN",0.453027058225024,2015
"VEN",0.453027058225024,2016
"VEN",0.453027058225024,2017
"VEN",0.453027058225024,2018
"VEN",0.453027058225024,2019
"VEN",0.453027058225024,2020
"VGB",0.065,2010
"VGB",0.065,2011
"VGB",0.065,2012
"VGB",0.065,2013
"VGB",0.065,2014
"VGB",0.065,2015
"VGB",0.065,2016
"VGB",0.065,2017
"VGB",0.065,2018
"VGB",0.065,2019
"VGB",0.065,2020
"VIR",0.46,2010
"VIR",0.46,2011
"VIR",0.46,2012
"VIR",0.46,2013
"VIR",0.46,2014
"VIR",0.46,2015
"VIR",0.46,2016
"VIR",0.46,2017
"VIR",0.46,2018
"VIR",0.46,2019
"VIR",0.46,2020
"VNM",0.619,2010
"VNM",0.619,2011
"VNM",0.619,2012
"VNM",0.619,2013
"VNM",0.619,2014
"VNM",0.619,2015
"VNM",0.619,2016
"VNM",0.619,2017
"VNM",0.619,2018
"VNM",0.619,2019
"VNM",0.619,2020
"VUT",0.734,2010
"VUT",0.734,2011
"VUT",0.734,2012
"VUT",0.734,2013
"VUT",0.734,2014
"VUT",0.734,2015
"VUT",0.734,2016
"VUT",0.734,2017
"VUT",0.734,2018
"VUT",0.734,2019
"VUT",0.734,2020
"WSM",0.426,2010
"WSM",0.426,2011
"WSM",0.426,2012
"WSM",0.426,2013
"WSM",0.426,2014
"WSM",0.426,2015
"WSM",0.426,2016
"WSM",0.426,2017
"WSM",0.426,2018
"WSM",0.426,2019
"WSM",0.426,2020
"XKX",0.42,2010
"XKX",0.42,2011
"XKX",0.42,2012
"XKX",0.42,2013
"XKX",0.42,2014
"XKX",0.42,2015
"XKX",0.42,2016
"XKX",0.42,2017
"XKX",0.42,2018
"XKX",0.42,2019
"XKX",0.42,2020
"YEM",0.65,2010
"YEM",0.65,2011
"YEM",0.65,2012
"YEM",0.65,2013
"YEM",0.65,2014
"YEM",0.65,2015
"YEM",0.65,2016
"YEM",0.65,2017
"YEM",0.65,2018
"YEM",0.65,2019
"YEM",0.65,2020
"ZAF",0.163816546273027,2010
"ZAF",0.163816546273027,2011
"ZAF",0.163816546273027,2012
"ZAF",0.163816546273027,2013
"ZAF",0.163816546273027,2014
"ZAF",0.163816546273027,2015
"ZAF",0.163816546273027,2016
"ZAF",0.163816546273027,2017
"ZAF",0.163816546273027,2018
"ZAF",0.163816546273027,2019
"ZAF",0.163816546273027,2020
"ZMB",0.487076697038616,2010
"ZMB",0.487076697038616,2011
"ZMB",0.487076697038616,2012
"ZMB",0.487076697038616,2013
"ZMB",0.487076697038616,2014
"ZMB",0.487076697038616,2015
"ZMB",0.487076697038616,2016
"ZMB",0.487076697038616,2017
"ZMB",0.487076697038616,2018
"ZMB",0.487076697038616,2019
"ZMB",0.487076697038616,2020
"ZWE",0.36,2010
"ZWE",0.36,2011
"ZWE",0.36,2012
"ZWE",0.36,2013
"ZWE",0.36,2014
"ZWE",0.36,2015
"ZWE",0.36,2016
"ZWE",0.36,2017
"ZWE",0.36,2018
"ZWE",0.36,2019
"ZWE",0.36,2020
