Year,iso_code3,frac_scoe_heat_energy_commercial_municipal_coal
2017,MAR,0.0
2018,MAR,0.0
2019,MAR,0.0
2011,MDA,0.11299435028248585
2012,MDA,0.11544537610888324
2013,MDA,0.14154758695066053
2014,MDA,0.11117699377408834
2015,MDA,0.10904134484325304
2016,MDA,0.10172798216276473
2017,MDA,0.10644418872266971
2018,MDA,0.10413773951680083
2019,MDA,0.09995590180802583
2011,MDG,0.013190323236053207
2012,MDG,0.013190323236053207
2013,MDG,0.013190323236053207
2014,MDG,0.013190323236053207
2015,MDG,0.013190323236053207
2016,MDG,0.013190323236053207
2017,MDG,0.013190323236053207
2018,MDG,0.013190323236053207
2019,MDG,0.013190323236053207
2011,MDV,0.013190323236053207
2012,MDV,0.013190323236053207
2013,MDV,0.013190323236053207
2014,MDV,0.013190323236053207
2015,MDV,0.013190323236053207
2016,MDV,0.013190323236053207
2017,MDV,0.013190323236053207
2018,MDV,0.013190323236053207
2019,MDV,0.013190323236053207
2011,MEX,0.0
2012,MEX,0.0
2013,MEX,0.0
2014,MEX,0.0
2015,MEX,0.0
2016,MEX,0.0
2017,MEX,0.0
2018,MEX,0.0
2019,MEX,0.0
2011,MKD,0.0025967281225655007
2012,MKD,0.014662756598240408
2013,MKD,0.015657620041753605
2014,MKD,0.008225939128050403
2015,MKD,0.007269202810758403
2016,MKD,0.007032348804500702
2017,MKD,0.009562514941429507
2018,MKD,0.007596859964547902
2019,MKD,0.005128205128205102
2011,MLI,0.013190323236053207
2012,MLI,0.013190323236053207
2013,MLI,0.013190323236053207
2014,MLI,0.013190323236053207
2015,MLI,0.013190323236053207
2016,MLI,0.013190323236053207
2017,MLI,0.013190323236053207
2018,MLI,0.013190323236053207
2019,MLI,0.013190323236053207
2011,MLT,0.0
2012,MLT,0.0
2013,MLT,0.0
2014,MLT,0.0
2015,MLT,0.0
2016,MLT,0.0
2017,MLT,0.0
2018,MLT,0.0
2019,MLT,0.0
2011,MMR,0.013190323236053207
2012,MMR,0.013190323236053207
2013,MMR,0.013190323236053207
2014,MMR,0.013190323236053207
2015,MMR,0.013190323236053207
2016,MMR,0.013190323236053207
2017,MMR,0.013190323236053207
2018,MMR,0.013190323236053207
2019,MMR,0.013190323236053207
2011,MNE,0.013190323236053207
2012,MNE,0.013190323236053207
2013,MNE,0.013190323236053207
2014,MNE,0.013190323236053207
2015,MNE,0.013190323236053207
2016,MNE,0.013190323236053207
2017,MNE,0.013190323236053207
2018,MNE,0.013190323236053207
2019,MNE,0.013190323236053207
2011,MNG,0.013190323236053207
2012,MNG,0.013190323236053207
2013,MNG,0.013190323236053207
2014,MNG,0.013190323236053207
2015,MNG,0.013190323236053207
2016,MNG,0.013190323236053207
2017,MNG,0.013190323236053207
2018,MNG,0.013190323236053207
2019,MNG,0.013190323236053207
2011,MOZ,0.013190323236053207
2012,MOZ,0.013190323236053207
2013,MOZ,0.013190323236053207
2014,MOZ,0.013190323236053207
2015,MOZ,0.013190323236053207
2016,MOZ,0.013190323236053207
2017,MOZ,0.013190323236053207
2018,MOZ,0.013190323236053207
2019,MOZ,0.013190323236053207
2011,MRT,0.013190323236053207
2012,MRT,0.013190323236053207
2013,MRT,0.013190323236053207
2014,MRT,0.013190323236053207
2015,MRT,0.013190323236053207
2016,MRT,0.013190323236053207
2017,MRT,0.013190323236053207
2018,MRT,0.013190323236053207
2019,MRT,0.013190323236053207
2011,MUS,0.013190323236053207
2012,MUS,0.013190323236053207
2013,MUS,0.013190323236053207
2014,MUS,0.013190323236053207
2015,MUS,0.013190323236053207
2016,MUS,0.013190323236053207
2017,MUS,0.013190323236053207
2018,MUS,0.013190323236053207
2019,MUS,0.013190323236053207
2011,MWI,0.013190323236053207
2012,MWI,0.013190323236053207
2013,MWI,0.013190323236053207
2014,MWI,0.013190323236053207
2015,MWI,0.013190323236053207
2016,MWI,0.013190323236053207
2017,MWI,0.013190323236053207
2018,MWI,0.013190323236053207
2019,MWI,0.013190323236053207
2011,MYS,0.013190323236053207
2012,MYS,0.013190323236053207
2013,MYS,0.013190323236053207
2014,MYS,0.013190323236053207
2015,MYS,0.013190323236053207
2016,MYS,0.013190323236053207
2017,MYS,0.013190323236053207
2018,MYS,0.013190323236053207
2019,MYS,0.013190323236053207
2011,NAM,0.013190323236053207
2012,NAM,0.013190323236053207
2013,NAM,0.013190323236053207
2014,NAM,0.013190323236053207
2015,NAM,0.013190323236053207
2016,NAM,0.013190323236053207
2017,NAM,0.013190323236053207
2018,NAM,0.013190323236053207
2019,NAM,0.013190323236053207
2011,NCL,0.013190323236053304
2012,NCL,0.013190323236053304
2013,NCL,0.013190323236053304
2014,NCL,0.013190323236053304
2015,NCL,0.013190323236053304
2016,NCL,0.013190323236053304
2017,NCL,0.013190323236053304
2018,NCL,0.013190323236053304
2019,NCL,0.013190323236053304
2011,NER,0.013190323236053207
2012,NER,0.013190323236053207
2013,NER,0.013190323236053207
2014,NER,0.013190323236053207
2015,NER,0.013190323236053207
2016,NER,0.013190323236053207
2017,NER,0.013190323236053207
2018,NER,0.013190323236053207
2019,NER,0.013190323236053207
2011,NGA,0.013190323236053207
2012,NGA,0.013190323236053207
2013,NGA,0.013190323236053207
2014,NGA,0.013190323236053207
2015,NGA,0.013190323236053207
2016,NGA,0.013190323236053207
2017,NGA,0.013190323236053207
2018,NGA,0.013190323236053207
2019,NGA,0.013190323236053207
2011,NIC,0.013190323236053207
2012,NIC,0.013190323236053207
2013,NIC,0.013190323236053207
2014,NIC,0.013190323236053207
2015,NIC,0.013190323236053207
2016,NIC,0.013190323236053207
2017,NIC,0.013190323236053207
2018,NIC,0.013190323236053207
2019,NIC,0.013190323236053207
2011,NLD,0.0011539482338822004
2012,NLD,0.0010856761319530004
2013,NLD,0.0005442117636814002
2014,NLD,0.0
2015,NLD,0.0
2016,NLD,0.0006135835117838
2017,NLD,0.0005996641880546002
2018,NLD,0.0006067077610056002
2019,NLD,0.0006156043387793001
2011,NOR,0.0
2012,NOR,0.0
2013,NOR,0.0
2014,NOR,0.0
2015,NOR,0.0
2016,NOR,0.0
2017,NOR,0.0
2018,NOR,0.0
2019,NOR,0.0
2011,NPL,0.013190323236053207
2012,NPL,0.013190323236053207
2013,NPL,0.013190323236053207
2014,NPL,0.013190323236053207
2015,NPL,0.013190323236053207
2016,NPL,0.013190323236053207
2017,NPL,0.013190323236053207
2018,NPL,0.013190323236053207
2019,NPL,0.013190323236053207
2011,NZL,0.06829010058231863
2012,NZL,0.06896216793744833
2013,NZL,0.07066453705048152
2014,NZL,0.04620645042047863
2015,NZL,0.044420514201103725
2016,NZL,0.04891525884324472
2017,NZL,0.043495280762037306
2018,NZL,0.03421613935300392
2019,NZL,0.03401229080508632
2011,OMN,0.013190323236053304
2012,OMN,0.013190323236053304
2013,OMN,0.013190323236053304
2014,OMN,0.013190323236053304
2015,OMN,0.013190323236053304
2016,OMN,0.013190323236053304
2017,OMN,0.013190323236053304
2018,OMN,0.013190323236053304
2019,OMN,0.013190323236053304
2011,PAK,0.013190323236053207
2012,PAK,0.013190323236053207
2013,PAK,0.013190323236053207
2014,PAK,0.013190323236053207
2015,PAK,0.013190323236053207
2016,PAK,0.013190323236053207
2017,PAK,0.013190323236053207
2018,PAK,0.013190323236053207
2019,PAK,0.013190323236053207
2011,PAN,0.013190323236053207
2012,PAN,0.013190323236053207
2013,PAN,0.013190323236053207
2014,PAN,0.013190323236053207
2015,PAN,0.013190323236053207
2016,PAN,0.013190323236053207
2017,PAN,0.013190323236053207
2018,PAN,0.013190323236053207
2019,PAN,0.013190323236053207
2011,PER,0.013190323236053207
2012,PER,0.013190323236053207
2013,PER,0.013190323236053207
2014,PER,0.013190323236053207
2015,PER,0.013190323236053207
2016,PER,0.013190323236053207
2017,PER,0.013190323236053207
2018,PER,0.013190323236053207
2019,PER,0.013190323236053207
2011,PHL,0.013190323236053207
2012,PHL,0.013190323236053207
2013,PHL,0.013190323236053207
2014,PHL,0.013190323236053207
2015,PHL,0.013190323236053207
2016,PHL,0.013190323236053207
2017,PHL,0.013190323236053207
2018,PHL,0.013190323236053207
2019,PHL,0.013190323236053207
2011,PNG,0.013190323236053207
2012,PNG,0.013190323236053207
2013,PNG,0.013190323236053207
2014,PNG,0.013190323236053207
2015,PNG,0.013190323236053207
2016,PNG,0.013190323236053207
2017,PNG,0.013190323236053207
2018,PNG,0.013190323236053207
2019,PNG,0.013190323236053207
2011,POL,0.16072632993862748
2012,POL,0.16588172968033865
2013,POL,0.16019000454798127
2014,POL,0.15604218258716152
2015,POL,0.14796122548801632
2016,POL,0.13989336694375254
2017,POL,0.14948670228732663
2018,POL,0.15278594252920402
2019,POL,0.12744012100856356
2011,PRI,0.013190323236053304
2012,PRI,0.013190323236053304
2013,PRI,0.013190323236053304
2014,PRI,0.013190323236053304
2015,PRI,0.013190323236053304
2016,PRI,0.013190323236053304
2017,PRI,0.013190323236053304
2018,PRI,0.013190323236053304
2019,PRI,0.013190323236053304
2011,PRT,0.0
2012,PRT,0.0
2013,PRT,0.0
2014,PRT,0.0
2015,PRT,0.0
2016,PRT,0.0
2017,PRT,0.0
2018,PRT,0.0
2019,PRT,0.0
2011,PRY,0.013190323236053207
2012,PRY,0.013190323236053207
2013,PRY,0.013190323236053207
2014,PRY,0.013190323236053207
2015,PRY,0.013190323236053207
2016,PRY,0.013190323236053207
2017,PRY,0.013190323236053207
2018,PRY,0.013190323236053207
2019,PRY,0.013190323236053207
2011,PSE,0.013190323236053207
2012,PSE,0.013190323236053207
2013,PSE,0.013190323236053207
2014,PSE,0.013190323236053207
2015,PSE,0.013190323236053207
2016,PSE,0.013190323236053207
2017,PSE,0.013190323236053207
2018,PSE,0.013190323236053207
2019,PSE,0.013190323236053207
2011,PYF,0.013190323236053304
2012,PYF,0.013190323236053304
2013,PYF,0.013190323236053304
2014,PYF,0.013190323236053304
2015,PYF,0.013190323236053304
2016,PYF,0.013190323236053304
2017,PYF,0.013190323236053304
2018,PYF,0.013190323236053304
2019,PYF,0.013190323236053304
2011,QAT,0.013190323236053304
2012,QAT,0.013190323236053304
2013,QAT,0.013190323236053304
2014,QAT,0.013190323236053304
2015,QAT,0.013190323236053304
2016,QAT,0.013190323236053304
2017,QAT,0.013190323236053304
2018,QAT,0.013190323236053304
2019,QAT,0.013190323236053304
2011,ROU,0.0006148422929518003
2012,ROU,0.0004144820011191002
2013,ROU,0.0006126700159294003
2014,ROU,0.00042185192997250015
2015,ROU,0.00042958094378930023
2016,ROU,0.0008359631340257003
2017,ROU,0.0
2018,ROU,0.0005550313592717002
2019,ROU,0.0003756009615384001
2011,RUS,0.013190323236053207
2012,RUS,0.013190323236053207
2013,RUS,0.013190323236053207
2014,RUS,0.013190323236053207
2015,RUS,0.013190323236053207
2016,RUS,0.013190323236053207
2017,RUS,0.013190323236053207
2018,RUS,0.013190323236053207
2019,RUS,0.013190323236053207
2011,RWA,0.013190323236053207
2012,RWA,0.013190323236053207
2013,RWA,0.013190323236053207
2014,RWA,0.013190323236053207
2015,RWA,0.013190323236053207
2016,RWA,0.013190323236053207
2017,RWA,0.013190323236053207
2018,RWA,0.013190323236053207
2019,RWA,0.013190323236053207
2011,SAU,0.013190323236053304
2012,SAU,0.013190323236053304
2013,SAU,0.013190323236053304
2014,SAU,0.013190323236053304
2015,SAU,0.013190323236053304
2016,SAU,0.013190323236053304
2017,SAU,0.013190323236053304
2018,SAU,0.013190323236053304
2019,SAU,0.013190323236053304
2011,SDN,0.013190323236053207
2012,SDN,0.013190323236053207
2013,SDN,0.013190323236053207
2014,SDN,0.013190323236053207
2015,SDN,0.013190323236053207
2016,SDN,0.013190323236053207
2017,SDN,0.013190323236053207
2018,SDN,0.013190323236053207
2019,SDN,0.013190323236053207
2011,SEN,0.013190323236053207
2012,SEN,0.013190323236053207
2013,SEN,0.013190323236053207
2014,SEN,0.013190323236053207
2015,SEN,0.013190323236053207
2016,SEN,0.013190323236053207
2017,SEN,0.013190323236053207
2018,SEN,0.013190323236053207
2019,SEN,0.013190323236053207
2011,SGP,0.013190323236053304
2012,SGP,0.013190323236053304
2013,SGP,0.013190323236053304
2014,SGP,0.013190323236053304
2015,SGP,0.013190323236053304
2016,SGP,0.013190323236053304
2017,SGP,0.013190323236053304
2018,SGP,0.013190323236053304
2019,SGP,0.013190323236053304
2011,SLB,0.013190323236053207
2012,SLB,0.013190323236053207
2013,SLB,0.013190323236053207
2014,SLB,0.013190323236053207
2015,SLB,0.013190323236053207
2016,SLB,0.013190323236053207
2017,SLB,0.013190323236053207
2018,SLB,0.013190323236053207
2019,SLB,0.013190323236053207
2011,SLE,0.013190323236053207
2012,SLE,0.013190323236053207
2013,SLE,0.013190323236053207
2014,SLE,0.013190323236053207
2015,SLE,0.013190323236053207
2016,SLE,0.013190323236053207
2017,SLE,0.013190323236053207
2018,SLE,0.013190323236053207
2019,SLE,0.013190323236053207
2011,SLV,0.013190323236053207
2012,SLV,0.013190323236053207
2013,SLV,0.013190323236053207
2014,SLV,0.013190323236053207
2015,SLV,0.013190323236053207
2016,SLV,0.013190323236053207
2017,SLV,0.013190323236053207
2018,SLV,0.013190323236053207
2019,SLV,0.013190323236053207
2011,SOM,0.013190323236053207
2012,SOM,0.013190323236053207
2013,SOM,0.013190323236053207
2014,SOM,0.013190323236053207
2015,SOM,0.013190323236053207
2016,SOM,0.013190323236053207
2017,SOM,0.013190323236053207
2018,SOM,0.013190323236053207
2019,SOM,0.013190323236053207
2011,SRB,0.42134321310522693
2012,SRB,0.2723919915700738
2013,SRB,0.21572603356989978
2014,SRB,0.11450381679389315
2015,SRB,0.13103815095981824
2016,SRB,0.13504453596398816
2017,SRB,0.08163627490128222
2018,SRB,0.06430868167202573
2019,SRB,0.07863898026315794
2011,STP,0.013190323236053207
2012,STP,0.013190323236053207
2013,STP,0.013190323236053207
2014,STP,0.013190323236053207
2015,STP,0.013190323236053207
2016,STP,0.013190323236053207
2017,STP,0.013190323236053207
2018,STP,0.013190323236053207
2019,STP,0.013190323236053207
2011,SUR,0.013190323236053207
2012,SUR,0.013190323236053207
2013,SUR,0.013190323236053207
2014,SUR,0.013190323236053207
2015,SUR,0.013190323236053207
2016,SUR,0.013190323236053207
2017,SUR,0.013190323236053207
2018,SUR,0.013190323236053207
2019,SUR,0.013190323236053207
2011,SVK,0.32512876386687806
2012,SVK,0.09505417335473514
2013,SVK,0.14928538105941724
2014,SVK,0.14149754191352584
2015,SVK,0.14173815740395376
2016,SVK,0.07403735943743993
2017,SVK,0.08571510477883211
2018,SVK,0.10992482153010294
2019,SVK,0.17502997088542566
2011,SVN,0.0
2012,SVN,0.0
2013,SVN,0.0
2014,SVN,0.0
2015,SVN,0.0
2016,SVN,0.0
2017,SVN,0.0
2018,SVN,0.0
2019,SVN,0.0
2011,SWE,0.0
2012,SWE,0.0
2013,SWE,0.0
2014,SWE,0.0
2015,SWE,0.0
2016,SWE,0.0
2017,SWE,0.0
2018,SWE,0.0
2019,SWE,0.0
2011,SWZ,0.013190323236053207
2012,SWZ,0.013190323236053207
2013,SWZ,0.013190323236053207
2014,SWZ,0.013190323236053207
2015,SWZ,0.013190323236053207
2016,SWZ,0.013190323236053207
2017,SWZ,0.013190323236053207
2018,SWZ,0.013190323236053207
2019,SWZ,0.013190323236053207
2011,SYR,0.013190323236053207
2012,SYR,0.013190323236053207
2013,SYR,0.013190323236053207
2014,SYR,0.013190323236053207
2015,SYR,0.013190323236053207
2016,SYR,0.013190323236053207
2017,SYR,0.013190323236053207
2018,SYR,0.013190323236053207
2019,SYR,0.013190323236053207
2011,TCD,0.013190323236053207
2012,TCD,0.013190323236053207
2013,TCD,0.013190323236053207
2014,TCD,0.013190323236053207
2015,TCD,0.013190323236053207
2016,TCD,0.013190323236053207
2017,TCD,0.013190323236053207
2018,TCD,0.013190323236053207
2019,TCD,0.013190323236053207
2011,TGO,0.013190323236053207
2012,TGO,0.013190323236053207
2013,TGO,0.013190323236053207
2014,TGO,0.013190323236053207
2015,TGO,0.013190323236053207
2016,TGO,0.013190323236053207
2017,TGO,0.013190323236053207
2018,TGO,0.013190323236053207
2019,TGO,0.013190323236053207
2011,THA,0.013190323236053207
2012,THA,0.013190323236053207
2013,THA,0.013190323236053207
2014,THA,0.013190323236053207
2015,THA,0.013190323236053207
2016,THA,0.013190323236053207
2017,THA,0.013190323236053207
2018,THA,0.013190323236053207
2019,THA,0.013190323236053207
2011,TJK,0.013190323236053207
2012,TJK,0.013190323236053207
2013,TJK,0.013190323236053207
2014,TJK,0.013190323236053207
2015,TJK,0.013190323236053207
2016,TJK,0.013190323236053207
2017,TJK,0.013190323236053207
2018,TJK,0.013190323236053207
2019,TJK,0.013190323236053207
2011,TKM,0.013190323236053207
2012,TKM,0.013190323236053207
2013,TKM,0.013190323236053207
2014,TKM,0.013190323236053207
2015,TKM,0.013190323236053207
2016,TKM,0.013190323236053207
2017,TKM,0.013190323236053207
2018,TKM,0.013190323236053207
2019,TKM,0.013190323236053207
2011,TLS,0.013190323236053207
2012,TLS,0.013190323236053207
2013,TLS,0.013190323236053207
2014,TLS,0.013190323236053207
2015,TLS,0.013190323236053207
2016,TLS,0.013190323236053207
2017,TLS,0.013190323236053207
2018,TLS,0.013190323236053207
2019,TLS,0.013190323236053207
2011,TON,0.013190323236053207
2012,TON,0.013190323236053207
2013,TON,0.013190323236053207
2014,TON,0.013190323236053207
2015,TON,0.013190323236053207
2016,TON,0.013190323236053207
2017,TON,0.013190323236053207
2018,TON,0.013190323236053207
2019,TON,0.013190323236053207
2011,TTO,0.013190323236053304
2012,TTO,0.013190323236053304
2013,TTO,0.013190323236053304
2014,TTO,0.013190323236053304
2015,TTO,0.013190323236053304
2016,TTO,0.013190323236053304
2017,TTO,0.013190323236053304
2018,TTO,0.013190323236053304
2019,TTO,0.013190323236053304
2011,TUN,0.013190323236053207
2012,TUN,0.013190323236053207
2013,TUN,0.013190323236053207
2014,TUN,0.013190323236053207
2015,TUN,0.013190323236053207
2016,TUN,0.013190323236053207
2017,TUN,0.013190323236053207
2018,TUN,0.013190323236053207
2019,TUN,0.013190323236053207
2011,TUR,0.6032298923369223
2012,TUR,0.6224333383866459
2013,TUR,0.5391927344615133
2014,TUR,0.5483879158067313
2015,TUR,0.5039294346929221
2016,TUR,0.49553104938054643
2017,TUR,0.4416032999659026
2018,TUR,0.2848795935525873
2019,TUR,0.3398635178653581
2011,TZA,0.013190323236053207
2012,TZA,0.013190323236053207
2013,TZA,0.013190323236053207
2014,TZA,0.013190323236053207
2015,TZA,0.013190323236053207
2016,TZA,0.013190323236053207
2017,TZA,0.013190323236053207
2018,TZA,0.013190323236053207
2019,TZA,0.013190323236053207
2011,UGA,0.013190323236053207
2012,UGA,0.013190323236053207
2013,UGA,0.013190323236053207
2014,UGA,0.013190323236053207
2015,UGA,0.013190323236053207
2016,UGA,0.013190323236053207
2017,UGA,0.013190323236053207
2018,UGA,0.013190323236053207
2019,UGA,0.013190323236053207
2011,UKR,0.052303990794497615
2012,UKR,0.04058147026370551
2013,UKR,0.03346437101910821
2014,UKR,0.025381561091658407
2015,UKR,0.02998012187571281
2016,UKR,0.05191731103045601
2017,UKR,0.03828483920367533
2018,UKR,0.15895715719013462
2019,UKR,0.12635224863513161
2011,URY,0.0
2012,URY,0.0
2013,URY,0.0
2014,URY,0.0
2015,URY,0.0
2016,URY,0.0
2017,URY,0.0
2018,URY,0.0
2019,URY,0.0
2011,USA,0.012762438040837903
2012,USA,0.009530373489656702
2013,USA,0.007383434345845303
2014,USA,0.007824367911767703
2015,USA,0.006575634400335503
2016,USA,0.005356427177445903
2017,USA,0.004671109589868501
2018,USA,0.003917581648912502
2019,USA,0.0034712599642385015
2011,UZB,0.013190323236053207
2012,UZB,0.013190323236053207
2013,UZB,0.013190323236053207
2014,UZB,0.013190323236053207
2015,UZB,0.013190323236053207
2016,UZB,0.013190323236053207
2017,UZB,0.013190323236053207
2018,UZB,0.013190323236053207
2019,UZB,0.013190323236053207
2011,VCT,0.013190323236053207
2012,VCT,0.013190323236053207
2013,VCT,0.013190323236053207
2014,VCT,0.013190323236053207
2015,VCT,0.013190323236053207
2016,VCT,0.013190323236053207
2017,VCT,0.013190323236053207
2018,VCT,0.013190323236053207
2019,VCT,0.013190323236053207
2011,VEN,0.013190323236053207
2012,VEN,0.013190323236053207
2013,VEN,0.013190323236053207
2014,VEN,0.013190323236053207
2015,VEN,0.013190323236053207
2016,VEN,0.013190323236053207
2017,VEN,0.013190323236053207
2018,VEN,0.013190323236053207
2019,VEN,0.013190323236053207
2011,VNM,0.013190323236053207
2012,VNM,0.013190323236053207
2013,VNM,0.013190323236053207
2014,VNM,0.013190323236053207
2015,VNM,0.013190323236053207
2016,VNM,0.013190323236053207
2017,VNM,0.013190323236053207
2018,VNM,0.013190323236053207
2019,VNM,0.013190323236053207
2011,VUT,0.013190323236053207
2012,VUT,0.013190323236053207
2013,VUT,0.013190323236053207
2014,VUT,0.013190323236053207
2015,VUT,0.013190323236053207
2016,VUT,0.013190323236053207
2017,VUT,0.013190323236053207
2018,VUT,0.013190323236053207
2019,VUT,0.013190323236053207
2011,WSM,0.013190323236053207
2012,WSM,0.013190323236053207
2013,WSM,0.013190323236053207
2014,WSM,0.013190323236053207
2015,WSM,0.013190323236053207
2016,WSM,0.013190323236053207
2017,WSM,0.013190323236053207
2018,WSM,0.013190323236053207
2019,WSM,0.013190323236053207
2011,YEM,0.013190323236053207
2012,YEM,0.013190323236053207
2013,YEM,0.013190323236053207
2014,YEM,0.013190323236053207
2015,YEM,0.013190323236053207
2016,YEM,0.013190323236053207
2017,YEM,0.013190323236053207
2018,YEM,0.013190323236053207
2019,YEM,0.013190323236053207
2011,ZAF,0.736877016311394
2012,ZAF,0.8302003718240033
2013,ZAF,0.8165808514543506
2014,ZAF,0.8310100690751974
2015,ZAF,0.8218428540161963
2016,ZAF,0.7731874781799141
2017,ZAF,0.8499415636341271
2018,ZAF,0.8450953259532598
2019,ZAF,0.85069887114346
2011,ZMB,0.013190323236053207
2012,ZMB,0.013190323236053207
2013,ZMB,0.013190323236053207
2014,ZMB,0.013190323236053207
2015,ZMB,0.013190323236053207
2016,ZMB,0.013190323236053207
2017,ZMB,0.013190323236053207
2018,ZMB,0.013190323236053207
2019,ZMB,0.013190323236053207
2011,ZWE,0.013190323236053207
2012,ZWE,0.013190323236053207
2013,ZWE,0.013190323236053207
2014,ZWE,0.013190323236053207
2015,ZWE,0.013190323236053207
2016,ZWE,0.013190323236053207
2017,ZWE,0.013190323236053207
2018,ZWE,0.013190323236053207
2019,ZWE,0.013190323236053207
