Year,iso_code3,frac_scoe_heat_energy_commercial_municipal_coal
2014,EGY,0.013190323236053207
2015,EGY,0.013190323236053207
2016,EGY,0.013190323236053207
2017,EGY,0.013190323236053207
2018,EGY,0.013190323236053207
2019,EGY,0.013190323236053207
2011,ESP,0.0
2012,ESP,0.0
2013,ESP,0.0
2014,ESP,0.0
2015,ESP,0.0
2016,ESP,0.0
2017,ESP,0.0
2018,ESP,0.0
2019,ESP,0.0
2011,EST,0.007653619068445204
2012,EST,0.008400714060695102
2013,EST,0.015035978949629405
2014,EST,0.007916089451810803
2015,EST,0.0028921237828979014
2016,EST,0.004448398576512402
2017,EST,0.0
2018,EST,0.003627788862688102
2019,EST,0.0039596119580281005
2011,ETH,0.013190323236053207
2012,ETH,0.013190323236053207
2013,ETH,0.013190323236053207
2014,ETH,0.013190323236053207
2015,ETH,0.013190323236053207
2016,ETH,0.013190323236053207
2017,ETH,0.013190323236053207
2018,ETH,0.013190323236053207
2019,ETH,0.013190323236053207
2011,FIN,0.0014198494959534005
2012,FIN,0.0016111550517034004
2013,FIN,0.0015560327389288005
2014,FIN,0.0015702284682421004
2015,FIN,0.0015701599818559002
2016,FIN,0.0015888147442008004
2017,FIN,0.0015328959470231006
2018,FIN,0.0014703287655119007
2019,FIN,0.0015097302112112001
2011,FJI,0.013190323236053207
2012,FJI,0.013190323236053207
2013,FJI,0.013190323236053207
2014,FJI,0.013190323236053207
2015,FJI,0.013190323236053207
2016,FJI,0.013190323236053207
2017,FJI,0.013190323236053207
2018,FJI,0.013190323236053207
2019,FJI,0.013190323236053207
2011,FRA,0.004268952830271702
2012,FRA,0.004312194927181801
2013,FRA,0.004578565631675001
2014,FRA,0.004399602440069602
2015,FRA,0.0046917865497774006
2016,FRA,0.0050192006057655034
2017,FRA,0.0036192922923718018
2018,FRA,0.0038350745577275013
2019,FRA,0.0040162483438432005
2011,GAB,0.013190323236053207
2012,GAB,0.013190323236053207
2013,GAB,0.013190323236053207
2014,GAB,0.013190323236053207
2015,GAB,0.013190323236053207
2016,GAB,0.013190323236053207
2017,GAB,0.013190323236053207
2018,GAB,0.013190323236053207
2019,GAB,0.013190323236053207
2011,GBR,0.0025767565357188013
2012,GBR,0.0014033610497140004
2013,GBR,0.0022830750659336
2014,GBR,0.002548892390397601
2015,GBR,0.0025792352151581014
2016,GBR,0.0023232795026245003
2017,GBR,0.0021889555033989005
2018,GBR,0.0020529665366454007
2019,GBR,0.0016055972091801004
2011,GEO,0.07963246554364474
2012,GEO,0.11388053287494623
2013,GEO,0.004683109584764202
2014,GEO,0.003113971351463501
2015,GEO,0.004647920055775002
2016,GEO,0.004536176003628901
2017,GEO,0.002205314808688901
2018,GEO,0.0010739984964021005
2019,GEO,0.0
2011,GHA,0.013190323236053207
2012,GHA,0.013190323236053207
2013,GHA,0.013190323236053207
2014,GHA,0.013190323236053207
2015,GHA,0.013190323236053207
2016,GHA,0.013190323236053207
2017,GHA,0.013190323236053207
2018,GHA,0.013190323236053207
2019,GHA,0.013190323236053207
2011,GIN,0.013190323236053207
2012,GIN,0.013190323236053207
2013,GIN,0.013190323236053207
2014,GIN,0.013190323236053207
2015,GIN,0.013190323236053207
2016,GIN,0.013190323236053207
2017,GIN,0.013190323236053207
2018,GIN,0.013190323236053207
2019,GIN,0.013190323236053207
2011,GMB,0.013190323236053207
2012,GMB,0.013190323236053207
2013,GMB,0.013190323236053207
2014,GMB,0.013190323236053207
2015,GMB,0.013190323236053207
2016,GMB,0.013190323236053207
2017,GMB,0.013190323236053207
2018,GMB,0.013190323236053207
2019,GMB,0.013190323236053207
2011,GNB,0.013190323236053207
2012,GNB,0.013190323236053207
2013,GNB,0.013190323236053207
2014,GNB,0.013190323236053207
2015,GNB,0.013190323236053207
2016,GNB,0.013190323236053207
2017,GNB,0.013190323236053207
2018,GNB,0.013190323236053207
2019,GNB,0.013190323236053207
2011,GNQ,0.013190323236053207
2012,GNQ,0.013190323236053207
2013,GNQ,0.013190323236053207
2014,GNQ,0.013190323236053207
2015,GNQ,0.013190323236053207
2016,GNQ,0.013190323236053207
2017,GNQ,0.013190323236053207
2018,GNQ,0.013190323236053207
2019,GNQ,0.013190323236053207
2011,GRC,0.0
2012,GRC,0.0
2013,GRC,0.0
2014,GRC,0.0
2015,GRC,0.0
2016,GRC,0.0
2017,GRC,0.0
2018,GRC,0.0
2019,GRC,0.0
2011,GTM,0.013190323236053207
2012,GTM,0.013190323236053207
2013,GTM,0.013190323236053207
2014,GTM,0.013190323236053207
2015,GTM,0.013190323236053207
2016,GTM,0.013190323236053207
2017,GTM,0.013190323236053207
2018,GTM,0.013190323236053207
2019,GTM,0.013190323236053207
2011,GUY,0.013190323236053207
2012,GUY,0.013190323236053207
2013,GUY,0.013190323236053207
2014,GUY,0.013190323236053207
2015,GUY,0.013190323236053207
2016,GUY,0.013190323236053207
2017,GUY,0.013190323236053207
2018,GUY,0.013190323236053207
2019,GUY,0.013190323236053207
2011,HKG,0.0
2012,HKG,0.0
2013,HKG,0.0
2014,HKG,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2019,HKG,0.0
2011,HND,0.013190323236053207
2012,HND,0.013190323236053207
2013,HND,0.013190323236053207
2014,HND,0.013190323236053207
2015,HND,0.013190323236053207
2016,HND,0.013190323236053207
2017,HND,0.013190323236053207
2018,HND,0.013190323236053207
2019,HND,0.013190323236053207
2011,HRV,0.008492846410139102
2012,HRV,0.008500389601190001
2013,HRV,0.0029002320185614015
2014,HRV,0.0016143352974412012
2015,HRV,0.0006804109682248002
2016,HRV,0.0
2017,HRV,0.0006332721170286001
2018,HRV,0.0
2019,HRV,0.0
2011,HTI,0.013190323236053207
2012,HTI,0.013190323236053207
2013,HTI,0.013190323236053207
2014,HTI,0.013190323236053207
2015,HTI,0.013190323236053207
2016,HTI,0.013190323236053207
2017,HTI,0.013190323236053207
2018,HTI,0.013190323236053207
2019,HTI,0.013190323236053207
2011,HUN,0.0014333281880526004
2012,HUN,0.0005461943905836002
2013,HUN,0.0013601186023421005
2014,HUN,0.0015683076392265004
2015,HUN,0.0018032368100740004
2016,HUN,0.0018363786612799005
2017,HUN,0.0009492769673765003
2018,HUN,0.0009982696659124003
2019,HUN,0.0010339301407868001
2011,IDN,0.013190323236053207
2012,IDN,0.013190323236053207
2013,IDN,0.013190323236053207
2014,IDN,0.013190323236053207
2015,IDN,0.013190323236053207
2016,IDN,0.013190323236053207
2017,IDN,0.013190323236053207
2018,IDN,0.013190323236053207
2019,IDN,0.013190323236053207
2011,IND,0.013190323236053207
2012,IND,0.013190323236053207
2013,IND,0.013190323236053207
2014,IND,0.013190323236053207
2015,IND,0.013190323236053207
2016,IND,0.013190323236053207
2017,IND,0.013190323236053207
2018,IND,0.013190323236053207
2019,IND,0.013190323236053207
2011,IRL,0.0006709608158883003
2012,IRL,0.0006463706289186001
2013,IRL,0.0006228977201943001
2014,IRL,0.00033066596124590005
2015,IRL,0.0003165658931906001
2016,IRL,0.0009340556697179005
2017,IRL,0.0006311537490532001
2018,IRL,0.0005892404690354001
2019,IRL,0.0005837200478650002
2011,IRN,0.013190323236053207
2012,IRN,0.013190323236053207
2013,IRN,0.013190323236053207
2014,IRN,0.013190323236053207
2015,IRN,0.013190323236053207
2016,IRN,0.013190323236053207
2017,IRN,0.013190323236053207
2018,IRN,0.013190323236053207
2019,IRN,0.013190323236053207
2011,IRQ,0.013190323236053207
2012,IRQ,0.013190323236053207
2013,IRQ,0.013190323236053207
2014,IRQ,0.013190323236053207
2015,IRQ,0.013190323236053207
2016,IRQ,0.013190323236053207
2017,IRQ,0.013190323236053207
2018,IRQ,0.013190323236053207
2019,IRQ,0.013190323236053207
2011,ISL,0.013190323236053304
2012,ISL,0.013190323236053304
2013,ISL,0.013190323236053304
2014,ISL,0.013190323236053304
2015,ISL,0.013190323236053304
2016,ISL,0.013190323236053304
2017,ISL,0.013190323236053304
2018,ISL,0.013190323236053304
2019,ISL,0.013190323236053304
2011,ISR,0.013190323236053304
2012,ISR,0.013190323236053304
2013,ISR,0.013190323236053304
2014,ISR,0.013190323236053304
2015,ISR,0.013190323236053304
2016,ISR,0.013190323236053304
2017,ISR,0.013190323236053304
2018,ISR,0.013190323236053304
2019,ISR,0.013190323236053304
2011,ITA,2.641973025455411e-05
2012,ITA,2.6700772453347087e-05
2013,ITA,0.0
2014,ITA,0.0
2015,ITA,0.0
2016,ITA,0.0
2017,ITA,0.0
2018,ITA,0.0
2019,ITA,0.0
2011,JAM,0.013190323236053207
2012,JAM,0.013190323236053207
2013,JAM,0.013190323236053207
2014,JAM,0.013190323236053207
2015,JAM,0.013190323236053207
2016,JAM,0.013190323236053207
2017,JAM,0.013190323236053207
2018,JAM,0.013190323236053207
2019,JAM,0.013190323236053207
2011,JOR,0.013190323236053207
2012,JOR,0.013190323236053207
2013,JOR,0.013190323236053207
2014,JOR,0.013190323236053207
2015,JOR,0.013190323236053207
2016,JOR,0.013190323236053207
2017,JOR,0.013190323236053207
2018,JOR,0.013190323236053207
2019,JOR,0.013190323236053207
2011,JPN,0.026637673877196805
2012,JPN,0.02825499392501191
2013,JPN,0.028618096744282513
2014,JPN,0.03031258822959601
2015,JPN,0.032751145428865314
2016,JPN,0.030303748282234713
2017,JPN,0.030113458606883404
2018,JPN,0.030684939345387918
2019,JPN,0.030934311154613103
2011,KAZ,0.013190323236053207
2012,KAZ,0.013190323236053207
2013,KAZ,0.013190323236053207
2014,KAZ,0.013190323236053207
2015,KAZ,0.013190323236053207
2016,KAZ,0.013190323236053207
2017,KAZ,0.013190323236053207
2018,KAZ,0.013190323236053207
2019,KAZ,0.013190323236053207
2011,KEN,0.013190323236053207
2012,KEN,0.013190323236053207
2013,KEN,0.013190323236053207
2014,KEN,0.013190323236053207
2015,KEN,0.013190323236053207
2016,KEN,0.013190323236053207
2017,KEN,0.013190323236053207
2018,KEN,0.013190323236053207
2019,KEN,0.013190323236053207
2011,KGZ,0.013190323236053207
2012,KGZ,0.013190323236053207
2013,KGZ,0.013190323236053207
2014,KGZ,0.013190323236053207
2015,KGZ,0.013190323236053207
2016,KGZ,0.013190323236053207
2017,KGZ,0.013190323236053207
2018,KGZ,0.013190323236053207
2019,KGZ,0.013190323236053207
2011,KHM,0.013190323236053207
2012,KHM,0.013190323236053207
2013,KHM,0.013190323236053207
2014,KHM,0.013190323236053207
2015,KHM,0.013190323236053207
2016,KHM,0.013190323236053207
2017,KHM,0.013190323236053207
2018,KHM,0.013190323236053207
2019,KHM,0.013190323236053207
2011,KOR,0.0
2012,KOR,0.0
2013,KOR,0.0
2014,KOR,0.0
2015,KOR,0.0
2016,KOR,0.0
2017,KOR,0.0
2018,KOR,0.0
2019,KOR,0.0
2011,KWT,0.013190323236053304
2012,KWT,0.013190323236053304
2013,KWT,0.013190323236053304
2014,KWT,0.013190323236053304
2015,KWT,0.013190323236053304
2016,KWT,0.013190323236053304
2017,KWT,0.013190323236053304
2018,KWT,0.013190323236053304
2019,KWT,0.013190323236053304
2011,LAO,0.013190323236053207
2012,LAO,0.013190323236053207
2013,LAO,0.013190323236053207
2014,LAO,0.013190323236053207
2015,LAO,0.013190323236053207
2016,LAO,0.013190323236053207
2017,LAO,0.013190323236053207
2018,LAO,0.013190323236053207
2019,LAO,0.013190323236053207
2011,LBN,0.013190323236053207
2012,LBN,0.013190323236053207
2013,LBN,0.013190323236053207
2014,LBN,0.013190323236053207
2015,LBN,0.013190323236053207
2016,LBN,0.013190323236053207
2017,LBN,0.013190323236053207
2018,LBN,0.013190323236053207
2019,LBN,0.013190323236053207
2011,LBR,0.013190323236053207
2012,LBR,0.013190323236053207
2013,LBR,0.013190323236053207
2014,LBR,0.013190323236053207
2015,LBR,0.013190323236053207
2016,LBR,0.013190323236053207
2017,LBR,0.013190323236053207
2018,LBR,0.013190323236053207
2019,LBR,0.013190323236053207
2011,LBY,0.013190323236053207
2012,LBY,0.013190323236053207
2013,LBY,0.013190323236053207
2014,LBY,0.013190323236053207
2015,LBY,0.013190323236053207
2016,LBY,0.013190323236053207
2017,LBY,0.013190323236053207
2018,LBY,0.013190323236053207
2019,LBY,0.013190323236053207
2011,LCA,0.013190323236053207
2012,LCA,0.013190323236053207
2013,LCA,0.013190323236053207
2014,LCA,0.013190323236053207
2015,LCA,0.013190323236053207
2016,LCA,0.013190323236053207
2017,LCA,0.013190323236053207
2018,LCA,0.013190323236053207
2019,LCA,0.013190323236053207
2011,LKA,0.013190323236053207
2012,LKA,0.013190323236053207
2013,LKA,0.013190323236053207
2014,LKA,0.013190323236053207
2015,LKA,0.013190323236053207
2016,LKA,0.013190323236053207
2017,LKA,0.013190323236053207
2018,LKA,0.013190323236053207
2019,LKA,0.013190323236053207
2011,LSO,0.013190323236053207
2012,LSO,0.013190323236053207
2013,LSO,0.013190323236053207
2014,LSO,0.013190323236053207
2015,LSO,0.013190323236053207
2016,LSO,0.013190323236053207
2017,LSO,0.013190323236053207
2018,LSO,0.013190323236053207
2019,LSO,0.013190323236053207
2011,LTU,0.16494984178280483
2012,LTU,0.11074624943661063
2013,LTU,0.13639139580647353
2014,LTU,0.12492015047199942
2015,LTU,0.09350463954318344
2016,LTU,0.10980715119072133
2017,LTU,0.10555590670627645
2018,LTU,0.10705172091865313
2019,LTU,0.09859921120631031
2011,LUX,0.0
2012,LUX,0.0
2013,LUX,0.0
2014,LUX,0.0
2015,LUX,0.0
2016,LUX,0.0
2017,LUX,0.0
2018,LUX,0.0
2019,LUX,0.0
2011,LVA,0.05175237471339661
2012,LVA,0.024652227504842403
2013,LVA,0.02807788561313552
2014,LVA,0.02166109667037991
2015,LVA,0.016538388143247807
2016,LVA,0.015033826108744607
2017,LVA,0.009741248097412404
2018,LVA,0.009678668215253502
2019,LVA,0.007557540364136003
2011,MAC,0.013190323236053304
2012,MAC,0.013190323236053304
2013,MAC,0.013190323236053304
2014,MAC,0.013190323236053304
2015,MAC,0.013190323236053304
2016,MAC,0.013190323236053304
2017,MAC,0.013190323236053304
2018,MAC,0.013190323236053304
2019,MAC,0.013190323236053304
2011,MAR,0.0
2012,MAR,0.0
2013,MAR,0.0
2014,MAR,0.0
2015,MAR,0.0
2016,MAR,0.0
