,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_geothermal_mm_usd_per_gw
1388,Albania,COD,2029,9449.533895524697
1389,Albania,COD,2030,9233.70624306925
1390,Albania,COD,2031,9022.808101008648
1391,Albania,COD,2032,8816.72687916987
1392,Albania,COD,2033,8615.352558942997
1393,Albania,COD,2034,8418.57763454664
1394,Albania,COD,2035,8226.297055634843
1395,Albania,COD,2036,8038.408171214874
1396,Albania,COD,2037,7854.810674845911
1397,Albania,COD,2038,7675.406551089408
1398,Albania,COD,2039,7500.100023182531
1399,Albania,COD,2040,7328.797501906729
1400,Albania,COD,2041,7161.407535624159
1401,Albania,COD,2042,6997.840761455275
1402,Albania,COD,2043,6838.0098575715165
1403,Albania,COD,2044,6681.829496577646
1404,Albania,COD,2045,6529.216299958826
1405,Albania,COD,2046,6380.08879356813
1406,Albania,COD,2047,6234.3673641307205
1407,Albania,COD,2048,6091.974216741468
1408,Albania,COD,2049,5952.833333333333
1409,Albania,COD,2050,5816.870432094327
1410,Albania,COG,2021,11368.025855622782
1411,Albania,COG,2022,11108.37978624005
1412,Albania,COG,2023,10854.664041277943
1413,Albania,COG,2024,10606.743171939499
1414,Albania,COG,2025,10364.484823082554
1415,Albania,COG,2026,10127.759662560571
1416,Albania,COG,2027,9896.441312177316
1417,Albania,COG,2028,9670.406280218554
1418,Albania,COG,2029,9449.533895524697
1419,Albania,COG,2030,9233.70624306925
1420,Albania,COG,2031,9022.808101008648
1421,Albania,COG,2032,8816.72687916987
1422,Albania,COG,2033,8615.352558942997
1423,Albania,COG,2034,8418.57763454664
1424,Albania,COG,2035,8226.297055634843
1425,Albania,COG,2036,8038.408171214874
1426,Albania,COG,2037,7854.810674845911
1427,Albania,COG,2038,7675.406551089408
1428,Albania,COG,2039,7500.100023182531
1429,Albania,COG,2040,7328.797501906729
1430,Albania,COG,2041,7161.407535624159
1431,Albania,COG,2042,6997.840761455275
1432,Albania,COG,2043,6838.0098575715165
1433,Albania,COG,2044,6681.829496577646
1434,Albania,COG,2045,6529.216299958826
1435,Albania,COG,2046,6380.08879356813
1436,Albania,COG,2047,6234.3673641307205
1437,Albania,COG,2048,6091.974216741468
1438,Albania,COG,2049,5952.833333333333
1439,Albania,COG,2050,5816.870432094327
1440,Albania,COK,2021,11368.025855622782
1441,Albania,COK,2022,11108.37978624005
1442,Albania,COK,2023,10854.664041277943
1443,Albania,COK,2024,10606.743171939499
1444,Albania,COK,2025,10364.484823082554
1445,Albania,COK,2026,10127.759662560571
1446,Albania,COK,2027,9896.441312177316
1447,Albania,COK,2028,9670.406280218554
1448,Albania,COK,2029,9449.533895524697
1449,Albania,COK,2030,9233.70624306925
1450,Albania,COK,2031,9022.808101008648
1451,Albania,COK,2032,8816.72687916987
1452,Albania,COK,2033,8615.352558942997
1453,Albania,COK,2034,8418.57763454664
1454,Albania,COK,2035,8226.297055634843
1455,Albania,COK,2036,8038.408171214874
1456,Albania,COK,2037,7854.810674845911
1457,Albania,COK,2038,7675.406551089408
1458,Albania,COK,2039,7500.100023182531
1459,Albania,COK,2040,7328.797501906729
1460,Albania,COK,2041,7161.407535624159
1461,Albania,COK,2042,6997.840761455275
1462,Albania,COK,2043,6838.0098575715165
1463,Albania,COK,2044,6681.829496577646
1464,Albania,COK,2045,6529.216299958826
1465,Albania,COK,2046,6380.08879356813
1466,Albania,COK,2047,6234.3673641307205
1467,Albania,COK,2048,6091.974216741468
1468,Albania,COK,2049,5952.833333333333
1469,Albania,COK,2050,5816.870432094327
1470,Albania,COL,2021,11368.025855622782
1471,Albania,COL,2022,11108.37978624005
1472,Albania,COL,2023,10854.664041277943
1473,Albania,COL,2024,10606.743171939499
1474,Albania,COL,2025,10364.484823082554
1475,Albania,COL,2026,10127.759662560571
1476,Albania,COL,2027,9896.441312177316
1477,Albania,COL,2028,9670.406280218554
1478,Albania,COL,2029,9449.533895524697
1479,Albania,COL,2030,9233.70624306925
1480,Albania,COL,2031,9022.808101008648
1481,Albania,COL,2032,8816.72687916987
1482,Albania,COL,2033,8615.352558942997
1483,Albania,COL,2034,8418.57763454664
1484,Albania,COL,2035,8226.297055634843
1485,Albania,COL,2036,8038.408171214874
1486,Albania,COL,2037,7854.810674845911
1487,Albania,COL,2038,7675.406551089408
1488,Albania,COL,2039,7500.100023182531
1489,Albania,COL,2040,7328.797501906729
1490,Albania,COL,2041,7161.407535624159
1491,Albania,COL,2042,6997.840761455275
1492,Albania,COL,2043,6838.0098575715165
1493,Albania,COL,2044,6681.829496577646
1494,Albania,COL,2045,6529.216299958826
1495,Albania,COL,2046,6380.08879356813
1496,Albania,COL,2047,6234.3673641307205
1497,Albania,COL,2048,6091.974216741468
1498,Albania,COL,2049,5952.833333333333
1499,Albania,COL,2050,5816.870432094327
1500,Albania,COM,2021,11368.025855622782
1501,Albania,COM,2022,11108.37978624005
1502,Albania,COM,2023,10854.664041277943
1503,Albania,COM,2024,10606.743171939499
1504,Albania,COM,2025,10364.484823082554
1505,Albania,COM,2026,10127.759662560571
1506,Albania,COM,2027,9896.441312177316
1507,Albania,COM,2028,9670.406280218554
1508,Albania,COM,2029,9449.533895524697
1509,Albania,COM,2030,9233.70624306925
1510,Albania,COM,2031,9022.808101008648
1511,Albania,COM,2032,8816.72687916987
1512,Albania,COM,2033,8615.352558942997
1513,Albania,COM,2034,8418.57763454664
1514,Albania,COM,2035,8226.297055634843
1515,Albania,COM,2036,8038.408171214874
1516,Albania,COM,2037,7854.810674845911
1517,Albania,COM,2038,7675.406551089408
1518,Albania,COM,2039,7500.100023182531
1519,Albania,COM,2040,7328.797501906729
1520,Albania,COM,2041,7161.407535624159
1521,Albania,COM,2042,6997.840761455275
1522,Albania,COM,2043,6838.0098575715165
1523,Albania,COM,2044,6681.829496577646
1524,Albania,COM,2045,6529.216299958826
1525,Albania,COM,2046,6380.08879356813
1526,Albania,COM,2047,6234.3673641307205
1527,Albania,COM,2048,6091.974216741468
1528,Albania,COM,2049,5952.833333333333
1529,Albania,COM,2050,5816.870432094327
1530,Albania,CPV,2021,11368.025855622782
1531,Albania,CPV,2022,11108.37978624005
1532,Albania,CPV,2023,10854.664041277943
1533,Albania,CPV,2024,10606.743171939499
1534,Albania,CPV,2025,10364.484823082554
1535,Albania,CPV,2026,10127.759662560571
1536,Albania,CPV,2027,9896.441312177316
1537,Albania,CPV,2028,9670.406280218554
1538,Albania,CPV,2029,9449.533895524697
1539,Albania,CPV,2030,9233.70624306925
1540,Albania,CPV,2031,9022.808101008648
1541,Albania,CPV,2032,8816.72687916987
1542,Albania,CPV,2033,8615.352558942997
1543,Albania,CPV,2034,8418.57763454664
1544,Albania,CPV,2035,8226.297055634843
1545,Albania,CPV,2036,8038.408171214874
1546,Albania,CPV,2037,7854.810674845911
1547,Albania,CPV,2038,7675.406551089408
1548,Albania,CPV,2039,7500.100023182531
1549,Albania,CPV,2040,7328.797501906729
1550,Albania,CPV,2041,7161.407535624159
1551,Albania,CPV,2042,6997.840761455275
1552,Albania,CPV,2043,6838.0098575715165
1553,Albania,CPV,2044,6681.829496577646
1554,Albania,CPV,2045,6529.216299958826
1555,Albania,CPV,2046,6380.08879356813
1556,Albania,CPV,2047,6234.3673641307205
1557,Albania,CPV,2048,6091.974216741468
1558,Albania,CPV,2049,5952.833333333333
1559,Albania,CPV,2050,5816.870432094327
1560,Albania,CRI,2021,11368.025855622782
1561,Albania,CRI,2022,11108.37978624005
1562,Albania,CRI,2023,10854.664041277943
1563,Albania,CRI,2024,10606.743171939499
1564,Albania,CRI,2025,10364.484823082554
1565,Albania,CRI,2026,10127.759662560571
1566,Albania,CRI,2027,9896.441312177316
1567,Albania,CRI,2028,9670.406280218554
1568,Albania,CRI,2029,9449.533895524697
1569,Albania,CRI,2030,9233.70624306925
1570,Albania,CRI,2031,9022.808101008648
1571,Albania,CRI,2032,8816.72687916987
1572,Albania,CRI,2033,8615.352558942997
1573,Albania,CRI,2034,8418.57763454664
1574,Albania,CRI,2035,8226.297055634843
1575,Albania,CRI,2036,8038.408171214874
1576,Albania,CRI,2037,7854.810674845911
1577,Albania,CRI,2038,7675.406551089408
1578,Albania,CRI,2039,7500.100023182531
1579,Albania,CRI,2040,7328.797501906729
1580,Albania,CRI,2041,7161.407535624159
1581,Albania,CRI,2042,6997.840761455275
1582,Albania,CRI,2043,6838.0098575715165
1583,Albania,CRI,2044,6681.829496577646
1584,Albania,CRI,2045,6529.216299958826
1585,Albania,CRI,2046,6380.08879356813
1586,Albania,CRI,2047,6234.3673641307205
1587,Albania,CRI,2048,6091.974216741468
1588,Albania,CRI,2049,5952.833333333333
1589,Albania,CRI,2050,5816.870432094327
1590,Albania,CUB,2021,11368.025855622782
1591,Albania,CUB,2022,11108.37978624005
1592,Albania,CUB,2023,10854.664041277943
1593,Albania,CUB,2024,10606.743171939499
1594,Albania,CUB,2025,10364.484823082554
1595,Albania,CUB,2026,10127.759662560571
1596,Albania,CUB,2027,9896.441312177316
1597,Albania,CUB,2028,9670.406280218554
1598,Albania,CUB,2029,9449.533895524697
1599,Albania,CUB,2030,9233.70624306925
1600,Albania,CUB,2031,9022.808101008648
1601,Albania,CUB,2032,8816.72687916987
1602,Albania,CUB,2033,8615.352558942997
1603,Albania,CUB,2034,8418.57763454664
1604,Albania,CUB,2035,8226.297055634843
1605,Albania,CUB,2036,8038.408171214874
1606,Albania,CUB,2037,7854.810674845911
1607,Albania,CUB,2038,7675.406551089408
1608,Albania,CUB,2039,7500.100023182531
1609,Albania,CUB,2040,7328.797501906729
1610,Albania,CUB,2041,7161.407535624159
1611,Albania,CUB,2042,6997.840761455275
1612,Albania,CUB,2043,6838.0098575715165
1613,Albania,CUB,2044,6681.829496577646
1614,Albania,CUB,2045,6529.216299958826
1615,Albania,CUB,2046,6380.08879356813
1616,Albania,CUB,2047,6234.3673641307205
1617,Albania,CUB,2048,6091.974216741468
1618,Albania,CUB,2049,5952.833333333333
1619,Albania,CUB,2050,5816.870432094327
1620,Albania,CUW,2021,11368.025855622782
1621,Albania,CUW,2022,11108.37978624005
1622,Albania,CUW,2023,10854.664041277943
1623,Albania,CUW,2024,10606.743171939499
1624,Albania,CUW,2025,10364.484823082554
1625,Albania,CUW,2026,10127.759662560571
1626,Albania,CUW,2027,9896.441312177316
1627,Albania,CUW,2028,9670.406280218554
1628,Albania,CUW,2029,9449.533895524697
1629,Albania,CUW,2030,9233.70624306925
1630,Albania,CUW,2031,9022.808101008648
1631,Albania,CUW,2032,8816.72687916987
1632,Albania,CUW,2033,8615.352558942997
1633,Albania,CUW,2034,8418.57763454664
1634,Albania,CUW,2035,8226.297055634843
1635,Albania,CUW,2036,8038.408171214874
1636,Albania,CUW,2037,7854.810674845911
1637,Albania,CUW,2038,7675.406551089408
1638,Albania,CUW,2039,7500.100023182531
1639,Albania,CUW,2040,7328.797501906729
1640,Albania,CUW,2041,7161.407535624159
1641,Albania,CUW,2042,6997.840761455275
1642,Albania,CUW,2043,6838.0098575715165
1643,Albania,CUW,2044,6681.829496577646
1644,Albania,CUW,2045,6529.216299958826
1645,Albania,CUW,2046,6380.08879356813
1646,Albania,CUW,2047,6234.3673641307205
1647,Albania,CUW,2048,6091.974216741468
1648,Albania,CUW,2049,5952.833333333333
1649,Albania,CUW,2050,5816.870432094327
1650,Albania,CXR,2021,11368.025855622782
1651,Albania,CXR,2022,11108.37978624005
1652,Albania,CXR,2023,10854.664041277943
1653,Albania,CXR,2024,10606.743171939499
1654,Albania,CXR,2025,10364.484823082554
1655,Albania,CXR,2026,10127.759662560571
1656,Albania,CXR,2027,9896.441312177316
1657,Albania,CXR,2028,9670.406280218554
1658,Albania,CXR,2029,9449.533895524697
1659,Albania,CXR,2030,9233.70624306925
1660,Albania,CXR,2031,9022.808101008648
1661,Albania,CXR,2032,8816.72687916987
1662,Albania,CXR,2033,8615.352558942997
1663,Albania,CXR,2034,8418.57763454664
1664,Albania,CXR,2035,8226.297055634843
1665,Albania,CXR,2036,8038.408171214874
1666,Albania,CXR,2037,7854.810674845911
1667,Albania,CXR,2038,7675.406551089408
1668,Albania,CXR,2039,7500.100023182531
1669,Albania,CXR,2040,7328.797501906729
1670,Albania,CXR,2041,7161.407535624159
1671,Albania,CXR,2042,6997.840761455275
1672,Albania,CXR,2043,6838.0098575715165
1673,Albania,CXR,2044,6681.829496577646
1674,Albania,CXR,2045,6529.216299958826
1675,Albania,CXR,2046,6380.08879356813
1676,Albania,CXR,2047,6234.3673641307205
1677,Albania,CXR,2048,6091.974216741468
1678,Albania,CXR,2049,5952.833333333333
1679,Albania,CXR,2050,5816.870432094327
1680,Albania,CYM,2021,11368.025855622782
1681,Albania,CYM,2022,11108.37978624005
1682,Albania,CYM,2023,10854.664041277943
1683,Albania,CYM,2024,10606.743171939499
1684,Albania,CYM,2025,10364.484823082554
1685,Albania,CYM,2026,10127.759662560571
1686,Albania,CYM,2027,9896.441312177316
1687,Albania,CYM,2028,9670.406280218554
1688,Albania,CYM,2029,9449.533895524697
1689,Albania,CYM,2030,9233.70624306925
1690,Albania,CYM,2031,9022.808101008648
1691,Albania,CYM,2032,8816.72687916987
1692,Albania,CYM,2033,8615.352558942997
1693,Albania,CYM,2034,8418.57763454664
1694,Albania,CYM,2035,8226.297055634843
1695,Albania,CYM,2036,8038.408171214874
1696,Albania,CYM,2037,7854.810674845911
1697,Albania,CYM,2038,7675.406551089408
1698,Albania,CYM,2039,7500.100023182531
1699,Albania,CYM,2040,7328.797501906729
1700,Albania,CYM,2041,7161.407535624159
1701,Albania,CYM,2042,6997.840761455275
1702,Albania,CYM,2043,6838.0098575715165
1703,Albania,CYM,2044,6681.829496577646
1704,Albania,CYM,2045,6529.216299958826
1705,Albania,CYM,2046,6380.08879356813
1706,Albania,CYM,2047,6234.3673641307205
1707,Albania,CYM,2048,6091.974216741468
1708,Albania,CYM,2049,5952.833333333333
1709,Albania,CYM,2050,5816.870432094327
1710,Albania,CYP,2021,11368.025855622782
1711,Albania,CYP,2022,11108.37978624005
1712,Albania,CYP,2023,10854.664041277943
1713,Albania,CYP,2024,10606.743171939499
1714,Albania,CYP,2025,10364.484823082554
1715,Albania,CYP,2026,10127.759662560571
1716,Albania,CYP,2027,9896.441312177316
1717,Albania,CYP,2028,9670.406280218554
1718,Albania,CYP,2029,9449.533895524697
1719,Albania,CYP,2030,9233.70624306925
1720,Albania,CYP,2031,9022.808101008648
1721,Albania,CYP,2032,8816.72687916987
1722,Albania,CYP,2033,8615.352558942997
1723,Albania,CYP,2034,8418.57763454664
1724,Albania,CYP,2035,8226.297055634843
1725,Albania,CYP,2036,8038.408171214874
1726,Albania,CYP,2037,7854.810674845911
1727,Albania,CYP,2038,7675.406551089408
1728,Albania,CYP,2039,7500.100023182531
1729,Albania,CYP,2040,7328.797501906729
1730,Albania,CYP,2041,7161.407535624159
1731,Albania,CYP,2042,6997.840761455275
1732,Albania,CYP,2043,6838.0098575715165
1733,Albania,CYP,2044,6681.829496577646
1734,Albania,CYP,2045,6529.216299958826
1735,Albania,CYP,2046,6380.08879356813
1736,Albania,CYP,2047,6234.3673641307205
1737,Albania,CYP,2048,6091.974216741468
1738,Albania,CYP,2049,5952.833333333333
1739,Albania,CYP,2050,5816.870432094327
1740,Albania,CZE,2021,11368.025855622782
1741,Albania,CZE,2022,11108.37978624005
1742,Albania,CZE,2023,10854.664041277943
1743,Albania,CZE,2024,10606.743171939499
1744,Albania,CZE,2025,10364.484823082554
1745,Albania,CZE,2026,10127.759662560571
1746,Albania,CZE,2027,9896.441312177316
1747,Albania,CZE,2028,9670.406280218554
1748,Albania,CZE,2029,9449.533895524697
1749,Albania,CZE,2030,9233.70624306925
1750,Albania,CZE,2031,9022.808101008648
1751,Albania,CZE,2032,8816.72687916987
1752,Albania,CZE,2033,8615.352558942997
1753,Albania,CZE,2034,8418.57763454664
1754,Albania,CZE,2035,8226.297055634843
1755,Albania,CZE,2036,8038.408171214874
1756,Albania,CZE,2037,7854.810674845911
1757,Albania,CZE,2038,7675.406551089408
1758,Albania,CZE,2039,7500.100023182531
1759,Albania,CZE,2040,7328.797501906729
1760,Albania,CZE,2041,7161.407535624159
1761,Albania,CZE,2042,6997.840761455275
1762,Albania,CZE,2043,6838.0098575715165
1763,Albania,CZE,2044,6681.829496577646
1764,Albania,CZE,2045,6529.216299958826
1765,Albania,CZE,2046,6380.08879356813
1766,Albania,CZE,2047,6234.3673641307205
1767,Albania,CZE,2048,6091.974216741468
1768,Albania,CZE,2049,5952.833333333333
1769,Albania,CZE,2050,5816.870432094327
1770,Albania,DEU,2021,11368.025855622782
1771,Albania,DEU,2022,11108.37978624005
1772,Albania,DEU,2023,10854.664041277943
1773,Albania,DEU,2024,10606.743171939499
1774,Albania,DEU,2025,10364.484823082554
1775,Albania,DEU,2026,10127.759662560571
1776,Albania,DEU,2027,9896.441312177316
1777,Albania,DEU,2028,9670.406280218554
1778,Albania,DEU,2029,9449.533895524697
1779,Albania,DEU,2030,9233.70624306925
1780,Albania,DEU,2031,9022.808101008648
1781,Albania,DEU,2032,8816.72687916987
1782,Albania,DEU,2033,8615.352558942997
1783,Albania,DEU,2034,8418.57763454664
1784,Albania,DEU,2035,8226.297055634843
1785,Albania,DEU,2036,8038.408171214874
1786,Albania,DEU,2037,7854.810674845911
1787,Albania,DEU,2038,7675.406551089408
1788,Albania,DEU,2039,7500.100023182531
1789,Albania,DEU,2040,7328.797501906729
1790,Albania,DEU,2041,7161.407535624159
1791,Albania,DEU,2042,6997.840761455275
1792,Albania,DEU,2043,6838.0098575715165
1793,Albania,DEU,2044,6681.829496577646
1794,Albania,DEU,2045,6529.216299958826
1795,Albania,DEU,2046,6380.08879356813
1796,Albania,DEU,2047,6234.3673641307205
1797,Albania,DEU,2048,6091.974216741468
1798,Albania,DEU,2049,5952.833333333333
1799,Albania,DEU,2050,5816.870432094327
1800,Albania,DJI,2021,11368.025855622782
1801,Albania,DJI,2022,11108.37978624005
1802,Albania,DJI,2023,10854.664041277943
1803,Albania,DJI,2024,10606.743171939499
1804,Albania,DJI,2025,10364.484823082554
1805,Albania,DJI,2026,10127.759662560571
1806,Albania,DJI,2027,9896.441312177316
1807,Albania,DJI,2028,9670.406280218554
1808,Albania,DJI,2029,9449.533895524697
1809,Albania,DJI,2030,9233.70624306925
1810,Albania,DJI,2031,9022.808101008648
1811,Albania,DJI,2032,8816.72687916987
1812,Albania,DJI,2033,8615.352558942997
1813,Albania,DJI,2034,8418.57763454664
1814,Albania,DJI,2035,8226.297055634843
1815,Albania,DJI,2036,8038.408171214874
1816,Albania,DJI,2037,7854.810674845911
1817,Albania,DJI,2038,7675.406551089408
1818,Albania,DJI,2039,7500.100023182531
1819,Albania,DJI,2040,7328.797501906729
1820,Albania,DJI,2041,7161.407535624159
1821,Albania,DJI,2042,6997.840761455275
1822,Albania,DJI,2043,6838.0098575715165
1823,Albania,DJI,2044,6681.829496577646
1824,Albania,DJI,2045,6529.216299958826
1825,Albania,DJI,2046,6380.08879356813
1826,Albania,DJI,2047,6234.3673641307205
1827,Albania,DJI,2048,6091.974216741468
1828,Albania,DJI,2049,5952.833333333333
1829,Albania,DJI,2050,5816.870432094327
1830,Albania,DMA,2021,11368.025855622782
1831,Albania,DMA,2022,11108.37978624005
1832,Albania,DMA,2023,10854.664041277943
1833,Albania,DMA,2024,10606.743171939499
1834,Albania,DMA,2025,10364.484823082554
1835,Albania,DMA,2026,10127.759662560571
1836,Albania,DMA,2027,9896.441312177316
1837,Albania,DMA,2028,9670.406280218554
1838,Albania,DMA,2029,9449.533895524697
1839,Albania,DMA,2030,9233.70624306925
1840,Albania,DMA,2031,9022.808101008648
1841,Albania,DMA,2032,8816.72687916987
1842,Albania,DMA,2033,8615.352558942997
1843,Albania,DMA,2034,8418.57763454664
1844,Albania,DMA,2035,8226.297055634843
1845,Albania,DMA,2036,8038.408171214874
1846,Albania,DMA,2037,7854.810674845911
1847,Albania,DMA,2038,7675.406551089408
1848,Albania,DMA,2039,7500.100023182531
1849,Albania,DMA,2040,7328.797501906729
1850,Albania,DMA,2041,7161.407535624159
1851,Albania,DMA,2042,6997.840761455275
1852,Albania,DMA,2043,6838.0098575715165
1853,Albania,DMA,2044,6681.829496577646
1854,Albania,DMA,2045,6529.216299958826
1855,Albania,DMA,2046,6380.08879356813
1856,Albania,DMA,2047,6234.3673641307205
1857,Albania,DMA,2048,6091.974216741468
1858,Albania,DMA,2049,5952.833333333333
1859,Albania,DMA,2050,5816.870432094327
1860,Albania,DNK,2021,11368.025855622782
1861,Albania,DNK,2022,11108.37978624005
1862,Albania,DNK,2023,10854.664041277943
1863,Albania,DNK,2024,10606.743171939499
1864,Albania,DNK,2025,10364.484823082554
1865,Albania,DNK,2026,10127.759662560571
1866,Albania,DNK,2027,9896.441312177316
1867,Albania,DNK,2028,9670.406280218554
1868,Albania,DNK,2029,9449.533895524697
1869,Albania,DNK,2030,9233.70624306925
1870,Albania,DNK,2031,9022.808101008648
1871,Albania,DNK,2032,8816.72687916987
1872,Albania,DNK,2033,8615.352558942997
1873,Albania,DNK,2034,8418.57763454664
1874,Albania,DNK,2035,8226.297055634843
1875,Albania,DNK,2036,8038.408171214874
1876,Albania,DNK,2037,7854.810674845911
1877,Albania,DNK,2038,7675.406551089408
1878,Albania,DNK,2039,7500.100023182531
1879,Albania,DNK,2040,7328.797501906729
1880,Albania,DNK,2041,7161.407535624159
1881,Albania,DNK,2042,6997.840761455275
1882,Albania,DNK,2043,6838.0098575715165
1883,Albania,DNK,2044,6681.829496577646
1884,Albania,DNK,2045,6529.216299958826
1885,Albania,DNK,2046,6380.08879356813
1886,Albania,DNK,2047,6234.3673641307205
1887,Albania,DNK,2048,6091.974216741468
1888,Albania,DNK,2049,5952.833333333333
1889,Albania,DNK,2050,5816.870432094327
1890,Algeria,DOM,2021,11368.025855622782
1891,Algeria,DOM,2022,11108.37978624005
1892,Algeria,DOM,2023,10854.664041277943
1893,Algeria,DOM,2024,10606.743171939499
1894,Algeria,DOM,2025,10364.484823082554
1895,Algeria,DOM,2026,10127.759662560571
1896,Algeria,DOM,2027,9896.441312177316
1897,Algeria,DOM,2028,9670.406280218554
1898,Algeria,DOM,2029,9449.533895524697
1899,Algeria,DOM,2030,9233.70624306925
1900,Algeria,DOM,2031,9022.808101008648
1901,Algeria,DOM,2032,8816.72687916987
1902,Algeria,DOM,2033,8615.352558942997
1903,Algeria,DOM,2034,8418.57763454664
1904,Algeria,DOM,2035,8226.297055634843
1905,Algeria,DOM,2036,8038.408171214874
1906,Algeria,DOM,2037,7854.810674845911
1907,Algeria,DOM,2038,7675.406551089408
1908,Algeria,DOM,2039,7500.100023182531
1909,Algeria,DOM,2040,7328.797501906729
1910,Algeria,DOM,2041,7161.407535624159
1911,Algeria,DOM,2042,6997.840761455275
1912,Algeria,DOM,2043,6838.0098575715165
1913,Algeria,DOM,2044,6681.829496577646
1914,Algeria,DOM,2045,6529.216299958826
1915,Algeria,DOM,2046,6380.08879356813
1916,Algeria,DOM,2047,6234.3673641307205
1917,Algeria,DOM,2048,6091.974216741468
1918,Algeria,DOM,2049,5952.833333333333
1919,Algeria,DOM,2050,5816.870432094327
1920,Algeria,DZA,2021,11368.025855622782
1921,Algeria,DZA,2022,11108.37978624005
1922,Algeria,DZA,2023,10854.664041277943
1923,Algeria,DZA,2024,10606.743171939499
1924,Algeria,DZA,2025,10364.484823082554
1925,Algeria,DZA,2026,10127.759662560571
1926,Algeria,DZA,2027,9896.441312177316
1927,Algeria,DZA,2028,9670.406280218554
1928,Algeria,DZA,2029,9449.533895524697
1929,Algeria,DZA,2030,9233.70624306925
1930,Algeria,DZA,2031,9022.808101008648
1931,Algeria,DZA,2032,8816.72687916987
1932,Algeria,DZA,2033,8615.352558942997
1933,Algeria,DZA,2034,8418.57763454664
1934,Algeria,DZA,2035,8226.297055634843
1935,Algeria,DZA,2036,8038.408171214874
1936,Algeria,DZA,2037,7854.810674845911
1937,Algeria,DZA,2038,7675.406551089408
1938,Algeria,DZA,2039,7500.100023182531
1939,Algeria,DZA,2040,7328.797501906729
1940,Algeria,DZA,2041,7161.407535624159
1941,Algeria,DZA,2042,6997.840761455275
1942,Algeria,DZA,2043,6838.0098575715165
1943,Algeria,DZA,2044,6681.829496577646
1944,Algeria,DZA,2045,6529.216299958826
1945,Algeria,DZA,2046,6380.08879356813
1946,Algeria,DZA,2047,6234.3673641307205
1947,Algeria,DZA,2048,6091.974216741468
1948,Algeria,DZA,2049,5952.833333333333
1949,Algeria,DZA,2050,5816.870432094327
1950,Algeria,ECU,2021,11368.025855622782
1951,Algeria,ECU,2022,11108.37978624005
1952,Algeria,ECU,2023,10854.664041277943
1953,Algeria,ECU,2024,10606.743171939499
1954,Algeria,ECU,2025,10364.484823082554
1955,Algeria,ECU,2026,10127.759662560571
1956,Algeria,ECU,2027,9896.441312177316
1957,Algeria,ECU,2028,9670.406280218554
1958,Algeria,ECU,2029,9449.533895524697
1959,Algeria,ECU,2030,9233.70624306925
1960,Algeria,ECU,2031,9022.808101008648
1961,Algeria,ECU,2032,8816.72687916987
1962,Algeria,ECU,2033,8615.352558942997
1963,Algeria,ECU,2034,8418.57763454664
1964,Algeria,ECU,2035,8226.297055634843
1965,Algeria,ECU,2036,8038.408171214874
1966,Algeria,ECU,2037,7854.810674845911
1967,Algeria,ECU,2038,7675.406551089408
1968,Algeria,ECU,2039,7500.100023182531
1969,Algeria,ECU,2040,7328.797501906729
1970,Algeria,ECU,2041,7161.407535624159
1971,Algeria,ECU,2042,6997.840761455275
1972,Algeria,ECU,2043,6838.0098575715165
1973,Algeria,ECU,2044,6681.829496577646
1974,Algeria,ECU,2045,6529.216299958826
1975,Algeria,ECU,2046,6380.08879356813
1976,Algeria,ECU,2047,6234.3673641307205
1977,Algeria,ECU,2048,6091.974216741468
1978,Algeria,ECU,2049,5952.833333333333
1979,Algeria,ECU,2050,5816.870432094327
1980,Algeria,EGY,2021,11368.025855622782
1981,Algeria,EGY,2022,11108.37978624005
1982,Algeria,EGY,2023,10854.664041277943
1983,Algeria,EGY,2024,10606.743171939499
1984,Algeria,EGY,2025,10364.484823082554
1985,Algeria,EGY,2026,10127.759662560571
1986,Algeria,EGY,2027,9896.441312177316
1987,Algeria,EGY,2028,9670.406280218554
1988,Algeria,EGY,2029,9449.533895524697
1989,Algeria,EGY,2030,9233.70624306925
1990,Algeria,EGY,2031,9022.808101008648
1991,Algeria,EGY,2032,8816.72687916987
1992,Algeria,EGY,2033,8615.352558942997
1993,Algeria,EGY,2034,8418.57763454664
1994,Algeria,EGY,2035,8226.297055634843
1995,Algeria,EGY,2036,8038.408171214874
1996,Algeria,EGY,2037,7854.810674845911
1997,Algeria,EGY,2038,7675.406551089408
1998,Algeria,EGY,2039,7500.100023182531
1999,Algeria,EGY,2040,7328.797501906729
2000,Algeria,EGY,2041,7161.407535624159
2001,Algeria,EGY,2042,6997.840761455275
2002,Algeria,EGY,2043,6838.0098575715165
2003,Algeria,EGY,2044,6681.829496577646
2004,Algeria,EGY,2045,6529.216299958826
2005,Algeria,EGY,2046,6380.08879356813
2006,Algeria,EGY,2047,6234.3673641307205
2007,Algeria,EGY,2048,6091.974216741468
2008,Algeria,EGY,2049,5952.833333333333
2009,Algeria,EGY,2050,5816.870432094327
2010,Algeria,ERI,2021,11368.025855622782
2011,Algeria,ERI,2022,11108.37978624005
2012,Algeria,ERI,2023,10854.664041277943
2013,Algeria,ERI,2024,10606.743171939499
2014,Algeria,ERI,2025,10364.484823082554
2015,Algeria,ERI,2026,10127.759662560571
2016,Algeria,ERI,2027,9896.441312177316
2017,Algeria,ERI,2028,9670.406280218554
2018,Algeria,ERI,2029,9449.533895524697
2019,Algeria,ERI,2030,9233.70624306925
