Year,prodinit_ippu_glass_tonne,iso_code3
2041,7906.73311140115,"IRN"
2042,7178.2001203945,"IRN"
2043,6516.79476750425,"IRN"
2044,5916.33185610277,"IRN"
2045,5371.19609874436,"IRN"
2046,4876.28960525732,"IRN"
2047,4426.98420932709,"IRN"
2048,4019.07818774787,"IRN"
2049,3648.7569675985,"IRN"
2050,3312.5574538919,"IRN"
2021,46445.95,"IRQ"
2022,50662.3496245761,"IRQ"
2023,55261.5173009227,"IRQ"
2024,60278.2010117977,"IRQ"
2025,65750.3031889794,"IRQ"
2026,71719.1670766118,"IRQ"
2027,78229.8890908399,"IRQ"
2028,85331.6595356957,"IRQ"
2029,93078.1342494385,"IRQ"
2030,101527.839989241,"IRQ"
2031,110744.616617013,"IRQ"
2032,120798.0994272,"IRQ"
2033,131764.245260676,"IRQ"
2034,143725.906379669,"IRQ"
2035,156773.456439493,"IRQ"
2036,171005.473286495,"IRQ"
2037,186529.483740918,"IRQ"
2038,203462.775991752,"IRQ"
2039,221933.285741403,"IRQ"
2040,242080.562795291,"IRQ"
2041,264056.825399183,"IRQ"
2042,288028.110290113,"IRQ"
2043,314175.527149809,"IRQ"
2044,342696.62693839,"IRQ"
2045,373806.894446462,"IRQ"
2046,407741.376342258,"IRQ"
2047,444756.457014171,"IRQ"
2048,485131.795625662,"IRQ"
2049,529172.439017518,"IRQ"
2050,577211.126421038,"IRQ"
2021,4368.92,"ISL"
2022,4498.1965123141,"ISL"
2023,4631.2983216435,"ISL"
2024,4768.3386186753,"ISL"
2025,4909.43394341344,"ISL"
2026,5054.70428428508,"ISL"
2027,5204.27318017961,"ISL"
2028,5358.26782550692,"ISL"
2029,5516.81917836446,"ISL"
2030,5680.06207190485,"ISL"
2031,5848.13532899893,"ISL"
2032,6021.18188029166,"ISL"
2033,6199.34888575134,"ISL"
2034,6382.78785981546,"ISL"
2035,6571.65480023957,"ISL"
2036,6766.11032075887,"ISL"
2037,6966.3197876752,"ISL"
2038,7172.45346048572,"ISL"
2039,7384.68663667269,"ISL"
2040,7603.19980077768,"ISL"
2041,7828.17877788684,"ISL"
2042,8059.81489165785,"ISL"
2043,8298.30512702283,"ISL"
2044,8543.85229770567,"ISL"
2045,8796.66521869625,"ISL"
2046,9056.95888382809,"ISL"
2047,9324.95464861056,"ISL"
2048,9600.88041847119,"ISL"
2049,9884.97084256792,"ISL"
2050,10177.4675133364,"ISL"
2021,103851.5,"ISR"
2022,109203.688597106,"ISR"
2023,114831.712620556,"ISR"
2024,120749.787784361,"ISR"
2025,126972.862436942,"ISR"
2026,133516.655318864,"ISR"
2027,140397.695266494,"ISR"
2028,147633.36296186,"ISR"
2029,155241.934834167,"ISR"
2030,163242.629223869,"ISR"
2031,171655.654925891,"ISR"
2032,180502.262234627,"ISR"
2033,189804.796619628,"ISR"
2034,199586.75516759,"ISR"
2035,209872.845933167,"ISR"
2036,220689.050348565,"ISR"
2037,232062.688849518,"ISR"
2038,244022.489883439,"ISR"
2039,256598.662474028,"ISR"
2040,269822.972525651,"ISR"
2041,283728.823060203,"ISR"
2042,298351.338589138,"ISR"
2043,313727.453833772,"ISR"
2044,329896.007017965,"ISR"
2045,346897.837968816,"ISR"
2046,364775.891273173,"ISR"
2047,383575.324750508,"ISR"
2048,403343.623516159,"ISR"
2049,424130.719923034,"ISR"
2050,445989.119684756,"ISR"
2021,990781.5,"ITA"
2022,962693.962274688,"ITA"
2023,935402.674555529,"ITA"
2024,908885.064053177,"ITA"
2025,883119.197891399,"ITA"
2026,858083.764966257,"ITA"
2027,833758.058319567,"ITA"
2028,810121.958012049,"ITA"
2029,787155.914482,"ITA"
2030,764840.932375738,"ITA"
2031,743158.554836426,"ITA"
2032,722090.848238295,"ITA"
2033,701620.387353634,"ITA"
2034,681730.24094028,"ITA"
2035,662403.957737681,"ITA"
2036,643625.552859962,"ITA"
2037,625379.494574731,"ITA"
2038,607650.691456683,"ITA"
2039,590424.479905396,"ITA"
2040,573686.612016977,"ITA"
2041,557423.243799531,"ITA"
2042,541620.923722718,"ITA"
2043,526266.581591905,"ITA"
2044,511347.517737732,"ITA"
2045,496851.392512137,"ITA"
2046,482766.216082159,"ITA"
2047,469080.338513074,"ITA"
2048,455782.440132667,"ITA"
2049,442861.522168655,"ITA"
2050,430306.897651543,"ITA"
2021,6893.551,"JAM"
2022,6986.18228846381,"JAM"
2023,7080.0582990748,"JAM"
2024,7175.19575764183,"JAM"
2025,7271.61161472483,"JAM"
2026,7369.32304865495,"JAM"
2027,7468.34746859511,"JAM"
2028,7568.70251764188,"JAM"
2029,7670.40607596884,"JAM"
2030,7773.47626401237,"JAM"
2031,7877.93144570005,"JAM"
2032,7983.79023172263,"JAM"
2033,8091.07148284984,"JAM"
2034,8199.7943132908,"JAM"
2035,8309.97809409961,"JAM"
2036,8421.64245662663,"JAM"
2037,8534.8072960162,"JAM"
2038,8649.49277475136,"JAM"
2039,8765.71932624618,"JAM"
2040,8883.50765848631,"JAM"
2041,9002.87875771858,"JAM"
2042,9123.85389219004,"JAM"
2043,9246.45461593737,"JAM"
2044,9370.70277262706,"JAM"
2045,9496.62049944736,"JAM"
2046,9624.2302310524,"JAM"
2047,9753.55470355934,"JAM"
2048,9884.6169585993,"JAM"
2049,10017.4403474226,"JAM"
2050,10152.0485350593,"JAM"
2021,13249.04,"JOR"
2022,13555.0533577596,"JOR"
2023,13868.134712531,"JOR"
2024,14188.4473139907,"JOR"
2025,14516.1581823971,"JOR"
2026,14851.4381956784,"JOR"
2027,15194.4621785345,"JOR"
2028,15545.4089935947,"JOR"
2029,15904.4616346824,"JOR"
2030,16271.8073222333,"JOR"
2031,16647.6376009172,"JOR"
2032,17032.1484395155,"JOR"
2033,17425.5403331046,"JOR"
2034,17828.0184075997,"JOR"
2035,18239.792526714,"JOR"
2036,18661.0774013872,"JOR"
2037,19092.0927017418,"JOR"
2038,19533.0631716263,"JOR"
2039,19984.2187458023,"JOR"
2040,20445.7946698396,"JOR"
2041,20918.0316227797,"JOR"
2042,21401.1758426333,"JOR"
2043,21895.4792547755,"JOR"
2044,22401.1996033072,"JOR"
2045,22918.6005854503,"JOR"
2046,23447.9519890467,"JOR"
2047,23989.5298332343,"JOR"
2048,24543.6165123706,"JOR"
2049,25110.5009432815,"JOR"
2050,25690.478715911,"JOR"
2021,2129007,"JPN"
2022,1992279.827062,"JPN"
2023,1864333.42366567,"JPN"
2024,1744603.87912606,"JPN"
2025,1632563.49772309,"JPN"
2026,1527718.47293668,"JPN"
2027,1429606.71104496,"JPN"
2028,1337795.79449354,"JPN"
2029,1251881.07605934,"JPN"
2030,1171483.89540931,"JPN"
2031,1096249.9101938,"JPN"
2032,1025847.53431888,"JPN"
2033,959966.476514537,"JPN"
2034,898316.372757673,"JPN"
2035,840625.506522343,"JPN"
2036,786639.611216984,"JPN"
2037,736120.749530409,"JPN"
2038,688846.264747457,"JPN"
2039,644607.799412292,"JPN"
2040,603210.377014229,"JPN"
2041,564471.542648714,"JPN"
2042,528220.558865986,"JPN"
2043,494297.653163244,"JPN"
2044,462553.313803673,"JPN"
2045,432847.630858769,"JPN"
2046,405049.679569631,"JPN"
2047,379036.943309487,"JPN"
2048,354694.773604189,"JPN"
2049,331915.88483079,"JPN"
2050,310599.881367143,"JPN"
2021,54671.19,"KAZ"
2022,53873.1157027485,"KAZ"
2023,53086.6914644025,"KAZ"
2024,52311.7472207549,"KAZ"
2025,51548.1153901472,"KAZ"
2026,50795.6308372294,"KAZ"
2027,50054.1308372501,"KAZ"
2028,49323.4550408668,"KAZ"
2029,48603.4454394706,"KAZ"
2030,47893.9463310168,"KAZ"
2031,47194.8042863544,"KAZ"
2032,46505.8681160468,"KAZ"
2033,45826.9888376776,"KAZ"
2034,45158.0196436326,"KAZ"
2035,44498.8158693529,"KAZ"
2036,43849.2349620513,"KAZ"
2037,43209.1364498851,"KAZ"
2038,42578.3819115792,"KAZ"
2039,41956.8349464923,"KAZ"
2040,41344.3611451205,"KAZ"
2041,40740.8280600311,"KAZ"
2042,40146.1051772211,"KAZ"
2043,39560.0638878931,"KAZ"
2044,38982.577460644,"KAZ"
2045,38413.5210140594,"KAZ"
2046,37852.7714897075,"KAZ"
2047,37300.2076255283,"KAZ"
2048,36755.7099296106,"KAZ"
2049,36219.1606543515,"KAZ"
2050,35690.4437709937,"KAZ"
2021,43653.03,"KEN"
2022,46923.4467298958,"KEN"
2023,50438.8779659365,"KEN"
2024,54217.6798116955,"KEN"
2025,58279.5835813147,"KEN"
2026,62645.7988281301,"KEN"
2027,67339.1240920397,"KEN"
2028,72384.0659438913,"KEN"
2029,77806.9669484901,"KEN"
2030,83636.1432143939,"KEN"
2031,89902.0322487247,"KEN"
2032,96637.3518890305,"KEN"
2033,103877.271142075,"KEN"
2034,111659.593821599,"KEN"
2035,120024.955943942,"KEN"
2036,129017.037912229,"KEN"
2037,138682.792597064,"KEN"
2038,149072.69050468,"KEN"
2039,160240.983312696,"KEN"
2040,172245.987149561,"KEN"
2041,185150.387096858,"KEN"
2042,199021.564504434,"KEN"
2043,213931.948827477,"KEN"
2044,229959.39582267,"KEN"
2045,247187.594078214,"KEN"
2046,265706.502000437,"KEN"
2047,285612.81753877,"KEN"
2048,307010.483101767,"KEN"
2049,330011.228300655,"KEN"
2050,354735.153354378,"KEN"
2021,7825.118,"KGZ"
2022,7878.30399912347,"KGZ"
2023,7931.85149445733,"KGZ"
2024,7985.76294302995,"KGZ"
2025,8040.04081856976,"KGZ"
2026,8094.68761161865,"KGZ"
2027,8149.70582964633,"KGZ"
2028,8205.09799716536,"KGZ"
2029,8260.86665584696,"KGZ"
2030,8317.01436463768,"KGZ"
2031,8373.54369987678,"KGZ"
2032,8430.45725541448,"KGZ"
2033,8487.75764273093,"KGZ"
2034,8545.4474910561,"KGZ"
2035,8603.52944749037,"KGZ"
2036,8662.00617712601,"KGZ"
2037,8720.88036316949,"KGZ"
2038,8780.15470706455,"KGZ"
2039,8839.83192861622,"KGZ"
2040,8899.91476611554,"KGZ"
2041,8960.40597646529,"KGZ"
2042,9021.30833530643,"KGZ"
2043,9082.62463714549,"KGZ"
2044,9144.35769548276,"KGZ"
2045,9206.51034294146,"KGZ"
2046,9269.08543139762,"KGZ"
2047,9332.08583211103,"KGZ"
2048,9395.51443585693,"KGZ"
2049,9459.37415305864,"KGZ"
2050,9523.66791392119,"KGZ"
2021,11843.3,"KHM"
2022,14249.5339505433,"KHM"
2023,17144.6486880925,"KHM"
2024,20627.9713889804,"KHM"
2025,24819.0097893418,"KHM"
2026,29861.5523217424,"KHM"
2027,35928.6012871914,"KHM"
2028,43228.3083124946,"KHM"
2029,52011.1157298594,"KHM"
2030,62578.3488890991,"KHM"
2031,75292.5541921729,"KHM"
2032,90589.9375329923,"KHM"
2033,108995.329887276,"KHM"
2034,131140.193500072,"KHM"
2035,157784.286437065,"KHM"
2036,189841.728778904,"KHM"
2037,228412.364751786,"KHM"
2038,274819.496783367,"KHM"
2039,330655.286084606,"KHM"
2040,397835.377385459,"KHM"
2041,478664.621919675,"KHM"
2042,575916.153518731,"KHM"
2043,692926.53080066,"KHM"
2044,833710.209643949,"KHM"
2045,1003097.27333058,"KHM"
2046,1206899.14567911,"KHM"
2047,1452107.9725445,"KHM"
2048,1747136.51217375,"KHM"
2049,2102106.76470694,"KHM"
2050,2529197.2432817,"KHM"
2021,41.58888,"KIR"
2022,95.8626549057943,"KIR"
2023,220.964079955686,"KIR"
2024,509.323726519402,"KIR"
2025,1173.99469835837,"KIR"
2026,2706.06586736553,"KIR"
2027,6237.5004663653,"KIR"
2028,14377.4815451127,"KIR"
2029,33140.1940079552,"KIR"
2030,76388.3754911333,"KIR"
2031,176075.731746581,"KIR"
2032,405855.774661585,"KIR"
2033,935500.356535385,"KIR"
2034,2156334.76647602,"KIR"
2035,4970366.49171743,"KIR"
2036,11456729.0042634,"KIR"
2037,26407839.2802333,"KIR"
2038,60870251.4645426,"KIR"
2039,140306348.960933,"KIR"
2040,323407100.925389,"KIR"
2041,745455595.58454,"KIR"
2042,1718280283.26596,"KIR"
2043,3960647890.16091,"KIR"
2044,9129320671.72422,"KIR"
2045,21043147040.2144,"KIR"
2046,48504598893.9342,"KIR"
2047,111803434598.7,"KIR"
2048,257707686963.865,"KIR"
2049,594017993799.964,"KIR"
2050,1369215567898.88,"KIR"
2021,783618.5,"KOR"
2022,800564.260719712,"KOR"
2023,817876.473745449,"KOR"
2024,835563.063613315,"KOR"
2025,853632.12622761,"KOR"
2026,872091.932566679,"KOR"
2027,890950.932468884,"KOR"
2028,910217.758500456,"KOR"
2029,929901.22990699,"KOR"
2030,950010.356650386,"KOR"
2031,970554.343533091,"KOR"
2032,991542.594411533,"KOR"
2033,1012984.71650066,"KOR"
2034,1034890.52477158,"KOR"
2035,1057270.04644428,"KOR"
2036,1080133.52557751,"KOR"
2037,1103491.42775794,"KOR"
2038,1127354.44489069,"KOR"
2039,1151733.50009347,"KOR"
2040,1176639.75269656,"KOR"
2041,1202084.60335093,"KOR"
2042,1228079.69924674,"KOR"
2043,1254636.93944484,"KOR"
2044,1281768.48032339,"KOR"
2045,1309486.74114244,"KOR"
2046,1337804.40972866,"KOR"
2047,1366734.44828319,"KOR"
2048,1396290.0993149,"KOR"
2049,1426484.89170213,"KOR"
2050,1457332.64688538,"KOR"
2021,33559.54,"KWT"
2022,34504.4432774321,"KWT"
2023,35475.9512760165,"KWT"
2024,36474.8130789712,"KWT"
2025,37501.7988607204,"KWT"
2026,38557.7004807394,"KWT"
2027,39643.3320941196,"KWT"
2028,40759.5307793239,"KWT"
2029,41907.1571836184,"KWT"
2030,43087.0961866757,"KWT"
2031,44300.2575828635,"KWT"
2032,45547.5767827433,"KWT"
2033,46830.0155343205,"KWT"
2034,48148.5626646022,"KWT"
2035,49504.2348420345,"KWT"
2036,50898.0773604065,"KWT"
2037,52331.1649448263,"KWT"
2038,53804.60258039,"KWT"
2039,55319.5263641827,"KWT"
2040,56877.1043812684,"KWT"
2041,58478.5376053443,"KWT"
2042,60125.0608247546,"KWT"
2043,61817.9435945754,"KWT"
2044,63558.491215509,"KWT"
2045,65348.0457403378,"KWT"
2046,67187.9870087171,"KWT"
2047,69079.7337111035,"KWT"
2048,71024.7444826384,"KWT"
2049,73024.5190278324,"KWT"
2050,75080.5992769151,"KWT"
2021,2286.5,"LAO"
2022,2394.27889249165,"LAO"
2023,2507.13816533175,"LAO"
2024,2625.31729272427,"LAO"
2025,2749.06703698362,"LAO"
2026,2878.64998062298,"LAO"
2027,3014.34108352377,"LAO"
2028,3156.42826636841,"LAO"
2029,3305.21302157441,"LAO"
2030,3461.01105302609,"LAO"
2031,3624.15294596137,"LAO"
2032,3794.98486843505,"LAO"
2033,3973.86930584703,"LAO"
2034,4161.18583009403,"LAO"
2035,4357.33190497681,"LAO"
2036,4562.72372957202,"LAO"
2037,4777.79712135799,"LAO"
2038,5003.00844096865,"LAO"
2039,5238.83556053741,"LAO"
2040,5485.77887768615,"LAO"
2041,5744.36237731051,"LAO"
2042,6015.1347434147,"LAO"
2043,6298.67052335491,"LAO"
2044,6595.57134696173,"LAO"
2045,6906.46720312844,"LAO"
2046,7232.01777657392,"LAO"
2047,7572.91384761659,"LAO"
2048,7929.87875792964,"LAO"
2049,8303.66994538765,"LAO"
2050,8695.08055126129,"LAO"
2021,15571.19,"LBN"
2022,15555.4480905871,"LBN"
2023,15539.7220956747,"LBN"
2024,15524.0119991739,"LBN"
2025,15508.317785012,"LBN"
2026,15492.6394371325,"LBN"
2027,15476.9769394951,"LBN"
2028,15461.3302760758,"LBN"
2029,15445.6994308668,"LBN"
2030,15430.0843878766,"LBN"
2031,15414.4851311295,"LBN"
2032,15398.9016446663,"LBN"
2033,15383.3339125437,"LBN"
2034,15367.7819188348,"LBN"
2035,15352.2456476286,"LBN"
2036,15336.7250830301,"LBN"
2037,15321.2202091607,"LBN"
2038,15305.7310101574,"LBN"
2039,15290.2574701736,"LBN"
2040,15274.7995733785,"LBN"
2041,15259.3573039576,"LBN"
2042,15243.930646112,"LBN"
2043,15228.5195840591,"LBN"
2044,15213.124102032,"LBN"
2045,15197.74418428,"LBN"
2046,15182.379815068,"LBN"
2047,15167.0309786771,"LBN"
2048,15151.6976594042,"LBN"
2049,15136.379841562,"LBN"
2050,15121.0775094791,"LBN"
2021,14624.7,"LBY"
2022,15496.6517881551,"LBY"
2023,16420.5909620936,"LBY"
2024,17399.6171063537,"LBY"
2025,18437.014608463,"LBY"
2026,19536.2636772364,"LBY"
2027,20701.0520180048,"LBY"
2028,21935.287203943,"LBY"
2029,23243.1097849992,"LBY"
2030,24628.9071784032,"LBY"
2031,26097.328387352,"LBY"
2032,27653.2995972518,"LBY"
2033,29302.040701836,"LBY"
2034,31049.0828146012,"LBY"
2035,32900.2868243085,"LBY"
2036,34861.8630567968,"LBY"
2037,36940.3921090707,"LBY"
2038,39142.8469255561,"LBY"
2039,41476.6161905817,"LBY"
2040,43949.5291155647,"LBY"
2041,46569.8817040547,"LBY"
2042,49346.4645827476,"LBY"
2043,52288.5924918369,"LBY"
2044,55406.1355336339,"LBY"
2045,58709.5522842896,"LBY"
2046,62209.9248796981,"LBY"
2047,65918.9961932871,"LBY"
2048,69849.2092304177,"LBY"
2049,74013.7488715509,"LBY"
2050,78426.5861042195,"LBY"
2021,25828.2,"LKA"
2022,25831.1278744207,"LKA"
2023,25834.0560807441,"LKA"
2024,25836.9846190078,"LKA"
2025,25839.9134892494,"LKA"
2026,25842.8426915066,"LKA"
2027,25845.772225817,"LKA"
2028,25848.7020922182,"LKA"
2029,25851.6322907479,"LKA"
2030,25854.5628214437,"LKA"
2031,25857.4936843433,"LKA"
2032,25860.4248794844,"LKA"
2033,25863.3564069045,"LKA"
2034,25866.2882666415,"LKA"
2035,25869.2204587329,"LKA"
2036,25872.1529832164,"LKA"
2037,25875.0858401297,"LKA"
2038,25878.0190295105,"LKA"
2039,25880.9525513965,"LKA"
2040,25883.8864058253,"LKA"
2041,25886.8205928348,"LKA"
2042,25889.7551124624,"LKA"
2043,25892.6899647461,"LKA"
2044,25895.6251497234,"LKA"
2045,25898.5606674321,"LKA"
2046,25901.49651791,"LKA"
2047,25904.4327011946,"LKA"
2048,25907.3692173239,"LKA"
2049,25910.3060663354,"LKA"
2050,25913.243248267,"LKA"
2021,313.4948,"LSO"
2022,305.638893804864,"LSO"
2023,297.979849765485,"LSO"
2024,290.512734687983,"LSO"
2025,283.232739000011,"LSO"
2026,276.135173652913,"LSO"
2027,269.215467101496,"LSO"
2028,262.469162359506,"LSO"
2029,255.891914128874,"LSO"
2030,249.479486000911,"LSO"
2031,243.227747727631,"LSO"
2032,237.132672561464,"LSO"
2033,231.190334661617,"LSO"
2034,225.396906565445,"LSO"
2035,219.748656723176,"LSO"
2036,214.241947094422,"LSO"
2037,208.87323080491,"LSO"
2038,203.639049861946,"LSO"
2039,198.536032927112,"LSO"
2040,193.560893144794,"LSO"
2041,188.710426025109,"LSO"
2042,183.981507379895,"LSO"
2043,179.371091310422,"LSO"
2044,174.876208245523,"LSO"
2045,170.493963028894,"LSO"
2046,166.221533054324,"LSO"
2047,162.056166447648,"LSO"
2048,157.995180294269,"LSO"
2049,154.03595891109,"LSO"
2050,150.175952161749,"LSO"
2021,31930.09,"LTU"
2022,33674.717130624,"LTU"
2023,35514.6688852911,"LTU"
2024,37455.1537029789,"LTU"
2025,39501.6646063904,"LTU"
2026,41659.9947513139,"LTU"
2027,43936.2538255851,"LTU"
2028,46336.8853440712,"LTU"
2029,48868.684888635,"LTU"
2030,51538.8193447117,"LTU"
2031,54354.8471889525,"LTU"
2032,57324.7398853642,"LTU"
2033,60456.9044505117,"LTU"
2034,63760.2072516597,"LTU"
2035,67243.9991052203,"LTU"
2036,70918.1417465541,"LTU"
2037,74793.0357460535,"LTU"
2038,78879.6499505327,"LTU"
2039,83189.5525332634,"LTU"
2040,87734.9437405542,"LTU"
2041,92528.6904275677,"LTU"
2042,97584.3624811399,"LTU"
2043,102916.271232705,"LTU"
2044,108539.50997006,"LTU"
2045,114469.996662656,"LTU"
2046,120724.51902135,"LTU"
2047,127320.782020176,"LTU"
2048,134277.458014659,"LTU"
2049,141614.239598538,"LTU"
2050,149351.895348531,"LTU"
2021,10893.82,"LUX"
2022,10325.8644238172,"LUX"
2023,9787.51953851393,"LUX"
2024,9277.24157367726,"LUX"
2025,8793.56724425335,"LUX"
2026,8335.10955439689,"LUX"
2027,7900.55382008935,"LUX"
2028,7488.65389912022,"LUX"
2029,7098.2286176204,"LUX"
2030,6728.15838290037,"LUX"
2031,6377.38197287989,"LUX"
2032,6044.89349290273,"LUX"
2033,5729.73949120955,"LUX"
2034,5431.01622479729,"LUX"
2035,5147.86706782455,"LUX"
2036,4879.48005513123,"LUX"
2037,4625.08555382824,"LUX"
2038,4383.95405628016,"LUX"
2039,4155.39408815204,"LUX"
2040,3938.7502255214,"LUX"
2041,3733.40121536921,"LUX"
2042,3538.7581940602,"LUX"
2043,3354.26299870365,"LUX"
2044,3179.38656655245,"LUX"
2045,3013.62741785033,"LUX"
2046,2856.51021777676,"LUX"
2047,2707.58441336569,"LUX"
2048,2566.42294148928,"LUX"
2049,2432.62100420169,"LUX"
2050,2305.79490793099,"LUX"
2021,27297.86,"LVA"
2022,27937.5934347261,"LVA"
2023,28592.3192119841,"LVA"
2024,29262.3886817619,"LVA"
2025,29948.1614280385,"LVA"
2026,30650.00546175,"LVA"
2027,31368.2974182778,"LVA"
2028,32103.4227595648,"LVA"
2029,32855.775980969,"LVA"
2030,33625.7608229639,"LVA"
2031,34413.7904878004,"LVA"
2032,35220.2878612467,"LVA"
2033,36045.6857395243,"LVA"
2034,36890.4270615622,"LVA"
2035,37754.9651466944,"LVA"
2036,38639.7639379278,"LVA"
2037,39545.2982509112,"LVA"
2038,40472.0540287387,"LVA"
2039,41420.5286027246,"LVA"
2040,42391.23095929,"LVA"
2041,43384.6820131036,"LVA"
2042,44401.4148866235,"LVA"
2043,45441.9751961906,"LVA"
2044,46506.9213448263,"LVA"
2045,47596.8248218924,"LVA"
2046,48712.270509773,"LVA"
2047,49853.8569977441,"LVA"
2048,51022.1969031986,"LVA"
2049,52217.9172003998,"LVA"
2050,53441.6595569383,"LVA"
2021,5479.068,"MAC"
2022,5412.2825443344,"MAC"
2023,5346.311149945,"MAC"
2024,5281.14389407609,"MAC"
2025,5216.77097492242,"MAC"
2026,5153.18271015489,"MAC"
2027,5090.36953546427,"MAC"
2028,5028.32200312259,"MAC"
2029,4967.03078056213,"MAC"
2030,4906.4866489717,"MAC"
2031,4846.68050191006,"MAC"
2032,4787.60334393617,"MAC"
2033,4729.24628925627,"MAC"
2034,4671.60056038726,"MAC"
2035,4614.65748683659,"MAC"
2036,4558.40850379804,"MAC"
2037,4502.84515086355,"MAC"
2038,4447.95907075064,"MAC"
2039,4393.74200804545,"MAC"
2040,4340.18580796098,"MAC"
2041,4287.28241511058,"MAC"
2042,4235.02387229632,"MAC"
2043,4183.40231931212,"MAC"
2044,4132.40999176156,"MAC"
2045,4082.03921988998,"MAC"
2046,4032.2824274309,"MAC"
2047,3983.13213046646,"MAC"
2048,3934.58093630178,"MAC"
2049,3886.62154235301,"MAC"
2050,3839.24673504896,"MAC"
2021,57118.27,"MAR"
2022,62430.2398311748,"MAR"
2023,68236.2201337331,"MAR"
2024,74582.1536282838,"MAR"
2025,81518.2556849023,"MAR"
2026,89099.4116773403,"MAR"
2027,97385.6112909746,"MAR"
2028,106442.423221171,"MAR"
2029,116341.514018354,"MAR"
2030,127161.2151854,"MAR"
2031,138987.143014804,"MAR"
2032,151912.876070371,"MAR"
2033,166040.695674375,"MAR"
2034,181482.395259631,"MAR"
2035,198360.164990901,"MAR"
2036,216807.558655635,"MAR"
2037,236970.550475054,"MAR"
2038,259008.69019813,"MAR"
2039,283096.365618701,"MAR"
2040,309424.182506044,"MAR"
2041,338200.47286827,"MAR"
2042,369652.943483456,"MAR"
2043,404030.477743319,"MAR"
2044,441605.105067425,"MAR"
2045,482674.153471918,"MAR"
2046,527562.602326036,"MAR"
2047,576625.653913767,"MAR"
2048,630251.544149437,"MAR"
2049,688864.614688393,"MAR"
2050,752928.670742412,"MAR"
2021,18413.38,"MDA"
2022,19613.6925803936,"MDA"
2023,20892.2499094782,"MDA"
2024,22254.1525258948,"MDA"
2025,23704.8334569802,"MDA"
2026,25250.0798926997,"MDA"
2027,26896.0562724383,"MDA"
2028,28649.32887675,"MDA"
2029,30516.8920221691,"MDA"
2030,32506.1959635814,"MDA"
2031,34625.1766154675,"MDA"
2032,36882.2872105834,"MDA"
2033,39286.5320223753,"MDA"
2034,41847.5022856563,"MDA"
2035,44575.4144588436,"MDA"
2036,47481.1509803953,"MDA"
2037,50576.3036820359,"MDA"
2038,53873.2200319594,"MDA"
2039,57385.052392486,"MDA"
2040,61125.8104886773,"MDA"
2041,65110.4172972217,"MDA"
2042,69354.7685785471,"MDA"
2043,73875.7962896527,"MDA"
2044,78691.5361306305,"MDA"
2045,83821.1994943417,"MDA"
2046,89285.2501062739,"MDA"
2047,95105.4856603194,"MDA"
2048,101305.124776143,"MDA"
2049,107908.899625038,"MDA"
2050,114943.154593782,"MDA"
2021,5775.981,"MDG"
2022,6347.71100249982,"MDG"
2023,6976.03315718269,"MDG"
2024,7666.54918457178,"MDG"
2025,8425.41528618468,"MDG"
2026,9259.39702930889,"MDG"
2027,10175.9296644948,"MDG"
2028,11183.1844135183,"MDG"
2029,12290.1413187949,"MDG"
2030,13506.6693037238,"MDG"
2031,14843.6141577291,"MDG"
2032,16312.895230417,"MDG"
2033,17927.6116969126,"MDG"
2034,19702.15934177,"MDG"
2035,21652.3589026276,"MDG"
2036,23795.5971178375,"MDG"
2037,26150.9817355615,"MDG"
2038,28739.5118662952,"MDG"
2039,31584.2651975753,"MDG"
2040,34710.603739957,"MDG"
2041,38146.3999385622,"MDG"
2042,41922.2851660643,"MDG"
2043,46071.9228125164,"MDG"
2044,50632.3084067161,"MDG"
2045,55644.0994448001,"MDG"
2046,61151.9778666085,"MDG"
2047,67205.0484114294,"MDG"
2048,73857.2764046078,"MDG"
2049,81167.9688780484,"MDG"
2050,89202.3033139739,"MDG"
2021,972.9795,"MDV"
2022,985.447786765187,"MDV"
2023,998.075848916042,"MDV"
2024,1010.86573390097,"MDV"
2025,1023.81951540549,"MDV"
2026,1036.93929368846,"MDV"
2027,1050.22719592257,"MDV"
2028,1063.68537653929,"MDV"
2029,1077.3160175781,"MDV"
2030,1091.12132904036,"MDV"
2031,1105.10354924756,"MDV"
2032,1119.26494520425,"MDV"
2033,1133.60781296562,"MDV"
2034,1148.13447800976,"MDV"
2035,1162.84729561468,"MDV"
2036,1177.74865124021,"MDV"
2037,1192.84096091474,"MDV"
2038,1208.12667162699,"MDV"
2039,1223.60826172268,"MDV"
2040,1239.28824130644,"MDV"
2041,1255.16915264869,"MDV"
2042,1271.25357059793,"MDV"
2043,1287.54410299814,"MDV"
2044,1304.04339111161,"MDV"
2045,1320.75411004724,"MDV"
2046,1337.67896919419,"MDV"
2047,1354.82071266121,"MDV"
2048,1372.18211972156,"MDV"
2049,1389.7660052636,"MDV"
2050,1407.5752202472,"MDV"
2021,464580.9,"MEX"
2022,454242.999773233,"MEX"
2023,444135.139526798,"MEX"
2024,434252.200388255,"MEX"
2025,424589.177390822,"MEX"
2026,415141.176938734,"MEX"
2027,405903.414329003,"MEX"
2028,396871.211328326,"MEX"
2029,388039.993803911,"MEX"
2030,379405.289407023,"MEX"
2031,370962.725308073,"MEX"
2032,362708.025982112,"MEX"
2033,354637.011043593,"MEX"
2034,346745.593129323,"MEX"
2035,339029.775828521,"MEX"
2036,331485.651658934,"MEX"
2037,324109.400087991,"MEX"
