,Nation,Year,Oil and oil products (PJ),Gas (PJ),Coal and coal products (PJ),Biofuels and waste (PJ),Heat (PJ),Electricity (PJ),Other sources (PJ),Total final energy use (PJ),Pseudo Total (PJ),frac_scoe_heat_energy_commercial_municipal_coal,frac_scoe_heat_energy_commercial_municipal_diesel,frac_scoe_heat_energy_commercial_municipal_electricity,frac_scoe_heat_energy_commercial_municipal_gasoline,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,frac_scoe_heat_energy_commercial_municipal_hydrogen,frac_scoe_heat_energy_commercial_municipal_kerosene,frac_scoe_heat_energy_commercial_municipal_natural_gas,frac_scoe_heat_energy_commercial_municipal_solid_biomass,gdp_mmm_usd,gdp_class
423,Sweden,2011,14.86,3.57,0.0,2.21,55.78,91.2,0.0,167.61,85.54,0.0,0.13897591769932194,0.1066167874678513,0.017371989712415242,0.0,0.0,0.017371989712415242,0.693827449146598,0.025835866261398173,338.91680546,1
424,Sweden,2012,12.29,4.01,0.0,2.8,59.33,92.77,0.0,171.2,87.707,0.0,0.11210051649241225,0.10577262932263103,0.014012564561551531,0.0,0.0,0.014012564561551531,0.7221772492503449,0.03192447581150877,351.90471942,1
425,Sweden,2013,11.15,3.45,0.0,2.39,64.24,90.37,0.0,171.61,90.267,0.0,0.09881795118924967,0.10011410593018491,0.012352243898656209,0.0,0.0,0.012352243898656209,0.7498864479820976,0.026477007101155463,364.89263338,1
426,Sweden,2014,10.74,4.27,0.0,2.68,59.16,88.07,0.0,164.92,85.65700000000001,0.0,0.10030703853742251,0.10281704939467877,0.012538379817177814,0.0,0.0,0.012538379817177814,0.740511575236116,0.03128757719742695,377.88054734,1
427,Sweden,2015,10.15,4.01,0.0,2.89,59.7,90.83,0.0,167.57,85.83300000000001,0.0,0.09460230913518111,0.10582177018163176,0.011825288641897639,0.0,0.0,0.011825288641897639,0.742255309729358,0.03367003367003367,390.8684613,1
428,Sweden,2016,9.77,4.0,0.0,4.26,60.31,92.52,0.0,170.87,87.59200000000001,0.0,0.08923189332359117,0.10562608457393369,0.011153986665448897,0.0,0.0,0.011153986665448897,0.7341994702712575,0.04863457850031965,396.91543954,1
429,Sweden,2017,9.35,4.01,0.0,4.66,60.17,92.69,0.0,170.88,87.459,0.0,0.08552578922695206,0.10598108828136613,0.010690723653369007,0.0,0.0,0.010690723653369007,0.7338295658537144,0.05328210933122949,402.96241778,1
430,Sweden,2018,9.7,3.13,0.0,5.08,59.84,93.43,0.0,171.17,87.093,0.0,0.08910015730311276,0.10727613011378642,0.011137519662889095,0.0,0.0,0.011137519662889095,0.7230202197650788,0.05832845349224392,409.00939602,1
431,Sweden,2019,9.38,4.42,0.0,3.79,57.11,92.26,0.0,166.95,83.926,0.0,0.08941210113671569,0.10993017658413365,0.011176512642089461,0.0,0.0,0.011176512642089461,0.7331458665967638,0.04515883039820794,415.05637426,1
432,Switzerland,2011,37.55,22.56,0.04,7.33,3.66,62.65,2.7,136.49,80.105,0.0004993446101991137,0.37500780225953434,0.07820984957243618,0.04687597528244179,0.033705761188440174,0.0,0.04687597528244179,0.327320391985519,0.09150489981898757,310.99009646,1
433,Switzerland,2012,40.36,25.89,0.04,8.56,3.72,63.11,2.93,144.61,87.811,0.00045552379542426345,0.3676988076664655,0.07187026682306316,0.04596235095830819,0.0333671180148273,0.0,0.04596235095830819,0.337201489562811,0.09748209222079238,319.13915632,1
434,Switzerland,2013,42.67,27.9,0.04,9.87,4.33,63.54,3.1,151.45,94.26400000000001,0.00042434015106509375,0.36213188491895104,0.06740643299669014,0.04526648561486888,0.03288636170754477,0.0,0.04526648561486888,0.34191207672069923,0.10470593227531187,327.28821618,1
435,Switzerland,2014,32.92,22.62,0.03,8.29,3.62,61.63,2.97,132.08,76.613,0.00039157845274300705,0.3437536710479945,0.08044326680850508,0.04296920888099931,0.038766266821557704,0.0,0.04296920888099931,0.3425006199992169,0.10820617910798427,335.43727604,1
436,Switzerland,2015,35.03,25.52,0.03,9.24,3.97,62.55,3.17,139.51,83.215,0.00036051192693624943,0.3367662080153818,0.07516673676620801,0.04209577600192273,0.03809409361293036,0.0,0.04209577600192273,0.3543832241783332,0.11103767349636484,343.5863359,1
437,Switzerland,2016,35.85,27.06,0.02,10.1,5.12,62.01,3.34,143.5,87.691,0.00022807357653579043,0.32705750875232353,0.07071421240492183,0.04088218859404044,0.038088287281477,0.0,0.04088218859404044,0.36697038464608683,0.11517715615057417,347.63291066,1
438,Switzerland,2017,34.06,26.46,0.02,10.24,5.22,62.06,3.43,141.49,85.636,0.000233546639263861,0.3181839413330843,0.07246952216357608,0.03977299266663554,0.04005324863375216,0.0,0.03977299266663554,0.36993787659395583,0.11957587930309684,351.67948542,1
439,Switzerland,2018,30.67,24.58,0.02,9.8,4.96,61.9,3.4,135.33,79.61999999999999,0.0002511931675458428,0.30816377794523997,0.07774428535543834,0.038520472243154996,0.04270283848279327,0.0,0.038520472243154996,0.3710123084652098,0.12308465209746297,355.72606018,1
440,Switzerland,2019,30.21,25.81,0.02,10.09,5.59,60.66,3.59,135.97,81.376,0.0002457727093983484,0.2969917420369642,0.07454286276051907,0.03712396775462053,0.04411620133700354,0.0,0.03712396775462053,0.385863153755407,0.12399233189146676,359.77263494,1
441,Turkey,2011,0.0,85.45,156.21,0.0,0.0,172.96,0.0,414.62,258.956,0.6032298923369221,0.0,0.06679126955930738,0.0,0.0,0.0,0.0,0.3299788381037705,0.0,867.52579412,2
442,Turkey,2012,0.0,93.86,184.76,0.0,0.0,182.15,0.0,460.76,296.835,0.6224333383866458,0.0,0.06136405747300689,0.0,0.0,0.0,0.0,0.31620260414034734,0.0,904.62940184,2
443,Turkey,2013,0.0,104.54,145.1,0.0,0.0,194.66,0.0,444.3,269.106,0.5391927344615133,0.0,0.07233580819454044,0.0,0.0,0.0,0.0,0.3884714573439463,0.0,941.73300956,2
444,Turkey,2014,0.0,103.87,151.19,0.0,0.0,206.39,0.0,461.44,275.699,0.5483879158067312,0.0,0.07486062698812836,0.0,0.0,0.0,0.0,0.37675145720514036,0.0,978.83661728,2
445,Turkey,2015,26.27,108.95,159.28,0.0,0.0,215.76,0.0,510.26,316.076,0.503929434692922,0.06649033776686619,0.06826206355433503,0.008311292220858274,0.0,0.0,0.008311292220858274,0.34469557954416025,0.0,1015.940225,2
446,Turkey,2016,28.11,106.81,155.07,0.0,0.0,229.47,0.0,519.46,312.937,0.4955310493805462,0.07186110942458067,0.07332785832292123,0.008982638678072584,0.0,0.0,0.008982638678072584,0.34131470551580667,0.0,1046.8505268,2
447,Turkey,2017,38.09,116.76,159.3,0.0,1.44,252.71,19.87,588.18,360.731,0.4416032999659026,0.084472917492536,0.07005497171022175,0.010559114686567,0.055082596172771406,0.0,0.010559114686567,0.32766798528543434,0.0,1077.7608286,2
448,Turkey,2018,33.37,137.99,87.08,0.0,1.48,258.83,19.87,538.62,305.673,0.28487959355258724,0.08733515881350332,0.08467545383465337,0.010916894851687915,0.06500410569464755,0.0,0.010916894851687915,0.45627189840123267,0.0,1108.6711304,2
449,Turkey,2019,33.64,159.1,124.11,0.0,1.72,267.36,19.87,605.8,365.17600000000004,0.339863517865358,0.07369597125769492,0.07321401187372664,0.009211996407211865,0.054412119087782325,0.0,0.009211996407211865,0.44039038710101425,0.0,1139.5814322,2
450,Ukraine,2011,5.07,17.7,7.0,1.77,93.3,89.93,0.0,214.76,133.833,0.05230399079449762,0.030306426666068906,0.06719568417355959,0.0037883033332586132,0.0,0.0,0.0037883033332586132,0.8293918540270337,0.01322543767232297,289.33120116,2
451,Ukraine,2012,3.25,19.37,5.48,1.15,97.5,82.87,0.0,209.62,135.037,0.0405814702637055,0.01925398224190407,0.061368365707176555,0.0024067477802380086,0.0,0.0,0.0024067477802380086,0.865466501773588,0.008516184453149877,297.85894912,2
452,Ukraine,2013,3.71,24.05,5.38,1.06,117.6,89.68,0.0,241.48,160.768,0.03346437101910828,0.018461385350318472,0.055782245222929946,0.002307673168789809,0.0,0.0,0.002307673168789809,0.8810833001592357,0.006593351910828026,306.38669708,2
453,Ukraine,2014,4.47,35.1,3.03,1.17,67.17,84.38,0.0,195.31,119.378,0.025381561091658428,0.029955268139858268,0.0706830404262092,0.0037444085174822834,0.0,0.0,0.0037444085174822834,0.8566905124897386,0.009800800817571077,314.91444504,2
454,Ukraine,2015,3.82,10.33,2.76,1.95,65.34,78.61,0.0,162.8,92.061,0.029980121875712838,0.03319538132325306,0.08538903553078937,0.004149422665406632,0.0,0.0,0.004149422665406632,0.8219550080924604,0.02118160784697103,323.442193,2
455,Ukraine,2016,4.35,24.75,6.58,4.58,78.83,76.5,0.0,195.6,126.74,0.051917311030456055,0.02745778759665457,0.06035979169954238,0.0034322234495818213,0.0,0.0,0.0034322234495818213,0.8172636894429541,0.03613697333122929,324.0710333,2
456,Ukraine,2017,5.68,25.21,4.3,1.44,67.99,76.96,0.0,181.58,112.316,0.03828483920367534,0.04045728124220948,0.06852095872360127,0.005057160155276185,0.0,0.0,0.005057160155276185,0.8298016311122189,0.01282096940774244,324.6998736,2
457,Ukraine,2018,4.73,36.25,21.23,1.66,62.44,72.48,0.0,198.8,133.558,0.15895715719013465,0.02833226014166131,0.05426855748064512,0.0035415325177076636,0.0,0.0,0.0035415325177076636,0.7389299031132542,0.012429057038889472,325.3287139,2
458,Ukraine,2019,5.95,34.21,16.27,1.31,62.91,81.17,0.0,201.81,128.767,0.12635224863513167,0.03696599283978039,0.06303633694968432,0.004620749104972548,0.0,0.0,0.004620749104972548,0.7542305093696366,0.010173413995821912,325.9575542,2
459,United Kingdom,2011,36.35,265.16,0.92,4.04,16.11,344.58,0.0,667.18,357.03800000000007,0.0025767565357188867,0.08144791310728829,0.09651073555195804,0.010180989138411036,0.0,0.0,0.010180989138411036,0.787787294349621,0.011315322178591632,2104.3376058,1
460,United Kingdom,2012,33.53,280.76,0.52,4.23,16.65,348.49,0.0,684.18,370.539,0.0014033610497140652,0.07239183999525017,0.09404947927208743,0.009048979999406272,0.0,0.0,0.009048979999406272,0.8026415572989617,0.011415802385174032,2158.1112476,1
461,United Kingdom,2013,32.54,290.07,0.87,5.65,16.78,351.55,0.0,697.45,381.06499999999994,0.002283075065933634,0.06831380473147627,0.09225460223321483,0.008539225591434534,0.0,0.0,0.008539225591434534,0.8052431999790064,0.014826866807500037,2211.8848894,1
462,United Kingdom,2014,41.8,243.52,0.88,5.51,19.93,336.08,0.0,647.73,345.248,0.0025488923903976275,0.09685791083510983,0.09734451756418575,0.01210723885438873,0.0,0.0,0.01210723885438873,0.7630746593752896,0.01595954212623969,2265.6585312,1
463,United Kingdom,2015,46.73,262.02,0.93,4.54,12.46,338.92,0.0,665.6,360.572,0.002579235215158138,0.10367970890695895,0.09399509667972,0.012959963613369868,0.0,0.0,0.012959963613369868,0.7612349267275328,0.012591105243890264,2319.432173,1
464,United Kingdom,2016,92.0,269.08,0.96,4.38,13.06,337.29,0.0,716.78,413.209,0.0023232795026245797,0.1781180952012178,0.08162697327502548,0.022264761900152225,0.0,0.0,0.022264761900152225,0.6828021654901031,0.010599962730724645,2335.2887104,1
465,United Kingdom,2017,91.73,264.26,0.9,8.59,12.27,334.05,0.0,711.8,411.155,0.0021889555033989616,0.17848256740158822,0.08124673176782479,0.022310320925198527,0.0,0.0,0.022310320925198527,0.6725687392832387,0.02089236419355231,2351.1452478,1
466,United Kingdom,2018,92.36,265.84,0.85,8.94,12.85,331.95,0.0,712.79,414.035,0.0020529665366454523,0.1784583428937167,0.08017438139287741,0.022307292861714588,0.0,0.0,0.022307292861714588,0.673107345997319,0.021592377456012172,2367.0017852,1
467,United Kingdom,2019,89.15,267.02,0.66,9.24,12.56,324.32,0.0,702.94,411.062,0.0016055972091801238,0.17350180751322186,0.07889807376989359,0.021687725939152733,0.0,0.0,0.021687725939152733,0.6801407087008772,0.02247836092852173,2382.8583226,1
468,United States,2011,418.17,3058.13,54.41,117.85,58.35,4780.82,78.3,8566.03,4263.292,0.012762438040837923,0.07846893902646125,0.11213916381988377,0.009808617378307656,0.01836608892846185,0.0,0.009808617378307656,0.7310031778259617,0.027642957601778154,13439.815588,1
469,United States,2012,359.13,2819.07,37.75,116.06,57.43,4910.3,80.55,8380.28,3961.02,0.009530373489656704,0.07253283245224716,0.12396554422850681,0.009066604056530895,0.02033567111501583,0.0,0.009066604056530895,0.7262018369005964,0.029300533700915423,13791.621576,1
470,United States,2013,367.17,3200.61,32.17,126.61,51.56,4963.71,82.56,8824.39,4357.051,0.007383434345845389,0.06741624093911226,0.11392361484866714,0.008427030117389033,0.01894859619499519,0.0,0.008427030117389033,0.7464154080363071,0.02905864540029483,14143.427564,1
471,United States,2014,359.64,3397.04,35.72,136.62,49.15,5024.35,84.62,9087.13,4565.224999999999,0.007824367911767766,0.06302252353388936,0.11005700704784542,0.00787781544173617,0.018535778630845143,0.0,0.00787781544173617,0.7548784561549541,0.02992623583722599,14495.233552,1
472,United States,2015,345.13,3134.61,28.14,131.78,47.95,5052.65,86.56,8826.83,4279.4349999999995,0.006575634400335559,0.06451879745807566,0.11806815619351621,0.008064849682259458,0.02022696921439396,0.0,0.008064849682259458,0.7436869586756196,0.030793784693540157,14847.03954,1
473,United States,2016,351.84,3057.92,22.52,134.89,58.25,5067.35,72.14,8764.9,4204.295,0.005356427177445921,0.06694867986190312,0.12052793631274686,0.00836858498273789,0.017158643720290797,0.0,0.00836858498273789,0.7411872858588657,0.032083857103271766,15106.351184,1
474,United States,2017,331.14,3115.61,19.72,141.43,51.5,4917.35,70.56,8647.31,4221.695000000001,0.0046711095898685235,0.06275015130178754,0.116478097067647,0.007843768912723443,0.0167136659564464,0.0,0.007843768912723443,0.7501986761241634,0.03350076213464023,15365.662828,1
475,United States,2018,339.4,3426.34,17.81,131.02,54.63,5023.72,74.6,9067.51,4546.1720000000005,0.003917581648912535,0.05972497301026005,0.11050439798582193,0.007465621626282506,0.016409409938735266,0.0,0.007465621626282506,0.7656925430889988,0.028819851074706367,15624.974472,1
476,United States,2019,319.85,3465.47,15.82,131.52,53.01,4962.23,75.53,9023.43,4557.423000000001,0.0034712599642385614,0.05614576483245026,0.10888236619686166,0.007018220604056283,0.01657296239563455,0.0,0.007018220604056283,0.7720327913384383,0.028858414064263947,15884.286116,1
477,Uruguay,2011,0.99,0.39,0.0,0.97,0.0,9.94,0.0,12.28,3.3440000000000003,0.0,0.23684210526315788,0.29724880382775115,0.029605263157894735,0.0,0.0,0.029605263157894735,0.1166267942583732,0.2900717703349282,44.21469831,2
478,Uruguay,2012,1.0,0.34,0.0,1.01,0.0,10.48,0.0,12.83,3.3979999999999997,0.0,0.23543260741612718,0.3084167157151266,0.029429075927015897,0.0,0.0,0.029429075927015897,0.10005885815185404,0.2972336668628605,46.06766559,2
479,Uruguay,2013,1.0,0.45,0.0,0.93,0.0,10.63,0.0,13.01,3.4430000000000005,0.0,0.2323555039209991,0.3087423758350276,0.029044437990124888,0.0,0.0,0.029044437990124888,0.130699970955562,0.2701132733081615,47.92063287,2
480,Uruguay,2014,0.88,0.43,0.0,0.93,0.0,10.53,0.0,12.77,3.2930000000000006,0.0,0.21378682052839354,0.31976920740965675,0.026723352566049192,0.0,0.0,0.026723352566049192,0.13058001822046764,0.2824172487093835,49.77360015,2
481,Uruguay,2015,0.82,0.45,0.0,0.93,0.0,10.31,0.0,12.51,3.2310000000000008,0.0,0.20303311668214172,0.31909625502940264,0.025379139585267715,0.0,0.0,0.025379139585267715,0.13927576601671307,0.287836583101207,51.62656743,2
482,Uruguay,2016,0.92,0.46,0.0,0.93,0.0,10.76,0.0,13.07,3.3860000000000006,0.0,0.2173656231541642,0.3177790903721205,0.027170702894270524,0.0,0.0,0.027170702894270524,0.1358535144713526,0.27466036621382156,52.159028868,2
483,Uruguay,2017,0.78,0.48,0.0,0.94,0.0,10.53,0.0,12.73,3.253,0.0,0.19182293267752845,0.3237011988933292,0.023977866584691056,0.0,0.0,0.023977866584691056,0.14755610205963723,0.2889640332001229,52.691490306,2
484,Uruguay,2018,0.79,0.51,0.0,0.94,0.0,11.12,0.0,13.36,3.352,0.0,0.1885441527446301,0.3317422434367542,0.023568019093078763,0.0,0.0,0.023568019093078763,0.15214797136038188,0.28042959427207637,53.223951744,2
485,Uruguay,2019,0.93,0.42,0.0,0.94,0.0,10.55,0.0,12.85,3.345,0.0,0.22242152466367715,0.31539611360239167,0.027802690582959644,0.0,0.0,0.027802690582959644,0.12556053811659193,0.28101644245142,53.756413182,2
