,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_mmm_gdp_other_product_manufacturing
0,Afghanistan,AFG,2021,0.0
1,Afghanistan,AFG,2022,0.0
2,Afghanistan,AFG,2023,0.0
3,Afghanistan,AFG,2024,0.0
4,Afghanistan,AFG,2025,0.0
5,Afghanistan,AFG,2026,0.0
6,Afghanistan,AFG,2027,0.0
7,Afghanistan,AFG,2028,0.0
8,Afghanistan,AFG,2029,0.0
9,Afghanistan,AFG,2030,0.0
10,Afghanistan,AFG,2031,0.0
11,Afghanistan,AFG,2032,0.0
12,Afghanistan,AFG,2033,0.0
13,Afghanistan,AFG,2034,0.0
14,Afghanistan,AFG,2035,0.0
15,Afghanistan,AFG,2036,0.0
16,Afghanistan,AFG,2037,0.0
17,Afghanistan,AFG,2038,0.0
18,Afghanistan,AFG,2039,0.0
19,Afghanistan,AFG,2040,0.0
20,Afghanistan,AFG,2041,0.0
21,Afghanistan,AFG,2042,0.0
22,Afghanistan,AFG,2043,0.0
23,Afghanistan,AFG,2044,0.0
24,Afghanistan,AFG,2045,0.0
25,Afghanistan,AFG,2046,0.0
26,Afghanistan,AFG,2047,0.0
27,Afghanistan,AFG,2048,0.0
28,Afghanistan,AFG,2049,0.0
29,Afghanistan,AFG,2050,0.0
30,Albania,ALB,2021,345.0586283139811
31,Albania,ALB,2022,333.6440279799155
32,Albania,ALB,2023,322.9604396283238
33,Albania,ALB,2024,312.9398190704997
34,Albania,ALB,2025,303.5223129138836
35,Albania,ALB,2026,294.78821349859277
36,Albania,ALB,2027,286.54271569136597
37,Albania,ALB,2028,278.74593518226436
38,Albania,ALB,2029,271.3622136549971
39,Albania,ALB,2030,264.35957351732924
40,Albania,ALB,2031,257.5815197575172
41,Albania,ALB,2032,251.14234934069424
42,Albania,ALB,2033,245.01726730557732
43,Albania,ALB,2034,239.18383998739282
44,Albania,ALB,2035,233.62172046309402
45,Albania,ALB,2036,227.9866201069764
46,Albania,ALB,2037,222.61696134550002
47,Albania,ALB,2038,217.49442029908585
48,Albania,ALB,2039,212.60232172309603
49,Albania,ALB,2040,207.92545767299617
50,Albania,ALB,2041,203.28238536028053
51,Albania,ALB,2042,198.84214759228848
52,Albania,ALB,2043,194.59173711551185
53,Albania,ALB,2044,190.51923556255653
54,Albania,ALB,2045,186.61370184447668
55,Albania,ALB,2046,182.9524920252847
56,Albania,ALB,2047,179.43217789457782
57,Albania,ALB,2048,176.04477978346995
58,Albania,ALB,2049,172.78290943272378
59,Albania,ALB,2050,169.6397161993864
60,Algeria,DZA,2021,1095.1936918170336
61,Algeria,DZA,2022,1110.1333177577321
62,Algeria,DZA,2023,1124.7822222856607
63,Algeria,DZA,2024,1139.1488096780358
64,Algeria,DZA,2025,1153.241163365397
65,Algeria,DZA,2026,1146.0332914574906
66,Algeria,DZA,2027,1139.3114239854588
67,Algeria,DZA,2028,1133.0280094188997
68,Algeria,DZA,2029,1127.1415036685628
69,Algeria,DZA,2030,1121.615450441748
70,Algeria,DZA,2031,1120.768913920259
71,Algeria,DZA,2032,1119.9628680609078
72,Algeria,DZA,2033,1119.194475655489
73,Algeria,DZA,2034,1118.4611585192974
74,Algeria,DZA,2035,1117.7605685912122
75,Algeria,DZA,2036,1119.068424138976
76,Algeria,DZA,2037,1120.3258428761562
77,Algeria,DZA,2038,1121.5356872154412
78,Algeria,DZA,2039,1122.7006069923505
79,Algeria,DZA,2040,1123.8230588393587
80,Algeria,DZA,2041,1122.321908060327
81,Algeria,DZA,2042,1120.88332301252
82,Algeria,DZA,2043,1119.5034720741896
83,Algeria,DZA,2044,1118.1788302369814
84,Algeria,DZA,2045,1116.9061490377576
85,Algeria,DZA,2046,1111.4451619226152
86,Algeria,DZA,2047,1106.240424904354
87,Algeria,DZA,2048,1101.2743151181328
88,Algeria,DZA,2049,1096.5307894344526
89,Algeria,DZA,2050,1091.9952113273014
90,Angola,AGO,2021,1118.8996678775768
91,Angola,AGO,2022,1135.0622428557697
92,Angola,AGO,2023,1150.4071542202223
93,Angola,AGO,2024,1164.9949195051954
94,Angola,AGO,2025,1178.8802279421843
95,Angola,AGO,2026,1207.978216004112
96,Angola,AGO,2027,1236.4619536249743
97,Angola,AGO,2028,1264.3506876412443
98,Angola,AGO,2029,1291.662869097581
99,Angola,AGO,2030,1318.4161939552162
100,Angola,AGO,2031,1355.7758334034884
101,Angola,AGO,2032,1392.9079414469873
102,Angola,AGO,2033,1429.8145903769891
103,Angola,AGO,2034,1466.4978273958004
104,Angola,AGO,2035,1502.9596749953364
105,Angola,AGO,2036,1536.4360278458412
106,Angola,AGO,2037,1569.3442795095377
107,Angola,AGO,2038,1601.698769519976
108,Angola,AGO,2039,1633.513358841934
109,Angola,AGO,2040,1664.8014496709907
110,Angola,AGO,2041,1684.000641139511
111,Angola,AGO,2042,1702.4849373956167
112,Angola,AGO,2043,1720.2935380555787
113,Angola,AGO,2044,1737.4628282839049
114,Angola,AGO,2045,1754.026626929268
115,Angola,AGO,2046,1754.3412224232875
116,Angola,AGO,2047,1754.6375951820005
117,Angola,AGO,2048,1754.9172839498208
118,Angola,AGO,2049,1755.1816589699738
119,Angola,AGO,2050,1755.4319444346875
120,Argentina,ARG,2021,640.2930198922028
121,Argentina,ARG,2022,633.4389160380116
122,Argentina,ARG,2023,626.7299993844437
123,Argentina,ARG,2024,620.1617051320335
124,Argentina,ARG,2025,613.7296578577684
125,Argentina,ARG,2026,592.231183064103
126,Argentina,ARG,2027,572.1878844337623
127,Argentina,ARG,2028,553.4568528731621
128,Argentina,ARG,2029,535.9132990995398
129,Argentina,ARG,2030,519.4477700538348
130,Argentina,ARG,2031,503.34777904810994
131,Argentina,ARG,2032,488.2158051987694
132,Argentina,ARG,2033,473.9670929668691
133,Argentina,ARG,2034,460.5265006846348
134,Argentina,ARG,2035,447.8271750108863
135,Argentina,ARG,2036,435.7704891291472
136,Argentina,ARG,2037,424.34597883264735
137,Argentina,ARG,2038,413.50519346904014
138,Argentina,ARG,2039,403.2045101350379
139,Argentina,ARG,2040,393.4045469795653
140,Argentina,ARG,2041,384.1651273414206
141,Argentina,ARG,2042,375.349739266281
142,Argentina,ARG,2043,366.9298469669711
143,Argentina,ARG,2044,358.87941895300736
144,Argentina,ARG,2045,351.17465920765494
145,Argentina,ARG,2046,343.6030409993808
146,Argentina,ARG,2047,336.351032531477
147,Argentina,ARG,2048,329.39881525596684
148,Argentina,ARG,2049,322.72817600264597
149,Argentina,ARG,2050,316.32234765344555
150,Armenia,ARM,2021,345.57604322894707
151,Armenia,ARM,2022,331.9808299424385
152,Armenia,ARM,2023,319.4148183025139
153,Armenia,ARM,2024,307.76539987708236
154,Armenia,ARM,2025,296.9358160009338
155,Armenia,ARM,2026,287.83699400624346
156,Armenia,ARM,2027,279.2792124783008
157,Armenia,ARM,2028,271.21560716886944
158,Armenia,ARM,2029,263.604574372556
159,Armenia,ARM,2030,256.4090529508644
160,Armenia,ARM,2031,249.3900249292937
161,Armenia,ARM,2032,242.7450402077822
162,Armenia,ARM,2033,236.44497567518818
163,Armenia,ARM,2034,230.46365511594968
164,Armenia,ARM,2035,224.77748567016775
165,Armenia,ARM,2036,219.42517886504703
166,Armenia,ARM,2037,214.32183754873168
167,Armenia,ARM,2038,209.45048540305504
168,Armenia,ARM,2039,204.79565523746615
169,Armenia,ARM,2040,200.34322494049266
170,Armenia,ARM,2041,196.4520765046262
171,Armenia,ARM,2042,192.70919925249478
172,Armenia,ARM,2043,189.10627687796276
173,Armenia,ARM,2044,185.63560359257832
174,Armenia,ARM,2045,182.2900291110088
175,Armenia,ARM,2046,179.4872745239736
176,Armenia,ARM,2047,176.76940096923153
177,Armenia,ARM,2048,174.13261004840462
178,Armenia,ARM,2049,171.57332666828083
179,Armenia,ARM,2050,169.08818286856092
180,Aruba,ABW,2021,8919.825706982774
181,Aruba,ABW,2022,8859.113366096397
182,Aruba,ABW,2023,8799.25809838212
183,Aruba,ABW,2024,8740.24188215496
184,Aruba,ABW,2025,8682.0471974694
185,Aruba,ABW,2026,8936.036956371658
186,Aruba,ABW,2027,9205.959085786095
187,Aruba,ABW,2028,9493.361244904727
188,Aruba,ABW,2029,9799.998252040654
189,Aruba,ABW,2030,10127.867945797767
190,Aruba,ABW,2031,10464.032312852478
191,Aruba,ABW,2032,10824.075271293677
192,Aruba,ABW,2033,11210.634743865328
193,Aruba,ABW,2034,11626.752065084955
194,Aruba,ABW,2035,12075.95216284677
195,Aruba,ABW,2036,12525.767053793257
196,Aruba,ABW,2037,13011.383266036652
197,Aruba,ABW,2038,13537.25215073659
198,Aruba,ABW,2039,14108.594909438096
199,Aruba,ABW,2040,14731.576544859145
200,Aruba,ABW,2041,15351.187141712848
201,Aruba,ABW,2042,16026.46544639193
202,Aruba,ABW,2043,16765.26634774974
203,Aruba,ABW,2044,17576.995472014616
204,Aruba,ABW,2045,18473.011740802584
205,Aruba,ABW,2046,19347.986322911755
206,Aruba,ABW,2047,20311.54670451037
207,Aruba,ABW,2048,21377.863374796245
208,Aruba,ABW,2049,22564.299401860735
209,Aruba,ABW,2050,23892.363197554543
210,Australia,AUS,2021,615.2342266490168
211,Australia,AUS,2022,602.5218462491473
212,Australia,AUS,2023,590.324173990438
213,Australia,AUS,2024,578.61057033229
214,Australia,AUS,2025,567.352780298317
215,Australia,AUS,2026,554.4357834329727
216,Australia,AUS,2027,542.0938597993755
217,Australia,AUS,2028,530.2894417065868
218,Australia,AUS,2029,518.9881639631043
219,Australia,AUS,2030,508.1585297469149
220,Australia,AUS,2031,497.7104321913172
221,Australia,AUS,2032,487.6833193928912
222,Australia,AUS,2033,478.0522497552063
223,Australia,AUS,2034,468.79421377354237
224,Australia,AUS,2035,459.8879505032144
225,Australia,AUS,2036,450.8341704289568
226,Australia,AUS,2037,442.1299900097867
227,Australia,AUS,2038,433.75554379725963
228,Australia,AUS,2039,425.69244346161037
229,Australia,AUS,2040,417.9236430061771
230,Australia,AUS,2041,409.9005868723109
231,Australia,AUS,2042,402.17977245017585
232,Australia,AUS,2043,394.7444365746684
233,Australia,AUS,2044,387.57903322097434
234,Australia,AUS,2045,380.6691250063407
235,Australia,AUS,2046,374.0127764310014
236,Australia,AUS,2047,367.5852120662471
237,Australia,AUS,2048,361.37483593960997
238,Australia,AUS,2049,355.37082271747244
239,Australia,AUS,2050,349.56305473293554
240,Austria,AUT,2021,700.0323984645293
241,Austria,AUT,2022,689.8583746860359
242,Austria,AUT,2023,679.975845764822
243,Austria,AUT,2024,670.3724612451291
244,Austria,AUT,2025,661.0365586627767
245,Austria,AUT,2026,651.9607545719356
246,Austria,AUT,2027,643.130790505764
247,Austria,AUT,2028,634.536811186989
248,Austria,AUT,2029,626.1694811654362
249,Austria,AUT,2030,618.0199509905541
250,Austria,AUT,2031,609.3955407144824
251,Austria,AUT,2032,601.0085233113306
252,Austria,AUT,2033,592.849230242563
253,Austria,AUT,2034,584.9085109775713
254,Austria,AUT,2035,577.1776987607819
255,Austria,AUT,2036,568.5915469333827
256,Austria,AUT,2037,560.257107474813
257,Austria,AUT,2038,552.1634714562928
258,Austria,AUT,2039,544.3003513463034
259,Austria,AUT,2040,536.6580373865763
260,Austria,AUT,2041,528.7334431354363
261,Austria,AUT,2042,521.039481263652
262,Austria,AUT,2043,513.566227911723
263,Austria,AUT,2044,506.3043205198973
264,Austria,AUT,2045,499.2449186971564
265,Austria,AUT,2046,492.5613654492471
266,Austria,AUT,2047,486.05439796985917
267,Austria,AUT,2048,479.7171091616439
268,Austria,AUT,2049,473.5429475162835
269,Austria,AUT,2050,467.52569452235747
270,Azerbaijan,AZE,2021,264.17528276553037
271,Azerbaijan,AZE,2022,260.8463865611859
272,Azerbaijan,AZE,2023,257.60034177233695
273,Azerbaijan,AZE,2024,254.434093339009
274,Azerbaijan,AZE,2025,251.344734580341
275,Azerbaijan,AZE,2026,248.33925114250357
276,Azerbaijan,AZE,2027,245.4047952096984
277,Azerbaijan,AZE,2028,242.53887833513213
278,Azerbaijan,AZE,2029,239.73912697371054
279,Azerbaijan,AZE,2030,237.0032759258717
280,Azerbaijan,AZE,2031,236.3368945587866
281,Azerbaijan,AZE,2032,235.67425000969888
282,Azerbaijan,AZE,2033,235.01531093447065
283,Azerbaijan,AZE,2034,234.36004633853616
284,Azerbaijan,AZE,2035,233.70842557204216
285,Azerbaijan,AZE,2036,232.56282116823425
286,Azerbaijan,AZE,2037,231.42839314875465
287,Azerbaijan,AZE,2038,230.3049787542608
288,Azerbaijan,AZE,2039,229.1924183704503
289,Azerbaijan,AZE,2040,228.09055545246053
290,Azerbaijan,AZE,2041,226.24005273642703
291,Azerbaijan,AZE,2042,224.41933469938323
292,Azerbaijan,AZE,2043,222.62768798538346
293,Azerbaijan,AZE,2044,220.86442183830164
294,Azerbaijan,AZE,2045,219.12886721388313
295,Azerbaijan,AZE,2046,216.954149548724
296,Azerbaijan,AZE,2047,214.8221731425982
297,Azerbaijan,AZE,2048,212.7316902210686
298,Azerbaijan,AZE,2049,210.68150111110816
299,Azerbaijan,AZE,2050,208.67045194535245
300,"Bahamas, The",BHS,2021,3603.359280564267
301,"Bahamas, The",BHS,2022,3552.017624078037
302,"Bahamas, The",BHS,2023,3502.3580048034673
303,"Bahamas, The",BHS,2024,3454.2990954846305
304,"Bahamas, The",BHS,2025,3407.7647286521524
305,"Bahamas, The",BHS,2026,3353.9058053373133
306,"Bahamas, The",BHS,2027,3301.996370349696
307,"Bahamas, The",BHS,2028,3251.932459147642
308,"Bahamas, The",BHS,2029,3203.6173705268416
309,"Bahamas, The",BHS,2030,3156.9610432052073
310,"Bahamas, The",BHS,2031,3112.4556420098556
311,"Bahamas, The",BHS,2032,3069.404922481666
312,"Bahamas, The",BHS,2033,3027.738710937
313,"Bahamas, The",BHS,2034,2987.3912758239476
314,"Bahamas, The",BHS,2035,2948.3009817036814
315,"Bahamas, The",BHS,2036,2909.301135427718
316,"Bahamas, The",BHS,2037,2871.506776051688
317,"Bahamas, The",BHS,2038,2834.862861771156
318,"Bahamas, The",BHS,2039,2799.3176514469933
319,"Bahamas, The",BHS,2040,2764.8224608479463
320,"Bahamas, The",BHS,2041,2729.3857895128217
321,"Bahamas, The",BHS,2042,2695.0159510527033
322,"Bahamas, The",BHS,2043,2661.665483849326
323,"Bahamas, The",BHS,2044,2629.2897004627275
324,"Bahamas, The",BHS,2045,2597.84648785866
325,"Bahamas, The",BHS,2046,2568.26536892015
326,"Bahamas, The",BHS,2047,2539.48441611309
327,"Bahamas, The",BHS,2048,2511.4715960734825
328,"Bahamas, The",BHS,2049,2484.1965627927448
329,"Bahamas, The",BHS,2050,2457.63054796009
330,Bahrain,BHR,2021,1485.6639742826576
331,Bahrain,BHR,2022,1469.8557629545198
332,Bahrain,BHR,2023,1454.7296818457803
333,Bahrain,BHR,2024,1440.242512149887
334,Bahrain,BHR,2025,1426.3546105901107
335,Bahrain,BHR,2026,1388.397975230136
336,Bahrain,BHR,2027,1353.5484405863815
337,Bahrain,BHR,2028,1321.4394907331941
338,Bahrain,BHR,2029,1291.7600748342684
339,Bahrain,BHR,2030,1264.2444976522584
340,Bahrain,BHR,2031,1235.019417548044
341,Bahrain,BHR,2032,1207.994154910216
342,Bahrain,BHR,2033,1182.9293429456968
343,Bahrain,BHR,2034,1159.6191273494667
344,Bahrain,BHR,2035,1137.8854997560939
345,Bahrain,BHR,2036,1116.2296425495424
346,Bahrain,BHR,2037,1096.017623549572
347,Bahrain,BHR,2038,1077.1097057641387
348,Bahrain,BHR,2039,1059.3836206226954
349,Bahrain,BHR,2040,1042.7319210550224
350,Bahrain,BHR,2041,1026.9663439524033
351,Bahrain,BHR,2042,1012.1028930213673
352,Bahrain,BHR,2043,998.0662908043139
353,Bahrain,BHR,2044,984.789408508584
354,Bahrain,BHR,2045,972.2121924588982
355,Bahrain,BHR,2046,960.0064304905785
356,Bahrain,BHR,2047,948.413146674437
357,Bahrain,BHR,2048,937.3873686492719
358,Bahrain,BHR,2049,926.888421771573
359,Bahrain,BHR,2050,916.8794277131192
360,Bangladesh,BGD,2021,0.0
361,Bangladesh,BGD,2022,0.0
362,Bangladesh,BGD,2023,0.0
363,Bangladesh,BGD,2024,0.0
364,Bangladesh,BGD,2025,0.0
365,Bangladesh,BGD,2026,47.59752891375793
366,Bangladesh,BGD,2027,105.87100729101375
367,Bangladesh,BGD,2028,158.03398501481266
368,Bangladesh,BGD,2029,204.99969359242812
369,Bangladesh,BGD,2030,247.50802011204803
370,Bangladesh,BGD,2031,289.1749083190403
371,Bangladesh,BGD,2032,326.8318784427142
372,Bangladesh,BGD,2033,361.0312122405835
373,Bangladesh,BGD,2034,392.2282230178393
374,Bangladesh,BGD,2035,420.8016426425809
375,Bangladesh,BGD,2036,447.822203496515
376,Bangladesh,BGD,2037,472.39077917870645
377,Bangladesh,BGD,2038,494.82664216049835
378,Bangladesh,BGD,2039,515.3959408047958
379,Bangladesh,BGD,2040,534.3223073243101
380,Bangladesh,BGD,2041,551.2816676946359
381,Bangladesh,BGD,2042,566.8085799072978
382,Bangladesh,BGD,2043,581.0771746449437
383,Bangladesh,BGD,2044,594.2344582130951
384,Bangladesh,BGD,2045,606.4053960388505
385,Bangladesh,BGD,2046,616.5168793564696
386,Bangladesh,BGD,2047,625.8345972280608
387,Bangladesh,BGD,2048,634.44848707788
388,Bangladesh,BGD,2049,642.4353936954176
389,Bangladesh,BGD,2050,649.8613680232139
390,Barbados,BRB,2021,5479.395687292341
391,Barbados,BRB,2022,5401.469490515245
392,Barbados,BRB,2023,5325.9446978337055
393,Barbados,BRB,2024,5252.711989754943
394,Barbados,BRB,2025,5181.66858302713
395,Barbados,BRB,2026,5145.333194766438
396,Barbados,BRB,2027,5109.5759110277
397,Barbados,BRB,2028,5074.383044031658
398,Barbados,BRB,2029,5039.741334729381
399,Barbados,BRB,2030,5005.6379361467725
400,Barbados,BRB,2031,4972.651117799167
401,Barbados,BRB,2032,4940.162217517213
402,Barbados,BRB,2033,4908.160046045554
403,Barbados,BRB,2034,4876.633746897307
404,Barbados,BRB,2035,4845.572784074699
405,Barbados,BRB,2036,4814.258238047041
406,Barbados,BRB,2037,4783.410123223352
407,Barbados,BRB,2038,4753.018095379973
408,Barbados,BRB,2039,4723.07211392575
409,Barbados,BRB,2040,4693.562430842573
410,Barbados,BRB,2041,4662.388673108198
411,Barbados,BRB,2042,4631.692565119713
412,Barbados,BRB,2043,4601.463212391811
413,Barbados,BRB,2044,4571.690049255409
414,Barbados,BRB,2045,4542.362826545182
415,Barbados,BRB,2046,4515.322182425436
416,Barbados,BRB,2047,4488.656764962389
417,Barbados,BRB,2048,4462.358817781392
418,Barbados,BRB,2049,4436.420796822666
419,Barbados,BRB,2050,4410.835363126067
420,Belarus,BLR,2021,792.3896572856735
421,Belarus,BLR,2022,784.8483895248404
422,Belarus,BLR,2023,777.4493108397388
423,Belarus,BLR,2024,770.1884373685006
424,Belarus,BLR,2025,763.0619326989404
425,Belarus,BLR,2026,743.0068516677675
426,Belarus,BLR,2027,723.9789639375066
427,Belarus,BLR,2028,705.9013229420898
428,Belarus,BLR,2029,688.7044802625609
429,Belarus,BLR,2030,672.325594016071
430,Belarus,BLR,2031,657.1341579616302
431,Belarus,BLR,2032,642.6140644901432
432,Belarus,BLR,2033,628.7217735345216
433,Belarus,BLR,2034,615.417430422496
434,Belarus,BLR,2035,602.6644840248813
435,Belarus,BLR,2036,591.4101412765531
436,Belarus,BLR,2037,580.5684271207134
437,Belarus,BLR,2038,570.1170571864038
438,Belarus,BLR,2039,560.035323376123
439,Belarus,BLR,2040,550.3039569164763
440,Belarus,BLR,2041,542.2806018045296
441,Belarus,BLR,2042,534.487843426311
442,Belarus,BLR,2043,526.9158813546835
443,Belarus,BLR,2044,519.5554627660172
444,Belarus,BLR,2045,512.3978447200893
445,Belarus,BLR,2046,506.66022043171085
446,Belarus,BLR,2047,501.0496684417705
447,Belarus,BLR,2048,495.56201354191006
448,Belarus,BLR,2049,490.1932614549808
449,Belarus,BLR,2050,484.9395891393437
450,Belgium,BEL,2021,807.9328912657444
451,Belgium,BEL,2022,796.2027157996882
452,Belgium,BEL,2023,784.8082807666203
453,Belgium,BEL,2024,773.7353752228253
454,Belgium,BEL,2025,762.9705790785004
455,Belgium,BEL,2026,749.3641630882225
456,Belgium,BEL,2027,736.2345434936043
457,Belgium,BEL,2028,723.5570899746039
458,Belgium,BEL,2029,711.308839962471
459,Belgium,BEL,2030,699.4683598324168
460,Belgium,BEL,2031,686.1969869961766
461,Belgium,BEL,2032,673.4198460061083
462,Belgium,BEL,2033,661.1098334127674
463,Belgium,BEL,2034,649.2417919780335
464,Belgium,BEL,2035,637.792339066818
465,Belgium,BEL,2036,625.7639543498937
466,Belgium,BEL,2037,614.1808679548078
467,Belgium,BEL,2038,603.0188014495428
468,Belgium,BEL,2039,592.2552098347809
469,Belgium,BEL,2040,581.8691295522389
470,Belgium,BEL,2041,571.5908920719139
471,Belgium,BEL,2042,561.6694649789471
472,Belgium,BEL,2043,552.086585195528
473,Belgium,BEL,2044,542.8252151119303
474,Belgium,BEL,2045,533.8694414949048
475,Belgium,BEL,2046,525.1411677426826
476,Belgium,BEL,2047,516.6937015226447
477,Belgium,BEL,2048,508.51370608813966
478,Belgium,BEL,2049,500.58867608892473
479,Belgium,BEL,2050,492.90687378004264
480,Belize,BLZ,2021,13543.837840210432
481,Belize,BLZ,2022,13337.945730030777
482,Belize,BLZ,2023,13138.436187782798
483,Belize,BLZ,2024,12945.016958022909
484,Belize,BLZ,2025,12757.413360085993
485,Belize,BLZ,2026,12380.560514197005
486,Belize,BLZ,2027,12026.034946368045
487,Belize,BLZ,2028,11691.909519357743
488,Belize,BLZ,2029,11376.472676443216
489,Belize,BLZ,2030,11078.199116457623
490,Belize,BLZ,2031,10750.794544649025
491,Belize,BLZ,2032,10442.889004094155
492,Belize,BLZ,2033,10152.790928974877
493,Belize,BLZ,2034,9878.998915203661
494,Belize,BLZ,2035,9620.175728995673
495,Belize,BLZ,2036,9334.94267183744
496,Belize,BLZ,2037,9066.839282067696
497,Belize,BLZ,2038,8814.367460922072
498,Belize,BLZ,2039,8576.198852342332
499,Belize,BLZ,2040,8351.151464250184
500,Belize,BLZ,2041,8107.950065315198
501,Belize,BLZ,2042,7879.187959953575
502,Belize,BLZ,2043,7663.6162922736485
503,Belize,BLZ,2044,7460.126188904954
504,Belize,BLZ,2045,7267.72968055934
505,Belize,BLZ,2046,7063.584405758633
506,Belize,BLZ,2047,6871.221315876919
507,Belize,BLZ,2048,6689.649012020218
508,Belize,BLZ,2049,6517.98428760239
509,Belize,BLZ,2050,6355.43776140238
510,Benin,BEN,2021,1988.2071773929051
511,Benin,BEN,2022,1944.6127269820404
512,Benin,BEN,2023,1906.146300763916
513,Benin,BEN,2024,1871.9533436680326
514,Benin,BEN,2025,1841.3591838958803
515,Benin,BEN,2026,1812.0425217632098
516,Benin,BEN,2027,1785.919940572983
517,Benin,BEN,2028,1762.4964096976375
518,Benin,BEN,2029,1741.3741689958463
519,Benin,BEN,2030,1722.229956165484
520,Benin,BEN,2031,1694.5457075287975
521,Benin,BEN,2032,1669.8513255382866
522,Benin,BEN,2033,1647.6872718195943
523,Benin,BEN,2034,1627.6835922256803
524,Benin,BEN,2035,1609.539101417585
525,Benin,BEN,2036,1579.0393681544997
526,Benin,BEN,2037,1551.9488235049746
527,Benin,BEN,2038,1527.7261162960526
528,Benin,BEN,2039,1505.9387497891048
529,Benin,BEN,2040,1486.2370308052045
530,Benin,BEN,2041,1455.0354155818561
531,Benin,BEN,2042,1427.3744981685045
532,Benin,BEN,2043,1402.6839512592437
533,Benin,BEN,2044,1380.5096952280599
534,Benin,BEN,2045,1360.4857162679164
535,Benin,BEN,2046,1330.4012547353211
536,Benin,BEN,2047,1303.71744418331
537,Benin,BEN,2048,1279.8885316821636
538,Benin,BEN,2049,1258.479614473895
539,Benin,BEN,2050,1239.1398559695713
540,Bhutan,BTN,2021,5761.481590812909
541,Bhutan,BTN,2022,5497.6437220673315
542,Bhutan,BTN,2023,5259.921230369139
543,Bhutan,BTN,2024,5044.619511920495
544,Bhutan,BTN,2025,4848.709490712071
545,Bhutan,BTN,2026,4529.032679763431
546,Bhutan,BTN,2027,4253.8221276454115
547,Bhutan,BTN,2028,4014.403408986144
548,Bhutan,BTN,2029,3804.220602242629
549,Bhutan,BTN,2030,3618.226767557658
550,Bhutan,BTN,2031,3428.6285787664206
551,Bhutan,BTN,2032,3261.224442782673
552,Bhutan,BTN,2033,3112.332837008505
553,Bhutan,BTN,2034,2979.04382430479
554,Bhutan,BTN,2035,2859.026977700035
555,Bhutan,BTN,2036,2733.923701341365
556,Bhutan,BTN,2037,2621.7303627731517
557,Bhutan,BTN,2038,2520.5466649813397
558,Bhutan,BTN,2039,2428.8278235219746
559,Bhutan,BTN,2040,2345.3051434076274
560,Bhutan,BTN,2041,2259.2548375201604
561,Bhutan,BTN,2042,2181.0864428926143
562,Bhutan,BTN,2043,2109.76445023117
563,Bhutan,BTN,2044,2044.4271307107438
564,Bhutan,BTN,2045,1984.3515488024482
565,Bhutan,BTN,2046,1924.1383485684166
566,Bhutan,BTN,2047,1868.7745471732371
567,Bhutan,BTN,2048,1817.6969871061603
568,Bhutan,BTN,2049,1770.426460019786
569,Bhutan,BTN,2050,1726.5526260043407
570,Bolivia,BOL,2021,1820.4769926026197
571,Bolivia,BOL,2022,1799.9413246162983
572,Bolivia,BOL,2023,1780.6108276578352
573,Bolivia,BOL,2024,1762.38243475391
574,Bolivia,BOL,2025,1745.1645056594962
575,Bolivia,BOL,2026,1688.290756709014
576,Bolivia,BOL,2027,1637.4286486248182
577,Bolivia,BOL,2028,1591.6728686363638
578,Bolivia,BOL,2029,1550.2911939472308
579,Bolivia,BOL,2030,1512.685011705923
580,Bolivia,BOL,2031,1470.4959243188018
581,Bolivia,BOL,2032,1432.3486561591458
582,Bolivia,BOL,2033,1397.6889331789212
583,Bolivia,BOL,2034,1366.0593981188247
584,Bolivia,BOL,2035,1337.0793148919354
585,Bolivia,BOL,2036,1303.1790087075035
586,Bolivia,BOL,2037,1272.3422781495317
587,Bolivia,BOL,2038,1244.171792949316
588,Bolivia,BOL,2039,1218.336084499193
589,Bolivia,BOL,2040,1194.5564422890643
590,Bolivia,BOL,2041,1166.8770356276486
591,Bolivia,BOL,2042,1141.5640967388604
592,Bolivia,BOL,2043,1118.3265831394315
593,Bolivia,BOL,2044,1096.9192984178405
594,Bolivia,BOL,2045,1077.1342069677676
595,Bolivia,BOL,2046,1054.5811564427083
596,Bolivia,BOL,2047,1033.841163422801
597,Bolivia,BOL,2048,1014.7040465481412
598,Bolivia,BOL,2049,996.9909032245067
599,Bolivia,BOL,2050,980.5484997812721
600,Bosnia and Herzegovina,BIH,2021,925.5424152196402
601,Bosnia and Herzegovina,BIH,2022,898.947061820023
602,Bosnia and Herzegovina,BIH,2023,873.8374447198414
603,Bosnia and Herzegovina,BIH,2024,850.0924470965829
604,Bosnia and Herzegovina,BIH,2025,827.6037684152517
605,Bosnia and Herzegovina,BIH,2026,799.0698462893873
606,Bosnia and Herzegovina,BIH,2027,772.4379189498297
607,Bosnia and Herzegovina,BIH,2028,747.5239473576657
608,Bosnia and Herzegovina,BIH,2029,724.1668943302102
609,Bosnia and Herzegovina,BIH,2030,702.2252398554623
610,Bosnia and Herzegovina,BIH,2031,681.7423399499061
611,Bosnia and Herzegovina,BIH,2032,662.4204874034672
612,Bosnia and Herzegovina,BIH,2033,644.1636842200459
613,Bosnia and Herzegovina,BIH,2034,626.8862316542742
614,Bosnia and Herzegovina,BIH,2035,610.5113850818734
615,Bosnia and Herzegovina,BIH,2036,595.4312091902167
