,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_mmm_gdp_other_product_manufacturing
1270,Cuba,CUB,2031,1053.9904779842711
1271,Cuba,CUB,2032,1049.1018090765317
1272,Cuba,CUB,2033,1044.258873826464
1273,Cuba,CUB,2034,1039.4610334621373
1274,Cuba,CUB,2035,1034.7076610523154
1275,Cuba,CUB,2036,1028.100960106367
1276,Cuba,CUB,2037,1021.5801830697861
1277,Cuba,CUB,2038,1015.143664538256
1278,Cuba,CUB,2039,1008.7897818703669
1279,Cuba,CUB,2040,1002.516953823833
1280,Cuba,CUB,2041,994.0803482814838
1281,Cuba,CUB,2042,985.7935162500693
1282,Cuba,CUB,2043,977.6525044678477
1283,Cuba,CUB,2044,969.6534975877638
1284,Cuba,CUB,2045,961.7928122152834
1285,Cuba,CUB,2046,953.5762696349847
1286,Cuba,CUB,2047,945.4991715552947
1287,Cuba,CUB,2048,937.5579980364424
1288,Cuba,CUB,2049,929.7493466199894
1289,Cuba,CUB,2050,922.0699274680716
1290,Cyprus,CYP,2021,177.41971414613207
1291,Cyprus,CYP,2022,173.05937480382
1292,Cyprus,CYP,2023,168.9082174791744
1293,Cyprus,CYP,2024,164.9515419037452
1294,Cyprus,CYP,2025,161.17599369700918
1295,Cyprus,CYP,2026,159.5439913908562
1296,Cyprus,CYP,2027,157.9447077667419
1297,Cyprus,CYP,2028,156.377168664515
1298,Cyprus,CYP,2029,154.8404382166108
1299,Cyprus,CYP,2030,153.33361698484003
1300,Cyprus,CYP,2031,151.59397660405162
1301,Cyprus,CYP,2032,149.89336743607035
1302,Cyprus,CYP,2033,148.2304904753638
1303,Cyprus,CYP,2034,146.60410372721768
1304,Cyprus,CYP,2035,145.0130191140627
1305,Cyprus,CYP,2036,143.1865569746454
1306,Cyprus,CYP,2037,141.40553171525863
1307,Cyprus,CYP,2038,139.66826866705986
1308,Cyprus,CYP,2039,137.9731744601727
1309,Cyprus,CYP,2040,136.31873214938935
1310,Cyprus,CYP,2041,134.5687314845978
1311,Cyprus,CYP,2042,132.8630928163908
1312,Cyprus,CYP,2043,131.20015041253967
1313,Cyprus,CYP,2044,129.57832090455284
1314,Cyprus,CYP,2045,127.99609825914331
1315,Cyprus,CYP,2046,126.39945226299398
1316,Cyprus,CYP,2047,124.8421491861056
1317,Cyprus,CYP,2048,123.32275255451344
1318,Cyprus,CYP,2049,121.83989498405977
1319,Cyprus,CYP,2050,120.39227407599732
1320,Czech Republic,CZE,2021,712.7008948015377
1321,Czech Republic,CZE,2022,693.287475835286
1322,Czech Republic,CZE,2023,674.9036251451131
1323,Czech Republic,CZE,2024,657.4695554945911
1324,Czech Republic,CZE,2025,640.9135162817125
1325,Czech Republic,CZE,2026,621.227045408282
1326,Czech Republic,CZE,2027,602.7139234388361
1327,Czech Republic,CZE,2028,585.2722854953518
1328,Czech Republic,CZE,2029,568.8117263427227
1329,Czech Republic,CZE,2030,553.2517329811325
1330,Czech Republic,CZE,2031,537.651510125255
1331,Czech Republic,CZE,2032,522.9069297635477
1332,Czech Republic,CZE,2033,508.9494753565199
1333,Czech Republic,CZE,2034,495.717755564297
1334,Czech Republic,CZE,2035,483.1566015078243
1335,Czech Republic,CZE,2036,471.11029518723376
1336,Czech Republic,CZE,2037,459.65006578047183
1337,Czech Republic,CZE,2038,448.7341582970852
1338,Czech Republic,CZE,2039,438.32469217561584
1339,Czech Republic,CZE,2040,428.38722208837765
1340,Czech Republic,CZE,2041,419.46141975761594
1341,Czech Republic,CZE,2042,410.89997861803386
1342,Czech Republic,CZE,2043,402.6810344854241
1343,Czech Republic,CZE,2044,394.78443820679166
1344,Czech Republic,CZE,2045,387.1915907352808
1345,Czech Republic,CZE,2046,379.53399805330537
1346,Czech Republic,CZE,2047,372.1734237172997
1347,Czech Republic,CZE,2048,365.0929156237398
1348,Czech Republic,CZE,2049,358.2767876230828
1349,Czech Republic,CZE,2050,351.7105035115045
1350,Denmark,DNK,2021,251.3144046126121
1351,Denmark,DNK,2022,247.22655241642158
1352,Denmark,DNK,2023,243.26955682100424
1353,Denmark,DNK,2024,239.4372335161576
1354,Denmark,DNK,2025,235.72378184357365
1355,Denmark,DNK,2026,233.0253049231915
1356,Denmark,DNK,2027,230.38791103866004
1357,Denmark,DNK,2028,227.80954937719446
1358,Denmark,DNK,2029,225.28825991575388
1359,Denmark,DNK,2030,222.82216845194515
1360,Denmark,DNK,2031,220.0405242797169
1361,Denmark,DNK,2032,217.32747419914776
1362,Denmark,DNK,2033,214.6805118638443
1363,Denmark,DNK,2034,212.09725156333087
1364,Denmark,DNK,2035,209.57542105126058
1365,Denmark,DNK,2036,206.51993425498523
1366,Denmark,DNK,2037,203.5522615931339
1367,Denmark,DNK,2038,200.6686710510559
1368,Denmark,DNK,2039,197.86563913606085
1369,Denmark,DNK,2040,195.13983651439702
1370,Denmark,DNK,2041,191.91470931087014
1371,Denmark,DNK,2042,188.79445390812882
1372,Denmark,DNK,2043,185.77403695017748
1373,Denmark,DNK,2044,182.84874211241097
1374,Denmark,DNK,2045,180.01414552785798
1375,Denmark,DNK,2046,176.85858873016178
1376,Denmark,DNK,2047,173.8117566678019
1377,Denmark,DNK,2048,170.86812533808614
1378,Denmark,DNK,2049,168.02253871867265
1379,Denmark,DNK,2050,165.27017862832628
1380,Djibouti,DJI,2021,12403.932603418396
1381,Djibouti,DJI,2022,11746.920651736915
1382,Djibouti,DJI,2023,11160.741476958794
1383,Djibouti,DJI,2024,10634.526194912842
1384,Djibouti,DJI,2025,10159.521409024179
1385,Djibouti,DJI,2026,9526.494136062764
1386,Djibouti,DJI,2027,8972.798559573568
1387,Djibouti,DJI,2028,8484.401122797555
1388,Djibouti,DJI,2029,8050.393956762333
1389,Djibouti,DJI,2030,7662.17055205212
1390,Djibouti,DJI,2031,7219.924208379187
1391,Djibouti,DJI,2032,6829.830901411874
1392,Djibouti,DJI,2033,6483.1788872075995
1393,Djibouti,DJI,2034,6173.094384894277
1394,Djibouti,DJI,2035,5894.0811549884
1395,Djibouti,DJI,2036,5584.1836823757685
1396,Djibouti,DJI,2037,5308.221411620347
1397,Djibouti,DJI,2038,5060.909602847917
1398,Djibouti,DJI,2039,4838.006690540334
1399,Djibouti,DJI,2040,4636.068993171585
1400,Djibouti,DJI,2041,4417.667065887132
1401,Djibouti,DJI,2042,4221.175619327003
1402,Djibouti,DJI,2043,4043.4549925172623
1403,Djibouti,DJI,2044,3881.938041582165
1404,Djibouti,DJI,2045,3734.505331348418
1405,Djibouti,DJI,2046,3577.6159008505338
1406,Djibouti,DJI,2047,3435.0990375217166
1407,Djibouti,DJI,2048,3305.0662471854957
1408,Djibouti,DJI,2049,3185.946006269147
1409,Djibouti,DJI,2050,3076.419938251293
1410,Dominican Republic,DOM,2021,1135.7697194155785
1411,Dominican Republic,DOM,2022,1122.2186951449191
1412,Dominican Republic,DOM,2023,1109.6942218291595
1413,Dominican Republic,DOM,2024,1098.0839077870348
1414,Dominican Republic,DOM,2025,1087.2911905524875
1415,Dominican Republic,DOM,2026,1079.1790377721209
1416,Dominican Republic,DOM,2027,1071.5712289032774
1417,Dominican Republic,DOM,2028,1064.422148288541
1418,Dominican Republic,DOM,2029,1057.6915202549417
1419,Dominican Republic,DOM,2030,1051.3436499276381
1420,Dominican Republic,DOM,2031,1044.4035956780203
1421,Dominican Republic,DOM,2032,1037.8571026939203
1422,Dominican Republic,DOM,2033,1031.6716165295175
1423,Dominican Republic,DOM,2034,1025.8180768324023
1424,Dominican Republic,DOM,2035,1020.2704608139057
1425,Dominican Republic,DOM,2036,1013.355186773824
1426,Dominican Republic,DOM,2037,1006.8129631991821
1427,Dominican Republic,DOM,2038,1000.6143961340737
1428,Dominican Republic,DOM,2039,994.7331006623167
1429,Dominican Republic,DOM,2040,989.1453254739047
1430,Dominican Republic,DOM,2041,973.6081320988025
1431,Dominican Republic,DOM,2042,958.859044604403
1432,Dominican Republic,DOM,2043,944.8395825491601
1433,Dominican Republic,DOM,2044,931.4969117929255
1434,Dominican Republic,DOM,2045,918.7831791177717
1435,Dominican Republic,DOM,2046,906.0774036844296
1436,Dominican Republic,DOM,2047,893.9734576597215
1437,Dominican Republic,DOM,2048,882.4295703894767
1438,Dominican Republic,DOM,2049,871.4077493311224
1439,Dominican Republic,DOM,2050,860.8733623413348
1440,Ecuador,ECU,2021,1083.7991840687314
1441,Ecuador,ECU,2022,1085.2074159611202
1442,Ecuador,ECU,2023,1086.5874725182211
1443,Ecuador,ECU,2024,1087.9401909458827
1444,Ecuador,ECU,2025,1089.2663756061513
1445,Ecuador,ECU,2026,1067.7532020010929
1446,Ecuador,ECU,2027,1047.887446627581
1447,Ecuador,ECU,2028,1029.4868557532736
1448,Ecuador,ECU,2029,1012.3951031457711
1449,Ecuador,ECU,2030,996.4773378439774
1450,Ecuador,ECU,2031,979.1984198305972
1451,Ecuador,ECU,2032,963.1421270272044
1452,Ecuador,ECU,2033,948.1831274213737
1453,Ecuador,ECU,2034,934.2126534651856
1454,Ecuador,ECU,2035,921.1358530556249
1455,Ecuador,ECU,2036,905.8943100494952
1456,Ecuador,ECU,2037,891.7070435915398
1457,Ecuador,ECU,2038,878.4683220400149
1458,Ecuador,ECU,2039,866.0860946103757
1459,Ecuador,ECU,2040,854.4798479640526
1460,Ecuador,ECU,2041,841.2308525713084
1461,Ecuador,ECU,2042,828.8649893547955
1462,Ecuador,ECU,2043,817.2968064751162
1463,Ecuador,ECU,2044,806.4515320514848
1464,Ecuador,ECU,2045,796.2634562096979
1465,Ecuador,ECU,2046,784.8908625895388
1466,Ecuador,ECU,2047,774.241116076141
1467,Ecuador,ECU,2048,764.2474226723484
1468,Ecuador,ECU,2049,754.8509718598672
1469,Ecuador,ECU,2050,745.9997784356586
1470,"Egypt, Arab Rep.",EGY,2021,249.7225120471526
1471,"Egypt, Arab Rep.",EGY,2022,260.0464238611413
1472,"Egypt, Arab Rep.",EGY,2023,269.42419687546857
1473,"Egypt, Arab Rep.",EGY,2024,277.98019621735875
1474,"Egypt, Arab Rep.",EGY,2025,285.817905710803
1475,"Egypt, Arab Rep.",EGY,2026,294.37326260872544
1476,"Egypt, Arab Rep.",EGY,2027,302.10705227849803
1477,"Egypt, Arab Rep.",EGY,2028,309.1321949965981
1478,"Egypt, Arab Rep.",EGY,2029,315.54182382627573
1479,"Egypt, Arab Rep.",EGY,2030,321.41343689875293
1480,"Egypt, Arab Rep.",EGY,2031,327.51966071758784
1481,"Egypt, Arab Rep.",EGY,2032,333.06798186318827
1482,"Egypt, Arab Rep.",EGY,2033,338.13152019175817
1483,"Egypt, Arab Rep.",EGY,2034,342.77115276570356
1484,"Egypt, Arab Rep.",EGY,2035,347.03797324108154
1485,"Egypt, Arab Rep.",EGY,2036,351.3368533254758
1486,"Egypt, Arab Rep.",EGY,2037,355.26650293419516
1487,"Egypt, Arab Rep.",EGY,2038,358.87253306971735
1488,"Egypt, Arab Rep.",EGY,2039,362.19333940749345
1489,"Egypt, Arab Rep.",EGY,2040,365.26147478161346
1490,"Egypt, Arab Rep.",EGY,2041,368.28898947498783
1491,"Egypt, Arab Rep.",EGY,2042,371.0795779092419
1492,"Egypt, Arab Rep.",EGY,2043,373.6600047607769
1493,"Egypt, Arab Rep.",EGY,2044,376.0531496581382
1494,"Egypt, Arab Rep.",EGY,2045,378.27868741846373
1495,"Egypt, Arab Rep.",EGY,2046,380.43524381186563
1496,"Egypt, Arab Rep.",EGY,2047,382.43941643543474
1497,"Egypt, Arab Rep.",EGY,2048,384.30680544450513
1498,"Egypt, Arab Rep.",EGY,2049,386.0509518587786
1499,"Egypt, Arab Rep.",EGY,2050,387.68366645276694
1500,El Salvador,SLV,2021,1699.8270829674896
1501,El Salvador,SLV,2022,1695.3625943712882
1502,El Salvador,SLV,2023,1691.0580441578438
1503,El Salvador,SLV,2024,1686.9049889811624
1504,El Salvador,SLV,2025,1682.8955695309105
1505,El Salvador,SLV,2026,1672.5739927999327
1506,El Salvador,SLV,2027,1662.6782719838939
1507,El Salvador,SLV,2028,1653.1825843318936
1508,El Salvador,SLV,2029,1644.0631534926824
1509,El Salvador,SLV,2030,1635.2980507366685
1510,El Salvador,SLV,2031,1623.2516948860014
1511,El Salvador,SLV,2032,1611.7071499188032
1512,El Salvador,SLV,2033,1600.6336999516616
1513,El Salvador,SLV,2034,1590.0030858049863
1514,El Salvador,SLV,2035,1579.7892642041668
1515,El Salvador,SLV,2036,1565.1064237488579
1516,El Salvador,SLV,2037,1551.0717920452732
1517,El Salvador,SLV,2038,1537.64337107944
1518,El Salvador,SLV,2039,1524.7827142551444
1519,El Salvador,SLV,2040,1512.454558773764
1520,El Salvador,SLV,2041,1496.6983445238816
1521,El Salvador,SLV,2042,1481.6452472386882
1522,El Salvador,SLV,2043,1467.249229504359
1523,El Salvador,SLV,2044,1453.4681872001345
1524,El Salvador,SLV,2045,1440.2635382224921
1525,El Salvador,SLV,2046,1424.7027562388055
1526,El Salvador,SLV,2047,1409.8176002960463
1527,El Salvador,SLV,2048,1395.5650033294457
1528,El Salvador,SLV,2049,1381.905482469757
1529,El Salvador,SLV,2050,1368.8027737808661
1530,Equatorial Guinea,GNQ,2021,2495.6715529304447
1531,Equatorial Guinea,GNQ,2022,2557.3693979289214
1532,Equatorial Guinea,GNQ,2023,2621.9692069792395
1533,Equatorial Guinea,GNQ,2024,2689.680652293592
1534,Equatorial Guinea,GNQ,2025,2760.734103494016
1535,Equatorial Guinea,GNQ,2026,2693.260634647587
1536,Equatorial Guinea,GNQ,2027,2630.1731830080325
1537,Equatorial Guinea,GNQ,2028,2571.057550506715
1538,Equatorial Guinea,GNQ,2029,2515.550101080264
1539,Equatorial Guinea,GNQ,2030,2463.3302738929083
1540,Equatorial Guinea,GNQ,2031,2410.5249043774947
1541,Equatorial Guinea,GNQ,2032,2360.8856876410596
1542,Equatorial Guinea,GNQ,2033,2314.1361534723387
1543,Equatorial Guinea,GNQ,2034,2270.0311099563073
1544,Equatorial Guinea,GNQ,2035,2228.3523418255368
1545,Equatorial Guinea,GNQ,2036,2184.2948561335215
1546,Equatorial Guinea,GNQ,2037,2142.768333875286
1547,Equatorial Guinea,GNQ,2038,2103.560770753582
1548,Equatorial Guinea,GNQ,2039,2066.4831971561152
1549,Equatorial Guinea,GNQ,2040,2031.3666324316096
1550,Equatorial Guinea,GNQ,2041,1994.5392870788328
1551,Equatorial Guinea,GNQ,2042,1959.7276402460145
1552,Equatorial Guinea,GNQ,2043,1926.7706101454894
1553,Equatorial Guinea,GNQ,2044,1895.5238331603848
1554,Equatorial Guinea,GNQ,2045,1865.857549789629
1555,Equatorial Guinea,GNQ,2046,1835.325741233079
1556,Equatorial Guinea,GNQ,2047,1806.364674130732
1557,Equatorial Guinea,GNQ,2048,1778.856175544965
1558,Equatorial Guinea,GNQ,2049,1752.6936366744596
1559,Equatorial Guinea,GNQ,2050,1727.780632083688
1560,Estonia,EST,2021,433.34048926813693
1561,Estonia,EST,2022,421.58297812172725
1562,Estonia,EST,2023,410.4466293630578
1563,Estonia,EST,2024,399.8834847853469
1564,Estonia,EST,2025,389.8503992717059
1565,Estonia,EST,2026,378.5776193506625
1566,Estonia,EST,2027,367.9384381531036
1567,Estonia,EST,2028,357.8808977089503
1568,Estonia,EST,2029,348.35856994172104
1569,Estonia,EST,2030,339.32984005180504
1570,Estonia,EST,2031,330.00791710167584
1571,Estonia,EST,2032,321.1844757696514
1572,Estonia,EST,2033,312.82057346789594
1573,Estonia,EST,2034,304.8812210432949
1574,Estonia,EST,2035,297.3348935063672
1575,Estonia,EST,2036,289.88355167040135
1576,Estonia,EST,2037,282.7965471221352
1577,Estonia,EST,2038,276.0477958613779
1578,Estonia,EST,2039,269.61364576205506
1579,Estonia,EST,2040,263.4725996156933
1580,Estonia,EST,2041,257.669365896278
1581,Estonia,EST,2042,252.11626618395167
1582,Estonia,EST,2043,246.79746954559536
1583,Estonia,EST,2044,241.69845336270652
1584,Estonia,EST,2045,236.8058709135649
1585,Estonia,EST,2046,232.45788003983685
1586,Estonia,EST,2047,228.26667723906695
1587,Estonia,EST,2048,224.22393206768083
1588,Estonia,EST,2049,220.3218939614769
1589,Estonia,EST,2050,216.5533426421623
1590,Eswatini,SWZ,2021,4412.9000796131295
1591,Eswatini,SWZ,2022,4368.976290807165
1592,Eswatini,SWZ,2023,4325.966509523275
1593,Eswatini,SWZ,2024,4283.8425002444
1594,Eswatini,SWZ,2025,4242.577178601712
1595,Eswatini,SWZ,2026,4127.163629399381
1596,Eswatini,SWZ,2027,4018.4087374164105
1597,Eswatini,SWZ,2028,3915.7524137011815
1598,Eswatini,SWZ,2029,3818.695671504589
1599,Eswatini,SWZ,2030,3726.792515162852
1600,Eswatini,SWZ,2031,3614.6755240698303
1601,Eswatini,SWZ,2032,3509.852961465727
1602,Eswatini,SWZ,2033,3411.635382541288
1603,Eswatini,SWZ,2034,3319.417574060314
1604,Eswatini,SWZ,2035,3232.6660720744862
1605,Eswatini,SWZ,2036,3127.7180551180572
1606,Eswatini,SWZ,2037,3030.2670063746896
1607,Eswatini,SWZ,2038,2939.537309354828
1608,Eswatini,SWZ,2039,2854.8567718729596
1609,Eswatini,SWZ,2040,2775.6399433389615
1610,Eswatini,SWZ,2041,2683.9448445752014
1611,Eswatini,SWZ,2042,2599.0659081081935
1612,Eswatini,SWZ,2043,2520.270349789748
1613,Eswatini,SWZ,2044,2446.9267906435766
1614,Eswatini,SWZ,2045,2378.488302426321
1615,Eswatini,SWZ,2046,2302.3991494835127
1616,Eswatini,SWZ,2047,2231.945913319387
1617,Eswatini,SWZ,2048,2166.524778433673
1618,Eswatini,SWZ,2049,2105.61520986462
1619,Eswatini,SWZ,2050,2048.7660738013747
1620,Ethiopia,ETH,2021,0.0
1621,Ethiopia,ETH,2022,0.0
1622,Ethiopia,ETH,2023,0.0
1623,Ethiopia,ETH,2024,0.0
1624,Ethiopia,ETH,2025,0.0
1625,Ethiopia,ETH,2026,0.0
1626,Ethiopia,ETH,2027,0.0
1627,Ethiopia,ETH,2028,0.0
1628,Ethiopia,ETH,2029,0.0
1629,Ethiopia,ETH,2030,0.0
1630,Ethiopia,ETH,2031,0.0
1631,Ethiopia,ETH,2032,0.0
1632,Ethiopia,ETH,2033,0.0
1633,Ethiopia,ETH,2034,0.0
1634,Ethiopia,ETH,2035,0.0
1635,Ethiopia,ETH,2036,0.0
1636,Ethiopia,ETH,2037,0.0
1637,Ethiopia,ETH,2038,0.0
1638,Ethiopia,ETH,2039,0.0
1639,Ethiopia,ETH,2040,0.0
1640,Ethiopia,ETH,2041,0.0
1641,Ethiopia,ETH,2042,0.0
1642,Ethiopia,ETH,2043,0.0
1643,Ethiopia,ETH,2044,0.0
1644,Ethiopia,ETH,2045,0.0
1645,Ethiopia,ETH,2046,0.0
1646,Ethiopia,ETH,2047,0.0
1647,Ethiopia,ETH,2048,0.0
1648,Ethiopia,ETH,2049,0.0
1649,Ethiopia,ETH,2050,0.0
1650,Fiji,FJI,2021,8588.405531892666
1651,Fiji,FJI,2022,8378.258012898295
1652,Fiji,FJI,2023,8179.638152379752
1653,Fiji,FJI,2024,7991.622745667456
1654,Fiji,FJI,2025,7813.3846059523385
1655,Fiji,FJI,2026,7599.777137233482
1656,Fiji,FJI,2027,7399.13767394215
1657,Fiji,FJI,2028,7210.320084674381
1658,Fiji,FJI,2029,7032.309435264781
1659,Fiji,FJI,2030,6864.20373843982
1660,Fiji,FJI,2031,6674.10748090158
1661,Fiji,FJI,2032,6495.736386191114
1662,Fiji,FJI,2033,6328.038094710311
1663,Fiji,FJI,2034,6170.082524145784
1664,Fiji,FJI,2035,6021.044611025021
1665,Fiji,FJI,2036,5850.323607172113
1666,Fiji,FJI,2037,5690.3958755672975
1667,Fiji,FJI,2038,5540.269226622098
1668,Fiji,FJI,2039,5399.069466671888
1669,Fiji,FJI,2040,5266.0233636289495
1670,Fiji,FJI,2041,5117.4186016703425
1671,Fiji,FJI,2042,4978.206951987026
1672,Fiji,FJI,2043,4847.525109299123
1673,Fiji,FJI,2044,4724.612416839736
1674,Fiji,FJI,2045,4608.796050405112
1675,Fiji,FJI,2046,4480.6384307445305
1676,Fiji,FJI,2047,4360.515001101913
1677,Fiji,FJI,2048,4247.693228676949
1678,Fiji,FJI,2049,4141.527007418867
1679,Fiji,FJI,2050,4041.4442770558708
1680,Finland,FIN,2021,1541.5158723454908
1681,Finland,FIN,2022,1521.1745665743208
1682,Finland,FIN,2023,1501.3631027455176
1683,Finland,FIN,2024,1482.0610453503823
1684,Finland,FIN,2025,1463.2489964455456
1685,Finland,FIN,2026,1439.2724074827356
1686,Finland,FIN,2027,1416.0689047604146
1687,Finland,FIN,2028,1393.6016911418365
1688,Finland,FIN,2029,1371.8362682969948
1689,Finland,FIN,2030,1350.7402599481286
1690,Finland,FIN,2031,1327.8297238607308
1691,Finland,FIN,2032,1305.6834179042028
1692,Finland,FIN,2033,1284.2637305789503
1693,Finland,FIN,2034,1263.535478611363
1694,Finland,FIN,2035,1243.4657141063478
1695,Finland,FIN,2036,1221.6826008393516
1696,Finland,FIN,2037,1200.649544025026
1697,Finland,FIN,2038,1180.328459376224
1698,Finland,FIN,2039,1160.6837980116613
1699,Finland,FIN,2040,1141.682338921313
1700,Finland,FIN,2041,1122.6709958637623
1701,Finland,FIN,2042,1104.2824375606453
1702,Finland,FIN,2043,1086.4865548549276
1703,Finland,FIN,2044,1069.255148684503
1704,Finland,FIN,2045,1052.561780978786
1705,Finland,FIN,2046,1035.5176160148387
1706,Finland,FIN,2047,1019.0166484039358
1707,Finland,FIN,2048,1003.0333179076886
1708,Finland,FIN,2049,987.5436431775479
1709,Finland,FIN,2050,972.5251016961997
1710,France,FRA,2021,390.21343435636294
1711,France,FRA,2022,384.1355175622541
1712,France,FRA,2023,378.2440346756675
1713,France,FRA,2024,372.53053726476827
1714,France,FRA,2025,366.9870797668093
1715,France,FRA,2026,361.0997216642246
1716,France,FRA,2027,355.3982759327111
1717,France,FRA,2028,349.87407327629563
1718,France,FRA,2029,344.51897516060285
1719,France,FRA,2030,339.32533380656247
1720,France,FRA,2031,333.69407598281845
1721,France,FRA,2032,328.2466735510101
1722,France,FRA,2033,322.9742670730602
1723,France,FRA,2034,317.8685573254222
1724,France,FRA,2035,312.9217617076847
1725,France,FRA,2036,307.67153281706123
1726,France,FRA,2037,302.5945743852994
1727,France,FRA,2038,297.68244812788254
1728,France,FRA,2039,292.9272549344827
1729,France,FRA,2040,288.32159248208296
1730,France,FRA,2041,283.59503979889695
1731,France,FRA,2042,279.02095557958285
1732,France,FRA,2043,274.5920794669086
1733,France,FRA,2044,270.30160487315095
1734,France,FRA,2045,266.1431440749616
1735,France,FRA,2046,262.0659964523726
1736,France,FRA,2047,258.11188276355637
1737,France,FRA,2048,254.2753166921423
1738,France,FRA,2049,250.55113333790626
1739,France,FRA,2050,246.9344660188058
1740,French Polynesia,PYF,2021,3728.409771715809
1741,French Polynesia,PYF,2022,3584.876831813561
1742,French Polynesia,PYF,2023,3453.118635904727
1743,French Polynesia,PYF,2024,3331.7433591997415
1744,French Polynesia,PYF,2025,3219.5702209497426
1745,French Polynesia,PYF,2026,3226.966223828926
1746,French Polynesia,PYF,2027,3234.394451558677
1747,French Polynesia,PYF,2028,3241.8551152073705
1748,French Polynesia,PYF,2029,3249.348427690708
1749,French Polynesia,PYF,2030,3256.8746037919714
1750,French Polynesia,PYF,2031,3257.340755688089
1751,French Polynesia,PYF,2032,3257.8067029718773
1752,French Polynesia,PYF,2033,3258.2724457780264
1753,French Polynesia,PYF,2034,3258.737984241105
1754,French Polynesia,PYF,2035,3259.203318495568
1755,French Polynesia,PYF,2036,3249.956399096686
1756,French Polynesia,PYF,2037,3240.774639068528
1757,French Polynesia,PYF,2038,3231.657352100839
1758,French Polynesia,PYF,2039,3222.6038614879953
1759,French Polynesia,PYF,2040,3213.613499961574
1760,French Polynesia,PYF,2041,3197.2887823148753
1761,French Polynesia,PYF,2042,3181.159994483038
1762,French Polynesia,PYF,2043,3165.2236301729645
1763,French Polynesia,PYF,2044,3149.4762662586736
1764,French Polynesia,PYF,2045,3133.914560330007
1765,French Polynesia,PYF,2046,3113.984138165693
1766,French Polynesia,PYF,2047,3094.3493971968023
1767,French Polynesia,PYF,2048,3075.003805929273
1768,French Polynesia,PYF,2049,3055.9410238341493
1769,French Polynesia,PYF,2050,3037.1548944190245
1770,Gabon,GAB,2021,2002.2893301552626
1771,Gabon,GAB,2022,1956.9445244150825
1772,Gabon,GAB,2023,1914.6001999997786
1773,Gabon,GAB,2024,1874.9680802758885
1774,Gabon,GAB,2025,1837.7956715665748
1775,Gabon,GAB,2026,1804.3336787766862
1776,Gabon,GAB,2027,1772.7626345837264
1777,Gabon,GAB,2028,1742.9266562579228
1778,Gabon,GAB,2029,1714.6865366963384
1779,Gabon,GAB,2030,1687.917572650881
1780,Gabon,GAB,2031,1658.8603495860061
1781,Gabon,GAB,2032,1631.386637774374
1782,Gabon,GAB,2033,1605.3704274830309
1783,Gabon,GAB,2034,1580.6987333294335
1784,Gabon,GAB,2035,1557.2699539241532
1785,Gabon,GAB,2036,1530.3358519433534
1786,Gabon,GAB,2037,1504.8831043633747
1787,Gabon,GAB,2038,1480.7927719771635
1788,Gabon,GAB,2039,1457.9583166537113
1789,Gabon,GAB,2040,1436.284026164481
1790,Gabon,GAB,2041,1408.7594212332838
1791,Gabon,GAB,2042,1382.7323155006195
1792,Gabon,GAB,2043,1358.0837363213884
1793,Gabon,GAB,2044,1334.7069886882377
1794,Gabon,GAB,2045,1312.5061112925891
1795,Gabon,GAB,2046,1288.2974561109584
1796,Gabon,GAB,2047,1265.3586111873399
1797,Gabon,GAB,2048,1243.5922222332663
1798,Gabon,GAB,2049,1222.9106389571193
1799,Gabon,GAB,2050,1203.2347353777752
1800,"Gambia, The",GMB,2021,9493.256620470367
1801,"Gambia, The",GMB,2022,9067.36086835506
1802,"Gambia, The",GMB,2023,8687.180615789388
1803,"Gambia, The",GMB,2024,8345.730156064828
1804,"Gambia, The",GMB,2025,8037.378097370047
1805,"Gambia, The",GMB,2026,7577.304081712523
1806,"Gambia, The",GMB,2027,7177.771812210725
1807,"Gambia, The",GMB,2028,6827.568865389474
1808,"Gambia, The",GMB,2029,6518.090574763032
1809,"Gambia, The",GMB,2030,6242.623557827238
1810,"Gambia, The",GMB,2031,5929.140961750948
1811,"Gambia, The",GMB,2032,5653.484390300642
1812,"Gambia, The",GMB,2033,5409.197042741488
1813,"Gambia, The",GMB,2034,5191.212548798945
1814,"Gambia, The",GMB,2035,4995.499813448139
1815,"Gambia, The",GMB,2036,4764.927401039222
1816,"Gambia, The",GMB,2037,4560.8041490902615
1817,"Gambia, The",GMB,2038,4378.82591454274
1818,"Gambia, The",GMB,2039,4215.574401927709
1819,"Gambia, The",GMB,2040,4068.300417218162
1820,"Gambia, The",GMB,2041,3896.2859331738464
1821,"Gambia, The",GMB,2042,3742.913829654584
1822,"Gambia, The",GMB,2043,3605.3092860854713
1823,"Gambia, The",GMB,2044,3481.159680364971
1824,"Gambia, The",GMB,2045,3368.583565514867
1825,"Gambia, The",GMB,2046,3237.100301743872
1826,"Gambia, The",GMB,2047,3119.1277639401433
1827,"Gambia, The",GMB,2048,3012.6852497437717
1828,"Gambia, The",GMB,2049,2916.1611855684664
1829,"Gambia, The",GMB,2050,2828.2309648391324
1830,Georgia,GEO,2021,736.3569883904174
1831,Georgia,GEO,2022,702.579200133109
1832,Georgia,GEO,2023,671.7643711243671
1833,Georgia,GEO,2024,643.5390196655013
1834,Georgia,GEO,2025,617.589902954873
1835,Georgia,GEO,2026,593.3774946546174
1836,Georgia,GEO,2027,570.9919439565161
1837,Georgia,GEO,2028,550.2340092182852
