"iso_code3","frac_waso_msw_incinerated_recovered_for_energy","Year"
"ABW",0.0182500464730083,2010
"ABW",0.0182500464730083,2011
"ABW",0.0182500464730083,2012
"ABW",0.0182500464730083,2013
"ABW",0.0182500464730083,2014
"ABW",0.0182500464730083,2015
"ABW",0.0182500464730083,2016
"ABW",0.0182500464730083,2017
"ABW",0.0182500464730083,2018
"ABW",0.0182500464730083,2019
"ABW",0.0182500464730083,2020
"AFG",0.0413353570889438,2010
"AFG",0.0413353570889438,2011
"AFG",0.0413353570889438,2012
"AFG",0.0413353570889438,2013
"AFG",0.0413353570889438,2014
"AFG",0.0413353570889438,2015
"AFG",0.0413353570889438,2016
"AFG",0.0413353570889438,2017
"AFG",0.0413353570889438,2018
"AFG",0.0413353570889438,2019
"AFG",0.0413353570889438,2020
"AGO",0.0366142157413762,2010
"AGO",0.0366142157413762,2011
"AGO",0.0366142157413762,2012
"AGO",0.0366142157413762,2013
"AGO",0.0366142157413762,2014
"AGO",0.0366142157413762,2015
"AGO",0.0366142157413762,2016
"AGO",0.0366142157413762,2017
"AGO",0.0366142157413762,2018
"AGO",0.0366142157413762,2019
"AGO",0.0366142157413762,2020
"ALB",0.0297939882164055,2010
"ALB",0.0297939882164055,2011
"ALB",0.0297939882164055,2012
"ALB",0.0297939882164055,2013
"ALB",0.0297939882164055,2014
"ALB",0.0297939882164055,2015
"ALB",0.0297939882164055,2016
"ALB",0.0297939882164055,2017
"ALB",0.0297939882164055,2018
"ALB",0.0297939882164055,2019
"ALB",0.0297939882164055,2020
"AND",0.0141210517513356,2010
"AND",0.0141210517513356,2011
"AND",0.0141210517513356,2012
"AND",0.0141210517513356,2013
"AND",0.0141210517513356,2014
"AND",0.0141210517513356,2015
"AND",0.0141210517513356,2016
"AND",0.0141210517513356,2017
"AND",0.0141210517513356,2018
"AND",0.0141210517513356,2019
"AND",0.0141210517513356,2020
"ARE",0.00398723954334661,2010
"ARE",0.00398723954334661,2011
"ARE",0.00398723954334661,2012
"ARE",0.00398723954334661,2013
"ARE",0.00398723954334661,2014
"ARE",0.00398723954334661,2015
"ARE",0.00398723954334661,2016
"ARE",0.00398723954334661,2017
"ARE",0.00398723954334661,2018
"ARE",0.00398723954334661,2019
"ARE",0.00398723954334661,2020
"ARG",0.0319292586183449,2010
"ARG",0.0319292586183449,2011
"ARG",0.0319292586183449,2012
"ARG",0.0319292586183449,2013
"ARG",0.0319292586183449,2014
"ARG",0.0319292586183449,2015
"ARG",0.0319292586183449,2016
"ARG",0.0319292586183449,2017
"ARG",0.0319292586183449,2018
"ARG",0.0319292586183449,2019
"ARG",0.0319292586183449,2020
"ARM",0.0311722661996145,2010
"ARM",0.0311722661996145,2011
"ARM",0.0311722661996145,2012
"ARM",0.0311722661996145,2013
"ARM",0.0311722661996145,2014
"ARM",0.0311722661996145,2015
"ARM",0.0311722661996145,2016
"ARM",0.0311722661996145,2017
"ARM",0.0311722661996145,2018
"ARM",0.0311722661996145,2019
"ARM",0.0311722661996145,2020
"ASM",0.030619796274249,2010
"ASM",0.030619796274249,2011
"ASM",0.030619796274249,2012
"ASM",0.030619796274249,2013
"ASM",0.030619796274249,2014
"ASM",0.030619796274249,2015
"ASM",0.030619796274249,2016
"ASM",0.030619796274249,2017
"ASM",0.030619796274249,2018
"ASM",0.030619796274249,2019
"ASM",0.030619796274249,2020
"ATG",0.0271581152940367,2010
"ATG",0.0271581152940367,2011
"ATG",0.0271581152940367,2012
"ATG",0.0271581152940367,2013
"ATG",0.0271581152940367,2014
"ATG",0.0271581152940367,2015
"ATG",0.0271581152940367,2016
"ATG",0.0271581152940367,2017
"ATG",0.0271581152940367,2018
"ATG",0.0271581152940367,2019
"ATG",0.0271581152940367,2020
"AUS",0.0162597975764937,2010
"AUS",0.0162597975764937,2011
"AUS",0.0162597975764937,2012
"AUS",0.0162597975764937,2013
"AUS",0.0162597975764937,2014
"AUS",0.0162597975764937,2015
"AUS",0.0162597975764937,2016
"AUS",0.0162597975764937,2017
"AUS",0.0162597975764937,2018
"AUS",0.0162597975764937,2019
"AUS",0.0162597975764937,2020
"AUT",0.0094431997852498,2010
"AUT",0.0094431997852498,2011
"AUT",0.0094431997852498,2012
"AUT",0.0094431997852498,2013
"AUT",0.0094431997852498,2014
"AUT",0.0094431997852498,2015
"AUT",0.0094431997852498,2016
"AUT",0.0094431997852498,2017
"AUT",0.0094431997852498,2018
"AUT",0.0094431997852498,2019
"AUT",0.0094431997852498,2020
"AZE",0.0304259655932279,2010
"AZE",0.0304259655932279,2011
"AZE",0.0304259655932279,2012
"AZE",0.0304259655932279,2013
"AZE",0.0304259655932279,2014
"AZE",0.0304259655932279,2015
"AZE",0.0304259655932279,2016
"AZE",0.0304259655932279,2017
"AZE",0.0304259655932279,2018
"AZE",0.0304259655932279,2019
"AZE",0.0304259655932279,2020
"BDI",0.0370056613172614,2010
"BDI",0.0370056613172614,2011
"BDI",0.0370056613172614,2012
"BDI",0.0370056613172614,2013
"BDI",0.0370056613172614,2014
"BDI",0.0370056613172614,2015
"BDI",0.0370056613172614,2016
"BDI",0.0370056613172614,2017
"BDI",0.0370056613172614,2018
"BDI",0.0370056613172614,2019
"BDI",0.0370056613172614,2020
"BEL",0.0119882533076089,2010
"BEL",0.0119882533076089,2011
"BEL",0.0119882533076089,2012
"BEL",0.0119882533076089,2013
"BEL",0.0119882533076089,2014
"BEL",0.0119882533076089,2015
"BEL",0.0119882533076089,2016
"BEL",0.0119882533076089,2017
"BEL",0.0119882533076089,2018
"BEL",0.0119882533076089,2019
"BEL",0.0119882533076089,2020
"BEN",0.0360870485637182,2010
"BEN",0.0360870485637182,2011
"BEN",0.0360870485637182,2012
"BEN",0.0360870485637182,2013
"BEN",0.0360870485637182,2014
"BEN",0.0360870485637182,2015
"BEN",0.0360870485637182,2016
"BEN",0.0360870485637182,2017
"BEN",0.0360870485637182,2018
"BEN",0.0360870485637182,2019
"BEN",0.0360870485637182,2020
"BFA",0.0384704838440734,2010
"BFA",0.0384704838440734,2011
"BFA",0.0384704838440734,2012
"BFA",0.0384704838440734,2013
"BFA",0.0384704838440734,2014
"BFA",0.0384704838440734,2015
"BFA",0.0384704838440734,2016
"BFA",0.0384704838440734,2017
"BFA",0.0384704838440734,2018
"BFA",0.0384704838440734,2019
"BFA",0.0384704838440734,2020
"BGD",0.0622106057251448,2010
"BGD",0.0622106057251448,2011
"BGD",0.0622106057251448,2012
"BGD",0.0622106057251448,2013
"BGD",0.0622106057251448,2014
"BGD",0.0622106057251448,2015
"BGD",0.0622106057251448,2016
"BGD",0.0622106057251448,2017
"BGD",0.0622106057251448,2018
"BGD",0.0622106057251448,2019
"BGD",0.0622106057251448,2020
"BGR",0.0262017169131396,2010
"BGR",0.0262017169131396,2011
"BGR",0.0262017169131396,2012
"BGR",0.0262017169131396,2013
"BGR",0.0262017169131396,2014
"BGR",0.0262017169131396,2015
"BGR",0.0262017169131396,2016
"BGR",0.0262017169131396,2017
"BGR",0.0262017169131396,2018
"BGR",0.0262017169131396,2019
"BGR",0.0262017169131396,2020
"BHR",0.0122194866126135,2010
"BHR",0.0122194866126135,2011
"BHR",0.0122194866126135,2012
"BHR",0.0122194866126135,2013
"BHR",0.0122194866126135,2014
"BHR",0.0122194866126135,2015
"BHR",0.0122194866126135,2016
"BHR",0.0122194866126135,2017
"BHR",0.0122194866126135,2018
"BHR",0.0122194866126135,2019
"BHR",0.0122194866126135,2020
"BHS",0.0183829429260466,2010
"BHS",0.0183829429260466,2011
"BHS",0.0183829429260466,2012
"BHS",0.0183829429260466,2013
"BHS",0.0183829429260466,2014
"BHS",0.0183829429260466,2015
"BHS",0.0183829429260466,2016
"BHS",0.0183829429260466,2017
"BHS",0.0183829429260466,2018
"BHS",0.0183829429260466,2019
"BHS",0.0183829429260466,2020
"BIH",6.25e-05,2010
"BIH",6.25e-05,2011
"BIH",6.25e-05,2012
"BIH",6.25e-05,2013
"BIH",6.25e-05,2014
"BIH",6.25e-05,2015
"BIH",6.25e-05,2016
"BIH",6.25e-05,2017
"BIH",6.25e-05,2018
"BIH",6.25e-05,2019
"BIH",6.25e-05,2020
"BLR",0.0286492138761143,2010
"BLR",0.0286492138761143,2011
"BLR",0.0286492138761143,2012
"BLR",0.0286492138761143,2013
"BLR",0.0286492138761143,2014
"BLR",0.0286492138761143,2015
"BLR",0.0286492138761143,2016
"BLR",0.0286492138761143,2017
"BLR",0.0286492138761143,2018
"BLR",0.0286492138761143,2019
"BLR",0.0286492138761143,2020
"BLZ",0.0326249724386429,2010
"BLZ",0.0326249724386429,2011
"BLZ",0.0326249724386429,2012
"BLZ",0.0326249724386429,2013
"BLZ",0.0326249724386429,2014
"BLZ",0.0326249724386429,2015
"BLZ",0.0326249724386429,2016
"BLZ",0.0326249724386429,2017
"BLZ",0.0326249724386429,2018
"BLZ",0.0326249724386429,2019
"BLZ",0.0326249724386429,2020
"BMU",0,2010
"BMU",0,2011
"BMU",0,2012
"BMU",0,2013
"BMU",0,2014
"BMU",0,2015
"BMU",0,2016
"BMU",0,2017
"BMU",0,2018
"BMU",0,2019
"BMU",0,2020
"BOL",0.0340943065928383,2010
"BOL",0.0340943065928383,2011
"BOL",0.0340943065928383,2012
"BOL",0.0340943065928383,2013
"BOL",0.0340943065928383,2014
"BOL",0.0340943065928383,2015
"BOL",0.0340943065928383,2016
"BOL",0.0340943065928383,2017
"BOL",0.0340943065928383,2018
"BOL",0.0340943065928383,2019
"BOL",0.0340943065928383,2020
"BRA",0.0657884576182599,2010
"BRA",0.0657884576182599,2011
"BRA",0.0657884576182599,2012
"BRA",0.0657884576182599,2013
"BRA",0.0657884576182599,2014
"BRA",0.0657884576182599,2015
"BRA",0.0657884576182599,2016
"BRA",0.0657884576182599,2017
"BRA",0.0657884576182599,2018
"BRA",0.0657884576182599,2019
"BRA",0.0657884576182599,2020
"BRB",0.0284668632604756,2010
"BRB",0.0284668632604756,2011
"BRB",0.0284668632604756,2012
"BRB",0.0284668632604756,2013
"BRB",0.0284668632604756,2014
"BRB",0.0284668632604756,2015
"BRB",0.0284668632604756,2016
"BRB",0.0284668632604756,2017
"BRB",0.0284668632604756,2018
"BRB",0.0284668632604756,2019
"BRB",0.0284668632604756,2020
"BRN",0.00549681699781914,2010
"BRN",0.00549681699781914,2011
"BRN",0.00549681699781914,2012
"BRN",0.00549681699781914,2013
"BRN",0.00549681699781914,2014
"BRN",0.00549681699781914,2015
"BRN",0.00549681699781914,2016
"BRN",0.00549681699781914,2017
"BRN",0.00549681699781914,2018
"BRN",0.00549681699781914,2019
"BRN",0.00549681699781914,2020
"BTN",0.0329442683601851,2010
"BTN",0.0329442683601851,2011
"BTN",0.0329442683601851,2012
"BTN",0.0329442683601851,2013
"BTN",0.0329442683601851,2014
"BTN",0.0329442683601851,2015
"BTN",0.0329442683601851,2016
"BTN",0.0329442683601851,2017
"BTN",0.0329442683601851,2018
"BTN",0.0329442683601851,2019
"BTN",0.0329442683601851,2020
"BWA",0.0294415868724771,2010
"BWA",0.0294415868724771,2011
"BWA",0.0294415868724771,2012
"BWA",0.0294415868724771,2013
"BWA",0.0294415868724771,2014
"BWA",0.0294415868724771,2015
"BWA",0.0294415868724771,2016
"BWA",0.0294415868724771,2017
"BWA",0.0294415868724771,2018
"BWA",0.0294415868724771,2019
"BWA",0.0294415868724771,2020
"CAF",0.0366199122962085,2010
"CAF",0.0366199122962085,2011
"CAF",0.0366199122962085,2012
"CAF",0.0366199122962085,2013
"CAF",0.0366199122962085,2014
"CAF",0.0366199122962085,2015
"CAF",0.0366199122962085,2016
"CAF",0.0366199122962085,2017
"CAF",0.0366199122962085,2018
"CAF",0.0366199122962085,2019
"CAF",0.0366199122962085,2020
"CAN",0.0183993767830794,2010
"CAN",0.0183993767830794,2011
"CAN",0.0183993767830794,2012
"CAN",0.0183993767830794,2013
"CAN",0.0183993767830794,2014
"CAN",0.0183993767830794,2015
"CAN",0.0183993767830794,2016
"CAN",0.0183993767830794,2017
"CAN",0.0183993767830794,2018
