"iso_code3","frac_waso_non_recycled_landfilled","Year"
"LCA",0.968,2011
"LCA",0.968,2012
"LCA",0.968,2013
"LCA",0.968,2014
"LCA",0.968,2015
"LCA",0.968,2016
"LCA",0.968,2017
"LCA",0.968,2018
"LCA",0.968,2019
"LCA",0.968,2020
"LIE",0,2010
"LIE",0,2011
"LIE",0,2012
"LIE",0,2013
"LIE",0,2014
"LIE",0,2015
"LIE",0,2016
"LIE",0,2017
"LIE",0,2018
"LIE",0,2019
"LIE",0,2020
"LKA",0,2010
"LKA",0,2011
"LKA",0,2012
"LKA",0,2013
"LKA",0,2014
"LKA",0,2015
"LKA",0,2016
"LKA",0,2017
"LKA",0,2018
"LKA",0,2019
"LKA",0,2020
"LSO",0,2010
"LSO",0,2011
"LSO",0,2012
"LSO",0,2013
"LSO",0,2014
"LSO",0,2015
"LSO",0,2016
"LSO",0,2017
"LSO",0,2018
"LSO",0,2019
"LSO",0,2020
"LTU",0.54,2010
"LTU",0.54,2011
"LTU",0.54,2012
"LTU",0.54,2013
"LTU",0.54,2014
"LTU",0.54,2015
"LTU",0.54,2016
"LTU",0.54,2017
"LTU",0.54,2018
"LTU",0.54,2019
"LTU",0.54,2020
"LUX",0.177,2010
"LUX",0.177,2011
"LUX",0.177,2012
"LUX",0.177,2013
"LUX",0.177,2014
"LUX",0.177,2015
"LUX",0.177,2016
"LUX",0.177,2017
"LUX",0.177,2018
"LUX",0.177,2019
"LUX",0.177,2020
"LVA",0.5764,2010
"LVA",0.5764,2011
"LVA",0.5764,2012
"LVA",0.5764,2013
"LVA",0.5764,2014
"LVA",0.5764,2015
"LVA",0.5764,2016
"LVA",0.5764,2017
"LVA",0.5764,2018
"LVA",0.5764,2019
"LVA",0.5764,2020
"MAC",0,2010
"MAC",0,2011
"MAC",0,2012
"MAC",0,2013
"MAC",0,2014
"MAC",0,2015
"MAC",0,2016
"MAC",0,2017
"MAC",0,2018
"MAC",0,2019
"MAC",0,2020
"MAF",0,2010
"MAF",0,2011
"MAF",0,2012
"MAF",0,2013
"MAF",0,2014
"MAF",0,2015
"MAF",0,2016
"MAF",0,2017
"MAF",0,2018
"MAF",0,2019
"MAF",0,2020
"MAR",0,2010
"MAR",0,2011
"MAR",0,2012
"MAR",0,2013
"MAR",0,2014
"MAR",0,2015
"MAR",0,2016
"MAR",0,2017
"MAR",0,2018
"MAR",0,2019
"MAR",0,2020
"MCO",0,2010
"MCO",0,2011
"MCO",0,2012
"MCO",0,2013
"MCO",0,2014
"MCO",0,2015
"MCO",0,2016
"MCO",0,2017
"MCO",0,2018
"MCO",0,2019
"MCO",0,2020
"MDA",0,2010
"MDA",0,2011
"MDA",0,2012
"MDA",0,2013
"MDA",0,2014
"MDA",0,2015
"MDA",0,2016
"MDA",0,2017
"MDA",0,2018
"MDA",0,2019
"MDA",0,2020
"MDG",0,2010
"MDG",0,2011
"MDG",0,2012
"MDG",0,2013
"MDG",0,2014
"MDG",0,2015
"MDG",0,2016
"MDG",0,2017
"MDG",0,2018
"MDG",0,2019
"MDG",0,2020
"MDV",0,2010
"MDV",0,2011
"MDV",0,2012
"MDV",0,2013
"MDV",0,2014
"MDV",0,2015
"MDV",0,2016
"MDV",0,2017
"MDV",0,2018
"MDV",0,2019
"MDV",0,2020
"MEX",0,2010
"MEX",0,2011
"MEX",0,2012
"MEX",0,2013
"MEX",0,2014
"MEX",0,2015
"MEX",0,2016
"MEX",0,2017
"MEX",0,2018
"MEX",0,2019
"MEX",0,2020
"MHL",0,2010
"MHL",0,2011
"MHL",0,2012
"MHL",0,2013
"MHL",0,2014
"MHL",0,2015
"MHL",0,2016
"MHL",0,2017
"MHL",0,2018
"MHL",0,2019
"MHL",0,2020
"MKD",0.9972,2010
"MKD",0.9972,2011
"MKD",0.9972,2012
"MKD",0.9972,2013
"MKD",0.9972,2014
"MKD",0.9972,2015
"MKD",0.9972,2016
"MKD",0.9972,2017
"MKD",0.9972,2018
"MKD",0.9972,2019
"MKD",0.9972,2020
"MLI",0,2010
"MLI",0,2011
"MLI",0,2012
"MLI",0,2013
"MLI",0,2014
"MLI",0,2015
"MLI",0,2016
"MLI",0,2017
"MLI",0,2018
"MLI",0,2019
"MLI",0,2020
"MLT",0,2010
"MLT",0,2011
"MLT",0,2012
"MLT",0,2013
"MLT",0,2014
"MLT",0,2015
"MLT",0,2016
"MLT",0,2017
"MLT",0,2018
"MLT",0,2019
"MLT",0,2020
"MMR",0,2010
"MMR",0,2011
"MMR",0,2012
"MMR",0,2013
"MMR",0,2014
"MMR",0,2015
"MMR",0,2016
"MMR",0,2017
"MMR",0,2018
"MMR",0,2019
"MMR",0,2020
"MNE",0,2010
"MNE",0,2011
"MNE",0,2012
"MNE",0,2013
"MNE",0,2014
"MNE",0,2015
"MNE",0,2016
"MNE",0,2017
"MNE",0,2018
"MNE",0,2019
"MNE",0,2020
"MNG",0,2010
"MNG",0,2011
"MNG",0,2012
"MNG",0,2013
"MNG",0,2014
"MNG",0,2015
"MNG",0,2016
"MNG",0,2017
"MNG",0,2018
"MNG",0,2019
"MNG",0,2020
"MNP",0,2010
"MNP",0,2011
"MNP",0,2012
"MNP",0,2013
"MNP",0,2014
"MNP",0,2015
"MNP",0,2016
"MNP",0,2017
"MNP",0,2018
"MNP",0,2019
"MNP",0,2020
"MOZ",0,2010
"MOZ",0,2011
"MOZ",0,2012
"MOZ",0,2013
"MOZ",0,2014
"MOZ",0,2015
"MOZ",0,2016
"MOZ",0,2017
"MOZ",0,2018
"MOZ",0,2019
"MOZ",0,2020
"MRT",0.373,2010
"MRT",0.373,2011
"MRT",0.373,2012
"MRT",0.373,2013
"MRT",0.373,2014
"MRT",0.373,2015
"MRT",0.373,2016
"MRT",0.373,2017
"MRT",0.373,2018
"MRT",0.373,2019
"MRT",0.373,2020
"MUS",0,2010
"MUS",0,2011
"MUS",0,2012
"MUS",0,2013
"MUS",0,2014
"MUS",0,2015
"MUS",0,2016
"MUS",0,2017
"MUS",0,2018
"MUS",0,2019
"MUS",0,2020
"MWI",0,2010
"MWI",0,2011
"MWI",0,2012
"MWI",0,2013
"MWI",0,2014
"MWI",0,2015
"MWI",0,2016
"MWI",0,2017
"MWI",0,2018
"MWI",0,2019
"MWI",0,2020
"MYS",0.715,2010
"MYS",0.715,2011
"MYS",0.715,2012
"MYS",0.715,2013
"MYS",0.715,2014
"MYS",0.715,2015
"MYS",0.715,2016
"MYS",0.715,2017
"MYS",0.715,2018
"MYS",0.715,2019
"MYS",0.715,2020
"NAM",0,2010
"NAM",0,2011
"NAM",0,2012
"NAM",0,2013
"NAM",0,2014
"NAM",0,2015
"NAM",0,2016
"NAM",0,2017
"NAM",0,2018
"NAM",0,2019
"NAM",0,2020
"NCL",0,2010
"NCL",0,2011
"NCL",0,2012
"NCL",0,2013
"NCL",0,2014
"NCL",0,2015
"NCL",0,2016
"NCL",0,2017
"NCL",0,2018
"NCL",0,2019
"NCL",0,2020
"NER",0,2010
"NER",0,2011
"NER",0,2012
"NER",0,2013
"NER",0,2014
"NER",0,2015
"NER",0,2016
"NER",0,2017
"NER",0,2018
"NER",0,2019
"NER",0,2020
"NGA",0.4,2010
"NGA",0.4,2011
"NGA",0.4,2012
"NGA",0.4,2013
"NGA",0.4,2014
"NGA",0.4,2015
"NGA",0.4,2016
"NGA",0.4,2017
"NGA",0.4,2018
"NGA",0.4,2019
"NGA",0.4,2020
"NIC",0.196,2010
"NIC",0.196,2011
"NIC",0.196,2012
"NIC",0.196,2013
"NIC",0.196,2014
"NIC",0.196,2015
"NIC",0.196,2016
"NIC",0.196,2017
"NIC",0.196,2018
"NIC",0.196,2019
"NIC",0.196,2020
"NLD",0.01412,2010
"NLD",0.01412,2011
"NLD",0.01412,2012
"NLD",0.01412,2013
"NLD",0.01412,2014
"NLD",0.01412,2015
"NLD",0.01412,2016
"NLD",0.01412,2017
"NLD",0.01412,2018
"NLD",0.01412,2019
"NLD",0.01412,2020
"NOR",0,2010
"NOR",0,2011
"NOR",0,2012
"NOR",0,2013
"NOR",0,2014
"NOR",0,2015
"NOR",0,2016
"NOR",0,2017
"NOR",0,2018
"NOR",0,2019
"NOR",0,2020
"NPL",0.37,2010
"NPL",0.37,2011
"NPL",0.37,2012
"NPL",0.37,2013
"NPL",0.37,2014
"NPL",0.37,2015
"NPL",0.37,2016
"NPL",0.37,2017
"NPL",0.37,2018
"NPL",0.37,2019
"NPL",0.37,2020
"NRU",0,2010
"NRU",0,2011
"NRU",0,2012
"NRU",0,2013
"NRU",0,2014
"NRU",0,2015
"NRU",0,2016
"NRU",0,2017
"NRU",0,2018
"NRU",0,2019
"NRU",0,2020
"NZL",1,2010
"NZL",1,2011
"NZL",1,2012
"NZL",1,2013
"NZL",1,2014
"NZL",1,2015
"NZL",1,2016
"NZL",1,2017
"NZL",1,2018
"NZL",1,2019
"NZL",1,2020
"OMN",1e-04,2010
"OMN",1e-04,2011
"OMN",1e-04,2012
"OMN",1e-04,2013
"OMN",1e-04,2014
"OMN",1e-04,2015
"OMN",1e-04,2016
"OMN",1e-04,2017
"OMN",1e-04,2018
"OMN",1e-04,2019
"OMN",1e-04,2020
"PAK",0.4,2010
"PAK",0.4,2011
"PAK",0.4,2012
"PAK",0.4,2013
"PAK",0.4,2014
"PAK",0.4,2015
"PAK",0.4,2016
"PAK",0.4,2017
"PAK",0.4,2018
"PAK",0.4,2019
"PAK",0.4,2020
"PAN",0.16,2010
"PAN",0.16,2011
"PAN",0.16,2012
"PAN",0.16,2013
"PAN",0.16,2014
"PAN",0.16,2015
"PAN",0.16,2016
"PAN",0.16,2017
"PAN",0.16,2018
"PAN",0.16,2019
"PAN",0.16,2020
"PER",0.1558,2010
"PER",0.1558,2011
"PER",0.1558,2012
"PER",0.1558,2013
"PER",0.1558,2014
"PER",0.1558,2015
"PER",0.1558,2016
"PER",0.1558,2017
"PER",0.1558,2018
"PER",0.1558,2019
"PER",0.1558,2020
"PHL",0,2010
"PHL",0,2011
"PHL",0,2012
"PHL",0,2013
"PHL",0,2014
"PHL",0,2015
"PHL",0,2016
"PHL",0,2017
"PHL",0,2018
"PHL",0,2019
"PHL",0,2020
"PLW",0,2010
"PLW",0,2011
"PLW",0,2012
"PLW",0,2013
"PLW",0,2014
"PLW",0,2015
"PLW",0,2016
"PLW",0,2017
"PLW",0,2018
"PLW",0,2019
"PLW",0,2020
"PNG",0.62,2010
"PNG",0.62,2011
"PNG",0.62,2012
"PNG",0.62,2013
"PNG",0.62,2014
"PNG",0.62,2015
"PNG",0.62,2016
"PNG",0.62,2017
"PNG",0.62,2018
"PNG",0.62,2019
"PNG",0.62,2020
"POL",0.4426,2010
"POL",0.4426,2011
"POL",0.4426,2012
"POL",0.4426,2013
"POL",0.4426,2014
"POL",0.4426,2015
"POL",0.4426,2016
"POL",0.4426,2017
"POL",0.4426,2018
"POL",0.4426,2019
"POL",0.4426,2020
"PRI",0.665,2010
"PRI",0.665,2011
"PRI",0.665,2012
"PRI",0.665,2013
"PRI",0.665,2014
"PRI",0.665,2015
"PRI",0.665,2016
"PRI",0.665,2017
"PRI",0.665,2018
"PRI",0.665,2019
"PRI",0.665,2020
"PRT",0.4897,2010
"PRT",0.4897,2011
"PRT",0.4897,2012
"PRT",0.4897,2013
"PRT",0.4897,2014
"PRT",0.4897,2015
"PRT",0.4897,2016
"PRT",0.4897,2017
"PRT",0.4897,2018
"PRT",0.4897,2019
"PRT",0.4897,2020
"PRY",0.402,2010
"PRY",0.402,2011
"PRY",0.402,2012
"PRY",0.402,2013
"PRY",0.402,2014
"PRY",0.402,2015
"PRY",0.402,2016
"PRY",0.402,2017
"PRY",0.402,2018
"PRY",0.402,2019
"PRY",0.402,2020
"PSE",0.33,2010
"PSE",0.33,2011
"PSE",0.33,2012
"PSE",0.33,2013
"PSE",0.33,2014
"PSE",0.33,2015
"PSE",0.33,2016
"PSE",0.33,2017
"PSE",0.33,2018
"PSE",0.33,2019
"PSE",0.33,2020
"PYF",0,2010
"PYF",0,2011
"PYF",0,2012
"PYF",0,2013
"PYF",0,2014
"PYF",0,2015
"PYF",0,2016
"PYF",0,2017
"PYF",0,2018
"PYF",0,2019
"PYF",0,2020
"QAT",0.93,2010
"QAT",0.93,2011
"QAT",0.93,2012
"QAT",0.93,2013
"QAT",0.93,2014
"QAT",0.93,2015
"QAT",0.93,2016
"QAT",0.93,2017
"QAT",0.93,2018
"QAT",0.93,2019
"QAT",0.93,2020
"ROU",0.7196,2010
"ROU",0.7196,2011
"ROU",0.7196,2012
"ROU",0.7196,2013
"ROU",0.7196,2014
"ROU",0.7196,2015
"ROU",0.7196,2016
"ROU",0.7196,2017
"ROU",0.7196,2018
"ROU",0.7196,2019
"ROU",0.7196,2020
"RUS",0,2010
"RUS",0,2011
"RUS",0,2012
"RUS",0,2013
"RUS",0,2014
"RUS",0,2015
"RUS",0,2016
"RUS",0,2017
"RUS",0,2018
"RUS",0,2019
"RUS",0,2020
"RWA",0,2010
"RWA",0,2011
"RWA",0,2012
"RWA",0,2013
"RWA",0,2014
"RWA",0,2015
"RWA",0,2016
"RWA",0,2017
"RWA",0,2018
"RWA",0,2019
"RWA",0,2020
"SAU",0.85,2010
"SAU",0.85,2011
"SAU",0.85,2012
"SAU",0.85,2013
"SAU",0.85,2014
"SAU",0.85,2015
"SAU",0.85,2016
"SAU",0.85,2017
"SAU",0.85,2018
"SAU",0.85,2019
"SAU",0.85,2020
"SDN",0.82,2010
"SDN",0.82,2011
"SDN",0.82,2012
"SDN",0.82,2013
"SDN",0.82,2014
"SDN",0.82,2015
"SDN",0.82,2016
"SDN",0.82,2017
"SDN",0.82,2018
"SDN",0.82,2019
"SDN",0.82,2020
"SEN",0.051,2010
"SEN",0.051,2011
"SEN",0.051,2012
"SEN",0.051,2013
"SEN",0.051,2014
"SEN",0.051,2015
"SEN",0.051,2016
"SEN",0.051,2017
"SEN",0.051,2018
"SEN",0.051,2019
"SEN",0.051,2020
"SGP",0.02,2010
"SGP",0.02,2011
"SGP",0.02,2012
"SGP",0.02,2013
"SGP",0.02,2014
"SGP",0.02,2015
"SGP",0.02,2016
"SGP",0.02,2017
"SGP",0.02,2018
"SGP",0.02,2019
"SGP",0.02,2020
"SLB",0,2010
"SLB",0,2011
"SLB",0,2012
"SLB",0,2013
"SLB",0,2014
"SLB",0,2015
"SLB",0,2016
"SLB",0,2017
"SLB",0,2018
"SLB",0,2019
"SLB",0,2020
"SLE",0,2010
"SLE",0,2011
"SLE",0,2012
"SLE",0,2013
"SLE",0,2014
"SLE",0,2015
"SLE",0,2016
"SLE",0,2017
"SLE",0,2018
"SLE",0,2019
"SLE",0,2020
"SLV",0,2010
"SLV",0,2011
"SLV",0,2012
"SLV",0,2013
"SLV",0,2014
"SLV",0,2015
"SLV",0,2016
"SLV",0,2017
"SLV",0,2018
"SLV",0,2019
"SLV",0,2020
"SMR",0,2010
"SMR",0,2011
"SMR",0,2012
"SMR",0,2013
"SMR",0,2014
"SMR",0,2015
"SMR",0,2016
"SMR",0,2017
"SMR",0,2018
"SMR",0,2019
"SMR",0,2020
"SOM",0,2010
"SOM",0,2011
"SOM",0,2012
"SOM",0,2013
"SOM",0,2014
"SOM",0,2015
"SOM",0,2016
"SOM",0,2017
"SOM",0,2018
"SOM",0,2019
"SOM",0,2020
"SRB",0.7391,2010
"SRB",0.7391,2011
"SRB",0.7391,2012
"SRB",0.7391,2013
"SRB",0.7391,2014
"SRB",0.7391,2015
"SRB",0.7391,2016
"SRB",0.7391,2017
"SRB",0.7391,2018
"SRB",0.7391,2019
"SRB",0.7391,2020
"SSD",0,2010
"SSD",0,2011
"SSD",0,2012
"SSD",0,2013
"SSD",0,2014
"SSD",0,2015
"SSD",0,2016
"SSD",0,2017
"SSD",0,2018
"SSD",0,2019
"SSD",0,2020
"STP",0,2010
"STP",0,2011
"STP",0,2012
"STP",0,2013
"STP",0,2014
"STP",0,2015
"STP",0,2016
"STP",0,2017
"STP",0,2018
"STP",0,2019
"STP",0,2020
"SUR",0,2010
"SUR",0,2011
"SUR",0,2012
"SUR",0,2013
"SUR",0,2014
"SUR",0,2015
"SUR",0,2016
"SUR",0,2017
"SUR",0,2018
"SUR",0,2019
"SUR",0,2020
"SVK",0.6872,2010
"SVK",0.6872,2011
"SVK",0.6872,2012
"SVK",0.6872,2013
"SVK",0.6872,2014
"SVK",0.6872,2015
"SVK",0.6872,2016
"SVK",0.6872,2017
"SVK",0.6872,2018
"SVK",0.6872,2019
"SVK",0.6872,2020
"SVN",0.2268,2010
"SVN",0.2268,2011
"SVN",0.2268,2012
"SVN",0.2268,2013
"SVN",0.2268,2014
"SVN",0.2268,2015
"SVN",0.2268,2016
"SVN",0.2268,2017
"SVN",0.2268,2018
"SVN",0.2268,2019
"SVN",0.2268,2020
"SWE",0.008,2010
"SWE",0.008,2011
"SWE",0.008,2012
"SWE",0.008,2013
"SWE",0.008,2014
"SWE",0.008,2015
"SWE",0.008,2016
"SWE",0.008,2017
"SWE",0.008,2018
"SWE",0.008,2019
"SWE",0.008,2020
"SWZ",0,2010
"SWZ",0,2011
"SWZ",0,2012
"SWZ",0,2013
"SWZ",0,2014
"SWZ",0,2015
"SWZ",0,2016
"SWZ",0,2017
"SWZ",0,2018
"SWZ",0,2019
"SWZ",0,2020
"SXM",0,2010
"SXM",0,2011
"SXM",0,2012
"SXM",0,2013
"SXM",0,2014
"SXM",0,2015
"SXM",0,2016
"SXM",0,2017
"SXM",0,2018
"SXM",0,2019
"SXM",0,2020
"SYC",0,2010
"SYC",0,2011
"SYC",0,2012
"SYC",0,2013
"SYC",0,2014
"SYC",0,2015
"SYC",0,2016
"SYC",0,2017
"SYC",0,2018
"SYC",0,2019
"SYC",0,2020
"SYR",0.2,2010
"SYR",0.2,2011
"SYR",0.2,2012
"SYR",0.2,2013
"SYR",0.2,2014
"SYR",0.2,2015
"SYR",0.2,2016
"SYR",0.2,2017
"SYR",0.2,2018
"SYR",0.2,2019
"SYR",0.2,2020
"TCA",0,2010
"TCA",0,2011
"TCA",0,2012
"TCA",0,2013
"TCA",0,2014
"TCA",0,2015
"TCA",0,2016
"TCA",0,2017
"TCA",0,2018
"TCA",0,2019
"TCA",0,2020
"TCD",0,2010
"TCD",0,2011
"TCD",0,2012
"TCD",0,2013
"TCD",0,2014
"TCD",0,2015
"TCD",0,2016
"TCD",0,2017
"TCD",0,2018
"TCD",0,2019
"TCD",0,2020
"TGO",0,2010
"TGO",0,2011
"TGO",0,2012
"TGO",0,2013
"TGO",0,2014
"TGO",0,2015
"TGO",0,2016
"TGO",0,2017
"TGO",0,2018
"TGO",0,2019
"TGO",0,2020
"THA",0.27,2010
"THA",0.27,2011
"THA",0.27,2012
"THA",0.27,2013
"THA",0.27,2014
"THA",0.27,2015
"THA",0.27,2016
"THA",0.27,2017
"THA",0.27,2018
"THA",0.27,2019
"THA",0.27,2020
"TJK",0,2010
"TJK",0,2011
"TJK",0,2012
"TJK",0,2013
"TJK",0,2014
"TJK",0,2015
"TJK",0,2016
"TJK",0,2017
"TJK",0,2018
"TJK",0,2019
"TJK",0,2020
"TKM",1,2010
"TKM",1,2011
"TKM",1,2012
"TKM",1,2013
"TKM",1,2014
"TKM",1,2015
"TKM",1,2016
"TKM",1,2017
"TKM",1,2018
"TKM",1,2019
"TKM",1,2020
"TLS",0,2010
"TLS",0,2011
"TLS",0,2012
"TLS",0,2013
"TLS",0,2014
"TLS",0,2015
"TLS",0,2016
"TLS",0,2017
"TLS",0,2018
"TLS",0,2019
"TLS",0,2020
"TON",0.4,2010
"TON",0.4,2011
"TON",0.4,2012
"TON",0.4,2013
"TON",0.4,2014
"TON",0.4,2015
"TON",0.4,2016
"TON",0.4,2017
"TON",0.4,2018
"TON",0.4,2019
"TON",0.4,2020
"TTO",0.12,2010
"TTO",0.12,2011
"TTO",0.12,2012
"TTO",0.12,2013
"TTO",0.12,2014
"TTO",0.12,2015
"TTO",0.12,2016
"TTO",0.12,2017
"TTO",0.12,2018
"TTO",0.12,2019
"TTO",0.12,2020
"TUN",0.7,2010
"TUN",0.7,2011
"TUN",0.7,2012
"TUN",0.7,2013
"TUN",0.7,2014
"TUN",0.7,2015
"TUN",0.7,2016
"TUN",0.7,2017
"TUN",0.7,2018
"TUN",0.7,2019
"TUN",0.7,2020
"TUR",0,2010
"TUR",0,2011
"TUR",0,2012
"TUR",0,2013
"TUR",0,2014
"TUR",0,2015
"TUR",0,2016
"TUR",0,2017
"TUR",0,2018
"TUR",0,2019
"TUR",0,2020
"TUV",0,2010
"TUV",0,2011
"TUV",0,2012
"TUV",0,2013
"TUV",0,2014
"TUV",0,2015
"TUV",0,2016
"TUV",0,2017
"TUV",0,2018
"TUV",0,2019
"TUV",0,2020
"TWN",0.348,2010
"TWN",0.348,2011
"TWN",0.348,2012
"TWN",0.348,2013
"TWN",0.348,2014
"TWN",0.348,2015
"TWN",0.348,2016
"TWN",0.348,2017
"TWN",0.348,2018
"TWN",0.348,2019
"TWN",0.348,2020
"TZA",0,2010
"TZA",0,2011
"TZA",0,2012
"TZA",0,2013
"TZA",0,2014
"TZA",0,2015
"TZA",0,2016
"TZA",0,2017
"TZA",0,2018
"TZA",0,2019
"TZA",0,2020
"UGA",0,2010
"UGA",0,2011
"UGA",0,2012
"UGA",0,2013
"UGA",0,2014
"UGA",0,2015
"UGA",0,2016
"UGA",0,2017
"UGA",0,2018
"UGA",0,2019
"UGA",0,2020
"UKR",0.9407,2010
"UKR",0.9407,2011
"UKR",0.9407,2012
"UKR",0.9407,2013
"UKR",0.9407,2014
"UKR",0.9407,2015
"UKR",0.9407,2016
"UKR",0.9407,2017
"UKR",0.9407,2018
"UKR",0.9407,2019
"UKR",0.9407,2020
"URY",0.617,2010
"URY",0.617,2011
"URY",0.617,2012
"URY",0.617,2013
"URY",0.617,2014
"URY",0.617,2015
"URY",0.617,2016
"URY",0.617,2017
"URY",0.617,2018
"URY",0.617,2019
"URY",0.617,2020
"USA",0.526,2010
"USA",0.526,2011
"USA",0.526,2012
"USA",0.526,2013
"USA",0.526,2014
"USA",0.526,2015
"USA",0.526,2016
"USA",0.526,2017
"USA",0.526,2018
"USA",0.526,2019
"USA",0.526,2020
"UZB",0,2010
"UZB",0,2011
"UZB",0,2012
"UZB",0,2013
"UZB",0,2014
"UZB",0,2015
"UZB",0,2016
"UZB",0,2017
"UZB",0,2018
"UZB",0,2019
"UZB",0,2020
"VCT",0.9991,2010
"VCT",0.9991,2011
"VCT",0.9991,2012
"VCT",0.9991,2013
"VCT",0.9991,2014
"VCT",0.9991,2015
"VCT",0.9991,2016
"VCT",0.9991,2017
"VCT",0.9991,2018
"VCT",0.9991,2019
"VCT",0.9991,2020
"VEN",0,2010
"VEN",0,2011
"VEN",0,2012
"VEN",0,2013
"VEN",0,2014
"VEN",0,2015
"VEN",0,2016
"VEN",0,2017
"VEN",0,2018
"VEN",0,2019
"VEN",0,2020
"VGB",0,2010
"VGB",0,2011
"VGB",0,2012
"VGB",0,2013
"VGB",0,2014
"VGB",0,2015
"VGB",0,2016
"VGB",0,2017
"VGB",0,2018
"VGB",0,2019
"VGB",0,2020
"VIR",0,2010
"VIR",0,2011
"VIR",0,2012
"VIR",0,2013
"VIR",0,2014
"VIR",0,2015
"VIR",0,2016
"VIR",0,2017
"VIR",0,2018
"VIR",0,2019
"VIR",0,2020
"VNM",0,2010
"VNM",0,2011
"VNM",0,2012
"VNM",0,2013
"VNM",0,2014
"VNM",0,2015
"VNM",0,2016
"VNM",0,2017
"VNM",0,2018
"VNM",0,2019
"VNM",0,2020
"VUT",0,2010
"VUT",0,2011
"VUT",0,2012
"VUT",0,2013
"VUT",0,2014
"VUT",0,2015
"VUT",0,2016
"VUT",0,2017
"VUT",0,2018
"VUT",0,2019
"VUT",0,2020
"WSM",0.31,2010
"WSM",0.31,2011
"WSM",0.31,2012
"WSM",0.31,2013
"WSM",0.31,2014
"WSM",0.31,2015
"WSM",0.31,2016
"WSM",0.31,2017
"WSM",0.31,2018
"WSM",0.31,2019
"WSM",0.31,2020
"XKX",0.6643,2010
"XKX",0.6643,2011
"XKX",0.6643,2012
"XKX",0.6643,2013
"XKX",0.6643,2014
"XKX",0.6643,2015
"XKX",0.6643,2016
"XKX",0.6643,2017
"XKX",0.6643,2018
"XKX",0.6643,2019
"XKX",0.6643,2020
"YEM",0.12,2010
"YEM",0.12,2011
"YEM",0.12,2012
"YEM",0.12,2013
"YEM",0.12,2014
"YEM",0.12,2015
"YEM",0.12,2016
"YEM",0.12,2017
"YEM",0.12,2018
"YEM",0.12,2019
"YEM",0.12,2020
"ZAF",0.72,2010
"ZAF",0.72,2011
"ZAF",0.72,2012
"ZAF",0.72,2013
"ZAF",0.72,2014
"ZAF",0.72,2015
"ZAF",0.72,2016
"ZAF",0.72,2017
"ZAF",0.72,2018
"ZAF",0.72,2019
"ZAF",0.72,2020
"ZMB",0,2010
"ZMB",0,2011
"ZMB",0,2012
"ZMB",0,2013
"ZMB",0,2014
"ZMB",0,2015
"ZMB",0,2016
"ZMB",0,2017
"ZMB",0,2018
"ZMB",0,2019
"ZMB",0,2020
"ZWE",0,2010
"ZWE",0,2011
"ZWE",0,2012
"ZWE",0,2013
"ZWE",0,2014
"ZWE",0,2015
"ZWE",0,2016
"ZWE",0,2017
"ZWE",0,2018
"ZWE",0,2019
"ZWE",0,2020
