Year,iso_code3,qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha
2026,AND,72.95132743362832
2027,AND,72.95132743362832
2028,AND,72.95132743362832
2029,AND,72.95132743362832
2030,AND,72.95132743362832
2031,AND,72.95132743362832
2032,AND,72.95132743362832
2033,AND,72.95132743362832
2034,AND,72.95132743362832
2035,AND,72.95132743362832
2036,AND,72.95132743362832
2037,AND,72.95132743362832
2038,AND,72.95132743362832
2039,AND,72.95132743362832
2040,AND,72.95132743362832
2041,AND,72.95132743362832
2042,AND,72.95132743362832
2043,AND,72.95132743362832
2044,AND,72.95132743362832
2045,AND,72.95132743362832
2046,AND,72.95132743362832
2047,AND,72.95132743362832
2048,AND,72.95132743362832
2049,AND,72.95132743362832
2050,AND,72.95132743362832
2021,ARE,14.10664345979114
2022,ARE,14.10664345979114
2023,ARE,14.10664345979114
2024,ARE,14.10664345979114
2025,ARE,14.10664345979114
2026,ARE,14.10664345979114
2027,ARE,14.10664345979114
2028,ARE,14.10664345979114
2029,ARE,14.10664345979114
2030,ARE,14.10664345979114
2031,ARE,14.10664345979114
2032,ARE,14.10664345979114
2033,ARE,14.10664345979114
2034,ARE,14.10664345979114
2035,ARE,14.10664345979114
2036,ARE,14.10664345979114
2037,ARE,14.10664345979114
2038,ARE,14.10664345979114
2039,ARE,14.10664345979114
2040,ARE,14.10664345979114
2041,ARE,14.10664345979114
2042,ARE,14.10664345979114
2043,ARE,14.10664345979114
2044,ARE,14.10664345979114
2045,ARE,14.10664345979114
2046,ARE,14.10664345979114
2047,ARE,14.10664345979114
2048,ARE,14.10664345979114
2049,ARE,14.10664345979114
2050,ARE,14.10664345979114
2021,ARG,42.86511000455413
2022,ARG,42.86511000455413
2023,ARG,42.86511000455413
2024,ARG,42.86511000455413
2025,ARG,42.86511000455413
2026,ARG,42.86511000455413
2027,ARG,42.86511000455413
2028,ARG,42.86511000455413
2029,ARG,42.86511000455413
2030,ARG,42.86511000455413
2031,ARG,42.86511000455413
2032,ARG,42.86511000455413
2033,ARG,42.86511000455413
2034,ARG,42.86511000455413
2035,ARG,42.86511000455413
2036,ARG,42.86511000455413
2037,ARG,42.86511000455413
2038,ARG,42.86511000455413
2039,ARG,42.86511000455413
2040,ARG,42.86511000455413
2041,ARG,42.86511000455413
2042,ARG,42.86511000455413
2043,ARG,42.86511000455413
2044,ARG,42.86511000455413
2045,ARG,42.86511000455413
2046,ARG,42.86511000455413
2047,ARG,42.86511000455413
2048,ARG,42.86511000455413
2049,ARG,42.86511000455413
2050,ARG,42.86511000455413
2021,ARM,57.38181356915048
2022,ARM,57.38181356915048
2023,ARM,57.38181356915048
2024,ARM,57.38181356915048
2025,ARM,57.38181356915048
2026,ARM,57.38181356915048
2027,ARM,57.38181356915048
2028,ARM,57.38181356915048
2029,ARM,57.38181356915048
2030,ARM,57.38181356915048
2031,ARM,57.38181356915048
2032,ARM,57.38181356915048
2033,ARM,57.38181356915048
2034,ARM,57.38181356915048
2035,ARM,57.38181356915048
2036,ARM,57.38181356915048
2037,ARM,57.38181356915048
2038,ARM,57.38181356915048
2039,ARM,57.38181356915048
2040,ARM,57.38181356915048
2041,ARM,57.38181356915048
2042,ARM,57.38181356915048
2043,ARM,57.38181356915048
2044,ARM,57.38181356915048
2045,ARM,57.38181356915048
2046,ARM,57.38181356915048
2047,ARM,57.38181356915048
2048,ARM,57.38181356915048
2049,ARM,57.38181356915048
2050,ARM,57.38181356915048
2021,ASM,75.61458333333333
2022,ASM,75.61458333333333
2023,ASM,75.61458333333333
2024,ASM,75.61458333333333
2025,ASM,75.61458333333333
2026,ASM,75.61458333333333
2027,ASM,75.61458333333333
2028,ASM,75.61458333333333
2029,ASM,75.61458333333333
2030,ASM,75.61458333333333
2031,ASM,75.61458333333333
2032,ASM,75.61458333333333
2033,ASM,75.61458333333333
2034,ASM,75.61458333333333
2035,ASM,75.61458333333333
2036,ASM,75.61458333333333
2037,ASM,75.61458333333333
2038,ASM,75.61458333333333
2039,ASM,75.61458333333333
2040,ASM,75.61458333333333
2041,ASM,75.61458333333333
2042,ASM,75.61458333333333
2043,ASM,75.61458333333333
2044,ASM,75.61458333333333
2045,ASM,75.61458333333333
2046,ASM,75.61458333333333
2047,ASM,75.61458333333333
2048,ASM,75.61458333333333
2049,ASM,75.61458333333333
2050,ASM,75.61458333333333
2021,ATG,62.86486486486486
2022,ATG,62.86486486486486
2023,ATG,62.86486486486486
2024,ATG,62.86486486486486
2025,ATG,62.86486486486486
2026,ATG,62.86486486486486
2027,ATG,62.86486486486486
2028,ATG,62.86486486486486
2029,ATG,62.86486486486486
2030,ATG,62.86486486486486
2031,ATG,62.86486486486486
2032,ATG,62.86486486486486
2033,ATG,62.86486486486486
2034,ATG,62.86486486486486
2035,ATG,62.86486486486486
2036,ATG,62.86486486486486
2037,ATG,62.86486486486486
2038,ATG,62.86486486486486
2039,ATG,62.86486486486486
2040,ATG,62.86486486486486
2041,ATG,62.86486486486486
2042,ATG,62.86486486486486
2043,ATG,62.86486486486486
2044,ATG,62.86486486486486
2045,ATG,62.86486486486486
2046,ATG,62.86486486486486
2047,ATG,62.86486486486486
2048,ATG,62.86486486486486
2049,ATG,62.86486486486486
2050,ATG,62.86486486486486
2021,AUS,30.05571806958285
2022,AUS,30.05571806958285
2023,AUS,30.05571806958285
2024,AUS,30.05571806958285
2025,AUS,30.05571806958285
2026,AUS,30.05571806958285
2027,AUS,30.05571806958285
2028,AUS,30.05571806958285
2029,AUS,30.05571806958285
2030,AUS,30.05571806958285
2031,AUS,30.05571806958285
2032,AUS,30.05571806958285
2033,AUS,30.05571806958285
2034,AUS,30.05571806958285
2035,AUS,30.05571806958285
2036,AUS,30.05571806958285
2037,AUS,30.05571806958285
2038,AUS,30.05571806958285
2039,AUS,30.05571806958285
2040,AUS,30.05571806958285
2041,AUS,30.05571806958285
2042,AUS,30.05571806958285
2043,AUS,30.05571806958285
2044,AUS,30.05571806958285
2045,AUS,30.05571806958285
2046,AUS,30.05571806958285
2047,AUS,30.05571806958285
2048,AUS,30.05571806958285
2049,AUS,30.05571806958285
2050,AUS,30.05571806958285
2021,AUT,72.72073202549417
2022,AUT,72.72073202549417
2023,AUT,72.72073202549417
2024,AUT,72.72073202549417
2025,AUT,72.72073202549417
2026,AUT,72.72073202549417
2027,AUT,72.72073202549417
2028,AUT,72.72073202549417
2029,AUT,72.72073202549417
2030,AUT,72.72073202549417
2031,AUT,72.72073202549417
2032,AUT,72.72073202549417
2033,AUT,72.72073202549417
2034,AUT,72.72073202549417
2035,AUT,72.72073202549417
2036,AUT,72.72073202549417
2037,AUT,72.72073202549417
2038,AUT,72.72073202549417
2039,AUT,72.72073202549417
2040,AUT,72.72073202549417
2041,AUT,72.72073202549417
2042,AUT,72.72073202549417
2043,AUT,72.72073202549417
2044,AUT,72.72073202549417
2045,AUT,72.72073202549417
2046,AUT,72.72073202549417
2047,AUT,72.72073202549417
2048,AUT,72.72073202549417
2049,AUT,72.72073202549417
2050,AUT,72.72073202549417
2021,AZE,53.64213039617978
2022,AZE,53.64213039617978
2023,AZE,53.64213039617978
2024,AZE,53.64213039617978
2025,AZE,53.64213039617978
2026,AZE,53.64213039617978
2027,AZE,53.64213039617978
2028,AZE,53.64213039617978
2029,AZE,53.64213039617978
2030,AZE,53.64213039617978
2031,AZE,53.64213039617978
2032,AZE,53.64213039617978
2033,AZE,53.64213039617978
2034,AZE,53.64213039617978
2035,AZE,53.64213039617978
2036,AZE,53.64213039617978
2037,AZE,53.64213039617978
2038,AZE,53.64213039617978
2039,AZE,53.64213039617978
2040,AZE,53.64213039617978
2041,AZE,53.64213039617978
2042,AZE,53.64213039617978
2043,AZE,53.64213039617978
2044,AZE,53.64213039617978
2045,AZE,53.64213039617978
2046,AZE,53.64213039617978
2047,AZE,53.64213039617978
2048,AZE,53.64213039617978
2049,AZE,53.64213039617978
2050,AZE,53.64213039617978
2021,BDI,62.98562661498708
2022,BDI,62.98562661498708
2023,BDI,62.98562661498708
2024,BDI,62.98562661498708
2025,BDI,62.98562661498708
2026,BDI,62.98562661498708
2027,BDI,62.98562661498708
2028,BDI,62.98562661498708
2029,BDI,62.98562661498708
2030,BDI,62.98562661498708
2031,BDI,62.98562661498708
2032,BDI,62.98562661498708
2033,BDI,62.98562661498708
2034,BDI,62.98562661498708
2035,BDI,62.98562661498708
2036,BDI,62.98562661498708
2037,BDI,62.98562661498708
2038,BDI,62.98562661498708
2039,BDI,62.98562661498708
2040,BDI,62.98562661498708
2041,BDI,62.98562661498708
2042,BDI,62.98562661498708
2043,BDI,62.98562661498708
2044,BDI,62.98562661498708
2045,BDI,62.98562661498708
2046,BDI,62.98562661498708
2047,BDI,62.98562661498708
2048,BDI,62.98562661498708
2049,BDI,62.98562661498708
2050,BDI,62.98562661498708
2021,BEL,58.711426871001336
2022,BEL,58.711426871001336
2023,BEL,58.711426871001336
2024,BEL,58.711426871001336
2025,BEL,58.711426871001336
2026,BEL,58.711426871001336
2027,BEL,58.711426871001336
2028,BEL,58.711426871001336
2029,BEL,58.711426871001336
2030,BEL,58.711426871001336
2031,BEL,58.711426871001336
2032,BEL,58.711426871001336
2033,BEL,58.711426871001336
2034,BEL,58.711426871001336
2035,BEL,58.711426871001336
2036,BEL,58.711426871001336
2037,BEL,58.711426871001336
2038,BEL,58.711426871001336
2039,BEL,58.711426871001336
2040,BEL,58.711426871001336
2041,BEL,58.711426871001336
2042,BEL,58.711426871001336
2043,BEL,58.711426871001336
2044,BEL,58.711426871001336
2045,BEL,58.711426871001336
2046,BEL,58.711426871001336
2047,BEL,58.711426871001336
2048,BEL,58.711426871001336
2049,BEL,58.711426871001336
2050,BEL,58.711426871001336
2021,BEN,29.110879817575626
2022,BEN,29.110879817575626
2023,BEN,29.110879817575626
2024,BEN,29.110879817575626
2025,BEN,29.110879817575626
2026,BEN,29.110879817575626
2027,BEN,29.110879817575626
2028,BEN,29.110879817575626
2029,BEN,29.110879817575626
2030,BEN,29.110879817575626
2031,BEN,29.110879817575626
2032,BEN,29.110879817575626
2033,BEN,29.110879817575626
2034,BEN,29.110879817575626
2035,BEN,29.110879817575626
2036,BEN,29.110879817575626
2037,BEN,29.110879817575626
2038,BEN,29.110879817575626
2039,BEN,29.110879817575626
2040,BEN,29.110879817575626
2041,BEN,29.110879817575626
2042,BEN,29.110879817575626
2043,BEN,29.110879817575626
2044,BEN,29.110879817575626
2045,BEN,29.110879817575626
2046,BEN,29.110879817575626
2047,BEN,29.110879817575626
2048,BEN,29.110879817575626
2049,BEN,29.110879817575626
2050,BEN,29.110879817575626
2021,BFA,27.18543342269884
2022,BFA,27.18543342269884
2023,BFA,27.18543342269884
2024,BFA,27.18543342269884
2025,BFA,27.18543342269884
2026,BFA,27.18543342269884
2027,BFA,27.18543342269884
2028,BFA,27.18543342269884
2029,BFA,27.18543342269884
2030,BFA,27.18543342269884
2031,BFA,27.18543342269884
2032,BFA,27.18543342269884
2033,BFA,27.18543342269884
2034,BFA,27.18543342269884
2035,BFA,27.18543342269884
2036,BFA,27.18543342269884
2037,BFA,27.18543342269884
2038,BFA,27.18543342269884
2039,BFA,27.18543342269884
2040,BFA,27.18543342269884
2041,BFA,27.18543342269884
2042,BFA,27.18543342269884
2043,BFA,27.18543342269884
2044,BFA,27.18543342269884
2045,BFA,27.18543342269884
2046,BFA,27.18543342269884
2047,BFA,27.18543342269884
2048,BFA,27.18543342269884
2049,BFA,27.18543342269884
2050,BFA,27.18543342269884
2021,BGD,44.46333116566412
2022,BGD,44.46333116566412
2023,BGD,44.46333116566412
2024,BGD,44.46333116566412
2025,BGD,44.46333116566412
2026,BGD,44.46333116566412
2027,BGD,44.46333116566412
2028,BGD,44.46333116566412
2029,BGD,44.46333116566412
2030,BGD,44.46333116566412
2031,BGD,44.46333116566412
2032,BGD,44.46333116566412
2033,BGD,44.46333116566412
2034,BGD,44.46333116566412
2035,BGD,44.46333116566412
2036,BGD,44.46333116566412
2037,BGD,44.46333116566412
2038,BGD,44.46333116566412
2039,BGD,44.46333116566412
2040,BGD,44.46333116566412
2041,BGD,44.46333116566412
2042,BGD,44.46333116566412
2043,BGD,44.46333116566412
2044,BGD,44.46333116566412
2045,BGD,44.46333116566412
2046,BGD,44.46333116566412
2047,BGD,44.46333116566412
2048,BGD,44.46333116566412
2049,BGD,44.46333116566412
2050,BGD,44.46333116566412
2021,BGR,46.75954803087601
2022,BGR,46.75954803087601
2023,BGR,46.75954803087601
2024,BGR,46.75954803087601
2025,BGR,46.75954803087601
2026,BGR,46.75954803087601
2027,BGR,46.75954803087601
2028,BGR,46.75954803087601
2029,BGR,46.75954803087601
2030,BGR,46.75954803087601
2031,BGR,46.75954803087601
2032,BGR,46.75954803087601
2033,BGR,46.75954803087601
2034,BGR,46.75954803087601
2035,BGR,46.75954803087601
2036,BGR,46.75954803087601
2037,BGR,46.75954803087601
2038,BGR,46.75954803087601
2039,BGR,46.75954803087601
2040,BGR,46.75954803087601
2041,BGR,46.75954803087601
2042,BGR,46.75954803087601
2043,BGR,46.75954803087601
2044,BGR,46.75954803087601
2045,BGR,46.75954803087601
2046,BGR,46.75954803087601
2047,BGR,46.75954803087601
2048,BGR,46.75954803087601
2049,BGR,46.75954803087601
2050,BGR,46.75954803087601
2021,BHR,14.3601108033241
2022,BHR,14.3601108033241
2023,BHR,14.3601108033241
2024,BHR,14.3601108033241
2025,BHR,14.3601108033241
2026,BHR,14.3601108033241
2027,BHR,14.3601108033241
2028,BHR,14.3601108033241
2029,BHR,14.3601108033241
2030,BHR,14.3601108033241
2031,BHR,14.3601108033241
2032,BHR,14.3601108033241
2033,BHR,14.3601108033241
2034,BHR,14.3601108033241
2035,BHR,14.3601108033241
2036,BHR,14.3601108033241
2037,BHR,14.3601108033241
2038,BHR,14.3601108033241
2039,BHR,14.3601108033241
2040,BHR,14.3601108033241
2041,BHR,14.3601108033241
2042,BHR,14.3601108033241
2043,BHR,14.3601108033241
2044,BHR,14.3601108033241
2045,BHR,14.3601108033241
2046,BHR,14.3601108033241
2047,BHR,14.3601108033241
2048,BHR,14.3601108033241
2049,BHR,14.3601108033241
2050,BHR,14.3601108033241
2021,BHS,67.29784907036093
2022,BHS,67.29784907036093
2023,BHS,67.29784907036093
2024,BHS,67.29784907036093
2025,BHS,67.29784907036093
2026,BHS,67.29784907036093
2027,BHS,67.29784907036093
2028,BHS,67.29784907036093
2029,BHS,67.29784907036093
2030,BHS,67.29784907036093
2031,BHS,67.29784907036093
2032,BHS,67.29784907036093
2033,BHS,67.29784907036093
2034,BHS,67.29784907036093
2035,BHS,67.29784907036093
2036,BHS,67.29784907036093
2037,BHS,67.29784907036093
2038,BHS,67.29784907036093
2039,BHS,67.29784907036093
2040,BHS,67.29784907036093
2041,BHS,67.29784907036093
2042,BHS,67.29784907036093
2043,BHS,67.29784907036093
2044,BHS,67.29784907036093
2045,BHS,67.29784907036093
2046,BHS,67.29784907036093
2047,BHS,67.29784907036093
2048,BHS,67.29784907036093
2049,BHS,67.29784907036093
2050,BHS,67.29784907036093
2021,BIH,72.93813726833278
2022,BIH,72.93813726833278
2023,BIH,72.93813726833278
2024,BIH,72.93813726833278
2025,BIH,72.93813726833278
2026,BIH,72.93813726833278
2027,BIH,72.93813726833278
2028,BIH,72.93813726833278
2029,BIH,72.93813726833278
2030,BIH,72.93813726833278
2031,BIH,72.93813726833278
2032,BIH,72.93813726833278
2033,BIH,72.93813726833278
2034,BIH,72.93813726833278
2035,BIH,72.93813726833278
2036,BIH,72.93813726833278
2037,BIH,72.93813726833278
2038,BIH,72.93813726833278
2039,BIH,72.93813726833278
2040,BIH,72.93813726833278
2041,BIH,72.93813726833278
2042,BIH,72.93813726833278
2043,BIH,72.93813726833278
2044,BIH,72.93813726833278
2045,BIH,72.93813726833278
2046,BIH,72.93813726833278
2047,BIH,72.93813726833278
2048,BIH,72.93813726833278
2049,BIH,72.93813726833278
2050,BIH,72.93813726833278
2021,BLR,48.63619372623668
2022,BLR,48.63619372623668
2023,BLR,48.63619372623668
2024,BLR,48.63619372623668
2025,BLR,48.63619372623668
2026,BLR,48.63619372623668
2027,BLR,48.63619372623668
2028,BLR,48.63619372623668
2029,BLR,48.63619372623668
2030,BLR,48.63619372623668
2031,BLR,48.63619372623668
2032,BLR,48.63619372623668
2033,BLR,48.63619372623668
2034,BLR,48.63619372623668
2035,BLR,48.63619372623668
2036,BLR,48.63619372623668
2037,BLR,48.63619372623668
2038,BLR,48.63619372623668
2039,BLR,48.63619372623668
2040,BLR,48.63619372623668
2041,BLR,48.63619372623668
2042,BLR,48.63619372623668
2043,BLR,48.63619372623668
2044,BLR,48.63619372623668
2045,BLR,48.63619372623668
2046,BLR,48.63619372623668
2047,BLR,48.63619372623668
2048,BLR,48.63619372623668
2049,BLR,48.63619372623668
2050,BLR,48.63619372623668
2021,BLZ,65.54269087523278
2022,BLZ,65.54269087523278
2023,BLZ,65.54269087523278
2024,BLZ,65.54269087523278
2025,BLZ,65.54269087523278
2026,BLZ,65.54269087523278
2027,BLZ,65.54269087523278
2028,BLZ,65.54269087523278
2029,BLZ,65.54269087523278
2030,BLZ,65.54269087523278
2031,BLZ,65.54269087523278
2032,BLZ,65.54269087523278
2033,BLZ,65.54269087523278
2034,BLZ,65.54269087523278
2035,BLZ,65.54269087523278
2036,BLZ,65.54269087523278
2037,BLZ,65.54269087523278
2038,BLZ,65.54269087523278
2039,BLZ,65.54269087523278
2040,BLZ,65.54269087523278
2041,BLZ,65.54269087523278
2042,BLZ,65.54269087523278
2043,BLZ,65.54269087523278
2044,BLZ,65.54269087523278
2045,BLZ,65.54269087523278
2046,BLZ,65.54269087523278
2047,BLZ,65.54269087523278
2048,BLZ,65.54269087523278
2049,BLZ,65.54269087523278
2050,BLZ,65.54269087523278
2021,BOL,46.13941977444245
2022,BOL,46.13941977444245
2023,BOL,46.13941977444245
2024,BOL,46.13941977444245
2025,BOL,46.13941977444245
2026,BOL,46.13941977444245
2027,BOL,46.13941977444245
2028,BOL,46.13941977444245
2029,BOL,46.13941977444245
2030,BOL,46.13941977444245
2031,BOL,46.13941977444245
2032,BOL,46.13941977444245
2033,BOL,46.13941977444245
2034,BOL,46.13941977444245
2035,BOL,46.13941977444245
2036,BOL,46.13941977444245
2037,BOL,46.13941977444245
2038,BOL,46.13941977444245
2039,BOL,46.13941977444245
2040,BOL,46.13941977444245
2041,BOL,46.13941977444245
2042,BOL,46.13941977444245
2043,BOL,46.13941977444245
2044,BOL,46.13941977444245
2045,BOL,46.13941977444245
2046,BOL,46.13941977444245
2047,BOL,46.13941977444245
2048,BOL,46.13941977444245
2049,BOL,46.13941977444245
2050,BOL,46.13941977444245
2021,BRA,45.13467778624158
2022,BRA,45.13467778624158
2023,BRA,45.13467778624158
2024,BRA,45.13467778624158
2025,BRA,45.13467778624158
2026,BRA,45.13467778624158
2027,BRA,45.13467778624158
2028,BRA,45.13467778624158
2029,BRA,45.13467778624158
2030,BRA,45.13467778624158
2031,BRA,45.13467778624158
2032,BRA,45.13467778624158
2033,BRA,45.13467778624158
2034,BRA,45.13467778624158
2035,BRA,45.13467778624158
2036,BRA,45.13467778624158
2037,BRA,45.13467778624158
2038,BRA,45.13467778624158
2039,BRA,45.13467778624158
2040,BRA,45.13467778624158
2041,BRA,45.13467778624158
2042,BRA,45.13467778624158
2043,BRA,45.13467778624158
2044,BRA,45.13467778624158
2045,BRA,45.13467778624158
2046,BRA,45.13467778624158
2047,BRA,45.13467778624158
2048,BRA,45.13467778624158
2049,BRA,45.13467778624158
2050,BRA,45.13467778624158
2021,BRB,59.53822629969419
2022,BRB,59.53822629969419
2023,BRB,59.53822629969419
2024,BRB,59.53822629969419
2025,BRB,59.53822629969419
2026,BRB,59.53822629969419
2027,BRB,59.53822629969419
2028,BRB,59.53822629969419
2029,BRB,59.53822629969419
2030,BRB,59.53822629969419
2031,BRB,59.53822629969419
2032,BRB,59.53822629969419
2033,BRB,59.53822629969419
2034,BRB,59.53822629969419
2035,BRB,59.53822629969419
2036,BRB,59.53822629969419
2037,BRB,59.53822629969419
2038,BRB,59.53822629969419
2039,BRB,59.53822629969419
2040,BRB,59.53822629969419
2041,BRB,59.53822629969419
2042,BRB,59.53822629969419
2043,BRB,59.53822629969419
2044,BRB,59.53822629969419
2045,BRB,59.53822629969419
2046,BRB,59.53822629969419
2047,BRB,59.53822629969419
2048,BRB,59.53822629969419
2049,BRB,59.53822629969419
2050,BRB,59.53822629969419
2021,BRN,63.61829245804905
2022,BRN,63.61829245804905
2023,BRN,63.61829245804905
2024,BRN,63.61829245804905
2025,BRN,63.61829245804905
2026,BRN,63.61829245804905
2027,BRN,63.61829245804905
2028,BRN,63.61829245804905
2029,BRN,63.61829245804905
2030,BRN,63.61829245804905
2031,BRN,63.61829245804905
2032,BRN,63.61829245804905
2033,BRN,63.61829245804905
2034,BRN,63.61829245804905
2035,BRN,63.61829245804905
2036,BRN,63.61829245804905
2037,BRN,63.61829245804905
2038,BRN,63.61829245804905
2039,BRN,63.61829245804905
2040,BRN,63.61829245804905
2041,BRN,63.61829245804905
2042,BRN,63.61829245804905
2043,BRN,63.61829245804905
2044,BRN,63.61829245804905
2045,BRN,63.61829245804905
2046,BRN,63.61829245804905
2047,BRN,63.61829245804905
2048,BRN,63.61829245804905
2049,BRN,63.61829245804905
2050,BRN,63.61829245804905
2021,BTN,64.53031746440433
2022,BTN,64.53031746440433
2023,BTN,64.53031746440433
2024,BTN,64.53031746440433
2025,BTN,64.53031746440433
2026,BTN,64.53031746440433
2027,BTN,64.53031746440433
2028,BTN,64.53031746440433
2029,BTN,64.53031746440433
2030,BTN,64.53031746440433
2031,BTN,64.53031746440433
2032,BTN,64.53031746440433
2033,BTN,64.53031746440433
2034,BTN,64.53031746440433
2035,BTN,64.53031746440433
2036,BTN,64.53031746440433
2037,BTN,64.53031746440433
2038,BTN,64.53031746440433
2039,BTN,64.53031746440433
2040,BTN,64.53031746440433
2041,BTN,64.53031746440433
2042,BTN,64.53031746440433
2043,BTN,64.53031746440433
2044,BTN,64.53031746440433
2045,BTN,64.53031746440433
2046,BTN,64.53031746440433
2047,BTN,64.53031746440433
2048,BTN,64.53031746440433
2049,BTN,64.53031746440433
2050,BTN,64.53031746440433
2021,BWA,19.64443613072629
2022,BWA,19.64443613072629
2023,BWA,19.64443613072629
2024,BWA,19.64443613072629
2025,BWA,19.64443613072629
2026,BWA,19.64443613072629
2027,BWA,19.64443613072629
2028,BWA,19.64443613072629
2029,BWA,19.64443613072629
2030,BWA,19.64443613072629
2031,BWA,19.64443613072629
2032,BWA,19.64443613072629
2033,BWA,19.64443613072629
2034,BWA,19.64443613072629
2035,BWA,19.64443613072629
2036,BWA,19.64443613072629
2037,BWA,19.64443613072629
2038,BWA,19.64443613072629
2039,BWA,19.64443613072629
2040,BWA,19.64443613072629
2041,BWA,19.64443613072629
2042,BWA,19.64443613072629
2043,BWA,19.64443613072629
2044,BWA,19.64443613072629
2045,BWA,19.64443613072629
2046,BWA,19.64443613072629
2047,BWA,19.64443613072629
2048,BWA,19.64443613072629
2049,BWA,19.64443613072629
2050,BWA,19.64443613072629
2021,CAF,40.50514773367684
2022,CAF,40.50514773367684
2023,CAF,40.50514773367684
2024,CAF,40.50514773367684
2025,CAF,40.50514773367684
2026,CAF,40.50514773367684
2027,CAF,40.50514773367684
2028,CAF,40.50514773367684
2029,CAF,40.50514773367684
2030,CAF,40.50514773367684
2031,CAF,40.50514773367684
2032,CAF,40.50514773367684
2033,CAF,40.50514773367684
2034,CAF,40.50514773367684
2035,CAF,40.50514773367684
2036,CAF,40.50514773367684
2037,CAF,40.50514773367684
2038,CAF,40.50514773367684
2039,CAF,40.50514773367684
2040,CAF,40.50514773367684
2041,CAF,40.50514773367684
2042,CAF,40.50514773367684
2043,CAF,40.50514773367684
2044,CAF,40.50514773367684
2045,CAF,40.50514773367684
2046,CAF,40.50514773367684
2047,CAF,40.50514773367684
