Year,iso_code3,fuelefficiency_trns_road_heavy_regional_diesel_km_per_litre
2021.0,AGO,2.748384779980179
2022.0,AGO,2.7492701944671807
2023.0,AGO,2.750758548658622
2024.0,AGO,2.75294986941791
2025.0,AGO,2.7559441836084573
2026.0,AGO,2.7598415180936704
2027.0,AGO,2.7647418997369595
2028.0,AGO,2.7707453554017345
2029.0,AGO,2.7779519119514036
2030.0,AGO,2.786461596249374
2031.0,AGO,2.7963744351590596
2032.0,AGO,2.8077904555438673
2033.0,AGO,2.820809684267206
2034.0,AGO,2.8355321481924856
2035.0,AGO,2.852057874183115
2036.0,AGO,2.870479167764439
2037.0,AGO,2.890764815564028
2038.0,AGO,2.912784262329378
2039.0,AGO,2.9364041389092757
2040.0,AGO,2.9614910761525084
2041.0,AGO,2.987911704907865
2042.0,AGO,3.0155326560241256
2043.0,AGO,3.0442205603500914
2044.0,AGO,3.073842048734543
2045.0,AGO,3.1042637520262684
2046.0,AGO,3.1353523010740556
2047.0,AGO,3.166974326726685
2048.0,AGO,3.198996459832958
2049.0,AGO,3.231285331241656
2050.0,AGO,3.263707571801566
2051.0,AGO,
2052.0,AGO,
2053.0,AGO,
2054.0,AGO,
2055.0,AGO,
2015.0,AIA,2.750132522500469
2016.0,AIA,2.7495008628924302
2017.0,AIA,2.748871981808376
2018.0,AIA,2.748345906111714
2019.0,AIA,2.748022662665855
2020.0,AIA,2.7480022783342064
2021.0,AIA,2.748384779980179
2022.0,AIA,2.7492701944671807
2023.0,AIA,2.750758548658622
2024.0,AIA,2.75294986941791
2025.0,AIA,2.7559441836084573
2026.0,AIA,2.7598415180936704
2027.0,AIA,2.7647418997369595
2028.0,AIA,2.7707453554017345
2029.0,AIA,2.7779519119514036
2030.0,AIA,2.786461596249374
2031.0,AIA,2.7963744351590596
2032.0,AIA,2.8077904555438673
2033.0,AIA,2.820809684267206
2034.0,AIA,2.8355321481924856
2035.0,AIA,2.852057874183115
2036.0,AIA,2.870479167764439
2037.0,AIA,2.890764815564028
2038.0,AIA,2.912784262329378
2039.0,AIA,2.9364041389092757
2040.0,AIA,2.9614910761525084
2041.0,AIA,2.987911704907865
2042.0,AIA,3.0155326560241256
2043.0,AIA,3.0442205603500914
2044.0,AIA,3.073842048734543
2045.0,AIA,3.1042637520262684
2046.0,AIA,3.1353523010740556
2047.0,AIA,3.166974326726685
2048.0,AIA,3.198996459832958
2049.0,AIA,3.231285331241656
2050.0,AIA,3.263707571801566
2015.0,ALA,2.750132522500469
2016.0,ALA,2.7495008628924302
2017.0,ALA,2.748871981808376
2018.0,ALA,2.748345906111714
2019.0,ALA,2.748022662665855
2020.0,ALA,2.7480022783342064
2021.0,ALA,2.748384779980179
2022.0,ALA,2.7492701944671807
2023.0,ALA,2.750758548658622
2024.0,ALA,2.75294986941791
2025.0,ALA,2.7559441836084573
2026.0,ALA,2.7598415180936704
2027.0,ALA,2.7647418997369595
2028.0,ALA,2.7707453554017345
2029.0,ALA,2.7779519119514036
2030.0,ALA,2.786461596249374
2031.0,ALA,2.7963744351590596
2032.0,ALA,2.8077904555438673
2033.0,ALA,2.820809684267206
2034.0,ALA,2.8355321481924856
2035.0,ALA,2.852057874183115
2036.0,ALA,2.870479167764439
2037.0,ALA,2.890764815564028
2038.0,ALA,2.912784262329378
2039.0,ALA,2.9364041389092757
2040.0,ALA,2.9614910761525084
2041.0,ALA,2.987911704907865
2042.0,ALA,3.0155326560241256
2043.0,ALA,3.0442205603500914
2044.0,ALA,3.073842048734543
2045.0,ALA,3.1042637520262684
2046.0,ALA,3.1353523010740556
2047.0,ALA,3.166974326726685
2048.0,ALA,3.198996459832958
2049.0,ALA,3.231285331241656
2050.0,ALA,3.263707571801566
2015.0,ALB,2.750132522500469
2016.0,ALB,2.7495008628924302
2017.0,ALB,2.748871981808376
2018.0,ALB,2.748345906111714
2019.0,ALB,2.748022662665855
2020.0,ALB,2.7480022783342064
2021.0,ALB,2.748384779980179
2022.0,ALB,2.7492701944671807
2023.0,ALB,2.750758548658622
2024.0,ALB,2.75294986941791
2025.0,ALB,2.7559441836084573
2026.0,ALB,2.7598415180936704
2027.0,ALB,2.7647418997369595
2028.0,ALB,2.7707453554017345
2029.0,ALB,2.7779519119514036
2030.0,ALB,2.786461596249374
2031.0,ALB,2.7963744351590596
2032.0,ALB,2.8077904555438673
2033.0,ALB,2.820809684267206
2034.0,ALB,2.8355321481924856
2035.0,ALB,2.852057874183115
2036.0,ALB,2.870479167764439
2037.0,ALB,2.890764815564028
2038.0,ALB,2.912784262329378
2039.0,ALB,2.9364041389092757
2040.0,ALB,2.9614910761525084
2041.0,ALB,2.987911704907865
2042.0,ALB,3.0155326560241256
2043.0,ALB,3.0442205603500914
2044.0,ALB,3.073842048734543
2045.0,ALB,3.1042637520262684
2046.0,ALB,3.1353523010740556
2047.0,ALB,3.166974326726685
2048.0,ALB,3.198996459832958
2049.0,ALB,3.231285331241656
2050.0,ALB,3.263707571801566
2051.0,ALB,
2052.0,ALB,
2053.0,ALB,
2054.0,ALB,
2055.0,ALB,
2015.0,AND,2.750132522500469
2016.0,AND,2.7495008628924302
2017.0,AND,2.748871981808376
2018.0,AND,2.748345906111714
2019.0,AND,2.748022662665855
2020.0,AND,2.7480022783342064
2021.0,AND,2.748384779980179
2022.0,AND,2.7492701944671807
2023.0,AND,2.750758548658622
2024.0,AND,2.75294986941791
2025.0,AND,2.7559441836084573
2026.0,AND,2.7598415180936704
2027.0,AND,2.7647418997369595
2028.0,AND,2.7707453554017345
2029.0,AND,2.7779519119514036
2030.0,AND,2.786461596249374
2031.0,AND,2.7963744351590596
2032.0,AND,2.8077904555438673
2033.0,AND,2.820809684267206
2034.0,AND,2.8355321481924856
2035.0,AND,2.852057874183115
2036.0,AND,2.870479167764439
2037.0,AND,2.890764815564028
2038.0,AND,2.912784262329378
2039.0,AND,2.9364041389092757
2040.0,AND,2.9614910761525084
2041.0,AND,2.987911704907865
2042.0,AND,3.0155326560241256
2043.0,AND,3.0442205603500914
2044.0,AND,3.073842048734543
2045.0,AND,3.1042637520262684
2046.0,AND,3.1353523010740556
2047.0,AND,3.166974326726685
2048.0,AND,3.198996459832958
2049.0,AND,3.231285331241656
2050.0,AND,3.263707571801566
2015.0,ARB,
2016.0,ARB,
2017.0,ARB,
2018.0,ARB,
2019.0,ARB,
2020.0,ARB,
2021.0,ARB,
2022.0,ARB,
2023.0,ARB,
2024.0,ARB,
2025.0,ARB,
2026.0,ARB,
2027.0,ARB,
2028.0,ARB,
2029.0,ARB,
2030.0,ARB,
2031.0,ARB,
2032.0,ARB,
2033.0,ARB,
2034.0,ARB,
2035.0,ARB,
2036.0,ARB,
2037.0,ARB,
2038.0,ARB,
2039.0,ARB,
2040.0,ARB,
2041.0,ARB,
2042.0,ARB,
2043.0,ARB,
2044.0,ARB,
2045.0,ARB,
2046.0,ARB,
2047.0,ARB,
2048.0,ARB,
2049.0,ARB,
2050.0,ARB,
2015.0,ARE,2.750132522500469
2016.0,ARE,2.7495008628924302
2017.0,ARE,2.748871981808376
2018.0,ARE,2.748345906111714
2019.0,ARE,2.748022662665855
2020.0,ARE,2.7480022783342064
2021.0,ARE,2.748384779980179
2022.0,ARE,2.7492701944671807
2023.0,ARE,2.750758548658622
2024.0,ARE,2.75294986941791
2025.0,ARE,2.7559441836084573
2026.0,ARE,2.7598415180936704
2027.0,ARE,2.7647418997369595
2028.0,ARE,2.7707453554017345
2029.0,ARE,2.7779519119514036
2030.0,ARE,2.786461596249374
2031.0,ARE,2.7963744351590596
2032.0,ARE,2.8077904555438673
2033.0,ARE,2.820809684267206
2034.0,ARE,2.8355321481924856
2035.0,ARE,2.852057874183115
2036.0,ARE,2.870479167764439
2037.0,ARE,2.890764815564028
2038.0,ARE,2.912784262329378
2039.0,ARE,2.9364041389092757
2040.0,ARE,2.9614910761525084
2041.0,ARE,2.987911704907865
2042.0,ARE,3.0155326560241256
2043.0,ARE,3.0442205603500914
2044.0,ARE,3.073842048734543
2045.0,ARE,3.1042637520262684
2046.0,ARE,3.1353523010740556
2047.0,ARE,3.166974326726685
2048.0,ARE,3.198996459832958
2049.0,ARE,3.231285331241656
2050.0,ARE,3.263707571801566
2015.0,ARG,2.750132522500469
2016.0,ARG,2.7495008628924302
2017.0,ARG,2.748871981808376
2018.0,ARG,2.748345906111714
2019.0,ARG,2.748022662665855
2020.0,ARG,2.7480022783342064
2021.0,ARG,2.748384779980179
2022.0,ARG,2.7492701944671807
2023.0,ARG,2.750758548658622
2024.0,ARG,2.75294986941791
2025.0,ARG,2.7559441836084573
2026.0,ARG,2.7598415180936704
2027.0,ARG,2.7647418997369595
2028.0,ARG,2.7707453554017345
2029.0,ARG,2.7779519119514036
2030.0,ARG,2.786461596249374
2031.0,ARG,2.7963744351590596
2032.0,ARG,2.8077904555438673
2033.0,ARG,2.820809684267206
2034.0,ARG,2.8355321481924856
2035.0,ARG,2.852057874183115
2036.0,ARG,2.870479167764439
2037.0,ARG,2.890764815564028
2038.0,ARG,2.912784262329378
2039.0,ARG,2.9364041389092757
2040.0,ARG,2.9614910761525084
2041.0,ARG,2.987911704907865
2042.0,ARG,3.0155326560241256
2043.0,ARG,3.0442205603500914
2044.0,ARG,3.073842048734543
2045.0,ARG,3.1042637520262684
2046.0,ARG,3.1353523010740556
2047.0,ARG,3.166974326726685
2048.0,ARG,3.198996459832958
2049.0,ARG,3.231285331241656
2050.0,ARG,3.263707571801566
2051.0,ARG,
2052.0,ARG,
2053.0,ARG,
2054.0,ARG,
2055.0,ARG,
2015.0,ARM,2.750132522500469
2016.0,ARM,2.7495008628924302
2017.0,ARM,2.748871981808376
2018.0,ARM,2.748345906111714
2019.0,ARM,2.748022662665855
2020.0,ARM,2.7480022783342064
2021.0,ARM,2.748384779980179
2022.0,ARM,2.7492701944671807
2023.0,ARM,2.750758548658622
2024.0,ARM,2.75294986941791
2025.0,ARM,2.7559441836084573
2026.0,ARM,2.7598415180936704
2027.0,ARM,2.7647418997369595
2028.0,ARM,2.7707453554017345
2029.0,ARM,2.7779519119514036
2030.0,ARM,2.786461596249374
2031.0,ARM,2.7963744351590596
2032.0,ARM,2.8077904555438673
2033.0,ARM,2.820809684267206
2034.0,ARM,2.8355321481924856
2035.0,ARM,2.852057874183115
2036.0,ARM,2.870479167764439
2037.0,ARM,2.890764815564028
2038.0,ARM,2.912784262329378
2039.0,ARM,2.9364041389092757
2040.0,ARM,2.9614910761525084
2041.0,ARM,2.987911704907865
2042.0,ARM,3.0155326560241256
2043.0,ARM,3.0442205603500914
2044.0,ARM,3.073842048734543
2045.0,ARM,3.1042637520262684
2046.0,ARM,3.1353523010740556
2047.0,ARM,3.166974326726685
2048.0,ARM,3.198996459832958
2049.0,ARM,3.231285331241656
2050.0,ARM,3.263707571801566
2051.0,ARM,
2052.0,ARM,
2053.0,ARM,
2054.0,ARM,
2055.0,ARM,
2015.0,ASM,2.750132522500469
2016.0,ASM,2.7495008628924302
2017.0,ASM,2.748871981808376
2018.0,ASM,2.748345906111714
2019.0,ASM,2.748022662665855
2020.0,ASM,2.7480022783342064
2021.0,ASM,2.748384779980179
2022.0,ASM,2.7492701944671807
2023.0,ASM,2.750758548658622
2024.0,ASM,2.75294986941791
2025.0,ASM,2.7559441836084573
2026.0,ASM,2.7598415180936704
2027.0,ASM,2.7647418997369595
2028.0,ASM,2.7707453554017345
2029.0,ASM,2.7779519119514036
2030.0,ASM,2.786461596249374
2031.0,ASM,2.7963744351590596
2032.0,ASM,2.8077904555438673
2033.0,ASM,2.820809684267206
2034.0,ASM,2.8355321481924856
2035.0,ASM,2.852057874183115
2036.0,ASM,2.870479167764439
2037.0,ASM,2.890764815564028
2038.0,ASM,2.912784262329378
2039.0,ASM,2.9364041389092757
2040.0,ASM,2.9614910761525084
2041.0,ASM,2.987911704907865
2042.0,ASM,3.0155326560241256
2043.0,ASM,3.0442205603500914
2044.0,ASM,3.073842048734543
2045.0,ASM,3.1042637520262684
2046.0,ASM,3.1353523010740556
2047.0,ASM,3.166974326726685
2048.0,ASM,3.198996459832958
2049.0,ASM,3.231285331241656
2050.0,ASM,3.263707571801566
2015.0,ATA,2.750132522500469
2016.0,ATA,2.7495008628924302
2017.0,ATA,2.748871981808376
2018.0,ATA,2.748345906111714
2019.0,ATA,2.748022662665855
2020.0,ATA,2.7480022783342064
2021.0,ATA,2.748384779980179
2022.0,ATA,2.7492701944671807
2023.0,ATA,2.750758548658622
2024.0,ATA,2.75294986941791
2025.0,ATA,2.7559441836084573
2026.0,ATA,2.7598415180936704
2027.0,ATA,2.7647418997369595
2028.0,ATA,2.7707453554017345
2029.0,ATA,2.7779519119514036
2030.0,ATA,2.786461596249374
2031.0,ATA,2.7963744351590596
2032.0,ATA,2.8077904555438673
2033.0,ATA,2.820809684267206
2034.0,ATA,2.8355321481924856
2035.0,ATA,2.852057874183115
2036.0,ATA,2.870479167764439
2037.0,ATA,2.890764815564028
2038.0,ATA,2.912784262329378
2039.0,ATA,2.9364041389092757
2040.0,ATA,2.9614910761525084
2041.0,ATA,2.987911704907865
2042.0,ATA,3.0155326560241256
2043.0,ATA,3.0442205603500914
2044.0,ATA,3.073842048734543
2045.0,ATA,3.1042637520262684
2046.0,ATA,3.1353523010740556
2047.0,ATA,3.166974326726685
2048.0,ATA,3.198996459832958
2049.0,ATA,3.231285331241656
2050.0,ATA,3.263707571801566
2015.0,ATF,2.750132522500469
2016.0,ATF,2.7495008628924302
2017.0,ATF,2.748871981808376
2018.0,ATF,2.748345906111714
2019.0,ATF,2.748022662665855
2020.0,ATF,2.7480022783342064
2021.0,ATF,2.748384779980179
2022.0,ATF,2.7492701944671807
2023.0,ATF,2.750758548658622
2024.0,ATF,2.75294986941791
2025.0,ATF,2.7559441836084573
2026.0,ATF,2.7598415180936704
2027.0,ATF,2.7647418997369595
2028.0,ATF,2.7707453554017345
2029.0,ATF,2.7779519119514036
2030.0,ATF,2.786461596249374
2031.0,ATF,2.7963744351590596
2032.0,ATF,2.8077904555438673
2033.0,ATF,2.820809684267206
2034.0,ATF,2.8355321481924856
2035.0,ATF,2.852057874183115
2036.0,ATF,2.870479167764439
2037.0,ATF,2.890764815564028
2038.0,ATF,2.912784262329378
2039.0,ATF,2.9364041389092757
2040.0,ATF,2.9614910761525084
2041.0,ATF,2.987911704907865
2042.0,ATF,3.0155326560241256
2043.0,ATF,3.0442205603500914
2044.0,ATF,3.073842048734543
2045.0,ATF,3.1042637520262684
2046.0,ATF,3.1353523010740556
2047.0,ATF,3.166974326726685
2048.0,ATF,3.198996459832958
2049.0,ATF,3.231285331241656
2050.0,ATF,3.263707571801566
2015.0,ATG,2.750132522500469
2016.0,ATG,2.7495008628924302
2017.0,ATG,2.748871981808376
2018.0,ATG,2.748345906111714
2019.0,ATG,2.748022662665855
2020.0,ATG,2.7480022783342064
2021.0,ATG,2.748384779980179
2022.0,ATG,2.7492701944671807
2023.0,ATG,2.750758548658622
2024.0,ATG,2.75294986941791
2025.0,ATG,2.7559441836084573
2026.0,ATG,2.7598415180936704
2027.0,ATG,2.7647418997369595
2028.0,ATG,2.7707453554017345
2029.0,ATG,2.7779519119514036
2030.0,ATG,2.786461596249374
2031.0,ATG,2.7963744351590596
2032.0,ATG,2.8077904555438673
2033.0,ATG,2.820809684267206
2034.0,ATG,2.8355321481924856
2035.0,ATG,2.852057874183115
2036.0,ATG,2.870479167764439
2037.0,ATG,2.890764815564028
2038.0,ATG,2.912784262329378
2039.0,ATG,2.9364041389092757
2040.0,ATG,2.9614910761525084
2041.0,ATG,2.987911704907865
2042.0,ATG,3.0155326560241256
2043.0,ATG,3.0442205603500914
2044.0,ATG,3.073842048734543
2045.0,ATG,3.1042637520262684
2046.0,ATG,3.1353523010740556
2047.0,ATG,3.166974326726685
2048.0,ATG,3.198996459832958
2049.0,ATG,3.231285331241656
2050.0,ATG,3.263707571801566
2015.0,AUS,2.750132522500469
2016.0,AUS,2.7495008628924302
2017.0,AUS,2.748871981808376
2018.0,AUS,2.748345906111714
2019.0,AUS,2.748022662665855
2020.0,AUS,2.7480022783342064
2021.0,AUS,2.748384779980179
2022.0,AUS,2.7492701944671807
2023.0,AUS,2.750758548658622
2024.0,AUS,2.75294986941791
2025.0,AUS,2.7559441836084573
2026.0,AUS,2.7598415180936704
2027.0,AUS,2.7647418997369595
2028.0,AUS,2.7707453554017345
2029.0,AUS,2.7779519119514036
2030.0,AUS,2.786461596249374
2031.0,AUS,2.7963744351590596
2032.0,AUS,2.8077904555438673
2033.0,AUS,2.820809684267206
2034.0,AUS,2.8355321481924856
2035.0,AUS,2.852057874183115
2036.0,AUS,2.870479167764439
2037.0,AUS,2.890764815564028
2038.0,AUS,2.912784262329378
2039.0,AUS,2.9364041389092757
2040.0,AUS,2.9614910761525084
2041.0,AUS,2.987911704907865
2042.0,AUS,3.0155326560241256
2043.0,AUS,3.0442205603500914
2044.0,AUS,3.073842048734543
2045.0,AUS,3.1042637520262684
2046.0,AUS,3.1353523010740556
2047.0,AUS,3.166974326726685
2048.0,AUS,3.198996459832958
2049.0,AUS,3.231285331241656
2050.0,AUS,3.263707571801566
2051.0,AUS,
2052.0,AUS,
2053.0,AUS,
2054.0,AUS,
2055.0,AUS,
2015.0,AUT,2.750132522500469
2016.0,AUT,2.7495008628924302
2017.0,AUT,2.748871981808376
2018.0,AUT,2.748345906111714
2019.0,AUT,2.748022662665855
2020.0,AUT,2.7480022783342064
2021.0,AUT,2.748384779980179
2022.0,AUT,2.7492701944671807
2023.0,AUT,2.750758548658622
2024.0,AUT,2.75294986941791
2025.0,AUT,2.7559441836084573
2026.0,AUT,2.7598415180936704
2027.0,AUT,2.7647418997369595
2028.0,AUT,2.7707453554017345
2029.0,AUT,2.7779519119514036
2030.0,AUT,2.786461596249374
2031.0,AUT,2.7963744351590596
2032.0,AUT,2.8077904555438673
2033.0,AUT,2.820809684267206
2034.0,AUT,2.8355321481924856
2035.0,AUT,2.852057874183115
2036.0,AUT,2.870479167764439
2037.0,AUT,2.890764815564028
2038.0,AUT,2.912784262329378
2039.0,AUT,2.9364041389092757
2040.0,AUT,2.9614910761525084
2041.0,AUT,2.987911704907865
2042.0,AUT,3.0155326560241256
2043.0,AUT,3.0442205603500914
2044.0,AUT,3.073842048734543
2045.0,AUT,3.1042637520262684
2046.0,AUT,3.1353523010740556
2047.0,AUT,3.166974326726685
2048.0,AUT,3.198996459832958
2049.0,AUT,3.231285331241656
2050.0,AUT,3.263707571801566
2051.0,AUT,
2052.0,AUT,
2053.0,AUT,
2054.0,AUT,
2055.0,AUT,
2015.0,AZE,2.750132522500469
2016.0,AZE,2.7495008628924302
2017.0,AZE,2.748871981808376
2018.0,AZE,2.748345906111714
2019.0,AZE,2.748022662665855
2020.0,AZE,2.7480022783342064
2021.0,AZE,2.748384779980179
2022.0,AZE,2.7492701944671807
2023.0,AZE,2.750758548658622
2024.0,AZE,2.75294986941791
2025.0,AZE,2.7559441836084573
2026.0,AZE,2.7598415180936704
2027.0,AZE,2.7647418997369595
2028.0,AZE,2.7707453554017345
2029.0,AZE,2.7779519119514036
2030.0,AZE,2.786461596249374
2031.0,AZE,2.7963744351590596
2032.0,AZE,2.8077904555438673
2033.0,AZE,2.820809684267206
2034.0,AZE,2.8355321481924856
2035.0,AZE,2.852057874183115
2036.0,AZE,2.870479167764439
2037.0,AZE,2.890764815564028
2038.0,AZE,2.912784262329378
2039.0,AZE,2.9364041389092757
2040.0,AZE,2.9614910761525084
2041.0,AZE,2.987911704907865
2042.0,AZE,3.0155326560241256
2043.0,AZE,3.0442205603500914
2044.0,AZE,3.073842048734543
2045.0,AZE,3.1042637520262684
2046.0,AZE,3.1353523010740556
2047.0,AZE,3.166974326726685
2048.0,AZE,3.198996459832958
2049.0,AZE,3.231285331241656
2050.0,AZE,3.263707571801566
2051.0,AZE,
2052.0,AZE,
2053.0,AZE,
2054.0,AZE,
2055.0,AZE,
2015.0,BDI,2.750132522500469
2016.0,BDI,2.7495008628924302
2017.0,BDI,2.748871981808376
2018.0,BDI,2.748345906111714
2019.0,BDI,2.748022662665855
2020.0,BDI,2.7480022783342064
2021.0,BDI,2.748384779980179
2022.0,BDI,2.7492701944671807
2023.0,BDI,2.750758548658622
2024.0,BDI,2.75294986941791
2025.0,BDI,2.7559441836084573
2026.0,BDI,2.7598415180936704
2027.0,BDI,2.7647418997369595
2028.0,BDI,2.7707453554017345
2029.0,BDI,2.7779519119514036
2030.0,BDI,2.786461596249374
2031.0,BDI,2.7963744351590596
2032.0,BDI,2.8077904555438673
2033.0,BDI,2.820809684267206
2034.0,BDI,2.8355321481924856
2035.0,BDI,2.852057874183115
2036.0,BDI,2.870479167764439
2037.0,BDI,2.890764815564028
2038.0,BDI,2.912784262329378
2039.0,BDI,2.9364041389092757
2040.0,BDI,2.9614910761525084
2041.0,BDI,2.987911704907865
2042.0,BDI,3.0155326560241256
2043.0,BDI,3.0442205603500914
2044.0,BDI,3.073842048734543
2045.0,BDI,3.1042637520262684
2046.0,BDI,3.1353523010740556
2047.0,BDI,3.166974326726685
2048.0,BDI,3.198996459832958
2049.0,BDI,3.231285331241656
2050.0,BDI,3.263707571801566
2051.0,BDI,
2052.0,BDI,
2053.0,BDI,
2054.0,BDI,
2055.0,BDI,
2015.0,BEL,2.750132522500469
2016.0,BEL,2.7495008628924302
2017.0,BEL,2.748871981808376
2018.0,BEL,2.748345906111714
2019.0,BEL,2.748022662665855
2020.0,BEL,2.7480022783342064
2021.0,BEL,2.748384779980179
2022.0,BEL,2.7492701944671807
2023.0,BEL,2.750758548658622
2024.0,BEL,2.75294986941791
2025.0,BEL,2.7559441836084573
2026.0,BEL,2.7598415180936704
2027.0,BEL,2.7647418997369595
2028.0,BEL,2.7707453554017345
2029.0,BEL,2.7779519119514036
2030.0,BEL,2.786461596249374
2031.0,BEL,2.7963744351590596
2032.0,BEL,2.8077904555438673
2033.0,BEL,2.820809684267206
2034.0,BEL,2.8355321481924856
2035.0,BEL,2.852057874183115
2036.0,BEL,2.870479167764439
2037.0,BEL,2.890764815564028
2038.0,BEL,2.912784262329378
2039.0,BEL,2.9364041389092757
2040.0,BEL,2.9614910761525084
2041.0,BEL,2.987911704907865
2042.0,BEL,3.0155326560241256
2043.0,BEL,3.0442205603500914
2044.0,BEL,3.073842048734543
2045.0,BEL,3.1042637520262684
2046.0,BEL,3.1353523010740556
2047.0,BEL,3.166974326726685
2048.0,BEL,3.198996459832958
2049.0,BEL,3.231285331241656
2050.0,BEL,3.263707571801566
2051.0,BEL,
2052.0,BEL,
2053.0,BEL,
2054.0,BEL,
2055.0,BEL,
2015.0,BEN,2.750132522500469
2016.0,BEN,2.7495008628924302
2017.0,BEN,2.748871981808376
2018.0,BEN,2.748345906111714
2019.0,BEN,2.748022662665855
2020.0,BEN,2.7480022783342064
2021.0,BEN,2.748384779980179
2022.0,BEN,2.7492701944671807
2023.0,BEN,2.750758548658622
2024.0,BEN,2.75294986941791
2025.0,BEN,2.7559441836084573
2026.0,BEN,2.7598415180936704
2027.0,BEN,2.7647418997369595
2028.0,BEN,2.7707453554017345
2029.0,BEN,2.7779519119514036
2030.0,BEN,2.786461596249374
2031.0,BEN,2.7963744351590596
2032.0,BEN,2.8077904555438673
2033.0,BEN,2.820809684267206
2034.0,BEN,2.8355321481924856
2035.0,BEN,2.852057874183115
2036.0,BEN,2.870479167764439
2037.0,BEN,2.890764815564028
2038.0,BEN,2.912784262329378
