Year,iso_code3,cost_enfu_fuel_biogas_usd_per_mmbtu
2015,TUN,22000.0
2016,TUN,22000.0
2017,TUN,22000.0
2018,TUN,22000.0
2019,TUN,22000.0
2020,TUN,22000.0
2015,TUR,22000.0
2016,TUR,22000.0
2017,TUR,22000.0
2018,TUR,22000.0
2019,TUR,22000.0
2020,TUR,22000.0
2015,TUV,22000.0
2016,TUV,22000.0
2017,TUV,22000.0
2018,TUV,22000.0
2019,TUV,22000.0
2020,TUV,22000.0
2015,TZA,22000.0
2016,TZA,22000.0
2017,TZA,22000.0
2018,TZA,22000.0
2019,TZA,22000.0
2020,TZA,22000.0
2015,UGA,22000.0
2016,UGA,22000.0
2017,UGA,22000.0
2018,UGA,22000.0
2019,UGA,22000.0
2020,UGA,22000.0
2015,UKR,22000.0
2016,UKR,22000.0
2017,UKR,22000.0
2018,UKR,22000.0
2019,UKR,22000.0
2020,UKR,22000.0
2015,URY,22000.0
2016,URY,22000.0
2017,URY,22000.0
2018,URY,22000.0
2019,URY,22000.0
2020,URY,22000.0
2015,USA,22000.0
2016,USA,22000.0
2017,USA,22000.0
2018,USA,22000.0
2019,USA,22000.0
2020,USA,22000.0
2015,UZB,22000.0
2016,UZB,22000.0
2017,UZB,22000.0
2018,UZB,22000.0
2019,UZB,22000.0
2020,UZB,22000.0
2015,VCT,22000.0
2016,VCT,22000.0
2017,VCT,22000.0
2018,VCT,22000.0
2019,VCT,22000.0
2020,VCT,22000.0
2015,VEN,22000.0
2016,VEN,22000.0
2017,VEN,22000.0
2018,VEN,22000.0
2019,VEN,22000.0
2020,VEN,22000.0
2015,VGB,22000.0
2016,VGB,22000.0
2017,VGB,22000.0
2018,VGB,22000.0
2019,VGB,22000.0
2020,VGB,22000.0
2015,VIR,22000.0
2016,VIR,22000.0
2017,VIR,22000.0
2018,VIR,22000.0
2019,VIR,22000.0
2020,VIR,22000.0
2015,VNM,22000.0
2016,VNM,22000.0
2017,VNM,22000.0
2018,VNM,22000.0
2019,VNM,22000.0
2020,VNM,22000.0
2015,VUT,22000.0
2016,VUT,22000.0
2017,VUT,22000.0
2018,VUT,22000.0
2019,VUT,22000.0
2020,VUT,22000.0
2015,WSM,22000.0
2016,WSM,22000.0
2017,WSM,22000.0
2018,WSM,22000.0
2019,WSM,22000.0
2020,WSM,22000.0
2015,XKX,22000.0
2016,XKX,22000.0
2017,XKX,22000.0
2018,XKX,22000.0
2019,XKX,22000.0
2020,XKX,22000.0
2015,YEM,22000.0
2016,YEM,22000.0
2017,YEM,22000.0
2018,YEM,22000.0
2019,YEM,22000.0
2020,YEM,22000.0
2015,ZAF,22000.0
2016,ZAF,22000.0
2017,ZAF,22000.0
2018,ZAF,22000.0
2019,ZAF,22000.0
2020,ZAF,22000.0
2015,ZMB,22000.0
2016,ZMB,22000.0
2017,ZMB,22000.0
2018,ZMB,22000.0
2019,ZMB,22000.0
2020,ZMB,22000.0
2015,ZWE,22000.0
2016,ZWE,22000.0
2017,ZWE,22000.0
2018,ZWE,22000.0
2019,ZWE,22000.0
2020,ZWE,22000.0
