,Nation,Year,Oil and oil products (PJ),Gas (PJ),Coal and coal products (PJ),Biofuels and waste (PJ),Heat (PJ),Electricity (PJ),Other sources (PJ),Total final energy use (PJ),Pseudo Total (PJ),frac_scoe_heat_energy_other_se_coal,frac_scoe_heat_energy_other_se_diesel,frac_scoe_heat_energy_other_se_electricity,frac_scoe_heat_energy_other_se_gasoline,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,frac_scoe_heat_energy_other_se_hydrogen,frac_scoe_heat_energy_other_se_kerosene,frac_scoe_heat_energy_other_se_natural_gas,frac_scoe_heat_energy_other_se_solid_biomass,gdp_mmm_usd,gdp_class
209,Hungary,2013,3.57,104.48,5.56,85.15,21.92,38.55,0.36,259.6,224.895,0.02472264834700638,0.012699259654505435,0.017141332621890215,0.0015874074568131794,0.0016007470152737944,0.0,0.0015874074568131794,0.5620400631405768,0.37862113430712113,182.84236332,2
210,Hungary,2014,2.58,96.48,4.27,69.06,18.05,37.98,0.4,228.81,194.638,0.021938162126614532,0.010604301318344824,0.019513147484047307,0.001325537664793103,0.0020550971547179894,0.0,0.001325537664793103,0.5884256928246283,0.35481252376206085,187.40428806,1
211,Hungary,2015,3.1,109.58,3.96,73.89,19.6,39.02,0.44,249.58,214.47199999999998,0.01846394867395278,0.011563280987728006,0.018193517102465594,0.0014454101234660007,0.00205154985266142,0.0,0.0014454101234660007,0.6023163862881868,0.34452049684807345,191.9662128,1
212,Hungary,2016,2.49,117.79,5.05,71.98,20.56,39.44,0.46,257.76,222.274,0.022719706308430135,0.008961911874533235,0.017743865679296724,0.0011202389843166544,0.002069517802352052,0.0,0.0011202389843166544,0.6224299738161008,0.3238345465506537,197.8679942,1
213,Hungary,2017,3.14,124.42,5.93,67.98,20.88,40.5,0.48,263.32,226.88,0.026137165021156556,0.011071932299012696,0.017850846262341326,0.001383991537376587,0.0021156558533145273,0.0,0.001383991537376587,0.6404266572637518,0.29962976022567,203.7697756,1
214,Hungary,2018,3.18,118.51,3.99,56.62,19.57,40.93,0.52,243.31,206.483,0.019323624705181543,0.012320626879694698,0.019822455117370436,0.0015400783599618373,0.0025183671294973435,0.0,0.0015400783599618373,0.6687233331557562,0.2742114362925761,209.671557,1
215,Hungary,2019,3.09,116.93,2.95,52.89,19.05,41.82,0.55,237.29,199.642,0.01477644984522295,0.012382164073691908,0.02094749601787199,0.0015477705092114885,0.002754931327075465,0.0,0.0015477705092114885,0.6811192033740396,0.2649242143436752,215.5733384,1
216,Ireland,2011,56.59,23.83,19.26,0.93,0.0,29.83,0.36,130.79,103.95300000000003,0.18527603820957544,0.43550450684443925,0.02869566053889738,0.05443806335555491,0.003463103517935989,0.0,0.05443806335555491,0.22923821342337394,0.008946350754667973,163.69061206,1
217,Ireland,2012,49.48,25.14,19.08,1.15,0.0,29.24,0.39,124.48,98.164,0.19436860763620062,0.40324355160751396,0.029786887249908314,0.050405443950939245,0.0039729432378468685,0.0,0.050405443950939245,0.25610203333197507,0.011715089034676662,168.35575962,1
218,Ireland,2013,45.4,25.38,20.35,1.18,0.0,28.62,0.42,121.34,95.59200000000001,0.21288392334086534,0.3799481128127876,0.029939743911624402,0.04749351410159845,0.004393673110720562,0.0,0.04749351410159845,0.2655033894049711,0.012344129215833959,173.02090718,1
219,Ireland,2014,39.38,22.43,18.26,1.1,0.0,27.74,0.44,109.34,84.38400000000001,0.21639173302995826,0.3733409177095184,0.03287353052711414,0.0466676147136898,0.00521425862722791,0.0,0.0466676147136898,0.26580868411073183,0.013035646568069775,177.68605474,1
220,Ireland,2015,43.88,23.24,18.75,1.41,0.0,28.38,0.47,116.12,90.588,0.2069810570936548,0.3875126948381685,0.03132865280169559,0.048439086854771066,0.005188325164480947,0.0,0.048439086854771066,0.2565461208990153,0.01556497549344284,182.3512023,1
221,Ireland,2016,46.54,23.57,19.0,1.44,0.0,28.35,0.5,119.4,93.88499999999999,0.20237524631197745,0.3965702721414497,0.03019651701549769,0.04957128401768121,0.005325664376630985,0.0,0.04957128401768121,0.25105181871438464,0.015337913404697237,196.17696552,1
222,Ireland,2017,45.69,23.26,16.08,1.19,0.0,28.66,0.52,115.39,89.60600000000001,0.17945226882128426,0.40791911255942676,0.03198446532598263,0.050989889069928344,0.005803182822578845,0.0,0.050989889069928344,0.25958083164073836,0.013280360690132356,210.00272874,1
223,Ireland,2018,49.29,25.29,17.31,1.25,0.0,29.43,0.56,123.12,96.643,0.17911281727595377,0.4080171352296597,0.03045228314518382,0.051002141903707464,0.0057945221071365755,0.0,0.051002141903707464,0.26168475730264995,0.012934201132001283,223.82849196,1
224,Ireland,2019,48.14,24.76,15.47,1.07,0.0,29.28,0.57,119.28,92.938,0.16645505605887798,0.41438378273687837,0.031504874217220084,0.051797972842109796,0.00613312100540145,0.0,0.051797972842109796,0.26641416858550865,0.011513051711893952,237.65425518,1
225,Italy,2011,128.92,753.19,0.08,192.66,23.77,252.51,4.41,1355.53,1128.281,7.09043225933965e-05,0.09140985268740677,0.02238006312257319,0.011426231585925846,0.003908600782960982,0.0,0.011426231585925846,0.6886227810270669,0.17075533488554714,1625.4133812,1
226,Italy,2012,117.61,758.5,0.05,277.89,29.07,250.04,4.88,1438.04,1213.004,4.121997948893821e-05,0.07756610860310437,0.02061328734282822,0.009695763575388046,0.004023069998120369,0.0,0.009695763575388046,0.6492723849220614,0.22909240200362077,1646.7964564,1
227,Italy,2013,113.42,756.68,0.0,277.7,38.96,241.14,5.27,1433.17,1216.144,0.0,0.07460958570695576,0.01982824402373403,0.00932619821336947,0.0043333684168979985,0.0,0.00932619821336947,0.6542317357155074,0.2283446697101659,1668.1795316,1
228,Italy,2014,93.91,634.34,0.0,237.62,34.26,231.32,5.58,1237.03,1028.842,0.0,0.07302190229403542,0.02248353002696235,0.009127737786754428,0.0054235732989127575,0.0,0.009127737786754428,0.6498568293285072,0.23095868947807338,1689.5626068,1
229,Italy,2015,99.42,711.15,0.0,267.68,38.03,238.27,5.92,1360.48,1146.027,0.0,0.06940150624723501,0.020790958677238843,0.008675188280904376,0.005165672361994961,0.0,0.008675188280904376,0.6537193277296258,0.2335721584220965,1710.945682,1
230,Italy,2016,95.86,715.84,0.0,258.46,39.64,231.5,6.24,1347.53,1139.19,0.0,0.06731800665385054,0.020321456473459214,0.008414750831731318,0.005477576172543649,0.0,0.008414750831731318,0.6631729562232814,0.22688050281340247,1708.6414554,1
231,Italy,2017,87.4,722.67,0.0,282.92,37.89,235.77,6.51,1373.14,1160.9669999999999,0.0,0.060225656715479435,0.020308070772037452,0.007528207089434929,0.005607394525425788,0.0,0.007528207089434929,0.6551090599474404,0.24369340386074717,1706.3372288,1
232,Italy,2018,92.1,690.8,0.0,261.75,45.7,234.5,6.81,1331.65,1120.6100000000001,0.0,0.06574990407010466,0.020926102747610677,0.008218738008763082,0.006077047322440456,0.0,0.008218738008763082,0.6572313293652563,0.23357814047706157,1704.0330022,1
233,Italy,2019,82.72,675.19,0.0,261.37,37.17,234.5,7.1,1298.06,1087.0,0.0,0.06087948482060718,0.02157313707451702,0.007609935602575897,0.006531738730450782,0.0,0.007609935602575897,0.655344986200552,0.24045078196872124,1701.7287756,1
234,Japan,2011,698.24,368.94,0.59,0.96,1.13,1016.72,15.11,2101.7,1186.642,0.0004972013463201201,0.4707333804129636,0.08568043268315129,0.05884167255162045,0.012733410750672906,0.0,0.05884167255162045,0.31186322412319806,0.0008090055804530768,4089.0486822,1
235,Japan,2012,671.83,369.24,0.54,0.71,1.13,1008.64,13.73,2065.83,1158.0440000000003,0.00046630352560006347,0.46411362607983797,0.0870985903817126,0.058014203259979746,0.011856198900905317,0.0,0.058014203259979746,0.319823771808325,0.0006131027836593426,4165.7961764,1
236,Japan,2013,635.84,360.01,0.38,0.96,1.08,1003.16,12.43,2013.86,1111.0159999999998,0.0003420292777061717,0.45784399144566784,0.09029212900624295,0.05723049893070848,0.011187957689178196,0.0,0.05723049893070848,0.32500882075505666,0.0008640739647313811,4242.5436706,1
237,Japan,2014,604.93,361.06,0.38,0.96,1.05,970.71,11.3,1950.4,1076.7509999999997,0.00035291353339815805,0.4494483868601005,0.0901517621065595,0.056181048357512565,0.010494534019471542,0.0,0.056181048357512565,0.33629873573370267,0.0008915710317427151,4319.2911648,1
238,Japan,2015,571.04,348.25,0.38,0.84,1.01,968.91,10.34,1900.77,1028.751,0.0003693799568603093,0.44406469592739156,0.09418314052671639,0.055508086990923945,0.010051023036672626,0.0,0.055508086990923945,0.33949906245534633,0.0008165241151648941,4396.038659,1
239,Japan,2016,580.31,354.43,0.29,0.84,1.04,988.21,9.13,1934.25,1044.8609999999999,0.00027754887970744433,0.44431555967731595,0.09457813048817022,0.055539444959664494,0.0087380043852723,0.0,0.055539444959664494,0.34020793196415605,0.0008039346860491492,4408.4763416,1
240,Japan,2017,615.55,372.03,0.34,0.84,1.04,1015.34,8.37,2013.51,1099.7039999999997,0.0003091741050318996,0.4477932243585548,0.09232848111855557,0.05597415304481935,0.007611138997402939,0.0,0.05597415304481935,0.33924583342426695,0.0007638419065493989,4420.9140242,1
241,Japan,2018,544.2,348.32,0.29,0.75,0.98,984.65,7.66,1886.86,1000.665,0.00028980727816002355,0.4350706779991307,0.09839956428974732,0.054383834749891335,0.007654909485192348,0.0,0.054383834749891335,0.34906786986653876,0.0007495015814483369,4433.3517068,1
242,Japan,2019,518.86,353.3,0.25,0.71,0.98,972.55,6.99,1853.65,978.345,0.00025553357966770414,0.4242756900684319,0.09940767316233025,0.05303446125855399,0.007144718887509008,0.0,0.05303446125855399,0.3621217464186969,0.0007257153662562797,4445.7893894,1
243,"Korea, Rep.",2011,134.21,372.89,35.09,2.17,75.53,222.71,0.0,842.59,642.161,0.05464361741058708,0.16719794568651788,0.03468133380881119,0.020899743210814736,0.0,0.0,0.020899743210814736,0.6982984018026632,0.0033792148697912206,1384.0234004,1
244,"Korea, Rep.",2012,121.53,381.25,34.15,2.9,78.86,230.01,0.0,848.7,641.691,0.05321876105477558,0.1515121764213617,0.035844354993291166,0.018939022052670212,0.0,0.0,0.018939022052670212,0.7170273542873439,0.004519309137887238,1445.2448748,1
245,"Korea, Rep.",2013,123.58,376.13,35.72,5.17,77.46,230.38,0.0,848.42,641.0980000000001,0.05571691067512299,0.15421043272635385,0.03593522363195642,0.01927630409079423,0.0,0.0,0.01927630409079423,0.7075205350819999,0.008064289702978327,1506.4663492,1
246,"Korea, Rep.",2014,118.84,348.34,30.35,0.95,72.39,226.54,0.0,797.41,593.524,0.0511352531658366,0.16018223357437947,0.03816863345037438,0.020022779196797433,0.0,0.0,0.020022779196797433,0.7088677121733914,0.0016006092424232213,1567.6878236,1
247,"Korea, Rep.",2015,127.03,342.12,27.44,4.43,64.88,229.69,0.0,795.6,588.8689999999999,0.04659780018985548,0.17257488507630733,0.03900527961227371,0.021571860634538417,0.0,0.0,0.021571860634538417,0.6911554182679001,0.007522895584586725,1628.909298,1
248,"Korea, Rep.",2016,148.08,370.78,23.38,5.88,70.92,247.59,0.0,866.63,643.799,0.03631568237912765,0.18400774154666288,0.03845765526196841,0.02300096769333286,0.0,0.0,0.02300096769333286,0.6860837000368127,0.009133285388762642,1666.7758946,1
249,"Korea, Rep.",2017,153.5,393.49,20.9,6.51,78.79,239.55,0.0,892.74,677.145,0.030864881229278808,0.18134963707920757,0.03537647032762555,0.022668704634900946,0.0,0.0,0.022668704634900946,0.6974577084671674,0.009613893626918902,1704.6424912,1
250,"Korea, Rep.",2018,141.82,399.81,19.23,6.62,85.76,243.5,0.0,896.75,677.59,0.028379993801561417,0.16744048761050193,0.03593618559896102,0.02093006095131274,0.0,0.0,0.02093006095131274,0.7166132912233061,0.009769919863044024,1742.5090878,1
251,"Korea, Rep.",2019,129.75,384.49,12.48,5.47,83.48,242.7,0.0,858.37,639.94,0.019501828296402787,0.16220270650373472,0.03792543050911022,0.02027533831296684,0.0,0.0,0.02027533831296684,0.7312716817201612,0.00854767634465731,1780.3756844,1
252,Latvia,2011,2.25,4.47,0.94,26.09,15.37,6.38,0.0,55.5,49.757999999999996,0.018891434543189034,0.036175087423127944,0.012822058764419794,0.004521885927890993,0.0,0.0,0.004521885927890993,0.39872985248603243,0.5243377949274489,28.14256995,2
253,Latvia,2012,2.25,4.47,0.58,27.77,16.12,6.39,0.0,57.57,51.829,0.011190646163344845,0.034729591541415035,0.012329004997202339,0.004341198942676879,0.0,0.0,0.004341198942676879,0.397267938798742,0.535800420613942,28.83854882,2
254,Latvia,2013,2.25,4.26,0.53,24.11,15.42,6.42,0.0,52.98,47.212,0.011225959501821571,0.03812590019486571,0.01359823773616877,0.004765737524358214,0.0,0.0,0.004765737524358214,0.41684317546386507,0.5106752520545623,29.53452769,2
255,Latvia,2014,2.34,4.24,0.53,23.69,14.68,6.29,0.0,51.78,46.109,0.011494502157930122,0.040599449131406014,0.013641588410071785,0.005074931141425752,0.0,0.0,0.005074931141425752,0.41033203929818474,0.5137825587195558,30.23050656,2
256,Latvia,2015,2.07,4.11,0.5,19.13,14.1,6.33,0.0,46.24,40.543,0.012332585156500505,0.040845522038329675,0.01561305280812964,0.005105690254791209,0.0,0.0,0.005105690254791209,0.4491527513997484,0.47184470808770934,30.92648543,2
257,Latvia,2016,2.15,4.45,0.5,18.8,15.47,6.45,0.0,47.83,42.015,0.011900511722004046,0.040937760323693916,0.01535166012138522,0.0051172200404617394,0.0,0.0,0.0051172200404617394,0.47411638700464126,0.44745924074735216,31.639449826,2
258,Latvia,2017,2.28,4.66,0.41,21.1,15.59,5.96,0.0,50.01,44.636,0.00918541087911103,0.0408638766914598,0.013352450936463839,0.005107984586432475,0.0,0.0,0.005107984586432475,0.45366968366341065,0.4727126086566897,32.352414222,2
259,Latvia,2018,2.29,4.99,0.28,22.39,15.53,6.01,0.0,51.48,46.081,0.0060762570256721864,0.03975608168225516,0.013042251687246369,0.004969510210281895,0.0,0.0,0.004969510210281895,0.44530283630997586,0.4858835528742866,33.065378618,2
260,Latvia,2019,2.23,4.64,0.19,21.29,15.38,5.94,0.0,49.66,44.324,0.004286616731341937,0.04024907499323166,0.013401317570616373,0.005031134374153957,0.0,0.0,0.005031134374153957,0.4516740366392925,0.4803266853172096,33.778343014,2
261,Lithuania,2011,2.24,6.07,2.76,23.37,20.33,9.43,0.0,64.19,55.712999999999994,0.04953960476010985,0.03216484482975249,0.01692603162637087,0.004020605603719061,0.0,0.0,0.004020605603719061,0.4738570890097464,0.41947121856658237,47.64650251,2
262,Lithuania,2012,2.47,5.67,2.72,23.47,20.41,9.51,0.0,64.25,55.691,0.048840925822843904,0.03548149611247778,0.01707636781526638,0.004435187014059722,0.0,0.0,0.004435187014059722,0.4682982887719739,0.4214325474493185,48.59410734,2
263,Lithuania,2013,2.07,5.16,2.82,22.6,19.46,9.33,0.0,61.42,53.043000000000006,0.053164413777501265,0.031219953622532656,0.017589502856173292,0.003902494202816582,0.0,0.0,0.003902494202816582,0.4641517259581848,0.4260694153799747,49.54171217,2
264,Lithuania,2014,1.97,5.03,2.4,21.28,18.42,9.56,0.0,58.66,50.056000000000004,0.047946300143838896,0.03148473709445421,0.01909860955729583,0.003935592136806776,0.0,0.0,0.003935592136806776,0.46847530765542594,0.42512386127537155,50.489317,2
265,Lithuania,2015,1.71,5.14,1.95,20.54,17.99,9.58,0.0,56.91,48.288,0.040382703777335986,0.02833001988071571,0.019839297548045066,0.0035412524850894638,0.0,0.0,0.0035412524850894638,0.4790009940357853,0.42536447978793906,51.43692183,2
266,Lithuania,2016,2.03,6.09,2.11,20.26,19.53,9.99,0.0,60.0,51.019000000000005,0.04135714145710421,0.03183127854328779,0.019580940433955977,0.003978909817910973,0.0,0.0,0.003978909817910973,0.5021658597777299,0.3971069601521002,53.004754842,2
267,Lithuania,2017,2.31,6.44,2.4,19.69,19.88,10.22,0.0,60.93,51.742000000000004,0.04638398206486026,0.0357156661899424,0.019751845695952997,0.0044644582737428,0.0,0.0,0.0044644582737428,0.5086776699779676,0.38054191952379113,54.572587854,1
268,Lithuania,2018,2.4,6.9,2.47,19.27,19.76,10.74,0.0,61.55,51.873999999999995,0.04761537571808614,0.03701276169179165,0.020704013571345957,0.004626595211473956,0.0,0.0,0.004626595211473956,0.5139376180745654,0.37147704052126307,56.140420866,1
269,Lithuania,2019,2.49,6.73,1.93,19.32,18.66,10.49,0.0,59.62,50.179,0.038462304948285134,0.039697881583929534,0.020905159528886587,0.004962235197991192,0.0,0.0,0.004962235197991192,0.5059885609517926,0.38502162259112377,57.708253878,1
270,Luxembourg,2011,7.23,9.02,0.02,0.58,0.06,3.07,0.05,20.03,17.266999999999996,0.0011582787977066082,0.33497422829675116,0.017779579544796437,0.041871778537093896,0.002895696994266521,0.0,0.041871778537093896,0.5258585741588001,0.03359008513349164,40.201751398,1
271,Luxembourg,2012,8.03,8.32,0.02,0.73,0.08,3.3,0.06,20.53,17.569999999999997,0.001138303927148549,0.3656232214001139,0.018782014797951056,0.045702902675014236,0.0034149117814456465,0.0,0.045702902675014236,0.47808764940239057,0.041548093340922035,41.780918416,1
272,Luxembourg,2013,7.56,8.79,0.03,0.8,0.1,3.53,0.07,20.87,17.703,0.0016946280291476022,0.3416370106761566,0.01994012314297012,0.042704626334519574,0.003954132068011072,0.0,0.042704626334519574,0.5021747726374061,0.045190080777269395,43.360085434,1
273,Luxembourg,2014,6.43,8.44,0.02,0.89,0.11,3.64,0.07,19.6,16.323999999999998,0.0012251899044351876,0.31511884342073027,0.02229845626072042,0.03938985542759128,0.004288164665523157,0.0,0.03938985542759128,0.5237686841460426,0.05452095074736585,44.939252452,1
274,Luxembourg,2015,7.38,9.19,0.03,0.94,0.13,3.57,0.08,21.31,18.107,0.0016568178052686806,0.3260617440768764,0.0197161318826973,0.04075771800960955,0.004418180814049815,0.0,0.04075771800960955,0.5147180648368035,0.051913624565085324,46.51841947,1
275,Luxembourg,2016,7.37,9.78,0.03,1.06,0.14,3.52,0.09,21.98,18.822,0.0015938795027095952,0.3132504515991925,0.018701519498459253,0.039156306449899064,0.004781638508128785,0.0,0.039156306449899064,0.5270428222293061,0.0563170757624057,47.584528278,1
276,Luxembourg,2017,6.57,11.1,0.02,0.95,0.16,3.49,0.09,22.38,19.238999999999997,0.0010395550704298561,0.27319507250896624,0.018140235979000992,0.03414938406362078,0.004677997816934352,0.0,0.03414938406362078,0.585269504652009,0.04937886584541817,48.650637086,1
277,Luxembourg,2018,6.13,10.15,0.01,1.0,0.17,3.35,0.1,20.92,17.895000000000003,0.0005588153115395361,0.2740430287789885,0.01872031293657446,0.03425537859737356,0.005588153115395361,0.0,0.03425537859737356,0.5766974015088012,0.05588153115395361,49.716745894,1
278,Luxembourg,2019,4.89,10.26,0.01,0.65,0.19,3.3,0.1,19.4,16.43,0.0006086427267194157,0.2381010346926354,0.02008520998174072,0.029762629336579426,0.006086427267194158,0.0,0.029762629336579426,0.6360316494217894,0.039561777236762026,50.782854702,1
279,Malta,2011,0.55,0.0,0.0,0.03,0.0,2.14,0.16,2.88,0.9540000000000003,0.0,0.46121593291404606,0.2243186582809224,0.05765199161425576,0.16771488469601672,0.0,0.05765199161425576,0.0,0.03144654088050313,9.3840158272,1
280,Malta,2012,0.6,0.0,0.0,0.04,0.0,2.21,0.17,3.02,1.031,0.0,0.46556741028128035,0.21435499515033948,0.05819592628516004,0.16488845780795347,0.0,0.05819592628516004,0.0,0.038797284190106696,9.6706795004,1
281,Malta,2013,0.69,0.0,0.0,0.04,0.0,2.19,0.18,3.1,1.1289999999999998,0.0,0.4889282550930027,0.19397697077059348,0.06111603188662534,0.15943312666076176,0.0,0.06111603188662534,0.0,0.03542958370239151,9.9573431736,1
282,Malta,2014,0.64,0.0,0.0,0.05,0.0,2.21,0.19,3.09,1.101,0.0,0.4650317892824705,0.20072661217075385,0.058128973660308815,0.17257039055404177,0.0,0.058128973660308815,0.0,0.04541326067211626,10.2440068468,1
283,Malta,2015,0.7,0.0,0.0,0.05,0.0,2.36,0.2,3.31,1.186,0.0,0.47217537942664417,0.19898819561551434,0.05902192242833052,0.16863406408094436,0.0,0.05902192242833052,0.0,0.04215851602023609,10.53067052,1
284,Malta,2016,0.61,0.0,0.0,0.05,0.0,2.4,0.21,3.26,1.1099999999999999,0.0,0.4396396396396397,0.21621621621621623,0.05495495495495496,0.1891891891891892,0.0,0.05495495495495496,0.0,0.04504504504504505,10.999033302,1
285,Malta,2017,0.69,0.0,0.0,0.06,0.0,2.62,0.21,3.57,1.222,0.0,0.4517184942716857,0.21440261865793783,0.05646481178396071,0.1718494271685761,0.0,0.05646481178396071,0.0,0.049099836333878884,11.467396084,1
286,Malta,2018,0.64,0.0,0.0,0.06,0.0,2.86,0.21,3.77,1.1960000000000002,0.0,0.42809364548494977,0.23913043478260865,0.05351170568561872,0.17558528428093642,0.0,0.05351170568561872,0.0,0.050167224080267546,11.935758866,1
287,Malta,2019,0.66,0.0,0.0,0.07,0.0,3.09,0.21,4.03,1.249,0.0,0.42273819055244194,0.2473979183346677,0.05284227381905524,0.16813450760608484,0.0,0.05284227381905524,0.0,0.05604483586869496,12.404121648,1
288,Mexico,2011,272.78,30.51,0.0,258.09,0.0,186.38,3.22,750.96,583.238,0.0,0.37415943405608,0.03195607967930759,0.04676992925701,0.005520902273171501,0.0,0.04676992925701,0.05231140632126165,0.44251231915615913,1555.5536692,2
289,Mexico,2012,275.9,31.16,0.0,256.74,0.0,187.31,3.53,754.64,586.0609999999999,0.0,0.37661608603882535,0.03196083684121619,0.04707701075485317,0.006023263789946781,0.0,0.04707701075485317,0.053168526825705865,0.4380772649945996,1631.0772774,2
290,Mexico,2013,254.41,32.16,0.0,255.42,0.0,188.53,4.04,734.56,564.8829999999999,0.0,0.3603011597091788,0.03337505288705803,0.04503764496364735,0.007151923495661934,0.0,0.04503764496364735,0.05693214347041777,0.4521644305103889,1706.6008856,2
291,Mexico,2014,255.12,34.93,0.0,254.12,0.0,194.09,4.53,742.78,568.1089999999999,0.0,0.35925500212107186,0.0341642184862412,0.04490687526513398,0.007973821925017912,0.0,0.04490687526513398,0.06148467987657299,0.4473085270608282,1782.1244938,2
292,Mexico,2015,252.01,32.51,0.0,252.84,0.0,201.55,5.2,744.1,562.715,0.0,0.3582772806838275,0.03581742089690163,0.04478466008547844,0.009240912362385932,0.0,0.04478466008547844,0.057773473250224354,0.44932159263570365,1857.648102,2
293,Mexico,2016,243.4,30.68,0.0,251.56,0.0,212.28,5.86,743.78,552.7280000000001,0.0,0.3522890101460393,0.03840587051859142,0.04403612626825491,0.010601959734263507,0.0,0.04403612626825491,0.05550650591249221,0.4551244011521037,1869.8082082,2
294,Mexico,2017,240.99,29.68,0.0,250.31,0.0,212.95,6.42,740.36,548.695,0.0,0.3513646014634724,0.038810267999526145,0.04392057518293405,0.011700489342895415,0.0,0.04392057518293405,0.054091981884289084,0.4561915089439488,1881.9683144,2
295,Mexico,2018,246.45,27.14,0.0,249.08,0.0,227.8,7.11,757.58,552.5600000000001,0.0,0.35681192992616184,0.04122629216736644,0.04460149124077023,0.012867380917909366,0.0,0.04460149124077023,0.04911683799044447,0.4507745765165774,1894.1284206,2
296,Mexico,2019,231.04,26.95,0.0,247.92,0.0,232.15,7.89,745.94,537.015,0.0,0.34418405444913086,0.04322970494306491,0.04302300680614136,0.01469232702997123,0.0,0.04302300680614136,0.0501848179287357,0.4616630820368146,1906.2885268,2
297,Moldova,2011,2.48,10.5,1.83,21.84,5.38,5.58,0.0,47.6,42.588,0.04296985066215835,0.04658589273973889,0.013102282333051565,0.0058232365924673615,0.0,0.0,0.0058232365924673615,0.37287498825960363,0.5128205128205128,9.5720592304,2
298,Moldova,2012,2.58,9.45,2.27,23.44,4.96,5.67,0.0,48.37,43.266999999999996,0.05246492708068506,0.047703792728869585,0.013104675618831907,0.005962974091108698,0.0,0.0,0.005962974091108698,0.33304828160029587,0.5417523747891003,9.8530797578,2
299,Moldova,2013,2.67,8.81,2.43,23.77,4.56,5.8,0.0,48.03,42.82,0.05674918262494162,0.049883232134516585,0.013545072396076599,0.006235404016814573,0.0,0.0,0.006235404016814573,0.31223727230266235,0.5551144325081737,10.1341002852,2
300,Moldova,2014,2.67,9.01,1.68,25.17,4.47,5.97,0.0,48.97,43.597,0.038534761566162805,0.048994196848407,0.013693602770832855,0.006124274606050875,0.0,0.0,0.006124274606050875,0.30919558685230636,0.5773333027501892,10.4151208126,2
301,Moldova,2015,2.31,8.5,1.73,25.78,4.94,6.12,0.0,49.37,43.872,0.039432895696571844,0.04212253829321663,0.013949671772428887,0.005265317286652079,0.0,0.0,0.005265317286652079,0.30634573304157553,0.587618526622903,10.69614134,2
302,Moldova,2016,2.91,8.91,1.28,27.56,5.15,5.89,0.0,51.7,46.399,0.0275868014396862,0.05017349511842928,0.012694239099980601,0.00627168688980366,0.0,0.0,0.00627168688980366,0.3030237720640531,0.5939783184982435,11.002864282,2
303,Moldova,2017,2.64,9.43,2.25,30.17,4.82,5.89,0.0,55.21,49.899,0.04509108398965911,0.04232549750496002,0.011803843764404095,0.005290687188120003,0.0,0.0,0.005290687188120003,0.28557686526784104,0.6046213350968958,11.309587224,2
304,Moldova,2018,2.43,10.8,1.44,30.83,5.12,5.91,0.0,56.53,51.211,0.028118958817441565,0.03796059440354612,0.011540489347991645,0.004745074300443265,0.0,0.0,0.004745074300443265,0.310870711370604,0.6020190974595302,11.616310166,2
305,Moldova,2019,2.21,10.86,2.3,25.46,4.55,6.02,0.0,51.4,45.982,0.05001957287634291,0.03844982819364099,0.013092079509373232,0.004806228524205124,0.0,0.0,0.004806228524205124,0.33513113827149754,0.5536949241007351,11.923033108,2
306,Morocco,2011,82.66,0.0,0.0,28.75,0.0,30.33,0.56,142.3,115.00300000000001,0.0,0.5750110866673043,0.026373225046303135,0.07187638583341303,0.004869438188568994,0.0,0.07187638583341303,0.0,0.24999347843099742,136.2030522,2
307,Morocco,2012,88.56,0.0,0.0,26.58,0.0,32.52,0.51,148.17,118.90199999999999,0.0,0.59585204622294,0.027350254831710157,0.0744815057778675,0.004289246606449009,0.0,0.0744815057778675,0.0,0.223545440783166,143.740745,2
308,Morocco,2013,91.0,0.0,0.0,25.19,0.0,33.51,0.57,150.27,120.11099999999998,0.0,0.6061060185994622,0.027899193246247227,0.07576325232493278,0.004745610310462822,0.0,0.07576325232493278,0.0,0.20972267319396232,151.2784378,2
309,Morocco,2014,95.44,0.0,0.0,24.45,0.0,35.55,0.54,155.97,123.98500000000001,0.0,0.615816429406783,0.02867282332540226,0.07697705367584788,0.004355365568415534,0.0,0.07697705367584788,0.0,0.19720127434770332,158.8161306,2
310,Morocco,2015,97.8,0.0,0.0,24.38,0.0,36.57,0.51,159.27,126.34700000000001,0.0,0.6192469943884699,0.028944098395688064,0.07740587429855873,0.004036502647470854,0.0,0.07740587429855873,0.0,0.19296065597125375,166.3538234,2
311,Morocco,2016,102.36,0.0,0.0,23.55,0.0,37.75,0.54,164.2,130.22500000000002,0.0,0.6288193511230562,0.028988289498944133,0.07860241889038203,0.004146669226339028,0.0,0.07860241889038203,0.0,0.1808408523708965,169.5492901,2
312,Morocco,2017,105.11,0.0,0.0,22.68,0.0,39.51,0.52,167.82,132.261,0.0,0.6357732060093301,0.029872751604781457,0.07947165075116626,0.003931620054286601,0.0,0.07947165075116626,0.0,0.17147912082926942,172.7447568,2
313,Morocco,2018,107.45,0.0,0.0,21.15,0.0,40.01,0.49,169.1,133.091,0.0,0.6458738757692105,0.030062137935698133,0.08073423447115131,0.0036816914742544573,0.0,0.08073423447115131,0.0,0.15891382587853423,175.9402235,2
