Year,iso_code3,ef_frst_sequestration_secondary_kt_co2_ha
2024,AUS,0.004530360680226027
2025,AUS,0.004530360680226027
2026,AUS,0.004530360680226027
2027,AUS,0.004530360680226027
2028,AUS,0.004530360680226027
2029,AUS,0.004530360680226027
2030,AUS,0.004530360680226027
2031,AUS,0.004530360680226027
2032,AUS,0.004530360680226027
2033,AUS,0.004530360680226027
2034,AUS,0.004530360680226027
2035,AUS,0.004530360680226027
2036,AUS,0.004530360680226027
2037,AUS,0.004530360680226027
2038,AUS,0.004530360680226027
2039,AUS,0.004530360680226027
2040,AUS,0.004530360680226027
2041,AUS,0.004530360680226027
2042,AUS,0.004530360680226027
2043,AUS,0.004530360680226027
2044,AUS,0.004530360680226027
2045,AUS,0.004530360680226027
2046,AUS,0.004530360680226027
2047,AUS,0.004530360680226027
2048,AUS,0.004530360680226027
2049,AUS,0.004530360680226027
2050,AUS,0.004530360680226027
2020,AUT,0.001726153316142247
2021,AUT,0.001726153316142247
2022,AUT,0.001726153316142247
2023,AUT,0.001726153316142247
2024,AUT,0.001726153316142247
2025,AUT,0.001726153316142247
2026,AUT,0.001726153316142247
2027,AUT,0.001726153316142247
2028,AUT,0.001726153316142247
2029,AUT,0.001726153316142247
2030,AUT,0.001726153316142247
2031,AUT,0.001726153316142247
2032,AUT,0.001726153316142247
2033,AUT,0.001726153316142247
2034,AUT,0.001726153316142247
2035,AUT,0.001726153316142247
2036,AUT,0.001726153316142247
2037,AUT,0.001726153316142247
2038,AUT,0.001726153316142247
2039,AUT,0.001726153316142247
2040,AUT,0.001726153316142247
2041,AUT,0.001726153316142247
2042,AUT,0.001726153316142247
2043,AUT,0.001726153316142247
2044,AUT,0.001726153316142247
2045,AUT,0.001726153316142247
2046,AUT,0.001726153316142247
2047,AUT,0.001726153316142247
2048,AUT,0.001726153316142247
2049,AUT,0.001726153316142247
2050,AUT,0.001726153316142247
2020,AZE,0.0038173003405174194
2021,AZE,0.0038173003405174194
2022,AZE,0.0038173003405174194
2023,AZE,0.0038173003405174194
2024,AZE,0.0038173003405174194
2025,AZE,0.0038173003405174194
2026,AZE,0.0038173003405174194
2027,AZE,0.0038173003405174194
2028,AZE,0.0038173003405174194
2029,AZE,0.0038173003405174194
2030,AZE,0.0038173003405174194
2031,AZE,0.0038173003405174194
2032,AZE,0.0038173003405174194
2033,AZE,0.0038173003405174194
2034,AZE,0.0038173003405174194
2035,AZE,0.0038173003405174194
2036,AZE,0.0038173003405174194
2037,AZE,0.0038173003405174194
2038,AZE,0.0038173003405174194
2039,AZE,0.0038173003405174194
2040,AZE,0.0038173003405174194
2041,AZE,0.0038173003405174194
2042,AZE,0.0038173003405174194
2043,AZE,0.0038173003405174194
2044,AZE,0.0038173003405174194
2045,AZE,0.0038173003405174194
2046,AZE,0.0038173003405174194
2047,AZE,0.0038173003405174194
2048,AZE,0.0038173003405174194
2049,AZE,0.0038173003405174194
2050,AZE,0.0038173003405174194
2020,BDI,0.0028944944168734486
2021,BDI,0.0028944944168734486
2022,BDI,0.0028944944168734486
2023,BDI,0.0028944944168734486
2024,BDI,0.0028944944168734486
2025,BDI,0.0028944944168734486
2026,BDI,0.0028944944168734486
2027,BDI,0.0028944944168734486
2028,BDI,0.0028944944168734486
2029,BDI,0.0028944944168734486
2030,BDI,0.0028944944168734486
2031,BDI,0.0028944944168734486
2032,BDI,0.0028944944168734486
2033,BDI,0.0028944944168734486
2034,BDI,0.0028944944168734486
2035,BDI,0.0028944944168734486
2036,BDI,0.0028944944168734486
2037,BDI,0.0028944944168734486
2038,BDI,0.0028944944168734486
2039,BDI,0.0028944944168734486
2040,BDI,0.0028944944168734486
2041,BDI,0.0028944944168734486
2042,BDI,0.0028944944168734486
2043,BDI,0.0028944944168734486
2044,BDI,0.0028944944168734486
2045,BDI,0.0028944944168734486
2046,BDI,0.0028944944168734486
2047,BDI,0.0028944944168734486
2048,BDI,0.0028944944168734486
2049,BDI,0.0028944944168734486
2050,BDI,0.0028944944168734486
2020,BEL,0.0039636666666666666
2021,BEL,0.0039636666666666666
2022,BEL,0.0039636666666666666
2023,BEL,0.0039636666666666666
2024,BEL,0.0039636666666666666
2025,BEL,0.0039636666666666666
2026,BEL,0.0039636666666666666
2027,BEL,0.0039636666666666666
2028,BEL,0.0039636666666666666
2029,BEL,0.0039636666666666666
2030,BEL,0.0039636666666666666
2031,BEL,0.0039636666666666666
2032,BEL,0.0039636666666666666
2033,BEL,0.0039636666666666666
2034,BEL,0.0039636666666666666
2035,BEL,0.0039636666666666666
2036,BEL,0.0039636666666666666
2037,BEL,0.0039636666666666666
2038,BEL,0.0039636666666666666
2039,BEL,0.0039636666666666666
2040,BEL,0.0039636666666666666
2041,BEL,0.0039636666666666666
2042,BEL,0.0039636666666666666
2043,BEL,0.0039636666666666666
2044,BEL,0.0039636666666666666
2045,BEL,0.0039636666666666666
2046,BEL,0.0039636666666666666
2047,BEL,0.0039636666666666666
2048,BEL,0.0039636666666666666
2049,BEL,0.0039636666666666666
2050,BEL,0.0039636666666666666
2020,BEN,0.007299518028846152
2021,BEN,0.007299518028846152
2022,BEN,0.007299518028846152
2023,BEN,0.007299518028846152
2024,BEN,0.007299518028846152
2025,BEN,0.007299518028846152
2026,BEN,0.007299518028846152
2027,BEN,0.007299518028846152
2028,BEN,0.007299518028846152
2029,BEN,0.007299518028846152
2030,BEN,0.007299518028846152
2031,BEN,0.007299518028846152
2032,BEN,0.007299518028846152
2033,BEN,0.007299518028846152
2034,BEN,0.007299518028846152
2035,BEN,0.007299518028846152
2036,BEN,0.007299518028846152
2037,BEN,0.007299518028846152
2038,BEN,0.007299518028846152
2039,BEN,0.007299518028846152
2040,BEN,0.007299518028846152
2041,BEN,0.007299518028846152
2042,BEN,0.007299518028846152
2043,BEN,0.007299518028846152
2044,BEN,0.007299518028846152
2045,BEN,0.007299518028846152
2046,BEN,0.007299518028846152
2047,BEN,0.007299518028846152
2048,BEN,0.007299518028846152
2049,BEN,0.007299518028846152
2050,BEN,0.007299518028846152
2020,BFA,0.006517232026584041
2021,BFA,0.006517232026584041
2022,BFA,0.006517232026584041
2023,BFA,0.006517232026584041
2024,BFA,0.006517232026584041
2025,BFA,0.006517232026584041
2026,BFA,0.006517232026584041
2027,BFA,0.006517232026584041
2028,BFA,0.006517232026584041
2029,BFA,0.006517232026584041
2030,BFA,0.006517232026584041
2031,BFA,0.006517232026584041
2032,BFA,0.006517232026584041
2033,BFA,0.006517232026584041
2034,BFA,0.006517232026584041
2035,BFA,0.006517232026584041
2036,BFA,0.006517232026584041
2037,BFA,0.006517232026584041
2038,BFA,0.006517232026584041
2039,BFA,0.006517232026584041
2040,BFA,0.006517232026584041
2041,BFA,0.006517232026584041
2042,BFA,0.006517232026584041
2043,BFA,0.006517232026584041
2044,BFA,0.006517232026584041
2045,BFA,0.006517232026584041
2046,BFA,0.006517232026584041
2047,BFA,0.006517232026584041
2048,BFA,0.006517232026584041
2049,BFA,0.006517232026584041
2050,BFA,0.006517232026584041
2020,BGD,0.0031735349951002717
2021,BGD,0.0031735349951002717
2022,BGD,0.0031735349951002717
2023,BGD,0.0031735349951002717
2024,BGD,0.0031735349951002717
2025,BGD,0.0031735349951002717
2026,BGD,0.0031735349951002717
2027,BGD,0.0031735349951002717
2028,BGD,0.0031735349951002717
2029,BGD,0.0031735349951002717
2030,BGD,0.0031735349951002717
2031,BGD,0.0031735349951002717
2032,BGD,0.0031735349951002717
2033,BGD,0.0031735349951002717
2034,BGD,0.0031735349951002717
2035,BGD,0.0031735349951002717
2036,BGD,0.0031735349951002717
2037,BGD,0.0031735349951002717
2038,BGD,0.0031735349951002717
2039,BGD,0.0031735349951002717
2040,BGD,0.0031735349951002717
2041,BGD,0.0031735349951002717
2042,BGD,0.0031735349951002717
2043,BGD,0.0031735349951002717
2044,BGD,0.0031735349951002717
2045,BGD,0.0031735349951002717
2046,BGD,0.0031735349951002717
2047,BGD,0.0031735349951002717
2048,BGD,0.0031735349951002717
2049,BGD,0.0031735349951002717
2050,BGD,0.0031735349951002717
2020,BGR,0.0036201537281940256
2021,BGR,0.0036201537281940256
2022,BGR,0.0036201537281940256
2023,BGR,0.0036201537281940256
2024,BGR,0.0036201537281940256
2025,BGR,0.0036201537281940256
2026,BGR,0.0036201537281940256
2027,BGR,0.0036201537281940256
2028,BGR,0.0036201537281940256
2029,BGR,0.0036201537281940256
2030,BGR,0.0036201537281940256
2031,BGR,0.0036201537281940256
2032,BGR,0.0036201537281940256
2033,BGR,0.0036201537281940256
2034,BGR,0.0036201537281940256
2035,BGR,0.0036201537281940256
2036,BGR,0.0036201537281940256
2037,BGR,0.0036201537281940256
2038,BGR,0.0036201537281940256
2039,BGR,0.0036201537281940256
2040,BGR,0.0036201537281940256
2041,BGR,0.0036201537281940256
2042,BGR,0.0036201537281940256
2043,BGR,0.0036201537281940256
2044,BGR,0.0036201537281940256
2045,BGR,0.0036201537281940256
2046,BGR,0.0036201537281940256
2047,BGR,0.0036201537281940256
2048,BGR,0.0036201537281940256
2049,BGR,0.0036201537281940256
2050,BGR,0.0036201537281940256
2020,BHS,0.004511601089435014
2021,BHS,0.004511601089435014
2022,BHS,0.004511601089435014
2023,BHS,0.004511601089435014
2024,BHS,0.004511601089435014
2025,BHS,0.004511601089435014
2026,BHS,0.004511601089435014
2027,BHS,0.004511601089435014
2028,BHS,0.004511601089435014
2029,BHS,0.004511601089435014
2030,BHS,0.004511601089435014
2031,BHS,0.004511601089435014
2032,BHS,0.004511601089435014
2033,BHS,0.004511601089435014
2034,BHS,0.004511601089435014
2035,BHS,0.004511601089435014
2036,BHS,0.004511601089435014
2037,BHS,0.004511601089435014
2038,BHS,0.004511601089435014
2039,BHS,0.004511601089435014
2040,BHS,0.004511601089435014
2041,BHS,0.004511601089435014
2042,BHS,0.004511601089435014
2043,BHS,0.004511601089435014
2044,BHS,0.004511601089435014
2045,BHS,0.004511601089435014
2046,BHS,0.004511601089435014
2047,BHS,0.004511601089435014
2048,BHS,0.004511601089435014
2049,BHS,0.004511601089435014
2050,BHS,0.004511601089435014
2020,BIH,0.005853259419892486
2021,BIH,0.005853259419892486
2022,BIH,0.005853259419892486
2023,BIH,0.005853259419892486
2024,BIH,0.005853259419892486
2025,BIH,0.005853259419892486
2026,BIH,0.005853259419892486
2027,BIH,0.005853259419892486
2028,BIH,0.005853259419892486
2029,BIH,0.005853259419892486
2030,BIH,0.005853259419892486
2031,BIH,0.005853259419892486
2032,BIH,0.005853259419892486
2033,BIH,0.005853259419892486
2034,BIH,0.005853259419892486
2035,BIH,0.005853259419892486
2036,BIH,0.005853259419892486
2037,BIH,0.005853259419892486
2038,BIH,0.005853259419892486
2039,BIH,0.005853259419892486
2040,BIH,0.005853259419892486
2041,BIH,0.005853259419892486
2042,BIH,0.005853259419892486
2043,BIH,0.005853259419892486
2044,BIH,0.005853259419892486
2045,BIH,0.005853259419892486
2046,BIH,0.005853259419892486
2047,BIH,0.005853259419892486
2048,BIH,0.005853259419892486
2049,BIH,0.005853259419892486
2050,BIH,0.005853259419892486
2020,BOL,0.004876935790432665
2021,BOL,0.004876935790432665
2022,BOL,0.004876935790432665
2023,BOL,0.004876935790432665
2024,BOL,0.004876935790432665
2025,BOL,0.004876935790432665
2026,BOL,0.004876935790432665
2027,BOL,0.004876935790432665
2028,BOL,0.004876935790432665
2029,BOL,0.004876935790432665
2030,BOL,0.004876935790432665
2031,BOL,0.004876935790432665
2032,BOL,0.004876935790432665
2033,BOL,0.004876935790432665
2034,BOL,0.004876935790432665
2035,BOL,0.004876935790432665
2036,BOL,0.004876935790432665
2037,BOL,0.004876935790432665
2038,BOL,0.004876935790432665
2039,BOL,0.004876935790432665
2040,BOL,0.004876935790432665
2041,BOL,0.004876935790432665
2042,BOL,0.004876935790432665
2043,BOL,0.004876935790432665
2044,BOL,0.004876935790432665
2045,BOL,0.004876935790432665
2046,BOL,0.004876935790432665
2047,BOL,0.004876935790432665
2048,BOL,0.004876935790432665
2049,BOL,0.004876935790432665
2050,BOL,0.004876935790432665
2020,BRA,0.005850943833449398
2021,BRA,0.005850943833449398
2022,BRA,0.005850943833449398
2023,BRA,0.005850943833449398
2024,BRA,0.005850943833449398
2025,BRA,0.005850943833449398
2026,BRA,0.005850943833449398
2027,BRA,0.005850943833449398
2028,BRA,0.005850943833449398
2029,BRA,0.005850943833449398
2030,BRA,0.005850943833449398
2031,BRA,0.005850943833449398
2032,BRA,0.005850943833449398
2033,BRA,0.005850943833449398
2034,BRA,0.005850943833449398
2035,BRA,0.005850943833449398
2036,BRA,0.005850943833449398
2037,BRA,0.005850943833449398
2038,BRA,0.005850943833449398
2039,BRA,0.005850943833449398
2040,BRA,0.005850943833449398
2041,BRA,0.005850943833449398
2042,BRA,0.005850943833449398
2043,BRA,0.005850943833449398
2044,BRA,0.005850943833449398
2045,BRA,0.005850943833449398
2046,BRA,0.005850943833449398
2047,BRA,0.005850943833449398
2048,BRA,0.005850943833449398
2049,BRA,0.005850943833449398
2050,BRA,0.005850943833449398
2020,BTN,0.00233353174534927
2021,BTN,0.00233353174534927
2022,BTN,0.00233353174534927
2023,BTN,0.00233353174534927
2024,BTN,0.00233353174534927
2025,BTN,0.00233353174534927
2026,BTN,0.00233353174534927
2027,BTN,0.00233353174534927
2028,BTN,0.00233353174534927
2029,BTN,0.00233353174534927
2030,BTN,0.00233353174534927
2031,BTN,0.00233353174534927
2032,BTN,0.00233353174534927
2033,BTN,0.00233353174534927
2034,BTN,0.00233353174534927
2035,BTN,0.00233353174534927
2036,BTN,0.00233353174534927
2037,BTN,0.00233353174534927
2038,BTN,0.00233353174534927
2039,BTN,0.00233353174534927
2040,BTN,0.00233353174534927
2041,BTN,0.00233353174534927
2042,BTN,0.00233353174534927
2043,BTN,0.00233353174534927
2044,BTN,0.00233353174534927
2045,BTN,0.00233353174534927
2046,BTN,0.00233353174534927
2047,BTN,0.00233353174534927
2048,BTN,0.00233353174534927
2049,BTN,0.00233353174534927
2050,BTN,0.00233353174534927
2020,CAF,0.0011752130604698824
2021,CAF,0.0011752130604698824
2022,CAF,0.0011752130604698824
2023,CAF,0.0011752130604698824
2024,CAF,0.0011752130604698824
2025,CAF,0.0011752130604698824
2026,CAF,0.0011752130604698824
2027,CAF,0.0011752130604698824
2028,CAF,0.0011752130604698824
2029,CAF,0.0011752130604698824
2030,CAF,0.0011752130604698824
2031,CAF,0.0011752130604698824
2032,CAF,0.0011752130604698824
2033,CAF,0.0011752130604698824
2034,CAF,0.0011752130604698824
2035,CAF,0.0011752130604698824
2036,CAF,0.0011752130604698824
2037,CAF,0.0011752130604698824
2038,CAF,0.0011752130604698824
2039,CAF,0.0011752130604698824
2040,CAF,0.0011752130604698824
2041,CAF,0.0011752130604698824
2042,CAF,0.0011752130604698824
2043,CAF,0.0011752130604698824
2044,CAF,0.0011752130604698824
2045,CAF,0.0011752130604698824
2046,CAF,0.0011752130604698824
2047,CAF,0.0011752130604698824
2048,CAF,0.0011752130604698824
2049,CAF,0.0011752130604698824
2050,CAF,0.0011752130604698824
2020,CAN,0.0016489782314279644
2021,CAN,0.0016489782314279644
2022,CAN,0.0016489782314279644
2023,CAN,0.0016489782314279644
2024,CAN,0.0016489782314279644
2025,CAN,0.0016489782314279644
2026,CAN,0.0016489782314279644
2027,CAN,0.0016489782314279644
2028,CAN,0.0016489782314279644
2029,CAN,0.0016489782314279644
2030,CAN,0.0016489782314279644
2031,CAN,0.0016489782314279644
2032,CAN,0.0016489782314279644
2033,CAN,0.0016489782314279644
2034,CAN,0.0016489782314279644
2035,CAN,0.0016489782314279644
2036,CAN,0.0016489782314279644
2037,CAN,0.0016489782314279644
2038,CAN,0.0016489782314279644
2039,CAN,0.0016489782314279644
2040,CAN,0.0016489782314279644
2041,CAN,0.0016489782314279644
2042,CAN,0.0016489782314279644
2043,CAN,0.0016489782314279644
2044,CAN,0.0016489782314279644
2045,CAN,0.0016489782314279644
2046,CAN,0.0016489782314279644
2047,CAN,0.0016489782314279644
2048,CAN,0.0016489782314279644
2049,CAN,0.0016489782314279644
2050,CAN,0.0016489782314279644
2020,CHE,0.0023889057315657418
2021,CHE,0.0023889057315657418
2022,CHE,0.0023889057315657418
2023,CHE,0.0023889057315657418
2024,CHE,0.0023889057315657418
2025,CHE,0.0023889057315657418
2026,CHE,0.0023889057315657418
2027,CHE,0.0023889057315657418
2028,CHE,0.0023889057315657418
2029,CHE,0.0023889057315657418
2030,CHE,0.0023889057315657418
2031,CHE,0.0023889057315657418
2032,CHE,0.0023889057315657418
2033,CHE,0.0023889057315657418
2034,CHE,0.0023889057315657418
2035,CHE,0.0023889057315657418
2036,CHE,0.0023889057315657418
2037,CHE,0.0023889057315657418
2038,CHE,0.0023889057315657418
2039,CHE,0.0023889057315657418
2040,CHE,0.0023889057315657418
2041,CHE,0.0023889057315657418
2042,CHE,0.0023889057315657418
2043,CHE,0.0023889057315657418
2044,CHE,0.0023889057315657418
2045,CHE,0.0023889057315657418
2046,CHE,0.0023889057315657418
2047,CHE,0.0023889057315657418
2048,CHE,0.0023889057315657418
2049,CHE,0.0023889057315657418
2050,CHE,0.0023889057315657418
2020,CHL,0.005231567005665435
2021,CHL,0.005231567005665435
2022,CHL,0.005231567005665435
2023,CHL,0.005231567005665435
2024,CHL,0.005231567005665435
2025,CHL,0.005231567005665435
2026,CHL,0.005231567005665435
2027,CHL,0.005231567005665435
2028,CHL,0.005231567005665435
2029,CHL,0.005231567005665435
2030,CHL,0.005231567005665435
2031,CHL,0.005231567005665435
2032,CHL,0.005231567005665435
2033,CHL,0.005231567005665435
2034,CHL,0.005231567005665435
2035,CHL,0.005231567005665435
2036,CHL,0.005231567005665435
2037,CHL,0.005231567005665435
2038,CHL,0.005231567005665435
2039,CHL,0.005231567005665435
2040,CHL,0.005231567005665435
2041,CHL,0.005231567005665435
2042,CHL,0.005231567005665435
2043,CHL,0.005231567005665435
2044,CHL,0.005231567005665435
2045,CHL,0.005231567005665435
2046,CHL,0.005231567005665435
2047,CHL,0.005231567005665435
2048,CHL,0.005231567005665435
2049,CHL,0.005231567005665435
2050,CHL,0.005231567005665435
2020,CHN,0.0020538844943680345
2021,CHN,0.0020538844943680345
2022,CHN,0.0020538844943680345
2023,CHN,0.0020538844943680345
2024,CHN,0.0020538844943680345
2025,CHN,0.0020538844943680345
2026,CHN,0.0020538844943680345
2027,CHN,0.0020538844943680345
2028,CHN,0.0020538844943680345
2029,CHN,0.0020538844943680345
2030,CHN,0.0020538844943680345
2031,CHN,0.0020538844943680345
2032,CHN,0.0020538844943680345
2033,CHN,0.0020538844943680345
2034,CHN,0.0020538844943680345
2035,CHN,0.0020538844943680345
2036,CHN,0.0020538844943680345
2037,CHN,0.0020538844943680345
2038,CHN,0.0020538844943680345
2039,CHN,0.0020538844943680345
2040,CHN,0.0020538844943680345
2041,CHN,0.0020538844943680345
2042,CHN,0.0020538844943680345
2043,CHN,0.0020538844943680345
2044,CHN,0.0020538844943680345
2045,CHN,0.0020538844943680345
2046,CHN,0.0020538844943680345
2047,CHN,0.0020538844943680345
2048,CHN,0.0020538844943680345
2049,CHN,0.0020538844943680345
2050,CHN,0.0020538844943680345
2020,CIV,0.001288843113161591
2021,CIV,0.001288843113161591
2022,CIV,0.001288843113161591
2023,CIV,0.001288843113161591
2024,CIV,0.001288843113161591
2025,CIV,0.001288843113161591
2026,CIV,0.001288843113161591
2027,CIV,0.001288843113161591
2028,CIV,0.001288843113161591
2029,CIV,0.001288843113161591
2030,CIV,0.001288843113161591
2031,CIV,0.001288843113161591
2032,CIV,0.001288843113161591
2033,CIV,0.001288843113161591
2034,CIV,0.001288843113161591
2035,CIV,0.001288843113161591
2036,CIV,0.001288843113161591
2037,CIV,0.001288843113161591
2038,CIV,0.001288843113161591
2039,CIV,0.001288843113161591
2040,CIV,0.001288843113161591
2041,CIV,0.001288843113161591
2042,CIV,0.001288843113161591
2043,CIV,0.001288843113161591
2044,CIV,0.001288843113161591
2045,CIV,0.001288843113161591
2046,CIV,0.001288843113161591
2047,CIV,0.001288843113161591
2048,CIV,0.001288843113161591
2049,CIV,0.001288843113161591
2050,CIV,0.001288843113161591
2020,CMR,0.0019013804685553879
2021,CMR,0.0019013804685553879
2022,CMR,0.0019013804685553879
2023,CMR,0.0019013804685553879
2024,CMR,0.0019013804685553879
2025,CMR,0.0019013804685553879
2026,CMR,0.0019013804685553879
2027,CMR,0.0019013804685553879
2028,CMR,0.0019013804685553879
2029,CMR,0.0019013804685553879
2030,CMR,0.0019013804685553879
2031,CMR,0.0019013804685553879
2032,CMR,0.0019013804685553879
2033,CMR,0.0019013804685553879
2034,CMR,0.0019013804685553879
2035,CMR,0.0019013804685553879
2036,CMR,0.0019013804685553879
2037,CMR,0.0019013804685553879
2038,CMR,0.0019013804685553879
2039,CMR,0.0019013804685553879
2040,CMR,0.0019013804685553879
2041,CMR,0.0019013804685553879
2042,CMR,0.0019013804685553879
2043,CMR,0.0019013804685553879
2044,CMR,0.0019013804685553879
2045,CMR,0.0019013804685553879
2046,CMR,0.0019013804685553879
2047,CMR,0.0019013804685553879
2048,CMR,0.0019013804685553879
2049,CMR,0.0019013804685553879
2050,CMR,0.0019013804685553879
2020,COD,0.0045839496622457005
2021,COD,0.0045839496622457005
2022,COD,0.0045839496622457005
2023,COD,0.0045839496622457005
2024,COD,0.0045839496622457005
2025,COD,0.0045839496622457005
2026,COD,0.0045839496622457005
2027,COD,0.0045839496622457005
2028,COD,0.0045839496622457005
2029,COD,0.0045839496622457005
2030,COD,0.0045839496622457005
2031,COD,0.0045839496622457005
2032,COD,0.0045839496622457005
2033,COD,0.0045839496622457005
2034,COD,0.0045839496622457005
2035,COD,0.0045839496622457005
2036,COD,0.0045839496622457005
2037,COD,0.0045839496622457005
2038,COD,0.0045839496622457005
2039,COD,0.0045839496622457005
2040,COD,0.0045839496622457005
2041,COD,0.0045839496622457005
2042,COD,0.0045839496622457005
2043,COD,0.0045839496622457005
2044,COD,0.0045839496622457005
2045,COD,0.0045839496622457005
2046,COD,0.0045839496622457005
2047,COD,0.0045839496622457005
2048,COD,0.0045839496622457005
2049,COD,0.0045839496622457005
2050,COD,0.0045839496622457005
2020,COG,0.006875753369287474
2021,COG,0.006875753369287474
2022,COG,0.006875753369287474
2023,COG,0.006875753369287474
2024,COG,0.006875753369287474
2025,COG,0.006875753369287474
2026,COG,0.006875753369287474
2027,COG,0.006875753369287474
2028,COG,0.006875753369287474
2029,COG,0.006875753369287474
2030,COG,0.006875753369287474
2031,COG,0.006875753369287474
2032,COG,0.006875753369287474
2033,COG,0.006875753369287474
2034,COG,0.006875753369287474
2035,COG,0.006875753369287474
2036,COG,0.006875753369287474
2037,COG,0.006875753369287474
2038,COG,0.006875753369287474
2039,COG,0.006875753369287474
2040,COG,0.006875753369287474
2041,COG,0.006875753369287474
2042,COG,0.006875753369287474
2043,COG,0.006875753369287474
2044,COG,0.006875753369287474
2045,COG,0.006875753369287474
2046,COG,0.006875753369287474
2047,COG,0.006875753369287474
2048,COG,0.006875753369287474
2049,COG,0.006875753369287474
2050,COG,0.006875753369287474
2020,COL,0.006884818266193871
2021,COL,0.006884818266193871
2022,COL,0.006884818266193871
2023,COL,0.006884818266193871
2024,COL,0.006884818266193871
2025,COL,0.006884818266193871
2026,COL,0.006884818266193871
2027,COL,0.006884818266193871
2028,COL,0.006884818266193871
2029,COL,0.006884818266193871
2030,COL,0.006884818266193871
2031,COL,0.006884818266193871
2032,COL,0.006884818266193871
