"iso_code3","Year","gdp_mmm_usd","Nation"
"PRY",2013,29.42876099,"Paraguay"
"PRY",2014,30.45507105,"Paraguay"
"PRY",2011,27.37614087,"Paraguay"
"PSE",2010,8.8073805,"West Bank and Gaza"
"PSE",2011,9.391190594,"West Bank and Gaza"
"PSE",2012,9.975000688,"West Bank and Gaza"
"PSE",2013,10.558810782,"West Bank and Gaza"
"PSE",2014,11.142620876,"West Bank and Gaza"
"PYF",2011,7.3152683644,"French Polynesia"
"PYF",2012,7.5770015618,"French Polynesia"
"PYF",2013,7.8387347592,"French Polynesia"
"PYF",2010,7.053535167,"French Polynesia"
"PYF",2014,8.1004679566,"French Polynesia"
"QAT",2010,163.5329327,"Qatar"
"QAT",2011,186.2687416,"Qatar"
"QAT",2012,209.0045505,"Qatar"
"QAT",2014,254.4761683,"Qatar"
"QAT",2013,231.7403594,"Qatar"
"ROU",2010,208.7559709,"Romania"
"ROU",2011,216.1638146,"Romania"
"ROU",2012,223.5716583,"Romania"
"ROU",2013,230.979502,"Romania"
"ROU",2014,238.3873457,"Romania"
"RUS",2010,2053.680818,"Russian Federation"
"RUS",2011,2131.2514816,"Russian Federation"
"RUS",2013,2286.3928088,"Russian Federation"
"RUS",2014,2363.9634724,"Russian Federation"
"RUS",2012,2208.8221452,"Russian Federation"
"RWA",2010,10.97724714,"Rwanda"
"RWA",2012,12.661589556,"Rwanda"
"RWA",2013,13.503760764,"Rwanda"
"RWA",2014,14.345931972,"Rwanda"
"RWA",2011,11.819418348,"Rwanda"
"SAU",2010,593.4115457,"Saudi Arabia"
"SAU",2011,627.86217124,"Saudi Arabia"
"SAU",2012,662.31279678,"Saudi Arabia"
"SAU",2013,696.76342232,"Saudi Arabia"
"SAU",2014,731.21404786,"Saudi Arabia"
"SDN",2010,74.9818246,"Sudan"
"SDN",2011,79.376940728,"Sudan"
"SDN",2013,88.167172984,"Sudan"
"SDN",2014,92.562289112,"Sudan"
"SDN",2012,83.772056856,"Sudan"
"SEN",2010,20.81220394,"Senegal"
"SEN",2012,23.270985696,"Senegal"
"SEN",2013,24.500376574,"Senegal"
"SEN",2014,25.729767452,"Senegal"
"SEN",2011,22.041594818,"Senegal"
"SGP",2010,263.2867843,"Singapore"
"SGP",2011,275.3780801,"Singapore"
"SGP",2012,287.4693759,"Singapore"
"SGP",2013,299.5606717,"Singapore"
"SGP",2014,311.6519675,"Singapore"
"SLB",2011,1.3544350814,"Solomon Islands"
"SLB",2012,1.4676046688,"Solomon Islands"
"SLB",2013,1.5807742562,"Solomon Islands"
"SLB",2014,1.6939438436,"Solomon Islands"
"SLB",2010,1.241265494,"Solomon Islands"
"SLE",2011,5.4094093678,"Sierra Leone"
"SLE",2012,5.7308806756,"Sierra Leone"
"SLE",2013,6.0523519834,"Sierra Leone"
"SLE",2010,5.08793806,"Sierra Leone"
"SLE",2014,6.3738232912,"Sierra Leone"
"SLV",2010,39.36565568,"El Salvador"
"SLV",2011,40.715663424,"El Salvador"
"SLV",2012,42.065671168,"El Salvador"
"SLV",2013,43.415678912,"El Salvador"
"SLV",2014,44.765686656,"El Salvador"
"SOM",2010,7.683495746,"Somalia"
"SOM",2011,7.9576160776,"Somalia"
"SOM",2012,8.2317364092,"Somalia"
"SOM",2014,8.7799770724,"Somalia"
"SOM",2013,8.5058567408,"Somalia"
"SRB",2010,86.26282794,"Serbia"
"SRB",2011,89.941116692,"Serbia"
"SRB",2013,97.297694196,"Serbia"
"SRB",2014,100.975982948,"Serbia"
"SRB",2012,93.619405444,"Serbia"
"STP",2010,0.298453615,"Sao Tome and Principe"
"STP",2011,0.3186342464,"Sao Tome and Principe"
"STP",2012,0.3388148778,"Sao Tome and Principe"
"STP",2013,0.3589955092,"Sao Tome and Principe"
"STP",2014,0.3791761406,"Sao Tome and Principe"
"SUR",2010,4.587084692,"Suriname"
"SUR",2011,4.8690415066,"Suriname"
"SUR",2013,5.4329551358,"Suriname"
"SUR",2014,5.7149119504,"Suriname"
"SUR",2012,5.1509983212,"Suriname"
"SVK",2010,109.1706482,"Slovak Republic"
"SVK",2012,118.88391564,"Slovak Republic"
"SVK",2013,123.74054936,"Slovak Republic"
"SVK",2014,128.59718308,"Slovak Republic"
"SVK",2011,114.02728192,"Slovak Republic"
"SVN",2010,51.513115,"Slovenia"
"SVN",2011,53.031449968,"Slovenia"
"SVN",2012,54.549784936,"Slovenia"
"SVN",2013,56.068119904,"Slovenia"
"SVN",2014,57.586454872,"Slovenia"
"SWE",2011,338.91680546,"Sweden"
"SWE",2012,351.90471942,"Sweden"
"SWE",2013,364.89263338,"Sweden"
"SWE",2010,325.9288915,"Sweden"
"SWE",2014,377.88054734,"Sweden"
"SWZ",2010,5.387568679,"Eswatini"
"SWZ",2011,5.6180973116,"Eswatini"
"SWZ",2012,5.8486259442,"Eswatini"
"SWZ",2014,6.3096832094,"Eswatini"
"SWZ",2013,6.0791545768,"Eswatini"
"SYR",2010,91.90144661,"Syrian Arab Republic"
"SYR",2011,92.495333868,"Syrian Arab Republic"
"SYR",2012,93.089221126,"Syrian Arab Republic"
"SYR",2013,93.683108384,"Syrian Arab Republic"
"SYR",2014,94.276995642,"Syrian Arab Republic"
"TCD",2010,15.83872191,"Chad"
"TCD",2011,16.657695024,"Chad"
"TCD",2013,18.295641252,"Chad"
"TCD",2014,19.114614366,"Chad"
"TCD",2012,17.476668138,"Chad"
"TGO",2010,4.956907026,"Togo"
"TGO",2012,5.4010900432,"Togo"
"TGO",2013,5.6231815518,"Togo"
"TGO",2014,5.8452730604,"Togo"
"TGO",2011,5.1789985346,"Togo"
"THA",2010,531.8767959,"Thailand"
"THA",2011,553.5169648,"Thailand"
"THA",2012,575.1571337,"Thailand"
"THA",2013,596.7973026,"Thailand"
"THA",2014,618.4374715,"Thailand"
"TJK",2010,13.85477954,"Tajikistan"
"TJK",2012,15.264576004,"Tajikistan"
"TJK",2013,15.969474236,"Tajikistan"
"TJK",2014,16.674372468,"Tajikistan"
"TJK",2011,14.559677772,"Tajikistan"
"TKM",2011,36.104329068,"Turkmenistan"
"TKM",2012,38.581421696,"Turkmenistan"
"TKM",2013,41.058514324,"Turkmenistan"
"TKM",2010,33.62723644,"Turkmenistan"
"TKM",2014,43.535606952,"Turkmenistan"
"TLS",2010,1.617406417,"Timor-Leste"
"TLS",2011,1.7298788646,"Timor-Leste"
"TLS",2012,1.8423513122,"Timor-Leste"
"TLS",2014,2.0672962074,"Timor-Leste"
"TLS",2013,1.9548237598,"Timor-Leste"
"TON",2010,0.600396146,"Tonga"
"TON",2011,0.6141728624,"Tonga"
"TON",2012,0.6279495788,"Tonga"
"TON",2014,0.6555030116,"Tonga"
"TON",2013,0.6417262952,"Tonga"
"TTO",2010,35.94826706,"Trinidad and Tobago"
"TTO",2011,37.671723592,"Trinidad and Tobago"
"TTO",2012,39.395180124,"Trinidad and Tobago"
"TTO",2013,41.118636656,"Trinidad and Tobago"
"TTO",2014,42.842093188,"Trinidad and Tobago"
"TUN",2010,80.69836515,"Tunisia"
"TUN",2012,90.16908805,"Tunisia"
"TUN",2013,94.9044495,"Tunisia"
"TUN",2014,99.63981095,"Tunisia"
"TUN",2011,85.4337266,"Tunisia"
"TUR",2010,830.4221864,"Turkey"
"TUR",2012,904.62940184,"Turkey"
"TUR",2013,941.73300956,"Turkey"
"TUR",2014,978.83661728,"Turkey"
"TUR",2011,867.52579412,"Turkey"
"TZA",2010,59.57629775,"Tanzania"
"TZA",2011,65.29752142,"Tanzania"
"TZA",2012,71.01874509,"Tanzania"
"TZA",2013,76.73996876,"Tanzania"
"TZA",2014,82.46119243,"Tanzania"
"UGA",2010,38.79151865,"Uganda"
"UGA",2011,41.604571566,"Uganda"
"UGA",2012,44.417624482,"Uganda"
"UGA",2013,47.230677398,"Uganda"
"UGA",2014,50.043730314,"Uganda"
"UKR",2010,280.8034532,"Ukraine"
"UKR",2011,289.33120116,"Ukraine"
"UKR",2012,297.85894912,"Ukraine"
"UKR",2013,306.38669708,"Ukraine"
"UKR",2014,314.91444504,"Ukraine"
"URY",2010,42.36173103,"Uruguay"
"URY",2011,44.21469831,"Uruguay"
"URY",2012,46.06766559,"Uruguay"
"URY",2013,47.92063287,"Uruguay"
"URY",2014,49.77360015,"Uruguay"
"USA",2010,13088.0096,"United States"
"USA",2011,13439.815588,"United States"
"USA",2012,13791.621576,"United States"
"USA",2013,14143.427564,"United States"
"USA",2014,14495.233552,"United States"
"UZB",2010,74.52738476,"Uzbekistan"
"UZB",2011,79.113272744,"Uzbekistan"
"UZB",2012,83.699160728,"Uzbekistan"
"UZB",2013,88.285048712,"Uzbekistan"
"UZB",2014,92.870936696,"Uzbekistan"
"VCT",2010,0.913387713,"St. Vincent and the Grenadines"
"VCT",2011,0.9400369036,"St. Vincent and the Grenadines"
"VCT",2012,0.9666860942,"St. Vincent and the Grenadines"
"VCT",2013,0.9933352848,"St. Vincent and the Grenadines"
"VCT",2014,1.0199844754,"St. Vincent and the Grenadines"
"VEN",2010,295.817137,"Venezuela, RB"
"VEN",2011,298.46714044,"Venezuela, RB"
"VEN",2012,301.11714388,"Venezuela, RB"
"VEN",2013,303.76714732,"Venezuela, RB"
"VEN",2014,306.41715076,"Venezuela, RB"
"VNM",2010,254.7782741,"Vietnam"
"VNM",2011,274.35506992,"Vietnam"
"VNM",2012,293.93186574,"Vietnam"
"VNM",2013,313.50866156,"Vietnam"
"VNM",2014,333.08545738,"Vietnam"
"VUT",2010,1.180169234,"Vanuatu"
"VUT",2011,1.2264558866,"Vanuatu"
"VUT",2012,1.2727425392,"Vanuatu"
"VUT",2013,1.3190291918,"Vanuatu"
"VUT",2014,1.3653158444,"Vanuatu"
"WSM",2010,0.96941805,"Samoa"
"WSM",2011,1.002709931,"Samoa"
"WSM",2012,1.036001812,"Samoa"
"WSM",2013,1.069293693,"Samoa"
"WSM",2014,1.102585574,"Samoa"
"YEM",2010,55.83175563,"Yemen, Rep."
"YEM",2011,58.290948344,"Yemen, Rep."
"YEM",2012,60.750141058,"Yemen, Rep."
"YEM",2013,63.209333772,"Yemen, Rep."
"YEM",2014,65.668526486,"Yemen, Rep."
"ZAF",2010,459.592059,"South Africa"
"ZAF",2011,480.74210126,"South Africa"
"ZAF",2012,501.89214352,"South Africa"
"ZAF",2013,523.04218578,"South Africa"
"ZAF",2014,544.19222804,"South Africa"
"ZMB",2010,18.4049349,"Zambia"
"ZMB",2011,20.039730604,"Zambia"
"ZMB",2012,21.674526308,"Zambia"
"ZMB",2013,23.309322012,"Zambia"
"ZMB",2014,24.944117716,"Zambia"
"ZWE",2010,4.914424415,"Zimbabwe"
"ZWE",2011,5.2854878006,"Zimbabwe"
"ZWE",2012,5.6565511862,"Zimbabwe"
"ZWE",2013,6.0276145718,"Zimbabwe"
"ZWE",2014,6.3986779574,"Zimbabwe"
