,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_diesel
317,Australia,AUS,2048,0.2002969561989607
318,Australia,AUS,2049,0.2002969561989607
319,Australia,AUS,2050,0.2002969561989607
329,Austria,AUT,2020,0.09533572526909279
330,Austria,AUT,2021,0.09533572526909279
331,Austria,AUT,2022,0.09533572526909279
332,Austria,AUT,2023,0.09533572526909279
333,Austria,AUT,2024,0.09533572526909279
334,Austria,AUT,2025,0.09533572526909279
335,Austria,AUT,2026,0.09533572526909279
336,Austria,AUT,2027,0.09533572526909279
337,Austria,AUT,2028,0.09533572526909279
338,Austria,AUT,2029,0.09533572526909279
339,Austria,AUT,2030,0.09533572526909279
340,Austria,AUT,2031,0.09533572526909279
341,Austria,AUT,2032,0.09533572526909279
342,Austria,AUT,2033,0.09533572526909279
343,Austria,AUT,2034,0.09533572526909279
344,Austria,AUT,2035,0.09533572526909279
345,Austria,AUT,2036,0.09533572526909279
346,Austria,AUT,2037,0.09533572526909279
347,Austria,AUT,2038,0.09533572526909279
348,Austria,AUT,2039,0.09533572526909279
349,Austria,AUT,2040,0.09533572526909279
350,Austria,AUT,2041,0.09533572526909279
351,Austria,AUT,2042,0.09533572526909279
352,Austria,AUT,2043,0.09533572526909279
353,Austria,AUT,2044,0.09533572526909279
354,Austria,AUT,2045,0.09533572526909279
355,Austria,AUT,2046,0.09533572526909279
356,Austria,AUT,2047,0.09533572526909279
357,Austria,AUT,2048,0.09533572526909279
358,Austria,AUT,2049,0.09533572526909279
359,Austria,AUT,2050,0.09533572526909279
369,Azerbaijan,AZE,2020,0.017770990246780746
370,Azerbaijan,AZE,2021,0.017770990246780746
371,Azerbaijan,AZE,2022,0.017770990246780746
372,Azerbaijan,AZE,2023,0.017770990246780746
373,Azerbaijan,AZE,2024,0.017770990246780746
374,Azerbaijan,AZE,2025,0.017770990246780746
375,Azerbaijan,AZE,2026,0.017770990246780746
376,Azerbaijan,AZE,2027,0.017770990246780746
377,Azerbaijan,AZE,2028,0.017770990246780746
378,Azerbaijan,AZE,2029,0.017770990246780746
379,Azerbaijan,AZE,2030,0.017770990246780746
380,Azerbaijan,AZE,2031,0.017770990246780746
381,Azerbaijan,AZE,2032,0.017770990246780746
382,Azerbaijan,AZE,2033,0.017770990246780746
383,Azerbaijan,AZE,2034,0.017770990246780746
384,Azerbaijan,AZE,2035,0.017770990246780746
385,Azerbaijan,AZE,2036,0.017770990246780746
386,Azerbaijan,AZE,2037,0.017770990246780746
387,Azerbaijan,AZE,2038,0.017770990246780746
388,Azerbaijan,AZE,2039,0.017770990246780746
389,Azerbaijan,AZE,2040,0.017770990246780746
390,Azerbaijan,AZE,2041,0.017770990246780746
391,Azerbaijan,AZE,2042,0.017770990246780746
392,Azerbaijan,AZE,2043,0.017770990246780746
393,Azerbaijan,AZE,2044,0.017770990246780746
394,Azerbaijan,AZE,2045,0.017770990246780746
395,Azerbaijan,AZE,2046,0.017770990246780746
396,Azerbaijan,AZE,2047,0.017770990246780746
397,Azerbaijan,AZE,2048,0.017770990246780746
398,Azerbaijan,AZE,2049,0.017770990246780746
399,Azerbaijan,AZE,2050,0.017770990246780746
409,"Bahamas, The",BHS,2020,0.18310725934209002
410,"Bahamas, The",BHS,2021,0.18310725934209002
411,"Bahamas, The",BHS,2022,0.18310725934209002
412,"Bahamas, The",BHS,2023,0.18310725934209002
413,"Bahamas, The",BHS,2024,0.18310725934209002
414,"Bahamas, The",BHS,2025,0.18310725934209002
415,"Bahamas, The",BHS,2026,0.18310725934209002
416,"Bahamas, The",BHS,2027,0.18310725934209002
417,"Bahamas, The",BHS,2028,0.18310725934209002
418,"Bahamas, The",BHS,2029,0.18310725934209002
419,"Bahamas, The",BHS,2030,0.18310725934209002
420,"Bahamas, The",BHS,2031,0.18310725934209002
421,"Bahamas, The",BHS,2032,0.18310725934209002
422,"Bahamas, The",BHS,2033,0.18310725934209002
423,"Bahamas, The",BHS,2034,0.18310725934209002
424,"Bahamas, The",BHS,2035,0.18310725934209002
425,"Bahamas, The",BHS,2036,0.18310725934209002
426,"Bahamas, The",BHS,2037,0.18310725934209002
427,"Bahamas, The",BHS,2038,0.18310725934209002
428,"Bahamas, The",BHS,2039,0.18310725934209002
429,"Bahamas, The",BHS,2040,0.18310725934209002
430,"Bahamas, The",BHS,2041,0.18310725934209002
431,"Bahamas, The",BHS,2042,0.18310725934209002
432,"Bahamas, The",BHS,2043,0.18310725934209002
433,"Bahamas, The",BHS,2044,0.18310725934209002
434,"Bahamas, The",BHS,2045,0.18310725934209002
435,"Bahamas, The",BHS,2046,0.18310725934209002
436,"Bahamas, The",BHS,2047,0.18310725934209002
437,"Bahamas, The",BHS,2048,0.18310725934209002
438,"Bahamas, The",BHS,2049,0.18310725934209002
439,"Bahamas, The",BHS,2050,0.18310725934209002
449,Bahrain,BHR,2020,0.18310725934209002
450,Bahrain,BHR,2021,0.18310725934209002
451,Bahrain,BHR,2022,0.18310725934209002
452,Bahrain,BHR,2023,0.18310725934209002
453,Bahrain,BHR,2024,0.18310725934209002
454,Bahrain,BHR,2025,0.18310725934209002
455,Bahrain,BHR,2026,0.18310725934209002
456,Bahrain,BHR,2027,0.18310725934209002
457,Bahrain,BHR,2028,0.18310725934209002
458,Bahrain,BHR,2029,0.18310725934209002
459,Bahrain,BHR,2030,0.18310725934209002
460,Bahrain,BHR,2031,0.18310725934209002
461,Bahrain,BHR,2032,0.18310725934209002
462,Bahrain,BHR,2033,0.18310725934209002
463,Bahrain,BHR,2034,0.18310725934209002
464,Bahrain,BHR,2035,0.18310725934209002
465,Bahrain,BHR,2036,0.18310725934209002
466,Bahrain,BHR,2037,0.18310725934209002
467,Bahrain,BHR,2038,0.18310725934209002
468,Bahrain,BHR,2039,0.18310725934209002
469,Bahrain,BHR,2040,0.18310725934209002
470,Bahrain,BHR,2041,0.18310725934209002
471,Bahrain,BHR,2042,0.18310725934209002
472,Bahrain,BHR,2043,0.18310725934209002
473,Bahrain,BHR,2044,0.18310725934209002
474,Bahrain,BHR,2045,0.18310725934209002
475,Bahrain,BHR,2046,0.18310725934209002
476,Bahrain,BHR,2047,0.18310725934209002
477,Bahrain,BHR,2048,0.18310725934209002
478,Bahrain,BHR,2049,0.18310725934209002
479,Bahrain,BHR,2050,0.18310725934209002
489,Bangladesh,BGD,2020,0.09155362967104501
490,Bangladesh,BGD,2021,0.09155362967104501
491,Bangladesh,BGD,2022,0.09155362967104501
492,Bangladesh,BGD,2023,0.09155362967104501
493,Bangladesh,BGD,2024,0.09155362967104501
494,Bangladesh,BGD,2025,0.09155362967104501
495,Bangladesh,BGD,2026,0.09155362967104501
496,Bangladesh,BGD,2027,0.09155362967104501
497,Bangladesh,BGD,2028,0.09155362967104501
498,Bangladesh,BGD,2029,0.09155362967104501
499,Bangladesh,BGD,2030,0.09155362967104501
500,Bangladesh,BGD,2031,0.09155362967104501
501,Bangladesh,BGD,2032,0.09155362967104501
502,Bangladesh,BGD,2033,0.09155362967104501
503,Bangladesh,BGD,2034,0.09155362967104501
504,Bangladesh,BGD,2035,0.09155362967104501
505,Bangladesh,BGD,2036,0.09155362967104501
506,Bangladesh,BGD,2037,0.09155362967104501
507,Bangladesh,BGD,2038,0.09155362967104501
508,Bangladesh,BGD,2039,0.09155362967104501
509,Bangladesh,BGD,2040,0.09155362967104501
510,Bangladesh,BGD,2041,0.09155362967104501
511,Bangladesh,BGD,2042,0.09155362967104501
512,Bangladesh,BGD,2043,0.09155362967104501
513,Bangladesh,BGD,2044,0.09155362967104501
514,Bangladesh,BGD,2045,0.09155362967104501
515,Bangladesh,BGD,2046,0.09155362967104501
516,Bangladesh,BGD,2047,0.09155362967104501
517,Bangladesh,BGD,2048,0.09155362967104501
518,Bangladesh,BGD,2049,0.09155362967104501
519,Bangladesh,BGD,2050,0.09155362967104501
529,Barbados,BRB,2020,0.18310725934209002
530,Barbados,BRB,2021,0.18310725934209002
531,Barbados,BRB,2022,0.18310725934209002
532,Barbados,BRB,2023,0.18310725934209002
533,Barbados,BRB,2024,0.18310725934209002
534,Barbados,BRB,2025,0.18310725934209002
535,Barbados,BRB,2026,0.18310725934209002
536,Barbados,BRB,2027,0.18310725934209002
537,Barbados,BRB,2028,0.18310725934209002
538,Barbados,BRB,2029,0.18310725934209002
539,Barbados,BRB,2030,0.18310725934209002
540,Barbados,BRB,2031,0.18310725934209002
541,Barbados,BRB,2032,0.18310725934209002
542,Barbados,BRB,2033,0.18310725934209002
543,Barbados,BRB,2034,0.18310725934209002
544,Barbados,BRB,2035,0.18310725934209002
545,Barbados,BRB,2036,0.18310725934209002
546,Barbados,BRB,2037,0.18310725934209002
547,Barbados,BRB,2038,0.18310725934209002
548,Barbados,BRB,2039,0.18310725934209002
549,Barbados,BRB,2040,0.18310725934209002
550,Barbados,BRB,2041,0.18310725934209002
551,Barbados,BRB,2042,0.18310725934209002
552,Barbados,BRB,2043,0.18310725934209002
553,Barbados,BRB,2044,0.18310725934209002
554,Barbados,BRB,2045,0.18310725934209002
555,Barbados,BRB,2046,0.18310725934209002
556,Barbados,BRB,2047,0.18310725934209002
557,Barbados,BRB,2048,0.18310725934209002
558,Barbados,BRB,2049,0.18310725934209002
559,Barbados,BRB,2050,0.18310725934209002
569,Belarus,BLR,2020,0.02701392256008866
570,Belarus,BLR,2021,0.02701392256008866
571,Belarus,BLR,2022,0.02701392256008866
572,Belarus,BLR,2023,0.02701392256008866
573,Belarus,BLR,2024,0.02701392256008866
574,Belarus,BLR,2025,0.02701392256008866
575,Belarus,BLR,2026,0.02701392256008866
576,Belarus,BLR,2027,0.02701392256008866
577,Belarus,BLR,2028,0.02701392256008866
578,Belarus,BLR,2029,0.02701392256008866
579,Belarus,BLR,2030,0.02701392256008866
580,Belarus,BLR,2031,0.02701392256008866
581,Belarus,BLR,2032,0.02701392256008866
582,Belarus,BLR,2033,0.02701392256008866
583,Belarus,BLR,2034,0.02701392256008866
584,Belarus,BLR,2035,0.02701392256008866
585,Belarus,BLR,2036,0.02701392256008866
586,Belarus,BLR,2037,0.02701392256008866
587,Belarus,BLR,2038,0.02701392256008866
588,Belarus,BLR,2039,0.02701392256008866
589,Belarus,BLR,2040,0.02701392256008866
590,Belarus,BLR,2041,0.02701392256008866
591,Belarus,BLR,2042,0.02701392256008866
592,Belarus,BLR,2043,0.02701392256008866
593,Belarus,BLR,2044,0.02701392256008866
594,Belarus,BLR,2045,0.02701392256008866
595,Belarus,BLR,2046,0.02701392256008866
596,Belarus,BLR,2047,0.02701392256008866
597,Belarus,BLR,2048,0.02701392256008866
598,Belarus,BLR,2049,0.02701392256008866
599,Belarus,BLR,2050,0.02701392256008866
609,Belgium,BEL,2020,0.19362873623492396
610,Belgium,BEL,2021,0.19362873623492396
611,Belgium,BEL,2022,0.19362873623492396
612,Belgium,BEL,2023,0.19362873623492396
613,Belgium,BEL,2024,0.19362873623492396
614,Belgium,BEL,2025,0.19362873623492396
615,Belgium,BEL,2026,0.19362873623492396
616,Belgium,BEL,2027,0.19362873623492396
617,Belgium,BEL,2028,0.19362873623492396
618,Belgium,BEL,2029,0.19362873623492396
619,Belgium,BEL,2030,0.19362873623492396
620,Belgium,BEL,2031,0.19362873623492396
621,Belgium,BEL,2032,0.19362873623492396
622,Belgium,BEL,2033,0.19362873623492396
623,Belgium,BEL,2034,0.19362873623492396
624,Belgium,BEL,2035,0.19362873623492396
625,Belgium,BEL,2036,0.19362873623492396
626,Belgium,BEL,2037,0.19362873623492396
627,Belgium,BEL,2038,0.19362873623492396
628,Belgium,BEL,2039,0.19362873623492396
629,Belgium,BEL,2040,0.19362873623492396
630,Belgium,BEL,2041,0.19362873623492396
631,Belgium,BEL,2042,0.19362873623492396
632,Belgium,BEL,2043,0.19362873623492396
633,Belgium,BEL,2044,0.19362873623492396
634,Belgium,BEL,2045,0.19362873623492396
635,Belgium,BEL,2046,0.19362873623492396
636,Belgium,BEL,2047,0.19362873623492396
637,Belgium,BEL,2048,0.19362873623492396
638,Belgium,BEL,2049,0.19362873623492396
639,Belgium,BEL,2050,0.19362873623492396
649,Belize,BLZ,2020,0.09155362967104501
650,Belize,BLZ,2021,0.09155362967104501
651,Belize,BLZ,2022,0.09155362967104501
652,Belize,BLZ,2023,0.09155362967104501
653,Belize,BLZ,2024,0.09155362967104501
654,Belize,BLZ,2025,0.09155362967104501
655,Belize,BLZ,2026,0.09155362967104501
656,Belize,BLZ,2027,0.09155362967104501
657,Belize,BLZ,2028,0.09155362967104501
658,Belize,BLZ,2029,0.09155362967104501
659,Belize,BLZ,2030,0.09155362967104501
660,Belize,BLZ,2031,0.09155362967104501
661,Belize,BLZ,2032,0.09155362967104501
662,Belize,BLZ,2033,0.09155362967104501
663,Belize,BLZ,2034,0.09155362967104501
664,Belize,BLZ,2035,0.09155362967104501
665,Belize,BLZ,2036,0.09155362967104501
666,Belize,BLZ,2037,0.09155362967104501
667,Belize,BLZ,2038,0.09155362967104501
668,Belize,BLZ,2039,0.09155362967104501
669,Belize,BLZ,2040,0.09155362967104501
670,Belize,BLZ,2041,0.09155362967104501
671,Belize,BLZ,2042,0.09155362967104501
672,Belize,BLZ,2043,0.09155362967104501
673,Belize,BLZ,2044,0.09155362967104501
674,Belize,BLZ,2045,0.09155362967104501
675,Belize,BLZ,2046,0.09155362967104501
676,Belize,BLZ,2047,0.09155362967104501
677,Belize,BLZ,2048,0.09155362967104501
678,Belize,BLZ,2049,0.09155362967104501
679,Belize,BLZ,2050,0.09155362967104501
689,Benin,BEN,2020,0.09155362967104501
690,Benin,BEN,2021,0.09155362967104501
691,Benin,BEN,2022,0.09155362967104501
692,Benin,BEN,2023,0.09155362967104501
693,Benin,BEN,2024,0.09155362967104501
694,Benin,BEN,2025,0.09155362967104501
695,Benin,BEN,2026,0.09155362967104501
696,Benin,BEN,2027,0.09155362967104501
697,Benin,BEN,2028,0.09155362967104501
698,Benin,BEN,2029,0.09155362967104501
699,Benin,BEN,2030,0.09155362967104501
700,Benin,BEN,2031,0.09155362967104501
701,Benin,BEN,2032,0.09155362967104501
702,Benin,BEN,2033,0.09155362967104501
703,Benin,BEN,2034,0.09155362967104501
704,Benin,BEN,2035,0.09155362967104501
705,Benin,BEN,2036,0.09155362967104501
706,Benin,BEN,2037,0.09155362967104501
707,Benin,BEN,2038,0.09155362967104501
708,Benin,BEN,2039,0.09155362967104501
709,Benin,BEN,2040,0.09155362967104501
710,Benin,BEN,2041,0.09155362967104501
711,Benin,BEN,2042,0.09155362967104501
712,Benin,BEN,2043,0.09155362967104501
713,Benin,BEN,2044,0.09155362967104501
714,Benin,BEN,2045,0.09155362967104501
715,Benin,BEN,2046,0.09155362967104501
716,Benin,BEN,2047,0.09155362967104501
717,Benin,BEN,2048,0.09155362967104501
718,Benin,BEN,2049,0.09155362967104501
719,Benin,BEN,2050,0.09155362967104501
729,Bhutan,BTN,2020,0.09155362967104501
730,Bhutan,BTN,2021,0.09155362967104501
731,Bhutan,BTN,2022,0.09155362967104501
732,Bhutan,BTN,2023,0.09155362967104501
733,Bhutan,BTN,2024,0.09155362967104501
734,Bhutan,BTN,2025,0.09155362967104501
735,Bhutan,BTN,2026,0.09155362967104501
736,Bhutan,BTN,2027,0.09155362967104501
737,Bhutan,BTN,2028,0.09155362967104501
738,Bhutan,BTN,2029,0.09155362967104501
739,Bhutan,BTN,2030,0.09155362967104501
740,Bhutan,BTN,2031,0.09155362967104501
741,Bhutan,BTN,2032,0.09155362967104501
742,Bhutan,BTN,2033,0.09155362967104501
743,Bhutan,BTN,2034,0.09155362967104501
744,Bhutan,BTN,2035,0.09155362967104501
745,Bhutan,BTN,2036,0.09155362967104501
746,Bhutan,BTN,2037,0.09155362967104501
747,Bhutan,BTN,2038,0.09155362967104501
748,Bhutan,BTN,2039,0.09155362967104501
749,Bhutan,BTN,2040,0.09155362967104501
750,Bhutan,BTN,2041,0.09155362967104501
751,Bhutan,BTN,2042,0.09155362967104501
752,Bhutan,BTN,2043,0.09155362967104501
753,Bhutan,BTN,2044,0.09155362967104501
754,Bhutan,BTN,2045,0.09155362967104501
755,Bhutan,BTN,2046,0.09155362967104501
756,Bhutan,BTN,2047,0.09155362967104501
757,Bhutan,BTN,2048,0.09155362967104501
758,Bhutan,BTN,2049,0.09155362967104501
759,Bhutan,BTN,2050,0.09155362967104501
769,Bolivia,BOL,2020,0.09155362967104501
770,Bolivia,BOL,2021,0.09155362967104501
771,Bolivia,BOL,2022,0.09155362967104501
772,Bolivia,BOL,2023,0.09155362967104501
773,Bolivia,BOL,2024,0.09155362967104501
