,Nation,iso_code3,Year,frac_scoe_heat_energy_commercial_municipal_diesel
9,Afghanistan,AFG,2020,0.09155362967104501
10,Afghanistan,AFG,2021,0.09155362967104501
11,Afghanistan,AFG,2022,0.09155362967104501
12,Afghanistan,AFG,2023,0.09155362967104501
13,Afghanistan,AFG,2024,0.09155362967104501
14,Afghanistan,AFG,2025,0.09155362967104501
15,Afghanistan,AFG,2026,0.09155362967104501
16,Afghanistan,AFG,2027,0.09155362967104501
17,Afghanistan,AFG,2028,0.09155362967104501
18,Afghanistan,AFG,2029,0.09155362967104501
19,Afghanistan,AFG,2030,0.09155362967104501
20,Afghanistan,AFG,2031,0.09155362967104501
21,Afghanistan,AFG,2032,0.09155362967104501
22,Afghanistan,AFG,2033,0.09155362967104501
23,Afghanistan,AFG,2034,0.09155362967104501
24,Afghanistan,AFG,2035,0.09155362967104501
25,Afghanistan,AFG,2036,0.09155362967104501
26,Afghanistan,AFG,2037,0.09155362967104501
27,Afghanistan,AFG,2038,0.09155362967104501
28,Afghanistan,AFG,2039,0.09155362967104501
29,Afghanistan,AFG,2040,0.09155362967104501
30,Afghanistan,AFG,2041,0.09155362967104501
31,Afghanistan,AFG,2042,0.09155362967104501
32,Afghanistan,AFG,2043,0.09155362967104501
33,Afghanistan,AFG,2044,0.09155362967104501
34,Afghanistan,AFG,2045,0.09155362967104501
35,Afghanistan,AFG,2046,0.09155362967104501
36,Afghanistan,AFG,2047,0.09155362967104501
37,Afghanistan,AFG,2048,0.09155362967104501
38,Afghanistan,AFG,2049,0.09155362967104501
39,Afghanistan,AFG,2050,0.09155362967104501
49,Albania,ALB,2020,0.4771802982376863
50,Albania,ALB,2021,0.4771802982376863
51,Albania,ALB,2022,0.4771802982376863
52,Albania,ALB,2023,0.4771802982376863
53,Albania,ALB,2024,0.4771802982376863
54,Albania,ALB,2025,0.4771802982376863
55,Albania,ALB,2026,0.4771802982376863
56,Albania,ALB,2027,0.4771802982376863
57,Albania,ALB,2028,0.4771802982376863
58,Albania,ALB,2029,0.4771802982376863
59,Albania,ALB,2030,0.4771802982376863
60,Albania,ALB,2031,0.4771802982376863
61,Albania,ALB,2032,0.4771802982376863
62,Albania,ALB,2033,0.4771802982376863
63,Albania,ALB,2034,0.4771802982376863
64,Albania,ALB,2035,0.4771802982376863
65,Albania,ALB,2036,0.4771802982376863
66,Albania,ALB,2037,0.4771802982376863
67,Albania,ALB,2038,0.4771802982376863
68,Albania,ALB,2039,0.4771802982376863
69,Albania,ALB,2040,0.4771802982376863
70,Albania,ALB,2041,0.4771802982376863
71,Albania,ALB,2042,0.4771802982376863
72,Albania,ALB,2043,0.4771802982376863
73,Albania,ALB,2044,0.4771802982376863
74,Albania,ALB,2045,0.4771802982376863
75,Albania,ALB,2046,0.4771802982376863
76,Albania,ALB,2047,0.4771802982376863
77,Albania,ALB,2048,0.4771802982376863
78,Albania,ALB,2049,0.4771802982376863
79,Albania,ALB,2050,0.4771802982376863
89,Algeria,DZA,2020,0.09155362967104501
90,Algeria,DZA,2021,0.09155362967104501
91,Algeria,DZA,2022,0.09155362967104501
92,Algeria,DZA,2023,0.09155362967104501
93,Algeria,DZA,2024,0.09155362967104501
94,Algeria,DZA,2025,0.09155362967104501
95,Algeria,DZA,2026,0.09155362967104501
96,Algeria,DZA,2027,0.09155362967104501
97,Algeria,DZA,2028,0.09155362967104501
98,Algeria,DZA,2029,0.09155362967104501
99,Algeria,DZA,2030,0.09155362967104501
100,Algeria,DZA,2031,0.09155362967104501
101,Algeria,DZA,2032,0.09155362967104501
102,Algeria,DZA,2033,0.09155362967104501
103,Algeria,DZA,2034,0.09155362967104501
104,Algeria,DZA,2035,0.09155362967104501
105,Algeria,DZA,2036,0.09155362967104501
106,Algeria,DZA,2037,0.09155362967104501
107,Algeria,DZA,2038,0.09155362967104501
108,Algeria,DZA,2039,0.09155362967104501
109,Algeria,DZA,2040,0.09155362967104501
110,Algeria,DZA,2041,0.09155362967104501
111,Algeria,DZA,2042,0.09155362967104501
112,Algeria,DZA,2043,0.09155362967104501
113,Algeria,DZA,2044,0.09155362967104501
114,Algeria,DZA,2045,0.09155362967104501
115,Algeria,DZA,2046,0.09155362967104501
116,Algeria,DZA,2047,0.09155362967104501
117,Algeria,DZA,2048,0.09155362967104501
118,Algeria,DZA,2049,0.09155362967104501
119,Algeria,DZA,2050,0.09155362967104501
129,Angola,AGO,2020,0.09155362967104501
130,Angola,AGO,2021,0.09155362967104501
131,Angola,AGO,2022,0.09155362967104501
132,Angola,AGO,2023,0.09155362967104501
133,Angola,AGO,2024,0.09155362967104501
134,Angola,AGO,2025,0.09155362967104501
135,Angola,AGO,2026,0.09155362967104501
136,Angola,AGO,2027,0.09155362967104501
137,Angola,AGO,2028,0.09155362967104501
138,Angola,AGO,2029,0.09155362967104501
139,Angola,AGO,2030,0.09155362967104501
140,Angola,AGO,2031,0.09155362967104501
141,Angola,AGO,2032,0.09155362967104501
142,Angola,AGO,2033,0.09155362967104501
143,Angola,AGO,2034,0.09155362967104501
144,Angola,AGO,2035,0.09155362967104501
145,Angola,AGO,2036,0.09155362967104501
146,Angola,AGO,2037,0.09155362967104501
147,Angola,AGO,2038,0.09155362967104501
148,Angola,AGO,2039,0.09155362967104501
149,Angola,AGO,2040,0.09155362967104501
150,Angola,AGO,2041,0.09155362967104501
151,Angola,AGO,2042,0.09155362967104501
152,Angola,AGO,2043,0.09155362967104501
153,Angola,AGO,2044,0.09155362967104501
154,Angola,AGO,2045,0.09155362967104501
155,Angola,AGO,2046,0.09155362967104501
156,Angola,AGO,2047,0.09155362967104501
157,Angola,AGO,2048,0.09155362967104501
158,Angola,AGO,2049,0.09155362967104501
159,Angola,AGO,2050,0.09155362967104501
169,Argentina,ARG,2020,0.1423130694692185
170,Argentina,ARG,2021,0.1423130694692185
171,Argentina,ARG,2022,0.1423130694692185
172,Argentina,ARG,2023,0.1423130694692185
173,Argentina,ARG,2024,0.1423130694692185
174,Argentina,ARG,2025,0.1423130694692185
175,Argentina,ARG,2026,0.1423130694692185
176,Argentina,ARG,2027,0.1423130694692185
177,Argentina,ARG,2028,0.1423130694692185
178,Argentina,ARG,2029,0.1423130694692185
179,Argentina,ARG,2030,0.1423130694692185
180,Argentina,ARG,2031,0.1423130694692185
181,Argentina,ARG,2032,0.1423130694692185
182,Argentina,ARG,2033,0.1423130694692185
183,Argentina,ARG,2034,0.1423130694692185
184,Argentina,ARG,2035,0.1423130694692185
185,Argentina,ARG,2036,0.1423130694692185
186,Argentina,ARG,2037,0.1423130694692185
187,Argentina,ARG,2038,0.1423130694692185
188,Argentina,ARG,2039,0.1423130694692185
189,Argentina,ARG,2040,0.1423130694692185
190,Argentina,ARG,2041,0.1423130694692185
191,Argentina,ARG,2042,0.1423130694692185
192,Argentina,ARG,2043,0.1423130694692185
193,Argentina,ARG,2044,0.1423130694692185
194,Argentina,ARG,2045,0.1423130694692185
195,Argentina,ARG,2046,0.1423130694692185
196,Argentina,ARG,2047,0.1423130694692185
197,Argentina,ARG,2048,0.1423130694692185
198,Argentina,ARG,2049,0.1423130694692185
199,Argentina,ARG,2050,0.1423130694692185
209,Armenia,ARM,2020,0.09155362967104501
210,Armenia,ARM,2021,0.09155362967104501
211,Armenia,ARM,2022,0.09155362967104501
212,Armenia,ARM,2023,0.09155362967104501
213,Armenia,ARM,2024,0.09155362967104501
214,Armenia,ARM,2025,0.09155362967104501
215,Armenia,ARM,2026,0.09155362967104501
216,Armenia,ARM,2027,0.09155362967104501
217,Armenia,ARM,2028,0.09155362967104501
218,Armenia,ARM,2029,0.09155362967104501
219,Armenia,ARM,2030,0.09155362967104501
220,Armenia,ARM,2031,0.09155362967104501
221,Armenia,ARM,2032,0.09155362967104501
222,Armenia,ARM,2033,0.09155362967104501
223,Armenia,ARM,2034,0.09155362967104501
224,Armenia,ARM,2035,0.09155362967104501
225,Armenia,ARM,2036,0.09155362967104501
226,Armenia,ARM,2037,0.09155362967104501
227,Armenia,ARM,2038,0.09155362967104501
228,Armenia,ARM,2039,0.09155362967104501
229,Armenia,ARM,2040,0.09155362967104501
230,Armenia,ARM,2041,0.09155362967104501
231,Armenia,ARM,2042,0.09155362967104501
232,Armenia,ARM,2043,0.09155362967104501
233,Armenia,ARM,2044,0.09155362967104501
234,Armenia,ARM,2045,0.09155362967104501
235,Armenia,ARM,2046,0.09155362967104501
236,Armenia,ARM,2047,0.09155362967104501
237,Armenia,ARM,2048,0.09155362967104501
238,Armenia,ARM,2049,0.09155362967104501
239,Armenia,ARM,2050,0.09155362967104501
249,Aruba,ABW,2020,0.09155362967104501
250,Aruba,ABW,2021,0.09155362967104501
251,Aruba,ABW,2022,0.09155362967104501
252,Aruba,ABW,2023,0.09155362967104501
253,Aruba,ABW,2024,0.09155362967104501
254,Aruba,ABW,2025,0.09155362967104501
255,Aruba,ABW,2026,0.09155362967104501
256,Aruba,ABW,2027,0.09155362967104501
257,Aruba,ABW,2028,0.09155362967104501
258,Aruba,ABW,2029,0.09155362967104501
259,Aruba,ABW,2030,0.09155362967104501
260,Aruba,ABW,2031,0.09155362967104501
261,Aruba,ABW,2032,0.09155362967104501
262,Aruba,ABW,2033,0.09155362967104501
263,Aruba,ABW,2034,0.09155362967104501
264,Aruba,ABW,2035,0.09155362967104501
265,Aruba,ABW,2036,0.09155362967104501
266,Aruba,ABW,2037,0.09155362967104501
267,Aruba,ABW,2038,0.09155362967104501
268,Aruba,ABW,2039,0.09155362967104501
269,Aruba,ABW,2040,0.09155362967104501
270,Aruba,ABW,2041,0.09155362967104501
271,Aruba,ABW,2042,0.09155362967104501
272,Aruba,ABW,2043,0.09155362967104501
273,Aruba,ABW,2044,0.09155362967104501
274,Aruba,ABW,2045,0.09155362967104501
275,Aruba,ABW,2046,0.09155362967104501
276,Aruba,ABW,2047,0.09155362967104501
277,Aruba,ABW,2048,0.09155362967104501
278,Aruba,ABW,2049,0.09155362967104501
279,Aruba,ABW,2050,0.09155362967104501
289,Australia,AUS,2020,0.2002969561989607
290,Australia,AUS,2021,0.2002969561989607
291,Australia,AUS,2022,0.2002969561989607
292,Australia,AUS,2023,0.2002969561989607
293,Australia,AUS,2024,0.2002969561989607
294,Australia,AUS,2025,0.2002969561989607
295,Australia,AUS,2026,0.2002969561989607
296,Australia,AUS,2027,0.2002969561989607
297,Australia,AUS,2028,0.2002969561989607
298,Australia,AUS,2029,0.2002969561989607
299,Australia,AUS,2030,0.2002969561989607
300,Australia,AUS,2031,0.2002969561989607
301,Australia,AUS,2032,0.2002969561989607
302,Australia,AUS,2033,0.2002969561989607
303,Australia,AUS,2034,0.2002969561989607
304,Australia,AUS,2035,0.2002969561989607
305,Australia,AUS,2036,0.2002969561989607
306,Australia,AUS,2037,0.2002969561989607
307,Australia,AUS,2038,0.2002969561989607
308,Australia,AUS,2039,0.2002969561989607
309,Australia,AUS,2040,0.2002969561989607
310,Australia,AUS,2041,0.2002969561989607
311,Australia,AUS,2042,0.2002969561989607
312,Australia,AUS,2043,0.2002969561989607
313,Australia,AUS,2044,0.2002969561989607
314,Australia,AUS,2045,0.2002969561989607
315,Australia,AUS,2046,0.2002969561989607
316,Australia,AUS,2047,0.2002969561989607
