Year,iso_code3,pij_lndu_forests_secondary_to_grasslands
2016,CMR,0.0018233465032414
2017,CMR,0.0002039623155916
2018,CMR,0.0099402950691603
2015,COD,0.0001385336925857
2016,COD,9.367091173215276e-05
2017,COD,0.0001141882559339
2018,COD,8.173398981651824e-05
2015,COG,0.0020335587645996
2016,COG,0.0
2017,COG,0.0026729699363811
2018,COG,0.0021613015304906
2015,COL,0.0020288593188308
2016,COL,0.0017560645556911
2017,COL,0.0018076863360254
2018,COL,0.0042869846099694
2015,COM,8.923900642734363e-06
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2015,CPV,0.0148821463859448
2016,CPV,0.0
2017,CPV,0.0
2018,CPV,0.0
2015,CRI,0.0
2016,CRI,0.0
2017,CRI,0.0
2018,CRI,0.0
2015,CUB,0.0
2016,CUB,0.0001447453058811
2017,CUB,0.0
2018,CUB,0.0009020210208779
2015,CYM,0.0
2016,CYM,0.0
2017,CYM,0.0
2018,CYM,0.0
2015,CYP,0.0
2016,CYP,0.009999891222666
2017,CYP,0.0032556049391602
2018,CYP,2.5182123260922357e-05
2015,CZE,0.0
2016,CZE,0.0
2017,CZE,0.0
2018,CZE,0.0
2015,DEU,0.0001992642465293
2016,DEU,0.0014795623298896
2017,DEU,0.0099996193772608
2018,DEU,0.00085428597731
2015,DNK,3.880652421749855e-05
2016,DNK,0.0
2017,DNK,0.0099060835415995
2018,DNK,0.0
2015,DOM,0.0
2016,DOM,0.0
2017,DOM,0.0
2018,DOM,0.0099999808496402
2015,DZA,0.001400487852858
2016,DZA,0.0013954298035385
2017,DZA,0.0012053805399721
2018,DZA,0.0015070504676935
2015,ECU,0.0096640664458795
2016,ECU,0.002150531890676
2017,ECU,0.0050634439727502
2018,ECU,0.001695775045377
2015,EGY,0.0021734515712864
2016,EGY,0.0
2017,EGY,0.0
2018,EGY,0.0003553243317276
2015,ERI,0.0
2016,ERI,0.0098045687688787
2017,ERI,0.0
2018,ERI,0.0
2015,ESP,0.0002598527340686
2016,ESP,0.0008267906408056
2017,ESP,0.0099968296840338
2018,ESP,0.000885151941346
2015,EST,6.98222830469757e-05
2016,EST,0.0
2017,EST,0.0041665784146874
2018,EST,7.947952718669705e-06
2015,ETH,0.0019473838765523
2016,ETH,0.0019710165725854
2017,ETH,0.0099900562736669
2018,ETH,0.0033837146823484
2015,FIN,0.000875740328692
2016,FIN,5.5422275066534544e-05
2017,FIN,0.0008226766264106
2018,FIN,0.0015130169624819
2015,FJI,2.760125600487881e-05
2016,FJI,0.0
2017,FJI,0.0
2018,FJI,0.0
2015,FRA,0.0003891715363717
2016,FRA,0.0011645558253976
2017,FRA,0.0099973651297332
2018,FRA,0.0
2015,GAB,0.0036183168964163
2016,GAB,0.0024214988539282
2017,GAB,0.002518147580028
2018,GAB,0.0034058375189616
2015,GBR,0.0049934564599633
2016,GBR,0.0020799969072937
2017,GBR,0.0060494383044819
2018,GBR,0.0033267094706453
2015,GEO,0.0001485546809997
2016,GEO,0.0
2017,GEO,0.0
2018,GEO,0.0001509602982523
2015,GHA,7.172986981494394e-05
2016,GHA,7.23761543885837e-06
2017,GHA,2.444479891530029e-05
2018,GHA,0.0
2015,GIN,0.002887469317919
2016,GIN,0.0001822226471729
2017,GIN,0.0007792553511517
2018,GIN,0.0
2015,GMB,0.0097071819451818
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0001262979810242
2015,GNB,0.0018651745167259
2016,GNB,0.0012557040633366
2017,GNB,0.0016367270133338
2018,GNB,0.0
2015,GNQ,0.0
2016,GNQ,0.0
2017,GNQ,1.2477215701783262e-05
2018,GNQ,7.812336492940409e-06
2015,GRC,0.0099986395715127
2016,GRC,0.0002645502215529
2017,GRC,0.0099995593362335
2018,GRC,0.0036141646456988
2015,GRL,0.0026954982842898
2016,GRL,0.0
2017,GRL,0.0053393466418018
2018,GRL,0.0098654300759106
2015,GTM,0.0024643212582586
2016,GTM,0.0090247900567116
2017,GTM,0.0
2018,GTM,0.0
2015,GUY,0.0037818395041433
2016,GUY,0.0032306907779063
2017,GUY,0.0027225587848103
2018,GUY,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2015,HND,0.0
2016,HND,0.0
2017,HND,0.0014075943853623
2018,HND,0.0
2015,HRV,0.0
2016,HRV,0.0099992420168986
2017,HRV,0.00999982894175
2018,HRV,0.0099987854593318
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2015,HUN,0.0
2016,HUN,0.000167976219657
2017,HUN,0.0099990230464925
2018,HUN,0.0
2015,IDN,0.002782390565305
2016,IDN,0.0
2017,IDN,1.2538541028307076e-05
2018,IDN,0.0099877784117947
2015,IND,0.0003964550094317
2016,IND,0.0003964550094317
2017,IND,0.0003964550094317
2018,IND,0.0003964550094317
2015,IRL,0.0
2016,IRL,0.0071681862521205
2017,IRL,0.0099540379060319
2018,IRL,0.0
2015,IRN,0.0014181381889471
2016,IRN,0.0015354757187033
2017,IRN,0.0024096026637539
2018,IRN,1.4732029385612108e-05
2015,IRQ,0.0015930976030659
2016,IRQ,0.0022534398626306
2017,IRQ,0.0
2018,IRQ,2.5053728400521627e-05
2015,ISL,0.0013921409070812
2016,ISL,0.0
2017,ISL,0.0017427965990247
2018,ISL,0.0003108339918463
2015,ITA,2.8012446773910066e-05
2016,ITA,5.196059964394856e-05
2017,ITA,0.0
2018,ITA,1.3125996363346496e-05
2015,JAM,0.0
2016,JAM,0.0
2017,JAM,0.0
2018,JAM,0.0
2015,JOR,4.977844131343948e-05
2016,JOR,0.0
2017,JOR,0.0
2018,JOR,0.0
2015,JPN,0.0077104074348478
2016,JPN,0.00023057800494
2017,JPN,0.0017409147259153
2018,JPN,0.0010513721929586
2015,KAZ,8.135300445902053e-06
2016,KAZ,0.0015760603955216
2017,KAZ,0.0017280916992998
2018,KAZ,5.722288071180339e-05
2015,KEN,0.0026248628046464
2016,KEN,0.0036374567138587
2017,KEN,6.653963347246031e-05
2018,KEN,0.0018595009272708
2015,KGZ,0.000142037287042
2016,KGZ,0.0007201971299492
2017,KGZ,0.0051928537859466
2018,KGZ,0.0035622431264407
2015,KHM,0.0
2016,KHM,0.0
2017,KHM,0.0
2018,KHM,0.0
2015,KOR,0.0
2016,KOR,0.0
2017,KOR,0.0
2018,KOR,0.0
2015,LAO,0.0
2016,LAO,0.0
2017,LAO,0.0
2018,LAO,0.0
2015,LBR,0.0003294660993184
2016,LBR,0.0
2017,LBR,0.0001647330496592
2018,LBR,0.0001647330496592
2015,LBY,0.0025336610621549
2016,LBY,0.0022977093086226
2017,LBY,0.0022843947346148
2018,LBY,0.0019740856806951
2015,LKA,0.0
2016,LKA,0.0
2017,LKA,0.0
2018,LKA,0.0
2015,LTU,1.6943628591185143e-05
2016,LTU,0.0
2017,LTU,0.0081575693872596
2018,LTU,0.0
2015,LVA,0.0
2016,LVA,0.0099980526016325
2017,LVA,0.0050577347214905
2018,LVA,0.0
2015,MAR,0.0
2016,MAR,0.0
2017,MAR,0.0
2018,MAR,0.0
2015,MDA,0.0
2016,MDA,0.0
2017,MDA,0.0
2018,MDA,0.0
2015,MDG,0.0018650527690056
2016,MDG,0.0025211477849439
2017,MDG,0.0017612811706463
2018,MDG,0.0018146782274977
2015,MEX,0.0014394327808005
2016,MEX,0.0025660188919863
2017,MEX,0.0017234141315434
2018,MEX,0.0090155607180807
2015,MKD,0.0001347057065719
2016,MKD,0.0001337221958442
2017,MKD,0.0001341771960627
2018,MKD,0.000134763791287
2015,MLI,5.675738779099057e-05
2016,MLI,0.0027201595603947
2017,MLI,0.0026789045659828
2018,MLI,0.0021132730273426
2015,MMR,0.0
2016,MMR,0.0
2017,MMR,0.0
2018,MMR,0.0090190604154921
2015,MNE,0.0
2016,MNE,0.0
2017,MNE,0.0099784804828602
2018,MNE,0.0037116116459818
2015,MNG,0.0
2016,MNG,0.0
2017,MNG,0.0
2018,MNG,0.0
2015,MOZ,0.0007899792296735
2016,MOZ,0.0017989197168469
2017,MOZ,0.0015111736980239
2018,MOZ,0.0015282512222049
2015,MRT,0.0
2016,MRT,0.0021978364571859
2017,MRT,0.0
2018,MRT,0.0026046304719232
2015,MUS,0.0
2016,MUS,0.0
2017,MUS,0.0
2018,MUS,0.0
2015,MWI,0.0048938641857803
2016,MWI,0.0
2017,MWI,0.0
2018,MWI,0.0
2015,MYS,0.0050710182409897
2016,MYS,0.0050710182409897
2017,MYS,0.0050710182409897
2018,MYS,0.0050710182409897
2015,NAM,0.0
2016,NAM,0.0
2017,NAM,0.0033043859963255
2018,NAM,0.0
2015,NCL,0.0039748700937172
2016,NCL,0.0048783285424071
2017,NCL,0.004175476312654
2018,NCL,0.0034456770656483
2015,NER,0.0
2016,NER,0.0029146884341001
2017,NER,0.0
2018,NER,0.0
2015,NGA,8.58332613252282e-05
2016,NGA,8.58332613252282e-05
2017,NGA,8.58332613252282e-05
2018,NGA,8.58332613252282e-05
2015,NIC,0.0
2016,NIC,0.0098371004955948
2017,NIC,0.0097966842572556
2018,NIC,0.0
2015,NLD,0.0099988148499877
2016,NLD,0.0041244026209428
2017,NLD,0.0042787779051954
2018,NLD,7.932022665704596e-06
2015,NOR,0.0019179340934421
2016,NOR,0.0016944957834719
2017,NOR,0.001804854276344
2018,NOR,0.0022407446208896
2015,NPL,0.0
2016,NPL,0.0
2017,NPL,0.0
2018,NPL,0.0
2015,NZL,0.0083482307122788
2016,NZL,0.0080619173965399
2017,NZL,0.0018151522084745
2018,NZL,0.0049504229879388
2015,PAK,0.0049578764868164
2016,PAK,0.0017563969241265
2017,PAK,0.0048898731735872
2018,PAK,0.0007391509402698
2015,PAN,0.0
2016,PAN,0.0
2017,PAN,4.300060548034019e-05
2018,PAN,0.0
2015,PER,0.0025727420316885
2016,PER,2.6424631475030377e-05
2017,PER,0.0016511192414643
2018,PER,0.0016668649580095
2015,PHL,5.3040561656789634e-05
2016,PHL,0.0
2017,PHL,0.0001718776995957
2018,PHL,8.910465975707816e-05
2015,PNG,0.0020202114888416
2016,PNG,0.0018426552971779
2017,PNG,0.0025448272698664
2018,PNG,0.0021738379318298
2015,POL,0.0079282757772686
2016,POL,0.0
2017,POL,0.0099969612462352
2018,POL,0.0
2015,PRI,0.0
2016,PRI,0.0024571349437632
2017,PRI,0.0016877755313263
2018,PRI,0.0025086687236947
2015,PRK,0.0099889863079132
2016,PRK,0.0
2017,PRK,0.0
2018,PRK,0.0
2015,PRT,0.0019775703292303
2016,PRT,0.0090537150990767
2017,PRT,0.0112407803888675
2018,PRT,0.0
2015,PRY,0.0097996834351606
2016,PRY,0.0032774410727372
2017,PRY,0.0045666911035321
2018,PRY,0.005295159772793
2015,ROU,0.0
2016,ROU,0.0
2017,ROU,0.0
2018,ROU,0.0
2015,RUS,0.0006625533503191
2016,RUS,0.0001930153196268
2017,RUS,0.0008726381472854
2018,RUS,0.0014885836697939
2015,RWA,0.0
2016,RWA,0.0
2017,RWA,0.0
2018,RWA,0.0
2015,SAU,0.0019883694231616
2016,SAU,0.0018594061637968
2017,SAU,0.0025369151549068
2018,SAU,0.0019387579393129
2015,SDN,5.824977765746307e-06
2016,SDN,0.0003441529779983
2017,SDN,5.713156172925415e-06
2018,SDN,0.0048801990500265
2015,SEN,0.0097763194831403
2016,SEN,1.286810718279486e-05
2017,SEN,0.0090046486074812
2018,SEN,0.0019677596928624
2015,SLB,0.0
2016,SLB,0.0
2017,SLB,0.0
2018,SLB,0.0
2015,SLE,9.380991496868314e-05
2016,SLE,0.0
2017,SLE,1.9730675684221125e-05
2018,SLE,0.0099969348786569
2015,SLV,0.0
2016,SLV,0.0
2017,SLV,0.0
2018,SLV,0.0
2015,SOM,0.0
2016,SOM,0.0
2017,SOM,0.0
2018,SOM,0.0016904661479211
2015,SRB,0.0
2016,SRB,0.0
2017,SRB,0.0
2018,SRB,0.0101543019723453
2015,SSD,0.0074627127731827
2016,SSD,0.0089557403133705
2017,SSD,0.0021355935855874
2018,SSD,0.002257057031404
2015,STP,0.0014480143005676
2016,STP,0.0
2017,STP,0.0
2018,STP,0.0013442140926948
2015,SUR,0.0059436629156608
2016,SUR,0.0
2017,SUR,0.0
2018,SUR,0.0
2015,SVK,0.0
2016,SVK,0.0
2017,SVK,0.0
2018,SVK,0.0
2015,SVN,0.0
2016,SVN,0.0
2017,SVN,0.0
2018,SVN,0.0
2015,SWE,0.0010331673000762
2016,SWE,0.0005317096371876
2017,SWE,0.0014687177799308
2018,SWE,0.0009875143579429
2015,SWZ,0.0
2016,SWZ,0.0
2017,SWZ,0.0
2018,SWZ,0.005928896194098
2015,SYC,0.0
2016,SYC,0.0
2017,SYC,0.0
2018,SYC,0.0
2015,SYR,0.0
2016,SYR,0.0013666734484629
2017,SYR,0.0
2018,SYR,7.677786736510577e-06
2015,TCA,0.0018253340244393
2016,TCA,0.0
2017,TCA,0.0140661453449226
2018,TCA,0.0
2015,TCD,0.0038203160218957
2016,TCD,0.0028191179734393
2017,TCD,0.0024803505386437
2018,TCD,0.000379272511862
2015,TGO,0.0
2016,TGO,0.0
2017,TGO,0.0
2018,TGO,2.359064372769556e-05
2015,THA,0.0
2016,THA,0.0
2017,THA,0.0
2018,THA,0.0
2015,TJK,0.0009560154325504
2016,TJK,0.0
2017,TJK,0.0010178543794441
2018,TJK,0.0001729409678449
2015,TKM,0.0
2016,TKM,0.0013992839234888
2017,TKM,0.0381250598373163
2018,TKM,0.0035012507177698
2015,TLS,0.0016691453073222
2016,TLS,0.0025073367026017
2017,TLS,0.0014558494479454
2018,TLS,0.0
2015,TON,0.0
2016,TON,0.0
2017,TON,0.0
2018,TON,0.0
2015,TTO,0.0
2016,TTO,0.0
2017,TTO,0.0
2018,TTO,0.0
2015,TUN,0.0
2016,TUN,0.0
2017,TUN,0.0
2018,TUN,0.0
2015,TUR,0.0001043242166201
2016,TUR,0.0004594637759525
2017,TUR,4.0993860849847066e-05
2018,TUR,0.0013504710665045
2015,TZA,0.0097318239898276
2016,TZA,0.0017130042388975
2017,TZA,0.0035144006658939
2018,TZA,0.0017173568185153
2015,UGA,0.0099685309667256
2016,UGA,0.0
2017,UGA,0.009824542483874
2018,UGA,0.0
2015,UKR,0.0
2016,UKR,0.0
2017,UKR,4.326365847958508e-05
2018,UKR,2.8112201513435853e-05
2015,URY,0.0149175309889124
2016,URY,0.0192223709899399
2017,URY,0.0082729355814864
2018,URY,0.0133455459789522
2015,USA,0.0007815997149982
2016,USA,0.0019063152598211
2017,USA,0.0016426055708696
2018,USA,0.0098680075427564
2015,UZB,7.359563127124008e-06
2016,UZB,0.0
2017,UZB,0.0
2018,UZB,0.0
2015,VEN,0.0030808750151798
2016,VEN,0.0019432114390292
2017,VEN,0.0047458868405902
2018,VEN,0.0026258004870191
2015,VIR,0.0
2016,VIR,0.0011682888206356
2017,VIR,0.0
2018,VIR,0.0
2015,VNM,1.8963814827438383e-05
2016,VNM,1.916867771997213e-05
2017,VNM,3.856921286634799e-05
2018,VNM,5.7880628461906446e-05
2015,VUT,0.0
2016,VUT,0.0013756745447257
2017,VUT,0.0
2018,VUT,0.0
2015,ZAF,0.0077834851629648
2016,ZAF,1.195601028386547e-05
2017,ZAF,0.0017259172330206
2018,ZAF,0.0033356515850915
2015,ZMB,0.0002897162096523
2016,ZMB,0.0012873723935077
2017,ZMB,0.0025318877581637
2018,ZMB,0.0029970603292287
2015,ZWE,0.0
2016,ZWE,0.0
2017,ZWE,9.436501726893052e-05
2018,ZWE,0.0
