,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_solar_mm_usd_per_gw
1645,Albania,CUW,2046,527.4465152506732
1646,Albania,CUW,2047,515.3996201931009
1647,Albania,CUW,2048,503.6278765989129
1648,Albania,CUW,2049,492.125
1649,Albania,CUW,2050,480.8848494657033
1650,Albania,CXR,2021,939.8028486488274
1651,Albania,CXR,2022,918.3377219201027
1652,Albania,CXR,2023,897.362859363425
1653,Albania,CXR,2024,876.8670633296289
1654,Albania,CXR,2025,856.8393919242102
1655,Albania,CXR,2026,837.2691531658797
1656,Albania,CXR,2027,818.1458992785389
1657,Albania,CXR,2028,799.4594211136249
1658,Albania,CXR,2029,781.1997426998503
1659,Albania,CXR,2030,763.3571159174267
1660,Albania,CXR,2031,745.9220152939297
1661,Albania,CXR,2032,728.8851329190255
1662,Albania,CXR,2033,712.2373734753461
1663,Albania,CXR,2034,695.9698493828595
1664,Albania,CXR,2035,680.0738760541418
1665,Albania,CXR,2036,664.5409672580205
1666,Albania,CXR,2037,649.3628305891107
1667,Albania,CXR,2038,634.5313630408278
1668,Albania,CXR,2039,620.0386466795145
1669,Albania,CXR,2040,605.876944417367
1670,Albania,CXR,2041,592.0386958819116
1671,Albania,CXR,2042,578.5165133798209
1672,Albania,CXR,2043,565.3031779529159
1673,Albania,CXR,2044,552.3916355242502
1674,Albania,CXR,2045,539.7749931322179
1675,Albania,CXR,2046,527.4465152506732
1676,Albania,CXR,2047,515.3996201931009
1677,Albania,CXR,2048,503.6278765989129
1678,Albania,CXR,2049,492.125
1679,Albania,CXR,2050,480.8848494657033
1680,Albania,CYM,2021,939.8028486488274
1681,Albania,CYM,2022,918.3377219201027
1682,Albania,CYM,2023,897.362859363425
1683,Albania,CYM,2024,876.8670633296289
1684,Albania,CYM,2025,856.8393919242102
1685,Albania,CYM,2026,837.2691531658797
1686,Albania,CYM,2027,818.1458992785389
1687,Albania,CYM,2028,799.4594211136249
1688,Albania,CYM,2029,781.1997426998503
1689,Albania,CYM,2030,763.3571159174267
1690,Albania,CYM,2031,745.9220152939297
1691,Albania,CYM,2032,728.8851329190255
1692,Albania,CYM,2033,712.2373734753461
1693,Albania,CYM,2034,695.9698493828595
1694,Albania,CYM,2035,680.0738760541418
1695,Albania,CYM,2036,664.5409672580205
1696,Albania,CYM,2037,649.3628305891107
1697,Albania,CYM,2038,634.5313630408278
1698,Albania,CYM,2039,620.0386466795145
1699,Albania,CYM,2040,605.876944417367
1700,Albania,CYM,2041,592.0386958819116
1701,Albania,CYM,2042,578.5165133798209
1702,Albania,CYM,2043,565.3031779529159
1703,Albania,CYM,2044,552.3916355242502
1704,Albania,CYM,2045,539.7749931322179
1705,Albania,CYM,2046,527.4465152506732
1706,Albania,CYM,2047,515.3996201931009
1707,Albania,CYM,2048,503.6278765989129
1708,Albania,CYM,2049,492.125
1709,Albania,CYM,2050,480.8848494657033
1710,Albania,CYP,2021,939.8028486488274
1711,Albania,CYP,2022,918.3377219201027
1712,Albania,CYP,2023,897.362859363425
1713,Albania,CYP,2024,876.8670633296289
1714,Albania,CYP,2025,856.8393919242102
1715,Albania,CYP,2026,837.2691531658797
1716,Albania,CYP,2027,818.1458992785389
1717,Albania,CYP,2028,799.4594211136249
1718,Albania,CYP,2029,781.1997426998503
1719,Albania,CYP,2030,763.3571159174267
1720,Albania,CYP,2031,745.9220152939297
1721,Albania,CYP,2032,728.8851329190255
1722,Albania,CYP,2033,712.2373734753461
1723,Albania,CYP,2034,695.9698493828595
1724,Albania,CYP,2035,680.0738760541418
1725,Albania,CYP,2036,664.5409672580205
1726,Albania,CYP,2037,649.3628305891107
1727,Albania,CYP,2038,634.5313630408278
1728,Albania,CYP,2039,620.0386466795145
1729,Albania,CYP,2040,605.876944417367
1730,Albania,CYP,2041,592.0386958819116
1731,Albania,CYP,2042,578.5165133798209
1732,Albania,CYP,2043,565.3031779529159
1733,Albania,CYP,2044,552.3916355242502
1734,Albania,CYP,2045,539.7749931322179
1735,Albania,CYP,2046,527.4465152506732
1736,Albania,CYP,2047,515.3996201931009
1737,Albania,CYP,2048,503.6278765989129
1738,Albania,CYP,2049,492.125
1739,Albania,CYP,2050,480.8848494657033
1740,Albania,CZE,2021,939.8028486488274
1741,Albania,CZE,2022,918.3377219201027
1742,Albania,CZE,2023,897.362859363425
1743,Albania,CZE,2024,876.8670633296289
1744,Albania,CZE,2025,856.8393919242102
1745,Albania,CZE,2026,837.2691531658797
1746,Albania,CZE,2027,818.1458992785389
1747,Albania,CZE,2028,799.4594211136249
1748,Albania,CZE,2029,781.1997426998503
1749,Albania,CZE,2030,763.3571159174267
1750,Albania,CZE,2031,745.9220152939297
1751,Albania,CZE,2032,728.8851329190255
1752,Albania,CZE,2033,712.2373734753461
1753,Albania,CZE,2034,695.9698493828595
1754,Albania,CZE,2035,680.0738760541418
1755,Albania,CZE,2036,664.5409672580205
1756,Albania,CZE,2037,649.3628305891107
1757,Albania,CZE,2038,634.5313630408278
1758,Albania,CZE,2039,620.0386466795145
1759,Albania,CZE,2040,605.876944417367
1760,Albania,CZE,2041,592.0386958819116
1761,Albania,CZE,2042,578.5165133798209
1762,Albania,CZE,2043,565.3031779529159
1763,Albania,CZE,2044,552.3916355242502
1764,Albania,CZE,2045,539.7749931322179
1765,Albania,CZE,2046,527.4465152506732
1766,Albania,CZE,2047,515.3996201931009
1767,Albania,CZE,2048,503.6278765989129
1768,Albania,CZE,2049,492.125
1769,Albania,CZE,2050,480.8848494657033
1770,Albania,DEU,2021,939.8028486488274
1771,Albania,DEU,2022,918.3377219201027
1772,Albania,DEU,2023,897.362859363425
1773,Albania,DEU,2024,876.8670633296289
1774,Albania,DEU,2025,856.8393919242102
1775,Albania,DEU,2026,837.2691531658797
1776,Albania,DEU,2027,818.1458992785389
1777,Albania,DEU,2028,799.4594211136249
1778,Albania,DEU,2029,781.1997426998503
1779,Albania,DEU,2030,763.3571159174267
1780,Albania,DEU,2031,745.9220152939297
1781,Albania,DEU,2032,728.8851329190255
1782,Albania,DEU,2033,712.2373734753461
1783,Albania,DEU,2034,695.9698493828595
1784,Albania,DEU,2035,680.0738760541418
1785,Albania,DEU,2036,664.5409672580205
1786,Albania,DEU,2037,649.3628305891107
1787,Albania,DEU,2038,634.5313630408278
1788,Albania,DEU,2039,620.0386466795145
1789,Albania,DEU,2040,605.876944417367
1790,Albania,DEU,2041,592.0386958819116
1791,Albania,DEU,2042,578.5165133798209
1792,Albania,DEU,2043,565.3031779529159
1793,Albania,DEU,2044,552.3916355242502
1794,Albania,DEU,2045,539.7749931322179
1795,Albania,DEU,2046,527.4465152506732
1796,Albania,DEU,2047,515.3996201931009
1797,Albania,DEU,2048,503.6278765989129
1798,Albania,DEU,2049,492.125
1799,Albania,DEU,2050,480.8848494657033
1800,Albania,DJI,2021,939.8028486488274
1801,Albania,DJI,2022,918.3377219201027
1802,Albania,DJI,2023,897.362859363425
1803,Albania,DJI,2024,876.8670633296289
1804,Albania,DJI,2025,856.8393919242102
1805,Albania,DJI,2026,837.2691531658797
1806,Albania,DJI,2027,818.1458992785389
1807,Albania,DJI,2028,799.4594211136249
1808,Albania,DJI,2029,781.1997426998503
1809,Albania,DJI,2030,763.3571159174267
1810,Albania,DJI,2031,745.9220152939297
1811,Albania,DJI,2032,728.8851329190255
1812,Albania,DJI,2033,712.2373734753461
1813,Albania,DJI,2034,695.9698493828595
1814,Albania,DJI,2035,680.0738760541418
1815,Albania,DJI,2036,664.5409672580205
1816,Albania,DJI,2037,649.3628305891107
1817,Albania,DJI,2038,634.5313630408278
1818,Albania,DJI,2039,620.0386466795145
1819,Albania,DJI,2040,605.876944417367
1820,Albania,DJI,2041,592.0386958819116
1821,Albania,DJI,2042,578.5165133798209
1822,Albania,DJI,2043,565.3031779529159
1823,Albania,DJI,2044,552.3916355242502
1824,Albania,DJI,2045,539.7749931322179
1825,Albania,DJI,2046,527.4465152506732
1826,Albania,DJI,2047,515.3996201931009
1827,Albania,DJI,2048,503.6278765989129
1828,Albania,DJI,2049,492.125
1829,Albania,DJI,2050,480.8848494657033
1830,Albania,DMA,2021,939.8028486488274
1831,Albania,DMA,2022,918.3377219201027
1832,Albania,DMA,2023,897.362859363425
1833,Albania,DMA,2024,876.8670633296289
1834,Albania,DMA,2025,856.8393919242102
1835,Albania,DMA,2026,837.2691531658797
1836,Albania,DMA,2027,818.1458992785389
1837,Albania,DMA,2028,799.4594211136249
1838,Albania,DMA,2029,781.1997426998503
1839,Albania,DMA,2030,763.3571159174267
1840,Albania,DMA,2031,745.9220152939297
1841,Albania,DMA,2032,728.8851329190255
1842,Albania,DMA,2033,712.2373734753461
1843,Albania,DMA,2034,695.9698493828595
1844,Albania,DMA,2035,680.0738760541418
1845,Albania,DMA,2036,664.5409672580205
1846,Albania,DMA,2037,649.3628305891107
1847,Albania,DMA,2038,634.5313630408278
1848,Albania,DMA,2039,620.0386466795145
1849,Albania,DMA,2040,605.876944417367
1850,Albania,DMA,2041,592.0386958819116
1851,Albania,DMA,2042,578.5165133798209
1852,Albania,DMA,2043,565.3031779529159
1853,Albania,DMA,2044,552.3916355242502
1854,Albania,DMA,2045,539.7749931322179
1855,Albania,DMA,2046,527.4465152506732
1856,Albania,DMA,2047,515.3996201931009
1857,Albania,DMA,2048,503.6278765989129
1858,Albania,DMA,2049,492.125
1859,Albania,DMA,2050,480.8848494657033
1860,Albania,DNK,2021,939.8028486488274
1861,Albania,DNK,2022,918.3377219201027
1862,Albania,DNK,2023,897.362859363425
1863,Albania,DNK,2024,876.8670633296289
1864,Albania,DNK,2025,856.8393919242102
1865,Albania,DNK,2026,837.2691531658797
1866,Albania,DNK,2027,818.1458992785389
1867,Albania,DNK,2028,799.4594211136249
1868,Albania,DNK,2029,781.1997426998503
1869,Albania,DNK,2030,763.3571159174267
1870,Albania,DNK,2031,745.9220152939297
1871,Albania,DNK,2032,728.8851329190255
1872,Albania,DNK,2033,712.2373734753461
1873,Albania,DNK,2034,695.9698493828595
1874,Albania,DNK,2035,680.0738760541418
1875,Albania,DNK,2036,664.5409672580205
1876,Albania,DNK,2037,649.3628305891107
1877,Albania,DNK,2038,634.5313630408278
1878,Albania,DNK,2039,620.0386466795145
1879,Albania,DNK,2040,605.876944417367
1880,Albania,DNK,2041,592.0386958819116
1881,Albania,DNK,2042,578.5165133798209
1882,Albania,DNK,2043,565.3031779529159
1883,Albania,DNK,2044,552.3916355242502
1884,Albania,DNK,2045,539.7749931322179
1885,Albania,DNK,2046,527.4465152506732
1886,Albania,DNK,2047,515.3996201931009
1887,Albania,DNK,2048,503.6278765989129
1888,Albania,DNK,2049,492.125
1889,Albania,DNK,2050,480.8848494657033
1890,Algeria,DOM,2021,939.8028486488274
1891,Algeria,DOM,2022,918.3377219201027
1892,Algeria,DOM,2023,897.362859363425
1893,Algeria,DOM,2024,876.8670633296289
1894,Algeria,DOM,2025,856.8393919242102
1895,Algeria,DOM,2026,837.2691531658797
1896,Algeria,DOM,2027,818.1458992785389
1897,Algeria,DOM,2028,799.4594211136249
1898,Algeria,DOM,2029,781.1997426998503
1899,Algeria,DOM,2030,763.3571159174267
1900,Algeria,DOM,2031,745.9220152939297
1901,Algeria,DOM,2032,728.8851329190255
1902,Algeria,DOM,2033,712.2373734753461
1903,Algeria,DOM,2034,695.9698493828595
1904,Algeria,DOM,2035,680.0738760541418
1905,Algeria,DOM,2036,664.5409672580205
1906,Algeria,DOM,2037,649.3628305891107
1907,Algeria,DOM,2038,634.5313630408278
1908,Algeria,DOM,2039,620.0386466795145
1909,Algeria,DOM,2040,605.876944417367
1910,Algeria,DOM,2041,592.0386958819116
1911,Algeria,DOM,2042,578.5165133798209
1912,Algeria,DOM,2043,565.3031779529159
1913,Algeria,DOM,2044,552.3916355242502
1914,Algeria,DOM,2045,539.7749931322179
1915,Algeria,DOM,2046,527.4465152506732
1916,Algeria,DOM,2047,515.3996201931009
1917,Algeria,DOM,2048,503.6278765989129
1918,Algeria,DOM,2049,492.125
1919,Algeria,DOM,2050,480.8848494657033
1920,Algeria,DZA,2021,939.8028486488274
1921,Algeria,DZA,2022,918.3377219201027
1922,Algeria,DZA,2023,897.362859363425
1923,Algeria,DZA,2024,876.8670633296289
1924,Algeria,DZA,2025,856.8393919242102
1925,Algeria,DZA,2026,837.2691531658797
1926,Algeria,DZA,2027,818.1458992785389
1927,Algeria,DZA,2028,799.4594211136249
1928,Algeria,DZA,2029,781.1997426998503
1929,Algeria,DZA,2030,763.3571159174267
1930,Algeria,DZA,2031,745.9220152939297
1931,Algeria,DZA,2032,728.8851329190255
1932,Algeria,DZA,2033,712.2373734753461
1933,Algeria,DZA,2034,695.9698493828595
1934,Algeria,DZA,2035,680.0738760541418
1935,Algeria,DZA,2036,664.5409672580205
1936,Algeria,DZA,2037,649.3628305891107
1937,Algeria,DZA,2038,634.5313630408278
1938,Algeria,DZA,2039,620.0386466795145
1939,Algeria,DZA,2040,605.876944417367
1940,Algeria,DZA,2041,592.0386958819116
1941,Algeria,DZA,2042,578.5165133798209
1942,Algeria,DZA,2043,565.3031779529159
1943,Algeria,DZA,2044,552.3916355242502
1944,Algeria,DZA,2045,539.7749931322179
1945,Algeria,DZA,2046,527.4465152506732
1946,Algeria,DZA,2047,515.3996201931009
1947,Algeria,DZA,2048,503.6278765989129
1948,Algeria,DZA,2049,492.125
1949,Algeria,DZA,2050,480.8848494657033
1950,Algeria,ECU,2021,939.8028486488274
1951,Algeria,ECU,2022,918.3377219201027
1952,Algeria,ECU,2023,897.362859363425
1953,Algeria,ECU,2024,876.8670633296289
1954,Algeria,ECU,2025,856.8393919242102
1955,Algeria,ECU,2026,837.2691531658797
1956,Algeria,ECU,2027,818.1458992785389
1957,Algeria,ECU,2028,799.4594211136249
1958,Algeria,ECU,2029,781.1997426998503
1959,Algeria,ECU,2030,763.3571159174267
1960,Algeria,ECU,2031,745.9220152939297
1961,Algeria,ECU,2032,728.8851329190255
1962,Algeria,ECU,2033,712.2373734753461
1963,Algeria,ECU,2034,695.9698493828595
1964,Algeria,ECU,2035,680.0738760541418
1965,Algeria,ECU,2036,664.5409672580205
1966,Algeria,ECU,2037,649.3628305891107
1967,Algeria,ECU,2038,634.5313630408278
1968,Algeria,ECU,2039,620.0386466795145
1969,Algeria,ECU,2040,605.876944417367
1970,Algeria,ECU,2041,592.0386958819116
1971,Algeria,ECU,2042,578.5165133798209
1972,Algeria,ECU,2043,565.3031779529159
1973,Algeria,ECU,2044,552.3916355242502
1974,Algeria,ECU,2045,539.7749931322179
1975,Algeria,ECU,2046,527.4465152506732
1976,Algeria,ECU,2047,515.3996201931009
1977,Algeria,ECU,2048,503.6278765989129
1978,Algeria,ECU,2049,492.125
1979,Algeria,ECU,2050,480.8848494657033
1980,Algeria,EGY,2021,939.8028486488274
1981,Algeria,EGY,2022,918.3377219201027
1982,Algeria,EGY,2023,897.362859363425
1983,Algeria,EGY,2024,876.8670633296289
1984,Algeria,EGY,2025,856.8393919242102
1985,Algeria,EGY,2026,837.2691531658797
1986,Algeria,EGY,2027,818.1458992785389
1987,Algeria,EGY,2028,799.4594211136249
1988,Algeria,EGY,2029,781.1997426998503
1989,Algeria,EGY,2030,763.3571159174267
1990,Algeria,EGY,2031,745.9220152939297
1991,Algeria,EGY,2032,728.8851329190255
1992,Algeria,EGY,2033,712.2373734753461
1993,Algeria,EGY,2034,695.9698493828595
1994,Algeria,EGY,2035,680.0738760541418
1995,Algeria,EGY,2036,664.5409672580205
1996,Algeria,EGY,2037,649.3628305891107
1997,Algeria,EGY,2038,634.5313630408278
1998,Algeria,EGY,2039,620.0386466795145
1999,Algeria,EGY,2040,605.876944417367
2000,Algeria,EGY,2041,592.0386958819116
2001,Algeria,EGY,2042,578.5165133798209
2002,Algeria,EGY,2043,565.3031779529159
2003,Algeria,EGY,2044,552.3916355242502
2004,Algeria,EGY,2045,539.7749931322179
2005,Algeria,EGY,2046,527.4465152506732
2006,Algeria,EGY,2047,515.3996201931009
2007,Algeria,EGY,2048,503.6278765989129
2008,Algeria,EGY,2049,492.125
2009,Algeria,EGY,2050,480.8848494657033
2010,Algeria,ERI,2021,939.8028486488274
2011,Algeria,ERI,2022,918.3377219201027
2012,Algeria,ERI,2023,897.362859363425
2013,Algeria,ERI,2024,876.8670633296289
2014,Algeria,ERI,2025,856.8393919242102
2015,Algeria,ERI,2026,837.2691531658797
2016,Algeria,ERI,2027,818.1458992785389
2017,Algeria,ERI,2028,799.4594211136249
2018,Algeria,ERI,2029,781.1997426998503
2019,Algeria,ERI,2030,763.3571159174267
2020,Algeria,ERI,2031,745.9220152939297
2021,Algeria,ERI,2032,728.8851329190255
2022,Algeria,ERI,2033,712.2373734753461
2023,Algeria,ERI,2034,695.9698493828595
2024,Algeria,ERI,2035,680.0738760541418
2025,Algeria,ERI,2036,664.5409672580205
2026,Algeria,ERI,2037,649.3628305891107
2027,Algeria,ERI,2038,634.5313630408278
2028,Algeria,ERI,2039,620.0386466795145
2029,Algeria,ERI,2040,605.876944417367
2030,Algeria,ERI,2041,592.0386958819116
2031,Algeria,ERI,2042,578.5165133798209
2032,Algeria,ERI,2043,565.3031779529159
2033,Algeria,ERI,2044,552.3916355242502
2034,Algeria,ERI,2045,539.7749931322179
2035,Algeria,ERI,2046,527.4465152506732
2036,Algeria,ERI,2047,515.3996201931009
2037,Algeria,ERI,2048,503.6278765989129
2038,Algeria,ERI,2049,492.125
2039,Algeria,ERI,2050,480.8848494657033
2040,Algeria,ESH,2021,939.8028486488274
2041,Algeria,ESH,2022,918.3377219201027
2042,Algeria,ESH,2023,897.362859363425
2043,Algeria,ESH,2024,876.8670633296289
2044,Algeria,ESH,2025,856.8393919242102
2045,Algeria,ESH,2026,837.2691531658797
2046,Algeria,ESH,2027,818.1458992785389
2047,Algeria,ESH,2028,799.4594211136249
2048,Algeria,ESH,2029,781.1997426998503
2049,Algeria,ESH,2030,763.3571159174267
2050,Algeria,ESH,2031,745.9220152939297
2051,Algeria,ESH,2032,728.8851329190255
2052,Algeria,ESH,2033,712.2373734753461
2053,Algeria,ESH,2034,695.9698493828595
2054,Algeria,ESH,2035,680.0738760541418
2055,Algeria,ESH,2036,664.5409672580205
2056,Algeria,ESH,2037,649.3628305891107
2057,Algeria,ESH,2038,634.5313630408278
2058,Algeria,ESH,2039,620.0386466795145
2059,Algeria,ESH,2040,605.876944417367
2060,Algeria,ESH,2041,592.0386958819116
2061,Algeria,ESH,2042,578.5165133798209
2062,Algeria,ESH,2043,565.3031779529159
2063,Algeria,ESH,2044,552.3916355242502
2064,Algeria,ESH,2045,539.7749931322179
2065,Algeria,ESH,2046,527.4465152506732
2066,Algeria,ESH,2047,515.3996201931009
2067,Algeria,ESH,2048,503.6278765989129
2068,Algeria,ESH,2049,492.125
2069,Algeria,ESH,2050,480.8848494657033
2070,Algeria,ESP,2021,939.8028486488274
2071,Algeria,ESP,2022,918.3377219201027
2072,Algeria,ESP,2023,897.362859363425
2073,Algeria,ESP,2024,876.8670633296289
2074,Algeria,ESP,2025,856.8393919242102
2075,Algeria,ESP,2026,837.2691531658797
2076,Algeria,ESP,2027,818.1458992785389
2077,Algeria,ESP,2028,799.4594211136249
2078,Algeria,ESP,2029,781.1997426998503
2079,Algeria,ESP,2030,763.3571159174267
2080,Algeria,ESP,2031,745.9220152939297
2081,Algeria,ESP,2032,728.8851329190255
2082,Algeria,ESP,2033,712.2373734753461
2083,Algeria,ESP,2034,695.9698493828595
2084,Algeria,ESP,2035,680.0738760541418
2085,Algeria,ESP,2036,664.5409672580205
2086,Algeria,ESP,2037,649.3628305891107
2087,Algeria,ESP,2038,634.5313630408278
2088,Algeria,ESP,2039,620.0386466795145
2089,Algeria,ESP,2040,605.876944417367
2090,Algeria,ESP,2041,592.0386958819116
2091,Algeria,ESP,2042,578.5165133798209
2092,Algeria,ESP,2043,565.3031779529159
2093,Algeria,ESP,2044,552.3916355242502
2094,Algeria,ESP,2045,539.7749931322179
2095,Algeria,ESP,2046,527.4465152506732
2096,Algeria,ESP,2047,515.3996201931009
2097,Algeria,ESP,2048,503.6278765989129
2098,Algeria,ESP,2049,492.125
2099,Algeria,ESP,2050,480.8848494657033
2100,Algeria,EST,2021,939.8028486488274
2101,Algeria,EST,2022,918.3377219201027
2102,Algeria,EST,2023,897.362859363425
2103,Algeria,EST,2024,876.8670633296289
2104,Algeria,EST,2025,856.8393919242102
2105,Algeria,EST,2026,837.2691531658797
2106,Algeria,EST,2027,818.1458992785389
2107,Algeria,EST,2028,799.4594211136249
2108,Algeria,EST,2029,781.1997426998503
2109,Algeria,EST,2030,763.3571159174267
2110,Algeria,EST,2031,745.9220152939297
2111,Algeria,EST,2032,728.8851329190255
2112,Algeria,EST,2033,712.2373734753461
2113,Algeria,EST,2034,695.9698493828595
2114,Algeria,EST,2035,680.0738760541418
2115,Algeria,EST,2036,664.5409672580205
2116,Algeria,EST,2037,649.3628305891107
2117,Algeria,EST,2038,634.5313630408278
2118,Algeria,EST,2039,620.0386466795145
2119,Algeria,EST,2040,605.876944417367
2120,Algeria,EST,2041,592.0386958819116
2121,Algeria,EST,2042,578.5165133798209
2122,Algeria,EST,2043,565.3031779529159
2123,Algeria,EST,2044,552.3916355242502
2124,Algeria,EST,2045,539.7749931322179
2125,Algeria,EST,2046,527.4465152506732
2126,Algeria,EST,2047,515.3996201931009
2127,Algeria,EST,2048,503.6278765989129
2128,Algeria,EST,2049,492.125
2129,Algeria,EST,2050,480.8848494657033
2130,Algeria,ETH,2021,939.8028486488274
2131,Algeria,ETH,2022,918.3377219201027
2132,Algeria,ETH,2023,897.362859363425
2133,Algeria,ETH,2024,876.8670633296289
2134,Algeria,ETH,2025,856.8393919242102
2135,Algeria,ETH,2026,837.2691531658797
2136,Algeria,ETH,2027,818.1458992785389
2137,Algeria,ETH,2028,799.4594211136249
2138,Algeria,ETH,2029,781.1997426998503
2139,Algeria,ETH,2030,763.3571159174267
2140,Algeria,ETH,2031,745.9220152939297
2141,Algeria,ETH,2032,728.8851329190255
2142,Algeria,ETH,2033,712.2373734753461
2143,Algeria,ETH,2034,695.9698493828595
2144,Algeria,ETH,2035,680.0738760541418
2145,Algeria,ETH,2036,664.5409672580205
2146,Algeria,ETH,2037,649.3628305891107
2147,Algeria,ETH,2038,634.5313630408278
2148,Algeria,ETH,2039,620.0386466795145
2149,Algeria,ETH,2040,605.876944417367
2150,Algeria,ETH,2041,592.0386958819116
2151,Algeria,ETH,2042,578.5165133798209
2152,Algeria,ETH,2043,565.3031779529159
2153,Algeria,ETH,2044,552.3916355242502
2154,Algeria,ETH,2045,539.7749931322179
2155,Algeria,ETH,2046,527.4465152506732
2156,Algeria,ETH,2047,515.3996201931009
2157,Algeria,ETH,2048,503.6278765989129
2158,Algeria,ETH,2049,492.125
2159,Algeria,ETH,2050,480.8848494657033
2160,Algeria,FIN,2021,939.8028486488274
2161,Algeria,FIN,2022,918.3377219201027
2162,Algeria,FIN,2023,897.362859363425
2163,Algeria,FIN,2024,876.8670633296289
2164,Algeria,FIN,2025,856.8393919242102
2165,Algeria,FIN,2026,837.2691531658797
2166,Algeria,FIN,2027,818.1458992785389
2167,Algeria,FIN,2028,799.4594211136249
2168,Algeria,FIN,2029,781.1997426998503
2169,Algeria,FIN,2030,763.3571159174267
2170,Algeria,FIN,2031,745.9220152939297
2171,Algeria,FIN,2032,728.8851329190255
2172,Algeria,FIN,2033,712.2373734753461
2173,Algeria,FIN,2034,695.9698493828595
2174,Algeria,FIN,2035,680.0738760541418
2175,Algeria,FIN,2036,664.5409672580205
2176,Algeria,FIN,2037,649.3628305891107
2177,Algeria,FIN,2038,634.5313630408278
2178,Algeria,FIN,2039,620.0386466795145
2179,Algeria,FIN,2040,605.876944417367
2180,Algeria,FIN,2041,592.0386958819116
2181,Algeria,FIN,2042,578.5165133798209
2182,Algeria,FIN,2043,565.3031779529159
2183,Algeria,FIN,2044,552.3916355242502
2184,Algeria,FIN,2045,539.7749931322179
2185,Algeria,FIN,2046,527.4465152506732
2186,Algeria,FIN,2047,515.3996201931009
2187,Algeria,FIN,2048,503.6278765989129
2188,Algeria,FIN,2049,492.125
2189,Algeria,FIN,2050,480.8848494657033
2190,Algeria,FJI,2021,939.8028486488274
2191,Algeria,FJI,2022,918.3377219201027
2192,Algeria,FJI,2023,897.362859363425
2193,Algeria,FJI,2024,876.8670633296289
2194,Algeria,FJI,2025,856.8393919242102
2195,Algeria,FJI,2026,837.2691531658797
2196,Algeria,FJI,2027,818.1458992785389
2197,Algeria,FJI,2028,799.4594211136249
2198,Algeria,FJI,2029,781.1997426998503
2199,Algeria,FJI,2030,763.3571159174267
2200,Algeria,FJI,2031,745.9220152939297
2201,Algeria,FJI,2032,728.8851329190255
2202,Algeria,FJI,2033,712.2373734753461
2203,Algeria,FJI,2034,695.9698493828595
2204,Algeria,FJI,2035,680.0738760541418
2205,Algeria,FJI,2036,664.5409672580205
2206,Algeria,FJI,2037,649.3628305891107
2207,Algeria,FJI,2038,634.5313630408278
2208,Algeria,FJI,2039,620.0386466795145
2209,Algeria,FJI,2040,605.876944417367
2210,Algeria,FJI,2041,592.0386958819116
2211,Algeria,FJI,2042,578.5165133798209
2212,Algeria,FJI,2043,565.3031779529159
2213,Algeria,FJI,2044,552.3916355242502
2214,Algeria,FJI,2045,539.7749931322179
2215,Algeria,FJI,2046,527.4465152506732
2216,Algeria,FJI,2047,515.3996201931009
2217,Algeria,FJI,2048,503.6278765989129
2218,Algeria,FJI,2049,492.125
2219,Algeria,FJI,2050,480.8848494657033
2220,Algeria,FLK,2021,939.8028486488274
2221,Algeria,FLK,2022,918.3377219201027
2222,Algeria,FLK,2023,897.362859363425
2223,Algeria,FLK,2024,876.8670633296289
2224,Algeria,FLK,2025,856.8393919242102
2225,Algeria,FLK,2026,837.2691531658797
2226,Algeria,FLK,2027,818.1458992785389
2227,Algeria,FLK,2028,799.4594211136249
2228,Algeria,FLK,2029,781.1997426998503
2229,Algeria,FLK,2030,763.3571159174267
2230,Algeria,FLK,2031,745.9220152939297
2231,Algeria,FLK,2032,728.8851329190255
2232,Algeria,FLK,2033,712.2373734753461
2233,Algeria,FLK,2034,695.9698493828595
2234,Algeria,FLK,2035,680.0738760541418
2235,Algeria,FLK,2036,664.5409672580205
2236,Algeria,FLK,2037,649.3628305891107
2237,Algeria,FLK,2038,634.5313630408278
2238,Algeria,FLK,2039,620.0386466795145
2239,Algeria,FLK,2040,605.876944417367
2240,Algeria,FLK,2041,592.0386958819116
2241,Algeria,FLK,2042,578.5165133798209
2242,Algeria,FLK,2043,565.3031779529159
2243,Algeria,FLK,2044,552.3916355242502
2244,Algeria,FLK,2045,539.7749931322179
2245,Algeria,FLK,2046,527.4465152506732
2246,Algeria,FLK,2047,515.3996201931009
2247,Algeria,FLK,2048,503.6278765989129
2248,Algeria,FLK,2049,492.125
2249,Algeria,FLK,2050,480.8848494657033
2250,Algeria,FRA,2021,939.8028486488274
2251,Algeria,FRA,2022,918.3377219201027
2252,Algeria,FRA,2023,897.362859363425
2253,Algeria,FRA,2024,876.8670633296289
2254,Algeria,FRA,2025,856.8393919242102
2255,Algeria,FRA,2026,837.2691531658797
2256,Algeria,FRA,2027,818.1458992785389
2257,Algeria,FRA,2028,799.4594211136249
2258,Algeria,FRA,2029,781.1997426998503
2259,Algeria,FRA,2030,763.3571159174267
2260,Algeria,FRA,2031,745.9220152939297
2261,Algeria,FRA,2032,728.8851329190255
2262,Algeria,FRA,2033,712.2373734753461
2263,Algeria,FRA,2034,695.9698493828595
2264,Algeria,FRA,2035,680.0738760541418
2265,Algeria,FRA,2036,664.5409672580205
2266,Algeria,FRA,2037,649.3628305891107
2267,Algeria,FRA,2038,634.5313630408278
2268,Algeria,FRA,2039,620.0386466795145
