,Nation,iso_code3,Year,deminit_trde_freight_mt_km
2467,Lesotho,LSO,2028,77810.9114910603
2468,Lesotho,LSO,2029,77810.9114910603
2469,Lesotho,LSO,2030,77810.9114910603
2470,Lesotho,LSO,2031,77810.9114910603
2471,Lesotho,LSO,2032,77810.9114910603
2472,Lesotho,LSO,2033,77810.9114910603
2473,Lesotho,LSO,2034,77810.9114910603
2474,Lesotho,LSO,2035,77810.9114910603
2475,Lesotho,LSO,2036,77810.9114910603
2476,Lesotho,LSO,2037,77810.9114910603
2477,Lesotho,LSO,2038,77810.9114910603
2478,Lesotho,LSO,2039,77810.9114910603
2479,Lesotho,LSO,2040,77810.9114910603
2480,Lesotho,LSO,2041,77810.9114910603
2481,Lesotho,LSO,2042,77810.9114910603
2482,Lesotho,LSO,2043,77810.9114910603
2483,Lesotho,LSO,2044,77810.9114910603
2484,Lesotho,LSO,2045,77810.9114910603
2485,Lesotho,LSO,2046,77810.9114910603
2486,Lesotho,LSO,2047,77810.9114910603
2487,Lesotho,LSO,2048,77810.9114910603
2488,Lesotho,LSO,2049,77810.9114910603
2489,Lesotho,LSO,2050,77810.9114910603
2490,Lithuania,LTU,2021,163905.40719338835
2491,Lithuania,LTU,2022,163905.40719338835
2492,Lithuania,LTU,2023,163905.40719338835
2493,Lithuania,LTU,2024,163905.40719338835
2494,Lithuania,LTU,2025,163905.40719338835
2495,Lithuania,LTU,2026,163905.40719338835
2496,Lithuania,LTU,2027,163905.40719338835
2497,Lithuania,LTU,2028,163905.40719338835
2498,Lithuania,LTU,2029,163905.40719338835
2499,Lithuania,LTU,2030,163905.40719338835
2500,Lithuania,LTU,2031,163905.40719338835
2501,Lithuania,LTU,2032,163905.40719338835
2502,Lithuania,LTU,2033,163905.40719338835
2503,Lithuania,LTU,2034,163905.40719338835
2504,Lithuania,LTU,2035,163905.40719338835
2505,Lithuania,LTU,2036,163905.40719338835
2506,Lithuania,LTU,2037,163905.40719338835
2507,Lithuania,LTU,2038,163905.40719338835
2508,Lithuania,LTU,2039,163905.40719338835
2509,Lithuania,LTU,2040,163905.40719338835
2510,Lithuania,LTU,2041,163905.40719338835
2511,Lithuania,LTU,2042,163905.40719338835
2512,Lithuania,LTU,2043,163905.40719338835
2513,Lithuania,LTU,2044,163905.40719338835
2514,Lithuania,LTU,2045,163905.40719338835
2515,Lithuania,LTU,2046,163905.40719338835
2516,Lithuania,LTU,2047,163905.40719338835
2517,Lithuania,LTU,2048,163905.40719338835
2518,Lithuania,LTU,2049,163905.40719338835
2519,Lithuania,LTU,2050,163905.40719338835
2520,Luxembourg,LUX,2021,31637.321444999998
2521,Luxembourg,LUX,2022,31637.321444999998
2522,Luxembourg,LUX,2023,31637.321444999998
2523,Luxembourg,LUX,2024,31637.321444999998
2524,Luxembourg,LUX,2025,31637.321444999998
2525,Luxembourg,LUX,2026,31637.321444999998
2526,Luxembourg,LUX,2027,31637.321444999998
2527,Luxembourg,LUX,2028,31637.321444999998
2528,Luxembourg,LUX,2029,31637.321444999998
2529,Luxembourg,LUX,2030,31637.321444999998
2530,Luxembourg,LUX,2031,31637.321444999998
2531,Luxembourg,LUX,2032,31637.321444999998
2532,Luxembourg,LUX,2033,31637.321444999998
2533,Luxembourg,LUX,2034,31637.321444999998
2534,Luxembourg,LUX,2035,31637.321444999998
2535,Luxembourg,LUX,2036,31637.321444999998
2536,Luxembourg,LUX,2037,31637.321444999998
2537,Luxembourg,LUX,2038,31637.321444999998
2538,Luxembourg,LUX,2039,31637.321444999998
2539,Luxembourg,LUX,2040,31637.321444999998
2540,Luxembourg,LUX,2041,31637.321444999998
2541,Luxembourg,LUX,2042,31637.321444999998
2542,Luxembourg,LUX,2043,31637.321444999998
2543,Luxembourg,LUX,2044,31637.321444999998
2544,Luxembourg,LUX,2045,31637.321444999998
2545,Luxembourg,LUX,2046,31637.321444999998
2546,Luxembourg,LUX,2047,31637.321444999998
2547,Luxembourg,LUX,2048,31637.321444999998
2548,Luxembourg,LUX,2049,31637.321444999998
2549,Luxembourg,LUX,2050,31637.321444999998
2550,Latvia,LVA,2021,50470.92123
2551,Latvia,LVA,2022,50470.92123
2552,Latvia,LVA,2023,50470.92123
2553,Latvia,LVA,2024,50470.92123
2554,Latvia,LVA,2025,50470.92123
2555,Latvia,LVA,2026,50470.92123
2556,Latvia,LVA,2027,50470.92123
2557,Latvia,LVA,2028,50470.92123
2558,Latvia,LVA,2029,50470.92123
2559,Latvia,LVA,2030,50470.92123
2560,Latvia,LVA,2031,50470.92123
2561,Latvia,LVA,2032,50470.92123
2562,Latvia,LVA,2033,50470.92123
2563,Latvia,LVA,2034,50470.92123
2564,Latvia,LVA,2035,50470.92123
2565,Latvia,LVA,2036,50470.92123
2566,Latvia,LVA,2037,50470.92123
2567,Latvia,LVA,2038,50470.92123
2568,Latvia,LVA,2039,50470.92123
2569,Latvia,LVA,2040,50470.92123
2570,Latvia,LVA,2041,50470.92123
2571,Latvia,LVA,2042,50470.92123
2572,Latvia,LVA,2043,50470.92123
2573,Latvia,LVA,2044,50470.92123
2574,Latvia,LVA,2045,50470.92123
2575,Latvia,LVA,2046,50470.92123
2576,Latvia,LVA,2047,50470.92123
2577,Latvia,LVA,2048,50470.92123
2578,Latvia,LVA,2049,50470.92123
2579,Latvia,LVA,2050,50470.92123
2580,Morocco,MAR,2021,131732.664214
2581,Morocco,MAR,2022,131732.664214
2582,Morocco,MAR,2023,131732.664214
2583,Morocco,MAR,2024,131732.664214
2584,Morocco,MAR,2025,131732.664214
2585,Morocco,MAR,2026,131732.664214
2586,Morocco,MAR,2027,131732.664214
2587,Morocco,MAR,2028,131732.664214
2588,Morocco,MAR,2029,131732.664214
2589,Morocco,MAR,2030,131732.664214
2590,Morocco,MAR,2031,131732.664214
2591,Morocco,MAR,2032,131732.664214
2592,Morocco,MAR,2033,131732.664214
2593,Morocco,MAR,2034,131732.664214
2594,Morocco,MAR,2035,131732.664214
2595,Morocco,MAR,2036,131732.664214
2596,Morocco,MAR,2037,131732.664214
2597,Morocco,MAR,2038,131732.664214
2598,Morocco,MAR,2039,131732.664214
2599,Morocco,MAR,2040,131732.664214
2600,Morocco,MAR,2041,131732.664214
2601,Morocco,MAR,2042,131732.664214
2602,Morocco,MAR,2043,131732.664214
2603,Morocco,MAR,2044,131732.664214
2604,Morocco,MAR,2045,131732.664214
2605,Morocco,MAR,2046,131732.664214
2606,Morocco,MAR,2047,131732.664214
2607,Morocco,MAR,2048,131732.664214
2608,Morocco,MAR,2049,131732.664214
2609,Morocco,MAR,2050,131732.664214
2610,Madagascar,MDG,2021,59713.614974332
2611,Madagascar,MDG,2022,59713.614974332
2612,Madagascar,MDG,2023,59713.614974332
2613,Madagascar,MDG,2024,59713.614974332
2614,Madagascar,MDG,2025,59713.614974332
2615,Madagascar,MDG,2026,59713.614974332
2616,Madagascar,MDG,2027,59713.614974332
2617,Madagascar,MDG,2028,59713.614974332
2618,Madagascar,MDG,2029,59713.614974332
2619,Madagascar,MDG,2030,59713.614974332
2620,Madagascar,MDG,2031,59713.614974332
2621,Madagascar,MDG,2032,59713.614974332
2622,Madagascar,MDG,2033,59713.614974332
2623,Madagascar,MDG,2034,59713.614974332
2624,Madagascar,MDG,2035,59713.614974332
2625,Madagascar,MDG,2036,59713.614974332
2626,Madagascar,MDG,2037,59713.614974332
2627,Madagascar,MDG,2038,59713.614974332
2628,Madagascar,MDG,2039,59713.614974332
2629,Madagascar,MDG,2040,59713.614974332
2630,Madagascar,MDG,2041,59713.614974332
2631,Madagascar,MDG,2042,59713.614974332
2632,Madagascar,MDG,2043,59713.614974332
2633,Madagascar,MDG,2044,59713.614974332
2634,Madagascar,MDG,2045,59713.614974332
2635,Madagascar,MDG,2046,59713.614974332
2636,Madagascar,MDG,2047,59713.614974332
2637,Madagascar,MDG,2048,59713.614974332
2638,Madagascar,MDG,2049,59713.614974332
2639,Madagascar,MDG,2050,59713.614974332
2640,Maldives,MDV,2021,78242.84985086894
2641,Maldives,MDV,2022,78242.84985086894
2642,Maldives,MDV,2023,78242.84985086894
2643,Maldives,MDV,2024,78242.84985086894
2644,Maldives,MDV,2025,78242.84985086894
2645,Maldives,MDV,2026,78242.84985086894
2646,Maldives,MDV,2027,78242.84985086894
2647,Maldives,MDV,2028,78242.84985086894
2648,Maldives,MDV,2029,78242.84985086894
2649,Maldives,MDV,2030,78242.84985086894
2650,Maldives,MDV,2031,78242.84985086894
2651,Maldives,MDV,2032,78242.84985086894
2652,Maldives,MDV,2033,78242.84985086894
2653,Maldives,MDV,2034,78242.84985086894
2654,Maldives,MDV,2035,78242.84985086894
2655,Maldives,MDV,2036,78242.84985086894
2656,Maldives,MDV,2037,78242.84985086894
2657,Maldives,MDV,2038,78242.84985086894
2658,Maldives,MDV,2039,78242.84985086894
2659,Maldives,MDV,2040,78242.84985086894
2660,Maldives,MDV,2041,78242.84985086894
2661,Maldives,MDV,2042,78242.84985086894
2662,Maldives,MDV,2043,78242.84985086894
2663,Maldives,MDV,2044,78242.84985086894
2664,Maldives,MDV,2045,78242.84985086894
2665,Maldives,MDV,2046,78242.84985086894
2666,Maldives,MDV,2047,78242.84985086894
2667,Maldives,MDV,2048,78242.84985086894
2668,Maldives,MDV,2049,78242.84985086894
2669,Maldives,MDV,2050,78242.84985086894
2670,Mexico,MEX,2021,844412.185179
2671,Mexico,MEX,2022,844412.185179
2672,Mexico,MEX,2023,844412.185179
2673,Mexico,MEX,2024,844412.185179
2674,Mexico,MEX,2025,844412.185179
2675,Mexico,MEX,2026,844412.185179
2676,Mexico,MEX,2027,844412.185179
2677,Mexico,MEX,2028,844412.185179
2678,Mexico,MEX,2029,844412.185179
2679,Mexico,MEX,2030,844412.185179
2680,Mexico,MEX,2031,844412.185179
2681,Mexico,MEX,2032,844412.185179
2682,Mexico,MEX,2033,844412.185179
2683,Mexico,MEX,2034,844412.185179
2684,Mexico,MEX,2035,844412.185179
2685,Mexico,MEX,2036,844412.185179
2686,Mexico,MEX,2037,844412.185179
2687,Mexico,MEX,2038,844412.185179
2688,Mexico,MEX,2039,844412.185179
2689,Mexico,MEX,2040,844412.185179
2690,Mexico,MEX,2041,844412.185179
2691,Mexico,MEX,2042,844412.185179
2692,Mexico,MEX,2043,844412.185179
2693,Mexico,MEX,2044,844412.185179
2694,Mexico,MEX,2045,844412.185179
2695,Mexico,MEX,2046,844412.185179
2696,Mexico,MEX,2047,844412.185179
2697,Mexico,MEX,2048,844412.185179
2698,Mexico,MEX,2049,844412.185179
2699,Mexico,MEX,2050,844412.185179
2700,North Macedonia,MKD,2021,25863.270979665333
2701,North Macedonia,MKD,2022,25863.270979665333
2702,North Macedonia,MKD,2023,25863.270979665333
2703,North Macedonia,MKD,2024,25863.270979665333
2704,North Macedonia,MKD,2025,25863.270979665333
2705,North Macedonia,MKD,2026,25863.270979665333
2706,North Macedonia,MKD,2027,25863.270979665333
2707,North Macedonia,MKD,2028,25863.270979665333
2708,North Macedonia,MKD,2029,25863.270979665333
2709,North Macedonia,MKD,2030,25863.270979665333
2710,North Macedonia,MKD,2031,25863.270979665333
2711,North Macedonia,MKD,2032,25863.270979665333
2712,North Macedonia,MKD,2033,25863.270979665333
2713,North Macedonia,MKD,2034,25863.270979665333
2714,North Macedonia,MKD,2035,25863.270979665333
2715,North Macedonia,MKD,2036,25863.270979665333
2716,North Macedonia,MKD,2037,25863.270979665333
2717,North Macedonia,MKD,2038,25863.270979665333
2718,North Macedonia,MKD,2039,25863.270979665333
2719,North Macedonia,MKD,2040,25863.270979665333
2720,North Macedonia,MKD,2041,25863.270979665333
2721,North Macedonia,MKD,2042,25863.270979665333
2722,North Macedonia,MKD,2043,25863.270979665333
2723,North Macedonia,MKD,2044,25863.270979665333
2724,North Macedonia,MKD,2045,25863.270979665333
2725,North Macedonia,MKD,2046,25863.270979665333
2726,North Macedonia,MKD,2047,25863.270979665333
2727,North Macedonia,MKD,2048,25863.270979665333
2728,North Macedonia,MKD,2049,25863.270979665333
2729,North Macedonia,MKD,2050,25863.270979665333
2730,Mali,MLI,2021,64984.26632411391
2731,Mali,MLI,2022,64984.26632411391
2732,Mali,MLI,2023,64984.26632411391
2733,Mali,MLI,2024,64984.26632411391
2734,Mali,MLI,2025,64984.26632411391
2735,Mali,MLI,2026,64984.26632411391
2736,Mali,MLI,2027,64984.26632411391
2737,Mali,MLI,2028,64984.26632411391
2738,Mali,MLI,2029,64984.26632411391
2739,Mali,MLI,2030,64984.26632411391
2740,Mali,MLI,2031,64984.26632411391
2741,Mali,MLI,2032,64984.26632411391
2742,Mali,MLI,2033,64984.26632411391
2743,Mali,MLI,2034,64984.26632411391
2744,Mali,MLI,2035,64984.26632411391
2745,Mali,MLI,2036,64984.26632411391
2746,Mali,MLI,2037,64984.26632411391
2747,Mali,MLI,2038,64984.26632411391
2748,Mali,MLI,2039,64984.26632411391
2749,Mali,MLI,2040,64984.26632411391
2750,Mali,MLI,2041,64984.26632411391
2751,Mali,MLI,2042,64984.26632411391
2752,Mali,MLI,2043,64984.26632411391
2753,Mali,MLI,2044,64984.26632411391
2754,Mali,MLI,2045,64984.26632411391
2755,Mali,MLI,2046,64984.26632411391
2756,Mali,MLI,2047,64984.26632411391
2757,Mali,MLI,2048,64984.26632411391
2758,Mali,MLI,2049,64984.26632411391
2759,Mali,MLI,2050,64984.26632411391
2760,Malta,MLT,2021,81711.78395090901
2761,Malta,MLT,2022,81711.78395090901
2762,Malta,MLT,2023,81711.78395090901
2763,Malta,MLT,2024,81711.78395090901
2764,Malta,MLT,2025,81711.78395090901
2765,Malta,MLT,2026,81711.78395090901
2766,Malta,MLT,2027,81711.78395090901
2767,Malta,MLT,2028,81711.78395090901
2768,Malta,MLT,2029,81711.78395090901
2769,Malta,MLT,2030,81711.78395090901
2770,Malta,MLT,2031,81711.78395090901
2771,Malta,MLT,2032,81711.78395090901
2772,Malta,MLT,2033,81711.78395090901
2773,Malta,MLT,2034,81711.78395090901
2774,Malta,MLT,2035,81711.78395090901
2775,Malta,MLT,2036,81711.78395090901
2776,Malta,MLT,2037,81711.78395090901
2777,Malta,MLT,2038,81711.78395090901
2778,Malta,MLT,2039,81711.78395090901
2779,Malta,MLT,2040,81711.78395090901
2780,Malta,MLT,2041,81711.78395090901
2781,Malta,MLT,2042,81711.78395090901
2782,Malta,MLT,2043,81711.78395090901
2783,Malta,MLT,2044,81711.78395090901
2784,Malta,MLT,2045,81711.78395090901
2785,Malta,MLT,2046,81711.78395090901
2786,Malta,MLT,2047,81711.78395090901
2787,Malta,MLT,2048,81711.78395090901
2788,Malta,MLT,2049,81711.78395090901
2789,Malta,MLT,2050,81711.78395090901
2790,Myanmar,MMR,2021,135149.988928
2791,Myanmar,MMR,2022,135149.988928
2792,Myanmar,MMR,2023,135149.988928
2793,Myanmar,MMR,2024,135149.988928
2794,Myanmar,MMR,2025,135149.988928
2795,Myanmar,MMR,2026,135149.988928
2796,Myanmar,MMR,2027,135149.988928
2797,Myanmar,MMR,2028,135149.988928
2798,Myanmar,MMR,2029,135149.988928
2799,Myanmar,MMR,2030,135149.988928
2800,Myanmar,MMR,2031,135149.988928
2801,Myanmar,MMR,2032,135149.988928
2802,Myanmar,MMR,2033,135149.988928
2803,Myanmar,MMR,2034,135149.988928
2804,Myanmar,MMR,2035,135149.988928
2805,Myanmar,MMR,2036,135149.988928
2806,Myanmar,MMR,2037,135149.988928
2807,Myanmar,MMR,2038,135149.988928
2808,Myanmar,MMR,2039,135149.988928
2809,Myanmar,MMR,2040,135149.988928
2810,Myanmar,MMR,2041,135149.988928
2811,Myanmar,MMR,2042,135149.988928
2812,Myanmar,MMR,2043,135149.988928
2813,Myanmar,MMR,2044,135149.988928
2814,Myanmar,MMR,2045,135149.988928
2815,Myanmar,MMR,2046,135149.988928
2816,Myanmar,MMR,2047,135149.988928
2817,Myanmar,MMR,2048,135149.988928
2818,Myanmar,MMR,2049,135149.988928
2819,Myanmar,MMR,2050,135149.988928
2820,Montenegro,MNE,2021,22121.9399648
2821,Montenegro,MNE,2022,22121.9399648
2822,Montenegro,MNE,2023,22121.9399648
2823,Montenegro,MNE,2024,22121.9399648
2824,Montenegro,MNE,2025,22121.9399648
2825,Montenegro,MNE,2026,22121.9399648
2826,Montenegro,MNE,2027,22121.9399648
2827,Montenegro,MNE,2028,22121.9399648
2828,Montenegro,MNE,2029,22121.9399648
2829,Montenegro,MNE,2030,22121.9399648
2830,Montenegro,MNE,2031,22121.9399648
2831,Montenegro,MNE,2032,22121.9399648
2832,Montenegro,MNE,2033,22121.9399648
2833,Montenegro,MNE,2034,22121.9399648
2834,Montenegro,MNE,2035,22121.9399648
2835,Montenegro,MNE,2036,22121.9399648
2836,Montenegro,MNE,2037,22121.9399648
2837,Montenegro,MNE,2038,22121.9399648
2838,Montenegro,MNE,2039,22121.9399648
2839,Montenegro,MNE,2040,22121.9399648
2840,Montenegro,MNE,2041,22121.9399648
2841,Montenegro,MNE,2042,22121.9399648
2842,Montenegro,MNE,2043,22121.9399648
2843,Montenegro,MNE,2044,22121.9399648
2844,Montenegro,MNE,2045,22121.9399648
2845,Montenegro,MNE,2046,22121.9399648
2846,Montenegro,MNE,2047,22121.9399648
2847,Montenegro,MNE,2048,22121.9399648
2848,Montenegro,MNE,2049,22121.9399648
2849,Montenegro,MNE,2050,22121.9399648
2850,Mongolia,MNG,2021,80417.800978
2851,Mongolia,MNG,2022,80417.800978
2852,Mongolia,MNG,2023,80417.800978
2853,Mongolia,MNG,2024,80417.800978
2854,Mongolia,MNG,2025,80417.800978
2855,Mongolia,MNG,2026,80417.800978
2856,Mongolia,MNG,2027,80417.800978
2857,Mongolia,MNG,2028,80417.800978
2858,Mongolia,MNG,2029,80417.800978
2859,Mongolia,MNG,2030,80417.800978
2860,Mongolia,MNG,2031,80417.800978
2861,Mongolia,MNG,2032,80417.800978
2862,Mongolia,MNG,2033,80417.800978
2863,Mongolia,MNG,2034,80417.800978
2864,Mongolia,MNG,2035,80417.800978
2865,Mongolia,MNG,2036,80417.800978
2866,Mongolia,MNG,2037,80417.800978
2867,Mongolia,MNG,2038,80417.800978
2868,Mongolia,MNG,2039,80417.800978
2869,Mongolia,MNG,2040,80417.800978
2870,Mongolia,MNG,2041,80417.800978
2871,Mongolia,MNG,2042,80417.800978
2872,Mongolia,MNG,2043,80417.800978
2873,Mongolia,MNG,2044,80417.800978
2874,Mongolia,MNG,2045,80417.800978
2875,Mongolia,MNG,2046,80417.800978
2876,Mongolia,MNG,2047,80417.800978
2877,Mongolia,MNG,2048,80417.800978
2878,Mongolia,MNG,2049,80417.800978
2879,Mongolia,MNG,2050,80417.800978
2880,Mozambique,MOZ,2021,61471.708979
2881,Mozambique,MOZ,2022,61471.708979
2882,Mozambique,MOZ,2023,61471.708979
2883,Mozambique,MOZ,2024,61471.708979
2884,Mozambique,MOZ,2025,61471.708979
2885,Mozambique,MOZ,2026,61471.708979
2886,Mozambique,MOZ,2027,61471.708979
2887,Mozambique,MOZ,2028,61471.708979
2888,Mozambique,MOZ,2029,61471.708979
2889,Mozambique,MOZ,2030,61471.708979
2890,Mozambique,MOZ,2031,61471.708979
2891,Mozambique,MOZ,2032,61471.708979
2892,Mozambique,MOZ,2033,61471.708979
2893,Mozambique,MOZ,2034,61471.708979
2894,Mozambique,MOZ,2035,61471.708979
2895,Mozambique,MOZ,2036,61471.708979
2896,Mozambique,MOZ,2037,61471.708979
2897,Mozambique,MOZ,2038,61471.708979
2898,Mozambique,MOZ,2039,61471.708979
2899,Mozambique,MOZ,2040,61471.708979
2900,Mozambique,MOZ,2041,61471.708979
2901,Mozambique,MOZ,2042,61471.708979
2902,Mozambique,MOZ,2043,61471.708979
2903,Mozambique,MOZ,2044,61471.708979
2904,Mozambique,MOZ,2045,61471.708979
2905,Mozambique,MOZ,2046,61471.708979
2906,Mozambique,MOZ,2047,61471.708979
2907,Mozambique,MOZ,2048,61471.708979
2908,Mozambique,MOZ,2049,61471.708979
2909,Mozambique,MOZ,2050,61471.708979
2910,Mauritania,MRT,2021,74903.46841543909
2911,Mauritania,MRT,2022,74903.46841543909
2912,Mauritania,MRT,2023,74903.46841543909
2913,Mauritania,MRT,2024,74903.46841543909
2914,Mauritania,MRT,2025,74903.46841543909
2915,Mauritania,MRT,2026,74903.46841543909
2916,Mauritania,MRT,2027,74903.46841543909
2917,Mauritania,MRT,2028,74903.46841543909
2918,Mauritania,MRT,2029,74903.46841543909
2919,Mauritania,MRT,2030,74903.46841543909
2920,Mauritania,MRT,2031,74903.46841543909
2921,Mauritania,MRT,2032,74903.46841543909
2922,Mauritania,MRT,2033,74903.46841543909
2923,Mauritania,MRT,2034,74903.46841543909
2924,Mauritania,MRT,2035,74903.46841543909
2925,Mauritania,MRT,2036,74903.46841543909
2926,Mauritania,MRT,2037,74903.46841543909
2927,Mauritania,MRT,2038,74903.46841543909
2928,Mauritania,MRT,2039,74903.46841543909
2929,Mauritania,MRT,2040,74903.46841543909
2930,Mauritania,MRT,2041,74903.46841543909
2931,Mauritania,MRT,2042,74903.46841543909
2932,Mauritania,MRT,2043,74903.46841543909
2933,Mauritania,MRT,2044,74903.46841543909
2934,Mauritania,MRT,2045,74903.46841543909
2935,Mauritania,MRT,2046,74903.46841543909
2936,Mauritania,MRT,2047,74903.46841543909
2937,Mauritania,MRT,2048,74903.46841543909
2938,Mauritania,MRT,2049,74903.46841543909
2939,Mauritania,MRT,2050,74903.46841543909
2940,Mauritius,MUS,2021,84005.74671500002
2941,Mauritius,MUS,2022,84005.74671500002
2942,Mauritius,MUS,2023,84005.74671500002
2943,Mauritius,MUS,2024,84005.74671500002
2944,Mauritius,MUS,2025,84005.74671500002
2945,Mauritius,MUS,2026,84005.74671500002
2946,Mauritius,MUS,2027,84005.74671500002
2947,Mauritius,MUS,2028,84005.74671500002
2948,Mauritius,MUS,2029,84005.74671500002
2949,Mauritius,MUS,2030,84005.74671500002
2950,Mauritius,MUS,2031,84005.74671500002
2951,Mauritius,MUS,2032,84005.74671500002
2952,Mauritius,MUS,2033,84005.74671500002
2953,Mauritius,MUS,2034,84005.74671500002
2954,Mauritius,MUS,2035,84005.74671500002
2955,Mauritius,MUS,2036,84005.74671500002
2956,Mauritius,MUS,2037,84005.74671500002
2957,Mauritius,MUS,2038,84005.74671500002
2958,Mauritius,MUS,2039,84005.74671500002
2959,Mauritius,MUS,2040,84005.74671500002
2960,Mauritius,MUS,2041,84005.74671500002
2961,Mauritius,MUS,2042,84005.74671500002
2962,Mauritius,MUS,2043,84005.74671500002
2963,Mauritius,MUS,2044,84005.74671500002
2964,Mauritius,MUS,2045,84005.74671500002
2965,Mauritius,MUS,2046,84005.74671500002
2966,Mauritius,MUS,2047,84005.74671500002
2967,Mauritius,MUS,2048,84005.74671500002
2968,Mauritius,MUS,2049,84005.74671500002
2969,Mauritius,MUS,2050,84005.74671500002
2970,Malawi,MWI,2021,76722.68966923999
2971,Malawi,MWI,2022,76722.68966923999
2972,Malawi,MWI,2023,76722.68966923999
2973,Malawi,MWI,2024,76722.68966923999
2974,Malawi,MWI,2025,76722.68966923999
2975,Malawi,MWI,2026,76722.68966923999
2976,Malawi,MWI,2027,76722.68966923999
2977,Malawi,MWI,2028,76722.68966923999
2978,Malawi,MWI,2029,76722.68966923999
2979,Malawi,MWI,2030,76722.68966923999
2980,Malawi,MWI,2031,76722.68966923999
2981,Malawi,MWI,2032,76722.68966923999
2982,Malawi,MWI,2033,76722.68966923999
2983,Malawi,MWI,2034,76722.68966923999
2984,Malawi,MWI,2035,76722.68966923999
2985,Malawi,MWI,2036,76722.68966923999
2986,Malawi,MWI,2037,76722.68966923999
2987,Malawi,MWI,2038,76722.68966923999
2988,Malawi,MWI,2039,76722.68966923999
2989,Malawi,MWI,2040,76722.68966923999
2990,Malawi,MWI,2041,76722.68966923999
2991,Malawi,MWI,2042,76722.68966923999
2992,Malawi,MWI,2043,76722.68966923999
2993,Malawi,MWI,2044,76722.68966923999
2994,Malawi,MWI,2045,76722.68966923999
2995,Malawi,MWI,2046,76722.68966923999
2996,Malawi,MWI,2047,76722.68966923999
2997,Malawi,MWI,2048,76722.68966923999
2998,Malawi,MWI,2049,76722.68966923999
2999,Malawi,MWI,2050,76722.68966923999
3000,Malaysia,MYS,2021,947865.99545
3001,Malaysia,MYS,2022,947865.99545
3002,Malaysia,MYS,2023,947865.99545
3003,Malaysia,MYS,2024,947865.99545
3004,Malaysia,MYS,2025,947865.99545
3005,Malaysia,MYS,2026,947865.99545
3006,Malaysia,MYS,2027,947865.99545
3007,Malaysia,MYS,2028,947865.99545
3008,Malaysia,MYS,2029,947865.99545
3009,Malaysia,MYS,2030,947865.99545
3010,Malaysia,MYS,2031,947865.99545
3011,Malaysia,MYS,2032,947865.99545
3012,Malaysia,MYS,2033,947865.99545
3013,Malaysia,MYS,2034,947865.99545
3014,Malaysia,MYS,2035,947865.99545
3015,Malaysia,MYS,2036,947865.99545
3016,Malaysia,MYS,2037,947865.99545
3017,Malaysia,MYS,2038,947865.99545
3018,Malaysia,MYS,2039,947865.99545
3019,Malaysia,MYS,2040,947865.99545
3020,Malaysia,MYS,2041,947865.99545
3021,Malaysia,MYS,2042,947865.99545
3022,Malaysia,MYS,2043,947865.99545
3023,Malaysia,MYS,2044,947865.99545
3024,Malaysia,MYS,2045,947865.99545
3025,Malaysia,MYS,2046,947865.99545
3026,Malaysia,MYS,2047,947865.99545
3027,Malaysia,MYS,2048,947865.99545
3028,Malaysia,MYS,2049,947865.99545
3029,Malaysia,MYS,2050,947865.99545
3030,Namibia,NAM,2021,81013.396992284
3031,Namibia,NAM,2022,81013.396992284
3032,Namibia,NAM,2023,81013.396992284
3033,Namibia,NAM,2024,81013.396992284
3034,Namibia,NAM,2025,81013.396992284
3035,Namibia,NAM,2026,81013.396992284
3036,Namibia,NAM,2027,81013.396992284
3037,Namibia,NAM,2028,81013.396992284
3038,Namibia,NAM,2029,81013.396992284
3039,Namibia,NAM,2030,81013.396992284
3040,Namibia,NAM,2031,81013.396992284
3041,Namibia,NAM,2032,81013.396992284
3042,Namibia,NAM,2033,81013.396992284
3043,Namibia,NAM,2034,81013.396992284
3044,Namibia,NAM,2035,81013.396992284
3045,Namibia,NAM,2036,81013.396992284
3046,Namibia,NAM,2037,81013.396992284
3047,Namibia,NAM,2038,81013.396992284
3048,Namibia,NAM,2039,81013.396992284
3049,Namibia,NAM,2040,81013.396992284
3050,Namibia,NAM,2041,81013.396992284
3051,Namibia,NAM,2042,81013.396992284
3052,Namibia,NAM,2043,81013.396992284
3053,Namibia,NAM,2044,81013.396992284
3054,Namibia,NAM,2045,81013.396992284
3055,Namibia,NAM,2046,81013.396992284
3056,Namibia,NAM,2047,81013.396992284
3057,Namibia,NAM,2048,81013.396992284
3058,Namibia,NAM,2049,81013.396992284
3059,Namibia,NAM,2050,81013.396992284
3060,New Caledonia,NCL,2021,32127.071228933997
3061,New Caledonia,NCL,2022,32127.071228933997
3062,New Caledonia,NCL,2023,32127.071228933997
3063,New Caledonia,NCL,2024,32127.071228933997
3064,New Caledonia,NCL,2025,32127.071228933997
3065,New Caledonia,NCL,2026,32127.071228933997
3066,New Caledonia,NCL,2027,32127.071228933997
3067,New Caledonia,NCL,2028,32127.071228933997
3068,New Caledonia,NCL,2029,32127.071228933997
3069,New Caledonia,NCL,2030,32127.071228933997
3070,New Caledonia,NCL,2031,32127.071228933997
3071,New Caledonia,NCL,2032,32127.071228933997
3072,New Caledonia,NCL,2033,32127.071228933997
3073,New Caledonia,NCL,2034,32127.071228933997
3074,New Caledonia,NCL,2035,32127.071228933997
3075,New Caledonia,NCL,2036,32127.071228933997
3076,New Caledonia,NCL,2037,32127.071228933997
3077,New Caledonia,NCL,2038,32127.071228933997
