Year,iso_code3,pij_lndu_forests_mangroves_to_forests_mangroves
2039,ARG,0.9903921510218672
2040,ARG,0.9903921510218672
2041,ARG,0.9903921510218672
2042,ARG,0.9903921510218672
2043,ARG,0.9903921510218672
2044,ARG,0.9903921510218672
2045,ARG,0.9903921510218672
2046,ARG,0.9903921510218672
2047,ARG,0.9903921510218672
2048,ARG,0.9903921510218672
2049,ARG,0.9903921510218672
2050,ARG,0.9903921510218672
2019,ATG,0.989134499754682
2020,ATG,0.9891667160269288
2021,ATG,0.9891667160269288
2022,ATG,0.9891667160269288
2023,ATG,0.9891667160269288
2024,ATG,0.9891667160269288
2025,ATG,0.9891667160269288
2026,ATG,0.9891667160269288
2027,ATG,0.9891667160269288
2028,ATG,0.9891667160269288
2029,ATG,0.9891667160269288
2030,ATG,0.9891667160269288
2031,ATG,0.9891667160269288
2032,ATG,0.9891667160269288
2033,ATG,0.9891667160269288
2034,ATG,0.9891667160269288
2035,ATG,0.9891667160269288
2036,ATG,0.9891667160269288
2037,ATG,0.9891667160269288
2038,ATG,0.9891667160269288
2039,ATG,0.9891667160269288
2040,ATG,0.9891667160269288
2041,ATG,0.9891667160269288
2042,ATG,0.9891667160269288
2043,ATG,0.9891667160269288
2044,ATG,0.9891667160269288
2045,ATG,0.9891667160269288
2046,ATG,0.9891667160269288
2047,ATG,0.9891667160269288
2048,ATG,0.9891667160269288
2049,ATG,0.9891667160269288
2050,ATG,0.9891667160269288
2019,AUS,0.9382701395040758
2020,AUS,0.9368631957564082
2021,AUS,0.9368631957564082
2022,AUS,0.9368631957564082
2023,AUS,0.9368631957564082
2024,AUS,0.9368631957564082
2025,AUS,0.9368631957564082
2026,AUS,0.9368631957564082
2027,AUS,0.9368631957564082
2028,AUS,0.9368631957564082
2029,AUS,0.9368631957564082
2030,AUS,0.9368631957564082
2031,AUS,0.9368631957564082
2032,AUS,0.9368631957564082
2033,AUS,0.9368631957564082
2034,AUS,0.9368631957564082
2035,AUS,0.9368631957564082
2036,AUS,0.9368631957564082
2037,AUS,0.9368631957564082
2038,AUS,0.9368631957564082
2039,AUS,0.9368631957564082
2040,AUS,0.9368631957564082
2041,AUS,0.9368631957564082
2042,AUS,0.9368631957564082
2043,AUS,0.9368631957564082
2044,AUS,0.9368631957564082
2045,AUS,0.9368631957564082
2046,AUS,0.9368631957564082
2047,AUS,0.9368631957564082
2048,AUS,0.9368631957564082
2049,AUS,0.9368631957564082
2050,AUS,0.9368631957564082
2019,AUT,0.9903346006125576
2020,AUT,0.9903967375094792
2021,AUT,0.9903967375094792
2022,AUT,0.9903967375094792
2023,AUT,0.9903967375094792
2024,AUT,0.9903967375094792
2025,AUT,0.9903967375094792
2026,AUT,0.9903967375094792
2027,AUT,0.9903967375094792
2028,AUT,0.9903967375094792
2029,AUT,0.9903967375094792
2030,AUT,0.9903967375094792
2031,AUT,0.9903967375094792
2032,AUT,0.9903967375094792
2033,AUT,0.9903967375094792
2034,AUT,0.9903967375094792
2035,AUT,0.9903967375094792
2036,AUT,0.9903967375094792
2037,AUT,0.9903967375094792
2038,AUT,0.9903967375094792
2039,AUT,0.9903967375094792
2040,AUT,0.9903967375094792
2041,AUT,0.9903967375094792
2042,AUT,0.9903967375094792
2043,AUT,0.9903967375094792
2044,AUT,0.9903967375094792
2045,AUT,0.9903967375094792
2046,AUT,0.9903967375094792
2047,AUT,0.9903967375094792
2048,AUT,0.9903967375094792
2049,AUT,0.9903967375094792
2050,AUT,0.9903967375094792
2019,AZE,0.9903582341188134
2020,AZE,0.9904063218848386
2021,AZE,0.9904063218848386
2022,AZE,0.9904063218848386
2023,AZE,0.9904063218848386
2024,AZE,0.9904063218848386
2025,AZE,0.9904063218848386
2026,AZE,0.9904063218848386
2027,AZE,0.9904063218848386
2028,AZE,0.9904063218848386
2029,AZE,0.9904063218848386
2030,AZE,0.9904063218848386
2031,AZE,0.9904063218848386
2032,AZE,0.9904063218848386
2033,AZE,0.9904063218848386
2034,AZE,0.9904063218848386
2035,AZE,0.9904063218848386
2036,AZE,0.9904063218848386
2037,AZE,0.9904063218848386
2038,AZE,0.9904063218848386
2039,AZE,0.9904063218848386
2040,AZE,0.9904063218848386
2041,AZE,0.9904063218848386
2042,AZE,0.9904063218848386
2043,AZE,0.9904063218848386
2044,AZE,0.9904063218848386
2045,AZE,0.9904063218848386
2046,AZE,0.9904063218848386
2047,AZE,0.9904063218848386
2048,AZE,0.9904063218848386
2049,AZE,0.9904063218848386
2050,AZE,0.9904063218848386
2019,BDI,0.990352180864618
2020,BDI,0.9904064624803448
2021,BDI,0.9904064624803448
2022,BDI,0.9904064624803448
2023,BDI,0.9904064624803448
2024,BDI,0.9904064624803448
2025,BDI,0.9904064624803448
2026,BDI,0.9904064624803448
2027,BDI,0.9904064624803448
2028,BDI,0.9904064624803448
2029,BDI,0.9904064624803448
2030,BDI,0.9904064624803448
2031,BDI,0.9904064624803448
2032,BDI,0.9904064624803448
2033,BDI,0.9904064624803448
2034,BDI,0.9904064624803448
2035,BDI,0.9904064624803448
2036,BDI,0.9904064624803448
2037,BDI,0.9904064624803448
2038,BDI,0.9904064624803448
2039,BDI,0.9904064624803448
2040,BDI,0.9904064624803448
2041,BDI,0.9904064624803448
2042,BDI,0.9904064624803448
2043,BDI,0.9904064624803448
2044,BDI,0.9904064624803448
2045,BDI,0.9904064624803448
2046,BDI,0.9904064624803448
2047,BDI,0.9904064624803448
2048,BDI,0.9904064624803448
2049,BDI,0.9904064624803448
2050,BDI,0.9904064624803448
2019,BEL,0.9903741976628349
2020,BEL,0.9904148697868852
2021,BEL,0.9904148697868852
2022,BEL,0.9904148697868852
2023,BEL,0.9904148697868852
2024,BEL,0.9904148697868852
2025,BEL,0.9904148697868852
2026,BEL,0.9904148697868852
2027,BEL,0.9904148697868852
2028,BEL,0.9904148697868852
2029,BEL,0.9904148697868852
2030,BEL,0.9904148697868852
2031,BEL,0.9904148697868852
2032,BEL,0.9904148697868852
2033,BEL,0.9904148697868852
2034,BEL,0.9904148697868852
2035,BEL,0.9904148697868852
2036,BEL,0.9904148697868852
2037,BEL,0.9904148697868852
2038,BEL,0.9904148697868852
2039,BEL,0.9904148697868852
2040,BEL,0.9904148697868852
2041,BEL,0.9904148697868852
2042,BEL,0.9904148697868852
2043,BEL,0.9904148697868852
2044,BEL,0.9904148697868852
2045,BEL,0.9904148697868852
2046,BEL,0.9904148697868852
2047,BEL,0.9904148697868852
2048,BEL,0.9904148697868852
2049,BEL,0.9904148697868852
2050,BEL,0.9904148697868852
2019,BEN,0.9902607912452618
2020,BEN,0.988726889344514
2021,BEN,0.988726889344514
2022,BEN,0.988726889344514
2023,BEN,0.988726889344514
2024,BEN,0.988726889344514
2025,BEN,0.988726889344514
2026,BEN,0.988726889344514
2027,BEN,0.988726889344514
2028,BEN,0.988726889344514
2029,BEN,0.988726889344514
2030,BEN,0.988726889344514
2031,BEN,0.988726889344514
2032,BEN,0.988726889344514
2033,BEN,0.988726889344514
2034,BEN,0.988726889344514
2035,BEN,0.988726889344514
2036,BEN,0.988726889344514
2037,BEN,0.988726889344514
2038,BEN,0.988726889344514
2039,BEN,0.988726889344514
2040,BEN,0.988726889344514
2041,BEN,0.988726889344514
2042,BEN,0.988726889344514
2043,BEN,0.988726889344514
2044,BEN,0.988726889344514
2045,BEN,0.988726889344514
2046,BEN,0.988726889344514
2047,BEN,0.988726889344514
2048,BEN,0.988726889344514
2049,BEN,0.988726889344514
2050,BEN,0.988726889344514
2019,BFA,0.9904039553138744
2020,BFA,0.9904416600293292
2021,BFA,0.9904416600293292
2022,BFA,0.9904416600293292
2023,BFA,0.9904416600293292
2024,BFA,0.9904416600293292
2025,BFA,0.9904416600293292
2026,BFA,0.9904416600293292
2027,BFA,0.9904416600293292
2028,BFA,0.9904416600293292
2029,BFA,0.9904416600293292
2030,BFA,0.9904416600293292
2031,BFA,0.9904416600293292
2032,BFA,0.9904416600293292
2033,BFA,0.9904416600293292
2034,BFA,0.9904416600293292
2035,BFA,0.9904416600293292
2036,BFA,0.9904416600293292
2037,BFA,0.9904416600293292
2038,BFA,0.9904416600293292
2039,BFA,0.9904416600293292
2040,BFA,0.9904416600293292
2041,BFA,0.9904416600293292
2042,BFA,0.9904416600293292
2043,BFA,0.9904416600293292
2044,BFA,0.9904416600293292
2045,BFA,0.9904416600293292
2046,BFA,0.9904416600293292
2047,BFA,0.9904416600293292
2048,BFA,0.9904416600293292
2049,BFA,0.9904416600293292
2050,BFA,0.9904416600293292
2019,BGD,0.9913667886844642
2020,BGD,0.9941592422886328
2021,BGD,0.9941592422886328
2022,BGD,0.9941592422886328
2023,BGD,0.9941592422886328
2024,BGD,0.9941592422886328
2025,BGD,0.9941592422886328
2026,BGD,0.9941592422886328
2027,BGD,0.9941592422886328
2028,BGD,0.9941592422886328
2029,BGD,0.9941592422886328
2030,BGD,0.9941592422886328
2031,BGD,0.9941592422886328
2032,BGD,0.9941592422886328
2033,BGD,0.9941592422886328
2034,BGD,0.9941592422886328
2035,BGD,0.9941592422886328
2036,BGD,0.9941592422886328
2037,BGD,0.9941592422886328
2038,BGD,0.9941592422886328
2039,BGD,0.9941592422886328
2040,BGD,0.9941592422886328
2041,BGD,0.9941592422886328
2042,BGD,0.9941592422886328
2043,BGD,0.9941592422886328
2044,BGD,0.9941592422886328
2045,BGD,0.9941592422886328
2046,BGD,0.9941592422886328
2047,BGD,0.9941592422886328
2048,BGD,0.9941592422886328
2049,BGD,0.9941592422886328
2050,BGD,0.9941592422886328
2019,BGR,0.9903556523399972
2020,BGR,0.9903980978761292
2021,BGR,0.9903980978761292
2022,BGR,0.9903980978761292
2023,BGR,0.9903980978761292
2024,BGR,0.9903980978761292
2025,BGR,0.9903980978761292
2026,BGR,0.9903980978761292
2027,BGR,0.9903980978761292
2028,BGR,0.9903980978761292
2029,BGR,0.9903980978761292
2030,BGR,0.9903980978761292
2031,BGR,0.9903980978761292
2032,BGR,0.9903980978761292
2033,BGR,0.9903980978761292
2034,BGR,0.9903980978761292
2035,BGR,0.9903980978761292
2036,BGR,0.9903980978761292
2037,BGR,0.9903980978761292
2038,BGR,0.9903980978761292
2039,BGR,0.9903980978761292
2040,BGR,0.9903980978761292
2041,BGR,0.9903980978761292
2042,BGR,0.9903980978761292
2043,BGR,0.9903980978761292
2044,BGR,0.9903980978761292
2045,BGR,0.9903980978761292
2046,BGR,0.9903980978761292
2047,BGR,0.9903980978761292
2048,BGR,0.9903980978761292
2049,BGR,0.9903980978761292
2050,BGR,0.9903980978761292
2019,BHS,0.9872486455974444
2020,BHS,0.9851200074079052
2021,BHS,0.9851200074079052
2022,BHS,0.9851200074079052
2023,BHS,0.9851200074079052
2024,BHS,0.9851200074079052
2025,BHS,0.9851200074079052
2026,BHS,0.9851200074079052
2027,BHS,0.9851200074079052
2028,BHS,0.9851200074079052
2029,BHS,0.9851200074079052
2030,BHS,0.9851200074079052
2031,BHS,0.9851200074079052
2032,BHS,0.9851200074079052
2033,BHS,0.9851200074079052
2034,BHS,0.9851200074079052
2035,BHS,0.9851200074079052
2036,BHS,0.9851200074079052
2037,BHS,0.9851200074079052
2038,BHS,0.9851200074079052
2039,BHS,0.9851200074079052
2040,BHS,0.9851200074079052
2041,BHS,0.9851200074079052
2042,BHS,0.9851200074079052
2043,BHS,0.9851200074079052
2044,BHS,0.9851200074079052
2045,BHS,0.9851200074079052
2046,BHS,0.9851200074079052
2047,BHS,0.9851200074079052
2048,BHS,0.9851200074079052
2049,BHS,0.9851200074079052
2050,BHS,0.9851200074079052
2019,BIH,0.9903584892332988
2020,BIH,0.9904043125967212
2021,BIH,0.9904043125967212
2022,BIH,0.9904043125967212
2023,BIH,0.9904043125967212
2024,BIH,0.9904043125967212
2025,BIH,0.9904043125967212
2026,BIH,0.9904043125967212
2027,BIH,0.9904043125967212
2028,BIH,0.9904043125967212
2029,BIH,0.9904043125967212
2030,BIH,0.9904043125967212
2031,BIH,0.9904043125967212
2032,BIH,0.9904043125967212
2033,BIH,0.9904043125967212
2034,BIH,0.9904043125967212
2035,BIH,0.9904043125967212
2036,BIH,0.9904043125967212
2037,BIH,0.9904043125967212
2038,BIH,0.9904043125967212
2039,BIH,0.9904043125967212
2040,BIH,0.9904043125967212
2041,BIH,0.9904043125967212
2042,BIH,0.9904043125967212
2043,BIH,0.9904043125967212
2044,BIH,0.9904043125967212
2045,BIH,0.9904043125967212
2046,BIH,0.9904043125967212
2047,BIH,0.9904043125967212
2048,BIH,0.9904043125967212
2049,BIH,0.9904043125967212
2050,BIH,0.9904043125967212
2019,BLR,0.9903607678667145
2020,BLR,0.9904096920333912
2021,BLR,0.9904096920333912
2022,BLR,0.9904096920333912
2023,BLR,0.9904096920333912
2024,BLR,0.9904096920333912
2025,BLR,0.9904096920333912
2026,BLR,0.9904096920333912
2027,BLR,0.9904096920333912
2028,BLR,0.9904096920333912
2029,BLR,0.9904096920333912
2030,BLR,0.9904096920333912
2031,BLR,0.9904096920333912
2032,BLR,0.9904096920333912
2033,BLR,0.9904096920333912
2034,BLR,0.9904096920333912
2035,BLR,0.9904096920333912
2036,BLR,0.9904096920333912
2037,BLR,0.9904096920333912
2038,BLR,0.9904096920333912
2039,BLR,0.9904096920333912
2040,BLR,0.9904096920333912
2041,BLR,0.9904096920333912
2042,BLR,0.9904096920333912
2043,BLR,0.9904096920333912
2044,BLR,0.9904096920333912
2045,BLR,0.9904096920333912
2046,BLR,0.9904096920333912
2047,BLR,0.9904096920333912
2048,BLR,0.9904096920333912
2049,BLR,0.9904096920333912
2050,BLR,0.9904096920333912
2019,BLZ,0.992772611016717
2020,BLZ,0.9915576513661184
2021,BLZ,0.9915576513661184
2022,BLZ,0.9915576513661184
2023,BLZ,0.9915576513661184
2024,BLZ,0.9915576513661184
2025,BLZ,0.9915576513661184
2026,BLZ,0.9915576513661184
2027,BLZ,0.9915576513661184
2028,BLZ,0.9915576513661184
2029,BLZ,0.9915576513661184
2030,BLZ,0.9915576513661184
2031,BLZ,0.9915576513661184
2032,BLZ,0.9915576513661184
2033,BLZ,0.9915576513661184
2034,BLZ,0.9915576513661184
2035,BLZ,0.9915576513661184
2036,BLZ,0.9915576513661184
2037,BLZ,0.9915576513661184
2038,BLZ,0.9915576513661184
2039,BLZ,0.9915576513661184
2040,BLZ,0.9915576513661184
2041,BLZ,0.9915576513661184
2042,BLZ,0.9915576513661184
2043,BLZ,0.9915576513661184
2044,BLZ,0.9915576513661184
2045,BLZ,0.9915576513661184
2046,BLZ,0.9915576513661184
2047,BLZ,0.9915576513661184
2048,BLZ,0.9915576513661184
2049,BLZ,0.9915576513661184
2050,BLZ,0.9915576513661184
2019,BOL,0.9903442327421532
2020,BOL,0.9903874028277412
2021,BOL,0.9903874028277412
2022,BOL,0.9903874028277412
2023,BOL,0.9903874028277412
2024,BOL,0.9903874028277412
2025,BOL,0.9903874028277412
2026,BOL,0.9903874028277412
2027,BOL,0.9903874028277412
2028,BOL,0.9903874028277412
2029,BOL,0.9903874028277412
2030,BOL,0.9903874028277412
2031,BOL,0.9903874028277412
2032,BOL,0.9903874028277412
2033,BOL,0.9903874028277412
2034,BOL,0.9903874028277412
2035,BOL,0.9903874028277412
2036,BOL,0.9903874028277412
2037,BOL,0.9903874028277412
2038,BOL,0.9903874028277412
2039,BOL,0.9903874028277412
2040,BOL,0.9903874028277412
2041,BOL,0.9903874028277412
2042,BOL,0.9903874028277412
2043,BOL,0.9903874028277412
2044,BOL,0.9903874028277412
2045,BOL,0.9903874028277412
2046,BOL,0.9903874028277412
2047,BOL,0.9903874028277412
2048,BOL,0.9903874028277412
2049,BOL,0.9903874028277412
2050,BOL,0.9903874028277412
2019,BRA,0.9862795262631214
2020,BRA,0.9865220029803764
2021,BRA,0.9865220029803764
2022,BRA,0.9865220029803764
2023,BRA,0.9865220029803764
2024,BRA,0.9865220029803764
2025,BRA,0.9865220029803764
2026,BRA,0.9865220029803764
2027,BRA,0.9865220029803764
2028,BRA,0.9865220029803764
2029,BRA,0.9865220029803764
2030,BRA,0.9865220029803764
2031,BRA,0.9865220029803764
2032,BRA,0.9865220029803764
2033,BRA,0.9865220029803764
2034,BRA,0.9865220029803764
2035,BRA,0.9865220029803764
2036,BRA,0.9865220029803764
2037,BRA,0.9865220029803764
2038,BRA,0.9865220029803764
2039,BRA,0.9865220029803764
2040,BRA,0.9865220029803764
2041,BRA,0.9865220029803764
2042,BRA,0.9865220029803764
2043,BRA,0.9865220029803764
2044,BRA,0.9865220029803764
2045,BRA,0.9865220029803764
2046,BRA,0.9865220029803764
2047,BRA,0.9865220029803764
2048,BRA,0.9865220029803764
2049,BRA,0.9865220029803764
2050,BRA,0.9865220029803764
2019,BRN,0.9232246933726864
2020,BRN,0.9190379132105964
2021,BRN,0.9190379132105964
2022,BRN,0.9190379132105964
2023,BRN,0.9190379132105964
2024,BRN,0.9190379132105964
2025,BRN,0.9190379132105964
2026,BRN,0.9190379132105964
2027,BRN,0.9190379132105964
2028,BRN,0.9190379132105964
2029,BRN,0.9190379132105964
2030,BRN,0.9190379132105964
2031,BRN,0.9190379132105964
2032,BRN,0.9190379132105964
2033,BRN,0.9190379132105964
2034,BRN,0.9190379132105964
2035,BRN,0.9190379132105964
2036,BRN,0.9190379132105964
2037,BRN,0.9190379132105964
2038,BRN,0.9190379132105964
2039,BRN,0.9190379132105964
2040,BRN,0.9190379132105964
2041,BRN,0.9190379132105964
2042,BRN,0.9190379132105964
2043,BRN,0.9190379132105964
2044,BRN,0.9190379132105964
2045,BRN,0.9190379132105964
2046,BRN,0.9190379132105964
2047,BRN,0.9190379132105964
2048,BRN,0.9190379132105964
2049,BRN,0.9190379132105964
2050,BRN,0.9190379132105964
2019,BWA,0.9903914961435176
2020,BWA,0.990432105613272
2021,BWA,0.990432105613272
2022,BWA,0.990432105613272
2023,BWA,0.990432105613272
2024,BWA,0.990432105613272
2025,BWA,0.990432105613272
2026,BWA,0.990432105613272
2027,BWA,0.990432105613272
2028,BWA,0.990432105613272
2029,BWA,0.990432105613272
2030,BWA,0.990432105613272
2031,BWA,0.990432105613272
2032,BWA,0.990432105613272
2033,BWA,0.990432105613272
2034,BWA,0.990432105613272
2035,BWA,0.990432105613272
2036,BWA,0.990432105613272
2037,BWA,0.990432105613272
2038,BWA,0.990432105613272
2039,BWA,0.990432105613272
2040,BWA,0.990432105613272
2041,BWA,0.990432105613272
2042,BWA,0.990432105613272
2043,BWA,0.990432105613272
2044,BWA,0.990432105613272
2045,BWA,0.990432105613272
2046,BWA,0.990432105613272
2047,BWA,0.990432105613272
2048,BWA,0.990432105613272
2049,BWA,0.990432105613272
2050,BWA,0.990432105613272
2019,CAF,0.9903804316740232
2020,CAF,0.9904224754502842
2021,CAF,0.9904224754502842
2022,CAF,0.9904224754502842
2023,CAF,0.9904224754502842
2024,CAF,0.9904224754502842
2025,CAF,0.9904224754502842
2026,CAF,0.9904224754502842
2027,CAF,0.9904224754502842
2028,CAF,0.9904224754502842
2029,CAF,0.9904224754502842
2030,CAF,0.9904224754502842
2031,CAF,0.9904224754502842
2032,CAF,0.9904224754502842
2033,CAF,0.9904224754502842
2034,CAF,0.9904224754502842
2035,CAF,0.9904224754502842
2036,CAF,0.9904224754502842
2037,CAF,0.9904224754502842
2038,CAF,0.9904224754502842
2039,CAF,0.9904224754502842
2040,CAF,0.9904224754502842
2041,CAF,0.9904224754502842
2042,CAF,0.9904224754502842
2043,CAF,0.9904224754502842
2044,CAF,0.9904224754502842
2045,CAF,0.9904224754502842
2046,CAF,0.9904224754502842
2047,CAF,0.9904224754502842
2048,CAF,0.9904224754502842
2049,CAF,0.9904224754502842
2050,CAF,0.9904224754502842
2019,CAN,0.9903490459471952
2020,CAN,0.9903898871991726
2021,CAN,0.9903898871991726
2022,CAN,0.9903898871991726
2023,CAN,0.9903898871991726
2024,CAN,0.9903898871991726
2025,CAN,0.9903898871991726
2026,CAN,0.9903898871991726
2027,CAN,0.9903898871991726
2028,CAN,0.9903898871991726
2029,CAN,0.9903898871991726
2030,CAN,0.9903898871991726
2031,CAN,0.9903898871991726
2032,CAN,0.9903898871991726
2033,CAN,0.9903898871991726
2034,CAN,0.9903898871991726
2035,CAN,0.9903898871991726
2036,CAN,0.9903898871991726
2037,CAN,0.9903898871991726
2038,CAN,0.9903898871991726
2039,CAN,0.9903898871991726
2040,CAN,0.9903898871991726
2041,CAN,0.9903898871991726
2042,CAN,0.9903898871991726
2043,CAN,0.9903898871991726
2044,CAN,0.9903898871991726
2045,CAN,0.9903898871991726
2046,CAN,0.9903898871991726
2047,CAN,0.9903898871991726
2048,CAN,0.9903898871991726
2049,CAN,0.9903898871991726
2050,CAN,0.9903898871991726
2019,CHE,0.9903467813797636
2020,CHE,0.9903993439009464
2021,CHE,0.9903993439009464
2022,CHE,0.9903993439009464
2023,CHE,0.9903993439009464
2024,CHE,0.9903993439009464
2025,CHE,0.9903993439009464
2026,CHE,0.9903993439009464
2027,CHE,0.9903993439009464
2028,CHE,0.9903993439009464
2029,CHE,0.9903993439009464
2030,CHE,0.9903993439009464
2031,CHE,0.9903993439009464
2032,CHE,0.9903993439009464
2033,CHE,0.9903993439009464
2034,CHE,0.9903993439009464
2035,CHE,0.9903993439009464
2036,CHE,0.9903993439009464
2037,CHE,0.9903993439009464
2038,CHE,0.9903993439009464
2039,CHE,0.9903993439009464
2040,CHE,0.9903993439009464
2041,CHE,0.9903993439009464
2042,CHE,0.9903993439009464
2043,CHE,0.9903993439009464
2044,CHE,0.9903993439009464
2045,CHE,0.9903993439009464
2046,CHE,0.9903993439009464
2047,CHE,0.9903993439009464
2048,CHE,0.9903993439009464
2049,CHE,0.9903993439009464
2050,CHE,0.9903993439009464
2019,CHL,0.990355037053708
2020,CHL,0.9903986353975804
2021,CHL,0.9903986353975804
2022,CHL,0.9903986353975804
2023,CHL,0.9903986353975804
2024,CHL,0.9903986353975804
2025,CHL,0.9903986353975804
2026,CHL,0.9903986353975804
2027,CHL,0.9903986353975804
2028,CHL,0.9903986353975804
2029,CHL,0.9903986353975804
2030,CHL,0.9903986353975804
2031,CHL,0.9903986353975804
2032,CHL,0.9903986353975804
2033,CHL,0.9903986353975804
2034,CHL,0.9903986353975804
2035,CHL,0.9903986353975804
2036,CHL,0.9903986353975804
2037,CHL,0.9903986353975804
2038,CHL,0.9903986353975804
2039,CHL,0.9903986353975804
2040,CHL,0.9903986353975804
2041,CHL,0.9903986353975804
2042,CHL,0.9903986353975804
2043,CHL,0.9903986353975804
2044,CHL,0.9903986353975804
2045,CHL,0.9903986353975804
2046,CHL,0.9903986353975804
2047,CHL,0.9903986353975804
2048,CHL,0.9903986353975804
2049,CHL,0.9903986353975804
2050,CHL,0.9903986353975804
2019,CHN,0.9850629901936596
2020,CHN,0.9849899688473194
2021,CHN,0.9849899688473194
2022,CHN,0.9849899688473194
2023,CHN,0.9849899688473194
2024,CHN,0.9849899688473194
2025,CHN,0.9849899688473194
2026,CHN,0.9849899688473194
2027,CHN,0.9849899688473194
2028,CHN,0.9849899688473194
2029,CHN,0.9849899688473194
2030,CHN,0.9849899688473194
2031,CHN,0.9849899688473194
2032,CHN,0.9849899688473194
2033,CHN,0.9849899688473194
2034,CHN,0.9849899688473194
2035,CHN,0.9849899688473194
2036,CHN,0.9849899688473194
2037,CHN,0.9849899688473194
2038,CHN,0.9849899688473194
2039,CHN,0.9849899688473194
2040,CHN,0.9849899688473194
2041,CHN,0.9849899688473194
2042,CHN,0.9849899688473194
2043,CHN,0.9849899688473194
2044,CHN,0.9849899688473194
2045,CHN,0.9849899688473194
2046,CHN,0.9849899688473194
2047,CHN,0.9849899688473194
2048,CHN,0.9849899688473194
2049,CHN,0.9849899688473194
2050,CHN,0.9849899688473194
2019,CIV,0.9915519216636404
2020,CIV,0.9923122009119816
2021,CIV,0.9923122009119816
2022,CIV,0.9923122009119816
2023,CIV,0.9923122009119816
2024,CIV,0.9923122009119816
2025,CIV,0.9923122009119816
2026,CIV,0.9923122009119816
2027,CIV,0.9923122009119816
2028,CIV,0.9923122009119816
2029,CIV,0.9923122009119816
2030,CIV,0.9923122009119816
2031,CIV,0.9923122009119816
2032,CIV,0.9923122009119816
2033,CIV,0.9923122009119816
2034,CIV,0.9923122009119816
2035,CIV,0.9923122009119816
2036,CIV,0.9923122009119816
2037,CIV,0.9923122009119816
2038,CIV,0.9923122009119816
2039,CIV,0.9923122009119816
2040,CIV,0.9923122009119816
2041,CIV,0.9923122009119816
2042,CIV,0.9923122009119816
2043,CIV,0.9923122009119816
2044,CIV,0.9923122009119816
2045,CIV,0.9923122009119816
2046,CIV,0.9923122009119816
2047,CIV,0.9923122009119816
2048,CIV,0.9923122009119816
2049,CIV,0.9923122009119816
2050,CIV,0.9923122009119816
2019,CMR,0.988995934499939
2020,CMR,0.9871863731743832
2021,CMR,0.9871863731743832
2022,CMR,0.9871863731743832
2023,CMR,0.9871863731743832
2024,CMR,0.9871863731743832
2025,CMR,0.9871863731743832
2026,CMR,0.9871863731743832
2027,CMR,0.9871863731743832
2028,CMR,0.9871863731743832
2029,CMR,0.9871863731743832
2030,CMR,0.9871863731743832
2031,CMR,0.9871863731743832
2032,CMR,0.9871863731743832
2033,CMR,0.9871863731743832
2034,CMR,0.9871863731743832
2035,CMR,0.9871863731743832
2036,CMR,0.9871863731743832
2037,CMR,0.9871863731743832
2038,CMR,0.9871863731743832
2039,CMR,0.9871863731743832
2040,CMR,0.9871863731743832
2041,CMR,0.9871863731743832
2042,CMR,0.9871863731743832
2043,CMR,0.9871863731743832
2044,CMR,0.9871863731743832
2045,CMR,0.9871863731743832
2046,CMR,0.9871863731743832
2047,CMR,0.9871863731743832
2048,CMR,0.9871863731743832
2049,CMR,0.9871863731743832
2050,CMR,0.9871863731743832
2019,COD,1.0
2020,COD,1.0
2021,COD,1.0
2022,COD,1.0
2023,COD,1.0
2024,COD,1.0
2025,COD,1.0
2026,COD,1.0
2027,COD,1.0
2028,COD,1.0
2029,COD,1.0
2030,COD,1.0
2031,COD,1.0
2032,COD,1.0
2033,COD,1.0
2034,COD,1.0
2035,COD,1.0
2036,COD,1.0
2037,COD,1.0
2038,COD,1.0
2039,COD,1.0
2040,COD,1.0
2041,COD,1.0
2042,COD,1.0
2043,COD,1.0
2044,COD,1.0
2045,COD,1.0
2046,COD,1.0
2047,COD,1.0
2048,COD,1.0
2049,COD,1.0
2050,COD,1.0
2019,COG,0.967139607210434
2020,COG,0.9667824798205944
2021,COG,0.9667824798205944
2022,COG,0.9667824798205944
2023,COG,0.9667824798205944
2024,COG,0.9667824798205944
2025,COG,0.9667824798205944
2026,COG,0.9667824798205944
2027,COG,0.9667824798205944
2028,COG,0.9667824798205944
2029,COG,0.9667824798205944
2030,COG,0.9667824798205944
2031,COG,0.9667824798205944
2032,COG,0.9667824798205944
2033,COG,0.9667824798205944
2034,COG,0.9667824798205944
2035,COG,0.9667824798205944
2036,COG,0.9667824798205944
2037,COG,0.9667824798205944
2038,COG,0.9667824798205944
2039,COG,0.9667824798205944
2040,COG,0.9667824798205944
2041,COG,0.9667824798205944
2042,COG,0.9667824798205944
2043,COG,0.9667824798205944
2044,COG,0.9667824798205944
2045,COG,0.9667824798205944
2046,COG,0.9667824798205944
2047,COG,0.9667824798205944
2048,COG,0.9667824798205944
2049,COG,0.9667824798205944
2050,COG,0.9667824798205944
2019,COL,0.9778254134825288
2020,COL,0.9783667877386062
2021,COL,0.9783667877386062
2022,COL,0.9783667877386062
2023,COL,0.9783667877386062
2024,COL,0.9783667877386062
2025,COL,0.9783667877386062
2026,COL,0.9783667877386062
2027,COL,0.9783667877386062
2028,COL,0.9783667877386062
2029,COL,0.9783667877386062
2030,COL,0.9783667877386062
2031,COL,0.9783667877386062
2032,COL,0.9783667877386062
