Year,Nation,iso_code3,population_gnrl_rural
2026,Namibia,NAM,1180482.05853413
2027,Namibia,NAM,1162312.58659148
2028,Namibia,NAM,1144143.11464882
2029,Namibia,NAM,1125973.64270617
2030,Namibia,NAM,1107804.17076351
2031,Namibia,NAM,1085521.23081476
2032,Namibia,NAM,1063238.29086601
2033,Namibia,NAM,1040955.35091725
2034,Namibia,NAM,1018672.4109685
2035,Namibia,NAM,996389.47101975
2036,Namibia,NAM,970381.562290602
2037,Namibia,NAM,944373.653561454
2038,Namibia,NAM,918365.7448323059
2039,Namibia,NAM,892357.836103158
2040,Namibia,NAM,866349.92737401
2041,Namibia,NAM,837233.29711686
2042,Namibia,NAM,808116.66685971
2043,Namibia,NAM,779000.03660256
2044,Namibia,NAM,749883.40634541
2045,Namibia,NAM,720766.77608826
2046,Namibia,NAM,689349.914142318
2047,Namibia,NAM,657933.052196376
2048,Namibia,NAM,626516.190250434
2049,Namibia,NAM,595099.328304492
2050,Namibia,NAM,563682.46635855
2021,New Caledonia,NCL,82419.359778804
2022,New Caledonia,NCL,82143.049139568
2023,New Caledonia,NCL,81866.73850033201
2024,New Caledonia,NCL,81590.427861096
2025,New Caledonia,NCL,81314.11722186
2026,New Caledonia,NCL,80810.05589096
2027,New Caledonia,NCL,80305.99456006
2028,New Caledonia,NCL,79801.93322916
2029,New Caledonia,NCL,79297.87189826
2030,New Caledonia,NCL,78793.81056736
2031,New Caledonia,NCL,78086.71686278
2032,New Caledonia,NCL,77379.6231582
2033,New Caledonia,NCL,76672.52945362
2034,New Caledonia,NCL,75965.43574904
2035,New Caledonia,NCL,75258.34204446
2036,New Caledonia,NCL,74374.330158816
2037,New Caledonia,NCL,73490.318273172
2038,New Caledonia,NCL,72606.30638752799
2039,New Caledonia,NCL,71722.29450188401
2040,New Caledonia,NCL,70838.28261624
2041,New Caledonia,NCL,69784.92480122
2042,New Caledonia,NCL,68731.56698619999
2043,New Caledonia,NCL,67678.20917118
2044,New Caledonia,NCL,66624.85135616
2045,New Caledonia,NCL,65571.49354114
2046,New Caledonia,NCL,64356.020375468
2047,New Caledonia,NCL,63140.547209795994
2048,New Caledonia,NCL,61925.074044124005
2049,New Caledonia,NCL,60709.600878452
2050,New Caledonia,NCL,59494.12771278
2021,Niger,NER,18805129.2099643
2022,Niger,NER,19421272.8494553
2023,Niger,NER,20037416.4889462
2024,Niger,NER,20653560.1284372
2025,Niger,NER,21269703.7679281
2026,Niger,NER,21955653.8052439
2027,Niger,NER,22641603.842559602
2028,Niger,NER,23327553.879875302
2029,Niger,NER,24013503.917191
2030,Niger,NER,24699453.9545067
2031,Niger,NER,25461396.766726002
2032,Niger,NER,26223339.5789452
2033,Niger,NER,26985282.3911645
2034,Niger,NER,27747225.2033837
2035,Niger,NER,28509168.015603002
2036,Niger,NER,29339094.110187396
2037,Niger,NER,30169020.204771698
2038,Niger,NER,30998946.299356103
2039,Niger,NER,31828872.3939404
2040,Niger,NER,32658798.4885248
2041,Niger,NER,33542141.8704841
2042,Niger,NER,34425485.252443396
2043,Niger,NER,35308828.6344028
2044,Niger,NER,36192172.0163621
2045,Niger,NER,37075515.3983214
2046,Niger,NER,37991587.3088316
2047,Niger,NER,38907659.2193418
2048,Niger,NER,39823731.1298519
2049,Niger,NER,40739803.040362105
2050,Niger,NER,41655874.950872295
2021,Nigeria,NGA,97289498.4170552
2022,Nigeria,NGA,97760400.8325424
2023,Nigeria,NGA,98231303.24802959
2024,Nigeria,NGA,98702205.66351679
2025,Nigeria,NGA,99173108.079004
2026,Nigeria,NGA,99385578.80984959
2027,Nigeria,NGA,99598049.5406952
2028,Nigeria,NGA,99810520.27154079
2029,Nigeria,NGA,100022991.002386
2030,Nigeria,NGA,100235461.73323199
2031,Nigeria,NGA,100124896.388429
2032,Nigeria,NGA,100014331.043626
2033,Nigeria,NGA,99903765.69882241
2034,Nigeria,NGA,99793200.3540192
2035,Nigeria,NGA,99682635.00921601
2036,Nigeria,NGA,99179843.46432759
2037,Nigeria,NGA,98677051.91943921
2038,Nigeria,NGA,98174260.37455079
2039,Nigeria,NGA,97671468.8296624
2040,Nigeria,NGA,97168677.284774
2041,Nigeria,NGA,96208847.8541248
2042,Nigeria,NGA,95249018.4234756
2043,Nigeria,NGA,94289188.9928264
2044,Nigeria,NGA,93329359.5621772
2045,Nigeria,NGA,92369530.131528
2046,Nigeria,NGA,90920741.8852224
2047,Nigeria,NGA,89471953.63891679
2048,Nigeria,NGA,88023165.3926112
2049,Nigeria,NGA,86574377.14630559
2050,Nigeria,NGA,85125588.9
2021,Nicaragua,NIC,2612497.53373831
2022,Nicaragua,NIC,2615887.65278134
2023,Nicaragua,NIC,2619277.77182436
2024,Nicaragua,NIC,2622667.89086739
2025,Nicaragua,NIC,2626058.00991042
2026,Nicaragua,NIC,2625284.92332648
2027,Nicaragua,NIC,2624511.83674254
2028,Nicaragua,NIC,2623738.7501586
2029,Nicaragua,NIC,2622965.66357466
2030,Nicaragua,NIC,2622192.57699072
2031,Nicaragua,NIC,2617448.71235476
2032,Nicaragua,NIC,2612704.84771879
2033,Nicaragua,NIC,2607960.98308283
2034,Nicaragua,NIC,2603217.11844686
2035,Nicaragua,NIC,2598473.2538109
2036,Nicaragua,NIC,2589747.06263784
2037,Nicaragua,NIC,2581020.87146478
2038,Nicaragua,NIC,2572294.68029172
2039,Nicaragua,NIC,2563568.48911866
2040,Nicaragua,NIC,2554842.2979456
2041,Nicaragua,NIC,2542769.81505772
2042,Nicaragua,NIC,2530697.33216984
2043,Nicaragua,NIC,2518624.84928196
2044,Nicaragua,NIC,2506552.36639408
2045,Nicaragua,NIC,2494479.8835062
2046,Nicaragua,NIC,2479470.90132758
2047,Nicaragua,NIC,2464461.91914897
2048,Nicaragua,NIC,2449452.93697035
2049,Nicaragua,NIC,2434443.95479174
2050,Nicaragua,NIC,2419434.97261312
2021,Netherlands,NLD,1262850.73946798
2022,Netherlands,NLD,1185357.44295436
2023,Netherlands,NLD,1107864.14644074
2024,Netherlands,NLD,1030370.84992712
2025,Netherlands,NLD,952877.553413498
2026,Netherlands,NLD,872147.112864158
2027,Netherlands,NLD,791416.6723148191
2028,Netherlands,NLD,710686.2317654791
2029,Netherlands,NLD,629955.79121614
2030,Netherlands,NLD,549225.3506668
2031,Netherlands,NLD,465641.40562364
2032,Netherlands,NLD,382057.46058048104
2033,Netherlands,NLD,298473.51553732104
2034,Netherlands,NLD,214889.57049416102
2035,Netherlands,NLD,131305.625451001
2036,Netherlands,NLD,141663.606320801
2037,Netherlands,NLD,152021.58719060099
2038,Netherlands,NLD,162379.56806040098
2039,Netherlands,NLD,172737.5489302
2040,Netherlands,NLD,183095.5298
2041,Netherlands,NLD,183382.11377999999
2042,Netherlands,NLD,183668.69775999998
2043,Netherlands,NLD,183955.28174
2044,Netherlands,NLD,184241.86572
2045,Netherlands,NLD,184528.4497
2046,Netherlands,NLD,184772.99908
2047,Netherlands,NLD,185017.54846
2048,Netherlands,NLD,185262.09784
2049,Netherlands,NLD,185506.64722
2050,Netherlands,NLD,185751.1966
2021,Norway,NOR,911559.6197495841
2022,Norway,NOR,899307.554067488
2023,Norway,NOR,887055.488385392
2024,Norway,NOR,874803.422703296
2025,Norway,NOR,862551.3570212
2026,Norway,NOR,848029.7064631841
2027,Norway,NOR,833508.055905168
2028,Norway,NOR,818986.405347152
2029,Norway,NOR,804464.7547891359
2030,Norway,NOR,789943.10423112
2031,Norway,NOR,772904.001651248
2032,Norway,NOR,755864.899071376
2033,Norway,NOR,738825.7964915041
2034,Norway,NOR,721786.693911632
2035,Norway,NOR,704747.59133176
2036,Norway,NOR,685362.251345848
2037,Norway,NOR,665976.911359936
2038,Norway,NOR,646591.571374024
2039,Norway,NOR,627206.2313881121
2040,Norway,NOR,607820.891402201
2041,Norway,NOR,586337.9835295529
2042,Norway,NOR,564855.075656904
2043,Norway,NOR,543372.167784257
2044,Norway,NOR,521889.259911609
2045,Norway,NOR,500406.35203896
2046,Norway,NOR,476919.58302111295
2047,Norway,NOR,453432.814003265
2048,Norway,NOR,429946.04498541704
2049,Norway,NOR,406459.275967569
2050,Norway,NOR,382972.506949721
2021,Nepal,NPL,28703318.6694024
2022,Nepal,NPL,29007850.323099103
2023,Nepal,NPL,29312381.976795897
2024,Nepal,NPL,29616913.6304926
2025,Nepal,NPL,29921445.2841894
2026,Nepal,NPL,30171271.6767489
2027,Nepal,NPL,30421098.0693084
2028,Nepal,NPL,30670924.461867798
2029,Nepal,NPL,30920750.8544273
2030,Nepal,NPL,31170577.2469868
2031,Nepal,NPL,31376177.8674778
2032,Nepal,NPL,31581778.4879688
2033,Nepal,NPL,31787379.1084598
2034,Nepal,NPL,31992979.7289508
2035,Nepal,NPL,32198580.349441804
2036,Nepal,NPL,32363269.174817305
2037,Nepal,NPL,32527958.0001928
2038,Nepal,NPL,32692646.8255682
2039,Nepal,NPL,32857335.6509437
2040,Nepal,NPL,33022024.4763192
2041,Nepal,NPL,33141500.1763118
2042,Nepal,NPL,33260975.8763044
2043,Nepal,NPL,33380451.576296996
2044,Nepal,NPL,33499927.2762896
2045,Nepal,NPL,33619402.9762822
2046,Nepal,NPL,33687133.3365754
2047,Nepal,NPL,33754863.6968685
2048,Nepal,NPL,33822594.0571617
2049,Nepal,NPL,33890324.4174548
2050,Nepal,NPL,33958054.777747996
2021,New Zealand,NZL,647825.035036689
2022,New Zealand,NZL,650348.083128758
2023,New Zealand,NZL,652871.131220827
2024,New Zealand,NZL,655394.179312896
2025,New Zealand,NZL,657917.227404965
2026,New Zealand,NZL,659505.633860884
2027,New Zealand,NZL,661094.0403168029
2028,New Zealand,NZL,662682.4467727221
2029,New Zealand,NZL,664270.853228641
2030,New Zealand,NZL,665859.25968456
2031,New Zealand,NZL,666690.787980817
2032,New Zealand,NZL,667522.316277075
2033,New Zealand,NZL,668353.8445733329
2034,New Zealand,NZL,669185.372869591
2035,New Zealand,NZL,670016.901165849
2036,New Zealand,NZL,670332.766892077
2037,New Zealand,NZL,670648.632618305
2038,New Zealand,NZL,670964.4983445329
2039,New Zealand,NZL,671280.364070761
2040,New Zealand,NZL,671596.229796989
2041,New Zealand,NZL,671434.485477194
2042,New Zealand,NZL,671272.741157399
2043,New Zealand,NZL,671110.996837604
2044,New Zealand,NZL,670949.25251781
2045,New Zealand,NZL,670787.508198015
2046,New Zealand,NZL,670080.801539699
2047,New Zealand,NZL,669374.0948813839
2048,New Zealand,NZL,668667.388223069
2049,New Zealand,NZL,667960.681564754
2050,New Zealand,NZL,667253.974906439
2021,Oman,OMN,432592.561869602
2022,Oman,OMN,400937.11100768397
2023,Oman,OMN,369281.66014576604
2024,Oman,OMN,337626.209283848
2025,Oman,OMN,305970.75842193
2026,Oman,OMN,267614.664168978
2027,Oman,OMN,229258.56991602603
2028,Oman,OMN,190902.475663075
2029,Oman,OMN,152546.381410123
2030,Oman,OMN,114190.287157171
2031,Oman,OMN,99896.2452217365
2032,Oman,OMN,85602.2032863024
2033,Oman,OMN,71308.16135086831
2034,Oman,OMN,57014.1194154342
2035,Oman,OMN,42720.07748
2036,Oman,OMN,43263.519314
2037,Oman,OMN,43806.961148
2038,Oman,OMN,44350.402982
2039,Oman,OMN,44893.844816000004
2040,Oman,OMN,45437.28665
2041,Oman,OMN,45933.829939999996
2042,Oman,OMN,46430.373230000005
2043,Oman,OMN,46926.91652
2044,Oman,OMN,47423.45981
2045,Oman,OMN,47920.0031
2046,Oman,OMN,48358.735058
2047,Oman,OMN,48797.467016
2048,Oman,OMN,49236.198974
2049,Oman,OMN,49674.930931999996
2050,Oman,OMN,50113.66289
2021,Pakistan,PAK,131892478.622623
2022,Pakistan,PAK,133502468.23763601
2023,Pakistan,PAK,135112457.85265
2024,Pakistan,PAK,136722447.467663
2025,Pakistan,PAK,138332437.082676
2026,Pakistan,PAK,139714243.969536
2027,Pakistan,PAK,141096050.856396
2028,Pakistan,PAK,142477857.743256
2029,Pakistan,PAK,143859664.630116
2030,Pakistan,PAK,145241471.516976
2031,Pakistan,PAK,146432175.49948302
2032,Pakistan,PAK,147622879.48198998
2033,Pakistan,PAK,148813583.46449798
2034,Pakistan,PAK,150004287.447005
2035,Pakistan,PAK,151194991.42951202
2036,Pakistan,PAK,152233939.255485
2037,Pakistan,PAK,153272887.081458
2038,Pakistan,PAK,154311834.907431
2039,Pakistan,PAK,155350782.733404
2040,Pakistan,PAK,156389730.559377
2041,Pakistan,PAK,157268991.97511798
2042,Pakistan,PAK,158148253.390858
2043,Pakistan,PAK,159027514.806599
2044,Pakistan,PAK,159906776.22233897
2045,Pakistan,PAK,160786037.63808
2046,Pakistan,PAK,161468229.369686
2047,Pakistan,PAK,162150421.101293
2048,Pakistan,PAK,162832612.832899
2049,Pakistan,PAK,163514804.564506
2050,Pakistan,PAK,164196996.296112
2021,Panama,PAN,1271023.21678332
2022,Panama,PAN,1271664.15452314
2023,Panama,PAN,1272305.09226296
2024,Panama,PAN,1272946.03000278
2025,Panama,PAN,1273586.9677426
2026,Panama,PAN,1271786.67775918
2027,Panama,PAN,1269986.38777577
2028,Panama,PAN,1268186.09779235
2029,Panama,PAN,1266385.80780894
2030,Panama,PAN,1264585.51782552
2031,Panama,PAN,1260044.57306026
2032,Panama,PAN,1255503.6282950002
2033,Panama,PAN,1250962.68352975
2034,Panama,PAN,1246421.73876449
2035,Panama,PAN,1241880.79399923
2036,Panama,PAN,1234914.17832256
2037,Panama,PAN,1227947.5626459
2038,Panama,PAN,1220980.94696923
2039,Panama,PAN,1214014.33129257
2040,Panama,PAN,1207047.7156158998
2041,Panama,PAN,1197634.23540848
2042,Panama,PAN,1188220.75520106
2043,Panama,PAN,1178807.27499364
2044,Panama,PAN,1169393.79478622
2045,Panama,PAN,1159980.3145788
2046,Panama,PAN,1148371.01712412
2047,Panama,PAN,1136761.71966944
2048,Panama,PAN,1125152.42221476
2049,Panama,PAN,1113543.12476008
2050,Panama,PAN,1101933.8273053998
2021,Peru,PER,6800953.92641392
2022,Peru,PER,6778708.36952214
2023,Peru,PER,6756462.81263036
2024,Peru,PER,6734217.25573858
2025,Peru,PER,6711971.698846799
2026,Peru,PER,6679338.55338464
2027,Peru,PER,6646705.40792248
2028,Peru,PER,6614072.26246032
2029,Peru,PER,6581439.11699816
2030,Peru,PER,6548805.971536
2031,Peru,PER,6505455.263050499
2032,Peru,PER,6462104.554565
2033,Peru,PER,6418753.846079499
2034,Peru,PER,6375403.137594
2035,Peru,PER,6332052.4291085
2036,Peru,PER,6279942.78738112
2037,Peru,PER,6227833.14565374
2038,Peru,PER,6175723.50392636
2039,Peru,PER,6123613.86219898
2040,Peru,PER,6071504.220471599
2041,Peru,PER,6011427.33428911
2042,Peru,PER,5951350.44810661
2043,Peru,PER,5891273.56192411
2044,Peru,PER,5831196.67574161
2045,Peru,PER,5771119.78955911
2046,Peru,PER,5704147.56278013
2047,Peru,PER,5637175.33600115
2048,Peru,PER,5570203.10922217
2049,Peru,PER,5503230.88244318
2050,Peru,PER,5436258.6556642
2021,Philippines,PHL,58295264.9243962
2022,Philippines,PHL,58894418.55536839
2023,Philippines,PHL,59493572.1863406
2024,Philippines,PHL,60092725.81731279
2025,Philippines,PHL,60691879.448285
2026,Philippines,PHL,61196865.491518006
2027,Philippines,PHL,61701851.534751
2028,Philippines,PHL,62206837.577984
2029,Philippines,PHL,62711823.621217005
2030,Philippines,PHL,63216809.66445
2031,Philippines,PHL,63633289.605387405
2032,Philippines,PHL,64049769.54632479
2033,Philippines,PHL,64466249.487262204
2034,Philippines,PHL,64882729.4281996
2035,Philippines,PHL,65299209.369137
2036,Philippines,PHL,65620943.1255104
2037,Philippines,PHL,65942676.8818838
2038,Philippines,PHL,66264410.638257205
2039,Philippines,PHL,66586144.3946306
2040,Philippines,PHL,66907878.151004
2041,Philippines,PHL,67136707.89305921
2042,Philippines,PHL,67365537.6351144
2043,Philippines,PHL,67594367.37716961
2044,Philippines,PHL,67823197.11922479
2045,Philippines,PHL,68052026.86128001
2046,Philippines,PHL,68184903.3265412
2047,Philippines,PHL,68317779.79180239
2048,Philippines,PHL,68450656.2570636
2049,Philippines,PHL,68583532.72232479
2050,Philippines,PHL,68716409.187586
2021,Papua New Guinea,PNG,7250513.23589209
2022,Papua New Guinea,PNG,7360784.28270727
2023,Papua New Guinea,PNG,7471055.32952246
2024,Papua New Guinea,PNG,7581326.37633764
2025,Papua New Guinea,PNG,7691597.42315283
2026,Papua New Guinea,PNG,7798403.73740119
2027,Papua New Guinea,PNG,7905210.05164955
2028,Papua New Guinea,PNG,8012016.36589792
2029,Papua New Guinea,PNG,8118822.68014628
2030,Papua New Guinea,PNG,8225628.99439464
2031,Papua New Guinea,PNG,8323813.21074289
2032,Papua New Guinea,PNG,8421997.42709114
2033,Papua New Guinea,PNG,8520181.6434394
2034,Papua New Guinea,PNG,8618365.85978765
2035,Papua New Guinea,PNG,8716550.076135902
2036,Papua New Guinea,PNG,8801509.75643358
2037,Papua New Guinea,PNG,8886469.43673126
2038,Papua New Guinea,PNG,8971429.11702894
2039,Papua New Guinea,PNG,9056388.79732662
2040,Papua New Guinea,PNG,9141348.4776243
2041,Papua New Guinea,PNG,9214551.27252984
2042,Papua New Guinea,PNG,9287754.06743538
2043,Papua New Guinea,PNG,9360956.86234092
2044,Papua New Guinea,PNG,9434159.65724646
2045,Papua New Guinea,PNG,9507362.452152
2046,Papua New Guinea,PNG,9568241.88134754
2047,Papua New Guinea,PNG,9629121.31054308
2048,Papua New Guinea,PNG,9690000.73973862
2049,Papua New Guinea,PNG,9750880.16893416
2050,Papua New Guinea,PNG,9811759.598129699
2021,Poland,POL,15213712.640556699
2022,Poland,POL,15080128.5598949
2023,Poland,POL,14946544.479232999
2024,Poland,POL,14812960.3985712
2025,Poland,POL,14679376.317909399
2026,Poland,POL,14530633.838216001
2027,Poland,POL,14381891.3585225
2028,Poland,POL,14233148.8788291
2029,Poland,POL,14084406.399135599
2030,Poland,POL,13935663.9194422
2031,Poland,POL,13773279.197536
2032,Poland,POL,13610894.4756298
2033,Poland,POL,13448509.753723599
2034,Poland,POL,13286125.0318174
2035,Poland,POL,13123740.3099112
2036,Poland,POL,12957850.186049901
2037,Poland,POL,12791960.0621887
2038,Poland,POL,12626069.9383274
2039,Poland,POL,12460179.814466199
2040,Poland,POL,12294289.690604901
2041,Poland,POL,12132051.4838751
2042,Poland,POL,11969813.2771453
2043,Poland,POL,11807575.0704154
2044,Poland,POL,11645336.8636856
2045,Poland,POL,11483098.656955699
2046,Poland,POL,11326323.404864999
2047,Poland,POL,11169548.1527742
2048,Poland,POL,11012772.9006834
2049,Poland,POL,10855997.648592599
2050,Poland,POL,10699222.3965018
2021,Puerto Rico,PRI,221535.64462607898
2022,Puerto Rico,PRI,209233.488312338
2023,Puerto Rico,PRI,196931.331998597
2024,Puerto Rico,PRI,184629.175684855
2025,Puerto Rico,PRI,172327.019371114
2026,Puerto Rico,PRI,160396.411054959
2027,Puerto Rico,PRI,148465.802738804
2028,Puerto Rico,PRI,136535.194422648
2029,Puerto Rico,PRI,124604.586106493
2030,Puerto Rico,PRI,112673.977790338
2031,Puerto Rico,PRI,101277.894313013
2032,Puerto Rico,PRI,89881.8108356873
2033,Puerto Rico,PRI,78485.7273583621
2034,Puerto Rico,PRI,67089.6438810369
2035,Puerto Rico,PRI,55693.5604037116
2036,Puerto Rico,PRI,44983.6900834451
2037,Puerto Rico,PRI,34273.819763178595
2038,Puerto Rico,PRI,23563.9494429121
2039,Puerto Rico,PRI,12854.0791226456
2040,Puerto Rico,PRI,2144.2088023790698
2041,Puerto Rico,PRI,7936.962383903259
2042,Puerto Rico,PRI,13729.7159654275
2043,Puerto Rico,PRI,19522.4695469516
2044,Puerto Rico,PRI,25315.2231284758
2045,Puerto Rico,PRI,31107.976710000003
2046,Puerto Rico,PRI,30824.284022000003
2047,Puerto Rico,PRI,30540.591333999997
2048,Puerto Rico,PRI,30256.898645999998
2049,Puerto Rico,PRI,29973.205958
2050,Puerto Rico,PRI,29689.51327
2021,Portugal,PRT,3619088.5690440005
2022,Portugal,PRT,3562602.3830279997
2023,Portugal,PRT,3506116.1970120003
2024,Portugal,PRT,3449630.010996
2025,Portugal,PRT,3393143.82498
2026,Portugal,PRT,3335304.58311696
2027,Portugal,PRT,3277465.34125392
2028,Portugal,PRT,3219626.09939088
2029,Portugal,PRT,3161786.85752784
2030,Portugal,PRT,3103947.6156647997
2031,Portugal,PRT,3045047.16104592
2032,Portugal,PRT,2986146.70642704
2033,Portugal,PRT,2927246.25180816
2034,Portugal,PRT,2868345.79718928
2035,Portugal,PRT,2809445.3425704
2036,Portugal,PRT,2749166.66184684
2037,Portugal,PRT,2688887.98112328
2038,Portugal,PRT,2628609.30039972
2039,Portugal,PRT,2568330.61967616
2040,Portugal,PRT,2508051.9389526
2041,Portugal,PRT,2446170.37553538
2042,Portugal,PRT,2384288.81211816
2043,Portugal,PRT,2322407.24870094
2044,Portugal,PRT,2260525.68528372
2045,Portugal,PRT,2198644.1218665
2046,Portugal,PRT,2135391.66435528
2047,Portugal,PRT,2072139.20684406
2048,Portugal,PRT,2008886.74933284
2049,Portugal,PRT,1945634.29182162
2050,Portugal,PRT,1882381.8343104
2021,Paraguay,PRY,2850259.79262892
2022,Paraguay,PRY,2863566.40278626
2023,Paraguay,PRY,2876873.01294359
2024,Paraguay,PRY,2890179.62310093
2025,Paraguay,PRY,2903486.23325826
2026,Paraguay,PRY,2911062.89967449
2027,Paraguay,PRY,2918639.56609072
2028,Paraguay,PRY,2926216.23250694
2029,Paraguay,PRY,2933792.89892317
2030,Paraguay,PRY,2941369.5653393995
2031,Paraguay,PRY,2943800.47277644
2032,Paraguay,PRY,2946231.38021347
2033,Paraguay,PRY,2948662.28765051
2034,Paraguay,PRY,2951093.19508754
2035,Paraguay,PRY,2953524.10252458
2036,Paraguay,PRY,2950823.64699374
2037,Paraguay,PRY,2948123.1914628996
2038,Paraguay,PRY,2945422.73593207
2039,Paraguay,PRY,2942722.28040123
2040,Paraguay,PRY,2940021.82487039
2041,Paraguay,PRY,2932175.63958101
2042,Paraguay,PRY,2924329.45429162
2043,Paraguay,PRY,2916483.26900224
2044,Paraguay,PRY,2908637.08371285
2045,Paraguay,PRY,2900790.89842347
2046,Paraguay,PRY,2888107.29244094
2047,Paraguay,PRY,2875423.68645841
2048,Paraguay,PRY,2862740.08047589
2049,Paraguay,PRY,2850056.47449336
2050,Paraguay,PRY,2837372.86851083
2021,West Bank and Gaza,PSE,1131151.23834675
2022,West Bank and Gaza,PSE,1131645.35996929
2023,West Bank and Gaza,PSE,1132139.48159182
2024,West Bank and Gaza,PSE,1132633.60321436
2025,West Bank and Gaza,PSE,1133127.7248369
2026,West Bank and Gaza,PSE,1129539.51411747
2027,West Bank and Gaza,PSE,1125951.30339803
2028,West Bank and Gaza,PSE,1122363.0926786002
2029,West Bank and Gaza,PSE,1118774.88195916
2030,West Bank and Gaza,PSE,1115186.67123973
2031,West Bank and Gaza,PSE,1108152.32661076
2032,West Bank and Gaza,PSE,1101117.98198179
2033,West Bank and Gaza,PSE,1094083.63735282
2034,West Bank and Gaza,PSE,1087049.29272385
2035,West Bank and Gaza,PSE,1080014.94809488
2036,West Bank and Gaza,PSE,1070076.66310741
2037,West Bank and Gaza,PSE,1060138.37811994
2038,West Bank and Gaza,PSE,1050200.09313247
2039,West Bank and Gaza,PSE,1040261.8081450001
2040,West Bank and Gaza,PSE,1030323.52315753
2041,West Bank and Gaza,PSE,1017973.68643338
2042,West Bank and Gaza,PSE,1005623.84970924
2043,West Bank and Gaza,PSE,993274.012985092
2044,West Bank and Gaza,PSE,980924.176260946
2045,West Bank and Gaza,PSE,968574.3395368
2046,West Bank and Gaza,PSE,954593.67945759
2047,West Bank and Gaza,PSE,940613.01937838
