,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_rail_passenger
588,Jamaica,JAM,2007,132.57142857142856
589,Jamaica,JAM,2008,132.57142857142856
590,Jordan,JOR,2004,132.57142857142856
591,Jordan,JOR,2005,132.57142857142856
592,Jordan,JOR,2006,132.57142857142856
593,Jordan,JOR,2007,132.57142857142856
594,Jordan,JOR,2008,132.57142857142856
595,Japan,JPN,2004,132.57142857142856
596,Japan,JPN,2005,132.57142857142856
597,Japan,JPN,2006,132.57142857142856
598,Japan,JPN,2007,132.57142857142856
599,Japan,JPN,2008,132.57142857142856
600,Kazakhstan,KAZ,2004,132.57142857142856
601,Kazakhstan,KAZ,2005,132.57142857142856
602,Kazakhstan,KAZ,2006,132.57142857142856
603,Kazakhstan,KAZ,2007,132.57142857142856
604,Kazakhstan,KAZ,2008,132.57142857142856
605,Kenya,KEN,2004,132.57142857142856
606,Kenya,KEN,2005,132.57142857142856
607,Kenya,KEN,2006,132.57142857142856
608,Kenya,KEN,2007,132.57142857142856
609,Kenya,KEN,2008,132.57142857142856
610,Kyrgyz Republic,KGZ,2004,132.57142857142856
611,Kyrgyz Republic,KGZ,2005,132.57142857142856
612,Kyrgyz Republic,KGZ,2006,132.57142857142856
613,Kyrgyz Republic,KGZ,2007,132.57142857142856
614,Kyrgyz Republic,KGZ,2008,132.57142857142856
615,Cambodia,KHM,2004,132.57142857142856
616,Cambodia,KHM,2005,132.57142857142856
617,Cambodia,KHM,2006,132.57142857142856
618,Cambodia,KHM,2007,132.57142857142856
619,Cambodia,KHM,2008,132.57142857142856
620,Kiribati,KIR,2004,132.57142857142856
621,Kiribati,KIR,2005,132.57142857142856
622,Kiribati,KIR,2006,132.57142857142856
623,Kiribati,KIR,2007,132.57142857142856
624,Kiribati,KIR,2008,132.57142857142856
625,St. Kitts and Nevis,KNA,2004,132.57142857142856
626,St. Kitts and Nevis,KNA,2005,132.57142857142856
627,St. Kitts and Nevis,KNA,2006,132.57142857142856
628,St. Kitts and Nevis,KNA,2007,132.57142857142856
629,St. Kitts and Nevis,KNA,2008,132.57142857142856
630,"Korea, Rep.",KOR,2004,132.57142857142856
631,"Korea, Rep.",KOR,2005,132.57142857142856
632,"Korea, Rep.",KOR,2006,132.57142857142856
633,"Korea, Rep.",KOR,2007,132.57142857142856
634,"Korea, Rep.",KOR,2008,132.57142857142856
635,Kuwait,KWT,2004,132.57142857142856
636,Kuwait,KWT,2005,132.57142857142856
637,Kuwait,KWT,2006,132.57142857142856
638,Kuwait,KWT,2007,132.57142857142856
639,Kuwait,KWT,2008,132.57142857142856
640,Latin America & Caribbean (excluding high income),LAC,2004,132.57142857142856
641,Latin America & Caribbean (excluding high income),LAC,2005,132.57142857142856
642,Latin America & Caribbean (excluding high income),LAC,2006,132.57142857142856
643,Latin America & Caribbean (excluding high income),LAC,2007,132.57142857142856
644,Latin America & Caribbean (excluding high income),LAC,2008,132.57142857142856
645,Lao PDR,LAO,2004,132.57142857142856
646,Lao PDR,LAO,2005,132.57142857142856
647,Lao PDR,LAO,2006,132.57142857142856
648,Lao PDR,LAO,2007,132.57142857142856
649,Lao PDR,LAO,2008,132.57142857142856
650,Lebanon,LBN,2004,132.57142857142856
651,Lebanon,LBN,2005,132.57142857142856
652,Lebanon,LBN,2006,132.57142857142856
653,Lebanon,LBN,2007,132.57142857142856
654,Lebanon,LBN,2008,132.57142857142856
655,Liberia,LBR,2004,132.57142857142856
656,Liberia,LBR,2005,132.57142857142856
657,Liberia,LBR,2006,132.57142857142856
658,Liberia,LBR,2007,132.57142857142856
659,Liberia,LBR,2008,132.57142857142856
660,Libya,LBY,2004,132.57142857142856
661,Libya,LBY,2005,132.57142857142856
662,Libya,LBY,2006,132.57142857142856
663,Libya,LBY,2007,132.57142857142856
664,Libya,LBY,2008,132.57142857142856
665,St. Lucia,LCA,2004,132.57142857142856
666,St. Lucia,LCA,2005,132.57142857142856
667,St. Lucia,LCA,2006,132.57142857142856
668,St. Lucia,LCA,2007,132.57142857142856
669,St. Lucia,LCA,2008,132.57142857142856
670,Latin America & Caribbean,LCN,2004,132.57142857142856
671,Latin America & Caribbean,LCN,2005,132.57142857142856
672,Latin America & Caribbean,LCN,2006,132.57142857142856
673,Latin America & Caribbean,LCN,2007,132.57142857142856
674,Latin America & Caribbean,LCN,2008,132.57142857142856
675,Least developed countries: UN classification,LDC,2004,132.57142857142856
676,Least developed countries: UN classification,LDC,2005,132.57142857142856
677,Least developed countries: UN classification,LDC,2006,132.57142857142856
678,Least developed countries: UN classification,LDC,2007,132.57142857142856
679,Least developed countries: UN classification,LDC,2008,132.57142857142856
680,Low income,LIC,2004,132.57142857142856
681,Low income,LIC,2005,132.57142857142856
682,Low income,LIC,2006,132.57142857142856
683,Low income,LIC,2007,132.57142857142856
684,Low income,LIC,2008,132.57142857142856
685,Liechtenstein,LIE,2004,132.57142857142856
686,Liechtenstein,LIE,2005,132.57142857142856
687,Liechtenstein,LIE,2006,132.57142857142856
688,Liechtenstein,LIE,2007,132.57142857142856
689,Liechtenstein,LIE,2008,132.57142857142856
690,Sri Lanka,LKA,2004,132.57142857142856
691,Sri Lanka,LKA,2005,132.57142857142856
692,Sri Lanka,LKA,2006,132.57142857142856
693,Sri Lanka,LKA,2007,132.57142857142856
694,Sri Lanka,LKA,2008,132.57142857142856
695,Lower middle income,LMC,2004,132.57142857142856
696,Lower middle income,LMC,2005,132.57142857142856
697,Lower middle income,LMC,2006,132.57142857142856
698,Lower middle income,LMC,2007,132.57142857142856
699,Lower middle income,LMC,2008,132.57142857142856
700,Low & middle income,LMY,2004,132.57142857142856
701,Low & middle income,LMY,2005,132.57142857142856
702,Low & middle income,LMY,2006,132.57142857142856
703,Low & middle income,LMY,2007,132.57142857142856
704,Low & middle income,LMY,2008,132.57142857142856
705,Lesotho,LSO,2004,132.57142857142856
706,Lesotho,LSO,2005,132.57142857142856
707,Lesotho,LSO,2006,132.57142857142856
708,Lesotho,LSO,2007,132.57142857142856
709,Lesotho,LSO,2008,132.57142857142856
710,Late-demographic dividend,LTE,2004,132.57142857142856
711,Late-demographic dividend,LTE,2005,132.57142857142856
712,Late-demographic dividend,LTE,2006,132.57142857142856
713,Late-demographic dividend,LTE,2007,132.57142857142856
714,Late-demographic dividend,LTE,2008,132.57142857142856
715,Lithuania,LTU,2004,57.599999999999994
716,Lithuania,LTU,2005,57.599999999999994
717,Lithuania,LTU,2006,64.0
718,Lithuania,LTU,2007,57.599999999999994
719,Lithuania,LTU,2008,57.599999999999994
720,Luxembourg,LUX,2004,132.57142857142856
721,Luxembourg,LUX,2005,132.57142857142856
722,Luxembourg,LUX,2006,132.57142857142856
723,Luxembourg,LUX,2007,132.57142857142856
724,Luxembourg,LUX,2008,132.57142857142856
725,Latvia,LVA,2004,132.57142857142856
726,Latvia,LVA,2005,132.57142857142856
727,Latvia,LVA,2006,132.57142857142856
728,Latvia,LVA,2007,132.57142857142856
729,Latvia,LVA,2008,132.57142857142856
730,"Macao SAR, China",MAC,2004,132.57142857142856
731,"Macao SAR, China",MAC,2005,132.57142857142856
732,"Macao SAR, China",MAC,2006,132.57142857142856
733,"Macao SAR, China",MAC,2007,132.57142857142856
734,"Macao SAR, China",MAC,2008,132.57142857142856
735,St. Martin (French part),MAF,2004,132.57142857142856
736,St. Martin (French part),MAF,2005,132.57142857142856
737,St. Martin (French part),MAF,2006,132.57142857142856
738,St. Martin (French part),MAF,2007,132.57142857142856
739,St. Martin (French part),MAF,2008,132.57142857142856
740,Morocco,MAR,2004,132.57142857142856
741,Morocco,MAR,2005,132.57142857142856
742,Morocco,MAR,2006,132.57142857142856
743,Morocco,MAR,2007,132.57142857142856
744,Morocco,MAR,2008,132.57142857142856
745,Monaco,MCO,2004,132.57142857142856
746,Monaco,MCO,2005,132.57142857142856
747,Monaco,MCO,2006,132.57142857142856
748,Monaco,MCO,2007,132.57142857142856
749,Monaco,MCO,2008,132.57142857142856
750,Moldova,MDA,2004,132.57142857142856
751,Moldova,MDA,2005,132.57142857142856
752,Moldova,MDA,2006,132.57142857142856
753,Moldova,MDA,2007,132.57142857142856
754,Moldova,MDA,2008,132.57142857142856
755,Madagascar,MDG,2004,132.57142857142856
756,Madagascar,MDG,2005,132.57142857142856
757,Madagascar,MDG,2006,132.57142857142856
758,Madagascar,MDG,2007,132.57142857142856
759,Madagascar,MDG,2008,132.57142857142856
760,Maldives,MDV,2004,132.57142857142856
761,Maldives,MDV,2005,132.57142857142856
762,Maldives,MDV,2006,132.57142857142856
763,Maldives,MDV,2007,132.57142857142856
764,Maldives,MDV,2008,132.57142857142856
765,Middle East & North Africa,MEA,2004,132.57142857142856
766,Middle East & North Africa,MEA,2005,132.57142857142856
767,Middle East & North Africa,MEA,2006,132.57142857142856
768,Middle East & North Africa,MEA,2007,132.57142857142856
769,Middle East & North Africa,MEA,2008,132.57142857142856
770,Mexico,MEX,2004,132.57142857142856
771,Mexico,MEX,2005,132.57142857142856
772,Mexico,MEX,2006,132.57142857142856
773,Mexico,MEX,2007,132.57142857142856
774,Mexico,MEX,2008,132.57142857142856
775,Marshall Islands,MHL,2004,132.57142857142856
776,Marshall Islands,MHL,2005,132.57142857142856
777,Marshall Islands,MHL,2006,132.57142857142856
778,Marshall Islands,MHL,2007,132.57142857142856
779,Marshall Islands,MHL,2008,132.57142857142856
780,Middle income,MIC,2004,132.57142857142856
781,Middle income,MIC,2005,132.57142857142856
782,Middle income,MIC,2006,132.57142857142856
783,Middle income,MIC,2007,132.57142857142856
784,Middle income,MIC,2008,132.57142857142856
785,North Macedonia,MKD,2004,132.57142857142856
786,North Macedonia,MKD,2005,132.57142857142856
787,North Macedonia,MKD,2006,132.57142857142856
788,North Macedonia,MKD,2007,132.57142857142856
789,North Macedonia,MKD,2008,132.57142857142856
790,Mali,MLI,2004,132.57142857142856
791,Mali,MLI,2005,132.57142857142856
792,Mali,MLI,2006,132.57142857142856
793,Mali,MLI,2007,132.57142857142856
794,Mali,MLI,2008,132.57142857142856
795,Malta,MLT,2004,132.57142857142856
796,Malta,MLT,2005,132.57142857142856
797,Malta,MLT,2006,132.57142857142856
798,Malta,MLT,2007,132.57142857142856
799,Malta,MLT,2008,132.57142857142856
800,Myanmar,MMR,2004,132.57142857142856
801,Myanmar,MMR,2005,132.57142857142856
802,Myanmar,MMR,2006,132.57142857142856
803,Myanmar,MMR,2007,132.57142857142856
804,Myanmar,MMR,2008,132.57142857142856
805,Middle East & North Africa (excluding high income),MNA,2004,132.57142857142856
806,Middle East & North Africa (excluding high income),MNA,2005,132.57142857142856
807,Middle East & North Africa (excluding high income),MNA,2006,132.57142857142856
808,Middle East & North Africa (excluding high income),MNA,2007,132.57142857142856
809,Middle East & North Africa (excluding high income),MNA,2008,132.57142857142856
810,Montenegro,MNE,2004,132.57142857142856
811,Montenegro,MNE,2005,132.57142857142856
812,Montenegro,MNE,2006,132.57142857142856
813,Montenegro,MNE,2007,132.57142857142856
814,Montenegro,MNE,2008,132.57142857142856
815,Mongolia,MNG,2004,132.57142857142856
816,Mongolia,MNG,2005,132.57142857142856
817,Mongolia,MNG,2006,132.57142857142856
818,Mongolia,MNG,2007,132.57142857142856
819,Mongolia,MNG,2008,132.57142857142856
820,Northern Mariana Islands,MNP,2004,132.57142857142856
821,Northern Mariana Islands,MNP,2005,132.57142857142856
822,Northern Mariana Islands,MNP,2006,132.57142857142856
823,Northern Mariana Islands,MNP,2007,132.57142857142856
824,Northern Mariana Islands,MNP,2008,132.57142857142856
825,Mozambique,MOZ,2004,132.57142857142856
826,Mozambique,MOZ,2005,132.57142857142856
827,Mozambique,MOZ,2006,132.57142857142856
828,Mozambique,MOZ,2007,132.57142857142856
829,Mozambique,MOZ,2008,132.57142857142856
830,Mauritania,MRT,2004,132.57142857142856
831,Mauritania,MRT,2005,132.57142857142856
832,Mauritania,MRT,2006,132.57142857142856
833,Mauritania,MRT,2007,132.57142857142856
834,Mauritania,MRT,2008,132.57142857142856
835,Mauritius,MUS,2004,132.57142857142856
836,Mauritius,MUS,2005,132.57142857142856
837,Mauritius,MUS,2006,132.57142857142856
838,Mauritius,MUS,2007,132.57142857142856
839,Mauritius,MUS,2008,132.57142857142856
840,Malawi,MWI,2004,132.57142857142856
841,Malawi,MWI,2005,132.57142857142856
842,Malawi,MWI,2006,132.57142857142856
843,Malawi,MWI,2007,132.57142857142856
844,Malawi,MWI,2008,132.57142857142856
845,Malaysia,MYS,2004,132.57142857142856
846,Malaysia,MYS,2005,132.57142857142856
847,Malaysia,MYS,2006,132.57142857142856
848,Malaysia,MYS,2007,132.57142857142856
849,Malaysia,MYS,2008,132.57142857142856
850,North America,NAC,2004,132.57142857142856
851,North America,NAC,2005,132.57142857142856
852,North America,NAC,2006,132.57142857142856
853,North America,NAC,2007,132.57142857142856
854,North America,NAC,2008,132.57142857142856
855,Namibia,NAM,2004,132.57142857142856
856,Namibia,NAM,2005,132.57142857142856
857,Namibia,NAM,2006,132.57142857142856
858,Namibia,NAM,2007,132.57142857142856
859,Namibia,NAM,2008,132.57142857142856
860,New Caledonia,NCL,2004,132.57142857142856
861,New Caledonia,NCL,2005,132.57142857142856
862,New Caledonia,NCL,2006,132.57142857142856
863,New Caledonia,NCL,2007,132.57142857142856
864,New Caledonia,NCL,2008,132.57142857142856
865,Niger,NER,2004,132.57142857142856
866,Niger,NER,2005,132.57142857142856
867,Niger,NER,2006,132.57142857142856
868,Niger,NER,2007,132.57142857142856
869,Niger,NER,2008,132.57142857142856
870,Nigeria,NGA,2004,132.57142857142856
871,Nigeria,NGA,2005,132.57142857142856
872,Nigeria,NGA,2006,132.57142857142856
873,Nigeria,NGA,2007,132.57142857142856
874,Nigeria,NGA,2008,132.57142857142856
875,Nicaragua,NIC,2004,132.57142857142856
876,Nicaragua,NIC,2005,132.57142857142856
877,Nicaragua,NIC,2006,132.57142857142856
878,Nicaragua,NIC,2007,132.57142857142856
879,Nicaragua,NIC,2008,132.57142857142856
880,Netherlands,NLD,2004,132.57142857142856
881,Netherlands,NLD,2005,132.57142857142856
882,Netherlands,NLD,2006,132.57142857142856
883,Netherlands,NLD,2007,132.57142857142856
884,Netherlands,NLD,2008,132.57142857142856
885,Norway,NOR,2004,102.4
886,Norway,NOR,2005,105.60000000000001
887,Norway,NOR,2006,102.4
888,Norway,NOR,2007,105.60000000000001
889,Norway,NOR,2008,105.60000000000001
890,Nepal,NPL,2004,132.57142857142856
891,Nepal,NPL,2005,132.57142857142856
892,Nepal,NPL,2006,132.57142857142856
893,Nepal,NPL,2007,132.57142857142856
894,Nepal,NPL,2008,132.57142857142856
895,Nauru,NRU,2004,132.57142857142856
896,Nauru,NRU,2005,132.57142857142856
897,Nauru,NRU,2006,132.57142857142856
898,Nauru,NRU,2007,132.57142857142856
899,Nauru,NRU,2008,132.57142857142856
900,New Zealand,NZL,2004,132.57142857142856
901,New Zealand,NZL,2005,132.57142857142856
902,New Zealand,NZL,2006,132.57142857142856
903,New Zealand,NZL,2007,132.57142857142856
904,New Zealand,NZL,2008,132.57142857142856
905,OECD members,OED,2004,132.57142857142856
906,OECD members,OED,2005,132.57142857142856
907,OECD members,OED,2006,132.57142857142856
908,OECD members,OED,2007,132.57142857142856
909,OECD members,OED,2008,132.57142857142856
910,Oman,OMN,2004,132.57142857142856
911,Oman,OMN,2005,132.57142857142856
912,Oman,OMN,2006,132.57142857142856
913,Oman,OMN,2007,132.57142857142856
914,Oman,OMN,2008,132.57142857142856
915,Other small states,OSS,2004,132.57142857142856
916,Other small states,OSS,2005,132.57142857142856
917,Other small states,OSS,2006,132.57142857142856
918,Other small states,OSS,2007,132.57142857142856
919,Other small states,OSS,2008,132.57142857142856
920,Pakistan,PAK,2004,132.57142857142856
921,Pakistan,PAK,2005,132.57142857142856
922,Pakistan,PAK,2006,132.57142857142856
923,Pakistan,PAK,2007,132.57142857142856
924,Pakistan,PAK,2008,132.57142857142856
925,Panama,PAN,2004,132.57142857142856
926,Panama,PAN,2005,132.57142857142856
927,Panama,PAN,2006,132.57142857142856
928,Panama,PAN,2007,132.57142857142856
929,Panama,PAN,2008,132.57142857142856
930,Peru,PER,2004,132.57142857142856
931,Peru,PER,2005,132.57142857142856
932,Peru,PER,2006,132.57142857142856
933,Peru,PER,2007,132.57142857142856
934,Peru,PER,2008,132.57142857142856
935,Philippines,PHL,2004,132.57142857142856
936,Philippines,PHL,2005,132.57142857142856
937,Philippines,PHL,2006,132.57142857142856
938,Philippines,PHL,2007,132.57142857142856
939,Philippines,PHL,2008,132.57142857142856
940,Palau,PLW,2004,132.57142857142856
941,Palau,PLW,2005,132.57142857142856
942,Palau,PLW,2006,132.57142857142856
943,Palau,PLW,2007,132.57142857142856
944,Palau,PLW,2008,132.57142857142856
945,Papua New Guinea,PNG,2004,132.57142857142856
946,Papua New Guinea,PNG,2005,132.57142857142856
947,Papua New Guinea,PNG,2006,132.57142857142856
948,Papua New Guinea,PNG,2007,132.57142857142856
949,Papua New Guinea,PNG,2008,132.57142857142856
950,Poland,POL,2004,217.60000000000002
951,Poland,POL,2005,211.20000000000002
952,Poland,POL,2006,246.4
953,Poland,POL,2007,240.0
954,Poland,POL,2008,227.2
955,Pre-demographic dividend,PRE,2004,132.57142857142856
956,Pre-demographic dividend,PRE,2005,132.57142857142856
957,Pre-demographic dividend,PRE,2006,132.57142857142856
958,Pre-demographic dividend,PRE,2007,132.57142857142856
959,Pre-demographic dividend,PRE,2008,132.57142857142856
960,Puerto Rico,PRI,2004,132.57142857142856
961,Puerto Rico,PRI,2005,132.57142857142856
962,Puerto Rico,PRI,2006,132.57142857142856
963,Puerto Rico,PRI,2007,132.57142857142856
964,Puerto Rico,PRI,2008,132.57142857142856
965,"Korea, Dem. People's Rep.",PRK,2004,132.57142857142856
966,"Korea, Dem. People's Rep.",PRK,2005,132.57142857142856
967,"Korea, Dem. People's Rep.",PRK,2006,132.57142857142856
968,"Korea, Dem. People's Rep.",PRK,2007,132.57142857142856
969,"Korea, Dem. People's Rep.",PRK,2008,132.57142857142856
970,Portugal,PRT,2004,132.57142857142856
971,Portugal,PRT,2005,132.57142857142856
972,Portugal,PRT,2006,132.57142857142856
973,Portugal,PRT,2007,132.57142857142856
974,Portugal,PRT,2008,132.57142857142856
975,Paraguay,PRY,2004,132.57142857142856
976,Paraguay,PRY,2005,132.57142857142856
977,Paraguay,PRY,2006,132.57142857142856
978,Paraguay,PRY,2007,132.57142857142856
979,Paraguay,PRY,2008,132.57142857142856
980,West Bank and Gaza,PSE,2004,132.57142857142856
981,West Bank and Gaza,PSE,2005,132.57142857142856
982,West Bank and Gaza,PSE,2006,132.57142857142856
983,West Bank and Gaza,PSE,2007,132.57142857142856
984,West Bank and Gaza,PSE,2008,132.57142857142856
985,Pacific island small states,PSS,2004,132.57142857142856
986,Pacific island small states,PSS,2005,132.57142857142856
987,Pacific island small states,PSS,2006,132.57142857142856
988,Pacific island small states,PSS,2007,132.57142857142856
989,Pacific island small states,PSS,2008,132.57142857142856
990,Post-demographic dividend,PST,2004,132.57142857142856
991,Post-demographic dividend,PST,2005,132.57142857142856
992,Post-demographic dividend,PST,2006,132.57142857142856
993,Post-demographic dividend,PST,2007,132.57142857142856
994,Post-demographic dividend,PST,2008,132.57142857142856
995,French Polynesia,PYF,2004,132.57142857142856
996,French Polynesia,PYF,2005,132.57142857142856
997,French Polynesia,PYF,2006,132.57142857142856
998,French Polynesia,PYF,2007,132.57142857142856
999,French Polynesia,PYF,2008,132.57142857142856
1000,Qatar,QAT,2004,132.57142857142856
1001,Qatar,QAT,2005,132.57142857142856
1002,Qatar,QAT,2006,132.57142857142856
1003,Qatar,QAT,2007,132.57142857142856
1004,Qatar,QAT,2008,132.57142857142856
1005,Romania,ROU,2004,132.57142857142856
1006,Romania,ROU,2005,132.57142857142856
1007,Romania,ROU,2006,132.57142857142856
1008,Romania,ROU,2007,132.57142857142856
1009,Romania,ROU,2008,132.57142857142856
1010,Russian Federation,RUS,2004,132.57142857142856
1011,Russian Federation,RUS,2005,132.57142857142856
1012,Russian Federation,RUS,2006,132.57142857142856
1013,Russian Federation,RUS,2007,132.57142857142856
1014,Russian Federation,RUS,2008,132.57142857142856
1015,Rwanda,RWA,2004,132.57142857142856
1016,Rwanda,RWA,2005,132.57142857142856
1017,Rwanda,RWA,2006,132.57142857142856
1018,Rwanda,RWA,2007,132.57142857142856
1019,Rwanda,RWA,2008,132.57142857142856
1020,South Asia,SAS,2004,132.57142857142856
1021,South Asia,SAS,2005,132.57142857142856
1022,South Asia,SAS,2006,132.57142857142856
1023,South Asia,SAS,2007,132.57142857142856
1024,South Asia,SAS,2008,132.57142857142856
1025,Saudi Arabia,SAU,2004,132.57142857142856
1026,Saudi Arabia,SAU,2005,132.57142857142856
1027,Saudi Arabia,SAU,2006,132.57142857142856
1028,Saudi Arabia,SAU,2007,132.57142857142856
1029,Saudi Arabia,SAU,2008,132.57142857142856
1030,Sudan,SDN,2004,132.57142857142856
1031,Sudan,SDN,2005,132.57142857142856
1032,Sudan,SDN,2006,132.57142857142856
1033,Sudan,SDN,2007,132.57142857142856
1034,Sudan,SDN,2008,132.57142857142856
1035,Senegal,SEN,2004,132.57142857142856
1036,Senegal,SEN,2005,132.57142857142856
1037,Senegal,SEN,2006,132.57142857142856
1038,Senegal,SEN,2007,132.57142857142856
1039,Senegal,SEN,2008,132.57142857142856
1040,Singapore,SGP,2004,132.57142857142856
1041,Singapore,SGP,2005,132.57142857142856
1042,Singapore,SGP,2006,132.57142857142856
1043,Singapore,SGP,2007,132.57142857142856
1044,Singapore,SGP,2008,132.57142857142856
1045,Solomon Islands,SLB,2004,132.57142857142856
1046,Solomon Islands,SLB,2005,132.57142857142856
1047,Solomon Islands,SLB,2006,132.57142857142856
1048,Solomon Islands,SLB,2007,132.57142857142856
1049,Solomon Islands,SLB,2008,132.57142857142856
1050,Sierra Leone,SLE,2004,132.57142857142856
1051,Sierra Leone,SLE,2005,132.57142857142856
1052,Sierra Leone,SLE,2006,132.57142857142856
1053,Sierra Leone,SLE,2007,132.57142857142856
1054,Sierra Leone,SLE,2008,132.57142857142856
1055,El Salvador,SLV,2004,132.57142857142856
1056,El Salvador,SLV,2005,132.57142857142856
1057,El Salvador,SLV,2006,132.57142857142856
1058,El Salvador,SLV,2007,132.57142857142856
1059,El Salvador,SLV,2008,132.57142857142856
1060,San Marino,SMR,2004,132.57142857142856
1061,San Marino,SMR,2005,132.57142857142856
1062,San Marino,SMR,2006,132.57142857142856
1063,San Marino,SMR,2007,132.57142857142856
1064,San Marino,SMR,2008,132.57142857142856
1065,Somalia,SOM,2004,132.57142857142856
1066,Somalia,SOM,2005,132.57142857142856
1067,Somalia,SOM,2006,132.57142857142856
1068,Somalia,SOM,2007,132.57142857142856
1069,Somalia,SOM,2008,132.57142857142856
1070,Serbia,SRB,2004,132.57142857142856
1071,Serbia,SRB,2005,132.57142857142856
1072,Serbia,SRB,2006,132.57142857142856
1073,Serbia,SRB,2007,132.57142857142856
1074,Serbia,SRB,2008,132.57142857142856
1075,Sub-Saharan Africa (excluding high income),SSA,2004,132.57142857142856
1076,Sub-Saharan Africa (excluding high income),SSA,2005,132.57142857142856
1077,Sub-Saharan Africa (excluding high income),SSA,2006,132.57142857142856
1078,Sub-Saharan Africa (excluding high income),SSA,2007,132.57142857142856
1079,Sub-Saharan Africa (excluding high income),SSA,2008,132.57142857142856
1080,South Sudan,SSD,2004,132.57142857142856
1081,South Sudan,SSD,2005,132.57142857142856
1082,South Sudan,SSD,2006,132.57142857142856
1083,South Sudan,SSD,2007,132.57142857142856
1084,South Sudan,SSD,2008,132.57142857142856
1085,Sub-Saharan Africa,SSF,2004,132.57142857142856
1086,Sub-Saharan Africa,SSF,2005,132.57142857142856
1087,Sub-Saharan Africa,SSF,2006,132.57142857142856
1088,Sub-Saharan Africa,SSF,2007,132.57142857142856
1089,Sub-Saharan Africa,SSF,2008,132.57142857142856
1090,Small states,SST,2004,132.57142857142856
1091,Small states,SST,2005,132.57142857142856
1092,Small states,SST,2006,132.57142857142856
1093,Small states,SST,2007,132.57142857142856
1094,Small states,SST,2008,132.57142857142856
1095,Sao Tome and Principe,STP,2004,132.57142857142856
1096,Sao Tome and Principe,STP,2005,132.57142857142856
1097,Sao Tome and Principe,STP,2006,132.57142857142856
1098,Sao Tome and Principe,STP,2007,132.57142857142856
1099,Sao Tome and Principe,STP,2008,132.57142857142856
1100,Suriname,SUR,2004,132.57142857142856
1101,Suriname,SUR,2005,132.57142857142856
1102,Suriname,SUR,2006,132.57142857142856
1103,Suriname,SUR,2007,132.57142857142856
1104,Suriname,SUR,2008,132.57142857142856
1105,Slovak Republic,SVK,2004,70.4
1106,Slovak Republic,SVK,2005,70.4
1107,Slovak Republic,SVK,2006,73.60000000000001
1108,Slovak Republic,SVK,2007,73.60000000000001
1109,Slovak Republic,SVK,2008,73.60000000000001
1110,Slovenia,SVN,2004,99.2
1111,Slovenia,SVN,2005,96.0
1112,Slovenia,SVN,2006,96.0
1113,Slovenia,SVN,2007,99.2
1114,Slovenia,SVN,2008,102.4
1115,Sweden,SWE,2004,121.6
1116,Sweden,SWE,2005,128.0
1117,Sweden,SWE,2006,131.2
1118,Sweden,SWE,2007,131.2
1119,Sweden,SWE,2008,131.2
1120,Eswatini,SWZ,2004,132.57142857142856
1121,Eswatini,SWZ,2005,132.57142857142856
1122,Eswatini,SWZ,2006,132.57142857142856
1123,Eswatini,SWZ,2007,132.57142857142856
1124,Eswatini,SWZ,2008,132.57142857142856
1125,Sint Maarten (Dutch part),SXM,2004,132.57142857142856
1126,Sint Maarten (Dutch part),SXM,2005,132.57142857142856
1127,Sint Maarten (Dutch part),SXM,2006,132.57142857142856
1128,Sint Maarten (Dutch part),SXM,2007,132.57142857142856
1129,Sint Maarten (Dutch part),SXM,2008,132.57142857142856
1130,Seychelles,SYC,2004,132.57142857142856
1131,Seychelles,SYC,2005,132.57142857142856
1132,Seychelles,SYC,2006,132.57142857142856
1133,Seychelles,SYC,2007,132.57142857142856
1134,Seychelles,SYC,2008,132.57142857142856
1135,Syrian Arab Republic,SYR,2004,132.57142857142856
1136,Syrian Arab Republic,SYR,2005,132.57142857142856
1137,Syrian Arab Republic,SYR,2006,132.57142857142856
1138,Syrian Arab Republic,SYR,2007,132.57142857142856
1139,Syrian Arab Republic,SYR,2008,132.57142857142856
1140,Turks and Caicos Islands,TCA,2004,132.57142857142856
1141,Turks and Caicos Islands,TCA,2005,132.57142857142856
1142,Turks and Caicos Islands,TCA,2006,132.57142857142856
1143,Turks and Caicos Islands,TCA,2007,132.57142857142856
1144,Turks and Caicos Islands,TCA,2008,132.57142857142856
1145,Chad,TCD,2004,132.57142857142856
1146,Chad,TCD,2005,132.57142857142856
1147,Chad,TCD,2006,132.57142857142856
1148,Chad,TCD,2007,132.57142857142856
1149,Chad,TCD,2008,132.57142857142856
1150,East Asia & Pacific (IDA & IBRD countries),TEA,2004,132.57142857142856
1151,East Asia & Pacific (IDA & IBRD countries),TEA,2005,132.57142857142856
1152,East Asia & Pacific (IDA & IBRD countries),TEA,2006,132.57142857142856
1153,East Asia & Pacific (IDA & IBRD countries),TEA,2007,132.57142857142856
1154,East Asia & Pacific (IDA & IBRD countries),TEA,2008,132.57142857142856
1155,Europe & Central Asia (IDA & IBRD countries),TEC,2004,132.57142857142856
1156,Europe & Central Asia (IDA & IBRD countries),TEC,2005,132.57142857142856
1157,Europe & Central Asia (IDA & IBRD countries),TEC,2006,132.57142857142856
1158,Europe & Central Asia (IDA & IBRD countries),TEC,2007,132.57142857142856
1159,Europe & Central Asia (IDA & IBRD countries),TEC,2008,132.57142857142856
1160,Togo,TGO,2004,132.57142857142856
1161,Togo,TGO,2005,132.57142857142856
