Year,iso_code3,pij_lndu_forests_mangroves_to_settlements
2015,AFG,0.0012503424818336
2016,AFG,0.0014216899830143
2017,AFG,0.0011782452227487
2018,AFG,0.0011858652468639
2015,AGO,0.0
2016,AGO,0.0
2017,AGO,0.0
2018,AGO,0.0
2015,ALB,0.0012110600918855
2016,ALB,0.0013957568391732
2017,ALB,0.0011531175315681
2018,ALB,0.0011522222760399
2015,ARG,0.0012103806102468
2016,ARG,0.0013883551346073
2017,ARG,0.0011560573051274
2018,ARG,0.0011591725273967
2015,ATG,0.0
2016,ATG,0.0
2017,ATG,0.0
2018,ATG,0.0
2015,AUS,0.0
2016,AUS,0.0
2017,AUS,0.0
2018,AUS,0.0
2015,AUT,0.0011979127572479
2016,AUT,0.001416945792297
2017,AUT,0.0011708049871254
2018,AUT,0.0011721345168167
2015,AZE,0.0012193235241628
2016,AZE,0.0014069757376091
2017,AZE,0.0011916175668758
2018,AZE,0.001164020352518
2015,BDI,0.0012210585027913
2016,BDI,0.0014354686017226
2017,BDI,0.0011606717676542
2018,BDI,0.0011717318208123
2015,BEL,0.0012397436502462
2016,BEL,0.0014226585486747
2017,BEL,0.0011756106517998
2018,BEL,0.0011707662153303
2015,BEN,0.0
2016,BEN,0.0
2017,BEN,2.523705577432848e-05
2018,BEN,0.0
2015,BFA,0.001274955979707
2016,BFA,0.001457244030725
2017,BFA,0.0011812420860406
2018,BFA,0.0011991116771337
2015,BGD,0.0
2016,BGD,0.0
2017,BGD,0.0
2018,BGD,0.0
2015,BGR,0.0012094102783564
2016,BGR,0.0013783992721056
2017,BGR,0.0011690129579528
2018,BGR,0.0011866117603166
2015,BHS,0.0
2016,BHS,0.0
2017,BHS,0.0
2018,BHS,0.0
2015,BIH,0.0012113706853073
2016,BIH,0.0014052745147898
2017,BIH,0.0011779545051213
2018,BIH,0.0011770550319774
2015,BLR,0.0012279682795488
2016,BLR,0.0014304825899963
2017,BLR,0.0011701769188732
2018,BLR,0.0011677968266765
2015,BLZ,0.0
2016,BLZ,0.0
2017,BLZ,0.0
2018,BLZ,0.0
2015,BOL,0.0012015653073883
2016,BOL,0.0013829769628522
2017,BOL,0.0011650795804899
2018,BOL,0.0011521911515935
2015,BRA,0.0
2016,BRA,0.0
2017,BRA,0.0
2018,BRA,0.0
2015,BRN,0.0
2016,BRN,0.0
2017,BRN,0.0
2018,BRN,0.0
2015,BWA,0.0012680115199056
2016,BWA,0.0014355659998531
2017,BWA,0.0011825063315362
2018,BWA,0.0011912669700601
2015,CAF,0.0012501250218151
2016,CAF,0.0014420714859151
2017,CAF,0.0011708446059774
2018,CAF,0.0011774816707483
2015,CAN,0.0012111785972725
2016,CAN,0.0013920137995564
2017,CAN,0.0011527507254576
2018,CAN,0.0011535844403298
2015,CHE,0.0012448452699148
2016,CHE,0.0014008084673312
2017,CHE,0.0011754197810278
2018,CHE,0.0011378628580392
2015,CHL,0.0012182265005569
2016,CHL,0.0014097339952262
2017,CHL,0.001159052555437
2018,CHL,0.001160096138077
2015,CHN,0.0
2016,CHN,0.0
2017,CHN,0.0
2018,CHN,0.0
2015,CIV,0.0
2016,CIV,0.0
2017,CIV,0.0
2018,CIV,0.0
2015,CMR,0.0
2016,CMR,0.0
2017,CMR,0.0
2018,CMR,0.0
2015,COD,0.0
2016,COD,0.0
2017,COD,0.0
2018,COD,0.0
2015,COG,0.0
2016,COG,0.0
2017,COG,0.0
2018,COG,0.0
2015,COL,0.0
2016,COL,0.0
2017,COL,0.0
2018,COL,0.0
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2015,CPV,0.001253619447364
2016,CPV,0.0014020766838674
2017,CPV,0.001195603662699
2018,CPV,0.0011931594915835
2015,CRI,3.321046604306584e-05
2016,CRI,0.0
2017,CRI,0.0001136258053883
2018,CRI,0.0
2015,CUB,0.0
2016,CUB,0.0
2017,CUB,0.0
2018,CUB,0.0
2015,CYM,0.0
2016,CYM,0.0
2017,CYM,0.0
2018,CYM,0.0
2015,CYP,0.0012298895728438
2016,CYP,0.0013959905968775
2017,CYP,0.0011509798844724
2018,CYP,0.0011668939227184
2015,CZE,0.001214725014256
2016,CZE,0.0014345132551678
2017,CZE,0.0011702759820761
2018,CZE,0.0011823659464026
2015,DEU,0.0012374512732952
2016,DEU,0.0014228023820496
2017,DEU,0.0011743083570776
2018,DEU,0.0011785385740599
2015,DNK,0.0012398459896913
2016,DNK,0.0014259154151441
2017,DNK,0.0011724037498525
2018,DNK,0.0011785195401018
2015,DOM,0.0
2016,DOM,0.0
2017,DOM,0.0
2018,DOM,0.0
2015,DZA,0.0012134976808985
2016,DZA,0.0013996929796714
2017,DZA,0.001176494174437
2018,DZA,0.0011594520035529
2015,ECU,0.0
2016,ECU,0.0
2017,ECU,0.0
2018,ECU,0.0
2015,EGY,0.0
2016,EGY,0.0
2017,EGY,0.0
2018,EGY,0.0
2015,ERI,0.0
2016,ERI,0.0
2017,ERI,2.2699034037709267e-05
2018,ERI,0.0
2015,ESP,0.0012350317013469
2016,ESP,0.0014005226161025
2017,ESP,0.0011828011229676
2018,ESP,0.0011602314821181
2015,EST,0.0012236055344995
2016,EST,0.0013929881626072
2017,EST,0.0011606409648706
2018,EST,0.0011754939712837
2015,ETH,0.0012060694668908
2016,ETH,0.0013858662479984
2017,ETH,0.0011846075720282
2018,ETH,0.0011553543169734
2015,FIN,0.0012230263382423
2016,FIN,0.0014019146650127
2017,FIN,0.001159225257218
2018,FIN,0.0011519919165072
2015,FJI,0.0
2016,FJI,0.0
2017,FJI,0.0
2018,FJI,0.0
2015,FRA,0.0012177241824917
2016,FRA,0.0013916458414529
2017,FRA,0.001186274492208
2018,FRA,0.0011694598401511
2015,GAB,0.0
2016,GAB,0.0
2017,GAB,0.0
2018,GAB,0.0
2015,GBR,0.0012139278158042
2016,GBR,0.0013875990736362
2017,GBR,0.0011501393748575
2018,GBR,0.001154580875203
2015,GEO,0.0
2016,GEO,0.0
2017,GEO,0.0
2018,GEO,0.0
2015,GHA,0.0
2016,GHA,0.0
2017,GHA,0.0
2018,GHA,0.0
2015,GIN,0.0
2016,GIN,0.0
2017,GIN,0.0
2018,GIN,0.0
2015,GMB,0.0
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0
2015,GNB,0.0
2016,GNB,0.0
2017,GNB,0.0
2018,GNB,0.0
2015,GNQ,0.0
2016,GNQ,1.4232141295190438e-05
2017,GNQ,0.0
2018,GNQ,0.0
2015,GRC,0.0012420969184436
2016,GRC,0.0014087641794517
2017,GRC,0.0011777106009256
2018,GRC,0.001154210473674
2015,GRL,4.604249440140028e-05
2016,GRL,2.167569356903163e-05
2017,GRL,0.0
2018,GRL,0.0
2015,GTM,0.0
2016,GTM,0.0
2017,GTM,0.0
2018,GTM,0.0
2015,GUY,0.0
2016,GUY,0.0
2017,GUY,0.0
2018,GUY,0.0
2015,HKG,0.0
2016,HKG,1.636555122782933e-05
2017,HKG,0.0
2018,HKG,2.0192955299108586e-05
2015,HND,0.0
2016,HND,0.0
2017,HND,0.0
2018,HND,0.0
2015,HRV,0.0012192385108277
2016,HRV,0.001439924763148
2017,HRV,0.0011707517970731
2018,HRV,0.0011751542351686
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2015,HUN,0.0012204471336017
2016,HUN,0.0014162643644267
2017,HUN,0.0011770142935054
2018,HUN,0.0011545515450993
2015,IDN,0.0
2016,IDN,0.0
2017,IDN,0.0
2018,IDN,0.0
2015,IND,0.0
2016,IND,0.0
2017,IND,0.0
2018,IND,0.0
2015,IRL,0.0012425368588706
2016,IRL,0.0013730353357163
2017,IRL,0.001174071212327
2018,IRL,0.0011683209094095
2015,IRN,0.0
2016,IRN,0.0
2017,IRN,0.0
2018,IRN,0.0
2015,IRQ,0.0012061143453007
2016,IRQ,0.0014301646656091
2017,IRQ,0.0011918496317212
2018,IRQ,0.001188794112343
2015,ISL,0.0012209337593363
2016,ISL,0.0014368183953105
2017,ISL,0.0011624215186727
2018,ISL,0.0011650430944646
2015,ITA,0.0012296578190276
2016,ITA,0.0014065208435661
2017,ITA,0.0011697874314548
2018,ITA,0.0011622704563156
2015,JAM,0.0
2016,JAM,0.0004452482063253
2017,JAM,0.0
2018,JAM,0.0
2015,JOR,0.0012179027106424
2016,JOR,0.0014222818172167
2017,JOR,0.0011673501406772
2018,JOR,0.0011648704412761
2015,JPN,0.001232496988333
2016,JPN,0.0013201329645367
2017,JPN,0.0011677216580281
2018,JPN,0.0011586382827163
2015,KAZ,0.0012512568872062
2016,KAZ,0.0013978928440408
2017,KAZ,0.0011587962192438
2018,KAZ,0.001177010868301
2015,KEN,0.0
2016,KEN,0.0
2017,KEN,0.0
2018,KEN,0.0
2015,KGZ,0.0012619621236065
2016,KGZ,0.0014480074881649
2017,KGZ,0.0011671838578348
2018,KGZ,0.0011530306846444
2015,KHM,0.0
2016,KHM,0.0
2017,KHM,0.0
2018,KHM,0.0
2015,KOR,0.0012434824202078
2016,KOR,0.0013692273002865
2017,KOR,0.0011523811259887
2018,KOR,0.0011761911780924
2015,LAO,0.0012057932134465
2016,LAO,0.0014246715660895
2017,LAO,0.0011831714729396
2018,LAO,0.0011525290262655
2015,LBR,0.0
2016,LBR,0.0
2017,LBR,0.0
2018,LBR,0.0
2015,LBY,0.0012051927636985
2016,LBY,0.0013958216373764
2017,LBY,0.0011536963839593
2018,LBY,0.0011633485548426
2015,LKA,0.0
2016,LKA,0.0
2017,LKA,0.0
2018,LKA,0.0
2015,LTU,0.0012312691713717
2016,LTU,0.0014134917566835
2017,LTU,0.0011785361539088
2018,LTU,0.001186001998563
2015,LVA,0.0012367167954062
2016,LVA,0.0014082834025106
2017,LVA,0.0011736936719337
2018,LVA,0.0011689783093719
2015,MAR,0.0012373321871796
2016,MAR,0.0014239482244542
2017,MAR,0.0011829123696227
2018,MAR,0.001190950546598
2015,MDA,0.0012491555333686
2016,MDA,0.0014534491961272
2017,MDA,0.0011827114004897
2018,MDA,0.0011874497862996
2015,MDG,0.0
2016,MDG,0.0
2017,MDG,0.0
2018,MDG,0.0
2015,MEX,0.0
2016,MEX,0.0
2017,MEX,0.0
2018,MEX,0.0
2015,MKD,0.0
2016,MKD,0.0
2017,MKD,0.0
2018,MKD,0.0
2015,MLI,0.0012528596670081
2016,MLI,0.0014149867775008
2017,MLI,0.0011803993324979
2018,MLI,0.0011819547433325
2015,MMR,0.0
2016,MMR,0.0
2017,MMR,0.0
2018,MMR,0.0
2015,MNE,0.0012384437930049
2016,MNE,0.0014562047730835
2017,MNE,0.0011546522933626
2018,MNE,0.001157681430807
2015,MNG,0.0
2016,MNG,0.0
2017,MNG,0.0
2018,MNG,0.0
2015,MOZ,0.0
2016,MOZ,0.0
2017,MOZ,0.0
2018,MOZ,0.0
2015,MRT,0.0
2016,MRT,0.0
2017,MRT,0.0
2018,MRT,0.0
2015,MUS,0.0
2016,MUS,0.0
2017,MUS,0.0
2018,MUS,0.0
2015,MWI,0.0012518167155242
2016,MWI,0.0014572636648966
2017,MWI,0.0011842311603375
2018,MWI,0.0011594632211916
2015,MYS,0.0
2016,MYS,0.0
2017,MYS,0.0
2018,MYS,0.0
2015,NAM,0.0012355795652729
2016,NAM,0.0014465860350365
2017,NAM,0.0011738895439002
2018,NAM,0.0011760667024666
2015,NCL,0.0
2016,NCL,0.0
2017,NCL,0.0
2018,NCL,0.0
2015,NER,0.0012587836059268
2016,NER,0.0014363192647252
2017,NER,0.0011808201537229
2018,NER,0.0011795081433597
2015,NGA,0.0
2016,NGA,0.0
2017,NGA,0.0
2018,NGA,0.0
2015,NIC,0.0
2016,NIC,0.0
2017,NIC,0.0
2018,NIC,0.0
2015,NLD,0.0012389561594998
2016,NLD,0.0014009800662443
2017,NLD,0.0011698150077167
2018,NLD,0.001200740100737
2015,NOR,0.0012112195895282
2016,NOR,0.0013925203214071
2017,NOR,0.0011611098863757
2018,NOR,0.0011586588025825
2015,NPL,0.0012381024519516
2016,NPL,0.0014306136949726
2017,NPL,0.0011387895160831
2018,NPL,0.0011580046813065
2015,NZL,0.0
2016,NZL,0.0
2017,NZL,0.0
2018,NZL,0.0
2015,PAK,0.0
2016,PAK,0.0
2017,PAK,0.0
2018,PAK,0.0
2015,PAN,0.0
2016,PAN,0.0
2017,PAN,0.0
2018,PAN,0.0
2015,PER,0.0
2016,PER,0.0
2017,PER,0.0
2018,PER,0.0
2015,PHL,0.0
2016,PHL,0.0
2017,PHL,0.0
2018,PHL,0.0
2015,PNG,0.0
2016,PNG,0.0
2017,PNG,0.0
2018,PNG,0.0
2015,POL,0.0012398954217737
2016,POL,0.0014307592930606
2017,POL,0.0011702693749771
2018,POL,0.0011825121968275
2015,PRI,0.0
2016,PRI,0.0
2017,PRI,7.006494247074849e-06
2018,PRI,0.0
2015,PRK,0.0012160870996781
2016,PRK,0.0013887312678914
2017,PRK,0.0011705277094025
2018,PRK,0.0011895728931151
2015,PRT,0.0012114089520587
2016,PRT,0.0014150561064275
2017,PRT,0.0011577181375998
2018,PRT,0.0011657390585686
