Year,iso_code3,cost_enfu_fuel_crude_usd_per_m3
2017,CAF,367.3625548236649
2018,CAF,367.3625548236649
2019,CAF,367.3625548236649
2020,CAF,367.3625548236649
2015,CAN,302.3194457198352
2016,CAN,302.3194457198352
2017,CAN,302.3194457198352
2018,CAN,302.3194457198352
2019,CAN,302.3194457198352
2020,CAN,302.3194457198352
2015,CHE,337.2280664213112
2016,CHE,337.2280664213112
2017,CHE,337.2280664213112
2018,CHE,337.2280664213112
2019,CHE,337.2280664213112
2020,CHE,337.2280664213112
2015,CHL,367.3625548236649
2016,CHL,367.3625548236649
2017,CHL,367.3625548236649
2018,CHL,367.3625548236649
2019,CHL,367.3625548236649
2020,CHL,367.3625548236649
2015,CHN,367.3625548236649
2016,CHN,367.3625548236649
2017,CHN,367.3625548236649
2018,CHN,367.3625548236649
2019,CHN,367.3625548236649
2020,CHN,367.3625548236649
2015,CIV,367.3625548236649
2016,CIV,367.3625548236649
2017,CIV,367.3625548236649
2018,CIV,367.3625548236649
2019,CIV,367.3625548236649
2020,CIV,367.3625548236649
2015,CMR,367.3625548236649
2016,CMR,367.3625548236649
2017,CMR,367.3625548236649
2018,CMR,367.3625548236649
2019,CMR,367.3625548236649
2020,CMR,367.3625548236649
2015,COD,367.3625548236649
2016,COD,367.3625548236649
2017,COD,367.3625548236649
2018,COD,367.3625548236649
2019,COD,367.3625548236649
2020,COD,367.3625548236649
2015,COG,367.3625548236649
2016,COG,367.3625548236649
2017,COG,367.3625548236649
2018,COG,367.3625548236649
2019,COG,367.3625548236649
2020,COG,367.3625548236649
2015,COL,367.3625548236649
2016,COL,367.3625548236649
2017,COL,367.3625548236649
2018,COL,367.3625548236649
2019,COL,367.3625548236649
2020,COL,367.3625548236649
2015,COM,367.3625548236649
2016,COM,367.3625548236649
2017,COM,367.3625548236649
2018,COM,367.3625548236649
2019,COM,367.3625548236649
2020,COM,367.3625548236649
2015,CPV,367.3625548236649
2016,CPV,367.3625548236649
2017,CPV,367.3625548236649
2018,CPV,367.3625548236649
2019,CPV,367.3625548236649
2020,CPV,367.3625548236649
2015,CRI,367.3625548236649
2016,CRI,367.3625548236649
2017,CRI,367.3625548236649
2018,CRI,367.3625548236649
2019,CRI,367.3625548236649
2020,CRI,367.3625548236649
2015,CUB,367.3625548236649
2016,CUB,367.3625548236649
2017,CUB,367.3625548236649
2018,CUB,367.3625548236649
2019,CUB,367.3625548236649
2020,CUB,367.3625548236649
2015,CUW,367.3625548236649
2016,CUW,367.3625548236649
2017,CUW,367.3625548236649
2018,CUW,367.3625548236649
2019,CUW,367.3625548236649
2020,CUW,367.3625548236649
2015,CYM,367.3625548236649
2016,CYM,367.3625548236649
2017,CYM,367.3625548236649
2018,CYM,367.3625548236649
2019,CYM,367.3625548236649
2020,CYM,367.3625548236649
2015,CYP,367.3625548236649
2016,CYP,367.3625548236649
2017,CYP,367.3625548236649
2018,CYP,367.3625548236649
2019,CYP,367.3625548236649
2020,CYP,367.3625548236649
2015,CZE,367.3625548236649
2016,CZE,367.3625548236649
2017,CZE,367.3625548236649
2018,CZE,367.3625548236649
2019,CZE,367.3625548236649
2020,CZE,367.3625548236649
2015,DEU,336.3574862398341
2016,DEU,336.3574862398341
2017,DEU,336.3574862398341
2018,DEU,336.3574862398341
2019,DEU,336.3574862398341
2020,DEU,336.3574862398341
2015,DJI,367.3625548236649
2016,DJI,367.3625548236649
2017,DJI,367.3625548236649
2018,DJI,367.3625548236649
2019,DJI,367.3625548236649
2020,DJI,367.3625548236649
2015,DMA,367.3625548236649
2016,DMA,367.3625548236649
2017,DMA,367.3625548236649
2018,DMA,367.3625548236649
2019,DMA,367.3625548236649
2020,DMA,367.3625548236649
2015,DNK,355.4306725192154
2016,DNK,355.4306725192154
2017,DNK,355.4306725192154
2018,DNK,355.4306725192154
2019,DNK,355.4306725192154
2020,DNK,355.4306725192154
2015,DOM,367.3625548236649
2016,DOM,367.3625548236649
2017,DOM,367.3625548236649
2018,DOM,367.3625548236649
2019,DOM,367.3625548236649
2020,DOM,367.3625548236649
2015,DZA,367.3625548236649
2016,DZA,367.3625548236649
2017,DZA,367.3625548236649
2018,DZA,367.3625548236649
2019,DZA,367.3625548236649
2020,DZA,367.3625548236649
2015,ECU,367.3625548236649
2016,ECU,367.3625548236649
2017,ECU,367.3625548236649
2018,ECU,367.3625548236649
2019,ECU,367.3625548236649
2020,ECU,367.3625548236649
2015,EGY,367.3625548236649
2016,EGY,367.3625548236649
2017,EGY,367.3625548236649
2018,EGY,367.3625548236649
2019,EGY,367.3625548236649
2020,EGY,367.3625548236649
2015,ERI,367.3625548236649
2016,ERI,367.3625548236649
2017,ERI,367.3625548236649
2018,ERI,367.3625548236649
2019,ERI,367.3625548236649
2020,ERI,367.3625548236649
2015,ESP,421.79689370278703
2016,ESP,421.79689370278703
2017,ESP,421.79689370278703
2018,ESP,421.79689370278703
2019,ESP,421.79689370278703
2020,ESP,421.79689370278703
2015,EST,367.3625548236649
2016,EST,367.3625548236649
2017,EST,367.3625548236649
2018,EST,367.3625548236649
2019,EST,367.3625548236649
2020,EST,367.3625548236649
2015,ETH,367.3625548236649
2016,ETH,367.3625548236649
2017,ETH,367.3625548236649
2018,ETH,367.3625548236649
2019,ETH,367.3625548236649
2020,ETH,367.3625548236649
2015,FIN,309.6305155130608
2016,FIN,309.6305155130608
2017,FIN,309.6305155130608
2018,FIN,309.6305155130608
2019,FIN,309.6305155130608
2020,FIN,309.6305155130608
2015,FJI,367.3625548236649
2016,FJI,367.3625548236649
2017,FJI,367.3625548236649
2018,FJI,367.3625548236649
2019,FJI,367.3625548236649
2020,FJI,367.3625548236649
2015,FRA,365.13676618784086
2016,FRA,365.13676618784086
2017,FRA,365.13676618784086
2018,FRA,365.13676618784086
2019,FRA,365.13676618784086
2020,FRA,365.13676618784086
2015,FRO,367.3625548236649
2016,FRO,367.3625548236649
2017,FRO,367.3625548236649
2018,FRO,367.3625548236649
2019,FRO,367.3625548236649
2020,FRO,367.3625548236649
2015,FSM,367.3625548236649
2016,FSM,367.3625548236649
2017,FSM,367.3625548236649
2018,FSM,367.3625548236649
2019,FSM,367.3625548236649
2020,FSM,367.3625548236649
2015,GAB,367.3625548236649
2016,GAB,367.3625548236649
2017,GAB,367.3625548236649
2018,GAB,367.3625548236649
2019,GAB,367.3625548236649
2020,GAB,367.3625548236649
2015,GBR,370.84089666391753
2016,GBR,370.84089666391753
2017,GBR,370.84089666391753
2018,GBR,370.84089666391753
2019,GBR,370.84089666391753
2020,GBR,370.84089666391753
2015,GEO,367.3625548236649
2016,GEO,367.3625548236649
2017,GEO,367.3625548236649
2018,GEO,367.3625548236649
2019,GEO,367.3625548236649
2020,GEO,367.3625548236649
2015,GHA,367.3625548236649
2016,GHA,367.3625548236649
2017,GHA,367.3625548236649
2018,GHA,367.3625548236649
2019,GHA,367.3625548236649
2020,GHA,367.3625548236649
2015,GIB,367.3625548236649
2016,GIB,367.3625548236649
2017,GIB,367.3625548236649
2018,GIB,367.3625548236649
2019,GIB,367.3625548236649
2020,GIB,367.3625548236649
2015,GIN,367.3625548236649
2016,GIN,367.3625548236649
2017,GIN,367.3625548236649
2018,GIN,367.3625548236649
2019,GIN,367.3625548236649
2020,GIN,367.3625548236649
2015,GMB,367.3625548236649
2016,GMB,367.3625548236649
2017,GMB,367.3625548236649
2018,GMB,367.3625548236649
2019,GMB,367.3625548236649
2020,GMB,367.3625548236649
2015,GNB,367.3625548236649
2016,GNB,367.3625548236649
2017,GNB,367.3625548236649
2018,GNB,367.3625548236649
2019,GNB,367.3625548236649
2020,GNB,367.3625548236649
2015,GNQ,367.3625548236649
2016,GNQ,367.3625548236649
2017,GNQ,367.3625548236649
2018,GNQ,367.3625548236649
2019,GNQ,367.3625548236649
2020,GNQ,367.3625548236649
2015,GRC,482.6738442356923
2016,GRC,482.6738442356923
2017,GRC,482.6738442356923
2018,GRC,482.6738442356923
2019,GRC,482.6738442356923
2020,GRC,482.6738442356923
2015,GRD,367.3625548236649
2016,GRD,367.3625548236649
2017,GRD,367.3625548236649
2018,GRD,367.3625548236649
2019,GRD,367.3625548236649
2020,GRD,367.3625548236649
2015,GRL,367.3625548236649
2016,GRL,367.3625548236649
2017,GRL,367.3625548236649
2018,GRL,367.3625548236649
2019,GRL,367.3625548236649
2020,GRL,367.3625548236649
2015,GTM,367.3625548236649
2016,GTM,367.3625548236649
2017,GTM,367.3625548236649
2018,GTM,367.3625548236649
2019,GTM,367.3625548236649
2020,GTM,367.3625548236649
2015,GUM,367.3625548236649
2016,GUM,367.3625548236649
2017,GUM,367.3625548236649
2018,GUM,367.3625548236649
2019,GUM,367.3625548236649
2020,GUM,367.3625548236649
2015,GUY,367.3625548236649
2016,GUY,367.3625548236649
2017,GUY,367.3625548236649
2018,GUY,367.3625548236649
2019,GUY,367.3625548236649
2020,GUY,367.3625548236649
2015,HKG,367.3625548236649
2016,HKG,367.3625548236649
2017,HKG,367.3625548236649
2018,HKG,367.3625548236649
2019,HKG,367.3625548236649
2020,HKG,367.3625548236649
2015,HND,367.3625548236649
2016,HND,367.3625548236649
2017,HND,367.3625548236649
2018,HND,367.3625548236649
2019,HND,367.3625548236649
2020,HND,367.3625548236649
2015,HRV,367.3625548236649
2016,HRV,367.3625548236649
2017,HRV,367.3625548236649
2018,HRV,367.3625548236649
2019,HRV,367.3625548236649
2020,HRV,367.3625548236649
2015,HTI,367.3625548236649
2016,HTI,367.3625548236649
2017,HTI,367.3625548236649
2018,HTI,367.3625548236649
2019,HTI,367.3625548236649
2020,HTI,367.3625548236649
2015,HUN,713.4070360809768
2016,HUN,713.4070360809768
2017,HUN,713.4070360809768
2018,HUN,713.4070360809768
2019,HUN,713.4070360809768
2020,HUN,713.4070360809768
2015,IDN,367.3625548236649
2016,IDN,367.3625548236649
2017,IDN,367.3625548236649
2018,IDN,367.3625548236649
2019,IDN,367.3625548236649
2020,IDN,367.3625548236649
2015,IMN,367.3625548236649
2016,IMN,367.3625548236649
2017,IMN,367.3625548236649
2018,IMN,367.3625548236649
2019,IMN,367.3625548236649
2020,IMN,367.3625548236649
2015,IND,367.3625548236649
2016,IND,367.3625548236649
2017,IND,367.3625548236649
2018,IND,367.3625548236649
2019,IND,367.3625548236649
2020,IND,367.3625548236649
2015,IRL,564.7956568388846
2016,IRL,564.7956568388846
2017,IRL,564.7956568388846
2018,IRL,564.7956568388846
2019,IRL,564.7956568388846
2020,IRL,564.7956568388846
2015,IRN,367.3625548236649
2016,IRN,367.3625548236649
2017,IRN,367.3625548236649
2018,IRN,367.3625548236649
2019,IRN,367.3625548236649
2020,IRN,367.3625548236649
2015,IRQ,367.3625548236649
2016,IRQ,367.3625548236649
2017,IRQ,367.3625548236649
2018,IRQ,367.3625548236649
2019,IRQ,367.3625548236649
2020,IRQ,367.3625548236649
2015,ISL,367.3625548236649
2016,ISL,367.3625548236649
2017,ISL,367.3625548236649
2018,ISL,367.3625548236649
2019,ISL,367.3625548236649
2020,ISL,367.3625548236649
2015,ISR,413.2099279699163
2016,ISR,413.2099279699163
2017,ISR,413.2099279699163
2018,ISR,413.2099279699163
2019,ISR,413.2099279699163
2020,ISR,413.2099279699163
2015,ITA,411.0682264206351
2016,ITA,411.0682264206351
2017,ITA,411.0682264206351
2018,ITA,411.0682264206351
2019,ITA,411.0682264206351
2020,ITA,411.0682264206351
2015,JAM,367.3625548236649
2016,JAM,367.3625548236649
2017,JAM,367.3625548236649
2018,JAM,367.3625548236649
2019,JAM,367.3625548236649
2020,JAM,367.3625548236649
2015,JOR,367.3625548236649
2016,JOR,367.3625548236649
2017,JOR,367.3625548236649
2018,JOR,367.3625548236649
2019,JOR,367.3625548236649
2020,JOR,367.3625548236649
2015,JPN,454.8725743818677
2016,JPN,454.8725743818677
2017,JPN,454.8725743818677
2018,JPN,454.8725743818677
2019,JPN,454.8725743818677
2020,JPN,454.8725743818677
2015,KAZ,367.3625548236649
2016,KAZ,367.3625548236649
2017,KAZ,367.3625548236649
2018,KAZ,367.3625548236649
2019,KAZ,367.3625548236649
2020,KAZ,367.3625548236649
2015,KEN,367.3625548236649
2016,KEN,367.3625548236649
2017,KEN,367.3625548236649
2018,KEN,367.3625548236649
2019,KEN,367.3625548236649
2020,KEN,367.3625548236649
2015,KGZ,367.3625548236649
2016,KGZ,367.3625548236649
2017,KGZ,367.3625548236649
2018,KGZ,367.3625548236649
2019,KGZ,367.3625548236649
2020,KGZ,367.3625548236649
2015,KHM,367.3625548236649
2016,KHM,367.3625548236649
2017,KHM,367.3625548236649
2018,KHM,367.3625548236649
2019,KHM,367.3625548236649
2020,KHM,367.3625548236649
2015,KIR,367.3625548236649
2016,KIR,367.3625548236649
2017,KIR,367.3625548236649
2018,KIR,367.3625548236649
2019,KIR,367.3625548236649
2020,KIR,367.3625548236649
2015,KNA,367.3625548236649
2016,KNA,367.3625548236649
2017,KNA,367.3625548236649
2018,KNA,367.3625548236649
2019,KNA,367.3625548236649
2020,KNA,367.3625548236649
2015,KOR,568.2652451306948
2016,KOR,568.2652451306948
2017,KOR,568.2652451306948
2018,KOR,568.2652451306948
2019,KOR,568.2652451306948
2020,KOR,568.2652451306948
2015,KWT,367.3625548236649
2016,KWT,367.3625548236649
2017,KWT,367.3625548236649
2018,KWT,367.3625548236649
2019,KWT,367.3625548236649
2020,KWT,367.3625548236649
2015,LAO,367.3625548236649
2016,LAO,367.3625548236649
2017,LAO,367.3625548236649
2018,LAO,367.3625548236649
2019,LAO,367.3625548236649
2020,LAO,367.3625548236649
2015,LBN,367.3625548236649
2016,LBN,367.3625548236649
2017,LBN,367.3625548236649
2018,LBN,367.3625548236649
2019,LBN,367.3625548236649
2020,LBN,367.3625548236649
2015,LBR,367.3625548236649
2016,LBR,367.3625548236649
2017,LBR,367.3625548236649
2018,LBR,367.3625548236649
2019,LBR,367.3625548236649
2020,LBR,367.3625548236649
2015,LBY,367.3625548236649
2016,LBY,367.3625548236649
2017,LBY,367.3625548236649
2018,LBY,367.3625548236649
2019,LBY,367.3625548236649
2020,LBY,367.3625548236649
2015,LCA,367.3625548236649
2016,LCA,367.3625548236649
2017,LCA,367.3625548236649
2018,LCA,367.3625548236649
2019,LCA,367.3625548236649
2020,LCA,367.3625548236649
2015,LIE,367.3625548236649
2016,LIE,367.3625548236649
2017,LIE,367.3625548236649
2018,LIE,367.3625548236649
2019,LIE,367.3625548236649
2020,LIE,367.3625548236649
2015,LKA,367.3625548236649
2016,LKA,367.3625548236649
2017,LKA,367.3625548236649
2018,LKA,367.3625548236649
2019,LKA,367.3625548236649
2020,LKA,367.3625548236649
2015,LSO,367.3625548236649
2016,LSO,367.3625548236649
2017,LSO,367.3625548236649
2018,LSO,367.3625548236649
2019,LSO,367.3625548236649
2020,LSO,367.3625548236649
2015,LTU,558.0482625438715
2016,LTU,558.0482625438715
2017,LTU,558.0482625438715
2018,LTU,558.0482625438715
2019,LTU,558.0482625438715
2020,LTU,558.0482625438715
2015,LUX,367.3625548236649
2016,LUX,367.3625548236649
2017,LUX,367.3625548236649
2018,LUX,367.3625548236649
2019,LUX,367.3625548236649
2020,LUX,367.3625548236649
2015,LVA,367.3625548236649
2016,LVA,367.3625548236649
2017,LVA,367.3625548236649
2018,LVA,367.3625548236649
2019,LVA,367.3625548236649
2020,LVA,367.3625548236649
2015,MAC,367.3625548236649
2016,MAC,367.3625548236649
2017,MAC,367.3625548236649
2018,MAC,367.3625548236649
2019,MAC,367.3625548236649
2020,MAC,367.3625548236649
2015,MAF,367.3625548236649
2016,MAF,367.3625548236649
2017,MAF,367.3625548236649
2018,MAF,367.3625548236649
2019,MAF,367.3625548236649
2020,MAF,367.3625548236649
2015,MAR,367.3625548236649
2016,MAR,367.3625548236649
2017,MAR,367.3625548236649
2018,MAR,367.3625548236649
2019,MAR,367.3625548236649
2020,MAR,367.3625548236649
2015,MCO,367.3625548236649
2016,MCO,367.3625548236649
2017,MCO,367.3625548236649
2018,MCO,367.3625548236649
2019,MCO,367.3625548236649
2020,MCO,367.3625548236649
2015,MDA,367.3625548236649
2016,MDA,367.3625548236649
2017,MDA,367.3625548236649
2018,MDA,367.3625548236649
2019,MDA,367.3625548236649
2020,MDA,367.3625548236649
2015,MDG,367.3625548236649
2016,MDG,367.3625548236649
2017,MDG,367.3625548236649
2018,MDG,367.3625548236649
2019,MDG,367.3625548236649
2020,MDG,367.3625548236649
2015,MDV,367.3625548236649
2016,MDV,367.3625548236649
2017,MDV,367.3625548236649
2018,MDV,367.3625548236649
2019,MDV,367.3625548236649
2020,MDV,367.3625548236649
2015,MEX,445.1294770766439
2016,MEX,445.1294770766439
2017,MEX,445.1294770766439
2018,MEX,445.1294770766439
2019,MEX,445.1294770766439
2020,MEX,445.1294770766439
2015,MHL,367.3625548236649
2016,MHL,367.3625548236649
2017,MHL,367.3625548236649
2018,MHL,367.3625548236649
2019,MHL,367.3625548236649
2020,MHL,367.3625548236649
2015,MKD,367.3625548236649
2016,MKD,367.3625548236649
2017,MKD,367.3625548236649
2018,MKD,367.3625548236649
2019,MKD,367.3625548236649
2020,MKD,367.3625548236649
2015,MLI,367.3625548236649
2016,MLI,367.3625548236649
2017,MLI,367.3625548236649
2018,MLI,367.3625548236649
2019,MLI,367.3625548236649
2020,MLI,367.3625548236649
2015,MLT,367.3625548236649
2016,MLT,367.3625548236649
2017,MLT,367.3625548236649
2018,MLT,367.3625548236649
2019,MLT,367.3625548236649
2020,MLT,367.3625548236649
2015,MMR,367.3625548236649
2016,MMR,367.3625548236649
2017,MMR,367.3625548236649
2018,MMR,367.3625548236649
2019,MMR,367.3625548236649
2020,MMR,367.3625548236649
2015,MNE,367.3625548236649
2016,MNE,367.3625548236649
2017,MNE,367.3625548236649
2018,MNE,367.3625548236649
2019,MNE,367.3625548236649
2020,MNE,367.3625548236649
2015,MNG,367.3625548236649
2016,MNG,367.3625548236649
2017,MNG,367.3625548236649
2018,MNG,367.3625548236649
2019,MNG,367.3625548236649
2020,MNG,367.3625548236649
2015,MNP,367.3625548236649
2016,MNP,367.3625548236649
2017,MNP,367.3625548236649
2018,MNP,367.3625548236649
2019,MNP,367.3625548236649
2020,MNP,367.3625548236649
2015,MOZ,367.3625548236649
2016,MOZ,367.3625548236649
2017,MOZ,367.3625548236649
2018,MOZ,367.3625548236649
2019,MOZ,367.3625548236649
2020,MOZ,367.3625548236649
2015,MRT,367.3625548236649
2016,MRT,367.3625548236649
2017,MRT,367.3625548236649
2018,MRT,367.3625548236649
2019,MRT,367.3625548236649
2020,MRT,367.3625548236649
2015,MUS,367.3625548236649
2016,MUS,367.3625548236649
2017,MUS,367.3625548236649
2018,MUS,367.3625548236649
2019,MUS,367.3625548236649
2020,MUS,367.3625548236649
2015,MWI,367.3625548236649
2016,MWI,367.3625548236649
2017,MWI,367.3625548236649
2018,MWI,367.3625548236649
2019,MWI,367.3625548236649
2020,MWI,367.3625548236649
2015,MYS,367.3625548236649
2016,MYS,367.3625548236649
2017,MYS,367.3625548236649
2018,MYS,367.3625548236649
2019,MYS,367.3625548236649
2020,MYS,367.3625548236649
2015,NAM,367.3625548236649
2016,NAM,367.3625548236649
2017,NAM,367.3625548236649
2018,NAM,367.3625548236649
2019,NAM,367.3625548236649
2020,NAM,367.3625548236649
2015,NCL,367.3625548236649
2016,NCL,367.3625548236649
2017,NCL,367.3625548236649
2018,NCL,367.3625548236649
2019,NCL,367.3625548236649
2020,NCL,367.3625548236649
2015,NER,367.3625548236649
2016,NER,367.3625548236649
2017,NER,367.3625548236649
2018,NER,367.3625548236649
2019,NER,367.3625548236649
2020,NER,367.3625548236649
2015,NGA,367.3625548236649
2016,NGA,367.3625548236649
2017,NGA,367.3625548236649
2018,NGA,367.3625548236649
2019,NGA,367.3625548236649
2020,NGA,367.3625548236649
2015,NIC,367.3625548236649
2016,NIC,367.3625548236649
2017,NIC,367.3625548236649
2018,NIC,367.3625548236649
2019,NIC,367.3625548236649
2020,NIC,367.3625548236649
2015,NLD,391.6090882326464
2016,NLD,391.6090882326464
2017,NLD,391.6090882326464
2018,NLD,391.6090882326464
2019,NLD,391.6090882326464
2020,NLD,391.6090882326464
2015,NOR,367.3625548236649
2016,NOR,367.3625548236649
2017,NOR,367.3625548236649
2018,NOR,367.3625548236649
2019,NOR,367.3625548236649
2020,NOR,367.3625548236649
2015,NPL,367.3625548236649
2016,NPL,367.3625548236649
2017,NPL,367.3625548236649
2018,NPL,367.3625548236649
2019,NPL,367.3625548236649
2020,NPL,367.3625548236649
2015,NRU,367.3625548236649
2016,NRU,367.3625548236649
2017,NRU,367.3625548236649
2018,NRU,367.3625548236649
2019,NRU,367.3625548236649
2020,NRU,367.3625548236649
2015,NZL,307.62197403404053
2016,NZL,307.62197403404053
2017,NZL,307.62197403404053
2018,NZL,307.62197403404053
2019,NZL,307.62197403404053
2020,NZL,307.62197403404053
2015,OMN,367.3625548236649
2016,OMN,367.3625548236649
2017,OMN,367.3625548236649
2018,OMN,367.3625548236649
2019,OMN,367.3625548236649
2020,OMN,367.3625548236649
2015,PAK,367.3625548236649
2016,PAK,367.3625548236649
2017,PAK,367.3625548236649
2018,PAK,367.3625548236649
2019,PAK,367.3625548236649
2020,PAK,367.3625548236649
2015,PAN,367.3625548236649
2016,PAN,367.3625548236649
2017,PAN,367.3625548236649
2018,PAN,367.3625548236649
2019,PAN,367.3625548236649
2020,PAN,367.3625548236649
2015,PER,367.3625548236649
2016,PER,367.3625548236649
2017,PER,367.3625548236649
2018,PER,367.3625548236649
2019,PER,367.3625548236649
2020,PER,367.3625548236649
2015,PHL,367.3625548236649
2016,PHL,367.3625548236649
2017,PHL,367.3625548236649
2018,PHL,367.3625548236649
2019,PHL,367.3625548236649
2020,PHL,367.3625548236649
2015,PLW,367.3625548236649
2016,PLW,367.3625548236649
2017,PLW,367.3625548236649
2018,PLW,367.3625548236649
2019,PLW,367.3625548236649
2020,PLW,367.3625548236649
2015,PNG,367.3625548236649
2016,PNG,367.3625548236649
2017,PNG,367.3625548236649
2018,PNG,367.3625548236649
2019,PNG,367.3625548236649
2020,PNG,367.3625548236649
