iso_code3,Nation,pop_lvst_initial_cattle_nondairy,Year
GNQ,Equatorial Guinea,5488,2046
GNQ,Equatorial Guinea,5488,2047
GNQ,Equatorial Guinea,5488,2048
GNQ,Equatorial Guinea,5488,2049
GNQ,Equatorial Guinea,5488,2050
ERI,Eritrea,2140811,2023
ERI,Eritrea,2140811,2024
ERI,Eritrea,2140811,2025
ERI,Eritrea,2140811,2026
ERI,Eritrea,2140811,2027
ERI,Eritrea,2140811,2028
ERI,Eritrea,2140811,2029
ERI,Eritrea,2140811,2030
ERI,Eritrea,2140811,2031
ERI,Eritrea,2140811,2032
ERI,Eritrea,2140811,2033
ERI,Eritrea,2140811,2034
ERI,Eritrea,2140811,2035
ERI,Eritrea,2140811,2036
ERI,Eritrea,2140811,2037
ERI,Eritrea,2140811,2038
ERI,Eritrea,2140811,2039
ERI,Eritrea,2140811,2040
ERI,Eritrea,2140811,2041
ERI,Eritrea,2140811,2042
ERI,Eritrea,2140811,2043
ERI,Eritrea,2140811,2044
ERI,Eritrea,2140811,2045
ERI,Eritrea,2140811,2046
ERI,Eritrea,2140811,2047
ERI,Eritrea,2140811,2048
ERI,Eritrea,2140811,2049
ERI,Eritrea,2140811,2050
EST,Estonia,249620,2023
EST,Estonia,249620,2024
EST,Estonia,249620,2025
EST,Estonia,249620,2026
EST,Estonia,249620,2027
EST,Estonia,249620,2028
EST,Estonia,249620,2029
EST,Estonia,249620,2030
EST,Estonia,249620,2031
EST,Estonia,249620,2032
EST,Estonia,249620,2033
EST,Estonia,249620,2034
EST,Estonia,249620,2035
EST,Estonia,249620,2036
EST,Estonia,249620,2037
EST,Estonia,249620,2038
EST,Estonia,249620,2039
EST,Estonia,249620,2040
EST,Estonia,249620,2041
EST,Estonia,249620,2042
EST,Estonia,249620,2043
EST,Estonia,249620,2044
EST,Estonia,249620,2045
EST,Estonia,249620,2046
EST,Estonia,249620,2047
EST,Estonia,249620,2048
EST,Estonia,249620,2049
EST,Estonia,249620,2050
SWZ,Eswatini,608371,2023
SWZ,Eswatini,608371,2024
SWZ,Eswatini,608371,2025
SWZ,Eswatini,608371,2026
SWZ,Eswatini,608371,2027
SWZ,Eswatini,608371,2028
SWZ,Eswatini,608371,2029
SWZ,Eswatini,608371,2030
SWZ,Eswatini,608371,2031
SWZ,Eswatini,608371,2032
SWZ,Eswatini,608371,2033
SWZ,Eswatini,608371,2034
SWZ,Eswatini,608371,2035
SWZ,Eswatini,608371,2036
SWZ,Eswatini,608371,2037
SWZ,Eswatini,608371,2038
SWZ,Eswatini,608371,2039
SWZ,Eswatini,608371,2040
SWZ,Eswatini,608371,2041
SWZ,Eswatini,608371,2042
SWZ,Eswatini,608371,2043
SWZ,Eswatini,608371,2044
SWZ,Eswatini,608371,2045
SWZ,Eswatini,608371,2046
SWZ,Eswatini,608371,2047
SWZ,Eswatini,608371,2048
SWZ,Eswatini,608371,2049
SWZ,Eswatini,608371,2050
ETH,Ethiopia,67961433,2023
ETH,Ethiopia,67961433,2024
ETH,Ethiopia,67961433,2025
ETH,Ethiopia,67961433,2026
ETH,Ethiopia,67961433,2027
ETH,Ethiopia,67961433,2028
ETH,Ethiopia,67961433,2029
ETH,Ethiopia,67961433,2030
ETH,Ethiopia,67961433,2031
ETH,Ethiopia,67961433,2032
ETH,Ethiopia,67961433,2033
ETH,Ethiopia,67961433,2034
ETH,Ethiopia,67961433,2035
ETH,Ethiopia,67961433,2036
ETH,Ethiopia,67961433,2037
ETH,Ethiopia,67961433,2038
ETH,Ethiopia,67961433,2039
ETH,Ethiopia,67961433,2040
ETH,Ethiopia,67961433,2041
ETH,Ethiopia,67961433,2042
ETH,Ethiopia,67961433,2043
ETH,Ethiopia,67961433,2044
ETH,Ethiopia,67961433,2045
ETH,Ethiopia,67961433,2046
ETH,Ethiopia,67961433,2047
ETH,Ethiopia,67961433,2048
ETH,Ethiopia,67961433,2049
ETH,Ethiopia,67961433,2050
FRO,Faroe Islands,2050,2023
FRO,Faroe Islands,2050,2024
FRO,Faroe Islands,2050,2025
FRO,Faroe Islands,2050,2026
FRO,Faroe Islands,2050,2027
FRO,Faroe Islands,2050,2028
FRO,Faroe Islands,2050,2029
FRO,Faroe Islands,2050,2030
FRO,Faroe Islands,2050,2031
FRO,Faroe Islands,2050,2032
FRO,Faroe Islands,2050,2033
FRO,Faroe Islands,2050,2034
FRO,Faroe Islands,2050,2035
FRO,Faroe Islands,2050,2036
FRO,Faroe Islands,2050,2037
FRO,Faroe Islands,2050,2038
FRO,Faroe Islands,2050,2039
FRO,Faroe Islands,2050,2040
FRO,Faroe Islands,2050,2041
FRO,Faroe Islands,2050,2042
FRO,Faroe Islands,2050,2043
FRO,Faroe Islands,2050,2044
FRO,Faroe Islands,2050,2045
FRO,Faroe Islands,2050,2046
FRO,Faroe Islands,2050,2047
FRO,Faroe Islands,2050,2048
FRO,Faroe Islands,2050,2049
FRO,Faroe Islands,2050,2050
FJI,Fiji,71608,2023
FJI,Fiji,71608,2024
FJI,Fiji,71608,2025
FJI,Fiji,71608,2026
FJI,Fiji,71608,2027
FJI,Fiji,71608,2028
FJI,Fiji,71608,2029
FJI,Fiji,71608,2030
FJI,Fiji,71608,2031
FJI,Fiji,71608,2032
FJI,Fiji,71608,2033
FJI,Fiji,71608,2034
FJI,Fiji,71608,2035
FJI,Fiji,71608,2036
FJI,Fiji,71608,2037
FJI,Fiji,71608,2038
FJI,Fiji,71608,2039
FJI,Fiji,71608,2040
FJI,Fiji,71608,2041
FJI,Fiji,71608,2042
FJI,Fiji,71608,2043
FJI,Fiji,71608,2044
FJI,Fiji,71608,2045
FJI,Fiji,71608,2046
FJI,Fiji,71608,2047
FJI,Fiji,71608,2048
FJI,Fiji,71608,2049
FJI,Fiji,71608,2050
FIN,Finland,821970,2023
FIN,Finland,821970,2024
FIN,Finland,821970,2025
FIN,Finland,821970,2026
FIN,Finland,821970,2027
FIN,Finland,821970,2028
FIN,Finland,821970,2029
FIN,Finland,821970,2030
FIN,Finland,821970,2031
FIN,Finland,821970,2032
FIN,Finland,821970,2033
FIN,Finland,821970,2034
FIN,Finland,821970,2035
FIN,Finland,821970,2036
FIN,Finland,821970,2037
FIN,Finland,821970,2038
FIN,Finland,821970,2039
FIN,Finland,821970,2040
FIN,Finland,821970,2041
FIN,Finland,821970,2042
FIN,Finland,821970,2043
FIN,Finland,821970,2044
FIN,Finland,821970,2045
FIN,Finland,821970,2046
FIN,Finland,821970,2047
FIN,Finland,821970,2048
FIN,Finland,821970,2049
FIN,Finland,821970,2050
FRA,France,16986190,2023
FRA,France,16986190,2024
FRA,France,16986190,2025
FRA,France,16986190,2026
FRA,France,16986190,2027
FRA,France,16986190,2028
FRA,France,16986190,2029
FRA,France,16986190,2030
FRA,France,16986190,2031
FRA,France,16986190,2032
FRA,France,16986190,2033
FRA,France,16986190,2034
FRA,France,16986190,2035
FRA,France,16986190,2036
FRA,France,16986190,2037
FRA,France,16986190,2038
FRA,France,16986190,2039
FRA,France,16986190,2040
FRA,France,16986190,2041
FRA,France,16986190,2042
FRA,France,16986190,2043
FRA,France,16986190,2044
FRA,France,16986190,2045
FRA,France,16986190,2046
FRA,France,16986190,2047
FRA,France,16986190,2048
FRA,France,16986190,2049
FRA,France,16986190,2050
PYF,French Polynesia,7543,2023
PYF,French Polynesia,7543,2024
PYF,French Polynesia,7543,2025
PYF,French Polynesia,7543,2026
PYF,French Polynesia,7543,2027
PYF,French Polynesia,7543,2028
PYF,French Polynesia,7543,2029
PYF,French Polynesia,7543,2030
PYF,French Polynesia,7543,2031
PYF,French Polynesia,7543,2032
PYF,French Polynesia,7543,2033
PYF,French Polynesia,7543,2034
PYF,French Polynesia,7543,2035
PYF,French Polynesia,7543,2036
PYF,French Polynesia,7543,2037
PYF,French Polynesia,7543,2038
PYF,French Polynesia,7543,2039
PYF,French Polynesia,7543,2040
PYF,French Polynesia,7543,2041
PYF,French Polynesia,7543,2042
PYF,French Polynesia,7543,2043
PYF,French Polynesia,7543,2044
PYF,French Polynesia,7543,2045
PYF,French Polynesia,7543,2046
PYF,French Polynesia,7543,2047
PYF,French Polynesia,7543,2048
PYF,French Polynesia,7543,2049
PYF,French Polynesia,7543,2050
GAB,Gabon,39579,2023
GAB,Gabon,39579,2024
GAB,Gabon,39579,2025
GAB,Gabon,39579,2026
GAB,Gabon,39579,2027
GAB,Gabon,39579,2028
GAB,Gabon,39579,2029
GAB,Gabon,39579,2030
GAB,Gabon,39579,2031
GAB,Gabon,39579,2032
GAB,Gabon,39579,2033
GAB,Gabon,39579,2034
GAB,Gabon,39579,2035
GAB,Gabon,39579,2036
GAB,Gabon,39579,2037
GAB,Gabon,39579,2038
GAB,Gabon,39579,2039
GAB,Gabon,39579,2040
GAB,Gabon,39579,2041
GAB,Gabon,39579,2042
GAB,Gabon,39579,2043
GAB,Gabon,39579,2044
GAB,Gabon,39579,2045
GAB,Gabon,39579,2046
GAB,Gabon,39579,2047
GAB,Gabon,39579,2048
GAB,Gabon,39579,2049
GAB,Gabon,39579,2050
GMB,Gambia,281430,2023
GMB,Gambia,281430,2024
GMB,Gambia,281430,2025
GMB,Gambia,281430,2026
GMB,Gambia,281430,2027
GMB,Gambia,281430,2028
GMB,Gambia,281430,2029
GMB,Gambia,281430,2030
GMB,Gambia,281430,2031
GMB,Gambia,281430,2032
GMB,Gambia,281430,2033
GMB,Gambia,281430,2034
GMB,Gambia,281430,2035
GMB,Gambia,281430,2036
GMB,Gambia,281430,2037
GMB,Gambia,281430,2038
GMB,Gambia,281430,2039
GMB,Gambia,281430,2040
GMB,Gambia,281430,2041
GMB,Gambia,281430,2042
GMB,Gambia,281430,2043
GMB,Gambia,281430,2044
GMB,Gambia,281430,2045
GMB,Gambia,281430,2046
GMB,Gambia,281430,2047
GMB,Gambia,281430,2048
GMB,Gambia,281430,2049
GMB,Gambia,281430,2050
GEO,Georgia,928600,2023
GEO,Georgia,928600,2024
GEO,Georgia,928600,2025
GEO,Georgia,928600,2026
GEO,Georgia,928600,2027
GEO,Georgia,928600,2028
GEO,Georgia,928600,2029
GEO,Georgia,928600,2030
GEO,Georgia,928600,2031
GEO,Georgia,928600,2032
GEO,Georgia,928600,2033
GEO,Georgia,928600,2034
GEO,Georgia,928600,2035
GEO,Georgia,928600,2036
GEO,Georgia,928600,2037
GEO,Georgia,928600,2038
GEO,Georgia,928600,2039
GEO,Georgia,928600,2040
GEO,Georgia,928600,2041
GEO,Georgia,928600,2042
GEO,Georgia,928600,2043
GEO,Georgia,928600,2044
GEO,Georgia,928600,2045
GEO,Georgia,928600,2046
GEO,Georgia,928600,2047
GEO,Georgia,928600,2048
GEO,Georgia,928600,2049
GEO,Georgia,928600,2050
DEU,Germany,10996960,2023
DEU,Germany,10996960,2024
DEU,Germany,10996960,2025
DEU,Germany,10996960,2026
DEU,Germany,10996960,2027
DEU,Germany,10996960,2028
DEU,Germany,10996960,2029
DEU,Germany,10996960,2030
DEU,Germany,10996960,2031
DEU,Germany,10996960,2032
DEU,Germany,10996960,2033
DEU,Germany,10996960,2034
DEU,Germany,10996960,2035
DEU,Germany,10996960,2036
DEU,Germany,10996960,2037
DEU,Germany,10996960,2038
DEU,Germany,10996960,2039
DEU,Germany,10996960,2040
DEU,Germany,10996960,2041
DEU,Germany,10996960,2042
DEU,Germany,10996960,2043
DEU,Germany,10996960,2044
DEU,Germany,10996960,2045
DEU,Germany,10996960,2046
DEU,Germany,10996960,2047
DEU,Germany,10996960,2048
DEU,Germany,10996960,2049
DEU,Germany,10996960,2050
GHA,Ghana,2238857,2023
GHA,Ghana,2238857,2024
GHA,Ghana,2238857,2025
GHA,Ghana,2238857,2026
GHA,Ghana,2238857,2027
GHA,Ghana,2238857,2028
GHA,Ghana,2238857,2029
GHA,Ghana,2238857,2030
GHA,Ghana,2238857,2031
GHA,Ghana,2238857,2032
GHA,Ghana,2238857,2033
GHA,Ghana,2238857,2034
GHA,Ghana,2238857,2035
GHA,Ghana,2238857,2036
GHA,Ghana,2238857,2037
GHA,Ghana,2238857,2038
GHA,Ghana,2238857,2039
GHA,Ghana,2238857,2040
GHA,Ghana,2238857,2041
GHA,Ghana,2238857,2042
GHA,Ghana,2238857,2043
GHA,Ghana,2238857,2044
GHA,Ghana,2238857,2045
GHA,Ghana,2238857,2046
GHA,Ghana,2238857,2047
GHA,Ghana,2238857,2048
GHA,Ghana,2238857,2049
GHA,Ghana,2238857,2050
GRC,Greece,581600,2023
GRC,Greece,581600,2024
GRC,Greece,581600,2025
GRC,Greece,581600,2026
GRC,Greece,581600,2027
GRC,Greece,581600,2028
GRC,Greece,581600,2029
GRC,Greece,581600,2030
GRC,Greece,581600,2031
GRC,Greece,581600,2032
GRC,Greece,581600,2033
GRC,Greece,581600,2034
GRC,Greece,581600,2035
GRC,Greece,581600,2036
GRC,Greece,581600,2037
GRC,Greece,581600,2038
GRC,Greece,581600,2039
GRC,Greece,581600,2040
GRC,Greece,581600,2041
GRC,Greece,581600,2042
GRC,Greece,581600,2043
GRC,Greece,581600,2044
GRC,Greece,581600,2045
GRC,Greece,581600,2046
GRC,Greece,581600,2047
GRC,Greece,581600,2048
GRC,Greece,581600,2049
GRC,Greece,581600,2050
GRD,Grenada,4559,2023
GRD,Grenada,4559,2024
GRD,Grenada,4559,2025
GRD,Grenada,4559,2026
GRD,Grenada,4559,2027
GRD,Grenada,4559,2028
GRD,Grenada,4559,2029
GRD,Grenada,4559,2030
GRD,Grenada,4559,2031
GRD,Grenada,4559,2032
GRD,Grenada,4559,2033
GRD,Grenada,4559,2034
GRD,Grenada,4559,2035
GRD,Grenada,4559,2036
GRD,Grenada,4559,2037
GRD,Grenada,4559,2038
GRD,Grenada,4559,2039
GRD,Grenada,4559,2040
GRD,Grenada,4559,2041
GRD,Grenada,4559,2042
GRD,Grenada,4559,2043
GRD,Grenada,4559,2044
GRD,Grenada,4559,2045
GRD,Grenada,4559,2046
GRD,Grenada,4559,2047
GRD,Grenada,4559,2048
GRD,Grenada,4559,2049
GRD,Grenada,4559,2050
GTM,Guatemala,4171859,2023
GTM,Guatemala,4171859,2024
GTM,Guatemala,4171859,2025
GTM,Guatemala,4171859,2026
GTM,Guatemala,4171859,2027
GTM,Guatemala,4171859,2028
GTM,Guatemala,4171859,2029
GTM,Guatemala,4171859,2030
GTM,Guatemala,4171859,2031
GTM,Guatemala,4171859,2032
GTM,Guatemala,4171859,2033
GTM,Guatemala,4171859,2034
GTM,Guatemala,4171859,2035
GTM,Guatemala,4171859,2036
GTM,Guatemala,4171859,2037
GTM,Guatemala,4171859,2038
GTM,Guatemala,4171859,2039
GTM,Guatemala,4171859,2040
GTM,Guatemala,4171859,2041
GTM,Guatemala,4171859,2042
GTM,Guatemala,4171859,2043
GTM,Guatemala,4171859,2044
GTM,Guatemala,4171859,2045
GTM,Guatemala,4171859,2046
GTM,Guatemala,4171859,2047
GTM,Guatemala,4171859,2048
GTM,Guatemala,4171859,2049
GTM,Guatemala,4171859,2050
GIN,Guinea,9310926,2023
GIN,Guinea,9310926,2024
GIN,Guinea,9310926,2025
GIN,Guinea,9310926,2026
GIN,Guinea,9310926,2027
GIN,Guinea,9310926,2028
GIN,Guinea,9310926,2029
GIN,Guinea,9310926,2030
GIN,Guinea,9310926,2031
GIN,Guinea,9310926,2032
GIN,Guinea,9310926,2033
GIN,Guinea,9310926,2034
GIN,Guinea,9310926,2035
GIN,Guinea,9310926,2036
GIN,Guinea,9310926,2037
GIN,Guinea,9310926,2038
GIN,Guinea,9310926,2039
GIN,Guinea,9310926,2040
GIN,Guinea,9310926,2041
GIN,Guinea,9310926,2042
GIN,Guinea,9310926,2043
GIN,Guinea,9310926,2044
GIN,Guinea,9310926,2045
GIN,Guinea,9310926,2046
GIN,Guinea,9310926,2047
GIN,Guinea,9310926,2048
GIN,Guinea,9310926,2049
GIN,Guinea,9310926,2050
GNB,Guinea-Bissau,734635,2023
GNB,Guinea-Bissau,734635,2024
GNB,Guinea-Bissau,734635,2025
GNB,Guinea-Bissau,734635,2026
GNB,Guinea-Bissau,734635,2027
GNB,Guinea-Bissau,734635,2028
GNB,Guinea-Bissau,734635,2029
GNB,Guinea-Bissau,734635,2030
GNB,Guinea-Bissau,734635,2031
GNB,Guinea-Bissau,734635,2032
GNB,Guinea-Bissau,734635,2033
GNB,Guinea-Bissau,734635,2034
GNB,Guinea-Bissau,734635,2035
GNB,Guinea-Bissau,734635,2036
GNB,Guinea-Bissau,734635,2037
GNB,Guinea-Bissau,734635,2038
GNB,Guinea-Bissau,734635,2039
GNB,Guinea-Bissau,734635,2040
GNB,Guinea-Bissau,734635,2041
GNB,Guinea-Bissau,734635,2042
GNB,Guinea-Bissau,734635,2043
GNB,Guinea-Bissau,734635,2044
GNB,Guinea-Bissau,734635,2045
GNB,Guinea-Bissau,734635,2046
GNB,Guinea-Bissau,734635,2047
GNB,Guinea-Bissau,734635,2048
GNB,Guinea-Bissau,734635,2049
GNB,Guinea-Bissau,734635,2050
GUY,Guyana,97832,2023
GUY,Guyana,97832,2024
GUY,Guyana,97832,2025
GUY,Guyana,97832,2026
GUY,Guyana,97832,2027
GUY,Guyana,97832,2028
GUY,Guyana,97832,2029
GUY,Guyana,97832,2030
GUY,Guyana,97832,2031
GUY,Guyana,97832,2032
GUY,Guyana,97832,2033
GUY,Guyana,97832,2034
GUY,Guyana,97832,2035
GUY,Guyana,97832,2036
GUY,Guyana,97832,2037
GUY,Guyana,97832,2038
GUY,Guyana,97832,2039
GUY,Guyana,97832,2040
GUY,Guyana,97832,2041
GUY,Guyana,97832,2042
GUY,Guyana,97832,2043
GUY,Guyana,97832,2044
GUY,Guyana,97832,2045
GUY,Guyana,97832,2046
GUY,Guyana,97832,2047
GUY,Guyana,97832,2048
GUY,Guyana,97832,2049
GUY,Guyana,97832,2050
HTI,Haiti,1527314,2023
HTI,Haiti,1527314,2024
HTI,Haiti,1527314,2025
HTI,Haiti,1527314,2026
HTI,Haiti,1527314,2027
HTI,Haiti,1527314,2028
HTI,Haiti,1527314,2029
HTI,Haiti,1527314,2030
HTI,Haiti,1527314,2031
HTI,Haiti,1527314,2032
HTI,Haiti,1527314,2033
HTI,Haiti,1527314,2034
HTI,Haiti,1527314,2035
HTI,Haiti,1527314,2036
HTI,Haiti,1527314,2037
HTI,Haiti,1527314,2038
HTI,Haiti,1527314,2039
HTI,Haiti,1527314,2040
HTI,Haiti,1527314,2041
HTI,Haiti,1527314,2042
HTI,Haiti,1527314,2043
HTI,Haiti,1527314,2044
HTI,Haiti,1527314,2045
HTI,Haiti,1527314,2046
HTI,Haiti,1527314,2047
HTI,Haiti,1527314,2048
HTI,Haiti,1527314,2049
HTI,Haiti,1527314,2050
HND,Honduras,2880200,2023
HND,Honduras,2880200,2024
HND,Honduras,2880200,2025
HND,Honduras,2880200,2026
HND,Honduras,2880200,2027
HND,Honduras,2880200,2028
HND,Honduras,2880200,2029
HND,Honduras,2880200,2030
HND,Honduras,2880200,2031
HND,Honduras,2880200,2032
HND,Honduras,2880200,2033
HND,Honduras,2880200,2034
HND,Honduras,2880200,2035
HND,Honduras,2880200,2036
HND,Honduras,2880200,2037
HND,Honduras,2880200,2038
HND,Honduras,2880200,2039
HND,Honduras,2880200,2040
HND,Honduras,2880200,2041
HND,Honduras,2880200,2042
HND,Honduras,2880200,2043
HND,Honduras,2880200,2044
HND,Honduras,2880200,2045
HND,Honduras,2880200,2046
HND,Honduras,2880200,2047
HND,Honduras,2880200,2048
HND,Honduras,2880200,2049
HND,Honduras,2880200,2050
HUN,Hungary,894000,2023
HUN,Hungary,894000,2024
HUN,Hungary,894000,2025
HUN,Hungary,894000,2026
HUN,Hungary,894000,2027
HUN,Hungary,894000,2028
HUN,Hungary,894000,2029
HUN,Hungary,894000,2030
HUN,Hungary,894000,2031
HUN,Hungary,894000,2032
HUN,Hungary,894000,2033
HUN,Hungary,894000,2034
HUN,Hungary,894000,2035
HUN,Hungary,894000,2036
HUN,Hungary,894000,2037
HUN,Hungary,894000,2038
HUN,Hungary,894000,2039
HUN,Hungary,894000,2040
HUN,Hungary,894000,2041
HUN,Hungary,894000,2042
HUN,Hungary,894000,2043
HUN,Hungary,894000,2044
HUN,Hungary,894000,2045
HUN,Hungary,894000,2046
HUN,Hungary,894000,2047
HUN,Hungary,894000,2048
HUN,Hungary,894000,2049
HUN,Hungary,894000,2050
ISL,Iceland,79306,2023
ISL,Iceland,79306,2024
ISL,Iceland,79306,2025
ISL,Iceland,79306,2026
ISL,Iceland,79306,2027
ISL,Iceland,79306,2028
ISL,Iceland,79306,2029
ISL,Iceland,79306,2030
ISL,Iceland,79306,2031
ISL,Iceland,79306,2032
ISL,Iceland,79306,2033
ISL,Iceland,79306,2034
ISL,Iceland,79306,2035
ISL,Iceland,79306,2036
ISL,Iceland,79306,2037
ISL,Iceland,79306,2038
ISL,Iceland,79306,2039
ISL,Iceland,79306,2040
ISL,Iceland,79306,2041
ISL,Iceland,79306,2042
ISL,Iceland,79306,2043
ISL,Iceland,79306,2044
ISL,Iceland,79306,2045
ISL,Iceland,79306,2046
ISL,Iceland,79306,2047
ISL,Iceland,79306,2048
ISL,Iceland,79306,2049
ISL,Iceland,79306,2050
IND,India,193606913,2023
IND,India,193606913,2024
IND,India,193606913,2025
IND,India,193606913,2026
IND,India,193606913,2027
IND,India,193606913,2028
IND,India,193606913,2029
IND,India,193606913,2030
IND,India,193606913,2031
IND,India,193606913,2032
IND,India,193606913,2033
IND,India,193606913,2034
IND,India,193606913,2035
IND,India,193606913,2036
IND,India,193606913,2037
IND,India,193606913,2038
IND,India,193606913,2039
IND,India,193606913,2040
IND,India,193606913,2041
IND,India,193606913,2042
IND,India,193606913,2043
IND,India,193606913,2044
IND,India,193606913,2045
IND,India,193606913,2046
IND,India,193606913,2047
IND,India,193606913,2048
IND,India,193606913,2049
IND,India,193606913,2050
IDN,Indonesia,18610148,2023
IDN,Indonesia,18610148,2024
IDN,Indonesia,18610148,2025
IDN,Indonesia,18610148,2026
IDN,Indonesia,18610148,2027
IDN,Indonesia,18610148,2028
IDN,Indonesia,18610148,2029
IDN,Indonesia,18610148,2030
IDN,Indonesia,18610148,2031
IDN,Indonesia,18610148,2032
IDN,Indonesia,18610148,2033
IDN,Indonesia,18610148,2034
IDN,Indonesia,18610148,2035
IDN,Indonesia,18610148,2036
IDN,Indonesia,18610148,2037
IDN,Indonesia,18610148,2038
IDN,Indonesia,18610148,2039
IDN,Indonesia,18610148,2040
IDN,Indonesia,18610148,2041
IDN,Indonesia,18610148,2042
IDN,Indonesia,18610148,2043
IDN,Indonesia,18610148,2044
IDN,Indonesia,18610148,2045
IDN,Indonesia,18610148,2046
IDN,Indonesia,18610148,2047
IDN,Indonesia,18610148,2048
IDN,Indonesia,18610148,2049
IDN,Indonesia,18610148,2050
IRN,Iran (Islamic Republic of),5625000,2023
IRN,Iran (Islamic Republic of),5625000,2024
IRN,Iran (Islamic Republic of),5625000,2025
IRN,Iran (Islamic Republic of),5625000,2026
IRN,Iran (Islamic Republic of),5625000,2027
IRN,Iran (Islamic Republic of),5625000,2028
IRN,Iran (Islamic Republic of),5625000,2029
IRN,Iran (Islamic Republic of),5625000,2030
IRN,Iran (Islamic Republic of),5625000,2031
IRN,Iran (Islamic Republic of),5625000,2032
IRN,Iran (Islamic Republic of),5625000,2033
IRN,Iran (Islamic Republic of),5625000,2034
IRN,Iran (Islamic Republic of),5625000,2035
IRN,Iran (Islamic Republic of),5625000,2036
IRN,Iran (Islamic Republic of),5625000,2037
IRN,Iran (Islamic Republic of),5625000,2038
IRN,Iran (Islamic Republic of),5625000,2039
IRN,Iran (Islamic Republic of),5625000,2040
IRN,Iran (Islamic Republic of),5625000,2041
IRN,Iran (Islamic Republic of),5625000,2042
IRN,Iran (Islamic Republic of),5625000,2043
IRN,Iran (Islamic Republic of),5625000,2044
IRN,Iran (Islamic Republic of),5625000,2045
IRN,Iran (Islamic Republic of),5625000,2046
IRN,Iran (Islamic Republic of),5625000,2047
IRN,Iran (Islamic Republic of),5625000,2048
IRN,Iran (Islamic Republic of),5625000,2049
IRN,Iran (Islamic Republic of),5625000,2050
IRQ,Iraq,2104057,2023
IRQ,Iraq,2104057,2024
IRQ,Iraq,2104057,2025
IRQ,Iraq,2104057,2026
IRQ,Iraq,2104057,2027
IRQ,Iraq,2104057,2028
IRQ,Iraq,2104057,2029
IRQ,Iraq,2104057,2030
IRQ,Iraq,2104057,2031
IRQ,Iraq,2104057,2032
IRQ,Iraq,2104057,2033
IRQ,Iraq,2104057,2034
IRQ,Iraq,2104057,2035
IRQ,Iraq,2104057,2036
IRQ,Iraq,2104057,2037
IRQ,Iraq,2104057,2038
IRQ,Iraq,2104057,2039
IRQ,Iraq,2104057,2040
IRQ,Iraq,2104057,2041
IRQ,Iraq,2104057,2042
IRQ,Iraq,2104057,2043
IRQ,Iraq,2104057,2044
IRQ,Iraq,2104057,2045
IRQ,Iraq,2104057,2046
IRQ,Iraq,2104057,2047
IRQ,Iraq,2104057,2048
IRQ,Iraq,2104057,2049
IRQ,Iraq,2104057,2050
IRL,Ireland,6551830,2023
IRL,Ireland,6551830,2024
IRL,Ireland,6551830,2025
IRL,Ireland,6551830,2026
IRL,Ireland,6551830,2027
IRL,Ireland,6551830,2028
IRL,Ireland,6551830,2029
IRL,Ireland,6551830,2030
IRL,Ireland,6551830,2031
IRL,Ireland,6551830,2032
IRL,Ireland,6551830,2033
IRL,Ireland,6551830,2034
IRL,Ireland,6551830,2035
IRL,Ireland,6551830,2036
IRL,Ireland,6551830,2037
IRL,Ireland,6551830,2038
IRL,Ireland,6551830,2039
IRL,Ireland,6551830,2040
IRL,Ireland,6551830,2041
IRL,Ireland,6551830,2042
IRL,Ireland,6551830,2043
IRL,Ireland,6551830,2044
IRL,Ireland,6551830,2045
IRL,Ireland,6551830,2046
IRL,Ireland,6551830,2047
IRL,Ireland,6551830,2048
IRL,Ireland,6551830,2049
IRL,Ireland,6551830,2050
ISR,Israel,581535,2023
ISR,Israel,581535,2024
ISR,Israel,581535,2025
ISR,Israel,581535,2026
ISR,Israel,581535,2027
ISR,Israel,581535,2028
ISR,Israel,581535,2029
ISR,Israel,581535,2030
ISR,Israel,581535,2031
ISR,Israel,581535,2032
ISR,Israel,581535,2033
ISR,Israel,581535,2034
ISR,Israel,581535,2035
ISR,Israel,581535,2036
ISR,Israel,581535,2037
ISR,Israel,581535,2038
ISR,Israel,581535,2039
ISR,Israel,581535,2040
ISR,Israel,581535,2041
ISR,Israel,581535,2042
ISR,Israel,581535,2043
ISR,Israel,581535,2044
ISR,Israel,581535,2045
ISR,Israel,581535,2046
ISR,Israel,581535,2047
ISR,Israel,581535,2048
ISR,Israel,581535,2049
ISR,Israel,581535,2050
ITA,Italy,6049000,2023
ITA,Italy,6049000,2024
ITA,Italy,6049000,2025
ITA,Italy,6049000,2026
ITA,Italy,6049000,2027
ITA,Italy,6049000,2028
ITA,Italy,6049000,2029
ITA,Italy,6049000,2030
ITA,Italy,6049000,2031
ITA,Italy,6049000,2032
ITA,Italy,6049000,2033
ITA,Italy,6049000,2034
ITA,Italy,6049000,2035
ITA,Italy,6049000,2036
ITA,Italy,6049000,2037
ITA,Italy,6049000,2038
ITA,Italy,6049000,2039
ITA,Italy,6049000,2040
ITA,Italy,6049000,2041
ITA,Italy,6049000,2042
ITA,Italy,6049000,2043
ITA,Italy,6049000,2044
ITA,Italy,6049000,2045
ITA,Italy,6049000,2046
ITA,Italy,6049000,2047
ITA,Italy,6049000,2048
ITA,Italy,6049000,2049
ITA,Italy,6049000,2050
JAM,Jamaica,152625,2023
JAM,Jamaica,152625,2024
JAM,Jamaica,152625,2025
JAM,Jamaica,152625,2026
JAM,Jamaica,152625,2027
