"iso_code3","frac_waso_initial_composition_mun_paper","Year"
"GIB",0.3365,2047
"GIB",0.3365,2048
"GIB",0.3365,2049
"GIB",0.3365,2050
"GIN",0.09,2021
"GIN",0.09,2022
"GIN",0.09,2023
"GIN",0.09,2024
"GIN",0.09,2025
"GIN",0.09,2026
"GIN",0.09,2027
"GIN",0.09,2028
"GIN",0.09,2029
"GIN",0.09,2030
"GIN",0.09,2031
"GIN",0.09,2032
"GIN",0.09,2033
"GIN",0.09,2034
"GIN",0.09,2035
"GIN",0.09,2036
"GIN",0.09,2037
"GIN",0.09,2038
"GIN",0.09,2039
"GIN",0.09,2040
"GIN",0.09,2041
"GIN",0.09,2042
"GIN",0.09,2043
"GIN",0.09,2044
"GIN",0.09,2045
"GIN",0.09,2046
"GIN",0.09,2047
"GIN",0.09,2048
"GIN",0.09,2049
"GIN",0.09,2050
"GMB",0.097,2021
"GMB",0.097,2022
"GMB",0.097,2023
"GMB",0.097,2024
"GMB",0.097,2025
"GMB",0.097,2026
"GMB",0.097,2027
"GMB",0.097,2028
"GMB",0.097,2029
"GMB",0.097,2030
"GMB",0.097,2031
"GMB",0.097,2032
"GMB",0.097,2033
"GMB",0.097,2034
"GMB",0.097,2035
"GMB",0.097,2036
"GMB",0.097,2037
"GMB",0.097,2038
"GMB",0.097,2039
"GMB",0.097,2040
"GMB",0.097,2041
"GMB",0.097,2042
"GMB",0.097,2043
"GMB",0.097,2044
"GMB",0.097,2045
"GMB",0.097,2046
"GMB",0.097,2047
"GMB",0.097,2048
"GMB",0.097,2049
"GMB",0.097,2050
"GNB",0.0998082898584008,2021
"GNB",0.0998082898584008,2022
"GNB",0.0998082898584008,2023
"GNB",0.0998082898584008,2024
"GNB",0.0998082898584008,2025
"GNB",0.0998082898584008,2026
"GNB",0.0998082898584008,2027
"GNB",0.0998082898584008,2028
"GNB",0.0998082898584008,2029
"GNB",0.0998082898584008,2030
"GNB",0.0998082898584008,2031
"GNB",0.0998082898584008,2032
"GNB",0.0998082898584008,2033
"GNB",0.0998082898584008,2034
"GNB",0.0998082898584008,2035
"GNB",0.0998082898584008,2036
"GNB",0.0998082898584008,2037
"GNB",0.0998082898584008,2038
"GNB",0.0998082898584008,2039
"GNB",0.0998082898584008,2040
"GNB",0.0998082898584008,2041
"GNB",0.0998082898584008,2042
"GNB",0.0998082898584008,2043
"GNB",0.0998082898584008,2044
"GNB",0.0998082898584008,2045
"GNB",0.0998082898584008,2046
"GNB",0.0998082898584008,2047
"GNB",0.0998082898584008,2048
"GNB",0.0998082898584008,2049
"GNB",0.0998082898584008,2050
"GNQ",0.152162382098408,2021
"GNQ",0.152162382098408,2022
"GNQ",0.152162382098408,2023
"GNQ",0.152162382098408,2024
"GNQ",0.152162382098408,2025
"GNQ",0.152162382098408,2026
"GNQ",0.152162382098408,2027
"GNQ",0.152162382098408,2028
"GNQ",0.152162382098408,2029
"GNQ",0.152162382098408,2030
"GNQ",0.152162382098408,2031
"GNQ",0.152162382098408,2032
"GNQ",0.152162382098408,2033
"GNQ",0.152162382098408,2034
"GNQ",0.152162382098408,2035
"GNQ",0.152162382098408,2036
"GNQ",0.152162382098408,2037
"GNQ",0.152162382098408,2038
"GNQ",0.152162382098408,2039
"GNQ",0.152162382098408,2040
"GNQ",0.152162382098408,2041
"GNQ",0.152162382098408,2042
"GNQ",0.152162382098408,2043
"GNQ",0.152162382098408,2044
"GNQ",0.152162382098408,2045
"GNQ",0.152162382098408,2046
"GNQ",0.152162382098408,2047
"GNQ",0.152162382098408,2048
"GNQ",0.152162382098408,2049
"GNQ",0.152162382098408,2050
"GRC",0.29,2021
"GRC",0.29,2022
"GRC",0.29,2023
"GRC",0.29,2024
"GRC",0.29,2025
"GRC",0.29,2026
"GRC",0.29,2027
"GRC",0.29,2028
"GRC",0.29,2029
"GRC",0.29,2030
"GRC",0.29,2031
"GRC",0.29,2032
"GRC",0.29,2033
"GRC",0.29,2034
"GRC",0.29,2035
"GRC",0.29,2036
"GRC",0.29,2037
"GRC",0.29,2038
"GRC",0.29,2039
"GRC",0.29,2040
"GRC",0.29,2041
"GRC",0.29,2042
"GRC",0.29,2043
"GRC",0.29,2044
"GRC",0.29,2045
"GRC",0.29,2046
"GRC",0.29,2047
"GRC",0.29,2048
"GRC",0.29,2049
"GRC",0.29,2050
"GRD",0.136,2021
"GRD",0.136,2022
"GRD",0.136,2023
"GRD",0.136,2024
"GRD",0.136,2025
"GRD",0.136,2026
"GRD",0.136,2027
"GRD",0.136,2028
"GRD",0.136,2029
"GRD",0.136,2030
"GRD",0.136,2031
"GRD",0.136,2032
"GRD",0.136,2033
"GRD",0.136,2034
"GRD",0.136,2035
"GRD",0.136,2036
"GRD",0.136,2037
"GRD",0.136,2038
"GRD",0.136,2039
"GRD",0.136,2040
"GRD",0.136,2041
"GRD",0.136,2042
"GRD",0.136,2043
"GRD",0.136,2044
"GRD",0.136,2045
"GRD",0.136,2046
"GRD",0.136,2047
"GRD",0.136,2048
"GRD",0.136,2049
"GRD",0.136,2050
"GRL",0.114,2021
"GRL",0.114,2022
"GRL",0.114,2023
"GRL",0.114,2024
"GRL",0.114,2025
"GRL",0.114,2026
"GRL",0.114,2027
"GRL",0.114,2028
"GRL",0.114,2029
"GRL",0.114,2030
"GRL",0.114,2031
"GRL",0.114,2032
"GRL",0.114,2033
"GRL",0.114,2034
"GRL",0.114,2035
"GRL",0.114,2036
"GRL",0.114,2037
"GRL",0.114,2038
"GRL",0.114,2039
"GRL",0.114,2040
"GRL",0.114,2041
"GRL",0.114,2042
"GRL",0.114,2043
"GRL",0.114,2044
"GRL",0.114,2045
"GRL",0.114,2046
"GRL",0.114,2047
"GRL",0.114,2048
"GRL",0.114,2049
"GRL",0.114,2050
"GTM",0.160467021530789,2021
"GTM",0.160467021530789,2022
"GTM",0.160467021530789,2023
"GTM",0.160467021530789,2024
"GTM",0.160467021530789,2025
"GTM",0.160467021530789,2026
"GTM",0.160467021530789,2027
"GTM",0.160467021530789,2028
"GTM",0.160467021530789,2029
"GTM",0.160467021530789,2030
"GTM",0.160467021530789,2031
"GTM",0.160467021530789,2032
"GTM",0.160467021530789,2033
"GTM",0.160467021530789,2034
"GTM",0.160467021530789,2035
"GTM",0.160467021530789,2036
"GTM",0.160467021530789,2037
"GTM",0.160467021530789,2038
"GTM",0.160467021530789,2039
"GTM",0.160467021530789,2040
"GTM",0.160467021530789,2041
"GTM",0.160467021530789,2042
"GTM",0.160467021530789,2043
"GTM",0.160467021530789,2044
"GTM",0.160467021530789,2045
"GTM",0.160467021530789,2046
"GTM",0.160467021530789,2047
"GTM",0.160467021530789,2048
"GTM",0.160467021530789,2049
"GTM",0.160467021530789,2050
"GUM",0.285,2021
"GUM",0.285,2022
"GUM",0.285,2023
"GUM",0.285,2024
"GUM",0.285,2025
"GUM",0.285,2026
"GUM",0.285,2027
"GUM",0.285,2028
"GUM",0.285,2029
"GUM",0.285,2030
"GUM",0.285,2031
"GUM",0.285,2032
"GUM",0.285,2033
"GUM",0.285,2034
"GUM",0.285,2035
"GUM",0.285,2036
"GUM",0.285,2037
"GUM",0.285,2038
"GUM",0.285,2039
"GUM",0.285,2040
"GUM",0.285,2041
"GUM",0.285,2042
"GUM",0.285,2043
"GUM",0.285,2044
"GUM",0.285,2045
"GUM",0.285,2046
"GUM",0.285,2047
"GUM",0.285,2048
"GUM",0.285,2049
"GUM",0.285,2050
"GUY",0.107,2021
"GUY",0.107,2022
"GUY",0.107,2023
"GUY",0.107,2024
"GUY",0.107,2025
"GUY",0.107,2026
"GUY",0.107,2027
"GUY",0.107,2028
"GUY",0.107,2029
"GUY",0.107,2030
"GUY",0.107,2031
"GUY",0.107,2032
"GUY",0.107,2033
"GUY",0.107,2034
"GUY",0.107,2035
"GUY",0.107,2036
"GUY",0.107,2037
"GUY",0.107,2038
"GUY",0.107,2039
"GUY",0.107,2040
"GUY",0.107,2041
"GUY",0.107,2042
"GUY",0.107,2043
"GUY",0.107,2044
"GUY",0.107,2045
"GUY",0.107,2046
"GUY",0.107,2047
"GUY",0.107,2048
"GUY",0.107,2049
"GUY",0.107,2050
"HKG",0.22,2021
"HKG",0.22,2022
"HKG",0.22,2023
"HKG",0.22,2024
"HKG",0.22,2025
"HKG",0.22,2026
"HKG",0.22,2027
"HKG",0.22,2028
"HKG",0.22,2029
"HKG",0.22,2030
"HKG",0.22,2031
"HKG",0.22,2032
"HKG",0.22,2033
"HKG",0.22,2034
"HKG",0.22,2035
"HKG",0.22,2036
"HKG",0.22,2037
"HKG",0.22,2038
"HKG",0.22,2039
"HKG",0.22,2040
"HKG",0.22,2041
"HKG",0.22,2042
"HKG",0.22,2043
"HKG",0.22,2044
"HKG",0.22,2045
"HKG",0.22,2046
"HKG",0.22,2047
"HKG",0.22,2048
"HKG",0.22,2049
"HKG",0.22,2050
"HND",0.1736,2021
"HND",0.1736,2022
"HND",0.1736,2023
"HND",0.1736,2024
"HND",0.1736,2025
"HND",0.1736,2026
"HND",0.1736,2027
"HND",0.1736,2028
"HND",0.1736,2029
"HND",0.1736,2030
"HND",0.1736,2031
"HND",0.1736,2032
"HND",0.1736,2033
"HND",0.1736,2034
"HND",0.1736,2035
"HND",0.1736,2036
"HND",0.1736,2037
"HND",0.1736,2038
"HND",0.1736,2039
"HND",0.1736,2040
"HND",0.1736,2041
"HND",0.1736,2042
"HND",0.1736,2043
"HND",0.1736,2044
"HND",0.1736,2045
"HND",0.1736,2046
"HND",0.1736,2047
"HND",0.1736,2048
"HND",0.1736,2049
"HND",0.1736,2050
"HRV",0.232,2021
"HRV",0.232,2022
"HRV",0.232,2023
"HRV",0.232,2024
"HRV",0.232,2025
"HRV",0.232,2026
"HRV",0.232,2027
"HRV",0.232,2028
"HRV",0.232,2029
"HRV",0.232,2030
"HRV",0.232,2031
"HRV",0.232,2032
"HRV",0.232,2033
"HRV",0.232,2034
"HRV",0.232,2035
"HRV",0.232,2036
"HRV",0.232,2037
"HRV",0.232,2038
"HRV",0.232,2039
"HRV",0.232,2040
"HRV",0.232,2041
"HRV",0.232,2042
"HRV",0.232,2043
"HRV",0.232,2044
"HRV",0.232,2045
"HRV",0.232,2046
"HRV",0.232,2047
"HRV",0.232,2048
"HRV",0.232,2049
"HRV",0.232,2050
"HTI",0.041,2021
"HTI",0.041,2022
"HTI",0.041,2023
"HTI",0.041,2024
"HTI",0.041,2025
"HTI",0.041,2026
"HTI",0.041,2027
"HTI",0.041,2028
"HTI",0.041,2029
"HTI",0.041,2030
"HTI",0.041,2031
"HTI",0.041,2032
"HTI",0.041,2033
"HTI",0.041,2034
"HTI",0.041,2035
"HTI",0.041,2036
"HTI",0.041,2037
"HTI",0.041,2038
"HTI",0.041,2039
"HTI",0.041,2040
"HTI",0.041,2041
"HTI",0.041,2042
"HTI",0.041,2043
"HTI",0.041,2044
"HTI",0.041,2045
"HTI",0.041,2046
"HTI",0.041,2047
"HTI",0.041,2048
"HTI",0.041,2049
"HTI",0.041,2050
"HUN",0.134,2021
"HUN",0.134,2022
"HUN",0.134,2023
"HUN",0.134,2024
"HUN",0.134,2025
"HUN",0.134,2026
"HUN",0.134,2027
"HUN",0.134,2028
"HUN",0.134,2029
"HUN",0.134,2030
"HUN",0.134,2031
"HUN",0.134,2032
"HUN",0.134,2033
"HUN",0.134,2034
"HUN",0.134,2035
"HUN",0.134,2036
"HUN",0.134,2037
"HUN",0.134,2038
"HUN",0.134,2039
"HUN",0.134,2040
"HUN",0.134,2041
"HUN",0.134,2042
"HUN",0.134,2043
"HUN",0.134,2044
"HUN",0.134,2045
"HUN",0.134,2046
"HUN",0.134,2047
"HUN",0.134,2048
"HUN",0.134,2049
"HUN",0.134,2050
"IDN",0.149,2021
"IDN",0.149,2022
"IDN",0.149,2023
"IDN",0.149,2024
"IDN",0.149,2025
"IDN",0.149,2026
"IDN",0.149,2027
"IDN",0.149,2028
"IDN",0.149,2029
"IDN",0.149,2030
"IDN",0.149,2031
"IDN",0.149,2032
"IDN",0.149,2033
"IDN",0.149,2034
"IDN",0.149,2035
"IDN",0.149,2036
"IDN",0.149,2037
"IDN",0.149,2038
"IDN",0.149,2039
"IDN",0.149,2040
"IDN",0.149,2041
"IDN",0.149,2042
"IDN",0.149,2043
"IDN",0.149,2044
"IDN",0.149,2045
"IDN",0.149,2046
"IDN",0.149,2047
"IDN",0.149,2048
"IDN",0.149,2049
"IDN",0.149,2050
"IMN",0.196226666116469,2021
"IMN",0.196226666116469,2022
"IMN",0.196226666116469,2023
"IMN",0.196226666116469,2024
"IMN",0.196226666116469,2025
"IMN",0.196226666116469,2026
"IMN",0.196226666116469,2027
"IMN",0.196226666116469,2028
"IMN",0.196226666116469,2029
"IMN",0.196226666116469,2030
"IMN",0.196226666116469,2031
"IMN",0.196226666116469,2032
"IMN",0.196226666116469,2033
"IMN",0.196226666116469,2034
"IMN",0.196226666116469,2035
"IMN",0.196226666116469,2036
"IMN",0.196226666116469,2037
"IMN",0.196226666116469,2038
"IMN",0.196226666116469,2039
"IMN",0.196226666116469,2040
"IMN",0.196226666116469,2041
"IMN",0.196226666116469,2042
"IMN",0.196226666116469,2043
"IMN",0.196226666116469,2044
"IMN",0.196226666116469,2045
"IMN",0.196226666116469,2046
"IMN",0.196226666116469,2047
"IMN",0.196226666116469,2048
"IMN",0.196226666116469,2049
"IMN",0.196226666116469,2050
"IND",0.0908821836416069,2021
"IND",0.0908821836416069,2022
"IND",0.0908821836416069,2023
"IND",0.0908821836416069,2024
"IND",0.0908821836416069,2025
"IND",0.0908821836416069,2026
"IND",0.0908821836416069,2027
"IND",0.0908821836416069,2028
"IND",0.0908821836416069,2029
"IND",0.0908821836416069,2030
"IND",0.0908821836416069,2031
"IND",0.0908821836416069,2032
"IND",0.0908821836416069,2033
"IND",0.0908821836416069,2034
"IND",0.0908821836416069,2035
"IND",0.0908821836416069,2036
"IND",0.0908821836416069,2037
"IND",0.0908821836416069,2038
"IND",0.0908821836416069,2039
"IND",0.0908821836416069,2040
"IND",0.0908821836416069,2041
"IND",0.0908821836416069,2042
"IND",0.0908821836416069,2043
"IND",0.0908821836416069,2044
"IND",0.0908821836416069,2045
"IND",0.0908821836416069,2046
"IND",0.0908821836416069,2047
"IND",0.0908821836416069,2048
"IND",0.0908821836416069,2049
"IND",0.0908821836416069,2050
"IRL",0.25,2021
"IRL",0.25,2022
"IRL",0.25,2023
"IRL",0.25,2024
"IRL",0.25,2025
"IRL",0.25,2026
"IRL",0.25,2027
"IRL",0.25,2028
"IRL",0.25,2029
"IRL",0.25,2030
"IRL",0.25,2031
"IRL",0.25,2032
"IRL",0.25,2033
"IRL",0.25,2034
"IRL",0.25,2035
"IRL",0.25,2036
"IRL",0.25,2037
"IRL",0.25,2038
"IRL",0.25,2039
"IRL",0.25,2040
"IRL",0.25,2041
"IRL",0.25,2042
"IRL",0.25,2043
"IRL",0.25,2044
"IRL",0.25,2045
"IRL",0.25,2046
"IRL",0.25,2047
"IRL",0.25,2048
"IRL",0.25,2049
"IRL",0.25,2050
"IRN",0.073,2021
"IRN",0.073,2022
"IRN",0.073,2023
"IRN",0.073,2024
"IRN",0.073,2025
"IRN",0.073,2026
"IRN",0.073,2027
"IRN",0.073,2028
"IRN",0.073,2029
"IRN",0.073,2030
"IRN",0.073,2031
"IRN",0.073,2032
"IRN",0.073,2033
"IRN",0.073,2034
"IRN",0.073,2035
"IRN",0.073,2036
"IRN",0.073,2037
"IRN",0.073,2038
"IRN",0.073,2039
"IRN",0.073,2040
"IRN",0.073,2041
"IRN",0.073,2042
"IRN",0.073,2043
"IRN",0.073,2044
"IRN",0.073,2045
"IRN",0.073,2046
"IRN",0.073,2047
"IRN",0.073,2048
"IRN",0.073,2049
"IRN",0.073,2050
"IRQ",0.096,2021
"IRQ",0.096,2022
"IRQ",0.096,2023
"IRQ",0.096,2024
"IRQ",0.096,2025
"IRQ",0.096,2026
"IRQ",0.096,2027
"IRQ",0.096,2028
"IRQ",0.096,2029
"IRQ",0.096,2030
"IRQ",0.096,2031
"IRQ",0.096,2032
"IRQ",0.096,2033
"IRQ",0.096,2034
"IRQ",0.096,2035
"IRQ",0.096,2036
"IRQ",0.096,2037
"IRQ",0.096,2038
"IRQ",0.096,2039
"IRQ",0.096,2040
"IRQ",0.096,2041
"IRQ",0.096,2042
"IRQ",0.096,2043
"IRQ",0.096,2044
"IRQ",0.096,2045
"IRQ",0.096,2046
"IRQ",0.096,2047
"IRQ",0.096,2048
"IRQ",0.096,2049
"IRQ",0.096,2050
"ISL",0.38,2021
"ISL",0.38,2022
"ISL",0.38,2023
"ISL",0.38,2024
"ISL",0.38,2025
"ISL",0.38,2026
"ISL",0.38,2027
"ISL",0.38,2028
"ISL",0.38,2029
"ISL",0.38,2030
"ISL",0.38,2031
"ISL",0.38,2032
"ISL",0.38,2033
"ISL",0.38,2034
"ISL",0.38,2035
"ISL",0.38,2036
"ISL",0.38,2037
"ISL",0.38,2038
"ISL",0.38,2039
"ISL",0.38,2040
"ISL",0.38,2041
"ISL",0.38,2042
"ISL",0.38,2043
"ISL",0.38,2044
"ISL",0.38,2045
"ISL",0.38,2046
"ISL",0.38,2047
"ISL",0.38,2048
"ISL",0.38,2049
"ISL",0.38,2050
"ISR",0.24,2021
"ISR",0.24,2022
"ISR",0.24,2023
"ISR",0.24,2024
"ISR",0.24,2025
"ISR",0.24,2026
"ISR",0.24,2027
"ISR",0.24,2028
"ISR",0.24,2029
"ISR",0.24,2030
"ISR",0.24,2031
"ISR",0.24,2032
"ISR",0.24,2033
"ISR",0.24,2034
"ISR",0.24,2035
"ISR",0.24,2036
"ISR",0.24,2037
"ISR",0.24,2038
"ISR",0.24,2039
"ISR",0.24,2040
"ISR",0.24,2041
"ISR",0.24,2042
"ISR",0.24,2043
"ISR",0.24,2044
"ISR",0.24,2045
"ISR",0.24,2046
"ISR",0.24,2047
"ISR",0.24,2048
"ISR",0.24,2049
"ISR",0.24,2050
"ITA",0.228,2021
"ITA",0.228,2022
"ITA",0.228,2023
"ITA",0.228,2024
"ITA",0.228,2025
"ITA",0.228,2026
"ITA",0.228,2027
"ITA",0.228,2028
"ITA",0.228,2029
"ITA",0.228,2030
"ITA",0.228,2031
"ITA",0.228,2032
"ITA",0.228,2033
"ITA",0.228,2034
"ITA",0.228,2035
"ITA",0.228,2036
"ITA",0.228,2037
"ITA",0.228,2038
"ITA",0.228,2039
"ITA",0.228,2040
"ITA",0.228,2041
"ITA",0.228,2042
"ITA",0.228,2043
"ITA",0.228,2044
"ITA",0.228,2045
"ITA",0.228,2046
"ITA",0.228,2047
"ITA",0.228,2048
"ITA",0.228,2049
"ITA",0.228,2050
"JAM",0.1473,2021
"JAM",0.1473,2022
"JAM",0.1473,2023
"JAM",0.1473,2024
"JAM",0.1473,2025
"JAM",0.1473,2026
"JAM",0.1473,2027
"JAM",0.1473,2028
"JAM",0.1473,2029
"JAM",0.1473,2030
"JAM",0.1473,2031
"JAM",0.1473,2032
"JAM",0.1473,2033
"JAM",0.1473,2034
"JAM",0.1473,2035
"JAM",0.1473,2036
"JAM",0.1473,2037
"JAM",0.1473,2038
"JAM",0.1473,2039
"JAM",0.1473,2040
"JAM",0.1473,2041
"JAM",0.1473,2042
"JAM",0.1473,2043
"JAM",0.1473,2044
"JAM",0.1473,2045
"JAM",0.1473,2046
"JAM",0.1473,2047
"JAM",0.1473,2048
"JAM",0.1473,2049
"JAM",0.1473,2050
"JOR",0.15,2021
"JOR",0.15,2022
"JOR",0.15,2023
"JOR",0.15,2024
"JOR",0.15,2025
"JOR",0.15,2026
"JOR",0.15,2027
"JOR",0.15,2028
"JOR",0.15,2029
"JOR",0.15,2030
"JOR",0.15,2031
"JOR",0.15,2032
"JOR",0.15,2033
"JOR",0.15,2034
"JOR",0.15,2035
"JOR",0.15,2036
"JOR",0.15,2037
"JOR",0.15,2038
"JOR",0.15,2039
"JOR",0.15,2040
"JOR",0.15,2041
"JOR",0.15,2042
"JOR",0.15,2043
"JOR",0.15,2044
"JOR",0.15,2045
"JOR",0.15,2046
"JOR",0.15,2047
"JOR",0.15,2048
"JOR",0.15,2049
"JOR",0.15,2050
"JPN",0.33,2021
"JPN",0.33,2022
"JPN",0.33,2023
"JPN",0.33,2024
"JPN",0.33,2025
"JPN",0.33,2026
"JPN",0.33,2027
"JPN",0.33,2028
"JPN",0.33,2029
"JPN",0.33,2030
"JPN",0.33,2031
"JPN",0.33,2032
"JPN",0.33,2033
"JPN",0.33,2034
"JPN",0.33,2035
"JPN",0.33,2036
"JPN",0.33,2037
"JPN",0.33,2038
"JPN",0.33,2039
"JPN",0.33,2040
"JPN",0.33,2041
"JPN",0.33,2042
"JPN",0.33,2043
"JPN",0.33,2044
"JPN",0.33,2045
"JPN",0.33,2046
"JPN",0.33,2047
"JPN",0.33,2048
"JPN",0.33,2049
"JPN",0.33,2050
"KAZ",0.25,2021
"KAZ",0.25,2022
"KAZ",0.25,2023
"KAZ",0.25,2024
"KAZ",0.25,2025
"KAZ",0.25,2026
"KAZ",0.25,2027
"KAZ",0.25,2028
"KAZ",0.25,2029
"KAZ",0.25,2030
"KAZ",0.25,2031
"KAZ",0.25,2032
"KAZ",0.25,2033
"KAZ",0.25,2034
"KAZ",0.25,2035
"KAZ",0.25,2036
"KAZ",0.25,2037
"KAZ",0.25,2038
"KAZ",0.25,2039
"KAZ",0.25,2040
"KAZ",0.25,2041
"KAZ",0.25,2042
"KAZ",0.25,2043
"KAZ",0.25,2044
"KAZ",0.25,2045
"KAZ",0.25,2046
"KAZ",0.25,2047
"KAZ",0.25,2048
"KAZ",0.25,2049
"KAZ",0.25,2050
"KEN",0.113,2021
"KEN",0.113,2022
"KEN",0.113,2023
"KEN",0.113,2024
"KEN",0.113,2025
"KEN",0.113,2026
"KEN",0.113,2027
"KEN",0.113,2028
"KEN",0.113,2029
"KEN",0.113,2030
"KEN",0.113,2031
"KEN",0.113,2032
"KEN",0.113,2033
"KEN",0.113,2034
"KEN",0.113,2035
"KEN",0.113,2036
"KEN",0.113,2037
"KEN",0.113,2038
"KEN",0.113,2039
"KEN",0.113,2040
"KEN",0.113,2041
"KEN",0.113,2042
"KEN",0.113,2043
"KEN",0.113,2044
"KEN",0.113,2045
"KEN",0.113,2046
"KEN",0.113,2047
"KEN",0.113,2048
"KEN",0.113,2049
"KEN",0.113,2050
"KGZ",0.106578818437079,2021
"KGZ",0.106578818437079,2022
"KGZ",0.106578818437079,2023
"KGZ",0.106578818437079,2024
"KGZ",0.106578818437079,2025
"KGZ",0.106578818437079,2026
"KGZ",0.106578818437079,2027
"KGZ",0.106578818437079,2028
"KGZ",0.106578818437079,2029
"KGZ",0.106578818437079,2030
"KGZ",0.106578818437079,2031
"KGZ",0.106578818437079,2032
"KGZ",0.106578818437079,2033
"KGZ",0.106578818437079,2034
"KGZ",0.106578818437079,2035
"KGZ",0.106578818437079,2036
"KGZ",0.106578818437079,2037
"KGZ",0.106578818437079,2038
"KGZ",0.106578818437079,2039
"KGZ",0.106578818437079,2040
"KGZ",0.106578818437079,2041
"KGZ",0.106578818437079,2042
"KGZ",0.106578818437079,2043
"KGZ",0.106578818437079,2044
"KGZ",0.106578818437079,2045
"KGZ",0.106578818437079,2046
"KGZ",0.106578818437079,2047
"KGZ",0.106578818437079,2048
"KGZ",0.106578818437079,2049
"KGZ",0.106578818437079,2050
"KHM",0.04,2021
"KHM",0.04,2022
"KHM",0.04,2023
"KHM",0.04,2024
"KHM",0.04,2025
"KHM",0.04,2026
"KHM",0.04,2027
"KHM",0.04,2028
"KHM",0.04,2029
"KHM",0.04,2030
"KHM",0.04,2031
"KHM",0.04,2032
"KHM",0.04,2033
"KHM",0.04,2034
"KHM",0.04,2035
"KHM",0.04,2036
"KHM",0.04,2037
"KHM",0.04,2038
"KHM",0.04,2039
"KHM",0.04,2040
"KHM",0.04,2041
"KHM",0.04,2042
"KHM",0.04,2043
"KHM",0.04,2044
"KHM",0.04,2045
"KHM",0.04,2046
"KHM",0.04,2047
"KHM",0.04,2048
"KHM",0.04,2049
"KHM",0.04,2050
"KIR",0.109,2021
"KIR",0.109,2022
"KIR",0.109,2023
"KIR",0.109,2024
"KIR",0.109,2025
"KIR",0.109,2026
"KIR",0.109,2027
"KIR",0.109,2028
"KIR",0.109,2029
"KIR",0.109,2030
"KIR",0.109,2031
"KIR",0.109,2032
"KIR",0.109,2033
"KIR",0.109,2034
"KIR",0.109,2035
"KIR",0.109,2036
"KIR",0.109,2037
"KIR",0.109,2038
"KIR",0.109,2039
"KIR",0.109,2040
"KIR",0.109,2041
"KIR",0.109,2042
"KIR",0.109,2043
"KIR",0.109,2044
"KIR",0.109,2045
"KIR",0.109,2046
"KIR",0.109,2047
"KIR",0.109,2048
"KIR",0.109,2049
"KIR",0.109,2050
"KNA",0.205,2021
"KNA",0.205,2022
"KNA",0.205,2023
"KNA",0.205,2024
"KNA",0.205,2025
"KNA",0.205,2026
"KNA",0.205,2027
"KNA",0.205,2028
"KNA",0.205,2029
"KNA",0.205,2030
"KNA",0.205,2031
"KNA",0.205,2032
"KNA",0.205,2033
"KNA",0.205,2034
"KNA",0.205,2035
"KNA",0.205,2036
"KNA",0.205,2037
"KNA",0.205,2038
"KNA",0.205,2039
"KNA",0.205,2040
"KNA",0.205,2041
"KNA",0.205,2042
"KNA",0.205,2043
"KNA",0.205,2044
"KNA",0.205,2045
"KNA",0.205,2046
"KNA",0.205,2047
"KNA",0.205,2048
"KNA",0.205,2049
"KNA",0.205,2050
"KOR",0.41,2021
"KOR",0.41,2022
"KOR",0.41,2023
"KOR",0.41,2024
"KOR",0.41,2025
"KOR",0.41,2026
"KOR",0.41,2027
"KOR",0.41,2028
"KOR",0.41,2029
"KOR",0.41,2030
"KOR",0.41,2031
"KOR",0.41,2032
"KOR",0.41,2033
"KOR",0.41,2034
"KOR",0.41,2035
"KOR",0.41,2036
"KOR",0.41,2037
"KOR",0.41,2038
"KOR",0.41,2039
"KOR",0.41,2040
"KOR",0.41,2041
"KOR",0.41,2042
"KOR",0.41,2043
"KOR",0.41,2044
"KOR",0.41,2045
"KOR",0.41,2046
"KOR",0.41,2047
"KOR",0.41,2048
"KOR",0.41,2049
"KOR",0.41,2050
"KWT",0.2,2021
"KWT",0.2,2022
"KWT",0.2,2023
"KWT",0.2,2024
"KWT",0.2,2025
"KWT",0.2,2026
"KWT",0.2,2027
"KWT",0.2,2028
"KWT",0.2,2029
"KWT",0.2,2030
"KWT",0.2,2031
"KWT",0.2,2032
"KWT",0.2,2033
"KWT",0.2,2034
"KWT",0.2,2035
"KWT",0.2,2036
"KWT",0.2,2037
"KWT",0.2,2038
"KWT",0.2,2039
"KWT",0.2,2040
"KWT",0.2,2041
"KWT",0.2,2042
"KWT",0.2,2043
"KWT",0.2,2044
"KWT",0.2,2045
"KWT",0.2,2046
"KWT",0.2,2047
"KWT",0.2,2048
"KWT",0.2,2049
"KWT",0.2,2050
"LAO",0.028,2021
"LAO",0.028,2022
"LAO",0.028,2023
"LAO",0.028,2024
"LAO",0.028,2025
"LAO",0.028,2026
"LAO",0.028,2027
"LAO",0.028,2028
"LAO",0.028,2029
"LAO",0.028,2030
"LAO",0.028,2031
"LAO",0.028,2032
"LAO",0.028,2033
"LAO",0.028,2034
"LAO",0.028,2035
"LAO",0.028,2036
"LAO",0.028,2037
"LAO",0.028,2038
"LAO",0.028,2039
"LAO",0.028,2040
"LAO",0.028,2041
"LAO",0.028,2042
"LAO",0.028,2043
"LAO",0.028,2044
"LAO",0.028,2045
"LAO",0.028,2046
"LAO",0.028,2047
"LAO",0.028,2048
"LAO",0.028,2049
"LAO",0.028,2050
"LBN",0.16,2021
"LBN",0.16,2022
"LBN",0.16,2023
"LBN",0.16,2024
