Nation,iso_code3,Year,nemomod_entc_variable_cost_pp_solar_mm_usd_per_mwh
Andorra,KNA,2032,0.728885133
Andorra,KNA,2033,0.712237373
Andorra,KNA,2034,0.695969849
Andorra,KNA,2035,0.680073876
Andorra,KNA,2036,0.664540967
Andorra,KNA,2037,0.649362831
Andorra,KNA,2038,0.634531363
Andorra,KNA,2039,0.620038647
Andorra,KNA,2040,0.605876944
Andorra,KNA,2041,0.592038696
Andorra,KNA,2042,0.578516513
Andorra,KNA,2043,0.565303178
Andorra,KNA,2044,0.552391636
Andorra,KNA,2045,0.539774993
Andorra,KNA,2046,0.527446515
Andorra,KNA,2047,0.51539962
Andorra,KNA,2048,0.503627877
Andorra,KNA,2049,0.492125
Andorra,KNA,2050,0.480884849
Andorra,KOR,2021,0.939802849
Andorra,KOR,2022,0.918337722
Andorra,KOR,2023,0.897362859
Andorra,KOR,2024,0.876867063
Andorra,KOR,2025,0.856839392
Andorra,KOR,2026,0.837269153
Andorra,KOR,2027,0.818145899
Andorra,KOR,2028,0.799459421
Andorra,KOR,2029,0.781199743
Andorra,KOR,2030,0.763357116
Andorra,KOR,2031,0.745922015
Andorra,KOR,2032,0.728885133
Andorra,KOR,2033,0.712237373
Andorra,KOR,2034,0.695969849
Andorra,KOR,2035,0.680073876
Andorra,KOR,2036,0.664540967
Andorra,KOR,2037,0.649362831
Andorra,KOR,2038,0.634531363
Andorra,KOR,2039,0.620038647
Andorra,KOR,2040,0.605876944
Andorra,KOR,2041,0.592038696
Andorra,KOR,2042,0.578516513
Andorra,KOR,2043,0.565303178
Andorra,KOR,2044,0.552391636
Andorra,KOR,2045,0.539774993
Andorra,KOR,2046,0.527446515
Andorra,KOR,2047,0.51539962
Andorra,KOR,2048,0.503627877
Andorra,KOR,2049,0.492125
Andorra,KOR,2050,0.480884849
Andorra,KWT,2021,0.939802849
Andorra,KWT,2022,0.918337722
Andorra,KWT,2023,0.897362859
Andorra,KWT,2024,0.876867063
Andorra,KWT,2025,0.856839392
Andorra,KWT,2026,0.837269153
Andorra,KWT,2027,0.818145899
Andorra,KWT,2028,0.799459421
Andorra,KWT,2029,0.781199743
Andorra,KWT,2030,0.763357116
Andorra,KWT,2031,0.745922015
Andorra,KWT,2032,0.728885133
Andorra,KWT,2033,0.712237373
Andorra,KWT,2034,0.695969849
Andorra,KWT,2035,0.680073876
Andorra,KWT,2036,0.664540967
Andorra,KWT,2037,0.649362831
Andorra,KWT,2038,0.634531363
Andorra,KWT,2039,0.620038647
Andorra,KWT,2040,0.605876944
Andorra,KWT,2041,0.592038696
Andorra,KWT,2042,0.578516513
Andorra,KWT,2043,0.565303178
Andorra,KWT,2044,0.552391636
Andorra,KWT,2045,0.539774993
Andorra,KWT,2046,0.527446515
Andorra,KWT,2047,0.51539962
Andorra,KWT,2048,0.503627877
Andorra,KWT,2049,0.492125
Andorra,KWT,2050,0.480884849
Andorra,LAO,2021,0.939802849
Andorra,LAO,2022,0.918337722
Andorra,LAO,2023,0.897362859
Andorra,LAO,2024,0.876867063
Andorra,LAO,2025,0.856839392
Andorra,LAO,2026,0.837269153
Andorra,LAO,2027,0.818145899
Andorra,LAO,2028,0.799459421
Andorra,LAO,2029,0.781199743
Andorra,LAO,2030,0.763357116
Andorra,LAO,2031,0.745922015
Andorra,LAO,2032,0.728885133
Andorra,LAO,2033,0.712237373
Andorra,LAO,2034,0.695969849
Andorra,LAO,2035,0.680073876
Andorra,LAO,2036,0.664540967
Andorra,LAO,2037,0.649362831
Andorra,LAO,2038,0.634531363
Andorra,LAO,2039,0.620038647
Andorra,LAO,2040,0.605876944
Andorra,LAO,2041,0.592038696
Andorra,LAO,2042,0.578516513
Andorra,LAO,2043,0.565303178
Andorra,LAO,2044,0.552391636
Andorra,LAO,2045,0.539774993
Andorra,LAO,2046,0.527446515
Andorra,LAO,2047,0.51539962
Andorra,LAO,2048,0.503627877
Andorra,LAO,2049,0.492125
Andorra,LAO,2050,0.480884849
Andorra,LBN,2021,0.939802849
Andorra,LBN,2022,0.918337722
Andorra,LBN,2023,0.897362859
Andorra,LBN,2024,0.876867063
Andorra,LBN,2025,0.856839392
Andorra,LBN,2026,0.837269153
Andorra,LBN,2027,0.818145899
Andorra,LBN,2028,0.799459421
Andorra,LBN,2029,0.781199743
Andorra,LBN,2030,0.763357116
Andorra,LBN,2031,0.745922015
Andorra,LBN,2032,0.728885133
Andorra,LBN,2033,0.712237373
Andorra,LBN,2034,0.695969849
Andorra,LBN,2035,0.680073876
Andorra,LBN,2036,0.664540967
Andorra,LBN,2037,0.649362831
Andorra,LBN,2038,0.634531363
Andorra,LBN,2039,0.620038647
Andorra,LBN,2040,0.605876944
Andorra,LBN,2041,0.592038696
Andorra,LBN,2042,0.578516513
Andorra,LBN,2043,0.565303178
Andorra,LBN,2044,0.552391636
Andorra,LBN,2045,0.539774993
Andorra,LBN,2046,0.527446515
Andorra,LBN,2047,0.51539962
Andorra,LBN,2048,0.503627877
Andorra,LBN,2049,0.492125
Andorra,LBN,2050,0.480884849
Angola,LBR,2021,0.939802849
Angola,LBR,2022,0.918337722
Angola,LBR,2023,0.897362859
Angola,LBR,2024,0.876867063
Angola,LBR,2025,0.856839392
Angola,LBR,2026,0.837269153
Angola,LBR,2027,0.818145899
Angola,LBR,2028,0.799459421
Angola,LBR,2029,0.781199743
Angola,LBR,2030,0.763357116
Angola,LBR,2031,0.745922015
Angola,LBR,2032,0.728885133
Angola,LBR,2033,0.712237373
Angola,LBR,2034,0.695969849
Angola,LBR,2035,0.680073876
Angola,LBR,2036,0.664540967
Angola,LBR,2037,0.649362831
Angola,LBR,2038,0.634531363
Angola,LBR,2039,0.620038647
Angola,LBR,2040,0.605876944
Angola,LBR,2041,0.592038696
Angola,LBR,2042,0.578516513
Angola,LBR,2043,0.565303178
Angola,LBR,2044,0.552391636
Angola,LBR,2045,0.539774993
Angola,LBR,2046,0.527446515
Angola,LBR,2047,0.51539962
Angola,LBR,2048,0.503627877
Angola,LBR,2049,0.492125
Angola,LBR,2050,0.480884849
Angola,LBY,2021,0.939802849
Angola,LBY,2022,0.918337722
Angola,LBY,2023,0.897362859
Angola,LBY,2024,0.876867063
Angola,LBY,2025,0.856839392
Angola,LBY,2026,0.837269153
Angola,LBY,2027,0.818145899
Angola,LBY,2028,0.799459421
Angola,LBY,2029,0.781199743
Angola,LBY,2030,0.763357116
Angola,LBY,2031,0.745922015
Angola,LBY,2032,0.728885133
Angola,LBY,2033,0.712237373
Angola,LBY,2034,0.695969849
Angola,LBY,2035,0.680073876
Angola,LBY,2036,0.664540967
Angola,LBY,2037,0.649362831
Angola,LBY,2038,0.634531363
Angola,LBY,2039,0.620038647
Angola,LBY,2040,0.605876944
Angola,LBY,2041,0.592038696
Angola,LBY,2042,0.578516513
Angola,LBY,2043,0.565303178
Angola,LBY,2044,0.552391636
Angola,LBY,2045,0.539774993
Angola,LBY,2046,0.527446515
Angola,LBY,2047,0.51539962
Angola,LBY,2048,0.503627877
Angola,LBY,2049,0.492125
Angola,LBY,2050,0.480884849
Angola,LCA,2021,0.939802849
Angola,LCA,2022,0.918337722
Angola,LCA,2023,0.897362859
Angola,LCA,2024,0.876867063
Angola,LCA,2025,0.856839392
Angola,LCA,2026,0.837269153
Angola,LCA,2027,0.818145899
Angola,LCA,2028,0.799459421
Angola,LCA,2029,0.781199743
Angola,LCA,2030,0.763357116
Angola,LCA,2031,0.745922015
Angola,LCA,2032,0.728885133
Angola,LCA,2033,0.712237373
Angola,LCA,2034,0.695969849
Angola,LCA,2035,0.680073876
Angola,LCA,2036,0.664540967
Angola,LCA,2037,0.649362831
Angola,LCA,2038,0.634531363
Angola,LCA,2039,0.620038647
Angola,LCA,2040,0.605876944
Angola,LCA,2041,0.592038696
Angola,LCA,2042,0.578516513
Angola,LCA,2043,0.565303178
Angola,LCA,2044,0.552391636
Angola,LCA,2045,0.539774993
Angola,LCA,2046,0.527446515
Angola,LCA,2047,0.51539962
Angola,LCA,2048,0.503627877
Angola,LCA,2049,0.492125
Angola,LCA,2050,0.480884849
Angola,LIE,2021,0.939802849
Angola,LIE,2022,0.918337722
Angola,LIE,2023,0.897362859
Angola,LIE,2024,0.876867063
Angola,LIE,2025,0.856839392
Angola,LIE,2026,0.837269153
Angola,LIE,2027,0.818145899
Angola,LIE,2028,0.799459421
Angola,LIE,2029,0.781199743
Angola,LIE,2030,0.763357116
Angola,LIE,2031,0.745922015
Angola,LIE,2032,0.728885133
Angola,LIE,2033,0.712237373
Angola,LIE,2034,0.695969849
Angola,LIE,2035,0.680073876
Angola,LIE,2036,0.664540967
Angola,LIE,2037,0.649362831
Angola,LIE,2038,0.634531363
Angola,LIE,2039,0.620038647
Angola,LIE,2040,0.605876944
Angola,LIE,2041,0.592038696
Angola,LIE,2042,0.578516513
Angola,LIE,2043,0.565303178
Angola,LIE,2044,0.552391636
Angola,LIE,2045,0.539774993
Angola,LIE,2046,0.527446515
Angola,LIE,2047,0.51539962
Angola,LIE,2048,0.503627877
Angola,LIE,2049,0.492125
Angola,LIE,2050,0.480884849
Angola,LKA,2021,0.939802849
Angola,LKA,2022,0.918337722
Angola,LKA,2023,0.897362859
Angola,LKA,2024,0.876867063
Angola,LKA,2025,0.856839392
Angola,LKA,2026,0.837269153
Angola,LKA,2027,0.818145899
Angola,LKA,2028,0.799459421
Angola,LKA,2029,0.781199743
Angola,LKA,2030,0.763357116
Angola,LKA,2031,0.745922015
Angola,LKA,2032,0.728885133
Angola,LKA,2033,0.712237373
Angola,LKA,2034,0.695969849
Angola,LKA,2035,0.680073876
Angola,LKA,2036,0.664540967
Angola,LKA,2037,0.649362831
Angola,LKA,2038,0.634531363
Angola,LKA,2039,0.620038647
Angola,LKA,2040,0.605876944
Angola,LKA,2041,0.592038696
Angola,LKA,2042,0.578516513
Angola,LKA,2043,0.565303178
Angola,LKA,2044,0.552391636
Angola,LKA,2045,0.539774993
Angola,LKA,2046,0.527446515
Angola,LKA,2047,0.51539962
Angola,LKA,2048,0.503627877
Angola,LKA,2049,0.492125
Angola,LKA,2050,0.480884849
Angola,LSO,2021,0.939802849
Angola,LSO,2022,0.918337722
Angola,LSO,2023,0.897362859
Angola,LSO,2024,0.876867063
Angola,LSO,2025,0.856839392
Angola,LSO,2026,0.837269153
Angola,LSO,2027,0.818145899
Angola,LSO,2028,0.799459421
Angola,LSO,2029,0.781199743
Angola,LSO,2030,0.763357116
Angola,LSO,2031,0.745922015
Angola,LSO,2032,0.728885133
Angola,LSO,2033,0.712237373
Angola,LSO,2034,0.695969849
Angola,LSO,2035,0.680073876
Angola,LSO,2036,0.664540967
Angola,LSO,2037,0.649362831
Angola,LSO,2038,0.634531363
Angola,LSO,2039,0.620038647
Angola,LSO,2040,0.605876944
Angola,LSO,2041,0.592038696
Angola,LSO,2042,0.578516513
Angola,LSO,2043,0.565303178
Angola,LSO,2044,0.552391636
Angola,LSO,2045,0.539774993
Angola,LSO,2046,0.527446515
Angola,LSO,2047,0.51539962
Angola,LSO,2048,0.503627877
Angola,LSO,2049,0.492125
Angola,LSO,2050,0.480884849
Angola,LTU,2021,0.939802849
Angola,LTU,2022,0.918337722
Angola,LTU,2023,0.897362859
Angola,LTU,2024,0.876867063
Angola,LTU,2025,0.856839392
Angola,LTU,2026,0.837269153
Angola,LTU,2027,0.818145899
Angola,LTU,2028,0.799459421
Angola,LTU,2029,0.781199743
Angola,LTU,2030,0.763357116
Angola,LTU,2031,0.745922015
Angola,LTU,2032,0.728885133
Angola,LTU,2033,0.712237373
Angola,LTU,2034,0.695969849
Angola,LTU,2035,0.680073876
Angola,LTU,2036,0.664540967
Angola,LTU,2037,0.649362831
Angola,LTU,2038,0.634531363
Angola,LTU,2039,0.620038647
Angola,LTU,2040,0.605876944
Angola,LTU,2041,0.592038696
Angola,LTU,2042,0.578516513
Angola,LTU,2043,0.565303178
Angola,LTU,2044,0.552391636
Angola,LTU,2045,0.539774993
Angola,LTU,2046,0.527446515
Angola,LTU,2047,0.51539962
Angola,LTU,2048,0.503627877
Angola,LTU,2049,0.492125
Angola,LTU,2050,0.480884849
Angola,LUX,2021,0.939802849
Angola,LUX,2022,0.918337722
Angola,LUX,2023,0.897362859
Angola,LUX,2024,0.876867063
Angola,LUX,2025,0.856839392
Angola,LUX,2026,0.837269153
Angola,LUX,2027,0.818145899
Angola,LUX,2028,0.799459421
Angola,LUX,2029,0.781199743
Angola,LUX,2030,0.763357116
Angola,LUX,2031,0.745922015
Angola,LUX,2032,0.728885133
Angola,LUX,2033,0.712237373
Angola,LUX,2034,0.695969849
Angola,LUX,2035,0.680073876
Angola,LUX,2036,0.664540967
Angola,LUX,2037,0.649362831
Angola,LUX,2038,0.634531363
Angola,LUX,2039,0.620038647
Angola,LUX,2040,0.605876944
Angola,LUX,2041,0.592038696
Angola,LUX,2042,0.578516513
Angola,LUX,2043,0.565303178
Angola,LUX,2044,0.552391636
Angola,LUX,2045,0.539774993
Angola,LUX,2046,0.527446515
Angola,LUX,2047,0.51539962
Angola,LUX,2048,0.503627877
Angola,LUX,2049,0.492125
Angola,LUX,2050,0.480884849
Angola,LVA,2021,0.939802849
Angola,LVA,2022,0.918337722
Angola,LVA,2023,0.897362859
Angola,LVA,2024,0.876867063
Angola,LVA,2025,0.856839392
Angola,LVA,2026,0.837269153
Angola,LVA,2027,0.818145899
Angola,LVA,2028,0.799459421
Angola,LVA,2029,0.781199743
Angola,LVA,2030,0.763357116
Angola,LVA,2031,0.745922015
Angola,LVA,2032,0.728885133
Angola,LVA,2033,0.712237373
Angola,LVA,2034,0.695969849
Angola,LVA,2035,0.680073876
Angola,LVA,2036,0.664540967
Angola,LVA,2037,0.649362831
Angola,LVA,2038,0.634531363
Angola,LVA,2039,0.620038647
Angola,LVA,2040,0.605876944
Angola,LVA,2041,0.592038696
Angola,LVA,2042,0.578516513
Angola,LVA,2043,0.565303178
Angola,LVA,2044,0.552391636
Angola,LVA,2045,0.539774993
Angola,LVA,2046,0.527446515
Angola,LVA,2047,0.51539962
Angola,LVA,2048,0.503627877
Angola,LVA,2049,0.492125
Angola,LVA,2050,0.480884849
Angola,MAC,2021,0.939802849
Angola,MAC,2022,0.918337722
Angola,MAC,2023,0.897362859
Angola,MAC,2024,0.876867063
Angola,MAC,2025,0.856839392
Angola,MAC,2026,0.837269153
Angola,MAC,2027,0.818145899
Angola,MAC,2028,0.799459421
Angola,MAC,2029,0.781199743
Angola,MAC,2030,0.763357116
Angola,MAC,2031,0.745922015
Angola,MAC,2032,0.728885133
Angola,MAC,2033,0.712237373
Angola,MAC,2034,0.695969849
Angola,MAC,2035,0.680073876
Angola,MAC,2036,0.664540967
Angola,MAC,2037,0.649362831
Angola,MAC,2038,0.634531363
Angola,MAC,2039,0.620038647
Angola,MAC,2040,0.605876944
Angola,MAC,2041,0.592038696
Angola,MAC,2042,0.578516513
Angola,MAC,2043,0.565303178
Angola,MAC,2044,0.552391636
Angola,MAC,2045,0.539774993
Angola,MAC,2046,0.527446515
Angola,MAC,2047,0.51539962
Angola,MAC,2048,0.503627877
Angola,MAC,2049,0.492125
Angola,MAC,2050,0.480884849
Angola,MAF,2021,0.939802849
Angola,MAF,2022,0.918337722
Angola,MAF,2023,0.897362859
Angola,MAF,2024,0.876867063
Angola,MAF,2025,0.856839392
Angola,MAF,2026,0.837269153
Angola,MAF,2027,0.818145899
Angola,MAF,2028,0.799459421
Angola,MAF,2029,0.781199743
Angola,MAF,2030,0.763357116
Angola,MAF,2031,0.745922015
Angola,MAF,2032,0.728885133
Angola,MAF,2033,0.712237373
Angola,MAF,2034,0.695969849
Angola,MAF,2035,0.680073876
Angola,MAF,2036,0.664540967
Angola,MAF,2037,0.649362831
Angola,MAF,2038,0.634531363
Angola,MAF,2039,0.620038647
Angola,MAF,2040,0.605876944
Angola,MAF,2041,0.592038696
Angola,MAF,2042,0.578516513
Angola,MAF,2043,0.565303178
Angola,MAF,2044,0.552391636
Angola,MAF,2045,0.539774993
Angola,MAF,2046,0.527446515
Angola,MAF,2047,0.51539962
Angola,MAF,2048,0.503627877
Angola,MAF,2049,0.492125
Angola,MAF,2050,0.480884849
Angola,MAR,2021,0.939802849
Angola,MAR,2022,0.918337722
Angola,MAR,2023,0.897362859
Angola,MAR,2024,0.876867063
Angola,MAR,2025,0.856839392
Angola,MAR,2026,0.837269153
Angola,MAR,2027,0.818145899
Angola,MAR,2028,0.799459421
Angola,MAR,2029,0.781199743
Angola,MAR,2030,0.763357116
Angola,MAR,2031,0.745922015
Angola,MAR,2032,0.728885133
Angola,MAR,2033,0.712237373
Angola,MAR,2034,0.695969849
Angola,MAR,2035,0.680073876
Angola,MAR,2036,0.664540967
Angola,MAR,2037,0.649362831
Angola,MAR,2038,0.634531363
Angola,MAR,2039,0.620038647
Angola,MAR,2040,0.605876944
Angola,MAR,2041,0.592038696
Angola,MAR,2042,0.578516513
Angola,MAR,2043,0.565303178
Angola,MAR,2044,0.552391636
Angola,MAR,2045,0.539774993
Angola,MAR,2046,0.527446515
Angola,MAR,2047,0.51539962
Angola,MAR,2048,0.503627877
Angola,MAR,2049,0.492125
Angola,MAR,2050,0.480884849
Angola,MCO,2021,0.939802849
Angola,MCO,2022,0.918337722
Angola,MCO,2023,0.897362859
Angola,MCO,2024,0.876867063
Angola,MCO,2025,0.856839392
Angola,MCO,2026,0.837269153
Angola,MCO,2027,0.818145899
Angola,MCO,2028,0.799459421
Angola,MCO,2029,0.781199743
Angola,MCO,2030,0.763357116
Angola,MCO,2031,0.745922015
Angola,MCO,2032,0.728885133
Angola,MCO,2033,0.712237373
Angola,MCO,2034,0.695969849
Angola,MCO,2035,0.680073876
Angola,MCO,2036,0.664540967
Angola,MCO,2037,0.649362831
Angola,MCO,2038,0.634531363
Angola,MCO,2039,0.620038647
Angola,MCO,2040,0.605876944
Angola,MCO,2041,0.592038696
Angola,MCO,2042,0.578516513
Angola,MCO,2043,0.565303178
Angola,MCO,2044,0.552391636
Angola,MCO,2045,0.539774993
Angola,MCO,2046,0.527446515
Angola,MCO,2047,0.51539962
Angola,MCO,2048,0.503627877
Angola,MCO,2049,0.492125
Angola,MCO,2050,0.480884849
Angola,MDA,2021,0.939802849
Angola,MDA,2022,0.918337722
Angola,MDA,2023,0.897362859
Angola,MDA,2024,0.876867063
Angola,MDA,2025,0.856839392
Angola,MDA,2026,0.837269153
Angola,MDA,2027,0.818145899
Angola,MDA,2028,0.799459421
Angola,MDA,2029,0.781199743
Angola,MDA,2030,0.763357116
Angola,MDA,2031,0.745922015
Angola,MDA,2032,0.728885133
Angola,MDA,2033,0.712237373
Angola,MDA,2034,0.695969849
Angola,MDA,2035,0.680073876
Angola,MDA,2036,0.664540967
Angola,MDA,2037,0.649362831
Angola,MDA,2038,0.634531363
Angola,MDA,2039,0.620038647
Angola,MDA,2040,0.605876944
Angola,MDA,2041,0.592038696
Angola,MDA,2042,0.578516513
Angola,MDA,2043,0.565303178
Angola,MDA,2044,0.552391636
Angola,MDA,2045,0.539774993
Angola,MDA,2046,0.527446515
Angola,MDA,2047,0.51539962
Angola,MDA,2048,0.503627877
Angola,MDA,2049,0.492125
Angola,MDA,2050,0.480884849
Angola,MDG,2021,0.939802849
Angola,MDG,2022,0.918337722
Angola,MDG,2023,0.897362859
Angola,MDG,2024,0.876867063
Angola,MDG,2025,0.856839392
Angola,MDG,2026,0.837269153
Angola,MDG,2027,0.818145899
Angola,MDG,2028,0.799459421
Angola,MDG,2029,0.781199743
Angola,MDG,2030,0.763357116
Angola,MDG,2031,0.745922015
Angola,MDG,2032,0.728885133
Angola,MDG,2033,0.712237373
Angola,MDG,2034,0.695969849
Angola,MDG,2035,0.680073876
Angola,MDG,2036,0.664540967
Angola,MDG,2037,0.649362831
Angola,MDG,2038,0.634531363
Angola,MDG,2039,0.620038647
Angola,MDG,2040,0.605876944
Angola,MDG,2041,0.592038696
Angola,MDG,2042,0.578516513
Angola,MDG,2043,0.565303178
Angola,MDG,2044,0.552391636
Angola,MDG,2045,0.539774993
Angola,MDG,2046,0.527446515
Angola,MDG,2047,0.51539962
Angola,MDG,2048,0.503627877
Angola,MDG,2049,0.492125
Angola,MDG,2050,0.480884849
Angola,MDV,2021,0.939802849
Angola,MDV,2022,0.918337722
Angola,MDV,2023,0.897362859
Angola,MDV,2024,0.876867063
Angola,MDV,2025,0.856839392
Angola,MDV,2026,0.837269153
Angola,MDV,2027,0.818145899
Angola,MDV,2028,0.799459421
Angola,MDV,2029,0.781199743
Angola,MDV,2030,0.763357116
Angola,MDV,2031,0.745922015
Angola,MDV,2032,0.728885133
Angola,MDV,2033,0.712237373
Angola,MDV,2034,0.695969849
Angola,MDV,2035,0.680073876
Angola,MDV,2036,0.664540967
Angola,MDV,2037,0.649362831
Angola,MDV,2038,0.634531363
Angola,MDV,2039,0.620038647
Angola,MDV,2040,0.605876944
Angola,MDV,2041,0.592038696
Angola,MDV,2042,0.578516513
Angola,MDV,2043,0.565303178
Angola,MDV,2044,0.552391636
Angola,MDV,2045,0.539774993
Angola,MDV,2046,0.527446515
Angola,MDV,2047,0.51539962
Angola,MDV,2048,0.503627877
Angola,MDV,2049,0.492125
Angola,MDV,2050,0.480884849
Angola,MEX,2021,0.939802849
Angola,MEX,2022,0.918337722
Angola,MEX,2023,0.897362859
Angola,MEX,2024,0.876867063
Angola,MEX,2025,0.856839392
Angola,MEX,2026,0.837269153
Angola,MEX,2027,0.818145899
Angola,MEX,2028,0.799459421
Angola,MEX,2029,0.781199743
Angola,MEX,2030,0.763357116
Angola,MEX,2031,0.745922015
Angola,MEX,2032,0.728885133
Angola,MEX,2033,0.712237373
Angola,MEX,2034,0.695969849
Angola,MEX,2035,0.680073876
Angola,MEX,2036,0.664540967
Angola,MEX,2037,0.649362831
Angola,MEX,2038,0.634531363
Angola,MEX,2039,0.620038647
Angola,MEX,2040,0.605876944
Angola,MEX,2041,0.592038696
Angola,MEX,2042,0.578516513
Angola,MEX,2043,0.565303178
Angola,MEX,2044,0.552391636
Angola,MEX,2045,0.539774993
Angola,MEX,2046,0.527446515
Angola,MEX,2047,0.51539962
Angola,MEX,2048,0.503627877
Angola,MEX,2049,0.492125
Angola,MEX,2050,0.480884849
Angola,MHL,2021,0.939802849
Angola,MHL,2022,0.918337722
Angola,MHL,2023,0.897362859
Angola,MHL,2024,0.876867063
Angola,MHL,2025,0.856839392
Angola,MHL,2026,0.837269153
Angola,MHL,2027,0.818145899
Angola,MHL,2028,0.799459421
Angola,MHL,2029,0.781199743
Angola,MHL,2030,0.763357116
Angola,MHL,2031,0.745922015
Angola,MHL,2032,0.728885133
Angola,MHL,2033,0.712237373
Angola,MHL,2034,0.695969849
Angola,MHL,2035,0.680073876
Angola,MHL,2036,0.664540967
Angola,MHL,2037,0.649362831
Angola,MHL,2038,0.634531363
Angola,MHL,2039,0.620038647
Angola,MHL,2040,0.605876944
Angola,MHL,2041,0.592038696
Angola,MHL,2042,0.578516513
Angola,MHL,2043,0.565303178
Angola,MHL,2044,0.552391636
Angola,MHL,2045,0.539774993
Angola,MHL,2046,0.527446515
Angola,MHL,2047,0.51539962
Angola,MHL,2048,0.503627877
Angola,MHL,2049,0.492125
Angola,MHL,2050,0.480884849
Angola,MKD,2021,0.939802849
Angola,MKD,2022,0.918337722
Angola,MKD,2023,0.897362859
Angola,MKD,2024,0.876867063
Angola,MKD,2025,0.856839392
Angola,MKD,2026,0.837269153
Angola,MKD,2027,0.818145899
Angola,MKD,2028,0.799459421
Angola,MKD,2029,0.781199743
Angola,MKD,2030,0.763357116
Angola,MKD,2031,0.745922015
Angola,MKD,2032,0.728885133
Angola,MKD,2033,0.712237373
Angola,MKD,2034,0.695969849
Angola,MKD,2035,0.680073876
Angola,MKD,2036,0.664540967
Angola,MKD,2037,0.649362831
Angola,MKD,2038,0.634531363
Angola,MKD,2039,0.620038647
Angola,MKD,2040,0.605876944
Angola,MKD,2041,0.592038696
Angola,MKD,2042,0.578516513
Angola,MKD,2043,0.565303178
Angola,MKD,2044,0.552391636
Angola,MKD,2045,0.539774993
Angola,MKD,2046,0.527446515
Angola,MKD,2047,0.51539962
Angola,MKD,2048,0.503627877
Angola,MKD,2049,0.492125
Angola,MKD,2050,0.480884849
Angola,MLI,2021,0.939802849
Angola,MLI,2022,0.918337722
Angola,MLI,2023,0.897362859
Angola,MLI,2024,0.876867063
Angola,MLI,2025,0.856839392
Angola,MLI,2026,0.837269153
Angola,MLI,2027,0.818145899
Angola,MLI,2028,0.799459421
Angola,MLI,2029,0.781199743
Angola,MLI,2030,0.763357116
Angola,MLI,2031,0.745922015
Angola,MLI,2032,0.728885133
Angola,MLI,2033,0.712237373
Angola,MLI,2034,0.695969849
Angola,MLI,2035,0.680073876
Angola,MLI,2036,0.664540967
Angola,MLI,2037,0.649362831
Angola,MLI,2038,0.634531363
Angola,MLI,2039,0.620038647
Angola,MLI,2040,0.605876944
Angola,MLI,2041,0.592038696
Angola,MLI,2042,0.578516513
Angola,MLI,2043,0.565303178
Angola,MLI,2044,0.552391636
Angola,MLI,2045,0.539774993
Angola,MLI,2046,0.527446515
Angola,MLI,2047,0.51539962
Angola,MLI,2048,0.503627877
Angola,MLI,2049,0.492125
Angola,MLI,2050,0.480884849
Angola,MLT,2021,0.939802849
Angola,MLT,2022,0.918337722
Angola,MLT,2023,0.897362859
Angola,MLT,2024,0.876867063
Angola,MLT,2025,0.856839392
Angola,MLT,2026,0.837269153
Angola,MLT,2027,0.818145899
Angola,MLT,2028,0.799459421
Angola,MLT,2029,0.781199743
Angola,MLT,2030,0.763357116
Angola,MLT,2031,0.745922015
Angola,MLT,2032,0.728885133
Angola,MLT,2033,0.712237373
Angola,MLT,2034,0.695969849
Angola,MLT,2035,0.680073876
Angola,MLT,2036,0.664540967
Angola,MLT,2037,0.649362831
Angola,MLT,2038,0.634531363
Angola,MLT,2039,0.620038647
Angola,MLT,2040,0.605876944
Angola,MLT,2041,0.592038696
Angola,MLT,2042,0.578516513
Angola,MLT,2043,0.565303178
Angola,MLT,2044,0.552391636
Angola,MLT,2045,0.539774993
Angola,MLT,2046,0.527446515
Angola,MLT,2047,0.51539962
Angola,MLT,2048,0.503627877
Angola,MLT,2049,0.492125
Angola,MLT,2050,0.480884849
Anguilla,MMR,2021,0.939802849
Anguilla,MMR,2022,0.918337722
Anguilla,MMR,2023,0.897362859
Anguilla,MMR,2024,0.876867063
Anguilla,MMR,2025,0.856839392
Anguilla,MMR,2026,0.837269153
Anguilla,MMR,2027,0.818145899
Anguilla,MMR,2028,0.799459421
Anguilla,MMR,2029,0.781199743
Anguilla,MMR,2030,0.763357116
Anguilla,MMR,2031,0.745922015
Anguilla,MMR,2032,0.728885133
Anguilla,MMR,2033,0.712237373
Anguilla,MMR,2034,0.695969849
Anguilla,MMR,2035,0.680073876
Anguilla,MMR,2036,0.664540967
Anguilla,MMR,2037,0.649362831
Anguilla,MMR,2038,0.634531363
Anguilla,MMR,2039,0.620038647
Anguilla,MMR,2040,0.605876944
Anguilla,MMR,2041,0.592038696
Anguilla,MMR,2042,0.578516513
Anguilla,MMR,2043,0.565303178
Anguilla,MMR,2044,0.552391636
Anguilla,MMR,2045,0.539774993
Anguilla,MMR,2046,0.527446515
Anguilla,MMR,2047,0.51539962
Anguilla,MMR,2048,0.503627877
Anguilla,MMR,2049,0.492125
Anguilla,MMR,2050,0.480884849
Anguilla,MNE,2021,0.939802849
Anguilla,MNE,2022,0.918337722
Anguilla,MNE,2023,0.897362859
Anguilla,MNE,2024,0.876867063
Anguilla,MNE,2025,0.856839392
Anguilla,MNE,2026,0.837269153
Anguilla,MNE,2027,0.818145899
Anguilla,MNE,2028,0.799459421
Anguilla,MNE,2029,0.781199743
Anguilla,MNE,2030,0.763357116
