Year,prodinit_ippu_electronics_tonne,iso_code3
2042,480883.249456246,"IRN"
2043,479718.439142032,"IRN"
2044,478556.450267471,"IRN"
2045,477397.275998383,"IRN"
2046,476240.909517144,"IRN"
2047,475087.344022643,"IRN"
2048,473936.572730244,"IRN"
2049,472788.588871743,"IRN"
2050,471643.385695332,"IRN"
2021,756323.5,"IRQ"
2022,883880.711978697,"IRQ"
2023,1032950.99650873,"IRQ"
2024,1207162.62582511,"IRQ"
2025,1410755.79588413,"IRQ"
2026,1648685.82993142,"IRQ"
2027,1926743.7877958,"IRQ"
2028,2251697.41645934,"IRQ"
2029,2631455.87254749,"IRQ"
2030,3075262.22597579,"IRQ"
2031,3593918.4301647,"IRQ"
2032,4200048.23444906,"IRQ"
2033,4908404.4377964,"IRQ"
2034,5736227.96218666,"IRQ"
2035,6703667.48526213,"IRQ"
2036,7834269.84582911,"IRQ"
2037,9155553.15835707,"IRQ"
2038,10699676.5857037,"IRQ"
2039,12504223.0718913,"IRQ"
2040,14613114.0861334,"IRQ"
2041,17077678.6423766,"IRQ"
2042,19957902.6135869,"IRQ"
2043,23323888.7482654,"IRQ"
2044,27257562.9250297,"IRQ"
2045,31854668.1743717,"IRQ"
2046,37227095.000762,"IRQ"
2047,43505604.7236032,"IRQ"
2048,50843012.1213504,"IRQ"
2049,59417904.8422542,"IRQ"
2050,69438990.1097271,"IRQ"
2021,54571.79,"ISL"
2022,56055.6118136269,"ISL"
2023,57579.7791459658,"ISL"
2024,59145.3890026445,"ISL"
2025,60753.5682171722,"ISL"
2026,62405.4742619677,"ISL"
2027,64102.2960814396,"ISL"
2028,65845.2549477185,"ISL"
2029,67635.6053396563,"ISL"
2030,69474.6358457262,"ISL"
2031,71363.6700914724,"ISL"
2032,73304.0676921778,"ISL"
2033,75297.2252314345,"ISL"
2034,77344.5772663225,"ISL"
2035,79447.5973599188,"ISL"
2036,81607.7991418815,"ISL"
2037,83826.7373978706,"ISL"
2038,86106.0091885912,"ISL"
2039,88447.2549992635,"ISL"
2040,90852.1599203469,"ISL"
2041,93322.4548603686,"ISL"
2042,95859.9177917297,"ISL"
2043,98466.3750303845,"ISL"
2044,101143.702550315,"ISL"
2045,103893.827333745,"ISL"
2046,106718.72875807,"ISL"
2047,109620.440020496,"ISL"
2048,112601.049601413,"ISL"
2049,115662.702767561,"ISL"
2050,118807.603116066,"ISL"
2021,1790761,"ISR"
2022,1882857.78780865,"ISR"
2023,1979691.00796349,"ISR"
2024,2081504.24975684,"ISR"
2025,2188553.62999947,"ISR"
2026,2301108.43729644,"ISR"
2027,2419451.80945743,"ISR"
2028,2543881.44574551,"ISR"
2029,2674710.35575594,"ISR"
2030,2812267.64680912,"ISR"
2031,2956899.35183805,"ISR"
2032,3108969.29985333,"ISR"
2033,3268860.03117493,"ISR"
2034,3436973.75973352,"ISR"
2035,3613733.38486166,"ISR"
2036,3799583.55512037,"ISR"
2037,3994991.78683704,"ISR"
2038,4200449.64016848,"ISR"
2039,4416473.9556475,"ISR"
2040,4643608.15432378,"ISR"
2041,4882423.60476931,"ISR"
2042,5133521.06038757,"ISR"
2043,5397532.17064168,"ISR"
2044,5675121.07000345,"ISR"
2045,5966986.0486201,"ISR"
2046,6273861.30890161,"ISR"
2047,6596518.81244722,"ISR"
2048,6935770.22195734,"ISR"
2049,7292468.9430157,"ISR"
2050,7667512.27087806,"ISR"
2021,7113596,"ITA"
2022,6979334.05311836,"ITA"
2023,6847606.16501381,"ITA"
2024,6718364.5078838,"ITA"
2025,6591562.15662728,"ITA"
2026,6467153.07180716,"ITA"
2027,6345092.08293425,"ITA"
2028,6225334.87206678,"ITA"
2029,6107837.9577194,"ITA"
2030,5992558.67907595,"ITA"
2031,5879455.1805001,"ITA"
2032,5768486.39633843,"ITA"
2033,5659612.03601032,"ITA"
2034,5552792.56937917,"ITA"
2035,5447989.21239984,"ITA"
2036,5345163.91303691,"ITA"
2037,5244279.33744872,"ITA"
2038,5145298.85643223,"ITA"
2039,5048186.53212362,"ITA"
2040,4952907.10495,"ITA"
2041,4859425.98082734,"ITA"
2042,4767709.21860003,"ITA"
2043,4677723.51771756,"ITA"
2044,4589436.20614367,"ITA"
2045,4502815.22849384,"ITA"
2046,4417829.13439659,"ITA"
2047,4334447.06707445,"ITA"
2048,4252638.75214051,"ITA"
2049,4172374.48660636,"ITA"
2050,4093625.12809752,"ITA"
2021,18633.21,"JAM"
2022,18955.4050699888,"JAM"
2023,19283.171357343,"JAM"
2024,19616.6051964446,"JAM"
2025,19955.8045874358,"JAM"
2026,20300.8692250228,"JAM"
2027,20651.9005277769,"JAM"
2028,21009.0016679427,"JAM"
2029,21372.2776017618,"JAM"
2030,21741.8351003206,"JAM"
2031,22117.7827809314,"JAM"
2032,22500.2311390564,"JAM"
2033,22889.292580784,"JAM"
2034,23285.0814558657,"JAM"
2035,23687.7140913251,"JAM"
2036,24097.3088256478,"JAM"
2037,24513.9860435626,"JAM"
2038,24937.8682114237,"JAM"
2039,25369.0799132051,"JAM"
2040,25807.7478871177,"JAM"
2041,26254.0010628584,"JAM"
2042,26707.9705995048,"JAM"
2043,27169.7899240638,"JAM"
2044,27639.5947706879,"JAM"
2045,28117.5232205688,"JAM"
2046,28603.7157425209,"JAM"
2047,29098.3152342672,"JAM"
2048,29601.4670644383,"JAM"
2049,30113.3191152979,"JAM"
2050,30634.0218262076,"JAM"
2021,91076.6,"JOR"
2022,95816.6062355752,"JOR"
2023,100803.302170956,"JOR"
2024,106049.526567309,"JOR"
2025,111568.786368497,"JOR"
2026,117375.29147609,"JOR"
2027,123483.991334222,"JOR"
2028,129910.613418466,"JOR"
2029,136671.703727843,"JOR"
2030,143784.669384187,"JOR"
2031,151267.823448581,"JOR"
2032,159140.432070205,"JOR"
2033,167422.764089021,"JOR"
2034,176136.143219985,"JOR"
2035,185303.002953143,"JOR"
2036,194946.944310953,"JOR"
2037,205092.796611546,"JOR"
2038,215766.681394359,"JOR"
2039,226996.079672716,"JOR"
2040,238809.902686528,"JOR"
2041,251238.566337249,"JOR"
2042,264314.069496738,"JOR"
2043,278070.076391647,"JOR"
2044,292542.003275427,"JOR"
2045,307767.109611118,"JOR"
2046,323784.593999661,"JOR"
2047,340635.69510073,"JOR"
2048,358363.797805892,"JOR"
2049,377014.544937475,"JOR"
2050,396635.954760703,"JOR"
2021,37130080,"JPN"
2022,36542881.7828402,"JPN"
2023,35964969.884111,"JPN"
2024,35396197.4441874,"JPN"
2025,34836419.925974,"JPN"
2026,34285495.078175,"JPN"
2027,33743282.8991453,"JPN"
2028,33209645.601313,"JPN"
2029,32684447.5761646,"JPN"
2030,32167555.3597843,"JPN"
2031,31658837.5989377,"JPN"
2032,31158165.0176923,"JPN"
2033,30665410.3845657,"JPN"
2034,30180448.4801935,"JPN"
2035,29703156.0655083,"JPN"
2036,29233411.8504221,"JPN"
2037,28771096.463004,"JPN"
2038,28316092.4191449,"JPN"
2039,27868284.092703,"JPN"
2040,27427557.68612,"JPN"
2041,26993801.2015033,"JPN"
2042,26566904.4121646,"JPN"
2043,26146758.8346091,"JPN"
2044,25733257.7009679,"JPN"
2045,25326295.9318652,"JPN"
2046,24925770.1097163,"JPN"
2047,24531578.4524465,"JPN"
2048,24143620.7876261,"JPN"
2049,23761798.5270149,"JPN"
2050,23386014.6415082,"JPN"
2021,410509.1,"KAZ"
2022,446943.408241036,"KAZ"
2023,486611.405618325,"KAZ"
2024,529800.094848117,"KAZ"
2025,576821.951274263,"KAZ"
2026,628017.183664781,"KAZ"
2027,683756.195663078,"KAZ"
2028,744442.265702711,"KAZ"
2029,810514.464775198,"KAZ"
2030,882450.833161278,"KAZ"
2031,960771.839109641,"KAZ"
2032,1046044.1444871,"KAZ"
2033,1138884.70464515,"KAZ"
2034,1239965.23216583,"KAZ"
2035,1350017.05678287,"KAZ"
2036,1469836.4166399,"KAZ"
2037,1600290.2191689,"KAZ"
2038,1742322.3132694,"KAZ"
2039,1896960.31816842,"KAZ"
2040,2065323.05836873,"KAZ"
2041,2248628.65847827,"KAZ"
2042,2448203.3564877,"KAZ"
2043,2665491.09926128,"KAZ"
2044,2902063.98966547,"KAZ"
2045,3159633.66092168,"KAZ"
2046,3440063.66047777,"KAZ"
2047,3745382.93299727,"KAZ"
2048,4077800.5000172,"KAZ"
2049,4439721.4424837,"KAZ"
2050,4833764.30180104,"KAZ"
2021,242368.8,"KEN"
2022,266543.531549935,"KEN"
2023,293129.537346025,"KEN"
2024,322367.326511532,"KEN"
2025,354521.397410454,"KEN"
2026,389882.630420254,"KEN"
2027,428770.919368304,"KEN"
2028,471538.065437219,"KEN"
2029,518570.959718664,"KEN"
2030,570295.083206468,"KEN"
2031,627178.355891584,"KEN"
2032,689735.369779547,"KEN"
2033,758532.044124247,"KEN"
2034,834190.744991385,"KEN"
2035,917395.915465503,"KEN"
2036,1008900.26743401,"KEN"
2037,1109531.59096194,"KEN"
2038,1220200.24285805,"KEN"
2039,1341907.38217738,"KEN"
2040,1475754.02716227,"KEN"
2041,1622951.0155551,"KEN"
2042,1784829.95838825,"KEN"
2043,1962855.28634431,"KEN"
2044,2158637.49766337,"KEN"
2045,2373947.72744391,"KEN"
2046,2610733.77013809,"KEN"
2047,2871137.70018782,"KEN"
2048,3157515.25020639,"KEN"
2049,3472457.12200905,"KEN"
2050,3818812.42328227,"KEN"
2021,46621.52,"KGZ"
2022,57928.9109605439,"KGZ"
2023,71978.7498364409,"KGZ"
2024,89436.1786215132,"KGZ"
2025,111127.660102393,"KGZ"
2026,138080.103937519,"KGZ"
2027,171569.482213776,"KGZ"
2028,213181.236019513,"KGZ"
2029,264885.332778363,"KGZ"
2030,329129.527678888,"KGZ"
2031,408955.244346306,"KGZ"
2032,508141.560733855,"KGZ"
2033,631384.11675774,"KGZ"
2034,784517.413451144,"KGZ"
2035,974791.027637184,"KGZ"
2036,1211212.81856815,"KGZ"
2037,1504975.37448595,"KGZ"
2038,1869985.88777045,"KGZ"
2039,2323524.54381856,"KGZ"
2040,2887062.59284347,"KGZ"
2041,3587278.83343028,"KGZ"
2042,4457322.62981616,"KGZ"
2043,5538383.25616663,"KGZ"
2044,6881639.86313282,"KGZ"
2045,8550684.38124606,"KGZ"
2046,10624532.0652977,"KGZ"
2047,13201362.2037221,"KGZ"
2048,16403166.0841883,"KGZ"
2049,20381522.2575746,"KGZ"
2050,25324772.5106213,"KGZ"
2021,111581.3,"KHM"
2022,139979.238056273,"KHM"
2023,175604.577889079,"KHM"
2024,220296.725455849,"KHM"
2025,276363.223726571,"KHM"
2026,346698.895639508,"KHM"
2027,434935.309470042,"KHM"
2028,545628.283801907,"KHM"
2029,684493.113349124,"KHM"
2030,858699.66079779,"KHM"
2031,1077242.55083652,"KHM"
2032,1351405.58021722,"KHM"
2033,1695344.32224576,"KHM"
2034,2126817.00671161,"KHM"
2035,2668101.4120163,"KHM"
2036,3347145.11043433,"KHM"
2037,4199008.45591849,"KHM"
2038,5267674.81873142,"KHM"
2039,6608321.53285756,"KHM"
2040,8290168.80965056,"KHM"
2041,10400053.7126988,"KHM"
2042,13046913.72522,"KHM"
2043,16367411.4053361,"KHM"
2044,20532990.5411794,"KHM"
2045,25758728.1289154,"KHM"
2046,32314439.2186169,"KHM"
2047,40538607.992896,"KHM"
2048,50855864.3671253,"KHM"
2049,63798908.4622903,"KHM"
2050,80036014.9538793,"KHM"
2021,223.0291,"KIR"
2022,250.441768823156,"KIR"
2023,281.223748700376,"KIR"
2024,315.789164102804,"KIR"
2025,354.603039841402,"KIR"
2026,398.187557264719,"KIR"
2027,447.12907941048,"KIR"
2028,502.086039623663,"KIR"
2029,563.797799770358,"KIR"
2030,633.094597221133,"KIR"
2031,710.908714425354,"KIR"
2032,798.28702134601,"KIR"
2033,896.405059494313,"KIR"
2034,1006.58285704324,"KIR"
2035,1130.30268778816,"KIR"
2036,1269.22901287426,"KIR"
2037,1425.23087357612,"KIR"
2038,1600.40703639021,"KIR"
2039,1797.11422872884,"KIR"
2040,2017.99884508395,"KIR"
2041,2266.03255021838,"KIR"
2042,2544.55225837139,"KIR"
2043,2857.3050263373,"KIR"
2044,3208.49846438518,"KIR"
2045,3602.85734322114,"KIR"
2046,4045.68715855374,"KIR"
2047,4542.94550842615,"KIR"
2048,5101.32224358819,"KIR"
2049,5728.32946920889,"KIR"
2050,6432.40260876488,"KIR"
2021,21125770,"KOR"
2022,22439184.8943394,"KOR"
2023,23834256.3950261,"KOR"
2024,25316061.1928976,"KOR"
2025,26889991.6028547,"KOR"
2026,28561775.186594,"KOR"
2027,30337495.5953102,"KOR"
2028,32223614.7082153,"KOR"
2029,34226996.147435,"KOR"
2030,36354930.2548563,"KOR"
2031,38615160.6218156,"KOR"
2032,41015912.2681699,"KOR"
2033,43565921.573295,"KOR"
2034,46274468.067931,"KOR"
2035,49151408.2025653,"KOR"
2036,52207211.2152368,"KOR"
2037,55452997.2292858,"KOR"
2038,58900577.7196871,"KOR"
2039,62562498.4952249,"KOR"
2040,66452085.3529212,"KOR"
2041,70583492.5708564,"KOR"
2042,74971754.4158475,"KOR"
2043,79632839.8534211,"KOR"
2044,84583710.6591729,"KOR"
2045,89842383.1429807,"KOR"
2046,95427993.7106872,"KOR"
2047,101360868.501833,"KOR"
2048,107662597.356851,"KOR"
2049,114356112.382896,"KOR"
2050,121465771.404197,"KOR"
2021,228259.1,"KWT"
2022,237566.627756983,"KWT"
2023,247253.680680529,"KWT"
2024,257335.734346518,"KWT"
2025,267828.895365263,"KWT"
2026,278749.92711267,"KWT"
2027,290116.276510605,"KWT"
2028,301946.101899275,"KWT"
2029,314258.302046128,"KWT"
2030,327072.546337622,"KWT"
2031,340409.306202112,"KWT"
2032,354289.887814024,"KWT"
2033,368736.466131592,"KWT"
2034,383772.120322516,"KWT"
2035,399420.87063415,"KWT"
2036,415707.7167671,"KWT"
2037,432658.677813568,"KWT"
2038,450300.833824213,"KWT"
2039,468662.369069956,"KWT"
2040,487772.617067833,"KWT"
2041,507662.107442829,"KWT"
2042,528362.614700558,"KWT"
2043,549907.208988705,"KWT"
2044,572330.308928325,"KWT"
2045,595667.736599393,"KWT"
2046,619956.774768466,"KWT"
2047,645236.226449855,"KWT"
2048,671546.47689548,"KWT"
2049,698929.558112435,"KWT"
2050,727429.21601132,"KWT"
2021,49806.83,"LAO"
2022,61111.5395980218,"LAO"
2023,74982.0912521552,"LAO"
2024,92000.8568844587,"LAO"
2025,112882.389996443,"LAO"
2026,138503.427063858,"LAO"
2027,169939.698380215,"LAO"
2028,208511.093896929,"LAO"
2029,255837.080402608,"LAO"
2030,313904.696798938,"LAO"
2031,385151.982337228,"LAO"
2032,472570.340651234,"LAO"
2033,579830.137464249,"LAO"
2034,711434.805342417,"LAO"
2035,872909.925769097,"LAO"
2036,1071035.22738035,"LAO"
2037,1314129.24108863,"LAO"
2038,1612398.56368506,"LAO"
2039,1978366.39417592,"LAO"
2040,2427398.33547081,"LAO"
2041,2978347.53784363,"LAO"
2042,3654346.27129656,"LAO"
2043,4483777.16195195,"LAO"
2044,5501464.8710093,"LAO"
2045,6750138.25035262,"LAO"
2046,8282224.36518336,"LAO"
2047,10162049.7078935,"LAO"
2048,12468541.0238114,"LAO"
2049,15298539.1462619,"LAO"
2050,18770864.9763229,"LAO"
2021,62519.73,"LBN"
2022,62252.1745647547,"LBN"
2023,61985.7641426266,"LBN"
2024,61720.4938334907,"LBN"
2025,61456.3587581925,"LBN"
2026,61193.3540584579,"LBN"
2027,60931.474896804,"LBN"
2028,60670.71645645,"LBN"
2029,60411.0739412288,"LBN"
2030,60152.5425754987,"LBN"
2031,59895.1176040553,"LBN"
2032,59638.7942920445,"LBN"
2033,59383.5679248751,"LBN"
2034,59129.4338081322,"LBN"
2035,58876.3872674907,"LBN"
2036,58624.4236486295,"LBN"
2037,58373.5383171459,"LBN"
2038,58123.7266584703,"LBN"
2039,57874.9840777813,"LBN"
2040,57627.305999921,"LBN"
2041,57380.6878693113,"LBN"
2042,57135.1251498698,"LBN"
2043,56890.6133249264,"LBN"
2044,56647.1478971403,"LBN"
2045,56404.7243884172,"LBN"
2046,56163.3383398269,"LBN"
2047,55922.9853115214,"LBN"
2048,55683.6608826533,"LBN"
2049,55445.3606512942,"LBN"
2050,55208.080234354,"LBN"
2021,150089.3,"LBY"
2022,191071.384034394,"LBY"
2023,243243.680907426,"LBY"
2024,309661.693196,"LBY"
2025,394215.232540852,"LBY"
2026,501856.228851897,"LBY"
2027,638888.743121685,"LBY"
2028,813338.168625311,"LBY"
2029,1035421.24300158,"LBY"
2030,1318144.39776137,"LBY"
2031,1678065.48792917,"LBY"
2032,2136263.51298179,"LBY"
2033,2719573.12138578,"LBY"
2034,3462156.19824943,"LBY"
2035,4407502.57708428,"LBY"
2036,5610977.04858808,"LBY"
2037,7143061.83358137,"LBY"
2038,9093484.41751444,"LBY"
2039,11576472.4957054,"LBY"
2040,14737443.7884015,"LBY"
2041,18761522.5187869,"LBY"
2042,23884381.3266973,"LBY"
2043,30406043.5813698,"LBY"
2044,38708454.4341431,"LBY"
2045,49277849.6705894,"LBY"
2046,62733232.4076289,"LBY"
2047,79862625.3908637,"LBY"
2048,101669222.030169,"LBY"
2049,129430139.037257,"LBY"
2050,164771211.549476,"LBY"
2021,207077.1,"LKA"
2022,209705.834654868,"LKA"
2023,212367.939710837,"LKA"
2024,215063.838787562,"LKA"
2025,217793.960882327,"LKA"
2026,220558.740438311,"LKA"
2027,223358.617413719,"LKA"
2028,226194.037351795,"LKA"
2029,229065.451451718,"LKA"
2030,231973.316640405,"LKA"
2031,234918.095645217,"LKA"
2032,237900.257067596,"LKA"
2033,240920.275457634,"LKA"
2034,243978.631389584,"LKA"
2035,247075.811538336,"LKA"
2036,250212.308756862,"LKA"
2037,253388.622154644,"LKA"
2038,256605.257177093,"LKA"
2039,259862.725685986,"LKA"
2040,263161.546040913,"LKA"
2041,266502.243181768,"LKA"
2042,269885.348712278,"LKA"
2043,273311.400984602,"LKA"
2044,276780.945184993,"LKA"
2045,280294.533420558,"LKA"
2046,283852.724807113,"LKA"
2047,287456.085558153,"LKA"
2048,291105.189074957,"LKA"
2049,294800.616037829,"LKA"
2050,298542.954498505,"LKA"
2021,5094.812,"LSO"
2022,4567.88460469953,"LSO"
2023,4095.4543095704,"LSO"
2024,3671.88478984837,"LSO"
2025,3292.12265374634,"LSO"
2026,2951.63715301575,"LSO"
2027,2646.36612890128,"LSO"
2028,2372.66754859776,"LSO"
2029,2127.27605401532,"LSO"
2030,1907.26400445836,"LSO"
2031,1710.00654843848,"LSO"
2032,1533.15030791077,"LSO"
2033,1374.58530132141,"LSO"
2034,1232.41977049445,"LSO"
2035,1104.95761103038,"LSO"
2036,990.678136950143,"LSO"
2037,888.217938166702,"LSO"
2038,796.35461433506,"LSO"
2039,713.992191017559,"LSO"
2040,640.148044172148,"LSO"
2041,573.941176966386,"LSO"
2042,514.581709053815,"LSO"
2043,461.36145291463,"LSO"
2044,413.645464831783,"LSO"
2045,370.864469701508,"LSO"
2046,332.508069302572,"LSO"
2047,298.118652995553,"LSO"
2048,267.285938203833,"LSO"
2049,239.642075541543,"LSO"
2050,214.857260190259,"LSO"
2021,204007.8,"LTU"
2022,219329.035893563,"LTU"
2023,235800.915386567,"LTU"
2024,253509.853224021,"LTU"
2025,272548.754004225,"LTU"
2026,293017.499574714,"LTU"
2027,315023.47303223,"LTU"
2028,338682.122075728,"LTU"
2029,364117.564667897,"LTU"
2030,391463.24018259,"LTU"
2031,420862.609454235,"LTU"
2032,452469.907401808,"LTU"
2033,486450.95217579,"LTU"
2034,522984.015073059,"LTU"
2035,562260.755783448,"LTU"
2036,604487.227874472,"LTU"
2037,649884.959789186,"LTU"
2038,698692.117028314,"LTU"
2039,751164.751613676,"LTU"
2040,807578.145387849,"LTU"
2041,868228.254197282,"LTU"
2042,933433.260535338,"LTU"
2043,1003535.24279072,"LTU"
2044,1078901.96985851,"LTU"
2045,1159928.8305287,"LTU"
2046,1247040.90777415,"LTU"
2047,1340695.20882014,"LTU"
2048,1441383.06269486,"LTU"
2049,1549632.69783888,"LTU"
2050,1666012.01329627,"LTU"
2021,36132.89,"LUX"
2022,35730.9764934204,"LUX"
2023,35333.5335527649,"LUX"
2024,34940.5114510167,"LUX"
2025,34551.8610142827,"LUX"
2026,34167.5336156412,"LUX"
2027,33787.4811690575,"LUX"
2028,33411.6561233679,"LUX"
2029,33040.0114563299,"LUX"
2030,32672.5006687388,"LUX"
2031,32309.0777786103,"LUX"
2032,31949.6973154269,"LUX"
2033,31594.3143144492,"LUX"
2034,31242.8843110894,"LUX"
2035,30895.3633353488,"LUX"
2036,30551.7079063156,"LUX"
2037,30211.8750267252,"LUX"
2038,29875.8221775804,"LUX"
2039,29543.5073128315,"LUX"
2040,29214.8888541154,"LUX"
2041,28889.9256855537,"LUX"
2042,28568.5771486085,"LUX"
2043,28250.8030369948,"LUX"
2044,27936.5635916505,"LUX"
2045,27625.8194957615,"LUX"
2046,27318.531869843,"LUX"
2047,27014.6622668742,"LUX"
2048,26714.1726674887,"LUX"
2049,26417.025475217,"LUX"
2050,26123.183511783,"LUX"
2021,185748.8,"LVA"
2022,199310.459013851,"LVA"
2023,213862.264909986,"LVA"
2024,229476.509053901,"LVA"
2025,246230.760857831,"LVA"
2026,264208.253134902,"LVA"
2027,283498.295588262,"LVA"
2028,304196.718489385,"LVA"
2029,326406.348749637,"LVA"
2030,350237.520750203,"LVA"
2031,375808.624468079,"LVA"
2032,403246.693621153,"LVA"
2033,432688.036754207,"LVA"
2034,464278.914400971,"LVA"
2035,498176.265686293,"LVA"
2036,534548.487978072,"LVA"
2037,573576.273462168,"LVA"
2038,615453.50679627,"LVA"
2039,660388.228302142,"LVA"
2040,708603.667481265,"LVA"
2041,760339.351988219,"LVA"
2042,815852.297571053,"LVA"
2043,875418.284890087,"LVA"
2044,939333.229558208,"LVA"
2045,1007914.65220884,"LVA"
2046,1081503.25589468,"LVA"
2047,1160464.61865349,"LVA"
2048,1245191.00964938,"LVA"
2049,1336103.33791195,"LVA"
2050,1433653.2433543,"LVA"
2021,49001.59,"MAC"
2022,47601.5362201576,"MAC"
2023,46241.4842154913,"MAC"
2024,44920.2910713214,"MAC"
2025,43636.8465278684,"MAC"
2026,42390.0720472496,"MAC"
2027,41178.9199071344,"MAC"
2028,40002.3723202947,"MAC"
2029,38859.4405793105,"MAC"
2030,37749.1642257141,"MAC"
2031,36670.6102428719,"MAC"
2032,35622.8722719273,"MAC"
2033,34605.0698501455,"MAC"
2034,33616.3476710202,"MAC"
2035,32655.8748655192,"MAC"
2036,31722.8443038674,"MAC"
2037,30816.4719172779,"MAC"
2038,29935.9960390627,"MAC"
2039,29080.676764569,"MAC"
2040,28249.7953294031,"MAC"
2041,27442.6535054193,"MAC"
2042,26658.5730139665,"MAC"
2043,25896.8949558993,"MAC"
2044,25156.9792578742,"MAC"
2045,24438.2041344669,"MAC"
2046,23739.9655656568,"MAC"
2047,23061.676789241,"MAC"
2048,22402.7678077512,"MAC"
2049,21762.684909458,"MAC"
2050,21140.8902030617,"MAC"
2021,782848.5,"MAR"
2022,821289.25788945,"MAR"
2023,861617.599222076,"MAR"
2024,903926.211328998,"MAR"
2025,948312.332832233,"MAR"
2026,994877.977129927,"MAR"
2027,1043730.16685552,"MAR"
2028,1094981.17984975,"MAR"
2029,1148748.80721073,"MAR"
2030,1205156.62401537,"MAR"
2031,1264334.27333403,"MAR"
2032,1326417.76419154,"MAR"
2033,1391549.78415908,"MAR"
2034,1459880.02729549,"MAR"
2035,1531565.5381918,"MAR"
2036,1606771.07290951,"MAR"
2037,1685669.47764233,"MAR"
2038,1768442.08597164,"MAR"
2039,1855279.13562856,"MAR"
2040,1946380.20572073,"MAR"
2041,2041954.67542838,"MAR"
2042,2142222.20522421,"MAR"
2043,2247413.24172288,"MAR"
2044,2357769.54732047,"MAR"
2045,2473544.75584123,"MAR"
2046,2595004.95546863,"MAR"
2047,2722429.30030047,"MAR"
2048,2856110.65193364,"MAR"
2049,2996356.25255299,"MAR"
2050,3143488.43107148,"MAR"
2021,90010.04,"MDA"
2022,102746.135363715,"MDA"
2023,117284.342193148,"MDA"
2024,133879.652747866,"MDA"
2025,152823.139770624,"MDA"
2026,174447.06174534,"MDA"
2027,199130.690530624,"MDA"
2028,227306.963582392,"MDA"
2029,259470.077441934,"MDA"
2030,296184.155675108,"MDA"
2031,338093.143293597,"MDA"
2032,385932.101201021,"MDA"
2033,440540.098762352,"MDA"
2034,502874.930625308,"MDA"
2035,574029.91591879,"MDA"
2036,655253.074477182,"MDA"
2037,747969.016431092,"MDA"
2038,853803.929096067,"MDA"
2039,974614.09941576,"MDA"
2040,1112518.47222774,"MDA"
2041,1269935.8154062,"MDA"
2042,1449627.14373814,"MDA"
2043,1654744.14562459,"MDA"
2044,1888884.46198513,"MDA"
2045,2156154.78692758,"MDA"
2046,2461242.89693443,"MDA"
2047,2809499.87191882,"MDA"
2048,3207033.9502628,"MDA"
2049,3660817.66400429,"MDA"
2050,4178810.13326586,"MDA"
2021,21202.19,"MDG"
2022,21911.0720984944,"MDG"
2023,22643.6552311539,"MDG"
2024,23400.731827385,"MDG"
2025,24183.1208109806,"MDG"
2026,24991.6684859439,"MDG"
2027,25827.2494519287,"MDG"
2028,26690.7675502865,"MDG"
2029,27583.1568417452,"MDG"
2030,28505.3826167749,"MDG"
2031,29458.4424397349,"MDG"
2032,30443.3672279316,"MDG"
2033,31461.2223667531,"MDG"
2034,32513.1088620889,"MDG"
2035,33600.1645312784,"MDG"
2036,34723.5652338799,"MDG"
2037,35884.5261435878,"MDG"
2038,37084.303062677,"MDG"
2039,38324.193780394,"MDG"
2040,39605.5394767655,"MDG"
2041,40929.7261733422,"MDG"
2042,42298.1862324474,"MDG"
2043,43712.399906552,"MDG"
2044,45173.896939452,"MDG"
2045,46684.2582209804,"MDG"
2046,48245.117497043,"MDG"
2047,49858.1631368289,"MDG"
2048,51525.1399591058,"MDG"
2049,53247.8511195769,"MDG"
2050,55028.1600613401,"MDG"
2021,6645.357,"MDV"
2022,6742.09243181867,"MDV"
2023,6840.23602632432,"MDV"
2024,6939.80828192294,"MDV"
2025,7040.82999541261,"MDV"
2026,7143.32226632718,"MDV"
2027,7247.30650134316,"MDV"
2028,7352.8044187507,"MDV"
2029,7459.83805298977,"MDV"
2030,7568.42975925224,"MDV"
2031,7678.60221815106,"MDV"
2032,7790.37844045735,"MDV"
2033,7903.78177190642,"MDV"
2034,8018.83589807389,"MDV"
2035,8135.56484932259,"MDV"
2036,8253.99300582163,"MDV"
2037,8374.14510263845,"MDV"
2038,8496.04623490507,"MDV"
2039,8619.72186305942,"MDV"
2040,8745.19781816309,"MDV"
2041,8872.50030729642,"MDV"
2042,9001.65591903219,"MDV"
2043,9132.69162898887,"MDV"
2044,9265.63480546486,"MDV"
2045,9400.51321515462,"MDV"
2046,9537.35502894808,"MDV"
2047,9676.18882781445,"MDV"
2048,9817.04360877167,"MDV"
2049,9959.9487909428,"MDV"
2050,10104.9342217005,"MDV"
2021,12996550,"MEX"
2022,13065804.1181437,"MEX"
2023,13135427.2675211,"MEX"
2024,13205421.4145718,"MEX"
2025,13275788.5362143,"MEX"
2026,13346530.6199009,"MEX"
2027,13417649.6636748,"MEX"
2028,13489147.6762257,"MEX"
2029,13561026.6769472,"MEX"
2030,13633288.6959935,"MEX"
2031,13705935.7743365,"MEX"
2032,13778969.9638242,"MEX"
2033,13852393.3272378,"MEX"
2034,13926207.9383506,"MEX"
2035,14000415.8819861,"MEX"
2036,14075019.2540773,"MEX"
2037,14150020.1617256,"MEX"
2038,14225420.7232605,"MEX"
2039,14301223.0682991,"MEX"
2040,14377429.3378069,"MEX"
