,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_hydropower_mm_usd_per_gw
3528,Andorra,KEN,2039,2136.138393715304
3529,Andorra,KEN,2040,2087.348925374027
3530,Andorra,KEN,2041,2039.6738100297416
3531,Andorra,KEN,2042,1993.0875958248205
3532,Andorra,KEN,2043,1947.5654122228689
3533,Andorra,KEN,2044,1903.0829567313278
3534,Andorra,KEN,2045,1859.6164819273358
3535,Andorra,KEN,2046,1817.1427827799187
3536,Andorra,KEN,2047,1775.6391842617434
3537,Andorra,KEN,2048,1735.0835292438155
3538,Andorra,KEN,2049,1695.4541666666667
3539,Andorra,KEN,2050,1656.729939981711
3540,Andorra,KGZ,2021,3237.7803517131974
3541,Andorra,KGZ,2022,3163.82934627709
3542,Andorra,KGZ,2023,3091.567384139462
3543,Andorra,KGZ,2024,3020.9558874980607
3544,Andorra,KGZ,2025,2951.9571596688547
3545,Andorra,KGZ,2026,2884.5343649612646
3546,Andorra,KGZ,2027,2818.651509013047
3547,Andorra,KGZ,2028,2754.2734195743287
3548,Andorra,KGZ,2029,2691.3657277305338
3549,Andorra,KGZ,2030,2629.8948495541795
3550,Andorra,KGZ,2031,2569.8279681757485
3551,Andorra,KGZ,2032,2511.1330162640566
3552,Andorra,KGZ,2033,2453.7786589067787
3553,Andorra,KGZ,2034,2397.734276881974
3554,Andorra,KGZ,2035,2342.969950311699
3555,Andorra,KGZ,2036,2289.456442688967
3556,Andorra,KGZ,2037,2237.1651852695322
3557,Andorra,KGZ,2038,2186.0682618201695
3558,Andorra,KGZ,2039,2136.138393715304
3559,Andorra,KGZ,2040,2087.348925374027
3560,Andorra,KGZ,2041,2039.6738100297416
3561,Andorra,KGZ,2042,1993.0875958248205
3562,Andorra,KGZ,2043,1947.5654122228689
3563,Andorra,KGZ,2044,1903.0829567313278
3564,Andorra,KGZ,2045,1859.6164819273358
3565,Andorra,KGZ,2046,1817.1427827799187
3566,Andorra,KGZ,2047,1775.6391842617434
3567,Andorra,KGZ,2048,1735.0835292438155
3568,Andorra,KGZ,2049,1695.4541666666667
3569,Andorra,KGZ,2050,1656.729939981711
3570,Andorra,KHM,2021,3237.7803517131974
3571,Andorra,KHM,2022,3163.82934627709
3572,Andorra,KHM,2023,3091.567384139462
3573,Andorra,KHM,2024,3020.9558874980607
3574,Andorra,KHM,2025,2951.9571596688547
3575,Andorra,KHM,2026,2884.5343649612646
3576,Andorra,KHM,2027,2818.651509013047
3577,Andorra,KHM,2028,2754.2734195743287
3578,Andorra,KHM,2029,2691.3657277305338
3579,Andorra,KHM,2030,2629.8948495541795
3580,Andorra,KHM,2031,2569.8279681757485
3581,Andorra,KHM,2032,2511.1330162640566
3582,Andorra,KHM,2033,2453.7786589067787
3583,Andorra,KHM,2034,2397.734276881974
3584,Andorra,KHM,2035,2342.969950311699
3585,Andorra,KHM,2036,2289.456442688967
3586,Andorra,KHM,2037,2237.1651852695322
3587,Andorra,KHM,2038,2186.0682618201695
3588,Andorra,KHM,2039,2136.138393715304
3589,Andorra,KHM,2040,2087.348925374027
3590,Andorra,KHM,2041,2039.6738100297416
3591,Andorra,KHM,2042,1993.0875958248205
3592,Andorra,KHM,2043,1947.5654122228689
3593,Andorra,KHM,2044,1903.0829567313278
3594,Andorra,KHM,2045,1859.6164819273358
3595,Andorra,KHM,2046,1817.1427827799187
3596,Andorra,KHM,2047,1775.6391842617434
3597,Andorra,KHM,2048,1735.0835292438155
3598,Andorra,KHM,2049,1695.4541666666667
3599,Andorra,KHM,2050,1656.729939981711
3600,Andorra,KIR,2021,3237.7803517131974
3601,Andorra,KIR,2022,3163.82934627709
3602,Andorra,KIR,2023,3091.567384139462
3603,Andorra,KIR,2024,3020.9558874980607
3604,Andorra,KIR,2025,2951.9571596688547
3605,Andorra,KIR,2026,2884.5343649612646
3606,Andorra,KIR,2027,2818.651509013047
3607,Andorra,KIR,2028,2754.2734195743287
3608,Andorra,KIR,2029,2691.3657277305338
3609,Andorra,KIR,2030,2629.8948495541795
3610,Andorra,KIR,2031,2569.8279681757485
3611,Andorra,KIR,2032,2511.1330162640566
3612,Andorra,KIR,2033,2453.7786589067787
3613,Andorra,KIR,2034,2397.734276881974
3614,Andorra,KIR,2035,2342.969950311699
3615,Andorra,KIR,2036,2289.456442688967
3616,Andorra,KIR,2037,2237.1651852695322
3617,Andorra,KIR,2038,2186.0682618201695
3618,Andorra,KIR,2039,2136.138393715304
3619,Andorra,KIR,2040,2087.348925374027
3620,Andorra,KIR,2041,2039.6738100297416
3621,Andorra,KIR,2042,1993.0875958248205
3622,Andorra,KIR,2043,1947.5654122228689
3623,Andorra,KIR,2044,1903.0829567313278
3624,Andorra,KIR,2045,1859.6164819273358
3625,Andorra,KIR,2046,1817.1427827799187
3626,Andorra,KIR,2047,1775.6391842617434
3627,Andorra,KIR,2048,1735.0835292438155
3628,Andorra,KIR,2049,1695.4541666666667
3629,Andorra,KIR,2050,1656.729939981711
3630,Andorra,KNA,2021,3237.7803517131974
3631,Andorra,KNA,2022,3163.82934627709
3632,Andorra,KNA,2023,3091.567384139462
3633,Andorra,KNA,2024,3020.9558874980607
3634,Andorra,KNA,2025,2951.9571596688547
3635,Andorra,KNA,2026,2884.5343649612646
3636,Andorra,KNA,2027,2818.651509013047
3637,Andorra,KNA,2028,2754.2734195743287
3638,Andorra,KNA,2029,2691.3657277305338
3639,Andorra,KNA,2030,2629.8948495541795
3640,Andorra,KNA,2031,2569.8279681757485
3641,Andorra,KNA,2032,2511.1330162640566
3642,Andorra,KNA,2033,2453.7786589067787
3643,Andorra,KNA,2034,2397.734276881974
3644,Andorra,KNA,2035,2342.969950311699
3645,Andorra,KNA,2036,2289.456442688967
3646,Andorra,KNA,2037,2237.1651852695322
3647,Andorra,KNA,2038,2186.0682618201695
3648,Andorra,KNA,2039,2136.138393715304
3649,Andorra,KNA,2040,2087.348925374027
3650,Andorra,KNA,2041,2039.6738100297416
3651,Andorra,KNA,2042,1993.0875958248205
3652,Andorra,KNA,2043,1947.5654122228689
3653,Andorra,KNA,2044,1903.0829567313278
3654,Andorra,KNA,2045,1859.6164819273358
3655,Andorra,KNA,2046,1817.1427827799187
3656,Andorra,KNA,2047,1775.6391842617434
3657,Andorra,KNA,2048,1735.0835292438155
3658,Andorra,KNA,2049,1695.4541666666667
3659,Andorra,KNA,2050,1656.729939981711
3660,Andorra,KOR,2021,3237.7803517131974
3661,Andorra,KOR,2022,3163.82934627709
3662,Andorra,KOR,2023,3091.567384139462
3663,Andorra,KOR,2024,3020.9558874980607
3664,Andorra,KOR,2025,2951.9571596688547
3665,Andorra,KOR,2026,2884.5343649612646
3666,Andorra,KOR,2027,2818.651509013047
3667,Andorra,KOR,2028,2754.2734195743287
3668,Andorra,KOR,2029,2691.3657277305338
3669,Andorra,KOR,2030,2629.8948495541795
3670,Andorra,KOR,2031,2569.8279681757485
3671,Andorra,KOR,2032,2511.1330162640566
3672,Andorra,KOR,2033,2453.7786589067787
3673,Andorra,KOR,2034,2397.734276881974
3674,Andorra,KOR,2035,2342.969950311699
3675,Andorra,KOR,2036,2289.456442688967
3676,Andorra,KOR,2037,2237.1651852695322
3677,Andorra,KOR,2038,2186.0682618201695
3678,Andorra,KOR,2039,2136.138393715304
3679,Andorra,KOR,2040,2087.348925374027
3680,Andorra,KOR,2041,2039.6738100297416
3681,Andorra,KOR,2042,1993.0875958248205
3682,Andorra,KOR,2043,1947.5654122228689
3683,Andorra,KOR,2044,1903.0829567313278
3684,Andorra,KOR,2045,1859.6164819273358
3685,Andorra,KOR,2046,1817.1427827799187
3686,Andorra,KOR,2047,1775.6391842617434
3687,Andorra,KOR,2048,1735.0835292438155
3688,Andorra,KOR,2049,1695.4541666666667
3689,Andorra,KOR,2050,1656.729939981711
3690,Andorra,KWT,2021,3237.7803517131974
3691,Andorra,KWT,2022,3163.82934627709
3692,Andorra,KWT,2023,3091.567384139462
3693,Andorra,KWT,2024,3020.9558874980607
3694,Andorra,KWT,2025,2951.9571596688547
3695,Andorra,KWT,2026,2884.5343649612646
3696,Andorra,KWT,2027,2818.651509013047
3697,Andorra,KWT,2028,2754.2734195743287
3698,Andorra,KWT,2029,2691.3657277305338
3699,Andorra,KWT,2030,2629.8948495541795
3700,Andorra,KWT,2031,2569.8279681757485
3701,Andorra,KWT,2032,2511.1330162640566
3702,Andorra,KWT,2033,2453.7786589067787
3703,Andorra,KWT,2034,2397.734276881974
3704,Andorra,KWT,2035,2342.969950311699
3705,Andorra,KWT,2036,2289.456442688967
3706,Andorra,KWT,2037,2237.1651852695322
3707,Andorra,KWT,2038,2186.0682618201695
3708,Andorra,KWT,2039,2136.138393715304
3709,Andorra,KWT,2040,2087.348925374027
3710,Andorra,KWT,2041,2039.6738100297416
3711,Andorra,KWT,2042,1993.0875958248205
3712,Andorra,KWT,2043,1947.5654122228689
3713,Andorra,KWT,2044,1903.0829567313278
3714,Andorra,KWT,2045,1859.6164819273358
3715,Andorra,KWT,2046,1817.1427827799187
3716,Andorra,KWT,2047,1775.6391842617434
3717,Andorra,KWT,2048,1735.0835292438155
3718,Andorra,KWT,2049,1695.4541666666667
3719,Andorra,KWT,2050,1656.729939981711
3720,Andorra,LAO,2021,3237.7803517131974
3721,Andorra,LAO,2022,3163.82934627709
3722,Andorra,LAO,2023,3091.567384139462
3723,Andorra,LAO,2024,3020.9558874980607
3724,Andorra,LAO,2025,2951.9571596688547
3725,Andorra,LAO,2026,2884.5343649612646
3726,Andorra,LAO,2027,2818.651509013047
3727,Andorra,LAO,2028,2754.2734195743287
3728,Andorra,LAO,2029,2691.3657277305338
3729,Andorra,LAO,2030,2629.8948495541795
3730,Andorra,LAO,2031,2569.8279681757485
3731,Andorra,LAO,2032,2511.1330162640566
3732,Andorra,LAO,2033,2453.7786589067787
3733,Andorra,LAO,2034,2397.734276881974
3734,Andorra,LAO,2035,2342.969950311699
3735,Andorra,LAO,2036,2289.456442688967
3736,Andorra,LAO,2037,2237.1651852695322
3737,Andorra,LAO,2038,2186.0682618201695
3738,Andorra,LAO,2039,2136.138393715304
3739,Andorra,LAO,2040,2087.348925374027
3740,Andorra,LAO,2041,2039.6738100297416
3741,Andorra,LAO,2042,1993.0875958248205
3742,Andorra,LAO,2043,1947.5654122228689
3743,Andorra,LAO,2044,1903.0829567313278
3744,Andorra,LAO,2045,1859.6164819273358
3745,Andorra,LAO,2046,1817.1427827799187
3746,Andorra,LAO,2047,1775.6391842617434
3747,Andorra,LAO,2048,1735.0835292438155
3748,Andorra,LAO,2049,1695.4541666666667
3749,Andorra,LAO,2050,1656.729939981711
3750,Andorra,LBN,2021,3237.7803517131974
3751,Andorra,LBN,2022,3163.82934627709
3752,Andorra,LBN,2023,3091.567384139462
3753,Andorra,LBN,2024,3020.9558874980607
3754,Andorra,LBN,2025,2951.9571596688547
3755,Andorra,LBN,2026,2884.5343649612646
3756,Andorra,LBN,2027,2818.651509013047
3757,Andorra,LBN,2028,2754.2734195743287
3758,Andorra,LBN,2029,2691.3657277305338
3759,Andorra,LBN,2030,2629.8948495541795
3760,Andorra,LBN,2031,2569.8279681757485
3761,Andorra,LBN,2032,2511.1330162640566
3762,Andorra,LBN,2033,2453.7786589067787
3763,Andorra,LBN,2034,2397.734276881974
3764,Andorra,LBN,2035,2342.969950311699
3765,Andorra,LBN,2036,2289.456442688967
3766,Andorra,LBN,2037,2237.1651852695322
3767,Andorra,LBN,2038,2186.0682618201695
3768,Andorra,LBN,2039,2136.138393715304
3769,Andorra,LBN,2040,2087.348925374027
3770,Andorra,LBN,2041,2039.6738100297416
3771,Andorra,LBN,2042,1993.0875958248205
3772,Andorra,LBN,2043,1947.5654122228689
3773,Andorra,LBN,2044,1903.0829567313278
3774,Andorra,LBN,2045,1859.6164819273358
3775,Andorra,LBN,2046,1817.1427827799187
3776,Andorra,LBN,2047,1775.6391842617434
3777,Andorra,LBN,2048,1735.0835292438155
3778,Andorra,LBN,2049,1695.4541666666667
3779,Andorra,LBN,2050,1656.729939981711
3780,Angola,LBR,2021,3712.3949802880243
3781,Angola,LBR,2022,3627.603761753699
3782,Angola,LBR,2023,3544.7491773271963
3783,Angola,LBR,2024,3463.7869942243624
3784,Angola,LBR,2025,3384.67398993923
3785,Angola,LBR,2026,3307.367929169231
3786,Angola,LBR,2027,3231.8275412674434
3787,Angola,LBR,2028,3158.012498209822
3788,Angola,LBR,2029,3085.8833930656638
3789,Angola,LBR,2030,3015.4017189598076
3790,Angola,LBR,2031,2946.5298485153367
3791,Angola,LBR,2032,2879.23101376581
3792,Angola,LBR,2033,2813.469286526301
3793,Angola,LBR,2034,2749.2095592127607
3794,Angola,LBR,2035,2686.417526099468
3795,Angola,LBR,2036,2625.059665004562
3796,Angola,LBR,2037,2565.10321939387
3797,Angola,LBR,2038,2506.5161808934963
3798,Angola,LBR,2039,2449.2672722018156
3799,Angola,LBR,2040,2393.325930391758
3800,Angola,LBR,2041,2338.6622905944723
3801,Angola,LBR,2042,2285.247170055656
3802,Angola,LBR,2043,2233.052052556035
3803,Angola,LBR,2044,2182.049073187683
3804,Angola,LBR,2045,2132.211003478052
3805,Angola,LBR,2046,2083.5112368537652
3806,Angola,LBR,2047,2035.923774436422
3807,Angola,LBR,2048,1989.423211162825
3808,Angola,LBR,2049,1943.9847222222222
3809,Angola,LBR,2050,1899.584049803323
3810,Angola,LBY,2021,3712.3949802880243
3811,Angola,LBY,2022,3627.603761753699
3812,Angola,LBY,2023,3544.7491773271963
3813,Angola,LBY,2024,3463.7869942243624
3814,Angola,LBY,2025,3384.67398993923
3815,Angola,LBY,2026,3307.367929169231
3816,Angola,LBY,2027,3231.8275412674434
3817,Angola,LBY,2028,3158.012498209822
3818,Angola,LBY,2029,3085.8833930656638
3819,Angola,LBY,2030,3015.4017189598076
3820,Angola,LBY,2031,2946.5298485153367
3821,Angola,LBY,2032,2879.23101376581
3822,Angola,LBY,2033,2813.469286526301
3823,Angola,LBY,2034,2749.2095592127607
3824,Angola,LBY,2035,2686.417526099468
3825,Angola,LBY,2036,2625.059665004562
3826,Angola,LBY,2037,2565.10321939387
3827,Angola,LBY,2038,2506.5161808934963
3828,Angola,LBY,2039,2449.2672722018156
3829,Angola,LBY,2040,2393.325930391758
3830,Angola,LBY,2041,2338.6622905944723
3831,Angola,LBY,2042,2285.247170055656
3832,Angola,LBY,2043,2233.052052556035
3833,Angola,LBY,2044,2182.049073187683
3834,Angola,LBY,2045,2132.211003478052
3835,Angola,LBY,2046,2083.5112368537652
3836,Angola,LBY,2047,2035.923774436422
3837,Angola,LBY,2048,1989.423211162825
3838,Angola,LBY,2049,1943.9847222222222
3839,Angola,LBY,2050,1899.584049803323
3840,Angola,LCA,2021,3712.3949802880243
3841,Angola,LCA,2022,3627.603761753699
3842,Angola,LCA,2023,3544.7491773271963
3843,Angola,LCA,2024,3463.7869942243624
3844,Angola,LCA,2025,3384.67398993923
3845,Angola,LCA,2026,3307.367929169231
3846,Angola,LCA,2027,3231.8275412674434
3847,Angola,LCA,2028,3158.012498209822
3848,Angola,LCA,2029,3085.8833930656638
3849,Angola,LCA,2030,3015.4017189598076
3850,Angola,LCA,2031,2946.5298485153367
3851,Angola,LCA,2032,2879.23101376581
3852,Angola,LCA,2033,2813.469286526301
3853,Angola,LCA,2034,2749.2095592127607
3854,Angola,LCA,2035,2686.417526099468
3855,Angola,LCA,2036,2625.059665004562
3856,Angola,LCA,2037,2565.10321939387
3857,Angola,LCA,2038,2506.5161808934963
3858,Angola,LCA,2039,2449.2672722018156
3859,Angola,LCA,2040,2393.325930391758
3860,Angola,LCA,2041,2338.6622905944723
3861,Angola,LCA,2042,2285.247170055656
3862,Angola,LCA,2043,2233.052052556035
3863,Angola,LCA,2044,2182.049073187683
3864,Angola,LCA,2045,2132.211003478052
3865,Angola,LCA,2046,2083.5112368537652
3866,Angola,LCA,2047,2035.923774436422
3867,Angola,LCA,2048,1989.423211162825
3868,Angola,LCA,2049,1943.9847222222222
3869,Angola,LCA,2050,1899.584049803323
3870,Angola,LIE,2021,3712.3949802880243
3871,Angola,LIE,2022,3627.603761753699
3872,Angola,LIE,2023,3544.7491773271963
3873,Angola,LIE,2024,3463.7869942243624
3874,Angola,LIE,2025,3384.67398993923
3875,Angola,LIE,2026,3307.367929169231
3876,Angola,LIE,2027,3231.8275412674434
3877,Angola,LIE,2028,3158.012498209822
3878,Angola,LIE,2029,3085.8833930656638
3879,Angola,LIE,2030,3015.4017189598076
3880,Angola,LIE,2031,2946.5298485153367
3881,Angola,LIE,2032,2879.23101376581
3882,Angola,LIE,2033,2813.469286526301
3883,Angola,LIE,2034,2749.2095592127607
3884,Angola,LIE,2035,2686.417526099468
3885,Angola,LIE,2036,2625.059665004562
3886,Angola,LIE,2037,2565.10321939387
3887,Angola,LIE,2038,2506.5161808934963
3888,Angola,LIE,2039,2449.2672722018156
3889,Angola,LIE,2040,2393.325930391758
3890,Angola,LIE,2041,2338.6622905944723
3891,Angola,LIE,2042,2285.247170055656
3892,Angola,LIE,2043,2233.052052556035
3893,Angola,LIE,2044,2182.049073187683
3894,Angola,LIE,2045,2132.211003478052
3895,Angola,LIE,2046,2083.5112368537652
3896,Angola,LIE,2047,2035.923774436422
3897,Angola,LIE,2048,1989.423211162825
3898,Angola,LIE,2049,1943.9847222222222
3899,Angola,LIE,2050,1899.584049803323
3900,Angola,LKA,2021,3712.3949802880243
3901,Angola,LKA,2022,3627.603761753699
3902,Angola,LKA,2023,3544.7491773271963
3903,Angola,LKA,2024,3463.7869942243624
3904,Angola,LKA,2025,3384.67398993923
3905,Angola,LKA,2026,3307.367929169231
3906,Angola,LKA,2027,3231.8275412674434
3907,Angola,LKA,2028,3158.012498209822
3908,Angola,LKA,2029,3085.8833930656638
3909,Angola,LKA,2030,3015.4017189598076
3910,Angola,LKA,2031,2946.5298485153367
3911,Angola,LKA,2032,2879.23101376581
3912,Angola,LKA,2033,2813.469286526301
3913,Angola,LKA,2034,2749.2095592127607
3914,Angola,LKA,2035,2686.417526099468
3915,Angola,LKA,2036,2625.059665004562
3916,Angola,LKA,2037,2565.10321939387
3917,Angola,LKA,2038,2506.5161808934963
3918,Angola,LKA,2039,2449.2672722018156
3919,Angola,LKA,2040,2393.325930391758
3920,Angola,LKA,2041,2338.6622905944723
3921,Angola,LKA,2042,2285.247170055656
3922,Angola,LKA,2043,2233.052052556035
3923,Angola,LKA,2044,2182.049073187683
3924,Angola,LKA,2045,2132.211003478052
3925,Angola,LKA,2046,2083.5112368537652
3926,Angola,LKA,2047,2035.923774436422
3927,Angola,LKA,2048,1989.423211162825
3928,Angola,LKA,2049,1943.9847222222222
3929,Angola,LKA,2050,1899.584049803323
3930,Angola,LSO,2021,3712.3949802880243
3931,Angola,LSO,2022,3627.603761753699
3932,Angola,LSO,2023,3544.7491773271963
3933,Angola,LSO,2024,3463.7869942243624
3934,Angola,LSO,2025,3384.67398993923
3935,Angola,LSO,2026,3307.367929169231
3936,Angola,LSO,2027,3231.8275412674434
3937,Angola,LSO,2028,3158.012498209822
3938,Angola,LSO,2029,3085.8833930656638
3939,Angola,LSO,2030,3015.4017189598076
3940,Angola,LSO,2031,2946.5298485153367
3941,Angola,LSO,2032,2879.23101376581
3942,Angola,LSO,2033,2813.469286526301
3943,Angola,LSO,2034,2749.2095592127607
3944,Angola,LSO,2035,2686.417526099468
3945,Angola,LSO,2036,2625.059665004562
3946,Angola,LSO,2037,2565.10321939387
3947,Angola,LSO,2038,2506.5161808934963
3948,Angola,LSO,2039,2449.2672722018156
3949,Angola,LSO,2040,2393.325930391758
3950,Angola,LSO,2041,2338.6622905944723
3951,Angola,LSO,2042,2285.247170055656
3952,Angola,LSO,2043,2233.052052556035
3953,Angola,LSO,2044,2182.049073187683
3954,Angola,LSO,2045,2132.211003478052
3955,Angola,LSO,2046,2083.5112368537652
3956,Angola,LSO,2047,2035.923774436422
3957,Angola,LSO,2048,1989.423211162825
3958,Angola,LSO,2049,1943.9847222222222
3959,Angola,LSO,2050,1899.584049803323
3960,Angola,LTU,2021,3712.3949802880243
3961,Angola,LTU,2022,3627.603761753699
3962,Angola,LTU,2023,3544.7491773271963
3963,Angola,LTU,2024,3463.7869942243624
3964,Angola,LTU,2025,3384.67398993923
3965,Angola,LTU,2026,3307.367929169231
3966,Angola,LTU,2027,3231.8275412674434
3967,Angola,LTU,2028,3158.012498209822
3968,Angola,LTU,2029,3085.8833930656638
3969,Angola,LTU,2030,3015.4017189598076
3970,Angola,LTU,2031,2946.5298485153367
3971,Angola,LTU,2032,2879.23101376581
3972,Angola,LTU,2033,2813.469286526301
3973,Angola,LTU,2034,2749.2095592127607
3974,Angola,LTU,2035,2686.417526099468
3975,Angola,LTU,2036,2625.059665004562
3976,Angola,LTU,2037,2565.10321939387
3977,Angola,LTU,2038,2506.5161808934963
3978,Angola,LTU,2039,2449.2672722018156
3979,Angola,LTU,2040,2393.325930391758
3980,Angola,LTU,2041,2338.6622905944723
3981,Angola,LTU,2042,2285.247170055656
3982,Angola,LTU,2043,2233.052052556035
3983,Angola,LTU,2044,2182.049073187683
3984,Angola,LTU,2045,2132.211003478052
3985,Angola,LTU,2046,2083.5112368537652
3986,Angola,LTU,2047,2035.923774436422
3987,Angola,LTU,2048,1989.423211162825
3988,Angola,LTU,2049,1943.9847222222222
3989,Angola,LTU,2050,1899.584049803323
3990,Angola,LUX,2021,3712.3949802880243
3991,Angola,LUX,2022,3627.603761753699
3992,Angola,LUX,2023,3544.7491773271963
3993,Angola,LUX,2024,3463.7869942243624
3994,Angola,LUX,2025,3384.67398993923
3995,Angola,LUX,2026,3307.367929169231
3996,Angola,LUX,2027,3231.8275412674434
3997,Angola,LUX,2028,3158.012498209822
3998,Angola,LUX,2029,3085.8833930656638
3999,Angola,LUX,2030,3015.4017189598076
4000,Angola,LUX,2031,2946.5298485153367
4001,Angola,LUX,2032,2879.23101376581
4002,Angola,LUX,2033,2813.469286526301
4003,Angola,LUX,2034,2749.2095592127607
4004,Angola,LUX,2035,2686.417526099468
4005,Angola,LUX,2036,2625.059665004562
4006,Angola,LUX,2037,2565.10321939387
4007,Angola,LUX,2038,2506.5161808934963
4008,Angola,LUX,2039,2449.2672722018156
4009,Angola,LUX,2040,2393.325930391758
4010,Angola,LUX,2041,2338.6622905944723
4011,Angola,LUX,2042,2285.247170055656
4012,Angola,LUX,2043,2233.052052556035
4013,Angola,LUX,2044,2182.049073187683
4014,Angola,LUX,2045,2132.211003478052
4015,Angola,LUX,2046,2083.5112368537652
4016,Angola,LUX,2047,2035.923774436422
4017,Angola,LUX,2048,1989.423211162825
4018,Angola,LUX,2049,1943.9847222222222
4019,Angola,LUX,2050,1899.584049803323
4020,Angola,LVA,2021,3712.3949802880243
4021,Angola,LVA,2022,3627.603761753699
4022,Angola,LVA,2023,3544.7491773271963
4023,Angola,LVA,2024,3463.7869942243624
4024,Angola,LVA,2025,3384.67398993923
4025,Angola,LVA,2026,3307.367929169231
4026,Angola,LVA,2027,3231.8275412674434
4027,Angola,LVA,2028,3158.012498209822
4028,Angola,LVA,2029,3085.8833930656638
4029,Angola,LVA,2030,3015.4017189598076
4030,Angola,LVA,2031,2946.5298485153367
4031,Angola,LVA,2032,2879.23101376581
4032,Angola,LVA,2033,2813.469286526301
4033,Angola,LVA,2034,2749.2095592127607
4034,Angola,LVA,2035,2686.417526099468
4035,Angola,LVA,2036,2625.059665004562
4036,Angola,LVA,2037,2565.10321939387
4037,Angola,LVA,2038,2506.5161808934963
4038,Angola,LVA,2039,2449.2672722018156
4039,Angola,LVA,2040,2393.325930391758
4040,Angola,LVA,2041,2338.6622905944723
4041,Angola,LVA,2042,2285.247170055656
4042,Angola,LVA,2043,2233.052052556035
4043,Angola,LVA,2044,2182.049073187683
4044,Angola,LVA,2045,2132.211003478052
4045,Angola,LVA,2046,2083.5112368537652
4046,Angola,LVA,2047,2035.923774436422
4047,Angola,LVA,2048,1989.423211162825
4048,Angola,LVA,2049,1943.9847222222222
4049,Angola,LVA,2050,1899.584049803323
4050,Angola,MAC,2021,3712.3949802880243
4051,Angola,MAC,2022,3627.603761753699
4052,Angola,MAC,2023,3544.7491773271963
4053,Angola,MAC,2024,3463.7869942243624
4054,Angola,MAC,2025,3384.67398993923
4055,Angola,MAC,2026,3307.367929169231
4056,Angola,MAC,2027,3231.8275412674434
4057,Angola,MAC,2028,3158.012498209822
4058,Angola,MAC,2029,3085.8833930656638
4059,Angola,MAC,2030,3015.4017189598076
4060,Angola,MAC,2031,2946.5298485153367
4061,Angola,MAC,2032,2879.23101376581
4062,Angola,MAC,2033,2813.469286526301
4063,Angola,MAC,2034,2749.2095592127607
4064,Angola,MAC,2035,2686.417526099468
4065,Angola,MAC,2036,2625.059665004562
4066,Angola,MAC,2037,2565.10321939387
4067,Angola,MAC,2038,2506.5161808934963
4068,Angola,MAC,2039,2449.2672722018156
4069,Angola,MAC,2040,2393.325930391758
4070,Angola,MAC,2041,2338.6622905944723
4071,Angola,MAC,2042,2285.247170055656
4072,Angola,MAC,2043,2233.052052556035
4073,Angola,MAC,2044,2182.049073187683
4074,Angola,MAC,2045,2132.211003478052
4075,Angola,MAC,2046,2083.5112368537652
4076,Angola,MAC,2047,2035.923774436422
4077,Angola,MAC,2048,1989.423211162825
4078,Angola,MAC,2049,1943.9847222222222
4079,Angola,MAC,2050,1899.584049803323
4080,Angola,MAF,2021,3712.3949802880243
4081,Angola,MAF,2022,3627.603761753699
4082,Angola,MAF,2023,3544.7491773271963
4083,Angola,MAF,2024,3463.7869942243624
4084,Angola,MAF,2025,3384.67398993923
4085,Angola,MAF,2026,3307.367929169231
4086,Angola,MAF,2027,3231.8275412674434
4087,Angola,MAF,2028,3158.012498209822
4088,Angola,MAF,2029,3085.8833930656638
4089,Angola,MAF,2030,3015.4017189598076
4090,Angola,MAF,2031,2946.5298485153367
4091,Angola,MAF,2032,2879.23101376581
4092,Angola,MAF,2033,2813.469286526301
4093,Angola,MAF,2034,2749.2095592127607
4094,Angola,MAF,2035,2686.417526099468
4095,Angola,MAF,2036,2625.059665004562
4096,Angola,MAF,2037,2565.10321939387
4097,Angola,MAF,2038,2506.5161808934963
4098,Angola,MAF,2039,2449.2672722018156
4099,Angola,MAF,2040,2393.325930391758
4100,Angola,MAF,2041,2338.6622905944723
4101,Angola,MAF,2042,2285.247170055656
4102,Angola,MAF,2043,2233.052052556035
4103,Angola,MAF,2044,2182.049073187683
4104,Angola,MAF,2045,2132.211003478052
4105,Angola,MAF,2046,2083.5112368537652
4106,Angola,MAF,2047,2035.923774436422
4107,Angola,MAF,2048,1989.423211162825
4108,Angola,MAF,2049,1943.9847222222222
4109,Angola,MAF,2050,1899.584049803323
4110,Angola,MAR,2021,3712.3949802880243
4111,Angola,MAR,2022,3627.603761753699
4112,Angola,MAR,2023,3544.7491773271963
4113,Angola,MAR,2024,3463.7869942243624
4114,Angola,MAR,2025,3384.67398993923
4115,Angola,MAR,2026,3307.367929169231
4116,Angola,MAR,2027,3231.8275412674434
4117,Angola,MAR,2028,3158.012498209822
4118,Angola,MAR,2029,3085.8833930656638
4119,Angola,MAR,2030,3015.4017189598076
4120,Angola,MAR,2031,2946.5298485153367
4121,Angola,MAR,2032,2879.23101376581
4122,Angola,MAR,2033,2813.469286526301
4123,Angola,MAR,2034,2749.2095592127607
4124,Angola,MAR,2035,2686.417526099468
4125,Angola,MAR,2036,2625.059665004562
4126,Angola,MAR,2037,2565.10321939387
4127,Angola,MAR,2038,2506.5161808934963
4128,Angola,MAR,2039,2449.2672722018156
4129,Angola,MAR,2040,2393.325930391758
4130,Angola,MAR,2041,2338.6622905944723
4131,Angola,MAR,2042,2285.247170055656
4132,Angola,MAR,2043,2233.052052556035
4133,Angola,MAR,2044,2182.049073187683
