Year,iso_code3,frac_lndu_initial_other
2007,CUB,0.11740613045161906
2008,CUB,0.11162714137046664
2009,CUB,0.07383131343936634
2010,CUB,0.08043810267824894
2011,CUB,0.08837017157118773
2012,CUB,0.10724831768231134
2013,CUB,0.0995578001227434
2014,CUB,0.10868023807435262
2019,CUB,0.11811501580300184
2020,CUB,0.1331859240290041
2021,CUB,0.1331859240290041
2022,CUB,0.1331859240290041
2023,CUB,0.1331859240290041
2024,CUB,0.1331859240290041
2025,CUB,0.1331859240290041
2026,CUB,0.1331859240290041
2027,CUB,0.1331859240290041
2028,CUB,0.1331859240290041
2029,CUB,0.1331859240290041
2030,CUB,0.1331859240290041
2031,CUB,0.1331859240290041
2032,CUB,0.1331859240290041
2033,CUB,0.1331859240290041
2034,CUB,0.1331859240290041
2035,CUB,0.1331859240290041
2036,CUB,0.1331859240290041
2037,CUB,0.1331859240290041
2038,CUB,0.1331859240290041
2039,CUB,0.1331859240290041
2040,CUB,0.1331859240290041
2041,CUB,0.1331859240290041
2042,CUB,0.1331859240290041
2043,CUB,0.1331859240290041
2044,CUB,0.1331859240290041
2045,CUB,0.1331859240290041
2046,CUB,0.1331859240290041
2047,CUB,0.1331859240290041
2048,CUB,0.1331859240290041
2049,CUB,0.1331859240290041
2050,CUB,0.1331859240290041
1992,CUW,0.06052085847728138
1993,CUW,0.061728544608861124
1994,CUW,0.06083506913766858
1995,CUW,0.06045560379868231
1996,CUW,0.059826048650149385
1997,CUW,0.06006770711346872
1998,CUW,0.0603427128547329
1999,CUW,0.06153350166197824
2000,CUW,0.06026125660302202
2001,CUW,0.060362376292562636
2002,CUW,0.06011093883895897
2003,CUW,0.06085697873323218
2004,CUW,0.06021289764981894
2005,CUW,0.061010429181357545
2006,CUW,0.06337343840275016
2007,CUW,0.06284921543184868
2008,CUW,0.06237177475269323
2009,CUW,0.061118686568286514
2010,CUW,0.06218936821234529
2011,CUW,0.06093804348676531
2012,CUW,0.062292676383031494
2013,CUW,0.061923664670944546
2014,CUW,0.06262388527851455
2019,CUW,0.06389253102825865
2020,CUW,0.0653392868177892
2021,CUW,0.0653392868177892
2022,CUW,0.0653392868177892
2023,CUW,0.0653392868177892
2024,CUW,0.0653392868177892
2025,CUW,0.0653392868177892
2026,CUW,0.0653392868177892
2027,CUW,0.0653392868177892
2028,CUW,0.0653392868177892
2029,CUW,0.0653392868177892
2030,CUW,0.0653392868177892
2031,CUW,0.0653392868177892
2032,CUW,0.0653392868177892
2033,CUW,0.0653392868177892
2034,CUW,0.0653392868177892
2035,CUW,0.0653392868177892
2036,CUW,0.0653392868177892
2037,CUW,0.0653392868177892
2038,CUW,0.0653392868177892
2039,CUW,0.0653392868177892
2040,CUW,0.0653392868177892
2041,CUW,0.0653392868177892
2042,CUW,0.0653392868177892
2043,CUW,0.0653392868177892
2044,CUW,0.0653392868177892
2045,CUW,0.0653392868177892
2046,CUW,0.0653392868177892
2047,CUW,0.0653392868177892
2048,CUW,0.0653392868177892
2049,CUW,0.0653392868177892
2050,CUW,0.0653392868177892
1992,CYM,0.06052085847728138
1993,CYM,0.061728544608861124
1994,CYM,0.06083506913766858
1995,CYM,0.06045560379868231
1996,CYM,0.059826048650149385
1997,CYM,0.06006770711346872
1998,CYM,0.0603427128547329
1999,CYM,0.06153350166197824
2000,CYM,0.06026125660302202
2001,CYM,0.060362376292562636
2002,CYM,0.06011093883895897
2003,CYM,0.06085697873323218
2004,CYM,0.06021289764981894
2005,CYM,0.061010429181357545
2006,CYM,0.06337343840275016
2007,CYM,0.06284921543184868
2008,CYM,0.06237177475269323
2009,CYM,0.061118686568286514
2010,CYM,0.06218936821234529
2011,CYM,0.06093804348676531
2012,CYM,0.062292676383031494
2013,CYM,0.061923664670944546
2014,CYM,0.06262388527851455
2019,CYM,0.06389253102825865
2020,CYM,0.0653392868177892
2021,CYM,0.0653392868177892
2022,CYM,0.0653392868177892
2023,CYM,0.0653392868177892
2024,CYM,0.0653392868177892
2025,CYM,0.0653392868177892
2026,CYM,0.0653392868177892
2027,CYM,0.0653392868177892
2028,CYM,0.0653392868177892
2029,CYM,0.0653392868177892
2030,CYM,0.0653392868177892
2031,CYM,0.0653392868177892
2032,CYM,0.0653392868177892
2033,CYM,0.0653392868177892
2034,CYM,0.0653392868177892
2035,CYM,0.0653392868177892
2036,CYM,0.0653392868177892
2037,CYM,0.0653392868177892
2038,CYM,0.0653392868177892
2039,CYM,0.0653392868177892
2040,CYM,0.0653392868177892
2041,CYM,0.0653392868177892
2042,CYM,0.0653392868177892
2043,CYM,0.0653392868177892
2044,CYM,0.0653392868177892
2045,CYM,0.0653392868177892
2046,CYM,0.0653392868177892
2047,CYM,0.0653392868177892
2048,CYM,0.0653392868177892
2049,CYM,0.0653392868177892
2050,CYM,0.0653392868177892
1992,CYP,0.2858456249630683
1993,CYP,0.2827576606070842
1994,CYP,0.2956923155216689
1995,CYP,0.29782318928045265
1996,CYP,0.30089316231632524
1997,CYP,0.3259486686023607
1998,CYP,0.3030130730200472
1999,CYP,0.3044338664073418
2000,CYP,0.3153349229596914
2001,CYP,0.30792865332621494
2002,CYP,0.3045922300418754
2003,CYP,0.2838140407251895
2004,CYP,0.284698522308455
2005,CYP,0.29763807944412124
2006,CYP,0.30423384133403625
2007,CYP,0.33184785246749465
2008,CYP,0.34251787614900603
2009,CYP,0.3436035510817259
2010,CYP,0.3481850455787198
2011,CYP,0.34076003996271925
2012,CYP,0.33859878526765436
2013,CYP,0.35114414232605284
2014,CYP,0.35666915840661584
2019,CYP,0.36901571423776974
2020,CYP,0.3643036569512223
2021,CYP,0.3643036569512223
2022,CYP,0.3643036569512223
2023,CYP,0.3643036569512223
2024,CYP,0.3643036569512223
2025,CYP,0.3643036569512223
2026,CYP,0.3643036569512223
2027,CYP,0.3643036569512223
2028,CYP,0.3643036569512223
2029,CYP,0.3643036569512223
2030,CYP,0.3643036569512223
2031,CYP,0.3643036569512223
2032,CYP,0.3643036569512223
2033,CYP,0.3643036569512223
2034,CYP,0.3643036569512223
2035,CYP,0.3643036569512223
2036,CYP,0.3643036569512223
2037,CYP,0.3643036569512223
2038,CYP,0.3643036569512223
2039,CYP,0.3643036569512223
2040,CYP,0.3643036569512223
2041,CYP,0.3643036569512223
2042,CYP,0.3643036569512223
2043,CYP,0.3643036569512223
2044,CYP,0.3643036569512223
2045,CYP,0.3643036569512223
2046,CYP,0.3643036569512223
2047,CYP,0.3643036569512223
2048,CYP,0.3643036569512223
2049,CYP,0.3643036569512223
2050,CYP,0.3643036569512223
1993,CZE,0.0013628341534154672
1994,CZE,0.001269163143216776
1995,CZE,0.0012524739701534747
1996,CZE,0.0013213998585260844
1997,CZE,0.0012266996385552277
1998,CZE,0.0011853423919562563
1999,CZE,0.0011019260963641758
2000,CZE,0.0011322221612324963
2001,CZE,0.0011230432110296753
2002,CZE,0.0012415835781809995
2003,CZE,0.001314204665003687
2004,CZE,0.001219931418370885
2005,CZE,0.0011940225295855773
2006,CZE,0.0012218481516850777
2007,CZE,0.0011688875929438808
2008,CZE,0.0011503096760447484
2009,CZE,0.0011540854491339943
2010,CZE,0.0012107450888031708
2011,CZE,0.0012197051755026796
2012,CZE,0.0012227593875477865
2013,CZE,0.0012325892957827085
2014,CZE,0.0012622897282972161
2019,CZE,0.008614162440631012
2020,CZE,0.009332439271148112
2021,CZE,0.009332439271148112
2022,CZE,0.009332439271148112
2023,CZE,0.009332439271148112
2024,CZE,0.009332439271148112
2025,CZE,0.009332439271148112
2026,CZE,0.009332439271148112
2027,CZE,0.009332439271148112
2028,CZE,0.009332439271148112
2029,CZE,0.009332439271148112
2030,CZE,0.009332439271148112
2031,CZE,0.009332439271148112
2032,CZE,0.009332439271148112
2033,CZE,0.009332439271148112
2034,CZE,0.009332439271148112
2035,CZE,0.009332439271148112
2036,CZE,0.009332439271148112
2037,CZE,0.009332439271148112
2038,CZE,0.009332439271148112
2039,CZE,0.009332439271148112
2040,CZE,0.009332439271148112
2041,CZE,0.009332439271148112
2042,CZE,0.009332439271148112
2043,CZE,0.009332439271148112
2044,CZE,0.009332439271148112
2045,CZE,0.009332439271148112
2046,CZE,0.009332439271148112
2047,CZE,0.009332439271148112
2048,CZE,0.009332439271148112
2049,CZE,0.009332439271148112
2050,CZE,0.009332439271148112
1992,DEU,0.003622757382765673
1993,DEU,0.0037845328147025946
1994,DEU,0.0036632383366866235
1995,DEU,0.003638457188909241
1996,DEU,0.003628365869057731
1997,DEU,0.0034423867537630094
1998,DEU,0.003330021390951519
1999,DEU,0.0032782211687374537
2000,DEU,0.003227073800491525
2001,DEU,0.0032077676449044587
2002,DEU,0.0031241538340748545
2003,DEU,0.00315606013897091
2004,DEU,0.003080345657610745
2005,DEU,0.00308162789150823
2006,DEU,0.003099814086894704
2007,DEU,0.003059537041506307
2008,DEU,0.0029830936899156385
2009,DEU,0.0029671499231132816
2010,DEU,0.003093639572788133
2011,DEU,0.003208586515855189
2012,DEU,0.003208813991667337
2013,DEU,0.003137263806894247
2014,DEU,0.0031791201362099827
2019,DEU,0.003848314947526241
2020,DEU,0.004023716503119479
2021,DEU,0.004023716503119479
2022,DEU,0.004023716503119479
2023,DEU,0.004023716503119479
2024,DEU,0.004023716503119479
2025,DEU,0.004023716503119479
2026,DEU,0.004023716503119479
2027,DEU,0.004023716503119479
2028,DEU,0.004023716503119479
2029,DEU,0.004023716503119479
2030,DEU,0.004023716503119479
2031,DEU,0.004023716503119479
2032,DEU,0.004023716503119479
2033,DEU,0.004023716503119479
2034,DEU,0.004023716503119479
2035,DEU,0.004023716503119479
2036,DEU,0.004023716503119479
2037,DEU,0.004023716503119479
2038,DEU,0.004023716503119479
2039,DEU,0.004023716503119479
2040,DEU,0.004023716503119479
2041,DEU,0.004023716503119479
2042,DEU,0.004023716503119479
2043,DEU,0.004023716503119479
2044,DEU,0.004023716503119479
2045,DEU,0.004023716503119479
2046,DEU,0.004023716503119479
2047,DEU,0.004023716503119479
2048,DEU,0.004023716503119479
2049,DEU,0.004023716503119479
2050,DEU,0.004023716503119479
1992,DJI,0.9379691396957714
1993,DJI,0.9379959463767631
1994,DJI,0.9379184125296013
1995,DJI,0.9373926989646503
1996,DJI,0.9367928073481623
1997,DJI,0.9364714333811942
1998,DJI,0.9354587714478015
1999,DJI,0.9340759791158155
2000,DJI,0.9329409113735248
2001,DJI,0.932905118045702
2002,DJI,0.934807007950295
2003,DJI,0.9363948885933807
2004,DJI,0.9350537184398359
2005,DJI,0.9350709011766871
2006,DJI,0.9360619034847527
2007,DJI,0.9354642578210152
2008,DJI,0.935482785071188
2009,DJI,0.9354633108020851
2010,DJI,0.9358741535662455
2011,DJI,0.9357431287209553
2012,DJI,0.9347351120841356
2013,DJI,0.9349194413587308
2014,DJI,0.9351704610935669
2019,DJI,0.9154938594128533
2020,DJI,0.9128356810681006
2021,DJI,0.9128356810681006
2022,DJI,0.9128356810681006
2023,DJI,0.9128356810681006
2024,DJI,0.9128356810681006
2025,DJI,0.9128356810681006
2026,DJI,0.9128356810681006
2027,DJI,0.9128356810681006
2028,DJI,0.9128356810681006
2029,DJI,0.9128356810681006
2030,DJI,0.9128356810681006
2031,DJI,0.9128356810681006
2032,DJI,0.9128356810681006
2033,DJI,0.9128356810681006
2034,DJI,0.9128356810681006
2035,DJI,0.9128356810681006
2036,DJI,0.9128356810681006
2037,DJI,0.9128356810681006
2038,DJI,0.9128356810681006
2039,DJI,0.9128356810681006
2040,DJI,0.9128356810681006
2041,DJI,0.9128356810681006
2042,DJI,0.9128356810681006
2043,DJI,0.9128356810681006
2044,DJI,0.9128356810681006
2045,DJI,0.9128356810681006
2046,DJI,0.9128356810681006
2047,DJI,0.9128356810681006
2048,DJI,0.9128356810681006
2049,DJI,0.9128356810681006
2050,DJI,0.9128356810681006
1992,DMA,-0.001747959198420318
1993,DMA,-0.0017266816742233001
1994,DMA,0.0007551674319660182
1995,DMA,0.003815599224700656
1996,DMA,0.0002884983160605468
1997,DMA,0.00020633496471040495
1998,DMA,0.0021543441618168306
1999,DMA,0.0028603639713835035
2000,DMA,0.0040562959095724795
2001,DMA,0.006235890441438417
2002,DMA,0.005480710751807632
2003,DMA,0.010703085315082872
2004,DMA,0.007969982155715394
2005,DMA,0.008053276198193727
2006,DMA,0.0063971064914927845
2007,DMA,0.0073109543377798975
2008,DMA,0.007002575764457675
2009,DMA,0.005152285181710991
2010,DMA,0.0067774293695602094
2011,DMA,0.007232197641387312
2012,DMA,0.005400309616158861
2013,DMA,0.002791566888971003
2014,DMA,0.001599854829721159
2019,DMA,-0.001943317369538906
2020,DMA,-0.0022084226329116803
2021,DMA,-0.0022084226329116803
2022,DMA,-0.0022084226329116803
2023,DMA,-0.0022084226329116803
2024,DMA,-0.0022084226329116803
2025,DMA,-0.0022084226329116803
2026,DMA,-0.0022084226329116803
2027,DMA,-0.0022084226329116803
2028,DMA,-0.0022084226329116803
2029,DMA,-0.0022084226329116803
2030,DMA,-0.0022084226329116803
2031,DMA,-0.0022084226329116803
2032,DMA,-0.0022084226329116803
2033,DMA,-0.0022084226329116803
2034,DMA,-0.0022084226329116803
2035,DMA,-0.0022084226329116803
2036,DMA,-0.0022084226329116803
2037,DMA,-0.0022084226329116803
2038,DMA,-0.0022084226329116803
2039,DMA,-0.0022084226329116803
2040,DMA,-0.0022084226329116803
2041,DMA,-0.0022084226329116803
2042,DMA,-0.0022084226329116803
2043,DMA,-0.0022084226329116803
2044,DMA,-0.0022084226329116803
2045,DMA,-0.0022084226329116803
2046,DMA,-0.0022084226329116803
2047,DMA,-0.0022084226329116803
2048,DMA,-0.0022084226329116803
2049,DMA,-0.0022084226329116803
2050,DMA,-0.0022084226329116803
1992,DNK,0.008376442702168946
1993,DNK,0.009426471607910753
1994,DNK,0.009639535252795449
1995,DNK,0.009445849197359434
1996,DNK,0.009342620261573804
1997,DNK,0.009157494093920518
1998,DNK,0.008970103761845385
1999,DNK,0.008986870806900013
2000,DNK,0.009523381703684499
2001,DNK,0.009545287487185082
2002,DNK,0.009493684463920387
2003,DNK,0.00960762415327407
2004,DNK,0.009375679431621384
2005,DNK,0.00933207490852558
2006,DNK,0.009322305493205273
2007,DNK,0.009061875986830387
2008,DNK,0.008692146853603526
2009,DNK,0.008822293603572777
2010,DNK,0.008664993620899971
2011,DNK,0.008828820229080152
2012,DNK,0.009009474912899728
2013,DNK,0.008882847021676594
2014,DNK,0.008926676329050613
2019,DNK,0.010628043206172695
2020,DNK,0.010653896942132222
2021,DNK,0.010653896942132222
2022,DNK,0.010653896942132222
2023,DNK,0.010653896942132222
2024,DNK,0.010653896942132222
2025,DNK,0.010653896942132222
2026,DNK,0.010653896942132222
2027,DNK,0.010653896942132222
2028,DNK,0.010653896942132222
2029,DNK,0.010653896942132222
2030,DNK,0.010653896942132222
2031,DNK,0.010653896942132222
2032,DNK,0.010653896942132222
2033,DNK,0.010653896942132222
2034,DNK,0.010653896942132222
2035,DNK,0.010653896942132222
2036,DNK,0.010653896942132222
2037,DNK,0.010653896942132222
2038,DNK,0.010653896942132222
2039,DNK,0.010653896942132222
2040,DNK,0.010653896942132222
2041,DNK,0.010653896942132222
2042,DNK,0.010653896942132222
2043,DNK,0.010653896942132222
2044,DNK,0.010653896942132222
2045,DNK,0.010653896942132222
2046,DNK,0.010653896942132222
2047,DNK,0.010653896942132222
2048,DNK,0.010653896942132222
2049,DNK,0.010653896942132222
2050,DNK,0.010653896942132222
1992,DOM,0.05780314068162006
1993,DOM,0.055330923503713235
1994,DOM,0.05601217419107941
1995,DOM,0.051590990411932366
1996,DOM,0.05188974506546198
1997,DOM,0.05058810407269349
1998,DOM,0.04859810530263936
1999,DOM,0.05299781383893603
2000,DOM,0.05105778038455771
2001,DOM,0.049228639849552516
2002,DOM,0.049856425919761055
2003,DOM,0.052571453847694016
2004,DOM,0.05405836140411965
2005,DOM,0.05248128422193081
2006,DOM,0.05224786014786417
2007,DOM,0.05084319419069157
2008,DOM,0.051358946654081854
2009,DOM,0.049243169501996566
2010,DOM,0.04891904389074873
2011,DOM,0.045888336885599165
2012,DOM,0.04766240746424838
2013,DOM,0.04635026670730123
2014,DOM,0.04563173352979541
2019,DOM,0.08535298204596227
2020,DOM,0.08624409271067705
2021,DOM,0.08624409271067705
2022,DOM,0.08624409271067705
2023,DOM,0.08624409271067705
2024,DOM,0.08624409271067705
2025,DOM,0.08624409271067705
2026,DOM,0.08624409271067705
2027,DOM,0.08624409271067705
2028,DOM,0.08624409271067705
2029,DOM,0.08624409271067705
2030,DOM,0.08624409271067705
2031,DOM,0.08624409271067705
2032,DOM,0.08624409271067705
2033,DOM,0.08624409271067705
2034,DOM,0.08624409271067705
2035,DOM,0.08624409271067705
2036,DOM,0.08624409271067705
2037,DOM,0.08624409271067705
2038,DOM,0.08624409271067705
2039,DOM,0.08624409271067705
2040,DOM,0.08624409271067705
2041,DOM,0.08624409271067705
2042,DOM,0.08624409271067705
2043,DOM,0.08624409271067705
2044,DOM,0.08624409271067705
2045,DOM,0.08624409271067705
2046,DOM,0.08624409271067705
2047,DOM,0.08624409271067705
2048,DOM,0.08624409271067705
2049,DOM,0.08624409271067705
2050,DOM,0.08624409271067705
1992,DZA,0.9415919563360047
1993,DZA,0.9549382914414267
1994,DZA,0.960789044981273
1995,DZA,0.9499055137734872
1996,DZA,0.9408831532698991
1997,DZA,0.9623005682262966
1998,DZA,0.941806046250536
1999,DZA,0.9558560058947493
2000,DZA,0.9633227377580353
2001,DZA,0.9514996869631582
2002,DZA,0.9556613548174339
2003,DZA,0.9460197136801424
2004,DZA,0.9445352074647945
2005,DZA,0.9493124087378856
2006,DZA,0.945910841096213
2007,DZA,0.9439328214785423
2008,DZA,0.9554693730217403
2009,DZA,0.9407051558373101
2010,DZA,0.9422180270790367
2011,DZA,0.9441035392165791
2012,DZA,0.9397915301778914
2013,DZA,0.9423358805419318
2014,DZA,0.944103361089703
2019,DZA,0.9376189963347715
2020,DZA,0.9400673413989117
2021,DZA,0.9400673413989117
2022,DZA,0.9400673413989117
2023,DZA,0.9400673413989117
2024,DZA,0.9400673413989117
2025,DZA,0.9400673413989117
2026,DZA,0.9400673413989117
2027,DZA,0.9400673413989117
2028,DZA,0.9400673413989117
2029,DZA,0.9400673413989117
2030,DZA,0.9400673413989117
2031,DZA,0.9400673413989117
2032,DZA,0.9400673413989117
2033,DZA,0.9400673413989117
2034,DZA,0.9400673413989117
2035,DZA,0.9400673413989117
2036,DZA,0.9400673413989117
2037,DZA,0.9400673413989117
2038,DZA,0.9400673413989117
2039,DZA,0.9400673413989117
2040,DZA,0.9400673413989117
2041,DZA,0.9400673413989117
2042,DZA,0.9400673413989117
2043,DZA,0.9400673413989117
2044,DZA,0.9400673413989117
2045,DZA,0.9400673413989117
2046,DZA,0.9400673413989117
2047,DZA,0.9400673413989117
2048,DZA,0.9400673413989117
2049,DZA,0.9400673413989117
2050,DZA,0.9400673413989117
1992,ECU,0.029282843449344946
1993,ECU,0.029384872116517597
1994,ECU,0.029276055192990893
1995,ECU,0.029587524239921836
1996,ECU,0.029910647056049264
1997,ECU,0.030246605569500068
1998,ECU,0.027969329881255455
1999,ECU,0.027174364509724585
2000,ECU,0.026666229561847735
2001,ECU,0.026894969946614087
2002,ECU,0.027548056845257293
2003,ECU,0.02793550649990064
2004,ECU,0.027535781973062
2005,ECU,0.028322012405019453
2006,ECU,0.029013584992871988
2007,ECU,0.029055204772583856
2008,ECU,0.02965976723169859
2009,ECU,0.029017783449690717
2010,ECU,0.029252896785906035
2011,ECU,0.02906264746589945
2012,ECU,0.029912465112709983
2013,ECU,0.02963513103214581
2014,ECU,0.030302986825297685
2019,ECU,0.03295308768315933
2020,ECU,0.03313425277238422
2021,ECU,0.03313425277238422
2022,ECU,0.03313425277238422
2023,ECU,0.03313425277238422
2024,ECU,0.03313425277238422
2025,ECU,0.03313425277238422
2026,ECU,0.03313425277238422
2027,ECU,0.03313425277238422
2028,ECU,0.03313425277238422
