"iso_code3","frac_waso_compost_yard","Year"
"ABW",0.0213971831864831,2010
"ABW",0.0213971831864831,2011
"ABW",0.0213971831864831,2012
"ABW",0.0213971831864831,2013
"ABW",0.0213971831864831,2014
"ABW",0.0213971831864831,2015
"ABW",0.0213971831864831,2016
"ABW",0.0213971831864831,2017
"ABW",0.0213971831864831,2018
"ABW",0.0213971831864831,2019
"ABW",0.0213971831864831,2020
"AFG",0.00588647706027658,2010
"AFG",0.00588647706027658,2011
"AFG",0.00588647706027658,2012
"AFG",0.00588647706027658,2013
"AFG",0.00588647706027658,2014
"AFG",0.00588647706027658,2015
"AFG",0.00588647706027658,2016
"AFG",0.00588647706027658,2017
"AFG",0.00588647706027658,2018
"AFG",0.00588647706027658,2019
"AFG",0.00588647706027658,2020
"AGO",0.00861370577007894,2010
"AGO",0.00861370577007894,2011
"AGO",0.00861370577007894,2012
"AGO",0.00861370577007894,2013
"AGO",0.00861370577007894,2014
"AGO",0.00861370577007894,2015
"AGO",0.00861370577007894,2016
"AGO",0.00861370577007894,2017
"AGO",0.00861370577007894,2018
"AGO",0.00861370577007894,2019
"AGO",0.00861370577007894,2020
"ALB",0.0110493128415705,2010
"ALB",0.0110493128415705,2011
"ALB",0.0110493128415705,2012
"ALB",0.0110493128415705,2013
"ALB",0.0110493128415705,2014
"ALB",0.0110493128415705,2015
"ALB",0.0110493128415705,2016
"ALB",0.0110493128415705,2017
"ALB",0.0110493128415705,2018
"ALB",0.0110493128415705,2019
"ALB",0.0110493128415705,2020
"AND",0.0252702070092084,2010
"AND",0.0252702070092084,2011
"AND",0.0252702070092084,2012
"AND",0.0252702070092084,2013
"AND",0.0252702070092084,2014
"AND",0.0252702070092084,2015
"AND",0.0252702070092084,2016
"AND",0.0252702070092084,2017
"AND",0.0252702070092084,2018
"AND",0.0252702070092084,2019
"AND",0.0252702070092084,2020
"ARE",0.0225,2010
"ARE",0.0225,2011
"ARE",0.0225,2012
"ARE",0.0225,2013
"ARE",0.0225,2014
"ARE",0.0225,2015
"ARE",0.0225,2016
"ARE",0.0225,2017
"ARE",0.0225,2018
"ARE",0.0225,2019
"ARE",0.0225,2020
"ARG",0.0162031455895955,2010
"ARG",0.0162031455895955,2011
"ARG",0.0162031455895955,2012
"ARG",0.0162031455895955,2013
"ARG",0.0162031455895955,2014
"ARG",0.0162031455895955,2015
"ARG",0.0162031455895955,2016
"ARG",0.0162031455895955,2017
"ARG",0.0162031455895955,2018
"ARG",0.0162031455895955,2019
"ARG",0.0162031455895955,2020
"ARM",0.00976452501573567,2010
"ARM",0.00976452501573567,2011
"ARM",0.00976452501573567,2012
"ARM",0.00976452501573567,2013
"ARM",0.00976452501573567,2014
"ARM",0.00976452501573567,2015
"ARM",0.00976452501573567,2016
"ARM",0.00976452501573567,2017
"ARM",0.00976452501573567,2018
"ARM",0.00976452501573567,2019
"ARM",0.00976452501573567,2020
"ASM",0.00977469499917769,2010
"ASM",0.00977469499917769,2011
"ASM",0.00977469499917769,2012
"ASM",0.00977469499917769,2013
"ASM",0.00977469499917769,2014
"ASM",0.00977469499917769,2015
"ASM",0.00977469499917769,2016
"ASM",0.00977469499917769,2017
"ASM",0.00977469499917769,2018
"ASM",0.00977469499917769,2019
"ASM",0.00977469499917769,2020
"ATG",2e-04,2010
"ATG",2e-04,2011
"ATG",2e-04,2012
"ATG",2e-04,2013
"ATG",2e-04,2014
"ATG",2e-04,2015
"ATG",2e-04,2016
"ATG",2e-04,2017
"ATG",2e-04,2018
"ATG",2e-04,2019
"ATG",2e-04,2020
"AUS",0.0274914026066612,2010
"AUS",0.0274914026066612,2011
"AUS",0.0274914026066612,2012
"AUS",0.0274914026066612,2013
"AUS",0.0274914026066612,2014
"AUS",0.0274914026066612,2015
"AUS",0.0274914026066612,2016
"AUS",0.0274914026066612,2017
"AUS",0.0274914026066612,2018
"AUS",0.0274914026066612,2019
"AUS",0.0274914026066612,2020
"AUT",0.0781,2010
"AUT",0.0781,2011
"AUT",0.0781,2012
"AUT",0.0781,2013
"AUT",0.0781,2014
"AUT",0.0781,2015
"AUT",0.0781,2016
"AUT",0.0781,2017
"AUT",0.0781,2018
"AUT",0.0781,2019
"AUT",0.0781,2020
"AZE",0.011668190177406,2010
"AZE",0.011668190177406,2011
"AZE",0.011668190177406,2012
"AZE",0.011668190177406,2013
"AZE",0.011668190177406,2014
"AZE",0.011668190177406,2015
"AZE",0.011668190177406,2016
"AZE",0.011668190177406,2017
"AZE",0.011668190177406,2018
"AZE",0.011668190177406,2019
"AZE",0.011668190177406,2020
"BDI",0.00497175085208947,2010
"BDI",0.00497175085208947,2011
"BDI",0.00497175085208947,2012
"BDI",0.00497175085208947,2013
"BDI",0.00497175085208947,2014
"BDI",0.00497175085208947,2015
"BDI",0.00497175085208947,2016
"BDI",0.00497175085208947,2017
"BDI",0.00497175085208947,2018
"BDI",0.00497175085208947,2019
"BDI",0.00497175085208947,2020
"BEL",0.0478425,2010
"BEL",0.0478425,2011
"BEL",0.0478425,2012
"BEL",0.0478425,2013
"BEL",0.0478425,2014
"BEL",0.0478425,2015
"BEL",0.0478425,2016
"BEL",0.0478425,2017
"BEL",0.0478425,2018
"BEL",0.0478425,2019
"BEL",0.0478425,2020
"BEN",0.00561662809998316,2010
"BEN",0.00561662809998316,2011
"BEN",0.00561662809998316,2012
"BEN",0.00561662809998316,2013
"BEN",0.00561662809998316,2014
"BEN",0.00561662809998316,2015
"BEN",0.00561662809998316,2016
"BEN",0.00561662809998316,2017
"BEN",0.00561662809998316,2018
"BEN",0.00561662809998316,2019
"BEN",0.00561662809998316,2020
"BFA",0.00562464386237493,2010
"BFA",0.00562464386237493,2011
"BFA",0.00562464386237493,2012
"BFA",0.00562464386237493,2013
"BFA",0.00562464386237493,2014
"BFA",0.00562464386237493,2015
"BFA",0.00562464386237493,2016
"BFA",0.00562464386237493,2017
"BFA",0.00562464386237493,2018
"BFA",0.00562464386237493,2019
"BFA",0.00562464386237493,2020
"BGD",0.013125,2010
"BGD",0.013125,2011
"BGD",0.013125,2012
"BGD",0.013125,2013
"BGD",0.013125,2014
"BGD",0.013125,2015
"BGD",0.013125,2016
"BGD",0.013125,2017
"BGD",0.013125,2018
"BGD",0.013125,2019
"BGD",0.013125,2020
"BGR",0.0258,2010
"BGR",0.0258,2011
"BGR",0.0258,2012
"BGR",0.0258,2013
"BGR",0.0258,2014
"BGR",0.0258,2015
"BGR",0.0258,2016
"BGR",0.0258,2017
"BGR",0.0258,2018
"BGR",0.0258,2019
"BGR",0.0258,2020
"BHR",0.0272951352261049,2010
"BHR",0.0272951352261049,2011
"BHR",0.0272951352261049,2012
"BHR",0.0272951352261049,2013
"BHR",0.0272951352261049,2014
"BHR",0.0272951352261049,2015
"BHR",0.0272951352261049,2016
"BHR",0.0272951352261049,2017
"BHR",0.0272951352261049,2018
"BHR",0.0272951352261049,2019
"BHR",0.0272951352261049,2020
"BHS",0.0213230091177611,2010
"BHS",0.0213230091177611,2011
"BHS",0.0213230091177611,2012
"BHS",0.0213230091177611,2013
"BHS",0.0213230091177611,2014
"BHS",0.0213230091177611,2015
"BHS",0.0213230091177611,2016
"BHS",0.0213230091177611,2017
"BHS",0.0213230091177611,2018
"BHS",0.0213230091177611,2019
"BHS",0.0213230091177611,2020
"BIH",0.0105569683085537,2010
"BIH",0.0105569683085537,2011
"BIH",0.0105569683085537,2012
"BIH",0.0105569683085537,2013
"BIH",0.0105569683085537,2014
"BIH",0.0105569683085537,2015
"BIH",0.0105569683085537,2016
"BIH",0.0105569683085537,2017
"BIH",0.0105569683085537,2018
"BIH",0.0105569683085537,2019
"BIH",0.0105569683085537,2020
"BLR",0.0133078935166511,2010
"BLR",0.0133078935166511,2011
"BLR",0.0133078935166511,2012
"BLR",0.0133078935166511,2013
"BLR",0.0133078935166511,2014
"BLR",0.0133078935166511,2015
"BLR",0.0133078935166511,2016
"BLR",0.0133078935166511,2017
"BLR",0.0133078935166511,2018
"BLR",0.0133078935166511,2019
"BLR",0.0133078935166511,2020
"BLZ",0.00794620612648862,2010
"BLZ",0.00794620612648862,2011
"BLZ",0.00794620612648862,2012
"BLZ",0.00794620612648862,2013
"BLZ",0.00794620612648862,2014
"BLZ",0.00794620612648862,2015
"BLZ",0.00794620612648862,2016
"BLZ",0.00794620612648862,2017
"BLZ",0.00794620612648862,2018
"BLZ",0.00794620612648862,2019
"BLZ",0.00794620612648862,2020
"BMU",0.04575,2010
"BMU",0.04575,2011
"BMU",0.04575,2012
"BMU",0.04575,2013
"BMU",0.04575,2014
"BMU",0.04575,2015
"BMU",0.04575,2016
"BMU",0.04575,2017
"BMU",0.04575,2018
"BMU",0.04575,2019
"BMU",0.04575,2020
"BOL",0.001,2010
"BOL",0.001,2011
"BOL",0.001,2012
"BOL",0.001,2013
"BOL",0.001,2014
"BOL",0.001,2015
"BOL",0.001,2016
"BOL",0.001,2017
"BOL",0.001,2018
"BOL",0.001,2019
"BOL",0.001,2020
"BRA",5e-04,2010
"BRA",5e-04,2011
"BRA",5e-04,2012
"BRA",5e-04,2013
"BRA",5e-04,2014
"BRA",5e-04,2015
"BRA",5e-04,2016
"BRA",5e-04,2017
"BRA",5e-04,2018
"BRA",5e-04,2019
"BRA",5e-04,2020
"BRB",0.011836230817871,2010
"BRB",0.011836230817871,2011
"BRB",0.011836230817871,2012
"BRB",0.011836230817871,2013
"BRB",0.011836230817871,2014
"BRB",0.011836230817871,2015
"BRB",0.011836230817871,2016
"BRB",0.011836230817871,2017
"BRB",0.011836230817871,2018
"BRB",0.011836230817871,2019
"BRB",0.011836230817871,2020
"BRN",0.005,2010
"BRN",0.005,2011
"BRN",0.005,2012
"BRN",0.005,2013
"BRN",0.005,2014
"BRN",0.005,2015
"BRN",0.005,2016
"BRN",0.005,2017
"BRN",0.005,2018
"BRN",0.005,2019
"BRN",0.005,2020
"BTN",0.003475,2010
"BTN",0.003475,2011
"BTN",0.003475,2012
"BTN",0.003475,2013
"BTN",0.003475,2014
"BTN",0.003475,2015
"BTN",0.003475,2016
"BTN",0.003475,2017
"BTN",0.003475,2018
"BTN",0.003475,2019
"BTN",0.003475,2020
"BWA",0.0112304494938047,2010
"BWA",0.0112304494938047,2011
"BWA",0.0112304494938047,2012
"BWA",0.0112304494938047,2013
"BWA",0.0112304494938047,2014
"BWA",0.0112304494938047,2015
"BWA",0.0112304494938047,2016
"BWA",0.0112304494938047,2017
"BWA",0.0112304494938047,2018
"BWA",0.0112304494938047,2019
"BWA",0.0112304494938047,2020
"CAF",0.00493678575837341,2010
"CAF",0.00493678575837341,2011
"CAF",0.00493678575837341,2012
"CAF",0.00493678575837341,2013
"CAF",0.00493678575837341,2014
"CAF",0.00493678575837341,2015
"CAF",0.00493678575837341,2016
"CAF",0.00493678575837341,2017
"CAF",0.00493678575837341,2018
"CAF",0.00493678575837341,2019
"CAF",0.00493678575837341,2020
"CAN",0.0102,2010
"CAN",0.0102,2011
"CAN",0.0102,2012
"CAN",0.0102,2013
"CAN",0.0102,2014
"CAN",0.0102,2015
"CAN",0.0102,2016
"CAN",0.0102,2017
"CAN",0.0102,2018
"CAN",0.0102,2019
"CAN",0.0102,2020
"CHE",0.0525,2010
"CHE",0.0525,2011
"CHE",0.0525,2012
"CHE",0.0525,2013
"CHE",0.0525,2014
"CHE",0.0525,2015
"CHE",0.0525,2016
"CHE",0.0525,2017
"CHE",0.0525,2018
"CHE",0.0525,2019
"CHE",0.0525,2020
"CHI",0.0397745664739884,2010
"CHI",0.0397745664739884,2011
"CHI",0.0397745664739884,2012
"CHI",0.0397745664739884,2013
"CHI",0.0397745664739884,2014
"CHI",0.0397745664739884,2015
"CHI",0.0397745664739884,2016
"CHI",0.0397745664739884,2017
"CHI",0.0397745664739884,2018
"CHI",0.0397745664739884,2019
"CHI",0.0397745664739884,2020
"CHL",0.0011,2010
"CHL",0.0011,2011
"CHL",0.0011,2012
"CHL",0.0011,2013
"CHL",0.0011,2014
"CHL",0.0011,2015
"CHL",0.0011,2016
"CHL",0.0011,2017
"CHL",0.0011,2018
"CHL",0.0011,2019
"CHL",0.0011,2020
"CHN",0.0075,2010
"CHN",0.0075,2011
"CHN",0.0075,2012
"CHN",0.0075,2013
"CHN",0.0075,2014
"CHN",0.0075,2015
"CHN",0.0075,2016
"CHN",0.0075,2017
"CHN",0.0075,2018
"CHN",0.0075,2019
"CHN",0.0075,2020
"CIV",0.00647720587859012,2010
"CIV",0.00647720587859012,2011
"CIV",0.00647720587859012,2012
"CIV",0.00647720587859012,2013
"CIV",0.00647720587859012,2014
"CIV",0.00647720587859012,2015
"CIV",0.00647720587859012,2016
"CIV",0.00647720587859012,2017
"CIV",0.00647720587859012,2018
"CIV",0.00647720587859012,2019
"CIV",0.00647720587859012,2020
"CMR",0.00630305934541211,2010
"CMR",0.00630305934541211,2011
"CMR",0.00630305934541211,2012
"CMR",0.00630305934541211,2013
"CMR",0.00630305934541211,2014
"CMR",0.00630305934541211,2015
"CMR",0.00630305934541211,2016
"CMR",0.00630305934541211,2017
"CMR",0.00630305934541211,2018
"CMR",0.00630305934541211,2019
"CMR",0.00630305934541211,2020
"COD",0.00594118369695293,2010
"COD",0.00594118369695293,2011
"COD",0.00594118369695293,2012
"COD",0.00594118369695293,2013
"COD",0.00594118369695293,2014
"COD",0.00594118369695293,2015
"COD",0.00594118369695293,2016
"COD",0.00594118369695293,2017
"COD",0.00594118369695293,2018
"COD",0.00594118369695293,2019
"COD",0.00594118369695293,2020
"COG",0.00685223949512223,2010
"COG",0.00685223949512223,2011
"COG",0.00685223949512223,2012
"COG",0.00685223949512223,2013
"COG",0.00685223949512223,2014
"COG",0.00685223949512223,2015
"COG",0.00685223949512223,2016
