"country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"BRA","Brazil","Primavera do Leste","BRA0030089",8,-15.0948,-54.2107,"Biomass","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Promissão (Mário Lopes Leão)","BRA0002158",264,-21.2961,-49.7831,"Hydro","","","",1975,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",1153.35,1003.45,1077.33,1089.67,836.37,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Pumaty","BRA0002946",8.04,-8.5579,-35.535,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Pátio Cianê Shopping","BRA0033263",3.7392,-23.4916,-47.4511,"Oil","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.38,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Púlpito","BRA0029051",30,-28.471,-49.605,"Wind","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1059614",2017,NA,NA,NA,NA,NA,NA,NA,"",100.18,85.63,100.82,110.46,97.99,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","QUÍMICA AMPARO SALTO","BRA0033519",1.8326,-23.1688,-47.2575,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.62,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","QUÍMICA AMPARO SIMÕES FILHO FÁBRICA","BRA0033517",3.969,-12.8389,-38.4384,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.84,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Quebra Queixo","BRA0002167",121.5,-26.65,-52.5333,"Hydro","","","",2003,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1046622",2017,NA,NA,NA,NA,NA,NA,NA,"",366.32,470.23,454.8,453.1,432.23,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Queimado","BRA0002176",105.45,-16.2089,-47.3217,"Hydro","","","",2004,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1037233",2017,NA,NA,NA,NA,NA,NA,NA,"",351.18,476.98,447.49,418.92,380.46,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Queixada","BRA0030272",30,-18.7342,-51.7952,"Hydro","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1101831",2017,NA,NA,NA,NA,NA,NA,NA,"",98.89,118.33,120.62,121.87,111.77,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Queluz","BRA0029115",30,-22.55,-44.8,"Hydro","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084458",2017,NA,NA,NA,NA,NA,NA,NA,"",104.66,121.74,130.15,126.53,114.09,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Quirinópolis","BRA0029268",80,-18.4252,-50.4417,"Biomass","","","",2007,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Quixaba","BRA0030369",25.5,-4.5634,-37.6885,"Wind","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",109.03,107.97,98.37,75.72,80.4,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","R & F Energia","BRA0030643",2.836,-27.0922,-50.722,"Hydro","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",5.58,9.98,9.64,9.66,8.5,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","RCE-AM","BRA0033088",1.32,-8.0139,-34.8889,"Oil","","","",1991,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.6,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","RCE-BV","BRA0033135",1.2,-8.1136,-34.8972,"Oil","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.37,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","REB Cassino I","BRA0030469",22,-32.2188,-52.2018,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,90.31,86.21,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","REB Cassino II","BRA0030477",20,-32.2103,-52.2114,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,78.23,74.48,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","REB Cassino III","BRA0030468",22,-32.2008,-52.2209,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,90.31,86.21,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","REC POUSO ALEGRE SA","BRA0033468",1,-22.2331,-45.876,"Oil","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.97,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","RELEVOS","BRA0033219",1.48,-8.108,-34.923,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.92,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","RIO ANIL SHOPPING","BRA0032742",1.4592,-2.5293,-44.2155,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.88,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","RJO-AM","BRA0033276",4.8,-22.9003,-43.1881,"Oil","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,9.48,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","RJR","BRA0031153",12.03,-22.9326,-43.3656,"Gas","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,79.3,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","RN 15 - Rio do Fogo","BRA0028424",49.3,-5.3097,-35.3867,"Wind","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1061890",2017,NA,NA,NA,NA,NA,NA,NA,"",178.2,149.58,172.9,184.19,185.05,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","RS-155","BRA0030525",5.982,-28.3118,-53.895,"Hydro","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092422",2017,NA,NA,NA,NA,NA,NA,NA,"",19.47,26.93,26.89,25.34,25,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Rafard","BRA0002903",50,-22.9974,-47.5202,"Biomass","","","",1941,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1064580",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Rafitec Geração Diesel fab 01","BRA0033965",2.8,-26.9453,-52.521,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.53,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Rasgão","BRA0002187",22,-23.38,-47.0322,"Hydro","","","",1925,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1063423",2017,NA,NA,NA,NA,NA,NA,NA,"",84.72,97.27,101.04,101.7,86.65,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Rastro de Auto","BRA0030287",7.02,-29.0619,-52.2181,"Hydro","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1093195",2017,NA,NA,NA,NA,NA,NA,NA,"",22.18,29.46,30.61,29.95,24.02,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Rações Patense - Itaúna","BRA0032981",3,-20.0045,-44.5879,"Biomass","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Recreio Shopping Center","BRA0033980",2.1984,-23.0174,-43.4791,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.34,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Rede Elétrica Piquete - Itajubá - REPI","BRA0002070",3.34,-22.5333,-45.3333,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",8.85,12.73,12.1,13.79,10.59,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Refinaria Duque de Caxias - REDUC","BRA0027354",63.3,-22.7105,-43.2586,"Gas","","","",1976,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,417.27,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Refinaria Henrique Lages (REVAP)","BRA0002196",76,-23.1811,-45.819,"Oil","","","",1980,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,150.17,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Refinaria Presidente Bernardes - RPBC","BRA0002558",24.5,-23.891,-46.4155,"Oil","","","",1955,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,48.41,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Refinaria de Paulínea - REPLAN","BRA0002200",102.26,-22.7246,-47.1189,"Oil","","","",1976,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,202.06,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Refrigerantes do Triângulo","BRA0030937",1.683,-18.8724,-48.2514,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.32,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Rei dos Ventos 1","BRA0030416",58.45,-5.1009,-36.202,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1070268",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,249.73,241.67,210.97,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Rei dos Ventos 3","BRA0030417",60.12,-5.119,-36.1632,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1070268",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,260.73,252.89,221.31,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Reman","BRA0027804",6.4,-3.1438,-59.9436,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1042629",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,12.64,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Renascença I","BRA0030515",30,-5.3045,-35.8692,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092899",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,126.81,115.48,98.9,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Renascença II","BRA0030516",30,-5.307,-35.8887,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092900",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,126.81,115.48,98.9,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Renascença III","BRA0030527",30,-5.2953,-35.8957,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092901",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,126.81,115.48,98.9,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Renascença IV","BRA0030551",30,-5.2981,-35.9164,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1092902",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,126.81,115.48,98.9,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Renascença V","BRA0030497",30,-5.2698,-35.8589,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1087427",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,117.04,115.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","Renosa","BRA0030733",2.76,-15.6427,-56.123,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.45,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Retiro","BRA0028738",16,-20.4363,-47.8882,"Hydro","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1070968",2017,NA,NA,NA,NA,NA,NA,NA,"",53.24,69.32,58.81,69.93,55.57,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Retiro Baixo","BRA0029457",83.657,-18.8944,-44.7817,"Hydro","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1078116",2017,NA,NA,NA,NA,NA,NA,NA,"",269.62,376.19,326.79,334.1,297.34,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Retiro Velho","BRA0028771",18,-18.8197,-52.1775,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1067323",2017,NA,NA,NA,NA,NA,NA,NA,"",53.92,79.89,82.18,79.01,72.04,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Rhodia Poliamida e Especialidades","BRA0032991",1.2,-23.7548,-46.5717,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.37,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Riacho Preto","BRA0029058",9.3,-11.9505,-46.7555,"Hydro","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1072301",2017,NA,NA,NA,NA,NA,NA,NA,"",30.57,39.51,33.36,39.67,32.6,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Riachão (Antiga Santa Edwiges I)","BRA0028184",13.4,-14.3128,-46.2153,"Hydro","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1063535",2017,NA,NA,NA,NA,NA,NA,NA,"",29.24,48.05,46.26,46.39,39.95,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Riachão I","BRA0030870",29.7,-5.523,-35.4285,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,115.87,114.01,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","Riachão II","BRA0030871",27,-5.5694,-35.4473,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,105.33,103.65,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","Riachão IV","BRA0030874",29.7,-5.5211,-35.469,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,115.87,114.01,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
