Year,iso_code3,ef_frst_sequestration_mangroves_kt_co2_ha
2019,BGR,0.00371766707847013
2015,BHS,0.0036130619880077692
2016,BHS,0.0036130619880077692
2017,BHS,0.0036130619880077692
2018,BHS,0.0036130619880077692
2019,BHS,0.0036130619880077692
2015,BIH,0.00013862182507041549
2016,BIH,0.00013862182507041549
2017,BIH,0.00013862182507041549
2018,BIH,0.00013862182507041549
2019,BIH,0.00013862182507041549
2015,BOL,0.004002467768405123
2016,BOL,0.004002467768405123
2017,BOL,0.004002467768405123
2018,BOL,0.004002467768405123
2019,BOL,0.004002467768405123
2015,BRA,0.00451573845495035
2016,BRA,0.00451573845495035
2017,BRA,0.00451573845495035
2018,BRA,0.00451573845495035
2019,BRA,0.00451573845495035
2015,BTN,0.002535259107977183
2016,BTN,0.002535259107977183
2017,BTN,0.002535259107977183
2018,BTN,0.002535259107977183
2019,BTN,0.002535259107977183
2015,CAF,0.0012988477463717742
2016,CAF,0.0012988477463717742
2017,CAF,0.0012988477463717742
2018,CAF,0.0012988477463717742
2019,CAF,0.0012988477463717742
2015,CAN,0.0023543240978852334
2016,CAN,0.0023543240978852334
2017,CAN,0.0023543240978852334
2018,CAN,0.0023543240978852334
2019,CAN,0.0023543240978852334
2015,CHE,0.0028359346421750363
2016,CHE,0.0028359346421750363
2017,CHE,0.0028359346421750363
2018,CHE,0.0028359346421750363
2019,CHE,0.0028359346421750363
2015,CHL,0.005512578130632381
2016,CHL,0.005512578130632381
2017,CHL,0.005512578130632381
2018,CHL,0.005512578130632381
2019,CHL,0.005512578130632381
2015,CHN,0.0024650397233122894
2016,CHN,0.0024650397233122894
2017,CHN,0.0024650397233122894
2018,CHN,0.0024650397233122894
2019,CHN,0.0024650397233122894
2015,CIV,0.0013709986485472973
2016,CIV,0.0013709986485472973
2017,CIV,0.0013709986485472973
2018,CIV,0.0013709986485472973
2019,CIV,0.0013709986485472973
2015,CMR,0.0017176988882013993
2016,CMR,0.0017176988882013993
2017,CMR,0.0017176988882013993
2018,CMR,0.0017176988882013993
2019,CMR,0.0017176988882013993
2015,COD,0.00360482248916301
2016,COD,0.00360482248916301
2017,COD,0.00360482248916301
2018,COD,0.00360482248916301
2019,COD,0.00360482248916301
2015,COG,0.0016857985269731436
2016,COG,0.0016857985269731436
2017,COG,0.0016857985269731436
2018,COG,0.0016857985269731436
2019,COG,0.0016857985269731436
2015,COL,0.0054078778628766176
2016,COL,0.0054078778628766176
2017,COL,0.0054078778628766176
2018,COL,0.0054078778628766176
2019,COL,0.0054078778628766176
2015,CRI,0.005765055547460786
2016,CRI,0.005765055547460786
2017,CRI,0.005765055547460786
2018,CRI,0.005765055547460786
2019,CRI,0.005765055547460786
2015,CUB,0.003835802562488981
2016,CUB,0.003835802562488981
2017,CUB,0.003835802562488981
2018,CUB,0.003835802562488981
2019,CUB,0.003835802562488981
2015,CUW,0.0017533043478260865
2016,CUW,0.0017533043478260865
2017,CUW,0.0017533043478260865
2018,CUW,0.0017533043478260865
2019,CUW,0.0017533043478260865
2015,CYP,0.00014725397959588742
2016,CYP,0.00014725397959588742
2017,CYP,0.00014725397959588742
2018,CYP,0.00014725397959588742
2019,CYP,0.00014725397959588742
2015,CZE,0.0007740949574857388
2016,CZE,0.0007740949574857388
2017,CZE,0.0007740949574857388
2018,CZE,0.0007740949574857388
2019,CZE,0.0007740949574857388
2015,DEU,0.003910240672841889
2016,DEU,0.003910240672841889
2017,DEU,0.003910240672841889
2018,DEU,0.003910240672841889
2019,DEU,0.003910240672841889
2015,DNK,0.0039636666666666666
2016,DNK,0.0039636666666666666
2017,DNK,0.0039636666666666666
2018,DNK,0.0039636666666666666
2019,DNK,0.0039636666666666666
2015,DOM,0.006241701113089554
2016,DOM,0.006241701113089554
2017,DOM,0.006241701113089554
2018,DOM,0.006241701113089554
2019,DOM,0.006241701113089554
2015,DZA,0.0034750612589776087
2016,DZA,0.0034750612589776087
2017,DZA,0.0034750612589776087
2018,DZA,0.0034750612589776087
2019,DZA,0.0034750612589776087
2015,ECU,0.0052576803636303635
2016,ECU,0.0052576803636303635
2017,ECU,0.0052576803636303635
2018,ECU,0.0052576803636303635
2019,ECU,0.0052576803636303635
2015,ERI,0.0027101493613514624
2016,ERI,0.0027101493613514624
2017,ERI,0.0027101493613514624
2018,ERI,0.0027101493613514624
2019,ERI,0.0027101493613514624
2015,ESP,0.004043710818621988
2016,ESP,0.004043710818621988
2017,ESP,0.004043710818621988
2018,ESP,0.004043710818621988
2019,ESP,0.004043710818621988
2015,EST,0.0039636666666666666
2016,EST,0.0039636666666666666
2017,EST,0.0039636666666666666
2018,EST,0.0039636666666666666
2019,EST,0.0039636666666666666
2015,ETH,0.0016797952873341753
2016,ETH,0.0016797952873341753
2017,ETH,0.0016797952873341753
2018,ETH,0.0016797952873341753
2019,ETH,0.0016797952873341753
2015,FIN,0.0020509041366513457
2016,FIN,0.0020509041366513457
2017,FIN,0.0020509041366513457
2018,FIN,0.0020509041366513457
2019,FIN,0.0020509041366513457
2015,GBR,0.0039636666666666666
2016,GBR,0.0039636666666666666
2017,GBR,0.0039636666666666666
2018,GBR,0.0039636666666666666
2019,GBR,0.0039636666666666666
2015,GEO,0.0022714713341858484
2016,GEO,0.0022714713341858484
2017,GEO,0.0022714713341858484
2018,GEO,0.0022714713341858484
2019,GEO,0.0022714713341858484
2015,GHA,0.001368808748119599
2016,GHA,0.001368808748119599
2017,GHA,0.001368808748119599
2018,GHA,0.001368808748119599
2019,GHA,0.001368808748119599
2015,GIN,0.0014281815684121055
2016,GIN,0.0014281815684121055
2017,GIN,0.0014281815684121055
2018,GIN,0.0014281815684121055
2019,GIN,0.0014281815684121055
2015,GMB,0.0013268820050946141
2016,GMB,0.0013268820050946141
2017,GMB,0.0013268820050946141
2018,GMB,0.0013268820050946141
2019,GMB,0.0013268820050946141
2015,GNB,0.0013203879668049789
2016,GNB,0.0013203879668049789
2017,GNB,0.0013203879668049789
2018,GNB,0.0013203879668049789
2019,GNB,0.0013203879668049789
2015,GRC,0.003969416221826809
2016,GRC,0.003969416221826809
2017,GRC,0.003969416221826809
2018,GRC,0.003969416221826809
2019,GRC,0.003969416221826809
2015,GTM,0.00492513706447997
2016,GTM,0.00492513706447997
2017,GTM,0.00492513706447997
2018,GTM,0.00492513706447997
2019,GTM,0.00492513706447997
2015,HND,0.004447703243172425
2016,HND,0.004447703243172425
2017,HND,0.004447703243172425
2018,HND,0.004447703243172425
2019,HND,0.004447703243172425
2015,HRV,4.5420852095600964e-06
2016,HRV,4.5420852095600964e-06
2017,HRV,4.5420852095600964e-06
2018,HRV,4.5420852095600964e-06
2019,HRV,4.5420852095600964e-06
2015,HUN,0.0039636666666666666
2016,HUN,0.0039636666666666666
2017,HUN,0.0039636666666666666
2018,HUN,0.0039636666666666666
2019,HUN,0.0039636666666666666
2015,IDN,0.003787812058222448
2016,IDN,0.003787812058222448
2017,IDN,0.003787812058222448
2018,IDN,0.003787812058222448
2019,IDN,0.003787812058222448
2015,IND,0.0029387903573807115
2016,IND,0.0029387903573807115
2017,IND,0.0029387903573807115
2018,IND,0.0029387903573807115
2019,IND,0.0029387903573807115
2015,IRL,0.0039636666666666666
2016,IRL,0.0039636666666666666
2017,IRL,0.0039636666666666666
2018,IRL,0.0039636666666666666
2019,IRL,0.0039636666666666666
2015,IRN,0.005398470322468786
2016,IRN,0.005398470322468786
2017,IRN,0.005398470322468786
2018,IRN,0.005398470322468786
2019,IRN,0.005398470322468786
2015,IRQ,3.5558766370933674e-05
2016,IRQ,3.5558766370933674e-05
2017,IRQ,3.5558766370933674e-05
2018,IRQ,3.5558766370933674e-05
2019,IRQ,3.5558766370933674e-05
2015,ISL,0.001211839190628328
2016,ISL,0.001211839190628328
2017,ISL,0.001211839190628328
2018,ISL,0.001211839190628328
2019,ISL,0.001211839190628328
2015,ISR,0.005699185185185186
2016,ISR,0.005699185185185186
2017,ISR,0.005699185185185186
2018,ISR,0.005699185185185186
2019,ISR,0.005699185185185186
2015,ITA,0.003141068849937134
2016,ITA,0.003141068849937134
2017,ITA,0.003141068849937134
2018,ITA,0.003141068849937134
2019,ITA,0.003141068849937134
2015,JAM,0.004918546458292378
2016,JAM,0.004918546458292378
2017,JAM,0.004918546458292378
2018,JAM,0.004918546458292378
2019,JAM,0.004918546458292378
2015,JPN,0.002950475011651902
2016,JPN,0.002950475011651902
2017,JPN,0.002950475011651902
2018,JPN,0.002950475011651902
2019,JPN,0.002950475011651902
2015,KAZ,0.0021292322419448166
2016,KAZ,0.0021292322419448166
2017,KAZ,0.0021292322419448166
2018,KAZ,0.0021292322419448166
2019,KAZ,0.0021292322419448166
2015,KEN,0.0031856744521020727
2016,KEN,0.0031856744521020727
2017,KEN,0.0031856744521020727
2018,KEN,0.0031856744521020727
2019,KEN,0.0031856744521020727
2015,KGZ,0.0021798027823376276
2016,KGZ,0.0021798027823376276
2017,KGZ,0.0021798027823376276
2018,KGZ,0.0021798027823376276
2019,KGZ,0.0021798027823376276
2015,KHM,0.0031335072122930566
2016,KHM,0.0031335072122930566
2017,KHM,0.0031335072122930566
2018,KHM,0.0031335072122930566
2019,KHM,0.0031335072122930566
2015,LAO,0.0029680831806175338
2016,LAO,0.0029680831806175338
2017,LAO,0.0029680831806175338
2018,LAO,0.0029680831806175338
2019,LAO,0.0029680831806175338
2015,LBN,0.005744444444444445
2016,LBN,0.005744444444444445
2017,LBN,0.005744444444444445
2018,LBN,0.005744444444444445
2019,LBN,0.005744444444444445
2015,LBY,0.001636619169933757
2016,LBY,0.001636619169933757
2017,LBY,0.001636619169933757
2018,LBY,0.001636619169933757
2019,LBY,0.001636619169933757
2015,LKA,0.00336608203762409
2016,LKA,0.00336608203762409
2017,LKA,0.00336608203762409
2018,LKA,0.00336608203762409
2019,LKA,0.00336608203762409
2015,LTU,0.0039636666666666666
2016,LTU,0.0039636666666666666
2017,LTU,0.0039636666666666666
2018,LTU,0.0039636666666666666
2019,LTU,0.0039636666666666666
2015,LVA,0.0039636666666666666
2016,LVA,0.0039636666666666666
2017,LVA,0.0039636666666666666
2018,LVA,0.0039636666666666666
2019,LVA,0.0039636666666666666
2015,MAR,0.003466615198683877
2016,MAR,0.003466615198683877
2017,MAR,0.003466615198683877
2018,MAR,0.003466615198683877
2019,MAR,0.003466615198683877
2015,MDA,0.0039636666666666666
2016,MDA,0.0039636666666666666
2017,MDA,0.0039636666666666666
2018,MDA,0.0039636666666666666
2019,MDA,0.0039636666666666666
2015,MEX,0.0037184414710406673
2016,MEX,0.0037184414710406673
2017,MEX,0.0037184414710406673
2018,MEX,0.0037184414710406673
2019,MEX,0.0037184414710406673
2015,MKD,0.003913467254753172
2016,MKD,0.003913467254753172
2017,MKD,0.003913467254753172
2018,MKD,0.003913467254753172
2019,MKD,0.003913467254753172
2015,MLI,0.00018104261832790905
2016,MLI,0.00018104261832790905
2017,MLI,0.00018104261832790905
2018,MLI,0.00018104261832790905
2019,MLI,0.00018104261832790905
2015,MMR,0.002856878026633697
2016,MMR,0.002856878026633697
2017,MMR,0.002856878026633697
2018,MMR,0.002856878026633697
2019,MMR,0.002856878026633697
2015,MNE,0.0006198427643049611
2016,MNE,0.0006198427643049611
2017,MNE,0.0006198427643049611
2018,MNE,0.0006198427643049611
2019,MNE,0.0006198427643049611
2015,MNG,0.002071079212841721
2016,MNG,0.002071079212841721
2017,MNG,0.002071079212841721
2018,MNG,0.002071079212841721
2019,MNG,0.002071079212841721
2015,MOZ,0.0022782967221451596
2016,MOZ,0.0022782967221451596
2017,MOZ,0.0022782967221451596
2018,MOZ,0.0022782967221451596
2019,MOZ,0.0022782967221451596
2015,MWI,0.0022884083653983184
2016,MWI,0.0022884083653983184
2017,MWI,0.0022884083653983184
2018,MWI,0.0022884083653983184
2019,MWI,0.0022884083653983184
2015,NER,0.0008338423982869378
2016,NER,0.0008338423982869378
2017,NER,0.0008338423982869378
2018,NER,0.0008338423982869378
2019,NER,0.0008338423982869378
2015,NGA,0.0017082875238954782
2016,NGA,0.0017082875238954782
2017,NGA,0.0017082875238954782
2018,NGA,0.0017082875238954782
2019,NGA,0.0017082875238954782
2015,NIC,0.004522046879977002
2016,NIC,0.004522046879977002
2017,NIC,0.004522046879977002
2018,NIC,0.004522046879977002
2019,NIC,0.004522046879977002
2015,NLD,0.0039636666666666666
2016,NLD,0.0039636666666666666
2017,NLD,0.0039636666666666666
2018,NLD,0.0039636666666666666
2019,NLD,0.0039636666666666666
2015,NPL,0.0027457382479790207
2016,NPL,0.0027457382479790207
2017,NPL,0.0027457382479790207
2018,NPL,0.0027457382479790207
2019,NPL,0.0027457382479790207
2015,NZL,0.0032058349462249
2016,NZL,0.0032058349462249
2017,NZL,0.0032058349462249
2018,NZL,0.0032058349462249
2019,NZL,0.0032058349462249
2015,PAK,0.0033954037089557972
2016,PAK,0.0033954037089557972
2017,PAK,0.0033954037089557972
2018,PAK,0.0033954037089557972
2019,PAK,0.0033954037089557972
2015,PAN,0.004966455355088895
2016,PAN,0.004966455355088895
2017,PAN,0.004966455355088895
2018,PAN,0.004966455355088895
2019,PAN,0.004966455355088895
2015,PER,0.00534862786183118
2016,PER,0.00534862786183118
2017,PER,0.00534862786183118
2018,PER,0.00534862786183118
2019,PER,0.00534862786183118
2015,PNG,0.0031903171461415904
2016,PNG,0.0031903171461415904
2017,PNG,0.0031903171461415904
2018,PNG,0.0031903171461415904
2019,PNG,0.0031903171461415904
2015,POL,0.0002794107391910739
2016,POL,0.0002794107391910739
2017,POL,0.0002794107391910739
2018,POL,0.0002794107391910739
2019,POL,0.0002794107391910739
2015,PRI,0.005140315043500549
2016,PRI,0.005140315043500549
2017,PRI,0.005140315043500549
2018,PRI,0.005140315043500549
2019,PRI,0.005140315043500549
2015,PRK,0.002054801359724748
2016,PRK,0.002054801359724748
2017,PRK,0.002054801359724748
2018,PRK,0.002054801359724748
2019,PRK,0.002054801359724748
2015,PRT,1.8650793650793647e-05
2016,PRT,1.8650793650793647e-05
2017,PRT,1.8650793650793647e-05
2018,PRT,1.8650793650793647e-05
2019,PRT,1.8650793650793647e-05
2015,PRY,0.003990041036600107
2016,PRY,0.003990041036600107
2017,PRY,0.003990041036600107
2018,PRY,0.003990041036600107
2019,PRY,0.003990041036600107
2015,ROU,0.003112515788469414
2016,ROU,0.003112515788469414
2017,ROU,0.003112515788469414
2018,ROU,0.003112515788469414
2019,ROU,0.003112515788469414
2015,RUS,0.002051682858835072
2016,RUS,0.002051682858835072
2017,RUS,0.002051682858835072
2018,RUS,0.002051682858835072
2019,RUS,0.002051682858835072
2015,RWA,0.0029991191860465113
2016,RWA,0.0029991191860465113
2017,RWA,0.0029991191860465113
2018,RWA,0.0029991191860465113
2019,RWA,0.0029991191860465113
2015,SDN,0.0025307246463095266
2016,SDN,0.0025307246463095266
2017,SDN,0.0025307246463095266
2018,SDN,0.0025307246463095266
2019,SDN,0.0025307246463095266
2015,SEN,0.0015674145346958055
2016,SEN,0.0015674145346958055
2017,SEN,0.0015674145346958055
2018,SEN,0.0015674145346958055
2019,SEN,0.0015674145346958055
2015,SLE,0.002083704775924109
2016,SLE,0.002083704775924109
2017,SLE,0.002083704775924109
2018,SLE,0.002083704775924109
2019,SLE,0.002083704775924109
2015,SOM,0.003435659975669099
2016,SOM,0.003435659975669099
2017,SOM,0.003435659975669099
2018,SOM,0.003435659975669099
2019,SOM,0.003435659975669099
2015,SRB,3.246632229312265e-05
2016,SRB,3.246632229312265e-05
2017,SRB,3.246632229312265e-05
2018,SRB,3.246632229312265e-05
2019,SRB,3.246632229312265e-05
2015,SSD,0.0014142767090197905
2016,SSD,0.0014142767090197905
2017,SSD,0.0014142767090197905
2018,SSD,0.0014142767090197905
2019,SSD,0.0014142767090197905
2015,SVK,0.0025928172368916745
2016,SVK,0.0025928172368916745
2017,SVK,0.0025928172368916745
2018,SVK,0.0025928172368916745
2019,SVK,0.0025928172368916745
2015,SVN,0.00048016647791619465
2016,SVN,0.00048016647791619465
2017,SVN,0.00048016647791619465
2018,SVN,0.00048016647791619465
2019,SVN,0.00048016647791619465
2015,SWE,0.0021373835241859872
2016,SWE,0.0021373835241859872
2017,SWE,0.0021373835241859872
2018,SWE,0.0021373835241859872
2019,SWE,0.0021373835241859872
2015,SWZ,0.00454943132137031
2016,SWZ,0.00454943132137031
2017,SWZ,0.00454943132137031
2018,SWZ,0.00454943132137031
2019,SWZ,0.00454943132137031
2015,SYR,0.004642306284805092
2016,SYR,0.004642306284805092
2017,SYR,0.004642306284805092
2018,SYR,0.004642306284805092
2019,SYR,0.004642306284805092
2015,TCD,8.146363771564544e-05
2016,TCD,8.146363771564544e-05
2017,TCD,8.146363771564544e-05
2018,TCD,8.146363771564544e-05
2019,TCD,8.146363771564544e-05
2015,TGO,0.001294435214511949
2016,TGO,0.001294435214511949
2017,TGO,0.001294435214511949
2018,TGO,0.001294435214511949
2019,TGO,0.001294435214511949
2015,THA,0.0031772361369315854
2016,THA,0.0031772361369315854
2017,THA,0.0031772361369315854
2018,THA,0.0031772361369315854
2019,THA,0.0031772361369315854
2015,TKM,0.004260270519262982
2016,TKM,0.004260270519262982
2017,TKM,0.004260270519262982
2018,TKM,0.004260270519262982
2019,TKM,0.004260270519262982
2015,TUN,0.0037548487687752746
2016,TUN,0.0037548487687752746
2017,TUN,0.0037548487687752746
2018,TUN,0.0037548487687752746
2019,TUN,0.0037548487687752746
2015,TUR,0.005508580132529671
2016,TUR,0.005508580132529671
2017,TUR,0.005508580132529671
2018,TUR,0.005508580132529671
2019,TUR,0.005508580132529671
2015,TZA,0.0017303742826470859
2016,TZA,0.0017303742826470859
2017,TZA,0.0017303742826470859
2018,TZA,0.0017303742826470859
2019,TZA,0.0017303742826470859
2015,UGA,0.0016352932309630288
2016,UGA,0.0016352932309630288
2017,UGA,0.0016352932309630288
2018,UGA,0.0016352932309630288
2019,UGA,0.0016352932309630288
2015,UKR,0.002450247523655154
2016,UKR,0.002450247523655154
2017,UKR,0.002450247523655154
2018,UKR,0.002450247523655154
2019,UKR,0.002450247523655154
2015,USA,0.00308951063132913
2016,USA,0.00308951063132913
2017,USA,0.00308951063132913
2018,USA,0.00308951063132913
2019,USA,0.00308951063132913
2015,UZB,0.001670281699346405
2016,UZB,0.001670281699346405
2017,UZB,0.001670281699346405
2018,UZB,0.001670281699346405
2019,UZB,0.001670281699346405
2015,VEN,0.004724916740169316
2016,VEN,0.004724916740169316
2017,VEN,0.004724916740169316
2018,VEN,0.004724916740169316
2019,VEN,0.004724916740169316
2015,VIR,0.0034614289261328366
2016,VIR,0.0034614289261328366
2017,VIR,0.0034614289261328366
2018,VIR,0.0034614289261328366
2019,VIR,0.0034614289261328366
2015,VNM,0.002889201142656111
2016,VNM,0.002889201142656111
2017,VNM,0.002889201142656111
2018,VNM,0.002889201142656111
2019,VNM,0.002889201142656111
2015,ZAF,0.0044675501884783
2016,ZAF,0.0044675501884783
2017,ZAF,0.0044675501884783
2018,ZAF,0.0044675501884783
2019,ZAF,0.0044675501884783
2015,ZMB,0.00273587860187652
2016,ZMB,0.00273587860187652
2017,ZMB,0.00273587860187652
2018,ZMB,0.00273587860187652
2019,ZMB,0.00273587860187652
2015,ZWE,0.004316429015554694
2016,ZWE,0.004316429015554694
2017,ZWE,0.004316429015554694
2018,ZWE,0.004316429015554694
2019,ZWE,0.004316429015554694
2015,ABW,0.0017533043478260865
2016,ABW,0.0017533043478260865
2017,ABW,0.0017533043478260865
2018,ABW,0.0017533043478260865
2019,ABW,0.0017533043478260865
2015,AND,0.004043710818621988
2016,AND,0.004043710818621988
2017,AND,0.004043710818621988
2018,AND,0.004043710818621988
2019,AND,0.004043710818621988
2015,ARE,0.005398470322468786
2016,ARE,0.005398470322468786
2017,ARE,0.005398470322468786
2018,ARE,0.005398470322468786
2019,ARE,0.005398470322468786
2015,ARM,0.0022714713341858484
2016,ARM,0.0022714713341858484
2017,ARM,0.0022714713341858484
2018,ARM,0.0022714713341858484
2019,ARM,0.0022714713341858484
2015,ASM,0.0032058349462249
2016,ASM,0.0032058349462249
2017,ASM,0.0032058349462249
2018,ASM,0.0032058349462249
2019,ASM,0.0032058349462249
2015,ATG,0.0034614289261328366
2016,ATG,0.0034614289261328366
2017,ATG,0.0034614289261328366
2018,ATG,0.0034614289261328366
2019,ATG,0.0034614289261328366
2015,BHR,0.005398470322468786
2016,BHR,0.005398470322468786
2017,BHR,0.005398470322468786
2018,BHR,0.005398470322468786
2019,BHR,0.005398470322468786
2015,BLR,0.0039636666666666666
2016,BLR,0.0039636666666666666
2017,BLR,0.0039636666666666666
2018,BLR,0.0039636666666666666
2019,BLR,0.0039636666666666666
2015,BLZ,0.004447703243172425
2016,BLZ,0.004447703243172425
2017,BLZ,0.004447703243172425
2018,BLZ,0.004447703243172425
2019,BLZ,0.004447703243172425
2015,BMU,0.0036130619880077692
2016,BMU,0.0036130619880077692
2017,BMU,0.0036130619880077692
2018,BMU,0.0036130619880077692
2019,BMU,0.0036130619880077692
2015,BRB,0.0034614289261328366
2016,BRB,0.0034614289261328366
2017,BRB,0.0034614289261328366
2018,BRB,0.0034614289261328366
2019,BRB,0.0034614289261328366
2015,BRN,0.003787812058222448
2016,BRN,0.003787812058222448
2017,BRN,0.003787812058222448
2018,BRN,0.003787812058222448
2019,BRN,0.003787812058222448
2015,BWA,0.0044675501884783
2016,BWA,0.0044675501884783
2017,BWA,0.0044675501884783
2018,BWA,0.0044675501884783
2019,BWA,0.0044675501884783
2015,COM,0.0022884083653983184
2016,COM,0.0022884083653983184
2017,COM,0.0022884083653983184
2018,COM,0.0022884083653983184
2019,COM,0.0022884083653983184
2015,CPV,0.0015674145346958055
2016,CPV,0.0015674145346958055
2017,CPV,0.0015674145346958055
2018,CPV,0.0015674145346958055
2019,CPV,0.0015674145346958055
2015,CYM,0.003835802562488981
2016,CYM,0.003835802562488981
2017,CYM,0.003835802562488981
2018,CYM,0.003835802562488981
2019,CYM,0.003835802562488981
2015,DJI,0.0016797952873341753
2016,DJI,0.0016797952873341753
2017,DJI,0.0016797952873341753
2018,DJI,0.0016797952873341753
2019,DJI,0.0016797952873341753
2015,DMA,0.0034614289261328366
2016,DMA,0.0034614289261328366
2017,DMA,0.0034614289261328366
2018,DMA,0.0034614289261328366
2019,DMA,0.0034614289261328366
2015,EGY,0.005699185185185186
2016,EGY,0.005699185185185186
2017,EGY,0.005699185185185186
2018,EGY,0.005699185185185186
2019,EGY,0.005699185185185186
2015,FJI,0.0032058349462249
2016,FJI,0.0032058349462249
2017,FJI,0.0032058349462249
2018,FJI,0.0032058349462249
2019,FJI,0.0032058349462249
2015,FRA,0.0028359346421750363
2016,FRA,0.0028359346421750363
2017,FRA,0.0028359346421750363
2018,FRA,0.0028359346421750363
2019,FRA,0.0028359346421750363
2015,FRO,0.001211839190628328
2016,FRO,0.001211839190628328
2017,FRO,0.001211839190628328
2018,FRO,0.001211839190628328
2019,FRO,0.001211839190628328
2015,FSM,0.0031903171461415904
2016,FSM,0.0031903171461415904
2017,FSM,0.0031903171461415904
2018,FSM,0.0031903171461415904
2019,FSM,0.0031903171461415904
2015,GAB,0.0016857985269731436
2016,GAB,0.0016857985269731436
2017,GAB,0.0016857985269731436
2018,GAB,0.0016857985269731436
2019,GAB,0.0016857985269731436
2015,GIB,0.003466615198683877
2016,GIB,0.003466615198683877
2017,GIB,0.003466615198683877
2018,GIB,0.003466615198683877
2019,GIB,0.003466615198683877
2015,GNQ,0.0017176988882013993
2016,GNQ,0.0017176988882013993
2017,GNQ,0.0017176988882013993
2018,GNQ,0.0017176988882013993
2019,GNQ,0.0017176988882013993
2015,GRD,0.004724916740169316
2016,GRD,0.004724916740169316
2017,GRD,0.004724916740169316
2018,GRD,0.004724916740169316
2019,GRD,0.004724916740169316
2015,GRL,0.001211839190628328
2016,GRL,0.001211839190628328
2017,GRL,0.001211839190628328
2018,GRL,0.001211839190628328
2019,GRL,0.001211839190628328
2015,GUM,0.0031903171461415904
2016,GUM,0.0031903171461415904
2017,GUM,0.0031903171461415904
2018,GUM,0.0031903171461415904
2019,GUM,0.0031903171461415904
2015,GUY,0.004724916740169316
2016,GUY,0.004724916740169316
2017,GUY,0.004724916740169316
2018,GUY,0.004724916740169316
2019,GUY,0.004724916740169316
2015,HKG,0.0024650397233122894
2016,HKG,0.0024650397233122894
2017,HKG,0.0024650397233122894
2018,HKG,0.0024650397233122894
2019,HKG,0.0024650397233122894
2015,HTI,0.006241701113089554
2016,HTI,0.006241701113089554
2017,HTI,0.006241701113089554
2018,HTI,0.006241701113089554
2019,HTI,0.006241701113089554
2015,IMN,0.0039636666666666666
2016,IMN,0.0039636666666666666
2017,IMN,0.0039636666666666666
2018,IMN,0.0039636666666666666
2019,IMN,0.0039636666666666666
2015,JOR,0.005699185185185186
2016,JOR,0.005699185185185186
2017,JOR,0.005699185185185186
2018,JOR,0.005699185185185186
2019,JOR,0.005699185185185186
2015,KIR,0.0031903171461415904
2016,KIR,0.0031903171461415904
2017,KIR,0.0031903171461415904
2018,KIR,0.0031903171461415904
2019,KIR,0.0031903171461415904
2015,KNA,0.0034614289261328366
2016,KNA,0.0034614289261328366
2017,KNA,0.0034614289261328366
2018,KNA,0.0034614289261328366
2019,KNA,0.0034614289261328366
2015,KOR,0.002054801359724748
2016,KOR,0.002054801359724748
2017,KOR,0.002054801359724748
2018,KOR,0.002054801359724748
2019,KOR,0.002054801359724748
2015,KWT,3.5558766370933674e-05
2016,KWT,3.5558766370933674e-05
2017,KWT,3.5558766370933674e-05
2018,KWT,3.5558766370933674e-05
