Year,prodinit_ippu_rubber_and_leather_tonne,iso_code3
2042,2628.05619765486,"IRN"
2043,2395.08473911354,"IRN"
2044,2182.76569300667,"IRN"
2045,1989.26826794876,"IRN"
2046,1812.92396822353,"IRN"
2047,1652.21220662634,"IRN"
2048,1505.74719269665,"IRN"
2049,1372.26598328033,"IRN"
2050,1250.61759238339,"IRN"
2021,23766.66,"IRQ"
2022,29287.113359362,"IRQ"
2023,36089.8421959214,"IRQ"
2024,44472.6898736901,"IRQ"
2025,54802.6819808299,"IRQ"
2026,67532.0957833212,"IRQ"
2027,83218.2622464166,"IRQ"
2028,102547.967614293,"IRQ"
2029,126367.522920426,"IRQ"
2030,155719.817959793,"IRQ"
2031,191889.982054175,"IRQ"
2032,236461.650772407,"IRQ"
2033,291386.302127155,"IRQ"
2034,359068.697989674,"IRQ"
2035,442472.171597612,"IRQ"
2036,545248.370950832,"IRQ"
2037,671897.13864062,"IRQ"
2038,827963.52811875,"IRQ"
2039,1020280.58235491,"IRQ"
2040,1257268.50444211,"IRQ"
2041,1549303.31871418,"IRQ"
2042,1909171.16343726,"IRQ"
2043,2352628.10533798,"IRQ"
2044,2899089.9862856,"IRQ"
2045,3572482.50563341,"IRQ"
2046,4402288.75731059,"IRQ"
2047,5424840.08590184,"IRQ"
2048,6684906.77916956,"IRQ"
2049,8237658.24218911,"IRQ"
2050,10151078.4752538,"IRQ"
2021,2102.198,"ISL"
2022,2356.24770900881,"ISL"
2023,2640.99921425541,"ISL"
2024,2960.16281438922,"ISL"
2025,3317.89719602895,"ISL"
2026,3718.86362125261,"ISL"
2027,4168.28666362192,"ISL"
2028,4672.02228412887,"ISL"
2029,5236.6341340905,"ISL"
2030,5869.47907921523,"ISL"
2031,6578.80305921519,"ISL"
2032,7373.84853201077,"ISL"
2033,8264.97490252031,"ISL"
2034,9263.79350521636,"ISL"
2035,10383.3188992649,"ISL"
2036,11638.1384476157,"ISL"
2037,13044.6023896521,"ISL"
2038,14621.0368840369,"ISL"
2039,16387.9827976933,"ISL"
2040,18368.4633523297,"ISL"
2041,20588.2841159297,"ISL"
2042,23076.3692480832,"ISL"
2043,25865.1383804177,"ISL"
2044,28990.9290428662,"ISL"
2045,32494.4701399633,"ISL"
2046,36421.4126465461,"ISL"
2047,40822.9244377974,"ISL"
2048,45756.3570042404,"ISL"
2049,51285.9927389479,"ISL"
2050,57483.8825340851,"ISL"
2021,34438.71,"ISR"
2022,36397.0074792127,"ISR"
2023,38466.6601461513,"ISR"
2024,40654.0000203202,"ISR"
2025,42965.7191805241,"ISR"
2026,45408.8902390155,"ISR"
2027,47990.987979869,"ISR"
2028,50719.9122277837,"ISR"
2029,53604.0120172809,"ISR"
2030,56652.1111362412,"ISR"
2031,59873.5351219299,"ISR"
2032,63278.1397921056,"ISR"
2033,66876.3413984998,"ISR"
2034,70679.1484949227,"ISR"
2035,74698.1956174922,"ISR"
2036,78945.7788800322,"ISR"
2037,83434.8935935405,"ISR"
2038,88179.2740248229,"ISR"
2039,93193.4354159323,"ISR"
2040,98492.7183929715,"ISR"
2041,104093.335900124,"ISR"
2042,110012.42280251,"ISR"
2043,116268.088309616,"ISR"
2044,122879.471379702,"ISR"
2045,129866.799274674,"ISR"
2046,137251.449444585,"ISR"
2047,145056.014931086,"ISR"
2048,153304.373489934,"ISR"
2049,162021.760644029,"ISR"
2050,171234.846890488,"ISR"
2021,880827.4,"ITA"
2022,887566.158044447,"ITA"
2023,894356.470865667,"ITA"
2024,901198.732882777,"ITA"
2025,908093.341532393,"ITA"
2026,915040.697291718,"ITA"
2027,922041.203701794,"ITA"
2028,929095.267390954,"ITA"
2029,936203.298098433,"ITA"
2030,943365.708698171,"ITA"
2031,950582.915222792,"ITA"
2032,957855.336887777,"ITA"
2033,965183.396115804,"ITA"
2034,972567.518561294,"ITA"
2035,980008.133135129,"ITA"
2036,987505.672029568,"ITA"
2037,995060.570743353,"ITA"
2038,1002673.268107,"ITA"
2039,1010344.2063083,"ITA"
2040,1018073.83091798,"ITA"
2041,1025862.59091561,"ITA"
2042,1033710.93871568,"ITA"
2043,1041619.33019386,"ITA"
2044,1049588.22471348,"ITA"
2045,1057618.08515225,"ITA"
2046,1065709.3779291,"ITA"
2047,1073862.5730313,"ITA"
2048,1082078.14404175,"ITA"
2049,1090356.56816648,"ITA"
2050,1098698.32626238,"ITA"
2021,1402.041,"JAM"
2022,1487.1143207011,"JAM"
2023,1577.34973715768,"JAM"
2024,1673.0604760355,"JAM"
2025,1774.57877002983,"JAM"
2026,1882.25701111701,"JAM"
2027,1996.46897378332,"JAM"
2028,2117.61111247717,"JAM"
2029,2246.10393778825,"JAM"
2030,2382.3934761309,"JAM"
2031,2526.95281799828,"JAM"
2032,2680.28376016196,"JAM"
2033,2842.91854751711,"JAM"
2034,3015.42172061977,"JAM"
2035,3198.39207532932,"JAM"
2036,3392.46474135859,"JAM"
2037,3598.31338694653,"JAM"
2038,3816.65255730657,"JAM"
2039,4048.2401549677,"JAM"
2040,4293.88007061826,"JAM"
2041,4554.42497358454,"JAM"
2042,4830.77927163064,"JAM"
2043,5123.90225035355,"JAM"
2044,5434.81140307119,"JAM"
2045,5764.585962762,"JAM"
2046,6114.3706483162,"JAM"
2047,6485.37963810293,"JAM"
2048,6878.90078464622,"JAM"
2049,7296.30008503989,"JAM"
2050,7739.02642261921,"JAM"
2021,4639.959,"JOR"
2022,5004.84006903889,"JOR"
2023,5398.41496803252,"JOR"
2024,5822.9401469514,"JOR"
2025,6280.84950041101,"JOR"
2026,6774.76832171576,"JOR"
2027,7307.52835423296,"JOR"
2028,7882.18402638966,"JOR"
2029,8502.02996337107,"JOR"
2030,9170.61987591891,"JOR"
2031,9891.78693452322,"JOR"
2032,10669.6657458174,"JOR"
2033,11508.7160571718,"JOR"
2034,12413.7483253892,"JOR"
2035,13389.9512960939,"JOR"
2036,14442.9217519314,"JOR"
2037,15578.6966001337,"JOR"
2038,16803.7874834129,"JOR"
2039,18125.2181126167,"JOR"
2040,19550.5645351809,"JOR"
2041,21087.9985702469,"JOR"
2042,22746.3346594671,"JOR"
2043,24535.0804021047,"JOR"
2044,26464.4910641548,"JOR"
2045,28545.6283740015,"JOR"
2046,30790.4239416978,"JOR"
2047,33211.747665465,"JOR"
2048,35823.4815176014,"JOR"
2049,38640.5991328297,"JOR"
2050,41679.2516553822,"JOR"
2021,1062115,"JPN"
2022,1043950.61091815,"JPN"
2023,1026096.8709004,"JPN"
2024,1008548.46719769,"JPN"
2025,991300.177920091,"JPN"
2026,974346.870482905,"JPN"
2027,957683.500079386,"JPN"
2028,941305.108179536,"JPN"
2029,925206.821054597,"JPN"
2030,909383.848326769,"JPN"
2031,893831.481543741,"JPN"
2032,878545.092777585,"JPN"
2033,863520.133247627,"JPN"
2034,848752.131966862,"JPN"
2035,834236.694411517,"JPN"
2036,819969.501213373,"JPN"
2037,805946.306874446,"JPN"
2038,792162.938503652,"JPN"
2039,778615.294575074,"JPN"
2040,765299.343707475,"JPN"
2041,752211.12346467,"JPN"
2042,739346.739176428,"JPN"
2043,726702.362779524,"JPN"
2044,714274.23167863,"JPN"
2045,702058.647626668,"JPN"
2046,690051.975624327,"JPN"
2047,678250.642838386,"JPN"
2048,666651.137538555,"JPN"
2049,655250.008052475,"JPN"
2050,644043.861738611,"JPN"
2021,30595.33,"KAZ"
2022,34109.8755790184,"KAZ"
2023,38028.1439035342,"KAZ"
2024,42396.5113973458,"KAZ"
2025,47266.681835035,"KAZ"
2026,52696.2983052019,"KAZ"
2027,58749.6254711185,"KAZ"
2028,65498.3102040011,"KAZ"
2029,73022.2295917197,"KAZ"
2030,81410.4363599305,"KAZ"
2031,90762.2128955898,"KAZ"
2032,101188.246348215,"KAZ"
2033,112811.938717337,"KAZ"
2034,125770.867432258,"KAZ"
2035,140218.41371149,"KAZ"
2036,156325.577975013,"KAZ"
2037,174283.003796521,"KAZ"
2038,194303.234351024,"KAZ"
2039,216623.228065012,"KAZ"
2040,241507.163244288,"KAZ"
2041,269249.564874913,"KAZ"
2042,300178.79060589,"KAZ"
2043,334660.91717354,"KAZ"
2044,373104.073267052,"KAZ"
2045,415963.27011881,"KAZ"
2046,463745.786994101,"KAZ"
2047,517017.175322598,"KAZ"
2048,576407.952536199,"KAZ"
2049,642621.064841154,"KAZ"
2050,716440.207253462,"KAZ"
2021,19889.27,"KEN"
2022,21607.0531634494,"KEN"
2023,23473.196673791,"KEN"
2024,25500.5140181971,"KEN"
2025,27702.9253505268,"KEN"
2026,30095.5530711737,"KEN"
2027,32694.8256618903,"KEN"
2028,35518.5904885486,"KEN"
2029,38586.2363463746,"KEN"
2030,41918.8265890876,"KEN"
2031,45539.243756047,"KEN"
2032,49472.3466904613,"KEN"
2033,53745.1412274759,"KEN"
2034,58386.9656241365,"KEN"
2035,63429.6920044432,"KEN"
2036,68907.945202676,"KEN"
2037,74859.3405076346,"KEN"
2038,81324.7419402133,"KEN"
2039,88348.5428377208,"KEN"
2040,95978.970671519,"KEN"
2041,104268.418190948,"KEN"
2042,113273.803167265,"KEN"
2043,123056.959207713,"KEN"
2044,133685.060323154,"KEN"
2045,145231.08216447,"KEN"
2046,157774.303094734,"KEN"
2047,171400.848537633,"KEN"
2048,186204.282339824,"KEN"
2049,202286.249207665,"KEN"
2050,219757.172629503,"KEN"
2021,2332.231,"KGZ"
2022,2477.20976718188,"KGZ"
2023,2631.20086759042,"KGZ"
2024,2794.76453602256,"KGZ"
2025,2968.49583322089,"KGZ"
2026,3153.02681076338,"KGZ"
2027,3349.02881052922,"KGZ"
2028,3557.21490710675,"KGZ"
2029,3778.34250202909,"KGZ"
2030,4013.21607927554,"KGZ"
2031,4262.69013206355,"KGZ"
2032,4527.67227157928,"KGZ"
2033,4809.1265289565,"KGZ"
2034,5108.07686251684,"KGZ"
2035,5425.61088303108,"KGZ"
2036,5762.88381055431,"KGZ"
2037,6121.12267723027,"KGZ"
2038,6501.63079135527,"KGZ"
2039,6905.79247894214,"KGZ"
2040,7335.07812003468,"KGZ"
2041,7791.04949809516,"KGZ"
2042,8275.36548192644,"KGZ"
2043,8789.78806080012,"KGZ"
2044,9336.18875474715,"KGZ"
2045,9916.55542333209,"KGZ"
2046,10532.9994976821,"KGZ"
2047,11187.7636620815,"KGZ"
2048,11883.2300130779,"KGZ"
2049,12621.9287257846,"KGZ"
2050,13406.5472589066,"KGZ"
2021,33845.12,"KHM"
2022,40767.7773867473,"KHM"
2023,49106.3903172861,"KHM"
2024,59150.5773571447,"KHM"
2025,71249.1954525099,"KHM"
2026,85822.456507549,"KHM"
2027,103376.522278058,"KHM"
2028,124521.084494545,"KHM"
2029,149990.540811495,"KHM"
2030,180669.502070635,"KHM"
2031,217623.516802131,"KHM"
2032,262136.080093979,"KHM"
2033,315753.212229884,"KHM"
2034,380337.155410834,"KHM"
2035,458131.053566883,"KHM"
2036,551836.86173282,"KHM"
2037,664709.190953523,"KHM"
2038,800668.348161216,"KHM"
2039,964436.497150879,"KHM"
2040,1161701.66982718,"KHM"
2041,1399315.32419821,"KHM"
2042,1685530.31074426,"KHM"
2043,2030287.51226283,"KHM"
2044,2445561.1128288,"KHM"
2045,2945774.48782839,"KHM"
2046,3548301.15985251,"KHM"
2047,4274068.21976121,"KHM"
2048,5148283.17107449,"KHM"
2049,6201309.442611,"KHM"
2050,7469720.97787508,"KHM"
2021,16.86535,"KIR"
2022,20.287839378142,"KIR"
2023,24.4048553177544,"KIR"
2024,29.3573382546698,"KIR"
2025,35.314829699978,"KIR"
2026,42.4812762628461,"KIR"
2027,51.1020114850328,"KIR"
2028,61.472154500696,"KIR"
2029,73.9467130381787,"KIR"
2030,88.9527366262857,"KIR"
2031,107.003936053521,"KIR"
2032,128.718269557573,"KIR"
2033,154.839097784299,"KIR"
2034,186.260631727434,"KIR"
2035,224.058544824592,"KIR"
2036,269.526797172994,"KIR"
2037,324.22193249181,"KIR"
2038,390.016364277328,"KIR"
2039,469.162475329913,"KIR"
2040,564.369725012809,"KIR"
2041,678.897403904813,"KIR"
2042,816.666211176076,"KIR"
2043,982.392474386598,"KIR"
2044,1181.74960653949,"KIR"
2045,1421.56232765141,"KIR"
2046,1710.04029975123,"KIR"
2047,2057.05917348307,"KIR"
2048,2474.49866756148,"KIR"
2049,2976.64925476873,"KIR"
2050,3580.70137683558,"KIR"
2021,331743.9,"KOR"
2022,344557.204459134,"KOR"
2023,357865.411073703,"KOR"
2024,371687.634986427,"KOR"
2025,386043.729644917,"KOR"
2026,400954.315318022,"KOR"
2027,416440.8087136,"KOR"
2028,432525.453740247,"KOR"
2029,449231.353457163,"KOR"
2030,466582.503258065,"KOR"
2031,484603.825336784,"KOR"
2032,503321.204484076,"KOR"
2033,522761.525267043,"KOR"
2034,542952.710644582,"KOR"
2035,563923.762074318,"KOR"
2036,585704.801168626,"KOR"
2037,608327.112959589,"KOR"
2038,631823.190835014,"KOR"
2039,656226.783210068,"KOR"
2040,681572.942001559,"KOR"
2041,707898.072974498,"KOR"
2042,735239.988033242,"KOR"
2043,763637.959532341,"KOR"
2044,793132.776685089,"KOR"
2045,823766.804150807,"KOR"
2046,855584.042884999,"KOR"
2047,888630.193339799,"KOR"
2048,922952.72110547,"KOR"
2049,958600.925087248,"KOR"
2050,995626.008315456,"KOR"
2021,9210.499,"KWT"
2022,9374.91511475575,"KWT"
2023,9542.26621259889,"KWT"
2024,9712.60468575226,"KWT"
2025,9885.98386168941,"KWT"
2026,10062.4580198297,"KWT"
2027,10242.0824085315,"KWT"
2028,10424.9132623885,"KWT"
2029,10611.0078198351,"KWT"
2030,10800.424341066,"KWT"
2031,10993.2221262752,"KWT"
2032,11189.4615342214,"KWT"
2033,11389.2040011242,"KWT"
2034,11592.5120598977,"KWT"
2035,11799.4493597278,"KWT"
2036,12010.0806859983,"KWT"
2037,12224.4719805737,"KWT"
2038,12442.6903624427,"KWT"
2039,12664.8041487318,"KWT"
2040,12890.8828760925,"KWT"
2041,13120.9973224714,"KWT"
2042,13355.2195292684,"KWT"
2043,13593.6228238904,"KWT"
2044,13836.2818427078,"KWT"
2045,14083.272554421,"KWT"
2046,14334.6722838433,"KWT"
2047,14590.5597361091,"KWT"
2048,14851.0150213138,"KWT"
2049,15116.1196795939,"KWT"
2050,15385.9567066542,"KWT"
2021,3086.284,"LAO"
2022,3374.17459643093,"LAO"
2023,3688.91981658196,"LAO"
2024,4033.02467737302,"LAO"
2025,4409.22786534586,"LAO"
2026,4820.52353351973,"LAO"
2027,5270.18513147194,"LAO"
2028,5761.79145830411,"LAO"
2029,6299.25514584609,"LAO"
2030,6886.85379879191,"LAO"
2031,7529.264039608,"LAO"
2032,8231.59872917277,"LAO"
2033,8999.44765938193,"LAO"
2034,9838.92204158668,"LAO"
2035,10756.7031449426,"LAO"
2036,11760.0954717758,"LAO"
2037,12857.0848931817,"LAO"
2038,14056.4022075511,"LAO"
2039,15367.592627877,"LAO"
2040,16801.0917508828,"LAO"
2041,18368.3086126015,"LAO"
2042,20081.7164914322,"LAO"
2043,21954.9521813672,"LAO"
2044,24002.9245254893,"LAO"
2045,26241.9330735457,"LAO"
2046,28689.7978079783,"LAO"
2047,31366.0009708829,"LAO"
2048,34291.8421206801,"LAO"
2049,37490.6076525747,"LAO"
2050,40987.7561319946,"LAO"
2021,6272.3,"LBN"
2022,6739.31900826602,"LBN"
2023,7241.11102708348,"LBN"
2024,7780.26516362233,"LBN"
2025,8359.56330318223,"LBN"
2026,8981.99446294646,"LBN"
2027,9650.77021447877,"LBN"
2028,10369.3412545389,"LBN"
2029,11141.4152097175,"LBN"
2030,11970.9757667575,"LBN"
2031,12862.3032272692,"LBN"
2032,13819.9965928953,"LBN"
2033,14848.9972948792,"LBN"
2034,15954.6146904756,"LBN"
2035,17142.5534577559,"LBN"
2036,18418.9430301597,"LBN"
2037,19790.3692226654,"LBN"
2038,21263.9082127627,"LBN"
2039,22847.1630515594,"LBN"
2040,24548.3028934087,"LBN"
2041,26376.1051464727,"LBN"
2042,28340.0007617057,"LBN"
2043,30450.1228939363,"LBN"
2044,32717.3591861265,"LBN"
2045,35153.4079465793,"LBN"
2046,37770.8385089539,"LBN"
2047,40583.1560865295,"LBN"
2048,43604.8714553474,"LBN"
2049,46851.5758257766,"LBN"
2050,50340.0212888212,"LBN"
2021,5448.054,"LBY"
2022,6513.06015306216,"LBY"
2023,7786.25772751262,"LBY"
2024,9308.34476797307,"LBY"
2025,11127.9751263938,"LBY"
2026,13303.3136932898,"LBY"
2027,15903.8956514476,"LBY"
2028,19012.849183562,"LBY"
2029,22729.5526831486,"LBY"
2030,27172.8114070716,"LBY"
2031,32484.6551120952,"LBY"
2032,38834.8780677567,"LBY"
2033,46426.4665680872,"LBY"
2034,55502.0874338032,"LBY"
2035,66351.8449113895,"LBY"
2036,79322.5539200843,"LBY"
2037,94828.8260681752,"LBY"
2038,113366.322805591,"LBY"
2039,135527.599352774,"LBY"
2040,162021.045860545,"LBY"
2041,193693.531259377,"LBY"
2042,231557.473613761,"LBY"
2043,276823.202291595,"LBY"
2044,330937.646412545,"LBY"
2045,395630.58626029,"LBY"
2046,472969.946095343,"LBY"
2047,565427.895815558,"LBY"
2048,675959.874418662,"LBY"
2049,808099.061269416,"LBY"
2050,966069.31496655,"LBY"
2021,62605.71,"LKA"
2022,64412.6003167653,"LKA"
2023,66271.6400719256,"LKA"
2024,68184.3343728467,"LKA"
2025,70152.2317664452,"LKA"
2026,72176.9254929162,"LKA"
2027,74260.0547756453,"LKA"
2028,76403.3061483487,"LKA"
2029,78608.4148205179,"LKA"
2030,80877.1660822712,"LKA"
2031,83211.3967497531,"LKA"
2032,85612.9966522483,"LKA"
2033,88083.9101622174,"LKA"
2034,90626.1377694905,"LKA"
2035,93241.7377008951,"LKA"
2036,95932.8275866278,"LKA"
2037,98701.5861747213,"LKA"
2038,101550.255094992,"LKA"
2039,104481.140673898,"LKA"
2040,107496.615801778,"LKA"
2041,110599.121853978,"LKA"
2042,113791.170667428,"LKA"
2043,117075.346574264,"LKA"
2044,120454.308494143,"LKA"
2045,123930.792086945,"LKA"
2046,127507.611967607,"LKA"
2047,131187.663984877,"LKA"
2048,134973.92756584,"LKA"
2049,138869.468128107,"LKA"
2050,142877.439561624,"LKA"
2021,211.594,"LSO"
2022,238.961905177358,"LSO"
2023,269.869618826586,"LSO"
2024,304.774985416828,"LSO"
2025,344.195067750534,"LSO"
2026,388.713806357068,"LSO"
2027,438.990669564484,"LSO"
2028,495.770422385385,"LSO"
2029,559.894158926033,"LSO"
2030,632.311761744847,"LSO"
2031,714.09597272418,"LSO"
2032,806.458283891077,"LSO"
2033,910.766883582116,"LSO"
2034,1028.56692379381,"LSO"
2035,1161.60340894441,"LSO"
2036,1311.84704510463,"LSO"
2037,1481.5234326091,"LSO"
2038,1673.14603448665,"LSO"
2039,1889.55340907999,"LSO"
2040,2133.95125839167,"LSO"
2041,2409.95991503016,"LSO"
2042,2721.66797119328,"LSO"
2043,3073.69284410967,"LSO"
2044,3471.2491751111,"LSO"
2045,3920.22607554978,"LSO"
2046,4427.27436382568,"LSO"
2047,4999.90508579005,"LSO"
2048,5646.60077793487,"LSO"
2049,6376.94112154062,"LSO"
2050,7201.74484913175,"LSO"
2021,8642.622,"LTU"
2022,9154.0587484319,"LTU"
2023,9695.76033404475,"LTU"
2024,10269.5177121667,"LTU"
2025,10877.2278198949,"LTU"
2026,11520.8998476846,"LTU"
2027,12202.661882066,"LTU"
2028,12924.7679414514,"LTU"
2029,13689.6054282943,"LTU"
2030,14499.7030222377,"LTU"
2031,15357.739040349,"LTU"
2032,16266.5502920805,"LTU"
2033,17229.1414582318,"LTU"
2034,18248.6950249239,"LTU"
2035,19328.5818054255,"LTU"
2036,20472.3720846216,"LTU"
2037,21683.8474229677,"LTU"
2038,22967.0131589557,"LTU"
2039,24326.1116514281,"LTU"
2040,25765.63630552,"LTU"
2041,27290.3464286024,"LTU"
2042,28905.2829653414,"LTU"
2043,30615.7851638985,"LTU"
2044,32427.5082283705,"LTU"
2045,34346.442015833,"LTU"
2046,36378.9308398013,"LTU"
2047,38531.694445584,"LTU"
2048,40811.8502268759,"LTU"
2049,43226.9367570427,"LTU"
2050,45784.9387128951,"LTU"
2021,6799.072,"LUX"
2022,6527.50946839676,"LUX"
2023,6266.79344769542,"LUX"
2024,6016.49071613282,"LUX"
2025,5776.18535530705,"LUX"
2026,5545.47805906181,"LUX"
2027,5323.98546997479,"LUX"
2028,5111.33954234743,"LUX"
2029,4907.18693063754,"LUX"
2030,4711.18840231863,"LUX"
2031,4523.01827419034,"LUX"
2032,4342.36387120317,"LUX"
2033,4168.92500689839,"LUX"
2034,4002.41348459985,"LUX"
2035,3842.55261852859,"LUX"
2036,3689.07677404477,"LUX"
2037,3541.73092625285,"LUX"
2038,3400.27023623652,"LUX"
2039,3264.45964421933,"LUX"
2040,3134.07347897489,"LUX"
2041,3008.89508283775,"LUX"
2042,2888.71645169162,"LUX"
2043,2773.33788933704,"LUX"
2044,2662.56767566382,"LUX"
2045,2556.2217480772,"LUX"
2046,2454.12339564806,"LUX"
2047,2356.10296547922,"LUX"
2048,2261.99758079975,"LUX"
2049,2171.65087031891,"LUX"
2050,2084.91270839002,"LUX"
2021,7758.323,"LVA"
2022,8190.26791310046,"LVA"
2023,8646.261374831,"LVA"
2024,9127.64228900475,"LVA"
2025,9635.82410295298,"LVA"
2026,10172.2989577381,"LVA"
2027,10738.6420694302,"LVA"
2028,11336.5163543107,"LVA"
2029,11967.6773115852,"LVA"
2030,12633.9781779409,"LVA"
2031,13337.3753690843,"LVA"
2032,14079.9342242373,"LVA"
2033,14863.8350704574,"LVA"
2034,15691.3796245895,"LVA"
2035,16564.9977516474,"LVA"
2036,17487.2545994668,"LVA"
2037,18460.858130582,"LVA"
2038,19488.6670734391,"LVA"
2039,20573.6993162937,"LVA"
2040,21719.1407684389,"LVA"
2041,22928.3547147827,"LVA"
2042,24204.8916912418,"LVA"
2043,25552.4999099483,"LVA"
2044,26975.1362648799,"LVA"
2045,28476.9779502295,"LVA"
2046,30062.4347256275,"LVA"
2047,31736.1618642307,"LVA"
2048,33503.0738216972,"LVA"
2049,35368.3586661811,"LVA"
2050,37337.4933117185,"LVA"
2021,10188.29,"MAC"
2022,11012.7895819721,"MAC"
2023,11904.0127810253,"MAC"
2024,12867.3592858603,"MAC"
2025,13908.6657614588,"MAC"
2026,15034.2412119134,"MAC"
2027,16250.9052050359,"MAC"
2028,17566.0291903386,"MAC"
2029,18987.5811607225,"MAC"
2030,20524.1739284663,"MAC"
2031,22185.1173080071,"MAC"
2032,23980.4745216762,"MAC"
2033,25921.1231701357,"MAC"
2034,28018.8211369214,"MAC"
2035,30286.2778263896,"MAC"
2036,32737.23116668,"MAC"
2037,35386.5308442363,"MAC"
2038,38250.2282741793,"MAC"
2039,41345.6738516409,"MAC"
2040,44691.6220732788,"MAC"
2041,48308.3451658754,"MAC"
2042,52217.7559104681,"MAC"
2043,56443.5404061685,"MAC"
2044,61011.3015780539,"MAC"
2045,65948.7142986063,"MAC"
2046,71285.6930625397,"MAC"
2047,77054.5732309146,"MAC"
2048,83290.3069426487,"MAC"
2049,90030.6748804025,"MAC"
2050,97316.5151738722,"MAC"
2021,20973.99,"MAR"
2022,22093.5289792383,"MAR"
2023,23272.8261411606,"MAR"
2024,24515.0712276733,"MAR"
2025,25823.6242411048,"MAR"
2026,27202.0245322807,"MAR"
2027,28654.0003736959,"MAR"
2028,30183.47904368,"MAR"
2029,31794.5974488295,"MAR"
2030,33491.7133134387,"MAR"
2031,35279.4169661948,"MAR"
2032,37162.5437560166,"MAR"
2033,39146.1871306205,"MAR"
2034,41235.7124131865,"MAR"
2035,43436.7713143885,"MAR"
2036,45755.3172190408,"MAR"
2037,48197.6212887065,"MAR"
2038,50770.289423824,"MAR"
2039,53480.2801312278,"MAR"
2040,56334.9233453941,"MAR"
2041,59341.9402543165,"MAR"
2042,62509.4641836374,"MAR"
2043,65846.0625955219,"MAR"
2044,69360.7602617766,"MAR"
2045,73063.0636738914,"MAR"
2046,76962.9867560274,"MAR"
2047,81071.0779505008,"MAR"
2048,85398.4487490208,"MAR"
2049,89956.8037468544,"MAR"
2050,94758.4723012063,"MAR"
2021,3088.981,"MDA"
2022,3198.11089063422,"MDA"
2023,3311.09620576922,"MDA"
2024,3428.07315279965,"MDA"
2025,3549.18275115948,"MDA"
2026,3674.57100232545,"MDA"
2027,3804.38906582647,"MDA"
2028,3938.79344147128,"MDA"
2029,4077.94615801391,"MDA"
2030,4222.01496848451,"MDA"
2031,4371.17355242102,"MDA"
2032,4525.6017252453,"MDA"
2033,4685.48565503641,"MDA"
2034,4851.01808696213,"MDA"
2035,5022.3985756394,"MDA"
2036,5199.83372570378,"MDA"
2037,5383.53744087788,"MDA"
2038,5573.73118183914,"MDA"
2039,5770.64423319771,"MDA"
2040,5974.51397990638,"MDA"
2041,6185.58619343563,"MDA"
2042,6404.11532805906,"MDA"
2043,6630.36482760601,"MDA"
2044,6864.60744305157,"MDA"
2045,7107.12556132652,"MDA"
2046,7358.2115457438,"MDA"
2047,7618.16808845173,"MDA"
2048,7887.30857533911,"MDA"
2049,8165.95746383183,"MDA"
2050,8454.45067403665,"MDA"
2021,2299.408,"MDG"
2022,2432.42270696655,"MDG"
2023,2573.13196499554,"MDG"
2024,2721.98088363465,"MDG"
2025,2879.44032084858,"MDG"
2026,3046.00837249724,"MDG"
2027,3222.21194797639,"MDG"
2028,3408.60843700495,"MDG"
2029,3605.78747283152,"MDG"
2030,3814.37279743782,"MDG"
2031,4035.0242346392,"MDG"
2032,4268.43977732386,"MDG"
2033,4515.35779543334,"MDG"
2034,4776.5593716689,"MDG"
2035,5052.8707723124,"MDG"
2036,5345.16606097755,"MDG"
2037,5654.36986355997,"MDG"
2038,5981.46029313223,"MDG"
2039,6327.47204403639,"MDG"
2040,6693.49966496165,"MDG"
2041,7080.70102136101,"MDG"
2042,7490.30095815955,"MDG"
2043,7923.59517434077,"MDG"
2044,8381.95432166759,"MDG"
2045,8866.82834050356,"MDG"
2046,9379.75104644994,"MDG"
2047,9922.34498230764,"MDG"
2048,10496.3265507125,"MDG"
2049,11103.5114436798,"MDG"
2050,11745.820386234,"MDG"
2021,129.1693,"MDV"
2022,129.518648059548,"MDV"
2023,129.868940957123,"MDV"
2024,130.220181248112,"MDV"
2025,130.572371494811,"MDV"
2026,130.925514266447,"MDV"
2027,131.279612139194,"MDV"
2028,131.634667696196,"MDV"
2029,131.99068352758,"MDV"
2030,132.347662230482,"MDV"
2031,132.705606409059,"MDV"
2032,133.064518674512,"MDV"
2033,133.424401645107,"MDV"
2034,133.785257946186,"MDV"
2035,134.147090210196,"MDV"
2036,134.509901076701,"MDV"
2037,134.873693192406,"MDV"
2038,135.238469211171,"MDV"
2039,135.604231794038,"MDV"
2040,135.970983609243,"MDV"
2041,136.338727332238,"MDV"
2042,136.707465645712,"MDV"
2043,137.077201239611,"MDV"
2044,137.447936811154,"MDV"
2045,137.819675064855,"MDV"
2046,138.192418712543,"MDV"
2047,138.566170473383,"MDV"
2048,138.940933073891,"MDV"
2049,139.316709247959,"MDV"
2050,139.693501736873,"MDV"
2021,236325.3,"MEX"
2022,242445.702838526,"MEX"
2023,248724.61317035,"MEX"
2024,255166.136056216,"MEX"
2025,261774.482870604,"MEX"
2026,268553.974055065,"MEX"
2027,275509.041942862,"MEX"
2028,282644.23365677,"MEX"
2029,289964.214081913,"MEX"
2030,297473.768915601,"MEX"
2031,305177.807796154,"MEX"
2032,313081.367512742,"MEX"
2033,321189.615298378,"MEX"
2034,329507.852208169,"MEX"
2035,338041.516585074,"MEX"
2036,346796.187615417,"MEX"
2037,355777.588976471,"MEX"
