,Nation,iso_code3,Year,fuelefficiency_trns_public_biofuels_km_per_litre
5729,South Asia,SAS,2040,1.874884
5730,South Asia,SAS,2041,1.874884
5731,South Asia,SAS,2042,1.874884
5732,South Asia,SAS,2043,1.874884
5733,South Asia,SAS,2044,1.874884
5734,South Asia,SAS,2045,1.874884
5735,South Asia,SAS,2046,1.874884
5736,South Asia,SAS,2047,1.874884
5737,South Asia,SAS,2048,1.874884
5738,South Asia,SAS,2049,1.874884
5739,South Asia,SAS,2050,1.874884
5740,Saudi Arabia,SAU,2023,1.874884
5741,Saudi Arabia,SAU,2024,1.874884
5742,Saudi Arabia,SAU,2025,1.874884
5743,Saudi Arabia,SAU,2026,1.874884
5744,Saudi Arabia,SAU,2027,1.874884
5745,Saudi Arabia,SAU,2028,1.874884
5746,Saudi Arabia,SAU,2029,1.874884
5747,Saudi Arabia,SAU,2030,1.874884
5748,Saudi Arabia,SAU,2031,1.874884
5749,Saudi Arabia,SAU,2032,1.874884
5750,Saudi Arabia,SAU,2033,1.874884
5751,Saudi Arabia,SAU,2034,1.874884
5752,Saudi Arabia,SAU,2035,1.874884
5753,Saudi Arabia,SAU,2036,1.874884
5754,Saudi Arabia,SAU,2037,1.874884
5755,Saudi Arabia,SAU,2038,1.874884
5756,Saudi Arabia,SAU,2039,1.874884
5757,Saudi Arabia,SAU,2040,1.874884
5758,Saudi Arabia,SAU,2041,1.874884
5759,Saudi Arabia,SAU,2042,1.874884
5760,Saudi Arabia,SAU,2043,1.874884
5761,Saudi Arabia,SAU,2044,1.874884
5762,Saudi Arabia,SAU,2045,1.874884
5763,Saudi Arabia,SAU,2046,1.874884
5764,Saudi Arabia,SAU,2047,1.874884
5765,Saudi Arabia,SAU,2048,1.874884
5766,Saudi Arabia,SAU,2049,1.874884
5767,Saudi Arabia,SAU,2050,1.874884
5768,Sudan,SDN,2023,1.874884
5769,Sudan,SDN,2024,1.874884
5770,Sudan,SDN,2025,1.874884
5771,Sudan,SDN,2026,1.874884
5772,Sudan,SDN,2027,1.874884
5773,Sudan,SDN,2028,1.874884
5774,Sudan,SDN,2029,1.874884
5775,Sudan,SDN,2030,1.874884
5776,Sudan,SDN,2031,1.874884
5777,Sudan,SDN,2032,1.874884
5778,Sudan,SDN,2033,1.874884
5779,Sudan,SDN,2034,1.874884
5780,Sudan,SDN,2035,1.874884
5781,Sudan,SDN,2036,1.874884
5782,Sudan,SDN,2037,1.874884
5783,Sudan,SDN,2038,1.874884
5784,Sudan,SDN,2039,1.874884
5785,Sudan,SDN,2040,1.874884
5786,Sudan,SDN,2041,1.874884
5787,Sudan,SDN,2042,1.874884
5788,Sudan,SDN,2043,1.874884
5789,Sudan,SDN,2044,1.874884
5790,Sudan,SDN,2045,1.874884
5791,Sudan,SDN,2046,1.874884
5792,Sudan,SDN,2047,1.874884
5793,Sudan,SDN,2048,1.874884
5794,Sudan,SDN,2049,1.874884
5795,Sudan,SDN,2050,1.874884
5796,Senegal,SEN,2023,1.874884
5797,Senegal,SEN,2024,1.874884
5798,Senegal,SEN,2025,1.874884
5799,Senegal,SEN,2026,1.874884
5800,Senegal,SEN,2027,1.874884
5801,Senegal,SEN,2028,1.874884
5802,Senegal,SEN,2029,1.874884
5803,Senegal,SEN,2030,1.874884
5804,Senegal,SEN,2031,1.874884
5805,Senegal,SEN,2032,1.874884
5806,Senegal,SEN,2033,1.874884
5807,Senegal,SEN,2034,1.874884
5808,Senegal,SEN,2035,1.874884
5809,Senegal,SEN,2036,1.874884
5810,Senegal,SEN,2037,1.874884
5811,Senegal,SEN,2038,1.874884
5812,Senegal,SEN,2039,1.874884
5813,Senegal,SEN,2040,1.874884
5814,Senegal,SEN,2041,1.874884
5815,Senegal,SEN,2042,1.874884
5816,Senegal,SEN,2043,1.874884
5817,Senegal,SEN,2044,1.874884
5818,Senegal,SEN,2045,1.874884
5819,Senegal,SEN,2046,1.874884
5820,Senegal,SEN,2047,1.874884
5821,Senegal,SEN,2048,1.874884
5822,Senegal,SEN,2049,1.874884
5823,Senegal,SEN,2050,1.874884
5824,Singapore,SGP,2023,1.874884
5825,Singapore,SGP,2024,1.874884
5826,Singapore,SGP,2025,1.874884
5827,Singapore,SGP,2026,1.874884
5828,Singapore,SGP,2027,1.874884
5829,Singapore,SGP,2028,1.874884
5830,Singapore,SGP,2029,1.874884
5831,Singapore,SGP,2030,1.874884
5832,Singapore,SGP,2031,1.874884
5833,Singapore,SGP,2032,1.874884
5834,Singapore,SGP,2033,1.874884
5835,Singapore,SGP,2034,1.874884
5836,Singapore,SGP,2035,1.874884
5837,Singapore,SGP,2036,1.874884
5838,Singapore,SGP,2037,1.874884
5839,Singapore,SGP,2038,1.874884
5840,Singapore,SGP,2039,1.874884
5841,Singapore,SGP,2040,1.874884
5842,Singapore,SGP,2041,1.874884
5843,Singapore,SGP,2042,1.874884
5844,Singapore,SGP,2043,1.874884
5845,Singapore,SGP,2044,1.874884
5846,Singapore,SGP,2045,1.874884
5847,Singapore,SGP,2046,1.874884
5848,Singapore,SGP,2047,1.874884
5849,Singapore,SGP,2048,1.874884
5850,Singapore,SGP,2049,1.874884
5851,Singapore,SGP,2050,1.874884
5852,Solomon Islands,SLB,2023,1.874884
5853,Solomon Islands,SLB,2024,1.874884
5854,Solomon Islands,SLB,2025,1.874884
5855,Solomon Islands,SLB,2026,1.874884
5856,Solomon Islands,SLB,2027,1.874884
5857,Solomon Islands,SLB,2028,1.874884
5858,Solomon Islands,SLB,2029,1.874884
5859,Solomon Islands,SLB,2030,1.874884
5860,Solomon Islands,SLB,2031,1.874884
5861,Solomon Islands,SLB,2032,1.874884
5862,Solomon Islands,SLB,2033,1.874884
5863,Solomon Islands,SLB,2034,1.874884
5864,Solomon Islands,SLB,2035,1.874884
5865,Solomon Islands,SLB,2036,1.874884
5866,Solomon Islands,SLB,2037,1.874884
5867,Solomon Islands,SLB,2038,1.874884
5868,Solomon Islands,SLB,2039,1.874884
5869,Solomon Islands,SLB,2040,1.874884
5870,Solomon Islands,SLB,2041,1.874884
5871,Solomon Islands,SLB,2042,1.874884
5872,Solomon Islands,SLB,2043,1.874884
5873,Solomon Islands,SLB,2044,1.874884
5874,Solomon Islands,SLB,2045,1.874884
5875,Solomon Islands,SLB,2046,1.874884
5876,Solomon Islands,SLB,2047,1.874884
5877,Solomon Islands,SLB,2048,1.874884
5878,Solomon Islands,SLB,2049,1.874884
5879,Solomon Islands,SLB,2050,1.874884
5880,Sierra Leone,SLE,2023,1.874884
5881,Sierra Leone,SLE,2024,1.874884
5882,Sierra Leone,SLE,2025,1.874884
5883,Sierra Leone,SLE,2026,1.874884
5884,Sierra Leone,SLE,2027,1.874884
5885,Sierra Leone,SLE,2028,1.874884
5886,Sierra Leone,SLE,2029,1.874884
5887,Sierra Leone,SLE,2030,1.874884
5888,Sierra Leone,SLE,2031,1.874884
5889,Sierra Leone,SLE,2032,1.874884
5890,Sierra Leone,SLE,2033,1.874884
5891,Sierra Leone,SLE,2034,1.874884
5892,Sierra Leone,SLE,2035,1.874884
5893,Sierra Leone,SLE,2036,1.874884
5894,Sierra Leone,SLE,2037,1.874884
5895,Sierra Leone,SLE,2038,1.874884
5896,Sierra Leone,SLE,2039,1.874884
5897,Sierra Leone,SLE,2040,1.874884
5898,Sierra Leone,SLE,2041,1.874884
5899,Sierra Leone,SLE,2042,1.874884
5900,Sierra Leone,SLE,2043,1.874884
5901,Sierra Leone,SLE,2044,1.874884
5902,Sierra Leone,SLE,2045,1.874884
5903,Sierra Leone,SLE,2046,1.874884
5904,Sierra Leone,SLE,2047,1.874884
5905,Sierra Leone,SLE,2048,1.874884
5906,Sierra Leone,SLE,2049,1.874884
5907,Sierra Leone,SLE,2050,1.874884
5908,El Salvador,SLV,2023,1.874884
5909,El Salvador,SLV,2024,1.874884
5910,El Salvador,SLV,2025,1.874884
5911,El Salvador,SLV,2026,1.874884
5912,El Salvador,SLV,2027,1.874884
5913,El Salvador,SLV,2028,1.874884
5914,El Salvador,SLV,2029,1.874884
5915,El Salvador,SLV,2030,1.874884
5916,El Salvador,SLV,2031,1.874884
5917,El Salvador,SLV,2032,1.874884
5918,El Salvador,SLV,2033,1.874884
5919,El Salvador,SLV,2034,1.874884
5920,El Salvador,SLV,2035,1.874884
5921,El Salvador,SLV,2036,1.874884
5922,El Salvador,SLV,2037,1.874884
5923,El Salvador,SLV,2038,1.874884
5924,El Salvador,SLV,2039,1.874884
5925,El Salvador,SLV,2040,1.874884
5926,El Salvador,SLV,2041,1.874884
5927,El Salvador,SLV,2042,1.874884
5928,El Salvador,SLV,2043,1.874884
5929,El Salvador,SLV,2044,1.874884
5930,El Salvador,SLV,2045,1.874884
5931,El Salvador,SLV,2046,1.874884
5932,El Salvador,SLV,2047,1.874884
5933,El Salvador,SLV,2048,1.874884
5934,El Salvador,SLV,2049,1.874884
5935,El Salvador,SLV,2050,1.874884
5936,San Marino,SMR,2023,1.874884
5937,San Marino,SMR,2024,1.874884
5938,San Marino,SMR,2025,1.874884
5939,San Marino,SMR,2026,1.874884
5940,San Marino,SMR,2027,1.874884
5941,San Marino,SMR,2028,1.874884
5942,San Marino,SMR,2029,1.874884
5943,San Marino,SMR,2030,1.874884
5944,San Marino,SMR,2031,1.874884
5945,San Marino,SMR,2032,1.874884
5946,San Marino,SMR,2033,1.874884
5947,San Marino,SMR,2034,1.874884
5948,San Marino,SMR,2035,1.874884
5949,San Marino,SMR,2036,1.874884
5950,San Marino,SMR,2037,1.874884
5951,San Marino,SMR,2038,1.874884
5952,San Marino,SMR,2039,1.874884
5953,San Marino,SMR,2040,1.874884
5954,San Marino,SMR,2041,1.874884
5955,San Marino,SMR,2042,1.874884
5956,San Marino,SMR,2043,1.874884
5957,San Marino,SMR,2044,1.874884
5958,San Marino,SMR,2045,1.874884
5959,San Marino,SMR,2046,1.874884
5960,San Marino,SMR,2047,1.874884
5961,San Marino,SMR,2048,1.874884
5962,San Marino,SMR,2049,1.874884
5963,San Marino,SMR,2050,1.874884
5964,Somalia,SOM,2023,1.874884
5965,Somalia,SOM,2024,1.874884
5966,Somalia,SOM,2025,1.874884
5967,Somalia,SOM,2026,1.874884
5968,Somalia,SOM,2027,1.874884
5969,Somalia,SOM,2028,1.874884
5970,Somalia,SOM,2029,1.874884
5971,Somalia,SOM,2030,1.874884
5972,Somalia,SOM,2031,1.874884
5973,Somalia,SOM,2032,1.874884
5974,Somalia,SOM,2033,1.874884
5975,Somalia,SOM,2034,1.874884
5976,Somalia,SOM,2035,1.874884
5977,Somalia,SOM,2036,1.874884
5978,Somalia,SOM,2037,1.874884
5979,Somalia,SOM,2038,1.874884
5980,Somalia,SOM,2039,1.874884
5981,Somalia,SOM,2040,1.874884
5982,Somalia,SOM,2041,1.874884
5983,Somalia,SOM,2042,1.874884
5984,Somalia,SOM,2043,1.874884
5985,Somalia,SOM,2044,1.874884
5986,Somalia,SOM,2045,1.874884
5987,Somalia,SOM,2046,1.874884
5988,Somalia,SOM,2047,1.874884
5989,Somalia,SOM,2048,1.874884
5990,Somalia,SOM,2049,1.874884
5991,Somalia,SOM,2050,1.874884
5992,Serbia,SRB,2023,1.874884
5993,Serbia,SRB,2024,1.874884
5994,Serbia,SRB,2025,1.874884
5995,Serbia,SRB,2026,1.874884
5996,Serbia,SRB,2027,1.874884
5997,Serbia,SRB,2028,1.874884
5998,Serbia,SRB,2029,1.874884
5999,Serbia,SRB,2030,1.874884
6000,Serbia,SRB,2031,1.874884
6001,Serbia,SRB,2032,1.874884
6002,Serbia,SRB,2033,1.874884
6003,Serbia,SRB,2034,1.874884
6004,Serbia,SRB,2035,1.874884
6005,Serbia,SRB,2036,1.874884
6006,Serbia,SRB,2037,1.874884
6007,Serbia,SRB,2038,1.874884
6008,Serbia,SRB,2039,1.874884
6009,Serbia,SRB,2040,1.874884
6010,Serbia,SRB,2041,1.874884
6011,Serbia,SRB,2042,1.874884
6012,Serbia,SRB,2043,1.874884
6013,Serbia,SRB,2044,1.874884
6014,Serbia,SRB,2045,1.874884
6015,Serbia,SRB,2046,1.874884
6016,Serbia,SRB,2047,1.874884
6017,Serbia,SRB,2048,1.874884
6018,Serbia,SRB,2049,1.874884
6019,Serbia,SRB,2050,1.874884
6020,Sub-Saharan Africa (excluding high income),SSA,2023,1.874884
6021,Sub-Saharan Africa (excluding high income),SSA,2024,1.874884
6022,Sub-Saharan Africa (excluding high income),SSA,2025,1.874884
6023,Sub-Saharan Africa (excluding high income),SSA,2026,1.874884
6024,Sub-Saharan Africa (excluding high income),SSA,2027,1.874884
6025,Sub-Saharan Africa (excluding high income),SSA,2028,1.874884
6026,Sub-Saharan Africa (excluding high income),SSA,2029,1.874884
6027,Sub-Saharan Africa (excluding high income),SSA,2030,1.874884
6028,Sub-Saharan Africa (excluding high income),SSA,2031,1.874884
6029,Sub-Saharan Africa (excluding high income),SSA,2032,1.874884
6030,Sub-Saharan Africa (excluding high income),SSA,2033,1.874884
6031,Sub-Saharan Africa (excluding high income),SSA,2034,1.874884
6032,Sub-Saharan Africa (excluding high income),SSA,2035,1.874884
6033,Sub-Saharan Africa (excluding high income),SSA,2036,1.874884
6034,Sub-Saharan Africa (excluding high income),SSA,2037,1.874884
6035,Sub-Saharan Africa (excluding high income),SSA,2038,1.874884
6036,Sub-Saharan Africa (excluding high income),SSA,2039,1.874884
6037,Sub-Saharan Africa (excluding high income),SSA,2040,1.874884
6038,Sub-Saharan Africa (excluding high income),SSA,2041,1.874884
6039,Sub-Saharan Africa (excluding high income),SSA,2042,1.874884
6040,Sub-Saharan Africa (excluding high income),SSA,2043,1.874884
6041,Sub-Saharan Africa (excluding high income),SSA,2044,1.874884
6042,Sub-Saharan Africa (excluding high income),SSA,2045,1.874884
6043,Sub-Saharan Africa (excluding high income),SSA,2046,1.874884
6044,Sub-Saharan Africa (excluding high income),SSA,2047,1.874884
6045,Sub-Saharan Africa (excluding high income),SSA,2048,1.874884
6046,Sub-Saharan Africa (excluding high income),SSA,2049,1.874884
6047,Sub-Saharan Africa (excluding high income),SSA,2050,1.874884
6048,South Sudan,SSD,2023,1.874884
6049,South Sudan,SSD,2024,1.874884
6050,South Sudan,SSD,2025,1.874884
6051,South Sudan,SSD,2026,1.874884
6052,South Sudan,SSD,2027,1.874884
6053,South Sudan,SSD,2028,1.874884
6054,South Sudan,SSD,2029,1.874884
6055,South Sudan,SSD,2030,1.874884
6056,South Sudan,SSD,2031,1.874884
6057,South Sudan,SSD,2032,1.874884
6058,South Sudan,SSD,2033,1.874884
6059,South Sudan,SSD,2034,1.874884
6060,South Sudan,SSD,2035,1.874884
6061,South Sudan,SSD,2036,1.874884
6062,South Sudan,SSD,2037,1.874884
6063,South Sudan,SSD,2038,1.874884
6064,South Sudan,SSD,2039,1.874884
6065,South Sudan,SSD,2040,1.874884
6066,South Sudan,SSD,2041,1.874884
6067,South Sudan,SSD,2042,1.874884
6068,South Sudan,SSD,2043,1.874884
6069,South Sudan,SSD,2044,1.874884
6070,South Sudan,SSD,2045,1.874884
6071,South Sudan,SSD,2046,1.874884
6072,South Sudan,SSD,2047,1.874884
6073,South Sudan,SSD,2048,1.874884
6074,South Sudan,SSD,2049,1.874884
6075,South Sudan,SSD,2050,1.874884
6076,Sub-Saharan Africa,SSF,2023,1.874884
6077,Sub-Saharan Africa,SSF,2024,1.874884
6078,Sub-Saharan Africa,SSF,2025,1.874884
6079,Sub-Saharan Africa,SSF,2026,1.874884
6080,Sub-Saharan Africa,SSF,2027,1.874884
6081,Sub-Saharan Africa,SSF,2028,1.874884
6082,Sub-Saharan Africa,SSF,2029,1.874884
6083,Sub-Saharan Africa,SSF,2030,1.874884
6084,Sub-Saharan Africa,SSF,2031,1.874884
6085,Sub-Saharan Africa,SSF,2032,1.874884
6086,Sub-Saharan Africa,SSF,2033,1.874884
6087,Sub-Saharan Africa,SSF,2034,1.874884
6088,Sub-Saharan Africa,SSF,2035,1.874884
6089,Sub-Saharan Africa,SSF,2036,1.874884
6090,Sub-Saharan Africa,SSF,2037,1.874884
6091,Sub-Saharan Africa,SSF,2038,1.874884
6092,Sub-Saharan Africa,SSF,2039,1.874884
6093,Sub-Saharan Africa,SSF,2040,1.874884
6094,Sub-Saharan Africa,SSF,2041,1.874884
6095,Sub-Saharan Africa,SSF,2042,1.874884
6096,Sub-Saharan Africa,SSF,2043,1.874884
6097,Sub-Saharan Africa,SSF,2044,1.874884
6098,Sub-Saharan Africa,SSF,2045,1.874884
6099,Sub-Saharan Africa,SSF,2046,1.874884
6100,Sub-Saharan Africa,SSF,2047,1.874884
6101,Sub-Saharan Africa,SSF,2048,1.874884
6102,Sub-Saharan Africa,SSF,2049,1.874884
6103,Sub-Saharan Africa,SSF,2050,1.874884
6104,Small states,SST,2023,1.874884
6105,Small states,SST,2024,1.874884
6106,Small states,SST,2025,1.874884
6107,Small states,SST,2026,1.874884
6108,Small states,SST,2027,1.874884
6109,Small states,SST,2028,1.874884
6110,Small states,SST,2029,1.874884
6111,Small states,SST,2030,1.874884
6112,Small states,SST,2031,1.874884
6113,Small states,SST,2032,1.874884
6114,Small states,SST,2033,1.874884
6115,Small states,SST,2034,1.874884
6116,Small states,SST,2035,1.874884
6117,Small states,SST,2036,1.874884
6118,Small states,SST,2037,1.874884
6119,Small states,SST,2038,1.874884
6120,Small states,SST,2039,1.874884
6121,Small states,SST,2040,1.874884
6122,Small states,SST,2041,1.874884
6123,Small states,SST,2042,1.874884
6124,Small states,SST,2043,1.874884
6125,Small states,SST,2044,1.874884
6126,Small states,SST,2045,1.874884
6127,Small states,SST,2046,1.874884
6128,Small states,SST,2047,1.874884
6129,Small states,SST,2048,1.874884
6130,Small states,SST,2049,1.874884
6131,Small states,SST,2050,1.874884
6132,Sao Tome and Principe,STP,2023,1.874884
6133,Sao Tome and Principe,STP,2024,1.874884
6134,Sao Tome and Principe,STP,2025,1.874884
6135,Sao Tome and Principe,STP,2026,1.874884
6136,Sao Tome and Principe,STP,2027,1.874884
6137,Sao Tome and Principe,STP,2028,1.874884
6138,Sao Tome and Principe,STP,2029,1.874884
6139,Sao Tome and Principe,STP,2030,1.874884
6140,Sao Tome and Principe,STP,2031,1.874884
6141,Sao Tome and Principe,STP,2032,1.874884
6142,Sao Tome and Principe,STP,2033,1.874884
6143,Sao Tome and Principe,STP,2034,1.874884
6144,Sao Tome and Principe,STP,2035,1.874884
6145,Sao Tome and Principe,STP,2036,1.874884
6146,Sao Tome and Principe,STP,2037,1.874884
6147,Sao Tome and Principe,STP,2038,1.874884
6148,Sao Tome and Principe,STP,2039,1.874884
6149,Sao Tome and Principe,STP,2040,1.874884
6150,Sao Tome and Principe,STP,2041,1.874884
6151,Sao Tome and Principe,STP,2042,1.874884
6152,Sao Tome and Principe,STP,2043,1.874884
6153,Sao Tome and Principe,STP,2044,1.874884
6154,Sao Tome and Principe,STP,2045,1.874884
6155,Sao Tome and Principe,STP,2046,1.874884
6156,Sao Tome and Principe,STP,2047,1.874884
6157,Sao Tome and Principe,STP,2048,1.874884
6158,Sao Tome and Principe,STP,2049,1.874884
6159,Sao Tome and Principe,STP,2050,1.874884
6160,Suriname,SUR,2023,1.874884
6161,Suriname,SUR,2024,1.874884
6162,Suriname,SUR,2025,1.874884
6163,Suriname,SUR,2026,1.874884
6164,Suriname,SUR,2027,1.874884
6165,Suriname,SUR,2028,1.874884
6166,Suriname,SUR,2029,1.874884
6167,Suriname,SUR,2030,1.874884
6168,Suriname,SUR,2031,1.874884
6169,Suriname,SUR,2032,1.874884
6170,Suriname,SUR,2033,1.874884
6171,Suriname,SUR,2034,1.874884
6172,Suriname,SUR,2035,1.874884
6173,Suriname,SUR,2036,1.874884
6174,Suriname,SUR,2037,1.874884
6175,Suriname,SUR,2038,1.874884
6176,Suriname,SUR,2039,1.874884
6177,Suriname,SUR,2040,1.874884
6178,Suriname,SUR,2041,1.874884
6179,Suriname,SUR,2042,1.874884
6180,Suriname,SUR,2043,1.874884
6181,Suriname,SUR,2044,1.874884
6182,Suriname,SUR,2045,1.874884
6183,Suriname,SUR,2046,1.874884
6184,Suriname,SUR,2047,1.874884
6185,Suriname,SUR,2048,1.874884
6186,Suriname,SUR,2049,1.874884
6187,Suriname,SUR,2050,1.874884
6188,Slovak Republic,SVK,2023,1.874884
6189,Slovak Republic,SVK,2024,1.874884
6190,Slovak Republic,SVK,2025,1.874884
6191,Slovak Republic,SVK,2026,1.874884
6192,Slovak Republic,SVK,2027,1.874884
6193,Slovak Republic,SVK,2028,1.874884
6194,Slovak Republic,SVK,2029,1.874884
6195,Slovak Republic,SVK,2030,1.874884
6196,Slovak Republic,SVK,2031,1.874884
6197,Slovak Republic,SVK,2032,1.874884
6198,Slovak Republic,SVK,2033,1.874884
6199,Slovak Republic,SVK,2034,1.874884
6200,Slovak Republic,SVK,2035,1.874884
6201,Slovak Republic,SVK,2036,1.874884
6202,Slovak Republic,SVK,2037,1.874884
6203,Slovak Republic,SVK,2038,1.874884
6204,Slovak Republic,SVK,2039,1.874884
6205,Slovak Republic,SVK,2040,1.874884
6206,Slovak Republic,SVK,2041,1.874884
6207,Slovak Republic,SVK,2042,1.874884
6208,Slovak Republic,SVK,2043,1.874884
6209,Slovak Republic,SVK,2044,1.874884
6210,Slovak Republic,SVK,2045,1.874884
6211,Slovak Republic,SVK,2046,1.874884
6212,Slovak Republic,SVK,2047,1.874884
6213,Slovak Republic,SVK,2048,1.874884
6214,Slovak Republic,SVK,2049,1.874884
6215,Slovak Republic,SVK,2050,1.874884
6216,Slovenia,SVN,2023,1.874884
6217,Slovenia,SVN,2024,1.874884
6218,Slovenia,SVN,2025,1.874884
6219,Slovenia,SVN,2026,1.874884
6220,Slovenia,SVN,2027,1.874884
6221,Slovenia,SVN,2028,1.874884
6222,Slovenia,SVN,2029,1.874884
6223,Slovenia,SVN,2030,1.874884
6224,Slovenia,SVN,2031,1.874884
6225,Slovenia,SVN,2032,1.874884
6226,Slovenia,SVN,2033,1.874884
6227,Slovenia,SVN,2034,1.874884
6228,Slovenia,SVN,2035,1.874884
6229,Slovenia,SVN,2036,1.874884
6230,Slovenia,SVN,2037,1.874884
6231,Slovenia,SVN,2038,1.874884
6232,Slovenia,SVN,2039,1.874884
6233,Slovenia,SVN,2040,1.874884
6234,Slovenia,SVN,2041,1.874884
6235,Slovenia,SVN,2042,1.874884
6236,Slovenia,SVN,2043,1.874884
6237,Slovenia,SVN,2044,1.874884
6238,Slovenia,SVN,2045,1.874884
6239,Slovenia,SVN,2046,1.874884
6240,Slovenia,SVN,2047,1.874884
6241,Slovenia,SVN,2048,1.874884
6242,Slovenia,SVN,2049,1.874884
6243,Slovenia,SVN,2050,1.874884
6244,Sweden,SWE,2023,1.874884
6245,Sweden,SWE,2024,1.874884
6246,Sweden,SWE,2025,1.874884
6247,Sweden,SWE,2026,1.874884
6248,Sweden,SWE,2027,1.874884
6249,Sweden,SWE,2028,1.874884
6250,Sweden,SWE,2029,1.874884
6251,Sweden,SWE,2030,1.874884
6252,Sweden,SWE,2031,1.874884
6253,Sweden,SWE,2032,1.874884
6254,Sweden,SWE,2033,1.874884
6255,Sweden,SWE,2034,1.874884
6256,Sweden,SWE,2035,1.874884
6257,Sweden,SWE,2036,1.874884
6258,Sweden,SWE,2037,1.874884
6259,Sweden,SWE,2038,1.874884
6260,Sweden,SWE,2039,1.874884
6261,Sweden,SWE,2040,1.874884
6262,Sweden,SWE,2041,1.874884
6263,Sweden,SWE,2042,1.874884
6264,Sweden,SWE,2043,1.874884
6265,Sweden,SWE,2044,1.874884
6266,Sweden,SWE,2045,1.874884
6267,Sweden,SWE,2046,1.874884
6268,Sweden,SWE,2047,1.874884
6269,Sweden,SWE,2048,1.874884
6270,Sweden,SWE,2049,1.874884
6271,Sweden,SWE,2050,1.874884
6272,Eswatini,SWZ,2023,1.874884
6273,Eswatini,SWZ,2024,1.874884
6274,Eswatini,SWZ,2025,1.874884
6275,Eswatini,SWZ,2026,1.874884
6276,Eswatini,SWZ,2027,1.874884
6277,Eswatini,SWZ,2028,1.874884
6278,Eswatini,SWZ,2029,1.874884
6279,Eswatini,SWZ,2030,1.874884
6280,Eswatini,SWZ,2031,1.874884
6281,Eswatini,SWZ,2032,1.874884
6282,Eswatini,SWZ,2033,1.874884
6283,Eswatini,SWZ,2034,1.874884
6284,Eswatini,SWZ,2035,1.874884
6285,Eswatini,SWZ,2036,1.874884
6286,Eswatini,SWZ,2037,1.874884
6287,Eswatini,SWZ,2038,1.874884
6288,Eswatini,SWZ,2039,1.874884
6289,Eswatini,SWZ,2040,1.874884
6290,Eswatini,SWZ,2041,1.874884
6291,Eswatini,SWZ,2042,1.874884
6292,Eswatini,SWZ,2043,1.874884
6293,Eswatini,SWZ,2044,1.874884
6294,Eswatini,SWZ,2045,1.874884
6295,Eswatini,SWZ,2046,1.874884
6296,Eswatini,SWZ,2047,1.874884
6297,Eswatini,SWZ,2048,1.874884
6298,Eswatini,SWZ,2049,1.874884
6299,Eswatini,SWZ,2050,1.874884
6300,Sint Maarten (Dutch part),SXM,2023,1.874884
6301,Sint Maarten (Dutch part),SXM,2024,1.874884
6302,Sint Maarten (Dutch part),SXM,2025,1.874884
6303,Sint Maarten (Dutch part),SXM,2026,1.874884
6304,Sint Maarten (Dutch part),SXM,2027,1.874884
6305,Sint Maarten (Dutch part),SXM,2028,1.874884
6306,Sint Maarten (Dutch part),SXM,2029,1.874884
6307,Sint Maarten (Dutch part),SXM,2030,1.874884
6308,Sint Maarten (Dutch part),SXM,2031,1.874884
6309,Sint Maarten (Dutch part),SXM,2032,1.874884
6310,Sint Maarten (Dutch part),SXM,2033,1.874884
6311,Sint Maarten (Dutch part),SXM,2034,1.874884
6312,Sint Maarten (Dutch part),SXM,2035,1.874884
6313,Sint Maarten (Dutch part),SXM,2036,1.874884
6314,Sint Maarten (Dutch part),SXM,2037,1.874884
6315,Sint Maarten (Dutch part),SXM,2038,1.874884
6316,Sint Maarten (Dutch part),SXM,2039,1.874884
6317,Sint Maarten (Dutch part),SXM,2040,1.874884
6318,Sint Maarten (Dutch part),SXM,2041,1.874884
6319,Sint Maarten (Dutch part),SXM,2042,1.874884
6320,Sint Maarten (Dutch part),SXM,2043,1.874884
6321,Sint Maarten (Dutch part),SXM,2044,1.874884
6322,Sint Maarten (Dutch part),SXM,2045,1.874884
6323,Sint Maarten (Dutch part),SXM,2046,1.874884
6324,Sint Maarten (Dutch part),SXM,2047,1.874884
6325,Sint Maarten (Dutch part),SXM,2048,1.874884
6326,Sint Maarten (Dutch part),SXM,2049,1.874884
6327,Sint Maarten (Dutch part),SXM,2050,1.874884
6328,Seychelles,SYC,2023,1.874884
6329,Seychelles,SYC,2024,1.874884
6330,Seychelles,SYC,2025,1.874884
6331,Seychelles,SYC,2026,1.874884
6332,Seychelles,SYC,2027,1.874884
6333,Seychelles,SYC,2028,1.874884
6334,Seychelles,SYC,2029,1.874884
6335,Seychelles,SYC,2030,1.874884
6336,Seychelles,SYC,2031,1.874884
6337,Seychelles,SYC,2032,1.874884
6338,Seychelles,SYC,2033,1.874884
6339,Seychelles,SYC,2034,1.874884
6340,Seychelles,SYC,2035,1.874884
6341,Seychelles,SYC,2036,1.874884
6342,Seychelles,SYC,2037,1.874884
6343,Seychelles,SYC,2038,1.874884
6344,Seychelles,SYC,2039,1.874884
6345,Seychelles,SYC,2040,1.874884
6346,Seychelles,SYC,2041,1.874884
6347,Seychelles,SYC,2042,1.874884
6348,Seychelles,SYC,2043,1.874884
6349,Seychelles,SYC,2044,1.874884
6350,Seychelles,SYC,2045,1.874884
6351,Seychelles,SYC,2046,1.874884
6352,Seychelles,SYC,2047,1.874884
6353,Seychelles,SYC,2048,1.874884
6354,Seychelles,SYC,2049,1.874884
