Year,iso_code3,cost_enfu_fuel_diesel_usd_per_m3
2016,BRN,1840.4389266888888
2017,BRN,1840.4389266888888
2018,BRN,1840.4389266888888
2019,BRN,1840.4389266888888
2020,BRN,1840.4389266888888
2015,BTN,1840.4389266888888
2016,BTN,1840.4389266888888
2017,BTN,1840.4389266888888
2018,BTN,1840.4389266888888
2019,BTN,1840.4389266888888
2020,BTN,1840.4389266888888
2015,BWA,1837.991497
2016,BWA,1837.991497
2017,BWA,1837.991497
2018,BWA,1837.991497
2019,BWA,1837.991497
2020,BWA,1837.991497
2015,CAF,1840.4389266888888
2016,CAF,1840.4389266888888
2017,CAF,1840.4389266888888
2018,CAF,1840.4389266888888
2019,CAF,1840.4389266888888
2020,CAF,1840.4389266888888
2015,CAN,937.5
2016,CAN,937.5
2017,CAN,937.5
2018,CAN,937.5
2019,CAN,937.5
2020,CAN,937.5
2015,CHE,1317.4999999999998
2016,CHE,1317.4999999999998
2017,CHE,1317.4999999999998
2018,CHE,1317.4999999999998
2019,CHE,1317.4999999999998
2020,CHE,1317.4999999999998
2015,CHL,1486.25
2016,CHL,1486.25
2017,CHL,1486.25
2018,CHL,1486.25
2019,CHL,1486.25
2020,CHL,1486.25
2015,CHN,1890.0
2016,CHN,1890.0
2017,CHN,1890.0
2018,CHN,1890.0
2019,CHN,1890.0
2020,CHN,1890.0
2015,CIV,1840.4389266888888
2016,CIV,1840.4389266888888
2017,CIV,1840.4389266888888
2018,CIV,1840.4389266888888
2019,CIV,1840.4389266888888
2020,CIV,1840.4389266888888
2015,CMR,1840.4389266888888
2016,CMR,1840.4389266888888
2017,CMR,1840.4389266888888
2018,CMR,1840.4389266888888
2019,CMR,1840.4389266888888
2020,CMR,1840.4389266888888
2015,COD,1840.4389266888888
2016,COD,1840.4389266888888
2017,COD,1840.4389266888888
2018,COD,1840.4389266888888
2019,COD,1840.4389266888888
2020,COD,1840.4389266888888
2015,COG,1840.4389266888888
2016,COG,1840.4389266888888
2017,COG,1840.4389266888888
2018,COG,1840.4389266888888
2019,COG,1840.4389266888888
2020,COG,1840.4389266888888
2015,COL,1692.857143
2016,COL,1692.857143
2017,COL,1692.857143
2018,COL,1692.857143
2019,COL,1692.857143
2020,COL,1692.857143
2015,COM,1840.4389266888888
2016,COM,1840.4389266888888
2017,COM,1840.4389266888888
2018,COM,1840.4389266888888
2019,COM,1840.4389266888888
2020,COM,1840.4389266888888
2015,CPV,1840.4389266888888
2016,CPV,1840.4389266888888
2017,CPV,1840.4389266888888
2018,CPV,1840.4389266888888
2019,CPV,1840.4389266888888
2020,CPV,1840.4389266888888
2015,CRI,1518.571429
2016,CRI,1518.571429
2017,CRI,1518.571429
2018,CRI,1518.571429
2019,CRI,1518.571429
2020,CRI,1518.571429
2015,CUB,1840.4389266888888
2016,CUB,1840.4389266888888
2017,CUB,1840.4389266888888
2018,CUB,1840.4389266888888
2019,CUB,1840.4389266888888
2020,CUB,1840.4389266888888
2015,CUW,1840.4389266888888
2016,CUW,1840.4389266888888
2017,CUW,1840.4389266888888
2018,CUW,1840.4389266888888
2019,CUW,1840.4389266888888
2020,CUW,1840.4389266888888
2015,CYM,1840.4389266888888
2016,CYM,1840.4389266888888
2017,CYM,1840.4389266888888
2018,CYM,1840.4389266888888
2019,CYM,1840.4389266888888
2020,CYM,1840.4389266888888
2015,CYP,1834.285714
2016,CYP,1834.285714
2017,CYP,1834.285714
2018,CYP,1834.285714
2019,CYP,1834.285714
2020,CYP,1834.285714
2015,CZE,2506.25
2016,CZE,2506.25
2017,CZE,2506.25
2018,CZE,2506.25
2019,CZE,2506.25
2020,CZE,2506.25
2015,DEU,1661.2499999999998
2016,DEU,1661.2499999999998
2017,DEU,1661.2499999999998
2018,DEU,1661.2499999999998
2019,DEU,1661.2499999999998
2020,DEU,1661.2499999999998
2015,DJI,1840.4389266888888
2016,DJI,1840.4389266888888
2017,DJI,1840.4389266888888
2018,DJI,1840.4389266888888
2019,DJI,1840.4389266888888
2020,DJI,1840.4389266888888
2015,DMA,1840.4389266888888
2016,DMA,1840.4389266888888
2017,DMA,1840.4389266888888
2018,DMA,1840.4389266888888
2019,DMA,1840.4389266888888
2020,DMA,1840.4389266888888
2015,DNK,1346.25
2016,DNK,1346.25
2017,DNK,1346.25
2018,DNK,1346.25
2019,DNK,1346.25
2020,DNK,1346.25
2015,DOM,2297.142857
2016,DOM,2297.142857
2017,DOM,2297.142857
2018,DOM,2297.142857
2019,DOM,2297.142857
2020,DOM,2297.142857
2015,DZA,487.142857
2016,DZA,487.142857
2017,DZA,487.142857
2018,DZA,487.142857
2019,DZA,487.142857
2020,DZA,487.142857
2015,ECU,1837.991497
2016,ECU,1837.991497
2017,ECU,1837.991497
2018,ECU,1837.991497
2019,ECU,1837.991497
2020,ECU,1837.991497
2015,EGY,1840.4389266888888
2016,EGY,1840.4389266888888
2017,EGY,1840.4389266888888
2018,EGY,1840.4389266888888
2019,EGY,1840.4389266888888
2020,EGY,1840.4389266888888
2015,ERI,1840.4389266888888
2016,ERI,1840.4389266888888
2017,ERI,1840.4389266888888
2018,ERI,1840.4389266888888
2019,ERI,1840.4389266888888
2020,ERI,1840.4389266888888
2015,ESP,1764.9999999999998
2016,ESP,1764.9999999999998
2017,ESP,1764.9999999999998
2018,ESP,1764.9999999999998
2019,ESP,1764.9999999999998
2020,ESP,1764.9999999999998
2015,EST,2285.0
2016,EST,2285.0
2017,EST,2285.0
2018,EST,2285.0
2019,EST,2285.0
2020,EST,2285.0
2015,ETH,1840.4389266888888
2016,ETH,1840.4389266888888
2017,ETH,1840.4389266888888
2018,ETH,1840.4389266888888
2019,ETH,1840.4389266888888
2020,ETH,1840.4389266888888
2015,FIN,1490.0
2016,FIN,1490.0
2017,FIN,1490.0
2018,FIN,1490.0
2019,FIN,1490.0
2020,FIN,1490.0
2015,FJI,1840.4389266888888
2016,FJI,1840.4389266888888
2017,FJI,1840.4389266888888
2018,FJI,1840.4389266888888
2019,FJI,1840.4389266888888
2020,FJI,1840.4389266888888
2015,FRA,1522.5
2016,FRA,1522.5
2017,FRA,1522.5
2018,FRA,1522.5
2019,FRA,1522.5
2020,FRA,1522.5
2015,FRO,1840.4389266888888
2016,FRO,1840.4389266888888
2017,FRO,1840.4389266888888
2018,FRO,1840.4389266888888
2019,FRO,1840.4389266888888
2020,FRO,1840.4389266888888
2015,FSM,1840.4389266888888
2016,FSM,1840.4389266888888
2017,FSM,1840.4389266888888
2018,FSM,1840.4389266888888
2019,FSM,1840.4389266888888
2020,FSM,1840.4389266888888
2015,GAB,1840.4389266888888
2016,GAB,1840.4389266888888
2017,GAB,1840.4389266888888
2018,GAB,1840.4389266888888
2019,GAB,1840.4389266888888
2020,GAB,1840.4389266888888
2015,GBR,1816.25
2016,GBR,1816.25
2017,GBR,1816.25
2018,GBR,1816.25
2019,GBR,1816.25
2020,GBR,1816.25
2015,GEO,1840.4389266888888
2016,GEO,1840.4389266888888
2017,GEO,1840.4389266888888
2018,GEO,1840.4389266888888
2019,GEO,1840.4389266888888
2020,GEO,1840.4389266888888
2015,GHA,2323.333333
2016,GHA,2323.333333
2017,GHA,2323.333333
2018,GHA,2323.333333
2019,GHA,2323.333333
2020,GHA,2323.333333
2015,GIB,1840.4389266888888
2016,GIB,1840.4389266888888
2017,GIB,1840.4389266888888
2018,GIB,1840.4389266888888
2019,GIB,1840.4389266888888
2020,GIB,1840.4389266888888
2015,GIN,1840.4389266888888
2016,GIN,1840.4389266888888
2017,GIN,1840.4389266888888
2018,GIN,1840.4389266888888
2019,GIN,1840.4389266888888
2020,GIN,1840.4389266888888
2015,GMB,1840.4389266888888
2016,GMB,1840.4389266888888
2017,GMB,1840.4389266888888
2018,GMB,1840.4389266888888
2019,GMB,1840.4389266888888
2020,GMB,1840.4389266888888
2015,GNB,1840.4389266888888
2016,GNB,1840.4389266888888
2017,GNB,1840.4389266888888
2018,GNB,1840.4389266888888
2019,GNB,1840.4389266888888
2020,GNB,1840.4389266888888
2015,GNQ,1840.4389266888888
2016,GNQ,1840.4389266888888
2017,GNQ,1840.4389266888888
2018,GNQ,1840.4389266888888
2019,GNQ,1840.4389266888888
2020,GNQ,1840.4389266888888
2015,GRC,2017.5
2016,GRC,2017.5
2017,GRC,2017.5
2018,GRC,2017.5
2019,GRC,2017.5
2020,GRC,2017.5
2015,GRD,1840.4389266888888
2016,GRD,1840.4389266888888
2017,GRD,1840.4389266888888
2018,GRD,1840.4389266888888
2019,GRD,1840.4389266888888
2020,GRD,1840.4389266888888
2015,GRL,1840.4389266888888
2016,GRL,1840.4389266888888
2017,GRL,1840.4389266888888
2018,GRL,1840.4389266888888
2019,GRL,1840.4389266888888
2020,GRL,1840.4389266888888
2015,GTM,1834.285714
2016,GTM,1834.285714
2017,GTM,1834.285714
2018,GTM,1834.285714
2019,GTM,1834.285714
2020,GTM,1834.285714
2015,GUM,1840.4389266888888
2016,GUM,1840.4389266888888
2017,GUM,1840.4389266888888
2018,GUM,1840.4389266888888
2019,GUM,1840.4389266888888
2020,GUM,1840.4389266888888
2015,GUY,1840.4389266888888
2016,GUY,1840.4389266888888
2017,GUY,1840.4389266888888
2018,GUY,1840.4389266888888
2019,GUY,1840.4389266888888
2020,GUY,1840.4389266888888
2015,HKG,1840.4389266888888
2016,HKG,1840.4389266888888
2017,HKG,1840.4389266888888
2018,HKG,1840.4389266888888
2019,HKG,1840.4389266888888
2020,HKG,1840.4389266888888
2015,HND,1907.142857
2016,HND,1907.142857
2017,HND,1907.142857
2018,HND,1907.142857
2019,HND,1907.142857
2020,HND,1907.142857
2015,HRV,2472.0
2016,HRV,2472.0
2017,HRV,2472.0
2018,HRV,2472.0
2019,HRV,2472.0
2020,HRV,2472.0
2015,HTI,1840.4389266888888
2016,HTI,1840.4389266888888
2017,HTI,1840.4389266888888
2018,HTI,1840.4389266888888
2019,HTI,1840.4389266888888
2020,HTI,1840.4389266888888
2015,HUN,2926.25
2016,HUN,2926.25
2017,HUN,2926.25
2018,HUN,2926.25
2019,HUN,2926.25
2020,HUN,2926.25
2015,IDN,1362.857143
2016,IDN,1362.857143
2017,IDN,1362.857143
2018,IDN,1362.857143
2019,IDN,1362.857143
2020,IDN,1362.857143
2015,IMN,1840.4389266888888
2016,IMN,1840.4389266888888
2017,IMN,1840.4389266888888
2018,IMN,1840.4389266888888
2019,IMN,1840.4389266888888
2020,IMN,1840.4389266888888
2015,IND,3084.285714
2016,IND,3084.285714
2017,IND,3084.285714
2018,IND,3084.285714
2019,IND,3084.285714
2020,IND,3084.285714
2015,IRL,1645.0
2016,IRL,1645.0
2017,IRL,1645.0
2018,IRL,1645.0
2019,IRL,1645.0
2020,IRL,1645.0
2015,IRN,297.142857
2016,IRN,297.142857
2017,IRN,297.142857
2018,IRN,297.142857
2019,IRN,297.142857
2020,IRN,297.142857
2015,IRQ,1840.4389266888888
2016,IRQ,1840.4389266888888
2017,IRQ,1840.4389266888888
2018,IRQ,1840.4389266888888
2019,IRQ,1840.4389266888888
2020,IRQ,1840.4389266888888
2015,ISL,1837.991497
2016,ISL,1837.991497
2017,ISL,1837.991497
2018,ISL,1837.991497
2019,ISL,1837.991497
2020,ISL,1837.991497
2015,ISR,1778.75
2016,ISR,1778.75
2017,ISR,1778.75
2018,ISR,1778.75
2019,ISR,1778.75
2020,ISR,1778.75
2015,ITA,1976.25
2016,ITA,1976.25
2017,ITA,1976.25
2018,ITA,1976.25
2019,ITA,1976.25
2020,ITA,1976.25
2015,JAM,1840.4389266888888
2016,JAM,1840.4389266888888
2017,JAM,1840.4389266888888
2018,JAM,1840.4389266888888
2019,JAM,1840.4389266888888
2020,JAM,1840.4389266888888
2015,JOR,1718.0
2016,JOR,1718.0
2017,JOR,1718.0
2018,JOR,1718.0
2019,JOR,1718.0
2020,JOR,1718.0
2015,JPN,1176.25
2016,JPN,1176.25
2017,JPN,1176.25
2018,JPN,1176.25
2019,JPN,1176.25
2020,JPN,1176.25
2015,KAZ,1183.333333
2016,KAZ,1183.333333
2017,KAZ,1183.333333
2018,KAZ,1183.333333
2019,KAZ,1183.333333
2020,KAZ,1183.333333
2015,KEN,2172.5
2016,KEN,2172.5
2017,KEN,2172.5
2018,KEN,2172.5
2019,KEN,2172.5
2020,KEN,2172.5
2015,KGZ,1964.285714
2016,KGZ,1964.285714
2017,KGZ,1964.285714
2018,KGZ,1964.285714
2019,KGZ,1964.285714
2020,KGZ,1964.285714
2015,KHM,1840.4389266888888
2016,KHM,1840.4389266888888
2017,KHM,1840.4389266888888
2018,KHM,1840.4389266888888
2019,KHM,1840.4389266888888
2020,KHM,1840.4389266888888
2015,KIR,1840.4389266888888
2016,KIR,1840.4389266888888
2017,KIR,1840.4389266888888
2018,KIR,1840.4389266888888
2019,KIR,1840.4389266888888
2020,KIR,1840.4389266888888
2015,KNA,1840.4389266888888
2016,KNA,1840.4389266888888
2017,KNA,1840.4389266888888
2018,KNA,1840.4389266888888
2019,KNA,1840.4389266888888
2020,KNA,1840.4389266888888
2015,KOR,1763.75
2016,KOR,1763.75
2017,KOR,1763.75
2018,KOR,1763.75
2019,KOR,1763.75
2020,KOR,1763.75
2015,KWT,1840.4389266888888
2016,KWT,1840.4389266888888
2017,KWT,1840.4389266888888
2018,KWT,1840.4389266888888
2019,KWT,1840.4389266888888
2020,KWT,1840.4389266888888
2015,LAO,1840.4389266888888
2016,LAO,1840.4389266888888
2017,LAO,1840.4389266888888
2018,LAO,1840.4389266888888
2019,LAO,1840.4389266888888
2020,LAO,1840.4389266888888
2015,LBN,1840.4389266888888
2016,LBN,1840.4389266888888
2017,LBN,1840.4389266888888
2018,LBN,1840.4389266888888
2019,LBN,1840.4389266888888
2020,LBN,1840.4389266888888
2015,LBR,1840.4389266888888
2016,LBR,1840.4389266888888
2017,LBR,1840.4389266888888
2018,LBR,1840.4389266888888
2019,LBR,1840.4389266888888
2020,LBR,1840.4389266888888
2015,LBY,1840.4389266888888
2016,LBY,1840.4389266888888
2017,LBY,1840.4389266888888
2018,LBY,1840.4389266888888
2019,LBY,1840.4389266888888
2020,LBY,1840.4389266888888
2015,LCA,1840.4389266888888
2016,LCA,1840.4389266888888
2017,LCA,1840.4389266888888
2018,LCA,1840.4389266888888
2019,LCA,1840.4389266888888
2020,LCA,1840.4389266888888
2015,LIE,1840.4389266888888
2016,LIE,1840.4389266888888
2017,LIE,1840.4389266888888
2018,LIE,1840.4389266888888
2019,LIE,1840.4389266888888
2020,LIE,1840.4389266888888
2015,LKA,2315.714286
2016,LKA,2315.714286
2017,LKA,2315.714286
2018,LKA,2315.714286
2019,LKA,2315.714286
2020,LKA,2315.714286
2015,LSO,1840.4389266888888
2016,LSO,1840.4389266888888
2017,LSO,1840.4389266888888
2018,LSO,1840.4389266888888
2019,LSO,1840.4389266888888
2020,LSO,1840.4389266888888
2015,LTU,2618.571429
2016,LTU,2618.571429
2017,LTU,2618.571429
2018,LTU,2618.571429
2019,LTU,2618.571429
2020,LTU,2618.571429
2015,LUX,1213.75
2016,LUX,1213.75
2017,LUX,1213.75
2018,LUX,1213.75
2019,LUX,1213.75
2020,LUX,1213.75
2015,LVA,2331.25
2016,LVA,2331.25
2017,LVA,2331.25
2018,LVA,2331.25
2019,LVA,2331.25
2020,LVA,2331.25
2015,MAC,1840.4389266888888
2016,MAC,1840.4389266888888
2017,MAC,1840.4389266888888
2018,MAC,1840.4389266888888
2019,MAC,1840.4389266888888
2020,MAC,1840.4389266888888
2015,MAF,1840.4389266888888
2016,MAF,1840.4389266888888
2017,MAF,1840.4389266888888
2018,MAF,1840.4389266888888
2019,MAF,1840.4389266888888
2020,MAF,1840.4389266888888
2015,MAR,2203.333333
2016,MAR,2203.333333
2017,MAR,2203.333333
2018,MAR,2203.333333
2019,MAR,2203.333333
2020,MAR,2203.333333
2015,MCO,1840.4389266888888
2016,MCO,1840.4389266888888
2017,MCO,1840.4389266888888
2018,MCO,1840.4389266888888
2019,MCO,1840.4389266888888
2020,MCO,1840.4389266888888
2015,MDA,2464.285714
2016,MDA,2464.285714
2017,MDA,2464.285714
2018,MDA,2464.285714
2019,MDA,2464.285714
2020,MDA,2464.285714
2015,MDG,1840.4389266888888
2016,MDG,1840.4389266888888
2017,MDG,1840.4389266888888
2018,MDG,1840.4389266888888
2019,MDG,1840.4389266888888
2020,MDG,1840.4389266888888
2015,MDV,1840.4389266888888
2016,MDV,1840.4389266888888
2017,MDV,1840.4389266888888
2018,MDV,1840.4389266888888
2019,MDV,1840.4389266888888
2020,MDV,1840.4389266888888
2015,MEX,1483.7499999999998
2016,MEX,1483.7499999999998
2017,MEX,1483.7499999999998
2018,MEX,1483.7499999999998
2019,MEX,1483.7499999999998
2020,MEX,1483.7499999999998
2015,MHL,1840.4389266888888
2016,MHL,1840.4389266888888
2017,MHL,1840.4389266888888
2018,MHL,1840.4389266888888
2019,MHL,1840.4389266888888
2020,MHL,1840.4389266888888
2015,MKD,1840.4389266888888
2016,MKD,1840.4389266888888
2017,MKD,1840.4389266888888
2018,MKD,1840.4389266888888
2019,MKD,1840.4389266888888
2020,MKD,1840.4389266888888
2015,MLI,1840.4389266888888
2016,MLI,1840.4389266888888
2017,MLI,1840.4389266888888
2018,MLI,1840.4389266888888
2019,MLI,1840.4389266888888
2020,MLI,1840.4389266888888
2015,MLT,2174.285714
2016,MLT,2174.285714
2017,MLT,2174.285714
2018,MLT,2174.285714
2019,MLT,2174.285714
2020,MLT,2174.285714
2015,MMR,1840.4389266888888
2016,MMR,1840.4389266888888
2017,MMR,1840.4389266888888
2018,MMR,1840.4389266888888
2019,MMR,1840.4389266888888
2020,MMR,1840.4389266888888
2015,MNE,1837.991497
2016,MNE,1837.991497
2017,MNE,1837.991497
2018,MNE,1837.991497
2019,MNE,1837.991497
2020,MNE,1837.991497
2015,MNG,1840.4389266888888
2016,MNG,1840.4389266888888
2017,MNG,1840.4389266888888
2018,MNG,1840.4389266888888
2019,MNG,1840.4389266888888
2020,MNG,1840.4389266888888
2015,MNP,1840.4389266888888
2016,MNP,1840.4389266888888
2017,MNP,1840.4389266888888
2018,MNP,1840.4389266888888
2019,MNP,1840.4389266888888
2020,MNP,1840.4389266888888
2015,MOZ,1840.4389266888888
2016,MOZ,1840.4389266888888
2017,MOZ,1840.4389266888888
2018,MOZ,1840.4389266888888
2019,MOZ,1840.4389266888888
2020,MOZ,1840.4389266888888
2015,MRT,1840.4389266888888
2016,MRT,1840.4389266888888
2017,MRT,1840.4389266888888
2018,MRT,1840.4389266888888
2019,MRT,1840.4389266888888
2020,MRT,1840.4389266888888
2015,MUS,2397.142857
2016,MUS,2397.142857
2017,MUS,2397.142857
2018,MUS,2397.142857
2019,MUS,2397.142857
2020,MUS,2397.142857
2015,MWI,1840.4389266888888
2016,MWI,1840.4389266888888
2017,MWI,1840.4389266888888
2018,MWI,1840.4389266888888
2019,MWI,1840.4389266888888
2020,MWI,1840.4389266888888
2015,MYS,1286.666667
2016,MYS,1286.666667
2017,MYS,1286.666667
2018,MYS,1286.666667
2019,MYS,1286.666667
2020,MYS,1286.666667
2015,NAM,1840.4389266888888
2016,NAM,1840.4389266888888
2017,NAM,1840.4389266888888
2018,NAM,1840.4389266888888
2019,NAM,1840.4389266888888
2020,NAM,1840.4389266888888
2015,NCL,1840.4389266888888
2016,NCL,1840.4389266888888
2017,NCL,1840.4389266888888
2018,NCL,1840.4389266888888
2019,NCL,1840.4389266888888
2020,NCL,1840.4389266888888
2015,NER,1840.4389266888888
2016,NER,1840.4389266888888
2017,NER,1840.4389266888888
2018,NER,1840.4389266888888
2019,NER,1840.4389266888888
2020,NER,1840.4389266888888
2015,NGA,1825.0
2016,NGA,1825.0
2017,NGA,1825.0
2018,NGA,1825.0
2019,NGA,1825.0
2020,NGA,1825.0
2015,NIC,2548.571429
2016,NIC,2548.571429
2017,NIC,2548.571429
2018,NIC,2548.571429
2019,NIC,2548.571429
2020,NIC,2548.571429
2015,NLD,1585.0
2016,NLD,1585.0
2017,NLD,1585.0
2018,NLD,1585.0
2019,NLD,1585.0
2020,NLD,1585.0
2015,NOR,1343.75
2016,NOR,1343.75
2017,NOR,1343.75
2018,NOR,1343.75
2019,NOR,1343.75
2020,NOR,1343.75
2015,NPL,1840.4389266888888
2016,NPL,1840.4389266888888
2017,NPL,1840.4389266888888
2018,NPL,1840.4389266888888
2019,NPL,1840.4389266888888
2020,NPL,1840.4389266888888
2015,NRU,1840.4389266888888
2016,NRU,1840.4389266888888
2017,NRU,1840.4389266888888
2018,NRU,1840.4389266888888
2019,NRU,1840.4389266888888
2020,NRU,1840.4389266888888
2015,NZL,881.25
2016,NZL,881.25
2017,NZL,881.25
2018,NZL,881.25
2019,NZL,881.25
2020,NZL,881.25
2015,OMN,1837.991497
2016,OMN,1837.991497
2017,OMN,1837.991497
2018,OMN,1837.991497
2019,OMN,1837.991497
2020,OMN,1837.991497
2015,PAK,3726.666667
2016,PAK,3726.666667
2017,PAK,3726.666667
2018,PAK,3726.666667
2019,PAK,3726.666667
2020,PAK,3726.666667
2015,PAN,1442.857143
2016,PAN,1442.857143
2017,PAN,1442.857143
2018,PAN,1442.857143
2019,PAN,1442.857143
2020,PAN,1442.857143
2015,PER,2050.0
2016,PER,2050.0
2017,PER,2050.0
2018,PER,2050.0
2019,PER,2050.0
2020,PER,2050.0
2015,PHL,1813.333333
2016,PHL,1813.333333
2017,PHL,1813.333333
2018,PHL,1813.333333
2019,PHL,1813.333333
2020,PHL,1813.333333
2015,PLW,1840.4389266888888
2016,PLW,1840.4389266888888
2017,PLW,1840.4389266888888
2018,PLW,1840.4389266888888
2019,PLW,1840.4389266888888
2020,PLW,1840.4389266888888
2015,PNG,1840.4389266888888
2016,PNG,1840.4389266888888
2017,PNG,1840.4389266888888
2018,PNG,1840.4389266888888
2019,PNG,1840.4389266888888
2020,PNG,1840.4389266888888
2015,POL,2711.25
2016,POL,2711.25
2017,POL,2711.25
2018,POL,2711.25
2019,POL,2711.25
2020,POL,2711.25
2015,PRI,1840.4389266888888
2016,PRI,1840.4389266888888
2017,PRI,1840.4389266888888
2018,PRI,1840.4389266888888
2019,PRI,1840.4389266888888
2020,PRI,1840.4389266888888
2015,PRK,1840.4389266888888
2016,PRK,1840.4389266888888
2017,PRK,1840.4389266888888
2018,PRK,1840.4389266888888
2019,PRK,1840.4389266888888
2020,PRK,1840.4389266888888
2015,PRT,2145.0
2016,PRT,2145.0
2017,PRT,2145.0
2018,PRT,2145.0
2019,PRT,2145.0
2020,PRT,2145.0
2015,PRY,1837.991497
2016,PRY,1837.991497
2017,PRY,1837.991497
2018,PRY,1837.991497
2019,PRY,1837.991497
2020,PRY,1837.991497
2015,PYF,1840.4389266888888
2016,PYF,1840.4389266888888
2017,PYF,1840.4389266888888
2018,PYF,1840.4389266888888
2019,PYF,1840.4389266888888
2020,PYF,1840.4389266888888
2015,QAT,829.9999999999999
2016,QAT,829.9999999999999
2017,QAT,829.9999999999999
2018,QAT,829.9999999999999
