"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_hydropower_mm_usd_per_gw"
"Andorra","KHM",2027,2.81865150901305
"Andorra","KHM",2028,2.75427341957433
"Andorra","KHM",2029,2.69136572773053
"Andorra","KHM",2030,2.62989484955418
"Andorra","KHM",2031,2.56982796817575
"Andorra","KHM",2032,2.51113301626406
"Andorra","KHM",2033,2.45377865890678
"Andorra","KHM",2034,2.39773427688197
"Andorra","KHM",2035,2.3429699503117
"Andorra","KHM",2036,2.28945644268897
"Andorra","KHM",2037,2.23716518526953
"Andorra","KHM",2038,2.18606826182017
"Andorra","KHM",2039,2.1361383937153
"Andorra","KHM",2040,2.08734892537403
"Andorra","KHM",2041,2.03967381002974
"Andorra","KHM",2042,1.99308759582482
"Andorra","KHM",2043,1.94756541222287
"Andorra","KHM",2044,1.90308295673133
"Andorra","KHM",2045,1.85961648192734
"Andorra","KHM",2046,1.81714278277992
"Andorra","KHM",2047,1.77563918426174
"Andorra","KHM",2048,1.73508352924382
"Andorra","KHM",2049,1.69545416666667
"Andorra","KHM",2050,1.65672993998171
"Andorra","KIR",2021,3.2377803517132
"Andorra","KIR",2022,3.16382934627709
"Andorra","KIR",2023,3.09156738413946
"Andorra","KIR",2024,3.02095588749806
"Andorra","KIR",2025,2.95195715966885
"Andorra","KIR",2026,2.88453436496126
"Andorra","KIR",2027,2.81865150901305
"Andorra","KIR",2028,2.75427341957433
"Andorra","KIR",2029,2.69136572773053
"Andorra","KIR",2030,2.62989484955418
"Andorra","KIR",2031,2.56982796817575
"Andorra","KIR",2032,2.51113301626406
"Andorra","KIR",2033,2.45377865890678
"Andorra","KIR",2034,2.39773427688197
"Andorra","KIR",2035,2.3429699503117
"Andorra","KIR",2036,2.28945644268897
"Andorra","KIR",2037,2.23716518526953
"Andorra","KIR",2038,2.18606826182017
"Andorra","KIR",2039,2.1361383937153
"Andorra","KIR",2040,2.08734892537403
"Andorra","KIR",2041,2.03967381002974
"Andorra","KIR",2042,1.99308759582482
"Andorra","KIR",2043,1.94756541222287
"Andorra","KIR",2044,1.90308295673133
"Andorra","KIR",2045,1.85961648192734
"Andorra","KIR",2046,1.81714278277992
"Andorra","KIR",2047,1.77563918426174
"Andorra","KIR",2048,1.73508352924382
"Andorra","KIR",2049,1.69545416666667
"Andorra","KIR",2050,1.65672993998171
"Andorra","KNA",2021,3.2377803517132
"Andorra","KNA",2022,3.16382934627709
"Andorra","KNA",2023,3.09156738413946
"Andorra","KNA",2024,3.02095588749806
"Andorra","KNA",2025,2.95195715966885
"Andorra","KNA",2026,2.88453436496126
"Andorra","KNA",2027,2.81865150901305
"Andorra","KNA",2028,2.75427341957433
"Andorra","KNA",2029,2.69136572773053
"Andorra","KNA",2030,2.62989484955418
"Andorra","KNA",2031,2.56982796817575
"Andorra","KNA",2032,2.51113301626406
"Andorra","KNA",2033,2.45377865890678
"Andorra","KNA",2034,2.39773427688197
"Andorra","KNA",2035,2.3429699503117
"Andorra","KNA",2036,2.28945644268897
"Andorra","KNA",2037,2.23716518526953
"Andorra","KNA",2038,2.18606826182017
"Andorra","KNA",2039,2.1361383937153
"Andorra","KNA",2040,2.08734892537403
"Andorra","KNA",2041,2.03967381002974
"Andorra","KNA",2042,1.99308759582482
"Andorra","KNA",2043,1.94756541222287
"Andorra","KNA",2044,1.90308295673133
"Andorra","KNA",2045,1.85961648192734
"Andorra","KNA",2046,1.81714278277992
"Andorra","KNA",2047,1.77563918426174
"Andorra","KNA",2048,1.73508352924382
"Andorra","KNA",2049,1.69545416666667
"Andorra","KNA",2050,1.65672993998171
"Andorra","KOR",2021,3.2377803517132
"Andorra","KOR",2022,3.16382934627709
"Andorra","KOR",2023,3.09156738413946
"Andorra","KOR",2024,3.02095588749806
"Andorra","KOR",2025,2.95195715966885
"Andorra","KOR",2026,2.88453436496126
"Andorra","KOR",2027,2.81865150901305
"Andorra","KOR",2028,2.75427341957433
"Andorra","KOR",2029,2.69136572773053
"Andorra","KOR",2030,2.62989484955418
"Andorra","KOR",2031,2.56982796817575
"Andorra","KOR",2032,2.51113301626406
"Andorra","KOR",2033,2.45377865890678
"Andorra","KOR",2034,2.39773427688197
"Andorra","KOR",2035,2.3429699503117
"Andorra","KOR",2036,2.28945644268897
"Andorra","KOR",2037,2.23716518526953
"Andorra","KOR",2038,2.18606826182017
"Andorra","KOR",2039,2.1361383937153
"Andorra","KOR",2040,2.08734892537403
"Andorra","KOR",2041,2.03967381002974
"Andorra","KOR",2042,1.99308759582482
"Andorra","KOR",2043,1.94756541222287
"Andorra","KOR",2044,1.90308295673133
"Andorra","KOR",2045,1.85961648192734
"Andorra","KOR",2046,1.81714278277992
"Andorra","KOR",2047,1.77563918426174
"Andorra","KOR",2048,1.73508352924382
"Andorra","KOR",2049,1.69545416666667
"Andorra","KOR",2050,1.65672993998171
"Andorra","KWT",2021,3.2377803517132
"Andorra","KWT",2022,3.16382934627709
"Andorra","KWT",2023,3.09156738413946
"Andorra","KWT",2024,3.02095588749806
"Andorra","KWT",2025,2.95195715966885
"Andorra","KWT",2026,2.88453436496126
"Andorra","KWT",2027,2.81865150901305
"Andorra","KWT",2028,2.75427341957433
"Andorra","KWT",2029,2.69136572773053
"Andorra","KWT",2030,2.62989484955418
"Andorra","KWT",2031,2.56982796817575
"Andorra","KWT",2032,2.51113301626406
"Andorra","KWT",2033,2.45377865890678
"Andorra","KWT",2034,2.39773427688197
"Andorra","KWT",2035,2.3429699503117
"Andorra","KWT",2036,2.28945644268897
"Andorra","KWT",2037,2.23716518526953
"Andorra","KWT",2038,2.18606826182017
"Andorra","KWT",2039,2.1361383937153
"Andorra","KWT",2040,2.08734892537403
"Andorra","KWT",2041,2.03967381002974
"Andorra","KWT",2042,1.99308759582482
"Andorra","KWT",2043,1.94756541222287
"Andorra","KWT",2044,1.90308295673133
"Andorra","KWT",2045,1.85961648192734
"Andorra","KWT",2046,1.81714278277992
"Andorra","KWT",2047,1.77563918426174
"Andorra","KWT",2048,1.73508352924382
"Andorra","KWT",2049,1.69545416666667
"Andorra","KWT",2050,1.65672993998171
"Andorra","LAO",2021,3.2377803517132
"Andorra","LAO",2022,3.16382934627709
"Andorra","LAO",2023,3.09156738413946
"Andorra","LAO",2024,3.02095588749806
"Andorra","LAO",2025,2.95195715966885
"Andorra","LAO",2026,2.88453436496126
"Andorra","LAO",2027,2.81865150901305
"Andorra","LAO",2028,2.75427341957433
"Andorra","LAO",2029,2.69136572773053
"Andorra","LAO",2030,2.62989484955418
"Andorra","LAO",2031,2.56982796817575
"Andorra","LAO",2032,2.51113301626406
"Andorra","LAO",2033,2.45377865890678
"Andorra","LAO",2034,2.39773427688197
"Andorra","LAO",2035,2.3429699503117
"Andorra","LAO",2036,2.28945644268897
"Andorra","LAO",2037,2.23716518526953
"Andorra","LAO",2038,2.18606826182017
"Andorra","LAO",2039,2.1361383937153
"Andorra","LAO",2040,2.08734892537403
"Andorra","LAO",2041,2.03967381002974
"Andorra","LAO",2042,1.99308759582482
"Andorra","LAO",2043,1.94756541222287
"Andorra","LAO",2044,1.90308295673133
"Andorra","LAO",2045,1.85961648192734
"Andorra","LAO",2046,1.81714278277992
"Andorra","LAO",2047,1.77563918426174
"Andorra","LAO",2048,1.73508352924382
"Andorra","LAO",2049,1.69545416666667
"Andorra","LAO",2050,1.65672993998171
"Andorra","LBN",2021,3.2377803517132
"Andorra","LBN",2022,3.16382934627709
"Andorra","LBN",2023,3.09156738413946
"Andorra","LBN",2024,3.02095588749806
"Andorra","LBN",2025,2.95195715966885
"Andorra","LBN",2026,2.88453436496126
"Andorra","LBN",2027,2.81865150901305
"Andorra","LBN",2028,2.75427341957433
"Andorra","LBN",2029,2.69136572773053
"Andorra","LBN",2030,2.62989484955418
"Andorra","LBN",2031,2.56982796817575
"Andorra","LBN",2032,2.51113301626406
"Andorra","LBN",2033,2.45377865890678
"Andorra","LBN",2034,2.39773427688197
"Andorra","LBN",2035,2.3429699503117
"Andorra","LBN",2036,2.28945644268897
"Andorra","LBN",2037,2.23716518526953
"Andorra","LBN",2038,2.18606826182017
"Andorra","LBN",2039,2.1361383937153
"Andorra","LBN",2040,2.08734892537403
"Andorra","LBN",2041,2.03967381002974
"Andorra","LBN",2042,1.99308759582482
"Andorra","LBN",2043,1.94756541222287
"Andorra","LBN",2044,1.90308295673133
"Andorra","LBN",2045,1.85961648192734
"Andorra","LBN",2046,1.81714278277992
"Andorra","LBN",2047,1.77563918426174
"Andorra","LBN",2048,1.73508352924382
"Andorra","LBN",2049,1.69545416666667
"Andorra","LBN",2050,1.65672993998171
"Angola","LBR",2021,3.71239498028802
"Angola","LBR",2022,3.6276037617537
"Angola","LBR",2023,3.5447491773272
"Angola","LBR",2024,3.46378699422436
"Angola","LBR",2025,3.38467398993923
"Angola","LBR",2026,3.30736792916923
"Angola","LBR",2027,3.23182754126744
"Angola","LBR",2028,3.15801249820982
"Angola","LBR",2029,3.08588339306566
"Angola","LBR",2030,3.01540171895981
"Angola","LBR",2031,2.94652984851534
"Angola","LBR",2032,2.87923101376581
"Angola","LBR",2033,2.8134692865263
"Angola","LBR",2034,2.74920955921276
"Angola","LBR",2035,2.68641752609947
"Angola","LBR",2036,2.62505966500456
"Angola","LBR",2037,2.56510321939387
"Angola","LBR",2038,2.5065161808935
"Angola","LBR",2039,2.44926727220182
"Angola","LBR",2040,2.39332593039176
"Angola","LBR",2041,2.33866229059447
"Angola","LBR",2042,2.28524717005566
"Angola","LBR",2043,2.23305205255603
"Angola","LBR",2044,2.18204907318768
"Angola","LBR",2045,2.13221100347805
"Angola","LBR",2046,2.08351123685377
"Angola","LBR",2047,2.03592377443642
"Angola","LBR",2048,1.98942321116283
"Angola","LBR",2049,1.94398472222222
"Angola","LBR",2050,1.89958404980332
"Angola","LBY",2021,3.71239498028802
"Angola","LBY",2022,3.6276037617537
"Angola","LBY",2023,3.5447491773272
"Angola","LBY",2024,3.46378699422436
"Angola","LBY",2025,3.38467398993923
"Angola","LBY",2026,3.30736792916923
"Angola","LBY",2027,3.23182754126744
"Angola","LBY",2028,3.15801249820982
"Angola","LBY",2029,3.08588339306566
"Angola","LBY",2030,3.01540171895981
"Angola","LBY",2031,2.94652984851534
"Angola","LBY",2032,2.87923101376581
"Angola","LBY",2033,2.8134692865263
"Angola","LBY",2034,2.74920955921276
"Angola","LBY",2035,2.68641752609947
"Angola","LBY",2036,2.62505966500456
"Angola","LBY",2037,2.56510321939387
"Angola","LBY",2038,2.5065161808935
"Angola","LBY",2039,2.44926727220182
"Angola","LBY",2040,2.39332593039176
"Angola","LBY",2041,2.33866229059447
"Angola","LBY",2042,2.28524717005566
"Angola","LBY",2043,2.23305205255603
"Angola","LBY",2044,2.18204907318768
"Angola","LBY",2045,2.13221100347805
"Angola","LBY",2046,2.08351123685377
"Angola","LBY",2047,2.03592377443642
"Angola","LBY",2048,1.98942321116283
"Angola","LBY",2049,1.94398472222222
"Angola","LBY",2050,1.89958404980332
"Angola","LCA",2021,3.71239498028802
"Angola","LCA",2022,3.6276037617537
"Angola","LCA",2023,3.5447491773272
"Angola","LCA",2024,3.46378699422436
"Angola","LCA",2025,3.38467398993923
"Angola","LCA",2026,3.30736792916923
"Angola","LCA",2027,3.23182754126744
"Angola","LCA",2028,3.15801249820982
"Angola","LCA",2029,3.08588339306566
"Angola","LCA",2030,3.01540171895981
"Angola","LCA",2031,2.94652984851534
"Angola","LCA",2032,2.87923101376581
"Angola","LCA",2033,2.8134692865263
"Angola","LCA",2034,2.74920955921276
"Angola","LCA",2035,2.68641752609947
"Angola","LCA",2036,2.62505966500456
"Angola","LCA",2037,2.56510321939387
"Angola","LCA",2038,2.5065161808935
"Angola","LCA",2039,2.44926727220182
"Angola","LCA",2040,2.39332593039176
"Angola","LCA",2041,2.33866229059447
"Angola","LCA",2042,2.28524717005566
"Angola","LCA",2043,2.23305205255603
"Angola","LCA",2044,2.18204907318768
"Angola","LCA",2045,2.13221100347805
"Angola","LCA",2046,2.08351123685377
"Angola","LCA",2047,2.03592377443642
"Angola","LCA",2048,1.98942321116283
"Angola","LCA",2049,1.94398472222222
"Angola","LCA",2050,1.89958404980332
"Angola","LIE",2021,3.71239498028802
"Angola","LIE",2022,3.6276037617537
"Angola","LIE",2023,3.5447491773272
"Angola","LIE",2024,3.46378699422436
"Angola","LIE",2025,3.38467398993923
"Angola","LIE",2026,3.30736792916923
"Angola","LIE",2027,3.23182754126744
"Angola","LIE",2028,3.15801249820982
"Angola","LIE",2029,3.08588339306566
"Angola","LIE",2030,3.01540171895981
"Angola","LIE",2031,2.94652984851534
"Angola","LIE",2032,2.87923101376581
"Angola","LIE",2033,2.8134692865263
"Angola","LIE",2034,2.74920955921276
"Angola","LIE",2035,2.68641752609947
"Angola","LIE",2036,2.62505966500456
"Angola","LIE",2037,2.56510321939387
"Angola","LIE",2038,2.5065161808935
"Angola","LIE",2039,2.44926727220182
"Angola","LIE",2040,2.39332593039176
"Angola","LIE",2041,2.33866229059447
"Angola","LIE",2042,2.28524717005566
"Angola","LIE",2043,2.23305205255603
"Angola","LIE",2044,2.18204907318768
"Angola","LIE",2045,2.13221100347805
"Angola","LIE",2046,2.08351123685377
"Angola","LIE",2047,2.03592377443642
"Angola","LIE",2048,1.98942321116283
"Angola","LIE",2049,1.94398472222222
"Angola","LIE",2050,1.89958404980332
"Angola","LKA",2021,3.71239498028802
"Angola","LKA",2022,3.6276037617537
"Angola","LKA",2023,3.5447491773272
"Angola","LKA",2024,3.46378699422436
"Angola","LKA",2025,3.38467398993923
"Angola","LKA",2026,3.30736792916923
"Angola","LKA",2027,3.23182754126744
"Angola","LKA",2028,3.15801249820982
"Angola","LKA",2029,3.08588339306566
"Angola","LKA",2030,3.01540171895981
"Angola","LKA",2031,2.94652984851534
"Angola","LKA",2032,2.87923101376581
"Angola","LKA",2033,2.8134692865263
"Angola","LKA",2034,2.74920955921276
"Angola","LKA",2035,2.68641752609947
"Angola","LKA",2036,2.62505966500456
"Angola","LKA",2037,2.56510321939387
"Angola","LKA",2038,2.5065161808935
"Angola","LKA",2039,2.44926727220182
"Angola","LKA",2040,2.39332593039176
"Angola","LKA",2041,2.33866229059447
"Angola","LKA",2042,2.28524717005566
"Angola","LKA",2043,2.23305205255603
"Angola","LKA",2044,2.18204907318768
"Angola","LKA",2045,2.13221100347805
"Angola","LKA",2046,2.08351123685377
"Angola","LKA",2047,2.03592377443642
"Angola","LKA",2048,1.98942321116283
"Angola","LKA",2049,1.94398472222222
"Angola","LKA",2050,1.89958404980332
"Angola","LSO",2021,3.71239498028802
"Angola","LSO",2022,3.6276037617537
"Angola","LSO",2023,3.5447491773272
"Angola","LSO",2024,3.46378699422436
"Angola","LSO",2025,3.38467398993923
"Angola","LSO",2026,3.30736792916923
"Angola","LSO",2027,3.23182754126744
"Angola","LSO",2028,3.15801249820982
"Angola","LSO",2029,3.08588339306566
"Angola","LSO",2030,3.01540171895981
"Angola","LSO",2031,2.94652984851534
"Angola","LSO",2032,2.87923101376581
"Angola","LSO",2033,2.8134692865263
"Angola","LSO",2034,2.74920955921276
"Angola","LSO",2035,2.68641752609947
"Angola","LSO",2036,2.62505966500456
"Angola","LSO",2037,2.56510321939387
"Angola","LSO",2038,2.5065161808935
"Angola","LSO",2039,2.44926727220182
"Angola","LSO",2040,2.39332593039176
"Angola","LSO",2041,2.33866229059447
"Angola","LSO",2042,2.28524717005566
"Angola","LSO",2043,2.23305205255603
"Angola","LSO",2044,2.18204907318768
"Angola","LSO",2045,2.13221100347805
"Angola","LSO",2046,2.08351123685377
"Angola","LSO",2047,2.03592377443642
"Angola","LSO",2048,1.98942321116283
"Angola","LSO",2049,1.94398472222222
"Angola","LSO",2050,1.89958404980332
"Angola","LTU",2021,3.71239498028802
"Angola","LTU",2022,3.6276037617537
"Angola","LTU",2023,3.5447491773272
"Angola","LTU",2024,3.46378699422436
"Angola","LTU",2025,3.38467398993923
"Angola","LTU",2026,3.30736792916923
"Angola","LTU",2027,3.23182754126744
"Angola","LTU",2028,3.15801249820982
"Angola","LTU",2029,3.08588339306566
"Angola","LTU",2030,3.01540171895981
"Angola","LTU",2031,2.94652984851534
"Angola","LTU",2032,2.87923101376581
"Angola","LTU",2033,2.8134692865263
"Angola","LTU",2034,2.74920955921276
"Angola","LTU",2035,2.68641752609947
"Angola","LTU",2036,2.62505966500456
"Angola","LTU",2037,2.56510321939387
"Angola","LTU",2038,2.5065161808935
"Angola","LTU",2039,2.44926727220182
"Angola","LTU",2040,2.39332593039176
"Angola","LTU",2041,2.33866229059447
"Angola","LTU",2042,2.28524717005566
"Angola","LTU",2043,2.23305205255603
"Angola","LTU",2044,2.18204907318768
"Angola","LTU",2045,2.13221100347805
"Angola","LTU",2046,2.08351123685377
"Angola","LTU",2047,2.03592377443642
"Angola","LTU",2048,1.98942321116283
"Angola","LTU",2049,1.94398472222222
"Angola","LTU",2050,1.89958404980332
"Angola","LUX",2021,3.71239498028802
"Angola","LUX",2022,3.6276037617537
"Angola","LUX",2023,3.5447491773272
"Angola","LUX",2024,3.46378699422436
"Angola","LUX",2025,3.38467398993923
"Angola","LUX",2026,3.30736792916923
"Angola","LUX",2027,3.23182754126744
"Angola","LUX",2028,3.15801249820982
"Angola","LUX",2029,3.08588339306566
"Angola","LUX",2030,3.01540171895981
"Angola","LUX",2031,2.94652984851534
"Angola","LUX",2032,2.87923101376581
"Angola","LUX",2033,2.8134692865263
"Angola","LUX",2034,2.74920955921276
"Angola","LUX",2035,2.68641752609947
"Angola","LUX",2036,2.62505966500456
"Angola","LUX",2037,2.56510321939387
"Angola","LUX",2038,2.5065161808935
"Angola","LUX",2039,2.44926727220182
"Angola","LUX",2040,2.39332593039176
"Angola","LUX",2041,2.33866229059447
"Angola","LUX",2042,2.28524717005566
"Angola","LUX",2043,2.23305205255603
"Angola","LUX",2044,2.18204907318768
"Angola","LUX",2045,2.13221100347805
"Angola","LUX",2046,2.08351123685377
"Angola","LUX",2047,2.03592377443642
"Angola","LUX",2048,1.98942321116283
"Angola","LUX",2049,1.94398472222222
"Angola","LUX",2050,1.89958404980332
"Angola","LVA",2021,3.71239498028802
"Angola","LVA",2022,3.6276037617537
"Angola","LVA",2023,3.5447491773272
"Angola","LVA",2024,3.46378699422436
"Angola","LVA",2025,3.38467398993923
"Angola","LVA",2026,3.30736792916923
"Angola","LVA",2027,3.23182754126744
"Angola","LVA",2028,3.15801249820982
"Angola","LVA",2029,3.08588339306566
"Angola","LVA",2030,3.01540171895981
"Angola","LVA",2031,2.94652984851534
"Angola","LVA",2032,2.87923101376581
"Angola","LVA",2033,2.8134692865263
"Angola","LVA",2034,2.74920955921276
"Angola","LVA",2035,2.68641752609947
"Angola","LVA",2036,2.62505966500456
"Angola","LVA",2037,2.56510321939387
"Angola","LVA",2038,2.5065161808935
"Angola","LVA",2039,2.44926727220182
"Angola","LVA",2040,2.39332593039176
"Angola","LVA",2041,2.33866229059447
"Angola","LVA",2042,2.28524717005566
"Angola","LVA",2043,2.23305205255603
"Angola","LVA",2044,2.18204907318768
"Angola","LVA",2045,2.13221100347805
"Angola","LVA",2046,2.08351123685377
"Angola","LVA",2047,2.03592377443642
"Angola","LVA",2048,1.98942321116283
"Angola","LVA",2049,1.94398472222222
"Angola","LVA",2050,1.89958404980332
"Angola","MAC",2021,3.71239498028802
"Angola","MAC",2022,3.6276037617537
"Angola","MAC",2023,3.5447491773272
"Angola","MAC",2024,3.46378699422436
"Angola","MAC",2025,3.38467398993923
"Angola","MAC",2026,3.30736792916923
"Angola","MAC",2027,3.23182754126744
"Angola","MAC",2028,3.15801249820982
"Angola","MAC",2029,3.08588339306566
"Angola","MAC",2030,3.01540171895981
"Angola","MAC",2031,2.94652984851534
"Angola","MAC",2032,2.87923101376581
"Angola","MAC",2033,2.8134692865263
"Angola","MAC",2034,2.74920955921276
"Angola","MAC",2035,2.68641752609947
"Angola","MAC",2036,2.62505966500456
"Angola","MAC",2037,2.56510321939387
"Angola","MAC",2038,2.5065161808935
"Angola","MAC",2039,2.44926727220182
"Angola","MAC",2040,2.39332593039176
"Angola","MAC",2041,2.33866229059447
"Angola","MAC",2042,2.28524717005566
"Angola","MAC",2043,2.23305205255603
"Angola","MAC",2044,2.18204907318768
"Angola","MAC",2045,2.13221100347805
"Angola","MAC",2046,2.08351123685377
"Angola","MAC",2047,2.03592377443642
"Angola","MAC",2048,1.98942321116283
"Angola","MAC",2049,1.94398472222222
"Angola","MAC",2050,1.89958404980332
"Angola","MAF",2021,3.71239498028802
"Angola","MAF",2022,3.6276037617537
"Angola","MAF",2023,3.5447491773272
"Angola","MAF",2024,3.46378699422436
"Angola","MAF",2025,3.38467398993923
"Angola","MAF",2026,3.30736792916923
"Angola","MAF",2027,3.23182754126744
"Angola","MAF",2028,3.15801249820982
"Angola","MAF",2029,3.08588339306566
"Angola","MAF",2030,3.01540171895981
"Angola","MAF",2031,2.94652984851534
"Angola","MAF",2032,2.87923101376581
"Angola","MAF",2033,2.8134692865263
"Angola","MAF",2034,2.74920955921276
"Angola","MAF",2035,2.68641752609947
"Angola","MAF",2036,2.62505966500456
"Angola","MAF",2037,2.56510321939387
"Angola","MAF",2038,2.5065161808935
"Angola","MAF",2039,2.44926727220182
"Angola","MAF",2040,2.39332593039176
"Angola","MAF",2041,2.33866229059447
"Angola","MAF",2042,2.28524717005566
"Angola","MAF",2043,2.23305205255603
"Angola","MAF",2044,2.18204907318768
"Angola","MAF",2045,2.13221100347805
"Angola","MAF",2046,2.08351123685377
"Angola","MAF",2047,2.03592377443642
"Angola","MAF",2048,1.98942321116283
"Angola","MAF",2049,1.94398472222222
"Angola","MAF",2050,1.89958404980332
"Angola","MAR",2021,3.71239498028802
"Angola","MAR",2022,3.6276037617537
"Angola","MAR",2023,3.5447491773272
"Angola","MAR",2024,3.46378699422436
"Angola","MAR",2025,3.38467398993923
"Angola","MAR",2026,3.30736792916923
"Angola","MAR",2027,3.23182754126744
"Angola","MAR",2028,3.15801249820982
"Angola","MAR",2029,3.08588339306566
"Angola","MAR",2030,3.01540171895981
"Angola","MAR",2031,2.94652984851534
"Angola","MAR",2032,2.87923101376581
"Angola","MAR",2033,2.8134692865263
"Angola","MAR",2034,2.74920955921276
"Angola","MAR",2035,2.68641752609947
"Angola","MAR",2036,2.62505966500456
"Angola","MAR",2037,2.56510321939387
"Angola","MAR",2038,2.5065161808935
"Angola","MAR",2039,2.44926727220182
"Angola","MAR",2040,2.39332593039176
"Angola","MAR",2041,2.33866229059447
"Angola","MAR",2042,2.28524717005566
"Angola","MAR",2043,2.23305205255603
"Angola","MAR",2044,2.18204907318768
"Angola","MAR",2045,2.13221100347805
"Angola","MAR",2046,2.08351123685377
"Angola","MAR",2047,2.03592377443642
"Angola","MAR",2048,1.98942321116283
"Angola","MAR",2049,1.94398472222222
"Angola","MAR",2050,1.89958404980332
"Angola","MCO",2021,3.71239498028802
"Angola","MCO",2022,3.6276037617537
"Angola","MCO",2023,3.5447491773272
"Angola","MCO",2024,3.46378699422436
"Angola","MCO",2025,3.38467398993923
"Angola","MCO",2026,3.30736792916923
"Angola","MCO",2027,3.23182754126744
"Angola","MCO",2028,3.15801249820982
"Angola","MCO",2029,3.08588339306566
"Angola","MCO",2030,3.01540171895981
"Angola","MCO",2031,2.94652984851534
"Angola","MCO",2032,2.87923101376581
"Angola","MCO",2033,2.8134692865263
"Angola","MCO",2034,2.74920955921276
"Angola","MCO",2035,2.68641752609947
"Angola","MCO",2036,2.62505966500456
"Angola","MCO",2037,2.56510321939387
"Angola","MCO",2038,2.5065161808935
"Angola","MCO",2039,2.44926727220182
"Angola","MCO",2040,2.39332593039176
"Angola","MCO",2041,2.33866229059447
"Angola","MCO",2042,2.28524717005566
"Angola","MCO",2043,2.23305205255603
"Angola","MCO",2044,2.18204907318768
"Angola","MCO",2045,2.13221100347805
"Angola","MCO",2046,2.08351123685377
"Angola","MCO",2047,2.03592377443642
"Angola","MCO",2048,1.98942321116283
"Angola","MCO",2049,1.94398472222222
"Angola","MCO",2050,1.89958404980332
"Angola","MDA",2021,3.71239498028802
"Angola","MDA",2022,3.6276037617537
"Angola","MDA",2023,3.5447491773272
"Angola","MDA",2024,3.46378699422436
"Angola","MDA",2025,3.38467398993923
"Angola","MDA",2026,3.30736792916923
"Angola","MDA",2027,3.23182754126744
"Angola","MDA",2028,3.15801249820982
"Angola","MDA",2029,3.08588339306566
"Angola","MDA",2030,3.01540171895981
"Angola","MDA",2031,2.94652984851534
"Angola","MDA",2032,2.87923101376581
"Angola","MDA",2033,2.8134692865263
"Angola","MDA",2034,2.74920955921276
"Angola","MDA",2035,2.68641752609947
"Angola","MDA",2036,2.62505966500456
"Angola","MDA",2037,2.56510321939387
"Angola","MDA",2038,2.5065161808935
"Angola","MDA",2039,2.44926727220182
"Angola","MDA",2040,2.39332593039176
"Angola","MDA",2041,2.33866229059447
"Angola","MDA",2042,2.28524717005566
"Angola","MDA",2043,2.23305205255603
"Angola","MDA",2044,2.18204907318768
"Angola","MDA",2045,2.13221100347805
"Angola","MDA",2046,2.08351123685377
"Angola","MDA",2047,2.03592377443642
"Angola","MDA",2048,1.98942321116283
"Angola","MDA",2049,1.94398472222222
"Angola","MDA",2050,1.89958404980332
"Angola","MDG",2021,3.71239498028802
"Angola","MDG",2022,3.6276037617537
"Angola","MDG",2023,3.5447491773272
"Angola","MDG",2024,3.46378699422436
"Angola","MDG",2025,3.38467398993923
"Angola","MDG",2026,3.30736792916923
"Angola","MDG",2027,3.23182754126744
"Angola","MDG",2028,3.15801249820982
"Angola","MDG",2029,3.08588339306566
"Angola","MDG",2030,3.01540171895981
"Angola","MDG",2031,2.94652984851534
"Angola","MDG",2032,2.87923101376581
"Angola","MDG",2033,2.8134692865263
"Angola","MDG",2034,2.74920955921276
"Angola","MDG",2035,2.68641752609947
"Angola","MDG",2036,2.62505966500456
"Angola","MDG",2037,2.56510321939387
"Angola","MDG",2038,2.5065161808935
"Angola","MDG",2039,2.44926727220182
"Angola","MDG",2040,2.39332593039176
"Angola","MDG",2041,2.33866229059447
"Angola","MDG",2042,2.28524717005566
"Angola","MDG",2043,2.23305205255603
"Angola","MDG",2044,2.18204907318768
"Angola","MDG",2045,2.13221100347805
"Angola","MDG",2046,2.08351123685377
"Angola","MDG",2047,2.03592377443642
"Angola","MDG",2048,1.98942321116283
"Angola","MDG",2049,1.94398472222222
"Angola","MDG",2050,1.89958404980332
"Angola","MDV",2021,3.71239498028802
"Angola","MDV",2022,3.6276037617537
"Angola","MDV",2023,3.5447491773272
"Angola","MDV",2024,3.46378699422436
"Angola","MDV",2025,3.38467398993923
"Angola","MDV",2026,3.30736792916923
"Angola","MDV",2027,3.23182754126744
"Angola","MDV",2028,3.15801249820982
"Angola","MDV",2029,3.08588339306566
"Angola","MDV",2030,3.01540171895981
"Angola","MDV",2031,2.94652984851534
"Angola","MDV",2032,2.87923101376581
"Angola","MDV",2033,2.8134692865263
"Angola","MDV",2034,2.74920955921276
"Angola","MDV",2035,2.68641752609947
"Angola","MDV",2036,2.62505966500456
"Angola","MDV",2037,2.56510321939387
"Angola","MDV",2038,2.5065161808935
"Angola","MDV",2039,2.44926727220182
"Angola","MDV",2040,2.39332593039176
"Angola","MDV",2041,2.33866229059447
"Angola","MDV",2042,2.28524717005566
"Angola","MDV",2043,2.23305205255603
"Angola","MDV",2044,2.18204907318768
"Angola","MDV",2045,2.13221100347805
"Angola","MDV",2046,2.08351123685377
"Angola","MDV",2047,2.03592377443642
"Angola","MDV",2048,1.98942321116283
"Angola","MDV",2049,1.94398472222222
"Angola","MDV",2050,1.89958404980332
"Angola","MEX",2021,3.71239498028802
"Angola","MEX",2022,3.6276037617537
"Angola","MEX",2023,3.5447491773272
