Year,iso_code3,cost_enfu_fuel_electricity_usd_per_mmbtu
2018,BFA,60.6868329613944
2019,BFA,60.6868329613944
2020,BFA,60.6868329613944
2015,BGD,60.6868329613944
2016,BGD,60.6868329613944
2017,BGD,60.6868329613944
2018,BGD,60.6868329613944
2019,BGD,60.6868329613944
2020,BGD,60.6868329613944
2015,BGR,81.08931583467869
2016,BGR,81.08931583467869
2017,BGR,81.08931583467869
2018,BGR,81.08931583467869
2019,BGR,81.08931583467869
2020,BGR,81.08931583467869
2015,BHR,60.6868329613944
2016,BHR,60.6868329613944
2017,BHR,60.6868329613944
2018,BHR,60.6868329613944
2019,BHR,60.6868329613944
2020,BHR,60.6868329613944
2015,BHS,60.6868329613944
2016,BHS,60.6868329613944
2017,BHS,60.6868329613944
2018,BHS,60.6868329613944
2019,BHS,60.6868329613944
2020,BHS,60.6868329613944
2015,BIH,80.10396514349041
2016,BIH,80.10396514349041
2017,BIH,80.10396514349041
2018,BIH,80.10396514349041
2019,BIH,80.10396514349041
2020,BIH,80.10396514349041
2015,BLR,43.77829122142426
2016,BLR,43.77829122142426
2017,BLR,43.77829122142426
2018,BLR,43.77829122142426
2019,BLR,43.77829122142426
2020,BLR,43.77829122142426
2015,BLZ,60.6868329613944
2016,BLZ,60.6868329613944
2017,BLZ,60.6868329613944
2018,BLZ,60.6868329613944
2019,BLZ,60.6868329613944
2020,BLZ,60.6868329613944
2015,BMU,60.6868329613944
2016,BMU,60.6868329613944
2017,BMU,60.6868329613944
2018,BMU,60.6868329613944
2019,BMU,60.6868329613944
2020,BMU,60.6868329613944
2015,BOL,60.6868329613944
2016,BOL,60.6868329613944
2017,BOL,60.6868329613944
2018,BOL,60.6868329613944
2019,BOL,60.6868329613944
2020,BOL,60.6868329613944
2015,BRA,75.50796467431697
2016,BRA,75.50796467431697
2017,BRA,75.50796467431697
2018,BRA,75.50796467431697
2019,BRA,75.50796467431697
2020,BRA,75.50796467431697
2015,BRB,60.6868329613944
2016,BRB,60.6868329613944
2017,BRB,60.6868329613944
2018,BRB,60.6868329613944
2019,BRB,60.6868329613944
2020,BRB,60.6868329613944
2015,BRN,60.6868329613944
2016,BRN,60.6868329613944
2017,BRN,60.6868329613944
2018,BRN,60.6868329613944
2019,BRN,60.6868329613944
2020,BRN,60.6868329613944
2015,BTN,60.6868329613944
2016,BTN,60.6868329613944
2017,BTN,60.6868329613944
2018,BTN,60.6868329613944
2019,BTN,60.6868329613944
2020,BTN,60.6868329613944
2015,BWA,39.68867767225933
2016,BWA,39.68867767225933
2017,BWA,39.68867767225933
2018,BWA,39.68867767225933
2019,BWA,39.68867767225933
2020,BWA,39.68867767225933
2015,CAF,60.6868329613944
2016,CAF,60.6868329613944
2017,CAF,60.6868329613944
2018,CAF,60.6868329613944
2019,CAF,60.6868329613944
2020,CAF,60.6868329613944
2015,CAN,24.29971696667366
2016,CAN,24.29971696667366
2017,CAN,24.29971696667366
2018,CAN,24.29971696667366
2019,CAN,24.29971696667366
2020,CAN,24.29971696667366
2015,CHE,36.55563096043325
2016,CHE,36.55563096043325
2017,CHE,36.55563096043325
2018,CHE,36.55563096043325
2019,CHE,36.55563096043325
2020,CHE,36.55563096043325
2015,CHL,73.96538427855445
2016,CHL,73.96538427855445
2017,CHL,73.96538427855445
2018,CHL,73.96538427855445
2019,CHL,73.96538427855445
2020,CHL,73.96538427855445
2015,CHN,41.12515024420741
2016,CHN,41.12515024420741
2017,CHN,41.12515024420741
2018,CHN,41.12515024420741
2019,CHN,41.12515024420741
2020,CHN,41.12515024420741
2015,CIV,60.6868329613944
2016,CIV,60.6868329613944
2017,CIV,60.6868329613944
2018,CIV,60.6868329613944
2019,CIV,60.6868329613944
2020,CIV,60.6868329613944
2015,CMR,60.6868329613944
2016,CMR,60.6868329613944
2017,CMR,60.6868329613944
2018,CMR,60.6868329613944
2019,CMR,60.6868329613944
2020,CMR,60.6868329613944
2015,COD,60.6868329613944
2016,COD,60.6868329613944
2017,COD,60.6868329613944
2018,COD,60.6868329613944
2019,COD,60.6868329613944
2020,COD,60.6868329613944
2015,COG,60.6868329613944
2016,COG,60.6868329613944
2017,COG,60.6868329613944
2018,COG,60.6868329613944
2019,COG,60.6868329613944
2020,COG,60.6868329613944
2015,COL,60.6868329613944
2016,COL,60.6868329613944
2017,COL,60.6868329613944
2018,COL,60.6868329613944
2019,COL,60.6868329613944
2020,COL,60.6868329613944
2015,COM,60.6868329613944
2016,COM,60.6868329613944
2017,COM,60.6868329613944
2018,COM,60.6868329613944
2019,COM,60.6868329613944
2020,COM,60.6868329613944
2015,CPV,60.6868329613944
2016,CPV,60.6868329613944
2017,CPV,60.6868329613944
2018,CPV,60.6868329613944
2019,CPV,60.6868329613944
2020,CPV,60.6868329613944
2015,CRI,60.6868329613944
2016,CRI,60.6868329613944
2017,CRI,60.6868329613944
2018,CRI,60.6868329613944
2019,CRI,60.6868329613944
2020,CRI,60.6868329613944
2015,CUB,60.6868329613944
2016,CUB,60.6868329613944
2017,CUB,60.6868329613944
2018,CUB,60.6868329613944
2019,CUB,60.6868329613944
2020,CUB,60.6868329613944
2015,CUW,60.6868329613944
2016,CUW,60.6868329613944
2017,CUW,60.6868329613944
2018,CUW,60.6868329613944
2019,CUW,60.6868329613944
2020,CUW,60.6868329613944
2015,CYM,60.6868329613944
2016,CYM,60.6868329613944
2017,CYM,60.6868329613944
2018,CYM,60.6868329613944
2019,CYM,60.6868329613944
2020,CYM,60.6868329613944
2015,CYP,95.8949058192192
2016,CYP,95.8949058192192
2017,CYP,95.8949058192192
2018,CYP,95.8949058192192
2019,CYP,95.8949058192192
2020,CYP,95.8949058192192
2015,CZE,78.04183571976084
2016,CZE,78.04183571976084
2017,CZE,78.04183571976084
2018,CZE,78.04183571976084
2019,CZE,78.04183571976084
2020,CZE,78.04183571976084
2015,DEU,79.78982835527793
2016,DEU,79.78982835527793
2017,DEU,79.78982835527793
2018,DEU,79.78982835527793
2019,DEU,79.78982835527793
2020,DEU,79.78982835527793
2015,DJI,60.6868329613944
2016,DJI,60.6868329613944
2017,DJI,60.6868329613944
2018,DJI,60.6868329613944
2019,DJI,60.6868329613944
2020,DJI,60.6868329613944
2015,DMA,60.6868329613944
2016,DMA,60.6868329613944
2017,DMA,60.6868329613944
2018,DMA,60.6868329613944
2019,DMA,60.6868329613944
2020,DMA,60.6868329613944
2015,DNK,58.85267028447132
2016,DNK,58.85267028447132
2017,DNK,58.85267028447132
2018,DNK,58.85267028447132
2019,DNK,58.85267028447132
2020,DNK,58.85267028447132
2015,DOM,60.6868329613944
2016,DOM,60.6868329613944
2017,DOM,60.6868329613944
2018,DOM,60.6868329613944
2019,DOM,60.6868329613944
2020,DOM,60.6868329613944
2015,DZA,31.0225320606504
2016,DZA,31.0225320606504
2017,DZA,31.0225320606504
2018,DZA,31.0225320606504
2019,DZA,31.0225320606504
2020,DZA,31.0225320606504
2015,ECU,45.94995638821568
2016,ECU,45.94995638821568
2017,ECU,45.94995638821568
2018,ECU,45.94995638821568
2019,ECU,45.94995638821568
2020,ECU,45.94995638821568
2015,EGY,60.6868329613944
2016,EGY,60.6868329613944
2017,EGY,60.6868329613944
2018,EGY,60.6868329613944
2019,EGY,60.6868329613944
2020,EGY,60.6868329613944
2015,ERI,60.6868329613944
2016,ERI,60.6868329613944
2017,ERI,60.6868329613944
2018,ERI,60.6868329613944
2019,ERI,60.6868329613944
2020,ERI,60.6868329613944
2015,ESP,73.85399066275417
2016,ESP,73.85399066275417
2017,ESP,73.85399066275417
2018,ESP,73.85399066275417
2019,ESP,73.85399066275417
2020,ESP,73.85399066275417
2015,EST,59.51417617008542
2016,EST,59.51417617008542
2017,EST,59.51417617008542
2018,EST,59.51417617008542
2019,EST,59.51417617008542
2020,EST,59.51417617008542
2015,ETH,60.6868329613944
2016,ETH,60.6868329613944
2017,ETH,60.6868329613944
2018,ETH,60.6868329613944
2019,ETH,60.6868329613944
2020,ETH,60.6868329613944
2015,FIN,38.214969248723015
2016,FIN,38.214969248723015
2017,FIN,38.214969248723015
2018,FIN,38.214969248723015
2019,FIN,38.214969248723015
2020,FIN,38.214969248723015
2015,FJI,60.6868329613944
2016,FJI,60.6868329613944
2017,FJI,60.6868329613944
2018,FJI,60.6868329613944
2019,FJI,60.6868329613944
2020,FJI,60.6868329613944
2015,FRA,45.600572419286166
2016,FRA,45.600572419286166
2017,FRA,45.600572419286166
2018,FRA,45.600572419286166
2019,FRA,45.600572419286166
2020,FRA,45.600572419286166
2015,FRO,60.6868329613944
2016,FRO,60.6868329613944
2017,FRO,60.6868329613944
2018,FRO,60.6868329613944
2019,FRO,60.6868329613944
2020,FRO,60.6868329613944
2015,FSM,60.6868329613944
2016,FSM,60.6868329613944
2017,FSM,60.6868329613944
2018,FSM,60.6868329613944
2019,FSM,60.6868329613944
2020,FSM,60.6868329613944
2015,GAB,60.6868329613944
2016,GAB,60.6868329613944
2017,GAB,60.6868329613944
2018,GAB,60.6868329613944
2019,GAB,60.6868329613944
2020,GAB,60.6868329613944
2015,GBR,49.828725369529046
2016,GBR,49.828725369529046
2017,GBR,49.828725369529046
2018,GBR,49.828725369529046
2019,GBR,49.828725369529046
2020,GBR,49.828725369529046
2015,GEO,60.6868329613944
2016,GEO,60.6868329613944
2017,GEO,60.6868329613944
2018,GEO,60.6868329613944
2019,GEO,60.6868329613944
2020,GEO,60.6868329613944
2015,GHA,60.6868329613944
2016,GHA,60.6868329613944
2017,GHA,60.6868329613944
2018,GHA,60.6868329613944
2019,GHA,60.6868329613944
2020,GHA,60.6868329613944
2015,GIB,60.6868329613944
2016,GIB,60.6868329613944
2017,GIB,60.6868329613944
2018,GIB,60.6868329613944
2019,GIB,60.6868329613944
2020,GIB,60.6868329613944
2015,GIN,60.6868329613944
2016,GIN,60.6868329613944
2017,GIN,60.6868329613944
2018,GIN,60.6868329613944
2019,GIN,60.6868329613944
2020,GIN,60.6868329613944
2015,GMB,60.6868329613944
2016,GMB,60.6868329613944
2017,GMB,60.6868329613944
2018,GMB,60.6868329613944
2019,GMB,60.6868329613944
2020,GMB,60.6868329613944
2015,GNB,60.6868329613944
2016,GNB,60.6868329613944
2017,GNB,60.6868329613944
2018,GNB,60.6868329613944
2019,GNB,60.6868329613944
2020,GNB,60.6868329613944
2015,GNQ,60.6868329613944
2016,GNQ,60.6868329613944
2017,GNQ,60.6868329613944
2018,GNQ,60.6868329613944
2019,GNQ,60.6868329613944
2020,GNQ,60.6868329613944
2015,GRC,59.831950189726456
2016,GRC,59.831950189726456
2017,GRC,59.831950189726456
2018,GRC,59.831950189726456
2019,GRC,59.831950189726456
2020,GRC,59.831950189726456
2015,GRD,60.6868329613944
2016,GRD,60.6868329613944
2017,GRD,60.6868329613944
2018,GRD,60.6868329613944
2019,GRD,60.6868329613944
2020,GRD,60.6868329613944
2015,GRL,60.6868329613944
2016,GRL,60.6868329613944
2017,GRL,60.6868329613944
2018,GRL,60.6868329613944
2019,GRL,60.6868329613944
2020,GRL,60.6868329613944
2015,GTM,60.6868329613944
2016,GTM,60.6868329613944
2017,GTM,60.6868329613944
2018,GTM,60.6868329613944
2019,GTM,60.6868329613944
2020,GTM,60.6868329613944
2015,GUM,60.6868329613944
2016,GUM,60.6868329613944
2017,GUM,60.6868329613944
2018,GUM,60.6868329613944
2019,GUM,60.6868329613944
2020,GUM,60.6868329613944
2015,GUY,60.6868329613944
2016,GUY,60.6868329613944
2017,GUY,60.6868329613944
2018,GUY,60.6868329613944
2019,GUY,60.6868329613944
2020,GUY,60.6868329613944
2015,HKG,60.6868329613944
2016,HKG,60.6868329613944
2017,HKG,60.6868329613944
2018,HKG,60.6868329613944
2019,HKG,60.6868329613944
2020,HKG,60.6868329613944
2015,HND,60.6868329613944
2016,HND,60.6868329613944
2017,HND,60.6868329613944
2018,HND,60.6868329613944
2019,HND,60.6868329613944
2020,HND,60.6868329613944
2015,HRV,79.11966115974387
2016,HRV,79.11966115974387
2017,HRV,79.11966115974387
2018,HRV,79.11966115974387
2019,HRV,79.11966115974387
2020,HRV,79.11966115974387
2015,HTI,60.6868329613944
2016,HTI,60.6868329613944
2017,HTI,60.6868329613944
2018,HTI,60.6868329613944
2019,HTI,60.6868329613944
2020,HTI,60.6868329613944
2015,HUN,84.82371011251153
2016,HUN,84.82371011251153
2017,HUN,84.82371011251153
2018,HUN,84.82371011251153
2019,HUN,84.82371011251153
2020,HUN,84.82371011251153
2015,IDN,60.40658108680336
2016,IDN,60.40658108680336
2017,IDN,60.40658108680336
2018,IDN,60.40658108680336
2019,IDN,60.40658108680336
2020,IDN,60.40658108680336
2015,IMN,60.6868329613944
2016,IMN,60.6868329613944
2017,IMN,60.6868329613944
2018,IMN,60.6868329613944
2019,IMN,60.6868329613944
2020,IMN,60.6868329613944
2015,IND,89.36871076902263
2016,IND,89.36871076902263
2017,IND,89.36871076902263
2018,IND,89.36871076902263
2019,IND,89.36871076902263
2020,IND,89.36871076902263
2015,IRL,61.200257298654506
2016,IRL,61.200257298654506
2017,IRL,61.200257298654506
2018,IRL,61.200257298654506
2019,IRL,61.200257298654506
2020,IRL,61.200257298654506
2015,IRN,18.85333605663857
2016,IRN,18.85333605663857
2017,IRN,18.85333605663857
2018,IRN,18.85333605663857
2019,IRN,18.85333605663857
2020,IRN,18.85333605663857
2015,IRQ,60.6868329613944
2016,IRQ,60.6868329613944
2017,IRQ,60.6868329613944
2018,IRQ,60.6868329613944
2019,IRQ,60.6868329613944
2020,IRQ,60.6868329613944
2015,ISL,27.16828345624128
2016,ISL,27.16828345624128
2017,ISL,27.16828345624128
2018,ISL,27.16828345624128
2019,ISL,27.16828345624128
2020,ISL,27.16828345624128
2015,ISR,38.326275646229966
2016,ISR,38.326275646229966
2017,ISR,38.326275646229966
2018,ISR,38.326275646229966
2019,ISR,38.326275646229966
2020,ISR,38.326275646229966
2015,ITA,81.14479021541575
2016,ITA,81.14479021541575
2017,ITA,81.14479021541575
2018,ITA,81.14479021541575
2019,ITA,81.14479021541575
2020,ITA,81.14479021541575
2015,JAM,60.6868329613944
2016,JAM,60.6868329613944
2017,JAM,60.6868329613944
2018,JAM,60.6868329613944
2019,JAM,60.6868329613944
2020,JAM,60.6868329613944
2015,JOR,63.63008245921075
2016,JOR,63.63008245921075
2017,JOR,63.63008245921075
2018,JOR,63.63008245921075
2019,JOR,63.63008245921075
2020,JOR,63.63008245921075
2015,JPN,58.41808605891136
2016,JPN,58.41808605891136
2017,JPN,58.41808605891136
2018,JPN,58.41808605891136
2019,JPN,58.41808605891136
2020,JPN,58.41808605891136
2015,KAZ,37.25513154954066
2016,KAZ,37.25513154954066
2017,KAZ,37.25513154954066
2018,KAZ,37.25513154954066
2019,KAZ,37.25513154954066
2020,KAZ,37.25513154954066
2015,KEN,107.07812313688493
2016,KEN,107.07812313688493
2017,KEN,107.07812313688493
2018,KEN,107.07812313688493
2019,KEN,107.07812313688493
2020,KEN,107.07812313688493
2015,KGZ,11.615708189887425
2016,KGZ,11.615708189887425
2017,KGZ,11.615708189887425
2018,KGZ,11.615708189887425
2019,KGZ,11.615708189887425
2020,KGZ,11.615708189887425
2015,KHM,60.6868329613944
2016,KHM,60.6868329613944
2017,KHM,60.6868329613944
2018,KHM,60.6868329613944
2019,KHM,60.6868329613944
2020,KHM,60.6868329613944
2015,KIR,60.6868329613944
2016,KIR,60.6868329613944
2017,KIR,60.6868329613944
2018,KIR,60.6868329613944
2019,KIR,60.6868329613944
2020,KIR,60.6868329613944
2015,KNA,60.6868329613944
2016,KNA,60.6868329613944
2017,KNA,60.6868329613944
2018,KNA,60.6868329613944
2019,KNA,60.6868329613944
2020,KNA,60.6868329613944
2015,KOR,41.72359325934124
2016,KOR,41.72359325934124
2017,KOR,41.72359325934124
2018,KOR,41.72359325934124
2019,KOR,41.72359325934124
2020,KOR,41.72359325934124
2015,KWT,60.6868329613944
2016,KWT,60.6868329613944
2017,KWT,60.6868329613944
2018,KWT,60.6868329613944
2019,KWT,60.6868329613944
2020,KWT,60.6868329613944
2015,LAO,60.6868329613944
2016,LAO,60.6868329613944
2017,LAO,60.6868329613944
2018,LAO,60.6868329613944
2019,LAO,60.6868329613944
2020,LAO,60.6868329613944
2015,LBN,60.6868329613944
2016,LBN,60.6868329613944
2017,LBN,60.6868329613944
2018,LBN,60.6868329613944
2019,LBN,60.6868329613944
2020,LBN,60.6868329613944
2015,LBR,60.6868329613944
2016,LBR,60.6868329613944
2017,LBR,60.6868329613944
2018,LBR,60.6868329613944
2019,LBR,60.6868329613944
2020,LBR,60.6868329613944
2015,LBY,60.6868329613944
2016,LBY,60.6868329613944
2017,LBY,60.6868329613944
2018,LBY,60.6868329613944
2019,LBY,60.6868329613944
2020,LBY,60.6868329613944
2015,LCA,60.6868329613944
2016,LCA,60.6868329613944
2017,LCA,60.6868329613944
2018,LCA,60.6868329613944
2019,LCA,60.6868329613944
2020,LCA,60.6868329613944
2015,LIE,60.6868329613944
2016,LIE,60.6868329613944
2017,LIE,60.6868329613944
2018,LIE,60.6868329613944
2019,LIE,60.6868329613944
2020,LIE,60.6868329613944
2015,LKA,60.6868329613944
2016,LKA,60.6868329613944
2017,LKA,60.6868329613944
2018,LKA,60.6868329613944
2019,LKA,60.6868329613944
2020,LKA,60.6868329613944
2015,LSO,60.6868329613944
2016,LSO,60.6868329613944
2017,LSO,60.6868329613944
2018,LSO,60.6868329613944
2019,LSO,60.6868329613944
2020,LSO,60.6868329613944
2015,LTU,246.4944633000925
2016,LTU,246.4944633000925
2017,LTU,246.4944633000925
2018,LTU,246.4944633000925
2019,LTU,246.4944633000925
2020,LTU,246.4944633000925
2015,LUX,39.92460081116178
2016,LUX,39.92460081116178
2017,LUX,39.92460081116178
2018,LUX,39.92460081116178
2019,LUX,39.92460081116178
2020,LUX,39.92460081116178
2015,LVA,50.84894640917099
2016,LVA,50.84894640917099
2017,LVA,50.84894640917099
2018,LVA,50.84894640917099
2019,LVA,50.84894640917099
2020,LVA,50.84894640917099
2015,MAC,60.6868329613944
2016,MAC,60.6868329613944
2017,MAC,60.6868329613944
2018,MAC,60.6868329613944
2019,MAC,60.6868329613944
2020,MAC,60.6868329613944
2015,MAF,60.6868329613944
2016,MAF,60.6868329613944
2017,MAF,60.6868329613944
2018,MAF,60.6868329613944
2019,MAF,60.6868329613944
2020,MAF,60.6868329613944
2015,MAR,76.80962402403506
2016,MAR,76.80962402403506
2017,MAR,76.80962402403506
2018,MAR,76.80962402403506
2019,MAR,76.80962402403506
2020,MAR,76.80962402403506
2015,MCO,60.6868329613944
2016,MCO,60.6868329613944
2017,MCO,60.6868329613944
2018,MCO,60.6868329613944
2019,MCO,60.6868329613944
2020,MCO,60.6868329613944
2015,MDA,82.1598667824974
2016,MDA,82.1598667824974
2017,MDA,82.1598667824974
2018,MDA,82.1598667824974
2019,MDA,82.1598667824974
2020,MDA,82.1598667824974
2015,MDG,60.6868329613944
2016,MDG,60.6868329613944
2017,MDG,60.6868329613944
2018,MDG,60.6868329613944
2019,MDG,60.6868329613944
2020,MDG,60.6868329613944
2015,MDV,60.6868329613944
2016,MDV,60.6868329613944
2017,MDV,60.6868329613944
2018,MDV,60.6868329613944
2019,MDV,60.6868329613944
2020,MDV,60.6868329613944
2015,MEX,51.45871980156713
2016,MEX,51.45871980156713
2017,MEX,51.45871980156713
2018,MEX,51.45871980156713
2019,MEX,51.45871980156713
2020,MEX,51.45871980156713
2015,MHL,60.6868329613944
2016,MHL,60.6868329613944
2017,MHL,60.6868329613944
2018,MHL,60.6868329613944
2019,MHL,60.6868329613944
2020,MHL,60.6868329613944
2015,MKD,60.6868329613944
2016,MKD,60.6868329613944
2017,MKD,60.6868329613944
2018,MKD,60.6868329613944
2019,MKD,60.6868329613944
2020,MKD,60.6868329613944
2015,MLI,60.6868329613944
2016,MLI,60.6868329613944
2017,MLI,60.6868329613944
2018,MLI,60.6868329613944
2019,MLI,60.6868329613944
2020,MLI,60.6868329613944
2015,MLT,93.58968344982064
2016,MLT,93.58968344982064
2017,MLT,93.58968344982064
2018,MLT,93.58968344982064
2019,MLT,93.58968344982064
2020,MLT,93.58968344982064
2015,MMR,60.6868329613944
2016,MMR,60.6868329613944
2017,MMR,60.6868329613944
2018,MMR,60.6868329613944
2019,MMR,60.6868329613944
2020,MMR,60.6868329613944
2015,MNE,80.04388533793141
2016,MNE,80.04388533793141
2017,MNE,80.04388533793141
2018,MNE,80.04388533793141
2019,MNE,80.04388533793141
2020,MNE,80.04388533793141
2015,MNG,60.6868329613944
2016,MNG,60.6868329613944
2017,MNG,60.6868329613944
2018,MNG,60.6868329613944
2019,MNG,60.6868329613944
2020,MNG,60.6868329613944
2015,MNP,60.6868329613944
2016,MNP,60.6868329613944
2017,MNP,60.6868329613944
2018,MNP,60.6868329613944
2019,MNP,60.6868329613944
2020,MNP,60.6868329613944
2015,MOZ,60.6868329613944
2016,MOZ,60.6868329613944
2017,MOZ,60.6868329613944
2018,MOZ,60.6868329613944
2019,MOZ,60.6868329613944
2020,MOZ,60.6868329613944
2015,MRT,60.6868329613944
2016,MRT,60.6868329613944
2017,MRT,60.6868329613944
2018,MRT,60.6868329613944
2019,MRT,60.6868329613944
2020,MRT,60.6868329613944
2015,MUS,96.05211814109376
2016,MUS,96.05211814109376
2017,MUS,96.05211814109376
2018,MUS,96.05211814109376
2019,MUS,96.05211814109376
2020,MUS,96.05211814109376
2015,MWI,60.6868329613944
2016,MWI,60.6868329613944
2017,MWI,60.6868329613944
2018,MWI,60.6868329613944
2019,MWI,60.6868329613944
2020,MWI,60.6868329613944
2015,MYS,63.19125566154721
2016,MYS,63.19125566154721
2017,MYS,63.19125566154721
2018,MYS,63.19125566154721
2019,MYS,63.19125566154721
2020,MYS,63.19125566154721
2015,NAM,60.6868329613944
2016,NAM,60.6868329613944
2017,NAM,60.6868329613944
2018,NAM,60.6868329613944
2019,NAM,60.6868329613944
2020,NAM,60.6868329613944
2015,NCL,60.6868329613944
2016,NCL,60.6868329613944
2017,NCL,60.6868329613944
2018,NCL,60.6868329613944
2019,NCL,60.6868329613944
2020,NCL,60.6868329613944
2015,NER,60.6868329613944
2016,NER,60.6868329613944
2017,NER,60.6868329613944
2018,NER,60.6868329613944
2019,NER,60.6868329613944
2020,NER,60.6868329613944
2015,NGA,60.6868329613944
2016,NGA,60.6868329613944
2017,NGA,60.6868329613944
2018,NGA,60.6868329613944
2019,NGA,60.6868329613944
2020,NGA,60.6868329613944
2015,NIC,60.6868329613944
2016,NIC,60.6868329613944
2017,NIC,60.6868329613944
2018,NIC,60.6868329613944
2019,NIC,60.6868329613944
2020,NIC,60.6868329613944
2015,NLD,50.35645076080992
2016,NLD,50.35645076080992
2017,NLD,50.35645076080992
2018,NLD,50.35645076080992
2019,NLD,50.35645076080992
2020,NLD,50.35645076080992
2015,NOR,20.574219511598542
2016,NOR,20.574219511598542
2017,NOR,20.574219511598542
2018,NOR,20.574219511598542
2019,NOR,20.574219511598542
2020,NOR,20.574219511598542
2015,NPL,60.6868329613944
2016,NPL,60.6868329613944
2017,NPL,60.6868329613944
2018,NPL,60.6868329613944
2019,NPL,60.6868329613944
2020,NPL,60.6868329613944
2015,NRU,60.6868329613944
2016,NRU,60.6868329613944
2017,NRU,60.6868329613944
2018,NRU,60.6868329613944
2019,NRU,60.6868329613944
2020,NRU,60.6868329613944
2015,NZL,40.588473811807695
2016,NZL,40.588473811807695
2017,NZL,40.588473811807695
2018,NZL,40.588473811807695
2019,NZL,40.588473811807695
2020,NZL,40.588473811807695
2015,OMN,60.6868329613944
2016,OMN,60.6868329613944
2017,OMN,60.6868329613944
2018,OMN,60.6868329613944
2019,OMN,60.6868329613944
2020,OMN,60.6868329613944
2015,PAK,60.6868329613944
2016,PAK,60.6868329613944
2017,PAK,60.6868329613944
2018,PAK,60.6868329613944
2019,PAK,60.6868329613944
2020,PAK,60.6868329613944
2015,PAN,60.6868329613944
2016,PAN,60.6868329613944
2017,PAN,60.6868329613944
2018,PAN,60.6868329613944
2019,PAN,60.6868329613944
2020,PAN,60.6868329613944
2015,PER,60.6868329613944
2016,PER,60.6868329613944
2017,PER,60.6868329613944
2018,PER,60.6868329613944
2019,PER,60.6868329613944
2020,PER,60.6868329613944
2015,PHL,60.6868329613944
2016,PHL,60.6868329613944
2017,PHL,60.6868329613944
2018,PHL,60.6868329613944
2019,PHL,60.6868329613944
2020,PHL,60.6868329613944
2015,PLW,60.6868329613944
2016,PLW,60.6868329613944
2017,PLW,60.6868329613944
2018,PLW,60.6868329613944
2019,PLW,60.6868329613944
2020,PLW,60.6868329613944
2015,PNG,60.6868329613944
2016,PNG,60.6868329613944
2017,PNG,60.6868329613944
2018,PNG,60.6868329613944
2019,PNG,60.6868329613944
2020,PNG,60.6868329613944
