Year,iso_code3,cost_enfu_fuel_hydrogen_usd_per_mmbtu
2026,CHE,74.31306257
2027,CHE,74.31306257
2028,CHE,74.31306257
2029,CHE,74.31306257
2030,CHE,74.31306257
2031,CHE,74.31306257
2032,CHE,74.31306257
2033,CHE,74.31306257
2034,CHE,74.31306257
2035,CHE,74.31306257
2036,CHE,74.31306257
2037,CHE,74.31306257
2038,CHE,74.31306257
2039,CHE,74.31306257
2040,CHE,74.31306257
2041,CHE,74.31306257
2042,CHE,74.31306257
2043,CHE,74.31306257
2044,CHE,74.31306257
2045,CHE,74.31306257
2046,CHE,74.31306257
2047,CHE,74.31306257
2048,CHE,74.31306257
2049,CHE,74.31306257
2050,CHE,74.31306257
2021,CHL,119.0614981
2022,CHL,119.0614981
2023,CHL,119.0614981
2024,CHL,119.0614981
2025,CHL,119.0614981
2026,CHL,119.0614981
2027,CHL,119.0614981
2028,CHL,119.0614981
2029,CHL,119.0614981
2030,CHL,119.0614981
2031,CHL,119.0614981
2032,CHL,119.0614981
2033,CHL,119.0614981
2034,CHL,119.0614981
2035,CHL,119.0614981
2036,CHL,119.0614981
2037,CHL,119.0614981
2038,CHL,119.0614981
2039,CHL,119.0614981
2040,CHL,119.0614981
2041,CHL,119.0614981
2042,CHL,119.0614981
2043,CHL,119.0614981
2044,CHL,119.0614981
2045,CHL,119.0614981
2046,CHL,119.0614981
2047,CHL,119.0614981
2048,CHL,119.0614981
2049,CHL,119.0614981
2050,CHL,119.0614981
2021,CHN,115.4683212
2022,CHN,115.4683212
2023,CHN,115.4683212
2024,CHN,115.4683212
2025,CHN,115.4683212
2026,CHN,115.4683212
2027,CHN,115.4683212
2028,CHN,115.4683212
2029,CHN,115.4683212
2030,CHN,115.4683212
2031,CHN,115.4683212
2032,CHN,115.4683212
2033,CHN,115.4683212
2034,CHN,115.4683212
2035,CHN,115.4683212
2036,CHN,115.4683212
2037,CHN,115.4683212
2038,CHN,115.4683212
2039,CHN,115.4683212
2040,CHN,115.4683212
2041,CHN,115.4683212
2042,CHN,115.4683212
2043,CHN,115.4683212
2044,CHN,115.4683212
2045,CHN,115.4683212
2046,CHN,115.4683212
2047,CHN,115.4683212
2048,CHN,115.4683212
2049,CHN,115.4683212
2050,CHN,115.4683212
2021,CIV,120.89914942397824
2022,CIV,120.89914942397824
2023,CIV,120.89914942397824
2024,CIV,120.89914942397824
2025,CIV,120.89914942397824
2026,CIV,120.89914942397824
2027,CIV,120.89914942397824
2028,CIV,120.89914942397824
2029,CIV,120.89914942397824
2030,CIV,120.89914942397824
2031,CIV,120.89914942397824
2032,CIV,120.89914942397824
2033,CIV,120.89914942397824
2034,CIV,120.89914942397824
2035,CIV,120.89914942397824
2036,CIV,120.89914942397824
2037,CIV,120.89914942397824
2038,CIV,120.89914942397824
2039,CIV,120.89914942397824
2040,CIV,120.89914942397824
2041,CIV,120.89914942397824
2042,CIV,120.89914942397824
2043,CIV,120.89914942397824
2044,CIV,120.89914942397824
2045,CIV,120.89914942397824
2046,CIV,120.89914942397824
2047,CIV,120.89914942397824
2048,CIV,120.89914942397824
2049,CIV,120.89914942397824
2050,CIV,120.89914942397824
2021,CMR,120.89914942397824
2022,CMR,120.89914942397824
2023,CMR,120.89914942397824
2024,CMR,120.89914942397824
2025,CMR,120.89914942397824
2026,CMR,120.89914942397824
2027,CMR,120.89914942397824
2028,CMR,120.89914942397824
2029,CMR,120.89914942397824
2030,CMR,120.89914942397824
2031,CMR,120.89914942397824
2032,CMR,120.89914942397824
2033,CMR,120.89914942397824
2034,CMR,120.89914942397824
2035,CMR,120.89914942397824
2036,CMR,120.89914942397824
2037,CMR,120.89914942397824
2038,CMR,120.89914942397824
2039,CMR,120.89914942397824
2040,CMR,120.89914942397824
2041,CMR,120.89914942397824
2042,CMR,120.89914942397824
2043,CMR,120.89914942397824
2044,CMR,120.89914942397824
2045,CMR,120.89914942397824
2046,CMR,120.89914942397824
2047,CMR,120.89914942397824
2048,CMR,120.89914942397824
2049,CMR,120.89914942397824
2050,CMR,120.89914942397824
2021,COD,120.89914942397824
2022,COD,120.89914942397824
2023,COD,120.89914942397824
2024,COD,120.89914942397824
2025,COD,120.89914942397824
2026,COD,120.89914942397824
2027,COD,120.89914942397824
2028,COD,120.89914942397824
2029,COD,120.89914942397824
2030,COD,120.89914942397824
2031,COD,120.89914942397824
2032,COD,120.89914942397824
2033,COD,120.89914942397824
2034,COD,120.89914942397824
2035,COD,120.89914942397824
2036,COD,120.89914942397824
2037,COD,120.89914942397824
2038,COD,120.89914942397824
2039,COD,120.89914942397824
2040,COD,120.89914942397824
2041,COD,120.89914942397824
2042,COD,120.89914942397824
2043,COD,120.89914942397824
2044,COD,120.89914942397824
2045,COD,120.89914942397824
2046,COD,120.89914942397824
2047,COD,120.89914942397824
2048,COD,120.89914942397824
2049,COD,120.89914942397824
2050,COD,120.89914942397824
2021,COG,120.89914942397824
2022,COG,120.89914942397824
2023,COG,120.89914942397824
2024,COG,120.89914942397824
2025,COG,120.89914942397824
2026,COG,120.89914942397824
2027,COG,120.89914942397824
2028,COG,120.89914942397824
2029,COG,120.89914942397824
2030,COG,120.89914942397824
2031,COG,120.89914942397824
2032,COG,120.89914942397824
2033,COG,120.89914942397824
2034,COG,120.89914942397824
2035,COG,120.89914942397824
2036,COG,120.89914942397824
2037,COG,120.89914942397824
2038,COG,120.89914942397824
2039,COG,120.89914942397824
2040,COG,120.89914942397824
2041,COG,120.89914942397824
2042,COG,120.89914942397824
2043,COG,120.89914942397824
2044,COG,120.89914942397824
2045,COG,120.89914942397824
2046,COG,120.89914942397824
2047,COG,120.89914942397824
2048,COG,120.89914942397824
2049,COG,120.89914942397824
2050,COG,120.89914942397824
2021,COL,120.8864751
2022,COL,120.8864751
2023,COL,120.8864751
2024,COL,120.8864751
2025,COL,120.8864751
2026,COL,120.8864751
2027,COL,120.8864751
2028,COL,120.8864751
2029,COL,120.8864751
2030,COL,120.8864751
2031,COL,120.8864751
2032,COL,120.8864751
2033,COL,120.8864751
2034,COL,120.8864751
2035,COL,120.8864751
2036,COL,120.8864751
2037,COL,120.8864751
2038,COL,120.8864751
2039,COL,120.8864751
2040,COL,120.8864751
2041,COL,120.8864751
2042,COL,120.8864751
2043,COL,120.8864751
2044,COL,120.8864751
2045,COL,120.8864751
2046,COL,120.8864751
2047,COL,120.8864751
2048,COL,120.8864751
2049,COL,120.8864751
2050,COL,120.8864751
2021,COM,120.89914942397824
2022,COM,120.89914942397824
2023,COM,120.89914942397824
2024,COM,120.89914942397824
2025,COM,120.89914942397824
2026,COM,120.89914942397824
2027,COM,120.89914942397824
2028,COM,120.89914942397824
2029,COM,120.89914942397824
2030,COM,120.89914942397824
2031,COM,120.89914942397824
2032,COM,120.89914942397824
2033,COM,120.89914942397824
2034,COM,120.89914942397824
2035,COM,120.89914942397824
2036,COM,120.89914942397824
2037,COM,120.89914942397824
2038,COM,120.89914942397824
2039,COM,120.89914942397824
2040,COM,120.89914942397824
2041,COM,120.89914942397824
2042,COM,120.89914942397824
2043,COM,120.89914942397824
2044,COM,120.89914942397824
2045,COM,120.89914942397824
2046,COM,120.89914942397824
2047,COM,120.89914942397824
2048,COM,120.89914942397824
2049,COM,120.89914942397824
2050,COM,120.89914942397824
2021,CPV,120.89914942397824
2022,CPV,120.89914942397824
2023,CPV,120.89914942397824
2024,CPV,120.89914942397824
2025,CPV,120.89914942397824
2026,CPV,120.89914942397824
2027,CPV,120.89914942397824
2028,CPV,120.89914942397824
2029,CPV,120.89914942397824
2030,CPV,120.89914942397824
2031,CPV,120.89914942397824
2032,CPV,120.89914942397824
2033,CPV,120.89914942397824
2034,CPV,120.89914942397824
2035,CPV,120.89914942397824
2036,CPV,120.89914942397824
2037,CPV,120.89914942397824
2038,CPV,120.89914942397824
2039,CPV,120.89914942397824
2040,CPV,120.89914942397824
2041,CPV,120.89914942397824
2042,CPV,120.89914942397824
2043,CPV,120.89914942397824
2044,CPV,120.89914942397824
2045,CPV,120.89914942397824
2046,CPV,120.89914942397824
2047,CPV,120.89914942397824
2048,CPV,120.89914942397824
2049,CPV,120.89914942397824
2050,CPV,120.89914942397824
2021,CRI,101.7398595
2022,CRI,101.7398595
2023,CRI,101.7398595
2024,CRI,101.7398595
2025,CRI,101.7398595
2026,CRI,101.7398595
2027,CRI,101.7398595
2028,CRI,101.7398595
2029,CRI,101.7398595
2030,CRI,101.7398595
2031,CRI,101.7398595
2032,CRI,101.7398595
2033,CRI,101.7398595
2034,CRI,101.7398595
2035,CRI,101.7398595
2036,CRI,101.7398595
2037,CRI,101.7398595
2038,CRI,101.7398595
2039,CRI,101.7398595
2040,CRI,101.7398595
2041,CRI,101.7398595
2042,CRI,101.7398595
2043,CRI,101.7398595
2044,CRI,101.7398595
2045,CRI,101.7398595
2046,CRI,101.7398595
2047,CRI,101.7398595
2048,CRI,101.7398595
2049,CRI,101.7398595
2050,CRI,101.7398595
2021,CUB,120.89914942397824
2022,CUB,120.89914942397824
2023,CUB,120.89914942397824
2024,CUB,120.89914942397824
2025,CUB,120.89914942397824
2026,CUB,120.89914942397824
2027,CUB,120.89914942397824
2028,CUB,120.89914942397824
2029,CUB,120.89914942397824
2030,CUB,120.89914942397824
2031,CUB,120.89914942397824
2032,CUB,120.89914942397824
2033,CUB,120.89914942397824
2034,CUB,120.89914942397824
2035,CUB,120.89914942397824
2036,CUB,120.89914942397824
2037,CUB,120.89914942397824
2038,CUB,120.89914942397824
2039,CUB,120.89914942397824
2040,CUB,120.89914942397824
2041,CUB,120.89914942397824
2042,CUB,120.89914942397824
2043,CUB,120.89914942397824
2044,CUB,120.89914942397824
2045,CUB,120.89914942397824
2046,CUB,120.89914942397824
2047,CUB,120.89914942397824
2048,CUB,120.89914942397824
2049,CUB,120.89914942397824
2050,CUB,120.89914942397824
2021,CUW,120.89914942397824
2022,CUW,120.89914942397824
2023,CUW,120.89914942397824
2024,CUW,120.89914942397824
2025,CUW,120.89914942397824
2026,CUW,120.89914942397824
2027,CUW,120.89914942397824
2028,CUW,120.89914942397824
2029,CUW,120.89914942397824
2030,CUW,120.89914942397824
2031,CUW,120.89914942397824
2032,CUW,120.89914942397824
2033,CUW,120.89914942397824
2034,CUW,120.89914942397824
2035,CUW,120.89914942397824
2036,CUW,120.89914942397824
2037,CUW,120.89914942397824
2038,CUW,120.89914942397824
2039,CUW,120.89914942397824
2040,CUW,120.89914942397824
2041,CUW,120.89914942397824
2042,CUW,120.89914942397824
2043,CUW,120.89914942397824
2044,CUW,120.89914942397824
2045,CUW,120.89914942397824
2046,CUW,120.89914942397824
2047,CUW,120.89914942397824
2048,CUW,120.89914942397824
2049,CUW,120.89914942397824
2050,CUW,120.89914942397824
2021,CYM,120.89914942397824
2022,CYM,120.89914942397824
2023,CYM,120.89914942397824
2024,CYM,120.89914942397824
2025,CYM,120.89914942397824
2026,CYM,120.89914942397824
2027,CYM,120.89914942397824
2028,CYM,120.89914942397824
2029,CYM,120.89914942397824
2030,CYM,120.89914942397824
2031,CYM,120.89914942397824
2032,CYM,120.89914942397824
2033,CYM,120.89914942397824
2034,CYM,120.89914942397824
2035,CYM,120.89914942397824
2036,CYM,120.89914942397824
2037,CYM,120.89914942397824
2038,CYM,120.89914942397824
2039,CYM,120.89914942397824
2040,CYM,120.89914942397824
2041,CYM,120.89914942397824
2042,CYM,120.89914942397824
2043,CYM,120.89914942397824
2044,CYM,120.89914942397824
2045,CYM,120.89914942397824
2046,CYM,120.89914942397824
2047,CYM,120.89914942397824
2048,CYM,120.89914942397824
2049,CYM,120.89914942397824
2050,CYM,120.89914942397824
2021,CYP,106.3700868
2022,CYP,106.3700868
2023,CYP,106.3700868
2024,CYP,106.3700868
2025,CYP,106.3700868
2026,CYP,106.3700868
2027,CYP,106.3700868
2028,CYP,106.3700868
2029,CYP,106.3700868
2030,CYP,106.3700868
2031,CYP,106.3700868
2032,CYP,106.3700868
2033,CYP,106.3700868
2034,CYP,106.3700868
2035,CYP,106.3700868
2036,CYP,106.3700868
2037,CYP,106.3700868
2038,CYP,106.3700868
2039,CYP,106.3700868
2040,CYP,106.3700868
2041,CYP,106.3700868
2042,CYP,106.3700868
2043,CYP,106.3700868
2044,CYP,106.3700868
2045,CYP,106.3700868
2046,CYP,106.3700868
2047,CYP,106.3700868
2048,CYP,106.3700868
2049,CYP,106.3700868
2050,CYP,106.3700868
2021,CZE,152.918471
2022,CZE,152.918471
2023,CZE,152.918471
2024,CZE,152.918471
2025,CZE,152.918471
2026,CZE,152.918471
2027,CZE,152.918471
2028,CZE,152.918471
2029,CZE,152.918471
2030,CZE,152.918471
2031,CZE,152.918471
2032,CZE,152.918471
2033,CZE,152.918471
2034,CZE,152.918471
2035,CZE,152.918471
2036,CZE,152.918471
2037,CZE,152.918471
2038,CZE,152.918471
2039,CZE,152.918471
2040,CZE,152.918471
2041,CZE,152.918471
2042,CZE,152.918471
2043,CZE,152.918471
2044,CZE,152.918471
2045,CZE,152.918471
2046,CZE,152.918471
2047,CZE,152.918471
2048,CZE,152.918471
2049,CZE,152.918471
2050,CZE,152.918471
2021,DEU,111.611298
2022,DEU,111.611298
2023,DEU,111.611298
2024,DEU,111.611298
2025,DEU,111.611298
2026,DEU,111.611298
2027,DEU,111.611298
2028,DEU,111.611298
2029,DEU,111.611298
2030,DEU,111.611298
2031,DEU,111.611298
2032,DEU,111.611298
2033,DEU,111.611298
2034,DEU,111.611298
2035,DEU,111.611298
2036,DEU,111.611298
2037,DEU,111.611298
2038,DEU,111.611298
2039,DEU,111.611298
2040,DEU,111.611298
2041,DEU,111.611298
2042,DEU,111.611298
2043,DEU,111.611298
2044,DEU,111.611298
2045,DEU,111.611298
2046,DEU,111.611298
2047,DEU,111.611298
2048,DEU,111.611298
2049,DEU,111.611298
2050,DEU,111.611298
2021,DJI,120.89914942397824
2022,DJI,120.89914942397824
2023,DJI,120.89914942397824
2024,DJI,120.89914942397824
2025,DJI,120.89914942397824
2026,DJI,120.89914942397824
2027,DJI,120.89914942397824
2028,DJI,120.89914942397824
2029,DJI,120.89914942397824
2030,DJI,120.89914942397824
2031,DJI,120.89914942397824
2032,DJI,120.89914942397824
2033,DJI,120.89914942397824
2034,DJI,120.89914942397824
2035,DJI,120.89914942397824
2036,DJI,120.89914942397824
2037,DJI,120.89914942397824
2038,DJI,120.89914942397824
2039,DJI,120.89914942397824
2040,DJI,120.89914942397824
2041,DJI,120.89914942397824
2042,DJI,120.89914942397824
2043,DJI,120.89914942397824
2044,DJI,120.89914942397824
2045,DJI,120.89914942397824
2046,DJI,120.89914942397824
2047,DJI,120.89914942397824
2048,DJI,120.89914942397824
2049,DJI,120.89914942397824
2050,DJI,120.89914942397824
2021,DMA,120.89914942397824
2022,DMA,120.89914942397824
2023,DMA,120.89914942397824
2024,DMA,120.89914942397824
2025,DMA,120.89914942397824
2026,DMA,120.89914942397824
2027,DMA,120.89914942397824
2028,DMA,120.89914942397824
2029,DMA,120.89914942397824
2030,DMA,120.89914942397824
2031,DMA,120.89914942397824
2032,DMA,120.89914942397824
2033,DMA,120.89914942397824
2034,DMA,120.89914942397824
2035,DMA,120.89914942397824
2036,DMA,120.89914942397824
2037,DMA,120.89914942397824
2038,DMA,120.89914942397824
2039,DMA,120.89914942397824
2040,DMA,120.89914942397824
2041,DMA,120.89914942397824
2042,DMA,120.89914942397824
2043,DMA,120.89914942397824
2044,DMA,120.89914942397824
2045,DMA,120.89914942397824
2046,DMA,120.89914942397824
2047,DMA,120.89914942397824
2048,DMA,120.89914942397824
2049,DMA,120.89914942397824
2050,DMA,120.89914942397824
2021,DNK,92.21243678
2022,DNK,92.21243678
2023,DNK,92.21243678
2024,DNK,92.21243678
2025,DNK,92.21243678
2026,DNK,92.21243678
2027,DNK,92.21243678
2028,DNK,92.21243678
2029,DNK,92.21243678
2030,DNK,92.21243678
2031,DNK,92.21243678
2032,DNK,92.21243678
2033,DNK,92.21243678
2034,DNK,92.21243678
2035,DNK,92.21243678
2036,DNK,92.21243678
2037,DNK,92.21243678
2038,DNK,92.21243678
2039,DNK,92.21243678
2040,DNK,92.21243678
2041,DNK,92.21243678
2042,DNK,92.21243678
2043,DNK,92.21243678
2044,DNK,92.21243678
2045,DNK,92.21243678
2046,DNK,92.21243678
2047,DNK,92.21243678
2048,DNK,92.21243678
2049,DNK,92.21243678
2050,DNK,92.21243678
2021,DOM,160.2225503
2022,DOM,160.2225503
2023,DOM,160.2225503
2024,DOM,160.2225503
2025,DOM,160.2225503
2026,DOM,160.2225503
2027,DOM,160.2225503
2028,DOM,160.2225503
2029,DOM,160.2225503
2030,DOM,160.2225503
2031,DOM,160.2225503
2032,DOM,160.2225503
2033,DOM,160.2225503
2034,DOM,160.2225503
2035,DOM,160.2225503
2036,DOM,160.2225503
2037,DOM,160.2225503
2038,DOM,160.2225503
2039,DOM,160.2225503
2040,DOM,160.2225503
2041,DOM,160.2225503
2042,DOM,160.2225503
2043,DOM,160.2225503
2044,DOM,160.2225503
2045,DOM,160.2225503
2046,DOM,160.2225503
2047,DOM,160.2225503
2048,DOM,160.2225503
2049,DOM,160.2225503
2050,DOM,160.2225503
2021,DZA,45.71828043
2022,DZA,45.71828043
2023,DZA,45.71828043
2024,DZA,45.71828043
2025,DZA,45.71828043
2026,DZA,45.71828043
2027,DZA,45.71828043
2028,DZA,45.71828043
2029,DZA,45.71828043
2030,DZA,45.71828043
2031,DZA,45.71828043
2032,DZA,45.71828043
2033,DZA,45.71828043
2034,DZA,45.71828043
2035,DZA,45.71828043
2036,DZA,45.71828043
2037,DZA,45.71828043
2038,DZA,45.71828043
2039,DZA,45.71828043
2040,DZA,45.71828043
2041,DZA,45.71828043
2042,DZA,45.71828043
2043,DZA,45.71828043
2044,DZA,45.71828043
2045,DZA,45.71828043
2046,DZA,45.71828043
2047,DZA,45.71828043
2048,DZA,45.71828043
2049,DZA,45.71828043
2050,DZA,45.71828043
2021,ECU,120.46214
2022,ECU,120.46214
2023,ECU,120.46214
2024,ECU,120.46214
2025,ECU,120.46214
2026,ECU,120.46214
2027,ECU,120.46214
2028,ECU,120.46214
2029,ECU,120.46214
2030,ECU,120.46214
2031,ECU,120.46214
2032,ECU,120.46214
2033,ECU,120.46214
2034,ECU,120.46214
2035,ECU,120.46214
2036,ECU,120.46214
2037,ECU,120.46214
2038,ECU,120.46214
2039,ECU,120.46214
2040,ECU,120.46214
2041,ECU,120.46214
2042,ECU,120.46214
2043,ECU,120.46214
2044,ECU,120.46214
2045,ECU,120.46214
2046,ECU,120.46214
2047,ECU,120.46214
2048,ECU,120.46214
2049,ECU,120.46214
2050,ECU,120.46214
2021,EGY,120.89914942397824
2022,EGY,120.89914942397824
2023,EGY,120.89914942397824
2024,EGY,120.89914942397824
2025,EGY,120.89914942397824
2026,EGY,120.89914942397824
2027,EGY,120.89914942397824
2028,EGY,120.89914942397824
2029,EGY,120.89914942397824
2030,EGY,120.89914942397824
2031,EGY,120.89914942397824
2032,EGY,120.89914942397824
2033,EGY,120.89914942397824
2034,EGY,120.89914942397824
2035,EGY,120.89914942397824
2036,EGY,120.89914942397824
2037,EGY,120.89914942397824
2038,EGY,120.89914942397824
2039,EGY,120.89914942397824
2040,EGY,120.89914942397824
2041,EGY,120.89914942397824
2042,EGY,120.89914942397824
2043,EGY,120.89914942397824
2044,EGY,120.89914942397824
2045,EGY,120.89914942397824
2046,EGY,120.89914942397824
2047,EGY,120.89914942397824
2048,EGY,120.89914942397824
2049,EGY,120.89914942397824
2050,EGY,120.89914942397824
2021,ERI,120.89914942397824
2022,ERI,120.89914942397824
2023,ERI,120.89914942397824
2024,ERI,120.89914942397824
2025,ERI,120.89914942397824
2026,ERI,120.89914942397824
2027,ERI,120.89914942397824
2028,ERI,120.89914942397824
2029,ERI,120.89914942397824
2030,ERI,120.89914942397824
2031,ERI,120.89914942397824
2032,ERI,120.89914942397824
2033,ERI,120.89914942397824
2034,ERI,120.89914942397824
2035,ERI,120.89914942397824
2036,ERI,120.89914942397824
2037,ERI,120.89914942397824
2038,ERI,120.89914942397824
2039,ERI,120.89914942397824
2040,ERI,120.89914942397824
2041,ERI,120.89914942397824
2042,ERI,120.89914942397824
2043,ERI,120.89914942397824
2044,ERI,120.89914942397824
2045,ERI,120.89914942397824
2046,ERI,120.89914942397824
2047,ERI,120.89914942397824
2048,ERI,120.89914942397824
2049,ERI,120.89914942397824
2050,ERI,120.89914942397824
2021,ESP,110.8126021
2022,ESP,110.8126021
2023,ESP,110.8126021
2024,ESP,110.8126021
2025,ESP,110.8126021
2026,ESP,110.8126021
2027,ESP,110.8126021
2028,ESP,110.8126021
2029,ESP,110.8126021
2030,ESP,110.8126021
2031,ESP,110.8126021
2032,ESP,110.8126021
2033,ESP,110.8126021
2034,ESP,110.8126021
2035,ESP,110.8126021
2036,ESP,110.8126021
2037,ESP,110.8126021
2038,ESP,110.8126021
2039,ESP,110.8126021
2040,ESP,110.8126021
2041,ESP,110.8126021
2042,ESP,110.8126021
2043,ESP,110.8126021
2044,ESP,110.8126021
2045,ESP,110.8126021
2046,ESP,110.8126021
2047,ESP,110.8126021
2048,ESP,110.8126021
2049,ESP,110.8126021
2050,ESP,110.8126021
2021,EST,133.5883148
2022,EST,133.5883148
2023,EST,133.5883148
2024,EST,133.5883148
2025,EST,133.5883148
2026,EST,133.5883148
2027,EST,133.5883148
2028,EST,133.5883148
2029,EST,133.5883148
2030,EST,133.5883148
2031,EST,133.5883148
2032,EST,133.5883148
2033,EST,133.5883148
2034,EST,133.5883148
2035,EST,133.5883148
2036,EST,133.5883148
2037,EST,133.5883148
2038,EST,133.5883148
2039,EST,133.5883148
2040,EST,133.5883148
2041,EST,133.5883148
2042,EST,133.5883148
2043,EST,133.5883148
2044,EST,133.5883148
2045,EST,133.5883148
2046,EST,133.5883148
2047,EST,133.5883148
2048,EST,133.5883148
2049,EST,133.5883148
2050,EST,133.5883148
2021,ETH,120.89914942397824
2022,ETH,120.89914942397824
2023,ETH,120.89914942397824
2024,ETH,120.89914942397824
2025,ETH,120.89914942397824
2026,ETH,120.89914942397824
2027,ETH,120.89914942397824
2028,ETH,120.89914942397824
2029,ETH,120.89914942397824
2030,ETH,120.89914942397824
2031,ETH,120.89914942397824
2032,ETH,120.89914942397824
2033,ETH,120.89914942397824
2034,ETH,120.89914942397824
2035,ETH,120.89914942397824
2036,ETH,120.89914942397824
2037,ETH,120.89914942397824
2038,ETH,120.89914942397824
2039,ETH,120.89914942397824
2040,ETH,120.89914942397824
2041,ETH,120.89914942397824
2042,ETH,120.89914942397824
2043,ETH,120.89914942397824
2044,ETH,120.89914942397824
2045,ETH,120.89914942397824
2046,ETH,120.89914942397824
2047,ETH,120.89914942397824
2048,ETH,120.89914942397824
2049,ETH,120.89914942397824
2050,ETH,120.89914942397824
2021,FIN,99.93573935
2022,FIN,99.93573935
2023,FIN,99.93573935
2024,FIN,99.93573935
2025,FIN,99.93573935
2026,FIN,99.93573935
2027,FIN,99.93573935
2028,FIN,99.93573935
2029,FIN,99.93573935
2030,FIN,99.93573935
2031,FIN,99.93573935
2032,FIN,99.93573935
2033,FIN,99.93573935
2034,FIN,99.93573935
2035,FIN,99.93573935
2036,FIN,99.93573935
2037,FIN,99.93573935
2038,FIN,99.93573935
2039,FIN,99.93573935
2040,FIN,99.93573935
2041,FIN,99.93573935
2042,FIN,99.93573935
2043,FIN,99.93573935
2044,FIN,99.93573935
2045,FIN,99.93573935
2046,FIN,99.93573935
2047,FIN,99.93573935
2048,FIN,99.93573935
2049,FIN,99.93573935
2050,FIN,99.93573935
2021,FJI,120.89914942397824
2022,FJI,120.89914942397824
2023,FJI,120.89914942397824
2024,FJI,120.89914942397824
2025,FJI,120.89914942397824
2026,FJI,120.89914942397824
2027,FJI,120.89914942397824
2028,FJI,120.89914942397824
2029,FJI,120.89914942397824
2030,FJI,120.89914942397824
2031,FJI,120.89914942397824
2032,FJI,120.89914942397824
2033,FJI,120.89914942397824
2034,FJI,120.89914942397824
2035,FJI,120.89914942397824
2036,FJI,120.89914942397824
2037,FJI,120.89914942397824
2038,FJI,120.89914942397824
2039,FJI,120.89914942397824
2040,FJI,120.89914942397824
2041,FJI,120.89914942397824
2042,FJI,120.89914942397824
2043,FJI,120.89914942397824
2044,FJI,120.89914942397824
2045,FJI,120.89914942397824
2046,FJI,120.89914942397824
2047,FJI,120.89914942397824
2048,FJI,120.89914942397824
2049,FJI,120.89914942397824
2050,FJI,120.89914942397824
2021,FRA,103.9141892
2022,FRA,103.9141892
2023,FRA,103.9141892
2024,FRA,103.9141892
2025,FRA,103.9141892
2026,FRA,103.9141892
2027,FRA,103.9141892
2028,FRA,103.9141892
2029,FRA,103.9141892
2030,FRA,103.9141892
2031,FRA,103.9141892
2032,FRA,103.9141892
2033,FRA,103.9141892
2034,FRA,103.9141892
2035,FRA,103.9141892
2036,FRA,103.9141892
2037,FRA,103.9141892
2038,FRA,103.9141892
2039,FRA,103.9141892
2040,FRA,103.9141892
2041,FRA,103.9141892
2042,FRA,103.9141892
2043,FRA,103.9141892
2044,FRA,103.9141892
2045,FRA,103.9141892
2046,FRA,103.9141892
2047,FRA,103.9141892
2048,FRA,103.9141892
2049,FRA,103.9141892
2050,FRA,103.9141892
2021,FRO,120.89914942397824
2022,FRO,120.89914942397824
2023,FRO,120.89914942397824
2024,FRO,120.89914942397824
2025,FRO,120.89914942397824
2026,FRO,120.89914942397824
2027,FRO,120.89914942397824
2028,FRO,120.89914942397824
2029,FRO,120.89914942397824
2030,FRO,120.89914942397824
2031,FRO,120.89914942397824
2032,FRO,120.89914942397824
2033,FRO,120.89914942397824
2034,FRO,120.89914942397824
2035,FRO,120.89914942397824
2036,FRO,120.89914942397824
2037,FRO,120.89914942397824
2038,FRO,120.89914942397824
2039,FRO,120.89914942397824
2040,FRO,120.89914942397824
2041,FRO,120.89914942397824
2042,FRO,120.89914942397824
2043,FRO,120.89914942397824
2044,FRO,120.89914942397824
2045,FRO,120.89914942397824
2046,FRO,120.89914942397824
2047,FRO,120.89914942397824
2048,FRO,120.89914942397824
2049,FRO,120.89914942397824
2050,FRO,120.89914942397824
2021,FSM,120.89914942397824
2022,FSM,120.89914942397824
2023,FSM,120.89914942397824
2024,FSM,120.89914942397824
2025,FSM,120.89914942397824
2026,FSM,120.89914942397824
2027,FSM,120.89914942397824
2028,FSM,120.89914942397824
2029,FSM,120.89914942397824
2030,FSM,120.89914942397824
2031,FSM,120.89914942397824
2032,FSM,120.89914942397824
2033,FSM,120.89914942397824
2034,FSM,120.89914942397824
2035,FSM,120.89914942397824
2036,FSM,120.89914942397824
2037,FSM,120.89914942397824
2038,FSM,120.89914942397824
2039,FSM,120.89914942397824
2040,FSM,120.89914942397824
2041,FSM,120.89914942397824
2042,FSM,120.89914942397824
2043,FSM,120.89914942397824
2044,FSM,120.89914942397824
2045,FSM,120.89914942397824
2046,FSM,120.89914942397824
2047,FSM,120.89914942397824
2048,FSM,120.89914942397824
2049,FSM,120.89914942397824
2050,FSM,120.89914942397824
2021,GAB,120.89914942397824
2022,GAB,120.89914942397824
2023,GAB,120.89914942397824
2024,GAB,120.89914942397824
2025,GAB,120.89914942397824
2026,GAB,120.89914942397824
2027,GAB,120.89914942397824
2028,GAB,120.89914942397824
2029,GAB,120.89914942397824
2030,GAB,120.89914942397824
2031,GAB,120.89914942397824
2032,GAB,120.89914942397824
2033,GAB,120.89914942397824
2034,GAB,120.89914942397824
2035,GAB,120.89914942397824
2036,GAB,120.89914942397824
2037,GAB,120.89914942397824
2038,GAB,120.89914942397824
2039,GAB,120.89914942397824
2040,GAB,120.89914942397824
2041,GAB,120.89914942397824
2042,GAB,120.89914942397824
2043,GAB,120.89914942397824
2044,GAB,120.89914942397824
2045,GAB,120.89914942397824
