"iso_code3","frac_waso_initial_composition_mun_other","Year"
"CHI",0.0358342997366015,2049
"CHI",0.0358342997366015,2050
"CHL",0.032,2021
"CHL",0.032,2022
"CHL",0.032,2023
"CHL",0.032,2024
"CHL",0.032,2025
"CHL",0.032,2026
"CHL",0.032,2027
"CHL",0.032,2028
"CHL",0.032,2029
"CHL",0.032,2030
"CHL",0.032,2031
"CHL",0.032,2032
"CHL",0.032,2033
"CHL",0.032,2034
"CHL",0.032,2035
"CHL",0.032,2036
"CHL",0.032,2037
"CHL",0.032,2038
"CHL",0.032,2039
"CHL",0.032,2040
"CHL",0.032,2041
"CHL",0.032,2042
"CHL",0.032,2043
"CHL",0.032,2044
"CHL",0.032,2045
"CHL",0.032,2046
"CHL",0.032,2047
"CHL",0.032,2048
"CHL",0.032,2049
"CHL",0.032,2050
"CHN",0.0262,2021
"CHN",0.0262,2022
"CHN",0.0262,2023
"CHN",0.0262,2024
"CHN",0.0262,2025
"CHN",0.0262,2026
"CHN",0.0262,2027
"CHN",0.0262,2028
"CHN",0.0262,2029
"CHN",0.0262,2030
"CHN",0.0262,2031
"CHN",0.0262,2032
"CHN",0.0262,2033
"CHN",0.0262,2034
"CHN",0.0262,2035
"CHN",0.0262,2036
"CHN",0.0262,2037
"CHN",0.0262,2038
"CHN",0.0262,2039
"CHN",0.0262,2040
"CHN",0.0262,2041
"CHN",0.0262,2042
"CHN",0.0262,2043
"CHN",0.0262,2044
"CHN",0.0262,2045
"CHN",0.0262,2046
"CHN",0.0262,2047
"CHN",0.0262,2048
"CHN",0.0262,2049
"CHN",0.0262,2050
"CIV",0.0387458770434929,2021
"CIV",0.0387458770434929,2022
"CIV",0.0387458770434929,2023
"CIV",0.0387458770434929,2024
"CIV",0.0387458770434929,2025
"CIV",0.0387458770434929,2026
"CIV",0.0387458770434929,2027
"CIV",0.0387458770434929,2028
"CIV",0.0387458770434929,2029
"CIV",0.0387458770434929,2030
"CIV",0.0387458770434929,2031
"CIV",0.0387458770434929,2032
"CIV",0.0387458770434929,2033
"CIV",0.0387458770434929,2034
"CIV",0.0387458770434929,2035
"CIV",0.0387458770434929,2036
"CIV",0.0387458770434929,2037
"CIV",0.0387458770434929,2038
"CIV",0.0387458770434929,2039
"CIV",0.0387458770434929,2040
"CIV",0.0387458770434929,2041
"CIV",0.0387458770434929,2042
"CIV",0.0387458770434929,2043
"CIV",0.0387458770434929,2044
"CIV",0.0387458770434929,2045
"CIV",0.0387458770434929,2046
"CIV",0.0387458770434929,2047
"CIV",0.0387458770434929,2048
"CIV",0.0387458770434929,2049
"CIV",0.0387458770434929,2050
"CMR",0.0208,2021
"CMR",0.0208,2022
"CMR",0.0208,2023
"CMR",0.0208,2024
"CMR",0.0208,2025
"CMR",0.0208,2026
"CMR",0.0208,2027
"CMR",0.0208,2028
"CMR",0.0208,2029
"CMR",0.0208,2030
"CMR",0.0208,2031
"CMR",0.0208,2032
"CMR",0.0208,2033
"CMR",0.0208,2034
"CMR",0.0208,2035
"CMR",0.0208,2036
"CMR",0.0208,2037
"CMR",0.0208,2038
"CMR",0.0208,2039
"CMR",0.0208,2040
"CMR",0.0208,2041
"CMR",0.0208,2042
"CMR",0.0208,2043
"CMR",0.0208,2044
"CMR",0.0208,2045
"CMR",0.0208,2046
"CMR",0.0208,2047
"CMR",0.0208,2048
"CMR",0.0208,2049
"CMR",0.0208,2050
"COD",0.0377730962348674,2021
"COD",0.0377730962348674,2022
"COD",0.0377730962348674,2023
"COD",0.0377730962348674,2024
"COD",0.0377730962348674,2025
"COD",0.0377730962348674,2026
"COD",0.0377730962348674,2027
"COD",0.0377730962348674,2028
"COD",0.0377730962348674,2029
"COD",0.0377730962348674,2030
"COD",0.0377730962348674,2031
"COD",0.0377730962348674,2032
"COD",0.0377730962348674,2033
"COD",0.0377730962348674,2034
"COD",0.0377730962348674,2035
"COD",0.0377730962348674,2036
"COD",0.0377730962348674,2037
"COD",0.0377730962348674,2038
"COD",0.0377730962348674,2039
"COD",0.0377730962348674,2040
"COD",0.0377730962348674,2041
"COD",0.0377730962348674,2042
"COD",0.0377730962348674,2043
"COD",0.0377730962348674,2044
"COD",0.0377730962348674,2045
"COD",0.0377730962348674,2046
"COD",0.0377730962348674,2047
"COD",0.0377730962348674,2048
"COD",0.0377730962348674,2049
"COD",0.0377730962348674,2050
"COG",0.0390075215298822,2021
"COG",0.0390075215298822,2022
"COG",0.0390075215298822,2023
"COG",0.0390075215298822,2024
"COG",0.0390075215298822,2025
"COG",0.0390075215298822,2026
"COG",0.0390075215298822,2027
"COG",0.0390075215298822,2028
"COG",0.0390075215298822,2029
"COG",0.0390075215298822,2030
"COG",0.0390075215298822,2031
"COG",0.0390075215298822,2032
"COG",0.0390075215298822,2033
"COG",0.0390075215298822,2034
"COG",0.0390075215298822,2035
"COG",0.0390075215298822,2036
"COG",0.0390075215298822,2037
"COG",0.0390075215298822,2038
"COG",0.0390075215298822,2039
"COG",0.0390075215298822,2040
"COG",0.0390075215298822,2041
"COG",0.0390075215298822,2042
"COG",0.0390075215298822,2043
"COG",0.0390075215298822,2044
"COG",0.0390075215298822,2045
"COG",0.0390075215298822,2046
"COG",0.0390075215298822,2047
"COG",0.0390075215298822,2048
"COG",0.0390075215298822,2049
"COG",0.0390075215298822,2050
"COL",0.03148,2021
"COL",0.03148,2022
"COL",0.03148,2023
"COL",0.03148,2024
"COL",0.03148,2025
"COL",0.03148,2026
"COL",0.03148,2027
"COL",0.03148,2028
"COL",0.03148,2029
"COL",0.03148,2030
"COL",0.03148,2031
"COL",0.03148,2032
"COL",0.03148,2033
"COL",0.03148,2034
"COL",0.03148,2035
"COL",0.03148,2036
"COL",0.03148,2037
"COL",0.03148,2038
"COL",0.03148,2039
"COL",0.03148,2040
"COL",0.03148,2041
"COL",0.03148,2042
"COL",0.03148,2043
"COL",0.03148,2044
"COL",0.03148,2045
"COL",0.03148,2046
"COL",0.03148,2047
"COL",0.03148,2048
"COL",0.03148,2049
"COL",0.03148,2050
"COM",0.044,2021
"COM",0.044,2022
"COM",0.044,2023
"COM",0.044,2024
"COM",0.044,2025
"COM",0.044,2026
"COM",0.044,2027
"COM",0.044,2028
"COM",0.044,2029
"COM",0.044,2030
"COM",0.044,2031
"COM",0.044,2032
"COM",0.044,2033
"COM",0.044,2034
"COM",0.044,2035
"COM",0.044,2036
"COM",0.044,2037
"COM",0.044,2038
"COM",0.044,2039
"COM",0.044,2040
"COM",0.044,2041
"COM",0.044,2042
"COM",0.044,2043
"COM",0.044,2044
"COM",0.044,2045
"COM",0.044,2046
"COM",0.044,2047
"COM",0.044,2048
"COM",0.044,2049
"COM",0.044,2050
"CPV",0.0389382660215095,2021
"CPV",0.0389382660215095,2022
"CPV",0.0389382660215095,2023
"CPV",0.0389382660215095,2024
"CPV",0.0389382660215095,2025
"CPV",0.0389382660215095,2026
"CPV",0.0389382660215095,2027
"CPV",0.0389382660215095,2028
"CPV",0.0389382660215095,2029
"CPV",0.0389382660215095,2030
"CPV",0.0389382660215095,2031
"CPV",0.0389382660215095,2032
"CPV",0.0389382660215095,2033
"CPV",0.0389382660215095,2034
"CPV",0.0389382660215095,2035
"CPV",0.0389382660215095,2036
"CPV",0.0389382660215095,2037
"CPV",0.0389382660215095,2038
"CPV",0.0389382660215095,2039
"CPV",0.0389382660215095,2040
"CPV",0.0389382660215095,2041
"CPV",0.0389382660215095,2042
"CPV",0.0389382660215095,2043
"CPV",0.0389382660215095,2044
"CPV",0.0389382660215095,2045
"CPV",0.0389382660215095,2046
"CPV",0.0389382660215095,2047
"CPV",0.0389382660215095,2048
"CPV",0.0389382660215095,2049
"CPV",0.0389382660215095,2050
"CRI",0.014,2021
"CRI",0.014,2022
"CRI",0.014,2023
"CRI",0.014,2024
"CRI",0.014,2025
"CRI",0.014,2026
"CRI",0.014,2027
"CRI",0.014,2028
"CRI",0.014,2029
"CRI",0.014,2030
"CRI",0.014,2031
"CRI",0.014,2032
"CRI",0.014,2033
"CRI",0.014,2034
"CRI",0.014,2035
"CRI",0.014,2036
"CRI",0.014,2037
"CRI",0.014,2038
"CRI",0.014,2039
"CRI",0.014,2040
"CRI",0.014,2041
"CRI",0.014,2042
"CRI",0.014,2043
"CRI",0.014,2044
"CRI",0.014,2045
"CRI",0.014,2046
"CRI",0.014,2047
"CRI",0.014,2048
"CRI",0.014,2049
"CRI",0.014,2050
"CUB",0.006,2021
"CUB",0.006,2022
"CUB",0.006,2023
"CUB",0.006,2024
"CUB",0.006,2025
"CUB",0.006,2026
"CUB",0.006,2027
"CUB",0.006,2028
"CUB",0.006,2029
"CUB",0.006,2030
"CUB",0.006,2031
"CUB",0.006,2032
"CUB",0.006,2033
"CUB",0.006,2034
"CUB",0.006,2035
"CUB",0.006,2036
"CUB",0.006,2037
"CUB",0.006,2038
"CUB",0.006,2039
"CUB",0.006,2040
"CUB",0.006,2041
"CUB",0.006,2042
"CUB",0.006,2043
"CUB",0.006,2044
"CUB",0.006,2045
"CUB",0.006,2046
"CUB",0.006,2047
"CUB",0.006,2048
"CUB",0.006,2049
"CUB",0.006,2050
"CUW",0.0373135795480841,2021
"CUW",0.0373135795480841,2022
"CUW",0.0373135795480841,2023
"CUW",0.0373135795480841,2024
"CUW",0.0373135795480841,2025
"CUW",0.0373135795480841,2026
"CUW",0.0373135795480841,2027
"CUW",0.0373135795480841,2028
"CUW",0.0373135795480841,2029
"CUW",0.0373135795480841,2030
"CUW",0.0373135795480841,2031
"CUW",0.0373135795480841,2032
"CUW",0.0373135795480841,2033
"CUW",0.0373135795480841,2034
"CUW",0.0373135795480841,2035
"CUW",0.0373135795480841,2036
"CUW",0.0373135795480841,2037
"CUW",0.0373135795480841,2038
"CUW",0.0373135795480841,2039
"CUW",0.0373135795480841,2040
"CUW",0.0373135795480841,2041
"CUW",0.0373135795480841,2042
"CUW",0.0373135795480841,2043
"CUW",0.0373135795480841,2044
"CUW",0.0373135795480841,2045
"CUW",0.0373135795480841,2046
"CUW",0.0373135795480841,2047
"CUW",0.0373135795480841,2048
"CUW",0.0373135795480841,2049
"CUW",0.0373135795480841,2050
"CYM",0.0228,2021
"CYM",0.0228,2022
"CYM",0.0228,2023
"CYM",0.0228,2024
"CYM",0.0228,2025
"CYM",0.0228,2026
"CYM",0.0228,2027
"CYM",0.0228,2028
"CYM",0.0228,2029
"CYM",0.0228,2030
"CYM",0.0228,2031
"CYM",0.0228,2032
"CYM",0.0228,2033
"CYM",0.0228,2034
"CYM",0.0228,2035
"CYM",0.0228,2036
"CYM",0.0228,2037
"CYM",0.0228,2038
"CYM",0.0228,2039
"CYM",0.0228,2040
"CYM",0.0228,2041
"CYM",0.0228,2042
"CYM",0.0228,2043
"CYM",0.0228,2044
"CYM",0.0228,2045
"CYM",0.0228,2046
"CYM",0.0228,2047
"CYM",0.0228,2048
"CYM",0.0228,2049
"CYM",0.0228,2050
"CYP",0.02014,2021
"CYP",0.02014,2022
"CYP",0.02014,2023
"CYP",0.02014,2024
"CYP",0.02014,2025
"CYP",0.02014,2026
"CYP",0.02014,2027
"CYP",0.02014,2028
"CYP",0.02014,2029
"CYP",0.02014,2030
"CYP",0.02014,2031
"CYP",0.02014,2032
"CYP",0.02014,2033
"CYP",0.02014,2034
"CYP",0.02014,2035
"CYP",0.02014,2036
"CYP",0.02014,2037
"CYP",0.02014,2038
"CYP",0.02014,2039
"CYP",0.02014,2040
"CYP",0.02014,2041
"CYP",0.02014,2042
"CYP",0.02014,2043
"CYP",0.02014,2044
"CYP",0.02014,2045
"CYP",0.02014,2046
"CYP",0.02014,2047
"CYP",0.02014,2048
"CYP",0.02014,2049
"CYP",0.02014,2050
"CZE",0.0298,2021
"CZE",0.0298,2022
"CZE",0.0298,2023
"CZE",0.0298,2024
"CZE",0.0298,2025
"CZE",0.0298,2026
"CZE",0.0298,2027
"CZE",0.0298,2028
"CZE",0.0298,2029
"CZE",0.0298,2030
"CZE",0.0298,2031
"CZE",0.0298,2032
"CZE",0.0298,2033
"CZE",0.0298,2034
"CZE",0.0298,2035
"CZE",0.0298,2036
"CZE",0.0298,2037
"CZE",0.0298,2038
"CZE",0.0298,2039
"CZE",0.0298,2040
"CZE",0.0298,2041
"CZE",0.0298,2042
"CZE",0.0298,2043
"CZE",0.0298,2044
"CZE",0.0298,2045
"CZE",0.0298,2046
"CZE",0.0298,2047
"CZE",0.0298,2048
"CZE",0.0298,2049
"CZE",0.0298,2050
"DEU",0.0354,2021
"DEU",0.0354,2022
"DEU",0.0354,2023
"DEU",0.0354,2024
"DEU",0.0354,2025
"DEU",0.0354,2026
"DEU",0.0354,2027
"DEU",0.0354,2028
"DEU",0.0354,2029
"DEU",0.0354,2030
"DEU",0.0354,2031
"DEU",0.0354,2032
"DEU",0.0354,2033
"DEU",0.0354,2034
"DEU",0.0354,2035
"DEU",0.0354,2036
"DEU",0.0354,2037
"DEU",0.0354,2038
"DEU",0.0354,2039
"DEU",0.0354,2040
"DEU",0.0354,2041
"DEU",0.0354,2042
"DEU",0.0354,2043
"DEU",0.0354,2044
"DEU",0.0354,2045
"DEU",0.0354,2046
"DEU",0.0354,2047
"DEU",0.0354,2048
"DEU",0.0354,2049
"DEU",0.0354,2050
"DJI",0.0389148436026262,2021
"DJI",0.0389148436026262,2022
"DJI",0.0389148436026262,2023
"DJI",0.0389148436026262,2024
"DJI",0.0389148436026262,2025
"DJI",0.0389148436026262,2026
"DJI",0.0389148436026262,2027
"DJI",0.0389148436026262,2028
"DJI",0.0389148436026262,2029
"DJI",0.0389148436026262,2030
"DJI",0.0389148436026262,2031
"DJI",0.0389148436026262,2032
"DJI",0.0389148436026262,2033
"DJI",0.0389148436026262,2034
"DJI",0.0389148436026262,2035
"DJI",0.0389148436026262,2036
"DJI",0.0389148436026262,2037
"DJI",0.0389148436026262,2038
"DJI",0.0389148436026262,2039
"DJI",0.0389148436026262,2040
"DJI",0.0389148436026262,2041
"DJI",0.0389148436026262,2042
"DJI",0.0389148436026262,2043
"DJI",0.0389148436026262,2044
"DJI",0.0389148436026262,2045
"DJI",0.0389148436026262,2046
"DJI",0.0389148436026262,2047
"DJI",0.0389148436026262,2048
"DJI",0.0389148436026262,2049
"DJI",0.0389148436026262,2050
"DMA",0.028,2021
"DMA",0.028,2022
"DMA",0.028,2023
"DMA",0.028,2024
"DMA",0.028,2025
"DMA",0.028,2026
"DMA",0.028,2027
"DMA",0.028,2028
"DMA",0.028,2029
"DMA",0.028,2030
"DMA",0.028,2031
"DMA",0.028,2032
"DMA",0.028,2033
"DMA",0.028,2034
"DMA",0.028,2035
"DMA",0.028,2036
"DMA",0.028,2037
"DMA",0.028,2038
"DMA",0.028,2039
"DMA",0.028,2040
"DMA",0.028,2041
"DMA",0.028,2042
"DMA",0.028,2043
"DMA",0.028,2044
"DMA",0.028,2045
"DMA",0.028,2046
"DMA",0.028,2047
"DMA",0.028,2048
"DMA",0.028,2049
"DMA",0.028,2050
"DNK",0.04772,2021
"DNK",0.04772,2022
"DNK",0.04772,2023
"DNK",0.04772,2024
"DNK",0.04772,2025
"DNK",0.04772,2026
"DNK",0.04772,2027
"DNK",0.04772,2028
"DNK",0.04772,2029
"DNK",0.04772,2030
"DNK",0.04772,2031
"DNK",0.04772,2032
"DNK",0.04772,2033
"DNK",0.04772,2034
"DNK",0.04772,2035
"DNK",0.04772,2036
"DNK",0.04772,2037
"DNK",0.04772,2038
"DNK",0.04772,2039
"DNK",0.04772,2040
"DNK",0.04772,2041
"DNK",0.04772,2042
"DNK",0.04772,2043
"DNK",0.04772,2044
"DNK",0.04772,2045
"DNK",0.04772,2046
"DNK",0.04772,2047
"DNK",0.04772,2048
"DNK",0.04772,2049
"DNK",0.04772,2050
"DOM",0.02,2021
"DOM",0.02,2022
"DOM",0.02,2023
"DOM",0.02,2024
"DOM",0.02,2025
"DOM",0.02,2026
"DOM",0.02,2027
"DOM",0.02,2028
"DOM",0.02,2029
"DOM",0.02,2030
"DOM",0.02,2031
"DOM",0.02,2032
"DOM",0.02,2033
"DOM",0.02,2034
"DOM",0.02,2035
"DOM",0.02,2036
"DOM",0.02,2037
"DOM",0.02,2038
"DOM",0.02,2039
"DOM",0.02,2040
"DOM",0.02,2041
"DOM",0.02,2042
"DOM",0.02,2043
"DOM",0.02,2044
"DOM",0.02,2045
"DOM",0.02,2046
"DOM",0.02,2047
"DOM",0.02,2048
"DOM",0.02,2049
"DOM",0.02,2050
"DZA",0.0016,2021
"DZA",0.0016,2022
"DZA",0.0016,2023
"DZA",0.0016,2024
"DZA",0.0016,2025
"DZA",0.0016,2026
"DZA",0.0016,2027
"DZA",0.0016,2028
"DZA",0.0016,2029
"DZA",0.0016,2030
"DZA",0.0016,2031
"DZA",0.0016,2032
"DZA",0.0016,2033
"DZA",0.0016,2034
"DZA",0.0016,2035
"DZA",0.0016,2036
"DZA",0.0016,2037
"DZA",0.0016,2038
"DZA",0.0016,2039
"DZA",0.0016,2040
"DZA",0.0016,2041
"DZA",0.0016,2042
"DZA",0.0016,2043
"DZA",0.0016,2044
"DZA",0.0016,2045
"DZA",0.0016,2046
"DZA",0.0016,2047
"DZA",0.0016,2048
"DZA",0.0016,2049
"DZA",0.0016,2050
"ECU",0.02756,2021
"ECU",0.02756,2022
"ECU",0.02756,2023
"ECU",0.02756,2024
"ECU",0.02756,2025
"ECU",0.02756,2026
"ECU",0.02756,2027
"ECU",0.02756,2028
"ECU",0.02756,2029
"ECU",0.02756,2030
"ECU",0.02756,2031
"ECU",0.02756,2032
"ECU",0.02756,2033
"ECU",0.02756,2034
"ECU",0.02756,2035
"ECU",0.02756,2036
"ECU",0.02756,2037
"ECU",0.02756,2038
"ECU",0.02756,2039
"ECU",0.02756,2040
"ECU",0.02756,2041
"ECU",0.02756,2042
"ECU",0.02756,2043
"ECU",0.02756,2044
"ECU",0.02756,2045
"ECU",0.02756,2046
"ECU",0.02756,2047
"ECU",0.02756,2048
"ECU",0.02756,2049
"ECU",0.02756,2050
"EGY",0.03,2021
"EGY",0.03,2022
"EGY",0.03,2023
"EGY",0.03,2024
"EGY",0.03,2025
"EGY",0.03,2026
"EGY",0.03,2027
"EGY",0.03,2028
"EGY",0.03,2029
"EGY",0.03,2030
"EGY",0.03,2031
"EGY",0.03,2032
"EGY",0.03,2033
"EGY",0.03,2034
"EGY",0.03,2035
"EGY",0.03,2036
"EGY",0.03,2037
"EGY",0.03,2038
"EGY",0.03,2039
"EGY",0.03,2040
"EGY",0.03,2041
"EGY",0.03,2042
"EGY",0.03,2043
"EGY",0.03,2044
"EGY",0.03,2045
"EGY",0.03,2046
"EGY",0.03,2047
"EGY",0.03,2048
"EGY",0.03,2049
"EGY",0.03,2050
"ERI",0.0392165318016381,2021
"ERI",0.0392165318016381,2022
"ERI",0.0392165318016381,2023
"ERI",0.0392165318016381,2024
"ERI",0.0392165318016381,2025
"ERI",0.0392165318016381,2026
"ERI",0.0392165318016381,2027
"ERI",0.0392165318016381,2028
"ERI",0.0392165318016381,2029
"ERI",0.0392165318016381,2030
"ERI",0.0392165318016381,2031
"ERI",0.0392165318016381,2032
"ERI",0.0392165318016381,2033
"ERI",0.0392165318016381,2034
"ERI",0.0392165318016381,2035
"ERI",0.0392165318016381,2036
"ERI",0.0392165318016381,2037
"ERI",0.0392165318016381,2038
"ERI",0.0392165318016381,2039
"ERI",0.0392165318016381,2040
"ERI",0.0392165318016381,2041
"ERI",0.0392165318016381,2042
"ERI",0.0392165318016381,2043
"ERI",0.0392165318016381,2044
"ERI",0.0392165318016381,2045
"ERI",0.0392165318016381,2046
"ERI",0.0392165318016381,2047
"ERI",0.0392165318016381,2048
"ERI",0.0392165318016381,2049
"ERI",0.0392165318016381,2050
"ESP",0.028,2021
"ESP",0.028,2022
"ESP",0.028,2023
"ESP",0.028,2024
"ESP",0.028,2025
"ESP",0.028,2026
"ESP",0.028,2027
"ESP",0.028,2028
"ESP",0.028,2029
"ESP",0.028,2030
"ESP",0.028,2031
"ESP",0.028,2032
"ESP",0.028,2033
"ESP",0.028,2034
"ESP",0.028,2035
"ESP",0.028,2036
"ESP",0.028,2037
"ESP",0.028,2038
"ESP",0.028,2039
"ESP",0.028,2040
"ESP",0.028,2041
"ESP",0.028,2042
"ESP",0.028,2043
"ESP",0.028,2044
"ESP",0.028,2045
"ESP",0.028,2046
"ESP",0.028,2047
"ESP",0.028,2048
"ESP",0.028,2049
"ESP",0.028,2050
"EST",0.0318,2021
"EST",0.0318,2022
"EST",0.0318,2023
"EST",0.0318,2024
"EST",0.0318,2025
"EST",0.0318,2026
"EST",0.0318,2027
"EST",0.0318,2028
"EST",0.0318,2029
"EST",0.0318,2030
"EST",0.0318,2031
"EST",0.0318,2032
"EST",0.0318,2033
"EST",0.0318,2034
"EST",0.0318,2035
"EST",0.0318,2036
"EST",0.0318,2037
"EST",0.0318,2038
"EST",0.0318,2039
"EST",0.0318,2040
"EST",0.0318,2041
"EST",0.0318,2042
"EST",0.0318,2043
"EST",0.0318,2044
"EST",0.0318,2045
"EST",0.0318,2046
"EST",0.0318,2047
"EST",0.0318,2048
"EST",0.0318,2049
"EST",0.0318,2050
"ETH",0.0088,2021
"ETH",0.0088,2022
"ETH",0.0088,2023
"ETH",0.0088,2024
"ETH",0.0088,2025
"ETH",0.0088,2026
"ETH",0.0088,2027
"ETH",0.0088,2028
"ETH",0.0088,2029
"ETH",0.0088,2030
"ETH",0.0088,2031
"ETH",0.0088,2032
"ETH",0.0088,2033
"ETH",0.0088,2034
"ETH",0.0088,2035
"ETH",0.0088,2036
"ETH",0.0088,2037
"ETH",0.0088,2038
"ETH",0.0088,2039
"ETH",0.0088,2040
"ETH",0.0088,2041
"ETH",0.0088,2042
"ETH",0.0088,2043
"ETH",0.0088,2044
"ETH",0.0088,2045
"ETH",0.0088,2046
"ETH",0.0088,2047
"ETH",0.0088,2048
"ETH",0.0088,2049
"ETH",0.0088,2050
"FIN",0.02626,2021
"FIN",0.02626,2022
"FIN",0.02626,2023
"FIN",0.02626,2024
"FIN",0.02626,2025
"FIN",0.02626,2026
"FIN",0.02626,2027
"FIN",0.02626,2028
"FIN",0.02626,2029
"FIN",0.02626,2030
"FIN",0.02626,2031
"FIN",0.02626,2032
"FIN",0.02626,2033
"FIN",0.02626,2034
"FIN",0.02626,2035
"FIN",0.02626,2036
"FIN",0.02626,2037
"FIN",0.02626,2038
"FIN",0.02626,2039
"FIN",0.02626,2040
"FIN",0.02626,2041
"FIN",0.02626,2042
"FIN",0.02626,2043
"FIN",0.02626,2044
"FIN",0.02626,2045
"FIN",0.02626,2046
"FIN",0.02626,2047
"FIN",0.02626,2048
"FIN",0.02626,2049
"FIN",0.02626,2050
"FJI",0.007,2021
"FJI",0.007,2022
"FJI",0.007,2023
"FJI",0.007,2024
"FJI",0.007,2025
"FJI",0.007,2026
"FJI",0.007,2027
"FJI",0.007,2028
"FJI",0.007,2029
"FJI",0.007,2030
"FJI",0.007,2031
"FJI",0.007,2032
"FJI",0.007,2033
"FJI",0.007,2034
"FJI",0.007,2035
"FJI",0.007,2036
"FJI",0.007,2037
"FJI",0.007,2038
"FJI",0.007,2039
"FJI",0.007,2040
"FJI",0.007,2041
"FJI",0.007,2042
"FJI",0.007,2043
"FJI",0.007,2044
"FJI",0.007,2045
"FJI",0.007,2046
"FJI",0.007,2047
"FJI",0.007,2048
"FJI",0.007,2049
"FJI",0.007,2050
"FRA",0.052,2021
"FRA",0.052,2022
"FRA",0.052,2023
"FRA",0.052,2024
"FRA",0.052,2025
"FRA",0.052,2026
"FRA",0.052,2027
"FRA",0.052,2028
"FRA",0.052,2029
"FRA",0.052,2030
"FRA",0.052,2031
"FRA",0.052,2032
"FRA",0.052,2033
"FRA",0.052,2034
"FRA",0.052,2035
"FRA",0.052,2036
"FRA",0.052,2037
"FRA",0.052,2038
"FRA",0.052,2039
"FRA",0.052,2040
"FRA",0.052,2041
"FRA",0.052,2042
"FRA",0.052,2043
"FRA",0.052,2044
"FRA",0.052,2045
"FRA",0.052,2046
"FRA",0.052,2047
"FRA",0.052,2048
"FRA",0.052,2049
"FRA",0.052,2050
"FRO",0.0360117589186555,2021
"FRO",0.0360117589186555,2022
"FRO",0.0360117589186555,2023
"FRO",0.0360117589186555,2024
"FRO",0.0360117589186555,2025
"FRO",0.0360117589186555,2026
"FRO",0.0360117589186555,2027
"FRO",0.0360117589186555,2028
"FRO",0.0360117589186555,2029
"FRO",0.0360117589186555,2030
"FRO",0.0360117589186555,2031
"FRO",0.0360117589186555,2032
"FRO",0.0360117589186555,2033
"FRO",0.0360117589186555,2034
"FRO",0.0360117589186555,2035
"FRO",0.0360117589186555,2036
"FRO",0.0360117589186555,2037
"FRO",0.0360117589186555,2038
"FRO",0.0360117589186555,2039
"FRO",0.0360117589186555,2040
"FRO",0.0360117589186555,2041
"FRO",0.0360117589186555,2042
"FRO",0.0360117589186555,2043
"FRO",0.0360117589186555,2044
"FRO",0.0360117589186555,2045
"FRO",0.0360117589186555,2046
"FRO",0.0360117589186555,2047
"FRO",0.0360117589186555,2048
"FRO",0.0360117589186555,2049
"FRO",0.0360117589186555,2050
"FSM",0.01864,2021
"FSM",0.01864,2022
"FSM",0.01864,2023
"FSM",0.01864,2024
"FSM",0.01864,2025
"FSM",0.01864,2026
"FSM",0.01864,2027
"FSM",0.01864,2028
"FSM",0.01864,2029
"FSM",0.01864,2030
"FSM",0.01864,2031
"FSM",0.01864,2032
"FSM",0.01864,2033
"FSM",0.01864,2034
"FSM",0.01864,2035
"FSM",0.01864,2036
"FSM",0.01864,2037
"FSM",0.01864,2038
"FSM",0.01864,2039
"FSM",0.01864,2040
"FSM",0.01864,2041
"FSM",0.01864,2042
"FSM",0.01864,2043
"FSM",0.01864,2044
"FSM",0.01864,2045
"FSM",0.01864,2046
"FSM",0.01864,2047
"FSM",0.01864,2048
"FSM",0.01864,2049
"FSM",0.01864,2050
"GAB",0.0379884209834111,2021
"GAB",0.0379884209834111,2022
"GAB",0.0379884209834111,2023
"GAB",0.0379884209834111,2024
"GAB",0.0379884209834111,2025
"GAB",0.0379884209834111,2026
"GAB",0.0379884209834111,2027
"GAB",0.0379884209834111,2028
"GAB",0.0379884209834111,2029
"GAB",0.0379884209834111,2030
"GAB",0.0379884209834111,2031
"GAB",0.0379884209834111,2032
"GAB",0.0379884209834111,2033
"GAB",0.0379884209834111,2034
"GAB",0.0379884209834111,2035
"GAB",0.0379884209834111,2036
"GAB",0.0379884209834111,2037
"GAB",0.0379884209834111,2038
"GAB",0.0379884209834111,2039
"GAB",0.0379884209834111,2040
"GAB",0.0379884209834111,2041
"GAB",0.0379884209834111,2042
"GAB",0.0379884209834111,2043
"GAB",0.0379884209834111,2044
"GAB",0.0379884209834111,2045
"GAB",0.0379884209834111,2046
"GAB",0.0379884209834111,2047
"GAB",0.0379884209834111,2048
"GAB",0.0379884209834111,2049
"GAB",0.0379884209834111,2050
"GBR",0.0564,2021
"GBR",0.0564,2022
"GBR",0.0564,2023
"GBR",0.0564,2024
"GBR",0.0564,2025
"GBR",0.0564,2026
"GBR",0.0564,2027
"GBR",0.0564,2028
"GBR",0.0564,2029
"GBR",0.0564,2030
"GBR",0.0564,2031
"GBR",0.0564,2032
"GBR",0.0564,2033
"GBR",0.0564,2034
"GBR",0.0564,2035
"GBR",0.0564,2036
"GBR",0.0564,2037
"GBR",0.0564,2038
"GBR",0.0564,2039
"GBR",0.0564,2040
"GBR",0.0564,2041
"GBR",0.0564,2042
"GBR",0.0564,2043
"GBR",0.0564,2044
"GBR",0.0564,2045
"GBR",0.0564,2046
"GBR",0.0564,2047
"GBR",0.0564,2048
"GBR",0.0564,2049
"GBR",0.0564,2050
"GEO",0.032,2021
"GEO",0.032,2022
"GEO",0.032,2023
"GEO",0.032,2024
