Year,iso_code3,cost_enfu_fuel_kerosene_usd_per_m3
2017,DOM,1001.72125
2018,DOM,1001.72125
2019,DOM,1001.72125
2020,DOM,1001.72125
2015,DZA,406.0247826
2016,DZA,406.0247826
2017,DZA,406.0247826
2018,DZA,406.0247826
2019,DZA,406.0247826
2020,DZA,406.0247826
2015,ECU,274.0889068
2016,ECU,274.0889068
2017,ECU,274.0889068
2018,ECU,274.0889068
2019,ECU,274.0889068
2020,ECU,274.0889068
2015,EGY,274.0889068
2016,EGY,274.0889068
2017,EGY,274.0889068
2018,EGY,274.0889068
2019,EGY,274.0889068
2020,EGY,274.0889068
2015,ERI,274.0889068
2016,ERI,274.0889068
2017,ERI,274.0889068
2018,ERI,274.0889068
2019,ERI,274.0889068
2020,ERI,274.0889068
2015,ESP,274.0889068
2016,ESP,274.0889068
2017,ESP,274.0889068
2018,ESP,274.0889068
2019,ESP,274.0889068
2020,ESP,274.0889068
2015,EST,274.0889068
2016,EST,274.0889068
2017,EST,274.0889068
2018,EST,274.0889068
2019,EST,274.0889068
2020,EST,274.0889068
2015,ETH,274.0889068
2016,ETH,274.0889068
2017,ETH,274.0889068
2018,ETH,274.0889068
2019,ETH,274.0889068
2020,ETH,274.0889068
2015,FIN,274.0889068
2016,FIN,274.0889068
2017,FIN,274.0889068
2018,FIN,274.0889068
2019,FIN,274.0889068
2020,FIN,274.0889068
2015,FJI,274.0889068
2016,FJI,274.0889068
2017,FJI,274.0889068
2018,FJI,274.0889068
2019,FJI,274.0889068
2020,FJI,274.0889068
2015,FRA,274.0889068
2016,FRA,274.0889068
2017,FRA,274.0889068
2018,FRA,274.0889068
2019,FRA,274.0889068
2020,FRA,274.0889068
2015,FRO,274.0889068
2016,FRO,274.0889068
2017,FRO,274.0889068
2018,FRO,274.0889068
2019,FRO,274.0889068
2020,FRO,274.0889068
2015,FSM,274.0889068
2016,FSM,274.0889068
2017,FSM,274.0889068
2018,FSM,274.0889068
