Year,iso_code3,cost_enfu_fuel_kerosene_usd_per_m3
2019,FSM,274.0889068
2020,FSM,274.0889068
2015,GAB,274.0889068
2016,GAB,274.0889068
2017,GAB,274.0889068
2018,GAB,274.0889068
2019,GAB,274.0889068
2020,GAB,274.0889068
2015,GBR,274.0889068
2016,GBR,274.0889068
2017,GBR,274.0889068
2018,GBR,274.0889068
2019,GBR,274.0889068
2020,GBR,274.0889068
2015,GEO,274.0889068
2016,GEO,274.0889068
2017,GEO,274.0889068
2018,GEO,274.0889068
2019,GEO,274.0889068
2020,GEO,274.0889068
2015,GHA,0.435
2016,GHA,0.435
2017,GHA,0.435
2018,GHA,0.435
2019,GHA,0.435
2020,GHA,0.435
2015,GIB,274.0889068
2016,GIB,274.0889068
2017,GIB,274.0889068
2018,GIB,274.0889068
2019,GIB,274.0889068
2020,GIB,274.0889068
2015,GIN,274.0889068
2016,GIN,274.0889068
2017,GIN,274.0889068
2018,GIN,274.0889068
2019,GIN,274.0889068
2020,GIN,274.0889068
2015,GMB,274.0889068
2016,GMB,274.0889068
2017,GMB,274.0889068
2018,GMB,274.0889068
2019,GMB,274.0889068
2020,GMB,274.0889068
2015,GNB,274.0889068
2016,GNB,274.0889068
2017,GNB,274.0889068
2018,GNB,274.0889068
2019,GNB,274.0889068
2020,GNB,274.0889068
2015,GNQ,274.0889068
2016,GNQ,274.0889068
2017,GNQ,274.0889068
2018,GNQ,274.0889068
2019,GNQ,274.0889068
2020,GNQ,274.0889068
2015,GRC,274.0889068
2016,GRC,274.0889068
2017,GRC,274.0889068
2018,GRC,274.0889068
2019,GRC,274.0889068
2020,GRC,274.0889068
2015,GRD,274.0889068
2016,GRD,274.0889068
2017,GRD,274.0889068
2018,GRD,274.0889068
2019,GRD,274.0889068
2020,GRD,274.0889068
2015,GRL,274.0889068
2016,GRL,274.0889068
2017,GRL,274.0889068
2018,GRL,274.0889068
2019,GRL,274.0889068
2020,GRL,274.0889068
2015,GTM,274.0889068
2016,GTM,274.0889068
2017,GTM,274.0889068
2018,GTM,274.0889068
2019,GTM,274.0889068
2020,GTM,274.0889068
2015,GUM,274.0889068
2016,GUM,274.0889068
2017,GUM,274.0889068
2018,GUM,274.0889068
2019,GUM,274.0889068
2020,GUM,274.0889068
2015,GUY,274.0889068
2016,GUY,274.0889068
2017,GUY,274.0889068
2018,GUY,274.0889068
2019,GUY,274.0889068
2020,GUY,274.0889068
2015,HKG,274.0889068
2016,HKG,274.0889068
2017,HKG,274.0889068
2018,HKG,274.0889068
2019,HKG,274.0889068
2020,HKG,274.0889068
2015,HND,274.0889068
2016,HND,274.0889068
2017,HND,274.0889068
2018,HND,274.0889068
2019,HND,274.0889068
2020,HND,274.0889068
2015,HRV,291.8592308
2016,HRV,291.8592308
2017,HRV,291.8592308
2018,HRV,291.8592308
2019,HRV,291.8592308
2020,HRV,291.8592308
2015,HTI,274.0889068
2016,HTI,274.0889068
2017,HTI,274.0889068
2018,HTI,274.0889068
2019,HTI,274.0889068
2020,HTI,274.0889068
2015,HUN,274.0889068
2016,HUN,274.0889068
2017,HUN,274.0889068
2018,HUN,274.0889068
2019,HUN,274.0889068
2020,HUN,274.0889068
2015,IDN,140.5607143
2016,IDN,140.5607143
2017,IDN,140.5607143
2018,IDN,140.5607143
2019,IDN,140.5607143
2020,IDN,140.5607143
2015,IMN,274.0889068
2016,IMN,274.0889068
2017,IMN,274.0889068
2018,IMN,274.0889068
2019,IMN,274.0889068
2020,IMN,274.0889068
2015,IND,274.0889068
2016,IND,274.0889068
2017,IND,274.0889068
2018,IND,274.0889068
2019,IND,274.0889068
2020,IND,274.0889068
2015,IRL,274.0889068
2016,IRL,274.0889068
2017,IRL,274.0889068
2018,IRL,274.0889068
2019,IRL,274.0889068
