,Nation,iso_code3,Year,cost_enfu_fuel_biomass_usd_per_m3
709,Belarus,BLR,2032,40.921
710,Belarus,BLR,2033,40.921
711,Belarus,BLR,2034,40.921
712,Belarus,BLR,2035,40.921
713,Belarus,BLR,2036,40.921
714,Belarus,BLR,2037,40.921
715,Belarus,BLR,2038,40.921
716,Belarus,BLR,2039,40.921
717,Belarus,BLR,2040,40.921
718,Belarus,BLR,2041,40.921
719,Belarus,BLR,2042,40.921
720,Belarus,BLR,2043,40.921
721,Belarus,BLR,2044,40.921
722,Belarus,BLR,2045,40.921
723,Belarus,BLR,2046,40.921
724,Belarus,BLR,2047,40.921
725,Belarus,BLR,2048,40.921
726,Belarus,BLR,2049,40.921
727,Belarus,BLR,2050,40.921
728,Belize,BLZ,2023,40.921
729,Belize,BLZ,2024,40.921
730,Belize,BLZ,2025,40.921
731,Belize,BLZ,2026,40.921
732,Belize,BLZ,2027,40.921
733,Belize,BLZ,2028,40.921
734,Belize,BLZ,2029,40.921
735,Belize,BLZ,2030,40.921
736,Belize,BLZ,2031,40.921
737,Belize,BLZ,2032,40.921
738,Belize,BLZ,2033,40.921
739,Belize,BLZ,2034,40.921
740,Belize,BLZ,2035,40.921
741,Belize,BLZ,2036,40.921
742,Belize,BLZ,2037,40.921
743,Belize,BLZ,2038,40.921
744,Belize,BLZ,2039,40.921
745,Belize,BLZ,2040,40.921
746,Belize,BLZ,2041,40.921
747,Belize,BLZ,2042,40.921
748,Belize,BLZ,2043,40.921
749,Belize,BLZ,2044,40.921
750,Belize,BLZ,2045,40.921
751,Belize,BLZ,2046,40.921
752,Belize,BLZ,2047,40.921
753,Belize,BLZ,2048,40.921
754,Belize,BLZ,2049,40.921
755,Belize,BLZ,2050,40.921
756,Bermuda,BMU,2023,40.921
757,Bermuda,BMU,2024,40.921
758,Bermuda,BMU,2025,40.921
759,Bermuda,BMU,2026,40.921
760,Bermuda,BMU,2027,40.921
761,Bermuda,BMU,2028,40.921
762,Bermuda,BMU,2029,40.921
763,Bermuda,BMU,2030,40.921
764,Bermuda,BMU,2031,40.921
765,Bermuda,BMU,2032,40.921
766,Bermuda,BMU,2033,40.921
767,Bermuda,BMU,2034,40.921
768,Bermuda,BMU,2035,40.921
769,Bermuda,BMU,2036,40.921
770,Bermuda,BMU,2037,40.921
771,Bermuda,BMU,2038,40.921
772,Bermuda,BMU,2039,40.921
773,Bermuda,BMU,2040,40.921
774,Bermuda,BMU,2041,40.921
775,Bermuda,BMU,2042,40.921
776,Bermuda,BMU,2043,40.921
777,Bermuda,BMU,2044,40.921
778,Bermuda,BMU,2045,40.921
779,Bermuda,BMU,2046,40.921
780,Bermuda,BMU,2047,40.921
781,Bermuda,BMU,2048,40.921
782,Bermuda,BMU,2049,40.921
783,Bermuda,BMU,2050,40.921
784,Bolivia,BOL,2023,40.921
785,Bolivia,BOL,2024,40.921
786,Bolivia,BOL,2025,40.921
787,Bolivia,BOL,2026,40.921
788,Bolivia,BOL,2027,40.921
789,Bolivia,BOL,2028,40.921
790,Bolivia,BOL,2029,40.921
791,Bolivia,BOL,2030,40.921
792,Bolivia,BOL,2031,40.921
793,Bolivia,BOL,2032,40.921
794,Bolivia,BOL,2033,40.921
795,Bolivia,BOL,2034,40.921
796,Bolivia,BOL,2035,40.921
797,Bolivia,BOL,2036,40.921
798,Bolivia,BOL,2037,40.921
799,Bolivia,BOL,2038,40.921
800,Bolivia,BOL,2039,40.921
801,Bolivia,BOL,2040,40.921
802,Bolivia,BOL,2041,40.921
803,Bolivia,BOL,2042,40.921
804,Bolivia,BOL,2043,40.921
805,Bolivia,BOL,2044,40.921
806,Bolivia,BOL,2045,40.921
807,Bolivia,BOL,2046,40.921
808,Bolivia,BOL,2047,40.921
809,Bolivia,BOL,2048,40.921
810,Bolivia,BOL,2049,40.921
811,Bolivia,BOL,2050,40.921
812,Brazil,BRA,2023,40.921
813,Brazil,BRA,2024,40.921
814,Brazil,BRA,2025,40.921
815,Brazil,BRA,2026,40.921
816,Brazil,BRA,2027,40.921
817,Brazil,BRA,2028,40.921
818,Brazil,BRA,2029,40.921
819,Brazil,BRA,2030,40.921
820,Brazil,BRA,2031,40.921
821,Brazil,BRA,2032,40.921
822,Brazil,BRA,2033,40.921
823,Brazil,BRA,2034,40.921
824,Brazil,BRA,2035,40.921
825,Brazil,BRA,2036,40.921
826,Brazil,BRA,2037,40.921
827,Brazil,BRA,2038,40.921
828,Brazil,BRA,2039,40.921
829,Brazil,BRA,2040,40.921
830,Brazil,BRA,2041,40.921
831,Brazil,BRA,2042,40.921
832,Brazil,BRA,2043,40.921
833,Brazil,BRA,2044,40.921
834,Brazil,BRA,2045,40.921
835,Brazil,BRA,2046,40.921
836,Brazil,BRA,2047,40.921
837,Brazil,BRA,2048,40.921
838,Brazil,BRA,2049,40.921
839,Brazil,BRA,2050,40.921
840,Barbados,BRB,2023,40.921
841,Barbados,BRB,2024,40.921
842,Barbados,BRB,2025,40.921
843,Barbados,BRB,2026,40.921
844,Barbados,BRB,2027,40.921
845,Barbados,BRB,2028,40.921
846,Barbados,BRB,2029,40.921
847,Barbados,BRB,2030,40.921
848,Barbados,BRB,2031,40.921
849,Barbados,BRB,2032,40.921
850,Barbados,BRB,2033,40.921
851,Barbados,BRB,2034,40.921
852,Barbados,BRB,2035,40.921
853,Barbados,BRB,2036,40.921
854,Barbados,BRB,2037,40.921
855,Barbados,BRB,2038,40.921
856,Barbados,BRB,2039,40.921
857,Barbados,BRB,2040,40.921
858,Barbados,BRB,2041,40.921
859,Barbados,BRB,2042,40.921
860,Barbados,BRB,2043,40.921
861,Barbados,BRB,2044,40.921
862,Barbados,BRB,2045,40.921
863,Barbados,BRB,2046,40.921
864,Barbados,BRB,2047,40.921
865,Barbados,BRB,2048,40.921
866,Barbados,BRB,2049,40.921
867,Barbados,BRB,2050,40.921
868,Brunei Darussalam,BRN,2023,40.921
869,Brunei Darussalam,BRN,2024,40.921
870,Brunei Darussalam,BRN,2025,40.921
871,Brunei Darussalam,BRN,2026,40.921
872,Brunei Darussalam,BRN,2027,40.921
873,Brunei Darussalam,BRN,2028,40.921
874,Brunei Darussalam,BRN,2029,40.921
875,Brunei Darussalam,BRN,2030,40.921
876,Brunei Darussalam,BRN,2031,40.921
877,Brunei Darussalam,BRN,2032,40.921
878,Brunei Darussalam,BRN,2033,40.921
879,Brunei Darussalam,BRN,2034,40.921
880,Brunei Darussalam,BRN,2035,40.921
881,Brunei Darussalam,BRN,2036,40.921
882,Brunei Darussalam,BRN,2037,40.921
883,Brunei Darussalam,BRN,2038,40.921
884,Brunei Darussalam,BRN,2039,40.921
885,Brunei Darussalam,BRN,2040,40.921
886,Brunei Darussalam,BRN,2041,40.921
887,Brunei Darussalam,BRN,2042,40.921
888,Brunei Darussalam,BRN,2043,40.921
889,Brunei Darussalam,BRN,2044,40.921
890,Brunei Darussalam,BRN,2045,40.921
891,Brunei Darussalam,BRN,2046,40.921
892,Brunei Darussalam,BRN,2047,40.921
893,Brunei Darussalam,BRN,2048,40.921
894,Brunei Darussalam,BRN,2049,40.921
895,Brunei Darussalam,BRN,2050,40.921
896,Bhutan,BTN,2023,40.921
897,Bhutan,BTN,2024,40.921
898,Bhutan,BTN,2025,40.921
899,Bhutan,BTN,2026,40.921
900,Bhutan,BTN,2027,40.921
901,Bhutan,BTN,2028,40.921
902,Bhutan,BTN,2029,40.921
903,Bhutan,BTN,2030,40.921
904,Bhutan,BTN,2031,40.921
905,Bhutan,BTN,2032,40.921
906,Bhutan,BTN,2033,40.921
907,Bhutan,BTN,2034,40.921
908,Bhutan,BTN,2035,40.921
909,Bhutan,BTN,2036,40.921
910,Bhutan,BTN,2037,40.921
911,Bhutan,BTN,2038,40.921
912,Bhutan,BTN,2039,40.921
913,Bhutan,BTN,2040,40.921
914,Bhutan,BTN,2041,40.921
915,Bhutan,BTN,2042,40.921
916,Bhutan,BTN,2043,40.921
917,Bhutan,BTN,2044,40.921
918,Bhutan,BTN,2045,40.921
919,Bhutan,BTN,2046,40.921
920,Bhutan,BTN,2047,40.921
921,Bhutan,BTN,2048,40.921
922,Bhutan,BTN,2049,40.921
923,Bhutan,BTN,2050,40.921
924,Botswana,BWA,2023,40.921
925,Botswana,BWA,2024,40.921
926,Botswana,BWA,2025,40.921
927,Botswana,BWA,2026,40.921
928,Botswana,BWA,2027,40.921
929,Botswana,BWA,2028,40.921
930,Botswana,BWA,2029,40.921
931,Botswana,BWA,2030,40.921
932,Botswana,BWA,2031,40.921
933,Botswana,BWA,2032,40.921
934,Botswana,BWA,2033,40.921
935,Botswana,BWA,2034,40.921
936,Botswana,BWA,2035,40.921
937,Botswana,BWA,2036,40.921
938,Botswana,BWA,2037,40.921
939,Botswana,BWA,2038,40.921
940,Botswana,BWA,2039,40.921
941,Botswana,BWA,2040,40.921
942,Botswana,BWA,2041,40.921
943,Botswana,BWA,2042,40.921
944,Botswana,BWA,2043,40.921
945,Botswana,BWA,2044,40.921
946,Botswana,BWA,2045,40.921
947,Botswana,BWA,2046,40.921
948,Botswana,BWA,2047,40.921
949,Botswana,BWA,2048,40.921
950,Botswana,BWA,2049,40.921
951,Botswana,BWA,2050,40.921
952,Central African Republic,CAF,2023,40.921
953,Central African Republic,CAF,2024,40.921
954,Central African Republic,CAF,2025,40.921
955,Central African Republic,CAF,2026,40.921
956,Central African Republic,CAF,2027,40.921
957,Central African Republic,CAF,2028,40.921
958,Central African Republic,CAF,2029,40.921
959,Central African Republic,CAF,2030,40.921
960,Central African Republic,CAF,2031,40.921
961,Central African Republic,CAF,2032,40.921
962,Central African Republic,CAF,2033,40.921
963,Central African Republic,CAF,2034,40.921
964,Central African Republic,CAF,2035,40.921
965,Central African Republic,CAF,2036,40.921
966,Central African Republic,CAF,2037,40.921
967,Central African Republic,CAF,2038,40.921
968,Central African Republic,CAF,2039,40.921
969,Central African Republic,CAF,2040,40.921
970,Central African Republic,CAF,2041,40.921
971,Central African Republic,CAF,2042,40.921
972,Central African Republic,CAF,2043,40.921
973,Central African Republic,CAF,2044,40.921
974,Central African Republic,CAF,2045,40.921
975,Central African Republic,CAF,2046,40.921
976,Central African Republic,CAF,2047,40.921
977,Central African Republic,CAF,2048,40.921
978,Central African Republic,CAF,2049,40.921
979,Central African Republic,CAF,2050,40.921
980,Canada,CAN,2023,40.921
981,Canada,CAN,2024,40.921
982,Canada,CAN,2025,40.921
983,Canada,CAN,2026,40.921
984,Canada,CAN,2027,40.921
985,Canada,CAN,2028,40.921
986,Canada,CAN,2029,40.921
987,Canada,CAN,2030,40.921
988,Canada,CAN,2031,40.921
989,Canada,CAN,2032,40.921
990,Canada,CAN,2033,40.921
991,Canada,CAN,2034,40.921
992,Canada,CAN,2035,40.921
993,Canada,CAN,2036,40.921
994,Canada,CAN,2037,40.921
995,Canada,CAN,2038,40.921
996,Canada,CAN,2039,40.921
997,Canada,CAN,2040,40.921
998,Canada,CAN,2041,40.921
999,Canada,CAN,2042,40.921
1000,Canada,CAN,2043,40.921
1001,Canada,CAN,2044,40.921
1002,Canada,CAN,2045,40.921
1003,Canada,CAN,2046,40.921
1004,Canada,CAN,2047,40.921
1005,Canada,CAN,2048,40.921
1006,Canada,CAN,2049,40.921
1007,Canada,CAN,2050,40.921
1008,Central Europe and the Baltics,CEB,2023,40.921
1009,Central Europe and the Baltics,CEB,2024,40.921
1010,Central Europe and the Baltics,CEB,2025,40.921
1011,Central Europe and the Baltics,CEB,2026,40.921
1012,Central Europe and the Baltics,CEB,2027,40.921
1013,Central Europe and the Baltics,CEB,2028,40.921
1014,Central Europe and the Baltics,CEB,2029,40.921
1015,Central Europe and the Baltics,CEB,2030,40.921
1016,Central Europe and the Baltics,CEB,2031,40.921
1017,Central Europe and the Baltics,CEB,2032,40.921
1018,Central Europe and the Baltics,CEB,2033,40.921
1019,Central Europe and the Baltics,CEB,2034,40.921
1020,Central Europe and the Baltics,CEB,2035,40.921
1021,Central Europe and the Baltics,CEB,2036,40.921
1022,Central Europe and the Baltics,CEB,2037,40.921
1023,Central Europe and the Baltics,CEB,2038,40.921
1024,Central Europe and the Baltics,CEB,2039,40.921
1025,Central Europe and the Baltics,CEB,2040,40.921
1026,Central Europe and the Baltics,CEB,2041,40.921
1027,Central Europe and the Baltics,CEB,2042,40.921
1028,Central Europe and the Baltics,CEB,2043,40.921
1029,Central Europe and the Baltics,CEB,2044,40.921
1030,Central Europe and the Baltics,CEB,2045,40.921
1031,Central Europe and the Baltics,CEB,2046,40.921
1032,Central Europe and the Baltics,CEB,2047,40.921
1033,Central Europe and the Baltics,CEB,2048,40.921
1034,Central Europe and the Baltics,CEB,2049,40.921
1035,Central Europe and the Baltics,CEB,2050,40.921
1036,Switzerland,CHE,2023,40.921
1037,Switzerland,CHE,2024,40.921
1038,Switzerland,CHE,2025,40.921
1039,Switzerland,CHE,2026,40.921
1040,Switzerland,CHE,2027,40.921
1041,Switzerland,CHE,2028,40.921
1042,Switzerland,CHE,2029,40.921
1043,Switzerland,CHE,2030,40.921
1044,Switzerland,CHE,2031,40.921
1045,Switzerland,CHE,2032,40.921
1046,Switzerland,CHE,2033,40.921
1047,Switzerland,CHE,2034,40.921
1048,Switzerland,CHE,2035,40.921
1049,Switzerland,CHE,2036,40.921
1050,Switzerland,CHE,2037,40.921
1051,Switzerland,CHE,2038,40.921
1052,Switzerland,CHE,2039,40.921
1053,Switzerland,CHE,2040,40.921
1054,Switzerland,CHE,2041,40.921
1055,Switzerland,CHE,2042,40.921
1056,Switzerland,CHE,2043,40.921
1057,Switzerland,CHE,2044,40.921
1058,Switzerland,CHE,2045,40.921
1059,Switzerland,CHE,2046,40.921
1060,Switzerland,CHE,2047,40.921
1061,Switzerland,CHE,2048,40.921
1062,Switzerland,CHE,2049,40.921
1063,Switzerland,CHE,2050,40.921
1064,Channel Islands,CHI,2023,40.921
1065,Channel Islands,CHI,2024,40.921
1066,Channel Islands,CHI,2025,40.921
1067,Channel Islands,CHI,2026,40.921
1068,Channel Islands,CHI,2027,40.921
1069,Channel Islands,CHI,2028,40.921
1070,Channel Islands,CHI,2029,40.921
1071,Channel Islands,CHI,2030,40.921
1072,Channel Islands,CHI,2031,40.921
1073,Channel Islands,CHI,2032,40.921
1074,Channel Islands,CHI,2033,40.921
1075,Channel Islands,CHI,2034,40.921
1076,Channel Islands,CHI,2035,40.921
1077,Channel Islands,CHI,2036,40.921
1078,Channel Islands,CHI,2037,40.921
1079,Channel Islands,CHI,2038,40.921
1080,Channel Islands,CHI,2039,40.921
1081,Channel Islands,CHI,2040,40.921
1082,Channel Islands,CHI,2041,40.921
1083,Channel Islands,CHI,2042,40.921
1084,Channel Islands,CHI,2043,40.921
1085,Channel Islands,CHI,2044,40.921
1086,Channel Islands,CHI,2045,40.921
1087,Channel Islands,CHI,2046,40.921
1088,Channel Islands,CHI,2047,40.921
1089,Channel Islands,CHI,2048,40.921
1090,Channel Islands,CHI,2049,40.921
1091,Channel Islands,CHI,2050,40.921
1092,Chile,CHL,2023,40.921
1093,Chile,CHL,2024,40.921
1094,Chile,CHL,2025,40.921
1095,Chile,CHL,2026,40.921
1096,Chile,CHL,2027,40.921
1097,Chile,CHL,2028,40.921
1098,Chile,CHL,2029,40.921
1099,Chile,CHL,2030,40.921
1100,Chile,CHL,2031,40.921
1101,Chile,CHL,2032,40.921
1102,Chile,CHL,2033,40.921
1103,Chile,CHL,2034,40.921
1104,Chile,CHL,2035,40.921
1105,Chile,CHL,2036,40.921
1106,Chile,CHL,2037,40.921
1107,Chile,CHL,2038,40.921
1108,Chile,CHL,2039,40.921
1109,Chile,CHL,2040,40.921
1110,Chile,CHL,2041,40.921
1111,Chile,CHL,2042,40.921
1112,Chile,CHL,2043,40.921
1113,Chile,CHL,2044,40.921
1114,Chile,CHL,2045,40.921
1115,Chile,CHL,2046,40.921
1116,Chile,CHL,2047,40.921
1117,Chile,CHL,2048,40.921
1118,Chile,CHL,2049,40.921
1119,Chile,CHL,2050,40.921
1120,China,CHN,2023,40.921
1121,China,CHN,2024,40.921
1122,China,CHN,2025,40.921
1123,China,CHN,2026,40.921
1124,China,CHN,2027,40.921
1125,China,CHN,2028,40.921
1126,China,CHN,2029,40.921
1127,China,CHN,2030,40.921
1128,China,CHN,2031,40.921
1129,China,CHN,2032,40.921
1130,China,CHN,2033,40.921
1131,China,CHN,2034,40.921
1132,China,CHN,2035,40.921
1133,China,CHN,2036,40.921
1134,China,CHN,2037,40.921
1135,China,CHN,2038,40.921
1136,China,CHN,2039,40.921
1137,China,CHN,2040,40.921
1138,China,CHN,2041,40.921
1139,China,CHN,2042,40.921
1140,China,CHN,2043,40.921
1141,China,CHN,2044,40.921
1142,China,CHN,2045,40.921
1143,China,CHN,2046,40.921
1144,China,CHN,2047,40.921
1145,China,CHN,2048,40.921
1146,China,CHN,2049,40.921
1147,China,CHN,2050,40.921
1148,Cote d'Ivoire,CIV,2023,40.921
1149,Cote d'Ivoire,CIV,2024,40.921
1150,Cote d'Ivoire,CIV,2025,40.921
1151,Cote d'Ivoire,CIV,2026,40.921
1152,Cote d'Ivoire,CIV,2027,40.921
1153,Cote d'Ivoire,CIV,2028,40.921
1154,Cote d'Ivoire,CIV,2029,40.921
1155,Cote d'Ivoire,CIV,2030,40.921
1156,Cote d'Ivoire,CIV,2031,40.921
1157,Cote d'Ivoire,CIV,2032,40.921
1158,Cote d'Ivoire,CIV,2033,40.921
1159,Cote d'Ivoire,CIV,2034,40.921
1160,Cote d'Ivoire,CIV,2035,40.921
1161,Cote d'Ivoire,CIV,2036,40.921
1162,Cote d'Ivoire,CIV,2037,40.921
1163,Cote d'Ivoire,CIV,2038,40.921
1164,Cote d'Ivoire,CIV,2039,40.921
1165,Cote d'Ivoire,CIV,2040,40.921
1166,Cote d'Ivoire,CIV,2041,40.921
1167,Cote d'Ivoire,CIV,2042,40.921
1168,Cote d'Ivoire,CIV,2043,40.921
1169,Cote d'Ivoire,CIV,2044,40.921
1170,Cote d'Ivoire,CIV,2045,40.921
1171,Cote d'Ivoire,CIV,2046,40.921
1172,Cote d'Ivoire,CIV,2047,40.921
1173,Cote d'Ivoire,CIV,2048,40.921
1174,Cote d'Ivoire,CIV,2049,40.921
1175,Cote d'Ivoire,CIV,2050,40.921
1176,Cameroon,CMR,2023,40.921
1177,Cameroon,CMR,2024,40.921
1178,Cameroon,CMR,2025,40.921
1179,Cameroon,CMR,2026,40.921
1180,Cameroon,CMR,2027,40.921
1181,Cameroon,CMR,2028,40.921
1182,Cameroon,CMR,2029,40.921
1183,Cameroon,CMR,2030,40.921
1184,Cameroon,CMR,2031,40.921
1185,Cameroon,CMR,2032,40.921
1186,Cameroon,CMR,2033,40.921
1187,Cameroon,CMR,2034,40.921
1188,Cameroon,CMR,2035,40.921
1189,Cameroon,CMR,2036,40.921
1190,Cameroon,CMR,2037,40.921
1191,Cameroon,CMR,2038,40.921
1192,Cameroon,CMR,2039,40.921
1193,Cameroon,CMR,2040,40.921
1194,Cameroon,CMR,2041,40.921
1195,Cameroon,CMR,2042,40.921
1196,Cameroon,CMR,2043,40.921
1197,Cameroon,CMR,2044,40.921
1198,Cameroon,CMR,2045,40.921
1199,Cameroon,CMR,2046,40.921
1200,Cameroon,CMR,2047,40.921
1201,Cameroon,CMR,2048,40.921
1202,Cameroon,CMR,2049,40.921
1203,Cameroon,CMR,2050,40.921
1204,"Congo, Dem. Rep.",COD,2023,40.921
1205,"Congo, Dem. Rep.",COD,2024,40.921
1206,"Congo, Dem. Rep.",COD,2025,40.921
1207,"Congo, Dem. Rep.",COD,2026,40.921
1208,"Congo, Dem. Rep.",COD,2027,40.921
1209,"Congo, Dem. Rep.",COD,2028,40.921
1210,"Congo, Dem. Rep.",COD,2029,40.921
1211,"Congo, Dem. Rep.",COD,2030,40.921
1212,"Congo, Dem. Rep.",COD,2031,40.921
1213,"Congo, Dem. Rep.",COD,2032,40.921
1214,"Congo, Dem. Rep.",COD,2033,40.921
1215,"Congo, Dem. Rep.",COD,2034,40.921
1216,"Congo, Dem. Rep.",COD,2035,40.921
1217,"Congo, Dem. Rep.",COD,2036,40.921
1218,"Congo, Dem. Rep.",COD,2037,40.921
1219,"Congo, Dem. Rep.",COD,2038,40.921
1220,"Congo, Dem. Rep.",COD,2039,40.921
1221,"Congo, Dem. Rep.",COD,2040,40.921
1222,"Congo, Dem. Rep.",COD,2041,40.921
1223,"Congo, Dem. Rep.",COD,2042,40.921
1224,"Congo, Dem. Rep.",COD,2043,40.921
1225,"Congo, Dem. Rep.",COD,2044,40.921
1226,"Congo, Dem. Rep.",COD,2045,40.921
1227,"Congo, Dem. Rep.",COD,2046,40.921
1228,"Congo, Dem. Rep.",COD,2047,40.921
1229,"Congo, Dem. Rep.",COD,2048,40.921
1230,"Congo, Dem. Rep.",COD,2049,40.921
1231,"Congo, Dem. Rep.",COD,2050,40.921
1232,"Congo, Rep.",COG,2023,40.921
1233,"Congo, Rep.",COG,2024,40.921
1234,"Congo, Rep.",COG,2025,40.921
1235,"Congo, Rep.",COG,2026,40.921
1236,"Congo, Rep.",COG,2027,40.921
1237,"Congo, Rep.",COG,2028,40.921
1238,"Congo, Rep.",COG,2029,40.921
1239,"Congo, Rep.",COG,2030,40.921
1240,"Congo, Rep.",COG,2031,40.921
1241,"Congo, Rep.",COG,2032,40.921
1242,"Congo, Rep.",COG,2033,40.921
1243,"Congo, Rep.",COG,2034,40.921
1244,"Congo, Rep.",COG,2035,40.921
1245,"Congo, Rep.",COG,2036,40.921
1246,"Congo, Rep.",COG,2037,40.921
1247,"Congo, Rep.",COG,2038,40.921
1248,"Congo, Rep.",COG,2039,40.921
1249,"Congo, Rep.",COG,2040,40.921
1250,"Congo, Rep.",COG,2041,40.921
1251,"Congo, Rep.",COG,2042,40.921
1252,"Congo, Rep.",COG,2043,40.921
1253,"Congo, Rep.",COG,2044,40.921
1254,"Congo, Rep.",COG,2045,40.921
1255,"Congo, Rep.",COG,2046,40.921
1256,"Congo, Rep.",COG,2047,40.921
1257,"Congo, Rep.",COG,2048,40.921
1258,"Congo, Rep.",COG,2049,40.921
1259,"Congo, Rep.",COG,2050,40.921
1260,Colombia,COL,2023,40.921
1261,Colombia,COL,2024,40.921
1262,Colombia,COL,2025,40.921
1263,Colombia,COL,2026,40.921
1264,Colombia,COL,2027,40.921
1265,Colombia,COL,2028,40.921
1266,Colombia,COL,2029,40.921
1267,Colombia,COL,2030,40.921
1268,Colombia,COL,2031,40.921
1269,Colombia,COL,2032,40.921
1270,Colombia,COL,2033,40.921
1271,Colombia,COL,2034,40.921
1272,Colombia,COL,2035,40.921
1273,Colombia,COL,2036,40.921
1274,Colombia,COL,2037,40.921
1275,Colombia,COL,2038,40.921
1276,Colombia,COL,2039,40.921
1277,Colombia,COL,2040,40.921
1278,Colombia,COL,2041,40.921
1279,Colombia,COL,2042,40.921
1280,Colombia,COL,2043,40.921
1281,Colombia,COL,2044,40.921
1282,Colombia,COL,2045,40.921
1283,Colombia,COL,2046,40.921
1284,Colombia,COL,2047,40.921
1285,Colombia,COL,2048,40.921
1286,Colombia,COL,2049,40.921
1287,Colombia,COL,2050,40.921
1288,Comoros,COM,2023,40.921
1289,Comoros,COM,2024,40.921
1290,Comoros,COM,2025,40.921
1291,Comoros,COM,2026,40.921
1292,Comoros,COM,2027,40.921
1293,Comoros,COM,2028,40.921
1294,Comoros,COM,2029,40.921
1295,Comoros,COM,2030,40.921
1296,Comoros,COM,2031,40.921
1297,Comoros,COM,2032,40.921
1298,Comoros,COM,2033,40.921
1299,Comoros,COM,2034,40.921
1300,Comoros,COM,2035,40.921
1301,Comoros,COM,2036,40.921
1302,Comoros,COM,2037,40.921
1303,Comoros,COM,2038,40.921
1304,Comoros,COM,2039,40.921
1305,Comoros,COM,2040,40.921
1306,Comoros,COM,2041,40.921
1307,Comoros,COM,2042,40.921
1308,Comoros,COM,2043,40.921
1309,Comoros,COM,2044,40.921
1310,Comoros,COM,2045,40.921
1311,Comoros,COM,2046,40.921
1312,Comoros,COM,2047,40.921
1313,Comoros,COM,2048,40.921
1314,Comoros,COM,2049,40.921
1315,Comoros,COM,2050,40.921
1316,Cabo Verde,CPV,2023,40.921
1317,Cabo Verde,CPV,2024,40.921
1318,Cabo Verde,CPV,2025,40.921
1319,Cabo Verde,CPV,2026,40.921
1320,Cabo Verde,CPV,2027,40.921
1321,Cabo Verde,CPV,2028,40.921
1322,Cabo Verde,CPV,2029,40.921
1323,Cabo Verde,CPV,2030,40.921
1324,Cabo Verde,CPV,2031,40.921
1325,Cabo Verde,CPV,2032,40.921
1326,Cabo Verde,CPV,2033,40.921
1327,Cabo Verde,CPV,2034,40.921
1328,Cabo Verde,CPV,2035,40.921
1329,Cabo Verde,CPV,2036,40.921
1330,Cabo Verde,CPV,2037,40.921
1331,Cabo Verde,CPV,2038,40.921
1332,Cabo Verde,CPV,2039,40.921
1333,Cabo Verde,CPV,2040,40.921
1334,Cabo Verde,CPV,2041,40.921
1335,Cabo Verde,CPV,2042,40.921
1336,Cabo Verde,CPV,2043,40.921
1337,Cabo Verde,CPV,2044,40.921
1338,Cabo Verde,CPV,2045,40.921
1339,Cabo Verde,CPV,2046,40.921
1340,Cabo Verde,CPV,2047,40.921
1341,Cabo Verde,CPV,2048,40.921
1342,Cabo Verde,CPV,2049,40.921
1343,Cabo Verde,CPV,2050,40.921
1344,Costa Rica,CRI,2023,40.921
1345,Costa Rica,CRI,2024,40.921
1346,Costa Rica,CRI,2025,40.921
1347,Costa Rica,CRI,2026,40.921
1348,Costa Rica,CRI,2027,40.921
1349,Costa Rica,CRI,2028,40.921
1350,Costa Rica,CRI,2029,40.921
1351,Costa Rica,CRI,2030,40.921
1352,Costa Rica,CRI,2031,40.921
1353,Costa Rica,CRI,2032,40.921
1354,Costa Rica,CRI,2033,40.921
1355,Costa Rica,CRI,2034,40.921
1356,Costa Rica,CRI,2035,40.921
1357,Costa Rica,CRI,2036,40.921
1358,Costa Rica,CRI,2037,40.921
1359,Costa Rica,CRI,2038,40.921
1360,Costa Rica,CRI,2039,40.921
1361,Costa Rica,CRI,2040,40.921
1362,Costa Rica,CRI,2041,40.921
1363,Costa Rica,CRI,2042,40.921
1364,Costa Rica,CRI,2043,40.921
1365,Costa Rica,CRI,2044,40.921
1366,Costa Rica,CRI,2045,40.921
1367,Costa Rica,CRI,2046,40.921
1368,Costa Rica,CRI,2047,40.921
1369,Costa Rica,CRI,2048,40.921
1370,Costa Rica,CRI,2049,40.921
1371,Costa Rica,CRI,2050,40.921
1372,Caribbean small states,CSS,2023,40.921
1373,Caribbean small states,CSS,2024,40.921
1374,Caribbean small states,CSS,2025,40.921
1375,Caribbean small states,CSS,2026,40.921
1376,Caribbean small states,CSS,2027,40.921
1377,Caribbean small states,CSS,2028,40.921
1378,Caribbean small states,CSS,2029,40.921
1379,Caribbean small states,CSS,2030,40.921
1380,Caribbean small states,CSS,2031,40.921
1381,Caribbean small states,CSS,2032,40.921
1382,Caribbean small states,CSS,2033,40.921
1383,Caribbean small states,CSS,2034,40.921
1384,Caribbean small states,CSS,2035,40.921
1385,Caribbean small states,CSS,2036,40.921
1386,Caribbean small states,CSS,2037,40.921
1387,Caribbean small states,CSS,2038,40.921
1388,Caribbean small states,CSS,2039,40.921
