"Nation","iso_code3","Year","nemomod_entc_variable_cost_pp_geothermal_mm_usd_per_gw"
"Afghanistan","ALA",2030,9.23370624306925
"Afghanistan","ALA",2031,9.02280810100865
"Afghanistan","ALA",2032,8.81672687916987
"Afghanistan","ALA",2033,8.615352558943
"Afghanistan","ALA",2034,8.41857763454664
"Afghanistan","ALA",2035,8.22629705563484
"Afghanistan","ALA",2036,8.03840817121487
"Afghanistan","ALA",2037,7.85481067484591
"Afghanistan","ALA",2038,7.67540655108941
"Afghanistan","ALA",2039,7.50010002318253
"Afghanistan","ALA",2040,7.32879750190673
"Afghanistan","ALA",2041,7.16140753562416
"Afghanistan","ALA",2042,6.99784076145528
"Afghanistan","ALA",2043,6.83800985757152
"Afghanistan","ALA",2044,6.68182949657765
"Afghanistan","ALA",2045,6.52921629995883
"Afghanistan","ALA",2046,6.38008879356813
"Afghanistan","ALA",2047,6.23436736413072
"Afghanistan","ALA",2048,6.09197421674147
"Afghanistan","ALA",2049,5.95283333333333
"Afghanistan","ALA",2050,5.81687043209433
"Afghanistan","ALB",2021,11.3680258556228
"Afghanistan","ALB",2022,11.1083797862401
"Afghanistan","ALB",2023,10.8546640412779
"Afghanistan","ALB",2024,10.6067431719395
"Afghanistan","ALB",2025,10.3644848230826
"Afghanistan","ALB",2026,10.1277596625606
"Afghanistan","ALB",2027,9.89644131217732
"Afghanistan","ALB",2028,9.67040628021855
"Afghanistan","ALB",2029,9.4495338955247
"Afghanistan","ALB",2030,9.23370624306925
"Afghanistan","ALB",2031,9.02280810100865
"Afghanistan","ALB",2032,8.81672687916987
"Afghanistan","ALB",2033,8.615352558943
"Afghanistan","ALB",2034,8.41857763454664
"Afghanistan","ALB",2035,8.22629705563484
"Afghanistan","ALB",2036,8.03840817121487
"Afghanistan","ALB",2037,7.85481067484591
"Afghanistan","ALB",2038,7.67540655108941
"Afghanistan","ALB",2039,7.50010002318253
"Afghanistan","ALB",2040,7.32879750190673
"Afghanistan","ALB",2041,7.16140753562416
"Afghanistan","ALB",2042,6.99784076145528
"Afghanistan","ALB",2043,6.83800985757152
"Afghanistan","ALB",2044,6.68182949657765
"Afghanistan","ALB",2045,6.52921629995883
"Afghanistan","ALB",2046,6.38008879356813
"Afghanistan","ALB",2047,6.23436736413072
"Afghanistan","ALB",2048,6.09197421674147
"Afghanistan","ALB",2049,5.95283333333333
"Afghanistan","ALB",2050,5.81687043209433
"Afghanistan","AND",2021,11.3680258556228
"Afghanistan","AND",2022,11.1083797862401
"Afghanistan","AND",2023,10.8546640412779
"Afghanistan","AND",2024,10.6067431719395
"Afghanistan","AND",2025,10.3644848230826
"Afghanistan","AND",2026,10.1277596625606
"Afghanistan","AND",2027,9.89644131217732
"Afghanistan","AND",2028,9.67040628021855
"Afghanistan","AND",2029,9.4495338955247
"Afghanistan","AND",2030,9.23370624306925
"Afghanistan","AND",2031,9.02280810100865
"Afghanistan","AND",2032,8.81672687916987
"Afghanistan","AND",2033,8.615352558943
"Afghanistan","AND",2034,8.41857763454664
"Afghanistan","AND",2035,8.22629705563484
"Afghanistan","AND",2036,8.03840817121487
"Afghanistan","AND",2037,7.85481067484591
"Afghanistan","AND",2038,7.67540655108941
"Afghanistan","AND",2039,7.50010002318253
"Afghanistan","AND",2040,7.32879750190673
"Afghanistan","AND",2041,7.16140753562416
"Afghanistan","AND",2042,6.99784076145528
"Afghanistan","AND",2043,6.83800985757152
"Afghanistan","AND",2044,6.68182949657765
"Afghanistan","AND",2045,6.52921629995883
"Afghanistan","AND",2046,6.38008879356813
"Afghanistan","AND",2047,6.23436736413072
"Afghanistan","AND",2048,6.09197421674147
"Afghanistan","AND",2049,5.95283333333333
"Afghanistan","AND",2050,5.81687043209433
"Afghanistan","ARE",2021,11.3680258556228
"Afghanistan","ARE",2022,11.1083797862401
"Afghanistan","ARE",2023,10.8546640412779
"Afghanistan","ARE",2024,10.6067431719395
"Afghanistan","ARE",2025,10.3644848230826
"Afghanistan","ARE",2026,10.1277596625606
"Afghanistan","ARE",2027,9.89644131217732
"Afghanistan","ARE",2028,9.67040628021855
"Afghanistan","ARE",2029,9.4495338955247
"Afghanistan","ARE",2030,9.23370624306925
"Afghanistan","ARE",2031,9.02280810100865
"Afghanistan","ARE",2032,8.81672687916987
"Afghanistan","ARE",2033,8.615352558943
"Afghanistan","ARE",2034,8.41857763454664
"Afghanistan","ARE",2035,8.22629705563484
"Afghanistan","ARE",2036,8.03840817121487
"Afghanistan","ARE",2037,7.85481067484591
"Afghanistan","ARE",2038,7.67540655108941
"Afghanistan","ARE",2039,7.50010002318253
"Afghanistan","ARE",2040,7.32879750190673
"Afghanistan","ARE",2041,7.16140753562416
"Afghanistan","ARE",2042,6.99784076145528
"Afghanistan","ARE",2043,6.83800985757152
"Afghanistan","ARE",2044,6.68182949657765
"Afghanistan","ARE",2045,6.52921629995883
"Afghanistan","ARE",2046,6.38008879356813
"Afghanistan","ARE",2047,6.23436736413072
"Afghanistan","ARE",2048,6.09197421674147
"Afghanistan","ARE",2049,5.95283333333333
"Afghanistan","ARE",2050,5.81687043209433
"Afghanistan","ARG",2021,11.3680258556228
"Afghanistan","ARG",2022,11.1083797862401
"Afghanistan","ARG",2023,10.8546640412779
"Afghanistan","ARG",2024,10.6067431719395
"Afghanistan","ARG",2025,10.3644848230826
"Afghanistan","ARG",2026,10.1277596625606
"Afghanistan","ARG",2027,9.89644131217732
"Afghanistan","ARG",2028,9.67040628021855
"Afghanistan","ARG",2029,9.4495338955247
"Afghanistan","ARG",2030,9.23370624306925
"Afghanistan","ARG",2031,9.02280810100865
"Afghanistan","ARG",2032,8.81672687916987
"Afghanistan","ARG",2033,8.615352558943
"Afghanistan","ARG",2034,8.41857763454664
"Afghanistan","ARG",2035,8.22629705563484
"Afghanistan","ARG",2036,8.03840817121487
"Afghanistan","ARG",2037,7.85481067484591
"Afghanistan","ARG",2038,7.67540655108941
"Afghanistan","ARG",2039,7.50010002318253
"Afghanistan","ARG",2040,7.32879750190673
"Afghanistan","ARG",2041,7.16140753562416
"Afghanistan","ARG",2042,6.99784076145528
"Afghanistan","ARG",2043,6.83800985757152
"Afghanistan","ARG",2044,6.68182949657765
"Afghanistan","ARG",2045,6.52921629995883
"Afghanistan","ARG",2046,6.38008879356813
"Afghanistan","ARG",2047,6.23436736413072
"Afghanistan","ARG",2048,6.09197421674147
"Afghanistan","ARG",2049,5.95283333333333
"Afghanistan","ARG",2050,5.81687043209433
"Afghanistan","ARM",2021,11.3680258556228
"Afghanistan","ARM",2022,11.1083797862401
"Afghanistan","ARM",2023,10.8546640412779
"Afghanistan","ARM",2024,10.6067431719395
"Afghanistan","ARM",2025,10.3644848230826
"Afghanistan","ARM",2026,10.1277596625606
"Afghanistan","ARM",2027,9.89644131217732
"Afghanistan","ARM",2028,9.67040628021855
"Afghanistan","ARM",2029,9.4495338955247
"Afghanistan","ARM",2030,9.23370624306925
"Afghanistan","ARM",2031,9.02280810100865
"Afghanistan","ARM",2032,8.81672687916987
"Afghanistan","ARM",2033,8.615352558943
"Afghanistan","ARM",2034,8.41857763454664
"Afghanistan","ARM",2035,8.22629705563484
"Afghanistan","ARM",2036,8.03840817121487
"Afghanistan","ARM",2037,7.85481067484591
"Afghanistan","ARM",2038,7.67540655108941
"Afghanistan","ARM",2039,7.50010002318253
"Afghanistan","ARM",2040,7.32879750190673
"Afghanistan","ARM",2041,7.16140753562416
"Afghanistan","ARM",2042,6.99784076145528
"Afghanistan","ARM",2043,6.83800985757152
"Afghanistan","ARM",2044,6.68182949657765
"Afghanistan","ARM",2045,6.52921629995883
"Afghanistan","ARM",2046,6.38008879356813
"Afghanistan","ARM",2047,6.23436736413072
"Afghanistan","ARM",2048,6.09197421674147
"Afghanistan","ARM",2049,5.95283333333333
"Afghanistan","ARM",2050,5.81687043209433
"Afghanistan","ASM",2021,11.3680258556228
"Afghanistan","ASM",2022,11.1083797862401
"Afghanistan","ASM",2023,10.8546640412779
"Afghanistan","ASM",2024,10.6067431719395
"Afghanistan","ASM",2025,10.3644848230826
"Afghanistan","ASM",2026,10.1277596625606
"Afghanistan","ASM",2027,9.89644131217732
"Afghanistan","ASM",2028,9.67040628021855
"Afghanistan","ASM",2029,9.4495338955247
"Afghanistan","ASM",2030,9.23370624306925
"Afghanistan","ASM",2031,9.02280810100865
"Afghanistan","ASM",2032,8.81672687916987
"Afghanistan","ASM",2033,8.615352558943
"Afghanistan","ASM",2034,8.41857763454664
"Afghanistan","ASM",2035,8.22629705563484
"Afghanistan","ASM",2036,8.03840817121487
"Afghanistan","ASM",2037,7.85481067484591
"Afghanistan","ASM",2038,7.67540655108941
"Afghanistan","ASM",2039,7.50010002318253
"Afghanistan","ASM",2040,7.32879750190673
"Afghanistan","ASM",2041,7.16140753562416
"Afghanistan","ASM",2042,6.99784076145528
"Afghanistan","ASM",2043,6.83800985757152
"Afghanistan","ASM",2044,6.68182949657765
"Afghanistan","ASM",2045,6.52921629995883
"Afghanistan","ASM",2046,6.38008879356813
"Afghanistan","ASM",2047,6.23436736413072
"Afghanistan","ASM",2048,6.09197421674147
"Afghanistan","ASM",2049,5.95283333333333
"Afghanistan","ASM",2050,5.81687043209433
"Afghanistan","ATA",2021,11.3680258556228
"Afghanistan","ATA",2022,11.1083797862401
"Afghanistan","ATA",2023,10.8546640412779
"Afghanistan","ATA",2024,10.6067431719395
"Afghanistan","ATA",2025,10.3644848230826
"Afghanistan","ATA",2026,10.1277596625606
"Afghanistan","ATA",2027,9.89644131217732
"Afghanistan","ATA",2028,9.67040628021855
"Afghanistan","ATA",2029,9.4495338955247
"Afghanistan","ATA",2030,9.23370624306925
"Afghanistan","ATA",2031,9.02280810100865
"Afghanistan","ATA",2032,8.81672687916987
"Afghanistan","ATA",2033,8.615352558943
"Afghanistan","ATA",2034,8.41857763454664
"Afghanistan","ATA",2035,8.22629705563484
"Afghanistan","ATA",2036,8.03840817121487
"Afghanistan","ATA",2037,7.85481067484591
"Afghanistan","ATA",2038,7.67540655108941
"Afghanistan","ATA",2039,7.50010002318253
"Afghanistan","ATA",2040,7.32879750190673
"Afghanistan","ATA",2041,7.16140753562416
"Afghanistan","ATA",2042,6.99784076145528
"Afghanistan","ATA",2043,6.83800985757152
"Afghanistan","ATA",2044,6.68182949657765
"Afghanistan","ATA",2045,6.52921629995883
"Afghanistan","ATA",2046,6.38008879356813
"Afghanistan","ATA",2047,6.23436736413072
"Afghanistan","ATA",2048,6.09197421674147
"Afghanistan","ATA",2049,5.95283333333333
"Afghanistan","ATA",2050,5.81687043209433
"Afghanistan","ATF",2021,11.3680258556228
"Afghanistan","ATF",2022,11.1083797862401
"Afghanistan","ATF",2023,10.8546640412779
"Afghanistan","ATF",2024,10.6067431719395
"Afghanistan","ATF",2025,10.3644848230826
"Afghanistan","ATF",2026,10.1277596625606
"Afghanistan","ATF",2027,9.89644131217732
"Afghanistan","ATF",2028,9.67040628021855
"Afghanistan","ATF",2029,9.4495338955247
"Afghanistan","ATF",2030,9.23370624306925
"Afghanistan","ATF",2031,9.02280810100865
"Afghanistan","ATF",2032,8.81672687916987
"Afghanistan","ATF",2033,8.615352558943
"Afghanistan","ATF",2034,8.41857763454664
"Afghanistan","ATF",2035,8.22629705563484
"Afghanistan","ATF",2036,8.03840817121487
"Afghanistan","ATF",2037,7.85481067484591
"Afghanistan","ATF",2038,7.67540655108941
"Afghanistan","ATF",2039,7.50010002318253
"Afghanistan","ATF",2040,7.32879750190673
"Afghanistan","ATF",2041,7.16140753562416
"Afghanistan","ATF",2042,6.99784076145528
"Afghanistan","ATF",2043,6.83800985757152
"Afghanistan","ATF",2044,6.68182949657765
"Afghanistan","ATF",2045,6.52921629995883
"Afghanistan","ATF",2046,6.38008879356813
"Afghanistan","ATF",2047,6.23436736413072
"Afghanistan","ATF",2048,6.09197421674147
"Afghanistan","ATF",2049,5.95283333333333
"Afghanistan","ATF",2050,5.81687043209433
"Afghanistan","ATG",2021,11.3680258556228
"Afghanistan","ATG",2022,11.1083797862401
"Afghanistan","ATG",2023,10.8546640412779
"Afghanistan","ATG",2024,10.6067431719395
"Afghanistan","ATG",2025,10.3644848230826
"Afghanistan","ATG",2026,10.1277596625606
"Afghanistan","ATG",2027,9.89644131217732
"Afghanistan","ATG",2028,9.67040628021855
"Afghanistan","ATG",2029,9.4495338955247
"Afghanistan","ATG",2030,9.23370624306925
"Afghanistan","ATG",2031,9.02280810100865
"Afghanistan","ATG",2032,8.81672687916987
"Afghanistan","ATG",2033,8.615352558943
"Afghanistan","ATG",2034,8.41857763454664
"Afghanistan","ATG",2035,8.22629705563484
"Afghanistan","ATG",2036,8.03840817121487
"Afghanistan","ATG",2037,7.85481067484591
"Afghanistan","ATG",2038,7.67540655108941
"Afghanistan","ATG",2039,7.50010002318253
"Afghanistan","ATG",2040,7.32879750190673
"Afghanistan","ATG",2041,7.16140753562416
"Afghanistan","ATG",2042,6.99784076145528
"Afghanistan","ATG",2043,6.83800985757152
"Afghanistan","ATG",2044,6.68182949657765
"Afghanistan","ATG",2045,6.52921629995883
"Afghanistan","ATG",2046,6.38008879356813
"Afghanistan","ATG",2047,6.23436736413072
"Afghanistan","ATG",2048,6.09197421674147
"Afghanistan","ATG",2049,5.95283333333333
"Afghanistan","ATG",2050,5.81687043209433
"Afghanistan","AUS",2021,11.3680258556228
"Afghanistan","AUS",2022,11.1083797862401
"Afghanistan","AUS",2023,10.8546640412779
"Afghanistan","AUS",2024,10.6067431719395
"Afghanistan","AUS",2025,10.3644848230826
"Afghanistan","AUS",2026,10.1277596625606
"Afghanistan","AUS",2027,9.89644131217732
"Afghanistan","AUS",2028,9.67040628021855
"Afghanistan","AUS",2029,9.4495338955247
"Afghanistan","AUS",2030,9.23370624306925
"Afghanistan","AUS",2031,9.02280810100865
"Afghanistan","AUS",2032,8.81672687916987
"Afghanistan","AUS",2033,8.615352558943
"Afghanistan","AUS",2034,8.41857763454664
"Afghanistan","AUS",2035,8.22629705563484
"Afghanistan","AUS",2036,8.03840817121487
"Afghanistan","AUS",2037,7.85481067484591
"Afghanistan","AUS",2038,7.67540655108941
"Afghanistan","AUS",2039,7.50010002318253
"Afghanistan","AUS",2040,7.32879750190673
"Afghanistan","AUS",2041,7.16140753562416
"Afghanistan","AUS",2042,6.99784076145528
"Afghanistan","AUS",2043,6.83800985757152
"Afghanistan","AUS",2044,6.68182949657765
"Afghanistan","AUS",2045,6.52921629995883
"Afghanistan","AUS",2046,6.38008879356813
"Afghanistan","AUS",2047,6.23436736413072
"Afghanistan","AUS",2048,6.09197421674147
"Afghanistan","AUS",2049,5.95283333333333
"Afghanistan","AUS",2050,5.81687043209433
"Afghanistan","AUT",2021,11.3680258556228
"Afghanistan","AUT",2022,11.1083797862401
"Afghanistan","AUT",2023,10.8546640412779
"Afghanistan","AUT",2024,10.6067431719395
"Afghanistan","AUT",2025,10.3644848230826
"Afghanistan","AUT",2026,10.1277596625606
"Afghanistan","AUT",2027,9.89644131217732
"Afghanistan","AUT",2028,9.67040628021855
"Afghanistan","AUT",2029,9.4495338955247
"Afghanistan","AUT",2030,9.23370624306925
"Afghanistan","AUT",2031,9.02280810100865
"Afghanistan","AUT",2032,8.81672687916987
"Afghanistan","AUT",2033,8.615352558943
"Afghanistan","AUT",2034,8.41857763454664
"Afghanistan","AUT",2035,8.22629705563484
"Afghanistan","AUT",2036,8.03840817121487
"Afghanistan","AUT",2037,7.85481067484591
"Afghanistan","AUT",2038,7.67540655108941
"Afghanistan","AUT",2039,7.50010002318253
"Afghanistan","AUT",2040,7.32879750190673
"Afghanistan","AUT",2041,7.16140753562416
"Afghanistan","AUT",2042,6.99784076145528
"Afghanistan","AUT",2043,6.83800985757152
"Afghanistan","AUT",2044,6.68182949657765
"Afghanistan","AUT",2045,6.52921629995883
"Afghanistan","AUT",2046,6.38008879356813
"Afghanistan","AUT",2047,6.23436736413072
"Afghanistan","AUT",2048,6.09197421674147
"Afghanistan","AUT",2049,5.95283333333333
"Afghanistan","AUT",2050,5.81687043209433
"Afghanistan","AZE",2021,11.3680258556228
"Afghanistan","AZE",2022,11.1083797862401
"Afghanistan","AZE",2023,10.8546640412779
"Afghanistan","AZE",2024,10.6067431719395
"Afghanistan","AZE",2025,10.3644848230826
"Afghanistan","AZE",2026,10.1277596625606
"Afghanistan","AZE",2027,9.89644131217732
"Afghanistan","AZE",2028,9.67040628021855
"Afghanistan","AZE",2029,9.4495338955247
"Afghanistan","AZE",2030,9.23370624306925
"Afghanistan","AZE",2031,9.02280810100865
"Afghanistan","AZE",2032,8.81672687916987
"Afghanistan","AZE",2033,8.615352558943
"Afghanistan","AZE",2034,8.41857763454664
"Afghanistan","AZE",2035,8.22629705563484
"Afghanistan","AZE",2036,8.03840817121487
"Afghanistan","AZE",2037,7.85481067484591
"Afghanistan","AZE",2038,7.67540655108941
"Afghanistan","AZE",2039,7.50010002318253
"Afghanistan","AZE",2040,7.32879750190673
"Afghanistan","AZE",2041,7.16140753562416
"Afghanistan","AZE",2042,6.99784076145528
"Afghanistan","AZE",2043,6.83800985757152
"Afghanistan","AZE",2044,6.68182949657765
"Afghanistan","AZE",2045,6.52921629995883
"Afghanistan","AZE",2046,6.38008879356813
"Afghanistan","AZE",2047,6.23436736413072
"Afghanistan","AZE",2048,6.09197421674147
"Afghanistan","AZE",2049,5.95283333333333
"Afghanistan","AZE",2050,5.81687043209433
"Afghanistan","BDI",2021,11.3680258556228
"Afghanistan","BDI",2022,11.1083797862401
"Afghanistan","BDI",2023,10.8546640412779
"Afghanistan","BDI",2024,10.6067431719395
"Afghanistan","BDI",2025,10.3644848230826
"Afghanistan","BDI",2026,10.1277596625606
"Afghanistan","BDI",2027,9.89644131217732
"Afghanistan","BDI",2028,9.67040628021855
"Afghanistan","BDI",2029,9.4495338955247
"Afghanistan","BDI",2030,9.23370624306925
"Afghanistan","BDI",2031,9.02280810100865
"Afghanistan","BDI",2032,8.81672687916987
"Afghanistan","BDI",2033,8.615352558943
"Afghanistan","BDI",2034,8.41857763454664
"Afghanistan","BDI",2035,8.22629705563484
"Afghanistan","BDI",2036,8.03840817121487
"Afghanistan","BDI",2037,7.85481067484591
"Afghanistan","BDI",2038,7.67540655108941
"Afghanistan","BDI",2039,7.50010002318253
"Afghanistan","BDI",2040,7.32879750190673
"Afghanistan","BDI",2041,7.16140753562416
"Afghanistan","BDI",2042,6.99784076145528
"Afghanistan","BDI",2043,6.83800985757152
"Afghanistan","BDI",2044,6.68182949657765
"Afghanistan","BDI",2045,6.52921629995883
"Afghanistan","BDI",2046,6.38008879356813
"Afghanistan","BDI",2047,6.23436736413072
"Afghanistan","BDI",2048,6.09197421674147
"Afghanistan","BDI",2049,5.95283333333333
"Afghanistan","BDI",2050,5.81687043209433
"Afghanistan","BEL",2021,11.3680258556228
"Afghanistan","BEL",2022,11.1083797862401
"Afghanistan","BEL",2023,10.8546640412779
"Afghanistan","BEL",2024,10.6067431719395
"Afghanistan","BEL",2025,10.3644848230826
"Afghanistan","BEL",2026,10.1277596625606
"Afghanistan","BEL",2027,9.89644131217732
"Afghanistan","BEL",2028,9.67040628021855
"Afghanistan","BEL",2029,9.4495338955247
"Afghanistan","BEL",2030,9.23370624306925
"Afghanistan","BEL",2031,9.02280810100865
"Afghanistan","BEL",2032,8.81672687916987
"Afghanistan","BEL",2033,8.615352558943
"Afghanistan","BEL",2034,8.41857763454664
"Afghanistan","BEL",2035,8.22629705563484
"Afghanistan","BEL",2036,8.03840817121487
"Afghanistan","BEL",2037,7.85481067484591
"Afghanistan","BEL",2038,7.67540655108941
"Afghanistan","BEL",2039,7.50010002318253
"Afghanistan","BEL",2040,7.32879750190673
"Afghanistan","BEL",2041,7.16140753562416
"Afghanistan","BEL",2042,6.99784076145528
"Afghanistan","BEL",2043,6.83800985757152
"Afghanistan","BEL",2044,6.68182949657765
"Afghanistan","BEL",2045,6.52921629995883
"Afghanistan","BEL",2046,6.38008879356813
"Afghanistan","BEL",2047,6.23436736413072
"Afghanistan","BEL",2048,6.09197421674147
"Afghanistan","BEL",2049,5.95283333333333
"Afghanistan","BEL",2050,5.81687043209433
"Afghanistan","BEN",2021,11.3680258556228
"Afghanistan","BEN",2022,11.1083797862401
"Afghanistan","BEN",2023,10.8546640412779
"Afghanistan","BEN",2024,10.6067431719395
"Afghanistan","BEN",2025,10.3644848230826
"Afghanistan","BEN",2026,10.1277596625606
"Afghanistan","BEN",2027,9.89644131217732
"Afghanistan","BEN",2028,9.67040628021855
"Afghanistan","BEN",2029,9.4495338955247
"Afghanistan","BEN",2030,9.23370624306925
"Afghanistan","BEN",2031,9.02280810100865
"Afghanistan","BEN",2032,8.81672687916987
"Afghanistan","BEN",2033,8.615352558943
"Afghanistan","BEN",2034,8.41857763454664
"Afghanistan","BEN",2035,8.22629705563484
"Afghanistan","BEN",2036,8.03840817121487
"Afghanistan","BEN",2037,7.85481067484591
"Afghanistan","BEN",2038,7.67540655108941
"Afghanistan","BEN",2039,7.50010002318253
"Afghanistan","BEN",2040,7.32879750190673
"Afghanistan","BEN",2041,7.16140753562416
"Afghanistan","BEN",2042,6.99784076145528
"Afghanistan","BEN",2043,6.83800985757152
"Afghanistan","BEN",2044,6.68182949657765
"Afghanistan","BEN",2045,6.52921629995883
"Afghanistan","BEN",2046,6.38008879356813
"Afghanistan","BEN",2047,6.23436736413072
"Afghanistan","BEN",2048,6.09197421674147
"Afghanistan","BEN",2049,5.95283333333333
"Afghanistan","BEN",2050,5.81687043209433
"Afghanistan","BES",2021,11.3680258556228
"Afghanistan","BES",2022,11.1083797862401
"Afghanistan","BES",2023,10.8546640412779
"Afghanistan","BES",2024,10.6067431719395
"Afghanistan","BES",2025,10.3644848230826
"Afghanistan","BES",2026,10.1277596625606
"Afghanistan","BES",2027,9.89644131217732
