,Nation,iso_code3,Year,consumpinit_scoe_gj_per_hh_residential_elec_appliances
1512,"Congo, Dem. Rep.",COD,2043,34.42419461678696
1513,"Congo, Dem. Rep.",COD,2044,37.36008640528591
1514,"Congo, Dem. Rep.",COD,2045,40.29597824397859
1515,"Congo, Dem. Rep.",COD,2046,43.23186885931814
1516,"Congo, Dem. Rep.",COD,2047,46.16776072330845
1517,"Congo, Dem. Rep.",COD,2048,49.103652633796486
1518,"Congo, Dem. Rep.",COD,2049,49.103652633796486
1519,"Congo, Dem. Rep.",COD,2050,49.103652633796486
1529,"Congo, Rep.",COG,2020,2.8486597391392037
1530,"Congo, Rep.",COG,2021,2.873975826441218
1531,"Congo, Rep.",COG,2022,2.8992896784549274
1532,"Congo, Rep.",COG,2023,2.924605742013391
1533,"Congo, Rep.",COG,2024,3.129257401074192
1534,"Congo, Rep.",COG,2025,3.3339113309349706
1535,"Congo, Rep.",COG,2026,3.5385653360690976
1536,"Congo, Rep.",COG,2027,3.743216795451985
1537,"Congo, Rep.",COG,2028,3.947870842362669
1538,"Congo, Rep.",COG,2029,4.187749867612033
1539,"Congo, Rep.",COG,2030,4.427628904421834
1540,"Congo, Rep.",COG,2031,4.667507952258245
1541,"Congo, Rep.",COG,2032,4.907387010619812
1542,"Congo, Rep.",COG,2033,5.147266079035031
1543,"Congo, Rep.",COG,2034,5.430943325849391
1544,"Congo, Rep.",COG,2035,5.714620535086894
1545,"Congo, Rep.",COG,2036,5.998297708267674
1546,"Congo, Rep.",COG,2037,6.281974846830959
1547,"Congo, Rep.",COG,2038,6.565651952140391
1548,"Congo, Rep.",COG,2039,6.896255266321903
1549,"Congo, Rep.",COG,2040,7.226862744037317
1550,"Congo, Rep.",COG,2041,7.557466132279749
1551,"Congo, Rep.",COG,2042,7.8880694849754205
1552,"Congo, Rep.",COG,2043,8.21867280330827
1553,"Congo, Rep.",COG,2044,8.602939903227401
1554,"Congo, Rep.",COG,2045,8.987207000287386
1555,"Congo, Rep.",COG,2046,9.371474094572712
1556,"Congo, Rep.",COG,2047,9.755741186164526
1557,"Congo, Rep.",COG,2048,10.14000827514086
1558,"Congo, Rep.",COG,2049,10.14000827514086
1559,"Congo, Rep.",COG,2050,10.14000827514086
1569,Costa Rica,CRI,2020,9.887028286925256
1570,Costa Rica,CRI,2021,10.1132353693115
1571,Costa Rica,CRI,2022,10.339435988641016
1572,Costa Rica,CRI,2023,10.5656365848123
1573,Costa Rica,CRI,2024,10.960439303737669
1574,Costa Rica,CRI,2025,11.355248919576532
1575,Costa Rica,CRI,2026,11.750051577630286
1576,Costa Rica,CRI,2027,12.144854120085265
1577,Costa Rica,CRI,2028,12.539664077599252
1578,Costa Rica,CRI,2029,12.95718640001284
1579,Costa Rica,CRI,2030,13.37471642819026
1580,Costa Rica,CRI,2031,13.792238557246735
1581,Costa Rica,CRI,2032,14.209768753116874
1582,Costa Rica,CRI,2033,14.627290695342056
1583,Costa Rica,CRI,2034,15.07968649445543
1584,Costa Rica,CRI,2035,15.532082376804118
1585,Costa Rica,CRI,2036,15.98446933402973
1586,Costa Rica,CRI,2037,16.43686518821905
1587,Costa Rica,CRI,2038,16.88926112311393
1588,Costa Rica,CRI,2039,17.36482836077051
1589,Costa Rica,CRI,2040,17.84039557813007
1590,Costa Rica,CRI,2041,18.315962775548655
1591,Costa Rica,CRI,2042,18.791529953374067
1592,Costa Rica,CRI,2043,19.26709711194604
1593,Costa Rica,CRI,2044,19.75788949124289
1594,Costa Rica,CRI,2045,20.24867128284439
1595,Costa Rica,CRI,2046,20.739463912042766
1596,Costa Rica,CRI,2047,21.230245532313496
1597,Costa Rica,CRI,2048,21.721038406314516
1598,Costa Rica,CRI,2049,21.721038406314516
1599,Costa Rica,CRI,2050,21.721038406314516
1609,Cote d'Ivoire,CIV,2020,9.3754396141434
1610,Cote d'Ivoire,CIV,2021,9.936763211696892
1611,Cote d'Ivoire,CIV,2022,10.498085132160977
1612,Cote d'Ivoire,CIV,2023,11.059407025406388
1613,Cote d'Ivoire,CIV,2024,12.1950165033627
1614,Cote d'Ivoire,CIV,2025,13.33062387838876
1615,Cote d'Ivoire,CIV,2026,14.466233393353775
1616,Cote d'Ivoire,CIV,2027,15.601843005551496
1617,Cote d'Ivoire,CIV,2028,16.737450038506736
1618,Cote d'Ivoire,CIV,2029,18.191322925862874
1619,Cote d'Ivoire,CIV,2030,19.645195931317694
1620,Cote d'Ivoire,CIV,2031,21.09906905127884
1621,Cote d'Ivoire,CIV,2032,22.552938824908136
1622,Cote d'Ivoire,CIV,2033,24.006811977368514
1623,Cote d'Ivoire,CIV,2034,25.823136060331514
1624,Cote d'Ivoire,CIV,2035,27.639464081220055
1625,Cote d'Ivoire,CIV,2036,29.455788032734887
1626,Cote d'Ivoire,CIV,2037,31.272116390297544
1627,Cote d'Ivoire,CIV,2038,33.088440213058874
1628,Cote d'Ivoire,CIV,2039,35.30247607134771
1629,Cote d'Ivoire,CIV,2040,37.516511782016664
1630,Cote d'Ivoire,CIV,2041,39.73055300506627
1631,Cote d'Ivoire,CIV,2042,41.944588703829986
1632,Cote d'Ivoire,CIV,2043,44.15862426016964
1633,Cote d'Ivoire,CIV,2044,46.76062480040382
1634,Cote d'Ivoire,CIV,2045,49.362625384860046
1635,Cote d'Ivoire,CIV,2046,51.964626012795975
1636,Cote d'Ivoire,CIV,2047,54.56662668348583
1637,Cote d'Ivoire,CIV,2048,57.168627396219826
1638,Cote d'Ivoire,CIV,2049,57.168627396219826
1639,Cote d'Ivoire,CIV,2050,57.168627396219826
1649,Croatia,HRV,2020,64.70906952565139
1650,Croatia,HRV,2021,66.42676769881409
1651,Croatia,HRV,2022,68.1444663179452
1652,Croatia,HRV,2023,69.86211836392394
1653,Croatia,HRV,2024,70.94068362672895
1654,Croatia,HRV,2025,72.01920163787206
1655,Croatia,HRV,2026,73.09771941748089
1656,Croatia,HRV,2027,74.17623696419128
1657,Croatia,HRV,2028,75.25475427662845
1658,Croatia,HRV,2029,76.35264350565423
1659,Croatia,HRV,2030,77.45053260262594
1660,Croatia,HRV,2031,78.54842156669784
1661,Croatia,HRV,2032,79.64631039701689
1662,Croatia,HRV,2033,80.74425456155163
1663,Croatia,HRV,2034,81.81605372267163
1664,Croatia,HRV,2035,82.88785260328086
1665,Croatia,HRV,2036,83.95965120147548
1666,Croatia,HRV,2037,85.03144951533442
1667,Croatia,HRV,2038,86.10324754291906
1668,Croatia,HRV,2039,87.06977309772742
1669,Croatia,HRV,2040,88.03629856150312
1670,Croatia,HRV,2041,89.00282393358157
1671,Croatia,HRV,2042,89.96941233178254
1672,Croatia,HRV,2043,90.93593835251792
1673,Croatia,HRV,2044,91.82276876931813
1674,Croatia,HRV,2045,92.70966381692686
1675,Croatia,HRV,2046,93.59649321007518
1676,Croatia,HRV,2047,94.48338882664657
1677,Croatia,HRV,2048,95.37021718423306
1678,Croatia,HRV,2049,95.37021718423306
1679,Croatia,HRV,2050,95.37021718423306
1689,Cuba,CUB,2020,16.01391508342747
1690,Cuba,CUB,2021,16.29845776754486
1691,Cuba,CUB,2022,16.583000493172637
1692,Cuba,CUB,2023,16.867538635811066
1693,Cuba,CUB,2024,16.951793723255815
1694,Cuba,CUB,2025,17.036044157178083
1695,Cuba,CUB,2026,17.12029456209333
1696,Cuba,CUB,2027,17.20454973388816
1697,Cuba,CUB,2028,17.288800123434587
1698,Cuba,CUB,2029,17.370818678031412
1699,Cuba,CUB,2030,17.452837211482503
1700,Cuba,CUB,2031,17.534860713301487
1701,Cuba,CUB,2032,17.61687925446673
1702,Cuba,CUB,2033,17.698897773984154
1703,Cuba,CUB,2034,17.81550743452139
1704,Cuba,CUB,2035,17.93211712116025
1705,Cuba,CUB,2036,18.048721534460494
1706,Cuba,CUB,2037,18.165331203876594
1707,Cuba,CUB,2038,18.281940900061805
1708,Cuba,CUB,2039,18.44715358397364
1709,Cuba,CUB,2040,18.61236069607959
1710,Cuba,CUB,2041,18.777573405275234
1711,Cuba,CUB,2042,18.94278617623036
1712,Cuba,CUB,2043,19.107999010499423
1713,Cuba,CUB,2044,19.27293834853456
1714,Cuba,CUB,2045,19.437877589038234
1715,Cuba,CUB,2046,19.602822988936317
1716,Cuba,CUB,2047,19.7677621407596
1717,Cuba,CUB,2048,19.93270768068523
1718,Cuba,CUB,2049,19.93270768068523
1719,Cuba,CUB,2050,19.93270768068523
1729,Cyprus,CYP,2020,34.31405657332593
1730,Cyprus,CYP,2021,35.157377779724996
1731,Cyprus,CYP,2022,36.00061942890966
1732,Cyprus,CYP,2023,36.843939870644995
1733,Cyprus,CYP,2024,37.220843033251825
1734,Cyprus,CYP,2025,37.597746230226626
1735,Cyprus,CYP,2026,37.974649460630886
1736,Cyprus,CYP,2027,38.35147174118366
1737,Cyprus,CYP,2028,38.728374971003085
1738,Cyprus,CYP,2029,39.172852061222976
1739,Cyprus,CYP,2030,39.617247846889754
1740,Cyprus,CYP,2031,40.06172524607843
1741,Cyprus,CYP,2032,40.50612079888178
1742,Cyprus,CYP,2033,40.95059849690989
1743,Cyprus,CYP,2034,41.472896921538876
1744,Cyprus,CYP,2035,41.99527798766454
1745,Cyprus,CYP,2036,42.517659300842716
1746,Cyprus,CYP,2037,43.03995668809559
1747,Cyprus,CYP,2038,43.56233805066232
1748,Cyprus,CYP,2039,44.128880582280416
1749,Cyprus,CYP,2040,44.69533789270911
1750,Cyprus,CYP,2041,45.261880778996726
1751,Cyprus,CYP,2042,45.828337393795984
1752,Cyprus,CYP,2043,46.39488062785608
1753,Cyprus,CYP,2044,46.98095907341421
1754,Cyprus,CYP,2045,47.56694953903039
1755,Cyprus,CYP,2046,48.15302819617349
1756,Cyprus,CYP,2047,48.73910724037983
1757,Cyprus,CYP,2048,49.32509660194505
1758,Cyprus,CYP,2049,49.32509660194505
1759,Cyprus,CYP,2050,49.32509660194505
1769,Denmark,DNK,2020,119.53599094813535
1770,Denmark,DNK,2021,121.480358292676
1771,Denmark,DNK,2022,123.42472582062533
1772,Denmark,DNK,2023,125.36909352939111
1773,Denmark,DNK,2024,126.82092793444802
1774,Denmark,DNK,2025,128.27267348010997
1775,Denmark,DNK,2026,129.72450827284166
1776,Denmark,DNK,2027,131.17625302401615
1777,Denmark,DNK,2028,132.62808819913573
1778,Denmark,DNK,2029,134.30468878127965
1779,Denmark,DNK,2030,135.98128906071605
1780,Denmark,DNK,2031,137.65788904129917
1781,Denmark,DNK,2032,139.33458281986523
1782,Denmark,DNK,2033,141.0111829454636
1783,Denmark,DNK,2034,143.0974053031623
1784,Denmark,DNK,2035,145.18372337313025
1785,Denmark,DNK,2036,147.27004232075436
1786,Denmark,DNK,2037,149.35626322512934
1787,Denmark,DNK,2038,151.44258289590317
1788,Denmark,DNK,2039,153.98752949809858
1789,Denmark,DNK,2040,156.5325774275349
1790,Denmark,DNK,2041,159.07752295168717
1791,Denmark,DNK,2042,161.62257238510776
1792,Denmark,DNK,2043,164.16751684526366
1793,Denmark,DNK,2044,167.09668792869508
1794,Denmark,DNK,2045,170.02575110175158
1795,Denmark,DNK,2046,172.9549235432903
1796,Denmark,DNK,2047,175.88398511358167
1797,Denmark,DNK,2048,178.81315889433895
1798,Denmark,DNK,2049,178.81315889433895
1799,Denmark,DNK,2050,178.81315889433895
1809,Djibouti,DJI,2020,0.8285381642189852
1810,Djibouti,DJI,2021,0.8757424704325619
1811,Djibouti,DJI,2022,0.9229514722260977
1812,Djibouti,DJI,2023,0.9701606166180841
1813,Djibouti,DJI,2024,1.0396585434973833
1814,Djibouti,DJI,2025,1.109161883942244
1815,Djibouti,DJI,2026,1.1786594996934174
1816,Djibouti,DJI,2027,1.2481631148773569
1817,Djibouti,DJI,2028,1.3176604337404665
1818,Djibouti,DJI,2029,1.4057444312598668
1819,Djibouti,DJI,2030,1.4938213926306905
1820,Djibouti,DJI,2031,1.5819055526909105
1821,Djibouti,DJI,2032,1.6699899671417227
1822,Djibouti,DJI,2033,1.7580662854236577
1823,Djibouti,DJI,2034,1.866165222822314
1824,Djibouti,DJI,2035,1.9742553253358455
1825,Djibouti,DJI,2036,2.0823545841988973
1826,Djibouti,DJI,2037,2.1904542088044834
1827,Djibouti,DJI,2038,2.298543727942682
1828,Djibouti,DJI,2039,2.426703719090322
1829,Djibouti,DJI,2040,2.5548528189734614
1830,Djibouti,DJI,2041,2.6830014987639736
1831,Djibouti,DJI,2042,2.811162209937129
1832,Djibouti,DJI,2043,2.9393105535257256
1833,Djibouti,DJI,2044,3.087522007070179
1834,Djibouti,DJI,2045,3.235733408749113
1835,Djibouti,DJI,2046,3.3839447594287724
1836,Djibouti,DJI,2047,3.5321560599562156
1837,Djibouti,DJI,2048,3.680383044469788
1838,Djibouti,DJI,2049,3.680383044469788
1839,Djibouti,DJI,2050,3.680383044469788
1849,Dominican Republic,DOM,2020,21.639619658417594
1850,Dominican Republic,DOM,2021,22.491541014137404
1851,Dominican Republic,DOM,2022,23.343455154155738
1852,Dominican Republic,DOM,2023,24.195376746727533
1853,Dominican Republic,DOM,2024,24.997369191402765
1854,Dominican Republic,DOM,2025,25.799361698321317
1855,Dominican Republic,DOM,2026,26.601346050278995
1856,Dominican Republic,DOM,2027,27.403338492995445
1857,Dominican Republic,DOM,2028,28.20533099660067
1858,Dominican Republic,DOM,2029,29.053157650217972
1859,Dominican Republic,DOM,2030,29.900975516950094
1860,Dominican Republic,DOM,2031,30.748802363420104
1861,Dominican Republic,DOM,2032,31.596620026572474
1862,Dominican Republic,DOM,2033,32.444447061202396
1863,Dominican Republic,DOM,2034,33.36946525289425
1864,Dominican Republic,DOM,2035,34.294493234745836
1865,Dominican Republic,DOM,2036,35.21951120310274
1866,Dominican Republic,DOM,2037,36.14453940313216
1867,Dominican Republic,DOM,2038,37.06955715251886
1868,Dominican Republic,DOM,2039,38.05995086757991
1869,Dominican Republic,DOM,2040,39.0503446889826
1870,Dominican Republic,DOM,2041,40.04072722802563
1871,Dominican Republic,DOM,2042,41.03112102159002
1872,Dominican Republic,DOM,2043,42.02151491967423
1873,Dominican Republic,DOM,2044,43.06620859270898
1874,Dominican Republic,DOM,2045,44.11090235051441
1875,Dominican Republic,DOM,2046,45.1555961923565
1876,Dominican Republic,DOM,2047,46.20027722891469
1877,Dominican Republic,DOM,2048,47.244970983042975
1878,Dominican Republic,DOM,2049,47.244970983042975
1879,Dominican Republic,DOM,2050,47.244970983042975
1889,Ecuador,ECU,2020,20.278394000943504
1890,Ecuador,ECU,2021,20.483308931328295
1891,Ecuador,ECU,2022,20.688219020120208
1892,Ecuador,ECU,2023,20.893129109150458
1893,Ecuador,ECU,2024,21.759434527290345
1894,Ecuador,ECU,2025,22.62574494171658
1895,Ecuador,ECU,2026,23.492050209408173
1896,Ecuador,ECU,2027,24.35836077707063
1897,Ecuador,ECU,2028,25.224665899447466
1898,Ecuador,ECU,2029,26.18504767725647
1899,Ecuador,ECU,2030,27.14542950848274
1900,Ecuador,ECU,2031,28.10581139194271
1901,Ecuador,ECU,2032,29.066193326487507
1902,Ecuador,ECU,2033,30.02657531100174
1903,Ecuador,ECU,2034,31.14223036869303
1904,Ecuador,ECU,2035,32.257891977586425
1905,Ecuador,ECU,2036,33.37355372018206
1906,Ecuador,ECU,2037,34.48920840659687
1907,Ecuador,ECU,2038,35.604870222048895
1908,Ecuador,ECU,2039,36.87626816663551
1909,Ecuador,ECU,2040,38.147658429277286
1910,Ecuador,ECU,2041,39.419056434052145
1911,Ecuador,ECU,2042,40.69045457861482
1912,Ecuador,ECU,2043,41.96184437995267
1913,Ecuador,ECU,2044,43.385922370317225
1914,Ecuador,ECU,2045,44.8099917564113
1915,Ecuador,ECU,2046,46.234061020598865
1916,Ecuador,ECU,2047,47.65813016424091
1917,Ecuador,ECU,2048,49.08220892492754
1918,Ecuador,ECU,2049,49.08220892492754
1919,Ecuador,ECU,2050,49.08220892492754
1929,"Egypt, Arab Rep.",EGY,2020,138.90244485177652
1930,"Egypt, Arab Rep.",EGY,2021,145.57299108353146
1931,"Egypt, Arab Rep.",EGY,2022,152.24353733876774
1932,"Egypt, Arab Rep.",EGY,2023,158.91408361662027
1933,"Egypt, Arab Rep.",EGY,2024,167.35487012105415
1934,"Egypt, Arab Rep.",EGY,2025,175.7956634028843
1935,"Egypt, Arab Rep.",EGY,2026,184.23644949430107
1936,"Egypt, Arab Rep.",EGY,2027,192.67724289356534
1937,"Egypt, Arab Rep.",EGY,2028,201.11803647513503
1938,"Egypt, Arab Rep.",EGY,2029,211.2295843033664
1939,"Egypt, Arab Rep.",EGY,2030,221.34114022367797
1940,"Egypt, Arab Rep.",EGY,2031,231.4526963477525
1941,"Egypt, Arab Rep.",EGY,2032,241.56424356519284
1942,"Egypt, Arab Rep.",EGY,2033,251.67579978836653
1943,"Egypt, Arab Rep.",EGY,2034,263.49954418796983
1944,"Egypt, Arab Rep.",EGY,2035,275.3232984144559
1945,"Egypt, Arab Rep.",EGY,2036,287.1470426138356
1946,"Egypt, Arab Rep.",EGY,2037,298.97079733152304
1947,"Egypt, Arab Rep.",EGY,2038,310.79454133492663
1948,"Egypt, Arab Rep.",EGY,2039,323.98806973802743
1949,"Egypt, Arab Rep.",EGY,2040,337.18158658040363
1950,"Egypt, Arab Rep.",EGY,2041,350.3751152536744
1951,"Egypt, Arab Rep.",EGY,2042,363.568631612041
1952,"Egypt, Arab Rep.",EGY,2043,376.7621605492817
1953,"Egypt, Arab Rep.",EGY,2044,391.08538651299153
1954,"Egypt, Arab Rep.",EGY,2045,405.4086124214225
1955,"Egypt, Arab Rep.",EGY,2046,419.7318382755572
1956,"Egypt, Arab Rep.",EGY,2047,434.055064076356
1957,"Egypt, Arab Rep.",EGY,2048,448.37828982475673
1958,"Egypt, Arab Rep.",EGY,2049,448.37828982475673
1959,"Egypt, Arab Rep.",EGY,2050,448.37828982475673
1969,El Salvador,SLV,2020,8.557740738161911
1970,El Salvador,SLV,2021,8.713828729202868
1971,El Salvador,SLV,2022,8.869911306890552
1972,El Salvador,SLV,2023,9.025993817719227
1973,El Salvador,SLV,2024,9.220208493913884
1974,El Salvador,SLV,2025,9.414423204084834
1975,El Salvador,SLV,2026,9.608637948284672
1976,El Salvador,SLV,2027,9.80285272656611
1977,El Salvador,SLV,2028,9.997067538981966
1978,El Salvador,SLV,2029,10.214339825782035
1979,El Salvador,SLV,2030,10.431612077437636
1980,El Salvador,SLV,2031,10.648884293807725
1981,El Salvador,SLV,2032,10.866156474750372
1982,El Salvador,SLV,2033,11.083428620123012
1983,El Salvador,SLV,2034,11.339384212101852
1984,El Salvador,SLV,2035,11.595332675557373
1985,El Salvador,SLV,2036,11.851288475984571
1986,El Salvador,SLV,2037,12.107236796043102
1987,El Salvador,SLV,2038,12.363184955145583
1988,El Salvador,SLV,2039,12.651927259019697
1989,El Salvador,SLV,2040,12.940661582878427
1990,El Salvador,SLV,2041,13.229395777158192
1991,El Salvador,SLV,2042,13.518138525775004
1992,El Salvador,SLV,2043,13.806872668900759
1993,El Salvador,SLV,2044,14.120214897006
1994,El Salvador,SLV,2045,14.433557148204613
1995,El Salvador,SLV,2046,14.746899422766843
1996,El Salvador,SLV,2047,15.060241720967184
1997,El Salvador,SLV,2048,15.373584043084438
1998,El Salvador,SLV,2049,15.373584043084438
1999,El Salvador,SLV,2050,15.373584043084438
2009,Equatorial Guinea,GNQ,2020,4.5253402207788085
2010,Equatorial Guinea,GNQ,2021,4.421342087550942
2011,Equatorial Guinea,GNQ,2022,4.317368889114143
2012,Equatorial Guinea,GNQ,2023,4.213395173915035
2013,Equatorial Guinea,GNQ,2024,4.3598496429477445
2014,Equatorial Guinea,GNQ,2025,4.506326822064848
2015,Equatorial Guinea,GNQ,2026,4.652781095459344
2016,Equatorial Guinea,GNQ,2027,4.799235122109016
2017,Equatorial Guinea,GNQ,2028,4.945712803845261
2018,Equatorial Guinea,GNQ,2029,5.103429452475875
2019,Equatorial Guinea,GNQ,2030,5.261170389995961
2020,Equatorial Guinea,GNQ,2031,5.418886806709369
2021,Equatorial Guinea,GNQ,2032,5.576628171104524
2022,Equatorial Guinea,GNQ,2033,5.734344367407601
2023,Equatorial Guinea,GNQ,2034,5.9090972867985245
2024,Equatorial Guinea,GNQ,2035,6.083850327622692
2025,Equatorial Guinea,GNQ,2036,6.258576828358851
2026,Equatorial Guinea,GNQ,2037,6.4333297403013505
2027,Equatorial Guinea,GNQ,2038,6.608082768798667
2028,Equatorial Guinea,GNQ,2039,6.799387312629874
2029,Equatorial Guinea,GNQ,2040,6.990719776902272
2030,Equatorial Guinea,GNQ,2041,7.1820241779337834
2031,Equatorial Guinea,GNQ,2042,7.373328310780733
2032,Equatorial Guinea,GNQ,2043,7.564661567061645
2033,Equatorial Guinea,GNQ,2044,7.769786198326259
2034,Equatorial Guinea,GNQ,2045,7.974940661641631
2035,Equatorial Guinea,GNQ,2046,8.180064847011192
2036,Equatorial Guinea,GNQ,2047,8.385219742282121
2037,Equatorial Guinea,GNQ,2048,8.590343501289855
2038,Equatorial Guinea,GNQ,2049,8.590343501289855
2039,Equatorial Guinea,GNQ,2050,8.590343501289855
2049,Estonia,EST,2020,72.31087993450672
2050,Estonia,EST,2021,74.27288537392926
2051,Estonia,EST,2022,76.23489348736277
2052,Estonia,EST,2023,78.19675966825626
2053,Estonia,EST,2024,80.52517460111062
2054,Estonia,EST,2025,82.85374197710878
2055,Estonia,EST,2026,85.18215859045527
2056,Estonia,EST,2027,87.51057370319766
2057,Estonia,EST,2028,89.83898730483244
2058,Estonia,EST,2029,92.3767454148617
2059,Estonia,EST,2030,94.9145049933535
2060,Estonia,EST,2031,97.45226605000718
2061,Estonia,EST,2032,99.98983985868193
2062,Estonia,EST,2033,102.52759868298256
2063,Estonia,EST,2034,105.16310719377265
2064,Estonia,EST,2035,107.79841526484735
2065,Estonia,EST,2036,110.43392669803605
2066,Estonia,EST,2037,113.06944226706887
2067,Estonia,EST,2038,115.70474141422717
2068,Estonia,EST,2039,118.31061536617872
2069,Estonia,EST,2040,120.91671893371233
2070,Estonia,EST,2041,123.52259532551419
2071,Estonia,EST,2042,126.12847032500656
2072,Estonia,EST,2043,128.73434392766603
2073,Estonia,EST,2044,131.1423044164632
2074,Estonia,EST,2045,133.5502671856793
2075,Estonia,EST,2046,135.95797082662574
2076,Estonia,EST,2047,138.36593326728214
2077,Estonia,EST,2048,140.77389799971945
2078,Estonia,EST,2049,140.77389799971945
2079,Estonia,EST,2050,140.77389799971945
2089,Eswatini,SWZ,2020,1.3963581387740516
2090,Eswatini,SWZ,2021,1.411041450598162
2091,Eswatini,SWZ,2022,1.4257247725368534
2092,Eswatini,SWZ,2023,1.4404032640888704
2093,Eswatini,SWZ,2024,1.4844980471132079
2094,Eswatini,SWZ,2025,1.5285928081034879
2095,Eswatini,SWZ,2026,1.5726875474966653
2096,Eswatini,SWZ,2027,1.6167875559591587
2097,Eswatini,SWZ,2028,1.660882362248883
2098,Eswatini,SWZ,2029,1.7186685844897431
2099,Eswatini,SWZ,2030,1.7764603632810358
2100,Eswatini,SWZ,2031,1.83424642628518
2101,Eswatini,SWZ,2032,1.8920383587603773
2102,Eswatini,SWZ,2033,1.9498242657918157
2103,Eswatini,SWZ,2034,2.024825827726933
2104,Eswatini,SWZ,2035,2.099827453566076
2105,Eswatini,SWZ,2036,2.174829142486652
2106,Eswatini,SWZ,2037,2.249830893680146
2107,Eswatini,SWZ,2038,2.3248254976128746
2108,Eswatini,SWZ,2039,2.4181742604286165
2109,Eswatini,SWZ,2040,2.511523146159749
2110,Eswatini,SWZ,2041,2.604872153472804
2111,Eswatini,SWZ,2042,2.6982130351348697
2112,Eswatini,SWZ,2043,2.7915620270357198
2113,Eswatini,SWZ,2044,2.903217030700123
2114,Eswatini,SWZ,2045,3.0148719848952883
2115,Eswatini,SWZ,2046,3.126526890063692
2116,Eswatini,SWZ,2047,3.2381817466426117
2117,Eswatini,SWZ,2048,3.349846604463198
2118,Eswatini,SWZ,2049,3.349846604463198
2119,Eswatini,SWZ,2050,3.349846604463198
2129,Ethiopia,ETH,2020,31.967768371739396
2130,Ethiopia,ETH,2021,34.16388059384088
2131,Ethiopia,ETH,2022,36.35999281263328
2132,Ethiopia,ETH,2023,38.55610502830291
2133,Ethiopia,ETH,2024,41.27559373779868
2134,Ethiopia,ETH,2025,43.9950824889606
2135,Ethiopia,ETH,2026,46.71456944394701
2136,Ethiopia,ETH,2027,49.434058198047694
2137,Ethiopia,ETH,2028,52.15354699026203
2138,Ethiopia,ETH,2029,55.68678207632188
2139,Ethiopia,ETH,2030,59.220017194766406
2140,Ethiopia,ETH,2031,62.75325006610822
2141,Ethiopia,ETH,2032,66.28648515199855
2142,Ethiopia,ETH,2033,69.81972026887863
2143,Ethiopia,ETH,2034,74.66630078130952
2144,Ethiopia,ETH,2035,79.51287864016417
2145,Ethiopia,ETH,2036,84.35945917286605
2146,Ethiopia,ETH,2037,89.2060397791266
2147,Ethiopia,ETH,2038,94.05262045615615
2148,Ethiopia,ETH,2039,100.57037190102204
2149,Ethiopia,ETH,2040,107.08812321710126
2150,Ethiopia,ETH,2041,113.60587803196823
2151,Ethiopia,ETH,2042,120.1236292680313
2152,Ethiopia,ETH,2043,126.64138038430973
2153,Ethiopia,ETH,2044,135.1563596269484
2154,Ethiopia,ETH,2045,143.67133486970164
2155,Ethiopia,ETH,2046,152.18631006253992
2156,Ethiopia,ETH,2047,160.7012852069412
2157,Ethiopia,ETH,2048,169.21626030432552
2158,Ethiopia,ETH,2049,169.21626030432552
2159,Ethiopia,ETH,2050,169.21626030432552
2169,Fiji,FJI,2020,0.8982945201063681
2170,Fiji,FJI,2021,0.9236267498643298
2171,Fiji,FJI,2022,0.9489589522398199
2172,Fiji,FJI,2023,0.9742911275848384
2173,Fiji,FJI,2024,1.0057785949464164
2174,Fiji,FJI,2025,1.0372661522442288
2175,Fiji,FJI,2026,1.0687485611160719
2176,Fiji,FJI,2027,1.100236158576175
2177,Fiji,FJI,2028,1.1317238442893693
2178,Fiji,FJI,2029,1.1689221508724756
2179,Fiji,FJI,2030,1.2061147024706398
2180,Fiji,FJI,2031,1.243313026569351
2181,Fiji,FJI,2032,1.2805114429233893
2182,Fiji,FJI,2033,1.3177036034042489
2183,Fiji,FJI,2034,1.3621742789753568
2184,Fiji,FJI,2035,1.4066385587241235
2185,Fiji,FJI,2036,1.4511027903236058
2186,Fiji,FJI,2037,1.495566973912433
2187,Fiji,FJI,2038,1.5400311096287054
2188,Fiji,FJI,2039,1.591987636709091
2189,Fiji,FJI,2040,1.6439442162133624
2190,Fiji,FJI,2041,1.6959008481649038
2191,Fiji,FJI,2042,1.7478575325871124
2192,Fiji,FJI,2043,1.7998056347744409
2193,Fiji,FJI,2044,1.8599977634315328
2194,Fiji,FJI,2045,1.9201901672820452
2195,Fiji,FJI,2046,1.9803733171166116
2196,Fiji,FJI,2047,2.0405659741937767
2197,Fiji,FJI,2048,2.100748778438611
2198,Fiji,FJI,2049,2.100748778438611
2199,Fiji,FJI,2050,2.100748778438611
2209,Finland,FIN,2020,71.13150162659056
2210,Finland,FIN,2021,72.0701256103958
2211,Finland,FIN,2022,73.00874955048637
2212,Finland,FIN,2023,73.94737344741488
2213,Finland,FIN,2024,75.17927170815447
2214,Finland,FIN,2025,76.41114315749118
2215,Finland,FIN,2026,77.64301447426554
2216,Finland,FIN,2027,78.87488565993675
2217,Finland,FIN,2028,80.10675671594261
2218,Finland,FIN,2029,81.48893366886013
2219,Finland,FIN,2030,82.87111076602748
2220,Finland,FIN,2031,84.25328800613649
2221,Finland,FIN,2032,85.63546538789429
2222,Finland,FIN,2033,87.01764291002404
2223,Finland,FIN,2034,88.56918524170527
2224,Finland,FIN,2035,90.1207582901025
2225,Finland,FIN,2036,91.67229996769579
