Year,iso_code3,yf_agrc_nuts_tonne_ha
2036,DOM,9022.541866302854
2037,DOM,9166.902536163701
2038,DOM,9313.57297674232
2039,DOM,9462.590144370199
2040,DOM,9613.991586680122
2041,DOM,9767.815452067003
2042,DOM,9924.100499300075
2043,DOM,10082.886107288876
2044,DOM,10244.212285005498
2045,DOM,10408.119681565588
2046,DOM,10574.649596470636
2047,DOM,10743.843990014168
2048,DOM,10915.745493854394
2049,DOM,11090.397421756063
2050,DOM,11267.843780504161
2020,DZA,20189.00373333333
2021,DZA,20512.027793066667
2022,DZA,20840.220237755733
2023,DZA,21173.663761559827
2024,DZA,21512.442381744782
2025,DZA,21856.641459852697
2026,DZA,22206.347723210343
2027,DZA,22561.649286781707
2028,DZA,22922.635675370217
2029,DZA,23289.39784617614
2030,DZA,23662.028211714958
2031,DZA,24040.6206631024
2032,DZA,24425.270593712037
2033,DZA,24816.07492321143
2034,DZA,25213.132121982813
2035,DZA,25616.542235934536
2036,DZA,26026.40691170949
2037,DZA,26442.829422296847
2038,DZA,26865.914693053594
2039,DZA,27295.769328142454
2040,DZA,27732.501637392732
2041,DZA,28176.221663591015
2042,DZA,28627.041210208474
2043,DZA,29085.073869571806
2044,DZA,29550.435051484958
2045,DZA,30023.242012308718
2046,DZA,30503.613884505656
2047,DZA,30991.671706657748
2048,DZA,31487.538453964273
2049,DZA,31991.3390692277
2050,DZA,32503.200494335346
2020,ECU,12104.567555555555
2021,ECU,12298.240636444445
2022,ECU,12495.012486627555
2023,ECU,12694.932686413596
2024,ECU,12898.051609396214
2025,ECU,13104.420435146552
2026,ECU,13314.091162108898
2027,ECU,13527.116620702642
2028,ECU,13743.550486633883
2029,ECU,13963.447294420026
2030,ECU,14186.862451130746
2031,ECU,14413.852250348838
2032,ECU,14644.47388635442
2033,ECU,14878.78546853609
2034,ECU,15116.846036032668
2035,ECU,15358.71557260919
2036,ECU,15604.455021770938
2037,ECU,15854.126302119275
2038,ECU,16107.792322953183
2039,ECU,16365.517000120435
2040,ECU,16627.365272122363
2041,ECU,16893.40311647632
2042,ECU,17163.697566339943
2043,ECU,17438.31672740138
2044,ECU,17717.3297950398
2045,ECU,18000.80707176044
2046,ECU,18288.819984908605
2047,ECU,18581.441104667145
2048,ECU,18878.74416234182
2049,ECU,19180.804068939287
2050,ECU,19487.696934042317
2020,EGY,39450.78328888889
2021,EGY,40081.99582151111
2022,EGY,40723.30775465529
2023,EGY,41374.88067872977
2024,EGY,42036.87876958945
2025,EGY,42709.46882990288
2026,EGY,43392.820331181334
2027,EGY,44087.10545648023
2028,EGY,44792.49914378392
2029,EGY,45509.17913008446
2030,EGY,46237.32599616581
2031,EGY,46977.12321210447
2032,EGY,47728.75718349814
2033,EGY,48492.417298434106
2034,EGY,49268.295975209054
2035,EGY,50056.5887108124
2036,EGY,50857.4941301854
2037,EGY,51671.21403626837
2038,EGY,52497.95346084866
2039,EGY,53337.920716222245
2040,EGY,54191.3274476818
2041,EGY,55058.38868684471
2042,EGY,55939.322905834226
2043,EGY,56834.35207232757
2044,EGY,57743.70170548481
2045,EGY,58667.60093277257
2046,EGY,59606.28254769693
2047,EGY,60559.98306846008
2048,EGY,61528.94279755545
2049,EGY,62513.40588231633
2050,EGY,63513.6203764334
2020,ERI,7474.192711111115
2021,ERI,7593.7797944888935
2022,ERI,7715.280271200715
2023,ERI,7838.724755539927
2024,ERI,7964.144351628566
2025,ERI,8091.570661254623
2026,ERI,8221.035791834696
2027,ERI,8352.572364504053
2028,ERI,8486.213522336118
2029,ERI,8621.992938693496
2030,ERI,8759.944825712591
2031,ERI,8900.103942923994
2032,ERI,9042.505606010778
2033,ERI,9187.18569570695
2034,ERI,9334.18066683826
2035,ERI,9483.527557507672
2036,ERI,9635.263998427796
2037,ERI,9789.428222402641
2038,ERI,9946.059073961083
2039,ERI,10105.196019144461
2040,ERI,10266.879155450773
2041,ERI,10431.149221937985
2042,ERI,10598.047609488993
2043,ERI,10767.616371240816
2044,ERI,10939.89823318067
2045,ERI,11114.936604911562
2046,ERI,11292.775590590145
2047,ERI,11473.460000039588
2048,ERI,11657.035360040221
2049,ERI,11843.547925800865
2050,ERI,12033.04469261368
2020,ESP,14875.590151111115
2021,ESP,15113.599593528894
2022,ESP,15355.417187025356
2023,ESP,15601.10386201776
2024,ESP,15850.721523810047
2025,ESP,16104.333068191007
2026,ESP,16362.002397282064
2027,ESP,16623.794435638578
2028,ESP,16889.775146608794
2029,ESP,17160.011548954535
2030,ESP,17434.57173373781
2031,ESP,17713.524881477613
2032,ESP,17996.941279581257
2033,ESP,18284.892340054557
2034,ESP,18577.450617495426
2035,ESP,18874.689827375354
2036,ESP,19176.684864613362
2037,ESP,19483.511822447177
2038,ESP,19795.24801160633
2039,ESP,20111.971979792033
2040,ESP,20433.763531468707
2041,ESP,20760.703747972206
2042,ESP,21092.87500793976
2043,ESP,21430.361008066797
2044,ESP,21773.246784195864
2045,ESP,22121.618732743
2046,ESP,22475.56463246689
2047,ESP,22835.173666586357
2048,ESP,23200.536445251742
2049,ESP,23571.745028375768
2050,ESP,23948.892948829784
2020,EST,0.0
2021,EST,0.0
2022,EST,0.0
2023,EST,0.0
2024,EST,0.0
2025,EST,0.0
2026,EST,0.0
2027,EST,0.0
2028,EST,0.0
2029,EST,0.0
2030,EST,0.0
2031,EST,0.0
2032,EST,0.0
2033,EST,0.0
2034,EST,0.0
2035,EST,0.0
2036,EST,0.0
2037,EST,0.0
2038,EST,0.0
2039,EST,0.0
2040,EST,0.0
2041,EST,0.0
2042,EST,0.0
2043,EST,0.0
2044,EST,0.0
2045,EST,0.0
2046,EST,0.0
2047,EST,0.0
2048,EST,0.0
2049,EST,0.0
2050,EST,0.0
2020,ETH,15061.66377777777
2021,ETH,15302.650398222217
2022,ETH,15547.49280459377
2023,ETH,15796.252689467272
2024,ETH,16048.99273249875
2025,ETH,16305.776616218727
2026,ETH,16566.66904207823
2027,ETH,16831.73574675148
2028,ETH,17101.043518699506
2029,ETH,17374.660214998697
2030,ETH,17652.654778438675
2031,ETH,17935.097254893695
2032,ETH,18222.058810971997
2033,ETH,18513.61175194755
2034,ETH,18809.829539978706
2035,ETH,19110.786812618364
2036,ETH,19416.55940162026
2037,ETH,19727.224352046185
2038,ETH,20042.859941678926
2039,ETH,20363.545700745788
2040,ETH,20689.36243195772
2041,ETH,21020.392230869045
2042,ETH,21356.718506562953
2043,ETH,21698.42600266796
2044,ETH,22045.600818710645
2045,ETH,22398.330431810016
2046,ETH,22756.703718718974
2047,ETH,23120.81097821848
2048,ETH,23490.743953869976
2049,ETH,23866.595857131895
2050,ETH,24248.461390846005
2020,FIN,0.0
2021,FIN,0.0
2022,FIN,0.0
2023,FIN,0.0
2024,FIN,0.0
2025,FIN,0.0
2026,FIN,0.0
2027,FIN,0.0
2028,FIN,0.0
2029,FIN,0.0
2030,FIN,0.0
2031,FIN,0.0
2032,FIN,0.0
2033,FIN,0.0
2034,FIN,0.0
2035,FIN,0.0
2036,FIN,0.0
2037,FIN,0.0
2038,FIN,0.0
2039,FIN,0.0
2040,FIN,0.0
2041,FIN,0.0
2042,FIN,0.0
2043,FIN,0.0
2044,FIN,0.0
2045,FIN,0.0
2046,FIN,0.0
2047,FIN,0.0
2048,FIN,0.0
2049,FIN,0.0
2050,FIN,0.0
2020,FJI,8914.282400000002
2021,FJI,9056.910918400003
2022,FJI,9201.821493094401
2023,FJI,9349.050636983913
2024,FJI,9498.635447175655
2025,FJI,9650.613614330465
2026,FJI,9805.023432159753
2027,FJI,9961.90380707431
2028,FJI,10121.2942679875
2029,FJI,10283.2349762753
2030,FJI,10447.766735895702
2031,FJI,10614.931003670035
2032,FJI,10784.769899728757
2033,FJI,10957.326218124415
2034,FJI,11132.643437614406
2035,FJI,11310.765732616237
2036,FJI,11491.737984338097
2037,FJI,11675.605792087508
2038,FJI,11862.415484760908
2039,FJI,12052.214132517083
2040,FJI,12245.049558637356
2041,FJI,12440.970351575554
2042,FJI,12640.025877200764
2043,FJI,12842.266291235976
2044,FJI,13047.742551895752
2045,FJI,13256.506432726082
2046,FJI,13468.610535649701
2047,FJI,13684.108304220095
2048,FJI,13903.054037087617
2049,FJI,14125.502901681019
2050,FJI,14351.510948107916
2020,FRA,15282.639262222207
2021,FRA,15527.161490417762
2022,FRA,15775.596074264446
2023,FRA,16028.005611452676
2024,FRA,16284.45370123592
2025,FRA,16545.004960455695
2026,FRA,16809.725039822988
2027,FRA,17078.680640460156
2028,FRA,17351.939530707517
2029,FRA,17629.57056319884
2030,FRA,17911.64369221002
2031,FRA,18198.22999128538
2032,FRA,18489.401671145948
2033,FRA,18785.23209788428
2034,FRA,19085.79581145043
2035,FRA,19391.168544433636
2036,FRA,19701.427241144575
2037,FRA,20016.65007700289
2038,FRA,20336.916478234936
2039,FRA,20662.307141886697
2040,FRA,20992.904056156884
2041,FRA,21328.790521055394
2042,FRA,21670.05116939228
2043,FRA,22016.771988102555
2044,FRA,22369.040339912197
2045,FRA,22726.944985350794
2046,FRA,23090.576105116405
2047,FRA,23460.02532279827
2048,FRA,23835.385727963043
2049,FRA,24216.751899610448
2050,FRA,24604.21993000422
2020,FRO,0.0
2021,FRO,0.0
2022,FRO,0.0
2023,FRO,0.0
2024,FRO,0.0
2025,FRO,0.0
2026,FRO,0.0
2027,FRO,0.0
2028,FRO,0.0
2029,FRO,0.0
2030,FRO,0.0
2031,FRO,0.0
2032,FRO,0.0
2033,FRO,0.0
2034,FRO,0.0
2035,FRO,0.0
2036,FRO,0.0
2037,FRO,0.0
2038,FRO,0.0
2039,FRO,0.0
2040,FRO,0.0
2041,FRO,0.0
2042,FRO,0.0
2043,FRO,0.0
2044,FRO,0.0
2045,FRO,0.0
2046,FRO,0.0
2047,FRO,0.0
2048,FRO,0.0
2049,FRO,0.0
2050,FRO,0.0
2020,FSM,0.0
2021,FSM,0.0
2022,FSM,0.0
2023,FSM,0.0
2024,FSM,0.0
2025,FSM,0.0
2026,FSM,0.0
2027,FSM,0.0
2028,FSM,0.0
2029,FSM,0.0
2030,FSM,0.0
2031,FSM,0.0
2032,FSM,0.0
2033,FSM,0.0
2034,FSM,0.0
2035,FSM,0.0
2036,FSM,0.0
2037,FSM,0.0
2038,FSM,0.0
2039,FSM,0.0
2040,FSM,0.0
2041,FSM,0.0
2042,FSM,0.0
2043,FSM,0.0
2044,FSM,0.0
2045,FSM,0.0
2046,FSM,0.0
2047,FSM,0.0
2048,FSM,0.0
2049,FSM,0.0
2050,FSM,0.0
2020,GAB,10471.437866666667
2021,GAB,10638.980872533333
2022,GAB,10809.204566493867
2023,GAB,10982.151839557768
2024,GAB,11157.866268990692
2025,GAB,11336.392129294543
2026,GAB,11517.774403363257
2027,GAB,11702.05879381707
2028,GAB,11889.291734518143
2029,GAB,12079.520402270435
2030,GAB,12272.79272870676
2031,GAB,12469.157412366068
2032,GAB,12668.663930963927
2033,GAB,12871.36255385935
2034,GAB,13077.304354721098
2035,GAB,13286.541224396635
2036,GAB,13499.125883986982
2037,GAB,13715.111898130775
2038,GAB,13934.553688500868
2039,GAB,14157.506547516881
2040,GAB,14384.026652277153
2041,GAB,14614.171078713585
2042,GAB,14847.997815973005
2043,GAB,15085.565781028572
2044,GAB,15326.934833525029
2045,GAB,15572.16579086143
2046,GAB,15821.320443515213
2047,GAB,16074.461570611456
2048,GAB,16331.652955741241
2049,GAB,16592.9594030331
2050,GAB,16858.446753481632
2020,GBR,0.0
2021,GBR,0.0
2022,GBR,0.0
2023,GBR,0.0
2024,GBR,0.0
2025,GBR,0.0
2026,GBR,0.0
2027,GBR,0.0
2028,GBR,0.0
2029,GBR,0.0
2030,GBR,0.0
2031,GBR,0.0
2032,GBR,0.0
2033,GBR,0.0
2034,GBR,0.0
2035,GBR,0.0
2036,GBR,0.0
2037,GBR,0.0
2038,GBR,0.0
2039,GBR,0.0
2040,GBR,0.0
2041,GBR,0.0
2042,GBR,0.0
2043,GBR,0.0
2044,GBR,0.0
2045,GBR,0.0
2046,GBR,0.0
2047,GBR,0.0
2048,GBR,0.0
2049,GBR,0.0
2050,GBR,0.0
2020,GEO,17322.818062222217
2021,GEO,17599.983151217773
2022,GEO,17881.582881637256
2023,GEO,18167.688207743453
2024,GEO,18458.371219067347
2025,GEO,18753.705158572426
2026,GEO,19053.764441109586
2027,GEO,19358.624672167338
2028,GEO,19668.362666922018
2029,GEO,19983.05646959277
2030,GEO,20302.785373106253
2031,GEO,20627.629939075956
2032,GEO,20957.67201810117
2033,GEO,21292.99477039079
2034,GEO,21633.68268671704
2035,GEO,21979.82160970451
2036,GEO,22331.498755459786
2037,GEO,22688.802735547146
2038,GEO,23051.823579315896
2039,GEO,23420.652756584954
2040,GEO,23795.383200690314
2041,GEO,24176.10933190136
2042,GEO,24562.927081211783
2043,GEO,24955.93391451117
2044,GEO,25355.22885714335
2045,GEO,25760.912518857644
2046,GEO,26173.087119159365
2047,GEO,26591.856513065915
2048,GEO,27017.32621727497
2049,GEO,27449.603436751368
2050,GEO,27888.79709173939
2020,GHA,7041.141902222222
2021,GHA,7153.800172657778
2022,GHA,7268.260975420301
2023,GHA,7384.553151027027
2024,GHA,7502.706001443459
2025,GHA,7622.749297466554
2026,GHA,7744.71328622602
2027,GHA,7868.628698805636
2028,GHA,7994.526757986527
2029,GHA,8122.439186114311
2030,GHA,8252.39821309214
2031,GHA,8384.436584501615
2032,GHA,8518.58756985364
2033,GHA,8654.884970971298
2034,GHA,8793.36313050684
2035,GHA,8934.056940594948
2036,GHA,9077.001851644467
2037,GHA,9222.23388127078
2038,GHA,9369.789623371113
2039,GHA,9519.706257345051
2040,GHA,9672.02155746257
2041,GHA,9826.773902381972
2042,GHA,9984.002284820084
2043,GHA,10143.746321377206
2044,GHA,10306.046262519241
2045,GHA,10470.943002719549
2046,GHA,10638.478090763061
2047,GHA,10808.69374021527
2048,GHA,10981.632840058715
2049,GHA,11157.338965499655
2050,GHA,11335.85638894765
2020,GIN,19066.049037037046
2021,GIN,19371.10582162964
2022,GIN,19681.043514775713
2023,GIN,19995.940211012126
2024,GIN,20315.87525438832
2025,GIN,20640.929258458535
2026,GIN,20971.18412659387
2027,GIN,21306.723072619374
2028,GIN,21647.630641781285
2029,GIN,21993.992732049785
2030,GIN,22345.89661576258
2031,GIN,22703.430961614784
2032,GIN,23066.685857000622
2033,GIN,23435.75283071263
2034,GIN,23810.72487600403
2035,GIN,24191.696474020097
2036,GIN,24578.763617604418
2037,GIN,24972.023835486092
2038,GIN,25371.576216853868
2039,GIN,25777.52143632353
2040,GIN,26189.961779304707
2041,GIN,26609.001167773582
2042,GIN,27034.745186457963
2043,GIN,27467.301109441287
2044,GIN,27906.77792719235
2045,GIN,28353.28637402743
2046,GIN,28806.938956011865
2047,GIN,29267.849979308055
2048,GIN,29736.135578976988
2049,GIN,30211.91374824062
2050,GIN,30695.30436821247
2020,GMB,13156.065466666672
2021,GMB,13366.56251413334
2022,GMB,13580.427514359471
2023,GMB,13797.714354589225
2024,GMB,14018.477784262652
2025,GMB,14242.773428810853
2026,GMB,14470.65780367183
2027,GMB,14702.188328530578
2028,GMB,14937.423341787067
2029,GMB,15176.422115255662
2030,GMB,15419.244869099752
2031,GMB,15665.952787005348
2032,GMB,15916.608031597436
2033,GMB,16171.273760102993
2034,GMB,16430.01414026464
2035,GMB,16692.894366508874
2036,GMB,16959.980676373016
2037,GMB,17231.34036719499
2038,GMB,17507.041813070107
2039,GMB,17787.15448207923
2040,GMB,18071.748953792496
2041,GMB,18360.896937053178
2042,GMB,18654.67128804603
2043,GMB,18953.146028654763
2044,GMB,19256.39636511324
2045,GMB,19564.49870695505
2046,GMB,19877.530686266335
2047,GMB,20195.571177246595
2048,GMB,20518.70031608254
2049,GMB,20846.99952113986
2050,GMB,21180.5515134781
2020,GNB,8777.060311111114
2021,GNB,8917.493276088891
2022,GNB,9060.173168506313
2023,GNB,9205.135939202415
2024,GNB,9352.418114229655
2025,GNB,9502.056804057327
2026,GNB,9654.089712922245
2027,GNB,9808.555148329002
2028,GNB,9965.492030702266
2029,GNB,10124.939903193503
2030,GNB,10286.938941644597
2031,GNB,10451.529964710913
2032,GNB,10618.754444146289
2033,GNB,10788.654515252629
2034,GNB,10961.27298749667
2035,GNB,11136.653355296616
2036,GNB,11314.839808981362
2037,GNB,11495.877245925065
2038,GNB,11679.811281859866
2039,GNB,11866.688262369624
2040,GNB,12056.55527456754
2041,GNB,12249.460158960619
2042,GNB,12445.45152150399
2043,GNB,12644.578745848054
2044,GNB,12846.892005781623
2045,GNB,13052.442277874128
2046,GNB,13261.281354320114
2047,GNB,13473.461855989237
2048,GNB,13689.037245685065
2049,GNB,13908.061841616025
2050,GNB,14130.590831081883
2020,GNQ,0.0
2021,GNQ,0.0
2022,GNQ,0.0
2023,GNQ,0.0
2024,GNQ,0.0
2025,GNQ,0.0
2026,GNQ,0.0
2027,GNQ,0.0
2028,GNQ,0.0
2029,GNQ,0.0
2030,GNQ,0.0
2031,GNQ,0.0
2032,GNQ,0.0
2033,GNQ,0.0
2034,GNQ,0.0
2035,GNQ,0.0
2036,GNQ,0.0
2037,GNQ,0.0
2038,GNQ,0.0
2039,GNQ,0.0
2040,GNQ,0.0
2041,GNQ,0.0
2042,GNQ,0.0
2043,GNQ,0.0
2044,GNQ,0.0
2045,GNQ,0.0
2046,GNQ,0.0
2047,GNQ,0.0
2048,GNQ,0.0
2049,GNQ,0.0
2050,GNQ,0.0
2020,GRC,25176.353564444435
2021,GRC,25579.175221475547
2022,GRC,25988.442025019154
2023,GRC,26404.257097419464
2024,GRC,26826.725210978177
2025,GRC,27255.952814353823
2026,GRC,27692.048059383487
2027,GRC,28135.120828333624
2028,GRC,28585.282761586965
2029,GRC,29042.647285772357
2030,GRC,29507.32964234471
2031,GRC,29979.44691662223
2032,GRC,30459.118067288186
2033,GRC,30946.463956364794
2034,GRC,31441.60737966663
2035,GRC,31944.6730977413
2036,GRC,32455.78786730516
2037,GRC,32975.080473182046
2038,GRC,33502.68176075296
2039,GRC,34038.72466892501
2040,GRC,34583.344263627805
2041,GRC,35136.67777184585
2042,GRC,35698.86461619539
2043,GRC,36270.04645005451
2044,GRC,36850.367193255384
2045,GRC,37439.97306834747
2046,GRC,38039.01263744103
2047,GRC,38647.63683964009
2048,GRC,39265.99902907433
2049,GRC,39894.255013539514
2050,GRC,40532.56309375615
2020,GRD,0.0
2021,GRD,0.0
2022,GRD,0.0
2023,GRD,0.0
2024,GRD,0.0
2025,GRD,0.0
2026,GRD,0.0
2027,GRD,0.0
2028,GRD,0.0
2029,GRD,0.0
2030,GRD,0.0
2031,GRD,0.0
2032,GRD,0.0
2033,GRD,0.0
2034,GRD,0.0
2035,GRD,0.0
2036,GRD,0.0
2037,GRD,0.0
2038,GRD,0.0
2039,GRD,0.0
2040,GRD,0.0
2041,GRD,0.0
2042,GRD,0.0
2043,GRD,0.0
2044,GRD,0.0
2045,GRD,0.0
2046,GRD,0.0
2047,GRD,0.0
2048,GRD,0.0
2049,GRD,0.0
2050,GRD,0.0
2020,GTM,57813.62297777779
2021,GTM,58738.640945422245
2022,GTM,59678.45920054899
2023,GTM,60633.31454775778
2024,GTM,61603.447580521904
2025,GTM,62589.10274181025
2026,GTM,63590.52838567922
2027,GTM,64607.97683985009
2028,GTM,65641.7044692877
2029,GTM,66691.9717407963
2030,GTM,67759.04328864903
2031,GTM,68843.18798126743
2032,GTM,69944.67898896772
2033,GTM,71063.79385279119
2034,GTM,72200.81455443584
2035,GTM,73356.02758730682
2036,GTM,74529.72402870373
2037,GTM,75722.199613163
2038,GTM,76933.75480697361
2039,GTM,78164.69488388518
2040,GTM,79415.33000202735
2041,GTM,80685.97528205978
2042,GTM,81976.95088657275
2043,GTM,83288.5821007579
2044,GTM,84621.19941437004
2045,GTM,85975.13860499996
2046,GTM,87350.74082267996
2047,GTM,88748.35267584283
2048,GTM,90168.32631865633
2049,GTM,91611.01953975482
2050,GTM,93076.7958523909
2020,GUY,102254.304
2021,GUY,103890.372864
2022,GUY,105552.618829824
2023,GUY,107241.4607311012
2024,GUY,108957.32410279881
2025,GUY,110700.64128844358
2026,GUY,112471.85154905869
2027,GUY,114271.40117384364
2028,GUY,116099.74359262513
2029,GUY,117957.33949010714
2030,GUY,119844.65692194884
2031,GUY,121762.17143270004
2032,GUY,123710.36617562325
2033,GUY,125689.73203443321
2034,GUY,127700.76774698413
2035,GUY,129743.98003093588
2036,GUY,131819.88371143086
2037,GUY,133929.00185081377
2038,GUY,136071.86588042678
2039,GUY,138249.0157345136
2040,GUY,140460.99998626584
2041,GUY,142708.3759860461
2042,GUY,144991.71000182285
2043,GUY,147311.577361852
2044,GUY,149668.56259964162
2045,GUY,152063.2596012359
2046,GUY,154496.27175485567
2047,GUY,156968.21210293338
2048,GUY,159479.7034965803
2049,GUY,162031.37875252558
2050,GUY,164623.880812566
2020,HKG,0.0
2021,HKG,0.0
2022,HKG,0.0
2023,HKG,0.0
2024,HKG,0.0
2025,HKG,0.0
2026,HKG,0.0
2027,HKG,0.0
2028,HKG,0.0
2029,HKG,0.0
2030,HKG,0.0
2031,HKG,0.0
2032,HKG,0.0
2033,HKG,0.0
2034,HKG,0.0
2035,HKG,0.0
2036,HKG,0.0
2037,HKG,0.0
2038,HKG,0.0
2039,HKG,0.0
2040,HKG,0.0
2041,HKG,0.0
2042,HKG,0.0
2043,HKG,0.0
2044,HKG,0.0
2045,HKG,0.0
2046,HKG,0.0
2047,HKG,0.0
2048,HKG,0.0
2049,HKG,0.0
2050,HKG,0.0
2020,HND,10128.520933333333
2021,HND,10290.577268266667
2022,HND,10455.226504558934
2023,HND,10622.510128631877
2024,HND,10792.470290689987
2025,HND,10965.149815341027
2026,HND,11140.592212386484
2027,HND,11318.841687784667
2028,HND,11499.943154789222
2029,HND,11683.942245265851
2030,HND,11870.885321190102
2031,HND,12060.819486329146
2032,HND,12253.792598110413
2033,HND,12449.85327968018
2034,HND,12649.05093215506
2035,HND,12851.435747069541
2036,HND,13057.058719022654
2037,HND,13265.97165852702
2038,HND,13478.227205063451
2039,HND,13693.878840344467
2040,HND,13912.980901789979
2041,HND,14135.588596218617
2042,HND,14361.758013758117
2043,HND,14591.546141978246
2044,HND,14825.010880249898
2045,HND,15062.211054333897
2046,HND,15303.206431203238
2047,HND,15548.057734102491
2048,HND,15796.82665784813
2049,HND,16049.5758843737
2050,HND,16306.36909852368
2020,HRV,3242.582814814815
2021,HRV,3294.464139851852
2022,HRV,3347.175566089481
2023,HRV,3400.730375146913
2024,HRV,3455.1420611492636
2025,HRV,3510.424334127652
2026,HRV,3566.5911234736946
2027,HRV,3623.6565814492737
2028,HRV,3681.635086752462
2029,HRV,3740.541248140502
2030,HRV,3800.3899081107493
2031,HRV,3861.196146640522
2032,HRV,3922.9752849867705
2033,HRV,3985.742889546558
2034,HRV,4049.514775779303
2035,HRV,4114.307012191772
2036,HRV,4180.13592438684
2037,HRV,4247.01809917703
2038,HRV,4314.9703887638625
2039,HRV,4384.009914984084
2040,HRV,4454.15407362383
2041,HRV,4525.420538801812
2042,HRV,4597.827267422641
2043,HRV,4671.392503701402
2044,HRV,4746.134783760625
2045,HRV,4822.072940300795
2046,HRV,4899.226107345608
2047,HRV,4977.613725063138
2048,HRV,5057.255544664148
2049,HRV,5138.1716333787745
2050,HRV,5220.3823795128355
2020,HTI,6303.173688888889
2021,HTI,6404.024467911112
2022,HTI,6506.488859397689
2023,HTI,6610.592681148052
2024,HTI,6716.362164046422
2025,HTI,6823.823958671164
2026,HTI,6933.0051420099035
2027,HTI,7043.933224282062
2028,HTI,7156.636155870575
2029,HTI,7271.142334364505
2030,HTI,7387.480611714336
2031,HTI,7505.680301501766
2032,HTI,7625.771186325795
2033,HTI,7747.783525307007
2034,HTI,7871.748061711918
2035,HTI,7997.69603069931
2036,HTI,8125.659167190499
2037,HTI,8255.669713865547
2038,HTI,8387.760429287397
2039,HTI,8521.964596155995
2040,HTI,8658.316029694492
2041,HTI,8796.849086169603
2042,HTI,8937.598671548318
2043,HTI,9080.60025029309
2044,HTI,9225.889854297779
2045,HTI,9373.504091966544
2046,HTI,9523.480157438009
2047,HTI,9675.855839957016
2048,HTI,9830.669533396329
2049,HTI,9987.96024593067
2050,HTI,10147.767609865561
2020,HUN,6653.829719999996
2021,HUN,6760.290995519997
2022,HUN,6868.4556514483165
2023,HUN,6978.350941871489
2024,HUN,7090.004556941433
2025,HUN,7203.444629852496
2026,HUN,7318.699743930137
2027,HUN,7435.798939833019
2028,HUN,7554.771722870348
2029,HUN,7675.648070436274
2030,HUN,7798.458439563253
2031,HUN,7923.233774596266
2032,HUN,8050.005514989806
2033,HUN,8178.805603229643
2034,HUN,8309.666492881317
2035,HUN,8442.621156767418
2036,HUN,8577.703095275698
2037,HUN,8714.94634480011
2038,HUN,8854.38548631691
2039,HUN,8996.055654097981
2040,HUN,9139.992544563549
2041,HUN,9286.232425276567
2042,HUN,9434.812144080992
2043,HUN,9585.769138386288
2044,HUN,9739.141444600467
2045,HUN,9894.967707714075
2046,HUN,10053.287191037502
2047,HUN,10214.139786094102
2048,HUN,10377.566022671606
2049,HUN,10543.607079034353
2050,HUN,10712.304792298903
2020,IDN,10232.40975555555
2021,IDN,10396.128311644441
2022,IDN,10562.46636463075
2023,IDN,10731.465826464844
2024,IDN,10903.169279688282
2025,IDN,11077.619988163293
2026,IDN,11254.861907973907
2027,IDN,11434.93969850149
2028,IDN,11617.898733677514
2029,IDN,11803.785113416356
2030,IDN,11992.645675231015
2031,IDN,12184.528006034712
2032,IDN,12379.48045413127
2033,IDN,12577.55214139737
2034,IDN,12778.792975659726
2035,IDN,12983.253663270281
2036,IDN,13190.985721882607
2037,IDN,13402.04149343273
2038,IDN,13616.474157327653
2039,IDN,13834.337743844895
2040,IDN,14055.687147746414
2041,IDN,14280.578142110357
2042,IDN,14509.067392384124
2043,IDN,14741.212470662269
2044,IDN,14977.071870192865
2045,IDN,15216.70502011595
2046,IDN,15460.172300437807
2047,IDN,15707.535057244811
2048,IDN,15958.85561816073
2049,IDN,16214.1973080513
2050,IDN,16473.624464980123
2020,IND,14146.799992592598
2021,IND,14373.14879247408
2022,IND,14603.119173153664
2023,IND,14836.769079924125
2024,IND,15074.15738520291
2025,IND,15315.343903366156
2026,IND,15560.389405820015
2027,IND,15809.355636313136
2028,IND,16062.305326494146
2029,IND,16319.302211718054
2030,IND,16580.411047105543
2031,IND,16845.697623859232
2032,IND,17115.22878584098
2033,IND,17389.072446414437
2034,IND,17667.297605557065
2035,IND,17949.974367245977
2036,IND,18237.173957121915
2037,IND,18528.968740435866
2038,IND,18825.43224028284
2039,IND,19126.639156127367
2040,IND,19432.665382625404
2041,IND,19743.58802874741
2042,IND,20059.48543720737
2043,IND,20380.437204202688
2044,IND,20706.52419946993
2045,IND,21037.82858666145
2046,IND,21374.433844048035
2047,IND,21716.4247855528
2048,IND,22063.88758212165
2049,IND,22416.909783435593
2050,IND,22775.580339970566
2020,IRL,0.0
2021,IRL,0.0
2022,IRL,0.0
2023,IRL,0.0
2024,IRL,0.0
2025,IRL,0.0
2026,IRL,0.0
2027,IRL,0.0
2028,IRL,0.0
2029,IRL,0.0
2030,IRL,0.0
2031,IRL,0.0
2032,IRL,0.0
2033,IRL,0.0
2034,IRL,0.0
2035,IRL,0.0
2036,IRL,0.0
2037,IRL,0.0
2038,IRL,0.0
2039,IRL,0.0
2040,IRL,0.0
2041,IRL,0.0
2042,IRL,0.0
2043,IRL,0.0
2044,IRL,0.0
2045,IRL,0.0
2046,IRL,0.0
2047,IRL,0.0
2048,IRL,0.0
2049,IRL,0.0
2050,IRL,0.0
2020,IRN,28767.72391111111
2021,IRN,29228.00749368889
2022,IRN,29695.655613587907
