Year,iso_code3,yf_agrc_nuts_tonne_ha
2045,MEX,21360.670253993016
2046,MEX,21702.4409780569
2047,MEX,22049.680033705812
2048,MEX,22402.474914245107
2049,MEX,22760.914512873027
2050,MEX,23125.089145078997
2020,MHL,0.0
2021,MHL,0.0
2022,MHL,0.0
2023,MHL,0.0
2024,MHL,0.0
2025,MHL,0.0
2026,MHL,0.0
2027,MHL,0.0
2028,MHL,0.0
2029,MHL,0.0
2030,MHL,0.0
2031,MHL,0.0
2032,MHL,0.0
2033,MHL,0.0
2034,MHL,0.0
2035,MHL,0.0
2036,MHL,0.0
2037,MHL,0.0
2038,MHL,0.0
2039,MHL,0.0
2040,MHL,0.0
2041,MHL,0.0
2042,MHL,0.0
2043,MHL,0.0
2044,MHL,0.0
2045,MHL,0.0
2046,MHL,0.0
2047,MHL,0.0
2048,MHL,0.0
2049,MHL,0.0
2050,MHL,0.0
2020,MKD,12170.882251851852
2021,MKD,12365.616367881483
2022,MKD,12563.466229767586
2023,MKD,12764.481689443868
2024,MKD,12968.71339647497
2025,MKD,13176.212810818568
2026,MKD,13387.032215791667
2027,MKD,13601.224731244334
2028,MKD,13818.844326944243
2029,MKD,14039.945836175351
2030,MKD,14264.584969554156
2031,MKD,14492.818329067024
2032,MKD,14724.703422332097
2033,MKD,14960.29867708941
2034,MKD,15199.66345592284
2035,MKD,15442.858071217606
2036,MKD,15689.943800357089
2037,MKD,15940.982901162803
2038,MKD,16196.038627581407
2039,MKD,16455.17524562271
2040,MKD,16718.458049552675
2041,MKD,16985.953378345515
2042,MKD,17257.728632399045
2043,MKD,17533.85229051743
2044,MKD,17814.39392716571
2045,MKD,18099.42423000036
2046,MKD,18389.015017680365
2047,MKD,18683.239257963254
2048,MKD,18982.171086090664
2049,MKD,19285.885823468114
2050,MKD,19594.459996643607
2020,MLI,21547.666666666664
2021,MLI,21892.429333333333
2022,MLI,22242.708202666665
2023,MLI,22598.591533909334
2024,MLI,22960.16899845188
2025,MLI,23327.53170242711
2026,MLI,23700.77220966595
2027,MLI,24079.984565020604
2028,MLI,24465.264318060934
2029,MLI,24856.70854714991
2030,MLI,25254.415883904305
2031,MLI,25658.486538046778
2032,MLI,26069.022322655528
2033,MLI,26486.126679818015
2034,MLI,26909.9047066951
2035,MLI,27340.463182002222
2036,MLI,27777.91059291426
2037,MLI,28222.35716240089
2038,MLI,28673.914876999304
2039,MLI,29132.697515031294
2040,MLI,29598.820675271796
2041,MLI,30072.401806076145
2042,MLI,30553.560234973364
2043,MLI,31042.417198732936
2044,MLI,31539.095873912665
2045,MLI,32043.721407895267
2046,MLI,32556.42095042159
2047,MLI,33077.32368562833
2048,MLI,33606.56086459839
2049,MLI,34144.265838431966
2050,MLI,34690.57409184688
2020,MLT,0.0
2021,MLT,0.0
2022,MLT,0.0
2023,MLT,0.0
2024,MLT,0.0
2025,MLT,0.0
2026,MLT,0.0
2027,MLT,0.0
2028,MLT,0.0
2029,MLT,0.0
2030,MLT,0.0
2031,MLT,0.0
2032,MLT,0.0
2033,MLT,0.0
2034,MLT,0.0
2035,MLT,0.0
2036,MLT,0.0
2037,MLT,0.0
2038,MLT,0.0
2039,MLT,0.0
2040,MLT,0.0
2041,MLT,0.0
2042,MLT,0.0
2043,MLT,0.0
2044,MLT,0.0
2045,MLT,0.0
2046,MLT,0.0
2047,MLT,0.0
2048,MLT,0.0
2049,MLT,0.0
2050,MLT,0.0
2020,MMR,17979.85472592594
2021,MMR,18267.532401540753
2022,MMR,18559.812919965403
2023,MMR,18856.76992668485
2024,MMR,19158.47824551181
2025,MMR,19465.013897439996
2026,MMR,19776.45411979904
2027,MMR,20092.877385715823
2028,MMR,20414.36342388728
2029,MMR,20740.993238669475
2030,MMR,21072.849130488186
2031,MMR,21410.014716576
2032,MMR,21752.574952041217
2033,MMR,22100.616151273873
2034,MMR,22454.226009694255
2035,MMR,22813.49362584936
2036,MMR,23178.509523862955
2037,MMR,23549.365676244764
2038,MMR,23926.15552706468
2039,MMR,24308.974015497715
2040,MMR,24697.91759974568
2041,MMR,25093.08428134161
2042,MMR,25494.57362984308
2043,MMR,25902.486807920566
2044,MMR,26316.926596847294
2045,MMR,26737.997422396853
2046,MMR,27165.8053811552
2047,MMR,27600.458267253685
2048,MMR,28042.065599529746
2049,MMR,28490.738649122217
2050,MMR,28946.590467508177
2020,MNE,17000.502222222236
2021,MNE,17272.510257777794
2022,MNE,17548.870421902237
2023,MNE,17829.652348652675
2024,MNE,18114.926786231117
2025,MNE,18404.765614810814
2026,MNE,18699.24186464779
2027,MNE,18998.429734482153
2028,MNE,19302.40461023387
2029,MNE,19611.24308399761
2030,MNE,19925.022973341573
2031,MNE,20243.823340915038
2032,MNE,20567.72451436968
2033,MNE,20896.808106599594
2034,MNE,21231.157036305187
2035,MNE,21570.85554888607
2036,MNE,21915.989237668247
2037,MNE,22266.64506547094
2038,MNE,22622.911386518474
2039,MNE,22984.87796870277
2040,MNE,23352.636016202017
2041,MNE,23726.27819246125
2042,MNE,24105.89864354063
2043,MNE,24491.593021837278
2044,MNE,24883.458510186676
2045,MNE,25281.593846349664
2046,MNE,25686.099347891257
2047,MNE,26097.076937457517
2048,MNE,26514.63016845684
2049,MNE,26938.864251152147
2050,MNE,27369.886079170585
2020,MNG,18520.850266666654
2021,MNG,18817.18387093332
2022,MNG,19118.25881286825
2023,MNG,19424.150953874145
2024,MNG,19734.937369136132
2025,MNG,20050.69636704231
2026,MNG,20371.507508914987
2027,MNG,20697.45162905763
2028,MNG,21028.61085512255
2029,MNG,21365.06862880451
2030,MNG,21706.909726865382
2031,MNG,22054.220282495233
2032,MNG,22407.087807015156
2033,MNG,22765.6012119274
2034,MNG,23129.850831318236
2035,MNG,23499.928444619327
2036,MNG,23875.927299733237
2037,MNG,24257.94213652897
2038,MNG,24646.06921071343
2039,MNG,25040.40631808485
2040,MNG,25441.05281917421
2041,MNG,25848.109664280993
2042,MNG,26261.67941890949
2043,MNG,26681.866289612044
2044,MNG,27108.776150245834
2045,MNG,27542.51656864977
2046,MNG,27983.196833748167
2047,MNG,28430.927983088135
2048,MNG,28885.82283081755
2049,MNG,29347.99599611063
2050,MNG,29817.5639320484
2020,MOZ,5285.169911111115
2021,MOZ,5369.732629688893
2022,MOZ,5455.648351763914
2023,MOZ,5542.938725392138
2024,MOZ,5631.625744998412
2025,MOZ,5721.731756918386
2026,MOZ,5813.279465029081
2027,MOZ,5906.291936469546
2028,MOZ,6000.79260745306
2029,MOZ,6096.805289172308
2030,MOZ,6194.354173799065
2031,MOZ,6293.4638405798505
2032,MOZ,6394.1592620291285
2033,MOZ,6496.465810221594
2034,MOZ,6600.409263185139
2035,MOZ,6706.0158113961015
2036,MOZ,6813.31206437844
2037,MOZ,6922.325057408496
2038,MOZ,7033.082258327031
2039,MOZ,7145.611574460264
2040,MOZ,7259.941359651628
2041,MOZ,7376.100421406054
2042,MOZ,7494.118028148551
2043,MOZ,7614.023916598928
2044,MOZ,7735.848299264511
2045,MOZ,7859.621872052743
2046,MOZ,7985.375822005587
2047,MOZ,8113.141835157677
2048,MOZ,8242.9521045202
2049,MOZ,8374.839338192523
2050,MOZ,8508.836767603603
2020,MRT,8167.116
2021,MRT,8297.789856000001
2022,MRT,8430.554493696
2023,MRT,8565.443365595136
2024,MRT,8702.490459444658
2025,MRT,8841.730306795773
2026,MRT,8983.197991704506
2027,MRT,9126.929159571779
2028,MRT,9272.960026124927
2029,MRT,9421.327386542926
2030,MRT,9572.068624727612
2031,MRT,9725.221722723254
2032,MRT,9880.825270286827
2033,MRT,10038.918474611417
2034,MRT,10199.541170205199
2035,MRT,10362.733828928482
2036,MRT,10528.537570191338
2037,MRT,10696.9941713144
2038,MRT,10868.14607805543
2039,MRT,11042.036415304317
2040,MRT,11218.708997949187
2041,MRT,11398.208341916374
2042,MRT,11580.579675387036
2043,MRT,11765.868950193228
2044,MRT,11954.12285339632
2045,MRT,12145.388819050662
2046,MRT,12339.715040155472
2047,MRT,12537.15048079796
2048,MRT,12737.744888490728
2049,MRT,12941.548806706578
2050,MRT,13148.613587613885
2020,MUS,22374.61164444444
2021,MUS,22732.605430755553
2022,MUS,23096.32711764764
2023,MUS,23465.868351530004
2024,MUS,23841.322245154486
2025,MUS,24222.783401076955
2026,MUS,24610.34793549419
2027,MUS,25004.113502462096
2028,MUS,25404.17931850149
2029,MUS,25810.646187597515
2030,MUS,26223.61652659907
2031,MUS,26643.19439102466
2032,MUS,27069.485501281055
2033,MUS,27502.597269301554
2034,MUS,27942.638825610375
2035,MUS,28389.72104682014
2036,MUS,28843.956583569267
2037,MUS,29305.45988890638
2038,MUS,29774.347247128877
2039,MUS,30250.736803082942
2040,MUS,30734.748591932268
2041,MUS,31226.504569403183
2042,MUS,31726.12864251364
2043,MUS,32233.746700793854
2044,MUS,32749.486648006558
2045,MUS,33273.478434374665
2046,MUS,33805.85408932465
2047,MUS,34346.74775475385
2048,MUS,34896.29571882991
2049,MUS,35454.63645033119
2050,MUS,36021.91063353649
2020,MWI,9920.175081481482
2021,MWI,10078.897882785186
2022,MWI,10240.16024890975
2023,MWI,10404.002812892306
2024,MWI,10570.466857898582
2025,MWI,10739.59432762496
2026,MWI,10911.42783686696
2027,MWI,11086.01068225683
2028,MWI,11263.38685317294
2029,MWI,11443.601042823708
2030,MWI,11626.698659508887
2031,MWI,11812.72583806103
2032,MWI,12001.729451470006
2033,MWI,12193.757122693527
2034,MWI,12388.857236656622
2035,MWI,12587.078952443127
2036,MWI,12788.472215682219
2037,MWI,12993.087771133136
2038,MWI,13200.977175471266
2039,MWI,13412.192810278806
2040,MWI,13626.787895243267
2041,MWI,13844.816501567158
2042,MWI,14066.333565592235
2043,MWI,14291.39490264171
2044,MWI,14520.057221083978
2045,MWI,14752.378136621322
2046,MWI,14988.416186807262
2047,MWI,15228.230845796179
2048,MWI,15471.882539328919
2049,MWI,15719.43265995818
2050,MWI,15970.943582517511
2020,MYS,28542.30737777778
2021,MYS,28998.984295822225
2022,MYS,29462.96804455538
2023,MYS,29934.375533268267
2024,MYS,30413.32554180056
2025,MYS,30899.93875046937
2026,MYS,31394.33777047688
2027,MYS,31896.64717480451
2028,MYS,32406.993529601386
2029,MYS,32925.50542607501
2030,MYS,33452.31351289221
2031,MYS,33987.55052909849
2032,MYS,34531.35133756406
2033,MYS,35083.852958965086
2034,MYS,35645.19460630853
2035,MYS,36215.51772000946
2036,MYS,36794.96600352961
2037,MYS,37383.68545958609
2038,MYS,37981.82442693946
2039,MYS,38589.5336177705
2040,MYS,39206.96615565483
2041,MYS,39834.27761414531
2042,MYS,40471.62605597163
2043,MYS,41119.17207286718
2044,MYS,41777.07882603305
2045,MYS,42445.51208724958
2046,MYS,43124.64028064557
2047,MYS,43814.63452513591
2048,MYS,44515.66867753808
2049,MYS,45227.91937637869
2050,MYS,45951.56608640075
2020,NAM,3661.201155555554
2021,NAM,3719.780374044443
2022,NAM,3779.296860029154
2023,NAM,3839.7656097896206
2024,NAM,3901.2018595462546
2025,NAM,3963.6210892989943
2026,NAM,4027.0390267277785
2027,NAM,4091.4716511554234
2028,NAM,4156.93519757391
2029,NAM,4223.446160735093
2030,NAM,4291.021299306854
2031,NAM,4359.677640095764
2032,NAM,4429.432482337296
2033,NAM,4500.303402054693
2034,NAM,4572.308256487568
2035,NAM,4645.465188591369
2036,NAM,4719.7926316088315
2037,NAM,4795.309313714573
2038,NAM,4872.034262734006
2039,NAM,4949.98681093775
2040,NAM,5029.186599912754
2041,NAM,5109.653585511358
2042,NAM,5191.4080428795405
2043,NAM,5274.470571565613
2044,NAM,5358.862100710663
2045,NAM,5444.603894322034
2046,NAM,5531.717556631186
2047,NAM,5620.225037537285
2048,NAM,5710.148638137882
2049,NAM,5801.511016348088
2050,NAM,5894.3351926096575
2020,NCL,0.0
2021,NCL,0.0
2022,NCL,0.0
2023,NCL,0.0
2024,NCL,0.0
2025,NCL,0.0
2026,NCL,0.0
2027,NCL,0.0
2028,NCL,0.0
2029,NCL,0.0
2030,NCL,0.0
2031,NCL,0.0
2032,NCL,0.0
2033,NCL,0.0
2034,NCL,0.0
2035,NCL,0.0
2036,NCL,0.0
2037,NCL,0.0
2038,NCL,0.0
2039,NCL,0.0
2040,NCL,0.0
2041,NCL,0.0
2042,NCL,0.0
2043,NCL,0.0
2044,NCL,0.0
2045,NCL,0.0
2046,NCL,0.0
2047,NCL,0.0
2048,NCL,0.0
2049,NCL,0.0
2050,NCL,0.0
2020,NER,6539.280800000003
2021,NER,6643.909292800004
2022,NER,6750.211841484803
2023,NER,6858.21523094856
2024,NER,6967.946674643737
2025,NER,7079.433821438037
2026,NER,7192.7047625810455
2027,NER,7307.7880387823425
2028,NER,7424.712647402861
2029,NER,7543.508049761306
2030,NER,7664.204178557487
2031,NER,7786.831445414407
2032,NER,7911.420748541038
2033,NER,8038.003480517695
2034,NER,8166.611536205977
2035,NER,8297.277320785273
2036,NER,8430.033757917838
2037,NER,8564.914298044523
2038,NER,8701.952926813236
2039,NER,8841.184173642248
2040,NER,8982.643120420524
2041,NER,9126.365410347253
2042,NER,9272.387256912809
2043,NER,9420.745453023414
2044,NER,9571.477380271788
2045,NER,9724.621018356138
2046,NER,9880.214954649835
2047,NER,10038.298393924233
2048,NER,10198.911168227021
2049,NER,10362.093746918652
2050,NER,10527.887246869352
2020,NGA,11849.838293333336
2021,NGA,12039.43570602667
2022,NGA,12232.066677323095
2023,NGA,12427.779744160265
2024,NGA,12626.624220066831
2025,NGA,12828.6502075879
2026,NGA,13033.908610909306
2027,NGA,13242.451148683856
2028,NGA,13454.330367062797
2029,NGA,13669.599652935804
2030,NGA,13888.313247382775
2031,NGA,14110.5262593409
2032,NGA,14336.294679490356
2033,NGA,14565.6753943622
2034,NGA,14798.726200671996
2035,NGA,15035.505819882746
2036,NGA,15276.073913000871
2037,NGA,15520.491095608888
2038,NGA,15768.818953138629
2039,NGA,16021.120056388849
2040,NGA,16277.45797729107
2041,NGA,16537.897304927727
2042,NGA,16802.50366180657
2043,NGA,17071.343720395475
2044,NGA,17344.485219921804
2045,NGA,17621.996983440553
2046,NGA,17903.948935175602
2047,NGA,18190.41211813841
2048,NGA,18481.458712028627
2049,NGA,18777.162051421084
2050,NGA,19077.596644243822
2020,NIC,38287.96
2021,NIC,38900.56736
2022,NIC,39522.97643776
2023,NIC,40155.34406076416
2024,NIC,40797.82956573639
2025,NIC,41450.59483878817
2026,NIC,42113.804356208784
2027,NIC,42787.62522590812
2028,NIC,43472.22722952266
2029,NIC,44167.78286519502
2030,NIC,44874.46739103814
2031,NIC,45592.45886929475
2032,NIC,46321.93821120347
2033,NIC,47063.08922258272
2034,NIC,47816.09865014404
2035,NIC,48581.15622854635
2036,NIC,49358.45472820309
2037,NIC,50148.190003854346
2038,NIC,50950.561043916015
2039,NIC,51765.77002061867
2040,NIC,52594.02234094858
2041,NIC,53435.52669840375
2042,NIC,54290.495125578214
2043,NIC,55159.14304758746
2044,NIC,56041.68933634886
2045,NIC,56938.35636573045
2046,NIC,57849.37006758213
2047,NIC,58774.959988663446
2048,NIC,59715.35934848207
2049,NIC,60670.805098057775
2050,NIC,61641.5379796267
2020,NIU,0.0
2021,NIU,0.0
2022,NIU,0.0
2023,NIU,0.0
2024,NIU,0.0
2025,NIU,0.0
2026,NIU,0.0
2027,NIU,0.0
2028,NIU,0.0
2029,NIU,0.0
2030,NIU,0.0
2031,NIU,0.0
2032,NIU,0.0
2033,NIU,0.0
2034,NIU,0.0
2035,NIU,0.0
2036,NIU,0.0
2037,NIU,0.0
2038,NIU,0.0
2039,NIU,0.0
2040,NIU,0.0
2041,NIU,0.0
2042,NIU,0.0
2043,NIU,0.0
2044,NIU,0.0
2045,NIU,0.0
2046,NIU,0.0
2047,NIU,0.0
2048,NIU,0.0
2049,NIU,0.0
2050,NIU,0.0
2020,NLD,0.0
2021,NLD,0.0
2022,NLD,0.0
2023,NLD,0.0
2024,NLD,0.0
2025,NLD,0.0
2026,NLD,0.0
2027,NLD,0.0
2028,NLD,0.0
2029,NLD,0.0
2030,NLD,0.0
2031,NLD,0.0
2032,NLD,0.0
2033,NLD,0.0
2034,NLD,0.0
2035,NLD,0.0
2036,NLD,0.0
2037,NLD,0.0
2038,NLD,0.0
2039,NLD,0.0
2040,NLD,0.0
2041,NLD,0.0
2042,NLD,0.0
2043,NLD,0.0
2044,NLD,0.0
2045,NLD,0.0
2046,NLD,0.0
2047,NLD,0.0
2048,NLD,0.0
2049,NLD,0.0
2050,NLD,0.0
2020,NOR,0.0
2021,NOR,0.0
2022,NOR,0.0
2023,NOR,0.0
2024,NOR,0.0
2025,NOR,0.0
2026,NOR,0.0
2027,NOR,0.0
2028,NOR,0.0
2029,NOR,0.0
2030,NOR,0.0
2031,NOR,0.0
2032,NOR,0.0
2033,NOR,0.0
2034,NOR,0.0
2035,NOR,0.0
2036,NOR,0.0
2037,NOR,0.0
2038,NOR,0.0
2039,NOR,0.0
2040,NOR,0.0
2041,NOR,0.0
2042,NOR,0.0
2043,NOR,0.0
2044,NOR,0.0
2045,NOR,0.0
2046,NOR,0.0
2047,NOR,0.0
2048,NOR,0.0
2049,NOR,0.0
2050,NOR,0.0
2020,NPL,29248.957955555547
2021,NPL,29716.941282844437
2022,NPL,30192.412343369946
2023,NPL,30675.490940863867
2024,NPL,31166.29879591769
2025,NPL,31664.95957665237
2026,NPL,32171.59892987881
2027,NPL,32686.344512756874
2028,NPL,33209.32602496098
2029,NPL,33740.67524136036
2030,NPL,34280.52604522213
2031,NPL,34829.014461945684
2032,NPL,35386.27869333681
2033,NPL,35952.4591524302
2034,NPL,36527.69849886908
2035,NPL,37112.14167485099
2036,NPL,37705.935941648604
2037,NPL,38309.23091671499
2038,NPL,38922.17861138243
2039,NPL,39544.93346916455
2040,NPL,40177.65240467118
2041,NPL,40820.49484314592
2042,NPL,41473.62276063626
2043,NPL,42137.20072480643
2044,NPL,42811.395936403336
2045,NPL,43496.378271385795
2046,NPL,44192.32032372797
2047,NPL,44899.39744890761
2048,NPL,45617.787808090136
2049,NPL,46347.67241301957
2050,NPL,47089.23517162789
2020,NRU,0.0
2021,NRU,0.0
2022,NRU,0.0
2023,NRU,0.0
2024,NRU,0.0
2025,NRU,0.0
2026,NRU,0.0
2027,NRU,0.0
2028,NRU,0.0
2029,NRU,0.0
2030,NRU,0.0
2031,NRU,0.0
2032,NRU,0.0
2033,NRU,0.0
2034,NRU,0.0
2035,NRU,0.0
2036,NRU,0.0
2037,NRU,0.0
2038,NRU,0.0
2039,NRU,0.0
2040,NRU,0.0
2041,NRU,0.0
2042,NRU,0.0
2043,NRU,0.0
2044,NRU,0.0
2045,NRU,0.0
2046,NRU,0.0
2047,NRU,0.0
2048,NRU,0.0
2049,NRU,0.0
2050,NRU,0.0
2020,NZL,0.0
2021,NZL,0.0
2022,NZL,0.0
2023,NZL,0.0
2024,NZL,0.0
2025,NZL,0.0
2026,NZL,0.0
2027,NZL,0.0
2028,NZL,0.0
2029,NZL,0.0
2030,NZL,0.0
2031,NZL,0.0
2032,NZL,0.0
2033,NZL,0.0
2034,NZL,0.0
2035,NZL,0.0
2036,NZL,0.0
2037,NZL,0.0
2038,NZL,0.0
2039,NZL,0.0
2040,NZL,0.0
2041,NZL,0.0
2042,NZL,0.0
2043,NZL,0.0
2044,NZL,0.0
2045,NZL,0.0
2046,NZL,0.0
2047,NZL,0.0
2048,NZL,0.0
2049,NZL,0.0
2050,NZL,0.0
2020,OMN,0.0
2021,OMN,0.0
2022,OMN,0.0
2023,OMN,0.0
2024,OMN,0.0
2025,OMN,0.0
2026,OMN,0.0
2027,OMN,0.0
2028,OMN,0.0
2029,OMN,0.0
2030,OMN,0.0
2031,OMN,0.0
2032,OMN,0.0
2033,OMN,0.0
2034,OMN,0.0
2035,OMN,0.0
2036,OMN,0.0
2037,OMN,0.0
2038,OMN,0.0
2039,OMN,0.0
2040,OMN,0.0
2041,OMN,0.0
2042,OMN,0.0
2043,OMN,0.0
2044,OMN,0.0
2045,OMN,0.0
2046,OMN,0.0
2047,OMN,0.0
2048,OMN,0.0
2049,OMN,0.0
2050,OMN,0.0
2020,PAK,32388.729848888885
2021,PAK,32906.94952647111
2022,PAK,33433.46071889465
2023,PAK,33968.396090396964
2024,PAK,34511.89042784331
2025,PAK,35064.080674688805
2026,PAK,35625.105965483825
2027,PAK,36195.10766093157
2028,PAK,36774.22938350648
2029,PAK,37362.61705364258
2030,PAK,37960.41892650086
2031,PAK,38567.78562932488
2032,PAK,39184.87019939408
2033,PAK,39811.82812258438
2034,PAK,40448.81737254572
2035,PAK,41095.99845050646
2036,PAK,41753.53442571456
2037,PAK,42421.590976526
2038,PAK,43100.33643215041
2039,PAK,43789.94181506483
2040,PAK,44490.58088410586
2041,PAK,45202.430178251554
2042,PAK,45925.66906110359
2043,PAK,46660.47976608124
2044,PAK,47407.04744233854
2045,PAK,48165.56020141596
2046,PAK,48936.20916463861
2047,PAK,49719.188511272834
2048,PAK,50514.6955274532
2049,PAK,51322.93065589244
2050,PAK,52144.09754638673
2020,PAN,0.0
2021,PAN,0.0
2022,PAN,0.0
2023,PAN,0.0
2024,PAN,0.0
2025,PAN,0.0
2026,PAN,0.0
2027,PAN,0.0
2028,PAN,0.0
2029,PAN,0.0
2030,PAN,0.0
2031,PAN,0.0
2032,PAN,0.0
2033,PAN,0.0
2034,PAN,0.0
2035,PAN,0.0
2036,PAN,0.0
2037,PAN,0.0
2038,PAN,0.0
2039,PAN,0.0
2040,PAN,0.0
2041,PAN,0.0
2042,PAN,0.0
2043,PAN,0.0
2044,PAN,0.0
2045,PAN,0.0
2046,PAN,0.0
2047,PAN,0.0
2048,PAN,0.0
2049,PAN,0.0
2050,PAN,0.0
2020,PER,31703.303511111084
2021,PER,32210.556367288864
2022,PER,32725.925269165484
2023,PER,33249.54007347213
2024,PER,33781.532714647685
2025,PER,34322.03723808205
2026,PER,34871.18983389137
2027,PER,35429.128871233625
2028,PER,35995.994933173366
2029,PER,36571.93085210414
2030,PER,37157.08174573781
2031,PER,37751.59505366961
2032,PER,38355.62057452833
2033,PER,38969.31050372078
2034,PER,39592.81947178031
2035,PER,40226.3045833288
2036,PER,40869.92545666206
2037,PER,41523.844263968655
2038,PER,42188.22577219215
2039,PER,42863.23738454723
2040,PER,43549.049182699986
2041,PER,44245.833969623185
2042,PER,44953.767313137156
2043,PER,45673.02759014735
2044,PER,46403.79603158971
2045,PER,47146.25676809515
2046,PER,47900.59687638467
2047,PER,48667.00642640682
2048,PER,49445.678529229335
2049,PER,50236.809385697
2050,PER,51040.598335868155
2020,PHL,45174.74666666667
2021,PHL,45897.54261333334
2022,PHL,46631.903295146665
2023,PHL,47378.013747869016
2024,PHL,48136.061967834925
2025,PHL,48906.23895932028
2026,PHL,49688.73878266941
2027,PHL,50483.75860319212
2028,PHL,51291.49874084319
2029,PHL,52112.16272069669
2030,PHL,52945.95732422783
2031,PHL,53793.09264141548
2032,PHL,54653.78212367813
2033,PHL,55528.24263765698
2034,PHL,56416.694519859484
2035,PHL,57319.36163217724
2036,PHL,58236.47141829208
2037,PHL,59168.254960984756
2038,PHL,60114.94704036051
2039,PHL,61076.786193006286
2040,PHL,62054.014772094386
2041,PHL,63046.87900844789
2042,PHL,64055.62907258306
2043,PHL,65080.51913774439
2044,PHL,66121.8074439483
2045,PHL,67179.75636305148
2046,PHL,68254.6324648603
2047,PHL,69346.70658429807
2048,PHL,70456.25388964683
2049,PHL,71583.55395188119
2050,PHL,72728.89081511128
2020,PNG,8044.462222222218
2021,PNG,8173.173617777774
2022,PNG,8303.944395662218
2023,PNG,8436.807505992814
2024,PNG,8571.796426088698
2025,PNG,8708.945168906117
2026,PNG,8848.288291608616
2027,PNG,8989.860904274354
2028,PNG,9133.698678742745
2029,PNG,9279.837857602628
2030,PNG,9428.31526332427
2031,PNG,9579.168307537459
2032,PNG,9732.43500045806
2033,PNG,9888.153960465388
2034,PNG,10046.364423832832
2035,PNG,10207.106254614158
2036,PNG,10370.419954687985
2037,PNG,10536.346673962995
2038,PNG,10704.928220746402
2039,PNG,10876.207072278345
2040,PNG,11050.226385434798
2041,PNG,11227.030007601756
2042,PNG,11406.662487723384
2043,PNG,11589.169087526958
2044,PNG,11774.595792927388
2045,PNG,11962.989325614228
2046,PNG,12154.397154824055
2047,PNG,12348.86750930124
2048,PNG,12546.449389450061
2049,PNG,12747.192579681261
2050,PNG,12951.147660956161
2020,POL,21178.7232
2021,POL,21517.582771200003
2022,POL,21861.8640955392
2023,POL,22211.653921067827
2024,POL,22567.040383804913
2025,POL,22928.11302994579
2026,POL,23294.962838424926
2027,POL,23667.682243839725
2028,POL,24046.365159741163
2029,POL,24431.107002297023
2030,POL,24822.004714333772
2031,POL,25219.156789763114
2032,POL,25622.663298399326
2033,POL,26032.625911173713
2034,POL,26449.14792575249
2035,POL,26872.33429256453
2036,POL,27302.291641245567
2037,POL,27739.128307505496
2038,POL,28182.954360425585
2039,POL,28633.881630192394
2040,POL,29092.023736275474
2041,POL,29557.49611605588
2042,POL,30030.416053912777
2043,POL,30510.90271077538
2044,POL,30999.077154147788
2045,POL,31495.06238861415
2046,POL,31998.983386831977
2047,POL,32510.96712102129
2048,POL,33031.14259495763
2049,POL,33559.64087647695
2050,POL,34096.59513050059
2020,PRI,0.0
2021,PRI,0.0
2022,PRI,0.0
2023,PRI,0.0
2024,PRI,0.0
2025,PRI,0.0
2026,PRI,0.0
2027,PRI,0.0
2028,PRI,0.0
2029,PRI,0.0
2030,PRI,0.0
2031,PRI,0.0
2032,PRI,0.0
2033,PRI,0.0
2034,PRI,0.0
2035,PRI,0.0
2036,PRI,0.0
2037,PRI,0.0
2038,PRI,0.0
2039,PRI,0.0
2040,PRI,0.0
2041,PRI,0.0
2042,PRI,0.0
2043,PRI,0.0
2044,PRI,0.0
2045,PRI,0.0
2046,PRI,0.0
2047,PRI,0.0
2048,PRI,0.0
2049,PRI,0.0
2050,PRI,0.0
2020,PRK,19017.905688888888
2021,PRK,19322.19217991111
2022,PRK,19631.347254789685
2023,PRK,19945.44881086632
2024,PRK,20264.575991840185
2025,PRK,20588.809207709626
2026,PRK,20918.230155032983
2027,PRK,21252.92183751351
2028,PRK,21592.968586913725
2029,PRK,21938.456084304347
2030,PRK,22289.471381653213
2031,PRK,22646.102923759667
2032,PRK,23008.440570539824
2033,PRK,23376.57561966846
2034,PRK,23750.600829583153
2035,PRK,24130.610442856483
2036,PRK,24516.700209942188
2037,PRK,24908.967413301267
2038,PRK,25307.510891914088
2039,PRK,25712.431066184712
2040,PRK,26123.82996324367
2041,PRK,26541.811242655567
2042,PRK,26966.48022253806
2043,PRK,27397.943906098666
2044,PRK,27836.311008596243
2045,PRK,28281.691984733785
2046,PRK,28734.199056489524
2047,PRK,29193.946241393358
2048,PRK,29661.049381255652
2049,PRK,30135.626171355743
2050,PRK,30617.796190097437
2020,PRT,8917.623911111114
2021,PRT,9060.305893688892
2022,PRT,9205.270787987914
2023,PRT,9352.555120595722
2024,PRT,9502.196002525252
2025,PRT,9654.231138565656
2026,PRT,9808.698836782707
2027,PRT,9965.63801817123
2028,PRT,10125.08822646197
2029,PRT,10287.089638085363
2030,PRT,10451.683072294729
2031,PRT,10618.910001451444
2032,PRT,10788.812561474668
2033,PRT,10961.433562458262
2034,PRT,11136.816499457595
2035,PRT,11315.005563448916
2036,PRT,11496.0456524641
2037,PRT,11679.982382903525
2038,PRT,11866.862101029981
2039,PRT,12056.731894646462
2040,PRT,12249.639604960805
2041,PRT,12445.633838640179
2042,PRT,12644.763980058422
2043,PRT,12847.080203739355
2044,PRT,13052.633486999186
2045,PRT,13261.475622791173
2046,PRT,13473.659232755832
2047,PRT,13689.237780479925
