,Nation,iso_code3,Year,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_heat_energy
0,Israel,ISR,2020,86.41905873585503
1,Israel,ISR,2021,83.308689201562
2,Israel,ISR,2022,80.41443628560963
3,Israel,ISR,2023,77.71453172333824
4,Israel,ISR,2024,75.19003575051151
5,Israel,ISR,2025,72.82439214915046
6,Israel,ISR,2026,70.14320080188286
7,Israel,ISR,2027,67.65242681735252
8,Israel,ISR,2028,65.33248074249548
9,Israel,ISR,2029,63.166371091009
10,Israel,ISR,2030,61.139287484211046
11,Israel,ISR,2031,59.04581293682368
12,Israel,ISR,2032,57.09095753368211
13,Israel,ISR,2033,55.26139451671224
14,Israel,ISR,2034,53.54545238434356
15,Israel,ISR,2035,51.93286564114559
16,Israel,ISR,2036,50.22969813870189
17,Israel,ISR,2037,48.634695963608735
18,Israel,ISR,2038,47.13787214451756
19,Israel,ISR,2039,45.73043247157277
20,Israel,ISR,2040,44.40460259198671
21,Israel,ISR,2041,43.039040670063585
22,Israel,ISR,2042,41.75496236885324
23,Israel,ISR,2043,40.54528573981349
24,Israel,ISR,2044,39.40372640820601
25,Israel,ISR,2045,38.32468836864389
26,Israel,ISR,2046,37.23433897846955
27,Israel,ISR,2047,36.20431487834965
28,Israel,ISR,2048,35.22974444641959
29,Israel,ISR,2049,34.30626686027367
30,Israel,ISR,2050,33.42996685909352
31,United Kingdom,GBR,2020,5.207289548370914
32,United Kingdom,GBR,2021,5.130015113438058
33,United Kingdom,GBR,2022,5.055000595619673
34,United Kingdom,GBR,2023,4.982148285620331
35,United Kingdom,GBR,2024,4.911366026837327
36,United Kingdom,GBR,2025,4.842566826445645
37,United Kingdom,GBR,2026,4.762577393460856
38,United Kingdom,GBR,2027,4.685187548597369
39,United Kingdom,GBR,2028,4.610272591596995
40,United Kingdom,GBR,2029,4.537715672380793
41,United Kingdom,GBR,2030,4.467407182885978
42,United Kingdom,GBR,2031,4.396744862572885
43,United Kingdom,GBR,2032,4.328283109487117
44,United Kingdom,GBR,2033,4.2619207045565455
45,United Kingdom,GBR,2034,4.197562542641126
46,United Kingdom,GBR,2035,4.135119177775536
47,United Kingdom,GBR,2036,4.067316999525932
48,United Kingdom,GBR,2037,4.001702411757318
49,United Kingdom,GBR,2038,3.9381712236468442
50,United Kingdom,GBR,2039,3.876625757519412
51,United Kingdom,GBR,2040,3.816974347743784
52,United Kingdom,GBR,2041,3.753617153294763
53,United Kingdom,GBR,2042,3.6923289233374628
54,United Kingdom,GBR,2043,3.6330099412403003
55,United Kingdom,GBR,2044,3.575566797028642
56,United Kingdom,GBR,2045,3.5199118965586154
57,United Kingdom,GBR,2046,3.4654894564888385
58,United Kingdom,GBR,2047,3.412724277158662
59,United Kingdom,GBR,2048,3.361541794044615
60,United Kingdom,GBR,2049,3.3118718496673285
61,United Kingdom,GBR,2050,3.263648372741273
62,Guatemala,GTM,2020,239.09188315857932
63,Guatemala,GTM,2021,231.59366613596475
64,Guatemala,GTM,2022,224.55145491793778
65,Guatemala,GTM,2023,217.92487892952667
66,Guatemala,GTM,2024,211.67819638650934
67,Guatemala,GTM,2025,205.7796493744837
68,Guatemala,GTM,2026,196.83533352135822
69,Guatemala,GTM,2027,188.63616771234325
70,Guatemala,GTM,2028,181.09275808273492
71,Guatemala,GTM,2029,174.1294600999254
72,Guatemala,GTM,2030,167.68183302728855
73,Guatemala,GTM,2031,160.42135222430915
74,Guatemala,GTM,2032,153.76352243624174
75,Guatemala,GTM,2033,147.63629971666708
76,Guatemala,GTM,2034,141.97868339261814
77,Guatemala,GTM,2035,136.7386781949187
78,Guatemala,GTM,2036,130.78137345046517
79,Guatemala,GTM,2037,125.32148256570477
80,Guatemala,GTM,2038,120.29920371601975
81,Guatemala,GTM,2039,115.66395197941011
82,Guatemala,GTM,2040,111.37264953339293
83,Guatemala,GTM,2041,106.53289913807592
84,Guatemala,GTM,2042,102.09625863298301
85,Guatemala,GTM,2043,98.01437816446817
86,Guatemala,GTM,2044,94.24634286785478
87,Guatemala,GTM,2045,90.7572966325875
88,Guatemala,GTM,2046,86.87516384566041
89,Guatemala,GTM,2047,83.31152315167544
90,Guatemala,GTM,2048,80.02872506856905
91,Guatemala,GTM,2049,76.99482929454659
92,Guatemala,GTM,2050,74.18256205750647
93,Nicaragua,NIC,2020,1416.89428833789
94,Nicaragua,NIC,2021,1403.8855502290949
95,Nicaragua,NIC,2022,1391.113509664194
96,Nicaragua,NIC,2023,1378.5717647208342
97,Nicaragua,NIC,2024,1366.2541422829227
98,Nicaragua,NIC,2025,1354.1546879091634
99,Nicaragua,NIC,2026,1277.9753593692558
100,Nicaragua,NIC,2027,1209.910625085029
101,Nicaragua,NIC,2028,1148.7295015862844
102,Nicaragua,NIC,2029,1093.4380078121278
103,Nicaragua,NIC,2030,1043.224746553115
104,Nicaragua,NIC,2031,987.2283453449043
105,Nicaragua,NIC,2032,936.9370689965214
106,Nicaragua,NIC,2033,891.5212907570256
107,Nicaragua,NIC,2034,850.3048038799001
108,Nicaragua,NIC,2035,812.730924456289
109,Nicaragua,NIC,2036,771.2036901552738
110,Nicaragua,NIC,2037,733.7139032488494
111,Nicaragua,NIC,2038,699.7000541659769
112,Nicaragua,NIC,2039,668.7001430993311
113,Nicaragua,NIC,2040,640.3305715204774
114,Nicaragua,NIC,2041,609.8975597193376
115,Nicaragua,NIC,2042,582.2260818783506
116,Nicaragua,NIC,2043,556.9565735208074
117,Nicaragua,NIC,2044,533.7892962342222
118,Nicaragua,NIC,2045,512.4723918848179
119,Nicaragua,NIC,2046,489.8415935483006
120,Nicaragua,NIC,2047,469.1250167776697
121,Nicaragua,NIC,2048,450.0896453154382
122,Nicaragua,NIC,2049,432.53880793435815
123,Nicaragua,NIC,2050,416.3053581797768
124,New Zealand,NZL,2020,158.05729082712827
125,New Zealand,NZL,2021,154.81844818305424
126,New Zealand,NZL,2022,151.7096781135338
127,New Zealand,NZL,2023,148.72329924993826
128,New Zealand,NZL,2024,145.85222337326047
129,New Zealand,NZL,2025,143.08989924522447
130,New Zealand,NZL,2026,140.5990763166394
131,New Zealand,NZL,2027,138.1934871850698
132,New Zealand,NZL,2028,135.86883050492466
133,New Zealand,NZL,2029,133.62108956721525
134,New Zealand,NZL,2030,131.44650913834678
135,New Zealand,NZL,2031,129.05041653235122
136,New Zealand,NZL,2032,126.74011514233148
137,New Zealand,NZL,2033,124.5110784195143
138,New Zealand,NZL,2034,122.3590927533229
139,New Zealand,NZL,2035,120.28023088752145
140,New Zealand,NZL,2036,117.86163260460317
141,New Zealand,NZL,2037,115.53838352254827
142,New Zealand,NZL,2038,113.30495416193455
143,New Zealand,NZL,2039,111.15623448841377
144,New Zealand,NZL,2040,109.08749488104412
145,New Zealand,NZL,2041,106.70099008767417
146,New Zealand,NZL,2042,104.41666885541106
147,New Zealand,NZL,2043,102.22810591257193
148,New Zealand,NZL,2044,100.1294036205465
149,New Zealand,NZL,2045,98.11513890283878
150,New Zealand,NZL,2046,95.95006191133163
151,New Zealand,NZL,2047,93.87847411582086
152,New Zealand,NZL,2048,91.89444811930746
153,New Zealand,NZL,2049,89.99254723220028
154,New Zealand,NZL,2050,88.16777572214662
155,Tanzania,TZA,2020,197.947976820209
156,Tanzania,TZA,2021,185.97975806731554
157,Tanzania,TZA,2022,175.37625783674528
158,Tanzania,TZA,2023,165.91664155756757
159,Tanzania,TZA,2024,157.42528255612115
160,Tanzania,TZA,2025,149.760756927689
161,Tanzania,TZA,2026,139.34918295402582
162,Tanzania,TZA,2027,130.29116201913087
163,Tanzania,TZA,2028,122.33885214282316
164,Tanzania,TZA,2029,115.30143873868526
165,Tanzania,TZA,2030,109.02962460751081
166,Tanzania,TZA,2031,101.80684569279354
167,Tanzania,TZA,2032,95.48157140886715
168,Tanzania,TZA,2033,89.89630101602353
169,Tanzania,TZA,2034,84.92834971231062
170,Tanzania,TZA,2035,80.48073224463278
171,Tanzania,TZA,2036,75.32365939443694
172,Tanzania,TZA,2037,70.78770008989486
173,Tanzania,TZA,2038,66.76701814699449
174,Tanzania,TZA,2039,63.17853064131316
175,Tanzania,TZA,2040,59.956105250002864
176,Tanzania,TZA,2041,56.24304041023235
177,Tanzania,TZA,2042,52.96305332174713
178,Tanzania,TZA,2043,50.04455037654954
179,Tanzania,TZA,2044,47.430894325752604
180,Tanzania,TZA,2045,45.07669253347823
181,Tanzania,TZA,2046,42.38985351967455
182,Tanzania,TZA,2047,40.00529968672904
183,Tanzania,TZA,2048,37.87473456378183
184,Tanzania,TZA,2049,35.959629964244904
185,Tanzania,TZA,2050,34.22887522408357
186,United Arab Emirates,ARE,2020,47.97615859033587
187,United Arab Emirates,ARE,2021,47.2165598428843
188,United Arab Emirates,ARE,2022,46.480639408386025
189,United Arab Emirates,ARE,2023,45.76730712293779
190,United Arab Emirates,ARE,2024,45.07553873352118
191,United Arab Emirates,ARE,2025,44.404370990988674
192,United Arab Emirates,ARE,2026,42.86275012588591
193,United Arab Emirates,ARE,2027,41.42458093505167
194,United Arab Emirates,ARE,2028,40.079788164091596
195,United Arab Emirates,ARE,2029,38.819563739128704
196,United Arab Emirates,ARE,2030,37.63617362077623
197,United Arab Emirates,ARE,2031,36.5531300307997
198,United Arab Emirates,ARE,2032,35.53067565219097
199,United Arab Emirates,ARE,2033,34.56386447768764
200,United Arab Emirates,ARE,2034,33.64827457502601
201,United Arab Emirates,ARE,2035,32.77994046501943
202,United Arab Emirates,ARE,2036,31.96866975914478
203,United Arab Emirates,ARE,2037,31.196585503253257
204,United Arab Emirates,ARE,2038,30.460915442216365
205,United Arab Emirates,ARE,2039,29.759142794884955
206,United Arab Emirates,ARE,2040,29.088977488173676
207,United Arab Emirates,ARE,2041,28.50717878294428
208,United Arab Emirates,ARE,2042,27.948196449703275
209,United Arab Emirates,ARE,2043,27.410714117623527
210,United Arab Emirates,ARE,2044,26.89351476770551
211,United Arab Emirates,ARE,2045,26.395471533253588
212,United Arab Emirates,ARE,2046,25.975315458783427
213,United Arab Emirates,ARE,2047,25.56832567148704
214,United Arab Emirates,ARE,2048,25.173892837452975
215,United Arab Emirates,ARE,2049,24.79144465139312
216,United Arab Emirates,ARE,2050,24.420443065993815
217,Australia,AUS,2020,21.475490983708596
218,Australia,AUS,2021,21.022387727190356
219,Australia,AUS,2022,20.58800911474354
220,Australia,AUS,2023,20.171217940773193
221,Australia,AUS,2024,19.770967260434002
222,Australia,AUS,2025,19.386291608797194
223,Australia,AUS,2026,18.944921306866508
224,Australia,AUS,2027,18.52320110229006
225,Australia,AUS,2028,18.119847317192477
226,Australia,AUS,2029,17.733685702241083
227,Australia,AUS,2030,17.363640019515664
228,Australia,AUS,2031,17.00663134166363
229,Australia,AUS,2032,16.66400759951438
230,Australia,AUS,2033,16.334916545439317
231,Australia,AUS,2034,16.0185719508629
232,Australia,AUS,2035,15.714247335034786
233,Australia,AUS,2036,15.404882109770204
234,Australia,AUS,2037,15.107462610507527
235,Australia,AUS,2038,14.821310040226875
236,Australia,AUS,2039,14.545796074655582
237,Australia,AUS,2040,14.280338256681386
238,Australia,AUS,2041,14.006192590693644
239,Australia,AUS,2042,13.742374442545652
240,Australia,AUS,2043,13.488311019403268
241,Australia,AUS,2044,13.243471117788038
242,Australia,AUS,2045,13.007361416221977
243,Australia,AUS,2046,12.779915779199667
244,Australia,AUS,2047,12.560287636998758
245,Australia,AUS,2048,12.348080758364983
246,Australia,AUS,2049,12.142925244565912
247,Australia,AUS,2050,11.944475377650186
248,Kyrgyz Republic,KGZ,2020,1399.331871872078
249,Kyrgyz Republic,KGZ,2021,1334.9850134702406
250,Kyrgyz Republic,KGZ,2022,1276.2958422377878
251,Kyrgyz Republic,KGZ,2023,1222.5496036617035
252,Kyrgyz Republic,KGZ,2024,1173.147074510677
253,Kyrgyz Republic,KGZ,2025,1127.5821267018364
254,Kyrgyz Republic,KGZ,2026,1067.267082890213
255,Kyrgyz Republic,KGZ,2027,1013.076987601576
256,Kyrgyz Republic,KGZ,2028,964.1239472527635
257,Kyrgyz Republic,KGZ,2029,919.683773953515
258,Kyrgyz Republic,KGZ,2030,879.1599188389473
259,Kyrgyz Republic,KGZ,2031,833.2076574863036
260,Kyrgyz Republic,KGZ,2032,791.8204864408359
261,Kyrgyz Republic,KGZ,2033,754.3503244406251
262,Kyrgyz Republic,KGZ,2034,720.2662202549121
263,Kyrgyz Republic,KGZ,2035,689.1290349655916
264,Kyrgyz Republic,KGZ,2036,655.767249007089
265,Kyrgyz Republic,KGZ,2037,625.4864953056257
266,Kyrgyz Republic,KGZ,2038,597.8788025010925
267,Kyrgyz Republic,KGZ,2039,572.6051825328069
268,Kyrgyz Republic,KGZ,2040,549.3816416246975
269,Kyrgyz Republic,KGZ,2041,525.3804524155302
270,Kyrgyz Republic,KGZ,2042,503.38859118926206
271,Kyrgyz Republic,KGZ,2043,483.1638707121403
272,Kyrgyz Republic,KGZ,2044,464.50152196722655
273,Kyrgyz Republic,KGZ,2045,447.227236448876
274,Kyrgyz Republic,KGZ,2046,430.04348259723423
275,Kyrgyz Republic,KGZ,2047,414.1313670254822
276,Kyrgyz Republic,KGZ,2048,399.3547699807242
277,Kyrgyz Republic,KGZ,2049,385.59632992307866
278,Kyrgyz Republic,KGZ,2050,372.75431988132266
279,Serbia,SRB,2020,42.781971893043334
280,Serbia,SRB,2021,40.97735305884443
281,Serbia,SRB,2022,39.31881622300542
282,Serbia,SRB,2023,37.78931360892792
283,Serbia,SRB,2024,36.374350751348125
284,Serbia,SRB,2025,35.061525725085815
285,Serbia,SRB,2026,34.57330279118978
286,Serbia,SRB,2027,34.098489889272784
287,Serbia,SRB,2028,33.63654200376928
288,Serbia,SRB,2029,33.186943258650615
289,Serbia,SRB,2030,32.74920499566171
290,Serbia,SRB,2031,32.35131549999052
291,Serbia,SRB,2032,31.96297833783121
292,Serbia,SRB,2033,31.583853597872597
293,Serbia,SRB,2034,31.213617307011006
294,Serbia,SRB,2035,30.851960507009466
295,Serbia,SRB,2036,30.49777927186196
296,Serbia,SRB,2037,30.151637758405595
297,Serbia,SRB,2038,29.81326529274129
298,Serbia,SRB,2039,29.48240321652444
299,Serbia,SRB,2040,29.158804227550988
300,Serbia,SRB,2041,28.840663950069324
301,Serbia,SRB,2042,28.529390953973543
302,Serbia,SRB,2043,28.224765260818724
303,Serbia,SRB,2044,27.926576188275295
304,Serbia,SRB,2045,27.634621864204632
305,Serbia,SRB,2046,27.332777364143627
306,Serbia,SRB,2047,27.03745552883407
307,Serbia,SRB,2048,26.748447192385296
308,Serbia,SRB,2049,26.46555203757236
309,Serbia,SRB,2050,26.188578132809734
310,Ghana,GHA,2020,390.4397071476875
311,Ghana,GHA,2021,371.1149300153537
312,Ghana,GHA,2022,353.6128926544793
313,Ghana,GHA,2023,337.68732434923874
314,Ghana,GHA,2024,323.13440735171974
315,Ghana,GHA,2025,309.7840070929295
316,Ghana,GHA,2026,288.01738499932355
317,Ghana,GHA,2027,269.10876283488864
318,Ghana,GHA,2028,252.52992689783318
319,Ghana,GHA,2029,237.87527529505974
320,Ghana,GHA,2030,224.82819262312694
321,Ghana,GHA,2031,210.64354380262253
322,Ghana,GHA,2032,198.1425221960014
323,Ghana,GHA,2033,187.04216693249828
324,Ghana,GHA,2034,177.1195615496316
325,Ghana,GHA,2035,168.19670953815924
326,Ghana,GHA,2036,158.17144841443826
327,Ghana,GHA,2037,149.27406013631017
328,Ghana,GHA,2038,141.32434731626222
329,Ghana,GHA,2039,134.17855788175441
330,Ghana,GHA,2040,127.72061460620903
331,Ghana,GHA,2041,120.49933623627007
332,Ghana,GHA,2042,114.05093662393628
333,Ghana,GHA,2043,108.25763900743385
334,Ghana,GHA,2044,103.0244400470927
335,Ghana,GHA,2045,98.27385927600646
336,Ghana,GHA,2046,93.0031414535433
337,Ghana,GHA,2047,88.2690131298737
338,Ghana,GHA,2048,83.9935014840806
339,Ghana,GHA,2049,80.11304291955022
340,Ghana,GHA,2050,76.5753015527587
341,Switzerland,CHE,2020,15.608194607652681
342,Switzerland,CHE,2021,15.404372679974053
343,Switzerland,CHE,2022,15.205805411384581
344,Switzerland,CHE,2023,15.012292185210839
345,Switzerland,CHE,2024,14.823642468856661
346,Switzerland,CHE,2025,14.639675188066144
347,Switzerland,CHE,2026,14.439956804999428
348,Switzerland,CHE,2027,14.245614306377526
349,Switzerland,CHE,2028,14.05643351806194
350,Switzerland,CHE,2029,13.872211493682098
351,Switzerland,CHE,2030,13.692755788403993
352,Switzerland,CHE,2031,13.50450169270573
353,Switzerland,CHE,2032,13.321353796749861
354,Switzerland,CHE,2033,13.143107129682965
355,Switzerland,CHE,2034,12.969567546267267
356,Switzerland,CHE,2035,12.800551021495524
357,Switzerland,CHE,2036,12.600060431809862
358,Switzerland,CHE,2037,12.405753419987366
359,Switzerland,CHE,2038,12.217348257554413
360,Switzerland,CHE,2039,12.03458007436054
361,Switzerland,CHE,2040,11.857199616184829
362,Switzerland,CHE,2041,11.659178665495904
363,Switzerland,CHE,2042,11.467663161421452
364,Switzerland,CHE,2043,11.282337706263304
365,Switzerland,CHE,2044,11.1029069662653
366,Switzerland,CHE,2045,10.929094101136636
367,Switzerland,CHE,2046,10.746920484095831
368,Switzerland,CHE,2047,10.570720483673306
369,Switzerland,CHE,2048,10.40020502004462
370,Switzerland,CHE,2049,10.235103369775803
371,Switzerland,CHE,2050,10.075161731567608
372,Pakistan,PAK,2020,36.5209111306638
373,Pakistan,PAK,2021,35.12016553616137
374,Pakistan,PAK,2022,33.82290108620588
375,Pakistan,PAK,2023,32.618059141284924
376,Pakistan,PAK,2024,31.496102588720007
377,Pakistan,PAK,2025,30.448762866050217
378,Pakistan,PAK,2026,28.991260948790845
379,Pakistan,PAK,2027,27.666918575792884
380,Pakistan,PAK,2028,26.458284453909116
381,Pakistan,PAK,2029,25.350829101199125
382,Pakistan,PAK,2030,24.332357927172524
383,Pakistan,PAK,2031,23.140119677984426
384,Pakistan,PAK,2032,22.059258865133092
385,Pakistan,PAK,2033,21.074864840420222
386,Pakistan,PAK,2034,20.174574807424516
387,Pakistan,PAK,2035,19.348051912651975
388,Pakistan,PAK,2036,18.381757584667806
389,Pakistan,PAK,2037,17.507390874460143
390,Pakistan,PAK,2038,16.712429254520075
391,Pakistan,PAK,2039,15.9865258583653
392,Pakistan,PAK,2040,15.32105665062803
393,Pakistan,PAK,2041,14.567614565014042
394,Pakistan,PAK,2042,13.884802983739755
395,Pakistan,PAK,2043,13.263134829022867
396,Pakistan,PAK,2044,12.694749280516744
397,Pakistan,PAK,2045,12.173077632280826
398,Pakistan,PAK,2046,11.597057428525286
399,Pakistan,PAK,2047,11.07308785288505
400,Pakistan,PAK,2048,10.594418748253128
401,Pakistan,PAK,2049,10.155418780112178
402,Pakistan,PAK,2050,9.751352856800217
403,Georgia,GEO,2020,947.7240469077698
404,Georgia,GEO,2021,902.1604689129399
405,Georgia,GEO,2022,860.777028851258
406,Georgia,GEO,2023,823.0237094337759
407,Georgia,GEO,2024,788.4429331135518
408,Georgia,GEO,2025,756.6509250676867
409,Georgia,GEO,2026,726.9866752947374
410,Georgia,GEO,2027,699.5606316323857
411,Georgia,GEO,2028,674.1286897450119
412,Georgia,GEO,2029,650.4809969431778
413,Georgia,GEO,2030,628.4361482296139
414,Georgia,GEO,2031,607.2867176814077
415,Georgia,GEO,2032,587.514467991665
416,Georgia,GEO,2033,568.9891245041653
417,Georgia,GEO,2034,551.5963414354017
418,Georgia,GEO,2035,535.2353395282677
419,Georgia,GEO,2036,518.9745006052783
420,Georgia,GEO,2037,503.672561826337
421,Georgia,GEO,2038,489.2471330827786
422,Georgia,GEO,2039,475.6250002339083
423,Georgia,GEO,2040,462.740882276477
424,Georgia,GEO,2041,450.7117201913043
425,Georgia,GEO,2042,439.2921194809059
426,Georgia,GEO,2043,428.43689203190206
427,Georgia,GEO,2044,418.10520854588395
428,Georgia,GEO,2045,408.2600853543412
429,Georgia,GEO,2046,399.3837532229704
430,Georgia,GEO,2047,390.8851837073947
431,Georgia,GEO,2048,382.7407638069636
432,Georgia,GEO,2049,374.9288083398218
433,Georgia,GEO,2050,367.42936713878987
434,Czech Republic,CZE,2020,62.706921981386095
435,Czech Republic,CZE,2021,60.95100428354797
436,Czech Republic,CZE,2022,59.290746254968084
437,Czech Republic,CZE,2023,57.71853809536297
438,Czech Republic,CZE,2024,56.22755630805297
439,Czech Republic,CZE,2025,54.81166469862298
440,Czech Republic,CZE,2026,53.128054955339934
441,Czech Republic,CZE,2027,51.54479136651596
442,Czech Republic,CZE,2028,50.05316233004416
443,Czech Republic,CZE,2029,48.645436285725296
444,Czech Republic,CZE,2030,47.31472766875581
445,Czech Republic,CZE,2031,45.98057857893648
446,Czech Republic,CZE,2032,44.71960502419471
447,Czech Republic,CZE,2033,43.525947390879864
448,Czech Republic,CZE,2034,42.394355420648
449,Czech Republic,CZE,2035,41.32011100719659
450,Czech Republic,CZE,2036,40.28989696719359
451,Czech Republic,CZE,2037,39.309804902265704
452,Czech Republic,CZE,2038,38.376263877367755
453,Czech Republic,CZE,2039,37.48603430310042
454,Czech Republic,CZE,2040,36.63617037522707
455,Czech Republic,CZE,2041,35.87282544320218
456,Czech Republic,CZE,2042,35.14064110138607
457,Czech Republic,CZE,2043,34.437747499474106
458,Czech Republic,CZE,2044,33.762421458613154
459,Czech Republic,CZE,2045,33.11307236681883
460,Czech Republic,CZE,2046,32.4581861897912
461,Czech Republic,CZE,2047,31.82870136501322
462,Czech Republic,CZE,2048,31.22316812899779
463,Czech Republic,CZE,2049,30.640244984105504
464,Czech Republic,CZE,2050,30.078688777383963
465,Slovenia,SVN,2020,29.42399164469291
466,Slovenia,SVN,2021,28.745284118253434
467,Slovenia,SVN,2022,28.097181415908096
468,Slovenia,SVN,2023,27.477659095629715
469,Slovenia,SVN,2024,26.884867413299833
470,Slovenia,SVN,2025,26.31711287635953
471,Slovenia,SVN,2026,25.86454066407766
472,Slovenia,SVN,2027,25.427270955852258
473,Slovenia,SVN,2028,25.00454053560932
474,Slovenia,SVN,2029,24.59563611139623
475,Slovenia,SVN,2030,24.199890298965638
476,Slovenia,SVN,2031,23.772196317617666
477,Slovenia,SVN,2032,23.359357397943565
478,Slovenia,SVN,2033,22.9606128115566
479,Slovenia,SVN,2034,22.57525290087123
480,Slovenia,SVN,2035,22.202614864106497
481,Slovenia,SVN,2036,21.814839532214002
482,Slovenia,SVN,2037,21.440376914862487
483,Slovenia,SVN,2038,21.078553023222
484,Slovenia,SVN,2039,20.728738609865264
485,Slovenia,SVN,2040,20.390345516789164
486,Slovenia,SVN,2041,20.059952846976927
487,Slovenia,SVN,2042,19.740096415331745
488,Slovenia,SVN,2043,19.430280130330345
489,Slovenia,SVN,2044,19.130038563372526
490,Slovenia,SVN,2045,18.838934615775443
491,Slovenia,SVN,2046,18.553543656088962
492,Slovenia,SVN,2047,18.27667043466722
493,Slovenia,SVN,2048,18.007939229562922
494,Slovenia,SVN,2049,17.74699609634831
495,Slovenia,SVN,2050,17.493507312821844
496,Lesotho,LSO,2020,7591.3686654969315
497,Lesotho,LSO,2021,7415.733687758111
498,Lesotho,LSO,2022,7248.041965056176
499,Lesotho,LSO,2023,7087.766551565631
500,Lesotho,LSO,2024,6934.4261023475265
501,Lesotho,LSO,2025,6787.580045040457
502,Lesotho,LSO,2026,6366.06999681101
503,Lesotho,LSO,2027,5993.850696362413
504,Lesotho,LSO,2028,5662.753764370981
505,Lesotho,LSO,2029,5366.321207427559
506,Lesotho,LSO,2030,5099.3800125856105
507,Lesotho,LSO,2031,4805.993452543811
508,Lesotho,LSO,2032,4544.529532747582
509,Lesotho,LSO,2033,4310.046947507165
510,Lesotho,LSO,2034,4098.57417325847
511,Lesotho,LSO,2035,3906.88268362223
512,Lesotho,LSO,2036,3683.0079972959534
513,Lesotho,LSO,2037,3483.399986878707
514,Lesotho,LSO,2038,3304.3159519169667
515,Lesotho,LSO,2039,3142.7452174294017
516,Lesotho,LSO,2040,2996.2385081710813
517,Lesotho,LSO,2041,2828.4258261744762
518,Lesotho,LSO,2042,2678.4138019715283
519,Lesotho,LSO,2043,2543.5127913508272
520,Lesotho,LSO,2044,2421.549033671057
521,Lesotho,LSO,2045,2310.7466258765667
522,Lesotho,LSO,2046,2186.781195183546
523,Lesotho,LSO,2047,2075.4393747161703
524,Lesotho,LSO,2048,1974.8863596352444
525,Lesotho,LSO,2049,1883.6264917999367
526,Lesotho,LSO,2050,1800.4283607058023
527,Trinidad and Tobago,TTO,2020,559.617540793125
528,Trinidad and Tobago,TTO,2021,551.3139667758064
529,Trinidad and Tobago,TTO,2022,543.253205852289
530,Trinidad and Tobago,TTO,2023,535.4247609897183
531,Trinidad and Tobago,TTO,2024,527.8187316217908
532,Trinidad and Tobago,TTO,2025,520.4257718763344
533,Trinidad and Tobago,TTO,2026,515.1837224584065
534,Trinidad and Tobago,TTO,2027,510.0462222671456
535,Trinidad and Tobago,TTO,2028,505.01017443671986
536,Trinidad and Tobago,TTO,2029,500.0726032156541
537,Trinidad and Tobago,TTO,2030,495.2306481033787
538,Trinidad and Tobago,TTO,2031,491.09951419393764
539,Trinidad and Tobago,TTO,2032,487.03673260136367
540,Trinidad and Tobago,TTO,2033,483.04062084374857
541,Trinidad and Tobago,TTO,2034,479.10955120852014
542,Trinidad and Tobago,TTO,2035,475.24194854182053
543,Trinidad and Tobago,TTO,2036,472.27381312617206
544,Trinidad and Tobago,TTO,2037,469.3425227212885
545,Trinidad and Tobago,TTO,2038,466.4473954946785
546,Trinidad and Tobago,TTO,2039,463.5877663341765
547,Trinidad and Tobago,TTO,2040,460.76298633853236
548,Trinidad and Tobago,TTO,2041,459.35570448784216
549,Trinidad and Tobago,TTO,2042,457.9569928215347
550,Trinidad and Tobago,TTO,2043,456.56677329011245
551,Trinidad and Tobago,TTO,2044,455.18496878894865
552,Trinidad and Tobago,TTO,2045,453.81150314403214
553,Trinidad and Tobago,TTO,2046,453.84748509441107
554,Trinidad and Tobago,TTO,2047,453.883472751139
555,Trinidad and Tobago,TTO,2048,453.91946611557347
556,Trinidad and Tobago,TTO,2049,453.9554651890726
557,Trinidad and Tobago,TTO,2050,453.99146997299465
558,Singapore,SGP,2020,64.98162480375524
559,Singapore,SGP,2021,63.62799817138688
560,Singapore,SGP,2022,62.32961532027172
561,Singapore,SGP,2023,61.083161993073375
562,Singapore,SGP,2024,59.88558384579528
563,Singapore,SGP,2025,58.73406145879256
564,Singapore,SGP,2026,57.55805313587274
565,Singapore,SGP,2027,56.42821386535481
566,Singapore,SGP,2028,55.34187715472999
567,Singapore,SGP,2029,54.29657797068002
568,Singapore,SGP,2030,53.290034065937206
569,Singapore,SGP,2031,52.51908180196107
570,Singapore,SGP,2032,51.77011831154164
571,Singapore,SGP,2033,51.04221608991486
572,Singapore,SGP,2034,50.33449907294411
573,Singapore,SGP,2035,49.64613911968494
574,Singapore,SGP,2036,49.07392587659598
575,Singapore,SGP,2037,48.51475280627896
576,Singapore,SGP,2038,47.96817917179013
577,Singapore,SGP,2039,47.43378387651839
578,Singapore,SGP,2040,46.91116438221172
579,Singapore,SGP,2041,46.4929533062407
580,Singapore,SGP,2042,46.08213301040872
581,Singapore,SGP,2043,45.678509291845735
582,Singapore,SGP,2044,45.28189469253347
583,Singapore,SGP,2045,44.892108209007034
584,Singapore,SGP,2046,44.599002196752714
585,Singapore,SGP,2047,44.309698806037325
586,Singapore,SGP,2048,44.02412451361532
587,Singapore,SGP,2049,43.74220767952134
588,Singapore,SGP,2050,43.463878487154226
589,Lithuania,LTU,2020,123.69236747368564
590,Lithuania,LTU,2021,120.36258487738738
591,Lithuania,LTU,2022,117.20737737893623
592,Lithuania,LTU,2023,114.2133666468261
