,Nation,iso_code3,Year,occrateinit_gnrl_occupancy
2019,"Egypt, Arab Rep.",EGY,2030,4.181218872870249
2020,"Egypt, Arab Rep.",EGY,2031,4.181218872870249
2021,"Egypt, Arab Rep.",EGY,2032,4.181218872870249
2022,"Egypt, Arab Rep.",EGY,2033,4.181218872870249
2023,"Egypt, Arab Rep.",EGY,2034,4.181218872870249
2024,"Egypt, Arab Rep.",EGY,2035,4.181218872870249
2025,"Egypt, Arab Rep.",EGY,2036,4.181218872870249
2026,"Egypt, Arab Rep.",EGY,2037,4.181218872870249
2027,"Egypt, Arab Rep.",EGY,2038,4.181218872870249
2028,"Egypt, Arab Rep.",EGY,2039,4.181218872870249
2029,"Egypt, Arab Rep.",EGY,2040,4.181218872870249
2030,"Egypt, Arab Rep.",EGY,2041,4.181218872870249
2031,"Egypt, Arab Rep.",EGY,2042,4.181218872870249
2032,"Egypt, Arab Rep.",EGY,2043,4.181218872870249
2033,"Egypt, Arab Rep.",EGY,2044,4.181218872870249
2034,"Egypt, Arab Rep.",EGY,2045,4.181218872870249
2035,"Egypt, Arab Rep.",EGY,2046,4.181218872870249
2036,"Egypt, Arab Rep.",EGY,2047,4.181218872870249
2037,"Egypt, Arab Rep.",EGY,2048,4.181218872870249
2038,"Egypt, Arab Rep.",EGY,2049,4.181218872870249
2039,"Egypt, Arab Rep.",EGY,2050,4.181218872870249
2040,Euro area,EMU,2021,4.181218872870249
2041,Euro area,EMU,2022,4.181218872870249
2042,Euro area,EMU,2023,4.181218872870249
2043,Euro area,EMU,2024,4.181218872870249
2044,Euro area,EMU,2025,4.181218872870249
2045,Euro area,EMU,2026,4.181218872870249
2046,Euro area,EMU,2027,4.181218872870249
2047,Euro area,EMU,2028,4.181218872870249
2048,Euro area,EMU,2029,4.181218872870249
2049,Euro area,EMU,2030,4.181218872870249
2050,Euro area,EMU,2031,4.181218872870249
2051,Euro area,EMU,2032,4.181218872870249
2052,Euro area,EMU,2033,4.181218872870249
2053,Euro area,EMU,2034,4.181218872870249
2054,Euro area,EMU,2035,4.181218872870249
2055,Euro area,EMU,2036,4.181218872870249
2056,Euro area,EMU,2037,4.181218872870249
2057,Euro area,EMU,2038,4.181218872870249
2058,Euro area,EMU,2039,4.181218872870249
2059,Euro area,EMU,2040,4.181218872870249
2060,Euro area,EMU,2041,4.181218872870249
2061,Euro area,EMU,2042,4.181218872870249
2062,Euro area,EMU,2043,4.181218872870249
2063,Euro area,EMU,2044,4.181218872870249
2064,Euro area,EMU,2045,4.181218872870249
2065,Euro area,EMU,2046,4.181218872870249
2066,Euro area,EMU,2047,4.181218872870249
2067,Euro area,EMU,2048,4.181218872870249
2068,Euro area,EMU,2049,4.181218872870249
2069,Euro area,EMU,2050,4.181218872870249
2070,Eritrea,ERI,2021,4.181218872870249
2071,Eritrea,ERI,2022,4.181218872870249
2072,Eritrea,ERI,2023,4.181218872870249
2073,Eritrea,ERI,2024,4.181218872870249
2074,Eritrea,ERI,2025,4.181218872870249
2075,Eritrea,ERI,2026,4.181218872870249
2076,Eritrea,ERI,2027,4.181218872870249
2077,Eritrea,ERI,2028,4.181218872870249
2078,Eritrea,ERI,2029,4.181218872870249
2079,Eritrea,ERI,2030,4.181218872870249
2080,Eritrea,ERI,2031,4.181218872870249
2081,Eritrea,ERI,2032,4.181218872870249
2082,Eritrea,ERI,2033,4.181218872870249
2083,Eritrea,ERI,2034,4.181218872870249
2084,Eritrea,ERI,2035,4.181218872870249
2085,Eritrea,ERI,2036,4.181218872870249
2086,Eritrea,ERI,2037,4.181218872870249
2087,Eritrea,ERI,2038,4.181218872870249
2088,Eritrea,ERI,2039,4.181218872870249
2089,Eritrea,ERI,2040,4.181218872870249
2090,Eritrea,ERI,2041,4.181218872870249
2091,Eritrea,ERI,2042,4.181218872870249
2092,Eritrea,ERI,2043,4.181218872870249
2093,Eritrea,ERI,2044,4.181218872870249
2094,Eritrea,ERI,2045,4.181218872870249
2095,Eritrea,ERI,2046,4.181218872870249
2096,Eritrea,ERI,2047,4.181218872870249
2097,Eritrea,ERI,2048,4.181218872870249
2098,Eritrea,ERI,2049,4.181218872870249
2099,Eritrea,ERI,2050,4.181218872870249
2100,Spain,ESP,2021,2.7600000000000002
2101,Spain,ESP,2022,2.7600000000000002
2102,Spain,ESP,2023,2.7600000000000002
2103,Spain,ESP,2024,2.7600000000000002
2104,Spain,ESP,2025,2.7600000000000002
2105,Spain,ESP,2026,2.7600000000000002
2106,Spain,ESP,2027,2.7600000000000002
2107,Spain,ESP,2028,2.7600000000000002
2108,Spain,ESP,2029,2.7600000000000002
2109,Spain,ESP,2030,2.7600000000000002
2110,Spain,ESP,2031,2.7600000000000002
2111,Spain,ESP,2032,2.7600000000000002
2112,Spain,ESP,2033,2.7600000000000002
2113,Spain,ESP,2034,2.7600000000000002
2114,Spain,ESP,2035,2.7600000000000002
2115,Spain,ESP,2036,2.7600000000000002
2116,Spain,ESP,2037,2.7600000000000002
2117,Spain,ESP,2038,2.7600000000000002
2118,Spain,ESP,2039,2.7600000000000002
2119,Spain,ESP,2040,2.7600000000000002
2120,Spain,ESP,2041,2.7600000000000002
2121,Spain,ESP,2042,2.7600000000000002
2122,Spain,ESP,2043,2.7600000000000002
2123,Spain,ESP,2044,2.7600000000000002
2124,Spain,ESP,2045,2.7600000000000002
2125,Spain,ESP,2046,2.7600000000000002
2126,Spain,ESP,2047,2.7600000000000002
2127,Spain,ESP,2048,2.7600000000000002
2128,Spain,ESP,2049,2.7600000000000002
2129,Spain,ESP,2050,2.7600000000000002
2130,Estonia,EST,2021,2.4266666666666667
2131,Estonia,EST,2022,2.4266666666666667
2132,Estonia,EST,2023,2.4266666666666667
2133,Estonia,EST,2024,2.4266666666666667
2134,Estonia,EST,2025,2.4266666666666667
2135,Estonia,EST,2026,2.4266666666666667
2136,Estonia,EST,2027,2.4266666666666667
2137,Estonia,EST,2028,2.4266666666666667
2138,Estonia,EST,2029,2.4266666666666667
2139,Estonia,EST,2030,2.4266666666666667
2140,Estonia,EST,2031,2.4266666666666667
2141,Estonia,EST,2032,2.4266666666666667
2142,Estonia,EST,2033,2.4266666666666667
2143,Estonia,EST,2034,2.4266666666666667
2144,Estonia,EST,2035,2.4266666666666667
2145,Estonia,EST,2036,2.4266666666666667
2146,Estonia,EST,2037,2.4266666666666667
2147,Estonia,EST,2038,2.4266666666666667
2148,Estonia,EST,2039,2.4266666666666667
2149,Estonia,EST,2040,2.4266666666666667
2150,Estonia,EST,2041,2.4266666666666667
2151,Estonia,EST,2042,2.4266666666666667
2152,Estonia,EST,2043,2.4266666666666667
2153,Estonia,EST,2044,2.4266666666666667
2154,Estonia,EST,2045,2.4266666666666667
2155,Estonia,EST,2046,2.4266666666666667
2156,Estonia,EST,2047,2.4266666666666667
2157,Estonia,EST,2048,2.4266666666666667
2158,Estonia,EST,2049,2.4266666666666667
2159,Estonia,EST,2050,2.4266666666666667
2160,Ethiopia,ETH,2021,4.71
2161,Ethiopia,ETH,2022,4.71
2162,Ethiopia,ETH,2023,4.71
2163,Ethiopia,ETH,2024,4.71
2164,Ethiopia,ETH,2025,4.71
2165,Ethiopia,ETH,2026,4.71
2166,Ethiopia,ETH,2027,4.71
2167,Ethiopia,ETH,2028,4.71
2168,Ethiopia,ETH,2029,4.71
2169,Ethiopia,ETH,2030,4.71
2170,Ethiopia,ETH,2031,4.71
2171,Ethiopia,ETH,2032,4.71
2172,Ethiopia,ETH,2033,4.71
2173,Ethiopia,ETH,2034,4.71
2174,Ethiopia,ETH,2035,4.71
2175,Ethiopia,ETH,2036,4.71
2176,Ethiopia,ETH,2037,4.71
2177,Ethiopia,ETH,2038,4.71
2178,Ethiopia,ETH,2039,4.71
2179,Ethiopia,ETH,2040,4.71
2180,Ethiopia,ETH,2041,4.71
2181,Ethiopia,ETH,2042,4.71
2182,Ethiopia,ETH,2043,4.71
2183,Ethiopia,ETH,2044,4.71
2184,Ethiopia,ETH,2045,4.71
2185,Ethiopia,ETH,2046,4.71
2186,Ethiopia,ETH,2047,4.71
2187,Ethiopia,ETH,2048,4.71
2188,Ethiopia,ETH,2049,4.71
2189,Ethiopia,ETH,2050,4.71
2190,European Union,EUU,2021,4.181218872870249
2191,European Union,EUU,2022,4.181218872870249
2192,European Union,EUU,2023,4.181218872870249
2193,European Union,EUU,2024,4.181218872870249
2194,European Union,EUU,2025,4.181218872870249
2195,European Union,EUU,2026,4.181218872870249
2196,European Union,EUU,2027,4.181218872870249
2197,European Union,EUU,2028,4.181218872870249
2198,European Union,EUU,2029,4.181218872870249
2199,European Union,EUU,2030,4.181218872870249
2200,European Union,EUU,2031,4.181218872870249
2201,European Union,EUU,2032,4.181218872870249
2202,European Union,EUU,2033,4.181218872870249
2203,European Union,EUU,2034,4.181218872870249
2204,European Union,EUU,2035,4.181218872870249
2205,European Union,EUU,2036,4.181218872870249
2206,European Union,EUU,2037,4.181218872870249
2207,European Union,EUU,2038,4.181218872870249
2208,European Union,EUU,2039,4.181218872870249
2209,European Union,EUU,2040,4.181218872870249
2210,European Union,EUU,2041,4.181218872870249
2211,European Union,EUU,2042,4.181218872870249
2212,European Union,EUU,2043,4.181218872870249
2213,European Union,EUU,2044,4.181218872870249
2214,European Union,EUU,2045,4.181218872870249
2215,European Union,EUU,2046,4.181218872870249
2216,European Union,EUU,2047,4.181218872870249
2217,European Union,EUU,2048,4.181218872870249
2218,European Union,EUU,2049,4.181218872870249
2219,European Union,EUU,2050,4.181218872870249
2220,Fragile and conflict affected situations,FCS,2021,4.181218872870249
2221,Fragile and conflict affected situations,FCS,2022,4.181218872870249
2222,Fragile and conflict affected situations,FCS,2023,4.181218872870249
2223,Fragile and conflict affected situations,FCS,2024,4.181218872870249
2224,Fragile and conflict affected situations,FCS,2025,4.181218872870249
2225,Fragile and conflict affected situations,FCS,2026,4.181218872870249
2226,Fragile and conflict affected situations,FCS,2027,4.181218872870249
2227,Fragile and conflict affected situations,FCS,2028,4.181218872870249
2228,Fragile and conflict affected situations,FCS,2029,4.181218872870249
2229,Fragile and conflict affected situations,FCS,2030,4.181218872870249
2230,Fragile and conflict affected situations,FCS,2031,4.181218872870249
2231,Fragile and conflict affected situations,FCS,2032,4.181218872870249
2232,Fragile and conflict affected situations,FCS,2033,4.181218872870249
2233,Fragile and conflict affected situations,FCS,2034,4.181218872870249
2234,Fragile and conflict affected situations,FCS,2035,4.181218872870249
2235,Fragile and conflict affected situations,FCS,2036,4.181218872870249
2236,Fragile and conflict affected situations,FCS,2037,4.181218872870249
2237,Fragile and conflict affected situations,FCS,2038,4.181218872870249
2238,Fragile and conflict affected situations,FCS,2039,4.181218872870249
2239,Fragile and conflict affected situations,FCS,2040,4.181218872870249
2240,Fragile and conflict affected situations,FCS,2041,4.181218872870249
2241,Fragile and conflict affected situations,FCS,2042,4.181218872870249
2242,Fragile and conflict affected situations,FCS,2043,4.181218872870249
2243,Fragile and conflict affected situations,FCS,2044,4.181218872870249
2244,Fragile and conflict affected situations,FCS,2045,4.181218872870249
2245,Fragile and conflict affected situations,FCS,2046,4.181218872870249
2246,Fragile and conflict affected situations,FCS,2047,4.181218872870249
2247,Fragile and conflict affected situations,FCS,2048,4.181218872870249
2248,Fragile and conflict affected situations,FCS,2049,4.181218872870249
2249,Fragile and conflict affected situations,FCS,2050,4.181218872870249
2250,Finland,FIN,2021,2.07
2251,Finland,FIN,2022,2.07
2252,Finland,FIN,2023,2.07
2253,Finland,FIN,2024,2.07
2254,Finland,FIN,2025,2.07
2255,Finland,FIN,2026,2.07
2256,Finland,FIN,2027,2.07
2257,Finland,FIN,2028,2.07
2258,Finland,FIN,2029,2.07
2259,Finland,FIN,2030,2.07
2260,Finland,FIN,2031,2.07
2261,Finland,FIN,2032,2.07
2262,Finland,FIN,2033,2.07
2263,Finland,FIN,2034,2.07
2264,Finland,FIN,2035,2.07
2265,Finland,FIN,2036,2.07
2266,Finland,FIN,2037,2.07
2267,Finland,FIN,2038,2.07
2268,Finland,FIN,2039,2.07
2269,Finland,FIN,2040,2.07
2270,Finland,FIN,2041,2.07
2271,Finland,FIN,2042,2.07
2272,Finland,FIN,2043,2.07
2273,Finland,FIN,2044,2.07
2274,Finland,FIN,2045,2.07
2275,Finland,FIN,2046,2.07
2276,Finland,FIN,2047,2.07
2277,Finland,FIN,2048,2.07
2278,Finland,FIN,2049,2.07
2279,Finland,FIN,2050,2.07
2280,Fiji,FJI,2021,4.675000000000001
2281,Fiji,FJI,2022,4.675000000000001
2282,Fiji,FJI,2023,4.675000000000001
2283,Fiji,FJI,2024,4.675000000000001
2284,Fiji,FJI,2025,4.675000000000001
2285,Fiji,FJI,2026,4.675000000000001
2286,Fiji,FJI,2027,4.675000000000001
2287,Fiji,FJI,2028,4.675000000000001
2288,Fiji,FJI,2029,4.675000000000001
2289,Fiji,FJI,2030,4.675000000000001
2290,Fiji,FJI,2031,4.675000000000001
2291,Fiji,FJI,2032,4.675000000000001
2292,Fiji,FJI,2033,4.675000000000001
2293,Fiji,FJI,2034,4.675000000000001
2294,Fiji,FJI,2035,4.675000000000001
2295,Fiji,FJI,2036,4.675000000000001
2296,Fiji,FJI,2037,4.675000000000001
2297,Fiji,FJI,2038,4.675000000000001
2298,Fiji,FJI,2039,4.675000000000001
2299,Fiji,FJI,2040,4.675000000000001
2300,Fiji,FJI,2041,4.675000000000001
2301,Fiji,FJI,2042,4.675000000000001
2302,Fiji,FJI,2043,4.675000000000001
2303,Fiji,FJI,2044,4.675000000000001
2304,Fiji,FJI,2045,4.675000000000001
2305,Fiji,FJI,2046,4.675000000000001
2306,Fiji,FJI,2047,4.675000000000001
2307,Fiji,FJI,2048,4.675000000000001
2308,Fiji,FJI,2049,4.675000000000001
2309,Fiji,FJI,2050,4.675000000000001
2310,France,FRA,2021,2.278
2311,France,FRA,2022,2.278
2312,France,FRA,2023,2.278
2313,France,FRA,2024,2.278
2314,France,FRA,2025,2.278
2315,France,FRA,2026,2.278
2316,France,FRA,2027,2.278
2317,France,FRA,2028,2.278
2318,France,FRA,2029,2.278
2319,France,FRA,2030,2.278
2320,France,FRA,2031,2.278
2321,France,FRA,2032,2.278
2322,France,FRA,2033,2.278
2323,France,FRA,2034,2.278
2324,France,FRA,2035,2.278
2325,France,FRA,2036,2.278
2326,France,FRA,2037,2.278
2327,France,FRA,2038,2.278
2328,France,FRA,2039,2.278
2329,France,FRA,2040,2.278
2330,France,FRA,2041,2.278
2331,France,FRA,2042,2.278
2332,France,FRA,2043,2.278
2333,France,FRA,2044,2.278
2334,France,FRA,2045,2.278
2335,France,FRA,2046,2.278
2336,France,FRA,2047,2.278
2337,France,FRA,2048,2.278
2338,France,FRA,2049,2.278
2339,France,FRA,2050,2.278
2340,Faroe Islands,FRO,2021,4.181218872870249
2341,Faroe Islands,FRO,2022,4.181218872870249
2342,Faroe Islands,FRO,2023,4.181218872870249
2343,Faroe Islands,FRO,2024,4.181218872870249
2344,Faroe Islands,FRO,2025,4.181218872870249
2345,Faroe Islands,FRO,2026,4.181218872870249
2346,Faroe Islands,FRO,2027,4.181218872870249
2347,Faroe Islands,FRO,2028,4.181218872870249
2348,Faroe Islands,FRO,2029,4.181218872870249
2349,Faroe Islands,FRO,2030,4.181218872870249
2350,Faroe Islands,FRO,2031,4.181218872870249
2351,Faroe Islands,FRO,2032,4.181218872870249
2352,Faroe Islands,FRO,2033,4.181218872870249
2353,Faroe Islands,FRO,2034,4.181218872870249
2354,Faroe Islands,FRO,2035,4.181218872870249
2355,Faroe Islands,FRO,2036,4.181218872870249
2356,Faroe Islands,FRO,2037,4.181218872870249
2357,Faroe Islands,FRO,2038,4.181218872870249
2358,Faroe Islands,FRO,2039,4.181218872870249
2359,Faroe Islands,FRO,2040,4.181218872870249
2360,Faroe Islands,FRO,2041,4.181218872870249
2361,Faroe Islands,FRO,2042,4.181218872870249
2362,Faroe Islands,FRO,2043,4.181218872870249
2363,Faroe Islands,FRO,2044,4.181218872870249
2364,Faroe Islands,FRO,2045,4.181218872870249
2365,Faroe Islands,FRO,2046,4.181218872870249
2366,Faroe Islands,FRO,2047,4.181218872870249
2367,Faroe Islands,FRO,2048,4.181218872870249
2368,Faroe Islands,FRO,2049,4.181218872870249
2369,Faroe Islands,FRO,2050,4.181218872870249
2370,"Micronesia, Fed. Sts.",FSM,2021,4.181218872870249
2371,"Micronesia, Fed. Sts.",FSM,2022,4.181218872870249
2372,"Micronesia, Fed. Sts.",FSM,2023,4.181218872870249
2373,"Micronesia, Fed. Sts.",FSM,2024,4.181218872870249
2374,"Micronesia, Fed. Sts.",FSM,2025,4.181218872870249
2375,"Micronesia, Fed. Sts.",FSM,2026,4.181218872870249
2376,"Micronesia, Fed. Sts.",FSM,2027,4.181218872870249
2377,"Micronesia, Fed. Sts.",FSM,2028,4.181218872870249
2378,"Micronesia, Fed. Sts.",FSM,2029,4.181218872870249
2379,"Micronesia, Fed. Sts.",FSM,2030,4.181218872870249
2380,"Micronesia, Fed. Sts.",FSM,2031,4.181218872870249
2381,"Micronesia, Fed. Sts.",FSM,2032,4.181218872870249
2382,"Micronesia, Fed. Sts.",FSM,2033,4.181218872870249
2383,"Micronesia, Fed. Sts.",FSM,2034,4.181218872870249
2384,"Micronesia, Fed. Sts.",FSM,2035,4.181218872870249
2385,"Micronesia, Fed. Sts.",FSM,2036,4.181218872870249
2386,"Micronesia, Fed. Sts.",FSM,2037,4.181218872870249
2387,"Micronesia, Fed. Sts.",FSM,2038,4.181218872870249
2388,"Micronesia, Fed. Sts.",FSM,2039,4.181218872870249
2389,"Micronesia, Fed. Sts.",FSM,2040,4.181218872870249
2390,"Micronesia, Fed. Sts.",FSM,2041,4.181218872870249
2391,"Micronesia, Fed. Sts.",FSM,2042,4.181218872870249
2392,"Micronesia, Fed. Sts.",FSM,2043,4.181218872870249
2393,"Micronesia, Fed. Sts.",FSM,2044,4.181218872870249
2394,"Micronesia, Fed. Sts.",FSM,2045,4.181218872870249
2395,"Micronesia, Fed. Sts.",FSM,2046,4.181218872870249
2396,"Micronesia, Fed. Sts.",FSM,2047,4.181218872870249
2397,"Micronesia, Fed. Sts.",FSM,2048,4.181218872870249
2398,"Micronesia, Fed. Sts.",FSM,2049,4.181218872870249
2399,"Micronesia, Fed. Sts.",FSM,2050,4.181218872870249
2400,Gabon,GAB,2021,4.535
2401,Gabon,GAB,2022,4.535
2402,Gabon,GAB,2023,4.535
2403,Gabon,GAB,2024,4.535
2404,Gabon,GAB,2025,4.535
2405,Gabon,GAB,2026,4.535
2406,Gabon,GAB,2027,4.535
2407,Gabon,GAB,2028,4.535
2408,Gabon,GAB,2029,4.535
2409,Gabon,GAB,2030,4.535
2410,Gabon,GAB,2031,4.535
2411,Gabon,GAB,2032,4.535
2412,Gabon,GAB,2033,4.535
2413,Gabon,GAB,2034,4.535
2414,Gabon,GAB,2035,4.535
2415,Gabon,GAB,2036,4.535
2416,Gabon,GAB,2037,4.535
2417,Gabon,GAB,2038,4.535
2418,Gabon,GAB,2039,4.535
2419,Gabon,GAB,2040,4.535
2420,Gabon,GAB,2041,4.535
2421,Gabon,GAB,2042,4.535
2422,Gabon,GAB,2043,4.535
2423,Gabon,GAB,2044,4.535
2424,Gabon,GAB,2045,4.535
2425,Gabon,GAB,2046,4.535
2426,Gabon,GAB,2047,4.535
2427,Gabon,GAB,2048,4.535
2428,Gabon,GAB,2049,4.535
2429,Gabon,GAB,2050,4.535
2430,United Kingdom,GBR,2021,2.32
2431,United Kingdom,GBR,2022,2.32
2432,United Kingdom,GBR,2023,2.32
2433,United Kingdom,GBR,2024,2.32
2434,United Kingdom,GBR,2025,2.32
2435,United Kingdom,GBR,2026,2.32
2436,United Kingdom,GBR,2027,2.32
2437,United Kingdom,GBR,2028,2.32
2438,United Kingdom,GBR,2029,2.32
2439,United Kingdom,GBR,2030,2.32
2440,United Kingdom,GBR,2031,2.32
2441,United Kingdom,GBR,2032,2.32
2442,United Kingdom,GBR,2033,2.32
2443,United Kingdom,GBR,2034,2.32
2444,United Kingdom,GBR,2035,2.32
2445,United Kingdom,GBR,2036,2.32
2446,United Kingdom,GBR,2037,2.32
2447,United Kingdom,GBR,2038,2.32
2448,United Kingdom,GBR,2039,2.32
2449,United Kingdom,GBR,2040,2.32
2450,United Kingdom,GBR,2041,2.32
2451,United Kingdom,GBR,2042,2.32
2452,United Kingdom,GBR,2043,2.32
2453,United Kingdom,GBR,2044,2.32
2454,United Kingdom,GBR,2045,2.32
2455,United Kingdom,GBR,2046,2.32
2456,United Kingdom,GBR,2047,2.32
2457,United Kingdom,GBR,2048,2.32
2458,United Kingdom,GBR,2049,2.32
2459,United Kingdom,GBR,2050,2.32
2460,Georgia,GEO,2021,3.48
2461,Georgia,GEO,2022,3.48
2462,Georgia,GEO,2023,3.48
2463,Georgia,GEO,2024,3.48
2464,Georgia,GEO,2025,3.48
2465,Georgia,GEO,2026,3.48
2466,Georgia,GEO,2027,3.48
2467,Georgia,GEO,2028,3.48
2468,Georgia,GEO,2029,3.48
2469,Georgia,GEO,2030,3.48
2470,Georgia,GEO,2031,3.48
2471,Georgia,GEO,2032,3.48
2472,Georgia,GEO,2033,3.48
2473,Georgia,GEO,2034,3.48
2474,Georgia,GEO,2035,3.48
2475,Georgia,GEO,2036,3.48
2476,Georgia,GEO,2037,3.48
2477,Georgia,GEO,2038,3.48
2478,Georgia,GEO,2039,3.48
2479,Georgia,GEO,2040,3.48
2480,Georgia,GEO,2041,3.48
2481,Georgia,GEO,2042,3.48
2482,Georgia,GEO,2043,3.48
2483,Georgia,GEO,2044,3.48
2484,Georgia,GEO,2045,3.48
2485,Georgia,GEO,2046,3.48
2486,Georgia,GEO,2047,3.48
2487,Georgia,GEO,2048,3.48
2488,Georgia,GEO,2049,3.48
2489,Georgia,GEO,2050,3.48
2490,Ghana,GHA,2021,4.176
2491,Ghana,GHA,2022,4.176
2492,Ghana,GHA,2023,4.176
2493,Ghana,GHA,2024,4.176
2494,Ghana,GHA,2025,4.176
2495,Ghana,GHA,2026,4.176
2496,Ghana,GHA,2027,4.176
2497,Ghana,GHA,2028,4.176
2498,Ghana,GHA,2029,4.176
2499,Ghana,GHA,2030,4.176
2500,Ghana,GHA,2031,4.176
2501,Ghana,GHA,2032,4.176
2502,Ghana,GHA,2033,4.176
2503,Ghana,GHA,2034,4.176
2504,Ghana,GHA,2035,4.176
2505,Ghana,GHA,2036,4.176
2506,Ghana,GHA,2037,4.176
2507,Ghana,GHA,2038,4.176
2508,Ghana,GHA,2039,4.176
2509,Ghana,GHA,2040,4.176
2510,Ghana,GHA,2041,4.176
2511,Ghana,GHA,2042,4.176
2512,Ghana,GHA,2043,4.176
2513,Ghana,GHA,2044,4.176
2514,Ghana,GHA,2045,4.176
2515,Ghana,GHA,2046,4.176
2516,Ghana,GHA,2047,4.176
2517,Ghana,GHA,2048,4.176
2518,Ghana,GHA,2049,4.176
2519,Ghana,GHA,2050,4.176
2520,Gibraltar,GIB,2021,4.181218872870249
2521,Gibraltar,GIB,2022,4.181218872870249
2522,Gibraltar,GIB,2023,4.181218872870249
2523,Gibraltar,GIB,2024,4.181218872870249
2524,Gibraltar,GIB,2025,4.181218872870249
2525,Gibraltar,GIB,2026,4.181218872870249
2526,Gibraltar,GIB,2027,4.181218872870249
2527,Gibraltar,GIB,2028,4.181218872870249
2528,Gibraltar,GIB,2029,4.181218872870249
2529,Gibraltar,GIB,2030,4.181218872870249
2530,Gibraltar,GIB,2031,4.181218872870249
2531,Gibraltar,GIB,2032,4.181218872870249
2532,Gibraltar,GIB,2033,4.181218872870249
2533,Gibraltar,GIB,2034,4.181218872870249
2534,Gibraltar,GIB,2035,4.181218872870249
2535,Gibraltar,GIB,2036,4.181218872870249
2536,Gibraltar,GIB,2037,4.181218872870249
2537,Gibraltar,GIB,2038,4.181218872870249
2538,Gibraltar,GIB,2039,4.181218872870249
2539,Gibraltar,GIB,2040,4.181218872870249
2540,Gibraltar,GIB,2041,4.181218872870249
2541,Gibraltar,GIB,2042,4.181218872870249
2542,Gibraltar,GIB,2043,4.181218872870249
2543,Gibraltar,GIB,2044,4.181218872870249
2544,Gibraltar,GIB,2045,4.181218872870249
2545,Gibraltar,GIB,2046,4.181218872870249
2546,Gibraltar,GIB,2047,4.181218872870249
2547,Gibraltar,GIB,2048,4.181218872870249
2548,Gibraltar,GIB,2049,4.181218872870249
2549,Gibraltar,GIB,2050,4.181218872870249
2550,Guinea,GIN,2021,6.3660000000000005
2551,Guinea,GIN,2022,6.3660000000000005
2552,Guinea,GIN,2023,6.3660000000000005
2553,Guinea,GIN,2024,6.3660000000000005
2554,Guinea,GIN,2025,6.3660000000000005
2555,Guinea,GIN,2026,6.3660000000000005
2556,Guinea,GIN,2027,6.3660000000000005
2557,Guinea,GIN,2028,6.3660000000000005
2558,Guinea,GIN,2029,6.3660000000000005
2559,Guinea,GIN,2030,6.3660000000000005
2560,Guinea,GIN,2031,6.3660000000000005
2561,Guinea,GIN,2032,6.3660000000000005
2562,Guinea,GIN,2033,6.3660000000000005
2563,Guinea,GIN,2034,6.3660000000000005
2564,Guinea,GIN,2035,6.3660000000000005
2565,Guinea,GIN,2036,6.3660000000000005
2566,Guinea,GIN,2037,6.3660000000000005
2567,Guinea,GIN,2038,6.3660000000000005
2568,Guinea,GIN,2039,6.3660000000000005
2569,Guinea,GIN,2040,6.3660000000000005
2570,Guinea,GIN,2041,6.3660000000000005
2571,Guinea,GIN,2042,6.3660000000000005
2572,Guinea,GIN,2043,6.3660000000000005
2573,Guinea,GIN,2044,6.3660000000000005
2574,Guinea,GIN,2045,6.3660000000000005
2575,Guinea,GIN,2046,6.3660000000000005
2576,Guinea,GIN,2047,6.3660000000000005
2577,Guinea,GIN,2048,6.3660000000000005
2578,Guinea,GIN,2049,6.3660000000000005
2579,Guinea,GIN,2050,6.3660000000000005
2580,"Gambia, The",GMB,2021,4.181218872870249
2581,"Gambia, The",GMB,2022,4.181218872870249
2582,"Gambia, The",GMB,2023,4.181218872870249
2583,"Gambia, The",GMB,2024,4.181218872870249
2584,"Gambia, The",GMB,2025,4.181218872870249
2585,"Gambia, The",GMB,2026,4.181218872870249
2586,"Gambia, The",GMB,2027,4.181218872870249
2587,"Gambia, The",GMB,2028,4.181218872870249
2588,"Gambia, The",GMB,2029,4.181218872870249
2589,"Gambia, The",GMB,2030,4.181218872870249
2590,"Gambia, The",GMB,2031,4.181218872870249
2591,"Gambia, The",GMB,2032,4.181218872870249
2592,"Gambia, The",GMB,2033,4.181218872870249
2593,"Gambia, The",GMB,2034,4.181218872870249
2594,"Gambia, The",GMB,2035,4.181218872870249
2595,"Gambia, The",GMB,2036,4.181218872870249
2596,"Gambia, The",GMB,2037,4.181218872870249
2597,"Gambia, The",GMB,2038,4.181218872870249
2598,"Gambia, The",GMB,2039,4.181218872870249
2599,"Gambia, The",GMB,2040,4.181218872870249
2600,"Gambia, The",GMB,2041,4.181218872870249
2601,"Gambia, The",GMB,2042,4.181218872870249
2602,"Gambia, The",GMB,2043,4.181218872870249
2603,"Gambia, The",GMB,2044,4.181218872870249
2604,"Gambia, The",GMB,2045,4.181218872870249
2605,"Gambia, The",GMB,2046,4.181218872870249
2606,"Gambia, The",GMB,2047,4.181218872870249
2607,"Gambia, The",GMB,2048,4.181218872870249
2608,"Gambia, The",GMB,2049,4.181218872870249
2609,"Gambia, The",GMB,2050,4.181218872870249
2610,Guinea-Bissau,GNB,2021,7.4675
2611,Guinea-Bissau,GNB,2022,7.4675
2612,Guinea-Bissau,GNB,2023,7.4675
2613,Guinea-Bissau,GNB,2024,7.4675
2614,Guinea-Bissau,GNB,2025,7.4675
2615,Guinea-Bissau,GNB,2026,7.4675
2616,Guinea-Bissau,GNB,2027,7.4675
