,Nation,iso_code3,Year,nemomod_entc_capital_cost_pp_biomass_mm_usd_per_gw
3747,Andorra,LAO,2048,3471.5400851260597
3748,Andorra,LAO,2049,3392.25
3749,Andorra,LAO,2050,3314.770902921071
3750,Andorra,LBN,2021,6478.12286173022
3751,Andorra,LBN,2022,6330.16233108147
3752,Andorra,LBN,2023,6185.581223623222
3753,Andorra,LBN,2024,6044.302353223132
3754,Andorra,LBN,2025,5906.250296682554
3755,Andorra,LBN,2026,5771.351353471081
3756,Andorra,LBN,2027,5639.533506380743
3757,Andorra,LBN,2028,5510.726383078881
3758,Andorra,LBN,2029,5384.861218539125
3759,Andorra,LBN,2030,5261.870818330486
3760,Andorra,LBN,2031,5141.689522744899
3761,Andorra,LBN,2032,5024.253171744098
3762,Andorra,LBN,2033,4909.499070707123
3763,Andorra,LBN,2034,4797.365956960132
3764,Andorra,LBN,2035,4687.793967070688
3765,Andorra,LBN,2036,4580.724604889043
3766,Andorra,LBN,2037,4476.1007103193515
3767,Andorra,LBN,2038,4373.866428804162
3768,Andorra,LBN,2039,4273.967181505884
3769,Andorra,LBN,2040,4176.349636169292
3770,Andorra,LBN,2041,4080.9616786495603
3771,Andorra,LBN,2042,3987.752385090572
3772,Andorra,LBN,2043,3896.6719947386923
3773,Andorra,LBN,2044,3807.6718833774707
3774,Andorra,LBN,2045,3720.7045373690953
3775,Andorra,LBN,2046,3635.7235282887405
3776,Andorra,LBN,2047,3552.683488138271
3777,Andorra,LBN,2048,3471.5400851260597
3778,Andorra,LBN,2049,3392.25
3779,Andorra,LBN,2050,3314.770902921071
3780,Angola,LBR,2021,2906.0604215013527
3781,Angola,LBR,2022,2839.6859097422735
3782,Angola,LBR,2023,2774.827393926933
3783,Angola,LBR,2024,2711.4502486601227
3784,Angola,LBR,2025,2649.520639391754
3785,Angola,LBR,2026,2589.005504353929
3786,Angola,LBR,2027,2529.8725369105746
3787,Angola,LBR,2028,2472.090168310203
3788,Angola,LBR,2029,2415.6275508326075
3789,Angola,LBR,2030,2360.4545413204855
3790,Angola,LBR,2031,2306.5416850871984
3791,Angola,LBR,2032,2253.8602001920794
3792,Angola,LBR,2033,2202.3819620748955
3793,Angola,LBR,2034,2152.0794885412574
3794,Angola,LBR,2035,2102.925925090963
3795,Angola,LBR,2036,2054.8950305814433
3796,Angola,LBR,2037,2007.961163218652
3797,Angola,LBR,2038,1962.0992668679296
3798,Angola,LBR,2039,1917.2848576775232
3799,Angola,LBR,2040,1873.4940110076263
3800,Angola,LBR,2041,1830.703348657961
3801,Angola,LBR,2042,1788.8900263870817
3802,Angola,LBR,2043,1748.031721716738
3803,Angola,LBR,2044,1708.1066220147884
3804,Angola,LBR,2045,1669.0934128502972
3805,Angola,LBR,2046,1630.971266614604
3806,Angola,LBR,2047,1593.7198314022887
3807,Angola,LBR,2048,1557.3192201460922
3808,Angola,LBR,2049,1521.75
3809,Angola,LBR,2050,1486.9931819648139
3810,Angola,LBY,2021,2906.0604215013527
3811,Angola,LBY,2022,2839.6859097422735
3812,Angola,LBY,2023,2774.827393926933
3813,Angola,LBY,2024,2711.4502486601227
3814,Angola,LBY,2025,2649.520639391754
3815,Angola,LBY,2026,2589.005504353929
3816,Angola,LBY,2027,2529.8725369105746
3817,Angola,LBY,2028,2472.090168310203
3818,Angola,LBY,2029,2415.6275508326075
3819,Angola,LBY,2030,2360.4545413204855
3820,Angola,LBY,2031,2306.5416850871984
3821,Angola,LBY,2032,2253.8602001920794
3822,Angola,LBY,2033,2202.3819620748955
3823,Angola,LBY,2034,2152.0794885412574
3824,Angola,LBY,2035,2102.925925090963
3825,Angola,LBY,2036,2054.8950305814433
3826,Angola,LBY,2037,2007.961163218652
3827,Angola,LBY,2038,1962.0992668679296
3828,Angola,LBY,2039,1917.2848576775232
3829,Angola,LBY,2040,1873.4940110076263
3830,Angola,LBY,2041,1830.703348657961
3831,Angola,LBY,2042,1788.8900263870817
3832,Angola,LBY,2043,1748.031721716738
3833,Angola,LBY,2044,1708.1066220147884
3834,Angola,LBY,2045,1669.0934128502972
3835,Angola,LBY,2046,1630.971266614604
3836,Angola,LBY,2047,1593.7198314022887
3837,Angola,LBY,2048,1557.3192201460922
3838,Angola,LBY,2049,1521.75
3839,Angola,LBY,2050,1486.9931819648139
3840,Angola,LCA,2021,2906.0604215013527
3841,Angola,LCA,2022,2839.6859097422735
3842,Angola,LCA,2023,2774.827393926933
3843,Angola,LCA,2024,2711.4502486601227
3844,Angola,LCA,2025,2649.520639391754
3845,Angola,LCA,2026,2589.005504353929
3846,Angola,LCA,2027,2529.8725369105746
3847,Angola,LCA,2028,2472.090168310203
3848,Angola,LCA,2029,2415.6275508326075
3849,Angola,LCA,2030,2360.4545413204855
3850,Angola,LCA,2031,2306.5416850871984
3851,Angola,LCA,2032,2253.8602001920794
3852,Angola,LCA,2033,2202.3819620748955
3853,Angola,LCA,2034,2152.0794885412574
3854,Angola,LCA,2035,2102.925925090963
3855,Angola,LCA,2036,2054.8950305814433
3856,Angola,LCA,2037,2007.961163218652
3857,Angola,LCA,2038,1962.0992668679296
3858,Angola,LCA,2039,1917.2848576775232
3859,Angola,LCA,2040,1873.4940110076263
3860,Angola,LCA,2041,1830.703348657961
3861,Angola,LCA,2042,1788.8900263870817
3862,Angola,LCA,2043,1748.031721716738
3863,Angola,LCA,2044,1708.1066220147884
3864,Angola,LCA,2045,1669.0934128502972
3865,Angola,LCA,2046,1630.971266614604
3866,Angola,LCA,2047,1593.7198314022887
3867,Angola,LCA,2048,1557.3192201460922
3868,Angola,LCA,2049,1521.75
3869,Angola,LCA,2050,1486.9931819648139
3870,Angola,LIE,2021,2906.0604215013527
3871,Angola,LIE,2022,2839.6859097422735
3872,Angola,LIE,2023,2774.827393926933
3873,Angola,LIE,2024,2711.4502486601227
3874,Angola,LIE,2025,2649.520639391754
3875,Angola,LIE,2026,2589.005504353929
3876,Angola,LIE,2027,2529.8725369105746
3877,Angola,LIE,2028,2472.090168310203
3878,Angola,LIE,2029,2415.6275508326075
3879,Angola,LIE,2030,2360.4545413204855
3880,Angola,LIE,2031,2306.5416850871984
3881,Angola,LIE,2032,2253.8602001920794
3882,Angola,LIE,2033,2202.3819620748955
3883,Angola,LIE,2034,2152.0794885412574
3884,Angola,LIE,2035,2102.925925090963
3885,Angola,LIE,2036,2054.8950305814433
3886,Angola,LIE,2037,2007.961163218652
3887,Angola,LIE,2038,1962.0992668679296
3888,Angola,LIE,2039,1917.2848576775232
3889,Angola,LIE,2040,1873.4940110076263
3890,Angola,LIE,2041,1830.703348657961
3891,Angola,LIE,2042,1788.8900263870817
3892,Angola,LIE,2043,1748.031721716738
3893,Angola,LIE,2044,1708.1066220147884
3894,Angola,LIE,2045,1669.0934128502972
3895,Angola,LIE,2046,1630.971266614604
3896,Angola,LIE,2047,1593.7198314022887
3897,Angola,LIE,2048,1557.3192201460922
3898,Angola,LIE,2049,1521.75
3899,Angola,LIE,2050,1486.9931819648139
3900,Angola,LKA,2021,2906.0604215013527
3901,Angola,LKA,2022,2839.6859097422735
3902,Angola,LKA,2023,2774.827393926933
3903,Angola,LKA,2024,2711.4502486601227
3904,Angola,LKA,2025,2649.520639391754
3905,Angola,LKA,2026,2589.005504353929
3906,Angola,LKA,2027,2529.8725369105746
3907,Angola,LKA,2028,2472.090168310203
3908,Angola,LKA,2029,2415.6275508326075
3909,Angola,LKA,2030,2360.4545413204855
3910,Angola,LKA,2031,2306.5416850871984
3911,Angola,LKA,2032,2253.8602001920794
3912,Angola,LKA,2033,2202.3819620748955
3913,Angola,LKA,2034,2152.0794885412574
3914,Angola,LKA,2035,2102.925925090963
3915,Angola,LKA,2036,2054.8950305814433
3916,Angola,LKA,2037,2007.961163218652
3917,Angola,LKA,2038,1962.0992668679296
3918,Angola,LKA,2039,1917.2848576775232
3919,Angola,LKA,2040,1873.4940110076263
3920,Angola,LKA,2041,1830.703348657961
3921,Angola,LKA,2042,1788.8900263870817
3922,Angola,LKA,2043,1748.031721716738
3923,Angola,LKA,2044,1708.1066220147884
3924,Angola,LKA,2045,1669.0934128502972
3925,Angola,LKA,2046,1630.971266614604
3926,Angola,LKA,2047,1593.7198314022887
3927,Angola,LKA,2048,1557.3192201460922
3928,Angola,LKA,2049,1521.75
3929,Angola,LKA,2050,1486.9931819648139
3930,Angola,LSO,2021,2906.0604215013527
3931,Angola,LSO,2022,2839.6859097422735
3932,Angola,LSO,2023,2774.827393926933
3933,Angola,LSO,2024,2711.4502486601227
3934,Angola,LSO,2025,2649.520639391754
3935,Angola,LSO,2026,2589.005504353929
3936,Angola,LSO,2027,2529.8725369105746
3937,Angola,LSO,2028,2472.090168310203
3938,Angola,LSO,2029,2415.6275508326075
3939,Angola,LSO,2030,2360.4545413204855
3940,Angola,LSO,2031,2306.5416850871984
3941,Angola,LSO,2032,2253.8602001920794
3942,Angola,LSO,2033,2202.3819620748955
3943,Angola,LSO,2034,2152.0794885412574
3944,Angola,LSO,2035,2102.925925090963
3945,Angola,LSO,2036,2054.8950305814433
3946,Angola,LSO,2037,2007.961163218652
3947,Angola,LSO,2038,1962.0992668679296
3948,Angola,LSO,2039,1917.2848576775232
3949,Angola,LSO,2040,1873.4940110076263
3950,Angola,LSO,2041,1830.703348657961
3951,Angola,LSO,2042,1788.8900263870817
3952,Angola,LSO,2043,1748.031721716738
3953,Angola,LSO,2044,1708.1066220147884
3954,Angola,LSO,2045,1669.0934128502972
3955,Angola,LSO,2046,1630.971266614604
3956,Angola,LSO,2047,1593.7198314022887
3957,Angola,LSO,2048,1557.3192201460922
3958,Angola,LSO,2049,1521.75
3959,Angola,LSO,2050,1486.9931819648139
3960,Angola,LTU,2021,2906.0604215013527
3961,Angola,LTU,2022,2839.6859097422735
3962,Angola,LTU,2023,2774.827393926933
3963,Angola,LTU,2024,2711.4502486601227
3964,Angola,LTU,2025,2649.520639391754
3965,Angola,LTU,2026,2589.005504353929
3966,Angola,LTU,2027,2529.8725369105746
3967,Angola,LTU,2028,2472.090168310203
3968,Angola,LTU,2029,2415.6275508326075
3969,Angola,LTU,2030,2360.4545413204855
3970,Angola,LTU,2031,2306.5416850871984
3971,Angola,LTU,2032,2253.8602001920794
3972,Angola,LTU,2033,2202.3819620748955
3973,Angola,LTU,2034,2152.0794885412574
3974,Angola,LTU,2035,2102.925925090963
3975,Angola,LTU,2036,2054.8950305814433
3976,Angola,LTU,2037,2007.961163218652
3977,Angola,LTU,2038,1962.0992668679296
3978,Angola,LTU,2039,1917.2848576775232
3979,Angola,LTU,2040,1873.4940110076263
3980,Angola,LTU,2041,1830.703348657961
3981,Angola,LTU,2042,1788.8900263870817
3982,Angola,LTU,2043,1748.031721716738
3983,Angola,LTU,2044,1708.1066220147884
3984,Angola,LTU,2045,1669.0934128502972
3985,Angola,LTU,2046,1630.971266614604
3986,Angola,LTU,2047,1593.7198314022887
3987,Angola,LTU,2048,1557.3192201460922
3988,Angola,LTU,2049,1521.75
3989,Angola,LTU,2050,1486.9931819648139
3990,Angola,LUX,2021,2906.0604215013527
3991,Angola,LUX,2022,2839.6859097422735
3992,Angola,LUX,2023,2774.827393926933
3993,Angola,LUX,2024,2711.4502486601227
3994,Angola,LUX,2025,2649.520639391754
3995,Angola,LUX,2026,2589.005504353929
3996,Angola,LUX,2027,2529.8725369105746
3997,Angola,LUX,2028,2472.090168310203
3998,Angola,LUX,2029,2415.6275508326075
3999,Angola,LUX,2030,2360.4545413204855
4000,Angola,LUX,2031,2306.5416850871984
4001,Angola,LUX,2032,2253.8602001920794
4002,Angola,LUX,2033,2202.3819620748955
4003,Angola,LUX,2034,2152.0794885412574
4004,Angola,LUX,2035,2102.925925090963
4005,Angola,LUX,2036,2054.8950305814433
4006,Angola,LUX,2037,2007.961163218652
4007,Angola,LUX,2038,1962.0992668679296
4008,Angola,LUX,2039,1917.2848576775232
4009,Angola,LUX,2040,1873.4940110076263
4010,Angola,LUX,2041,1830.703348657961
4011,Angola,LUX,2042,1788.8900263870817
4012,Angola,LUX,2043,1748.031721716738
4013,Angola,LUX,2044,1708.1066220147884
4014,Angola,LUX,2045,1669.0934128502972
4015,Angola,LUX,2046,1630.971266614604
4016,Angola,LUX,2047,1593.7198314022887
4017,Angola,LUX,2048,1557.3192201460922
4018,Angola,LUX,2049,1521.75
4019,Angola,LUX,2050,1486.9931819648139
4020,Angola,LVA,2021,2906.0604215013527
4021,Angola,LVA,2022,2839.6859097422735
4022,Angola,LVA,2023,2774.827393926933
4023,Angola,LVA,2024,2711.4502486601227
4024,Angola,LVA,2025,2649.520639391754
4025,Angola,LVA,2026,2589.005504353929
4026,Angola,LVA,2027,2529.8725369105746
4027,Angola,LVA,2028,2472.090168310203
4028,Angola,LVA,2029,2415.6275508326075
4029,Angola,LVA,2030,2360.4545413204855
4030,Angola,LVA,2031,2306.5416850871984
4031,Angola,LVA,2032,2253.8602001920794
4032,Angola,LVA,2033,2202.3819620748955
4033,Angola,LVA,2034,2152.0794885412574
4034,Angola,LVA,2035,2102.925925090963
4035,Angola,LVA,2036,2054.8950305814433
4036,Angola,LVA,2037,2007.961163218652
4037,Angola,LVA,2038,1962.0992668679296
4038,Angola,LVA,2039,1917.2848576775232
4039,Angola,LVA,2040,1873.4940110076263
4040,Angola,LVA,2041,1830.703348657961
4041,Angola,LVA,2042,1788.8900263870817
4042,Angola,LVA,2043,1748.031721716738
4043,Angola,LVA,2044,1708.1066220147884
4044,Angola,LVA,2045,1669.0934128502972
4045,Angola,LVA,2046,1630.971266614604
4046,Angola,LVA,2047,1593.7198314022887
4047,Angola,LVA,2048,1557.3192201460922
4048,Angola,LVA,2049,1521.75
4049,Angola,LVA,2050,1486.9931819648139
4050,Angola,MAC,2021,2906.0604215013527
4051,Angola,MAC,2022,2839.6859097422735
4052,Angola,MAC,2023,2774.827393926933
4053,Angola,MAC,2024,2711.4502486601227
4054,Angola,MAC,2025,2649.520639391754
4055,Angola,MAC,2026,2589.005504353929
4056,Angola,MAC,2027,2529.8725369105746
4057,Angola,MAC,2028,2472.090168310203
4058,Angola,MAC,2029,2415.6275508326075
4059,Angola,MAC,2030,2360.4545413204855
4060,Angola,MAC,2031,2306.5416850871984
4061,Angola,MAC,2032,2253.8602001920794
4062,Angola,MAC,2033,2202.3819620748955
4063,Angola,MAC,2034,2152.0794885412574
4064,Angola,MAC,2035,2102.925925090963
4065,Angola,MAC,2036,2054.8950305814433
4066,Angola,MAC,2037,2007.961163218652
4067,Angola,MAC,2038,1962.0992668679296
4068,Angola,MAC,2039,1917.2848576775232
4069,Angola,MAC,2040,1873.4940110076263
4070,Angola,MAC,2041,1830.703348657961
4071,Angola,MAC,2042,1788.8900263870817
4072,Angola,MAC,2043,1748.031721716738
4073,Angola,MAC,2044,1708.1066220147884
4074,Angola,MAC,2045,1669.0934128502972
4075,Angola,MAC,2046,1630.971266614604
4076,Angola,MAC,2047,1593.7198314022887
4077,Angola,MAC,2048,1557.3192201460922
4078,Angola,MAC,2049,1521.75
4079,Angola,MAC,2050,1486.9931819648139
4080,Angola,MAF,2021,2906.0604215013527
4081,Angola,MAF,2022,2839.6859097422735
4082,Angola,MAF,2023,2774.827393926933
4083,Angola,MAF,2024,2711.4502486601227
4084,Angola,MAF,2025,2649.520639391754
4085,Angola,MAF,2026,2589.005504353929
4086,Angola,MAF,2027,2529.8725369105746
4087,Angola,MAF,2028,2472.090168310203
4088,Angola,MAF,2029,2415.6275508326075
4089,Angola,MAF,2030,2360.4545413204855
4090,Angola,MAF,2031,2306.5416850871984
4091,Angola,MAF,2032,2253.8602001920794
4092,Angola,MAF,2033,2202.3819620748955
4093,Angola,MAF,2034,2152.0794885412574
4094,Angola,MAF,2035,2102.925925090963
4095,Angola,MAF,2036,2054.8950305814433
4096,Angola,MAF,2037,2007.961163218652
4097,Angola,MAF,2038,1962.0992668679296
4098,Angola,MAF,2039,1917.2848576775232
4099,Angola,MAF,2040,1873.4940110076263
4100,Angola,MAF,2041,1830.703348657961
4101,Angola,MAF,2042,1788.8900263870817
4102,Angola,MAF,2043,1748.031721716738
4103,Angola,MAF,2044,1708.1066220147884
4104,Angola,MAF,2045,1669.0934128502972
4105,Angola,MAF,2046,1630.971266614604
4106,Angola,MAF,2047,1593.7198314022887
4107,Angola,MAF,2048,1557.3192201460922
4108,Angola,MAF,2049,1521.75
4109,Angola,MAF,2050,1486.9931819648139
4110,Angola,MAR,2021,2906.0604215013527
4111,Angola,MAR,2022,2839.6859097422735
4112,Angola,MAR,2023,2774.827393926933
4113,Angola,MAR,2024,2711.4502486601227
4114,Angola,MAR,2025,2649.520639391754
4115,Angola,MAR,2026,2589.005504353929
4116,Angola,MAR,2027,2529.8725369105746
4117,Angola,MAR,2028,2472.090168310203
4118,Angola,MAR,2029,2415.6275508326075
4119,Angola,MAR,2030,2360.4545413204855
4120,Angola,MAR,2031,2306.5416850871984
4121,Angola,MAR,2032,2253.8602001920794
4122,Angola,MAR,2033,2202.3819620748955
4123,Angola,MAR,2034,2152.0794885412574
4124,Angola,MAR,2035,2102.925925090963
4125,Angola,MAR,2036,2054.8950305814433
4126,Angola,MAR,2037,2007.961163218652
4127,Angola,MAR,2038,1962.0992668679296
4128,Angola,MAR,2039,1917.2848576775232
4129,Angola,MAR,2040,1873.4940110076263
4130,Angola,MAR,2041,1830.703348657961
4131,Angola,MAR,2042,1788.8900263870817
4132,Angola,MAR,2043,1748.031721716738
4133,Angola,MAR,2044,1708.1066220147884
4134,Angola,MAR,2045,1669.0934128502972
4135,Angola,MAR,2046,1630.971266614604
4136,Angola,MAR,2047,1593.7198314022887
4137,Angola,MAR,2048,1557.3192201460922
4138,Angola,MAR,2049,1521.75
4139,Angola,MAR,2050,1486.9931819648139
4140,Angola,MCO,2021,2906.0604215013527
4141,Angola,MCO,2022,2839.6859097422735
4142,Angola,MCO,2023,2774.827393926933
4143,Angola,MCO,2024,2711.4502486601227
4144,Angola,MCO,2025,2649.520639391754
4145,Angola,MCO,2026,2589.005504353929
4146,Angola,MCO,2027,2529.8725369105746
4147,Angola,MCO,2028,2472.090168310203
4148,Angola,MCO,2029,2415.6275508326075
4149,Angola,MCO,2030,2360.4545413204855
4150,Angola,MCO,2031,2306.5416850871984
4151,Angola,MCO,2032,2253.8602001920794
4152,Angola,MCO,2033,2202.3819620748955
4153,Angola,MCO,2034,2152.0794885412574
4154,Angola,MCO,2035,2102.925925090963
4155,Angola,MCO,2036,2054.8950305814433
4156,Angola,MCO,2037,2007.961163218652
4157,Angola,MCO,2038,1962.0992668679296
4158,Angola,MCO,2039,1917.2848576775232
4159,Angola,MCO,2040,1873.4940110076263
4160,Angola,MCO,2041,1830.703348657961
4161,Angola,MCO,2042,1788.8900263870817
4162,Angola,MCO,2043,1748.031721716738
4163,Angola,MCO,2044,1708.1066220147884
4164,Angola,MCO,2045,1669.0934128502972
4165,Angola,MCO,2046,1630.971266614604
4166,Angola,MCO,2047,1593.7198314022887
4167,Angola,MCO,2048,1557.3192201460922
4168,Angola,MCO,2049,1521.75
4169,Angola,MCO,2050,1486.9931819648139
4170,Angola,MDA,2021,2906.0604215013527
4171,Angola,MDA,2022,2839.6859097422735
4172,Angola,MDA,2023,2774.827393926933
4173,Angola,MDA,2024,2711.4502486601227
4174,Angola,MDA,2025,2649.520639391754
4175,Angola,MDA,2026,2589.005504353929
4176,Angola,MDA,2027,2529.8725369105746
4177,Angola,MDA,2028,2472.090168310203
4178,Angola,MDA,2029,2415.6275508326075
4179,Angola,MDA,2030,2360.4545413204855
4180,Angola,MDA,2031,2306.5416850871984
4181,Angola,MDA,2032,2253.8602001920794
4182,Angola,MDA,2033,2202.3819620748955
4183,Angola,MDA,2034,2152.0794885412574
4184,Angola,MDA,2035,2102.925925090963
4185,Angola,MDA,2036,2054.8950305814433
4186,Angola,MDA,2037,2007.961163218652
4187,Angola,MDA,2038,1962.0992668679296
4188,Angola,MDA,2039,1917.2848576775232
4189,Angola,MDA,2040,1873.4940110076263
4190,Angola,MDA,2041,1830.703348657961
4191,Angola,MDA,2042,1788.8900263870817
4192,Angola,MDA,2043,1748.031721716738
4193,Angola,MDA,2044,1708.1066220147884
4194,Angola,MDA,2045,1669.0934128502972
4195,Angola,MDA,2046,1630.971266614604
4196,Angola,MDA,2047,1593.7198314022887
4197,Angola,MDA,2048,1557.3192201460922
4198,Angola,MDA,2049,1521.75
4199,Angola,MDA,2050,1486.9931819648139
4200,Angola,MDG,2021,2906.0604215013527
4201,Angola,MDG,2022,2839.6859097422735
4202,Angola,MDG,2023,2774.827393926933
4203,Angola,MDG,2024,2711.4502486601227
4204,Angola,MDG,2025,2649.520639391754
4205,Angola,MDG,2026,2589.005504353929
4206,Angola,MDG,2027,2529.8725369105746
4207,Angola,MDG,2028,2472.090168310203
4208,Angola,MDG,2029,2415.6275508326075
4209,Angola,MDG,2030,2360.4545413204855
4210,Angola,MDG,2031,2306.5416850871984
4211,Angola,MDG,2032,2253.8602001920794
4212,Angola,MDG,2033,2202.3819620748955
4213,Angola,MDG,2034,2152.0794885412574
4214,Angola,MDG,2035,2102.925925090963
4215,Angola,MDG,2036,2054.8950305814433
4216,Angola,MDG,2037,2007.961163218652
4217,Angola,MDG,2038,1962.0992668679296
4218,Angola,MDG,2039,1917.2848576775232
4219,Angola,MDG,2040,1873.4940110076263
4220,Angola,MDG,2041,1830.703348657961
4221,Angola,MDG,2042,1788.8900263870817
4222,Angola,MDG,2043,1748.031721716738
4223,Angola,MDG,2044,1708.1066220147884
4224,Angola,MDG,2045,1669.0934128502972
4225,Angola,MDG,2046,1630.971266614604
4226,Angola,MDG,2047,1593.7198314022887
4227,Angola,MDG,2048,1557.3192201460922
4228,Angola,MDG,2049,1521.75
4229,Angola,MDG,2050,1486.9931819648139
4230,Angola,MDV,2021,2906.0604215013527
4231,Angola,MDV,2022,2839.6859097422735
4232,Angola,MDV,2023,2774.827393926933
4233,Angola,MDV,2024,2711.4502486601227
4234,Angola,MDV,2025,2649.520639391754
4235,Angola,MDV,2026,2589.005504353929
4236,Angola,MDV,2027,2529.8725369105746
4237,Angola,MDV,2028,2472.090168310203
4238,Angola,MDV,2029,2415.6275508326075
4239,Angola,MDV,2030,2360.4545413204855
4240,Angola,MDV,2031,2306.5416850871984
4241,Angola,MDV,2032,2253.8602001920794
4242,Angola,MDV,2033,2202.3819620748955
4243,Angola,MDV,2034,2152.0794885412574
4244,Angola,MDV,2035,2102.925925090963
4245,Angola,MDV,2036,2054.8950305814433
4246,Angola,MDV,2037,2007.961163218652
4247,Angola,MDV,2038,1962.0992668679296
4248,Angola,MDV,2039,1917.2848576775232
4249,Angola,MDV,2040,1873.4940110076263
4250,Angola,MDV,2041,1830.703348657961
4251,Angola,MDV,2042,1788.8900263870817
4252,Angola,MDV,2043,1748.031721716738
4253,Angola,MDV,2044,1708.1066220147884
4254,Angola,MDV,2045,1669.0934128502972
4255,Angola,MDV,2046,1630.971266614604
4256,Angola,MDV,2047,1593.7198314022887
4257,Angola,MDV,2048,1557.3192201460922
4258,Angola,MDV,2049,1521.75
4259,Angola,MDV,2050,1486.9931819648139
4260,Angola,MEX,2021,2906.0604215013527
4261,Angola,MEX,2022,2839.6859097422735
4262,Angola,MEX,2023,2774.827393926933
4263,Angola,MEX,2024,2711.4502486601227
4264,Angola,MEX,2025,2649.520639391754
4265,Angola,MEX,2026,2589.005504353929
4266,Angola,MEX,2027,2529.8725369105746
4267,Angola,MEX,2028,2472.090168310203
4268,Angola,MEX,2029,2415.6275508326075
4269,Angola,MEX,2030,2360.4545413204855
4270,Angola,MEX,2031,2306.5416850871984
4271,Angola,MEX,2032,2253.8602001920794
4272,Angola,MEX,2033,2202.3819620748955
4273,Angola,MEX,2034,2152.0794885412574
4274,Angola,MEX,2035,2102.925925090963
4275,Angola,MEX,2036,2054.8950305814433
4276,Angola,MEX,2037,2007.961163218652
4277,Angola,MEX,2038,1962.0992668679296
4278,Angola,MEX,2039,1917.2848576775232
4279,Angola,MEX,2040,1873.4940110076263
4280,Angola,MEX,2041,1830.703348657961
4281,Angola,MEX,2042,1788.8900263870817
4282,Angola,MEX,2043,1748.031721716738
4283,Angola,MEX,2044,1708.1066220147884
4284,Angola,MEX,2045,1669.0934128502972
4285,Angola,MEX,2046,1630.971266614604
4286,Angola,MEX,2047,1593.7198314022887
4287,Angola,MEX,2048,1557.3192201460922
4288,Angola,MEX,2049,1521.75
4289,Angola,MEX,2050,1486.9931819648139
4290,Angola,MHL,2021,2906.0604215013527
4291,Angola,MHL,2022,2839.6859097422735
4292,Angola,MHL,2023,2774.827393926933
4293,Angola,MHL,2024,2711.4502486601227
4294,Angola,MHL,2025,2649.520639391754
4295,Angola,MHL,2026,2589.005504353929
4296,Angola,MHL,2027,2529.8725369105746
4297,Angola,MHL,2028,2472.090168310203
4298,Angola,MHL,2029,2415.6275508326075
4299,Angola,MHL,2030,2360.4545413204855
4300,Angola,MHL,2031,2306.5416850871984
4301,Angola,MHL,2032,2253.8602001920794
4302,Angola,MHL,2033,2202.3819620748955
4303,Angola,MHL,2034,2152.0794885412574
4304,Angola,MHL,2035,2102.925925090963
4305,Angola,MHL,2036,2054.8950305814433
4306,Angola,MHL,2037,2007.961163218652
4307,Angola,MHL,2038,1962.0992668679296
4308,Angola,MHL,2039,1917.2848576775232
4309,Angola,MHL,2040,1873.4940110076263
4310,Angola,MHL,2041,1830.703348657961
4311,Angola,MHL,2042,1788.8900263870817
4312,Angola,MHL,2043,1748.031721716738
4313,Angola,MHL,2044,1708.1066220147884
4314,Angola,MHL,2045,1669.0934128502972
4315,Angola,MHL,2046,1630.971266614604
4316,Angola,MHL,2047,1593.7198314022887
4317,Angola,MHL,2048,1557.3192201460922
4318,Angola,MHL,2049,1521.75
4319,Angola,MHL,2050,1486.9931819648139
4320,Angola,MKD,2021,2906.0604215013527
4321,Angola,MKD,2022,2839.6859097422735
4322,Angola,MKD,2023,2774.827393926933
4323,Angola,MKD,2024,2711.4502486601227
4324,Angola,MKD,2025,2649.520639391754
4325,Angola,MKD,2026,2589.005504353929
4326,Angola,MKD,2027,2529.8725369105746
4327,Angola,MKD,2028,2472.090168310203
4328,Angola,MKD,2029,2415.6275508326075
4329,Angola,MKD,2030,2360.4545413204855
4330,Angola,MKD,2031,2306.5416850871984
4331,Angola,MKD,2032,2253.8602001920794
4332,Angola,MKD,2033,2202.3819620748955
4333,Angola,MKD,2034,2152.0794885412574
4334,Angola,MKD,2035,2102.925925090963
4335,Angola,MKD,2036,2054.8950305814433
4336,Angola,MKD,2037,2007.961163218652
4337,Angola,MKD,2038,1962.0992668679296
4338,Angola,MKD,2039,1917.2848576775232
4339,Angola,MKD,2040,1873.4940110076263
4340,Angola,MKD,2041,1830.703348657961
4341,Angola,MKD,2042,1788.8900263870817
4342,Angola,MKD,2043,1748.031721716738
4343,Angola,MKD,2044,1708.1066220147884
4344,Angola,MKD,2045,1669.0934128502972
4345,Angola,MKD,2046,1630.971266614604
4346,Angola,MKD,2047,1593.7198314022887
4347,Angola,MKD,2048,1557.3192201460922
4348,Angola,MKD,2049,1521.75
4349,Angola,MKD,2050,1486.9931819648139
4350,Angola,MLI,2021,2906.0604215013527
4351,Angola,MLI,2022,2839.6859097422735
4352,Angola,MLI,2023,2774.827393926933
4353,Angola,MLI,2024,2711.4502486601227
4354,Angola,MLI,2025,2649.520639391754
4355,Angola,MLI,2026,2589.005504353929
4356,Angola,MLI,2027,2529.8725369105746
4357,Angola,MLI,2028,2472.090168310203
4358,Angola,MLI,2029,2415.6275508326075
4359,Angola,MLI,2030,2360.4545413204855
4360,Angola,MLI,2031,2306.5416850871984
4361,Angola,MLI,2032,2253.8602001920794
4362,Angola,MLI,2033,2202.3819620748955
4363,Angola,MLI,2034,2152.0794885412574
